krans	آرائشی	krans	آرائشی	N;MASC+FEM;SG	ADJ
inwijding	شروعات	inwijding	شروعات	N;MASC+FEM;SG	N;NOM;MASC;PL;3
verlegen	from	verlegen	from	ADJ	
verlegen	(	verlegen	(	ADJ	
verlegen	دبّو	verlegen	دبّو	ADJ	PROPN;NOM;MASC;SG;3
verlegen	جھجکو	verlegen	جھجکو	ADJ	PROPN;NOM;MASC;SG;3
verlegen	جھینپو	verlegen	جھینپو	ADJ	PROPN;NOM;MASC;SG;3
verlegen	شرمیلا	verlegen	شرمیلا	ADJ	PROPN;NOM;MASC;SG;3
verlegen	دبّو	verlegen	دبّو	ADJ	PROPN;NOM;MASC;SG;3
verlegen	جھجکو	verlegen	جھجکو	ADJ	PROPN;NOM;MASC;SG;3
verlegen	جھینپو	verlegen	جھینپو	ADJ	PROPN;NOM;MASC;SG;3
accountant	محاسب	accountant	محاسب	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
accountant	محاسب	accountant	محاسب	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
briefwisseling	ڈاک.	briefwisseling	ڈاک.	N;MASC+FEM;SG	
briefwisseling	تماثل	briefwisseling	تماثل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
stromend	دائرہ	stromen	دائرہ	V;V.PTCP	N;NOM;MASC;SG;3
stromend	دائرہ	stromen	دائرہ	V;V.PTCP	N;NOM;MASC;SG;3
stromend	رواں	stromen	رواں	V;V.PTCP	ADJ
glee	شادمانی	glee	شادمانی	N;MASC+FEM;SG	ADJ
beeltenis	ڈھالا	beeltenis	ڈھال	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
eenden	دُبکنا	eenden	دُبکنا	N;PL	V;SG;NFIN;ACT
eenden	بچنا	eenden	بچ	N;PL	V;MASC;SG;NFIN;ACT
eenden	پیارے	eenden	پیارا	N;PL	PROPN;NOM;MASC;SG;3
voortstuwing	محرک	voortstuwing	محرک	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
voortstuwing	دھکیل	voortstuwing	دھکیل	N;MASC+FEM;SG	V;ACT
voortstuwing	مہیج.	voortstuwing	مہیج.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
flop	شکست.	flop	شکست.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
flop	on	flop	on	N;MASC+FEM;SG	
bunny	ہدف.	bunny	ہدف.	N;MASC+FEM;SG	
mystiek	متصوّفانہ	mystiek	متصوّفانہ	N;MASC+FEM;SG	ADJ
mystiek	عارفانہ.	mystiek	عارفانہ.	N;MASC+FEM;SG	ADJ
mystiek	الٰہیات	mystiek	الٰہیات	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	تصوّف	mystiek	تصوّف	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	کرشمہ	mystiek	کرشمہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	علامتی.	mystiek	علامتی	N;MASC+FEM;SG	PROPN;NOM;MASC;PL;3
mystiek	مخفی.	mystiek	مخفی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	باطنی	mystiek	باطنی	N;MASC+FEM;SG	ADJ
mystiek	عارفانہ	mystiek	عارفانہ	N;MASC+FEM;SG	ADJ
mystiek	روحانی.	mystiek	روحانی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	صوفی	mystiek	صوفی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	رمزیہ	mystiek	رمزیہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	صوفیانہ	mystiek	صوفیانہ	N;MASC+FEM;SG	ADJ
mystiek	عارف	mystiek	عارف	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	سالک	mystiek	سالک	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mystiek	سرّی	mystiek	سرّی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bezorgdheid	about	bezorgdheid	about	N;MASC+FEM;SG	
bezorgdheid	about	bezorgdheid	about	N;MASC+FEM;SG	
smelt	گھلنا.	smelten	گھلنا.	V;SG;PRS;FIN	
smelt	اُڑجانا	smelten	اُڑجانا	V;SG;PRS;FIN	PROPN;NOM;MASC;SG;3
smelt	پگھلانا.	smelten	پگھلان	V;SG;PRS;FIN	PROPN;NOM;MASC;SG;3
smelt	جذبات	smelten	جذبہ	V;SG;PRS;FIN	N;NOM;MASC;PL;3
smelt	دھیما	smelten	دھیما	V;SG;PRS;FIN	PROPN;NOM;MASC;SG;3
coda	تتمہ	coda	تتمہ	N;MASC+FEM;SG	
yahoo	گنوار	yahoo	گنوار	N;MASC+FEM;SG	
yahoo	یاہُو	yahoo	یاہُو	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
yahoo	اُجڈ	yahoo	وجج	N;MASC+FEM;SG	
yahoo	بدمعاش	yahoo	بدمعاش	N;MASC+FEM;SG	V;ACT
zalige	شاداں	zalig	شاداں	ADJ	
zalige	فرحاں	zalig	فرحاں	ADJ	
zalige	خورسند.	zalig	خورسند.	ADJ	PROPN;NOM;MASC;SG;3
stro	پھونس	stro	پھونس	N;NEUT;SG	
stro	تنکا.	stro	تنکا.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
verhoor	جرِح	verhoor	جرِح	N;NEUT;SG	PROPN;NOM;MASC;SG;3
fantastisch	مقدار	fantastisch	مقدار	ADJ	N;NOM;MASC;SG;3
fantastisch	شوقین	fantastisch	شوقین	ADJ	N;NOM;MASC;SG;3
fantastisch	برتر	fantastisch	برتر	ADJ	N;NOM;MASC;SG;3
fantastisch	وسعت	fantastisch	وسعت	ADJ	N;NOM;MASC;SG;3
fantastisch	فاضل.	fantastisch	فاضل.	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	اکبر	fantastisch	اکبر	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	مقدار	fantastisch	مقدار	ADJ	N;NOM;MASC;SG;3
fantastisch	شوقین	fantastisch	شوقین	ADJ	N;NOM;MASC;SG;3
fantastisch	برتر	fantastisch	برتر	ADJ	N;NOM;MASC;SG;3
fantastisch	وسعت	fantastisch	وسعت	ADJ	N;NOM;MASC;SG;3
fantastisch	فاضل.	fantastisch	فاضل.	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	اکبر	fantastisch	اکبر	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	عظیم	fantastisch	عظیم	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	لغو	fantastisch	لغو	ADJ	
fantastisch	خیالی.	fantastisch	خیالی.	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	لغو	fantastisch	لغو	ADJ	
fantastisch	خیالی.	fantastisch	خیالی.	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	بارعب	fantastisch	بارعب	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	طرفہ.	fantastisch	طرفہ.	ADJ	PROPN;NOM;MASC;SG;3
fantastisch	نرالا	fantastisch	نرالا	ADJ	PROPN;NOM;MASC;SG;3
afdwingen	نافذ	afdwingen	نافذ	V;NFIN	ADJ
afdwingen	قاعدہ	afdwingen	قاعدہ	V;NFIN	N;NOM;MASC;SG;3
beschermheer	مربیّ	beschermheer	مربیّ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
beschermheer	مربیّ	beschermheer	مربیّ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
slapende	خوابیدہ.	slapen	خوابیدہ.	V;V.PTCP	PROPN;NOM;MASC;SG;3
slapende	ساکت	slapen	ساکت	V;V.PTCP	N;NOM;MASC;SG;3
slapende	پوشیدہ	slapen	پوشیدہ	V;V.PTCP	ADJ
terrestrische	دنیوی.	terrestrisch	دنیوی.	ADJ	PROPN;NOM;MASC;SG;3
terrestrische	ارضی.	terrestrisch	ارضی.	ADJ	PROPN;NOM;MASC;SG;3
root	in	root	in	N;MASC+FEM;SG	
root	out	root	out	N;MASC+FEM;SG	
root	پختہ-	root	پختہ-	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
root	قائم	root	قائم	N;MASC+FEM;SG	ADJ
root	(	root	(	N;MASC+FEM;SG	
root	تہ.	root	تہ.	N;MASC+FEM;SG	
root	تلپٹ	root	تلپٹ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
root	مُول	root	مُول	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
root	in	root	in	N;MASC+FEM;SG	
root	out	root	out	N;MASC+FEM;SG	
root	پختہ-	root	پختہ-	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
root	قائم	root	قائم	N;MASC+FEM;SG	ADJ
root	(	root	(	N;MASC+FEM;SG	
root	تہ.	root	تہ.	N;MASC+FEM;SG	
root	اصل	root	اصل	N;MASC+FEM;SG	ADJ
root	تلپٹ	root	تلپٹ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mijne	معدن.	mijne	معدن.	ADV	
mijne	(	mijne	(	ADV	
mijne	مخزن	mijne	مخزن	ADV	PROPN;NOM;MASC;SG;3
mijne	معدن.	mijne	معدن.	ADV	
mijne	(	mijne	(	ADV	
mijne	مخزن	mijne	مخزن	ADV	PROPN;NOM;MASC;SG;3
mijne	میرا	mijne	میں	ADV	PRO;NOM;SG;1
gigantisch	گراں	gigantisch	گراں	ADJ	
gigantisch	جنّاتی.	gigantisch	جنیاتی	ADJ	PROPN;NOM;MASC;SG;3
gigantisch	زبردست.	gigantisch	زبردست.	ADJ	PROPN;NOM;MASC;SG;3
gigantisch	دیوسمان	gigantisch	دیوسمان	ADJ	PROPN;NOM;MASC;SG;3
gigantisch	جنّاتی.	gigantisch	جنیاتی	ADJ	PROPN;NOM;MASC;SG;3
gigantisch	زبردست.	gigantisch	زبردست.	ADJ	PROPN;NOM;MASC;SG;3
gigantisch	دیوسمان	gigantisch	دیوسمان	ADJ	PROPN;NOM;MASC;SG;3
gigantisch	دیوپیکر	gigantisch	دیوپیکر	ADJ	PROPN;NOM;MASC;SG;3
manipulatie	کارستانی	manipulatie	کارستانی	N;MASC+FEM;SG	ADJ;NOM
vermeend	بالفرض	vermenen	بالفرض	ADJ	
vermeend	گفتہ	vermenen	گفتہ	ADJ	PROPN;NOM;MASC;SG;3
vermeend	الزاماً.	vermenen	الزاماً.	ADJ	ADV
cedar	چیڑ	cedar	چیڑ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
cedar	پھیلتا	cedar	پھیل	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
verliezer	پٹیل.	verliezer	پٹیل.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dickens	what	dickens	what	N;PL	PROPN;NOM;MASC;SG;3
weduwnaar	رنڈوا	weduwnaar	رنڈوا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pluim	پر	pluim	پر	N;MASC+FEM;SG	ADP
pluim	کلغی.	pluim	کلغی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pluim	(	pluim	(	N;MASC+FEM;SG	
vuist	مکّا.	vuist	مکّا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
vuist	مٹھی	vuist	مٹھی	N;MASC+FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
voornaamwoord	their	voornaamwoord	their	N;NEUT;SG	PROPN;NOM;MASC;SG;3
voornaamwoord	this	voornaamwoord	this	N;NEUT;SG	
leien	سلیٹ	leien	سلیٹ	V;NFIN	N;NOM;MASC;SG;3
leien	سلیٹی	leien	سلیٹی	V;NFIN	PROPN;NOM;MASC;SG;3
doorlopend	مسلسل	doorlopen	مسلسل	V;V.PTCP	ADV
doorlopend	قواعد	doorlopen	قواعد	V;V.PTCP	N;NOM;MASC;SG;3
doorlopend	جاری	doorlopen	جاری	V;V.PTCP	ADJ
doorlopend	رواں	doorlopen	رواں	V;V.PTCP	ADJ
indicator	نمائندہ	indicator	نمائندہ	N;MASC+FEM;SG	ADJ
zwaargewicht	بااثر	zwaargewicht	بااثر	N;MASC+FEM;SG	ADJ
charge	سپردگی	charge	سپردگی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
charge	بساہونا	charge	بساہونا	N;MASC+FEM;SG	
charge	امر	charge	امر	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
charge	بوجھ	charge	بوجھ	N;MASC+FEM;SG	V;ACT
komisch	مزاحیہ	komisch	مزاحیہ	ADJ	N;NOM;MASC;SG;3
komisch	مضحک	komisch	مضحک	ADJ	PROPN;NOM;MASC;SG;3
aanvaarding	(	aanvaarding	(	N;MASC+FEM;SG	
aanvaarding	ہامی	aanvaarding	ہامی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
doorslaggevend	چُکانے	doorslaggevend	چُکا	ADJ	V;ACC;NFIN
doorslaggevend	حتمی	doorslaggevend	حتمی	ADJ	N;NOM;MASC;SG;3
amusement	تقریب.	amusement	تقریب.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
amusement	تقریب.	amusement	تقریب.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
amusement	تماشا	amusement	تماشا	N;NEUT;SG	PROPN;NOM;MASC;SG;3
schop	سمیٹنا.	schop	سمیٹنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
schop	کرچھے	schop	کرچھے	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
schop	بیلچے	schop	بیلچے	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
schop	ہٹانا	schop	ہٹا	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
schop	ہڑپنا	schop	ہڑپنا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
schop	گرمانے	schop	گرما	N;MASC+FEM;SG	V;NFIN
schop	ترنگ	schop	ترنگ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
wanhoop	چھوڑنا	wanhoop	چھوڑ	N;MASC+FEM;SG	V;NFIN
voorhoede	طلیعہ	voorhoede	طلیعہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
schoppen	زور	schoppen	زور	V;NFIN	N;NOM;MASC;SG;3
schoppen	توانائی	schoppen	توانائی	V;NFIN	N;NOM;FEM;SG;3
schoppen	ترنگ	schoppen	ترنگ	V;NFIN	PROPN;NOM;MASC;SG;3
klep	صمامہ	klep	صمامہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
domineren	آواز	domineren	آواز	V;NFIN	PROPN;NOM;MASC;SG;3
domineren	(	domineren	(	V;NFIN	
kindje	آل	kind	آل	N;NEUT;SG	
kindje	طفل	kind	طفل	N;NEUT;SG	
kindje	پیرو	kind	پیرو	N;NEUT;SG	PROPN;NOM;MASC;SG;3
ooievaar	سارس	ooievaar	سارس	N;MASC+FEM;SG	
ooievaar	بگلا	ooievaar	بگلا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
talrijk	وافر	talrijk	وافر	ADJ	
verschuldigd	چُنگی	verschuldigd	چُنگی	V;V.PTCP	PROPN;NOM;MASC;SG;3
verschuldigd	لازم	verschuldigd	لازم	V;V.PTCP	
verschuldigd	عامل	verschuldigd	عامل	V;V.PTCP	N;NOM;MASC;SG;3
verschuldigd	استحقاق	verschuldigd	استحقاق	V;V.PTCP	N;NOM;MASC;SG;3
verschuldigd	ٹھیک	verschuldigd	ٹھیک	V;V.PTCP	ADJ
verschuldigd	منتظر	verschuldigd	منتظر	V;V.PTCP	ADJ
verschuldigd	استحقاقی	verschuldigd	استحقاقی	V;V.PTCP	ADJ;NOM
verschuldigd	چُنگی	verschuldigd	چُنگی	V;V.PTCP	PROPN;NOM;MASC;SG;3
verschuldigd	لازم	verschuldigd	لازم	V;V.PTCP	
verschuldigd	عامل	verschuldigd	عامل	V;V.PTCP	N;NOM;MASC;SG;3
verschuldigd	استحقاق	verschuldigd	استحقاق	V;V.PTCP	N;NOM;MASC;SG;3
verschuldigd	حق	verschuldigd	حق	V;V.PTCP	PROPN;NOM;MASC;SG;3
verschuldigd	ٹھیک	verschuldigd	ٹھیک	V;V.PTCP	ADJ
verschuldigd	منتظر	verschuldigd	منتظر	V;V.PTCP	ADJ
verschuldigd	استحقاقی	verschuldigd	استحقاقی	V;V.PTCP	ADJ;NOM
genot	پُرلطف	genotten	پُرلطف	N;NEUT;SG	ADJ
genot	شادمانی.	genotten	شادمانی	N;NEUT;SG	PROPN;NOM;MASC;SG;3
genot	عشرت	genotten	عشرت	N;NEUT;SG	PROPN;NOM;MASC;SG;3
genot	عیش	genotten	عیش	N;NEUT;SG	
genot	مزیداری.	genotten	مزیداری.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
genot	مدّعا	genotten	مدّعا	N;NEUT;SG	
genot	عشرت	genotten	عشرت	N;NEUT;SG	PROPN;NOM;MASC;SG;3
genot	عیش	genotten	عیش	N;NEUT;SG	
genot	مزیداری.	genotten	مزیداری.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
genot	مدّعا	genotten	مدّعا	N;NEUT;SG	
smeden	لوہار.	smeden	لوہار.	V;NFIN	PROPN;NOM;MASC;SG;3
granen	چنا	graan	چنا	N;PL	
granen	جئی.	graan	جئی.	N;PL	
kohl	اَنجن	kohlen	اَنجن	N;MASC+FEM;SG	
kohl	کحل	kohlen	کحل	N;MASC+FEM;SG	
pantheon	مقبول	pantheon	مقبول	N;NEUT;SG	ADJ
amen	آمین	amen	آمین	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
blow	نفخ	blow	نفخ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
blow	پھونکنا	blow	پھونکنا	N;MASC+FEM;SG	PROPN;ACC;MASC;SG;3
blow	ضرب.	blow	ضرب.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
blow	دھونکنا.	blow	دھونکنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
blow	ساز	blow	ساز	N;MASC+FEM;SG	ADJ
blow	پھوٹنا	blow	پھوٹ	N;MASC+FEM;SG	V;NFIN;ACT
sake	برائے	sake	برائے	N;MASC+FEM;SG	
sobere	ّکٹر.	sober	ّکٹر.	ADJ	N;NOM;MASC;SG;3
stunt	چال.	stunt	چال.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
stunt	دبانا	stunt	دبانا	N;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
stunt	ٹھٹھرانا.	stunt	ٹھٹھرانا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
zuigen	down	zuigen	down	V;NFIN	PROPN;NOM;MASC;SG;3
zuigen	ناپسندیدہ	zuigen	ناپسندیدہ	V;NFIN	ADJ
zuigen	چُوسنا.	zuigen	چُوسنا.	V;NFIN	PROPN;NOM;MASC;SG;3
zuigen	مکروہ	zuigen	مکروہ	V;NFIN	PROPN;NOM;MASC;SG;3
zuigen	ناگوارہونا.	zuigen	ناگوارہونا.	V;NFIN	PROPN;NOM;MASC;SG;3
zuigen	چُسکی.	zuigen	چُسکی.	V;NFIN	PROPN;NOM;MASC;SG;3
subtiele	مکّار.	subtiel	مکّار.	ADJ	PROPN;NOM;MASC;SG;3
subtiele	مکّار.	subtiel	مکّار.	ADJ	PROPN;NOM;MASC;SG;3
boodschapper	نمائندہ	boodschapper	نمائندہ	N;MASC+FEM;SG	ADJ
boodschapper	پیامی.	boodschapper	پیامی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
boodschapper	پیامی.	boodschapper	پیامی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
boodschapper	قاصد	boodschapper	قاصد	N;MASC+FEM;SG	
pijler	لاٹ.	pijler	لاٹ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pijler	تھم	pijler	تھم	N;MASC+FEM;SG	V;ACT
pijler	لاٹ.	pijler	لاٹ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	دنبالہ.	achterhoede	دنبالہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	کولھا.	achterhoede	کولھا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	پشت.	achterhoede	پشت.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	سُرین	achterhoede	سُرین	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	پچھاڑی	achterhoede	پچھاڑی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	دنبالہ.	achterhoede	دنبالہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	کولھا.	achterhoede	کولھا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	پشت.	achterhoede	پشت.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	سُرین	achterhoede	سُرین	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
achterhoede	پچھاڑی	achterhoede	پچھاڑی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gnome	مَثل	gnoom	مَثل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gnome	کہن	gnoom	کہن	N;MASC+FEM;SG	
gnome	پند	gnoom	پند	N;MASC+FEM;SG	
gnome	کہاوت.	gnoom	کہاوت.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
premium	عطیہ.	premium	عطیہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
helper	معاون	helper	معاون	N;MASC+FEM;SG	ADJ
helper	معاون	helper	معاون	N;MASC+FEM;SG	ADJ
helper	یاور	helper	یاور	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
helper	مددگار	helper	مددگار	N;MASC+FEM;SG	ADJ
genetica	کونیات	genetica	کونیات	N;MASC+FEM;SG	N;NOM;MASC;PL;3
garland	انعام.	garland	انعام.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
solitaire	راہب.	solitair	راہب.	ADJ	PROPN;NOM;MASC;SG;3
solitaire	حشرہ	solitair	حشرہ	ADJ	PROPN;NOM;MASC;SG;3
solitaire	اکیلی	solitair	اکیلی	ADJ	PROPN;NOM;MASC;SG;3
solitaire	(	solitair	(	ADJ	
solitaire	اکیلا	solitair	اکیلا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
solitaire	راہب.	solitair	راہب.	ADJ	PROPN;NOM;MASC;SG;3
solitaire	حشرہ	solitair	حشرہ	ADJ	PROPN;NOM;MASC;SG;3
solitaire	اکیلی	solitair	اکیلی	ADJ	PROPN;NOM;MASC;SG;3
solitaire	(	solitair	(	ADJ	
dappere	للکارنا	dapper	للکارنا	ADJ	V;SG;NFIN;ACT
dappere	جری	dapper	جری	ADJ	PROPN;NOM;MASC;SG;3
dappere	بہادر	dapper	بہادر	ADJ	PROPN;NOM;MASC;SG;3
dappere	للکارنا	dapper	للکارنا	ADJ	V;SG;NFIN;ACT
diagonaal	اُریبی	diagonaal	اُریبی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
diagonaal	آڑا	diagonaal	آڑا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
diagonaal	اُریبی	diagonaal	اُریبی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
diagonaal	آڑا	diagonaal	آڑا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
active	تابکار.	active	تابکار.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
active	مشغول	active	مشغول	N;MASC+FEM;SG	ADJ
active	فعال	active	فعال	N;MASC+FEM;SG	ADJ
active	مؤثر	active	مؤثر	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
active	بانی	active	بانی	N;MASC+FEM;SG	ADJ
active	سرگرم.	active	سرگرم.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
active	مُبدا	active	مُبدا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
active	برسرکار	active	برسرکار	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
active	ادبداتا	active	ادبدا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
active	مستعد	active	مستعد	N;MASC+FEM;SG	ADJ
bow	جُھکانا	bow	جُھکا	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
bow	saddle-bow	bow	saddle-bow	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bow	جھکنا	bow	جھک	N;MASC+FEM;SG	V;SG;NFIN;ACT
plantaardig	جامد-	plantaardig	جامد-	ADJ	PROPN;NOM;MASC;SG;3
plantaardig	لدّھڑ	plantaardig	لدّھڑ	ADJ	PROPN;NOM;MASC;SG;3
plantaardig	بقلی	plantaardig	بقلی	ADJ	
plantaardig	آلو	plantaardig	آلو	ADJ	N;NOM;MASC;SG;3
tolk	مترجم	tolk	مترجم	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
eindigend	انجام	eindigen	انجام	V;V.PTCP	N;NOM;MASC;SG;3
grid	جنگلہ	grid	جنگلہ	N;MASC+FEM;SG	
grid	جالی.	grid	جالی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
compressie	فشار	compressie	فشار	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
compressie	دباؤ.	compressie	دباؤ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
drievoudige	تین	drievoudig	تین	ADJ	NUM
drievoudige	تگنا.	drievoudig	تگنا.	ADJ	PROPN;NOM;MASC;SG;3
drievoudige	تگڈّم.	drievoudig	تگڈّم.	ADJ	PROPN;NOM;MASC;SG;3
empirische	تجربی	empirisch	تجربی	ADJ	N;NOM;MASC;SG;3
gelovige	ماننے	gelovig	مان	ADJ	V;ACC;NFIN
shake	جھنجوڑنا	shake	جھنجوڑنا	N;MASC+FEM;SG	V;NFIN;ACT
shake	رعشہ.	shake	رعشہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
shake	کپکپی	shake	کپکپی	N;MASC+FEM;SG	
shake	صدمہ.	shake	صدمہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
shake	لرزنا.	shake	لرزنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
shake	جھنجوڑنا	shake	جھنجوڑنا	N;MASC+FEM;SG	V;NFIN;ACT
shake	رعشہ.	shake	رعشہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
shake	کپکپانا	shake	کپکپانا	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
shake	کپکپی	shake	کپکپی	N;MASC+FEM;SG	
shake	صدمہ.	shake	صدمہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
shake	لرزنا.	shake	لرزنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lach	روشن	lach	روشن	N;MASC+FEM;SG	ADJ
lach	مسکرانا	lach	مسکرانا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lach	بہلانا.	lach	بہلانا.	N;MASC+FEM;SG	
lach	out	lach	out	N;MASC+FEM;SG	
lach	تبسّم	lach	تبسّم	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lach	ہنسی.	lach	ہنسی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lach	کھلکھلانا.	lach	کھلکھلان	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lach	کامیاب	lach	کامیاب	N;MASC+FEM;SG	ADJ
lach	کھلکھلانا.	lach	کھلکھلان	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lach	ہنسنا	lach	ہنسنا	N;MASC+FEM;SG	V;MASC;SG;ACT
lach	کامیاب	lach	کامیاب	N;MASC+FEM;SG	ADJ
