кратеров	kraattereita	кратер	kraatteri	N;INAN;GEN;MASC;PL	N;PRT;PL
активисты	aktivisteja	активист	aktivisti	N;ANIM;NOM;MASC;PL	N;PRT;PL
новость	uutisia	новость	uutinen	N;INAN;NOM;FEM;SG	N;PRT;PL
новость	uutiset	новость	uutinen	N;INAN;NOM;FEM;SG	N;NOM;PL
новость	ajankohtaista	новость	ajan#kohtainen	N;INAN;NOM;FEM;SG	ADJ;PRT;SG
новость	tarinaa	новость	tarina	N;INAN;NOM;FEM;SG	N;PRT;SG
новость	tarinan	новость	tarina	N;INAN;NOM;FEM;SG	N;GEN;SG
чешской	tsekin	чешский	tse	ADJ;INS;FEM;SG	N;GEN;SG
чешской	tšekin	чешский	tše	ADJ;INS;FEM;SG	N;GEN;SG
идеология	ideologiat	идеология	ideologia	N;INAN;NOM;FEM;SG	N;NOM;PL
нейтральной	puolueeton	нейтральный	puolueeton	ADJ;INS;FEM;SG	ADJ;NOM;SG
нейтральной	neutraali	нейтральный	neutraali	ADJ;INS;FEM;SG	ADJ;NOM;SG
тень	varjon	тень	varjo	N;INAN;NOM;FEM;SG	N;GEN;SG
тень	varjoa	тень	varjo	N;INAN;NOM;FEM;SG	N;PRT;SG
предоставление	myöntämistä	предоставление	myöntäminen	N;INAN;NOM;NEUT;SG	N;PRT;SG
рассуждения	perustelu	рассуждение	perustelu	N;INAN;NOM;NEUT;PL	N;NOM;SG
племен	heimot	племя	heimo	N;INAN;GEN;NEUT;PL	N;NOM;PL
племен	heimo	племя	heimo	N;INAN;GEN;NEUT;PL	N;NOM;SG
массово	massiivinen	массово	massiivinen	ADV	ADJ;NOM;SG
активистов	aktivisteja	активист	aktivisti	N;ANIM;GEN;MASC;PL	N;PRT;PL
консоли	konsoli	консоль	konsoli	N;INAN;NOM;FEM;PL	N;NOM;SG
бин	bin	бин	bin	PART	PROPN;NOM;SG
бин	papua	бин	papu	PART	N;PRT;SG
бин	bean	бин	bea	PART	
тепла	lämpöä	тепло	lämpö	N;INAN;GEN;NEUT;SG	N;PRT;SG
тепла	kuumuus	тепло	kuumuus	N;INAN;GEN;NEUT;SG	N;NOM;SG
тепла	lämpö	тепло	lämpö	N;INAN;GEN;NEUT;SG	N;NOM;SG
тепла	helle	тепло	hälle	N;INAN;GEN;NEUT;SG	N;NOM;SG
тепла	lämpöä	тепло	lämpö	N;INAN;GEN;NEUT;SG	N;PRT;SG
традиционная	perinteisiä	традиционный	perinteinen	ADJ;NOM;FEM;SG	ADJ;PRT;PL
традиционная	perinteiset	традиционный	perinteinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
купол	dome	купол	dome	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
конкуренции	kilpailu	конкуренция	kilpailu	N;INAN;GEN;FEM;SG	N;NOM;SG
бернард	bernard	бернард	bernard	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
смита	smith	смита	smith	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
смита	seppä	смита	seppä	N;ANIM;ACC;MASC;SG	N;NOM;SG
смита	smithin	смита	smithi	N;ANIM;ACC;MASC;SG	N;GEN;SG
дели	delhin	дели	delh	N;INAN;NOM;MASC;SG	PROPN;GEN;SG
обширные	laaja	обширный	laaja	ADJ;NOM;PL	ADJ;NOM;SG
ионов	ionit	ион	ioni	N;INAN;GEN;MASC;PL	N;NOM;PL
референдум	kansanäänestyksen	референдум	kansan#äänestys	N;INAN;NOM;MASC;SG	N;GEN;SG
референдум	kansanäänestystä	референдум	kansan#äänestys	N;INAN;NOM;MASC;SG	N;PRT;SG
пейзаж	maiseman	пейзаж	maisema	N;INAN;NOM;MASC;SG	N;GEN;SG
пейзаж	maisemat	пейзаж	maisema	N;INAN;NOM;MASC;SG	N;NOM;PL
пейзаж	maisemaa	пейзаж	maisema	N;INAN;NOM;MASC;SG	N;PRT;SG
задних	taka	задний	taka	ADJ;GEN;PL	N;NOM;SG
принимая	ottaminen	принимать	ottaminen	V;IPFV;PRS;V.CVB;ACT	N;NOM;SG
платить	palkka	платить	palkka	V;IPFV;NFIN;ACT	N;NOM;SG
платить	maksettava	платить	maksaa	V;IPFV;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
враги	vihollisia	враг	vihollinen	N;ANIM;NOM;MASC;PL	N;PRT;PL
враги	vihollinen	враг	vihollinen	N;ANIM;NOM;MASC;PL	N;NOM;SG
враги	vihollisia	враг	vihollinen	N;ANIM;NOM;MASC;PL	N;PRT;PL
мексиканский	meksikolaista	мексиканский	meksi#kolainen	ADJ;NOM;MASC;SG	N;PRT;SG
мексиканский	meksikon	мексиканский	meksikko	ADJ;NOM;MASC;SG	N;GEN;SG
кошки	kissoja	кошка	kisso	N;ANIM;NOM;FEM;PL	N;PRT;PL
протесты	mielenosoitus	протест	mielen#osoitus	N;INAN;NOM;MASC;PL	N;NOM;SG
протесты	protestoida	протест	protestoida	N;INAN;NOM;MASC;PL	V;SG;NFIN;ACT
протесты	vastalauseita	протест	vasta#lause	N;INAN;NOM;MASC;PL	N;PRT;PL
протесты	mielenosoituksia	протест	mielen#osoitus	N;INAN;NOM;MASC;PL	N;PRT;PL
строка	line	строка	line	N;INAN;NOM;FEM;SG	
строка	narua	строка	naru	N;INAN;NOM;FEM;SG	N;PRT;SG
строка	rivin	строка	rivi	N;INAN;NOM;FEM;SG	N;GEN;SG
соломон	solomon	соломон	solomo	N;ANIM;NOM;MASC;SG	
альбрехт	albrecht	альбрехт	albrecht	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
передние	edessä	передний	edessä	ADJ;NOM;PL	ADV
передние	edestä	передний	edestä	ADJ;NOM;PL	ADV
передние	rintama	передний	rintama	ADJ;NOM;PL	N;NOM;SG
передние	etu	передний	etu	ADJ;NOM;PL	N;NOM;SG
миров	maailmoja	мир	maailma	N;INAN;GEN;MASC;PL	N;PRT;PL
колебания	vaihtelu	колебание	vaihtelu	N;INAN;NOM;NEUT;PL	N;NOM;SG
колебания	vaihtelua	колебание	vaihtelu	N;INAN;NOM;NEUT;PL	N;PRT;SG
колебания	epäröi	колебание	epäröidä	N;INAN;NOM;NEUT;PL	V;IMP;SG;2;FIN;ACT
помогло	auttoivat	помочь	auttaa	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
молдова	moldovan	молдов	moldova	N;INAN;NOM;FEM;SG	N;GEN;SG
молдова	moldova	молдов	moldova	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
листов	lakanat	лист	lakana	N;INAN;GEN;MASC;PL	N;NOM;PL
мэй	voi	мэй	voi	N;ANIM;NOM;FEM;SG	INTJ
мэй	toukokuun	мэй	toukokuu	N;ANIM;NOM;FEM;SG	N;GEN;SG
мэй	toukokuuta	мэй	toukokuu	N;ANIM;NOM;FEM;SG	N;PRT;SG
мэй	mae	мэй	mae	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
мэй	mein	мэй	minä	N;ANIM;NOM;FEM;SG	INTJ
бригад	prikaatit	бригада	prikaati	N;INAN;GEN;FEM;PL	N;NOM;PL
спасителя	pelastaja	спаситель	pelastaja	N;ANIM;ACC;MASC;SG	N;NOM;SG
спасителя	vapahtaja	спаситель	vapahtaja	N;ANIM;ACC;MASC;SG	N;NOM;SG
призрак	ghost	призрак	ghost	N;ANIM;NOM;MASC;SG	
текущее	tämänhetkiset	текущий	tämänhetkinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
текущее	nykyiset	текущий	nykyinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ожидания	odotuksiin	ожидание	odotus	N;INAN;NOM;NEUT;PL	N;IN+ALL;PL
ожидания	odotuksia	ожидание	odotus	N;INAN;NOM;NEUT;PL	N;PRT;PL
ожидания	odotusten	ожидание	odotus	N;INAN;NOM;NEUT;PL	N;GEN;PL
ожидания	odotus	ожидание	odotus	N;INAN;NOM;NEUT;PL	N;NOM;SG
ожидания	odotuksia	ожидание	odotus	N;INAN;NOM;NEUT;PL	N;PRT;PL
ранены	vahingoittunut	ранить	vahingoittua	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
ранены	loukkaantunut	ранить	loukkaantua	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
ранены	haavoittunut	ранить	haavoittua	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
ранены	loukkaantuneita	ранить	loukkaantua	V;PFV;PL;PST;V.PTCP;PASS	V;PRT;PL;V.PTCP;ACT
ранены	haavoittuneet	ранить	haavoittua	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;ACT
ранены	haavoittuneita	ранить	haavoittua	V;PFV;PL;PST;V.PTCP;PASS	V;PRT;PL;V.PTCP;ACT
ранены	haavoittunut	ранить	haavoittua	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
пациента	potilaat	пациент	potilas	N;ANIM;ACC;MASC;SG	N;NOM;PL
пациента	potilas	пациент	potilas	N;ANIM;ACC;MASC;SG	N;NOM;SG
пациента	potilaan	пациент	potilas	N;ANIM;ACC;MASC;SG	N;GEN;SG
серые	gray	серый	gray	ADJ;NOM;PL	PROPN;NOM;SG
серые	harmaata	серый	harmaa	ADJ;NOM;PL	ADJ;PRT;SG
серые	harmaa	серый	harmaa	ADJ;NOM;PL	ADJ;NOM;SG
серые	harmaita	серый	harmaa	ADJ;NOM;PL	ADJ;PRT;PL
серые	harmaata	серый	harmaa	ADJ;NOM;PL	ADJ;PRT;SG
серые	harmaa	серый	harmaa	ADJ;NOM;PL	ADJ;NOM;SG
серые	grey	серый	grey	ADJ;NOM;PL	
восприятие	käsitykset	восприятие	käsitys	N;INAN;NOM;NEUT;SG	N;NOM;PL
джоан	johanna	джоан	johanna	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
джоан	joan	джоан	joka	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
помогли	auttoi	помочь	auttaa	V;PFV;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
помогли	auttanut	помочь	auttaa	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
хелен	helene	хеленый	heletä	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
хелен	helen	хеленый	heli	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
симптомы	oireita	симптом	oire	N;INAN;NOM;MASC;PL	N;PRT;PL
лошадь	hevosella	лошадь	hevonen	N;ANIM;NOM;FEM;SG	N;AT+ESS
;SG
лошадь	hevosen	лошадь	hevonen	N;ANIM;NOM;FEM;SG	N;GEN;SG
ника	nick	ник	nick	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
солнечный	sunny	солнечный	suntya	ADJ;NOM;MASC;SG	
солнечный	aurinkoista	солнечный	aurinko	ADJ;NOM;MASC;SG	ADJ;PRT;SG
диана	diana	диан	diana	N;ANIM;NOM;FEM;SG	
диана	dianan	диан	diana	N;ANIM;NOM;FEM;SG	N;GEN;SG
диана	diane	диан	diane	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
уэйн	wayne	уэйн	wayne	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
вернер	werner	вернер	werner	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
арабские	arabi	арабский	arabi	ADJ;NOM;PL	N;NOM;SG
коммерческие	kaupallista	коммерческий	kaupallinen	ADJ;NOM;PL	ADJ;PRT;SG
коммерческие	kaupallinen	коммерческий	kaupallinen	ADJ;NOM;PL	ADJ;NOM;SG
даллас	dallasin	даллас	dallata	N;INAN;NOM;MASC;SG	V;IND;SG;1;PST;FIN;ACT
даллас	dallasissa	даллас	dallata	N;INAN;NOM;MASC;SG	N;IN+ESS;PL
даллас	dallas	даллас	dallas	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
миллиардов	miljardeja	миллиард	miljardi	N;INAN;GEN;MASC;PL	N;PRT;PL
миллиардов	miljardien	миллиард	miljardi	N;INAN;GEN;MASC;PL	NUM;GEN;PL
завершение	päätökseen	завершение	päätös	N;INAN;NOM;NEUT;SG	N;IN+ALL;SG
испанцы	espanjalaisia	испанец	espanjalainen	N;ANIM;NOM;MASC;PL	N;PRT;PL
атаковал	hyökätty	атаковать	hyökätä	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
джесси	jessen	джесси	jessen	N;ANIM;NOM;FEM;SG	N;GEN;SG
хуана	juan	хуан	juan	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
временные	tilapäinen	временный	tilapäinen	ADJ;NOM;PL	ADJ;NOM;SG
временные	väliaikaisesti	временный	väli#aikaisesti	ADJ;NOM;PL	ADV
временные	väliaikainen	временный	väli#aikainen	ADJ;NOM;PL	ADJ;NOM;SG
перси	percy	перс	percy	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
рамон	ramón	рамон	ramón	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
рамон	ramone	рамон	ramone	N;ANIM;NOM;MASC;SG	
обзора	tarkistaminen	обзор	tarkistaminen	N;INAN;GEN;MASC;SG	N;NOM;SG
обзора	arvostelu	обзор	arvostelu	N;INAN;GEN;MASC;SG	N;NOM;SG
обзора	tarkistaa	обзор	tarkistaa	N;INAN;GEN;MASC;SG	V;IND;SG;FIN;ACT
обзора	tarkastelu	обзор	tarkastelu	N;INAN;GEN;MASC;SG	N;NOM;SG
неофициальный	epävirallista	неофициальный	epä#virallinen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
неофициальный	epävirallisia	неофициальный	epä#virallinen	ADJ;NOM;MASC;SG	ADJ;PRT;PL
неофициальный	epävirallisen	неофициальный	epä#virallinen	ADJ;NOM;MASC;SG	ADJ;GEN;SG
неофициальный	epävirallisessa	неофициальный	epä#virallinen	ADJ;NOM;MASC;SG	ADJ;IN+ESS;SG
неофициальный	epävirallista	неофициальный	epä#virallinen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
неофициальный	epävirallisia	неофициальный	epä#virallinen	ADJ;NOM;MASC;SG	ADJ;PRT;PL
агентов	agentit	агент	agentti	N;ANIM;GEN;MASC;PL	N;NOM;PL
баланс	tasapainoa	баланс	tasa#paino	N;INAN;NOM;MASC;SG	N;PRT;SG
персии	persia	персия	persia	N;INAN;NOM;FEM;PL	N;NOM;SG
разведку	etsintä	разведка	etsintä	N;INAN;ACC;FEM;SG	N;NOM;SG
разведку	tutkiminen	разведка	tutkiminen	N;INAN;ACC;FEM;SG	N;NOM;SG
разведка	älyä	разведка	elyä	N;INAN;NOM;FEM;SG	N;PRT;SG
защитники	puolustajia	защитник	puolustaja	N;ANIM;NOM;MASC;PL	N;PRT;PL
ткань	kankaalla	ткань	kangas	N;INAN;NOM;FEM;SG	N;AT+ESS
;SG
ткань	kudosten	ткань	kudos	N;INAN;NOM;FEM;SG	N;GEN;PL
ткань	kudosta	ткань	kudo	N;INAN;NOM;FEM;SG	N;PRT;SG
ткань	kudoksen	ткань	kudos	N;INAN;NOM;FEM;SG	N;GEN;SG
ткань	kankaan	ткань	kangas	N;INAN;NOM;FEM;SG	N;GEN;SG
ткань	kangasta	ткань	kangas	N;INAN;NOM;FEM;SG	N;IN+ABL;SG
рыцари	ritareita	рыцарь	ritari	N;ANIM;NOM;MASC;PL	N;PRT;PL
низ	pohjaan	низ	pohja	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
низ	pohjaa	низ	pohja	N;INAN;NOM;MASC;SG	N;PRT;SG
партизанского	puolueellinen	партизанский	puolueellinen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
регистрация	rekisteriin	регистрация	rekisteri	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
регистрация	rekisteröi	регистрация	rekisteröidä	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
регистрация	rekisteröityä	регистрация	rekisteröityä	N;INAN;NOM;FEM;SG	V;PRT;SG;V.PTCP;PASS
регистрация	rekisteröinnin	регистрация	rekisteröinti	N;INAN;NOM;FEM;SG	N;GEN;SG
служащий	työntekijää	служащий	työ#tekijä	N;ANIM;NOM;MASC;SG	N;PRT;SG
миссий	tehtäviä	миссия	tehtävä	N;INAN;GEN;FEM;PL	N;PRT;PL
миссий	tehtävät	миссия	tehtävä	N;INAN;GEN;FEM;PL	N;NOM;PL
ужас	kauhun	ужас	kauhu	N;INAN;NOM;MASC;SG	N;GEN;SG
ужас	kauhua	ужас	kauhua	N;INAN;NOM;MASC;SG	N;PRT;SG
рязань	rjazan	рязань	rjaza	N;INAN;NOM;FEM;SG	N;GEN;SG
поступления	tulo	поступление	tulo	N;INAN;NOM;NEUT;PL	N;NOM;SG
поступления	tuotto	поступление	tuotto	N;INAN;NOM;NEUT;PL	N;NOM;SG
поступления	tuotto	поступление	tuotto	N;INAN;NOM;NEUT;PL	N;NOM;SG
патент	patentin	патент	patentti	N;INAN;NOM;MASC;SG	N;GEN;SG
франкфурт	frankfurt	франкфурт	frankfurt	N;INAN;NOM;MASC;SG	
франкфурт	frankfurtin	франкфурт	frankfurt	N;INAN;NOM;MASC;SG	N;GEN;SG
моделирования	mallina	моделирование	malli	N;INAN;NOM;NEUT;PL	N;FRML;SG
моделирования	mallintaminen	моделирование	mallintaminen	N;INAN;NOM;NEUT;PL	N;NOM;SG
моделирования	simulaatio	моделирование	simulaatio	N;INAN;NOM;NEUT;PL	N;NOM;SG
потоков	virrat	поток	virra	N;INAN;GEN;MASC;PL	N;NOM;PL
читайте	luettu	читать	lukea	V;IPFV;IMP;PL;2;FIN;ACT	V;NOM;SG;V.PTCP;PASS
читайте	lukea	читать	lukea	V;IPFV;IMP;PL;2;FIN;ACT	V;SG;NFIN;ACT
читайте	lue	читать	lukea	V;IPFV;IMP;PL;2;FIN;ACT	V;IMP;SG;2;FIN;ACT
лоренцо	lorenzo	лоренцо	lorenzo	N;ANIM;NOM;MASC;SG	
вестфалия	westfalenin	вестфалие	westfalen	N;INAN;NOM;FEM;SG	N;GEN;SG
точной	tarkkaa	точный	tarkka	ADJ;INS;FEM;SG	ADJ;PRT;SG
точной	tarkka	точный	tarkka	ADJ;INS;FEM;SG	ADJ;NOM;SG
отверстия	aukkoja	отверстие	aukko	N;INAN;NOM;NEUT;PL	N;PRT;PL
отверстия	aukkojen	отверстие	aukko	N;INAN;NOM;NEUT;PL	N;GEN;PL
отверстия	reikiä	отверстие	reikä	N;INAN;NOM;NEUT;PL	N;PRT;PL
отверстия	aukkoja	отверстие	aukko	N;INAN;NOM;NEUT;PL	N;PRT;PL
готовится	valmistelee	готовиться	valmistella	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;PRS;FIN;ACT
пятна	tahroja	пятно	tahra	N;INAN;NOM;NEUT;PL	N;PRT;PL
зимбабве	zimbabwessa	зимбабве	zimbabwe	N;INAN;NOM;MASC;SG	PROPN;IN+ESS;SG
зимбабве	zimbabwen	зимбабве	zimbabwen	N;INAN;NOM;MASC;SG	PROPN;GEN;SG
уши	korvia	ухо	korva	N;INAN;NOM;NEUT;PL	N;PRT;PL
уши	korvien	ухо	korva	N;INAN;NOM;NEUT;PL	N;GEN;PL
нагрузка	lataa	нагрузка	lata	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
блюда	aterioita	блюдо	ateria	N;INAN;NOM;NEUT;PL	N;PRT;PL
блюда	ruokia	блюдо	ruoka	N;INAN;NOM;NEUT;PL	N;PRT;PL
блюда	astioita	блюдо	astia	N;INAN;NOM;NEUT;PL	N;PRT;PL
обычная	tavalliset	обычный	tavallinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
переменных	muuttujat	переменный	muuttuja	ADJ;GEN;PL	N;NOM;PL
джеки	jackie	джек	jackie	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
стекло	lasia	стекло	lasi	N;INAN;NOM;NEUT;SG	N;PRT;SG
стекло	lasin	стекло	lasi	N;INAN;NOM;NEUT;SG	N;GEN;SG
стекло	lasista	стекло	lasi	N;INAN;NOM;NEUT;SG	N;IN+ABL;PL
стекло	lasinen	стекло	lasinen	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
совершено	sitoutuneet	совершить	sitoutua	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;ACT
совершено	sitoutunut	совершить	sitoutua	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
совершено	sidotut	совершить	sidottu	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;NOM;PL
совершено	sitoutui	совершить	sitoutua	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
витебск	vitebskin	витебский	vitebski	N;INAN;NOM;MASC;SG	PROPN;GEN;SG
системные	systeeminen	системный	systeeminen	ADJ;NOM;PL	ADJ;NOM;SG
нпо	kansalaisjärjestöjen	нпо	kansalainen#järjestö	N;INAN;NOM;NEUT;SG	N;GEN;PL
нпо	kansalaisjärjestöjä	нпо	kansalainen#järjestö	N;INAN;NOM;NEUT;SG	N;PRT;PL
нпо	kansalaisjärjestöjen	нпо	kansalainen#järjestö	N;INAN;NOM;NEUT;SG	N;GEN;PL
нпо	kansalaisjärjestöt	нпо	kansalainen#järjestö	N;INAN;NOM;NEUT;SG	N;NOM;PL
маккартни	mccartney	маккартни	mccartney	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
жив	hengissä	живой	henki	ADJ;MASC;SG	N;IN+ESS;PL
жив	elävänä	живой	elävä	ADJ;MASC;SG	V;FRML;SG;V.PTCP;ACT
жив	elossa	живой	elossa	ADJ;MASC;SG	ADV
искусственный	keinotekoista	искусственный	keino#teko	ADJ;NOM;MASC;SG	N;PRT;SG
искусственный	keinotekoisia	искусственный	keino#tekoinen	ADJ;NOM;MASC;SG	ADJ;PRT;PL
эксперты	asiantuntijoiden	эксперт	asian#tuntija	N;ANIM;NOM;MASC;PL	N;GEN;PL
рэп	räppää	рэп	räppä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
трансляции	lähetys	трансляция	lähetys	N;INAN;NOM;FEM;PL	N;NOM;SG
трансляции	lähetyksiä	трансляция	lähetys	N;INAN;NOM;FEM;PL	N;PRT;PL
боролся	kamppaillut	бороться	kamppailla	V;IPFV;MASC;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;ACT
фауны	eläimistön	фауна	eläimistö	N;INAN;NOM;FEM;PL	N;GEN;SG
членство	jäsenyyksiä	членство	jäsenyys	N;INAN;NOM;NEUT;SG	N;PRT;PL
членство	jäsenyyttä	членство	jäsenyys	N;INAN;NOM;NEUT;SG	N;PRT;SG
майер	maier	майер	maier	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
майер	meier	майер	meier	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
майер	meyer	майер	meyer	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
кристи	christie	кристи	christie	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
кристи	christy	кристи	christy	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
главу	luku	глава	luku	N;ANIM;ACC;MASC;SG	N;NOM;SG
голод	nälän	голод	näli	N;INAN;NOM;MASC;SG	N;GEN;SG
страсти	intohimoja	страсть	into#hima	N;INAN;NOM;FEM;PL	N;PRT;PL
страсти	intohimoa	страсть	into#himo	N;INAN;NOM;FEM;PL	N;PRT;SG
страсти	intohimo	страсть	into#himo	N;INAN;NOM;FEM;PL	N;NOM;SG
антропологии	antropologia	антропология	antropologi	N;INAN;NOM;FEM;PL	N;NOM;SG
бежали	paennut	бежать	paeta	V;IPFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
бежали	pakeni	бежать	paeta	V;IPFV;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
отменил	peruutettu	отменить	peruuttaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
отменил	peruttu	отменить	peruta	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
слушателей	kuuntelijoita	слушатель	kuuntelija	N;ANIM;GEN;MASC;PL	N;PRT;PL
слушателей	kuulijat	слушатель	kuulija	N;ANIM;GEN;MASC;PL	N;NOM;PL
сет	määritä	сет	määrittää	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
сет	asettaa	сет	asettaa	N;INAN;NOM;MASC;SG	V;IND;SG;FIN;ACT
сет	aseta	сет	asettaa	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
сет	asetettu	сет	asettaa	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
сет	sethin	сет	se	N;INAN;NOM;MASC;SG	N;GEN;SG
роже	roger	рожа	roger	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
общаться	kommunikoida	общаться	kommunikoida	V;IPFV;NFIN;MID	V;SG;NFIN;ACT
валюты	valuuttojen	валюта	valuutto	N;INAN;NOM;FEM;PL	N;GEN;PL
диски	ajaa	диск	ajaa	N;INAN;NOM;MASC;PL	V;SG;NFIN;ACT
автоматическая	automaattisesti	автоматический	automaattisesti	ADJ;NOM;FEM;SG	ADV
автоматическая	automaattiset	автоматический	automaattinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
автоматическая	automaatti	автоматический	automaatti	ADJ;NOM;FEM;SG	N;NOM;SG
распад	liuennut	распад	liueta	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
восточное	itä	восточный	itä	ADJ;NOM;NEUT;SG	N;NOM;SG
похороны	hautajaisia	похороны	hautajaiset	N;INAN;NOM;FEM;PL	N;PRT;PL
похороны	hautajaisiin	похороны	hautajaiset	N;INAN;NOM;FEM;PL	N;IN+ALL;PL
похороны	hautajaisia	похороны	hautajaiset	N;INAN;NOM;FEM;PL	N;PRT;PL
похороны	hautajaisiin	похороны	hautajaiset	N;INAN;NOM;FEM;PL	N;IN+ALL;PL
хабаровск	habarovsk	хабаровск	habarovsk	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
крыши	katoilla	крыша	katto	N;INAN;NOM;FEM;PL	N;AT+ESS
;PL
крыши	katto	крыша	katto	N;INAN;NOM;FEM;PL	N;NOM;SG
крыши	kattoa	крыша	katto	N;INAN;NOM;FEM;PL	N;PRT;SG
крыши	katon	крыша	katto	N;INAN;NOM;FEM;PL	N;GEN;SG
эмили	emilyn	эмить	emily	N;ANIM;NOM;FEM;SG	N;GEN;SG
потребность	tarvitaan	потребность	tarvita	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;PASS
потребность	tarpeen	потребность	tarpeen	N;INAN;NOM;FEM;SG	ADV
потребность	tarvita	потребность	tarvita	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
потребность	tarvetta	потребность	tarve	N;INAN;NOM;FEM;SG	N;PRT;SG
бег	juoksevat	бег	juosta	N;INAN;NOM;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
бег	juoksee	бег	juosta	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
бег	käynnissä	бег	käynti	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
бег	lenkillä	бег	lenkki	N;INAN;NOM;MASC;SG	N;AT+ESS
;SG
песнь	song	песнь	song	N;INAN;NOM;FEM;SG	
песнь	laulua	песнь	laulu	N;INAN;NOM;FEM;SG	N;PRT;SG
рауль	raúl	рауль	raúl	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
скала	scala	скала	scala	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
