月	maandenlang	月	maandenlang	N	ADJ
適應	aanpassing	適應	aanpassing	V	N;MASC+FEM;SG
關心	zorgzame	關心	zorgzaam	N	ADJ
關心	zorgzaam	關心	zorgzaam	N	ADJ
早晨	morgen	早晨	morgen	N	ADV
現代	modern	現代	modern	N	ADJ
現代	moderne	現代	modern	N	ADJ
現代	moderniseren	現代	moderniseren	N	V;NFIN
累計	cumulatief	累計	cumulatief	V	ADJ
累計	cumulatieve	累計	cumulatief	V	ADJ
堪薩斯	kansas	堪薩斯	kansas	PROPN	N;NEUT;SG
樺	berk	樺	berk	PROPN	N;MASC+FEM;SG
樺	birch	樺	birch	PROPN	N;MASC+FEM;SG
相互	interactie	相互	interactie	ADJ	N;MASC+FEM;SG
相互	wisselwerking	相互	wisselwerking	ADJ	N;MASC+FEM;SG
相互	interacties	相互	interactie	ADJ	N;PL
相互	interactie	相互	interactie	ADJ	N;MASC+FEM;SG
帆船	varen	帆船	varen	N	V;NFIN
毀滅	verwoesten	毀滅	verwoesten	N	V;NFIN
毀滅	vernietigen	毀滅	vernietigen	N	V;NFIN
毀滅	vernietig	毀滅	vernietig	N	V;SG;PRS;FIN
讀書	lezen	讀書	lezen	N	V;NFIN
裘	qiu	裘	qiu	PROPN	N;MASC+FEM;SG
勇敢	moedig	勇敢	moedig	N	ADJ
勇敢	dapper	勇敢	dapper	N	ADJ
勇敢	dappere	勇敢	dapper	N	ADJ
中西	midwesten	中西	midwest	N	V;NFIN
時常	vaak	時常	vaak	ADV	ADJ
中興	zte	中興	zte	PROPN	PROPN;NEUT;SG
赫爾	hull	赫爾	hull	PROPN	N;MASC+FEM;SG
赫爾	romp	赫爾	romp	PROPN	N;MASC+FEM;SG
接力	relay	接力	relay	N	
隨機	random	隨機	random	ADJ	N;MASC+FEM;SG
拉夫	luv	拉夫	luv	PROPN	N;MASC+FEM;SG
新興	opkomende	新興	opkomen	N	V;V.PTCP
投訴	klachten	投訴	klacht	V	N;PL
投訴	klachten	投訴	klacht	V	N;PL
投訴	klacht	投訴	klacht	V	N;MASC+FEM;SG
璧	bik	璧	bik	PROPN	N;MASC+FEM;SG
上田	ueda	上田	ueda	PROPN	N;MASC+FEM;SG
認知	cognitieve	認知	cognitief	N	ADJ
博覽	expositie	博覽	expositie	V	N;MASC+FEM;SG
博覽	exposition	博覽	exposition	V	N;MASC+FEM;SG
博覽	expo	博覽	expo	V	N;MASC+FEM;SG
見習	stagiaire	見習	stagiair	N	ADJ
準確	nauwkeurig	準確	nauwkeurig	N	ADJ
準確	accuraat	準確	accuraat	N	ADJ
準確	accurate	準確	accuraat	N	ADJ
製造	fabrikanten	製造	fabrikant	V	N;PL
製造	producent	製造	producent	V	N;MASC+FEM;SG
製造	fabrikant	製造	fabrikant	V	N;MASC+FEM;SG
陸地	terrestrische	陸地	terrestrisch	N	ADJ
海德堡	heidelberg	海德堡	heidelberg	PROPN	N;MASC+FEM;SG
提早	early	提早	early	V	
提早	vroeg	提早	vroeg	V	ADJ
提早	vroege	提早	vroeg	V	ADJ
會	boekhoudkundige	會	boekhoudkundig	V	ADJ
會	boekhouding	會	boekhouding	V	N;MASC+FEM;SG
會	boekhouden	會	boekhouden	V	N;PL
會	boekhouder	會	boekhouder	V	N;MASC+FEM;SG
會	accountant	會	accountant	V	N;MASC+FEM;SG
會	boekhoudkundige	會	boekhoudkundig	V	ADJ
會	boekhouding	會	boekhouding	V	N;MASC+FEM;SG
會	boekhouden	會	boekhouden	V	N;PL
派	feest	派	feest	V;CAUS	N;NEUT;SG
派	partij	派	partij	V;CAUS	N;MASC+FEM;SG
派	feestje	派	feest	V;CAUS	N;NEUT;SG
派	party	派	party	V;CAUS	N;MASC+FEM;SG
灌溉	irrigeren	灌溉	irrigeren	N	V;NFIN
高麗	koryo	高麗	koryo	PROPN	N;MASC+FEM;SG
包裝	wikkelen	包裝	wikkelen	N	V;NFIN
包裝	verpakken	包裝	verpakken	N	V;NFIN
包裝	verpakken	包裝	verpakken	N	V;NFIN
包裝	inpakken	包裝	inpakken	N	V;NFIN
包裝	inpakken	包裝	inpakken	N	V;NFIN
煙	roken	煙	roken	N	V;NFIN
鑽	boren	鑽	boren	N	V;NFIN
鑽	boren	鑽	boren	N	V;NFIN
醉	dronken	醉	dronken	N	ADJ
醉	dronken	醉	dronken	N	ADJ
多	multimedia	多	multimedia	NUM	N;MASC+FEM;SG
中毒	vergiftiging	中毒	vergiftiging	V	N;MASC+FEM;SG
瞬間	moments	瞬間	moments	N	
阿曼	oman	阿曼	oman	PROPN	N;MASC+FEM;SG
阿曼	aman	阿曼	aman	PROPN	N;MASC+FEM;SG
阿曼	amman	阿曼	amman	PROPN	N;MASC+FEM;SG
解析	ontleden	解析	ontlid	N	V;NFIN
解析	analytisch	解析	analytisch	N	ADJ
解析	analytische	解析	analytisch	N	ADJ
解析	ontleden	解析	ontlid	N	V;NFIN
秋田	akita	秋田	akita	PROPN	N;MASC+FEM;SG
偵測	opsporing	偵測	opsporing	V	N;MASC+FEM;SG
偵測	detectie	偵測	detectie	V	N;MASC+FEM;SG
籌備	bereiding	籌備	bereiding	V	N;MASC+FEM;SG
籌備	voorbereiding	籌備	voorbereiding	V	N;MASC+FEM;SG
籌備	preparaat	籌備	preparaat	V	N;NEUT;SG
籌備	preparaten	籌備	preparaat	V	N;PL
籌備	bereidingen	籌備	bereiding	V	N;PL
籌備	voorbereidingen	籌備	voorbereiding	V	N;PL
籌備	voorbereiding	籌備	voorbereiding	V	N;MASC+FEM;SG
大田	ota	大田	ota	PROPN	N;MASC+FEM;SG
大田	daejeon	大田	daejeon	PROPN	N;NEUT;SG
新	bride	新	bride	PART	
新	bruid	新	bruid	PART	N;MASC+FEM;SG
疏散	evacuatie	疏散	evacuatie	V	N;MASC+FEM;SG
疏散	evacuatie	疏散	evacuatie	V	N;MASC+FEM;SG
疏散	ontruiming	疏散	ontruiming	V	N;MASC+FEM;SG
縱	longitudinale	縱	longitudinaal		ADJ
隼	valk	隼	valk	PROPN	N;MASC+FEM;SG
隼	falcon	隼	falcon	PROPN	N;MASC+FEM;SG
化身	incarnatie	化身	incarnatie	V	N;MASC+FEM;SG
化身	avatar	化身	avatar	V	N;MASC+FEM;SG
欣賞	waardeer	欣賞	waardeer	N	V;SG;PRS;FIN
欣賞	waarderen	欣賞	waarderen	N	V;NFIN
欣賞	bewonderen	欣賞	bewonderen	N	V;NFIN
出版	publikaties	出版	publikatie	V	N;PL
出版	publicaties	出版	publicatie	V	N;PL
出版	publicatie	出版	publicatie	V	N;MASC+FEM;SG
出版	publikatie	出版	publikatie	V	N;MASC+FEM;SG
出版	bekendmaking	出版	bekendmaking	V	N;MASC+FEM;SG
表彰	herkenning	表彰	herkenning	V	N;MASC+FEM;SG
表彰	erkenning	表彰	erkenning	V	N;MASC+FEM;SG
安哥拉	angola	安哥拉	angola	PROPN	PROPN;NEUT;SG
陶瓷	keramische	陶瓷	keramisch	N	ADJ
抵制	boycots	抵制	boycots	V	N;PL
抵制	tegenstand	抵制	tegenstand	V	N;MASC+FEM;SG
抵制	weerstand	抵制	weerstand	V	N;MASC+FEM;SG
抵制	resistentie	抵制	resistentie	V	N;MASC+FEM;SG
抵制	verzet	抵制	verzet	V	N;NEUT;SG
抵制	boycot	抵制	boycot	V	N;MASC+FEM;SG
相應	overeenkomstige	相應	overeenkomstig		ADJ
相應	corresponderende	相應	corresponderen		V;V.PTCP
咒	vervloeken	咒	vervloeken	N	V;NFIN
咒	vloeken	咒	vloeken	N	V;NFIN
滑冰	skaten	滑冰	skate	N	V;NFIN
滑冰	schaatsen	滑冰	schaatsen	N	V;NFIN
滑冰	skaten	滑冰	skate	N	V;NFIN
滑冰	schaatsen	滑冰	schaatsen	N	V;NFIN
和	verzoenen	和	verzoenen	ADP	V;NFIN
和	verzoening	和	verzoening	ADP	N;MASC+FEM;SG
和	afstemming	和	afstemming	ADP	N;MASC+FEM;SG
白俄羅斯	belarus	白俄羅斯	belarus	PROPN	N;NEUT;SG
入學	toelating	入學	toelating	V	N;MASC+FEM;SG
入學	inschrijving	入學	inschrijving	V	N;MASC+FEM;SG
入學	inschrijving	入學	inschrijving	V	N;MASC+FEM;SG
詹姆士	james	詹姆士	jame	PROPN	N;PL
詹姆士	jacobus	詹姆士	jacobus	PROPN	N;MASC+FEM;SG
詢問	query	詢問	query	V	N;MASC+FEM;SG
詢問	zoekopdracht	詢問	zoekopdracht	V	N;MASC+FEM;SG
敢	durf	敢	durven		V;SG;PRS;FIN
敢	durven	敢	durven		V;NFIN
淚	scheuren	淚	scheuren	N	V;NFIN
釣魚	vissen	釣魚	vissen	N	V;NFIN
削弱	verzwakking	削弱	verzwakking	V	N;MASC+FEM;SG
削弱	verzwakking	削弱	verzwakking	V	N;MASC+FEM;SG
披露	openbaarmaking	披露	openbaarmaking	V	N;MASC+FEM;SG
識別	identificatie	識別	identificatie	V	N;MASC+FEM;SG
自行	fiets	自行	fiets	V	N;MASC+FEM;SG
巡演	touring	巡演	touring	V	N;MASC+FEM;SG
巡演	toeren	巡演	toeren	V	N;PL
滑雪	skiën	滑雪	skiën	N	V;NFIN
常數	constante	常數	constant	N	ADJ
常數	constant	常數	constant	N	ADJ
家用	huishoudelijke	家用	huishoudelijk	N	ADJ
家用	huishoudelijk	家用	huishoudelijk	N	ADJ
家用	binnenlands	家用	binnenlands	N	ADJ
家用	huiselijk	家用	huiselijk	N	ADJ
家用	huishoudelijk	家用	huishoudelijk	N	ADJ
罪犯	misdadig	罪犯	misdadig	N	ADJ
協商	consultatie	協商	consultatie	V	N;MASC+FEM;SG
協商	overleg	協商	overleg	V	N;NEUT;SG
協商	raadpleging	協商	raadpleging	V	N;MASC+FEM;SG
協商	raadplegingen	協商	raadpleging	V	N;PL
協商	consultaties	協商	consultatie	V	N;PL
協商	overleg	協商	overleg	V	N;NEUT;SG
電梯	til	電梯	tillen	N	V;SG;PRS;FIN
電梯	optillen	電梯	optillen	N	V;NFIN
電梯	opheffen	電梯	opheffen	N	V;NFIN
電梯	tillen	電梯	tillen	N	V;NFIN
操縱	manipulaties	操縱	manipulatie	V	N;PL
操縱	manipulatie	操縱	manipulatie	V	N;MASC+FEM;SG
非	onofficiële	非	onofficeel	PROPN	ADJ
非	officieus	非	officieus	PROPN	ADJ
非	onofficieel	非	onofficieel	PROPN	ADJ
非	officieuze	非	officieus	PROPN	ADJ
非	officieus	非	officieus	PROPN	ADJ
非	onofficieel	非	onofficieel	PROPN	ADJ
非	informeel	非	informeel	PROPN	ADJ
困	sleepy	困	sleepy	V	N;MASC+FEM;SG
困	slaperig	困	slaperig	V	ADJ
不當	ongepast	不當	ongepast	V	ADJ
不當	ongepast	不當	ongepast	V	ADJ
瀏覽	browsers	瀏覽	browser	V	N;PL
瀏覽	browser	瀏覽	browser	V	N;MASC+FEM;SG
不丹	bhutan	不丹	bhutan	PROPN	PROPN;NEUT;SG
帥	knap	帥	knap	N	ADJ
帥	knappe	帥	knap	N	ADJ
武漢	wuhan	武漢	wuhan	PROPN	N;NEUT;SG
橄欖	voetballen	橄欖	voetballen	N	V;NFIN
星際	interstellaire	星際	interstellair	N	ADJ
流放	ballingschap	流放	ballingschap	V	N;MASC+FEM;SG
流放	verbanning	流放	verbanning	V	N;MASC+FEM;SG
流放	verbanning	流放	verbanning	V	N;MASC+FEM;SG
寶石	jewel	寶石	jewel	N	
寶石	gem	寶石	gem	N	NUM
拿破崙	napoleon	拿破崙	napoleon	PROPN	N;MASC+FEM;SG
存活	survival	存活	survival	V	N;MASC+FEM;SG
存活	overleving	存活	overleving	V	N;MASC+FEM;SG
宣誓	eed	宣誓	eed	V	N;MASC+FEM;SG
宣誓	ede	宣誓	eed	V	N;MASC+FEM;SG
生理	fysiologisch	生理	fysiologisch	N	ADJ
生理	fysiologische	生理	fysiologisch	N	ADJ
白堊	krijt	白堊	krijt	PROPN	N;NEUT;SG
丹尼爾	daniel	丹尼爾	daniel	PROPN	N;MASC+FEM;SG
丹尼爾	daniël	丹尼爾	daniël	PROPN	N;MASC+FEM;SG
咬	hapje	咬	hapje	V	N;NEUT;SG
火炬	toorts	火炬	toorts	PROPN	N;MASC+FEM;SG
火炬	zaklamp	火炬	zaklamp	PROPN	N;MASC+FEM;SG
火炬	fakkel	火炬	fakkel	PROPN	N;MASC+FEM;SG
低	basgitaar	低	basgitaar	PART	N;MASC+FEM;SG
低	baars	低	baars	PART	N;MASC+FEM;SG
低	bas	低	bas	PART	N;MASC+FEM;SG
低	bass	低	bass	PART	N;MASC+FEM;SG
八卦	roddel	八卦	roddel	PROPN	N;MASC+FEM;SG
八卦	roddelen	八卦	roddel	PROPN	V;NFIN
八卦	geroddel	八卦	roddelen	PROPN	V;V.PTCP
八卦	roddels	八卦	roddels	PROPN	N;PL
勸	overtuigingskracht	勸	overtuigingskracht	V	N;MASC+FEM;SG
勸	overtuiging	勸	overtuiging	V	N;MASC+FEM;SG
跳水	duik	跳水	duik	V	N;MASC+FEM;SG
格鬥	vechten	格鬥	vechten	N	V;NFIN
巨型	reuze	巨型	reuze	N	ADJ
增援	versterking	增援	versterking	V	N;MASC+FEM;SG
增援	versterkingen	增援	versterking	V	N;PL
增援	versterking	增援	versterking	V	N;MASC+FEM;SG
增援	versteviging	增援	versteviging	V	N;MASC+FEM;SG
頭髮	haar	頭髮	haar	N	PRO;ACC;3
和	monnik	和	monnik	ADP	N;MASC+FEM;SG
和	monk	和	monken	ADP	N;MASC+FEM;SG
和	monniken	和	monniken	ADP	N;PL
整修	renoveren	整修	renoveren	N	V;NFIN
罕見	zeldzame	罕見	zeldzaam	N	ADJ
罕見	zelden	罕見	zelden	N	ADV
罕見	zeldzaam	罕見	zeldzaam	N	ADJ
家長	ouder	家長	ouder	N	ADJ;CMPR
約瑟夫	jozef	約瑟夫	jozef	PROPN	N;MASC+FEM;SG
約瑟夫	joseph	約瑟夫	joseph	PROPN	N;MASC+FEM;SG
西門	simon	西門	simon	PROPN	N;MASC+FEM;SG
泵	pompen	泵	pomp	N	V;NFIN
泵	pompen	泵	pomp	N	V;NFIN
長江	yangtze	長江	yangtze	PROPN	N;MASC+FEM;SG
巡回	zwervende	巡回	zwerven	N	V;V.PTCP
討厭	hekel	討厭	hekel	V	N;MASC+FEM;SG
討厭	haat	討厭	haat	V	N;MASC+FEM;SG
剩餘	resterende	剩餘	resteren	N	V;V.PTCP
剩餘	resterend	剩餘	resteren	N	V;V.PTCP
剩餘	overgebleven	剩餘	overblijven	N	V;V.PTCP
剩餘	resterend	剩餘	resteren	N	V;V.PTCP
剩餘	resterende	剩餘	resteren	N	V;V.PTCP
天河	tianhe	天河	tianh	PROPN	N;MASC+FEM;SG
轉型	overgang	轉型	overgang	V	N;MASC+FEM;SG
轉型	transformatie	轉型	transformatie	V	N;MASC+FEM;SG
負擔	lasten	負擔	last	V	N;PL
負擔	last	負擔	last	V	N;MASC+FEM;SG
負擔	lasten	負擔	last	V	N;PL
信託	trust	信託	trust	N	
信託	vertrouw	信託	vertrouwen	N	V;SG;PRS;FIN
信託	vertrouwt	信託	vertrouwen	N	V;SG;PRS;FIN
關	correlatie	關	correlatie	PROPN	N;MASC+FEM;SG
躍	sprong	躍	springen	N	V;SG;PST;FIN
不便	ongemakken	不便	ongemak	V	N;PL
不便	ongemak	不便	ongemak	V	N;NEUT;SG
作物	gewassen	作物	wassen	N	V;V.PTCP
歧視	discriminatie	歧視	discriminatie	V	N;MASC+FEM;SG
跳舞	dansen	跳舞	dansen	N	V;NFIN
跳舞	dansen	跳舞	dansen	N	V;NFIN
干擾	storen	干擾	storen	N	V;NFIN
恭喜	gefeliciteerd	恭喜	feliciteren	N	V;V.PTCP
終點	terminaal	終點	terminaal	N	ADJ
粘	plakkerig	粘	plakkerig	N	ADJ
粘	kleverig	粘	kleverig	N	ADJ
儒	confucianisme	儒	confucianisme	PROPN	N;NEUT;SG
儒	confuciaanse	儒	confuciaans	PROPN	ADJ
追擊	achtervolging	追擊	achtervolging	V	N;MASC+FEM;SG
單車	fietsen	單車	fietsen	N	V;NFIN
控制	controller	控制	controller	V	N;MASC+FEM;SG
控制	controleur	控制	controleur	V	N;MASC+FEM;SG
限量	limited	限量	limited	N	
限量	beperkt	限量	beperken	N	V;V.PTCP
限量	gelimiteerd	限量	limiteren	N	V;V.PTCP
限量	beperkte	限量	beperken	N	V;SG;PST;FIN
犧牲	offeren	犧牲	offeren	N	V;NFIN
公約	verdragen	公約	verdragen	N	V;NFIN
塑料	plastiek	塑料	plastiek	N	ADJ
參議	senator	參議	senator	V	N;MASC+FEM;SG
一	januari	一	januari	NUM	PROPN;MASC+FEM;SG
臀	hip	臀	hip	N	ADJ
臀	hippe	臀	hippe	N	ADJ
科威特	koeweit	科威特	koeweit	PROPN	N;NEUT;SG
衰落	achteruitgang	衰落	achteruitgang	V	N;MASC+FEM;SG
衰落	verval	衰落	verval	V	N;NEUT;SG
興起	opkomst	興起	opkomst	V	N;MASC+FEM;SG
爭論	polemiek	爭論	polemiek	V	N;MASC+FEM;SG
爭論	controverse	爭論	controvers	V	ADJ
爭論	argument	爭論	argument	V	N;NEUT;SG
爭論	argumenten	爭論	argument	V	N;PL
輔導	begeleiding	輔導	begeleiding	V	N;MASC+FEM;SG
輔導	coaching	輔導	coaching	V	N;MASC+FEM;SG
輔導	bijles	輔導	bijles	V	N;MASC+FEM;SG
轉變	transformatie	轉變	transformatie	V	N;MASC+FEM;SG
轉變	transformatie	轉變	transformatie	V	N;MASC+FEM;SG
實踐	oefenen	實踐	oefenen	N	V;NFIN
實踐	beoefenen	實踐	beoefenen	N	V;NFIN
喝	drankje	喝	drank	V	N;NEUT;SG
夢幻	droom	夢幻	droom	ADJ	N;MASC+FEM;SG
夢幻	dromen	夢幻	dromen	ADJ	V;NFIN
夢幻	dream	夢幻	dream	ADJ	N;MASC+FEM;SG
囚禁	opsluiting	囚禁	opsluiting	V	N;MASC+FEM;SG
囚禁	gevangenneming	囚禁	gevangenneming	V	N;MASC+FEM;SG
囚禁	gevangenisstraf	囚禁	gevangenisstraf	V	N;MASC+FEM;SG
囚禁	gevangenschap	囚禁	gevangenschap	V	N;MASC+FEM;SG
囚禁	opsluiting	囚禁	opsluiting	V	N;MASC+FEM;SG
染	geverfd	染	verven	N	V;V.PTCP
實用	praktische	實用	praktisch	N	ADJ
實用	praktisch	實用	praktisch	N	ADJ
實用	bruikbaar	實用	bruikbaar	N	ADJ
實用	nuttig	實用	nuttig	N	ADJ
上野	ueno	上野	ueno	PROPN	N;NEUT;SG
落後	achterwaarts	落後	achterwaarts	V	ADV
落後	achteruit	落後	achteruit	V	ADV
剛果	congo	剛果	congo	PROPN	N;NEUT;SG
喪失	verlies	喪失	verlies	V	N;NEUT;SG
注射	injecties	注射	injectie	V	N;PL
注射	injectie	注射	injectie	V	N;MASC+FEM;SG
注射	inspuiting	注射	inspuiting	V	N;MASC+FEM;SG
注射	injectie	注射	injectie	V	N;MASC+FEM;SG
地底	ondergronds	地底	ondergrond	N	ADJ
傳遞	relais	傳遞	relais	V	N;MASC+FEM;SG
傳遞	estafette	傳遞	estafette	V	N;MASC+FEM;SG
傳遞	relay	傳遞	relay	V	
曙光	schemering	曙光	schemering	PROPN	N;MASC+FEM;SG
曙光	twilight	曙光	twilight	PROPN	N;NEUT;SG
曙光	dawning	曙光	dawning	PROPN	N;MASC+FEM;SG
研究	onderzoeker	研究	onderzoeker	V	N;MASC+FEM;SG
心靈	mind	心靈	mind	N	
頭顱	skull	頭顱	skull	N	
鸚鵡	papegaaien	鸚鵡	papegaaien	PROPN	N;PL
鸚鵡	parkiet	鸚鵡	parkiet	PROPN	N;MASC+FEM;SG
鸚鵡	papegaai	鸚鵡	papegaai	PROPN	N;MASC+FEM;SG
約會	daten	約會	daten	N	V;NFIN
緊張	zenuwachtig	緊張	zenuwachtig	N	ADJ
緊張	nerveus	緊張	nerveus	N	ADJ
澄清	verduidelijken	澄清	verduidelijken	PROPN	V;NFIN
澄清	verduidelijking	澄清	verduidelijking	PROPN	N;MASC+FEM;SG
壞	slechte	壞	slecht	N	ADJ
壞	slecht	壞	slecht	N	ADJ
滿意	voldaan	滿意	voldoen	N	V;V.PTCP
滿意	tevreden	滿意	tevreden	N	ADJ
合計	aggregaat	合計	aggraat	V	N;NEUT;SG
合計	aggregatie	合計	aggregatie	V	N;MASC+FEM;SG
合計	samenvoeging	合計	samenvoeging	V	N;MASC+FEM;SG
囚犯	gevangene	囚犯	vangen	N	V;V.PTCP
囚犯	gevangenen	囚犯	vangen	N	V;V.PTCP
便	goedkoper	便	goedkoper	ADV	ADJ;CMPR
便	goedkopere	便	goedkoop	ADV	ADJ;CMPR
第五	vijfde	第五	vijf	NUM	ADJ
死神	dood	死神	dood	N	ADJ
死神	doods	死神	doods	N	ADJ
死神	overlijden	死神	overlijden	N	V;NFIN
緊	krap	緊	krap		ADJ
緊	strakke	緊	strak		ADJ
緊	strak	緊	strak		ADJ
廣義	wijder	廣義	wijder	N	ADJ;CMPR
廣義	ruimer	廣義	ruim	N	ADJ;CMPR
廣義	breder	廣義	breed	N	ADJ;CMPR
廣義	breed	廣義	breed	N	ADJ
廣義	brede	廣義	breed	N	ADJ
廣義	ruimer	廣義	ruim	N	ADJ;CMPR
廣義	bredere	廣義	breed	N	ADJ;CMPR
廣義	breder	廣義	breed	N	ADJ;CMPR
摘要	abstracte	摘要	abstract	N	ADJ
摘要	abstract	摘要	abstract	N	ADJ
讚	zoals	讚	zoals		CONJ
讚	like	讚	lik		
讚	likes	讚	like		N;PL
檢驗	testen	檢驗	testen	N	V;NFIN
麒麟	kirin	麒麟	kirin	PROPN	N;MASC+FEM;SG
多	meerdere	多	meerdere	ADJ	PRO
多	veelvoud	多	veelvoud	ADJ	N;NEUT;SG
火災	vuren	火災	vuren	N	V;NFIN
火災	branden	火災	branden	N	V;NFIN
火災	vuren	火災	vuren	N	V;NFIN
巴巴	baba	巴巴	baba	PROPN	N;MASC+FEM;SG
復出	comeback	復出	comeback	V	N;MASC+FEM;SG
精確	precieze	精確	precies	N	ADJ
精確	nauwkeurig	精確	nauwkeurig	N	ADJ
精確	accuraat	精確	accuraat	N	ADJ
精確	accurate	精確	accuraat	N	ADJ
精確	exacte	精確	exact	N	ADJ
精確	exact	精確	exact	N	ADJ
精確	precies	精確	precies	N	ADJ
拘留	nablijven	拘留	nablijf	N	V;NFIN
諷刺	ironisch	諷刺	ironisch	V	ADJ
諷刺	ironische	諷刺	ironisch	V	ADJ
諷刺	ironie	諷刺	ironie	V	N;MASC+FEM;SG
諷刺	sarcasme	諷刺	sarcasme	V	N;NEUT;SG
諷刺	ironische	諷刺	ironisch	V	ADJ
諷刺	ironie	諷刺	ironie	V	N;MASC+FEM;SG
鬥爭	worstel	鬥爭	worstel	N	V;SG;PRS;FIN
冰島	ijsland	冰島	ijsland	PROPN	N;NEUT;SG
排放	emissie	排放	emissie	V	N;MASC+FEM;SG
排放	uitstoot	排放	uitstoot	V	N;MASC+FEM;SG
排放	emissies	排放	emissie	V	N;PL
排放	emissie	排放	emissie	V	N;MASC+FEM;SG
排放	uitstoot	排放	uitstoot	V	N;MASC+FEM;SG
原生	inheemse	原生	inheems	N	ADJ
原生	inheems	原生	inheems	N	ADJ
交響	symfonie	交響	symfonie	V	N;MASC+FEM;SG
彎	buigen	彎	buigen	N	V;NFIN
彎	buig	彎	buig	N	V;SG;PRS;FIN
彎	gebogen	彎	buigen	N	V;V.PTCP
彎	krom	彎	krom	N	ADJ
製片	producers	製片	producer	V	N;PL
製片	producenten	製片	producent	V	N;PL
製片	producent	製片	producent	V	N;MASC+FEM;SG
製片	producer	製片	producer	V	N;MASC+FEM;SG
棕色	bruine	棕色	bruin	N	ADJ
棕色	bruin	棕色	bruin	N	ADJ
稍	lichtjes	稍	licht	ADJ	N;PL
稍	enigszins	稍	enigszins	ADJ	ADV
依賴	afhankelijke	依賴	afhankelijk	V	ADJ
依賴	afhankelijk	依賴	afhankelijk	V	ADJ
依賴	afhankelijkheid	依賴	afhankelijkheid	V	N;MASC+FEM;SG
依賴	afhankelijkheid	依賴	afhankelijkheid	V	N;MASC+FEM;SG
緬	birma	緬	birma	PROPN	PROPN;NEUT;SG
投影	projectie	投影	projectie	V	N;MASC+FEM;SG
龔	gong	龔	gong	PROPN	N;MASC+FEM;SG
面具	mask	面具	mask	N	
洛陽	luoyang	洛陽	luoyang	PROPN	N;MASC+FEM;SG
統治	heersers	統治	heerser	V	N;PL
統治	heerser	統治	heerser	V	N;MASC+FEM;SG
統治	liniaal	統治	liniaal	V	N;MASC+FEM;SG
豪華	luxueus	豪華	luxueus	N	ADJ
豪華	luxueus	豪華	luxueus	N	ADJ
認真	ernstig	認真	ernstig	N	ADJ
認真	ernstige	認真	ernstig	N	ADJ
認真	serieuze	認真	serieus	N	ADJ
認真	serieus	認真	serieus	N	ADJ
認真	serieus	認真	serieus	N	ADJ
全能	almachtige	全能	almachtig	N	ADJ
電動	elektrische	電動	elektrisch	N	ADJ
電動	electrische	電動	electrisch	N	ADJ
電動	elektrisch	電動	elektrisch	N	ADJ
小野	ono	小野	ono	PROPN	N;MASC+FEM;SG
指派	opdracht	指派	opdracht	V	N;MASC+FEM;SG
指派	opdrachten	指派	opdracht	V	N;PL
毒性	toxische	毒性	toxisch	N	ADJ
毒性	toxisch	毒性	toxisch	N	ADJ
毒性	giftig	毒性	giftig	N	ADJ
賭	gokken	賭	gok	N	V;NFIN
賭	inzetten	賭	inzetten	N	V;NFIN
賭	wedden	賭	wedden	N	V;NFIN
刷	borstel	刷	borstel	PROPN	N;MASC+FEM;SG
刷	poetsen	刷	poets	PROPN	V;NFIN
刷	penseel	刷	penseel	PROPN	N;NEUT;SG
盟友	ally	盟友	ally	N	PROPN;MASC+FEM;SG
墨爾本	melbourne	墨爾本	melbourn	PROPN	N;MASC+FEM;SG
桶	vaten	桶	vaten	PROPN	N;PL
桶	barrel	桶	barrel	PROPN	N;MASC+FEM;SG
桶	vat	桶	vat	PROPN	N;NEUT;SG
桶	emmer	桶	emmer	PROPN	N;MASC+FEM;SG
桶	bucket	桶	bucket	PROPN	N;MASC+FEM;SG
桶	emmers	桶	emmers	PROPN	N;PL
對立	wedijver	對立	wedijver	V	N;MASC+FEM;SG
對立	rivaliteit	對立	rivaliteit	V	N;MASC+FEM;SG
對立	confrontatie	對立	confrontatie	V	N;MASC+FEM;SG
對立	confrontaties	對立	confrontatie	V	N;PL
對立	tegenstellingen	對立	tegenstelling	V	N;PL
對立	tegenpolen	對立	tegenpolen	V	N;PL
惡化	verergering	惡化	verergering	V	N;MASC+FEM;SG
惡化	verslechtering	惡化	verslechtering	V	N;MASC+FEM;SG
休閒	ongedwongen	休閒	ongedwingen	N	ADJ
犯人	gevangene	犯人	vangen	N	V;V.PTCP
犯人	gevangenen	犯人	vangen	N	V;V.PTCP
同	metgezel	同	metgezel	DET	N;MASC+FEM;SG
壓縮	compressie	壓縮	compressie	V	N;MASC+FEM;SG
缺席	afwezig	缺席	afwezig	V	ADJ
缺席	afwezigheid	缺席	afwezigheid	V	N;MASC+FEM;SG
缺席	afwezige	缺席	afwezig	V	ADJ
基輔	kiev	基輔	kielen	PROPN	PROPN;NEUT;SG
七	seven	七	seven	NUM	N;MASC+FEM;SG
綁	ontvoering	綁	ontvoering	V	N;MASC+FEM;SG
綁	kidnapping	綁	kidnapping	V	N;MASC+FEM;SG
綁	ontvoering	綁	ontvoering	V	N;MASC+FEM;SG
反叛	rebel	反叛	rebel	V	N;MASC+FEM;SG
反叛	rebellie	反叛	rebellie	V	N;MASC+FEM;SG
反叛	opstand	反叛	opstand	V	N;MASC+FEM;SG
西班牙	spaanse	西班牙	Spaans	PROPN	ADJ
