die	на	die	на	DET;DEF	ADP;ACC
opstel	есе	opstel	есе	V;PRS	
gat	ями	gat	яма	N;SG	N;INAN;NOM;FEM;PL
chordata	chordata	chordata	chordata		
luister	слухайте	luister	слухати		V;IPFV;IMP;PL;2;FIN
luister	прослухати	luister	прослухати		V;PFV;NFIN
luister	слухати	luister	слухати		V;IPFV;NFIN
luister	слухай	luister	слухай		V;IPFV;IMP;SG;2;FIN
württemberg	вюртемберг	württemberg	вюртемберг		N;INAN;NOM;MASC;SG
verkope	продаж	verkoop	продаж	N;PL	N;INAN;NOM;MASC;SG
iers	ірландський	iers	ірландський		ADJ;NOM;MASC;SG
iers	irish	iers	irish		
iers	ірландська	iers	ірландський		ADJ;NOM;FEM;SG
oefen	вправи	oefen	вправа	V;PRS	N;INAN;NOM;FEM;PL
oefen	вправа	oefen	вправа	V;PRS	N;INAN;NOM;FEM;SG
oefen	практика	oefen	практика	V;PRS	N;INAN;NOM;FEM;SG
redaksie	редакцій	redaksie	редакція	N;SG	N;INAN;GEN;FEM;PL
vernietiging	руйнування	vernietiging	руйнування	V;PRS	N;INAN;NOM;NEUT;SG
vernietiging	знищення	vernietiging	знищення	V;PRS	N;INAN;NOM;NEUT;SG
dublin	дублін	dublin	дублін	PROPN;SG	PROPN;INAN;NOM;MASC;SG
afgetree	закріплені	aftree	закріплений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
buffalo	buffalo	buffalo	buffalo		
middelste	середня	middelste	середній	N;SG	ADJ;NOM;FEM;SG
middelste	посередині	middelste	посередина	N;SG	ADV
middelste	середньої	middelste	середній	N;SG	ADJ;GEN;FEM;SG
middelste	середній	middelste	середній	N;SG	ADJ;NOM;MASC;SG
aanbidding	служать	aanbidding	служити	N;SG	V;IPFV;IND;PL;3;PRS;FIN
diplomatieke	дипломатичних	diplomatiek	дипломатичний	ADJ;NOM	ADJ;ACC;PL
virus	вірус	virus	вірус	V;PRS	N;INAN;NOM;MASC;SG
kennedy	кеннеді	kennedy	кеннеда		PROPN;ANIM;NOM;FEM;SG
saints	святі	saints	святий		ADJ;NOM;PL
zuma	зума	zuma	зума	PROPN;SG	
liedere	songs	lied	songs	N;PL	
inc	inc	inc	inc		
drink	пили	drink	пити	V;PRS	V;IPFV;IND;PL;PST;FIN
drink	пиття	drink	пиття	V;PRS	N;INAN;NOM;NEUT;SG
drink	алкогольні	drink	алкогольний	V;PRS	N;INAN;NOM;MASC;PL
airways	airways	airways	airways	PROPN;SG	
naweek	вихідні	naweek	вихідний	N;SG	ADJ;NOM;PL
aankoop	покупка	aankoop	покупка	V;PRS	N;INAN;NOM;FEM;SG
aankoop	придбання	aankoop	придбання	V;PRS	N;INAN;NOM;NEUT;SG
aankoop	покупку	aankoop	покупка	V;PRS	N;INAN;ACC;FEM;SG
poly	полі	poly	поле	PRO;NOM;SG;3	N;INAN;NOM;NEUT;SG
romeo	ромео	romeo	ромий	PRO;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
gogh	гог	gogh	гогти		PROPN;ANIM;NOM;MASC;SG
gogh	гога	gogh	гога		PROPN;ANIM;NOM;MASC;SG
kamera	камери	kamera	камера	N;SG	N;INAN;NOM;FEM;PL
skedel	черепа	skedel	черепа	N;SG	
vergeet	забув	vergeet	забути	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
vergeet	забула	vergeet	забути	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
vergeet	забули	vergeet	забути	V;PRS	V;PFV;IND;PL;PST;FIN
ontplof	вибухне	ontplof	вибухний	V;PRS	V;PFV;IND;SG;3;FUT;FIN
koel	круті	koel	круть	V;PRS	N;INAN;NOM;MASC;PL
koel	круто	koel	круто	V;PRS	ADV
koel	класні	koel	класний	V;PRS	ADJ;NOM;PL
fred	фред	fred	фред		PROPN;ANIM;NOM;MASC;SG
sny	стрижка	sny	стрижка	V;PRS	N;INAN;NOM;FEM;SG
sny	обрізання	sny	обрізання	V;PRS	N;INAN;NOM;NEUT;SG
sestien	шістнадцять	sestien	шістнадцять	DET	NUM;NOM
welvaart	дотації	welvaart	дотація	N;SG	N;INAN;ACC;FEM;PL
angel	янгол	anl	янгол		N;ANIM;NOM;MASC;SG
angel	ангел	anl	ангел		N;ANIM;NOM;MASC;SG
pleks	натомість	pleks	натомість		CONJ
pleks	замість	pleks	замість		ADP;GEN
han	хан	han	хан		PROPN;ANIM;NOM;MASC;SG
han	хана	han	хана		PROPN;ANIM;NOM;MASC;SG
boergondië	бургундія	boergondië	бургундія	N;PL	PROPN;INAN;NOM;FEM;SG
amerikas	америки	amerikas	америка	N;SG	PROPN;INAN;NOM;FEM;SG
amerikas	америка	amerikas	америка	N;SG	PROPN;INAN;NOM;FEM;SG
ref	суддя	ref	суддя		N;ANIM;NOM;MASC;SG
elseif	elseif	elseif	elseif		
beton	бетонні	beton	бетонний		ADJ;NOM;PL
beton	бетон	beton	бетон		N;INAN;NOM;MASC;SG
verbruik	споживання	verbruik	споживання	V;PRS	N;INAN;NOM;NEUT;SG
geïnstalleer	встановлені	installeer	встановлений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
geïnstalleer	встановлений	installeer	встановлений	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
vensters	windows	venster	windows	N;PL	
encyclopædia	encyclopædia	encyclopædia	encyclopædia		
newman	ньюман	newman	ньюман		PROPN;ANIM;NOM;MASC;SG
liewer	скоріше	graag	скоріше		ADV;CMPR
liewer	скоріш	graag	скоріш		ADV
jazz	джаз	jazz	джаз	PROPN;SG	N;INAN;NOM;MASC;SG
jazz	jazz	jazz	jazz	PROPN;SG	
jazz	джазу	jazz	джаз	PROPN;SG	N;INAN;GEN;MASC;SG
tydperke	строк	tydperk	строк	N;PL	N;INAN;NOM;MASC;SG
memphis	мемфіс	memphis	мемфіс	N;SG	PROPN;INAN;NOM;FEM;SG
eise	заявляє	eise	заявляти	N;PL	V;IPFV;IND;SG;3;PRS;FIN
eise	стверджує	eise	стверджувати	N;PL	V;IPFV;IND;SG;3;PRS;FIN
persies	перська	persie	перський		N;INAN;NOM;FEM;SG
adrian	адріан	adrian	адріан		PROPN;ANIM;NOM;MASC;SG
gesels	спілкування	sel	спілкування	N;PL	N;INAN;NOM;NEUT;SG
gesels	чат	sel	чат	N;PL	N;INAN;NOM;MASC;SG
spits	миттю	spits	миттю	V;PRS	ADV
einstein	ейнштейн	einstein	ейнштейн		N;ANIM;NOM;MASC;SG
darwin	дарвін	darwin	дарвін	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
reekse	діапазон	reeks	діапазон	N;PL	N;INAN;NOM;MASC;SG
hoogtes	висота	hoogte	висота	N;PL	N;INAN;NOM;FEM;SG
ingeskryf	підписані	inskryf	підписаний	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
rekords	records	rekord	records	N;PL	
algerië	алжиру	algerië	алжира	PROPN;SG	PROPN;INAN;GEN;MASC;SG
algerië	алжир	algerië	алжир	PROPN;SG	PROPN;INAN;NOM;MASC;SG
mits	дисциплінарна	mits	дисциплінарний	CONJ	ADJ;NOM;FEM;SG
acacia	акація	acacia	акація		N;INAN;NOM;FEM;SG
religie	релігії	religie	релігія	N;SG	N;INAN;NOM;FEM;PL
start	запустити	start	запустити		V;PFV;NFIN
start	розпочати	start	розпочати		V;PFV;NFIN
start	старт	start	старт		N;INAN;NOM;MASC;SG
start	запускати	start	запускати		V;IPFV;NFIN
start	початок	start	початок		N;INAN;NOM;MASC;SG
start	почати	start	почати		V;PFV;NFIN
richmond	річмонд	richmond	річмонд	N;SG	PROPN;INAN;NOM;MASC;SG
vereenselwig	уніфіковані	vereenselwig	уніфікований	V;PRS	ADJ;PFV;NOM;PL;V.PTCP;PASS
vereenselwig	універсальний	vereenselwig	універсальний	V;PRS	ADJ;NOM;MASC;SG
lekker	гарно	lekker	гарно		ADV
jonk	янг	jonk	янг	ADV	
jonk	молода	jonk	молодий	ADV	ADJ;NOM;FEM;SG
jonk	молоді	jonk	молодий	ADV	ADJ;NOM;PL
jonk	молодою	jonk	молодий	ADV	ADJ;INS;FEM;SG
jonk	молодий	jonk	молодий	ADV	ADJ;NOM;MASC;SG
jonk	молодим	jonk	молодий	ADV	ADJ;INS;NEUT;SG
mediawiki	mediawiki	mediawiki	mediawiki		
lusaka	лусака	lusaka	лусак	PROPN;SG	N;ANIM;NOM;MASC;SG
lewendige	промінь	leefendig	промінь	ADJ;NOM	N;INAN;NOM;MASC;SG
lewendige	жити	leefendig	жити	ADJ;NOM	V;IPFV;NFIN
lewendige	live	leefendig	live	ADJ;NOM	
lewendige	наживо	leefendig	наживо	ADJ;NOM	ADV
lewendige	живу	leefendig	жити	ADJ;NOM	V;IPFV;IND;SG;1;PRS;FIN
lewendige	трансляція	leefendig	трансляція	ADJ;NOM	N;INAN;NOM;FEM;SG
dean	дін	dean	дін		
cité	cité	cité	cité	N;SG	
moslem	мусульманин	moslem	мусульманин	N;PL	N;ANIM;NOM;MASC;SG
bestee	витрачений	bestee	витрачений	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
arend	орла	arend	орлий	ADV	N;INAN;NOM;MASC;SG
arend	орел	arend	орел.	ADV	N;ANIM;NOM;MASC;SG
audi	audi	audi	audi		
marshall	маршалл	marshall	маршалл		PROPN;ANIM;NOM;MASC;SG
marshall	маршал	marshall	маршал		N;ANIM;NOM;MASC;SG
warmer	тепліше	warmer	тепліший	V;PRS	ADV;CMPR
oman	оману	oman	омана	PROPN;SG	N;INAN;ACC;FEM;SG
legendariese	легендарного	legendaries	легендарний	ADJ;NOM	ADJ;GEN;MASC;SG
afval	відходи	afval	відхід	V;PRS	N;INAN;NOM;MASC;PL
bismarck	бісмарк	bismarck	бісмарк		N;ANIM;NOM;MASC;SG
gene	джин	gene	джин	N;SG	PROPN;ANIM;NOM;MASC;SG
elsas	ельзас	elsas	ельзас		PROPN;INAN;NOM;FEM;SG
eksperimentele	експериментальна	eksperimenteel	експериментальний	N;PL	ADJ;NOM;FEM;SG
eksperimentele	експериментальний	eksperimenteel	експериментальний	N;PL	ADJ;NOM;MASC;SG
belowe	обіцянку	beloof	обіцянка	V;PRS	N;INAN;ACC;FEM;SG
uitgesluit	виключення	uitsluit	виключення	V;PST;V.PTCP	N;INAN;NOM;NEUT;SG
vries	вріс	vries	врісти	V;PRS	PROPN;ANIM;NOM;MASC;SG
agterkant	back	agterkant	back	N;SG	
agterkant	назад	agterkant	назад	N;SG	ADV
agterkant	ззаду	agterkant	ззаду	N;SG	ADV
agterkant	повернулася	agterkant	повернутися	N;SG	V;PFV;FEM;IND;SG;PST;FIN
oplossings	рішення	oplossing	рішення	N;PL	N;INAN;NOM;NEUT;SG
oplossings	вирішення	oplossing	вирішення	N;PL	N;INAN;NOM;NEUT;SG
bruce	брюс	bruce	брюс	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
graham	грем	graham	грем		
kent	кент	kent	кент		
soet	солодка	soet	солодкий	N;SG	ADJ;NOM;FEM;SG
soet	солодкі	soet	солодкий	N;SG	ADJ;NOM;PL
soet	солодкий	soet	солодкий	N;SG	ADJ;NOM;MASC;SG
denis	деніс	denis	деніс	N;SG	PROPN;ANIM;NOM;MASC;SG
denis	денис	denis	денис	N;SG	PROPN;ANIM;NOM;MASC;SG
oliver	олівер	oliver	олівер		PROPN;ANIM;NOM;MASC;SG
geneeskunde	ліки	geneeskunde	ліки	ADJ;NOM	N;INAN;NOM
geneeskunde	медицина	geneeskunde	медицина	ADJ;NOM	N;INAN;NOM;FEM;SG
île	іль	île	іль		
oorgrote	найбільший	oorgroot	найбільший		ADJ;NOM;CMPR;MASC;SG
verlof	залиште	verlof	залиштий	N;SG	V;PFV;IND;PL;2;FUT;FIN
verlof	leave	verlof	leave	N;SG	
verlof	залишити	verlof	залишити	N;SG	V;PFV;NFIN
verlaag	нижній	verlaag	нижній	V;PRS	ADJ;DAT;FEM;SG
verlaag	нижня	verlaag	нижній	V;PRS	ADJ;NOM;FEM;SG
verlaag	нижча	verlaag	нижча	V;PRS	ADJ;NOM;RL;FEM;SG
spreker	гучномовець	spreker	гучномовець	N;SG	ADJ;NOM;MASC;SG
ssr	рср	ssr	рср.	PROPN;SG	PROPN;INAN;NOM;FEM;SG
charlie	чарлі	charlie	чарлі	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
verwesenlik	aim	verwesenlik	aim	V;PRS	
skepper	творець	skepper	творець	V;PRS	N;ANIM;NOM;MASC;SG
skepper	автор	skepper	автор	V;PRS	N;ANIM;NOM;MASC;SG
skepper	створив	skepper	створити	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
iana	iana	iana	iana	PROPN;SG	
protea	протей	protea	протей		N;ANIM;NOM;FEM;SG
bedreigde	зникнення	bedreig	зникнення	ADJ;NOM	N;INAN;NOM;NEUT;SG
klippe	каміння	klip	каміння	N;PL	N;INAN;NOM;NEUT;SG
vergelykings	порівняння	vergelyking	порівняння	N;PL	N;INAN;NOM;NEUT;SG
vergelykings	рівняння	vergelyking	рівняння	N;PL	N;INAN;NOM;NEUT;SG
global	глобальний	global	глобальний		ADJ;NOM;MASC;SG
global	global	global	global		
global	загальні	global	загальний		ADJ;NOM;PL
ekonomies	господарство	ekonomies	господарство	N;PL	N;INAN;NOM;NEUT;SG
ekonomies	економіка	ekonomies	економіка	N;PL	N;INAN;NOM;FEM;SG
ekonomies	економія	ekonomies	економія	N;PL	N;INAN;NOM;FEM;SG
ontwerper	designer	ontwerper	designer	N;SG	
sang	співати	sang	співати	N;SG	V;IPFV;NFIN
sang	співає	sang	співати	N;SG	V;IPFV;IND;SG;3;PRS;FIN
sap	сік	sap	сік	ADV	N;INAN;NOM;MASC;SG
sap	сап	sap	сап	ADV	
major	мажор	major	мажор		N;INAN;NOM;FEM;SG
major	майор	major	майор		N;ANIM;NOM;MASC;SG
melding	згадай	melding	згадати	N;SG	V;PFV;IMP;SG;2;FIN
stanley	стенлі	stanley	стенль		PROPN;ANIM;NOM;MASC;SG
manchester	манчестер	manchester	манчестер		N;INAN;NOM;MASC;SG
oberliga	оберліга	oberliga	оберліг	N;SG	
room	вершки	room	вершки	N;SG	N;INAN;NOM;MASC;PL
friese	фризька	fries	фризька	ADJ;NOM	N;INAN;NOM;FEM;SG
burke	берк	burke	берк		PROPN;ANIM;NOM;MASC;SG
duff	дафф	duff	дафф		PROPN;ANIM;NOM;FEM;SG
normaal	звичайна	normaal	звичайний		ADJ;NOM;FEM;SG
normaal	нормальний	normaal	нормальний		ADJ;NOM;MASC;SG
normaal	нормальні	normaal	нормальний		ADJ;NOM;PL
normaal	звичайний	normaal	звичайний		ADJ;NOM;MASC;SG
normaal	звичайне	normaal	звичайний		ADJ;NOM;NEUT;SG
klok	дзвінка	klok	дзвінка	V;PRS	N;INAN;GEN;MASC;SG
klok	bell	klok	bell	V;PRS	
klok	белл	klok	белл	V;PRS	
klok	дзвін	klok	дзвін	V;PRS	N;INAN;NOM;MASC;SG
klok	дзвінок	klok	дзвінка	V;PRS	N;INAN;NOM;MASC;SG
sentimeter	сантиметри	sentimeter	сантиметр		ADV
sentimeter	сантиметрів	sentimeter	сантиметр		N;INAN;GEN;MASC;PL
sentimeter	сантиметрів	sentimeter	сантиметр		N;INAN;GEN;MASC;PL
sentimeter	сантиметр	sentimeter	сантиметр		N;INAN;NOM;MASC;SG
rico	ріко	rico	ріко	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
erkende	впізнали	erken	впізнати	ADJ;NOM	V;PFV;IND;PL;PST;FIN
erkende	впізнав	erken	впізнати	ADJ;NOM	V;PFV;MASC;IND;SG;PST;FIN
erkende	визнано	erken	визнати	ADJ;NOM	V;PFV;IND;0;FIN
erkende	визначив	erken	визначити	ADJ;NOM	V;PFV;MASC;IND;SG;PST;FIN
praag	прага	praag	праго		PROPN;INAN;NOM;FEM;SG
gandhi	ганді	gandhi	ганді	N;SG	
whois	whois	whois	whois		
vigs	снід	vigs	снід		N;INAN;NOM;MASC;SG
isaac	ісаак	isaac	ісаак		PROPN;ANIM;NOM;MASC;SG
kambodja	камбоджі	kambodja	камбодж	PROPN;SG	PROPN;INAN;NOM;FEM;SG
tee	tea	tee	tea	N;SG	
eed	присягнувся	eed	присягнутися	N;SG	V;PFV;MASC;IND;SG;PST;FIN
gekombineer	комбінований	kombineer	комбінований	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
nicolas	ніколя	nicolas	ніколя		PROPN;ANIM;NOM;MASC;SG
slawerny	рабство	slawerny	рабство		N;INAN;NOM;NEUT;SG
taalkunde	мовознавство	taalkund	мовознавство		N;INAN;NOM;NEUT;SG
onwettig	незаконними	onwettig	незаконний	V;PRS	ADJ;INS;PL
onwettig	незаконно	onwettig	незаконно	V;PRS	ADV
onwettig	незаконне	onwettig	незаконний	V;PRS	ADJ;NOM;NEUT;SG
onwettig	незаконні	onwettig	незаконні	V;PRS	ADJ;NOM;PL
onwettig	незаконний	onwettig	незаконний	V;PRS	ADJ;NOM;MASC;SG
cameron	кемерон	cameron	кемерон		PROPN;ANIM;NOM;MASC;SG
sielkundige	психолог	sielkundig	психолог	ADJ;NOM	N;ANIM;NOM;MASC;SG
sielkundige	психолога	sielkundig	психолог	ADJ;NOM	N;ANIM;ACC;MASC;SG
sleg	bad	sleg	bad	ADV	
sleg	погана	sleg	поганий	ADV	ADJ;NOM;FEM;SG
sleg	погане	sleg	поганий	ADV	ADJ;NOM;NEUT;SG
notas	нотаток	notas	нотатка	N;SG	N;INAN;GEN;FEM;PL
notas	нотатки	notas	нотатка	N;SG	N;INAN;NOM;FEM;PL
notas	примітки	notas	примітка	N;SG	N;INAN;NOM;FEM;PL
pre	pre	pre	pre		
pre	пре	pre	пре		
pre	попередньо	pre	попередньо		ADV
pop	поп	pop	поп		
pop	pop	pop	pop		
tsjeggië	чеською	tsjeggië	чеська		ADJ;INS;FEM;SG
tsjeggië	чеської	tsjeggië	чеський		ADJ;GEN;FEM;SG
tsjeggië	чеська	tsjeggië	чеський		ADJ;NOM;FEM;SG
tsjeggië	чех	tsjeggië	чех		PROPN;ANIM;NOM;MASC;SG
tsjeggië	перевірити	tsjeggië	перевірити		V;PFV;NFIN
tsjeggië	перевірте	tsjeggië	перевіртий		V;PFV;IMP;PL;2;FIN
datums	дати	datum	дати	N;PL	V;PFV;NFIN
mielies	кукурудза	mielies	кукурудза	N;PL	N;INAN;NOM;FEM;SG
mielies	кукурудзи	mielies	кукурудза	N;PL	N;INAN;GEN;MASC;SG
soektog	чинного	soektog	чинний	N;SG	ADJ;GEN;MASC;SG
soektog	дійсний	soektog	дійсний	N;SG	ADJ;NOM;MASC;SG
soektog	чинний	soektog	чинний	N;SG	ADJ;NOM;MASC;SG
soektog	чинну	soektog	чинний	N;SG	ADJ;ACC;FEM;SG
voortdurende	постійну	voortdurend	постійний	ADJ;NOM	ADJ;ACC;FEM;SG
voortdurende	триває	voortdurend	тривати	ADJ;NOM	V;IPFV;IND;SG;3;PRS;FIN
voortdurende	складну	voortdurend	складний	ADJ;NOM	ADJ;ACC;FEM;SG
voortdurende	продовжив	voortdurend	продовжити	ADJ;NOM	V;PFV;MASC;IND;SG;PST;FIN
voortdurende	продовжували	voortdurend	продовжувати	ADJ;NOM	V;IPFV;IND;PL;PST;FIN
voortdurende	продовжується	voortdurend	продовжуватися	ADJ;NOM	V;IPFV;IND;SG;3;PRS;FIN
voortdurende	продовжила	voortdurend	продовжити	ADJ;NOM	V;PFV;FEM;IND;SG;PST;FIN
snitte	слідкує	snit	слідкувати	N;PL	V;IPFV;IND;SG;3;PRS;FIN
vaardighede	уміння	vaardigheid	уміння	N;PL	N;INAN;NOM;NEUT;SG
gevestigde	стоків	vestig	сток	ADJ;NOM	N;INAN;GEN;MASC;PL
jacobs	jacobs	jacobs	jacobs		
turner	тернер	turner	тернер		PROPN;ANIM;NOM;MASC;SG
ontbreek	відсутній	ontbreek	відсутній	V;PRS	ADJ;NOM;MASC;SG
regterkant	правий	regterkant	правий	N;SG	ADJ;NOM;MASC;SG
regterkant	права	regterkant	право	N;SG	N;INAN;NOM;NEUT;PL
regterkant	праворуч	regterkant	праворуч	N;SG	ADV
kenneth	кеннет	kenneth	кеннет	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
hughes	хьюз	hughes	хьюз	PROPN;SG	PROPN;INAN;NOM;FEM;SG
elementêre	початковій	elementêre	початковий	ADJ;NOM	ADJ;DAT;FEM;SG
sophia	софія	sophia	софія		N;ANIM;NOM;FEM;SG
vreedsame	мирного	vreedsaam	мирний	ADJ;NOM	ADJ;GEN;MASC;SG
lindley	ліндлі	lindley	ліндлі		PROPN;ANIM;NOM;MASC;SG
kok	кок	kok	кок		
faure	фор	faur	фор		
besigheid	зустрічі	besigheid	зустріч	N;SG	N;INAN;NOM;FEM;PL
besigheid	ділова	besigheid	ділово	N;SG	ADJ;NOM;FEM;SG
besigheid	business	besigheid	business	N;SG	
besigheid	діловий	besigheid	діловий	N;SG	ADJ;NOM;MASC;SG
ryan	раян	ryan	раян		PROPN;ANIM;NOM;MASC;SG
pouse	пауза	pous	пауза	N;PL	N;INAN;NOM;FEM;SG
pouse	призупинити	pous	призупинити	N;PL	V;PFV;NFIN
vereiste	потрібен	vereiste	потрібно		ADJ;NOM;MASC;SG
vereiste	необхідні	vereiste	необхідний		ADJ;NOM;PL
vereiste	необхідне	vereiste	необхідне		ADJ;NOM;NEUT;SG
vereiste	необхідний	vereiste	необхідний		ADJ;NOM;MASC;SG
goedkoop	дешевий	goedkoop	дешевий	ADV	ADJ;NOM;MASC;SG
goedkoop	дешево	goedkoop	дешево	ADV	N;INAN;NOM;NEUT;SG
rica	рики	rica	рика	N;SG	
kolletjies	крапок	kolletjie	крапка		N;INAN;GEN;FEM;PL
kolletjies	крапки	kolletjie	крапка		N;INAN;NOM;FEM;PL
jim	джим	jim	джим		PROPN;ANIM;NOM;MASC;SG
staande	стоїть	staand	стояти		V;IPFV;IND;SG;3;PRS;FIN
staande	стоячи	staand	стояти		V;IPFV;PRS;V.CVB
staande	стоять	staand	стояти		V;IPFV;IND;PL;3;PRS;FIN
golwe	хвилі	golwe	хвиля		N;INAN;NOM;FEM;PL
golwe	хвилями	golwe	хвиля		N;INAN;INS;FEM;PL
hem	ам	hem	ам		
mali	малий	mali	малий	PROPN;SG	ADJ;NOM;MASC;SG
mali	малі	mali	малий	PROPN;SG	ADJ;NOM;PL
neus	ніс	neus	ніс		N;INAN;NOM;MASC;SG
santiago	сантьяго	santiago	сантьяго		PROPN;INAN;NOM;MASC;SG
ernest	ернест	ernest	ернест	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
trust	довіра	trust	довір		N;INAN;NOM;FEM;SG
nuutste	найновіші	nuut	найновіший		ADJ;NOM;RL;PL
nuutste	останні	nuut	останній		ADJ;NOM;PL
nuutste	остання	nuut	останній		ADJ;NOM;FEM;SG
huishoudelike	двір	huishoudelik	двір	ADJ;NOM	N;INAN;NOM;MASC;SG
huishoudelike	домашніх	huishoudelik	домашній	ADJ;NOM	ADJ;ACC;PL
kersfees	різдво	kersfees	різдво	V;PRS	N;INAN;NOM;NEUT;SG
kersfees	новорічний	kersfees	новорічний	V;PRS	ADJ;NOM;MASC;SG
sciences	наук	sciences	наука		N;INAN;GEN;FEM;PL
kommunikeer	спілкування	kommunikeer	спілкування	V;PRS	N;INAN;NOM;NEUT;SG
siriese	сирійська	siries	сирійський		ADJ;NOM;FEM;SG
noodsaaklike	необхідних	noodsaaklik	необхідний	ADJ;NOM	ADJ;GEN;PL
noodsaaklike	необхідного	noodsaaklik	необхідний	ADJ;NOM	ADJ;GEN;NEUT;SG
ingedien	наданий	indien	наданий	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ingedien	подання	indien	подання	V;PST;V.PTCP	N;INAN;NOM;NEUT;SG
ville	віль	ville	віль	N;SG	
ville	вілле	ville	вілла	N;SG	PROPN;ANIM;NOM;MASC;SG
nuttige	корисно	nuttig	корисно	ADJ;NOM	ADV
oregon	орегон	oregon	орегон		PROPN;INAN;NOM;MASC;SG
straal	промінь	straal	промінь	V;PRS	N;INAN;NOM;MASC;SG
julian	юліан	julian	юліан		PROPN;ANIM;NOM;MASC;SG
doeltreffend	ефективна	doeltreffend	ефективний	ADV	ADJ;NOM;FEM;SG
lucas	лукас	lucas	лукас		PROPN;ANIM;NOM;MASC;SG
verbond	альянс	verbond	альянс		N;INAN;NOM;MASC;SG
spesiaal	особливі	spesiaal	особливий		ADJ;NOM;PL
spesiaal	спеціальні	spesiaal	спеціальний		ADJ;NOM;PL
spesiaal	особливий	spesiaal	особливий		ADJ;NOM;MASC;SG
spesiaal	спеціальний	spesiaal	спеціальний		ADJ;NOM;MASC;SG
spesiaal	особливі	spesiaal	особливий		ADJ;NOM;PL
spesiaal	особливе	spesiaal	особливий		ADJ;NOM;NEUT;SG
spesiaal	спеціальні	spesiaal	спеціальний		ADJ;NOM;PL
spesiaal	особлива	spesiaal	особливий		ADJ;NOM;FEM;SG
hetsy	чи	hetsy	чи	CONJ	PART
sixtus	сикст	sixtus	сикст		
andreas	андреас	andreas	андреас	N;SG	PROPN;ANIM;NOM;MASC;SG
groenland	ґренландії	groenland	ґренландія	N;SG	PROPN;INAN;NOM;FEM;SG
verlag	verlag	verlag	verlag		
broadway	бродвей	broadway	бродвей		N;INAN;NOM;MASC;SG
verwerking	оголошено	verwerking	оголошити	N;SG	V;PFV;IND;0;FIN
masjien	machine	masjien	machine	N;SG	
salisbury	солсбері	salisbury	солсбір	PROPN;SG	PROPN;ANIM;NOM;FEM;SG
sierra	сьєрра	sierra	сьєрра	PROPN;SG	N;INAN;NOM;FEM;SG
besoeke	враження	besoek	враження	N;PL	N;INAN;NOM;NEUT;SG
besoeke	відвідування	besoek	відвідування	N;PL	N;INAN;NOM;NEUT;SG
geskatte	орієнтовний	geskat	орієнтовний	V;PST;V.PTCP	ADJ;NOM;MASC;SG
geskatte	приблизна	geskat	приблизний	V;PST;V.PTCP	ADJ;NOM;FEM;SG
riga	рига	riga	рига		PROPN;INAN;NOM;MASC;SG
riga	риги	riga	рига		PROPN;INAN;GEN;FEM;SG
rys	рис	rys	риса	N;SG	N;INAN;GEN;FEM;PL
manuel	мануель	manuel	мануель		PROPN;ANIM;NOM;MASC;SG
haag	haag	haag	haag		
verskuiwing	міграції	verskuiwing	міграція	N;SG	N;INAN;NOM;FEM;PL
est	est	est	est		
kelvin	келвін	kelvin	келвін	N;SG	
kleurlinge	кольорові	kleurling	кольоровий	N;PL	ADJ;NOM;PL
werner	вернер	werner	вернер		PROPN;ANIM;NOM;MASC;SG
tevrede	контент	tevrede	контент		N;INAN;NOM;MASC;SG
tevrede	вміст	tevrede	вміст		N;INAN;NOM;MASC;SG
tevrede	зміст	tevrede	зміст		N;INAN;NOM;MASC;SG
tevrede	матеріали	tevrede	матеріал		N;INAN;NOM;MASC;PL
tevrede	задоволені	tevrede	задоволений		ADJ;PFV;NOM;PL;V.PTCP;PASS
tevrede	задоволена	tevrede	задоволений		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
tevrede	задоволений	tevrede	задоволений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
winston	вінстон	winston	вінстон	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
lineêre	лінійна	lineêr	лінійний		ADJ;NOM;FEM;SG
lineêre	лінійний	lineêr	лінійний		ADJ;NOM;MASC;SG
nassau	нассау	nassau	нассати		PROPN;INAN;NOM;MASC;SG
saksiese	саксон	saksies	саксон	ADJ;NOM	N;ANIM;NOM;MASC;SG
