kategória	kategória	kategória	kategória	N;NOM;FEM;SG	
polície	rendőrség	polícia	rendőrség	N;NOM;FEM;PL	N;NOM;SG
polície	rendőr	polícia	rendőr	N;NOM;FEM;PL	N;NOM;SG
výrazné	megkülönböztető	výrazný	megkülönböztető	ADJ;NOM;NEUT;SG	
výrazné	jellegzetes	výrazný	jellegzetes	ADJ;NOM;NEUT;SG	
výrazné	kifejező	výrazný	kifejező	ADJ;NOM;NEUT;SG	
výrazné	jelentős	výrazný	jelentős	ADJ;NOM;NEUT;SG	
výrazné	szignifikáns	výrazný	szignifikáns	ADJ;NOM;NEUT;SG	N;ON+ESS;SG
výrazné	kifejezett	výrazný	kifejezett	ADJ;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
zelený	zöld	zelený	zöld	ADJ;ANIM;NOM;MASC;SG	
wright	wright	wright	wright	PROPN;ANIM;NOM;MASC;SG	
profesionálne	szakmai	profesionálny	szakmai	ADV	ADJ;NOM;SG
profesionálne	profi	profesionálny	profi	ADV	
profesionálne	professzionális	profesionálny	professzionális	ADV	ADJ;NOM;SG
lucia	lucie	lucí	lucie	PROPN;NOM;FEM;SG	PROPN;NOM;SG
lucia	lucia	lucí	lucia	PROPN;NOM;FEM;SG	
ročné	évenkénti	ročný	évenként	ADJ;NOM;NEUT;SG	V;NFIN;ACT
ročné	évenként	ročný	évenkén	ADJ;NOM;NEUT;SG	N;ABS;SG
ročné	évente	ročný	éven	ADJ;NOM;NEUT;SG	N;ON+ESS;SG
ročné	évente	ročný	éven	ADJ;NOM;NEUT;SG	N;ON+ESS;SG
prísne	szigorúan	prísne	szigorú	ADV	ADJ;FRML;SG
prísne	szigorú	prísne	szigorú	ADV	
prísne	szigorúan	prísne	szigorú	ADV	ADJ;FRML;SG
nájdené	megtalált	nájdený	meg+talál	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
nájdené	megtaláltam	nájdený	meg+talál	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;1;PST;FIN;ACT
nájdené	talált	nájdený	talál	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
juhoslávie	jugoszlávia	juhoslávie	jugoszlávia	N;NOM;FEM;PL	N;NOM;SG
zabrániť	megelőzése	zabrániť	megelőzés	V;PFV;POS;NFIN	N;NOM;SG
zabrániť	elkerülése	zabrániť	elkerülés	V;PFV;POS;NFIN	N;NOM;SG
typická	tipikus	typický	tipikus	ADJ;NOM;FEM;SG	
typická	jellegzetes	typický	jellegzetes	ADJ;NOM;FEM;SG	
oscar	oscar	oscar	oscar	PROPN;ANIM;NOM;MASC;SG	
hrdinu	hős	hrdina	hős	N;ANIM;ACC;MASC;SG	N;NOM;SG
vnútorná	beltéri	vnútorný	beltéri	ADJ;NOM;FEM;SG	N;NOM;SG
vnútorná	fedett	vnútorný	fedett	ADJ;NOM;FEM;SG	
vnútorná	benti	vnútorný	bent	ADJ;NOM;FEM;SG	
vnútorná	belső	vnútorný	belső	ADJ;NOM;FEM;SG	
vnútorná	belső	vnútorný	belső	ADJ;NOM;FEM;SG	
verejný	nyilvánosság	verejný	nyilvánosság	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
verejný	nyilvánosan	verejný	nyilvános	ADJ;ANIM;NOM;MASC;SG	ADJ;FRML;SG
verejný	publikus	verejný	publikus	ADJ;ANIM;NOM;MASC;SG	
indický	indián	indický	indián	ADJ;ANIM;NOM;MASC;SG	
sky	égbolt	sky	égbol	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
sky	sky	sky	sky	PROPN;ANIM;NOM;MASC;SG	
sky	ég	sky	ég	PROPN;ANIM;NOM;MASC;SG	
maršal	marshall	maršať	marshall	N;ANIM;NOM;MASC;SG	
vedcov	tudósok	vedec	tudós	N;ANIM;ACC;MASC;PL	N;NOM;PL
vedcov	kutatók	vedec	kutató	N;ANIM;ACC;MASC;PL	N;NOM;PL
príprava	előkészületek	príprava	előkészület	N;NOM;FEM;SG	N;NOM;PL
príprava	készülnek	príprava	készül	N;NOM;FEM;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
príprava	készül	príprava	készül	N;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
rohu	sarkon	roh	sarok	N;INAN;GEN;MASC;SG	N;ON+ESS;SG
rohu	kanyar	roh	kanyar	N;INAN;GEN;MASC;SG	N;NOM;SG
rohu	sarok	roh	sar	N;INAN;GEN;MASC;SG	N;NOM;SG
alice	alice	alice	alice	PROPN;NOM;FEM;SG	
allen	allen	allen	allen	PROPN;ANIM;NOM;MASC;SG	
znojmo	znojmo	znojmo	znojmo	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG
baby	baba	baby	baba	N;NOM;FEM;PL	N;NOM;SG
baby	bébi	baby	bébi	N;NOM;FEM;PL	
španielske	spanyolul	španielsky	spanyolul	ADJ;NOM;NEUT;SG	
španielske	spanyolok	španielsky	spanyol	ADJ;NOM;NEUT;SG	N;NOM;PL
španielske	spanyol	španielsky	spanyol	ADJ;NOM;NEUT;SG	
jonathan	jonathan	jonathan	jonathan	PROPN;ANIM;NOM;MASC;SG	
informácia	információk	informácia	információ	N;NOM;FEM;SG	N;NOM;PL
kože	irha	koža	irha	N;NOM;FEM;PL	N;NOM;SG
kože	elrejti	koža	elrejti	N;NOM;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
kože	bőre	koža	bő	N;NOM;FEM;PL	N;NOM;SG
kože	bőr	koža	bőr	N;NOM;FEM;PL	N;NOM;SG
slovak	angolul	slovak	angolul	N;NOM;NEUT;SG	
slovak	angol	slovak	angol	N;NOM;NEUT;SG	
julien	julien	juleno	julien	PROPN;ANIM;NOM;MASC;SG	
poznatky	tudás	poznatok	tudás	N;INAN;NOM;MASC;PL	N;NOM;SG
horní	horní	horniť	hor	N;INAN;NOM;MASC;SG	
poste	poste	post	poste	N;INAN;NOM;MASC;SG	
konferencii	konferencia	konferencia	konferencia	N;DAT;FEM;SG	N;NOM;SG
konferencii	konferencián	konferencia	konferencia	N;DAT;FEM;SG	N;ON+ESS;SG
two	kettő	two	kettő		
pevne	szorosan	pevne	szoros	ADV	ADJ;FRML;SG
pevne	szoros	pevne	szoros	ADV	
pevne	szűk	pevne	szűk	ADV	ADJ;NOM;SG
pevne	szorosan	pevne	szoros	ADV	ADJ;FRML;SG
staroveké	ősi	staroveký	ősi	ADJ;NOM;NEUT;SG	
staroveké	ős	staroveký	ős	ADJ;NOM;NEUT;SG	
staroveké	ókori	staroveký	ókori	ADJ;NOM;NEUT;SG	
marseille	marseille	marseille	marseille	ADV	N;NOM;PL
marseille	marseille	marseille	marseille	ADV	N;NOM;PL
marseille	marseilles	marseille	marseilles	ADV	
turistický	turisták	turistický	turista	ADJ;INAN;NOM;MASC;SG	N;NOM;PL
turistický	turista	turistický	turista	ADJ;INAN;NOM;MASC;SG	N;NOM;SG
guy	fickó	guy	fickó	PROPN;ANIM;NOM;MASC;SG	
guy	guy	guy	guy	PROPN;ANIM;NOM;MASC;SG	
guy	pasi	guy	pasi	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
guy	srác	guy	srác	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
rozhraní	interfészek	rozhranie	interfész	N;NOM;NEUT;SG	N;NOM;PL
kronika	krónikák	kronika	krónika	N;NOM;FEM;SG	N;NOM;PL
pausanias	pauszaniasz	pausanias	pauszaniasz	N;NOM;NEUT;PL	N;NOM;SG
predné	front	predný	front	ADJ;NOM;NEUT;SG	
predné	eleje	predný	eleje	ADJ;NOM;NEUT;SG	N;NOM;SG
dame	dame	dam	dam	PROPN;ANIM;VOC;MASC;SG	
ovplyvnil	befolyásolták	ovplyvniť	befolyásol	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
nahradené	helyettesített	nahradený	helyettesít	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
nahradené	levált	nahradený	levál	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
nahradené	helyébe	nahradený	hely	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;IN+ALL;SG
škótska	scotch	škótsky	scotch	N;NOM;FEM;SG	
škótska	skót	škótsky	skó	N;NOM;FEM;SG	
wild	wild	wild	wild	PROPN;ANIM;NOM;MASC;SG	
wild	vadon	wild	vad	PROPN;ANIM;NOM;MASC;SG	
wild	vadak	wild	vad	PROPN;ANIM;NOM;MASC;SG	N;NOM;PL
wild	vad	wild	vad	PROPN;ANIM;NOM;MASC;SG	
hrubý	bruttó	hrubý	bruttó	ADJ;ANIM;NOM;MASC;SG	
hrubý	sűrű	hrubý	sűrű	ADJ;ANIM;NOM;MASC;SG	
hrubý	vastag	hrubý	vastag	ADJ;ANIM;NOM;MASC;SG	
hrubý	durva	hrubý	durva	ADJ;ANIM;NOM;MASC;SG	
absolútne	abszolút	absolútny	abszolú	ADV	
absolútne	abszolút	absolútny	abszolú	ADV	
hľadanie	keresés	hľadanie	keresés	N;NOM;NEUT;SG	
ponuku	ajánlat	ponuka	ajánlat	N;ACC;FEM;SG	N;NOM;SG
ponuku	licit	ponuka	lici	N;ACC;FEM;SG	N;NOM;SG
ponuku	ajánlat	ponuka	ajánlat	N;ACC;FEM;SG	N;NOM;SG
stáli	állt	stáť	áll	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
stáli	álltam	stáť	áll	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
aténach	athéni	atén	athéni	N;GEN;MASC;PL	ADJ;NOM;SG
party	party	part	party	N;NOM;FEM;PL	
party	buli	part	buli	N;NOM;FEM;PL	N;NOM;SG
party	parti	part	parti	N;NOM;FEM;PL	ADJ;NOM;SG
ročná	évente	ročný	éven	ADJ;NOM;FEM;SG	N;ON+ESS;SG
vlastníctva	tulajdonjog	vlastníctvo	tulajdonjog	N;NOM;NEUT;PL	N;NOM;SG
vlastníctva	tulajdonosi	vlastníctvo	tulajdonosi	N;NOM;NEUT;PL	ADJ;NOM;SG
gustav	gustav	gustaviť	gustav	PROPN;ANIM;NOM;MASC;SG	
gustav	gustave	gustaviť	gustave	PROPN;ANIM;NOM;MASC;SG	
niekoho	valaki	niekto	valaki	PRO;ANIM;NOM;MASC;SG	
niekoho	valakit	niekto	valakit	PRO;ANIM;NOM;MASC;SG	
niekoho	valaki	niekto	valaki	PRO;ANIM;NOM;MASC;SG	
zničená	megsemmisült	zničený	megsemmisült	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zničená	elpusztult	zničený	elpusztult	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zničená	elpusztította	zničený	elpusztít	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
zničená	feldúlt	zničený	feldúlt	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	
zničená	tönkretette	zničený	tönkretet	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
zničená	tönkrement	zničený	tönkrement	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zničená	tönkretett	zničený	tönkretett	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
neil	neil	neiť	neil	PROPN;ANIM;NOM;MASC;SG	
zodpovednosť	feladatok	zodpovednosť	feladat	N;NOM;FEM;SG	N;NOM;PL
zodpovednosť	felelősséget	zodpovednosť	felelősség	N;NOM;FEM;SG	N;ACC;SG
rokovania	tárgyalási	rokovanie	tárgyalási	N;NOM;NEUT;PL	ADJ;NOM;SG
rokovania	tárgyalás	rokovanie	tárgyalás	N;NOM;NEUT;PL	N;NOM;SG
rokovania	tanácskozás	rokovanie	tanácskozás	N;NOM;NEUT;PL	N;NOM;SG
rokovania	tárgyalási	rokovanie	tárgyalási	N;NOM;NEUT;PL	ADJ;NOM;SG
rýchly	gyorsan	rýchly	gyors	ADJ;ANIM;NOM;MASC;SG	ADJ;FRML;SG
rýchly	gyors	rýchly	gyors	ADJ;ANIM;NOM;MASC;SG	
rýchly	gyorsan	rýchly	gyors	ADJ;ANIM;NOM;MASC;SG	ADJ;FRML;SG
rýchly	gyors	rýchly	gyors	ADJ;ANIM;NOM;MASC;SG	
uhlíka	szén	uhlík	szén	N;ANIM;ACC;MASC;SG	N;NOM;SG
nemocnica	kórházi	nemocnica	kórházi	N;NOM;FEM;SG	
meny	pénznem	mena	pénz	N;NOM;FEM;PL	N;NOM;SG
meny	valuta	mena	valuta	N;NOM;FEM;PL	N;NOM;SG
meny	fizetőeszköz	mena	fizetőeszköz	N;NOM;FEM;PL	N;NOM;SG
meny	pénznem	mena	pénz	N;NOM;FEM;PL	N;NOM;SG
priame	közvetlen	priamy	közvetlen	ADJ;NOM;NEUT;SG	
priame	direct	priamy	direct	ADJ;NOM;NEUT;SG	N;NOM;SG
priame	közvetlenül	priamy	közvetlen	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
priame	egyenes	priamy	egyenes	ADJ;NOM;NEUT;SG	
dôvody	jogalap	dôvod	jogalap	N;INAN;NOM;MASC;PL	N;NOM;SG
charlie	charlie	charlie	charlie	N;ANIM;NOM;MASC;SG	
zložený	kompozit	zložený	kompozit	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;SG
zložený	összetett	zložený	összetett	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zložený	összetett	zložený	összetett	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zložený	vegyület	zložený	vegyület	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;SG
krátka	rövid	krátka	rövid	ADJ;NOM;FEM;SG	
krátka	röviden	krátka	röviden	ADJ;NOM;FEM;SG	
dieťaťa	gyermek	dieťa	gyermek	N;NOM;NEUT;PL	N;NOM;SG
dieťaťa	gyermeke	dieťa	gyermeke	N;NOM;NEUT;PL	N;NOM;SG
dieťaťa	gyermekem	dieťa	gyermekem	N;NOM;NEUT;PL	N;NOM;SG
dieťaťa	gyerek	dieťa	gyerek	N;NOM;NEUT;PL	N;NOM;SG
kariet	kártyák	kariet	kártya	N;GEN;FEM;PL	N;NOM;PL
kariet	lapok	kariet	lap	N;GEN;FEM;PL	N;NOM;PL
kariet	kártya	kariet	kártya	N;GEN;FEM;PL	N;NOM;SG
kariet	lapok	kariet	lap	N;GEN;FEM;PL	N;NOM;PL
kariet	fülek	kariet	fül	N;GEN;FEM;PL	N;NOM;PL
rýchlejšie	gyorsabb	rýchlo	gyors	ADV;CMPR	ADJ;NOM;CMPR;SG
princa	herceg	princ	herceg	N;ANIM;ACC;MASC;SG	N;NOM;SG
princa	prince	princ	prince	N;ANIM;ACC;MASC;SG	
parlamentných	parlamenti	parlamentný	parlamenti	ADJ;GEN;MASC;PL	ADJ;NOM;SG
správny	helyes	správny	helyes	ADJ;INAN;NOM;MASC;SG	
správny	korrekt	správny	korrekt	ADJ;INAN;NOM;MASC;SG	
škótsko	skócia	škótsko	skócia	ADV	N;NOM;SG
jon	jon	jon	jon	PROPN;ANIM;NOM;MASC;SG	
pacientov	páciensek	pacient	páciens	N;INAN;GEN;MASC;PL	N;NOM;PL
pacientov	betegek	pacient	beteg	N;INAN;GEN;MASC;PL	N;NOM;PL
jasnosť	egyértelműség	jasnosť	egyértelműség	N;NOM;FEM;SG	
jednoty	egység	jednota	egység	N;NOM;FEM;PL	N;NOM;SG
živý	élve	živý	élve	ADJ;ANIM;NOM;MASC;SG	
živý	életben	živý	élet	ADJ;ANIM;NOM;MASC;SG	N;IN+ESS;SG
živý	él	živý	él	ADJ;ANIM;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
manažment	irányítási	manažment	irányítási	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
príchod	érkezés	príchod	érkezés	N;INAN;NOM;MASC;SG	
príchod	jövök	príchod	jövök	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
príchod	jön	príchod	jön	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
priniesla	hozták	priniesť	hoz	V;PFV;FEM;SG;POS;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
priniesla	hoztam	priniesť	hoz	V;PFV;FEM;SG;POS;PST;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
nariadenie	rendelet	nariadenie	rendelet	N;NOM;NEUT;SG	
nariadenie	előírás	nariadenie	előírás	N;NOM;NEUT;SG	
nariadenie	rendelet	nariadenie	rendelet	N;NOM;NEUT;SG	
záštitou	égisze	záštita	égisz	N;INS;FEM;SG	
verejná	nyilvánosság	verejný	nyilvánosság	ADJ;NOM;FEM;SG	N;NOM;SG
verejná	nyilvánosan	verejný	nyilvános	ADJ;NOM;FEM;SG	ADJ;FRML;SG
verejná	publikus	verejný	publikus	ADJ;NOM;FEM;SG	
príčin	okok	príčina	ok	N;GEN;FEM;PL	N;NOM;PL
príčin	okozza	príčina	okoz	N;GEN;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
príčin	okoz	príčina	okoz	N;GEN;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
celosvetovo	világszintű	celosvetov	világszintű	ADV	ADJ;NOM;SG
celosvetovo	világszerte	celosvetov	világszerte	ADV	
celosvetovo	világméretű	celosvetov	világméretű	ADV	ADJ;NOM;SG
celosvetovo	globálisan	celosvetov	globális	ADV	ADJ;FRML;SG
zložená	kompozit	zložený	kompozit	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	N;NOM;SG
zložená	összetett	zložený	összetett	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
židovský	zsidó	židovský	zsidó	ADJ;ANIM;NOM;MASC;SG	
židovský	zsidók	židovský	zsidó	ADJ;ANIM;NOM;MASC;SG	N;NOM;PL
gordon	gordon	gordon	gord	PROPN;ANIM;NOM;MASC;SG	
magnetické	mágneses	magnetický	mágneses	ADJ;NOM;NEUT;SG	N;NOM;SG
ihneď	azonnal	ihneď	azonnal	ADV	
ihneď	azonnal	ihneď	azonnal	ADV	
chrudim	chrudim	chrudie	chrudim	PROPN;ANIM;NOM;MASC;SG	
jako	mint	jako	mint		CONJ
jako	tetszik	jako	tetszik		V;INDF;IND;SG;3;PRS;FIN;ACT
marse	mars	marsa	mars	N;INAN;NOM;MASC;SG	
alternatívne	alternatívaként	alternatívne	alternatív	ADJ;NOM;NEUT;SG	N;ABS;SG
alternatívne	alternatív	alternatívne	alternatív	ADJ;NOM;NEUT;SG	
alternatívne	alternatíva	alternatívne	alternatíva	ADJ;NOM;NEUT;SG	N;NOM;SG
alternatívne	alternatív	alternatívne	alternatív	ADJ;NOM;NEUT;SG	
kamil	kamil	kamil	kamil	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
odstrániť	eltávolítás	odstrániť	eltávolítás	V;PFV;POS;NFIN	N;NOM;SG
odstrániť	eltávolítása	odstrániť	eltávolítás	V;PFV;POS;NFIN	N;NOM;SG
odstrániť	törlése	odstrániť	törlés	V;PFV;POS;NFIN	N;NOM;SG
odstrániť	törlés	odstrániť	törlés	V;PFV;POS;NFIN	
teba	te	ty	te	PRO;ACC;SG;2	V;DEF;IND;SG;1;PRS;FIN;ACT
mol	mol	môl	mol		PROPN;NOM;SG
čínska	kínai	čínsky	kínai	ADJ;NOM;FEM;SG	
čínska	kínaiak	čínsky	kínai	ADJ;NOM;FEM;SG	N;NOM;PL
xiii	xiii	xii	xiii	NUM	N;NOM;SG
ľahké	könnyű	ľahký	könnyű	ADJ;NOM;NEUT;SG	
opatrenia	óvintézkedéseket	opatrenie	óvintézkedés	N;NOM;NEUT;PL	N;ACC;PL
opatrenia	elővigyázatosság	opatrenie	elővigyázatosság	N;NOM;NEUT;PL	N;NOM;SG
opatrenia	intézkedésekre	opatrenie	intézkedés	N;NOM;NEUT;PL	N;ON+ALL;PL
silná	erőteljes	silný	erőteljes	ADJ;NOM;FEM;SG	
silná	erős	silný	erős	ADJ;NOM;FEM;SG	
silná	erős	silný	erős	ADJ;NOM;FEM;SG	
silná	erősek	silný	erős	ADJ;NOM;FEM;SG	N;NOM;PL
štatút	alapszabály	štatút	alapszabály	N;INAN;NOM;MASC;SG	
prax	tapasztalatok	prax	tapasztalat	N;NOM;FEM;SG	N;NOM;PL
prax	tapasztalattal	prax	tapasztalat	N;NOM;FEM;SG	N;INS;SG
marco	marco	marco	marco	PROPN;ANIM;NOM;MASC;SG	
akékoľvek	bármelyik	akýkoľvek	bármelyik	DET;NOM;NEUT;SG	
akékoľvek	bármely	akýkoľvek	bármely	DET;NOM;NEUT;SG	
akékoľvek	bármilyen	akýkoľvek	bármilyen	DET;NOM;NEUT;SG	
zálive	bay	záliva	bay	N;NOM;FEM;SG	
lópez	lópez	lópez	lópez	PROPN;ANIM;NOM;MASC;SG	
potter	potter	potter	potter	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
firiem	cégek	firma	cég	N;GEN;FEM;PL	N;NOM;PL
nebezpečenstvo	veszélyeket	nebezpečenstvo	veszély	N;NOM;NEUT;SG	N;ACC;PL
nebezpečenstvo	veszélyek	nebezpečenstvo	veszély	N;NOM;NEUT;SG	N;NOM;PL
nebezpečenstvo	veszélyességi	nebezpečenstvo	veszélyességi	N;NOM;NEUT;SG	ADJ;NOM;SG
major	őrnagy	major	őrnagy	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
koncepcie	elképzelés	koncepcia	elképzelés	N;NOM;FEM;PL	
koncepcie	koncepció	koncepcia	koncepció	N;NOM;FEM;PL	
koncepcie	fogalom	koncepcia	fogalom	N;NOM;FEM;PL	N;NOM;SG
koncepcie	fogantatás	koncepcia	fogantatás	N;NOM;FEM;PL	N;NOM;SG
dne	alul	deň	alul	N;NOM;NEUT;SG	
dne	alsó	deň	alsó	N;NOM;NEUT;SG	
prejsť	passz	prejsť	passz	V;PFV;POS;NFIN	N;NOM;SG
zlé	bad	zlý	bad	ADJ;NOM;NEUT;SG	
zlé	rosz	zlý	rosz	ADJ;NOM;NEUT;SG	
zlé	rossz	zlý	rossz	ADJ;NOM;NEUT;SG	
chcela	körözött	chcieť	köröz	V;IPFV;FEM;SG;POS;PST;V.PTCP	
valley	völgyet	valli	völyyet	N;INAN;NOM;MASC;SG	N;ACC;SG
valley	völgyben	valli	völgy	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
valley	valley	valli	valley	N;INAN;NOM;MASC;SG	
holt	holt	holt	holt	PROPN;ANIM;NOM;MASC;SG	
fond	alap	fond	alap	N;INAN;NOM;MASC;SG	
útokov	támadások	útok	támadás	N;INAN;GEN;MASC;PL	N;NOM;PL
útokov	támad	útok	támad	N;INAN;GEN;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
útokov	támadásokat	útok	támadás	N;INAN;GEN;MASC;PL	N;ACC;PL
wales	wales	wales	wales	PROPN;ANIM;NOM;MASC;SG	
ťažký	heavy	ťažký	heavy	ADJ;ANIM;NOM;MASC;SG	
ťažký	súlyos	ťažký	súlyos	ADJ;ANIM;NOM;MASC;SG	
ťažký	nehéz	ťažký	nehéz	ADJ;ANIM;NOM;MASC;SG	
čítanie	olvasott	čítanie	olvasot	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
čítanie	olvasok	čítanie	olvas	N;NOM;NEUT;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
čítanie	olvasni	čítanie	olvas	N;NOM;NEUT;SG	V;NFIN;ACT
prípady	esetekben	prípad	eset	N;INAN;NOM;MASC;PL	N;IN+ESS;PL
gitaru	gitár	gitara	gitár	N;ACC;FEM;SG	N;NOM;SG
odmeny	jutalmat	odmena	jutalom	N;NOM;FEM;PL	N;ACC;SG
odmeny	jutalom	odmena	jutalom	N;NOM;FEM;PL	N;NOM;SG
odmeny	ellenszolgáltatás	odmena	ellenszolgáltatás	N;NOM;FEM;PL	
odmeny	díjazás	odmena	díjazás	N;NOM;FEM;PL	N;NOM;SG
takáto	ilyen	takýto	ilyen	DET;NOM;FEM;SG	
georgia	grúzia	georgia	grúzia	PROPN;NOM;FEM;SG	
georgia	georgia	georgia	georgia	PROPN;NOM;FEM;SG	
zlepšenie	javult	zlepšenie	javul	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
zlepšenie	javított	zlepšenie	javít	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
zlepšenie	javulást	zlepšenie	javulás	N;NOM;NEUT;SG	N;ACC;SG
zlepšenie	javítások	zlepšenie	javítás	N;NOM;NEUT;SG	N;NOM;PL
zlepšenie	fejlesztések	zlepšenie	fejlesztés	N;NOM;NEUT;SG	N;NOM;PL
zlepšenie	javul	zlepšenie	javul	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
sport	sport	sport	sport	PROPN;ANIM;NOM;MASC;SG	
wings	szárnyai	winga	szárnyai	PROPN;ANIM;NOM;MASC;SG	N;NOM;PL
wings	szárnyakat	winga	szárny	PROPN;ANIM;NOM;MASC;SG	N;ACC;PL
wings	szárnyak	winga	szárny	PROPN;ANIM;NOM;MASC;SG	N;NOM;PL
wings	szárny	winga	szárny	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
kvalita	minőségi	kvalita	minőségi	N;NOM;FEM;SG	ADJ;NOM;SG
duša	soul	duša	soul	N;NOM;FEM;SG	
duša	lelked	duša	lelked	N;NOM;FEM;SG	
hity	találat	hity	találat	N;INAN;NOM;MASC;PL	N;NOM;SG
led	vezetett	led	vezetett		V;INDF;IND;SG;3;PST;FIN;ACT
led	led	led	led		N;NOM;SG
pozorovanie	megfigyelési	pozorovanie	megfigyelési	N;NOM;NEUT;SG	ADJ;NOM;SG
pozorovanie	megfigyelni	pozorovanie	megfigyel	N;NOM;NEUT;SG	V;NFIN;ACT
pozorovanie	megfigyelések	pozorovanie	megfigyelés	N;NOM;NEUT;SG	N;NOM;PL
pozorovanie	észrevételek	pozorovanie	észrevétel	N;NOM;NEUT;SG	N;NOM;PL
nízka	alacsonyan	nízko	alacsony	N;NOM;FEM;SG	ADJ;FRML;SG
nízka	alacsony	nízko	alacsony	N;NOM;FEM;SG	ADJ;NOM;SG
paláci	palota	palác	palota	N;INAN;ESS;MASC;SG	N;NOM;SG
paláci	palace	palác	palace	N;INAN;ESS;MASC;SG	
biblie	biblia	biblia	biblia	N;NOM;FEM;PL	N;NOM;SG
biblie	bibliát	biblia	biblia	N;NOM;FEM;PL	N;ACC;SG
biblie	bibliát	biblia	biblia	N;NOM;FEM;PL	N;ACC;SG
rudy	rudy	ruda	rudy	N;NOM;FEM;PL	
rudy	érc	ruda	érc	N;NOM;FEM;PL	N;NOM;SG
leo	leo	leo	leo	PROPN;ANIM;NOM;MASC;SG	
výchova	oktatási	výchova	oktatási	N;NOM;FEM;SG	ADJ;NOM;SG
benjamin	benjamin	benjamin	benjami	N;INS;FEM;PL	
deviatich	kilences	devať	kilences	NUM;GEN;MASC;PL	
