категория	kategorien	категория	kategorien	N;INDF;FEM;SG	N;NOM;FEM;PL
равенство	krawatte	равенство	krawatt	N;INDF;NEUT;SG	
равенство	unentschieden	равенство	unentschieden	N;INDF;NEUT;SG	ADJ
равенство	binden	равенство	binden	N;INDF;NEUT;SG	V;NFIN
равенство	tie	равенство	tie	N;INDF;NEUT;SG	PROPN;NOM;SG
равенство	gleichberechtigung	равенство	gleichberechtigung	N;INDF;NEUT;SG	ADJ
равенство	gleichbehandlung	равенство	gleichbehandlung	N;INDF;NEUT;SG	ADJ
равенство	gleichheit	равенство	gleichheit	N;INDF;NEUT;SG	
равенство	chancengleichheit	равенство	chancengleichheit	N;INDF;NEUT;SG	;NOM
драми	dramen	драм-(се)	dramen	N;INDF;FEM;PL	
артър	arthur	артър	arthur	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
артър	artus	артър	artus	N;INDF;MASC;SG	PROPN;NOM;SG
артър	artur	артър	artur	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
австралийски	australische	австралийски	australisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
австралийски	australier	австралийски	australier	ADJ;INDF;MASC;SG	
австралийски	australian	австралийски	australian	ADJ;INDF;MASC;SG	PROPN;SG
племенник	neffen	племенник	neffen	N;INDF;MASC;SG	
племенник	neffe	племенник	neffen	N;INDF;MASC;SG	ADJ
заведения	niederlassungen	заведение	niederlassingen	N;INDF;NEUT;PL	V;NFIN
заведения	einrichtungen	заведение	einrichtung	N;INDF;NEUT;PL	V;NFIN
жертвите	opfern	жертва	opfern	N;DEF;FEM;PL	V;NFIN
жертвите	opfer	жертва	opfer	N;DEF;FEM;PL	ADJ
жертвите	unfallopfer	жертва	unfallopfer	N;DEF;FEM;PL	ADJ
магистър	magister	магистър	magister	N;INDF;MASC;SG	ADJ
змия	schlange	змия-се	schlange	N;INDF;FEM;SG	ADJ;NOM
змия	snake	змия-се	snak	N;INDF;FEM;SG	PROPN;SG
змия	schlangen	змия-се	schlangen	N;INDF;FEM;SG	N;NOM;FEM;PL
змия	schlange	змия-се	schlange	N;INDF;FEM;SG	ADJ;NOM
змия	schlangen	змия-се	schlangen	N;INDF;FEM;SG	N;NOM;FEM;PL
заселници	siedlern	заселник	siedlern	N;INDF;MASC;PL	
заселници	siedler	заселник	siedler	N;INDF;MASC;PL	
уилсън	wilson	уилсън	wilson	PROPN;INDF;MASC;SG	PROPN;NOM;SG
теодора	theodora	теодор	theodora	N;INDF;FEM;SG	PROPN;NOM;SG
амстердам	amsterdam	амстердам	amsterdam	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
наблюдения	anmerkungen	наблюдение	anmerkingen	N;INDF;NEUT;PL	V;NFIN
наблюдения	beobachtungen	наблюдение	beobachtung	N;INDF;NEUT;PL	V;NFIN
наблюдения	bemerkungen	наблюдение	bemerkungen	N;INDF;NEUT;PL	V;NFIN
наблюдения	beobachtung	наблюдение	beobachtung	N;INDF;NEUT;PL	ADJ
наблюдения	beobachtungen	наблюдение	beobachtung	N;INDF;NEUT;PL	V;NFIN
наблюдения	bemerkung	наблюдение	bemerkung	N;INDF;NEUT;PL	
обикновена	normale	обикновен	normal	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
обикновена	gewöhnliche	обикновен	gewöhnlich	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
богдан	bogdan	богдан	bogdan	PROPN;INDF;MASC;SG	PROPN;NOM;SG
морис	morris	морис	morris	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
морис	moritz	морис	moritz	PROPN;INDF;MASC;SG	PROPN;NOM;SG
морис	maurice	морис	maurice	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
направено	made	направя-(се)	made	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	PROPN;SG
направено	fertig	направя-(се)	fertig	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ
явление	erscheinung	явление	Erscheinung	N;INDF;NEUT;SG	ADJ
явление	phänomen	явление	phänom	N;INDF;NEUT;SG	V;NFIN
лацио	latium	лацио	latium	N;INDF;MASC;SG	PROPN
проведени	durchgeführte	проведа	durchgeführt	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;SG
вина	weinbau	вина	weinbau	N;INDF;NEUT;SG	
вина	wein	вина	wein	N;INDF;NEUT;SG	
вина	weine	вина	wein	N;INDF;NEUT;SG	
вина	schuld	вина	schuld	N;INDF;NEUT;SG	ADJ
вина	schuldgefühle	вина	schuldgefühle	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
вина	wein	вина	wein	N;INDF;NEUT;SG	
вина	weinen	вина	wein	N;INDF;NEUT;SG	V;NFIN
вина	weine	вина	wein	N;INDF;NEUT;SG	
алекс	alex	алекс	alex	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
елеонора	eleonore	елеонор	eleonore	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
елеонора	eleonora	елеонор	eleonora	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
душата	seelen	душа	seelen	N;DEF;FEM;SG	
душата	seele	душа	seelen	N;DEF;FEM;SG	
душата	soul	душа	soul	N;DEF;FEM;SG	PROPN;SG
предназначение	zweck	предназначение	zweck	N;INDF;NEUT;SG	
предназначение	verwendungszweck	предназначение	verwendungszweck	N;INDF;NEUT;SG	ADJ
описани	beschrieb	опиша	beschreiben	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
описани	beschreibt	опиша	beschreiben	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PRS;FIN
президенти	präsidenten	президент	präsident	N;INDF;MASC;PL	ADJ;PL
президенти	präsident	президент	präsident	N;INDF;MASC;PL	ADJ
атлас	atlas	атлас	atlas	N;INDF;MASC;SG	PROPN
каталог	produktkatalog	каталог	produktkatalog	N;INDF;MASC;SG	ADJ
каталог	katalog	каталог	katalog	N;INDF;MASC;SG	ADJ
каталог	kataloge	каталог	katalog	N;INDF;MASC;SG	ADJ
каталог	produktkatalog	каталог	produktkatalog	N;INDF;MASC;SG	ADJ
каталог	katalog	каталог	katalog	N;INDF;MASC;SG	ADJ
каталог	kataloge	каталог	katalog	N;INDF;MASC;SG	ADJ
историческо	historische	исторически	historisch	ADV	ADJ;NOM;FEM;PL
историческо	historisches	исторически	historisch	ADV	ADJ;NOM;NEUT;SG
историческо	altstadt	исторически	altstadt	ADV	ADJ
историческо	historischen	исторически	historisch	ADV	ADJ;NOM;MASC;SG
историческо	historisches	исторически	historisch	ADV	ADJ;NOM;NEUT;SG
историческо	historische	исторически	historisch	ADV	ADJ;NOM;FEM;PL
историческо	historischen	исторически	historisch	ADV	ADJ;NOM;MASC;SG
китари	gitarre	китар	gitarre	N;INDF;MASC;PL	ADJ
специализирани	spezialisierte	специализирам	spezialisieren	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
специализирани	spezialisierte	специализирам	spezialisieren	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
организирани	organisiert	организирам	organisieren	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;V.PTCP
организирани	organisierte	организирам	organisieren	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
организирани	organisiert	организирам	organisieren	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;V.PTCP
организирани	organisierte	организирам	organisieren	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
артисти	künstlern	артист	künstlern	N;INDF;MASC;PL	
артисти	künstler	артист	künstler	N;INDF;MASC;PL	
имоти	eigenschaften	имот	eigenschaft	N;INDF;MASC;PL	V;NFIN
имоти	immobilien	имот	immobilie	N;INDF;MASC;PL	
имоти	immobilie	имот	immobilie	N;INDF;MASC;PL	ADJ
пристигането	ankunftszeit	пристигане	ankunftszeit	N;DEF;NEUT;SG	ADJ
пристигането	anreisen	пристигане	anreisen	N;DEF;NEUT;SG	V;NFIN
котка	katze	котка	katz	N;INDF;FEM;SG	
котка	kater	котка	Kater	N;INDF;FEM;SG	
котка	katzen	котка	katzen	N;INDF;FEM;SG	N;NOM;PL
котка	cat	котка	cat	N;INDF;FEM;SG	
фен	fächer	фен	fach	N;INDF;MASC;SG	ADJ
фен	lüfter	фен	lüfen	N;INDF;MASC;SG	
фен	ventilatoren	фен	ventilator	N;INDF;MASC;SG	N;NOM;PL
фен	fan	фен	fan	N;INDF;MASC;SG	
фен	gebläse	фен	gebläse	N;INDF;MASC;SG	
джейн	jane	джейн	jane	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
бистрица	bistrica	бистрица	bistrica	N;INDF;FEM;SG	PROPN;SG
характерен	charakteristischen	характерен	charakteristisch	ADJ;INDF;MASC;SG	ADJ;PL
характерен	charakteristische	характерен	charakteristisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
сочи	sotschi	соча	sotschi	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
разузнаване	recon	разузнаване	recon	N;INDF;NEUT;SG	PROPN
разузнаване	intelligenz	разузнаване	intelligenz	N;INDF;NEUT;SG	ADJ
разузнаване	geheimdienst	разузнаване	geheimdienst	N;INDF;NEUT;SG	PROPN;NOM;SG
разузнаване	nachrichtendienst	разузнаване	nachrichtendienst	N;INDF;NEUT;SG	ADJ
разузнаване	erkundung	разузнаване	erkundung	N;INDF;NEUT;SG	ADJ
алфа	alpha	алфа	alpha	N;INDF;FEM;SG	
алфа	alfa	алфа	alfa	N;INDF;FEM;SG	PROPN;NOM;SG
алфа	alfa	алфа	alfa	N;INDF;FEM;SG	PROPN;NOM;SG
библиотеки	bibliothek	библиотеки	bibliothek	N;INDF;FEM;PL	N;NOM;FEM;SG
масачузетс	massachusetts	масачузетс	massachusetts	N;INDF;MASC;SG	PROPN;NOM;SG
клетка	cell	клетка	cell	N;INDF;FEM;SG	PROPN;NOM;SG
клетка	zelle	клетка	zellen	N;INDF;FEM;SG	
клетка	box	клетка	box	N;INDF;FEM;SG	
клетка	schachtel	клетка	schachtel	N;INDF;FEM;SG	ADJ;NOM
клетка	feld	клетка	feld	N;INDF;FEM;SG	ADV
клетка	kästchen	клетка	kästchen	N;INDF;FEM;SG	V;NFIN
клетка	kasten	клетка	kasten	N;INDF;FEM;SG	V;NFIN
клетка	käfige	клетка	käfige	N;INDF;FEM;SG	ADJ;NOM;FEM;PL
клетка	cage	клетка	cage	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
клетка	käfig	клетка	käfig	N;INDF;FEM;SG	ADJ
рене	rené	рена	rené	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
рене	rene	рена	rene	PROPN;INDF;MASC;SG	PROPN;NOM;SG
рене	renee	рена	rene	PROPN;INDF;MASC;SG	PROPN;NOM;SG
рене	rené	рена	rené	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
рене	rene	рена	rene	PROPN;INDF;MASC;SG	PROPN;NOM;SG
градско	urban	градски	urban	ADV	
градско	stadtplanung	градски	stadtplanung	ADV	PROPN;SG
градско	urbane	градски	urban	ADV	ADJ;NOM;FEM;PL
градско	städtischen	градски	städtisch	ADV	ADJ;NOM;PL
параклис	chapel	параклис	chapel	N;INDF;MASC;SG	PROPN
красимир	krassimir	красимир	krassimir	PROPN;INDF;MASC;SG	PROPN
повишен	hervorgehobene	повиша-(се)	hervorgehoben	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL
повишен	erhöhte	повиша-(се)	erhöhen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;SG
повишен	erhöhter	повиша-(се)	erhöht	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ
повишен	erhöhte	повиша-(се)	erhöhen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;SG
организми	lebewesen	организъм	lebewesen	N;INDF;MASC;PL	
организми	organismus	организъм	organismus	N;INDF;MASC;PL	N;NOM;MASC;SG
организми	erreger	организъм	erreger	N;INDF;MASC;PL	
атакува	angriffe	атакувам	angreifen	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
атакува	anschläge	атакувам	anschläg	V;IPFV;IND;SG;3;PRS;FIN;ACT	
отвъд	hinaus	отвъд	hinaus	ADP	ADV
отвъд	jenseits	отвъд	jenseits	ADP	ADV
отвъд	beyond	отвъд	beyond	ADP	PROPN
орел	eagle	орел	eagl	N;INDF;MASC;SG	PROPN;NOM;SG
орел	adler	орел	adle	N;INDF;MASC;SG	
същият	gleiche	същ	gleich	ADJ;DEF;MASC;SG	ADJ;NOM;FEM;PL
същият	gleich	същ	gleich	ADJ;DEF;MASC;SG	ADV
същият	gleichen	същ	gleich	ADJ;DEF;MASC;SG	ADJ;NOM;MASC;PL
същият	selbe	същ	selb	ADJ;DEF;MASC;SG	
същият	dasselbe	същ	dasselbe	ADJ;DEF;MASC;SG	ADV
лаос	laos	лаос	laos	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
българин	bulgarischen	българин	bulgarisch	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
българин	bulgarische	българин	bulgarisch	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
българин	bulgaren	българин	bulgar	N;INDF;MASC;SG	ADJ
българин	bulgarisch	българин	bulgarisch	N;INDF;MASC;SG	ADJ
риск	risiken	риск	risik	N;INDF;MASC;SG	V;NFIN
риск	gefahr	риск	gefahren	N;INDF;MASC;SG	
риск	risiko	риск	risiko	N;INDF;MASC;SG	
процедура	vorgehensweise	процедура	vorgehensweise	N;INDF;FEM;SG	ADV
процедура	verfahren	процедура	verfahren	N;INDF;FEM;SG	V;NFIN
процедура	prozedur	процедура	prozedur	N;INDF;FEM;SG	
кралицата	queen	кралица	queen	N;DEF;FEM;SG	PROPN;NOM;SG
кралицата	königin	кралица	königin	N;DEF;FEM;SG	ADJ
кралицата	dame	кралица	damen	N;DEF;FEM;SG	
същества	lebewesen	същество	lebewesen	N;INDF;NEUT;PL	
същества	wesen	същество	wesen	N;INDF;NEUT;PL	N;NOM;NEUT;SG
пънк	punk	пънк	punk	N;INDF;MASC;SG	PROPN;SG
испанска	spanischen	испански	spanisch	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
испанска	spanische	испански	spanisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
йордания	jordan	йордания	jordan	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
йордания	jordanien	йордания	jordanien	PROPN;INDF;FEM;SG	PROPN;NOM;NEUT;SG
архитектурата	architektur	архитектура	architektur	N;DEF;FEM;SG	PROPN
съгласие	einverständnis	съгласие	einverständnis	N;INDF;NEUT;SG	ADJ
съгласие	genehmigung	съгласие	genehmigung	N;INDF;NEUT;SG	ADJ
съгласие	einwilligung	съгласие	einwilligung	N;INDF;NEUT;SG	ADJ
съгласие	zustimmen	съгласие	zustimmen	N;INDF;NEUT;SG	V;NFIN
съгласие	abkommen	съгласие	abkommen	N;INDF;NEUT;SG	V;NFIN
съгласие	vereinbarung	съгласие	vereinbarung	N;INDF;NEUT;SG	ADJ
съгласие	vertrag	съгласие	vertragen	N;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
съгласие	übereinkommen	съгласие	übereinkommen	N;INDF;NEUT;SG	V;NFIN
разбиране	verständnisvoll	разбиране	verständnisvoll	N;INDF;NEUT;SG	ADJ
разбиране	begreifen	разбиране	begreifen	N;INDF;NEUT;SG	V;NFIN
разбиране	verständigung	разбиране	verständigung	N;INDF;NEUT;SG	
разбиране	verstehen	разбиране	verstehen	N;INDF;NEUT;SG	V;NFIN
филмова	kino	филмов	kino	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
филмова	spielfilm	филмов	spielfilm	ADJ;INDF;FEM;SG	PROPN
филмова	kinofilm	филмов	kinofilm	ADJ;INDF;FEM;SG	PROPN
филмова	film	филмов	falmen	ADJ;INDF;FEM;SG	
намеса	störungen	намеса	störung	N;INDF;FEM;SG	V;NFIN
намеса	einmischung	намеса	einmischung	N;INDF;FEM;SG	ADJ
намеса	interferenzen	намеса	interferenzen	N;INDF;FEM;SG	V;NFIN
намеса	interventionen	намеса	interventionen	N;INDF;FEM;SG	V;NFIN
намеса	intervention	намеса	intervention	N;INDF;FEM;SG	PROPN
арменски	armenischen	арменски	armenisch	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
арменски	armenier	арменски	armenier	ADJ;INDF;MASC;SG	N;NOM;PL
арменски	armenische	арменски	armenisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
борисов	borissow	борисов	borissow	PROPN;INDF;MASC;SG	PROPN
евгений	jewgeni	евгений	jewgeni	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
мисъл	gedanken	мисъл	panken	N;INDF;FEM;SG	V;NFIN
мисъл	gedanke	мисъл	gedank	N;INDF;FEM;SG	ADJ
мисъл	dachte	мисъл	denken	N;INDF;FEM;SG	V;IND;SG;3;PST;FIN
мисъл	gedacht	мисъл	denken|gedenken	N;INDF;FEM;SG	V;V.PTCP
банско	bansko	банско	bansko	ADV	PROPN
финансова	finanzen	финансов	finanzen	ADJ;INDF;FEM;SG	
финансова	finanzielle	финансов	finanziell	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
финансова	finanzdienstleistungen	финансов	finanzdienstleistungen	ADJ;INDF;FEM;SG	N;NOM;FEM;PL
танкове	behälter	танк	behälter	N;INDF;MASC;PL	ADJ
танкове	panzer	танк	panzer	N;INDF;MASC;PL	ADJ
танкове	tanks	танк	tanks	N;INDF;MASC;PL	
архиепископия	erzbistum	архиепископия	erzbistum	N;INDF;FEM;SG	PROPN
бари	bari	бара	bari	PROPN;INDF;MASC;SG	PROPN
бари	barry	бара	barry	PROPN;INDF;MASC;SG	PROPN;SG
буш	bush	буш	bush	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
буш	gebüsch	буш	gebüsch	PROPN;INDF;MASC;SG	ADJ
буш	bushs	буш	bushs	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
буш	busch	буш	busch	PROPN;INDF;MASC;SG	PROPN
премиер	premier	премиер	premier	N;INDF;MASC;SG	PROPN;SG
премиер	premierminister	премиер	premierminister	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
премиер	ministerpräsident	премиер	ministerpräsident	N;INDF;MASC;SG	ADJ
известност	bekanntheit	известност	bekanntheit	N;INDF;FEM;SG	ADJ
известност	beliebtheit	известност	beliebtheit	N;INDF;FEM;SG	ADJ
известност	populär	известност	populär	N;INDF;FEM;SG	ADJ
известност	popularität	известност	popularität	N;INDF;FEM;SG	ADJ
известност	publizität	известност	publizität	N;INDF;FEM;SG	
известност	öffentlichkeit	известност	öffentlichkeit	N;INDF;FEM;SG	ADJ
купува	ankauf	купувам	ankauf	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
купува	kauf	купувам	kauf	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
апарати	elektrogeräte	апарат	elektrogerät	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
апарати	haushaltsgeräte	апарат	haushaltsgerät	N;INDF;MASC;PL	ADJ;NOM;SG
апарати	gerät	апарат	geraten	N;INDF;MASC;PL	V;V.PTCP
апарати	apparatur	апарат	apparatur	N;INDF;MASC;PL	
мениджър	geschäftsführer	мениджър	geschäftsführer	N;INDF;MASC;SG	ADJ
мениджър	manager	мениджър	manager	N;INDF;MASC;SG	ADJ
мениджър	betriebsleiter	мениджър	betriebsleiter	N;INDF;MASC;SG	ADJ
мениджър	geschäftsführerin	мениджър	geschäftsführerin	N;INDF;MASC;SG	ADJ;NOM;SG
механика	maschinenbau	механика	maschinenbau	N;INDF;FEM;SG	ADJ
механика	mechaniker	механика	mechaniker	N;INDF;FEM;SG	ADJ
механика	mechanik	механика	mechanik	N;INDF;FEM;SG	
механика	mechaniker	механика	mechaniker	N;INDF;FEM;SG	ADJ
овце	schafen	овце	schafen	N;INDF;FEM;PL	V;NFIN
овце	schaf	овце	schaffen	N;INDF;FEM;PL	
овце	schafe	овце	schaffen	N;INDF;FEM;PL	
овце	schafen	овце	schafen	N;INDF;FEM;PL	V;NFIN
овце	schaf	овце	schaffen	N;INDF;FEM;PL	
овце	schafe	овце	schaffen	N;INDF;FEM;PL	
коли	autos	кола	autos	N;INDF;FEM;PL	
коли	kraftfahrzeuge	кола	kraftfahrzeuge	N;INDF;FEM;PL	ADJ;NOM
коли	pkw	кола	pkw	N;INDF;FEM;PL	
коли	pkws	кола	pkws	N;INDF;FEM;PL	
стъпки	fußstapfen	стъпка	fußstapfen	N;INDF;FEM;PL	V;NFIN
стъпки	schritten	стъпка	schreiten	N;INDF;FEM;PL	V;NFIN
стъпки	schritte	стъпка	schritt	N;INDF;FEM;PL	
стъпки	spuren	стъпка	spur	N;INDF;FEM;PL	V;NFIN
стъпки	treppe	стъпка	treppe	N;INDF;FEM;PL	
стъпки	schritten	стъпка	schreiten	N;INDF;FEM;PL	V;NFIN
стъпки	schritte	стъпка	schritt	N;INDF;FEM;PL	
стъпки	stufen	стъпка	stufen	N;INDF;FEM;PL	V;NFIN
възел	knoten	възел	knot	N;INDF;MASC;SG	V;NFIN
възел	knotenpunkt	възел	knotenpunkt	N;INDF;MASC;SG	ADJ
възел	abzweigung	възел	abzweigung	N;INDF;MASC;SG	
възел	kreuzung	възел	kreuzung	N;INDF;MASC;SG	
възел	junction	възел	junction	N;INDF;MASC;SG	PROPN
възел	knotenpunkt	възел	knotenpunkt	N;INDF;MASC;SG	ADJ
възел	knoten	възел	knot	N;INDF;MASC;SG	V;NFIN
инж	ger	инж	ger	PROPN;INDF;MASC;SG	
инж	eng	инж	eng	PROPN;INDF;MASC;SG	ADJ
роджър	roger	роджър	roger	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
роджър	rogers	роджър	rogers	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
роджър	verstanden	роджър	verstehen	N;INDF;MASC;SG	V;V.PTCP
улрих	ulrich	улра	ulrich	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
редовен	regelmäßige	редовен	regelmäßig	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
редовен	reguläre	редовен	regulär	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
заседание	sitzungsperiode	заседание	sitzungsperiode	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
заседание	session	заседание	session	N;INDF;NEUT;SG	
заседание	treffen	заседание	treffen	N;INDF;NEUT;SG	V;NFIN
албанци	albaner	албанец	alban	N;INDF;MASC;PL	ADJ
математически	mathematische	математически	mathematisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
математически	mathematischen	математически	mathematisch	ADJ;INDF;MASC;SG	ADJ;NOM;PL
калабрия	kalabrien	калабрия	kalabrienen	PROPN;INDF;FEM;SG	PROPN;NOM;SG
калабрия	calabria	калабрия	calabria	PROPN;INDF;FEM;SG	PROPN
критици	kritiker	критик	kritik	N;INDF;MASC;PL	ADJ
критици	kritikern	критик	kritikern	N;INDF;MASC;PL	ADJ
критици	kritiken	критик	kritik	N;INDF;MASC;PL	ADJ;PL
електрическа	elektrische	електрически	elektrisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
електрическа	elektrischen	електрически	elektrisch	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
електрическа	elektrische	електрически	elektrisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
марио	mario	марио	mario	PROPN;INDF;MASC;SG	PROPN;NOM;SG
почви	böden	почва	böden	N;INDF;FEM;PL	
почви	bodens	почва	bodens	N;INDF;FEM;PL	
почви	erde	почва	erde	N;INDF;FEM;PL	
почви	böden	почва	böden	N;INDF;FEM;PL	
почви	bodens	почва	bodens	N;INDF;FEM;PL	
почви	boden	почва	boden	N;INDF;FEM;PL	ADV
почви	erdboden	почва	erdboden	N;INDF;FEM;PL	V;V.PTCP
чарлс	charles	чарлс	charles	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
чарлс	karl	чарлс	karlen	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
пожар	feuer	пожар	feuer	N;INDF;MASC;SG	
пожар	brandschutz	пожар	brandschutz	N;INDF;MASC;SG	ADJ
пожар	fire	пожар	fein	N;INDF;MASC;SG	
пожар	feuerwehr	пожар	feuerwehr	N;INDF;MASC;SG	ADJ
пожар	brände	пожар	brinden	N;INDF;MASC;SG	N;NOM;PL
войник	soldaten	войник	soldat	N;INDF;MASC;SG	N;PL
войник	soldat	войник	soldat	N;INDF;MASC;SG	PROPN
преводачи	dolmetscher	преводач	dolmetsch	N;INDF;MASC;PL	ADJ
преводачи	übersetzer	преводач	übersetzer	N;INDF;MASC;PL	ADJ
преводачи	übersetzern	преводач	übersetzern	N;INDF;MASC;PL	
командващ	befehlshaber	командващ	befehlshaber	N;INDF;MASC;SG	
командващ	kommandanten	командващ	kommandant	N;INDF;MASC;SG	V;IND;PL;3;PST;FIN
командващ	kommandant	командващ	kommandant	N;INDF;MASC;SG	ADJ
командващ	commander	командващ	commander	N;INDF;MASC;SG	PROPN
наличие	vorhandensein	наличие	vorhandensein	N;INDF;NEUT;SG	ADV
наличие	anwesenheit	наличие	anwesenheit	N;INDF;NEUT;SG	ADJ
наличие	präsenz	наличие	präsenz	N;INDF;NEUT;SG	ADJ
наличие	gegenwart	наличие	gegenwart	N;INDF;NEUT;SG	
разработен	entwickelten	разработя-(се)	entwickeln	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PL;3;PST;FIN
поддържаща	unterstützen	поддържам	unterstützen	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT	V;NFIN
поддържаща	unterstützende	поддържам	unterstützend	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;PL
зимбабве	simbabwe	зимбабве	simbabwe	N;INDF;NEUT;SG	
зимбабве	tansania	зимбабве	tansania	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
зимбабве	zypern	зимбабве	zypern	N;INDF;NEUT;SG	
курсове	kurse	курс	kürsen	N;INDF;MASC;PL	ADJ
курсове	sprachkurse	курс	sprachkurs	N;INDF;MASC;PL	
курсове	golfplätze	курс	golfplätzen	N;INDF;MASC;PL	
гари	garry	гара	garry	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
гари	gary	гара	gary	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
гърците	griechen	грък	griechen	N;DEF;MASC;PL	
гърците	grieche	грък	griech	N;DEF;MASC;PL	
дружества	firmen	дружество	farmen	N;INDF;NEUT;PL	V;NFIN
дружества	gesellschaften	дружество	gesellschaft	N;INDF;NEUT;PL	ADJ
юноши	jugendlichen	юноша	jugendlich	N;INDF;MASC;PL	ADJ
юноши	jugendliche	юноша	jugendlich	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
юноши	jugendlichen	юноша	jugendlich	N;INDF;MASC;PL	ADJ
юноши	jugendliche	юноша	jugendlich	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
архангел	erzengel	архангел	erzengel	N;INDF;MASC;SG	
птолемей	ptolemaios	птолемей	ptolemaios	N;INDF;MASC;SG	PROPN;NOM;SG
реформа	reformieren	реформа	reformieren	N;INDF;FEM;SG	V;NFIN
реформа	reformen	реформа	reformen	N;INDF;FEM;SG	V;NFIN
реформа	reform	реформа	reform	N;INDF;FEM;SG	
нормално	normaler	нормално	normal	ADV	ADJ
нормално	normale	нормално	normal	ADV	ADJ;NOM;FEM;PL
нормално	normalen	нормално	normal	ADV	ADJ
