przez	דרך	przez	דרך	ADP	
środkowa	האמצע	środkowy	האמצע	ADJ;NOM;FEM;SG	
środkowa	סנטרל	środkowy	סנטרל	ADJ;NOM;FEM;SG	PROPN
środkowa	מרכזית	środkowy	מרכזי	ADJ;NOM;FEM;SG	ADV
środkowa	מרכז	środkowy	מרכז	ADJ;NOM;FEM;SG	N;MASC;SG
przedstawienia	שלח	przedstawienie	שלח	N;GEN;NEUT;SG	V;MASC;SG;3;PST
przedstawienia	שלחי	przedstawienie	שלח	N;GEN;NEUT;SG	
rafael	רפאל	rafael	רפאל	PROPN;NOM;MASC;SG	PROPN
ateny	אתונה	atena	אתונה		PROPN
orzeł	נשר	orzeł	נשר	N;NOM;MASC;SG	PROPN
orzeł	איגל	orzeł	איגל	N;NOM;MASC;SG	PROPN
orzeł	עיט	orzeł	עיט	N;NOM;MASC;SG	
orzeł	ראשים	orzeł	ראשים	N;NOM;MASC;SG	N;MASC;PL
kodu	קוד	koda	קוד	N;GEN;MASC;SG	
challenge	אתגר	challenga	אתגר		N;MASC;SG
challenge	האתגר	challenga	האתגר		PROPN
stałego	עמידה	stały	עמידה	ADJ;ACC;MASC;SG	N;FEM;SG
stałego	עומד	stały	עמד	ADJ;ACC;MASC;SG	V;MASC;SG;V.PTCP;ACT
stałego	עומדת	stały	עמד	ADJ;ACC;MASC;SG	V;FEM;SG;V.PTCP;ACT
stałego	עומדים	stały	עמד	ADJ;ACC;MASC;SG	V;MASC;PL;V.PTCP;ACT
panowanie	שלטונו	panować	שלטונו	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
uniknąć	להימנע	uniknąć	נמנע	V;PFV;NFIN;ACT	V;NFIN;MID
wilno	וילנה	wilno	וילנה	N;NOM;NEUT;SG	PROPN
sony	סוני	sona	סוני		PROPN
ken	קן	ken	קן		PROPN
ładunek	טען	ładunek	טען	N;ACC;MASC;SG	V;MASC;SG;3;PST;ACT
ładunek	לטעון	ładunek	טען	N;ACC;MASC;SG	V;NFIN;ACT
przyjęcie	מסיבה	przyjąć	מסיבה	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
przyjęcie	המפלגה	przyjąć	המפלג	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN
ograniczenia	מגבלות	ograniczenie	מגבלה	N;NOM;NEUT;SG	N;FEM;PL
ograniczenia	הגבלות	ograniczenie	הגבלה	N;NOM;NEUT;SG	N;FEM;PL
ograniczenia	מגבלות	ograniczenie	מגבלה	N;NOM;NEUT;SG	N;FEM;PL
ograniczenia	הגבלות	ograniczenie	הגבלה	N;NOM;NEUT;SG	N;FEM;PL
ograniczenia	מגבלות	ograniczenie	מגבלה	N;NOM;NEUT;SG	N;FEM;PL
ograniczenia	גבולות	ograniczenie	גבול	N;NOM;NEUT;SG	N;MASC;PL
publicznie	ציבורי	publicznie	ציבורי	ADV	ADJ;MASC;SG
lądowych	ארצי	lądowy	ארצי	ADJ;GEN;MASC;PL	PROPN
marcel	מרסל	marcel	מרסל	PROPN;NOM;MASC;SG	PROPN
men	גברים	men	גבר		N;MASC;PL
październik	באוקטובר	październik	באוקטובר	N;NOM;MASC;SG	PROPN
październik	אוקטובר	październik	אוקטובר	N;NOM;MASC;SG	PROPN
październik	באוקטובר	październik	באוקטובר	N;NOM;MASC;SG	PROPN
church	כנסיה	chury	כנסיה	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
church	כנסייה	chury	כנסייה	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
przyjęta	התקבלה	przyjąć	התקבל	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST
przyjęta	התקבל	przyjąć	התקבל	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST
przyjęta	קיבל	przyjąć	קיבל	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
przyjęta	שהתקבלו	przyjąć	שהתקבל	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PL;3;PST
przyjęta	מאומץ	przyjąć	מאומץ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	PROPN
przyjęta	אימוץ	przyjąć	אימוץ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;MASC;SG
przyjęta	מאומצת	przyjąć	מאומץ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;FEM;SG
pistolet	רובה	pistolet	רובה	N;NOM;MASC;SG	PROPN
oka	אוקה	oko	אוקה		PROPN
interwencji	התערבויות	interwencja	התערבות	N;DAT;FEM;SG	N;FEM;PL
teksas	טקסס	teksas	טקסס	N;NOM;MASC;SG	PROPN
marzec	מרץ	marzec	מרץ		PROPN
marzec	צעדה	marzec	צעדה		N;FEM;SG
marzec	במרץ	marzec	במרץ		PROPN
fiat	פיאט	fiat	פיאט		PROPN
sugeruje	מציע	sugerować	הציע	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
sugeruje	מרמז	sugerować	מרמז	V;IPFV;IND;SG;3;PRS;FIN;ACT	
sugeruje	מציע	sugerować	הציע	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
sugeruje	מציעה	sugerować	הציע	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
sugeruje	רומז	sugerować	רמז	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
sojuszu	הברית	sojusz	הברית	N;GEN;MASC;SG	PROPN
unit	יחידה	unit	יחידה		N;FEM;SG
realizacja	ההבנה	realizacja	ההבנה	N;NOM;FEM;SG	PROPN
inc	inc	inc	inc		PROPN
czerwiec	יוני	czerwiec	יוני		PROPN
szybkie	מהר	szybki	מהר	ADJ;NOM;NEUT;SG	ADV
szybkie	מהיר	szybki	מהיר	ADJ;NOM;NEUT;SG	
szybkie	מהיר	szybki	מהיר	ADJ;NOM;NEUT;SG	
bizancjum	ביזנטיון	bizancjum	ביזנטיון	N;NOM;NEUT;SG	PROPN
corporation	תאגיד	corporation	תאגיד		N;MASC;SG
matt	מט	matt	מט	PROPN;NOM;MASC;SG	
matt	מאט	matt	האט	PROPN;NOM;MASC;SG	
piąte	החמישי	piąty	החמיש		V;MASC;SG;3;PST;ACT
piąte	חמישית	piąty	חמישית		NUM;FEM;SG
piąte	חמישי	piąty	חמישי		PROPN
wyprodukowano	הפיק	wyprodukować	הפיק	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
wyprodukowano	מיוצר	wyprodukować	יוצר	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;V.PTCP;PASS
wyprodukowano	יוצר	wyprodukować	יצר	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;V.PTCP;ACT
wyprodukowano	מיוצר	wyprodukować	יוצר	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;V.PTCP;PASS
wyprodukowano	יוצרו	wyprodukować	הוצר	V;PFV;IND;0;PST;FIN;ACT	V;PL;3;PST;PASS
wyprodukowano	מיוצרים	wyprodukować	יוצר	V;PFV;IND;0;PST;FIN;ACT	V;MASC;PL;V.PTCP;PASS
aktorki	שחקניות	aktorka	שחקן	N;ACC;FEM;SG	N;FEM;PL
mazowiecki	מזובייצקי	mazowiecki	מזובייצקי	ADJ;NOM;MASC;SG	PROPN
zakończone	הושלם	zakończyć	הושלם	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
zakończone	השלים	zakończyć	השלים	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
zakończone	השלמת	zakończyć	השלמה	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;PSSD;FEM;SG
zakończone	הושלמה	zakończyć	הושלם	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST;PASS
zakończone	הושלמו	zakończyć	הושלם	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;3;PST;PASS
zakończone	סיימה	zakończyć	סיים	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST;ACT
zakończone	הסתיים	zakończyć	הסתיים	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST
zakończone	הסתיימה	zakończyć	הסתיים	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST
zakończone	סיימתי	zakończyć	סיימתי	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;1;PST;ACT
zakończone	סיים	zakończyć	סיים	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
dream	חלום	drwać	חלום		N;MASC;SG
dream	החלום	drwać	החלום		PROPN
dream	לחלום	drwać	חלם		V;NFIN;ACT
federacja	הפדרציה	federacja	הפדרציה	N;NOM;FEM;SG	PROPN
powoli	איטי	powoli	איטי	ADV	ADJ;MASC;SG
powoli	אט	powoli	אט	ADV	
ród	שבט	ród	שבט	N;NOM;MASC;SG	PROPN
bośni	בוסני	bośnić	בוסני	PROPN;NOM;FEM;SG	PROPN
bośni	בוסניה	bośnić	בוסניה	PROPN;NOM;FEM;SG	PROPN
skrzypce	כינור	skrzypce	כינור	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
lipiec	ביולי	lipiec	ביולי		PROPN
lipiec	יולי	lipiec	יולי		PROPN
krótka	קיצור	krótki	קיצור	ADJ;NOM;FEM;SG	N;MASC;SG
krótka	קצרה	krótki	קצר	ADJ;NOM;FEM;SG	ADV
krótka	תקציר	krótki	תקציר	ADJ;NOM;FEM;SG	
pies	כלב	pies	כלב	N;NOM;MASC;SG	PROPN
pies	דוג	pies	דוג	N;NOM;MASC;SG	PROPN
rosa	רוסה	rosa	רוסה		PROPN
rosa	רוזה	rosa	רוזה		PROPN
rosa	טל	rosa	טל		PROPN
reform	רפורמות	reforma	רפורמה		N;FEM;PL
reform	רפורמה	reforma	רפורמה		N;FEM;SG
formacie	פורמט	format	פורמט	N;DAT;MASC;SG	PROPN
formacie	בפורמט	format	בפורמט	N;DAT;MASC;SG	
sts	sts	sts	sts		PROPN
typowe	טיפוסית	typowy	טיפוסי	ADJ;NOM;NEUT;SG	ADV
typowe	טיפוסי	typowy	טיפוסי	ADJ;NOM;NEUT;SG	N;MASC
społeczeństwo	ציבורית	społeczeństwo	ציבורי	N;NOM;NEUT;SG	ADV
społeczeństwo	ציבורי	społeczeństwo	ציבורי	N;NOM;NEUT;SG	ADJ;MASC;SG
społeczeństwo	הציבור	społeczeństwo	הציבור	N;NOM;NEUT;SG	
wypadków	תאונה	wypadek	תאונה	N;GEN;MASC;PL	N;FEM;SG
wykłady	הרצאה	wykład	הרצאה	N;NOM;MASC;PL	N;FEM;SG
wykłady	ההרצאה	wykład	ההרצאה	N;NOM;MASC;PL	PROPN
fred	פרד	fred	פרד	PROPN;NOM;MASC;SG	PROPN
dąb	אלון	dąb	אלון		PROPN
inwestycji	השקעות	inwestycja	השקעה	N;GEN;FEM;SG	N;FEM;PL
archidiecezja	הארכיבישוף	archidiecezja	הארכיבישוף	N;NOM;FEM;SG	PROPN
kryzysu	המשבר	kryzys	המשבר	N;GEN;MASC;SG	PROPN
krytyczna	קריטית	krytyczny	קריטי	ADJ;NOM;FEM;SG	N
krytyczna	ביקורתית	krytyczny	ביקורתי	ADJ;NOM;FEM;SG	ADV
wczesne	ארלי	wczesny	ארלי		PROPN
wczesne	תחילת	wczesny	תחילה		N;PSSD;FEM;SG
wczesne	מוקדם	wczesny	מוקדם		ADV
rakiety	רוקט	rakieta	רוקט	N;ACC;FEM;PL	
rakiety	טיל	rakieta	טיל	N;ACC;FEM;PL	PROPN
rakiety	רקטה	rakieta	רקטה	N;ACC;FEM;PL	N;FEM;SG
miguel	מיגל	miguel	מיגל	PROPN;NOM;MASC;SG	PROPN
konieczności	הכרח	konieczność	הכרח	N;GEN;FEM;SG	
modlitwy	תפילות	modlitwa	תפילות	N;GEN;FEM;SG	N;FEM;PL
dzielnice	השכונות	dzielnica	השכונה	N;NOM;FEM;PL	PROPN
setki	מאות	setka	מאות		NUM;FEM;PL
japońskie	יפני	japoński	יפני	ADJ;NOM;NEUT;SG	PROPN
japońskie	יפנית	japoński	יפני	ADJ;NOM;NEUT;SG	PROPN
japońskie	יפנים	japoński	יפנים	ADJ;NOM;NEUT;SG	N;MASC;PL
rudy	רודי	ruda	רודי		PROPN
rudy	עפרות	ruda	עפרות		N;FEM;PL
leki	תרופה	lek	תרופה	N;NOM;MASC;PL	N;FEM;SG
taniec	תרקוד	taniec	תרקוד	N;NOM;MASC;SG	V;MASC;SG;2;FUT;ACT
taniec	לרקוד	taniec	רקד	N;NOM;MASC;SG	V;NFIN;ACT
taniec	דאנס	taniec	דאנס	N;NOM;MASC;SG	PROPN
taniec	מחול	taniec	מחול	N;NOM;MASC;SG	PROPN
taniec	ריקודים	taniec	ריקוד	N;NOM;MASC;SG	N;MASC;PL
taniec	רוקדים	taniec	רקד	N;NOM;MASC;SG	N;MASC;PL
taniec	רוקד	taniec	רוקד	N;NOM;MASC;SG	PROPN
pomaga	עוזר	pomagać	עוזר	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
pomaga	מסייע	pomagać	סייע	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
pomaga	מסייעת	pomagać	סייע	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
przedmioty	אובייקט	przedmiot	אובייקט	N;NOM;MASC;PL	N;MASC;SG
zniszczone	נהרס	zniszczyć	נהרס	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;MID
zniszczone	הושמד	zniszczyć	הושמד	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
zniszczone	הרס	zniszczyć	הרס	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;SG
zniszczone	הרוס	zniszczyć	הרוס	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zniszczone	נהרסו	zniszczyć	נהרס	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;3;PST;MID
maszyna	המכונה	maszyna	המכון	N;NOM;FEM;SG	
maszyna	מכונה	maszyna	כונה	N;NOM;FEM;SG	V;MASC;SG;V.PTCP;PASS
bell	פעמון	bell	פעמון	PROPN;NOM;MASC;SG	N;MASC;SG
bell	בל	bell	בל	PROPN;NOM;MASC;SG	
produkowane	הפיק	produkować	הפיק	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
produkowane	מיוצר	produkować	יוצר	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
produkowane	יוצר	produkować	יצר	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
produkowane	מיוצר	produkować	יוצר	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
produkowane	יוצרו	produkować	הוצר	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;3;PST;PASS
produkowane	מיוצרים	produkować	יוצר	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
spór	במחלוקת	spór	במחלוקת	N;NOM;MASC;SG	ADV
auschwitz	אושוויץ	auschwitza	אושוויץ	PROPN;NOM;MASC;SG	PROPN
pomorza	פומרניה	pomorze	פומרניה		PROPN
otoczony	מוקף	otoczyć	הוקף	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
otoczony	מוקפים	otoczyć	הוקף	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
otoczony	מוקפת	otoczyć	הוקף	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
werner	ורנר	werner	ורנר	PROPN;NOM;MASC;SG	PROPN
werner	וורנר	werner	וורנר	PROPN;NOM;MASC;SG	PROPN
philip	פיליפ	philip	פיליפ	PROPN;NOM;MASC;SG	PROPN
uczeń	השוליה	uczenić	השוליה	N;NOM;MASC;SG	PROPN
leksykon	הלקסיקון	leksykon	הלקסיקון	N;NOM;MASC;SG	PROPN
regionalnych	אזורי	regionalny	אזור	ADJ;GEN;MASC;PL	N;MASC;PL
regionalnych	איזורי	regionalny	איזורין	ADJ;GEN;MASC;PL	PROPN
chcesz	רוצה	chcieć	רצה	V;IPFV;IND;SG;2;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
chcesz	רוצים	chcieć	רצה	V;IPFV;IND;SG;2;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
chińska	סינית	chiński	סיני	ADJ;NOM;FEM;SG	PROPN
chińska	סיני	chiński	סיני	ADJ;NOM;FEM;SG	PROPN
wyznanie	וידויים	wyznanie	וידוי	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;MASC;PL
wyznanie	קריד	wyznanie	קריד	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN
wyznanie	ווידוי	wyznanie	ווידוי	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
wyznanie	מתוודה	wyznanie	התוודה	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;SG;V.PTCP
detroit	דטרויט	detroit	דטרויט	PROPN;NOM;MASC;SG	PROPN
istniejące	קיימות	istnieć	קיים	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;FEM;PL
istniejące	קיימים	istnieć	קיים	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;MASC;PL
maksymalnie	מרבי	maksymalnie	מרבי	ADV	
maksymalnie	מירבי	maksymalnie	מרבי	ADV	ADJ;MASC;SG
maksymalnie	מקסימום	maksymalnie	מקסימום	ADV	N;MASC;SG
maksymalnie	מקסימלי	maksymalnie	מקסימלי	ADV	ADJ;MASC;SG
maksymalnie	המקסימום	maksymalnie	המקסימום	ADV	PROPN
ross	רוס	ross	רוס	PROPN;NOM;MASC;SG	PROPN
dawka	מנה	dawka	מנה	N;NOM;FEM;SG	
uczestnicy	מתחרים	uczestnik	התחרה	N;NOM;MASC;PL	V;MASC;PL;V.PTCP
uczestnicy	משתתפים	uczestnik	השתתף	N;NOM;MASC;PL	V;MASC;PL;V.PTCP
uczestnicy	משתתפים	uczestnik	השתתף	N;NOM;MASC;PL	V;MASC;PL;V.PTCP
mount	מאונט	mount	מאונט		PROPN
mount	הר	mount	הר		PROPN
zlokalizowany	אותרה	zlokalizować	אותר	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	PROPN
zlokalizowany	ממוקמת	zlokalizować	מוקם	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
zlokalizowany	ממוקם	zlokalizować	מוקם	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
moon	מון	moon	מון		PROPN
moon	ירח	moon	ירח		PROPN
moon	הירח	moon	הירח		PROPN
opór	התנגד	opór	התנגד	N;NOM;MASC;SG	V;MASC;SG;3;PST
opór	להתנגד	opór	התנגד	N;NOM;MASC;SG	V;NFIN
point	נקודה	point	נקודה		N;FEM;SG
point	נקודת	point	נקודה		N;FEM;SG
point	פוינט	point	פוינט		PROPN
jorge	חורחה	jorga	חורחה	PROPN;NOM;MASC;SG	PROPN
denis	דניס	denis	דניס	PROPN;NOM;MASC;SG	PROPN
ocean	האוקיינוס	ocean	האוקיינוס	N;NOM;MASC;SG	PROPN
lincoln	לינקולן	lincoln	לינקולן		PROPN
raymond	ריימונד	raymond	ריימונד	PROPN;NOM;MASC;SG	PROPN
skala	מאזניים	skala	מאזניים	N;NOM;FEM;SG	N;MASC;PL
rad	ראד	rada	ראד	V;IPFV;IMP;PL;2;FIN;ACT	PROPN
oxford	אוקספורד	oxford	אוקספורד	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
świadomości	מודעות	świadomość	מודעה	N;GEN;FEM;SG	N;FEM;PL
houston	יוסטון	houston	יוסטון	PROPN;NOM;MASC;SG	PROPN
dos	דוס	dosyć	דוס		PROPN
blok	בלוק	blok	בלוק	N;NOM;MASC;SG	PROPN
blok	חסום	blok	חסום	N;NOM;MASC;SG	ADJ;MASC;SG
blok	לחסום	blok	חסם	N;NOM;MASC;SG	V;NFIN;ACT
drewniane	מעץ	drewniany	מעץ	ADJ;NOM;NEUT;SG	
wspólnej	נפוץ	wspólny	נפוץ	ADJ;GEN;FEM;SG	V;MASC;SG;V.PTCP;MID
wpis	התראת	wpis	התראה	N;NOM;MASC;SG	ADV
disney	דיסני	disney	דיסני		PROPN
akcje	סטוק	akcja	סטוק	N;NOM;FEM;PL	PROPN
akcje	מניה	akcja	מניה	N;NOM;FEM;PL	
akcje	מלאי	akcja	מלאי	N;NOM;FEM;PL	
szerokie	רחבה	szeroki	רחבה	ADJ;NOM;NEUT;SG	N;FEM;SG
szerokie	רחבות	szeroki	רחבה	ADJ;NOM;NEUT;SG	N;FEM;PL
szerokie	רחב	szeroki	רחב	ADJ;NOM;NEUT;SG	
szerokie	רחבה	szeroki	רחבה	ADJ;NOM;NEUT;SG	N;FEM;SG
szerokie	רחב	szeroki	רחב	ADJ;NOM;NEUT;SG	
army	צבא	arma	צבא		N;MASC;SG
napisz	תכתבי	napisać	תכתב	V;PFV;IMP;SG;2;FIN;ACT	PROPN
napisz	כתוב	napisać	כתב	V;PFV;IMP;SG;2;FIN;ACT	
napisz	כתבי	napisać	כתב	V;PFV;IMP;SG;2;FIN;ACT	N;PSSD;MASC;PL
królewska	מלכותי	królewski	מלכותי	ADJ;NOM;FEM;SG	N;MASC;SG
królewska	רויאל	królewski	רויאל	ADJ;NOM;FEM;SG	PROPN
kolekcja	אוסף	kolekcja	אוסף	N;NOM;FEM;SG	
odkrycie	דיסקברי	odkrycie	דיסקברי	N;NOM;NEUT;SG	PROPN
odkrycie	התגלית	odkrycie	התגלית	N;NOM;NEUT;SG	
srebrna	כסף	srebrny	כסף		N;MASC;SG
srebrna	סילבר	srebrny	סילבר		PROPN
srebrna	מכסף	srebrny	מכסף		N;MASC;SG
sky	שמיים	ska	שמיים		N
sky	סקיי	ska	סקיי		PROPN
sky	שמים	ska	שמיים		N;MASC;PL
sky	השמים	ska	השמים		ADV
sierra	סיירה	sierry	סיירה		PROPN
logo	לוגו	Lóg	לוגו		PROPN
logo	הלוגו	Lóg	הלוגו		PROPN
logo	לוגו	Lóg	לוגו		PROPN
wieków	מאות	wiek	מאות	N;GEN;MASC;PL	NUM;FEM;PL
dominik	דומיניק	dominika	דומיניק	PROPN;NOM;MASC;SG	PROPN
miasteczka	ערים	miasteczko	עיר	N;NOM;NEUT;SG	N;FEM;PL
miasteczka	עיירות	miasteczko	עיירה	N;NOM;NEUT;SG	N;FEM;PL
juz	כבר	juz	כבר		ADV
mury	חומה	mur	חומה	N;NOM;MASC;PL	PROPN
mury	הכותל	mur	הכותל	N;NOM;MASC;PL	ADV
mury	הקיר	mur	הקיר	N;NOM;MASC;PL	PROPN
mury	קיר	mur	קיר	N;NOM;MASC;PL	N;MASC;SG
benz	בנץ	benz	בנץ		PROPN
gracza	נגן	gracza	נגן	N;ACC;MASC;SG	
mówić	דבר	mówić	דבר	V;IPFV;NFIN;ACT	N;MASC;SG
mówić	דברי	mówić	דבר	V;IPFV;NFIN;ACT	N;PSSD;MASC;PL
zostaw	עזוב	zostawić	עזוב	V;PFV;IMP;SG;2;FIN;ACT	
zostaw	עזבו	zostawić	עזב	V;PFV;IMP;SG;2;FIN;ACT	V;PL;3;PST;ACT
andriej	אנדריי	andriej	אנדריי	PROPN;NOM;MASC;SG	PROPN
andriej	אנדריי	andriej	אנדריי	PROPN;NOM;MASC;SG	PROPN
kolumny	הטור	kolumna	הטור	N;NOM;FEM;PL	
kolumny	טור	kolumna	טור	N;NOM;FEM;PL	PROPN
szwedzka	שוודי	szwedzko	שוודי	ADJ;NOM;FEM;SG	PROPN
charlotte	שרלוט	charlotty	שרלוט	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
charlotte	שארלוט	charlotty	שארלוט	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
najwyższa	העליון	wysoki	העליון	ADJ;NOM;CMPR;FEM;SG	PROPN
brązowa	בראון	brązowy	בראון	ADJ;NOM;FEM;SG	PROPN
brązowa	חומה	brązowy	חומה	ADJ;NOM;FEM;SG	PROPN
brązowa	חומות	brązowy	חומה	ADJ;NOM;FEM;SG	N;FEM;PL
brązowa	חום	brązowy	חום	ADJ;NOM;FEM;SG	
powietrzne	אווירי	powietrzny	אווירי	ADJ;NOM;NEUT;SG	N;MASC;SG
spowodował	נגרם	spowodować	נגרם	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;3;PST;MID
gali	גאלה	gal	גאלה	N;GEN;FEM;SG	PROPN
nelson	נלסון	nelson	נלסון	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
dylan	דילן	dylan	דילן	PROPN;NOM;MASC;SG	PROPN
prowadząca	המוביל	prowadząca	המוביל	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	PROPN
prowadząca	מובילים	prowadząca	הוביל	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	V;MASC;PL;V.PTCP;ACT
prowadząca	מובילה	prowadząca	הוביל	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
prowadząca	מוביל	prowadząca	הוביל	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
cegły	לבנים	cegły	לבן		N;MASC;PL
cegły	בריק	cegły	בריק		PROPN
organizator	מארגנת	organizator	ארגן	N;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
organizator	מארחים	organizator	מארח	N;NOM;MASC;SG	N;MASC;PL
organizator	המארח	organizator	המארח	N;NOM;MASC;SG	PROPN
organizator	מארח	organizator	מרח	N;NOM;MASC;SG	PROPN
organizator	מנחה	organizator	מנחה	N;NOM;MASC;SG	
philippe	פיליפ	philippa	פיליפ	PROPN;NOM;MASC;SG	PROPN
podobna	דומות	podobny	דומה	ADJ;NOM;FEM;SG	ADJ;FEM;PL
podobna	דומה	podobny	דומה	ADJ;NOM;FEM;SG	
podobna	דומים	podobny	דומה	ADJ;NOM;FEM;SG	N;MASC;PL
szybki	מהר	szybki	מהר	ADJ;NOM;MASC;SG	ADV
szybki	מהיר	szybki	מהיר	ADJ;NOM;MASC;SG	
szybki	מהיר	szybki	מהיר	ADJ;NOM;MASC;SG	
pozbawiony	מקופח	pozbawić	קופח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
klasyczny	קלאסית	klasyczny	קלאסי	ADJ;NOM;MASC;SG	ADV
klasyczny	קלאסיקה	klasyczny	קלאסיקה	ADJ;NOM;MASC;SG	N;FEM;SG
klasyczny	קלאסית	klasyczny	קלאסי	ADJ;NOM;MASC;SG	ADV
upadek	תיפול	upadek	נפל	N;NOM;MASC;SG	V;FEM;SG;3;FUT;ACT
