kategória	kategorii	kategória	kategorie	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
anime	anime	anima	anime		N;NOM;NEUT;SG;POS
starostlivosť	péči	starostlivosť	péče	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
dokumentov	dokumenty	dokument	dokument	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
dokumentov	doklady	dokument	doklad	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
jednoduchý	jednoduchý	jednoduchý	jednoduchý	ADJ;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
osmanskej	osmanské	osmanský	osmanský	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG;POS
kritika	kritiky	kritika	kritika	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
kritika	kritiku	kritika	kritika	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
trval	trvaly	trvať	trvat	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
trval	trvala	trvať	trvat	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
desiatky	desítek	desiatka	desítka	N;NOM;FEM;PL	N;GEN;FEM;PL;POS
desiatky	desítek	desiatka	desítka	N;NOM;FEM;PL	N;GEN;FEM;PL;POS
prevádzka	úkony	prevádzka	úkon	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
náboženstva	vyznání	náboženstvo	vyznání	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
náboženstva	náboženství	náboženstvo	náboženství	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
jazerá	jezer	jazero	jezero	N;NOM;NEUT;PL	N;GEN;NEUT;PL;POS
prípravu	příprava	príprava	příprava	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
prípravu	přípravy	príprava	příprava	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
otázku	otázka	otázka	otázka	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
otázku	dotaz	otázka	dotaz	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
haly	chodbách	haly	chodba	N;NOM;FEM;PL	N;ESS;FEM;PL;POS
chýba	chybějící	chýbať	chybějící	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
najlepšia	nejlépe	dobrý	dobře	ADJ;NOM;RL;FEM;SG	ADV;RL;POS
najlepšia	nej	dobrý	nej	ADJ;NOM;RL;FEM;SG	N;NOM;MASC;SG;POS
najlepšia	best	dobrý	good	ADJ;NOM;RL;FEM;SG	PROPN;NOM;MASC;SG;POS
časopisov	časopisy	časopis	časopis	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
pás	pase	pás	pas	N;INAN;NOM;MASC;SG	N;DAT;FEM;SG;POS
organizmov	organismy	organizmus	organismus	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
deep	hluboká	deep	hluboký	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
deep	hluboké	deep	hluboký	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
deep	hluboko	deep	hluboko	PROPN;ANIM;NOM;MASC;SG	ADV;POS
deep	hluboký	deep	hluboký	PROPN;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
pravidelné	pravidelné	pravidelný	pravidelný	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
pravidelné	pravidelně	pravidelný	pravidelně	ADJ;NOM;NEUT;SG	ADV;POS
pravidelné	pravidelné	pravidelný	pravidelný	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
pravidelné	pravidelné	pravidelný	pravidelný	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
prameňov	springs	prameň	springs	N;INAN;GEN;MASC;PL	PROPN;INAN;NOM;MASC;SG;POS
prameňov	prameny	prameň	pramen	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
žiť	bydlení	žiť	bydlení	V;IPFV;POS;NFIN	N;NOM;NEUT;SG;POS
žiť	žijící	žiť	žijící	V;IPFV;POS;NFIN	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
žiť	živé	žiť	živý	V;IPFV;POS;NFIN	ADJ;NOM;NEUT;SG;POS
žiť	živá	žiť	živý	V;IPFV;POS;NFIN	ADJ;NOM;FEM;SG;POS
žiť	živě	žiť	živě	V;IPFV;POS;NFIN	ADV;POS
žiť	live	žiť	live	V;IPFV;POS;NFIN	PROPN;NOM;MASC;SG;POS
eugen	eugen	eugen	eugen	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
nova	nova	nova	nova	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
existencia	existenci	existencia	existence	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
zložené	složil	zložený	složit	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
zložené	skládá	zložený	skládat	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
est	est	est	etre		N;NOM;MASC;SG;POS
kubín	kubín	kubín	kubín	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
svidník	svidník	svidník	svidník	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
drevené	dřevěné	drevený	dřevěný	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
konalo	jednala	konať	jednat	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
pomôcť	pomoc	pomôcť	pomoc	V;PFV;POS;NFIN	N;NOM;FEM;SG;POS
športová	sport	športový	sport	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
športová	sporty	športový	sport	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
údolia	údolí	údolie	údolí	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
chémia	chemii	chémiť	chemie	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
skupinách	skupinky	skupina	skupinka	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
skupinách	skupiny	skupina	skupina	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
barbara	barbaru	barbara	barbar	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
pravdu	pravda	pravda	pravda	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
bmw	bmw	bmw	bmw	N;INAN;NOM;MASC;SG	PROPN;NEUT;POS
kúpele	spa	kúpeľ	spa	N;INAN;NOM;MASC;PL	PROPN;INAN;NOM;MASC;SG;POS
kúpele	lázeňské	kúpeľ	lázeňský	N;INAN;NOM;MASC;PL	ADJ;NOM;MASC;PL;POS
prejav	řeči	prejav	řeč	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
produkt	produktu	produkt	produkt	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
liberec	liberec	liberec	liberec	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
prínos	přínosy	prínos	přínos	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
prínos	výhody	prínos	výhoda	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
prínos	dávky	prínos	dávka	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
zéland	zéland	zéland	zéland	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
zéland	zélandu	zéland	zéland	N;INAN;NOM;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
úloha	roli	úloha	role	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
výročia	výročí	výročiť	výročí	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
ssr	csf	ssr	csf		PROPN;MASC;SG;POS
ssr	ssr	ssr	ssro		PROPN;FEM;POS
slobodný	singl	slobodný	singl	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
slobodný	volný	slobodný	volný	ADJ;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
slobodný	zdarma	slobodný	zdarma	ADJ;ANIM;NOM;MASC;SG	ADV
obsahoval	obsahovala	obsahovať	obsahovat	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
obsahoval	obsahovaly	obsahovať	obsahovat	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
obsahoval	obsažené	obsahovať	obsažený	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
obsahoval	obsažený	obsahovať	obsažený	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
hospodársky	ekonomické	hospodársky	ekonomický	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
hospodársky	ekonomicky	hospodársky	ekonomicky	ADJ;INAN;NOM;MASC;SG	ADV;POS
hospodársky	hospodářsky	hospodársky	hospodářsky	ADJ;INAN;NOM;MASC;SG	ADV;POS
janko	janko	janko	janko	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
merania	měření	meranie	měření	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
štvrti	okolí	štvrť	okolí	N;DAT;FEM;SG	N;NOM;NEUT;SG;POS
štvrti	čtvrť	štvrť	čtvrť	N;DAT;FEM;SG	N;NOM;FEM;SG;POS
štvrti	sousedství	štvrť	sousedství	N;DAT;FEM;SG	N;NOM;NEUT;SG;POS
elektronické	elektronické	elektronický	elektronický	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
bei	bei	bei	bei	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;POS
priniesol	přinesla	priniesť	přinést	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
della	della	della	della	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
rusky	ruské	rusky	ruský	ADV	ADJ;NOM;FEM;SG;POS
rusky	ruská	rusky	ruský	ADV	ADJ;NOM;FEM;SG;POS
rusky	ruský	rusky	ruský	ADV	ADJ;ANIM;NOM;MASC;SG;POS
rusky	rus	rusky	rus	ADV	PROPN;ANIM;NOM;MASC;SG;POS
hmota	hmoty	hmota	hmota	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
hmota	hmotu	hmota	hmota	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
disciplíny	disciplína	disciplína	disciplína	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
disciplíny	disciplínu	disciplína	disciplína	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
disciplíny	kázeň	disciplína	kázeň	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
minerálov	minerály	minerál	minerál	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
zabezpečiť	bezpečné	zabezpečiť	bezpečný	V;PFV;POS;NFIN	ADJ;NOM;NEUT;SG;POS
zabezpečiť	bezpečná	zabezpečiť	bezpečný	V;PFV;POS;NFIN	ADJ;NOM;FEM;SG;POS
víno	vína	víno	víno	N;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
parky	parků	parka	park	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
kežmarok	kežmarok	kežmarok	kežmarok	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
johnson	johnsonová	johnson	johnsonový	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
johnson	johnson	johnson	johnson	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
johnson	johnsonovi	johnson	johnson	PROPN;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
prispel	přispěli	prispieť	přispět	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
prispel	přispěla	prispieť	přispět	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
prispel	přispěly	prispieť	přispět	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;INAN;PL;POS;PST;V.PTCP;ACT
prispel	daroval	prispieť	darovat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
prispel	přispěli	prispieť	přispět	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
prispel	darovali	prispieť	darovat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
teplotu	teplota	teplota	teplota	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
teplotu	teploty	teplota	teplota	N;ACC;FEM;SG	N;NOM;FEM;PL;POS
bebravou	bebravou	bebrava	bebrava	N;INS;FEM;SG	PROPN;INS;FEM;SG;POS
domáci	domácí	domáci	domácí	N;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
domáci	domácí	domáci	domácí	N;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
domáci	domácí	domáci	domácí	N;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
atolu	atolu	atol	atol	N;INAN;GEN;MASC;SG	N;INAN;DAT;MASC;SG;POS
pozitívne	kladný	pozitívne	kladný	ADV	ADJ;INAN;NOM;MASC;SG;POS
pozitívne	kladné	pozitívne	kladný	ADV	ADJ;NOM;NEUT;SG;POS
pozitívne	pozitivní	pozitívne	pozitivní	ADV	ADJ;INAN;NOM;MASC;SG;POS
premier	premiéra	premier	premiér	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
premier	premier	premier	premier	PROPN;ANIM;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
premier	premiér	premier	premiér	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
zvieratá	zvířat	zviera	zvíře	N;NOM;NEUT;PL	N;GEN;NEUT;PL;POS
zvieratá	zvířecí	zviera	zvířecí	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG;POS
zvieratá	zvíře	zviera	zvíře	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
zvieratá	zvířat	zviera	zvíře	N;NOM;NEUT;PL	N;GEN;NEUT;PL;POS
varianty	variant	variant	varianta	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL;POS
krv	krvi	krv	krev	N;NOM;FEM;SG	N;DAT;FEM;SG;POS
krv	blood	krv	blood	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
tanec	taneční	tanec	taneční	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
tanec	tančící	tanec	tančící	N;INAN;NOM;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
lesný	les	lesný	les	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
lesný	lesy	lesný	les	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
lesný	lesa	lesný	les	ADJ;ANIM;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
chvost	ocásek	chvost	ocáska	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
chvost	nb	chvost	nb	N;INAN;NOM;MASC;SG	PROPN;MASC;POS
koncertov	koncerty	koncert	koncert	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
skalica	skalica	skalica	skalica	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
nemcov	němců	nemec	němec	N;INAN;GEN;MASC;PL	PROPN;ANIM;GEN;MASC;PL;POS
nemcov	němci	nemec	němec	N;INAN;GEN;MASC;PL	PROPN;ANIM;NOM;MASC;PL;POS
základňa	základnu	základňa	základna	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
umelé	uměle	umelý	uměle	ADJ;NOM;NEUT;SG	ADV;POS
mladosti	mládež	mladosť	mládež	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
mladosti	mládí	mladosť	mládí	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS
mladosti	mládeže	mladosť	mládež	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
koruna	korunu	koruna	koruna	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
koruna	koruny	koruna	koruna	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
koruna	crown	koruna	crown	N;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
letecký	aerospace	letecký	aerospace	ADJ;ANIM;NOM;MASC;SG	N;FEM;POS
molekuly	molekul	molekul	molekula	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL;POS
urban	městský	urban	městský	PROPN;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
urban	městská	urban	městský	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
urban	městské	urban	městský	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
bulharska	bulharsko	bulharsky	bulharský	N;NOM;NEUT;PL	PROPN;NOM;NEUT;SG;POS
kontakt	kontaktovat	kontakt	kontaktovat	N;INAN;NOM;MASC;SG	V;IPFV;POS;NFIN
kontakt	kontaktujte	kontakt	kontaktovat	N;INAN;NOM;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
provincií	provincie	provincia	provincie	N;GEN;FEM;PL	N;NOM;FEM;SG;POS
provincií	provincií	provincia	provincie	N;GEN;FEM;PL	N;INS;FEM;SG;POS
riziko	riskovat	riziko	riskovat	N;NOM;NEUT;SG	V;POS;NFIN
riziko	rizika	riziko	riziko	N;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
pardubice	pardubice	pardubica	pardubika	N;NOM;FEM;PL	PROPN;NOM;FEM;PL;POS
obvodov	okruhy	obvod	okruh	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
obvodov	obvody	obvod	obvod	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
obvodov	obvody	obvod	obvod	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
poľské	polák	poľský	polák	ADJ;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
poľské	polské	poľský	polský	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
ali	ali	ali	ali	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
aktivita	aktivitu	aktivita	aktivita	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
aktivita	aktivity	aktivita	aktivita	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
kombinácie	kombinace	kombinácia	kombinace	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
kombinácie	kombinaci	kombinácia	kombinace	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
kombinácie	kombinace	kombinácia	kombinace	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
ôsmich	eight	osem	eight	NUM;GEN;MASC;PL	N;NOM;MASC;SG;POS
ôsmich	osm	osem	osm	NUM;GEN;MASC;PL	NUM;NOM;SG
ôsmich	osmička	osem	osmička	NUM;GEN;MASC;PL	N;NOM;FEM;SG;POS
znie	zvuky	znieť	zvuk	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;NOM;MASC;PL;POS
project	projekt	project	projekt	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
project	projektu	project	projekt	PROPN;ANIM;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
poslanca	radního	poslanca	radní	N;ANIM;ACC;MASC;SG	ADJ;ANIM;GEN;MASC;SG;POS
poslanca	radní	poslanca	radní	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;PL;POS
pyramída	pyramidu	pyramída	pyramida	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
pyramída	pyramidy	pyramída	pyramida	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
čínsky	čínský	čínsky	čínský	ADJ;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
čínsky	číňan	čínsky	číňan	ADJ;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
čínsky	čína	čínsky	čína	ADJ;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
architektov	architekti	architekt	architekt	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
komunita	komunity	komunita	komunita	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
učil	učila	učiť	učit	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
učil	naučil	učiť	naučit	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
jeff	jeffa	jeff	jeffo	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
jeff	jeff	jeff	jeff	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
non	non	non	non	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
ohio	ohio	ohio	ohio	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
prístroje	zařízení	prístroj	zařízení	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
prístroje	přístroj	prístroj	přístroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
prístroje	aparát	prístroj	aparát	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
zamestnanie	job	zamestnanie	job	N;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
zamestnanie	práci	zamestnanie	práce	N;NOM;NEUT;SG	N;ACC;FEM;SG;POS
rody	rodů	rod	rod	N;INAN;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
pluku	regiment	pluka	regiment	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
pluku	pluk	pluka	pluk	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
brány	gates	brána	gates	N;NOM;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
brány	brány	brána	braný	N;NOM;FEM;PL	ADJ;PL;POS;V.PTCP;PASS
brány	brány	brána	braný	N;NOM;FEM;PL	ADJ;PL;POS;V.PTCP;PASS
slúžila	podávaný	slúžiť	podávaný	V;IPFV;FEM;SG;POS;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
slúžila	podávaná	slúžiť	podávaný	V;IPFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
slúžila	podávané	slúžiť	podávaný	V;IPFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;PL;POS
filmom	filmová	film	filmový	N;INAN;INS;MASC;SG	ADJ;NOM;FEM;SG;POS
filmom	film	film	film	N;INAN;INS;MASC;SG	N;INAN;NOM;MASC;SG;POS
filmom	filmová	film	filmový	N;INAN;INS;MASC;SG	ADJ;NOM;FEM;SG;POS
filmom	film	film	film	N;INAN;INS;MASC;SG	N;INAN;NOM;MASC;SG;POS
vôd	vody	vôd	voda	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
poverený	svěřil	poverený	svěřit	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
poverený	pověřené	poverený	pověřený	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
kmeňov	kmeny	kmeň	kmen	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
kmeňov	kmeny	kmeň	kmen	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
ernest	ernest	ernest	ernest	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ernest	arnošt	ernest	arnošt	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
nahral	nahráli	nahrať	nahrát	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
nahral	nahrané	nahrať	nahraný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
nahral	nahraný	nahrať	nahraný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
zničené	zničena	zničený	zničený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
bojovať	boj	bojovať	boj	V;IPFV;POS;NFIN	N;INAN;NOM;MASC;SG;POS
vyrobený	vyrobené	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
vyrobený	vyráběné	vyrobený	vyráběný	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
vyrobený	vyrobené	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
vyrobený	vyrobeny	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
vyrobený	vyrobil	vyrobený	vyrobit	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
vyrobený	vyrobeny	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
vyrobený	udělal	vyrobený	udělat	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
vyrobený	vyrobené	vyrobený	vyrobený	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
úspešné	úspěšně	úspešný	úspěšně	ADJ;NOM;NEUT;SG	ADV;POS
úspešné	úspěšnost	úspešný	úspěšnost	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;POS
úspešné	úspěch	úspešný	úspěch	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
zlín	zlín	zlín	zlín	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
japonská	japonské	japonský	japonský	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
japonská	japonec	japonský	japonec	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
lehota	lhůty	lehota	lhůta	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
vybral	vybírala	vybrať	vybírat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
ázia	asie	ázia	asie	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
ázia	asii	ázia	asie	N;NOM;FEM;SG	PROPN;DAT;FEM;SG;POS
