seattle	سياتل	settlli	سِيَاتِل	N;NOM;MASC;SG	
presude	احكام	presuda	حُكم	N;NOM;FEM;PL	N;NOM;INDF;SG
zalihe	لوازم	zaliha	لوازم	N;NOM;FEM;PL	
zalihe	المخزون	zaliha	مَخزُون	N;NOM;FEM;PL	N;NOM;DEF;SG
usvojena	اعتمدت	usvojiti	اِعتَمَد	ADJ;NOM;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
instrumente	صكوك	instrument	صَكّ	N;ACC;MASC;PL	N;NOM;INDF;PL
instrumente	الصكوك	instrument	صَكّ	N;ACC;MASC;PL	N;NOM;DEF;PL
instrumente	الالات	instrument	آلَة	N;ACC;MASC;PL	N;NOM;DEF;PL
fotografiju	صورة	fotografija	صُورَة	N;ACC;FEM;SG	N;NOM;INDF;SG
fotografiju	الصورة	fotografija	صُورَة	N;ACC;FEM;SG	N;NOM;DEF;SG
fotografiju	p	fotografija	!	N;ACC;FEM;SG	
komplikacija	مضاعفات	komplikacija	مُضَاعَفَات	N;NOM;FEM;SG	N;NOM;INDF;PL
komplikacija	التعقيدات	komplikacija	تَعقِيد	N;NOM;FEM;SG	N;NOM;DEF;PL
komplikacija	تعقيدات	komplikacija	تَعقِيد	N;NOM;FEM;SG	N;NOM;INDF;PL
komplikacija	المضاعفات	komplikacija	مُضَاعَفَة	N;NOM;FEM;SG	N;NOM;DEF;PL
dobitnici	الفائزين	dobitnik	فَائِز	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;PL
crawford	كروفورد	crawford	كرُوفُورد	N;NOM;FEM;SG	
crawford	كراوفورد	crawford	كراوفورد	N;NOM;FEM;SG	
lana	لانا	lana	لانا	N;NOM;FEM;SG	
crtež	ارسم	crtež	ارسم	N;NOM;MASC;SG	
gupta	جوبتا	gupta	جُوبتَا	N;NOM;MASC;SG	
gupta	غوبتا	gupta	غُوبِتَا	N;NOM;MASC;SG	
tiger	تايجر	tiger	تايجر	ADP	
tiger	النمر	tiger	نَمَر	ADP	N;NOM;DEF;SG
tiger	نمر	tiger	نمر	ADP	
kara	كارا	kara	كارا	N;NOM;MASC;SG	
kos	الشحرور	kos	شُحرُور	PROPN;NOM;MASC;SG	
pivo	جعة	pivo	جُعَّة	N;NOM;NEUT;SG	
zakonski	قانونيا	zakonski	قَانُونِيَا	ADV	ADJ;ACC;INDF;MASC;SG
prah	غبار	prah	غِبَار	N;NOM;MASC;SG	
prah	تراب	prah	رَاب	N;NOM;MASC;SG	
prah	البارود	prah	بَارُود	N;NOM;MASC;SG	
alternativni	البديل	alternativan	بَدِيل	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
alternativni	بديل	alternativan	بَدِيل	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
alternativni	بديلة	alternativan	بَدِيلَة	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
alternativni	البديل	alternativan	بَدِيل	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
alternativni	المناوب	alternativan	مَنُوب	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
alternativni	بديل	alternativan	بَدِيل	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
alternativni	بديلة	alternativan	بَدِيلَة	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
daniela	دانيلا	daniel	دانيلا	N;NOM;FEM;SG	
daniela	دانيال	daniel	دَانِيَال	N;NOM;FEM;SG	
daniela	دانييل	daniel	دَانِيِيل	N;NOM;FEM;SG	
daniela	دانيل	daniel	دانيل	N;NOM;FEM;SG	
strategije	استراتيجية	strategija	إِسترَاتِيجِيَّة	N;NOM;FEM;PL	N;NOM;INDF;SG
strategije	الاستراتيجية	strategija	إِسترَاتِيجِيَّة	N;NOM;FEM;PL	N;NOM;DEF;SG
tipični	نموذجية	tipičan	نَمُوذَجِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
tipični	نموذجي	tipičan	نَمُوذَجِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
psima	كلاب	pas	كَلَاب	N;INS;MASC;PL	N;NOM;INDF;PL
psima	الكلاب	pas	كَلَاب	N;INS;MASC;PL	N;NOM;DEF;PL
hrasta	البلوط	hrast	بَلوَط	N;GEN;MASC;SG	N;NOM;DEF;SG
torinu	تورينو	torina	تورينو	N;DAT;MASC;SG	
gloria	غلوريا	glor	غِلَورِيّ	N;NOM;FEM;SG	
gloria	جلوريا	glor	جَلوَرِيّ	N;NOM;FEM;SG	
moderno	حديثة	moderno	حَدِيث	ADV	ADJ;NOM;INDF;FEM;SG
moderno	الحديثة	moderno	حَدِيث	ADV	ADJ;NOM;DEF;FEM;SG
moderno	عصري	moderno	عصري	ADV	ADJ;NOM;INDF;MASC;SG
berkeley	بيركيلي	berkeley	بِيركِيلِي	N;NOM;MASC;SG	
berkeley	بيركلي	berkeley	بيركلي	N;NOM;MASC;SG	
shi	شي	she	شي	PROPN;NOM;MASC;SG	
armstrong	ارمسترونغ	armstrong	ارمسترونغ	N;NOM;MASC;SG	
ranjeno	مجروح	raniti	مَجرُوح	ADJ;NOM;NEUT;SG;V.PTCP;PASS	
ranjeno	جرح	raniti	جُرح	ADJ;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;SG
ranjeno	جرحى	raniti	جَرِيح	ADJ;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;PL
ranjeno	الجرحى	raniti	جَرِيح	ADJ;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;DEF;PL
ranjeno	جريح	raniti	جَرِيح	ADJ;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;SG
perkins	بيركنز	perkins	بِيركنز	N;NOM;MASC;SG	
prijateljstva	الصداقة	prijateljstvo	صَدَاقَة	N;NOM;NEUT;PL	N;NOM;DEF;SG
prijateljstva	صداقة	prijateljstvo	صَدَاقَة	N;NOM;NEUT;PL	N;NOM;INDF;SG
neo	نيو	neo	نِيُو	PROPN;NOM;MASC;SG	
seksualno	جنسي	seksualan	جِنسِيّ	ADV	ADJ;NOM;INDF;MASC;SG
seksualno	الجنسية	seksualan	جِنسِيَّة	ADV	N;NOM;DEF;SG
seksualno	جنسية	seksualan	جِنسِيّ	ADV	ADJ;NOM;INDF;FEM;SG
seksualno	جنسيا	seksualan	جِنسِيّ	ADV	ADJ;ACC;INDF;MASC;SG
spielberg	سبيلبيرغ	spielberg	سبيلبيرغ	N;NOM;MASC;SG	
arsen	الزرنيخ	arsen	زُرنِيخ	N;NOM;MASC;SG	
pravna	قانوني	pravan	قانوني	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
pravna	قانونية	pravan	قَانُونِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
marine	مارينا	marina	مارينا	N;NOM;FEM;PL	
poželjno	يفضل	poželjan	فَضَّل	ADJ;NOM;DEF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
poželjno	مرغوب	poželjan	مرغوب	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
poželjno	مرغوبة	poželjan	مَرغُوب	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
medijski	الاعلام	medijski	إِعلَام	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
medijski	اعلام	medijski	إِعلَام	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
propustio	فوت	propustiti	فَوت	V;MASC;SG;PST;V.PTCP;ACT	
ravnica	السهول	ravnica	سُهُول	N;NOM;FEM;SG	N;NOM;DEF;PL
prihod	ايرادات	prihod	إِيرَاد	N;NOM;MASC;SG	N;NOM;INDF;PL
prihod	الايرادات	prihod	إِيرَاد	N;NOM;MASC;SG	N;NOM;DEF;PL
prihod	ايرادات	prihod	إِيرَاد	N;NOM;MASC;SG	N;NOM;INDF;PL
prihod	الايرادات	prihod	إِيرَاد	N;NOM;MASC;SG	N;NOM;DEF;PL
prihod	دخل	prihod	دَخَل	N;NOM;MASC;SG	V;PFV;MASC;SG;3;ACT
hopkins	هوبكنز	hopkins	هوبكنز	N;NOM;MASC;SG	
hopkins	هوبكينز	hopkins	هوبكينز	N;NOM;MASC;SG	
salzburg	سالزبورغ	salzburg	سالزبورغ	N;NOM;MASC;SG	
luca	لوكا	luc	لوكا	N;NOM;MASC;SG	
magdalena	المجدلية	magdaliti	مُجَدَّلِيَّة	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
magdalena	ماجدالينا	magdaliti	ماجدالينا	ADJ;NOM;FEM;SG	
detektiv	محقق	detektiv	محقق	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
detektiv	محققة	detektiv	محققة	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
promijeni	التغير	promijeniti	تَغَيُّر	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
promijeni	تغيير	promijeniti	تَغيِير	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
promijeni	التغيير	promijeniti	تَغيِير	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
promijeni	غير	promijeniti	غَير	V;IND;SG;3;PRS;FIN	N;ACC;PSSD;SG
promijeni	تغير	promijeniti	تَغَيُّر	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
rame	كتف	rama	كتف	N;NOM;NEUT;SG	
sluga	خادم	sluga	خَادِم	N;NOM;MASC;SG	
sluga	خا	sluga	خَا	N;NOM;MASC;SG	
mučenik	شهيدا	mučenik	شَهِيد	N;NOM;MASC;SG	N;ACC;INDF;SG
mučenik	الشهيد	mučenik	شَهِيد	N;NOM;MASC;SG	
rachel	راتشيل	rachel	راتشيل	N;NOM;FEM;SG	
rachel	ريتشيل	rachel	ريتشيل	N;NOM;FEM;SG	
rachel	ريتشل	rachel	رِيتشِل	N;NOM;FEM;SG	
rachel	رايتشل	rachel	رَايتشِل	N;NOM;FEM;SG	
rachel	راشيل	rachel	راشيل	N;NOM;FEM;SG	
obavezno	الالزامية	obavezno	إِلزَامِيّ	ADV	ADJ;NOM;DEF;FEM;SG
obavezno	الزام	obavezno	زَام	ADV	N;NOM;DEF;SG
obavezno	الزامية	obavezno	زَامِي	ADV	ADJ;NOM;DEF;FEM;SG
naoružani	المسلحة	naoružati	مُسَلَّح	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;DEF;FEM;SG
naoružani	مسلحين	naoružati	مُسَلَّح	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;NOM;INDF;PL
naoružani	مسلح	naoružati	مُسَلَّح	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;NOM;INDF;SG
naoružani	مسلحة	naoružati	مُسَلَّح	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
naoružani	مسلحون	naoružati	مُسَلَّح	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;NOM;INDF;PL
zaštićeno	محمية	zaštititi	محمية	ADJ;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;SG
prorok	نبي	prorok	نبي	N;NOM;MASC;SG	
noviji	الاحدث	nov	أَحدَث	ADJ;NOM;DEF;CMPR;MASC;SG	N;NOM;DEF;SG
noviji	احدث	nov	أَحدَث	ADJ;NOM;DEF;CMPR;MASC;SG	
zamisao	فكره	zamisao	فكره	N;NOM;FEM;SG	PRO;NOM;MASC;SG;3
sposobni	قادر	sposoban	قَادِر	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;INDF;MASC;SG
sposobni	قادرة	sposoban	قَادِر	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;INDF;FEM;SG
sposobni	قادرين	sposoban	قَادِر	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;INDF;MASC;PL
suze	دموع	suza	دُمُوع	N;NOM;FEM;PL	N;NOM;INDF;SG
odraz	انعكاسات	odraz	اِنعِكَاس	N;NOM;MASC;SG	N;NOM;INDF;PL
casas	كاساس	casas	كَاسَاس	N;NOM;MASC;SG	
etno	عرقية	etno	عِرقِيّ	ADP	ADJ;NOM;INDF;FEM;SG
etno	الاثنية	etno	اِثنِيّ	ADP	N;NOM;DEF;SG
elena	الينا	elena	الينا	N;NOM;FEM;SG	
elena	ايلينا	elena	ايلينا	N;NOM;FEM;SG	
opterećenje	حمل	opterećenje	حَمَل	N;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
michelle	ميشيل	michella	ميشيل	N;NOM;FEM;SG	
prijatelje	اصدقاء	prijatelj	صَدِيق	N;ACC;MASC;PL	N;NOM;INDF;PL
prijatelje	الاصدقاء	prijatelj	صَدِيق	N;ACC;MASC;PL	N;NOM;DEF;PL
prijatelje	صديقان	prijatelj	صديقان	N;ACC;MASC;PL	N;NOM;INDF;DU
sluge	اتباع	sluga	اِتِّبَاع	N;NOM;FEM;PL	N;NOM;INDF;SG
sluge	الخدم	sluga	خَدم	N;NOM;FEM;PL	N;NOM;DEF;SG
sluge	خدم	sluga	خَدَم	N;NOM;FEM;PL	
angela	انجيلا	angela	أَنجِيلَا	N;NOM;FEM;SG	
depresije	الكابة	depresija	كَابَّة	N;NOM;FEM;PL	
depresije	اكتئاب	depresija	اِكتِئَاب	N;NOM;FEM;PL	N;NOM;INDF;SG
depresije	الاكتئاب	depresija	اِكتِئَاب	N;NOM;FEM;PL	N;NOM;DEF;SG
depresije	الكساد	depresija	كَسَاد	N;NOM;FEM;PL	N;NOM;DEF;SG
monroe	مونرو	monro	مونرو	PROPN;NOM;MASC;SG	
einstein	اينشتاين	einstein	أَينشَة	N;NOM;MASC;SG	
krzna	الفرو	krzna	فُرُوّ	N;NOM;MASC;SG	N;NOM;DEF;PL
napusti	اترك	napustiti	اترك	V;IND;SG;3;PRS;FIN	
napusti	مغادرة	napustiti	مُغَادَرَة	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
colin	كولن	colin	كُولِن	N;NOM;MASC;SG	
kongu	الكونغو	kong	اَلكُونغُو	PROPN;DAT;MASC;SG	
simpson	سيمبسون	simpson	سيمبسون	N;NOM;MASC;SG	
simpson	سمبسون	simpson	سمبسون	N;NOM;MASC;SG	
grove	بستان	groviti	بستان	N;NOM;MASC;SG	
pakistana	باكستان	pakistati	بَاكِستَان	N;GEN;MASC;SG	N;NOM;INDF;SG
brad	براد	brad	برَاد	PROPN;NOM;MASC;SG	
himne	النشيد	himan	نَشِيد	N;NOM;FEM;PL	N;NOM;DEF;SG
himne	نشيد	himan	نشيد	N;NOM;FEM;PL	N;NOM;INDF;SG
troši	تنفق	trošiti	أَنفَق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
francisca	فرانسيسكو	francisac	فرَانسِيسكُو	N;ANIM;ACC;MASC;SG	
obavijesti	اخطار	obavijest	اخطار	N;NOM;FEM;PL	N;NOM;INDF;SG
obavijesti	الاخطار	obavijest	خَطَر	N;NOM;FEM;PL	N;NOM;DEF;SG
javi	خافي	javiti	خافي	V;IND;SG;3;PRS;FIN	
padaju	سقوط	padati	سُقُوط	V;IND;PL;3;PRS;FIN	N;NOM;INDF;SG
padaju	السقوط	padati	سُقُوط	V;IND;PL;3;PRS;FIN	N;NOM;DEF;SG
keller	كيلر	keller	كيلر	N;NOM;FEM;SG	
planinu	ماونتن	planina	مُاُونَة	N;ACC;FEM;SG	
planinu	جبل	planina	جَبَل	N;ACC;FEM;SG	
planinu	الجبل	planina	جَبَل	N;ACC;FEM;SG	N;NOM;DEF;SG
piva	جعة	pivo	جُعَّة	N;NOM;NEUT;SG	
upoznati	قابل	upoznati	قَابَل	V;NFIN	ADJ;NOM;INDF;MASC;SG
upoznati	تلبية	upoznati	تَلبِيَة	V;NFIN	N;NOM;INDF;SG
upoznati	نلتقي	upoznati	نلتقي	V;NFIN	
upoznati	لقاء	upoznati	لِقَاء	V;NFIN	N;NOM;INDF;SG
mrežnice	الشبكية	mrežnica	شَبَكِيّ	N;NOM;FEM;PL	
bsk	bsk	bsk	مَعَثّ	N	
prijateljica	صديقي	prijateljica	صديقي	N;NOM;FEM;SG	
lakši	اخف	lak	أَخف	ADJ;NOM;DEF;CMPR;MASC;SG	
ravnotežu	الرصيد	ravnoteža	رَصِيد	N;ACC;FEM;SG	N;NOM;DEF;SG
ravnotežu	التوازن	ravnoteža	تَوَازُن	N;ACC;FEM;SG	N;NOM;DEF;SG
ravnotežu	الميزان	ravnoteža	مِيزَان	N;ACC;FEM;SG	N;NOM;DEF;SG
ravnotežu	رصيد	ravnoteža	رَصِيد	N;ACC;FEM;SG	N;NOM;INDF;SG
ravnotežu	توازن	ravnoteža	تَوَازُن	N;ACC;FEM;SG	N;NOM;INDF;SG
slavna	المشاهير	slavan	مَشهُور	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;PL
linda	ليندا	linda	ليندا	N;NOM;FEM;SG	
azijski	اسيا	azijski	آسِيَا	ADJ;NOM;DEF;MASC;SG	
vicente	فيسينتي	vicent	فيسينتي	N;NOM;MASC;SG	
vicente	فيسنتي	vicent	فيسنتي	N;NOM;MASC;SG	
učinkovito	فعالة	učinkovito	فَعَّال	ADV	ADJ;NOM;INDF;FEM;SG
učinkovito	فعالية	učinkovito	فَعَّالِيَّة	ADV	N;NOM;INDF;SG
učinkovito	فعال	učinkovito	فَعَّال	ADV	ADJ;NOM;INDF;MASC;SG
učinkovito	الفعال	učinkovito	فَعَّال	ADV	N;NOM;DEF;SG
skuplja	يجمع	skup	جَمَّع	ADJ;NOM;DEF;CMPR;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
raznolikost	متنوعة	raznolikost	مُتَنَوِّع	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
surađivati	تعاون	surađivati	تَعَاوُن	V;NFIN	N;NOM;INDF;SG
surađivati	تعاوني	surađivati	تَعَاوُنِيّ	V;NFIN	ADJ;NOM;INDF;MASC;SG
brončana	البرونز	brončan	بُرُونز	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;NOM;DEF;SG
nancy	نانسي	nancy	نانسي	PROPN;NOM;MASC;SG	
učiti	الدراسه	učiti	دِرَاسِه	V;NFIN	
učiti	ادرس	učiti	أَدرَس	V;NFIN	
učiti	دراسة	učiti	دِرَاسَة	V;NFIN	N;NOM;INDF;SG
učiti	الدراسة	učiti	دِرَاسَة	V;NFIN	N;NOM;DEF;SG
nakit	المجوهرات	nakit	مُجَوهَر	N;NOM;MASC;SG	N;NOM;DEF;PL
nakit	مجوهرات	nakit	مُجَوهَر	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;PL
nakit	جواهر	nakit	جَاهِر	N;NOM;MASC;SG	
nakit	المجوهرات	nakit	مُجَوهَر	N;NOM;MASC;SG	N;NOM;DEF;PL
nakit	مجوهرات	nakit	مُجَوهَر	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;PL
nakit	جواهر	nakit	جَاهِر	N;NOM;MASC;SG	
marcel	مارسيل	marcel	مارسيل	N;NOM;MASC;SG	
mirna	سلمية	miran	سِلمِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
mirna	سلمي	miran	سِلمِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
greg	غريغ	greg	غريغ	PROPN;NOM;MASC;SG	
greg	جريج	greg	جَرِيج	PROPN;NOM;MASC;SG	
nord	نورد	nord	نورد	PROPN;NOM;MASC;SG	
kriterija	معايير	kriterij	مِعيَار	N;GEN;MASC;PL	N;NOM;INDF;PL
kriterija	المعايير	kriterij	مِعيَار	N;GEN;MASC;PL	N;NOM;DEF;PL
izazov	تحد	izazov	أَحَدّ	N;NOM;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
izazov	تحدى	izazov	تَحَدِّي	N;NOM;MASC;SG	
domovi	المنازل	dom	مَنزِل	N;NOM;MASC;SG	N;NOM;DEF;PL
domovi	منازل	dom	مَنزِل	N;NOM;MASC;SG	N;NOM;INDF;PL
domovi	بيوت	dom	بَيت	N;NOM;MASC;SG	N;NOM;INDF;PL
domovi	البيوت	dom	بَيت	N;NOM;MASC;SG	N;NOM;DEF;PL
geološki	الجيولوجي	geološki	جِيُولُوجِيّ	ADV	
geološki	الجيولوجية	geološki	جِيُولُوجِيّ	ADV	ADJ;NOM;DEF;FEM;SG
commonwealtha	كومنولث	commonwealth	كُومُنوِلث	N;GEN;MASC;SG	
commonwealtha	الكومنولث	commonwealth	الكومنولث	N;GEN;MASC;SG	
negativan	السلبية	negativan	سَلبِيّ	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
negativan	سالب	negativan	سالب	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;SG
šesto	سادسا	šesti	سَادِس	ADJ;NOM;NEUT;SG	
pax	باكس	pax	بَاكِس	ADP	
elite	نخبة	elita	نُخبَة	N;NOM;FEM;PL	N;NOM;INDF;SG
elite	النخبة	elita	نُخبَة	N;NOM;FEM;PL	N;NOM;DEF;SG
bombardera	المفجر	bombarder	مُفَجَّر	N;ANIM;ACC;MASC;SG	N;NOM;DEF;SG
mjesečno	الشهري	mjesečno	شَهرِيّ	ADV	
mjesečno	شهرية	mjesečno	شَهرِيّ	ADV	ADJ;NOM;INDF;FEM;SG
mjesečno	الشهرية	mjesečno	شَهرِيّ	ADV	ADJ;NOM;DEF;FEM;SG
mjesečno	شهريا	mjesečno	شَهرِيّ	ADV	ADJ;ACC;INDF;MASC;SG
mjesečno	شهري	mjesečno	شَهرِيّ	ADV	ADJ;NOM;INDF;MASC;SG
leteći	طيران	leteći	طَيَرَان	ADV	N;NOM;INDF;SG
leteći	الطيران	leteći	طَيَرَان	ADV	N;NOM;DEF;SG
leteći	تطير	leteći	طَار	ADV	V;IPFV;FEM;IND;SG;3;FIN;ACT
stazama	مسارات	staza	مَسَار	N;INS;FEM;PL	N;NOM;INDF;PL
sljedbenici	اتباع	sljedbenik	اِتِّبَاع	N;NOM;MASC;PL	N;NOM;INDF;SG
sljedbenici	متابع	sljedbenik	مُتَأَبِّع	N;NOM;MASC;PL	N;NOM;INDF;SG
sjena	ظل	sjena	ظَلّ	N;NOM;FEM;SG	V;PFV;MASC;SG;3;ACT
posjetiti	زور	posjetiti	زور	V;NFIN	
posjetiti	الزيارة	posjetiti	زِيَارَة	V;NFIN	N;NOM;DEF;SG
posjetiti	زيارة	posjetiti	زِيَارَة	V;NFIN	N;NOM;INDF;SG
planova	الخطط	plan	خُطَّة	N;GEN;MASC;PL	N;NOM;DEF;PL
planova	خطط	plan	خُطَّة	N;GEN;MASC;PL	
osuđeni	ادين	osuditi	أَدِين	ADJ;NOM;DEF;MASC;PL;V.PTCP	
osuđeni	مدان	osuditi	مَدَّان	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;NOM;INDF;SG
osuđeni	ادان	osuditi	أَدَان	ADJ;NOM;DEF;MASC;PL;V.PTCP	
osuđeni	مدان	osuditi	مَدَّان	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;NOM;INDF;SG
stupovi	اعمدة	stup	اعمدة	N;NOM;MASC;PL	N;NOM;INDF;SG
prosječni	متوسط	prosječni	مُتَوَسِّط	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
detalj	تفاصيل	detalj	تَفصِيل	N;NOM;MASC;SG	N;NOM;INDF;PL
detalj	التفاصيل	detalj	تَفصِيل	N;NOM;MASC;SG	N;NOM;DEF;PL
mišići	العضلة	mišić	عُضلَة	N;NOM;MASC;PL	N;NOM;DEF;SG
mišići	عضلة	mišić	عضلة	N;NOM;MASC;PL	N;NOM;INDF;SG
algoritam	خوارزمية	algoritam	خُورزَمِيّ	N;NOM;MASC;SG	
eve	حواء	eva	حَوَاء	N;NOM;FEM;SG	
eve	ايف	eva	ايف	N;NOM;FEM;SG	
brandt	براندت	brandt	برَاندت	PROPN;NOM;MASC;SG	
učinkovitosti	كفاءة	učinkovitost	كَفَاءَة	N;NOM;FEM;PL	N;NOM;INDF;SG
učinkovitosti	الكفاءة	učinkovitost	كَفَاءَة	N;NOM;FEM;PL	N;NOM;DEF;SG
učinkovitosti	الفعالية	učinkovitost	فَعَّالِيَّة	N;NOM;FEM;PL	N;NOM;DEF;SG
medici	ميديتشي	medik	ميديتشي	PROPN;NOM;MASC;SG	
organizmi	الكائن	organizam	كَائِن	N;NOM;MASC;PL	N;NOM;DEF;SG
zamijenjena	استبدل	zamijeniti	اِستَبدَل	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
falls	الشلالات	falls	شَلَالَة	PROPN;NOM;MASC;SG	N;NOM;DEF;PL
falls	شلالات	falls	شَلَالَة	PROPN;NOM;MASC;SG	N;NOM;INDF;PL
mudrosti	الحكمة	mudrost	حِكمَة	N;NOM;FEM;PL	N;NOM;DEF;SG
mudrosti	حكمة	mudrost	حِكمَة	N;NOM;FEM;PL	N;NOM;INDF;SG
prepoznaje	تسلم	prepoznavati	تَسَلُّم	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
izolacije	عزلة	izolacija	عُزلَة	N;NOM;FEM;PL	N;NOM;INDF;SG
izolacije	العزل	izolacija	عَزل	N;NOM;FEM;PL	N;NOM;DEF;SG
izolacije	العزلة	izolacija	عُزلَة	N;NOM;FEM;PL	N;NOM;DEF;SG
prepreka	العقبات	prepreka	عَقَبَة	N;NOM;FEM;SG	N;NOM;DEF;PL
prepreka	عقبات	prepreka	عَقَبَة	N;NOM;FEM;SG	N;NOM;INDF;PL
prepreka	العراقيل	prepreka	عَرقَلَة	N;NOM;FEM;SG	N;NOM;DEF;PL
prepreka	العوائق	prepreka	عَائِق	N;NOM;FEM;SG	N;NOM;DEF;PL
pehar	كاس	pehar	كَاس	N;NOM;MASC;SG	
pehar	الكاس	pehar	كَاسّ	N;NOM;MASC;SG	
topla	دافئة	topao	دَافِئ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
topla	دافئ	topao	دَافِئ	ADJ;NOM;DEF;FEM;SG	N;NOM;INDF;SG
kapeli	شابل	kapela	شَابِل	N;DAT;FEM;SG	
matematiku	رياضيات	matematika	رياضيات	N;ACC;FEM;SG	N;NOM;INDF;PL
matematiku	الرياضيات	matematika	رِيَاضِيّ	N;ACC;FEM;SG	N;NOM;DEF;PL
matematiku	رياضيات	matematika	رياضيات	N;ACC;FEM;SG	N;NOM;INDF;PL
matematiku	الرياضيات	matematika	رِيَاضِيّ	N;ACC;FEM;SG	N;NOM;DEF;PL
standardno	قياسي	standardno	قِيَاسِيّ	ADV	ADJ;NOM;INDF;MASC;SG
standardno	المعيار	standardno	مِعيَار	ADV	N;NOM;DEF;SG
standardno	معيار	standardno	مُعِير	ADV	N;NOM;INDF;SG
stolac	كرسي	stolac	كرسي	N;NOM;MASC;SG	
konstruirao	شيدت	konstruirati	شَيَّد	V;MASC;SG;PST;V.PTCP;ACT	V;PFV;FEM;SG;3;PASS
reci	قل	reći	قَلّ	INTJ	
reci	نقول	reći	قَال	INTJ	V;IPFV;MASC;IND;PL;1;FIN;ACT
reci	قولي	reći	قَولِيّ	INTJ	
reci	قول	reći	قَول	INTJ	N;NOM;INDF;SG
reci	اقول	reći	قَاوَل	INTJ	
modula	وحدات	modul	وَحدَة	N;GEN;MASC;SG	N;NOM;INDF;PL
modula	وحدة	modul	وَحدَة	N;GEN;MASC;SG	N;NOM;INDF;SG
slo	سلو	slo	سُلُو	PROPN;NOM;MASC;SG	
izračunati	احسب	izračunati	أَحسَب	V;NFIN	
izračunati	حساب	izračunati	حِسَاب	V;NFIN	N;NOM;INDF;SG
