צפייה	гледам	צפייה	гледам	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
אופיינית	типично	אופייני	типичен	ADJ;FEM;SG	ADV
אופיינית	типични	אופייני	типичен	ADJ;FEM;SG	ADJ;INDF;PL
מוטל	мотел	הוטל	мотел	V;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
הולנדית	холандец	הולנדי	холандец	PROPN	N;INDF;MASC;SG
הולנדית	нидерландски	הולנדי	нидерландски	PROPN	ADJ;INDF;MASC;SG
הולנדית	дъч	הולנדי	дъч	PROPN	PROPN;INDF;MASC;SG
הולנדית	холандски	הולנדי	холандски	PROPN	ADJ;INDF;MASC;SG
מלצר	келнер	מלצר	келнер	PROPN	N;INDF;MASC;SG
מלצר	сервитьор	מלצר	сервитьор	PROPN	N;INDF;MASC;SG
מנות	дажба	מנה	дажба	N;FEM;PL	N;INDF;FEM;SG
הבעלות	собственост	הבעלה	собственост	N;FEM;PL	N;INDF;FEM;SG
הבעלות	притежание	הבעלה	притежание	N;FEM;PL	N;INDF;NEUT;SG
קירוב	киров	קירוב	киров	N;MASC;SG	PROPN;INDF;MASC;SG
פרוסט	пруст	פרוסט	пруст	PROPN	PROPN;INDF;MASC;SG
פרוסט	фрост	פרוסט	фрост	PROPN	N;INDF;MASC;SG
פטיש	фетиш	פטיש	фетя		N;INDF;MASC;SG
פטיש	чук	פטיש	чук		N;INDF;MASC;SG
פטיש	чука	פטיש	чукам-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
פטיש	хамър	פטיש	хамър		N;INDF;MASC;SG
עורק	артерия	עורק	артерия		N;INDF;FEM;SG
עורק	артерията	עורק	артерия		N;DEF;FEM;SG
עורק	артерии	עורק	артерия		N;INDF;FEM;PL
עורק	артериите	עורק	артерия		N;DEF;FEM;PL
אלימה	насилствено	אלים	насилствено	N;FEM;SG	ADV
אלימה	насилствена	אלים	насилствен	N;FEM;SG	ADJ;INDF;FEM;SG
מעריך	оценявам	העריך	оценявам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
מעריך	оцени	העריך	оценя	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN
משמעותיות	смислен	משמעותי	смисля	ADJ;FEM;PL	ADJ;INDF;MASC;SG
משמעותיות	смислено	משמעותי	смислен	ADJ;FEM;PL	ADV
משמעותיות	значителен	משמעותי	значителен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
משמעותיות	значително	משמעותי	значително	ADJ;FEM;PL	ADV
משמעותיות	значим	משמעותי	значим	ADJ;FEM;PL	ADJ;INDF;MASC;SG
משמעותיות	значителна	משמעותי	значителен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
מכריז	обявява	הכריז	обявявам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מכריז	обяви	הכריז	обявя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
מכריז	деклариране	הכריז	деклариране	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
מכריז	обяви	הכריז	обявя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
מכריז	декларира	הכריז	декларирам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מכריז	обявявайки	הכריז	обявявам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN
הקוסם	вълшебник	הקוסם	вълшебник	PROPN	N;INDF;MASC;SG
הקוסם	магьосник	הקוסם	магьосник	PROPN	N;INDF;MASC;SG
בקפריסין	кипър	בקפריסין	кипър	PROPN	PROPN;INDF;MASC;SG
נטלי	натали	נטלי	наталя-(се)	PROPN	PROPN;INDF;FEM;SG
נטלי	натали	נטלי	наталя-(се)	PROPN	PROPN;INDF;FEM;SG
טרנסילבניה	трансилвания	טרנסילבניה	трансилван	PROPN	N;INDF;FEM;SG
צב	костенурката	צב	костенурка		N;DEF;FEM;SG
צב	костенурка	צב	костенурк		N;INDF;FEM;SG
קומנדו	командоси	קומנדו	командос	N;MASC;SG	N;INDF;MASC;PL
קומנדו	командоси	קומנדו	командос	N;MASC;SG	N;INDF;MASC;PL
טד	тад	טד	тад	PROPN	PROPN;INDF;MASC;SG
טד	тед	טד	тед	PROPN	PROPN;INDF;MASC;SG
סולימאן	сулейман	סולימאן	сулейман	PROPN	N;INDF;MASC;SG
אליסון	алисън	אליסון	алисън	PROPN	PROPN;INDF;FEM;SG
אליסון	алисън	אליסון	алисън	PROPN	PROPN;INDF;FEM;SG
מודעת	съзнание	מודעה	съзнание	ADJ;FEM;SG	N;INDF;NEUT;SG
מודעת	съзнателно	מודעה	съзнателно	ADJ;FEM;SG	ADV
מחויב	извършени	מחויב	извърша	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
סטארק	старк	סטארק	старк	PROPN	N;INDF;MASC;SG
לינוקס	linux	לינוקס	linux	PROPN	N;INDF;MASC;SG
בזל	базел	בזל	базел	PROPN	PROPN;INDF;MASC;SG
מתנות	представя	מתנה	представям-(се)	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
מודול	модул	מודול	модул	PROPN	N;INDF;MASC;SG
המלצה	препоръчано	המלצה	препоръчам-(се)	N;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
המלצה	препоръчана	המלצה	препоръчам-(се)	N;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
המלצה	препоръчително	המלצה	препоръчително	N;FEM;SG	ADV
המלצה	препоръчва	המלצה	препоръчвам-(се)	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
המלצה	препоръчани	המלצה	препоръчам-(се)	N;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
המלצה	препоръки	המלצה	препоръка	N;FEM;SG	N;INDF;FEM;PL
עיצב	проектирано	עיצב	проектирам	PROPN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
עיצב	проектирана	עיצב	проектирам	PROPN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
עיצב	проектиран	עיצב	проектирам	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
עיצב	проектирани	עיצב	проектирам	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
מילולי	буквално	מילולי	буквално	ADJ;MASC;SG	ADV
מילולי	словесни	מילולי	словесен	ADJ;MASC;SG	ADJ;INDF;PL
העיד	свидетелства	העיד	свидетелство	V;MASC;SG;3;PST;ACT	N;INDF;NEUT;PL
מפרק	съвместния	מפרק	съвместен	PROPN	ADJ;DEF;MASC;SG
מפרק	джойнт	מפרק	джойнт	PROPN	N;INDF;MASC;SG
מפרק	съвместни	מפרק	съвместен	PROPN	ADJ;INDF;PL
מפרק	съвместно	מפרק	съвместно	PROPN	ADV
מפרק	съвместна	מפרק	съвместен	PROPN	ADJ;INDF;FEM;SG
מפרק	съвместен	מפרק	съвместен	PROPN	ADJ;INDF;MASC;SG
לקות	увреждания	None	увреждане	N;FEM;SG	N;INDF;NEUT;PL
בלוטת	жлези	בלוטת	жлез	N;FEM;SG	N;INDF;FEM;PL
נתנאל	натаниел	נתנאל	натаниел	PROPN	N;INDF;MASC;SG
המגזר	сектора	המגזר	сектор	ADV	N;DEF;MASC;SG
המגזר	сектор	המגזר	сектор	ADV	N;INDF;MASC;SG
סון	сън	סון	сън	PROPN	N;INDF;MASC;SG
סון	слънце	סון	слънце	PROPN	N;INDF;NEUT;SG
קאופמן	кауфман	קאופמן	кауфман	PROPN	N;INDF;MASC;SG
הנוסע	пътнически	הנוסע	пътнически	PROPN	ADJ;INDF;MASC;SG
הנוסע	пътник	הנוסע	пътник	PROPN	N;INDF;MASC;SG
הנוסע	пътника	הנוסע	пътник	PROPN	N;DEF;MASC;SG
רובר	роувър	רובר	роувър	PROPN	N;INDF;MASC;SG
הקבינט	кабинет	הקבינט	кабинет	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
הקבינט	шкаф	הקבינט	шкаф	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
הקבינט	кабинетът	הקבינט	кабинет	V;MASC;SG;3;PST;ACT	N;DEF;MASC;SG
רך	меко	רך	меко	ADJ;MASC;SG	ADV
רך	меки	רך	мякък	ADJ;MASC;SG	ADJ;INDF;PL
רך	мека	רך	мека	ADJ;MASC;SG	N;INDF;FEM;SG
סטן	стан	סטן	стан	PROPN	N;INDF;MASC;SG
סטן	стен	סטן	стен	PROPN	PROPN;INDF;MASC;SG
הגבורה	героизъм	הגבורה	героизъм	PROPN	N;INDF;MASC;SG
מסתיימת	приключва	הסתיים	приключвам	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
מסתיימת	свършва	הסתיים	свършвам-(се)	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
מסתיימת	завършва	הסתיים	завършвам	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
נאצר	насер	נאצר	насер	PROPN	N;INDF;MASC;SG
ונוס	венера	ונוס	венер	PROPN	N;INDF;FEM;SG
רגיש	чувствително	רגיש	чувствително	ADJ;MASC;SG	ADV
רגיש	чувствителни	רגיש	чувствителен	ADJ;MASC;SG	ADJ;INDF;PL
ראס	ръс	ראס	ръс	PROPN	PROPN;INDF;MASC;SG
ראס	рас	ראס	рас	PROPN	N;INDF;FEM;SG
ראס	рус	ראס	рус	PROPN	ADJ;INDF;MASC;SG
מדגיש	кичури	הדגיש	кичура	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;PL
מדגיש	подчертава	הדגיש	подчертавам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
בחולון	холон	בחולון	холон		N;INDF;MASC;SG
ריטה	рита	ריטה	ритам	PROPN	N;INDF;FEM;SG
מגיש	водещ	הגיש	водя	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
פנימיות	вътрешна	פנימייה	вътрешен	N;FEM;PL	ADJ;INDF;FEM;SG
פנימיות	вътрешно	פנימייה	вътрешен	N;FEM;PL	ADV
פנימיות	вътрешни	פנימייה	вътрешен	N;FEM;PL	ADJ;INDF;PL
פנימיות	вътрешен	פנימייה	вътрешен	N;FEM;PL	ADJ;INDF;MASC;SG
פיצול	раздели	פיצול	разделя-(се)	N;MASC;SG	V;PFV;IMP;SG;2;FIN
פיצול	разделяй	פיצול	разделям-(се)	N;MASC;SG	V;IPFV;IMP;SG;2;FIN
פיצול	разделим	פיצול	разделя-(се)	N;MASC;SG	V;PFV;IND;PL;1;PRS;FIN;ACT
פיצול	разделен	פיצול	разделя-(се)	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
גייס	вербува	גייס	вербувам	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
גייס	новобранец	גייס	новобранец	PROPN	N;INDF;MASC;SG
קרוז	круз	קרוז	круз	PROPN	PROPN;INDF;MASC;SG
קרוז	крус	קרוז	крус	PROPN	PROPN
קרוז	круз	קרוז	круз	PROPN	PROPN;INDF;MASC;SG
לאם	лам	לאם	лам		N;INDF;MASC;SG
משקעים	остатък	משקע	остатък	N;MASC;PL	N;INDF;MASC;SG
משקעים	утаяване	משקע	утаяване	N;MASC;PL	N;INDF;NEUT;SG
משוכנע	убедени	שוכנע	убедя-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
יהלום	диамантен	הלם	диамантен	N;MASC;SG	ADJ;INDF;MASC;SG
יהלום	даймънд	הלם	даймънд	N;MASC;SG	PROPN;INDF;MASC;SG
יהלום	диамантите	הלם	диамант	N;MASC;SG	N;DEF;MASC;PL
יהלום	диаманти	הלם	диамант	N;MASC;SG	N;INDF;MASC;PL
ורן	верн	ורן	верн	PROPN	PROPN;INDF;MASC;SG
ורן	върн	ורן	върн	PROPN	N;INDF;MASC;SG
ורן	рен	ורן	рен	PROPN	PROPN;INDF;MASC;SG
ורן	верн	ורן	верн	PROPN	PROPN;INDF;MASC;SG
ורן	върн	ורן	върн	PROPN	N;INDF;MASC;SG
מיוצר	произведени	יוצר	произведа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
מיוצר	произведени	יוצר	произведа	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
דורטמונד	дортмунд	דורטמונד	дортмунд	PROPN	N;INDF;MASC;SG
מדורג	номинална	דורג	номинален	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
כור	реактора	כור	реактор		N;DEF;MASC;SG
כור	реактор	כור	реактор		N;INDF;MASC;SG
קירור	хладилен	קירור	хладилен	N;MASC;SG	ADJ;INDF;MASC;SG
קירור	хладилни	קירור	хладилен	N;MASC;SG	ADJ;INDF;PL
הודי	индианец	הודי	индианец		N;INDF;MASC;SG
הודי	индиец	הודי	индиец		N;INDF;MASC;SG
הודי	индийско	הודי	индийски		ADV
הודי	индийски	הודי	индийски		ADJ;INDF;MASC;SG
הודי	индийска	הודי	индийски		ADJ;INDF;FEM;SG
מלקולם	малкълм	מלקולם	малкълм	PROPN	PROPN;INDF;MASC;SG
מרוצה	удовлетворен	מרוצה	удовлетворя-(се)	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מרוצה	удовлетворена	מרוצה	удовлетворя-(се)	ADJ;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מרוצה	доволни	מרוצה	доволен	ADJ;MASC;SG	ADJ;INDF;PL
מרוצה	щастливи	מרוצה	щастлив	ADJ;MASC;SG	ADJ;INDF;PL
מרוצה	щастливо	מרוצה	щастлив	ADJ;MASC;SG	ADV
מרוצה	хепи	מרוצה	хеп	ADJ;MASC;SG	INTJ
אוסטין	остин	אוסטין	остин	PROPN	PROPN;INDF;MASC;SG
פאי	баница	פאי	баница		N;INDF;FEM;SG
פאי	пай	פאי	пай		N;INDF;MASC;SG
משפחתית	фамилна	משפחתי	фамилен	ADV	ADJ;INDF;FEM;SG
פאוול	пауъл	פאוול	пауъл	PROPN	PROPN;INDF;MASC;SG
אייזק	исаак	אייזק	исаак	PROPN	N;INDF;MASC;SG
אייזק	айзък	אייזק	айзък	PROPN	PROPN;INDF;MASC;SG
אייזק	исак	אייזק	исак	PROPN	N;INDF;MASC;SG
עגול	кръгла	עגול	кръгъл		N;INDF;FEM;SG
עגול	кръгли	עגול	кръгъл		ADJ;INDF;PL
עגול	рунд	עגול	рунд		N;INDF;MASC;SG
עגול	кръгло	עגול	кръг		ADV
עגול	кръг	עגול	кръг		N;INDF;MASC;SG
הליבה	ядро	הליבה	ядро	N;FEM;SG	ADV
הליבה	ядрото	הליבה	ядро	N;FEM;SG	ADJ;DEF;NEUT;SG
אהב	обичах	אהב	обичам	V;MASC;SG;3;PST;ACT	V;IPFV;IND;SG;1;IPFV;FIN;ACT
אהב	обичана	אהב	обичам	V;MASC;SG;3;PST;ACT	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
אהב	обичаше	אהב	обичам	V;MASC;SG;3;PST;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
אהב	обичан	אהב	обичам	V;MASC;SG;3;PST;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
אהב	харесали	אהב	харесам-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
התגובות	мнение	התגובות	мнение	N;FEM;PL	N;INDF;NEUT;SG
אראגון	ерагон	אראגון	ерагон	PROPN	N;INDF;MASC;SG
אראגון	арагон	אראגון	арагон	PROPN	PROPN;INDF;MASC;SG
טיולים	туризъм	טיול	туризъм	N;MASC;PL	N;INDF;MASC;SG
קלרה	клара	קלרה	клар	PROPN	PROPN;INDF;FEM;SG
קלרה	клара	קלרה	клар	PROPN	PROPN;INDF;FEM;SG
מלזיה	малайзия	מלזיה	малайзия	PROPN	N;INDF;FEM;SG
קמפוס	кампос	קמפוס	кампос	PROPN	PROPN;INDF;MASC;SG
קמפוס	кампуса	קמפוס	кампус	PROPN	N;DEF;MASC;SG
אומן	оман	אומן	оман		N;INDF;MASC;SG
אומן	занаятчии	אומן	занаятчия		N;INDF;MASC;PL
אומן	занаятчия	אומן	занаятчия		N;DEF;MASC;SG
אומן	изпълнител	אומן	изпълнител		N;INDF;MASC;SG
אומן	художничка	אומן	художничка		N;INDF;FEM;SG
אומן	художник	אומן	художник		N;INDF;MASC;SG
אומן	артист	אומן	артист		N;INDF;MASC;SG
אומן	творец	אומן	творец		N;INDF;MASC;SG
שנתית	годишен	שנתי	годишен	ADV	ADJ;INDF;MASC;SG
שנתית	годишна	שנתי	годишна	ADV	ADJ;INDF;FEM;SG
מעוז	крепост	מעוז	крепост	PROPN	N;INDF;FEM;SG
מוטה	мота	מוטה	мота		N;INDF;MASC;SG
מוטה	мота	מוטה	мота		N;INDF;MASC;SG
מוטה	наклонена	מוטה	наклоня-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
סינטרה	синатра	סינטרה	синатра	PROPN	N;INDF;FEM;SG
שחיתות	корумпирана	שחיתות	корумпирам	N;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
שחיתות	корумпирано	שחיתות	корумпирам	N;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
שחיתות	корумпирани	שחיתות	корумпирам	N;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
שחיתות	корумпиран	שחיתות	корумпирам	N;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הומוסקסואלים	хомосексуален	הומוסקסואלים	хомосексуален	N;MASC;PL	ADJ;INDF;MASC;SG
הומוסקסואלים	хомосексуалист	הומוסקסואלים	хомосексуалист	N;MASC;PL	N;INDF;MASC;SG
קמח	брашно	קמח	брашно		N;INDF;NEUT;SG
ידיד	приятелю	ידיד	приятел	N;MASC;SG	INTJ
נציב	комисар	נציב	комисар		N;INDF;MASC;SG
לגיטימי	законно	לגיטימי	законен	ADJ;MASC;SG	ADV
וורד	уорд	ורד	уорд	PROPN	PROPN;INDF;MASC;SG
נמכרה	продаден	נמכר	продам	V;FEM;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נמכרה	продадена	נמכר	продам	V;FEM;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נמכרה	продадено	נמכר	продам	V;FEM;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נמכרה	продадени	נמכר	продам	V;FEM;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
הבחין	забелязано	הבחין	забележа-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
הבחין	забелязан	הבחין	забележа-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הבחין	забелязани	הבחין	забележа-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
הבחין	забелязана	הבחין	забележа-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
תמרה	тамара	תמר	тамар	PROPN	N;INDF;FEM;SG
מוסטפא	мустафа	מוסטפא	мустаф	PROPN	N;INDF;MASC;SG
תיאום	координиран	תיאום	координирам	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
תיאום	координирани	תיאום	координирам	N;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
תיאום	координирано	תיאום	координирам	N;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
תיאום	координирана	תיאום	координирам	N;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הוספה	добави	הוספה	добавя	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
הוספה	добавя	הוספה	добавям	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
הוספה	добавете	הוספה	добавя	N;FEM;SG	V;PFV;IMP;PL;2;FIN
לונג	дълги	לונג	дълъг	PROPN	ADJ;INDF;PL
לונג	дълго	לונג	дълго	PROPN	ADV
לונג	дълъг	לונג	дълъг	PROPN	ADJ;INDF;MASC;SG
לונג	лонг	לונג	лонг	PROPN	PROPN;INDF;MASC;SG
נענע	нана	נענע	нана		N;INDF;FEM;SG
נענע	мента	נענע	мента		N;INDF;FEM;SG
מעטפת	черупка	מעטף	черупка	PROPN	N;INDF;FEM;SG
מעטפת	обвивка	מעטף	обвивка	PROPN	N;INDF;FEM;SG
מעטפת	черупки	מעטף	черупки	PROPN	N;INDF;FEM;PL
מעטפת	шел	מעטף	шел	PROPN	N;INDF;MASC;SG
מעטפת	плик	מעטף	плик	PROPN	N;INDF;MASC;SG
הביוגרפיה	биография	הביוגרפיה	биография	PROPN	N;INDF;FEM;SG
הביוגרפיה	биографията	הביוגרפיה	биография	PROPN	N;DEF;FEM;SG
תרזה	тереза	תרזה	тереза	PROPN	N;INDF;FEM;SG
תרזה	тереса	תרזה	терес	PROPN	N;INDF;FEM;SG
תרזה	тереза	תרזה	тереза	PROPN	N;INDF;FEM;SG
תרזה	тереса	תרזה	терес	PROPN	N;INDF;FEM;SG
מקרוב	макаров	מקרוב	макаров		PROPN;INDF;MASC;SG
נועה	ноа	נועה	ноа	PROPN	PROPN;INDF;FEM;SG
ידיעת	знаейки	ידיעה	знаемка	N;FEM;SG	N;INDF;MASC;PL
מוכיח	доказва	הוכיח	доказвам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מוכיח	доказването	הוכיח	доказване	V;MASC;SG;V.PTCP;ACT	N;DEF;NEUT;SG
מוכיח	доказване	הוכיח	доказване	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
מוכיח	доказвам	הוכיח	доказвам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
חכמה	умна	חכמה	умна	N;FEM;SG	ADJ;INDF;FEM;SG
חכמה	умно	חכמה	умно	N;FEM;SG	ADV
חכמה	умен	חכמה	умен	N;FEM;SG	ADJ;INDF;MASC;SG
חכמה	мъдра	חכמה	мъдра	N;FEM;SG	ADJ;INDF;FEM;SG
חכמה	мъдро	חכמה	мъдро	N;FEM;SG	ADV
חכמה	мъдри	חכמה	мъдря-(се)	N;FEM;SG	ADJ;INDF;PL
חכמה	мъдър	חכמה	мъдър	N;FEM;SG	ADJ;INDF;MASC;SG
חכמה	умна	חכמה	умна	N;FEM;SG	ADJ;INDF;FEM;SG
חכמה	интелигентно	חכמה	интелигентно	N;FEM;SG	ADV
חכמה	умно	חכמה	умно	N;FEM;SG	ADV
חכמה	умни	חכמה	умна	N;FEM;SG	ADJ;INDF;PL
חכמה	умен	חכמה	умен	N;FEM;SG	ADJ;INDF;MASC;SG
אלפונסו	алфонсо	אלפונסו	алфонсо	PROPN	PROPN;INDF;MASC;SG
אלפונסו	алфонс	אלפונסו	алфонс	PROPN	PROPN;INDF;MASC;SG
פרגוואי	парагвай	פרגוואי	парагвам	PROPN	N;INDF;MASC;SG
תיאודור	теодор	תיאודור	теодор	PROPN	PROPN;INDF;MASC;SG
תיאודור	тиодор	תיאודור	тиодор	PROPN	N;INDF;MASC;SG
נוימן	нойман	נוימן	нойман	PROPN	N;INDF;MASC;SG
ההבנה	реализация	ההבנה	реализация	PROPN	N;INDF;FEM;SG
ההבנה	реализиране	ההבנה	реализиране	PROPN	N;INDF;NEUT;SG
ההבנה	осъзнаване	ההבנה	осъзнаване	PROPN	N;INDF;NEUT;SG
ההבנה	разбирателство	ההבנה	разбирателство	PROPN	N;INDF;NEUT;SG
ההבנה	разбиране	ההבנה	разбиране	PROPN	N;INDF;NEUT;SG
מפרט	спецификации	פירט	спецификация	N;MASC;SG	N;INDF;FEM;PL
מפרט	спецификации	פירט	спецификация	N;MASC;SG	N;INDF;FEM;PL
לוגי	логически	לוגי	логически		ADJ;INDF;MASC;SG
לוגי	логично	לוגי	логично		ADV
זוחלים	влечуго	זחל	влечуг	N;MASC;PL	ADV
טיורינג	тюринг	טיורינג	тюринг	PROPN	N;INDF;MASC;SG
הגדר	задаване	הגדר	задаване		N;INDF;NEUT;SG
הגדר	комплект	הגדר	комплект		N;INDF;MASC;SG
הגדר	набор	הגדר	набор		N;INDF;MASC;SG
הגדר	настройване	הגדר	настройване		N;INDF;NEUT;SG
הגדר	ограда	הגדר	ограда		N;INDF;FEM;SG
הגדר	огради	הגדר	оградя		N;INDF;FEM;PL
הגדר	оградата	הגדר	ограда		N;DEF;FEM;SG
הגדר	определят	הגדר	определям-(се)		V;IPFV;IND;PL;3;PRS;FIN;ACT
מכובד	уважаван	מכובד	уважавам	ADJ;MASC;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
מכובד	уважавани	מכובד	уважавам	ADJ;MASC;SG	V;IPFV;INDF;PL;V.PTCP;PASS
מכובד	уважавана	מכובד	уважавам	ADJ;MASC;SG	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
מכובד	изтъкнат	מכובד	изтъкна	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מכובד	изтъкнати	מכובד	изтъкна	ADJ;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
מכובד	достойно	מכובד	достойно	ADJ;MASC;SG	ADV
כופר	откуп	כופר	откуп	PROPN	N;INDF;MASC;SG
כופר	неверник	כופר	неверник	PROPN	N;INDF;MASC;SG
טיילר	тайлър	טיילר	тайлър	PROPN	PROPN;INDF;MASC;SG
מאסטר	господар	מאסטר	господар	PROPN	N;INDF;MASC;SG
מאסטר	майстор	מאסטר	майстор	PROPN	N;INDF;MASC;SG
אינסופי	безкрайни	אינסופי	безкраен	ADJ;MASC;SG	ADJ;INDF;PL
אינסופי	безкрайно	אינסופי	безкраен	ADJ;MASC;SG	ADV
שטרלינג	стърлинг	שטרלינג	стърлинг	PROPN	N;INDF;MASC;SG
בט	бет	בט	бет		PROPN;INDF;FEM;SG
זבל	боклуци	זבל	боклук		N;INDF;MASC;PL
זבל	боклук	זבל	боклук		N;INDF;MASC;SG
זבל	боклуци	זבל	боклук		N;INDF;MASC;PL
זבל	боклук	זבל	боклук		N;INDF;MASC;SG
זבל	боклуци	זבל	боклук		N;INDF;MASC;PL
זבל	боклук	זבל	боклук		N;INDF;MASC;SG
מתוכננת	планирани	מתוכנן	планирам	ADJ;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
מתוכננת	планирана	מתוכנן	планирам	ADJ;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מתוכננת	планирано	מתוכנן	планирам	ADJ;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מתוכננת	планиран	מתוכנן	планирам	ADJ;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מולי	моли	מולי	моля-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
אללה	аллах	אללה	аллах	PROPN	N;INDF;MASC;SG
התשלום	заплащане	התשלום	заплащане	PROPN	N;INDF;NEUT;SG
התשלום	плащане	התשלום	плащане	PROPN	N;INDF;NEUT;SG
מפרסם	издател	פרסם	издател	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מפרסם	издателство	פרסם	издателство	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
בסתר	тайно	בסתר	тайно		ADV
