med	med	med	med	ADP	
omgångar	rundy	omgång	rund	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
omgångar	rund	omgång	rund	N;NOM;INDF;MASC+FEM;PL	
omgångar	obchód	omgång	obchód	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
kazakstan	kazachstanu	kamakstad	kazachstan	PROPN;NOM	N;GEN;MASC;SG
utgåva	wyd	utgåva	wyd	N;NOM;INDF;MASC+FEM;SG	
utställningar	wystawy	utställning	wystawa	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
utställningar	wystawy	utställning	wystawa	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
studie	studium	studium	studium	N;NOM;INDF;MASC+FEM;SG	N;ACC;NEUT;SG
studie	badania	studium	badanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
leddjur	stawonogów	leddjur	stawonog	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
luft	powietrza	luft	powietrze	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
luft	air	luft	air	N;NOM;INDF;MASC+FEM;SG	
förändring	zmiany	förändring	zmiana	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
förändring	zmienić	förändring	zmienić	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN;ACT
förändring	zmień	förändring	zmień	N;NOM;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
front	przodu	front	przód	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
front	przód	front	przód	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
melodi	melodii	melodi	melodia	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
melodi	melody	melodi	meloda	N;NOM;INDF;MASC+FEM;SG	
melodi	melodię	melodi	melodia	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
arméns	army	arm	arma	N;GEN;INDF;MASC+FEM;SG	
arméns	wojska	arm	wojsko	N;GEN;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
arméns	wojsko	arm	wojsko	N;GEN;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
arméns	armia	arm	armia	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
arméns	armii	arm	armia	N;GEN;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
joensuu	joensuu	joensuu	joens	PROPN;NOM	
bonde	bonde	bonde	bonde	N;NOM;INDF;MASC+FEM;SG	
bonde	piona	bonde	piona	N;NOM;INDF;MASC+FEM;SG	
bonde	rolnika	bonde	rolnik	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
bonde	farmer	bonde	farmer	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
foundation	fundacji	foundation	fundacja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
foundation	foundation	foundation	foundation	N;NOM;INDF;MASC+FEM;SG	
lily	lily	lily	lily	N;NOM;INDF;MASC+FEM;SG	
beräknas	oblicza	beräkna	oblicze	V;IND;PRS;FIN;PASS	N;NOM;NEUT;SG
beräknas	obliczona	beräkna	obliczyć	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
beräknas	obliczono	beräkna	obliczyć	V;IND;PRS;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
beräknas	obliczony	beräkna	obliczyć	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
beräknas	obliczone	beräkna	obliczyć	V;IND;PRS;FIN;PASS	
antagligen	pewnie	antagligen	pewnie	ADV	PART
rösta	głosujemy	rösta	głosować	V;IMP;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
rösta	głosowanie	rösta	głosować	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS;V.MSDR
stenar	skały	sten	skała	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
dåliga	źle	dålig	źle	ADJ;NOM;PL	ADV
dåliga	bad	dålig	bad	ADJ;NOM;PL	
dåliga	zła	dålig	zły	ADJ;NOM;PL	
dåliga	złe	dålig	zły	ADJ;NOM;PL	
dåliga	zły	dålig	zły	ADJ;NOM;PL	
hantera	zarządzanie	hantera	zarządzać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hantera	zarządzanie	hantera	zarządzać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hantera	uchwyt	hantera	uchwyt	V;IMP;FIN;ACT	N;ACC;MASC;SG
hantera	rączka	hantera	rączka	V;IMP;FIN;ACT	N;NOM;FEM;SG
vila	vila	vila	vila	V;IMP;FIN;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
vila	wypoczynek	vila	wypoczynek	V;IMP;FIN;ACT	N;ACC;FEM;SG
vila	odpoczynek	vila	odpoczynek	V;IMP;FIN;ACT	N;ACC;MASC;SG
fenomen	zjawiska	fenom	zjawisko	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
fenomen	zjawisk	fenom	zjawisko	N;NOM;INDF;NEUT;SG	N;GEN;NEUT;PL
fenomen	zjawiska	fenom	zjawisko	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
pågår	trwających	pågå	trwać	V;IND;PRS;FIN;ACT	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
ffffff	ffffff	ffffff	ffffff	N;NOM;INDF;MASC+FEM;SG	
takt	pace	takt	pac	N;NOM;INDF;MASC+FEM;SG	
takt	tempie	takt	tempo	N;NOM;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
takt	takt	takt	takt	N;NOM;INDF;MASC+FEM;SG	
rik	rich	rik	richy	ADJ;NOM;INDF;MASC+FEM;SG	
tema	temat	tema	temat	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
tema	motywu	tema	motyw	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
girault	girault	girault	girault	N;NOM;INDF;MASC+FEM;SG	
vilda	wild	vilja	wild	ADJ;NOM;PL	
vilda	dziki	vilja	dzik	ADJ;NOM;PL	N;NOM;MASC;SG
vilda	dziko	vilja	dziko	ADJ;NOM;PL	
vilda	dzika	vilja	dziki	ADJ;NOM;PL	
vilda	dzikie	vilja	dziki	ADJ;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vilda	savage	vilja	savaga	ADJ;NOM;PL	
vilda	dziki	vilja	dzik	ADJ;NOM;PL	N;NOM;MASC;SG
vilda	dzikie	vilja	dziki	ADJ;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
passar	fit	passa	fit	V;IND;PRS;FIN;ACT	
passar	garnitury	passa	garnitura	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
passar	kombinezony	passa	kombinezon	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
andel	proporcji	andel	proporcja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
andel	proporcjonalnie	andel	proporcjonalnie	N;NOM;INDF;MASC+FEM;SG	ADV
andel	odsetek	andel	odsetka	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
andel	proporcje	andel	proporcja	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
utställning	dowód	utställning	dowód	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
utställning	wystawę	utställning	wystawa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
utställning	targi	utställning	targa	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
utställning	wystawy	utställning	wystawa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
representant	reprezentatywna	representant	reprezentatywny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
representant	reprezentatywne	representant	reprezentatywny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
representant	przedstawiciela	representant	przedstawiciel	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
definieras	zdefiniowano	definiera	zdefiniować	V;IND;PRS;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
definieras	zdefiniowane	definiera	zdefiniować	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
definieras	określonych	definiera	określony	V;IND;PRS;FIN;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
definieras	zdefiniowana	definiera	zdefiniować	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
definieras	zdefiniowany	definiera	zdefiniować	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
definieras	zdefiniowanych	definiera	zdefiniować	V;IND;PRS;FIN;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
pågående	trwających	pågående	trwać	ADJ;NOM;PRS;V.PTCP	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
främmande	obcych	främmande	obcy	ADJ;NOM	
främmande	kosmita	främmande	kosmita	ADJ;NOM	N;NOM;MASC;SG
främmande	obce	främmande	obcy	ADJ;NOM	
främmande	obca	främmande	obcy	ADJ;NOM	
främmande	obcy	främmande	obcy	ADJ;NOM	N;NOM;MASC;SG
främmande	zagranicznych	främmande	zagraniczny	ADJ;NOM	ADJ;GEN;MASC;PL
främmande	obce	främmande	obcy	ADJ;NOM	
mayo	majonez	mayo	majonez	N;NOM;INDF;MASC+FEM;SG	
mayo	mayo	mayo	mayo	N;NOM;INDF;MASC+FEM;SG	
situation	sytuacje	situation	sytuacja	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
situation	sytuacji	situation	sytuacja	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
edwin	edwin	edwin	edwina	PROPN;NOM	PROPN;NOM;MASC;SG
sol	sun	sol	sunąć	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
sol	słońca	sol	słońce	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
sol	słoneczko	sol	słoneczko	N;NOM;INDF;MASC+FEM;SG	
sol	sol	sol	sol	N;NOM;INDF;MASC+FEM;SG	
sol	słoneczna	sol	słoneczny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
sol	słoneczny	sol	słoneczny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
sol	słoneczne	sol	słoneczny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
relationer	relacji	relation	relacja	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
relationer	stosunków	relation	stosunki	N;NOM;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
lucien	lucien	lucien	lucien	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
östersund	östersund	östersund	östersund	PROPN;NOM	PROPN;NOM;MASC;SG
händelse	story	händelse	stora	N;NOM;INDF;MASC+FEM;SG	
händelse	wydarzenia	händelse	wydarzenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
viii	viii	viii	viii	PROPN;NOM	
bollnäs	bollnäs	bollnäs	bollny	PROPN;NOM	
rangers	rangers	rang	rangers	N;GEN;INDF;MASC+FEM;SG	
rangers	zwiadowcy	rang	zwiadowiec	N;GEN;INDF;MASC+FEM;SG	N;NOM;MASC;PL
helge	helge	helge	helgi	PROPN;NOM	PROPN;NOM;MASC;SG
universum	wszechświecie	universum	wszechświecie	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
universum	wszechświata	universum	wszechświatać	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM	PROPN;NOM;MASC;SG
skickade	wysłany	skicka	wysłać	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
skickade	wysłane	skicka	wysłać	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
steven	stevena	stev	steryn	PROPN;NOM	N;ACC;MASC;SG
steven	steven	stev	steven	PROPN;NOM	PROPN;NOM;MASC;SG
slutspel	playoffs	slutspel	playoffs	N;NOM;INDF;NEUT;SG	
slutspel	endgame	slutspel	endgam	N;NOM;INDF;NEUT;SG	
tillgängliga	dostępny	tillgänglig	dostępny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
tillgängliga	dostępna	tillgänglig	dostępny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
tillgängliga	dostępne	tillgänglig	dostępny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
beatles	beatles	beatla	beatles	PROPN;NOM	
aktiviteter	działania	aktivitet	działanie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
aktiviteter	działalności	aktivitet	działalność	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;SG
aktiviteter	działalność	aktivitet	działalność	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
datorer	komputerów	dator	komputer	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
institutionen	instytucji	institution	instytucja	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
institutionen	instytucje	institution	instytucja	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
fabriken	fabrykę	fabrik	fabryka	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
fabriken	fabryce	fabrik	fabryka	N;NOM;DEF;MASC+FEM;SG	N;DAT;FEM;SG
fabriken	fabryki	fabrik	fabryka	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
värd	gospodarza	värd	gospodarz	ADJ;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
värd	organizator	värd	organizator	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
värd	gospodarz	värd	gospodarz	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
värd	warto	värd	warto	ADJ;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
värd	warte	värd	warty	ADJ;NOM;INDF;MASC+FEM;SG	
värd	worth	värd	worth	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
värd	warta	värd	warta	ADJ;NOM;INDF;MASC+FEM;SG	
värd	hosting	värd	hosting	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
värd	gospodarzem	värd	gospodarz	ADJ;NOM;INDF;MASC+FEM;SG	N;INS;MASC;SG
nacional	nacional	nacional	nacional	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
poesi	poezji	poesi	poezja	N;NOM;INDF;MASC+FEM;SG	
poesi	poezja	poesi	poezja	N;NOM;INDF;MASC+FEM;SG	
poesi	wiersze	poesi	wiersz	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
take	weź	take	wziąć	N;NOM;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
take	brać	take	brać	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN;ACT
take	bierz	take	brać	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
läkemedel	medycyny	läkemedel	medycyna	N;NOM;INDF;NEUT;PL	N;GEN;FEM;SG
läkemedel	lekarstwo	läkemedel	lekarstwo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
läkemedel	medycyna	läkemedel	medycyna	N;NOM;INDF;NEUT;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
läkemedel	pharmaceuticals	läkemedel	pharmaceutical	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
läkemedel	leków	läkemedel	lek	N;NOM;INDF;NEUT;PL	N;GEN;MASC;PL
block	bloków	block	blok	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
block	klocki	block	klocka	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
block	bloki	block	blok	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
block	bloku	block	blok	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
block	zablokuj	block	zablokować	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
block	zablokować	block	zablokować	N;NOM;INDF;NEUT;SG	V;PFV;NFIN;ACT
gammalt	stare	gammal	stary	ADJ;NOM;INDF;NEUT;SG	
gammalt	old	gammal	old	ADJ;NOM;INDF;NEUT;SG	
gammalt	stara	gammal	stary	ADJ;NOM;INDF;NEUT;SG	
salu	sprzedaży	salu	sprzedaż	N;NOM;INDF;MASC+FEM;PL	
salu	sprzedaż	salu	sprzedaż	N;NOM;INDF;MASC+FEM;PL	
salu	wyprzedaż	salu	wyprzedaż	N;NOM;INDF;MASC+FEM;PL	V;PFV;IMP;SG;2;FIN;ACT
chang	chang	chang	chang	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
listor	listy	listor	list	N;NOM;INDF;MASC+FEM;PL	
listor	wykazy	listor	wykaz	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
brant	brant	brant	brant	ADJ;NOM;INDF;NEUT;SG	
brant	strome	brant	stroma	ADJ;NOM;INDF;NEUT;SG	
willis	willis	willis	willisa	N;NOM;INDF;MASC+FEM;SG	
santos	santos	santos	santos	PROPN;NOM	PROPN;NOM;MASC;SG
försäljning	sprzedaż	försäljning	sprzedaż	N;NOM;INDF;MASC+FEM;SG	
försäljning	sprzedaży	försäljning	sprzedaż	N;NOM;INDF;MASC+FEM;SG	
försäljning	sprzedaży	försäljning	sprzedaż	N;NOM;INDF;MASC+FEM;SG	
försäljning	sale	försäljning	sala	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
försäljning	sprzedaż	försäljning	sprzedaż	N;NOM;INDF;MASC+FEM;SG	
försäljning	wyprzedaż	försäljning	wyprzedaż	N;NOM;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
indisk	indian	indisk	indian	ADJ;NOM;INDF;MASC+FEM;SG	
indisk	indianin	indisk	indianin	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
undervisning	uczenie	undervisning	uczenie	N;NOM;INDF;MASC+FEM;SG	
musikgrupp	band	musikgrupp	band	N;NOM;INDF;MASC+FEM;SG	
musikgrupp	zespołu	musikgrupp	zespół	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
project	project	project	project	N;NOM;INDF;MASC+FEM;SG	
stödja	wspieranie	stödja	wspierać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
stödja	wsparcia	stödja	wsparcie	V;IMP;FIN;ACT	N;NOM;NEUT;SG
stödja	wsparcie	stödja	wesprzeć	V;IMP;FIN;ACT	N;NOM;NEUT;SG
stödja	wspieranie	stödja	wspierać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kartor	mapy	karta	mapa	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
fördel	przewagę	fördel	przewaga	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kandahar	kandahar	kandah	kandahar	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
basket	koszykówki	bask	koszykówka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
basket	kosza	bask	kosza	N;NOM;INDF;NEUT;SG	
basket	koszykówkę	bask	koszykówka	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
pubescens	pubescens	pubesc	pubescens	N;NOM;INDF;MASC+FEM;SG	
eleonora	eleonora	eleonora	eleonor	PROPN;NOM	PROPN;NOM;FEM;SG
warner	warner	warner	warner	PROPN;NOM	
lind	lind	lind	lind	PROPN;NOM	PROPN;NOM;MASC;SG
rådgivare	doradca	rådgivare	doradca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	doradca	rådgivare	doradca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	doradcy	rådgivare	doradca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	doradców	rådgivare	doradca	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
rådgivare	doradca	rådgivare	doradca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	doradcą	rådgivare	doradca	N;NOM;INDF;MASC+FEM;PL	N;INS;MASC;SG
stoppa	zatrzymanie	stoppa	zatrzymać	V;IMP;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
slutspelet	playoffs	slutspel	playoffs	N;NOM;DEF;NEUT;SG	
robertson	robertson	robertson	robertson	PROPN;NOM	PROPN;NOM;MASC;SG
congress	kongresie	congress	kongres	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
congress	kongresu	congress	kongres	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
martins	martins	marti	martins	PROPN;GEN	
professionella	zawodowe	professionell	zawodowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
professionella	zawodowych	professionell	zawodowy	ADJ;NOM;PL	ADJ;GEN;MASC;PL
professionella	profesjonalne	professionell	profesjonalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
professionella	profesjonalna	professionell	profesjonalny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
professionella	profesjonalny	professionell	profesjonalny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
professionella	profesjonalnie	professionell	profesjonalnie	ADJ;NOM;PL	ADV
professionella	specjalistów	professionell	specjalista	ADJ;NOM;PL	N;ACC;MASC;PL
professionella	specjali	professionell	specjać	ADJ;NOM;PL	N;DAT;MASC;PL
professionella	profesjonalistów	professionell	profesjonalista	ADJ;NOM;PL	N;ACC;MASC;PL
professionella	zawodowcy	professionell	zawodowiec	ADJ;NOM;PL	N;NOM;MASC;PL
professionella	profesjonali	professionell	profesjonać	ADJ;NOM;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
verkligheten	rzeczywistości	verklighet	rzeczywistość	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
verkligheten	reality	verklighet	realit	N;NOM;DEF;MASC+FEM;SG	
vinster	wygrane	vinst	wygrany	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;SG
vinster	wygrane	vinst	wygrany	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;SG
vinster	wygrywa	vinst	wygrywać	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vinster	wygra	vinst	wygrać	N;NOM;INDF;MASC+FEM;PL	V;PFV;IND;SG;3;FUT;FIN;ACT
vinster	wygrywają	vinst	wygrywać	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
vinster	zysk	vinst	zysk	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
leddes	doprowadziło	leda	doprowadzić	V;IND;PST;FIN;PASS	V;PFV;NEUT;IND;SG;PST;FIN;ACT
leddes	led	leda	led	V;IND;PST;FIN;PASS	
montaña	montaña	monta	montany	N;NOM;INDF;MASC+FEM;SG	
valt	wybrano	välja	wybrać	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
valt	wybrani	välja	wybrany	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
patrik	patrik	patrik	patrik	PROPN;NOM	PROPN;NOM;MASC;SG
patrik	patryk	patrik	patryk	PROPN;NOM	PROPN;NOM;MASC;SG
patrik	patrick	patrik	patrick	PROPN;NOM	PROPN;NOM;MASC;SG
stranden	plaża	strand	plaża	N;NOM;DEF;MASC+FEM;SG	
räknar	liczenie	räkna	liczyć	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
libreville	libreville	librevill	librevill	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
uddevalla	uddevalla	uddevalla	uddevallać	PROPN;NOM	
avsked	rezygnacji	avsked	rezygnacja	N;NOM;INDF;NEUT;SG	N;GEN;FEM;SG
avsked	rezygnację	avsked	rezygnacja	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
regerande	panującego	regerande	panować	ADJ;NOM;PRS;V.PTCP	ADJ;IPFV;ACC;MASC;SG;POS;V.PTCP;ACT
vetlanda	vetlanda	vetlanda	vetlanda	N;NOM;INDF;MASC+FEM;SG	
play	graj	play	graj	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
play	zagraj	play	zagrać	N;NOM;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
play	play	play	pla	N;NOM;INDF;MASC+FEM;SG	
majoriteten	większości	majoritet	większość	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
fysiska	fizyczne	fysisk	fizyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
fysiska	fizyczna	fysisk	fizyczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
fysiska	fizyczny	fysisk	fizyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
ichneumon	ichneumon	ichneumon	ichneumon	N;NOM;INDF;MASC+FEM;SG	N;ACC;NEUT;SG
arkeologiska	archeologiczne	arkeologisk	archeologiczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
kristianstad	kristianstad	kristianstad	kristianstad	PROPN;NOM	
off	wyłączony	off	wyłączyć	N;NOM;INDF;MASC+FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
off	off	off	off	N;NOM;INDF;MASC+FEM;SG	
off	wyłączone	off	wyłączyć	N;NOM;INDF;MASC+FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
konsten	sztuki	konst	sztuka	N;NOM;INDF;MASC+FEM;SG	
konsten	art	konst	art	N;NOM;INDF;MASC+FEM;SG	
konsten	sztukę	konst	sztuka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
nordland	nordland	nordland	nordland	PROPN;NOM	
ber	modlitwa	be	modlitwa	V;IMP;FIN;ACT	N;NOM;FEM;SG
caroline	caroline	caroline	caroliny	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
caroline	karolina	caroline	karolin	PROPN;NOM	PROPN;NOM;FEM;SG
djupt	głęboka	djup	głęboki	ADV	ADJ;NOM;FEM;SG
djupt	głęboki	djup	głęboki	ADV	ADJ;NOM;MASC;SG
djupt	głębokie	djup	głęboki	ADV	ADJ;NOM;NEUT;SG
djupt	deep	djup	deep	ADV	
villkor	warunek	villkor	warunek	N;NOM;INDF;NEUT;PL	N;ACC;MASC;SG
villkor	stan	villkor	stan	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
ändamål	celu	ändamål	cel	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
flotta	navy	flotta	navy	N;NOM;INDF;MASC+FEM;SG	
flotta	marynarki	flotta	marynarka	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
flotta	floty	flotta	flota	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
homs	homs	homs	homs	N;NOM;INDF;MASC+FEM;SG	
nigra	nigra	nigrn	nigry	N;NOM;INDF;MASC+FEM;SG	
skärgård	archipelagu	skärgård	archipelag	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
