और	ja	और	ja		CONJ
अवरोध	esteen	अवरोध	este	N;NOM;MASC;SG;3	N;GEN;SG
टावर	tornissa	टावर	torni	N;NOM;MASC;SG;3	N;IN+ESS;SG
टावर	tornin	टावर	torni	N;NOM;MASC;SG;3	N;GEN;SG
ड्रामा	drama	ड्रामा	drama	N;NOM;MASC;SG;3	
ड्रामा	draamaa	ड्रामा	draama	N;NOM;MASC;SG;3	N;PRT;SG
छेद	reiän	छेद	reikä	N;NOM;MASC;SG;3	N;GEN;SG
छेद	reikiä	छेद	reikä	N;NOM;MASC;SG;3	N;PRT;PL
छेद	aukkoja	छेद	aukko	N;NOM;MASC;SG;3	N;PRT;PL
छेद	reiät	छेद	reikä	N;NOM;MASC;SG;3	N;NOM;PL
छेद	aukot	छेद	aukko	N;NOM;MASC;SG;3	N;NOM;PL
घन	kuubasta	घन	kuuba		N;IN+ABL;SG
घन	kuubaan	घन	kuura		N;IN+ALL;SG
घन	kuubassa	घन	kuuba		N;IN+ESS;SG
घन	kuuban	घन	kuuba		N;GEN;SG
घन	kuuba	घन	kuuba		N;NOM;SG
घन	kuutio	घन	kuutio		N;NOM;SG
घन	kuutio	घन	kuutio		N;NOM;SG
गैसों	kaasuja	गैस	kaasu	N;ACC;MASC;PL;3	N;PRT;PL
गैसों	kaasut	गैस	kaasu	N;ACC;MASC;PL;3	N;NOM;PL
रसूल	rasul	रसूल	rasul	PROPN;NOM;MASC;SG;3	N;NOM;SG
विमानों	lentoliikenne	विमान	lento#liikenne	N;ACC;MASC;PL;3	N;NOM;SG
विमानों	ilmailu	विमान	ilmailu	N;ACC;MASC;PL;3	N;NOM;SG
विमानों	ilmailun	विमान	ilma#ilu	N;ACC;MASC;PL;3	N;GEN;SG
हार्मोन	hormonit	हार्मोन	hormoni	N;NOM;MASC;SG;3	N;NOM;PL
हार्मोन	hormonin	हार्मोन	hormoni	N;NOM;MASC;SG;3	N;GEN;SG
हार्मोन	hormoneja	हार्मोन	hormoni	N;NOM;MASC;SG;3	N;PRT;PL
हार्मोन	hormonit	हार्मोन	hormoni	N;NOM;MASC;SG;3	N;NOM;PL
सीटों	istuimet	सीट	istua	N;ACC;FEM;PL;3	N;NOM;PL
सीटों	paikat	सीट	paikka	N;ACC;FEM;PL;3	N;NOM;PL
आरक्षित	varatut	आरक्षित	varata	PROPN;NOM	N;NOM;PL
आरक्षित	varattu	आरक्षित	varata	PROPN;NOM	V;NOM;SG;V.PTCP;PASS
आरक्षित	varaus	आरक्षित	varaus	PROPN;NOM	N;NOM;SG
आरक्षित	varata	आरक्षित	varata	PROPN;NOM	V;SG;NFIN;ACT
आरक्षित	varaa	आरक्षित	vara	PROPN;NOM	N;PRT;SG
ग्रीस	rasva	ग्रीस	rasva	PROPN;NOM;MASC;SG;3	N;NOM;SG
ग्रीस	rasvaa	ग्रीस	rasva	PROPN;NOM;MASC;SG;3	N;PRT;SG
ग्रीस	kreikka	ग्रीस	kreikka	PROPN;NOM;MASC;SG;3	N;NOM;SG
कष्ट	kärsivät	कष्ट	kärsiä	N;NOM;MASC;SG;3	V;IND;PL;3;PRS;FIN;ACT
कष्ट	kärsimystä	कष्ट	kärsimys	N;NOM;MASC;SG;3	N;PRT;SG
कष्ट	kärsimyksen	कष्ट	kärsimys	N;NOM;MASC;SG;3	N;GEN;SG
कष्ट	kurjuutta	कष्ट	kurjuus	N;NOM;MASC;SG;3	N;PRT;SG
पढ़ा	luettu	पढ	lukea	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
प्रपात	kaatuu	प्रपात	kaatua	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
प्रपात	putoaa	प्रपात	pudota	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
प्रपात	falls	प्रपात	falls	N;NOM;MASC;SG;3	
लाभदायक	hyödyllistä	लाभदायक	hyödyllinen	ADP	ADJ;PRT;SG
निरपेक्ष	absoluuttinen	निरपेक्ष	absoluuttinen	ADP	ADJ;NOM;SG
निरपेक्ष	ehdoton	निरपेक्ष	ehdoton	ADP	ADJ;NOM;SG
प्रवास	maahanmuuton	प्रवास	maahanmuutto	N;NOM;MASC;SG;3	N;GEN;SG
प्रवर्तन	täytäntöönpanoa	प्रवर्तन	täytäntöönpano	N;NOM;MASC;SG;3	N;PRT;SG
बंधन	bondin	बंधन	bond		N;GEN;SG
बंधन	side	बंधन	side		N;NOM;SG
बंधन	bond	बंधन	bond		N;NOM;SG
हंगरी	unkari	हंगरी	unkari	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
हंगरी	unkarin	हंगरी	unkari	PROPN;NOM;MASC;SG;3	N;GEN;SG
हंगरी	unkarilaiset	हंगरी	unkarilainen	PROPN;NOM;MASC;SG;3	N;NOM;PL
हंगरी	unkaria	हंगरी	unkari	PROPN;NOM;MASC;SG;3	N;PRT;SG
हंगरी	unkari	हंगरी	unkari	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
हंगरी	unkarin	हंगरी	unkari	PROPN;NOM;MASC;SG;3	N;GEN;SG
आवेश	närkästystä	आवेश	närkästys	N;NOM;MASC;SG;3	N;PRT;SG
बॉब	bob	बॉब	bob	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
ब्राउन	ruskea	ब्राउन	ruskea	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
ब्राउन	ruskeat	ब्राउन	ruskea	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
ब्राउन	brownin	ब्राउन	brown	PROPN;NOM;MASC;SG;3	N;GEN;SG
ब्राउन	brown	ब्राउन	brown	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
दावे	saatavat	दावा	saada	N;NOM;MASC;SG;3	V;NOM;PL;V.PTCP;PASS
दावे	väittää	दावा	väittää	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
दावे	väitteet	दावा	väite	N;NOM;MASC;SG;3	N;NOM;PL
सुरंग	tunnelin	सुरंग	tunneli	N;NOM;FEM;SG;3	N;GEN;SG
लो	ottaa	ले	ottaa	V;SBJV;SG;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
लो	ota	ले	ottaa	V;SBJV;SG;FIN;ACT	V;IMP;SG;2;FIN;ACT
लो	otetaan	ले	ottaa	V;SBJV;SG;FIN;ACT	V;IND;PRS;FIN;PASS
सीरिया	syyria	सीरिया	syyri	PROPN;NOM;MASC;SG;3	N;NOM;SG
सीरिया	syyriassa	सीरिया	syyria	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
सीरिया	syyrian	सीरिया	syyri	PROPN;NOM;MASC;SG;3	N;GEN;SG
क्रोध	vihaa	क्रोध	vihata	N;NOM;MASC;SG;3	N;PRT;SG
क्रोध	vihan	क्रोध	vihka	N;NOM;MASC;SG;3	N;GEN;SG
क्रोध	raivoa	क्रोध	raivo	N;NOM;MASC;SG;3	N;PRT;SG
क्रोध	raivon	क्रोध	raivo	N;NOM;MASC;SG;3	N;GEN;SG
क्रोध	närkästystä	क्रोध	närkästys	N;NOM;MASC;SG;3	N;PRT;SG
भावनात्मक	tunteet	भावनात्मक	tunne	ADJ;NOM	N;NOM;PL
भावनात्मक	tunteisiin	भावनात्मक	tunne	ADJ;NOM	N;IN+ALL;PL
लगाई	laitettu	लगा	laittaa	V;PFV;FEM;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
लगाई	sijoitettu	लगा	sijoittaa	V;PFV;FEM;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
गायब	kadota	गायब	kadota	ADJ	V;SG;NFIN;ACT
गायब	katoa	गायब	kadota	ADJ	V;IMP;SG;2;FIN;ACT
दाल	dal	दाल	dal	N;NOM;FEM;SG;3	INTJ
माहौल	tunnelmaa	माहौल	tunnelma	N;NOM;MASC;SG;3	N;PRT;SG
माहौल	tunnelmaa	माहौल	tunnelma	N;NOM;MASC;SG;3	N;PRT;SG
शिकारी	metsästäjä	शिकारी	metsästäjä	N;NOM;MASC;PL;3	N;NOM;SG
शिकारी	hunter	शिकारी	hunter	N;NOM;MASC;PL;3	N;NOM;SG
शिकारी	saalistaja	शिकारी	saalistaja	N;NOM;MASC;PL;3	N;NOM;SG
पंजीकरण	rekisteriin	पंजीकरण	rekisteri	N;NOM;MASC;SG;3	N;IN+ALL;SG
पंजीकरण	rekisteröi	पंजीकरण	rekisteröidä	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
पंजीकरण	rekisteröityä	पंजीकरण	rekisteröityä	N;NOM;MASC;SG;3	V;PRT;SG;V.PTCP;PASS
पंजीकरण	rekisteröinnin	पंजीकरण	rekisteröinti	N;NOM;MASC;SG;3	N;GEN;SG
अपशिष्ट	jätettä	अपशिष्ट	jäte	N;NOM;MASC;SG;3	N;PRT;SG
अपशिष्ट	jätteen	अपशिष्ट	jäte	N;NOM;MASC;SG;3	N;GEN;SG
अपशिष्ट	jätteet	अपशिष्ट	jäte	N;NOM;MASC;SG;3	N;NOM;PL
केस	tapauksessa	केस	tapaus	N;NOM;MASC;SG;3	N;IN+ESS;SG
केस	tapausten	केस	tapaus	N;NOM;MASC;SG;3	N;GEN;PL
केस	tapaukset	केस	tapaus	N;NOM;MASC;SG;3	N;NOM;PL
केस	tapauksissa	केस	tapaus	N;NOM;MASC;SG;3	N;IN+ESS;PL
क्लासिक	klassikoita	क्लासिक	klassikko	PROPN;NOM;MASC;SG;3	N;PRT;PL
क्लासिक	klassinen	क्लासिक	klassinen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
क्लासिक	classic	क्लासिक	classic	PROPN;NOM;MASC;SG;3	N;NOM;SG
क्लासिक	klassista	क्लासिक	klassinen	PROPN;NOM;MASC;SG;3	ADJ;PRT;SG
क्लासिक	klassikko	क्लासिक	klassikko	PROPN;NOM;MASC;SG;3	N;NOM;SG
पचास	fifty	पचास	fifty	NUM	
केन	ken	केन	ken		N;NOM;SG
केन	kane	केन	kane		PROPN;NOM;SG
केन	kanen	केन	kane		N;GEN;SG
पुरस्कारों	palkitsee	पुरस्कार	palkita	N;ACC;MASC;PL;3	V;IND;SG;3;PRS;FIN;ACT
पुरस्कारों	palkkiot	पुरस्कार	palkkio	N;ACC;MASC;PL;3	N;NOM;PL
पुरस्कारों	palkinnot	पुरस्कार	palkinto	N;ACC;MASC;PL;3	N;NOM;PL
टेक	tech	टेक	tech		
मोड	dodge	मोड	dodge	N;NOM;MASC;SG;3	PROPN;NOM;SG
लड़के	poikia	लड़का	poika	N;NOM;MASC;PL;3	N;PRT;PL
लड़के	poika	लड़का	poika	N;NOM;MASC;PL;3	N;NOM;SG
शुक्रवार	perjantaina	शुक्रवार	perjantai	PROPN;NOM;MASC;SG;3	N;FRML;SG
शुक्रवार	perjantai	शुक्रवार	perjantai	PROPN;NOM;MASC;SG;3	N;NOM;SG
शुक्रवार	perjantaisin	शुक्रवार	perjantainen	PROPN;NOM;MASC;SG;3	ADV
लेनदेन	tapahtumat	लेनदेन	tapahtuma	N;NOM;MASC;SG;3	N;NOM;PL
लेनदेन	liiketoimet	लेनदेन	liike#toimi	N;NOM;MASC;SG;3	N;NOM;PL
जर्सी	jerseyn	जर्सी	jerseyn	PROPN;NOM;MASC;SG;3	N;GEN;SG
जर्सी	jerseyssä	जर्सी	jerseys	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
जर्सी	jersey	जर्सी	jerseys	PROPN;NOM;MASC;SG;3	
समानांतर	samanaikaisesti	समानांतर	samanaikaisesti	CONJ	ADV
समानांतर	rinnakkain	समानांतर	rinnakkain	CONJ	ADV
बटन	nappeja	बटन	nappi	N;NOM;MASC;SG;3	N;PRT;PL
बटन	napit	बटन	nappi	N;NOM;MASC;SG;3	N;NOM;PL
बटन	painiketta	बटन	painike	N;NOM;MASC;SG;3	N;PRT;SG
उपक्रम	toiminnat	उपक्रम	toiminta	N;NOM;MASC;SG;3	N;NOM;PL
उपक्रम	toimintaa	उपक्रम	toiminta	N;NOM;MASC;SG;3	N;PRT;SG
उपक्रम	toimet	उपक्रम	toimi	N;NOM;MASC;SG;3	N;NOM;PL
उपक्रम	toiminnot	उपक्रम	toiminto	N;NOM;MASC;SG;3	N;NOM;PL
फ्रेम	kehykset	फ्रेम	kehys	N;NOM;MASC;SG;3	N;NOM;PL
फ्रेम	kehykset	फ्रेम	kehys	N;NOM;MASC;SG;3	N;NOM;PL
ग्लोब	globe	ग्लोब	globe	N;NOM;MASC;SG;3	
खुराक	annoksen	खुराक	annos	N;NOM;FEM;SG;3	N;GEN;SG
पंख	sulka	पंख	sulka	N;NOM;MASC;PL;3	N;NOM;SG
पंख	siipien	पंख	siipi	N;NOM;MASC;PL;3	N;GEN;PL
अगला	seuraavaksi	अगला	seuraavaksi	ADJ;NOM;MASC;SG	ADV
उपलब्धता	saatavuutta	उपलब्धता	saatavuus	N;NOM;FEM;SG;3	N;PRT;SG
ताकत	voimia	ताकत	voima	N;NOM;FEM;SG;3	N;PRT;PL
ताकत	voimaa	ताकत	voima	N;NOM;FEM;SG;3	N;PRT;SG
ताकत	vahvuudet	ताकत	vahvuus	N;NOM;FEM;SG;3	N;NOM;PL
विशेषताएं	ominaisuuksia	विशेषता	ominaisuus	N;NOM;FEM;PL;3	N;PRT;PL
श्रमिकों	työntekijöitä	श्रमिक	työ#tekijä	N;NOM;MASC;PL;3	N;PRT;PL
श्रमिकों	työntekijöiden	श्रमिक	työ#tekijä	N;NOM;MASC;PL;3	N;GEN;PL
विक्रेता	myyjän	विक्रेता	myyjä	N;NOM;MASC;SG;3	N;GEN;SG
विक्रेता	myyjät	विक्रेता	myyjä	N;NOM;MASC;SG;3	N;NOM;PL
विक्रेता	myyjän	विक्रेता	myyjä	N;NOM;MASC;SG;3	N;GEN;SG
विक्रेता	myyjät	विक्रेता	myyjä	N;NOM;MASC;SG;3	N;NOM;PL
विक्रेता	sellers	विक्रेता	sellers	N;NOM;MASC;SG;3	
मैनचेस्टर	manchester	मैनचेस्टर	manchester	N;NOM;MASC;SG;3	
टाइगर	tiger	टाइगर	tiger	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
टाइगर	tiikeri	टाइगर	tiikeri	PROPN;NOM;MASC;SG;3	N;NOM;SG
विंडोज़	windows	विंडोज़	windows	N;NOM;MASC;SG;3	PROPN;NOM;SG
विंडोज़	ikkunat	विंडोज़	ikkuna	N;NOM;MASC;SG;3	N;NOM;PL
गैलरी	gallerioita	गैलरी	gallerio	N;NOM;FEM;SG;3	N;PRT;PL
गैलरी	galleriassa	गैलरी	galleria	N;NOM;FEM;SG;3	N;IN+ESS;SG
गैलरी	gallerian	गैलरी	galleria	N;NOM;FEM;SG;3	N;GEN;SG
गैलरी	galleria	गैलरी	galleri	N;NOM;FEM;SG;3	N;PRT;SG
स्वच्छ	läpikuultava	स्वच्छ	läpi#kuultava	N;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;ACT
चर्चित	suuntaus	चर्चित	suuntaus	ADJ	N;NOM;SG
गेहूँ	vehnää	गेहूँ	vehnä	N;NOM;MASC;SG;3	N;PRT;SG
ट्रिपल	kolminkertainen	ट्रिपल	kolmin#kertainen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
ट्रिपल	triple	ट्रिपल	triple	PROPN;NOM;MASC;SG;3	
स्तनधारी	nisäkäs	स्तनधारी	nisäkäs	N;NOM;MASC;PL;3	N;NOM;SG
यूईएफए	uefa	यूईएफए	uefa	PROPN;NOM;MASC;SG;3	N;NOM;SG
तेलुगू	telugu	तेलुगू	telugu	PROPN;NOM;MASC;SG;3	
घंटों	tunteja	घंटा	tunti	N;NOM;MASC;PL;3	N;PRT;PL
घंटों	tuntia	घंटा	tunti	N;NOM;MASC;PL;3	N;PRT;SG
गिनी	guinea	गिनी	guinea		N;NOM;SG
गिनी	guinean	गिनी	guinea		ADJ;GEN;SG
लक्ष्यों	maalit	लक्ष्य	maali	N;ACC;MASC;PL;3	N;NOM;PL
लक्ष्यों	tavoitteita	लक्ष्य	tavoite	N;ACC;MASC;PL;3	N;PRT;PL
लक्ष्यों	maaleja	लक्ष्य	maali	N;ACC;MASC;PL;3	N;PRT;PL
लक्ष्यों	tavoitteet	लक्ष्य	tavoite	N;ACC;MASC;PL;3	N;NOM;PL
चिह्नित	merkitsi	चिह्नित	merkitä	ADJ	V;IND;SG;3;PST;FIN;ACT
चिह्नित	merkitty	चिह्नित	merkitä	ADJ	V;NOM;SG;V.PTCP;PASS
चिह्नित	merkkaa	चिह्नित	merkka	ADJ	V;IMP;SG;2;FIN;ACT
चिह्नित	merkitse	चिह्नित	merkitä	ADJ	V;IMP;SG;2;FIN;ACT
चिह्नित	merkki	चिह्नित	merkki	ADJ	N;NOM;SG
चिह्नित	mark	चिह्नित	mark	ADJ	PROPN;NOM;SG
गर्भावस्था	raskauden	गर्भावस्था	raskaus	N;NOM;MASC;SG;3	N;GEN;SG
संरक्षक	vartijat	संरक्षक	vartija	N;NOM;MASC;SG;3	N;NOM;PL
अवशोषण	imeytymistä	अवशोषण	imeytyminen	N;NOM;MASC;SG;3	N;PRT;SG
पर्ल	helmi	पर्ल	helmi	PROPN;NOM;MASC;SG;3	N;NOM;SG
पर्ल	pearl	पर्ल	pearl	PROPN;NOM;MASC;SG;3	
पर्ल	perl	पर्ल	perl	PROPN;NOM;MASC;SG;3	N;NOM;SG
लुई	louis	लु	louis	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
लुई	louisin	लु	louisi	PROPN;NOM;MASC;SG;3	ADV
त्वरित	nopea	त्वरित	nopea	PROPN;NOM;SG;3	ADJ;NOM;SG
त्वरित	nopeasti	त्वरित	nopeasti	PROPN;NOM;SG;3	ADV
त्वरित	reipas	त्वरित	reipas	PROPN;NOM;SG;3	ADJ;NOM;SG
त्वरित	kiihtynyt	त्वरित	kiihtyä	PROPN;NOM;SG;3	V;NOM;SG;V.PTCP;ACT
त्वरित	nopeutettu	त्वरित	nopeuttaa	PROPN;NOM;SG;3	V;NOM;SG;V.PTCP;PASS
हिन्दुओं	hindut	हिन्दु	hintu	N;ACC;MASC;PL;3	N;NOM;PL
गर्भाशय	kohdun	गर्भाशय	kohtu	N;NOM;MASC;SG;3	N;GEN;SG
डाली	dali	डाल	dali	V;PFV;FEM;SG;V.PTCP;ACT	INTJ
परिष्कृत	puhdistettu	परिष्कृत	puhdistaa		V;NOM;SG;V.PTCP;PASS
परिष्कृत	jalostettu	परिष्कृत	jalostaa		V;NOM;SG;V.PTCP;PASS
परिष्कृत	hienostunut	परिष्कृत	hienostua		V;NOM;SG;V.PTCP;ACT
नमः	nms	नमः	nms	PROPN;NOM;MASC;SG;3	N;NOM;SG
माउंट	vuori	माउंट	vuori	PROPN;NOM;MASC;SG;3	N;NOM;SG
माउंट	mount	माउंट	mount	PROPN;NOM;MASC;SG;3	N;NOM;SG
युद्धों	sodat	युद्ध	sota	N;ACC;MASC;PL;3	N;NOM;PL
युद्धों	sotia	युद्ध	sota	N;ACC;MASC;PL;3	N;PRT;PL
शर्तों	edellytykset	शर्त	edellytys	N;ACC;FEM;PL;3	N;NOM;PL
शर्तों	olosuhteet	शर्त	olo#suhteet	N;ACC;FEM;PL;3	N;NOM;PL
शर्तों	ehdot	शर्त	ehto	N;ACC;FEM;PL;3	N;NOM;PL
शर्तों	ehtoja	शर्त	ehto	N;ACC;FEM;PL;3	N;PRT;PL
शर्तों	ehtoja	शर्त	ehto	N;ACC;FEM;PL;3	N;PRT;PL
शर्तों	termit	शर्त	termi	N;ACC;FEM;PL;3	N;NOM;PL
शर्तों	ehdot	शर्त	ehto	N;ACC;FEM;PL;3	N;NOM;PL
रियल	real	रियल	real	N;NOM;MASC;SG;3	
रियल	todellinen	रियल	todellinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
रियल	oikea	रियल	oikea	N;NOM;MASC;SG;3	ADJ;NOM;SG
रियल	aito	रियल	aito	N;NOM;MASC;SG;3	ADJ;NOM;SG
रियल	todellista	रियल	todellinen	N;NOM;MASC;SG;3	ADJ;PRT;SG
गेम्स	pelejä	गेम्स	peli	N;NOM;MASC;SG;3	N;PRT;PL
गेम्स	pelit	गेम्स	peli	N;NOM;MASC;SG;3	N;NOM;PL
गेम्स	pelien	गेम्स	peli	N;NOM;MASC;SG;3	N;GEN;PL
गेम्स	kisat	गेम्स	kisa	N;NOM;MASC;SG;3	N;NOM;PL
अनुशासन	kuria	अनुशासन	kuri	N;NOM;MASC;SG;3	N;PRT;SG
वादी	kantaja	वादी	kantaja		N;NOM;SG
मैकमोहन	mcmahon	मैकमोहन	mcmaho	PROPN;NOM;MASC;SG;3	N;NOM;SG
सम	edes	सम	edes		ADV
सम	jopa	सम	jopa		ADV
धारक	säiliö	धारक	säiliö	PROPN;NOM;MASC;SG;3	N;NOM;SG
धारक	kontti	धारक	kontti	PROPN;NOM;MASC;SG;3	N;NOM;SG
माइक	mike	माइक	mike	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
कपास	puuvillan	कपास	puu#vilta	N;NOM;MASC;SG;3	N;GEN;SG
कपास	puuvilla	कपास	puuva	N;NOM;MASC;SG;3	N;AT+ESS
;PL
कपास	puuvillaa	कपास	puu#vilta	N;NOM;MASC;SG;3	N;AT+ESS
;PL
घूर्णन	pyörivä	घूर्णन	pyörivä	N;NOM;MASC;SG;3	ADJ;NOM;SG
घूर्णन	käännä	घूर्णन	kääntää	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
घूर्णन	kierrä	घूर्णन	kierrä	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
अनुकूलन	sopeutuminen	अनुकूलन	sopeutuminen		N;NOM;SG
भूख	ruokahalun	भूख	ruoka#halu	N;NOM;FEM;SG;3	N;GEN;SG
भूख	ruokahalua	भूख	ruoka#halu	N;NOM;FEM;SG;3	N;PRT;SG
भूख	nälkäinen	भूख	nälkäinen	N;NOM;FEM;SG;3	ADJ;NOM;SG
भूख	nälän	भूख	näli	N;NOM;FEM;SG;3	N;GEN;SG
मार्गों	reittejä	मार्ग	reitti	N;ACC;MASC;PL;3	N;PRT;PL
मार्गों	reitit	मार्ग	reitti	N;ACC;MASC;PL;3	N;NOM;PL
रिश्ता	suhteet	रिश्ता	suhde	N;NOM;MASC;SG;3	N;NOM;PL
टेक्सास	texasin	टेक्सास	texata	PROPN;NOM;MASC;SG;3	N;GEN;SG
टेक्सास	texas	टेक्सास	texas	PROPN;NOM;MASC;SG;3	
आधी	puoli	आधा	puoli	N;NOM;FEM;SG;3	NUM;NOM;SG
आधी	puolet	आधा	puoli	N;NOM;FEM;SG;3	N;NOM;PL
छाप	vaikutelman	छाप	vaikutelma	N;NOM;FEM;SG;3	N;GEN;SG
शपथ	valan	शपथ	valan	N;NOM;FEM;SG;3	N;GEN;SG
गिरने	putoaminen	गिर	putoaminen	V;NFIN;ACT	N;NOM;SG
बंध	bondin	बंध	bond	V;ACT	N;GEN;SG
बंध	side	बंध	side	V;ACT	N;NOM;SG
बंध	bond	बंध	bond	V;ACT	N;NOM;SG
कुत्तों	koirat	कुत्त	koira	N;ACC;MASC;PL;3	N;NOM;PL
कुत्तों	koiria	कुत्त	koira	N;ACC;MASC;PL;3	N;PRT;PL
बॉल	pallo	बॉल	pallo	PROPN;NOM;MASC;SG;3	N;NOM;SG
बॉल	pallon	बॉल	pallo	PROPN;NOM;MASC;SG;3	N;GEN;SG
बॉल	kuula	बॉल	kuula	PROPN;NOM;MASC;SG;3	N;NOM;SG
बॉल	tanssiaiset	बॉल	tanssiainen	PROPN;NOM;MASC;SG;3	N;NOM;PL
बॉल	munat	बॉल	muna	PROPN;NOM;MASC;SG;3	N;NOM;PL
बॉल	palloja	बॉल	pallo	PROPN;NOM;MASC;SG;3	N;PRT;PL
बॉल	pallot	बॉल	pallo	PROPN;NOM;MASC;SG;3	N;NOM;PL
बॉल	munaa	बॉल	muna	PROPN;NOM;MASC;SG;3	N;PRT;SG
जनन	lisääntymiseen	जनन	lisääntyminen	N;NOM;MASC;SG;3	N;IN+ALL;SG
बे	bay	बे	bay	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
बे	lahti	बे	lahti	PROPN;NOM;MASC;SG;3	N;NOM;SG
डॉन	don	डॉन	don	N;NOM;MASC;SG;3	PROPN;NOM;SG
आरक्षण	varaukset	आरक्षण	varaus	N;NOM;MASC;SG;3	N;NOM;PL
आरक्षण	varauksen	आरक्षण	varaus	N;NOM;MASC;SG;3	N;GEN;SG
आरक्षण	varauksia	आरक्षण	varaus	N;NOM;MASC;SG;3	N;PRT;PL
आरक्षण	varaukset	आरक्षण	varaus	N;NOM;MASC;SG;3	N;NOM;PL
चर	muuttujaa	चर	muuttuja	N;NOM;MASC;SG;3	N;PRT;SG
चर	vaihteleva	चर	vaihdella	N;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;ACT
चर	muuttujan	चर	muuttuja	N;NOM;MASC;SG;3	N;GEN;SG
चर	muuttuva	चर	muuttua	N;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;ACT
चर	muuttujat	चर	muuttuja	N;NOM;MASC;SG;3	N;NOM;PL
चैनलों	kanavia	चैनल	kanava	N;ACC;MASC;PL;3	N;PRT;PL
चैनलों	kanavien	चैनल	kanava	N;ACC;MASC;PL;3	N;GEN;PL
चैनलों	kanavat	चैनल	kanava	N;ACC;MASC;PL;3	N;NOM;PL
नागर	nagara	नागर	nagara	PROPN;NOM;MASC;SG;3	N;NOM;SG
विधियाँ	menetelmiä	विधि	menetelmä	N;NOM;FEM;PL;3	N;PRT;PL
प्रतिपादित	muotoiltu	प्रतिपादित	muotoilla	N;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;PASS
बीमारियों	sairauksia	बीमारी	sairaus	N;ACC;FEM;PL;3	N;PRT;PL
राकेश	rakesh	राकेश	rakesh	PROPN;NOM;MASC;SG;3	N;NOM;SG
बुखार	kuumetta	बुखार	kuume	N;NOM;MASC;SG;3	N;PRT;SG
शोर	melua	शोर	melu	N;NOM;MASC;SG;3	N;PRT;SG
यूरोपियन	euron	यूरोपियन	euro	PROPN;NOM;MASC;SG;3	N;GEN;SG
यूरोपियन	euroa	यूरोपियन	euro	PROPN;NOM;MASC;SG;3	N;PRT;SG
यूरोपियन	euro	यूरोपियन	euro	PROPN;NOM;MASC;SG;3	N;NOM;SG
आजीवन	elinikäinen	आजीवन	elin#ikäinen		ADJ;NOM;SG
आजीवन	elinikä	आजीवन	elin#ikä		N;NOM;SG
आजीवन	eliniän	आजीवन	elin#ikä		N;GEN;SG
शिविर	leirin	शिविर	leiri	N;NOM;MASC;SG;3	N;GEN;SG
शिविर	leirillä	शिविर	leiri	N;NOM;MASC;SG;3	N;AT+ESS
;SG
दांत	hampaiden	दांत	hammas	N;NOM;MASC;SG;3	N;GEN;PL
दांत	hampaita	दांत	hammas	N;NOM;MASC;SG;3	N;PRT;PL
दांत	hampaat	दांत	hammas	N;NOM;MASC;SG;3	N;NOM;PL
पुनर्निर्माण	jälleenrakentamiseen	पुनर्निर्माण	jälleen#rakentaminen	N;NOM;MASC;SG;3	N;IN+ALL;SG
पुनर्निर्माण	jälleenrakentamiseen	पुनर्निर्माण	jälleen#rakentaminen	N;NOM;MASC;SG;3	N;IN+ALL;SG
राष्ट्रीयता	kansallisuuksien	राष्ट्रीयता	kansallisuus	N;NOM;FEM;SG;3	N;GEN;PL
ब्रदर्स	veljiä	ब्रदर्स	veli	N;NOM;MASC;PL;3	N;PRT;PL
ब्रदर्स	bros	ब्रदर्स	bros	N;NOM;MASC;PL;3	
फील्ड	kenttää	फील्ड	kenttä	N;NOM;MASC;SG;3	N;PRT;SG
