tlenu	oksijen	tlen	oksij	N;GEN;MASC;SG	
absolwentów	mezunlar	absolwent	mezun	N;ACC;MASC;PL	ADJ;NOM;PL;3
absolwentów	mezun	absolwent	mezun	N;ACC;MASC;PL	
absolwentów	mezunlar	absolwent	mezun	N;ACC;MASC;PL	ADJ;NOM;PL;3
równania	denklemleri	równać	denklem	N;NOM;NEUT;SG	N;ACC;PL;3
uruchomienie	fırlatma	uruchomienie	fırlatma	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IMP;SG;2;NEG;PRS;CAUS
uruchomienie	başlat	uruchomienie	başlat	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
uruchomienie	fırlatma	uruchomienie	fırlatma	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IMP;SG;2;NEG;PRS;CAUS
gilles	gilles	gilles	gilles	N;NOM;MASC;SG	PROPN;NOM;SG;3
diana	diana	diana	dian	N;NOM;FEM;SG	
zaproszenie	davet	zaprosić	davet	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
zaproszenie	davetli	zaprosić	davetli	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ
zaproszenie	davet	zaprosić	davet	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
zaproszenie	davetli	zaprosić	davetli	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ
zamiar	niyet	zamiar	niyet	V;PFV;IND;PRS;FIN;ACT	
zamiar	niyeti	zamiar	niyet	V;PFV;IND;PRS;FIN;ACT	N;ACC;SG;3
zamiar	niyet	zamiar	niyet	V;PFV;IND;PRS;FIN;ACT	
podwozie	şase	podwóź	şase	N;NOM;MASC;SG	
lane	lane	lany	la		PROPN;NOM;SG;3
minas	minas	minas	minas		PROPN;NOM;SG;3
zębów	dişli	ząb	dişli	N;GEN;MASC;PL	
zębów	dişleri	ząb	diş	N;GEN;MASC;PL	N;NOM;PL;3
zębów	dişler	ząb	diş	N;GEN;MASC;PL	N;NOM;PL;3
dziesiątki	düzinelerce	dziesiątka	düzine		ADV
orbicie	yörünge	orbić	yörünge	N;DAT;FEM;SG	
aten	atina	aten	at	PROPN;NOM;NEUT;SG	N;DAT;SG;3
lars	lars	lars	i	PROPN;NOM;MASC;SG	
fikcyjna	hayali	fikcyjny	hayal	ADJ;NOM;FEM;SG	
opublikowano	gönderildi	opublikować	gönder	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
opublikowano	paylaşılan	opublikować	paylaşı	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
opublikowano	paylaşıldı	opublikować	paylaş	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
opublikowano	paylaştı	opublikować	paylaş	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST
opublikowano	yayınlanan	opublikować	yayınla	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
opublikowano	yayınlanmış	opublikować	yayınla	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
opublikowano	yayınlandı	opublikować	yayınla	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
opublikowano	yayımlandı	opublikować	yayımla	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
monet	para	monet	para	N;GEN;FEM;PL	
monet	monet	monet	monet	N;GEN;FEM;PL	
lufy	varil	lufa	varil	N;GEN;FEM;PL	
lufy	fıçı	lufa	fıç	N;GEN;FEM;PL	
lufy	namlu	lufa	namlu	N;GEN;FEM;PL	N;NOM;SG;3
lufy	namlu	lufa	namlu	N;GEN;FEM;PL	N;NOM;SG;3
lufy	varil	lufa	varil	N;GEN;FEM;PL	
lufy	fıçı	lufa	fıç	N;GEN;FEM;PL	
kosmiczny	evrensel	kosmiczny	evrensel	ADJ;NOM;MASC;SG	
kosmiczny	kozmik	kosmiczny	kozmik	ADJ;NOM;MASC;SG	
korzyść	fayda	korzyść	fayda	N;NOM;FEM;SG	
korzyść	avantajı	korzyść	avantajı	N;NOM;FEM;SG	
korzyść	avantajlı	korzyść	avantajlı	N;NOM;FEM;SG	ADJ
korzyść	avantaj	korzyść	avantaj	N;NOM;FEM;SG	
krotnie	katla	krotnić	kat	ADV	
krotnie	kat	krotnić	kat	ADV	
calgary	calgary	calgary	calgary	N;NOM;MASC;SG	PROPN;NOM;SG;3
szybciej	hızlı	szybko	hızlı	ADV;CMPR	ADJ
bakterii	bakteriyel	bakteria	bakteriyel		N;DAT;SG;3
bakterii	bakteriler	bakteria	bakter		N;NOM;PL;3
przełom	atılım	przełom	atılım	N;NOM;MASC;SG	
texas	teksas	texas	teksas		PROPN;NOM;SG;3
texas	texas	texas	texas		PROPN;NOM;SG;3
słowian	slavlar	słowiać	slav		N;NOM;PL;3
rysunki	çizimleri	rysunek	çizim	N;NOM;MASC;PL	N;ACC;PL;3
rysunki	çizimler	rysunek	çizim	N;NOM;MASC;PL	
portland	portland	portland	portlan	N;NOM;MASC;SG	PROPN;NOM;SG;3
terytoria	bölge	terytoria	bölge	N;NOM;NEUT;PL	
terytoria	bölgesi	terytoria	bölge	N;NOM;NEUT;PL	N;NOM;SG;3
algorytm	algoritma	algoryt	algoritma	N;ACC;MASC;SG	
koronę	tacı	korona	tacı	N;ACC;FEM;SG	
koronę	taç	korona	taç	N;ACC;FEM;SG	
koronę	crown	korona	crown	N;ACC;FEM;SG	
wróć	dönüş	wróć	dönüş	V;PFV;IMP;SG;2;FIN;ACT	
wróć	iade	wróć	iade	V;PFV;IMP;SG;2;FIN;ACT	
kamienie	taş	kamień	taş	N;NOM;MASC;PL	
kamienie	taşlar	kamień	taş	N;NOM;MASC;PL	ADJ;NOM;PL;3
kamienie	taş	kamień	taş	N;NOM;MASC;PL	
kamienie	tas	kamień	tas	N;NOM;MASC;PL	
kamienie	taş	kamień	taş	N;NOM;MASC;PL	
kamienie	taşlar	kamień	taş	N;NOM;MASC;PL	ADJ;NOM;PL;3
kamienie	kaya	kamień	kay	N;NOM;MASC;PL	
konkretnie	özellikle	konkretnie	özellikle	ADV	
umiera	ölür	umierać	ölür	V;IPFV;IND;SG;3;PRS;FIN;ACT	
umiera	ölüyorum	umierać	öl	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
umiera	ölüyor	umierać	öl	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
umiera	ölmek	umierać	öl	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
przemysłowe	endüstriyel	przemysłowy	endüstriyel	ADJ;NOM;NEUT;SG	N;NOM;SG;3
przemysłowe	endüstri	przemysłowy	endüstri	ADJ;NOM;NEUT;SG	
przemysłowe	sanayii	przemysłowy	sanayii	ADJ;NOM;NEUT;SG	
przemysłowe	sanayi	przemysłowy	sanayi	ADJ;NOM;NEUT;SG	
tunel	tüneli	tunel	tüneli	N;NOM;MASC;SG	N;ACC;SG;3
tunel	tünel	tunel	tünel	N;NOM;MASC;SG	
niewątpliwie	kuşkusuz	niewątpliwie	kuşkusuz	ADV	
niewątpliwie	şüphesiz	niewątpliwie	şüphesiz	ADV	
zbiorniki	tankları	zbiornik	tank	N;NOM;MASC;PL	N;ACC;PL;3
niewielu	birkaç	niewiele	birkaç		DET
sprzedano	satılmış	sprzedać	sat	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
sprzedano	satılan	sprzedać	sat	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
sprzedano	satıldı	sprzedać	sat	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
sprzedano	sattı	sprzedać	sat	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST
sprzedano	satılır	sprzedać	sat	V;PFV;IND;0;PST;FIN;ACT	V;IPFV;IND;SG;3;POS;PASS
chen	chen	chen	chen	PROPN;NOM;MASC;SG	
konkursy	yarışmalar	konkurs	yarış	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
konkursy	yarışmaları	konkurs	yarış	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
tygodniach	hafta	tydzień	hafta	N;GEN;MASC;PL	N;NOM;SG;3
tygodniach	haftalar	tydzień	hafta	N;GEN;MASC;PL	N;NOM;PL;3
tygodniach	haftalarca	tydzień	haftalarca	N;GEN;MASC;PL	ADV
ewakuacji	boşaltma	ewakuacja	boşal	N;GEN;FEM;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
ewakuacji	tahliye	ewakuacja	tahli	N;GEN;FEM;SG	
wymiar	boyut	wymiar	boyut	N;NOM;MASC;SG	
bonus	bonus	bonus	bonus	N;NOM;MASC;SG	
bonus	prim	bonus	prim	N;NOM;MASC;SG	
web	internet	web	internet		N;NOM;SG;3
rolnictwo	tarım	rolnictwo	tarım	N;NOM;NEUT;SG	
rolnictwo	tarımsal	rolnictwo	tarımsal	N;NOM;NEUT;SG	
rolnictwo	tarım	rolnictwo	tarım	N;NOM;NEUT;SG	
rolnictwo	tarım	rolnictwo	tarım	N;NOM;NEUT;SG	
rolnictwo	tarımsal	rolnictwo	tarımsal	N;NOM;NEUT;SG	
zmieniona	değiştirilmiş	zmienić	değiş	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
simone	simone	simon	simon	PROPN;NOM;FEM;SG	
juniors	juniors	juniors	juniors	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
poezja	şiirler	poezja	şiir		N;NOM;PL;3
litwa	litvanya	litwa	litvanya		PROPN;NOM;SG;3
pokład	güverte	pokład	güver	N;NOM;MASC;SG	
pokład	deste	pokład	dest	N;NOM;MASC;SG	
sprzeciw	itiraz	sprzeciw	itiraz	N;NOM;MASC;SG	
sprzeciw	muhalefet	sprzeciw	muhalefet	N;NOM;MASC;SG	
sprzeciw	muhalif	sprzeciw	muhalif	N;NOM;MASC;SG	
atlanta	atlanta	atlant	atlan	N;NOM;MASC;SG	PROPN;NOM;SG;3
kolonię	koloni	kolonia	koloni	N;ACC;FEM;SG	
opady	yağış	opad	yağış	N;NOM;MASC;PL	
opady	yağış	opad	yağış	N;NOM;MASC;PL	
słowacja	slovakya	słowacja	slovakya	N;NOM;FEM;SG	PROPN;NOM;SG;3
odchodzi	gitmek	odchodzić	git	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
odchodzi	gidiyor	odchodzić	git	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
odchodzi	ayrılıyor	odchodzić	ayrıl	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
usuwanie	kaldırılması	usuwać	kal	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
usuwanie	kaldırma	usuwać	kaldırma	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
usuwanie	kaldırmak	usuwać	kal	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
usuwanie	silme	usuwać	sil	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
usuwanie	silme	usuwać	sil	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
usuwanie	kaldırma	usuwać	kaldırma	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
usuwanie	kaldırılması	usuwać	kal	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
rany	yara	rana	yara	N;ACC;FEM;SG	
rany	yarası	rana	yara	N;ACC;FEM;SG	N;NOM;SG;3
rany	yaran	rana	yaran	N;ACC;FEM;SG	
rany	yara	rana	yara	N;ACC;FEM;SG	
rany	yaralara	rana	yara	N;ACC;FEM;SG	N;DAT;PL;3
rany	yaralar	rana	yara	N;ACC;FEM;SG	N;NOM;PL;3
rany	yaraları	rana	yara	N;ACC;FEM;SG	N;NOM;PL;3
substancje	madde	substancja	madde	N;NOM;FEM;PL	N;NOM;SG;3
ziemski	dünyevi	ziemski	dünyevi	ADJ;NOM;MASC;SG	
publikowane	yayınlanan	publikować	yayınla	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
publikowane	yayınlanmış	publikować	yayınla	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
publikowane	yayınlandı	publikować	yayınla	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
publikowane	yayımlandı	publikować	yayımla	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
pływak	yüzücü	pływak	yüzücü	N;NOM;MASC;SG	
pływak	cankurtaran	pływak	cankurtar	N;NOM;MASC;SG	V;PFV;IND;POS;PRS;V.CVB;CAUS
ogromny	kocaman	ogromny	kocaman	ADJ;NOM;MASC;SG	
ogromny	devasa	ogromny	devasa	ADJ;NOM;MASC;SG	
ogromny	büyük	ogromny	büyük	ADJ;NOM;MASC;SG	
ogromny	devasa	ogromny	devasa	ADJ;NOM;MASC;SG	
ogromny	devasa	ogromny	devasa	ADJ;NOM;MASC;SG	
schemat	diyagramı	schemat	diyagram	N;NOM;MASC;SG	N;ACC;SG;3
schemat	şematik	schemat	şematik	N;NOM;MASC;SG	ADJ
oczywiste	bariz	oczywisty	bariz	V;IPFV;IND;SG;PRS;FIN;ACT	
oczywiste	belli	oczywisty	belli	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ
fotografia	fotograf	fotografia	fotograf	N;NOM;FEM;SG	
fotografia	foto	fotografia	foto	N;NOM;FEM;SG	
fotografia	fotoğraf	fotografia	fotoğraf	N;NOM;FEM;SG	
fotografia	fotoğraf	fotografia	fotoğraf	N;NOM;FEM;SG	
fotografia	fotoğraf	fotografia	fotoğraf	N;NOM;FEM;SG	
teoretycznie	teoride	teoretycznie	teori	ADV	N;ESS;SG;3
gmt	gmt	gętić	gmt	PROPN;NOM;MASC;SG	
przekierowanie	yönlendirme	przekierować	yönlen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
przekierowanie	yönlendir	przekierować	yönle	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IND;SG;POS;PRS
przekierowanie	yönlendirdim	przekierować	yönle	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IND;SG;1;POS;PST;CAUS
przekierowanie	yönlendiriliyor	przekierować	yönlen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
krajobraz	yatay	krajobraz	yatay	N;NOM;MASC;SG	
zdecydowała	karar	zdecydować	karar	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;NOM;SG;3
przekonać	ikna	przekonać	ikna	V;PFV;NFIN;ACT	
belgradzie	belgrad	belgrad	belgrad	PROPN;DAT;MASC;SG	
tkanki	mendil	tkanka	mendil	N;ACC;FEM;PL	
tkanki	doku	tkanka	doku	N;ACC;FEM;PL	
tkanki	mendil	tkanka	mendil	N;ACC;FEM;PL	
skuteczność	gösteri	skuteczność	göster	N;NOM;FEM;SG	
skuteczność	performans	skuteczność	performans	N;NOM;FEM;SG	
skuteczność	etkinliğini	skuteczność	etkinlik	N;NOM;FEM;SG	N;ACC;SG;3
skuteczność	etkinliği	skuteczność	etkinlik	N;NOM;FEM;SG	N;ACC;SG;3
skuteczność	verim	skuteczność	ver	N;NOM;FEM;SG	
skuteczność	verimliliği	skuteczność	ver	N;NOM;FEM;SG	N;ACC;SG;3
przypadkowo	kazara	przypadkowo	kazara	ADV	
przypadkowo	yanlışlıkla	przypadkowo	yanlışlık	ADV	N;INS;SG;3
przypadkowo	kazayla	przypadkowo	kaza	ADV	N;INS;SG;3
tryby	modları	tryb	mod	N;NOM;MASC;PL	N;ACC;PL;3
erich	erich	erich	erich	PROPN;NOM;MASC;SG	
dama	hanımefendi	dam	hanımefendi		N;NOM;SG;3
władcą	hükümdar	władca	hüküm	N;INS;MASC;SG	
przyjęte	kabul	przyjąć	kabul	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;SG;3
przyjęte	evlatlık	przyjąć	evlatlık	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;SG;3
bloki	engeller	blok	engel	N;NOM;MASC;PL	
bloki	blok	blok	blok	N;NOM;MASC;PL	
twierdzą	iddia	twierdzić	iddia	V;IPFV;IND;PL;3;PRS;FIN;ACT	
testament	ahit	testament	ahit	N;ACC;MASC;SG	
testament	vasiyet	testament	vasiyet	N;ACC;MASC;SG	N;NOM;SG;3
berg	berg	berg	berg	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
anhalt	anhalt	anhalt	anhalt	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
podobieństwo	benzerlikler	podobieństwo	benzerlik	N;NOM;NEUT;SG	N;NOM;PL;3
mitsubishi	mitsubishi	mitsubisha	mitsubish		PROPN;NOM;SG;3
zatrudnienie	istihdam	zatrudnienie	istihdam	N;NOM;NEUT;SG	
horror	korku	horror	korku	N;NOM;MASC;SG	
horror	dehşet	horror	dehşet	N;NOM;MASC;SG	
technologia	teknoloji	technologia	teknoloji	N;NOM;FEM;SG	
oklahoma	oklahoma	oklahy	oklahom	N;NOM;NEUT;SG	PROPN;NOM;SG;3
konkretne	spesifik	konkretny	spesifik	ADJ;NOM;NEUT;SG	
konkretne	belirli	konkretny	belirli	ADJ;NOM;NEUT;SG	
konkretne	somut	konkretny	somut	ADJ;NOM;NEUT;SG	
konkretne	beton	konkretny	beton	ADJ;NOM;NEUT;SG	
konflikty	çatışmalar	konflikt	çatış	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
konflikty	ihtilaf	konflikt	ihtilaf	N;NOM;MASC;PL	
konflikty	çekişme	konflikt	çekiş	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
konflikty	anlaşmazlık	konflikt	anlaşmazlık	N;NOM;MASC;PL	N;NOM;SG;3
konflikty	çatışma	konflikt	çatış	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
konflikty	çelişki	konflikt	çelişki	N;NOM;MASC;PL	
wezwanie	çağrı	wezwanie	çağrı	N;NOM;NEUT;SG	
sophie	sophie	soph	sophie	N;NOM;FEM;SG	
kings	kings	kings	kings		PROPN;NOM;SG;3
kings	kralları	kings	kral		N;ACC;PL;3
kings	krallar	kings	kral		N;NOM;PL;3
dokładne	doğru	dokładny	doğru	ADJ;NOM;NEUT;SG	
podziemia	yeraltında	podziemiać	yeraltı		N;ESS;SG;3
skrzyżowanie	junction	skrzyżowanie	junction	N;NOM;NEUT;SG	PROPN;NOM;SG;3
poprawę	geliştirme	poprawa	geliş	N;ACC;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
poprawę	iyileştirilmesi	poprawa	iyileş	N;ACC;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
architektów	mimarlar	architekt	mimar	N;ACC;MASC;PL	N;NOM;PL;3
czytać	okuma	czytać	oku	V;IPFV;NFIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
czytać	okuyun	czytać	oku	V;IPFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;PRS
czytać	oku	czytać	oku	V;IPFV;NFIN;ACT	
czytać	okumak	czytać	oku	V;IPFV;NFIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
organizatorów	organizatörler	organizator	organizatör	N;ACC;MASC;PL	N;NOM;PL;3
spada	düşüyor	spadać	düş	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
spada	düşer	spadać	düş	V;IPFV;IND;SG;3;PRS;FIN;ACT	
spada	şelalesi	spadać	şelale	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
spada	falls	spadać	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;SG;3
dramatyczny	dramatik	dramatyczny	dramatik	ADJ;NOM;MASC;SG	
siódmego	seventh	siódmy	seventh	N;GEN;MASC;SG	N;NOM;SG;3
siódmego	yedinci	siódmy	yedinci	N;GEN;MASC;SG	
zapasy	erzak	zapas	erzak	N;NOM;MASC;PL	
zapasy	malzeme	zapas	malzem	N;NOM;MASC;PL	
zapasy	güreş	zapas	güreş	N;NOM;MASC;PL	
zapasy	hisse	zapas	hisse	N;NOM;MASC;PL	N;NOM;SG;3
zapasy	stok	zapas	stok	N;NOM;MASC;PL	
żyły	damarları	żyły	damar	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;PL;3
żyły	damar	żyły	damar	V;PFV;MASC;IND;PL;PST;FIN;ACT	
żyły	damarlar	żyły	damar	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;PL;3
żyły	damar	żyły	damar	V;PFV;MASC;IND;PL;PST;FIN;ACT	
żyły	damarı	żyły	damar	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;ACC;SG;3
donieck	donetsk	donieck	donetsk	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
cesarzem	imparator	cesarz	imparator	N;INS;MASC;SG	
organiczny	organik	organiczny	organik	ADJ;NOM;MASC;SG	
make	yap	maka	yap		V;PFV;IMP;SG;2;POS;PRS
instrukcji	talimatlar	instrukcja	talimat	N;GEN;FEM;SG	N;NOM;PL;3
instrukcji	talimatları	instrukcja	talimat	N;GEN;FEM;SG	N;NOM;PL;3
instrukcji	talimat	instrukcja	talimat	N;GEN;FEM;SG	
zgoda	rıza	zgoda	rız	N;NOM;FEM;SG	
zgoda	anlaştık	zgoda	anlaş	N;NOM;FEM;SG	V;PFV;IND;PL;1;POS;PST
face	yüzün	faka	yüz		N;NOM;SG;3
face	yüzünü	faka	yüz		N;ACC;SG;3
face	yüzü	faka	yüz		N;ACC;SG;3
opada	düşer	opadać	düş	V;IPFV;IND;SG;3;PRS;FIN;ACT	
opada	şelalesi	opadać	şelale	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
opada	falls	opadać	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;SG;3
genewie	cenova	genew	cenova	N;NOM;MASC;SG	PROPN;NOM;SG;3
genewie	cenevre	genew	cenevre	N;NOM;MASC;SG	PROPN;NOM;SG;3
ojców	babalar	ojciec	baba	N;ACC;MASC;PL	N;NOM;PL;3
ojców	babalar	ojciec	baba	N;ACC;MASC;PL	N;NOM;PL;3
zapewnienie	sağlamak	zapewnić	sağla	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR
zapewnienie	güvence	zapewnić	güvence	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
zapewnienie	teminat	zapewnić	teminat	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
barwa	renk	barwa	renk	N;NOM;FEM;SG	
barwa	rengi	barwa	renk	N;NOM;FEM;SG	
barwa	renkli	barwa	renkli	N;NOM;FEM;SG	
barwa	renk	barwa	renk	N;NOM;FEM;SG	
barwa	rengi	barwa	renk	N;NOM;FEM;SG	
wspomnień	hatıralar	wspomnienie	hatıra	N;GEN;NEUT;PL	N;NOM;PL;3
wspomnień	anılar	wspomnienie	anı	N;GEN;NEUT;PL	N;NOM;PL;3
inżynieria	mühendisler	inżynierie	mühendis	N;NOM;FEM;SG	N;NOM;PL;3
inżynieria	mühendisleri	inżynierie	mühendis	N;NOM;FEM;SG	N;ACC;PL;3
sale	salonları	sala	salon	N;NOM;FEM;PL	N;ACC;PL;3
sale	satılık	sala	satılık	N;NOM;FEM;PL	N;NOM;SG;3
sale	satış	sala	satış	N;NOM;FEM;PL	
literaturę	edebiyat	literatura	edebiyat	N;ACC;FEM;SG	N;NOM;SG;3
artyleria	topçu	artylerium	topçu	N;NOM;FEM;SG	
siatkówki	retina	siatkówka	ret	N;NOM;FEM;SG	
siatkówki	retina	siatkówka	ret	N;NOM;FEM;SG	
siatkówki	voleybol	siatkówka	voleybol	N;NOM;FEM;SG	
design	dizayn	design	dizayn		N;NOM;SG;3
sklepy	mağazaları	sklep	mağaza	N;NOM;MASC;PL	N;ACC;PL;3
seweryn	seweryn	seweryn	sewer	N;NOM;MASC;SG	
markiz	marki	markiz	marki	N;NOM;MASC;SG	
concacaf	concacaf	concacaf	concacaf	N;GEN;MASC;SG	N;NOM;SG;3
majewski	majewski	majewski	majewski	ADJ;NOM;MASC;SG	
doradcą	danışmanı	doradca	danışman	N;INS;MASC;SG	N;NOM;SG;3
doradcą	danışman	doradca	danış	N;INS;MASC;SG	
buffalo	bufalo	buffalo	bufalo	N;NOM;MASC;SG	
buffalo	buffalo	buffalo	buffalo	N;NOM;MASC;SG	PROPN;NOM;SG;3
zwłoki	cesetler	zwłoki	ceset	N;ACC;NEUT;PL	N;NOM;PL;3
zwłoki	cesetleri	zwłoki	ceset	N;ACC;NEUT;PL	N;NOM;PL;3
zwłoki	ceset	zwłoki	ceset	N;ACC;NEUT;PL	
zwłoki	kadavra	zwłoki	kadavra	N;ACC;NEUT;PL	
pokoleń	nesillerdir	pokolenie	nesil		V;IPFV;POT;PL;3;POS
pokoleń	nesiller	pokolenie	nesil		N;NOM;PL;3
wieczny	ebedi	wieczny	ebe	ADJ;NOM;MASC;SG	
wieczny	sonsuz	wieczny	sonsuz	ADJ;NOM;MASC;SG	
odkryć	ortaya	odkryć	orta	V;PFV;NFIN;ACT	ADJ;DAT;SG;3
odkryć	keşifler	odkryć	keşif	V;PFV;NFIN;ACT	N;NOM;PL;3
odkryć	keşfedin	odkryć	keşfe	V;PFV;NFIN;ACT	N;GEN;SG;3
odkryć	keşfet	odkryć	keşfet	V;PFV;NFIN;ACT	
stężenie	konsantrasyonları	stężyć	konsantrasyon	N;NOM;NEUT;SG	N;ACC;PL;3
stężenie	konsantre	stężyć	konsantre	N;NOM;NEUT;SG	
stężenie	konsantrasyon	stężyć	konsantrasyon	N;NOM;NEUT;SG	
stężenie	toplama	stężyć	toplama	N;NOM;NEUT;SG	
zrobione	alınmış	zrobić	al	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;PASS
zrobione	alındı	zrobić	al	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
zrobione	alınan	zrobić	al	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
zrobione	aldı	zrobić	al	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
zrobione	alınır	zrobić	al	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
zrobione	yapılmış	zrobić	yap	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
