yaralar	as	yara	o	N;NOM;PL;3	DET
iğrenç	desagradable	iğrenç	desagradable		ADJ
iğrenç	noxento	iğrenç	noxento		N
iğrenç	porcallada	iğrenç	porcallar		V
havuç	cenoura	havuç	cenoura		N
inkâr	negar	inkâr	negar		V
inkâr	rexeitada	inkâr	rexeitar		V
inkâr	negación	inkâr	negación		N
leroy	leroy	None	leroy		PROPN
kaufman	kaufman	kaufman	kaufmar		V
büyüleyici	fascinante	büyüleyici	fascinante		ADJ
büyüleyici	máxicos	büyüleyici	máxico		ADJ
büyüleyici	máxico	büyüleyici	máxico		ADJ
büyüleyici	engaiolante	büyüleyici	engaiolante		ADJ
büyüleyici	encantadora	büyüleyici	encantador		ADJ
büyüleyici	que	büyüleyici	que		PRO
büyüleyici	encantador	büyüleyici	encantador		ADJ
büyüleyici	encantado	büyüleyici	encantar		V
büyüleyici	querida	büyüleyici	querer		V
kazma	extraer	kazma	extraer		V
kazma	cáptasme	kazma	cáptasme		N
kazma	capto	kazma	capto		N
kazma	cavar	kazma	cavar		V
kazma	píllalo	kazma	píllalo		PROPN
kazma	cavando	kazma	cavar		V
yemiş	comiches	ye	comiche	V;PFV;NFH;IND;SG;3;POS;PST	N
yemiş	hoxe	ye	hoxe	V;PFV;NFH;IND;SG;3;POS;PST	ADV
nöron	neurona	nöron	neurona		N
nöron	neuronas	nöron	neurona		N
teyze	tía	teyze	tía		N
hissediyorum	que	hisset	que	V;PROG;IND;SG;1;POS;INFM;PRS	PRO
hissediyorum	se	hisset	se	V;PROG;IND;SG;1;POS;INFM;PRS	CONJ
hissediyorum	ben	hisset	ben	V;PROG;IND;SG;1;POS;INFM;PRS	ADV
hissediyorum	que	hisset	que	V;PROG;IND;SG;1;POS;INFM;PRS	PRO
hissediyorum	sensación	hisset	sensación	V;PROG;IND;SG;1;POS;INFM;PRS	N
hissediyorum	sentimento	hisset	sentimento	V;PROG;IND;SG;1;POS;INFM;PRS	N
ütopya	utopía	ütopya	utopír		N
ihtilaf	conflito	ihtilaf	conflito		N
zoom	fixarnos	zoom	fixarno		N
alenen	publicamente	ale	publicamente		ADV
anarşi	anarquía	anarşi	anarquía		N
rahmet	misericordia	rahmet	misericordia		N
rahmet	piedade	rahmet	piedade		N
rahmet	misericordioso	rahmet	misericordioso		ADJ
roketler	pasaron	roket	pasar	N;NOM;PL;3	V
iq	ci	i	ci		PROPN
bugünlerde	hoxe	bugün	hoxe	N;ESS;PL;3	ADV
hocam	o	hocam	o	N;NOM;SG;3	DET
sum	suma	sum	suma		N
etrafta	arredor	etraf	arredor	N;ESS;SG;3	ADV
etrafta	por	etraf	por	N;ESS;SG;3	ADP
etrafta	aquí	etraf	aquí	N;ESS;SG;3	ADV
destekle	apoiar	destek	apoiar	N;INS;SG;3	V
destekle	de	destek	de	N;INS;SG;3	ADP
rudi	rudi	rudi	rudi		PROPN
tutun	o	tut	o	V;PFV;IMP;PL;2;POS;PRS	DET
vaiz	sacerdote	vaiz	sacerdote		N
kanca	todos	kan	todo		DET
skip	skip	skip	skip		N
elbiseler	vestidos	elbise	vestido	N;NOM;PL;3	V
nefis	delicioso	nefis	delicioso		ADJ
randevu	a	randev	o	N;NOM;SG;3	DET
güverte	cuberta	güver	cubrir		V
otizm	autismo	otizm	autismo		N
viski	güisqui	viski	güisqui	N;NOM;SG;3	PROPN
vahşet	violencia	vahşet	violencia		N
vahşet	a	vahşet	o		DET
vahşet	brutalidade	vahşet	brutalidade		N
zordu	difícil	zor	difícil		ADJ
zordu	dificil	zor	dificil		ADJ
nacht	nacht	nacht	nacht		PROPN
sofra	mesa	sofra	mesa		N
kıç	cu	kıç	cu		N
otantik	auténtica	otantik	auténtico	N;NOM;SG;3	ADJ
otantik	é	otantik	ser	N;NOM;SG;3	V
havalandırma	ventilación	havalan	ventilación	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
fda	fda	fda	fdar		PROPN
abigail	abigail	abigail	abigail		ADJ
tanıtımını	a	tanıtım	o	N;ACC;SG;3	DET
nöbetçi	sentinela	nöbetçi	sentinela		N
sayma	contar	say	contar		V
sayma	contigo	say	contigo		ADV
gertrude	gertrude	gertrut	gertrude		PROPN
çeteleri	forzados	çete	forzar	N;ACC;PL;3	V
komşular	os	komşu	o	ADJ;NOM;PL;3	DET
komşular	veciños	komşu	veciño	ADJ;NOM;PL;3	N
yağmurlar	chove	yağmur	chove	N;NOM;PL;3	V
açın	aberta	aç	aberto	V;PFV;IMP;PL;2;POS;PRS	ADJ
tekme	diversión	tekme	diversión		N
tekme	ben	tekme	ben		ADV
tekme	unha	tekme	un		DET
tekme	malleira	tekme	malleira		N
tekme	patada	tekme	patada		N
tekme	dáme	tekme	dáme		V
tekme	una	tekme	unir		V
tekme	botar	tekme	botar		V
tekme	patea	tekme	patea		N
taşınma	movéndose	taşınma	movéndose		V
taşınma	aquí	taşınma	aquí		ADV
taşınma	de	taşınma	de		ADP
onbeş	quince	onbeş	quince		NUM
depresif	depresión	depresif	depresión		N
depresif	deprimido	depresif	deprimir		N
sordum	pregunteille	sor	pregunteille	V;PFV;IND;SG;1;POS;PST	ADJ
sordum	lle	sor	lle	V;PFV;IND;SG;1;POS;PST	PRO
ironi	ironía	iron	ironía		N
değişiyor	a	değiş	o	V;PROG;IND;SG;3;POS;INFM;PRS	DET
değişiyor	de	değiş	de	V;PROG;IND;SG;3;POS;INFM;PRS	ADP
değişiyor	cambio	değiş	cambio	V;PROG;IND;SG;3;POS;INFM;PRS	N
yeğen	sobriño	yeğen	sobriño		N
kirby	kirby	kirby	kirby		PROPN
teneke	metálico	tenek	metálico	N;NOM;SG;3	ADJ
paniğe	pánico	panik	pánico		N
eriyen	fusión	eri	fusión	V;PFV;IND;POS;PRS;V.PTCP	N
bizimkiler	noso	bizimki	noso		DET
bizimkiler	nosas	bizimki	noso		DET
bizimkiler	nós	bizimki	nós		ADV
bizimkiler	nosa	bizimki	noso		DET
bizimkiler	nosos	bizimki	noso		DET
nitrojen	nitróxeno	nitrojen	nitróxeno		N
sorguya	interrogado	sorgu	interrogar	N;DAT;SG;3	V
heves	entusiasmo	heves	entusiasmo		N
sabotaj	sabotaxe	sabotaj	sabotaxe		N
kisa	pouco	kisa	pouco		ADV
kisa	curto	kisa	curto		ADJ
kisa	curta	kisa	curto		ADJ
kisa	curtas	kisa	curto		N
rolls	e	rolls	e		CONJ
hürmet	reverencia	hürmet	reverencia		N
artıyor	aumento	art	aumento	V;PROG;IND;SG;3;POS;INFM;PRS	N
ayarlama	arranxo	ayarlam	arranxo		N
ayarlama	acordo	ayarlam	acordo		N
çinhindi	indochina	çinh	indochina		N
aylardır	meses	ayla	mes	V;IPFV;IND;SG;3;POS	N
soda	soda	soda	soda		N
karnı	estómago	karın	estómago		N
karnı	ventre	karın	ventrar		N
karnı	barriga	karın	barriga		N
ucuza	barato	uçuz	barato		N
işledi	cometiches	işle	cometiche	V;PFV;IND;SG;3;POS;PST	N
işledi	cometeses	işle	cometer	V;PFV;IND;SG;3;POS;PST	N
işledi	compromiso	işle	compromiso	V;PFV;IND;SG;3;POS;PST	N
louie	louie	loui	louie		PROPN
yükle	carguen	yükle	carguen		V
nosferatu	nosferatu	nosferat	nosferatu		N
hissettim	que	hisset	que	V;PFV;IND;SG;1;POS;PST	PRO
çizme	botas	çiz	bota		N
çizme	as	çiz	o		DET
moor	páramo	moor	páramo	PROPN;NOM;SG;3	N
hükümlü	presidiario	hükümlü	presidiario		ADJ
hükümlü	preso	hükümlü	preso		N
parola	contrasinal	parol	contrasinal		N
gurup	grupo	gur	grupo		N
gurup	de	gur	de		ADP
ambulans	ambulancia	ambulans	ambulancia		N
kumsal	beach	kumsal	beach		PROPN
kumsal	praia	kumsal	praia		N
garantisi	garantir	garanti	garantir	N;NOM;SG;3	V
bencil	egoísta	bencil	egoísta		N
kıskanç	ciumento	kıskanç	ciumento		N
kıskanç	celosa	kıskanç	celosar		ADJ
parfüm	perfume	parfüm	perfumir		N
parfüm	colonia	parfüm	colonia		N
kuarklar	quarks	ku	quark	ADJ;NOM;PL;3	N
dinleyen	ouvinte	dinle	ouvinte	V;PFV;IND;POS;PRS;V.PTCP	N
takibe	da	takibe	da		V
takibe	busca	takibe	buscar		V
takibe	persecución	takibe	persecución		N
ryo	ryo	ryo	ryo		PROPN
paradoks	paradoxo	paradoks	paradoxo		N
kamyonet	van	kamyonet	ir	N;NOM;SG;3	V
kamyonet	pham	kamyonet	pham	N;NOM;SG;3	PROPN
kurbağalar	ras	kurbağa	ras	N;NOM;PL;3	PROPN
coşku	entusiasmo	coşku	entusiasmo		N
boşta	improdutivo	boşta	improdutivo		ADJ
gizlenmiş	oculto	gizle	oculto	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N
gizlenmiş	ocultas	gizle	oculto	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N
insanlığı	a	insanlık	o	N;ACC;SG;3	DET
yaraları	as	yara	o	N;NOM;PL;3	DET
empati	empatía	empati	empatía		N
saatlerce	horas	saatlerce	hora	ADV	N
zavallı	pobre	zavallı	pobre		ADJ
zavallı	pobres	zavallı	pobre		N
hayatlar	vive	hayat	vivir	N;NOM;PL;3	V
derecelendirme	cualificación	derecelen	cualificación	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
hayranlar	ventiladores	hayran	ventiladores	ADJ;NOM;PL;3	N
cotton	algodón	cotton	algodón		N
cotton	de	cotton	de		ADP
koş	correr	koş	correr		V
koş	corre	koş	currir		V
jurassic	xurásico	jurassic	xurásico		ADJ
corp	nosa	corp	noso		DET
corp	corporación	corp	corporación		N
emici	parvo	emici	parvo		N
prosedür	procedemento	prosedür	procedemento		N
milyarlarca	millóns	milyarlarca	millón	NUM	N
milyarlarca	mil	milyarlarca	mil	NUM	N
milyarlarca	miles	milyarlarca	mil	NUM	N
kucuk	pequeno	kucuk	pequeno		ADJ
kucuk	pequenos	kucuk	pequeno		ADJ
kucuk	pequenas	kucuk	pequeno		ADJ
kucuk	pequena	kucuk	pequeno		ADJ
sari	amarelos	sari	amarelo		N
sari	amarelas	sari	amarela		N
sari	amarela	sari	amarelar		N
sari	marelo	sari	marelo		N
sari	taxi	sari	taxi		N
hatırlatma	que	hatırla	que	V;PFV;IMP;SG;2;NEG;PRS;CAUS	PRO
hatırlatma	lémbrolle	hatırla	lémbrolle	V;PFV;IMP;SG;2;NEG;PRS;CAUS	PROPN
hatırlatma	lembrareille	hatırla	lembrareille	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N
hatırlatma	lembrarlle	hatırla	lembrarlle	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N
hatırlatma	lembrarlles	hatırla	lembrarle	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N
direnme	os	diren	o	V;PFV;NOM;IND;POS;PRS;V.MSDR	DET
ödev	os	ödev	o	N;NOM;SG;3	DET
ödev	deberes	ödev	deber	N;NOM;SG;3	V
kalori	calorías	kalori	caloría		N
filistinliler	palestinos	filistinli	palestino	ADJ;NOM;PL;3	N
dozu	dose	dozu	dose		N
giuliano	giuliano	giuliano	giuliano	PROPN;NOM;SG;3	N
giuliano	a	giuliano	o	PROPN;NOM;SG;3	DET
affet	perdoar	affet	perdoar		V
affet	perdoamos	affet	perdor		V
affet	perdóame	affet	perdóame		PROPN
affet	desculpe	affet	desculpe		PROPN
affet	perdoa	affet	perdoa		V
affet	perdóeme	affet	perdóeme		N
affet	perdoe	affet	perdoar		PROPN
hastaneleri	os	hastane	o	N;ACC;PL;3	DET
mayis	poden	mayis	poder		V
mayis	pode	mayis	poder		V
mayis	maio	mayis	maio		N
mayis	que	mayis	que		PRO
mayis	podo	mayis	podar		V
lanetli	maldito	lanetli	maldito		N
akşamlar	serán	akşam	ser	N;NOM;PL;3	V
wally	wally	wally	wally		PROPN
klanı	clan	klan	clan		PROPN
klanı	do	klan	do		PROPN
klanı	dos	klan	dos		PROPN
klanı	clans	klan	clan		N
madenci	mineiro	madenci	mineiro		ADJ
madenci	mineiros	madenci	mineiro		N
madenci	obreiros	madenci	obreiro		N
yardımsever	axuda	yardımsever	axuda	ADJ	N
hergün	cotiá	hergün	cotián		N
arıyorum	a	ara	o	V;PROG;IND;SG;1;POS;INFM;PRS	DET
arıyorum	por	ara	por	V;PROG;IND;SG;1;POS;INFM;PRS	ADP
dilenci	moinantes	dilenci	moinante		ADJ
dilenci	esmoleiros	dilenci	esmoleiro		ADJ
dilenci	moinantes	dilenci	moinante		ADJ
gelinlik	vestido	gelinlik	vestido	N;NOM;SG;3	V
hakikaten	de	hakikaten	de	ADV	ADP
hakikaten	verdade	hakikaten	verdade	ADV	N
hakikaten	o	hakikaten	o	ADV	DET
hakikaten	feito	hakikaten	feito	ADV	N
hakikaten	grazas	hakikaten	graza	ADV	N
bilincin	a	bilinç	o	N;GEN;SG;3	DET
bilincin	da	bilinç	da	N;GEN;SG;3	V
sayarak	contigo	say	contigo	V;PFV;IND;POS;PRS;V.CVB	ADV
aşklar	me	aşk	me	N;NOM;PL;3	PRO
aşklar	quéreme	aşk	quéreme	N;NOM;PL;3	PROPN
aşklar	quérete	aşk	quérete	N;NOM;PL;3	PROPN
aşklar	quere	aşk	querer	N;NOM;PL;3	V
salyangoz	caracois	salyangoz	caracois		N
domuzlar	os	domuz	o	N;NOM;PL;3	DET
kek	torta	kek	torta		N
kek	pastel	kek	pastel		N
kaybetmek	a	kaybet	o	V;PFV;NOM;IND;POS;PRS;V.MSDR	DET
camlar	de	cam	de	N;NOM;PL;3	ADP
fw	fw	fw	fw		PROPN
yükseğe	instituto	yüksek	instituto		N
yükseğe	altos	yüksek	alto		N
yükseğe	alto	yüksek	alto		ADJ
yükseğe	alta	yüksek	alto		ADJ
kibrit	mistos	kibrit	misto		N
kibrit	partidos	kibrit	partido		N
yakışır	dignos	yakış	digno		ADJ
yakışır	respectábeis	yakış	respectábeis		ADJ
cura	cura	cura	curo		N
sıçan	rata	sıç	rata		N
isteksiz	non	isteksiz	non	ADJ	PART
jest	xesto	jest	xesto		N
jest	aceno	jest	aceno		N
cinayetten	un	cinayet	un	N;AT+ABL;SG;3	DET
mermiler	as	mermi	o	N;NOM;PL;3	DET
bulvar	avenida	bulvar	avenida		N
antibiyotikler	coa	antibiyotik	coar	N;NOM;PL;3	V
antibiyotikler	dos	antibiyotik	dos	N;NOM;PL;3	PROPN
antibiyotikler	os	antibiyotik	o	N;NOM;PL;3	DET
zimbabwe	cimbabue	zimbabwe	cimbabue	PROPN;NOM;SG;3	PROPN
zimbabwe	zimbawe	zimbabwe	zimbawe	PROPN;NOM;SG;3	N
zimbabwe	zimbabwe	zimbabwe	zimbabwe	PROPN;NOM;SG;3	PROPN
desenleri	patróns	desen	patrón	V;PFV;IND;PL;3;POS;PRS	N
öğretti	ensináronnos	öğret	ensináronno	V;PFV;IND;SG;3;POS;PST	N
öğretti	que	öğret	que	V;PFV;IND;SG;3;POS;PST	PRO
çarşaf	sabas	çarşaf	saber		N
delilik	tolear	delilik	tolear	N;NOM;SG;3	V
delilik	tola	delilik	tola	N;NOM;SG;3	PROPN
hanımlar	señoritas	hanım	señoritar	N;NOM;PL;3	V
hanımlar	as	hanım	o	N;NOM;PL;3	DET
simdi	agora	simdi	agora		ADV
yarda	metros	yar	metro		N
elegans	elegans	elegans	elegan		PROPN
zorlamak	a	zorla	o	V;PFV;NOM;IND;POS;PRS;V.MSDR	DET
utangaç	tímida	utangaç	tímida		ADJ
trend	tendencia	trend	tendencia		N
trend	coa	trend	coar		V
spagetti	espaguetis	spaget	espaguetis		PROPN
spagetti	spaghetti	spaget	spaghetti		N
geçtim	aprobouse	geç	aprobouse	V;PFV;IND;SG;1;POS;PST	N
benzetme	analoxía	benze	analoxía	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
giymek	con	giy	con	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADP
giymek	pantalóns	giy	pantalón	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
giymek	levas	giy	leva	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
ürkütücü	aterrador	ürkütücü	aterrador		N
ürkütücü	medo	ürkütücü	medo		N
mikrop	microbios	mikrop	microbio		N
mikrop	xermes	mikrop	xerme		N
seksüel	sexual	seksüel	sexual		ADJ
ekle	engadir	ekil	engadir		V
ekle	dous	ekil	dous		N
siren	sirenas	sir	sirena		N
siren	sereas	sir	ser		N
siren	serea	sir	ser		N
bagaj	maleteiro	bagaj	maleteiro		N
kapan	trampa	kap	trampa		N
kapan	boca	kap	boca		N
cathy	cathy	cathy	cathy		PROPN
entellektüel	intelectual	entellektüel	intelectual		ADJ
merdivenler	as	merdiven	o	N;NOM;PL;3	DET
geiger	geiger	geiger	geiger		N
karides	gambas	karides	gambo		N
bebekler	os	bebek	o	N;NOM;PL;3	DET
vogel	vogelöd	vogel	vogelöd		N
vogel	vogel	vogel	vogel		PROPN
algılayıcı	sensor	algılayıcı	sensor		N
liza	liza	liza	liza		PROPN
havale	transferir	havale	transferir	N;NOM;SG;3	V
sabırlı	paciente	sabırlı	paciente		N
sabırlı	doente	sabırlı	doente		N
sabırlı	pacientes	sabırlı	paciente		N
ig	dos	ig	dos		PROPN
ig	ig	ig	ig		PROPN
dekore	condecorado	dekore	condecorar	N;NOM;SG;3	V
christiane	christiane	christian	christiane	PROPN;NOM;SG;3	N
departman	de	departman	de	N;NOM;SG;3	ADP
görenler	espectadores	gören	espectador		N
görenler	audiencia	gören	audiencia		N
fantazi	fantasía	fantazi	fantasía		N
oliva	oliva	oliva	oliva	PROPN;NOM;SG;3	N
sıkışmış	que	sıkış	que	V;PFV;NFH;IND;SG;3;POS;PST	PRO
soguk	frío	soguk	frío		N
soguk	fría	soguk	fría		N
soguk	arrefriado	soguk	arrefriar		N
ritüel	ritual	ritüel	ritual		N
ritüel	rituais	ritüel	ritual		N
dolandırıcı	fraude	dolandırıcı	fraude		N
kendimize	nós	kendi	nós	PRO;DAT;PL;1;REFL	ADV
kendimize	mesmos	kendi	mesmo	PRO;DAT;PL;1;REFL	DET
güzelim	fermoso	güzelim	fermoso		ADJ
güzelim	bonita	güzelim	bonita		N
güzelim	fermosa	güzelim	fermosa		ADJ
güzelim	precioso	güzelim	precioso		ADJ
güzelim	fermosas	güzelim	fermosa		ADJ
düdük	asubío	düdük	asubío		N
düdük	asubía	düdük	asubir		V
anahtarları	as	anahtar	o	N;NOM;PL;3	DET
sonia	sonia	sonia	soniar		PROPN
vinnie	vinnie	vinni	vinnie		PROPN
boşaltma	evacuación	boşal	evacuación	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N
tükürük	cuspir	tükürük	cuspir		V
çiftçilerin	labregos	çiftçi	labrego	N;GEN;PL;3	ADJ
yangınlar	lumes	yangın	lume	ADJ;NOM;PL;3	N
yararları	beneficios	yarar	beneficio	ADJ;NOM;PL;3	N
yararları	os	yarar	o	ADJ;NOM;PL;3	DET
dibe	fondo	dibe	fondo		N
dibe	final	dibe	final		N
dibe	do	dibe	do		PROPN
dibe	inferior	dibe	inferior		ADJ
dibe	abaixo	dibe	abaixo		ADV
dibe	todo	dibe	todo		DET
cassini	cassini	cass	cassinir		N
deste	cuberta	dest	cubrir		V
doktorları	os	doktor	o	N;ACC;PL;3	DET
muhterem	reverendo	muhterem	reverer		V
eğitilmiş	para	eğit	para	V;PFV;NFH;IND;3;POS;PST;PASS	ADP
dun	onte	dun	onte		ADV
kir	terra	kir	terra		N
márquez	márquez	márquez	márquez		PROPN
dışarda	do	dışarı	do	N;ESS;SG;3	PROPN
dışarda	fóra	dışarı	fóra	N;ESS;SG;3	ADV
dışarda	fora	dışarı	ir	N;ESS;SG;3	V
ozel	especial	ozel	especial		ADJ
ozel	especiais	ozel	especial		ADJ
öpücük	bícame	öpücük	bícame	N;NOM;SG;3	PROPN
öpücük	bicar	öpücük	bicar	N;NOM;SG;3	V
öpücük	un	öpücük	un	N;NOM;SG;3	DET
öpücük	biquiño	öpücük	biquiño	N;NOM;SG;3	PROPN
ateşler	lumes	ateş	lume		N
uyuyor	somníferos	uy	somnífer	V;PROG;IND;SG;3;POS;INFM;PRS	N
çalmış	roubei	çal	roubar	V;PFV;NFH;IND;SG;3;POS;PST	PROPN
çalmış	roubaches	çal	roubaches	V;PFV;NFH;IND;SG;3;POS;PST	N
çalmış	o	çal	o	V;PFV;NFH;IND;SG;3;POS;PST	DET
çalmış	estola	çal	estola	V;PFV;NFH;IND;SG;3;POS;PST	N
çalmış	rouboume	çal	rouboume	V;PFV;NFH;IND;SG;3;POS;PST	PROPN
seçmenlerin	votantes	seçmen	votante	ADJ;GEN;PL;3	N
kaydetme	aforrando	kaydet	aforrar		V
kaydetme	salvar	kaydet	salvar		V
kaydetme	aforro	kaydet	aforro		N
kaydetme	aforraban	kaydet	aforrar		V
koştu	marcharon	koş	marchar		V
koştu	sen	koş	sen		ADP
sali	martes	sali	martes		N
ihtiyacım	precisamos	ihtiyaç	precisar	N;NOM;SG;3	V
ihtiyacım	necesitamos	ihtiyaç	necesitar	N;NOM;SG;3	V
ihtiyacım	que	ihtiyaç	que	N;NOM;SG;3	PRO
ihtiyacım	preciso	ihtiyaç	preciso	N;NOM;SG;3	ADJ
russel	russell	russel	russell		PROPN
arayış	buscando	arayış	buscar		V
arayış	busca	arayış	buscar		V
inanın	cres	inan	cres	N;NOM;SG;3	PRO
inanın	creo	inan	creo	N;NOM;SG;3	V
inanın	que	inan	que	N;NOM;SG;3	PRO
inanın	crer	inan	crer	N;NOM;SG;3	V
inanın	cremos	inan	cremo	N;NOM;SG;3	V
kemp	señora	kemp	señor		N
kemp	kemp	kemp	kemp		PROPN
yetkililere	autoridades	yetkili	autoridade	ADJ;DAT;PL;3	N
kolye	colar	koly	colar	N;NOM;SG;3	V
zamansal	lóbulo	zamansal	lóbulo		N
zamansal	temporal	zamansal	temporal		ADJ
santi	santi	sant	santi		PROPN
üstad	mestre	üstad	mestre		N
üstad	máster	üstad	máster		N
üstad	dono	üstad	dono		N
üstad	o	üstad	o		DET
üstad	propietario	üstad	propietario		N
üstad	patrón	üstad	patrón		N
üstad	señor	üstad	señor		N
hızlanma	aceleración	hızlan	aceleración	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
daktilo	máquina	daktilo	máquina		N
winslow	winslow	winslow	winslow	PROPN;NOM;SG;3	PROPN
arıyor	a	ara	o	V;PROG;IND;SG;3;POS;INFM;PRS	DET
arıyor	por	ara	por	V;PROG;IND;SG;3;POS;INFM;PRS	ADP
pazarlar	os	pazar	o	N;NOM;PL;3	DET
geliyorum	que	gel	que	V;PROG;IND;SG;1;POS;INFM;PRS	PRO
viet	viet	viet	viet		PROPN
viet	vietminh	viet	vietminh		PROPN
bağırarak	non	bağır	non	V;PFV;IND;POS;PRS;V.CVB	PART
aramaları	as	ara	o	V;PFV;NOM;IND;POS;PRS;V.MSDR	DET
aramaları	buscas	ara	busca	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
merrill	merrill	merrill	merrill	PROPN;NOM;SG;3	PROPN
yakınlarda	pouco	yakın	pouco	ADJ;ESS;PL;3	ADV
yakınlarda	recentemente	yakın	recente	ADJ;ESS;PL;3	ADV
yakınlarda	ultimamente	yakın	ultimamente	ADJ;ESS;PL;3	ADV
yakınlarda	hai	yakın	haber	ADJ;ESS;PL;3	V
yakınlarda	preto	yakın	preto	ADJ;ESS;PL;3	ADV
göğsü	peito	göğüs	peito		N
pençe	canteiros	penç	canteiro		N
pençe	garras	penç	garra		N
enteresan	interesante	enteresan	interesante		ADJ
enteresan	interesantes	enteresan	interesante		ADJ
gage	gage	gage	gage		PROPN
tiny	diminutos	tiny	diminuto		N
tiny	pequena	tiny	pequeno		ADJ
tiny	pequenos	tiny	pequeno		ADJ
tiny	diminuto	tiny	diminuto		N
tiny	pequeno	tiny	pequeno		ADJ
tiny	minúsculas	tiny	minúscula		N
tiny	diminuta	tiny	diminuta		ADJ
tiny	pequenas	tiny	pequeno		ADJ
içerde	dentro	içeri	dentro	N;ESS;SG;3	ADV
içerde	interior	içeri	interior	N;ESS;SG;3	ADJ
içerde	en	içeri	en	N;ESS;SG;3	ADP
içerde	no	içeri	no	N;ESS;SG;3	V
baskılı	impreso	baskılı	impreso		N
esirler	os	esir	o	N;NOM;PL;3	DET
atla	así	atla	así		ADV
atla	saltar	atla	saltar		V
atla	chimpa	atla	chimpa		PROPN
atla	skip	atla	skip		N
burjuvazi	burguesía	burjuvazi	burguesía		N
değerlidir	valioso	değerli	valioso		ADJ
hôtel	hotel	hôtel	hotel		PROPN
ringo	ringo	ringo	ringo		N
müfreze	317	müfrez	317		NUM
wilkes	wilkes	wilkes	wilkes	PROPN;NOM;SG;3	PROPN
vietnamlı	vietnamita	vietnamlı	vietnamita		N
vietnamlı	vietnamitas	vietnamlı	vietnamita		N
vietnamlı	vietnam	vietnamlı	vietnam		PROPN
uzaklara	lonxe	uzak	lonxe	ADJ;DAT;PL;3	ADV
nitrik	óxido	nitrik	óxido		N
nitrik	nítrico	nitrik	nítrico		ADJ
nitrik	no	nitrik	no		V
yanlis	mal	yanlis	mal		ADV
yanlis	malo	yanlis	malo		PROPN
levazım	de	levaz	de		ADP
levazım	subministración	levaz	subministración		N
dadı	neneira	da	neneira		ADJ
jagger	jagger	jagger	jagger		PROPN
fotograf	foto	fotograf	foto		N
cezalandırma	castigo	cezalan	castigo	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
cezalandırma	punishment	cezalan	punishment	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	PROPN
çip	fichas	çip	ficha		N
çalınmış	datos	çal	dato	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N
rezil	desgraza	rezil	desgraza		N
rezil	deshonra	rezil	deshonra		N
harcamalar	gastos	harca	gasto	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
moe	moe	moe	moe		PROPN
yanıtlar	as	yanıt	o	N;NOM;PL;3	DET
hack	piratería	hack	piratería		N
ansızın	súpeto	ansızın	súpeto		N
ansızın	de	ansızın	de		ADP
ansızın	repente	ansızın	repente		ADV
ayakkabılar	os	ayakkabı	o	N;NOM;PL;3	DET
briç	bridge	briç	bridge	N;NOM;SG;3	PROPN
öde	paga	öd	pagar		V
öde	pagar	öd	pagar		V
öde	pagalo	öd	pagalo		PROPN
yalanlar	xace	yalan	xacir	ADJ;NOM;PL;3	V
yalanlar	está	yalan	estar	ADJ;NOM;PL;3	V
yalanlar	reside	yalan	residir	ADJ;NOM;PL;3	V
yalanlar	mentiras	yalan	mentira	ADJ;NOM;PL;3	N
kaçırmak	secuestro	kaçır	secuestro	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
yardim	axudar	yardim	axudar		V
yardim	a	yardim	o		DET
yardim	axuda	yardim	axuda		N
yardim	evitalo	yardim	evitalo		N
tayfa	tripulación	tayfa	tripulación		N
tayfa	equipo	tayfa	equipo		N
