להינשא	casatori	ננשא	casator	V;NFIN;MID	
נשיאה	presedintele	נשיאה	presedinte	PROPN	N;DEF;MASC;SG
נשיאה	presedinte	נשיאה	presedinte	PROPN	N;INDF;MASC;SG
נשיאה	presedinte	נשיאה	presedinte	PROPN	N;INDF;MASC;SG
ערוצי	canalele	ערוץ	canalel	N;PSSD;MASC;PL	N;DEF;FEM;PL
ערוצי	canale	ערוץ	canal	N;PSSD;MASC;PL	N;INDF;FEM;PL
קלווין	kelvin	קלווין	kelvin	PROPN	N;INDF;MASC;SG
קלווין	calvin	קלווין	calvin	PROPN	N;INDF;MASC;SG
שובר	cupon	שובר	cupon	PROPN	N;INDF;MASC;SG
שובר	pauze	שובר	pauză	PROPN	N;INDF;FEM;PL
שובר	pauzele	שובר	pauză	PROPN	N;DEF;FEM;PL
בורות	ignorant	בורה	ignorant	N;MASC;PL	ADJ;INDF;MASC;SG
בורות	ignoranta	בורה	ignorant	N;MASC;PL	N;DEF;FEM;SG
יורדת	descendent	ירד	descendent	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
הניח	presupus	הניח	presupune	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הניח	asumat	הניח	asuma	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
מבינה	intelege	מבין	intelege	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מבינה	intelege	מבין	intelege	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מיזוג	fuziune	מיזוג	fuziune		N;INDF;FEM;SG
מיזוג	fuziunea	מיזוג	fuziune		N;DEF;FEM;SG
מיזוג	imbinare	מיזוג	imbinare		N;INDF;FEM;SG
מיזוג	imbina	מיזוג	imbină		V;IND;SG;3;IPFV;FIN
מיזוג	unire	מיזוג	unire		N;INDF;FEM;SG
מיזוג	unificare	מיזוג	unificare		N;INDF;FEM;SG
תינוק	baby	תינוק	baby	N;MASC;SG	
תינוק	bebe	תינוק	bebe	N;MASC;SG	
פארקר	parker	פארקר	parker	PROPN	PROPN
מעדיפים	prefera	העדיף	prefera	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מעדיפים	preferi	העדיף	preferi	V;MASC;PL;V.PTCP;ACT	V;IND;SG;2;PRS;FIN
מעדיפים	prefera	העדיף	prefera	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מעדיפים	prefer	העדיף	prefer	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
הוחזר	repus	הוחזר	repune	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	reinstalat	הוחזר	reinstala	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	recuperate	הוחזר	recuperat	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
הוחזר	recuperata	הוחזר	recuperat	V;MASC;SG;3;PST;PASS	N;DEF;FEM;SG
הוחזר	preluat	הוחזר	prelua	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	recuperat	הוחזר	recupera	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	returnat	הוחזר	returna	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוחזר	returnata	הוחזר	returnat	V;MASC;SG;3;PST;PASS	N;DEF;FEM;SG
שליליות	negativa	שלילי	negativa	ADJ;FEM;PL	ADJ;DEF;FEM;SG
שליליות	negativ	שלילי	negativ	ADJ;FEM;PL	ADV
גרנדה	grenada	גרנדה	grenadă	PROPN	N;DEF;FEM;SG
גרנדה	grande	גרנדה	grandă	PROPN	N;INDF;MASC;SG
גרנדה	granada	גרנדה	granadă	PROPN	N;DEF;FEM;SG
שפע	abundente	שפע	abundent		ADJ;INDF;FEM;PL
שפע	abundent	שפע	abundent		ADV
מקדונלד	macdonald	מקדונלד	macdonald	PROPN	PROPN
מקדונלד	mcdonald	מקדונלד	mcdonald	PROPN	N;INDF;MASC;SG
מיין	maine	מיין	maină	PROPN	
האף	nasul	האף	nas		N;DEF;MASC;SG
האף	nas	האף	nas		N;INDF;MASC;SG
ניה	nia	ניה	niel		PROPN
נוזלי	lichide	נוזלי	lichid	PROPN	N;INDF;FEM;PL
נוזלי	lichid	נוזלי	lichid	PROPN	N;INDF;MASC;SG
נוזלי	lichida	נוזלי	lichidă	PROPN	ADJ;DEF;FEM;SG
ניומן	newman	ניום	newman	PROPN	PROPN
בלבול	confuzii	בלבול	confuz	N;MASC;SG	N;INDF;FEM;PL
פסיפס	mozaic	פסיפס	mozaic	PROPN	N;INDF;MASC;SG
אכילה	mananc	אכילה	mananc	N;FEM;SG	
אכילה	mancand	אכילה	mancand	N;FEM;SG	
אכילה	comestibile	אכילה	comestibil	N;FEM;SG	N;INDF;FEM;PL
אכילה	comestibil	אכילה	comestibil	N;FEM;SG	ADJ;INDF;MASC;SG
אכילה	comestibila	אכילה	comestibil	N;FEM;SG	ADJ;DEF;FEM;SG
סנטר	barbie	סנטר	barbie	PROPN	N;INDF;FEM;SG
סנטר	chin	סנטר	chin	PROPN	N;INDF;MASC;SG
סנטר	barbia	סנטר	barbie	PROPN	N;DEF;FEM;SG
סנטר	centrul	סנטר	centru	PROPN	N;DEF;MASC;SG
סנטר	centru	סנטר	centru	PROPN	N;INDF;MASC;SG
בון	bon	בון	bon	PROPN	N;INDF;MASC;SG
בון	bonn	בון	bonn	PROPN	PROPN
בון	oase	בון	os	PROPN	N;INDF;FEM;PL
בון	os	בון	os	PROPN	N;INDF;MASC;SG
בון	osul	בון	os	PROPN	N;DEF;MASC;SG
בון	bone	בון	bonă	PROPN	
בון	boone	בון	boon	PROPN	PROPN
בון	boon	בון	boon	PROPN	PROPN
לבוב	lviv	לבוב	lviv	PROPN	PROPN
סקוטי	scottie	סקוטי	scottie	PROPN	N;INDF;FEM;SG
סקוטי	scotty	סקוטי	scotty	PROPN	
מאל	mal	מאל	mal		N;INDF;MASC;SG
פייסבוק	facebook	פייסבוק	facebook	PROPN	N;INDF;MASC;SG
אביטל	avital	אביטל	avital	PROPN	ADJ;INDF;MASC;SG
ינאי	yanai	ינאי	yana	PROPN	
מחזאי	dramaturg	מחזאי	dramaturg	PROPN	N;INDF;MASC;SG
אלמוני	anonima	אלמוני	anonimă	PROPN	ADJ;DEF;FEM;SG
אלמוני	anonim	אלמוני	anonim	PROPN	
אלמוני	anonime	אלמוני	anonim	PROPN	N;INDF;FEM;PL
בנין	benin	בניין	benin	PROPN	N;INDF;MASC;SG
מקוריים	originala	מקורי	original	ADJ;MASC;PL	ADJ;DEF;FEM;SG
מקוריים	original	מקורי	original	ADJ;MASC;PL	ADJ;INDF;MASC;SG
מקוריים	originala	מקורי	original	ADJ;MASC;PL	ADJ;DEF;FEM;SG
מקוריים	originalele	מקורי	original	ADJ;MASC;PL	N;DEF;FEM;PL
גאורגי	georgi	גאורגי	georgi	PROPN	PROPN
ליטאים	lituanieni	ליטאי	lituanian	N;MASC;PL	ADJ;INDF;MASC;PL
חטא	pacatos	חטא	pacatos	PROPN	N;INDF;MASC;SG
חטא	pacatul	חטא	pacat	PROPN	N;DEF;MASC;SG
חטא	sin	חטא	sin	PROPN	
סולטאן	sultanul	סולטאן	sultan	PROPN	N;DEF;MASC;SG
סולטאן	sultan	סולטאן	sultan	PROPN	N;INDF;MASC;SG
המעי	intestin	המעי	intestin	PROPN	
המעי	intestinul	המעי	intestin	PROPN	N;DEF;MASC;SG
לפרט	elaborat	פירט	elabora	V;NFIN;ACT	ADJ;INDF;MASC;SG
לפרט	elaborata	פירט	elaborat	V;NFIN;ACT	ADJ;DEF;FEM;SG
לפרט	elaborate	פירט	elabora	V;NFIN;ACT	ADJ;INDF;FEM;PL
לפרט	specifica	פירט	specifica	V;NFIN;ACT	N;DEF;FEM;SG
לפרט	specifica	פירט	specifica	V;NFIN;ACT	N;DEF;FEM;SG
רצינית	serioasa	רציני	serios	ADV	ADJ;DEF;FEM;SG
רצינית	serioasa	רציני	serios	ADV	ADJ;DEF;FEM;SG
רצינית	grave	רציני	grav	ADV	ADJ;INDF;FEM;PL
רצינית	seriozitate	רציני	seriozitate	ADV	N;INDF;FEM;SG
דקר	decker	דקר	decker		PROPN
דורו	duro	דור	duro	PROPN	N;INDF;MASC;SG
הורדת	descarcat	הורדה	descarca	N;FEM;SG	ADJ;INDF;MASC;SG
הורדת	descarcat	הורדה	descarca	N;FEM;SG	ADJ;INDF;MASC;SG
הורדת	descarcata	הורדה	descarcat	N;FEM;SG	V;IND;SG;3;IPFV;FIN
הורדת	descarcate	הורדה	descarca	N;FEM;SG	ADJ;INDF;FEM;PL
סתיו	toamna	סתיו	toamnă		N;DEF;FEM;SG
סתיו	toamna	סתיו	toamnă		N;DEF;FEM;SG
סתיו	cazi	סתיו	cădea		V;IND;SG;2;PRS;FIN
סתיו	toamna	סתיו	toamnă		N;DEF;FEM;SG
סתיו	cadea	סתיו	cadea		V;IND;SG;3;IPFV;FIN
צלילה	scufundari	צלילה	scufundar	N;FEM;SG	ADJ;INDF;MASC;PL
מקורית	originala	מקורי	original	ADV	ADJ;DEF;FEM;SG
מקורית	originale	מקורי	original	ADV	ADJ;INDF;FEM;PL
מקורית	original	מקורי	original	ADV	ADJ;INDF;MASC;SG
מקורית	originala	מקורי	original	ADV	ADJ;DEF;FEM;SG
באחריות	garantat	באחריות	garanta	PROPN	ADJ;INDF;MASC;SG
באחריות	garantata	באחריות	garantat	PROPN	ADJ;DEF;FEM;SG
באחריות	garantate	באחריות	garantat	PROPN	ADJ;INDF;FEM;PL
חמורים	magari	חמור	magar	ADJ;MASC;PL	N;INDF;MASC;PL
חמורים	magarii	חמור	magariu	ADJ;MASC;PL	N;DEF;MASC;PL
בואי	vino	בא	vino		V;IND;SG;2;PRS;FIN
מגנוס	magnus	מגנוס	magnus	PROPN	PROPN
מחוברים	conectat	מחובר	conecta	V;MASC;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
מחוברים	conectate	מחובר	conecta	V;MASC;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
מחוברים	conectata	מחובר	conectata	V;MASC;PL;V.PTCP;PASS	N;DEF;FEM;SG
פופולריים	popular	פופולרי	popular	ADJ;MASC;PL	ADJ;INDF;MASC;SG
פופולריים	populara	פופולרי	populară	ADJ;MASC;PL	N;DEF;FEM;SG
פופולריים	populara	פופולרי	populară	ADJ;MASC;PL	N;DEF;FEM;SG
פופולריים	voga	פופולרי	voga	ADJ;MASC;PL	
מתוקים	sweet	מתוק	sweet	ADJ;MASC;PL	N;INDF;MASC;SG
מתוקים	dulce	מתוק	dulce	ADJ;MASC;PL	
מתוקים	dulciuri	מתוק	dulce	ADJ;MASC;PL	N;INDF;FEM;PL
הקשיים	dificultati	הקשיים	dificultati	N	
מכני	mecanice	מכאני	mecanic	PROPN	ADJ;INDF;FEM;PL
מכני	mecanic	מכאני	mecanic	PROPN	ADJ;INDF;MASC;SG
מכני	mecanica	מכאני	mecanică	PROPN	N;DEF;FEM;SG
חבורות	vanatai	חבורה	vanata	N;FEM;PL	
חבורות	vanatai	חבורה	vanata	N;FEM;PL	
ייחודיות	unicat	ייחודי	unica	ADJ;FEM;PL	ADJ;INDF;MASC;SG
ייחודיות	unic	ייחודי	unic	ADJ;FEM;PL	ADJ;INDF;MASC;SG
ייחודיות	unica	ייחודי	unică	ADJ;FEM;PL	ADJ;DEF;FEM;SG
דוגמא	exemplu	דוגמה	exemplu		N;INDF;MASC;SG
דוגמא	exemplul	דוגמה	exemplu		N;DEF;MASC;SG
המאפיין	caracteristic	המאפיין	caracteristic	N;MASC;SG	ADV
מתמשך	continuu	התמשך	continuu	V;MASC;SG;V.PTCP	ADV
ממציא	inventatorul	ממציא	inventator	PROPN	N;DEF;MASC;SG
ממציא	inventator	ממציא	inventator	PROPN	N;INDF;MASC;SG
האירופאים	europeni	האירופאי	european	N	ADJ;INDF;MASC;PL
פרדס	pardes	פרדס	pardes	PROPN	
נקי	clar	נקי	clar	ADJ;MASC;SG	ADV
נקי	limpede	נקי	limpede	ADJ;MASC;SG	ADV
נקי	curata	נקי	curată	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
נקי	curata	נקי	curată	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
נקי	curate	נקי	curat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
נקי	clean	נקי	clean	ADJ;MASC;SG	N;INDF;MASC;SG
מקנה	mckenna	הקנה	mckenn	V;FEM;SG;V.PTCP;ACT	PROPN
מיקרו	micro	היקר	micro	PROPN	N;INDF;MASC;SG
גורדי	gordie	גורדי	gordie	PROPN	
גורדי	gordy	גורדי	gordy	PROPN	
שפל	scazuta	שפל	scazuta	N;MASC;SG	ADJ;DEF;FEM;SG
שפל	scazut	שפל	scazut	N;MASC;SG	ADJ;INDF;MASC;SG
שפל	low	שפל	low	N;MASC;SG	
ורה	vera	ורה	vera	PROPN	N;DEF;FEM;SG
פריץ	fritz	פריץ	fritz	PROPN	PROPN
העתקה	copiaza	העתקה	copiază	N;FEM;SG	V;IND;SG;3;IPFV;FIN
בניתוח	chirurgical	בניתוח	chirurgical		ADJ;INDF;MASC;SG
פלין	flynn	פלין	flynn	PROPN	PROPN
ספירס	spears	ספירס	spears	PROPN	N;INDF;MASC;SG
מעריכים	apreciez	העריך	aprecia	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
מעריכים	aprecia	העריך	aprecia	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מעריכים	apreciaza	העריך	apreciaza	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מעריכים	apreciem	העריך	aprecie	V;MASC;PL;V.PTCP;ACT	V;IND;PL;1;PRS;FIN
סטנפורד	stanford	סטנפורד	stanford	PROPN	PROPN
הכספי	caspica	הכסף	caspica	PROPN	N;DEF;FEM;SG
ברצינות	seriozitate	ברצינות	seriozitate	ADV	N;INDF;FEM;SG
הוואי	hawai	הוואי	hawai	PROPN	PROPN
הוואי	hawaii	הוואי	hawai	PROPN	PROPN
חסום	blocheaza	חסום	bloca	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
חסום	bloc	חסום	bloc	ADJ;MASC;SG	N;INDF;MASC;SG
חסום	block	חסום	block	ADJ;MASC;SG	N;INDF;MASC;SG
חסום	blocate	חסום	bloca	ADJ;MASC;SG	ADJ;INDF;FEM;PL
חסום	blocata	חסום	blocat	ADJ;MASC;SG	N;DEF;FEM;SG
וימבלדון	wimbledon	וימבלדון	wimbledon	PROPN	PROPN
ורד	trandafir	ורד	trandafir	PROPN	N;INDF;MASC;SG
ורד	rose	ורד	rosă	PROPN	PROPN
ביצורים	fortificare	ביצורים	fortificare	N;MASC;PL	N;INDF;FEM;SG
תפוח	mere	פפח	mere		N;INDF;FEM;PL
תפוח	apple	פפח	appla		N;INDF
מצרית	egipteana	מצרי	egiptean	ADV	ADJ;DEF;FEM;SG
מצרית	egiptean	מצרי	egiptean	ADV	ADJ;INDF;MASC;SG
מצרית	egiptene	מצרי	egipten	ADV	ADJ;INDF;FEM;PL
להתאמן	practici	התאמן	practică	V;NFIN	N;INDF;FEM;PL
להתאמן	practica	התאמן	practică	V;NFIN	N;DEF;FEM;SG
להתאמן	practica	התאמן	practică	V;NFIN	N;DEF;FEM;SG
לאפס	resetare	איפס	resetare	ADV	N;INDF;FEM;SG
מפרש	navigheaza	מפרש	navighează	N;MASC;SG	V;IND;SG;3;IPFV;FIN
מפרש	naviga	מפרש	naviga	N;MASC;SG	V;IND;SG;3;IPFV;FIN
מפרש	panze	מפרש	panze	N;MASC;SG	N;INDF;FEM;PL
פוטבול	fotbal	None	fotbal	PROPN	N;INDF;MASC;SG
פוטבול	football	None	football	PROPN	N;INDF;MASC;SG
פוטבול	fotbalul	None	fotbal	PROPN	N;DEF;MASC;SG
מועדפת	preferat	הועדף	preferat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מועדפת	favorita	הועדף	favorita	V;FEM;SG;V.PTCP;PASS	N;DEF;FEM;SG
מועדפת	favorite	הועדף	favori	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מועדפת	favorit	הועדף	favori	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מועדפת	preferata	הועדף	preferat	V;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
מועדפת	preferate	הועדף	preferat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מועדפת	preferat	הועדף	preferat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
אחראים	responsabil	אחראי	responsabil	N;MASC;PL	ADJ;INDF;MASC;SG
אחראים	raspunzator	אחראי	raspunzator	N;MASC;PL	ADJ;INDF;MASC;SG
אחראים	responsabili	אחראי	responsabil	N;MASC;PL	ADJ;INDF;MASC;PL
אחראים	responsabila	אחראי	responsabil	N;MASC;PL	ADJ;DEF;FEM;SG
יעקובסון	jacobson	יעקובסון	jacobson	PROPN	N;INDF;MASC;SG
הגשת	depunerea	הגשה	depunere	N;PSSD;FEM;SG	N;DEF;FEM;SG
רוזנטל	rosenthal	רוזנטל	rosenthal	PROPN	PROPN
נגזרת	derivate	נגזר	derivat	V;FEM;SG;V.PTCP;MID	ADJ;INDF;FEM;PL
נגזרת	derivat	נגזר	derivat	V;FEM;SG;V.PTCP;MID	ADJ;INDF;MASC;SG
נגזרת	derivare	נגזר	derivare	V;FEM;SG;V.PTCP;MID	N;INDF;FEM;SG
מצריים	egipt	מצרי	egipt	N;MASC;PL	PROPN
מצריים	egiptul	מצרי	egipt	N;MASC;PL	N;DEF;MASC;SG
מחסה	adapost	מחסה	adapost		N;INDF;MASC;SG
מחסה	adapost	מחסה	adapost		N;INDF;MASC;SG
מחסה	adapostul	מחסה	adapost		N;DEF;MASC;SG
ריבר	rau	ריבר	rau	PROPN	
ריבר	raul	ריבר	raul	PROPN	N;DEF;MASC;SG
ריבר	river	ריבר	river	PROPN	PROPN
קמפבל	campbell	קמפבל	campbell	PROPN	PROPN
אלבניה	albania	אלבניה	albania	PROPN	PROPN
נצפה	vazute	צפה	vazut	V;PL;1;PST	ADJ;INDF;FEM;PL
נצפה	privite	צפה	privi	V;PL;1;PST	ADJ;INDF;FEM;PL
נוזלים	fluid	נוזל	fluid	N;MASC;PL	N;INDF;MASC;SG
נוזלים	lichid	נוזל	lichid	N;MASC;PL	N;INDF;MASC;SG
אדריאן	adrienne	אדריאן	adrienne	PROPN	PROPN
אדריאן	adrian	אדריאן	adrian	PROPN	N;INDF;MASC;SG
הפסחא	paste	הפסחא	paste	PROPN	
הפסחא	paste	הפסחא	paste	PROPN	
המכפלה	patriarhi	המכפל	patriarh	N;FEM;SG	N;INDF;MASC;PL
רוברטו	roberto	רוברטו	roberto	PROPN	PROPN
איסטנבול	istanbul	איסטנבול	istanb	PROPN	PROPN
איתור	urmarire	איתור	urmarire		N;INDF;FEM;SG
איתור	urmarire	איתור	urmarire		N;INDF;FEM;SG
איתור	urmarirea	איתור	urmarire		N;DEF;FEM;SG
איתור	localizarea	איתור	localizare		N;DEF;FEM;SG
וליאן	julian	וליאן	julian	PROPN	N;INDF;MASC;SG
צופן	cod	צפן	cod	N;MASC;SG	
גאולה	salvarea	גאולה	salvare	PROPN	N;DEF;FEM;SG
גאולה	mantuirea	גאולה	mantuire	PROPN	N;DEF;FEM;SG
גאולה	mantuire	גאולה	mantuire	PROPN	N;INDF;FEM;SG
גאולה	salvare	גאולה	salvare	PROPN	N;INDF;FEM;SG
גאולה	rascumparare	גאולה	rascumparare	PROPN	N;INDF;FEM;SG
גאולה	izbavire	גאולה	izbavire	PROPN	N;INDF;FEM;SG
גאולה	mantuire	גאולה	mantuire	PROPN	N;INDF;FEM;SG
רעה	bad	רע	bad		N;INDF;MASC;SG
רעה	rea	רע	rău		ADJ;INDF;FEM;SG
המסגרת	cadru	המסגרת	cadru	PROPN	N;INDF;MASC;SG
המסגרת	rama	המסגרת	ramă	PROPN	N;DEF;FEM;SG
המסגרת	rama	המסגרת	ramă	PROPN	N;DEF;FEM;SG
נמרוד	nimrod	נמרוד	nimrod	PROPN	PROPN
רוכב	rider	רכב	rider	PROPN	N;INDF;MASC;SG
רוחו	rojo	רוחו	rojo		PROPN
יושבת	stand	ישב	sta	V;FEM;SG;V.PTCP;ACT	
יושבת	sedinta	ישב	sedintă	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
עודף	excedent	עודף	excedent		N;INDF;MASC;SG
עודף	surplusul	עודף	surplus		N;DEF;MASC;SG
עודף	surplus	עודף	surplus		N;INDF;MASC;SG
עודף	schimba	עודף	schimba		V;IND;SG;3;IPFV;FIN
עודף	schimbare	עודף	schimbare		N;INDF;FEM;SG
עודף	schimba	עודף	schimba		V;IND;SG;3;IPFV;FIN
עודף	schimbarea	עודף	schimbare		N;DEF;FEM;SG
עודף	exces	עודף	exces		N;INDF;MASC;SG
עודף	excesul	עודף	exces		N;DEF;MASC;SG
העצב	nerv	העצב	nerv		N;INDF;MASC;SG
פוסטר	foster	פוסטר	fost	PROPN	PROPN
אלנבי	allenby	אלנבי	allenby	PROPN	
האבל	hubble	האבל	hubblă	PROPN	N;INDF;FEM;SG
האבל	doliu	האבל	doliu	PROPN	N;INDF;MASC;SG
האבל	jale	האבל	jale	PROPN	
בלייק	blake	בלייק	blakă	PROPN	PROPN
אסר	interzis	אסר	interzice	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
מאבד	pierde	מאבד	pierde	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
קינן	keenan	קינן	keenan	PROPN	PROPN
קינן	kenan	קינן	kenan	PROPN	N;INDF;MASC;SG
התקדם	avanseaza	התקדם	avansează	V;MASC;SG;3;PST	V;IND;SG;3;IPFV;FIN
התקדם	avans	התקדם	avans	V;MASC;SG;3;PST	N;INDF;MASC;SG
השתנתה	schimbat	השתנה	schimba	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
השתנתה	schimbata	השתנה	schimbata	V;FEM;SG;3;PST	ADJ;DEF;FEM;SG
בלעדי	exclusive	בלעדי	exclusiv	PROPN	ADJ;INDF;FEM;PL
בלעדי	exclusiva	בלעדי	exclusiva	PROPN	ADJ;DEF;FEM;SG
בלעדי	exclusivitate	בלעדי	exclusivitate	PROPN	N;INDF;FEM;SG
בלעדי	exclusiv	בלעדי	exclusiv	PROPN	ADV
נשבר	stricat	נשבר	strica	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נשבר	rupt	נשבר	rupt	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נשבר	spart	נשבר	spart	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נשבר	rupte	נשבר	rupt	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
נשבר	falit	נשבר	falit	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
סיציליה	sicilia	סיציליה	sicilie	PROPN	PROPN
איליה	ilia	איליה	ilie	PROPN	PROPN
איליה	elia	איליה	elia	PROPN	PROPN
נעלמו	plecat	נעלם	pleca	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נעלמו	disparut	נעלם	dispărea	V;PL;3;PST;MID	ADJ;INDF;MASC;SG
אוילר	euler	אוילר	euler	PROPN	PROPN
טיטוס	titus	טיטוס	titus	PROPN	PROPN
לואיז	luiz	לואיז	luiz	PROPN	PROPN
לואיז	louise	לואיז	loui	PROPN	V;IND;SG;3;PST+PRF;FIN
פסולת	resturi	פסולת	rest	N;FEM;SG	N;INDF;FEM;PL
פסולת	deseuri	פסולת	deseu	N;FEM;SG	N;INDF;FEM;PL
פסולת	deseuri	פסולת	deseu	N;FEM;SG	N;INDF;FEM;PL
רגלי	picioarele	רגל	picior		N;DEF;FEM;PL
רגלי	picioare	רגל	picior		N;INDF;FEM;PL
רגלי	pionul	רגל	pion		N;DEF;MASC;SG
רגלי	pion	רגל	pion		N;INDF;MASC;SG
בארט	bart	בארט	bart	PROPN	N;INDF;MASC;SG
בארט	barrett	בארט	barrett	PROPN	PROPN
אימוץ	adoptat	אימוץ	adopta	N;MASC;SG	ADJ;INDF;MASC;SG
מופעל	activate	הופעל	activa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מופעל	activat	הופעל	activat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מופעל	activata	הופעל	activat	V;MASC;SG;V.PTCP;PASS	N;DEF;FEM;SG
מופעל	activat	הופעל	activat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מופעל	activata	הופעל	activat	V;MASC;SG;V.PTCP;PASS	N;DEF;FEM;SG
מופעל	alimentat	הופעל	alimenta	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ויל	will	ויל	will	PROPN	PROPN
ויל	va	ויל	vrea	PROPN	V;SG;3
אוהל	corturile	אוהל	cort	PROPN	N;DEF;FEM;PL
אוהל	corturi	אוהל	cort	PROPN	N;INDF;FEM;PL
אוהל	cort	אוהל	cort	PROPN	N;INDF;MASC;SG
אוהל	cortul	אוהל	cort	PROPN	N;DEF;MASC;SG
אפריקאית	africani	אפריקני	african	PROPN	ADJ;INDF;MASC;PL
אפריקאית	africana	אפריקני	african	PROPN	N;DEF;FEM;SG
אפריקאית	africane	אפריקני	african	PROPN	ADJ;INDF;FEM;PL
אפריקאית	african	אפריקני	african	PROPN	ADJ;INDF;MASC;SG
דיזל	motorina	דיזל	motorină	PROPN	N;DEF;FEM;SG
דיזל	motorina	דיזל	motorină	PROPN	N;DEF;FEM;SG
דיזל	diesel	דיזל	diesel	PROPN	N;INDF;MASC;SG
אוסטרלי	australiana	אוסטרלי	australian	PROPN	N;DEF;FEM;SG
אוסטרלי	australian	אוסטרלי	australian	PROPN	ADJ;INDF;MASC;SG
אוסטרלי	australieni	אוסטרלי	australian	PROPN	ADJ;INDF;MASC;PL
לוסי	lucy	לוסי	lucy	PROPN	PROPN
ליאון	leon	ליאון	leon	PROPN	N;INDF;MASC;SG
יביא	adu	הביא	adu	V;MASC;SG;3;FUT;ACT	V;IND;SG;2;PRS;FIN
שורק	fluierat	שורק	fluierat	PROPN	ADJ;INDF;MASC;SG
עצמאיות	independent	עצמאי	independent	ADJ;FEM;PL	ADV
עצמאיות	independenta	עצמאי	independent	ADJ;FEM;PL	N;DEF;FEM;SG
עצמאיות	independenta	עצמאי	independent	ADJ;FEM;PL	N;DEF;FEM;SG
בריא	sanatos	בריא	sanatos	PROPN	ADJ;INDF;MASC;SG
בריא	sanatoasa	בריא	sanatos	PROPN	ADJ;DEF;FEM;SG
בריא	sanatos	בריא	sanatos	PROPN	ADJ;INDF;MASC;SG
בריא	sanatoase	בריא	sanatos	PROPN	ADJ;INDF;FEM;PL
תאודור	theodore	תאודור	theodore	PROPN	PROPN
תאודור	teodor	תאודור	teodor	PROPN	PROPN
תאודור	theodor	תאודור	theodor	PROPN	PROPN
תאודור	theodor	תאודור	theodor	PROPN	PROPN
ניקסון	nixon	ניקסון	nixon	PROPN	PROPN
סלים	selim	סל	selim	PROPN	
סלים	slim	סל	slim	PROPN	
סלים	subtire	סל	subtire	PROPN	
סלים	salim	סל	salim	PROPN	N;INDF;MASC;SG
חוקיות	juridice	חוקיות	juridic	N;FEM;SG	ADJ;INDF;FEM;PL
חוקיות	legale	חוקיות	legal	N;FEM;SG	ADJ;INDF;FEM;PL
חוקיות	juridic	חוקיות	juridic	N;FEM;SG	ADJ;INDF;MASC;SG
