και	si	και	sine	CONJ	
λούκας	lucas	λούκα	lucas	PROPN;NOM;MASC;SG	PROPN
λούκας	lukas	λούκα	lukas	PROPN;NOM;MASC;SG	PROPN
κινήθηκε	mutate	κινώ	muta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;PL
κινήθηκε	mutat	κινώ	muta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
κινήθηκε	mutată	κινώ	muta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
θρησκείες	religiile	θρησκεία	religie	N;NOM;FEM;PL	N;DEF;FEM;PL
ισχυρός	puternica	ισχυρός	puternic	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
περικλή	pericles	περικλή	pericles	N;VOC;MASC;SG	
ιόντα	ion	ιόντα	ion	N;NOM;NEUT;PL	N;INDF;MASC;SG
ιόντα	ioane	ιόντα	ioană	N;NOM;NEUT;PL	
αλεξάντρ	aleksandr	αλεξάντρ	aleksandr		PROPN
αλεξάντρ	alexandre	αλεξάντρ	alexandre		PROPN
συνέχιση	continuarea	συνέχιση	continuare	N;ACC;FEM;SG	N;DEF;FEM;SG
συνέχιση	continuare	συνέχιση	continuare	N;ACC;FEM;SG	N;INDF;FEM;SG
συνέχιση	continuând	συνέχιση	continua	N;ACC;FEM;SG	V;V.MSDR
συνέχιση	continuăm	συνέχιση	continua	N;ACC;FEM;SG	V;IND;PL;1;PRS;FIN
συνέχιση	continuam	συνέχιση	continua	N;ACC;FEM;SG	V;IND;1;IPFV;FIN
συνέχιση	continuați	συνέχιση	continua	N;ACC;FEM;SG	V;IND;PL;2;IPFV;FIN
συνέχιση	continuă	συνέχιση	continua	N;ACC;FEM;SG	V;IND;SG;3;PST;FIN
συνέχιση	continua	συνέχιση	continua	N;ACC;FEM;SG	V;IND;SG;3;IPFV;FIN
εφευρέτης	inventatorul	εφευρέτης	inventator	N;NOM;MASC;SG	N;DEF;MASC;SG
άκρες	marginile	άκρα	margine	N;NOM;FEM;PL	N;DEF;FEM;PL
σωματική	fizice	σωματικός	fizic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
σωματική	fizică	σωματικός	fizic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
σωματική	fizic	σωματικός	fizic	ADJ;NOM;FEM;SG	ADV
κρίστοφερ	cristofor	κρίστοφερ	cristofor	PROPN;NOM;MASC;SG	PROPN
κρίστοφερ	christopher	κρίστοφερ	christopher	PROPN;NOM;MASC;SG	PROPN
εφεύρεση	inventie	εφεύρεση	inventie	N;ACC;FEM;SG	N;INDF;FEM;SG
σφραγίδα	ștampila	σφραγίδα	ștampilă	N;NOM;FEM;SG	N;DEF;FEM;SG
σφραγίδα	focă	σφραγίδα	focă	N;NOM;FEM;SG	N;INDF;FEM;SG
σφραγίδα	sigiliul	σφραγίδα	sigiliu	N;NOM;FEM;SG	N;DEF;MASC;SG
δωδεκανήσου	dodecanez	δωδεκάνησος	dodecanez	PROPN;GEN;FEM;SG	N;INDF;MASC;SG
εντυπωσιακή	impresionantă	εντυπωσιακός	impresionant	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
αξιοσημείωτα	notabile	αξιοσημείωτος	notabil	ADV	ADJ;INDF;FEM;PL
αξιοσημείωτα	remarcabila	αξιοσημείωτος	remarcabil	ADV	ADJ;DEF;FEM;SG
αξιοσημείωτα	remarcabile	αξιοσημείωτος	remarcabil	ADV	ADJ;INDF;FEM;PL
αξιοσημείωτα	remarcabilă	αξιοσημείωτος	remarcabil	ADV	ADJ;INDF;FEM;SG
αξιοσημείωτα	remarcabil	αξιοσημείωτος	remarcabil	ADV	ADJ;INDF;MASC;SG
προσθήκες	completări	προσθήκη	completare	ADJ;NOM;FEM;PL	N;INDF;FEM;PL
συμπεριλαμβάνεται	inclusă	συμπεριλαμβάνω	include	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
συμπεριλαμβάνεται	inclus	συμπεριλαμβάνω	include	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
συμπεριλαμβάνεται	incluse	συμπεριλαμβάνω	inclus	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
ολοκληρωμένη	integrate	ολοκληρώνω	integra	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
ολοκληρωμένη	integrat	ολοκληρώνω	integrat	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ολοκληρωμένη	integrată	ολοκληρώνω	integra	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
αληθινή	adevărat	αληθινός	adevărat	ADJ;NOM;FEM;SG	ADV
πετρέλαιο	benzina	πετρέλαιο	benzină	N;NOM;NEUT;SG	N;DEF;FEM;SG
πετρέλαιο	benzină	πετρέλαιο	benzină	N;NOM;NEUT;SG	N;INDF;FEM;SG
πετρέλαιο	petrolul	πετρέλαιο	petrol	N;NOM;NEUT;SG	N;DEF;MASC;SG
τουριστικό	turist	τουριστικός	turist	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
τουριστικό	turistice	τουριστικός	turistic	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
αυτόματη	auto	αυτόματος	auto	ADJ;NOM;FEM;SG	
αυτόματη	automată	αυτόματος	automat	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
αυτόματη	automatic	αυτόματος	automatic	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
αυτόματη	automate	αυτόματος	automat	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
αυτόματη	automat	αυτόματος	automat	ADJ;NOM;FEM;SG	ADV
χωροφυλακής	jandarmerie	χωροφυλακή	jandarmerie	N;GEN;FEM;SG	N;INDF;FEM;SG
ολοκληρώθηκαν	încheiat	ολοκληρώνω	încheia	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
ολοκληρώθηκαν	finalizat	ολοκληρώνω	finaliza	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
ολοκληρώθηκαν	completat	ολοκληρώνω	completa	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
ολοκληρώθηκαν	finalizată	ολοκληρώνω	finaliza	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
τουρίστες	turistii	τουρίστας	turist	N;NOM;MASC;PL	N;DEF;MASC;PL
ανωτέρω	deasupra	ανωτέρω	deasupra	ADV	ADP;GEN
αβίβ	aviv	αβίβ	aviv		PROPN
πορτραίτο	portretul	πορτρέχω	portret	N;NOM;NEUT;SG	N;DEF;MASC;SG
σολομώντα	solomon	σολομώ	solomon	N;GEN;FEM;PL	PROPN
υπόγεια	underground	υπόγεια	underground	N;NOM;NEUT;PL	N;INDF;MASC;SG
υπόγεια	subteran	υπόγεια	subteran	N;NOM;NEUT;PL	ADJ;INDF;MASC;SG
πάγο	gheaţă	πάγος	gheaţă	ADV	N;INDF;FEM;SG
πάγο	gheata	πάγος	gheată	ADV	N;DEF;FEM;SG
πάγο	gheată	πάγος	gheată	ADV	N;INDF;FEM;SG
πάγο	ice	πάγος	ice	ADV	
πάγο	gheață	πάγος	gheață	ADV	N;INDF;FEM;SG
απορρίφθηκε	respins	απορρίπτω	respinge	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
απορρίφθηκε	respinsă	απορρίπτω	respinge	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
απορρίφθηκε	refuzată	απορρίπτω	refuza	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
απορρίφθηκε	refuzate	απορρίπτω	refuza	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;PL
απορρίφθηκε	refuzat	απορρίπτω	refuza	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
ινδικό	indiană	ινδικός	indian	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ινδικό	indianul	ινδικός	indian	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
λεονάρντο	leonardo	λεονάρντος	leonardo		PROPN
απομόνωση	izolare	απομόνωση	izolare	N;ACC;FEM;SG	N;INDF;FEM;SG
απομόνωση	izolarea	απομόνωση	izolare	N;ACC;FEM;SG	N;DEF;FEM;SG
πολεμιστές	războinici	πολεμιστής	războinic	N;NOM;MASC;PL	ADJ;INDF;MASC;PL
πολεμιστές	razboinici	πολεμιστής	razboinic	N;NOM;MASC;PL	ADJ;INDF;MASC;PL
ενεργή	active	ενεργή	activ	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
ενεργή	activi	ενεργή	activ	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;PL
ενεργή	activă	ενεργή	activ	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ενδιάμεσα	intermediare	ενδιάμεσα	intermediar	ADV	ADJ;INDF;FEM;PL
ενδιάμεσα	intermediar	ενδιάμεσα	intermediar	ADV	N;INDF;MASC;SG
ενδιάμεσα	intermediară	ενδιάμεσα	intermediar	ADV	ADJ;INDF;FEM;SG
μάρτυρας	martorul	μάρτυρας	martor	N;NOM;MASC;SG	N;DEF;MASC;SG
μάρτυρας	martoră	μάρτυρας	martoră	N;NOM;MASC;SG	N;INDF;FEM;SG
μάρτυρας	martori	μάρτυρας	martor	N;NOM;MASC;SG	N;INDF;MASC;PL
μαρξ	marx	μαρχ	marx	N;NOM;MASC;SG	PROPN
καλύπτονται	acoperit	καλύπτω	acoperi	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
καλύπτονται	acoperită	καλύπτω	acoperi	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
καλύπτονται	acoperite	καλύπτω	acoperit	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
ερε	epe	ερε	epe	N	
τσαντ	ciad	τσαντ	ciad		PROPN
τσαντ	chad	τσαντ	chad		PROPN
συντριβή	crash	συντριβός	crash	N;ACC;FEM;SG	
ντόναλντ	donald	ντόναλντ	donald	PROPN;NOM;MASC;SG	PROPN
καραϊβικής	caraibe	καραϊβικός	caraib	ADJ;GEN;FEM;SG	
εναλλακτικές	alternativele	εναλλακτικός	alternativă	ADJ;NOM;FEM;PL	N;DEF;FEM;PL
χρυσόστομος	chrysostomos	χρυσόστομος	chrysostomos	ADJ;NOM;MASC;SG	PROPN
ρομπότ	roboti	ρομπότ	roboti	N;NOM;NEUT;SG	N;INDF;MASC;PL
ρομπότ	robotul	ρομπότ	robot	N;NOM;NEUT;SG	N;DEF;MASC;SG
υπεροχή	superioritate	υπεροχή	superioritate	N;ACC;FEM;SG	
υπεροχή	superioritatea	υπεροχή	superioritate	N;ACC;FEM;SG	N;DEF;FEM;SG
πληρεξούσιος	plenipotențiar	πληρεξούσιος	plenipotențiar	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
πληρεξούσιος	procură	πληρεξούσιος	procura	ADJ;NOM;MASC;SG	V;IND;SG;3;PST;FIN
πληρεξούσιος	proxy	πληρεξούσιος	proxy	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
αξιωματούχος	oficial	αξιωματούχος	oficial	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
αξιωματούχος	oficiale	αξιωματούχος	oficial	N;NOM;MASC;SG	ADJ;INDF;FEM;PL
αξιωματούχος	oficiala	αξιωματούχος	oficială	N;NOM;MASC;SG	ADJ;DEF;FEM;SG
αξιωματούχος	oficială	αξιωματούχος	oficial	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
κήπους	grădinile	κήπος	grădină	N;ACC;MASC;PL	N;DEF;FEM;PL
κήπους	gardens	κήπος	gardens	N;ACC;MASC;PL	N;INDF;MASC;SG
αναμνήσεις	amintirile	ανάμνηση	amintire	N;NOM;FEM;PL	N;DEF;FEM;PL
παρατσούκλι	porecla	παρατσούκλι	poreclă	N;NOM;NEUT;SG	N;DEF;FEM;SG
παρατσούκλι	poreclă	παρατσούκλι	poreclă	N;NOM;NEUT;SG	N;INDF;FEM;SG
τυνησίας	tunisia	τυνησία	tunisie	N;GEN;FEM;SG	PROPN
τυνησίας	tunisian	τυνησία	tunisian	N;GEN;FEM;SG	ADJ;INDF;MASC;SG
υεμένη	yemen	Υεμένη	yemen	PROPN;NOM;FEM;SG	PROPN
πρωταγωνιστής	protagonistul	πρωταγωνιστής	protagonist	N;NOM;MASC;SG	N;DEF;MASC;SG
ρικ	rick	ρικ	rick		PROPN
γεμάτο	încărcate	γεμάτος	încărca	NUM;NOM;NEUT;SG	ADJ;INDF;FEM;PL
γεμάτο	incarcat	γεμάτος	incarca	NUM;NOM;NEUT;SG	ADJ;INDF;MASC;SG
γεμάτο	încărcat	γεμάτος	încărca	NUM;NOM;NEUT;SG	ADJ;INDF;MASC;SG
γεμάτο	încărcată	γεμάτος	încărca	NUM;NOM;NEUT;SG	ADJ;INDF;FEM;SG
γεμάτο	umplute	γεμάτος	umple	NUM;NOM;NEUT;SG	ADJ;INDF;FEM;PL
γεμάτο	umplut	γεμάτος	umple	NUM;NOM;NEUT;SG	ADJ;INDF;MASC;SG
μάνατζερ	manager	μάνατζερ	manager	N;NOM;NEUT;PL	N;INDF;MASC;SG
μάνατζερ	managerul	μάνατζερ	manager	N;NOM;NEUT;PL	N;DEF;MASC;SG
φορντ	ford	φορντ	ford		N;INDF;MASC;SG
προπαγάνδα	propaganda	προπαγάνδα	propagandă	N;NOM;FEM;SG	N;DEF;FEM;SG
προπαγάνδα	propagandă	προπαγάνδα	propagandă	N;NOM;FEM;SG	N;INDF;FEM;SG
αφαιρέθηκε	îndepărtat	αφαιρώ	îndepărtat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
αφαιρέθηκε	eliminat	αφαιρώ	elimina	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
αφαιρέθηκε	scos	αφαιρώ	scoate	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
σπάνιες	rar	σπάνιος	rar	ADJ;NOM;FEM;PL	ADV
σπάνιες	rară	σπάνιος	rar	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
σπάνιες	rara	σπάνιος	rar	ADJ;NOM;FEM;PL	ADJ;DEF;FEM;SG
άρεσε	plăcea	αρώνω	plăcea	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
άρεσε	plăcut	αρώνω	plăcut	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
καταγράφονται	înregistrate	καταγράφω	înregistra	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
καταγράφονται	înregistrată	καταγράφω	înregistrat	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
καταγράφονται	înregistrat	καταγράφω	înregistrat	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
καταγράφονται	inregistrat	καταγράφω	inregistra	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
μυθικό	mitică	μυθικός	mitic	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
μυθικό	legendară	μυθικός	legendar	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
μυθικό	legendara	μυθικός	legendară	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
μυθικό	legendarul	μυθικός	legendar	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
χάθηκε	pierdut	χάνω	pierdut	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
χάθηκε	pierdute	χάνω	pierdut	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;PL
χάθηκε	pierdută	χάνω	pierde	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
χάθηκε	lost	χάνω	lost	V;PFV;IND;SG;3;PST;FIN;PASS	N;INDF;MASC;SG
πεζικό	infanterie	πεζικό	infanterie	N;NOM;NEUT;SG	N;INDF;FEM;SG
πεζικό	infanteria	πεζικό	infanterie	N;NOM;NEUT;SG	N;DEF;FEM;SG
τροποποιήσεις	amendamentele	τροποποίηση	amendament	N;NOM;FEM;PL	N;DEF;FEM;PL
τροποποιήσεις	modificari	τροποποίηση	modificare	N;NOM;FEM;PL	
κλήρωση	remiză	κλήρωση	remiză	N;NOM;FEM;SG	N;INDF;FEM;SG
κλήρωση	desenează	κλήρωση	desena	N;NOM;FEM;SG	V;IND;3;PRS;FIN
κλήρωση	loteria	κλήρωση	loterie	N;NOM;FEM;SG	N;DEF;FEM;SG
κλήρωση	loterie	κλήρωση	loterie	N;NOM;FEM;SG	N;INDF;FEM;SG
κλήρωση	desenul	κλήρωση	desen	N;NOM;FEM;SG	N;DEF;MASC;SG
κλήρωση	desenez	κλήρωση	deseni	N;NOM;FEM;SG	V;IND;SG;1;PRS;FIN
ατομικά	individuală	ατομικά	individual	ADV	ADJ;INDF;FEM;SG
ατομικά	individ	ατομικά	individ	ADV	N;INDF;MASC;SG
ατομικά	individual	ατομικά	individual	ADV	ADJ;INDF;MASC;SG
ατομικά	individuale	ατομικά	individual	ADV	ADJ;INDF;FEM;PL
καύσιμο	combustibili	καύσιμο	combustibil	N;NOM;NEUT;SG	N;INDF;MASC;PL
καύσιμο	combustibilul	καύσιμο	combustibil	N;NOM;NEUT;SG	N;DEF;MASC;SG
ηλεκτρικά	electrice	ηλεκτρικά	electric	ADV	ADJ;INDF;FEM;PL
ηλεκτρικά	electric	ηλεκτρικά	electric	ADV	ADJ;INDF;MASC;SG
ηλεκτρικά	electrică	ηλεκτρικά	electric	ADV	ADJ;INDF;FEM;SG
ηλεκτρικά	electrice	ηλεκτρικά	electric	ADV	ADJ;INDF;FEM;PL
ηλεκτρικά	electric	ηλεκτρικά	electric	ADV	ADJ;INDF;MASC;SG
ηλεκτρικά	electrică	ηλεκτρικά	electric	ADV	ADJ;INDF;FEM;SG
αμφισβήτηση	dispută	αμφισβήτηση	disputa	N;ACC;FEM;SG	V;IND;SG;3;PST;FIN
αμφισβήτηση	contestă	αμφισβήτηση	contesta	N;ACC;FEM;SG	V;IND;SG;3;PST;FIN
αμφισβήτηση	disputa	αμφισβήτηση	disputa	N;ACC;FEM;SG	V;IND;SG;3;IPFV;FIN
συντήρησης	întreținerea	συντήρηση	întreținere	N;GEN;FEM;SG	N;DEF;FEM;SG
συντήρησης	intretinere	συντήρηση	intretinere	N;GEN;FEM;SG	N;INDF;FEM;SG
συντήρησης	întreținere	συντήρηση	întreținere	N;GEN;FEM;SG	N;INDF;FEM;SG
τζόνι	johnny	τζόνι	johnny		PROPN
γκόρντον	gordon	γκόρντος	gordon		PROPN
στοκχόλμη	stockholm	στοκχόλμος	stockholm	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
φιλ	phil	φιλ	phil		PROPN
άλπεις	alpi	άλπεις	alp	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
άλπεις	alpii	άλπεις	alpiu	PROPN;NOM;FEM;SG	N;DEF;MASC;PL
μαρίνος	marinos	μαρίνος	marinos	PROPN;NOM;MASC;SG	
κομμουνιστική	comunistă	κομμουνιστικός	comunist	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
κομμουνιστική	comuniste	κομμουνιστικός	comunist	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
βόρειος	northern	βόρειος	northern	ADJ;NOM;MASC;SG	PROPN
βόρειος	nordul	βόρειος	nord	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
αέρας	aerul	αέρας	aer	N;NOM;MASC;SG	N;DEF;MASC;SG
συνεργασίες	parteneriatele	συνεργασία	parteneriat	N;NOM;FEM;PL	N;DEF;FEM;PL
αποτελεσματικότητα	eficiență	αποτελεσματικότητα	eficiență	N;ACC;FEM;SG	N;INDF;FEM;SG
αποτελεσματικότητα	eficiența	αποτελεσματικότητα	eficiență	N;ACC;FEM;SG	N;DEF;FEM;SG
αποτελεσματικότητα	eficienta	αποτελεσματικότητα	eficient	N;ACC;FEM;SG	ADJ;DEF;FEM;SG
αποτελεσματικότητα	eficacitate	αποτελεσματικότητα	eficacitate	N;ACC;FEM;SG	N;INDF;FEM;SG
αποτελεσματικότητα	eficacitatea	αποτελεσματικότητα	eficacitate	N;ACC;FEM;SG	N;DEF;FEM;SG
αποτελεσματικότητα	eficacitate	αποτελεσματικότητα	eficacitate	N;ACC;FEM;SG	N;INDF;FEM;SG
αποτελεσματικότητα	eficacitatea	αποτελεσματικότητα	eficacitate	N;ACC;FEM;SG	N;DEF;FEM;SG
ενδεικτική	orientative	ενδεικτικός	orientativ	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
καθηγήτρια	profesoară	καθηγήτρια	profesoară	N;NOM;FEM;SG	N;INDF;FEM;SG
νις	nis	νις	nis		PROPN
αντίπαλοι	rivalii	αντίπαλος	rival	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
αντίπαλοι	rivali	αντίπαλος	rival	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
αντίπαλοι	adversari	αντίπαλος	adversar	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
αντίπαλοι	adversarii	αντίπαλος	adversar	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
αναπαριστά	reprezinta	αναπαριστώ	reprezinta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
επενδύσεις	investițiile	επένδυση	investiție	N;NOM;FEM;PL	N;DEF;FEM;PL
επενδύσεις	investiție	επένδυση	investiție	N;NOM;FEM;PL	N;INDF;FEM;SG
επενδύσεις	investitie	επένδυση	investitie	N;NOM;FEM;PL	N;INDF;FEM;SG
κάθετα	vertical	κάθετα	vertical	ADV	ADJ;INDF;MASC;SG
συνταγματικό	constituționale	συνταγματικός	constituțional	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
πλοήγησης	navigare	πλοήγηση	navigare	N;GEN;FEM;SG	N;INDF;FEM;SG
πλοήγησης	navigație	πλοήγηση	navigație	N;GEN;FEM;SG	N;INDF;FEM;SG
πλοήγησης	navigatie	πλοήγηση	navigatie	N;GEN;FEM;SG	N;INDF;FEM;SG
ύμνο	imnul	ύμνο	imn	N;ACC;MASC;SG	N;DEF;MASC;SG
συμφώνησαν	convenit	συμφωνώ	convenit	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
συμφώνησαν	convenite	συμφωνώ	conveni	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
εφτά	seven	εφτά	seven	NUM;NOM;NEUT;PL	N;INDF;MASC;SG
μύθους	miturile	μύθος	mitură	N;ACC;MASC;PL	N;DEF;FEM;PL
σολ	sol	σολ	sol		N;INDF;MASC;SG
σολ	saul	σολ	saul		PROPN
λουλούδια	florile	λουλούδι	floare	N;NOM;NEUT;PL	N;DEF;FEM;PL
φάρος	farul	φάρος	far	N;NOM;MASC;SG	N;DEF;MASC;SG
φάρος	baliză	φάρος	baliză	N;NOM;MASC;SG	N;INDF;FEM;SG
φάρος	baliza	φάρος	baliză	N;NOM;MASC;SG	N;DEF;FEM;SG
κεφαλαίου	capitala	κεφάλαιο	capitală	N;GEN;NEUT;SG	N;DEF;FEM;SG
κεφαλαίου	capitală	κεφάλαιο	capitală	N;GEN;NEUT;SG	N;INDF;FEM;SG
καύσιμα	combustibilul	καύσιμα	combustibil	N;NOM;NEUT;PL	N;DEF;MASC;SG
καύσιμα	combustibil	καύσιμα	combustibil	N;NOM;NEUT;PL	N;INDF;MASC;SG
καύσιμα	carburant	καύσιμα	carburant	N;NOM;NEUT;PL	N;INDF;MASC;SG
καύσιμα	combustibilii	καύσιμα	combustibil	N;NOM;NEUT;PL	N;DEF;MASC;PL
καύσιμα	combustibililor	καύσιμα	combustibil	N;NOM;NEUT;PL	N;DEF;MASC;PL
κω	kos	κα	kos	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
ιό	virusul	ιό	virus	N;ACC;MASC;SG	N;DEF;MASC;SG
λανθασμένη	incorect	λανθάζω	incorect	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADV
λανθασμένη	incorecte	λανθάζω	incorect	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
λανθασμένη	incorectă	λανθάζω	incorect	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
διπλωματική	diplomatice	διπλωματικός	diplomatic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
διπλωματική	diplomatică	διπλωματικός	diplomatic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
συλλαμβάνεται	arestată	συλλαμβάνω	aresta	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
συλλαμβάνεται	arestat	συλλαμβάνω	aresta	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
έλενα	helena	λένω	helenă	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
έλενα	elena	λένω	elena	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
ουσιαστικό	substantiv	ουσιαστικός	substantiv	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
εννιά	nouă	εννιά	nou	NUM;NOM;MASC;PL	
εννιά	nine	εννιά	nine	NUM;NOM;MASC;PL	N;INDF;MASC;SG
κυκλική	ciclic	κυκλικός	ciclic	ADJ;NOM;FEM;SG	ADV
κυκλική	ciclice	κυκλικός	ciclica	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
κυκλική	circulare	κυκλικός	circular	ADJ;NOM;FEM;SG	N;INDF;FEM;PL
κυκλική	circulară	κυκλικός	circular	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
κυκλική	circulara	κυκλικός	circulară	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
συμβουλές	sfat	συμβουλής	sfat	N;NOM;FEM;PL	N;INDF;MASC;SG
συμβουλές	sfatul	συμβουλής	sfat	N;NOM;FEM;PL	N;DEF;MASC;SG
δημοσιεύει	publică	δημοσιεύω	publica	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
δημοσιεύει	publica	δημοσιεύω	publica	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
μπελ	belle	μπελ	belle		N;INDF;MASC;SG
μπελ	bel	μπελ	bel		N;INDF;MASC;SG
μπελ	clopot	μπελ	clopot		N;INDF;MASC;SG
μπελ	clopotul	μπελ	clopot		N;DEF;MASC;SG
μπελ	bell	μπελ	bell		PROPN
θυγατέρα	fica	θυγατέρα	fice	N;NOM;FEM;SG	N;DEF;FEM;SG
θυγατέρα	fiica	θυγατέρα	fiică	N;NOM;FEM;SG	N;DEF;FEM;SG
θυγατέρα	fiică	θυγατέρα	fiică	N;NOM;FEM;SG	N;INDF;FEM;SG
παρεμβάσεις	intervenție	παρέμβαση	intervenție	N;NOM;FEM;PL	N;INDF;FEM;SG
παρεμβάσεις	intervenția	παρέμβαση	intervenție	N;NOM;FEM;PL	N;DEF;FEM;SG
αλληλογραφία	corespondență	αλληλογραφία	corespondență	N;NOM;FEM;SG	N;INDF;FEM;SG
αλληλογραφία	corespondenta	αλληλογραφία	corespondent	N;NOM;FEM;SG	N;DEF;FEM;SG
