right	jobbra	righta	jobbra		ADV
parametra	paraméterek	parameter	paraméter	N;NOM;MASC;SG	N;NOM;PL
kana	kane	kan	kane	N;ACC;MASC;SG	
kana	henna	kan	hén	N;ACC;MASC;SG	N;NOM;SG
izločanje	elimináció	izločanje	elimináció	N;NOM;NEUT;SG	
narašča	emelkedő	naraščati	emelkedő	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;SG
neuspešno	sikertelenül	neuspešen	sikertelen	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
neuspešno	elbukott	neuspešen	elbukott	ADJ;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
neuspešno	sikertelen	neuspešen	sikertelen	ADJ;NOM;NEUT;SG	
neuspešno	sikertelen	neuspešen	sikertelen	ADJ;NOM;NEUT;SG	
box	box	box	box	N;NOM;MASC;SG	
box	rovat	box	rovat	N;NOM;MASC;SG	
mirza	mirza	mirza	mirza	N;NOM;MASC;SG	
valovanje	hullámok	valovanje	hullám	N;NOM;NEUT;SG	N;NOM;PL
alice	alice	alica	alice	N;NOM;FEM;SG	
edmonton	edmonton	edmonton	edmonton	PROPN;NOM;MASC;SG	N;NOM;SG
enajst	tizenegy	enajst	tizenegy	NUM;NOM;PL	
prikazana	megjelenített	prikazan	megjelenített	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
joel	joel	joel	joel	PROPN;NOM;MASC;SG	
prepoved	tilalom	prepoved	tilalom	N;NOM;FEM;SG	
prepoved	tilalom	prepoved	tilalom	N;NOM;FEM;SG	
prepoved	tilalmak	prepoved	tilalom	N;NOM;FEM;SG	N;NOM;PL
kamni	stones	kamen	stones	N;NOM;MASC;PL	N;NOM;SG
vzorcev	minták	vzorec	minta	N;GEN;MASC;PL	N;NOM;PL
vzorcev	mintákat	vzorec	minta	N;GEN;MASC;PL	N;ACC;PL
učencev	tanulók	učenec	tanuló	N;GEN;MASC;PL	N;NOM;PL
sydney	sydney	sydney	sydney	ADJ;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
razširi	kiterjesztése	razšir	kiterjesztés	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
tipično	jellemző	tipično	jellemző	ADV	ADJ;NOM;SG
tipično	tipikus	tipično	tipikus	ADV	
tipično	jellegzetes	tipično	jellegzetes	ADV	
polet	repülési	polet	repülési	N;NOM;MASC;SG	ADJ;NOM;SG
bolnik	türelmes	bolnik	türelmes	N;NOM;MASC;SG	
franco	franco	franca	franco	N;NOM;MASC;SG	
poslovnež	üzletember	poslovnež	üzletember	N;NOM;MASC;SG	
ferenc	ferenc	ferenca	ferenc	N;NOM;MASC;SG	PROPN;NOM;SG
delavnice	műhely	delavnica	műhely	N;NOM;FEM;PL	N;NOM;SG
leader	vezér	leader	vezér	N;NOM;MASC;SG	
leader	leader	leader	leader	N;NOM;MASC;SG	
leader	vezető	leader	vezető	N;NOM;MASC;SG	
disk	korong	disk	korong	N;NOM;MASC;SG	
disk	lemezt	disk	lemez	N;NOM;MASC;SG	N;ACC;SG
disk	korong	disk	korong	N;NOM;MASC;SG	
disk	lemezt	disk	lemez	N;NOM;MASC;SG	N;ACC;SG
prvotna	eredeti	prvoten	eredeti	ADJ;NOM;FEM;SG	N;NOM;SG
živeti	élő	živeti	élő	V;IPFV;NFIN	
živeti	live	živeti	live	V;IPFV;NFIN	
živeti	élőben	živeti	élő	V;IPFV;NFIN	N;IN+ESS;SG
živeti	élő	živeti	élő	V;IPFV;NFIN	
črta	törölt	črta	töröl	N;NOM;FEM;SG	
črta	line	črta	line	N;NOM;FEM;SG	
črta	sor	črta	sor	N;NOM;FEM;SG	
konstrukcija	építési	konstrukcija	építési	N;NOM;FEM;SG	ADJ;NOM;SG
horvat	horvat	horvat	horvat	N;NOM;MASC;SG	
modelov	modellek	model	modell	N;GEN;MASC;PL	N;NOM;PL
modelov	modelleket	model	modellek	N;GEN;MASC;PL	N;ACC;PL
poteh	útvonalakon	pot	útvonal	N;ESS;FEM;PL	N;ON+ESS;PL
poteh	útvonalak	pot	útvonal	N;ESS;FEM;PL	N;NOM;PL
uporaben	hasznos	uporaben	hasznos	ADJ;NOM;INDF;MASC;SG	
neznan	ismeretlenek	neznan	ismeretlen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
neznan	ismeretlen	neznan	ismeretlen	ADJ;NOM;INDF;MASC;SG	
potencialno	potenciális	potencialen	potenciális	ADV	
potencialno	lehetséges	potencialen	lehetséges	ADV	ADJ;NOM;SG
potencialno	potenciál	potencialen	potenciál	ADV	N;NOM;SG
potencialno	lehetőség	potencialen	lehetőség	ADV	N;NOM;SG
potencialno	potenciálisan	potencialen	potenciális	ADV	ADJ;FRML;SG
doseg	elérni	doseg	el+ér	N;NOM;MASC;SG	V;NFIN;ACT
dodatna	további	dodaten	további	ADJ;NOM;FEM;SG	N;NOM;SG
obnovljen	megújult	obnovljen	megújul	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
obnovljen	felújított	obnovljen	felújított	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
obnovljen	helyreállt	obnovljen	helyreállt	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
sestavina	hozzávaló	sestavina	hozzávaló	N;NOM;FEM;SG	
smučanje	síelni	smučanje	síel	N;NOM;NEUT;SG	V;NFIN;ACT
vojvodo	duke	vojvoda	duke	N;ACC;FEM;SG	
vojvodo	herceg	vojvoda	herceg	N;ACC;FEM;SG	N;NOM;SG
trajno	állandó	trajno	állandó	ADV	
trajno	végleges	trajno	végleges	ADV	
trajno	tartós	trajno	tartós	ADV	
trajno	maradandó	trajno	maradandó	ADV	
trajno	tartósan	trajno	tartós	ADV	ADJ;FRML;SG
trajno	véglegesen	trajno	végleges	ADV	ADJ;FRML;SG
smiselno	érzék	smiseln	érez	ADJ;NOM;NEUT;SG	N;NOM;SG
smiselno	értelem	smiseln	értel	ADJ;NOM;NEUT;SG	N;NOM;SG
smiselno	értelme	smiseln	értelem	ADJ;NOM;NEUT;SG	
kovinski	metál	kovinski	metál	ADJ;NOM;MASC;SG	
kovinski	metal	kovinski	metal	ADJ;NOM;MASC;SG	
kovinski	fémek	kovinski	fém	ADJ;NOM;MASC;SG	N;NOM;PL
kovinski	fém	kovinski	fém	ADJ;NOM;MASC;SG	
kovinski	fémes	kovinski	fémes	ADJ;NOM;MASC;SG	
kovinski	fém	kovinski	fém	ADJ;NOM;MASC;SG	
duhovno	spirituális	duhoven	spirituális	ADJ;NOM;NEUT;SG	N;NOM;SG
duhovno	szellemi	duhoven	szellemi	ADJ;NOM;NEUT;SG	
duhovno	lelki	duhoven	lelki	ADJ;NOM;NEUT;SG	
duhovno	lelkileg	duhoven	lelki	ADJ;NOM;NEUT;SG	
duhovno	szellemileg	duhoven	szellemi	ADJ;NOM;NEUT;SG	
sport	sport	sport	sport	N;NOM;MASC;SG	
možne	lehetséges	možen	lehetséges	ADJ;NOM;FEM;PL	ADJ;NOM;SG
katja	katy	katje	katy	PROPN;NOM;FEM;SG	
indijo	india	indeti	india	N;ACC;FEM;SG	
iucn	iucn	iucn	iucn	PROPN;NOM;MASC;SG	PROPN;NOM;SG
muslimani	muszlim	musliman	muszlim	N;NOM;MASC;PL	
muslimani	muzulmán	musliman	muzulom	N;NOM;MASC;PL	
matematični	matematika	matematičen	matematika	ADJ;NOM;MASC;SG	N;NOM;SG
matematični	matematikai	matematičen	matematikai	ADJ;NOM;MASC;SG	N;NOM;SG
ansambel	band	ansambel	band	N;NOM;MASC;SG	
ansambel	banda	ansambel	banda	N;NOM;MASC;SG	
ansambel	együttes	ansambel	együttes	N;NOM;MASC;SG	
ansambel	együttes	ansambel	együttes	N;NOM;MASC;SG	
enakomerno	egyenletesen	enakomerno	egyenletesen	ADV	ADJ;FRML;SG
enakomerno	egységesen	enakomerno	egységes	ADV	ADJ;FRML;SG
enakomerno	egyenletesen	enakomerno	egyenletesen	ADV	ADJ;FRML;SG
enakomerno	egyenletes	enakomerno	egyenletes	ADV	
upravne	igazgatási	upraven	igazgatási	ADJ;NOM;FEM;PL	ADJ;NOM;SG
upravne	adminisztratív	upraven	adminisztratív	ADJ;NOM;FEM;PL	N;NOM;SG
namerno	szándékosan	namerno	szándékos	ADV	ADJ;FRML;SG
namerno	szándékos	namerno	szándékos	ADV	
namerno	szándékos	namerno	szándékos	ADV	
namerno	szándékosan	namerno	szándékos	ADV	ADJ;FRML;SG
namerno	szándékosan	namerno	szándékos	ADV	ADJ;FRML;SG
biološko	biológiai	biološki	biológiai	ADJ;NOM;NEUT;SG	N;NOM;SG
biološko	biológiailag	biološki	biológiailag	ADJ;NOM;NEUT;SG	N;NOM;SG
sprejem	felvételi	sprejem	felvételi	N;NOM;MASC;SG	ADJ;NOM;SG
sprejem	recepció	sprejem	recepció	N;NOM;MASC;SG	
konja	lovas	konj	lovas	N;ANIM;ACC;MASC;SG	
konja	ló	konj	ló	N;ANIM;ACC;MASC;SG	N;NOM;SG
porabi	fogyasztanak	poraba	fogyaszt	V;PFV;IND;SG;3;PRS;FIN	V;INDF;IND;PL;3;PRS;FIN;ACT
simboli	szimbólum	simbol	szimbólum	N;NOM;MASC;PL	N;IN+ABL;SG
krajevno	helyben	krajeven	hely	ADJ;NOM;NEUT;SG	N;IN+ESS;SG
krajevno	helyileg	krajeven	helyi	ADJ;NOM;NEUT;SG	
krajevno	helyi	krajeven	helyi	ADJ;NOM;NEUT;SG	
srebrna	silver	srebrn	silver	ADJ;NOM;FEM;SG	
srebrna	ezüst	srebrn	ezüst	ADJ;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
ritem	legyőzni	ritem	legyőz	N;NOM;MASC;SG	V;NFIN;ACT
ritem	groove	ritem	groove	N;NOM;MASC;SG	
laurent	laurent	laurent	laurent	ADJ;NOM;INDF;MASC;SG	
baptiste	baptiste	baptist	baptiste	N;NOM;MASC;SG	
primerjava	összehasonlítás	primerjati	összehasonlítás	N;NOM;FEM;SG	
primerjava	összehasonlítani	primerjati	összehasonlít	N;NOM;FEM;SG	V;NFIN;ACT
primerjava	összehasonlítás	primerjati	összehasonlítás	N;NOM;FEM;SG	
neodvisni	független	neodvisen	független	ADJ;NOM;MASC;PL	
neodvisni	önálló	neodvisen	önálló	ADJ;NOM;MASC;PL	
neodvisni	függetlenek	neodvisen	független	ADJ;NOM;MASC;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
zalog	részvények	zaloga	részvény	N;GEN;FEM;SG	N;NOM;PL
zalog	készletek	zaloga	készlet	N;GEN;FEM;SG	N;NOM;PL
zalog	állományok	zaloga	állomány	N;GEN;FEM;SG	N;NOM;PL
violino	hegedű	violina	hegedű	N;ACC;FEM;SG	N;NOM;SG
samec	agglegény	samec	agglegény	N;NOM;MASC;SG	
samec	nőtlen	samec	nőtlen	N;NOM;MASC;SG	
nameščen	telepítve	nameščen	telepítve	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;NOM;SG
nameščen	beépített	nameščen	beépített	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
nameščen	telepített	nameščen	telepít	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
odpadki	pazarlás	odpadek	pazarlás	N;NOM;MASC;PL	N;NOM;SG
odpadki	hulladék	odpadek	hulladék	N;NOM;MASC;PL	N;NOM;SG
odpadki	hulladék	odpadek	hulladék	N;NOM;MASC;PL	N;NOM;SG
dihanje	lélegzik	dihanje	lélegzik	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
poplave	árvíz	poplava	árvíz	N;NOM;FEM;PL	N;NOM;SG
poplave	árvíz	poplava	árvíz	N;NOM;FEM;PL	N;NOM;SG
poplave	árvíz	poplava	árvíz	N;NOM;FEM;PL	N;NOM;SG
kmetijske	mezőgazdasági	kmetijski	mezőgazdasági	ADJ;NOM;FEM;PL	
kmetijske	mezőgazdaság	kmetijski	mezőgazdaság	ADJ;NOM;FEM;PL	N;NOM;SG
lincoln	lincoln	lincoln	lincoln	N;NOM;MASC;SG	
maría	maría	maría	maría	N;NOM;FEM;SG	
prepričanja	elítélték	prepričanje	elítél	N;NOM;NEUT;PL	V;DEF;IND;PL;3;PST;FIN;ACT
judje	zsidó	judja	zsidó	N;NOM;MASC;PL	
domenico	domenico	domenica	domenico	N;NOM;MASC;SG	
skupinami	csoportok	skupina	csoport	N;DAT;FEM;PL	N;NOM;PL
osmo	nyolcadik	osmi	nyolcadik	ADJ;ACC;NEUT;SG	ADJ;NOM;SG
ločena	külön	ločen	kül	ADJ;NOM;FEM;SG;V.PTCP	
ločena	elvált	ločen	elvált	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ločena	különálló	ločen	különálló	ADJ;NOM;FEM;SG;V.PTCP	
ločena	elkülönített	ločen	elkülönít	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ločena	külön	ločen	kül	ADJ;NOM;FEM;SG;V.PTCP	
ofenzivo	sértő	ofenziv	sértő	N;ACC;FEM;SG	
ofenzivo	támadó	ofenziv	támadó	N;ACC;FEM;SG	
pare	gőz	para	gőz	N;NOM;FEM;PL	N;NOM;SG
pare	gőzzel	para	gőz	N;NOM;FEM;PL	
jedrska	nukleáris	jedrski	nukleáris	ADJ;NOM;FEM;SG	N;NOM;SG
pristojnosti	joghatósága	pristojnost	joghatóság	N;NOM;FEM;PL	N;NOM;SG
pristojnosti	hatáskör	pristojnost	hatáskör	N;NOM;FEM;PL	N;NOM;SG
pristojnosti	joghatóság	pristojnost	joghatóság	N;NOM;FEM;PL	N;NOM;SG
pristojnosti	hatáskör	pristojnost	hatáskör	N;NOM;FEM;PL	N;NOM;SG
pristojnosti	felelősség	pristojnost	felelősség	N;NOM;FEM;PL	N;NOM;SG
pristojnosti	powers	pristojnost	powers	N;NOM;FEM;PL	
pristojnosti	hatáskör	pristojnost	hatáskör	N;NOM;FEM;PL	N;NOM;SG
pristojnosti	szakértelem	pristojnost	szakértelem	N;NOM;FEM;PL	N;NOM;SG
pristojnosti	hatáskör	pristojnost	hatáskör	N;NOM;FEM;PL	N;NOM;SG
pristojnosti	hatásköre	pristojnost	hatásköre	N;NOM;FEM;PL	N;NOM;SG
tanke	vékony	tanek	vékony	ADJ;NOM;FEM;PL	
tanke	sovány	tanek	sovány	ADJ;NOM;FEM;PL	
tanke	tankok	tanek	tank	ADJ;NOM;FEM;PL	N;NOM;PL
tanke	tartályok	tanek	tartály	ADJ;NOM;FEM;PL	N;NOM;PL
bobnar	dobos	bobnar	dobos	N;NOM;MASC;SG	
specifično	specifikus	specifično	specifikus	ADV	ADJ;NOM;SG
specifično	konkrét	specifično	konkrét	ADV	
specifično	konkrétan	specifično	konkrétan	ADV	
specifično	kifejezetten	specifično	kifejezett	ADV	ADJ;FRML;SG
specifično	kimondottan	specifično	kimond	ADV	ADJ;FRML;SG
suho	szárazon	suh	száraz	ADV	
suho	száraz	suh	száraz	ADV	
suho	szárított	suh	szárított	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
armstrong	armstrong	armstrong	armstrong	N;NOM;MASC;SG	
enotno	egyesített	enoten	egyesített	ADJ;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
oblikovalec	tervező	oblikovalec	tervező	N;NOM;MASC;SG	
digitalni	digitális	digitalen	digitális	ADJ;NOM;MASC;SG	N;NOM;SG
gottfried	gottfried	gottfried	gottfried	N;NOM;MASC;SG	
fantje	fiuk	fant	fiuk	N;NOM;MASC;PL	N;NOM;SG
joan	joan	joan	joan	PROPN;NOM;MASC;SG	
joan	jeanne	joan	jelenik	PROPN;NOM;MASC;SG	
odpornost	ellenálló	odpornost	ellenálló	N;NOM;FEM;SG	
odpornost	mentességet	odpornost	mentesség	N;NOM;FEM;SG	N;ACC;SG
odpornost	rugalmasságát	odpornost	rugalmasság	N;NOM;FEM;SG	N;ACC;SG
calgary	calgary	calgary	calgary	PROPN;NOM;MASC;SG	N;NOM;SG
sergio	sergio	sergia	sergio	N;NOM;MASC;SG	
dani	dani	dan	dani	ADJ;NOM;MASC;SG	
morsko	tengerész	morski	tengerész	ADJ;NOM;NEUT;SG	N;NOM;SG
morsko	tengeri	morski	tengeri	ADJ;NOM;NEUT;SG	
morsko	tengerészgyalogos	morski	tengerészgyalogos	ADJ;NOM;NEUT;SG	N;NOM;SG
sive	ősz	siv	ősz	ADJ;NOM;FEM;PL	
sive	grey	siv	grey	ADJ;NOM;FEM;PL	
sive	szürke	siv	szürke	ADJ;NOM;FEM;PL	
mostov	hidak	most	híd	N;GEN;MASC;PL	N;NOM;PL
mostov	hidakat	most	híd	N;GEN;MASC;PL	N;ACC;PL
objavljeno	közzétette	objavljen	közzétet	ADJ;NOM;NEUT;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
objavljeno	kiküldött	objavljen	kiküldött	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
objavljeno	közzétett	objavljen	közzétett	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
objavljeno	közzétette	objavljen	közzétet	ADJ;NOM;NEUT;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
objavljeno	publikált	objavljen	publikált	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
objavljeno	közzétett	objavljen	közzétett	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
hiter	gyorsan	hiter	gyors	ADJ;NOM;INDF;MASC;SG	ADJ;FRML;SG
hiter	gyors	hiter	gyors	ADJ;NOM;INDF;MASC;SG	
rog	rog	rog	rog	N;NOM;MASC;SG	
rog	kürt	rog	kür	N;NOM;MASC;SG	
rog	horn	rog	hor	N;NOM;MASC;SG	
civilno	civil	civilen	civil	ADJ;NOM;NEUT;SG	
civilno	civil	civilen	civil	ADJ;NOM;NEUT;SG	
stena	wall	stena	wall	N;NOM;FEM;SG	
stena	falat	stena	fal	N;NOM;FEM;SG	
predal	leadott	predati	leadott	N;NOM;MASC;SG	
apollo	apollo	apollo	apollo	PROPN;NOM;MASC;SG	
apollo	apolló	apollo	apolló	PROPN;NOM;MASC;SG	
obrambne	védekező	obramben	védekező	ADJ;NOM;FEM;PL	
obrambne	védekezés	obramben	védekezés	ADJ;NOM;FEM;PL	N;NOM;SG
islam	iszlám	islam	iszlám	N;NOM;MASC;SG	
lipa	lipa	lipa	lipa	N;NOM;FEM;SG	
odločilno	döntő	odločilen	döntő	ADV	ADJ;NOM;SG
odločilno	meghatározó	odločilen	meghatározó	ADV	ADJ;NOM;SG
geografsko	földrajzilag	geografsko	földrajzilag	ADJ;NOM;NEUT;SG	
spomina	emlékek	spomin	emlék	N;NOM;MASC;SG	N;NOM;PL
omejitve	korlátozás	omejitev	korlátozás	N;NOM;FEM;PL	
omejitve	korlátozás	omejitev	korlátozás	N;NOM;FEM;PL	
trava	fű	trava	fű	N;NOM;FEM;SG	
trava	füvet	trava	füv	N;NOM;FEM;SG	N;ACC;SG
trava	fű	trava	fű	N;NOM;FEM;SG	
trava	füvet	trava	füv	N;NOM;FEM;SG	N;ACC;SG
divje	wild	divji	wild	ADJ;NOM;FEM;PL	
divje	vadon	divji	vad	ADJ;NOM;FEM;PL	
divje	vadak	divji	vad	ADJ;NOM;FEM;PL	N;NOM;PL
divje	vad	divji	vad	ADJ;NOM;FEM;PL	
ionov	ionok	ion	ion	N;NOM;MASC;SG	N;NOM;PL
ionov	ion	ion	ion	N;NOM;MASC;SG	
edgar	edgar	edgar	edgar	N;NOM;MASC;SG	
vitamin	vitaminok	vitamin	vitamin	N;NOM;MASC;SG	N;NOM;PL
rus	orosz	rus	orosz	N;NOM;MASC;SG	
rus	oroszul	rus	orosz	N;NOM;MASC;SG	
rus	rus	rus	rus	N;NOM;MASC;SG	
garde	garde	garda	garde	N;NOM;FEM;PL	
obnovi	visszaállítani	obnova	visszaállít	N;DAT;FEM;SG	V;NFIN;ACT
obnovi	helyreállítása	obnova	helyreállítás	N;DAT;FEM;SG	N;NOM;SG
obnovi	visszaállítása	obnova	visszaállítás	N;DAT;FEM;SG	N;NOM;SG
karolina	carolina	karolina	carolina	N;NOM;FEM;SG	
karolina	karolina	karolina	karolina	N;NOM;FEM;SG	
poroke	esküvő	poroka	esküvő	N;NOM;FEM;PL	N;NOM;SG
poroke	esküvőn	poroka	esküvő	N;NOM;FEM;PL	N;ON+ESS;SG
poroke	esküvőre	poroka	esküvőre	N;NOM;FEM;PL	N;ON+ALL;SG
mongolski	mongol	mongolski	mongol	ADJ;NOM;MASC;SG	
bogati	gazdag	bogat	gazdag	ADJ;NOM;MASC;PL	
bogati	gazdagok	bogat	gazdag	ADJ;NOM;MASC;PL	N;NOM;PL
bogati	rich	bogat	rich	ADJ;NOM;MASC;PL	
bolnišnica	kórházi	bolnišnica	kórházi	N;NOM;FEM;SG	
skrivnosti	titok	skrivnost	titok	N;NOM;FEM;PL	N;NOM;SG
skrivnosti	titkokat	skrivnost	titk	N;NOM;FEM;PL	N;ACC;PL
skrivnosti	rejtélyeket	skrivnost	rejtély	N;NOM;FEM;PL	N;ACC;PL
alberta	alberta	alberta	alber	N;ACC;MASC;SG	
konferenca	konferencián	konferenca	konferencia	N;NOM;FEM;SG	N;ON+ESS;SG
cessna	cessna	cessen	cessna	ADJ;NOM;FEM;SG	N;NOM;SG
predstavljena	kiemelt	predstavljen	kiemelt	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
predstavljena	bemutatott	predstavljen	bemutatott	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
lovska	vadászat	lovski	vadászat	ADJ;NOM;FEM;SG	N;NOM;SG
lovska	vadászik	lovski	vadászik	ADJ;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
lovska	vadászni	lovski	vadász	ADJ;NOM;FEM;SG	V;NFIN;ACT
lovska	vadász	lovski	vadász	ADJ;NOM;FEM;SG	
ronald	ronald	ronald	ronald	N;NOM;MASC;SG	
jesen	ősz	jesen	ősz	N;NOM;FEM;SG	
jesen	őszi	jesen	őszi	N;NOM;FEM;SG	
jesen	ősszel	jesen	ősszel	N;NOM;FEM;SG	ADV
jesen	őszi	jesen	őszi	N;NOM;FEM;SG	
jesen	ősszel	jesen	ősszel	N;NOM;FEM;SG	ADV
jesen	ősz	jesen	ősz	N;NOM;FEM;SG	
silva	silva	silva	silva	N;NOM;MASC;SG	
turk	török	turka	török	N;NOM;MASC;SG	ADJ;NOM;SG
turk	turk	turka	turk	N;NOM;MASC;SG	
turistična	turisták	turističen	turista	ADJ;NOM;FEM;SG	N;NOM;PL
turistična	turista	turističen	turista	ADJ;NOM;FEM;SG	N;NOM;SG
sobo	terem	soba	terem	N;ACC;FEM;SG	N;NOM;SG
sobo	szoba	soba	szoba	N;ACC;FEM;SG	N;NOM;SG
koeficient	együttható	koeficient	együttható	N;NOM;MASC;SG	ADJ;NOM;SG
buffalo	bivaly	buffati	bivaly	N;NOM;MASC;SG	
buffalo	buffalo	buffati	buffalo	N;NOM;MASC;SG	
zmagali	nyert	zmagati	nyert	V;PFV;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
edwards	edwards	edwards	edwards	PROPN;NOM;MASC;SG	
stan	stan	stan	stan	N;NOM;MASC;SG	
marx	marx	marx	marx	N;NOM;MASC;SG	
držal	tartották	držati	tart	V;IPFV;MASC;SG;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
držal	tartottak	držati	tart	V;IPFV;MASC;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
koži	bőre	koža	bő	N;DAT;FEM;SG	N;NOM;SG
koži	bőr	koža	bőr	N;DAT;FEM;SG	N;NOM;SG
smernice	iránymutatás	smernica	iránymutatás	N;NOM;FEM;PL	N;NOM;SG
smernice	útmutatást	smernica	útmutatás	N;NOM;FEM;PL	N;ACC;SG
smernice	útmutató	smernica	útmutató	N;NOM;FEM;PL	N;NOM;SG
smernice	útmutatás	smernica	útmutatás	N;NOM;FEM;PL	N;NOM;SG
smernice	iránymutatás	smernica	iránymutatás	N;NOM;FEM;PL	N;NOM;SG
smernice	iránymutatás	smernica	iránymutatás	N;NOM;FEM;PL	N;NOM;SG
gola	meztelenül	gol	meztelenül	ADJ;NOM;FEM;SG	N;ON+ESS;SG
gola	meztelen	gol	meztelen	ADJ;NOM;FEM;SG	
gola	pucér	gol	pucér	ADJ;NOM;FEM;SG	
gola	meztelenül	gol	meztelenül	ADJ;NOM;FEM;SG	N;ON+ESS;SG
gola	meztelen	gol	meztelen	ADJ;NOM;FEM;SG	
nancy	nancy	nancy	nancy	PROPN;NOM;FEM;SG	
beg	megszökni	beg	meg+szök	N;NOM;MASC;SG	V;NFIN;ACT
beg	megszökni	beg	meg+szök	N;NOM;MASC;SG	V;NFIN;ACT
nasprotje	ellentétek	nasprotje	ellentét	N;NOM;NEUT;SG	N;NOM;PL
nasprotje	szemben	nasprotje	szemben	N;NOM;NEUT;SG	
nasprotje	ellentétes	nasprotje	ellentétes	N;NOM;NEUT;SG	
nicola	nicola	nicolo	nicola	PROPN;NOM;MASC;SG	
miguel	miguel	migul	miguel	PROPN;NOM;MASC;SG	
texas	texasi	texas	texasi	PROPN;NOM;MASC;SG	
texas	texas	texas	texas	PROPN;NOM;MASC;SG	
texas	texasban	texas	texas	PROPN;NOM;MASC;SG	
razstavo	kiállítás	razstava	kiállítás	N;ACC;FEM;SG	N;NOM;SG
razstavo	bemutató	razstava	bemutató	N;ACC;FEM;SG	
razstavo	kiállítása	razstava	kiállítás	N;ACC;FEM;SG	N;NOM;SG
potrjen	megerősített	potrjen	meg+erősít	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
potrjen	megerősítve	potrjen	megerősítve	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADV;V.CVB
potrjen	megerősítette	potrjen	meg+erősít	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
potrjen	igazolt	potrjen	igazolt	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
potrjen	hitelesített	potrjen	hitelesít	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
edmund	edmund	edmund	edmund	N;NOM;MASC;SG	PROPN;NOM;SG
julian	julian	julian	julian	N;NOM;MASC;SG	
three	három	three	három		NUM;NOM;SG
azija	ázsiai	azija	ázsiai	N;NOM;FEM;SG	ADJ;NOM;SG
azija	ázsia	azija	ázsia	N;NOM;FEM;SG	
plačilo	fizess	plačilo	fizess	N;NOM;NEUT;SG	V;DEF;IMP;SG;3;PRS;FIN;ACT
plačilo	fizetni	plačilo	fizet	N;NOM;NEUT;SG	V;NFIN;ACT
plačilo	fizet	plačilo	fizet	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
plačilo	fizetési	plačilo	fizetési	N;NOM;NEUT;SG	ADJ;NOM;SG
plačilo	fizetség	plačilo	fizetség	N;NOM;NEUT;SG	
civilne	civil	civilen	civil	ADJ;NOM;FEM;PL	
civilne	polgári	civilen	polgári	ADJ;NOM;FEM;PL	ADJ;NOM;SG
