stan	stane	stan	stát	N;INDF;MASC+FEM;SG	V;IND;SG;3;POS;PRS;FIN;ACT
falsk	falešné	falsk	falešný	ADJ;INDF;SG	ADJ;NOM;NEUT;PL;POS
falsk	fake	falsk	fake	ADJ;INDF;SG	N;NOM;MASC;SG;POS
observeret	pozorovány	observere	pozorovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
observeret	pozorováno	observere	pozorovaný	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
observeret	pozorované	observere	pozorovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
observeret	pozorován	observere	pozorovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
observeret	pozorována	observere	pozorovaný	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
nash	nash	nash	nash	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
pil	šíp	pil	šíp	V;IMP	N;INAN;NOM;MASC;SG;POS
pil	šipku	pil	šipka	V;IMP	N;ACC;FEM;SG;POS
pil	arrow	pil	arrow	V;IMP	PROPN;INAN;NOM;MASC;SG;POS
pil	šipka	pil	šipka	V;IMP	N;NOM;FEM;SG;POS
moral	morální	moral	morální	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
gilbert	gilbert	gilbert	gilbert	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
sandsynlighed	pravděpodobnosti	sandsynlighed	pravděpodobnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
dokumenteret	zdokumentované	dokumenteret	zdokumentovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
dokumenteret	prokázané	dokumenteret	prokázaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
dokumenteret	prokázána	dokumenteret	prokázaný	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
dokumenteret	prokázáno	dokumenteret	prokázaný	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
kosovo	kosova	kosovo	kosovo	PROPN	N;NOM;FEM;SG;POS
kosovo	kosovu	kosovo	kosovo	PROPN	N;INAN;DAT;MASC;SG;POS
kosovo	kosovo	kosovo	kosovo	PROPN	N;NOM;NEUT;SG;POS
nacional	nacional	nacional	nacional		PROPN;NOM;NEUT;SG;POS
strengt	přísná	strengt	přísný	ADV	ADJ;NOM;FEM;SG;POS
strengt	přísný	strengt	přísný	ADV	ADJ;INAN;NOM;MASC;SG;POS
strengt	striktní	strengt	striktní	ADV	ADJ;NOM;MASC;SG;POS
strengt	přísné	strengt	přísný	ADV	ADJ;NOM;MASC;PL;POS
torino	torino	torino	torino	PROPN	PROPN;NOM;NEUT;SG;POS
torino	turín	torino	turín	PROPN	PROPN;INAN;NOM;MASC;SG;POS
akustisk	akustické	akustisk	akustický	ADJ;INDF;SG	ADJ;NOM;MASC;PL;POS
konference	konferenční	konference	konferenční	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
martha	marta	martha	marta	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
martha	martha	martha	martha	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
massive	masivní	massive	masivní	ADJ;PL	ADJ;NOM;MASC;SG;POS
massive	mohutný	massive	mohutný	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
leveres	doručen	levere	doručený	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
leveres	doručeno	levere	doručený	V;IND;PRS;FIN;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
leveres	dodáno	levere	dodaný	V;IND;PRS;FIN;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
leveres	dodané	levere	dodaný	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;PL;POS
leveres	doručena	levere	doručený	V;IND;PRS;FIN;PASS	ADJ;POS;V.PTCP;PASS
kyster	pobřeží	kyste	pobřeží	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
frisk	fresh	frisk	fresh	ADJ;INDF;SG	PROPN;INAN;NOM;MASC;SG;POS
stabil	stáj	stabil	stáj	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;POS
germain	germain	germain	germain	N;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
seat	sedadla	seat	sedadlo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
tyndt	tenké	tyndt	tenký	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;PL;POS
tyndt	řídce	tyndt	řídce	ADJ;INDF;NEUT;SG	ADV;POS
anime	anime	anim	anime		N;NOM;NEUT;SG;POS
ask	požádat	ask	požádat		V;PFV;POS;NFIN
ask	jasan	ask	jasan		N;INAN;NOM;MASC;SG;POS
ask	ash	ask	ash		PROPN;ANIM;NOM;MASC;SG;POS
ask	popel	ask	popel		N;INAN;NOM;MASC;SG;POS
limited	omezeno	limited	omezený		ADJ;NEUT;SG;POS;V.PTCP;PASS
limited	omezený	limited	omezený		ADJ;INAN;NOM;MASC;SG;POS
limited	omezené	limited	omezený		ADJ;NOM;NEUT;SG;POS
limited	omezená	limited	omezený		ADJ;NOM;FEM;SG;POS
murphy	murphyho	murphy	murphy		N;ANIM;ACC;MASC;SG;POS
murphy	murphy	murphy	murpha		PROPN;ANIM;NOM;MASC;SG;POS
tromsø	tromsø	tromsø	tromsø	N;INDF;NEUT;SG	PROPN;NOM;NEUT;SG;POS
analyser	analytics	analyse	analytics	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;POS
analyser	rozbor	analyse	rozbor	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
analyser	analýza	analyse	analýza	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
faxe	fax	faxe	fax		N;INAN;NOM;MASC;SG;POS
faxe	faxu	faxe	fax		N;INAN;DAT;MASC;SG;POS
diamond	diamantový	diamond	diamantový		ADJ;INAN;NOM;MASC;SG;POS
diamond	diamond	diamond	diamond		PROPN;ANIM;NOM;MASC;SG;POS
diamond	diamantové	diamond	diamantový		ADJ;NOM;NEUT;SG;POS
diamond	diamant	diamond	diamant		N;INAN;NOM;MASC;SG;POS
forårsagede	způsobené	forårsage	způsobený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS
detaljeret	detailní	detaljeret	detailní	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;POS
detaljeret	podrobný	detaljeret	podrobný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
detaljeret	podrobná	detaljeret	podrobný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
detaljeret	podrobně	detaljeret	podrobně	V;INDF;SG;PST;V.PTCP	ADV;POS
bekendte	známí	bekendt	známý	N;INDF;MASC+FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
bekendte	známé	bekendt	známý	N;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;SG;POS
mærker	marks	mærke	marks	N;INDF;NEUT;PL	PROPN;ANIM;NOM;MASC;SG;POS
mærker	značení	mærke	značení	N;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
mærker	označení	mærke	označení	N;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
tråd	dráty	tråd	drát	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
tråd	nitě	tråd	nit	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
edge	hraně	edge	hrana		N;DAT;FEM;SG;POS
edge	okraj	edge	okraj		N;INAN;NOM;MASC;SG;POS
edge	edge	edge	edge		PROPN;INAN;NOM;MASC;SG;POS
jürgen	jürgen	jürg	jürgen	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
knight	knight	knight	knight	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
knight	rytíři	knight	rytíř	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
tilgængeligt	dostupné	tilgængeligt	dostupný	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
tilgængeligt	dostupné	tilgængeligt	dostupný	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
døren	dveře	dør	dveře	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
viet	oddaná	viet	oddanat	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
viet	oddaný	viet	oddaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
viet	viet	viet	viet	V;INDF;SG;PST;V.PTCP	PROPN;ANIM;NOM;MASC;SG;POS
smukt	nádhera	smuk	nádhera	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG;POS
hugh	hugh	hugh	hugh		PROPN;ANIM;NOM;MASC;SG;POS
grundstoffer	elementární	grundstof	elementární	N;INDF;NEUT;PL	ADJ;NOM;MASC;SG;POS
ryg	zpět	ryg	zpět	N;INDF;MASC+FEM;SG	ADV
ryg	zpátky	ryg	zpátky	N;INDF;MASC+FEM;SG	ADV
ryg	záda	ryg	záda	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
ryg	kouřit	ryg	kouřit	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
faldende	pád	falde	pád	V;PRS;V.PTCP	N;INAN;NOM;MASC;SG;POS
faldende	padající	falde	padající	V;PRS;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
faldende	sestupně	falde	sestupně	V;PRS;V.PTCP	ADV;POS
faldende	klesající	falde	klesající	V;PRS;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
faldende	klesající	falde	klesající	V;PRS;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
ram	ram	ram	ram		N;NOM;MASC;SG;POS
uro	nepokoje	uro	nepokoj	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
trusler	ohrožení	trusel	ohrožení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
trusler	vyhrožování	trusel	vyhrožování	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
trusler	ohrožení	trusel	ohrožení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
trusler	hrozba	trusel	hrozba	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
lau	lau	lau	lau		N;NOM;MASC;SG;POS
willy	willy	willy	willy		PROPN;ANIM;NOM;MASC;SG;POS
gestapo	gestapa	gestapo	gestapo	N;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
eminem	eminem	eminem	emin		N;INAN;INS;MASC;SG;POS
andersson	andersson	andersson	andersson	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
coast	pobřeží	coast	pobřeží		N;NOM;NEUT;SG;POS
fjernsyn	televizní	fjernsyn	televizní	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
ture	jezdí	tur	jezdit	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
leon	leona	leon	leon		N;NOM;FEM;SG;POS
leon	leone	leon	leone		PROPN;NOM;MASC;SG;POS
leon	leon	leon	leon		PROPN;ANIM;NOM;MASC;SG;POS
brygge	brew	brygge	brew		N;INAN;NOM;MASC;SG;POS
opfandt	vymyšlená	opfinde	vymyšlený	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS
opfandt	smyšlený	opfinde	smyšlený	V;IND;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS
opfandt	vymyšlený	opfinde	vymyšlený	V;IND;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS
denis	denis	denis	denis		PROPN;ANIM;NOM;MASC;SG;POS
logik	logická	logik	logický	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
logik	logický	logik	logický	N;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
logik	logické	logik	logický	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
latinsk	latina	latinsk	latina	ADJ;INDF;SG	N;NOM;FEM;SG;POS
latinsk	latinsky	latinsk	latinsky	ADJ;INDF;SG	ADV;POS
forbliver	ostatky	forblive	ostatky	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
forbliver	pozůstatky	forblive	pozůstatek	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
forbliver	pobyty	forblive	pobyt	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
investeringer	investování	investering	investování	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
israelsk	izraelské	israelsk	izraelský	ADJ;INDF;SG	ADJ;NOM;MASC;PL;POS
israelsk	izrael	israelsk	izrael	ADJ;INDF;SG	PROPN;INAN;NOM;MASC;SG;POS
skåret	řezaná	skære	řezaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
skåret	řez	skære	řez	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG;POS
skåret	střih	skære	střih	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG;POS
skåret	úlomek	skære	úlomek	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG;POS
mindesmærke	memorial	mindesmærke	memorial	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
mindesmærke	pamětní	mindesmærke	pamětní	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
lane	lane	lane	lane		PROPN;NOM;MASC;SG;POS
lane	pruh	lane	pruh		N;INAN;NOM;MASC;SG;POS
suðuroy	suðuroy	suðuroy	suéuroy		N;NOM;MASC;SG;POS
koncerten	koncertní	koncert	koncertní	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
tusindvis	tisíce	tusindvis	tisíc	ADV	N;INAN;NOM;MASC;PL;POS
fjernede	odstraněno	fjerne	odstraněný	V;IND;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
fjernede	odstraněna	fjerne	odstraněný	V;IND;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
fjernede	odebráno	fjerne	odebraný	V;IND;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
fjernede	odstraněny	fjerne	odstraněný	V;IND;PST;FIN;ACT	ADJ;INAN;PL;POS;V.PTCP;PASS
ægypten	egypt	ægypt	egypt	N;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
ægypten	egyptský	ægypt	egyptský	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
ægypten	egyptě	ægypt	egypt	N;INDF;NEUT;SG	PROPN;INAN;DAT;MASC;SG;POS
ulykker	havárie	ulykke	havárie	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
ulykker	havárie	ulykke	havárie	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
ulykker	nehoda	ulykke	nehoda	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
ulykker	úraz	ulykke	úraz	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
pete	pete	pete	pete	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
pete	peta	pete	peta	PROPN	N;ANIM;ACC;MASC;SG;POS
nicholas	nicholas	nicholas	nicholas		PROPN;ANIM;NOM;MASC;SG;POS
mann	mann	mann	mann	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
beograd	bělehradu	beograd	bělehrada		PROPN;INAN;GEN;MASC;SG;POS
ost	sýry	ost	sýr	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
ost	sýry	ost	sýr	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
værre	hůř	slem	špatně	ADJ;CMPR	ADV;CMPR;POS
renoveret	zrekonstruované	renovere	zrekonstruovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
renoveret	zrekonstruované	renovere	zrekonstruovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
legenden	legend	legende	legenda	N;DEF;MASC+FEM;SG	N;GEN;FEM;PL;POS
troen	faith	tro	faith	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
add	přidejte	add	přidej	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;POS;FIN
add	přidej	add	přidej	N;INDF;NEUT;SG	V;IMP;SG;2;POS;FIN
add	přidat	add	přidat	N;INDF;NEUT;SG	V;PFV;POS;NFIN
lettisk	lotyšsko	lettisk	lotyšský	ADJ;INDF;SG	PROPN;NOM;NEUT;SG;POS
svækket	oslabení	svæk	oslabení	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG;POS
svækket	oslabené	svæk	oslabený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
est	est	est	etre		N;NOM;MASC;SG;POS
arkiver	archiv	arkive	archiv	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
arkiver	archivu	arkive	archiv	N;INDF;NEUT;PL	N;INAN;GEN;MASC;SG;POS
udgår	odstraněno	udgå	odstraněný	V;IND;PRS;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
udgår	zrušeno	udgå	zrušený	V;IND;PRS;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
udgår	odstraněn	udgå	odstraněný	V;IND;PRS;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
udgår	odstraněna	udgå	odstraněný	V;IND;PRS;FIN;ACT	ADJ;POS;V.PTCP;PASS
vægten	váhy	vægt	váha	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
åbnes	otevře	åbne	otevřít	V;IND;PRS;FIN;PASS	V;IND;SG;3;POS;PRS;FIN;ACT
åbnes	otevírá	åbne	otevírat	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
piper	piper	pipe	piper	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
opdagelse	discovery	opdagelse	discovery	N;INDF;MASC+FEM;SG	PROPN;FEM;POS
botaniske	botanické	botanisk	botanický	ADJ;PL	ADJ;NOM;MASC;SG;POS
diskuteres	diskutabilní	diskutere	diskutabilní	V;NFIN;PASS	ADJ;NOM;MASC;SG;POS
helen	helena	hel	helený	N;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
helen	helen	hel	helený	N;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
faser	fáze	fase	fáze	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
hogwarts	bradavice	hogwarts	bradavice	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
hogwarts	bradavic	hogwarts	bradavice	N;INDF;MASC+FEM;SG	N;GEN;FEM;PL;POS
españa	españa	españa	españa		PROPN;NOM;FEM;SG;POS
child	dítě	child	dítě		N;NOM;NEUT;SG;POS
child	dětská	child	dětský		ADJ;NOM;FEM;SG;POS
krim	krym	krim	kry	PROPN	N;INAN;NOM;MASC;SG;POS
krim	krymské	krim	krymský	PROPN	ADJ;NOM;FEM;SG;POS
kulturelt	kulturní	kulturelt	kulturní	ADV	ADJ;NOM;FEM;SG;POS
kulturelt	kulturních	kulturelt	kulturní	ADV	ADJ;GEN;MASC;PL;POS
savage	savage	savage	savage		PROPN;ANIM;NOM;MASC;SG;POS
savage	divoch	savage	divo		N;ANIM;NOM;MASC;SG;POS
sub	sub	sub	sub		N;NOM;MASC;SG;POS
sub	ponorka	sub	ponorka		N;NOM;FEM;SG;POS
fastsat	stanovena	fastsætte	stanovený	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
fastsat	pevná	fastsætte	pevný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
fastsat	pevné	fastsætte	pevný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
fastsat	fixní	fastsætte	fixní	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;POS
hercegovina	hercegovina	hercegovina	hercegovina		N;NOM;FEM;SG;POS
foretrukne	raději	foretrukne	raději	ADJ;PL	ADV;CMPR;POS
foretrukne	přednost	foretrukne	přednost	ADJ;PL	N;NOM;FEM;SG;POS
amerikaner	american	amerikaner	american	N;INDF;MASC+FEM;SG	PROPN;MASC;SG;POS
amerikaner	americká	amerikaner	americký	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
amerikaner	americké	amerikaner	americký	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
amerikaner	americký	amerikaner	americký	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
mandskab	posádky	mandskab	posádka	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
mandskab	crew	mandskab	crew	N;INDF;NEUT;SG	PROPN;MASC;SG;POS
abel	abel	abel	abel	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
peer	peer	peer	peer	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
helsingfors	helsinkách	helsingfors	helsinka	N;INDF;NEUT;SG	N;DAT;FEM;PL;POS
siddet	sat	sidde	sat	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;POS
vindende	vítězství	vinde	vítězství	V;PRS;V.PTCP	N;NOM;NEUT;SG;POS
vindende	výhra	vinde	výhra	V;PRS;V.PTCP	N;NOM;FEM;SG;POS
vindende	výhry	vinde	výhra	V;PRS;V.PTCP	N;NOM;FEM;PL;POS
six	šest	six	šest		NUM;NOM;SG
six	šestka	six	šestka		N;NOM;FEM;SG;POS
adrian	adriano	adrian	adriano		PROPN;ANIM;NOM;MASC;SG;POS
adrian	adriana	adrian	adriana		N;NOM;FEM;SG;POS
adrian	adrian	adrian	adrian		PROPN;ANIM;NOM;MASC;SG;POS
adelsmand	šlechtice	adelsmand	šlechtic	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL;POS
brooklyn	brooklyn	brooklyn	brooklyn	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
discovery	nález	discovery	nález		N;INAN;NOM;MASC;SG;POS
discovery	objevování	discovery	objevování		N;NOM;NEUT;SG;POS
discovery	objev	discovery	objev		N;INAN;NOM;MASC;SG;POS
discovery	discovery	discovery	discovery		PROPN;FEM;POS
lukas	luke	lukas	luka	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
lukas	lukáš	lukas	lukáš	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
lukas	lukas	lukas	lukas	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
lukas	lukáš	lukas	lukáš	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
avenue	avenue	avenue	avenue		N;NOM;FEM;SG;POS
kælenavn	přezdívky	kælenavn	přezdívka	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
kid	kid	kid	kid	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
spencer	spencer	spence	spencer	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
berømmelse	slávy	berømmelse	sláva	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
born	narodil	born	narodit		V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
born	narozena	born	narozený		ADJ;POS;V.PTCP;PASS
born	narozen	born	narozený		ADJ;MASC;SG;POS;V.PTCP;PASS
alter	oltáře	alter	oltář	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
alberto	alberto	alberto	alberto		PROPN;ANIM;NOM;MASC;SG;POS
nansen	nansen	nans	nansený	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
logisk	logicky	logisk	logicky	ADJ;INDF;SG	ADV;POS
logisk	logika	logisk	logika	ADJ;INDF;SG	N;NOM;FEM;SG;POS
logisk	logiku	logisk	logika	ADJ;INDF;SG	N;ACC;FEM;SG;POS
udgifter	výdaj	udgift	výdaj	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
udstedt	emitované	udstedt	emitovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
udstedt	vydané	udstedt	vydaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
udstedt	vydaná	udstedt	vydaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
udstedt	vydáno	udstedt	vydaný	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
udstedt	vydaný	udstedt	vydaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
philipp	philipp	philipp	philipp		PROPN;ANIM;NOM;MASC;SG;POS
erhvervet	získané	erhvervet	získaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
erhvervet	získaná	erhvervet	získaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
erhvervet	získán	erhvervet	získaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
erhvervet	získány	erhvervet	získaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
erhvervet	získána	erhvervet	získaný	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
betegnelser	indikace	betegnelse	indikace	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
billigere	levněji	billig	levně	ADJ;CMPR	ADV;CMPR;POS
himmel	sky	himmel	ska	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
himmel	nebeský	himmel	beský	N;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;NEG
wang	wang	wang	wang		PROPN;ANIM;NOM;MASC;SG;POS
ansvarlige	zodpovědná	ansvarlig	zodpovědný	ADJ;PL	ADJ;NOM;FEM;SG;POS
ansvarlige	odpovědný	ansvarlig	odpovědný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG;POS
ansvarlige	odpovědná	ansvarlig	odpovědný	ADJ;PL	ADJ;NOM;FEM;SG;POS
ansvarlige	zodpovědný	ansvarlig	zodpovědný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG;POS
redskaber	výbava	redskab	výbava	N;INDF;NEUT;PL	N;NOM;FEM;SG;POS
redskaber	nářadí	redskab	nářadí	N;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
biograf	divadla	biograf	divadlo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
biograf	kina	biograf	kino	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
blik	gaze	blik	gaza	N;INDF;NEUT;SG	PROPN;DAT;FEM;SG;POS
blik	oka	blik	oko	N;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
blik	oční	blik	oční	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
blik	eye	blik	eye	N;INDF;NEUT;SG	PROPN;MASC;SG;POS
datterselskab	dceřiné	datterselskab	dceřiný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS
greg	greg	greg	greg		PROPN;ANIM;NOM;MASC;SG;POS
