que	že	que	že	PRO;MASC;SG	CONJ
limitada	limited	limitar	limited	V;FEM;SG;V.PTCP	N;NOM;FEM;SG
limitada	obmedzený	limitar	obmedzený	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
limitada	limitované	limitar	limitovaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
limitada	obmedzené	limitar	obmedzený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
limitada	limitovaná	limitar	limitovaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
limitada	obmedzená	limitar	obmedzený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
envolvido	zúčastnené	envolver	zúčastnený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
envolvido	zapojené	envolver	zapojený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
envolvido	zapojená	envolver	zapojený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
montes	montes	monte	montes	N;MASC;PL	PROPN;INAN;NOM;MASC;SG
montes	veľa	monte	veľa	N;MASC;PL	NUM;NOM;NEUT;SG
caio	gaius	caio	gaius	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
equação	rovnice	equação	rovnica	N;FEM;SG	N;NOM;FEM;PL
alfred	alfred	alfred	alfred	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mello	mello	mello	mello	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ligados	pripojený	ligar	pripojený	V;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
ligados	pripojené	ligar	pripojený	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ligados	prepojená	ligar	prepojený	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ligados	prepojený	ligar	prepojený	V;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
ligados	prepojené	ligar	prepojený	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
memorial	memorial	memorial	memoriať	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
vasconcelos	vasconcelos	vasconcelo	vasconcelos	N;MASC;PL	N;INAN;NOM;MASC;SG
enviar	zasielanie	enviar	zasielanie	V;NFIN	N;NOM;NEUT;SG
enviar	odosielanie	enviar	odosielanie	V;NFIN	N;NOM;NEUT;SG
enviar	posielanie	enviar	posielanie	V;NFIN	N;NOM;NEUT;SG
queen	queen	queen	queen	N;MASC;SG	PROPN;NOM;FEM;SG
vinho	vína	vinho	víno	N;MASC;SG	N;NOM;NEUT;PL
virgem	virgo	virgem	virgo	N;FEM;SG	PROPN;NOM;FEM;SG
virgem	panny	virgem	panny	N;FEM;SG	N;NOM;FEM;PL
virgem	panic	virgem	panic	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
borges	borges	borge	borges	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
aragão	aragón	aragão	aragón	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
aragão	aragon	aragão	aragon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
away	preč	away	preč	N;MASC;SG	ADV
away	prec	away	prec	N;MASC;SG	INTJ
mudo	pozastaviť	mudo	pozastaviť	N;MASC;SG	V;PFV;POS;NFIN
mudo	vypnúť	mudo	vypnúť	N;MASC;SG	V;PFV;POS;NFIN
sarah	sarah	sarah	sarah	N;FEM;SG	PROPN;NOM;FEM;SG
ocidentais	západný	ocidental	západný	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
ocidentais	západnej	ocidental	západný	N;MASC;PL	ADJ;GEN;FEM;SG
ocidentais	západná	ocidental	západný	N;MASC;PL	ADJ;NOM;FEM;SG
ocidentais	western	ocidental	western	N;MASC;PL	N;INAN;NOM;MASC;SG
ocidentais	západné	ocidental	západný	N;MASC;PL	ADJ;NOM;NEUT;SG
olimpíadas	olympiádu	olimpíar	olympiád	N;FEM;PL	N;ACC;FEM;SG
napoleão	napoleon	napoleão	napoleon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bomba	bomby	bomba	bomba	N;FEM;SG	N;NOM;FEM;PL
japoneses	japonské	japonês	japonský	N;MASC;PL	ADJ;NOM;NEUT;SG
japoneses	japonská	japonês	japonský	N;MASC;PL	ADJ;NOM;FEM;SG
japoneses	japonsky	japonês	japonsky	N;MASC;PL	ADV
japoneses	japonský	japonês	japonský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
dezenas	desiatok	dezena	desiatok	DET;MASC;PL	NUM;NOM;NEUT;SG
dezenas	desiatky	dezena	desiatka	DET;MASC;PL	N;NOM;FEM;PL
dezenas	desiatok	dezena	desiatok	DET;MASC;PL	NUM;NOM;NEUT;SG
dezenas	tucty	dezena	tuct	DET;MASC;PL	N;INAN;NOM;MASC;PL
dezenas	desiatky	dezena	desiatka	DET;MASC;PL	N;NOM;FEM;PL
dream	snívať	dream	snívať	N;MASC;SG	V;IPFV;POS;NFIN
dream	dream	dream	dream	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
friedrich	friedrich	friedrich	friedro	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
publicadas	publikované	publicar	publikovaný	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicadas	zverejnená	publicar	zverejnený	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
publicadas	zverejnené	publicar	zverejnený	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicadas	uverejnené	publicar	uverejnený	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
escritório	kancelárie	escritório	kancelária	N;MASC;SG	N;NOM;FEM;PL
escritório	kancelárske	escritório	kancelársky	N;MASC;SG	ADJ;NOM;NEUT;PL
escritório	pracovne	escritório	pracovne	N;MASC;SG	N;NOM;FEM;PL
magia	magické	magia	magický	N;FEM;SG	ADJ;NOM;NEUT;SG
magia	magic	magia	magic	N;FEM;SG	PROPN;NOM;MASC;SG
magia	čary	magia	čary	N;FEM;SG	N;NOM;FEM;PL
actividade	aktivity	actividade	aktivita	N;FEM;SG	N;NOM;FEM;PL
alimentação	potravín	alimentação	potravina	N;FEM;SG	N;GEN;FEM;PL
alimentação	jedla	alimentação	jedlo	N;FEM;SG	N;NOM;NEUT;PL
alimentação	potraviny	alimentação	potravina	N;FEM;SG	N;NOM;FEM;PL
alimentação	výživy	alimentação	výživ	N;FEM;SG	N;NOM;FEM;PL
alimentação	kŕmenia	alimentação	kŕmenie	N;FEM;SG	N;NOM;NEUT;PL
alimentação	diéty	alimentação	diét	N;FEM;SG	N;NOM;FEM;PL
válido	platnosť	válido	platnosť	ADJ;MASC;SG	N;NOM;FEM;SG
postal	pohľadnice	postal	pohľadnica	N;MASC;SG	N;NOM;FEM;PL
postal	poštový	postal	poštový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
postal	poštových	postal	poštový	N;MASC;SG	ADJ;GEN;MASC;PL
postal	poštové	postal	poštový	N;MASC;SG	ADJ;NOM;NEUT;SG
postal	poštová	postal	poštový	N;MASC;SG	ADJ;NOM;FEM;SG
quebra	rozbiť	quebra	rozbiť	N;FEM;SG	V;PFV;POS;NFIN
quebra	zlomiť	quebra	zlomiť	N;FEM;SG	V;PFV;POS;NFIN
quebra	zlomí	quebra	zlomiť	N;FEM;SG	V;PFV;IND;SG;3;POS;PRS;FIN
quebra	prestávky	quebra	prestávka	N;FEM;SG	N;NOM;FEM;PL
treze	thirteen	treze	thirteen	NUM	N;ANIM;NOM;MASC;SG
nicolau	nicholas	nicolar	nicholas	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
financeira	finančný	financeiro	finančný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
financeira	finančná	financeiro	finančný	N;FEM;SG	ADJ;NOM;FEM;SG
financeira	finančné	financeiro	finančný	N;FEM;SG	ADJ;NOM;NEUT;SG
brancos	bielych	branco	biely	N;MASC;PL	ADJ;GEN;MASC;PL
brancos	biela	branco	biely	N;MASC;PL	ADJ;NOM;FEM;SG
brancos	biely	branco	biely	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
brancos	white	branco	whit	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
brancos	biele	branco	biely	N;MASC;PL	ADJ;NOM;NEUT;SG
brancos	bielo	branco	bielo	N;MASC;PL	ADV
segredo	tajný	segredo	tajný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
segredo	tajná	segredo	tajný	N;MASC;SG	ADJ;NOM;FEM;SG
segredo	tajné	segredo	tajný	N;MASC;SG	ADJ;NOM;NEUT;SG
segredo	tajnosti	segredo	tajnosť	N;MASC;SG	N;NOM;FEM;PL
segredo	tajomstva	segredo	tajomstvo	N;MASC;SG	N;NOM;NEUT;PL
della	della	della	della	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
decidir	rozhodovanie	decidir	rozhodovanie	V;NFIN	N;NOM;NEUT;SG
fuga	fúgy	fuga	fúg	N;FEM;SG	N;INAN;NOM;MASC;PL
fuga	uniknúť	fuga	uniknúť	N;FEM;SG	V;PFV;POS;NFIN
fuga	ujsť	fuga	ujsť	N;FEM;SG	V;PFV;POS;NFIN
fuga	utiecť	fuga	utiecť	N;FEM;SG	V;PFV;POS;NFIN
vir	vir	vir	vir	V;NFIN	PROPN;ANIM;NOM;MASC;SG
integrado	integrované	integrar	integrovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
integrado	integrovaný	integrar	integrovaný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
integrado	integrovaná	integrar	integrovaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rick	rick	rick	rick	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
garoto	boy	garoto	boy	N;MASC;SG	
garoto	kid	garoto	kid	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ball	ball	ball	ball	N;MASC;SG	
ball	lopty	ball	lopta	N;MASC;SG	N;NOM;FEM;PL
land	land	land	land	N;MASC;SG	
land	pôdy	land	pôda	N;MASC;SG	N;NOM;FEM;PL
land	pozemky	land	pozemok	N;MASC;SG	N;INAN;NOM;MASC;PL
side	bočný	side	bočný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
side	side	side	sideť	N;MASC;SG	INTJ
miami	miami	miami	miam	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
literacia	gramotnosti	literacia	gramotnosť	N;FEM;SG	N;NOM;FEM;PL
representado	zastúpené	representar	zastúpený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
representado	zastúpená	representar	zastúpený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
representado	zastúpený	representar	zastúpený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dragon	drak	dragon	drak	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
graves	hrobov	grave	hrob	ADJ;MASC;PL	N;INAN;GEN;MASC;PL
graves	hroby	grave	hrob	ADJ;MASC;PL	N;INAN;NOM;MASC;PL
east	východná	east	východný	N;MASC;SG	ADJ;NOM;FEM;SG
east	východné	east	východný	N;MASC;SG	ADJ;NOM;NEUT;SG
east	východný	east	východný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
east	východne	east	východne	N;MASC;SG	ADV
temperaturas	teplota	temperatura	teplota	N;FEM;PL	N;NOM;FEM;SG
temperaturas	teplotu	temperatura	teplota	N;FEM;PL	N;ACC;FEM;SG
doutorado	phd	doutorado	phd	N;MASC;SG	
moon	moon	moon	moon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
define	definovanie	definir	definovanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
define	vymedzenie	definir	vymedzenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
exposições	prejavuje	exposição	prejavovať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
exposições	vykazuje	exposição	vykazovať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
exposições	výstava	exposição	výstava	N;FEM;PL	N;NOM;FEM;SG
exposições	výstavu	exposição	výstava	N;FEM;PL	N;ACC;FEM;SG
retornar	vrátenie	retornar	vrátenie	V;NFIN	N;NOM;NEUT;SG
retornar	návratnosť	retornar	návratnosť	V;NFIN	N;NOM;FEM;SG
retornar	návrat	retornar	návrat	V;NFIN	N;INAN;NOM;MASC;SG
deserto	púšte	deserto	púšiť	N;MASC;SG	N;NOM;FEM;PL
bônus	bonusy	bônus	bonus	N;MASC;SG	N;INAN;NOM;MASC;PL
bônus	prémie	bônus	prémieť	N;MASC;SG	N;NOM;FEM;PL
associada	súvisiace	associar	súvisiaci	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
associada	pridružené	associar	pridružený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
associada	pridružený	associar	pridružený	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
associada	spoločník	associar	spoločník	V;FEM;SG;V.PTCP	N;ANIM;NOM;MASC;SG
aéreo	letecké	aéreo	letecký	N;MASC;SG	ADJ;NOM;NEUT;SG
aéreo	vzdušné	aéreo	vzdušný	N;MASC;SG	ADJ;NOM;NEUT;SG
aéreo	leteckých	aéreo	letecký	N;MASC;SG	ADJ;GEN;MASC;PL
tênis	tenisky	tênis	teniska	N;MASC;SG	N;NOM;FEM;PL
cem	stoviek	cem	stovka	NUM	N;GEN;FEM;PL
cem	hundred	cem	hundred	NUM	
cem	stovka	cem	stovka	NUM	N;NOM;FEM;SG
baviera	bavorský	baviera	bavorský	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
baviera	bavorsko	baviera	bavorsko	N;FEM;SG	PROPN;NOM;NEUT;SG
aviação	letecká	aviação	letecký	N;FEM;SG	ADJ;NOM;FEM;SG
ventos	vietor	vento	vietor	N;MASC;PL	N;INAN;NOM;MASC;SG
deusa	bohyne	deusa	bohyňa	N;FEM;SG	N;NOM;FEM;PL
pobres	chudobných	pobre	chudobný	N;MASC;PL	ADJ;GEN;MASC;PL
pobres	chudák	pobre	chudák	N;MASC;PL	N;ANIM;NOM;MASC;SG
pobres	chudobní	pobre	chudobniť	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL
mestrado	majstri	mestrado	majster	N;MASC;SG	N;ANIM;NOM;MASC;PL
mestrado	kapitánov	mestrado	kapitán	N;MASC;SG	N;ANIM;ACC;MASC;PL
mestrado	majstrov	mestrado	majster	N;MASC;SG	N;INAN;NOM;MASC;PL
ora	ora	ora	ora	ADV	PROPN;NOM;FEM;SG
alternativo	alternatíva	alternativo	alternatíva	ADJ;MASC;SG	N;NOM;FEM;SG
alternativo	náhradník	alternativo	náhradník	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
escreve	píšte	escrever	písiť	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;POS;FIN
escreve	napíšte	escrever	napísiť	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;FIN
escreve	píš	escrever	pís	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;POS;FIN
escreve	napíš	escrever	napísať	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
escreve	napíše	escrever	napísať	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
descreveu	popísaný	descrever	popísaný	V;IND;SG;3;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
descreveu	opísané	descrever	opísaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
descreveu	popísané	descrever	popísaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
descreveu	opísaná	descrever	opísaný	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
reconhecida	uznaná	reconhecer	uznaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
reconhecida	uznaný	reconhecer	uznaný	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
reconhecida	uznávané	reconhecer	uznávaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecida	uznávaná	reconhecer	uznávaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
reconhecida	uznané	reconhecer	uznaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecida	uznávané	reconhecer	uznávaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecida	uznané	reconhecer	uznaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecida	uznaná	reconhecer	uznaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
reconhecida	uznávaný	reconhecer	uznávaný	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
reconhecida	uznávané	reconhecer	uznávaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecida	uznané	reconhecer	uznaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecida	spoznali	reconhecer	spoznať	V;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
reconhecida	uznaná	reconhecer	uznaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
filipinas	filipínskom	filipina	filipínsky	N;FEM;PL	ADJ;INS;NEUT;SG
reformas	reformovať	reforma	reformovať	N;FEM;PL	V;IPFV;POS;NFIN
reformas	reforma	reforma	reforma	N;FEM;PL	N;NOM;FEM;SG
parcialmente	sčasti	parcialmente	sčasti	ADV	PART
anne	anne	anne	anne	N;FEM;SG	PROPN;NOM;FEM;SG
anne	anna	anne	anno	N;FEM;SG	PROPN;NOM;FEM;SG
ocorreram	vyskytla	ocorrer	vyskytnúť	V;IND;PL;3;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
ocorreram	nastala	ocorrer	nastať	V;IND;PL;3;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
ocorreram	došlo	ocorrer	dôjsť	V;IND;PL;3;FIN	V;PFV;NEUT;SG;POS;PST;V.PTCP
presos	uväznený	preso	uväznený	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
presos	uväznení	preso	uväznenie	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
presos	uväznená	preso	uväznený	N;MASC;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
presos	zadržaný	preso	zadržaný	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
presos	zatknutá	preso	zatknutý	N;MASC;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
presos	zatknutý	preso	zatknutý	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
presos	zasekol	preso	zaseknúť	N;MASC;PL	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
presos	uviazol	preso	uviaznuť	N;MASC;PL	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
presos	uviazli	preso	uviaznuť	N;MASC;PL	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
torneios	turnaj	torneio	turnaj	N;MASC;PL	N;INAN;NOM;MASC;SG
libertação	prepustiť	libertação	prepustiť	N;FEM;SG	V;PFV;POS;NFIN
libertação	uvoľniť	libertação	uvoľniť	N;FEM;SG	V;PFV;POS;NFIN
gilberto	gilbert	gilberto	gilbert	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
atribuído	pripísané	atribuir	pripísaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuído	pridelený	atribuir	pridelený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
atribuído	pridelené	atribuir	pridelený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuído	priradené	atribuir	priradený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuído	pridelená	atribuir	pridelený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
atribuído	pridelená	atribuir	pridelený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
atribuído	pridelenú	atribuir	pridelený	V;MASC;SG;V.PTCP	ADJ;ACC;FEM;SG;POS;V.PTCP;PASS
atribuído	pridelený	atribuir	pridelený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
atribuído	pridelené	atribuir	pridelený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuído	pridelené	atribuir	pridelený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuído	priradené	atribuir	priradený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuído	pripísané	atribuir	pripísaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuído	priradený	atribuir	priradený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
inspiração	inšpirácie	inspiração	inšpirácia	N;FEM;SG	N;NOM;FEM;PL
uniforme	uniformy	uniforme	uniforma	N;MASC;SG	N;NOM;FEM;PL
uniforme	jednotná	uniforme	jednotný	N;MASC;SG	ADJ;NOM;FEM;SG
uniforme	jednotné	uniforme	jednotný	N;MASC;SG	ADJ;NOM;NEUT;SG
uniforme	jednotný	uniforme	jednotný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
especializada	špecializovaných	especializar	špecializovaný	V;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
especializada	špecializované	especializar	špecializovaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
especializada	špecializovaná	especializar	špecializovaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
especializada	špecializovaný	especializar	špecializovaný	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
especializada	špecializované	especializar	špecializovaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
especializada	špecializovaná	especializar	špecializovaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
especializada	špecializovaný	especializar	špecializovaný	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
estrangeiro	mimozemské	estrangeiro	mimozemský	N;MASC;SG	ADJ;NOM;NEUT;SG
estrangeiro	cudzích	estrangeiro	cudzí	N;MASC;SG	ADJ;GEN;MASC;PL
estrangeiro	cudzie	estrangeiro	cudzí	N;MASC;SG	ADJ;NOM;NEUT;SG
estrangeiro	zahraničný	estrangeiro	zahraničný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
estrangeiro	zahraničné	estrangeiro	zahraničný	N;MASC;SG	ADJ;NOM;NEUT;SG
estrangeiro	cudzí	estrangeiro	cudzí	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
estrangeiro	zahraničnej	estrangeiro	zahraničný	N;MASC;SG	ADJ;GEN;FEM;SG
type	napíšte	type	napísiť	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
concílio	rady	concílio	rada	N;MASC;SG	N;NOM;FEM;PL
falecido	zosnulý	falecer	zosnulý	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG
falecido	zos	falecer	zos	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
falecido	zosnulého	falecer	zosnulý	V;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;SG
abuso	zneužitia	abuso	zneužitie	N;MASC;SG	N;NOM;NEUT;PL
andy	andy	andy	andy	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
raul	raul	raul	raul	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ativa	aktívne	ativo	aktívne	ADJ;FEM;SG	ADV
ativa	aktívni	ativo	aktívny	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;PL
variável	ukazovateľ	variável	ukazovateľ	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
ouvir	počúvanie	ouvir	počúvanie	V;NFIN	N;NOM;NEUT;SG
perigo	nebezpečenstva	perigo	nebezpečenstvo	N;MASC;SG	N;NOM;NEUT;PL
brilhante	geniálne	brilhante	geniálny	ADJ;MASC;SG	ADV
bytes	byte	byte	byt	N;MASC;PL	N;INAN;ESS;MASC;SG
prorrogação	rozšírenia	prorrogação	rozšírenie	N;FEM;SG	N;NOM;NEUT;PL
aprovado	schválený	aprovar	schválený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG
aprovado	schválili	aprovar	schváliť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
aprovado	schválená	aprovar	schválený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
aprovado	schválené	aprovar	schválený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
aprovado	prijatý	aprovar	prijatý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
aprovado	prijaté	aprovar	prijatý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
aprovado	prijatá	aprovar	prijatý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
cuidado	opatrne	cuidado	opatrne	N;MASC;SG	ADV
cuidado	pozor	cuidado	pozor	N;MASC;SG	INTJ
cuidado	opatrný	cuidado	opatrný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
cuidado	starostlivosti	cuidado	starostlivosť	N;MASC;SG	N;NOM;FEM;PL
paralelo	súbežne	paralelo	súbežne	N;MASC;SG	ADV
paralelo	paralelné	paralelo	paralelný	N;MASC;SG	ADJ;NOM;NEUT;SG
paralelo	paralelný	paralelo	paralelný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
paralelo	súbežné	paralelo	súbežný	N;MASC;SG	ADJ;NOM;NEUT;SG
paralelo	paralelne	paralelo	paralelne	N;MASC;SG	ADV
equipamento	zariadenia	equipamento	zariadenie	N;MASC;SG	N;NOM;NEUT;PL
visitantes	návštevník	visitante	návštevník	N;PL	N;ANIM;NOM;MASC;SG
certamente	určite	certamente	určite	ADV	PART
