של	shel	של	shel	PART;GEN	N;NOM;SG
שייכים	kuulua	שייך	kuulua	ADJ;MASC;PL	V;SG;NFIN;ACT
הבת	tytär	הבת	tytär		N;NOM;SG
זקוק	tarve	None	tarve	ADJ;MASC;SG	N;NOM;SG
זקוק	tarvitaan	None	tarvita	ADJ;MASC;SG	V;IND;PRS;FIN;PASS
זקוק	tarpeen	None	tarpeen	ADJ;MASC;SG	ADV
זקוק	tarvita	None	tarvita	ADJ;MASC;SG	V;IMP;SG;2;FIN;ACT
זקוק	tarvetta	None	tarve	ADJ;MASC;SG	N;PRT;SG
נמכרו	myi	נמכר	myydä	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN;ACT
נמכרו	myyty	נמכר	myydä	V;PL;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נמכרו	myydään	נמכר	myydä	V;PL;3;PST;MID	V;IND;PRS;FIN;PASS
אירו	euron	אירו	euro	PROPN	N;GEN;SG
אירו	euroa	אירו	euro	PROPN	N;PRT;SG
אירו	euro	אירו	euro	PROPN	N;NOM;SG
אירו	euroa	אירו	euro	PROPN	N;PRT;SG
עתיקות	muinainen	עתיקות	muinainen		ADJ;NOM;SG
עתיקות	muinaiset	עתיקות	muinainen		ADJ;NOM;PL
עתיקות	antiikin	עתיקות	antiikki		N;GEN;SG
עתיקות	ikivanha	עתיקות	iki#vanha		ADJ;NOM;SG
עתיקות	antiikin	עתיקות	antiikki		N;GEN;SG
עתיקות	antiikkia	עתיקות	antiikki		N;PRT;SG
עתיקות	antiikin	עתיקות	antiikki		N;GEN;SG
בחסות	tuettu	בחסות	tukea		V;NOM;SG;V.PTCP;PASS
בחסות	sponsoroi	בחסות	sponsoroida		V;IND;SG;3;PST;FIN;ACT
נוזל	neste	נוזל	neste	N;MASC;SG	PROPN;NOM;SG
נוזל	neste	נוזל	neste	N;MASC;SG	PROPN;NOM;SG
נוזל	nestemäinen	נוזל	nestemäinen	N;MASC;SG	ADJ;NOM;SG
הטבלה	kaste	הטבלה	kaste	PROPN	N;NOM;SG
לאומיות	nationalismi	לאומיות	nationalismi	N;FEM;PL	N;NOM;SG
לאומיות	kansallismieliset	לאומיות	kansallis#mielinen	N;FEM;PL	ADJ;NOM;PL
נפלה	putosi	נפל	pudota	N;FEM;SG	V;IND;SG;3;PST;FIN;ACT
נפלה	kaatui	נפל	kaatua	N;FEM;SG	V;IND;SG;3;PST;FIN;ACT
הצאר	tsaari	הצאר	tsaari	PROPN	N;NOM;SG
הועלו	ladattu	הועלה	ladata	V;PL;3;PST;PASS	V;NOM;SG;V.PTCP;PASS
הזוכה	voittaja	הזוך	voittaja	ADV	N;NOM;SG
הזוכה	voittajan	הזוך	voittaja	ADV	N;GEN;SG
קפריסין	kyproksen	קפריסין	kypros	PROPN	N;GEN;SG
קפריסין	kypros	קפריסין	kypros	PROPN	PROPN;NOM;SG
מלכה	kuningatar	מלכה	kuningatar	PROPN	N;NOM;SG
מלכה	queen	מלכה	queki	PROPN	
חרף	huolimatta	None	huolimatta		ADP
לעודד	cheer	עודד	cheer	V;NFIN;ACT	
לעודד	kannustetaan	עודד	kannustaa	V;NFIN;ACT	V;IND;PRS;FIN;PASS
אפי	effie	אפי	effie		N;NOM;SG
אפי	eeppinen	אפי	eeppinen		ADJ;NOM;SG
שלילית	kielteinen	שלילי	kielteinen	ADV	ADJ;NOM;SG
שלילית	negatiiviset	שלילי	negatiivinen	ADV	ADJ;NOM;PL
שלילית	negatiivinen	שלילי	negatiivinen	ADV	ADJ;NOM;SG
נר	kynttilä	נר	kynttilä		N;NOM;SG
נר	kynttilän	נר	kynttilä		N;GEN;SG
נר	ner	נר	ner		N;NOM;SG
ניק	nick	ניק	nick		PROPN;NOM;SG
צלזיוס	celsius	צלזיוס	celsius	PROPN	N;NOM;SG
נושאת	harjoittajan	נשא	harjoittaja	V;FEM;SG;V.PTCP;ACT	N;GEN;SG
נושאת	operaattori	נשא	operaattori	V;FEM;SG;V.PTCP;ACT	N;NOM;SG
נושאת	kantaja	נשא	kantaja	V;FEM;SG;V.PTCP;ACT	N;NOM;SG
כנף	siipi	כנף	siipi		N;NOM;SG
כנף	siiven	כנף	siivi		N;GEN;SG
כנף	wing	כנף	wing		PROPN;NOM;SG
פחד	pelkoa	פחד	pelko	N;MASC;SG	ADJ;PRT;SG
פחד	pelkää	פחד	pelätä	N;MASC;SG	V;IMP;SG;2;FIN;ACT
גורן	goren	גורן	gore	PROPN	N;GEN;SG
חלום	haaveilla	חלום	haaveilla	N;MASC;SG	V;SG;NFIN;ACT
חלום	dream	חלום	dream	N;MASC;SG	
רובי	ruby	רובה	ruby	PROPN	
רובי	robbie	רובה	robbie	PROPN	PROPN;NOM;SG
מעולה	hienoa	מעולה	hieno		ADJ;PRT;SG
מעולה	erinomainen	מעולה	erinomainen		ADJ;NOM;SG
מרקו	marko	מרק	marko	PROPN	PROPN;NOM;SG
מרקו	marco	מרק	marco	PROPN	PROPN;NOM;SG
ברברה	barbara	ברבר	barbara	PROPN	N;NOM;SG
פרה	lehmän	פרה	lehmä		N;GEN;SG
פרה	lehmä	פרה	lehmä		N;NOM;SG
מיקרוסופט	microsoftin	מיקרוסופט	microsoft	PROPN	N;GEN;SG
מיקרוסופט	microsoft	מיקרוסופט	microsoft	PROPN	PROPN;NOM;SG
האמין	uskoivat	האמין	uskoa	V;MASC;SG;3;PST;ACT	V;IND;PL;3;PST;FIN;ACT
אוגוסטוס	augustus	אוגוסטוס	augustus	PROPN	N;NOM;SG
יורה	ampuminen	יורה	ampuminen	PROPN	N;NOM;SG
יורה	potkut	יורה	potku	PROPN	N;NOM;PL
יורה	ampujan	יורה	ampuja	PROPN	N;GEN;SG
יורה	ampuja	יורה	ampuja	PROPN	N;NOM;SG
הקדיש	omistettu	הקדיש	omistaa	V;MASC;SG;3;PST;ACT	V;NOM;SG;V.PTCP;PASS
הופעתה	syntyminen	הופעה	syntyminen	V;FEM;SG;3;PST;PASS	N;NOM;SG
הופעתה	syntymistä	הופעה	syntyminen	V;FEM;SG;3;PST;PASS	N;PRT;SG
אקראי	satunnaisia	אקראי	satunnainen	ADJ;MASC;SG	ADJ;PRT;PL
קלאסי	classic	קלאסי	classic	ADJ;MASC;SG	N;NOM;SG
קלאסי	klassikko	קלאסי	klassikko	ADJ;MASC;SG	N;NOM;SG
מופעים	osoittaa	מופע	osoittaa	N;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
מופעים	näkyy	מופע	näkyä	N;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
מופעים	näyttää	מופע	näyttää	N;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
מדויקת	tarkat	מדויק	tarkka	ADJ;FEM;SG	ADJ;NOM;PL
נלסון	nelson	נלסון	nelson	PROPN	
שירו	laulaa	שירו	laulaa		V;IND;SG;3;PRS;FIN;ACT
שירו	laula	שירו	laulaa		V;IMP;SG;2;FIN;ACT
שירו	shiro	שירו	shiro		N;NOM;SG
מחשבה	luulin	מחשבה	luulla	N;FEM;SG	V;IND;SG;1;PST;FIN;ACT
מחשבה	luuli	מחשבה	luulla	N;FEM;SG	V;IND;SG;3;PST;FIN;ACT
נרחבת	laajat	נרחב	laaja	V;FEM;SG;V.PTCP;MID	ADJ;NOM;PL
נרחבת	laaja	נרחב	laaja	V;FEM;SG;V.PTCP;MID	ADJ;NOM;SG
ברח	pakeni	ברח	paeta		V;IND;SG;3;PST;FIN;ACT
ברח	paennut	ברח	paeta		V;NOM;SG;V.PTCP;ACT
ברח	karannut	ברח	karata		V;NOM;SG;V.PTCP;ACT
ברח	karkasi	ברח	karata		V;IND;SG;3;PST;FIN;ACT
אודי	osku	אודי	oskua	PROPN	N;NOM;SG
רז	rez	רז	rez	PROPN	N;NOM;SG
רז	raz	רז	raz	PROPN	N;NOM;SG
מועמדות	soveltanut	הועמד	soveltaa		V;NOM;SG;V.PTCP;ACT
מועמדות	sovellettu	הועמד	soveltaa		V;NOM;SG;V.PTCP;PASS
מועמדות	ehdokkuutta	הועמד	ehdokkuus		N;PRT;SG
מועמדות	hakijat	הועמד	hakija		N;NOM;PL
מועמדות	ehdokkaat	הועמד	ehdokas		N;NOM;PL
מועמדות	ehdokkaiden	הועמד	ehdokas		N;GEN;PL
מועמדות	ehdokkaita	הועמד	ehdokas		N;PRT;PL
מועמדות	ehdolla	הועמד	ehto		N;AT+ESS
;SG
מועמדות	nimetty	הועמד	nimetä		V;NOM;SG;V.PTCP;PASS
מועמדות	nimetyt	הועמד	nimetty		V;NOM;PL;V.PTCP;PASS
סגנונות	styles	סגנון	styles	N;MASC;PL	
שביל	polku	שביל	polku		N;NOM;SG
שביל	polkua	שביל	polku		N;PRT;SG
שביל	polun	שביל	polku		N;GEN;SG
שביל	laskuttaa	שביל	laskuttaa		V;SG;PRS;NFIN;ACT
שביל	bill	שביל	bill		PROPN;NOM;SG
שביל	lasku	שביל	lasku		N;NOM;SG
המטופל	potilaat	המטופל	potilas	PROPN	N;NOM;PL
המטופל	potilas	המטופל	potilas	PROPN	N;NOM;SG
המטופל	potilaan	המטופל	potilas	PROPN	N;GEN;SG
סבסטיאן	sebastian	סבסטיאן	sebastia	PROPN	N;GEN;SG
אלקטרונית	sähköiset	אלקטרוני	sähköinen	ADV	ADJ;NOM;PL
אלקטרונית	sähköisen	אלקטרוני	sähköinen	ADV	ADJ;GEN;SG
אלקטרונית	sähköinen	אלקטרוני	sähköinen	ADV	ADJ;NOM;SG
אלקטרונית	elektroninen	אלקטרוני	elektroninen	ADV	ADJ;NOM;SG
אלקטרונית	elektroniset	אלקטרוני	elektroninen	ADV	ADJ;NOM;PL
לאן	missä	לאן	mikä	ADV	PRO;IN+ESS;SG
לאן	jossa	לאן	joka	ADV	PRO;IN+ESS;SG
ברובו	lähinnä	ברובו	lähinnä		ADV
ברובו	enimmäkseen	ברובו	enimmäkseen		ADV
ברובו	useimmiten	ברובו	useimmiten		ADV
ברובו	pääosin	ברובו	pääosin		ADV
ברובו	pääasiassa	ברובו	pääasiassa		ADV
פרטיות	yksityisyyden	פרטי	yksityisyys	ADJ;FEM;PL	N;GEN;SG
פרטיות	yksityisyyttä	פרטי	yksityisyys	ADJ;FEM;PL	N;PRT;SG
פרטיות	yksityisyys	פרטי	yksityisyys	ADJ;FEM;PL	N;NOM;SG
ניסיתי	yritetty	ניסה	yrittää	V;SG;1;PST;ACT	V;NOM;SG;V.PTCP;PASS
ניסיתי	yritti	ניסה	yrittää	V;SG;1;PST;ACT	V;IND;SG;3;PST;FIN;ACT
ניסיתי	kokeiltu	ניסה	kokeilla	V;SG;1;PST;ACT	V;NOM;SG;V.PTCP;PASS
בוטלה	perui	בוטל	perua	V;FEM;SG;3;PST;PASS	V;IND;SG;3;PST;FIN;ACT
נחמד	hienot	נחמד	hieno	ADJ;MASC;SG	ADJ;NOM;PL
פרנקפורט	frankfurt	פרנקפורט	frankfurt	PROPN	
פרנקפורט	frankfurtin	פרנקפורט	frankfurt	PROPN	N;GEN;SG
מרובה	useita	מרובה	usea	ADJ;FEM;SG	ADJ;PRT;PL
מרובה	useat	מרובה	usea	ADJ;FEM;SG	ADJ;NOM;PL
נוכח	osallistuu	נוכח	osallistua		V;IND;SG;3;PRS;FIN;ACT
נוכח	osallistun	נוכח	osallistua		V;IND;SG;1;PRS;FIN;ACT
נוכח	lahja	נוכח	lahja		N;NOM;SG
נוכח	paikalla	נוכח	paikka		N;AT+ESS
;SG
נוכח	läsnä	נוכח	läsnä		ADV
נוכח	nykyinen	נוכח	nykyinen		ADJ;NOM;SG
חלוץ	pioneer	חלוץ	pioneer	N;MASC;SG	
הקליט	kirjatut	הקליט	kirjata	V;MASC;SG;3;PST;ACT	V;NOM;PL;V.PTCP;PASS
הקליט	kirjattu	הקליט	kirjata	V;MASC;SG;3;PST;ACT	V;NOM;SG;V.PTCP;PASS
הקליט	kirjataan	הקליט	kirjata	V;MASC;SG;3;PST;ACT	V;IND;PRS;FIN;PASS
קולונל	eversti	קולונל	eversti	PROPN	N;NOM;SG
יודעת	tiedä	ידע	tietää	V;FEM;SG;V.PTCP;ACT	V;IMP;SG;2;FIN;ACT
יבנה	rakentaa	יבנה	rakentaa	PROPN	V;SG;NFIN;ACT
יבנה	rakenna	יבנה	rakenna	PROPN	V;IMP;SG;2;FIN;ACT
נשמר	pelasti	נשמר	pelastaa	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN;ACT
נשמר	tallennettu	נשמר	tallentaa	V;MASC;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נשמר	tallennetut	נשמר	tallentaa	V;MASC;SG;3;PST;MID	V;NOM;PL;V.PTCP;PASS
סטון	kivestä	סטון	kivi	PROPN	N;IN+ABL;SG
סטון	stone	סטון	stone	PROPN	
סטון	kiven	סטון	kivi	PROPN	N;GEN;SG
סטון	kivi	סטון	kivi	PROPN	N;NOM;SG
באים	tulee	בא	tulla	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
באים	tulossa	בא	tulo	V;MASC;PL;V.PTCP;ACT	N;IN+ESS;SG
באים	tullaan	בא	tulla	V;MASC;PL;V.PTCP;ACT	V;IND;PRS;FIN;PASS
קץ	loppu	קץ	loppu		N;NOM;SG
קץ	loppua	קץ	loppu		N;PRT;SG
קץ	päättyy	קץ	päättyä		V;IND;SG;3;PRS;FIN;ACT
קץ	lopussa	קץ	loppu		N;IN+ESS;SG
קץ	päättynyt	קץ	päättyä		V;NOM;SG;V.PTCP;ACT
דוב	nalle	דוב	nalle	PROPN	N;NOM;SG
דוב	karhu	דוב	karhu	PROPN	N;NOM;SG
דוב	karhua	דוב	karhu	PROPN	N;PRT;SG
טכני	tekninen	טכני	tekninen	N;MASC;SG	ADJ;NOM;SG
יומן	päiväkirja	יומן	päivä#kirja	PROPN	N;NOM;SG
יומן	lehti	יומן	lehti	PROPN	N;NOM;SG
יומן	päiväkirja	יומן	päivä#kirja	PROPN	N;NOM;SG
יומן	päiväkirjaa	יומן	päivä#kirja	PROPN	N;PRT;SG
יומן	päiväkirjan	יומן	päivä#kirja	PROPN	N;GEN;SG
יומן	kirjaudu	יומן	kirjautua	PROPN	V;IMP;SG;2;FIN;ACT
יומן	loki	יומן	loki	PROPN	N;NOM;SG
יומן	tukki	יומן	tukki	PROPN	N;NOM;SG
יציאה	poistu	יציאה	poistua	N;FEM;SG	V;IMP;SG;2;FIN;ACT
האסלאמית	islamilainen	האסלאמית	islamilainen	PROPN	ADJ;NOM;SG
האסלאמית	islamilaisen	האסלאמית	islamilainen	PROPN	N;GEN;SG
מחייב	sitovia	חייב	sitova	V;MASC;SG;V.PTCP;ACT	ADJ;PRT;PL
מחייב	sitovaa	חייב	sitova	V;MASC;SG;V.PTCP;ACT	ADJ;PRT;SG
מחייב	sitovat	חייב	sitoa	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN;ACT
האן	hahn	האן	hahn	PROPN	N;NOM;SG
האן	han	האן	han	PROPN	N;NOM;SG
מיס	mis	מיס	mis		ADV
מיס	neiti	מיס	neiti		N;NOM;SG
מיס	ikävä	מיס	ikävä		ADJ;NOM;SG
גיר	liitu	גיר	liittu		N;NOM;SG
ויין	wayne	ויין	wayne	PROPN	PROPN;NOM;SG
אחרונה	last	אחרון	last	ADJ;FEM;SG	
אחרונה	viimeksi	אחרון	viimeksi	ADJ;FEM;SG	ADV
ספיר	safiiri	ספיר	safiiri	PROPN	N;NOM;SG
שון	shawn	שון	shawn	PROPN	PROPN;NOM;SG
שון	sean	שון	seada	PROPN	
עלים	lähtee	על	lähteä	N;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
לוב	libyan	לוב	libya	PROPN	N;GEN;SG
לוב	libyassa	לוב	libya	PROPN	N;IN+ESS;SG
לוב	libya	לוב	libya	PROPN	N;NOM;SG
פולני	puola	פולני	puola	PROPN	PROPN;NOM;SG
פולני	puolalaiset	פולני	puolalainen	PROPN	N;NOM;PL
פולני	puolalainen	פולני	puolalainen	PROPN	ADJ;NOM;SG
פולני	puolan	פולני	puola	PROPN	N;GEN;SG
ציורי	graafinen	ציורי	graafinen	N;PSSD;MASC;PL	ADJ;NOM;SG
רונן	ronan	רונן	rona	PROPN	N;NOM;SG
מייל	kilometrin	מייל	kilo#metri	PROPN	N;GEN;SG
מייל	mailin	מייל	maili	PROPN	N;GEN;SG
מייל	mailia	מייל	maili	PROPN	N;PRT;SG
הארד	pronssia	ה"הארד	pronssi	PROPN	N;PRT;SG
מוגן	suojeltu	מוגן	suojella	ADJ;MASC;SG	V;NOM;SG;V.PTCP;PASS
מוגן	suojattu	מוגן	suojata	ADJ;MASC;SG	V;NOM;SG;V.PTCP;PASS
מוגן	suojellut	מוגן	suojella	ADJ;MASC;SG	V;NOM;SG;V.PTCP;ACT
סאו	são	סאה	são	PROPN	PROPN;NOM;SG
אימונים	koulutus	אימון	koulutus	N;MASC;PL	N;NOM;SG
מחדל	oletus	מחדל	oletus		N;NOM;SG
טניס	tennis	טניס	tennis	PROPN	N;NOM;SG
טניס	tennistä	טניס	tenninen	PROPN	N;PRT;SG
שקט	hiljainen	שקט	hiljainen	N;MASC;SG	ADJ;NOM;SG
ברוקס	brooks	ברוקס	brooks	PROPN	PROPN;NOM;SG
חוצה	ylittää	חוצה	ylittää	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
חוצה	ylittäminen	חוצה	ylittäminen	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
חוצה	ylitys	חוצה	ylitys	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
חוצה	traverse	חוצה	traverse	V;MASC;SG;V.PTCP;ACT	
וורנר	werner	וורנר	werner	PROPN	PROPN;NOM;SG
וורנר	warner	וורנר	warner	PROPN	PROPN;NOM;SG
מתקבל	hyväksyttävät	התקבל	hyväksyttävä	V;MASC;SG;V.PTCP	ADJ;NOM;PL
שלמות	täydellisyys	שלמות	täydellisyys		N;NOM;SG
שלמות	täydellisyyttä	שלמות	täydellisyys		N;PRT;SG
קולה	kokaiinia	קולה	kokaiini		N;PRT;SG
קולה	kokaiini	קולה	kokaini		N;NOM;SG
קולה	cola	קולה	cola		N;NOM;SG
הקלה	helpottunut	הקלה	helpottua	N;FEM;SG	V;NOM;SG;V.PTCP;ACT
גני	puutarhat	גני	puu#tarha	PROPN	N;NOM;PL
מילאן	milanossa	מילאן	milano	PROPN	PROPN;IN+ESS;SG
מילאן	milano	מילאן	milano	PROPN	PROPN;NOM;SG
מילאן	milanon	מילאן	milano	PROPN	PROPN;GEN;SG
התביעה	syyttäjä	התביע	syyttäjä	PROPN	N;NOM;SG
התביעה	syyte	התביע	syyte	PROPN	N;NOM;SG
דייגו	diego	דייגו	diego	PROPN	PROPN;NOM;SG
עצום	laajat	עצום	laaja	ADJ;MASC;SG	ADJ;NOM;PL
קיצוני	radikaalia	קיצוני	radikaali	N;MASC;SG	ADJ;PRT;SG
קיצוני	radikaali	קיצוני	radikaali	N;MASC;SG	ADJ;NOM;SG
קיצוני	äärimmäinen	קיצוני	äärimmäinen	N;MASC;SG	ADJ;NOM;SG
קיצוני	äärimmäisen	קיצוני	äärimmäinen	N;MASC;SG	ADJ;GEN;SG
קיצוני	äärimmäistä	קיצוני	äärimmäinen	N;MASC;SG	ADJ;PRT;SG
בהנחה	oletetaan	בהנחה	olettaa		V;IND;PRS;FIN;PASS
סכסוך	konfliktit	סכסוך	konflikti	N;MASC;SG	N;NOM;PL
בלום	blum	בלום	blum	PROPN	PROPN;NOM;SG
בלום	kukkivat	בלום	kukkia	PROPN	N;NOM;PL
בלום	bloom	בלום	bloom	PROPN	PROPN;NOM;SG
שאן	shan	שאן	shan	PROPN	PROPN;NOM;SG
עשירה	rikkaita	עשיר	rikas	ADJ;FEM;SG	ADJ;PRT;PL
עשירה	rikkaat	עשיר	rikas	ADJ;FEM;SG	ADJ;NOM;PL
עשירה	rich	עשיר	rich	ADJ;FEM;SG	PROPN;NOM;SG
מחברת	muistikirja	חיבר	muisti#kirja	V;FEM;SG;V.PTCP;ACT	N;NOM;SG
מבצעי	operatiivinen	מבצעי	operatiivinen	ADJ;MASC;PL	ADJ;NOM;SG
מבצעי	toiminnassa	מבצעי	toiminta	ADJ;MASC;PL	N;IN+ESS;SG
מבצעי	toiminnallinen	מבצעי	toiminnallinen	ADJ;MASC;PL	ADJ;NOM;SG
רודולף	petteri	רודולף	petteri	PROPN	N;NOM;SG
רודולף	rudolf	רודולף	rudolf	PROPN	N;NOM;SG
בטון	konkreettinen	בטון	konkreettinen	PROPN	ADJ;NOM;SG
בטון	konkreettista	בטון	konkreettinen	PROPN	ADJ;PRT;SG
בטון	konkreettisia	בטון	konkreettinen	PROPN	ADJ;PRT;PL
בטון	konkreettiset	בטון	konkreettinen	PROPN	ADJ;NOM;PL
בטון	betonia	בטון	betonia	PROPN	N;PRT;SG
הלשכה	työvaliokunta	הלשכה	työ#valio#kunta		N;NOM;SG
הלשכה	puhemiehistö	הלשכה	puhe#miehistö		N;NOM;SG
הבעלים	omistajan	הבעל	omistaja	N;MASC;PL	N;GEN;SG
הבעלים	omistaja	הבעל	omistaja	N;MASC;PL	N;NOM;SG
גרנט	avustus	גרנט	avustus	PROPN	N;NOM;SG
גרנט	myöntää	גרנט	myöntää	PROPN	V;SG;NFIN;ACT
גרנט	grant	גרנט	grant	PROPN	PROPN;NOM;SG
הקיר	wall	הקיר	wall	PROPN	PROPN;NOM;SG
הקיר	seinä	הקיר	seinä	PROPN	N;NOM;SG
הקיר	muuri	הקיר	muuri	PROPN	N;NOM;SG
הקיר	seinän	הקיר	seinä	PROPN	N;GEN;SG
הקיר	seinää	הקיר	seinä	PROPN	N;PRT;SG
חניבעל	hannibal	חניבעל	hannibal		N;NOM;SG
נוצרת	muodostaminen	נוצרת	muodostaminen	V;FEM;SG;V.PTCP;MID	N;NOM;SG
נוצרת	muodostaa	נוצרת	muodostaa	V;FEM;SG;V.PTCP;MID	V;IND;SG;3;PRS;FIN;ACT
נוצרת	muodostavat	נוצרת	muodostaa	V;FEM;SG;V.PTCP;MID	V;IND;PL;3;PRS;FIN;ACT
נוצרת	luotu	נוצרת	luoda	V;FEM;SG;V.PTCP;MID	V;NOM;SG;V.PTCP;PASS
נוצרת	tuotettu	נוצרת	tuottaa	V;FEM;SG;V.PTCP;MID	V;NOM;SG;V.PTCP;PASS
ידיעה	tietäen	ידיעה	tietää	N;FEM;SG	V;INS;SG;NFIN;ACT
קורבן	uhraa	קורבן	uhra	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
קורבן	uhrata	קורבן	uhrata	N;MASC;SG	V;SG;NFIN;ACT
חותם	allekirjoittaa	חתם	alle#kirjoittaa	N;MASC;SG	V;SG;NFIN;ACT
נבחרו	valittu	נבחר	valita	V;PL;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נבחרו	valitut	נבחר	valita	V;PL;3;PST;MID	V;NOM;PL;V.PTCP;PASS
נבחרו	valittu	נבחר	valita	V;PL;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נבחרו	valittuna	נבחר	valita	V;PL;3;PST;MID	V;FRML;SG;V.PTCP;PASS
נבחרו	valitut	נבחר	valita	V;PL;3;PST;MID	V;NOM;PL;V.PTCP;PASS
נבחרו	valittiin	נבחר	valita	V;PL;3;PST;MID	V;IND;PST;FIN;PASS
האמינו	uskoi	האמין	uskoa	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
גדלים	kasvava	גודל	kasvaa	N;MASC;PL	V;NOM;SG;V.PTCP;ACT
גדלים	kasvavat	גודל	kasvaa	N;MASC;PL	V;IND;PL;3;PRS;FIN;ACT
גדלים	kasvaa	גודל	kasvaa	N;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
גדלים	kasva	גודל	kasva	N;MASC;PL	V;IMP;SG;2;FIN;ACT
גדלים	kasvaa	גודל	kasvaa	N;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
גדלים	kasvata	גודל	kasvattaa	N;MASC;PL	V;IMP;SG;2;FIN;ACT
גדלים	kasvattaa	גודל	kasvattaa	N;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
מאייר	mayer	מאייר	mayer	PROPN	N;NOM;SG
מאייר	meier	מאייר	meier	PROPN	PROPN;NOM;SG
מאייר	meyer	מאייר	meyer	PROPN	PROPN;NOM;SG
המוסר	moraalia	המוסר	moraali		N;PRT;SG
המוסר	moraalin	המוסר	moraali		N;GEN;SG
המוסר	moraali	המוסר	moraali		N;NOM;SG
המוסר	moraalista	המוסר	moraali		ADJ;PRT;SG
באיירן	bayern	אייר	bayern	PROPN	N;NOM;SG
לביא	lavi	הביא	lavi	PROPN	N;NOM;SG
הרצוג	herzog	הרצוג	herzog	PROPN	PROPN;NOM;SG
פתיחה	avajaiset	פתיחה	avajaiset	N;FEM;SG	N;NOM;PL
פתיחה	avataan	פתיחה	avata	N;FEM;SG	V;IND;PRS;FIN;PASS
מעיד	ohjeellinen	העיד	ohjeellinen	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
פרח	kukkaa	פרח	kukka	PROPN	N;PRT;SG
פרח	kukka	פרח	kukka	PROPN	N;NOM;SG
חוסה	jose	חוסה	jose	PROPN	PROPN;NOM;SG
חוסה	josé	חוסה	josé	PROPN	PROPN;NOM;SG
חוסה	josé	חוסה	josé	PROPN	PROPN;NOM;SG
סמלי	symbolista	סמל	symbolinen		ADJ;PRT;SG
סמלי	symbolinen	סמל	symbolinen		ADJ;NOM;SG
הביטלס	beatles	הביטלס	beatles	PROPN	N;NOM;SG
התאריך	päivämäärä	התאריך	päivä#määrä	ADV	N;NOM;SG
התאריך	päiväys	התאריך	päiväys	ADV	N;NOM;SG
התאריך	treffit	התאריך	treffi	ADV	N;NOM;PL
אקדמית	akateemisen	אקדמי	akateeminen	ADV	ADJ;GEN;SG
אקדמית	akateeminen	אקדמי	akateeminen	ADV	ADJ;NOM;SG
בעצמה	itsensä	בעצם	itse	ADV	PRO;GEN;SG;REFL
נדחתה	hylättiin	נדחה	hylätä	V;FEM;SG;3;PST;MID	V;IND;PST;FIN;PASS
נדחתה	hylätty	נדחה	hylätä	V;FEM;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נדחתה	evätty	נדחה	evätä	V;FEM;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נדחתה	hylätty	נדחה	hylätä	V;FEM;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נדחתה	kielletty	נדחה	kieltää	V;FEM;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
הא	täh	הא	täh		INTJ
הא	huh	הא	huh		INTJ
הא	häh	הא	häh		INTJ
מחשש	peläten	מחשש	pelätä		V;INS;SG;NFIN;ACT
ישנים	nukkuu	ישן	nukkua	ADJ;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
ישנים	nukkuminen	ישן	nukkuminen	ADJ;MASC;PL	N;NOM;SG
ישנים	nukkua	ישן	nukkua	ADJ;MASC;PL	V;SG;NFIN;ACT
ישנים	nukkumassa	ישן	nukkua	ADJ;MASC;PL	V;IN+ESS;SG;NFIN;ACT
רומי	roman	רומי	roma	PROPN	PROPN;NOM;SG
רומי	roomalainen	רומי	roomalainen	PROPN	ADJ;NOM;SG
רומי	rooman	רומי	rooma	PROPN	N;GEN;SG
ממושך	pitkittynyt	ממושך	pitkittyä	ADJ;MASC;SG	V;NOM;SG;V.PTCP;ACT
חורבן	hävittäminen	חורבן	hävittäminen	PROPN	N;NOM;SG
חורבן	tuho	חורבן	tuho	PROPN	N;NOM;SG
חורבן	tuhoa	חורבן	tuho	PROPN	N;PRT;SG
