से	از	से	از		ADP
गामा	گاما	गामा	گاما	PROPN;NOM;MASC;SG;3	N;SG
नियंत्रक	کنترلهای	नियंत्रक	کن	N;NOM;MASC;SG;3	N;PL
अनु	آنو	अनु	آنو		N;SG
मोर	mor	मोर	mor		N;SG
मोर	مور	मोर	مور		N;SG
मोर	طاووس	मोर	طاووس		N;SG
स्थाई	پایدار	स्थाई	پایدار	ADJ;NOM	N;SG
स्थाई	دائم	स्थाई	دائم	ADJ;NOM	
स्थाई	دائمی	स्थाई	دائمی	ADJ;NOM	N;SG
स्थाई	دایمی	स्थाई	دایمی	ADJ;NOM	N;SG
स्थाई	دایم	स्थाई	داد#ده	ADJ;NOM	N;SG
ढाल	شیب	ढाल	شیب		N;SG
ढाल	سراشیبی	ढाल	سراشیبی		N;SG
ढाल	گرادیان	ढाल	گرادی		N;SG
अभिन्न	انتگرال	अभिन्न	انتگرال	PROPN;NOM;MASC;SG;3	N;SG
फेफड़े	ششها	फेफड	شش	N;NOM;MASC;SG;3	N;PL
दरअसल	راستش	दरअसल	راستش	ADV	N;SG
दरअसल	درواقع	दरअसल	درواقع	ADV	CONJ
रोज	هروز	रोज	هروز	N;NOM;MASC;SG;3	ADV
रोज	روزانه	रोज	روزانه	N;NOM;MASC;SG;3	ADV
रोज	daily	रोज	daily	N;NOM;MASC;SG;3	
खोलने	افتتاحیه	खोल	افتتاحیه	V;NFIN;ACT	N;SG
खोलने	افتتاح	खोल	افتتاح	V;NFIN;ACT	N;SG
खुलासा	عیان	खुलासा	عیان	N;NOM;MASC;SG;3	ADJ
तोड़ने	شکستن	तोड़	شکستن	V;NFIN;ACT	N;SG
तोड़ने	شکنی	तोड़	شکنی	V;NFIN;ACT	N;SG
जरूर	باید	जरूर	بایست#باید	ADV	V;NFIN
नकल	تقلید	नकल	None		N;SG
नकल	تکراری	नकल	تکراری		ADJ
नकल	تکثیر	नकल	تکثیر		N;SG
सर्प	ماره	सर्प	ماره	PROPN;NOM;MASC;SG;3	N;SG
सर्प	مار	सर्प	مار	PROPN;NOM;MASC;SG;3	N;SG
बैटमैन	بتمن	बैटमैन	بتمن	PROPN;NOM;MASC;SG;3	N;SG
गुड	خوبی	गुड	خوبی		N;SG
गुड	خوب	गुड	خوب		ADV
धनुष	تعظیم	धनुष	تعظیم	PROPN;NOM;MASC;SG;3	N;SG
धनुष	سجده	धनुष	سجده	PROPN;NOM;MASC;SG;3	N;SG
धनुष	کمان	धनुष	None	PROPN;NOM;MASC;SG;3	N;SG
धनुष	باو	धनुष	باو	PROPN;NOM;MASC;SG;3	
एप्पल	سیب	एप्पल	سیب	PROPN;NOM;MASC;SG;3	N;SG
एप्पल	apple	एप्पल	apple	PROPN;NOM;MASC;SG;3	N;SG
एप्पल	اپل	एप्पल	اپل	PROPN;NOM;MASC;SG;3	N;SG
असंख्य	هزارها	असंख्य	هزار		NUM
मधु	هانی	मधु	هانی	PROPN;NOM;MASC;SG;3	N;SG
मधु	عسلی	मधु	عسل	PROPN;NOM;MASC;SG;3	N;SG
मधु	عزیزم	मधु	عزیزم	PROPN;NOM;MASC;SG;3	INTJ
मधु	عسل	मधु	عسل	PROPN;NOM;MASC;SG;3	N;SG
परिदृश्य	فلسطین	परिदृश्य	فلسطین	N;NOM;MASC;SG;3	N;PL
परिदृश्य	فلسطینی	परिदृश्य	فلسطینی	N;NOM;MASC;SG;3	N;PL
हार्वर्ड	هاروارد	हार्वर्ड	هاروارد	PROPN;NOM;MASC;SG;3	N;SG
गुवाहाटी	گواتی	गुवाहाटी	گواتی	PROPN;NOM;MASC;SG;3	N;SG
वॉन	فون	वॉन	فون	PROPN;NOM;MASC;SG;3	N;SG
वॉन	فن	वॉन	فن	PROPN;NOM;MASC;SG;3	N;SG
कट	قطع	कट	قطع	V;SG;FIN;ACT	N;SG
कट	برش	कट	None	V;SG;FIN;ACT	N;SG
कट	کات	कट	کات	V;SG;FIN;ACT	N;SG
भयानक	وحشتناک	भयानक	وحشتناک	PROPN;NOM;MASC;SG;3	ADJ
केविन	کوین	केविन	کوین	PROPN;NOM;MASC;SG;3	N;SG
केविन	kevin	केविन	kevin	PROPN;NOM;MASC;SG;3	N;SG
मिलन	میلان	मिलन	None		N;SG
हिंसक	خشونت	हिंसक	خشونت	ADJ	N;SG
ढाका	داکا	ढाका	داکا	PROPN;NOM;MASC;SG;3	N;SG
राजनयिक	دیپلمات	राजनयिक	دیپلم	N;NOM;MASC;PL;3	N;SG
राजनयिक	دیپلماتیک	राजनयिक	دیپلماتیک	N;NOM;MASC;PL;3	N;SG
ब्रूस	بروس	ब्रूस	بروس	PROPN;NOM;MASC;SG;3	N;SG
ड्यूक	دیوک	ड्यूक	دیوک	PROPN;NOM;MASC;SG;3	
ड्यूक	دوک	ड्यूक	دوک	PROPN;NOM;MASC;SG;3	N;SG
तार्किक	منطقی	तार्किक	منطقی		ADV
मीर	میر	मीर	میر	PROPN;NOM;MASC;SG;3	N;SG
मीर	mir	मीर	mir	PROPN;NOM;MASC;SG;3	
पिक्चर्स	پیکچرز	पिक्चर	پیکچرز	N;NOM;MASC;PL;3	N;SG
पिक्चर्स	عکس	पिक्चर	عکس	N;NOM;MASC;PL;3	N;SG
पिक्चर्स	پیکسار	पिक्चर	پیکسار	N;NOM;MASC;PL;3	N;SG
विजयी	غالب	विजयी	غالب	PROPN;NOM;MASC;SG;3	N;SG
विजयी	پیروز	विजयी	پیروز	PROPN;NOM;MASC;SG;3	ADJ
क्वांटम	کوانتوم	क्वांटम	کوانتوم	PROPN;NOM;MASC;SG;3	N;SG
क्वांटम	کوانتومی	क्वांटम	کوانتومی	PROPN;NOM;MASC;SG;3	N;SG
साहस	شهامت	साहस	None		N;SG
साहस	شجاعت	साहस	شجاعت		N;SG
साहस	رشادت	साहस	رشادت		N;SG
साहस	دلیری	साहस	دلیری		N;SG
ओल्ड	پیر	ओल्ड	پیر		N;SG
ओल्ड	قدیمی	ओल्ड	قدیمی		N;SG
ओल्ड	قدمت	ओल्ड	قدمت		N;SG
ओल्ड	کهنه	ओल्ड	کهنه		ADJ
ज़रा	zara	ज़रा	zara		N;SG
ज़रा	زارا	ज़रा	زارا		N;SG
थकान	خسته	थकान	خسته	N;NOM;FEM;SG;3	ADJ
कोट	نقل	कोट	نقل		N;SG
कोट	کت	कोट	کت		N;SG
कोट	پالتو	कोट	پالتو		N;SG
मूवी	فیلمش	मूवी	فیلمش	N;NOM;FEM;SG;3	
मूवी	سینمایی	मूवी	سینمایی	N;NOM;FEM;SG;3	ADJ
मूवी	فیلمهایی	मूवी	فیلم	N;NOM;FEM;SG;3	N;PL
मूवी	فیلمها	मूवी	فیلم	N;NOM;FEM;SG;3	N;PL
ब्रिज	پلها	ब्रिज	پل	N;NOM;MASC;SG;3	N;PL
ताज	کرون	ताज	کرون	PROPN;NOM;MASC;SG;3	N;SG
ताज	کراون	ताज	کراون	PROPN;NOM;MASC;SG;3	N;SG
ताज	تاج	ताज	تاج	PROPN;NOM;MASC;SG;3	N;SG
ताज	تاج	ताज	تاج	PROPN;NOM;MASC;SG;3	N;SG
ताज	taj	ताज	taj	PROPN;NOM;MASC;SG;3	N;SG
परजीवी	انگلهای	परजीवी	انگل	N;NOM;MASC;SG;3	N;PL
चिकित्सीय	طبی	चिकित्सीय	طبی	PROPN;NOM	N;SG
चिकित्सीय	medical	चिकित्सीय	medical	PROPN;NOM	N;SG
चिकित्सीय	پزشکی	चिकित्सीय	پزشکی	PROPN;NOM	N;SG
रोबोट	رباط	रोबोट	رباط		N;SG
रोबोट	روبات	रोबोट	روبات		N;SG
रोबोट	ربات	रोबोट	ربات		N;SG
छोड़ा	num	छोड़	num	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
ज़्यादातर	غالبا	ज़्यादातर	غالبا	CONJ	ADV
दम	dum	दम	dum	N;NOM;MASC;SG;3	
अक्तूबर	اکتبر	अक्तूबर	اکتبر	PROPN;NOM;MASC;SG;3	N;SG
अक्तूबर	october	अक्तूबर	None	PROPN;NOM;MASC;SG;3	N;SG
जोकर	جوکر	जोकर	None	PROPN;NOM;MASC;SG;3	N;SG
जोकर	جک	जोकर	جک	PROPN;NOM;MASC;SG;3	N;SG
जोकर	دلقک	जोकर	دلقک	PROPN;NOM;MASC;SG;3	N;SG
आज़ाद	azad	आज़ाद	azad		N;SG
छठे	ششمی	छठा	ششمی	ADJ;ACC;MASC;SG	N;SG
करण	کاران	करण	کار	PROPN;NOM;MASC;SG;3	N;PL
विचारक	متفکر	विचारक	متفکر	N;NOM;MASC;PL;3	N;SG
कास्त्रो	کاسترو	कास्त्रो	کاسترو	PROPN;NOM;MASC;SG;3	N;SG
गुणा	ضرب	गुणा	None		N;SG
गुणा	ضرب	गुणा	None		N;SG
गुणा	تکثیر	गुणा	تکثیر		N;SG
समायोजन	تنظیمات	समायोजन	تنظیمه	N;NOM;MASC;SG;3	N;PL
मनमोहन	مانموهان	मनमोहन	مانموه	PROPN;NOM;MASC;SG;3	N;PL
विषम	فرد	विषम	فرد		N;SG
विषम	عجیب	विषम	عجیب		ADJ
बाली	بالی	बाली	بالی	PROPN;NOM;MASC;SG;3	N;SG
बाली	بالی	बाली	بالی	PROPN;NOM;MASC;SG;3	N;SG
अकेला	تنهایی	अकेला	تنهایی	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
अकेला	تنها	अकेला	تنها	V;PFV;MASC;SG;V.PTCP;ACT	ADV
अकेला	تکی	अकेला	تکی	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
अकेला	single	अकेला	single	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
अकेला	تک	अकेला	تک	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
अकेला	تنهایی	अकेला	تنهایی	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
अकेला	تنها	अकेला	تنها	V;PFV;MASC;SG;V.PTCP;ACT	ADV
अकेला	تنهای	अकेला	تنها	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
प्रांतों	ولایت	प्रांत	ولایت	N;ACC;MASC;PL;3	N;SG
प्रांतों	استان	प्रांत	استان	N;ACC;MASC;PL;3	N;SG
पन्ना	زمرد	पन्ना	زمرد	PROPN;NOM;MASC;SG;3	N;SG
पन्ना	زمردی	पन्ना	زمردی	PROPN;NOM;MASC;SG;3	N;SG
खुश	مبارک	खुश	مبارک	ADJ	N;SG
हंस	غاز	हंस	غاز		N;SG
हंस	گوس	हंस	گوس		N;SG
फायदा	برتری	फायदा	برتری	N;NOM;MASC;SG;3	ADJ;CMPR
भरोसा	تراست	भरोसा	تراست	N;NOM;MASC;SG;3	
खारिज	عزل	खारिज	عزل	ADJ	N;SG
फेफड़ों	ریه	फेफडा	None	N;ACC;MASC;PL;3	N;SG
फेफड़ों	لونگ	फेफडा	لونگ	N;ACC;MASC;PL;3	N;SG
फेफड़ों	لانگ	फेफडा	لانگ	N;ACC;MASC;PL;3	N;SG
फेफड़ों	ریه	फेफडा	None	N;ACC;MASC;PL;3	N;SG
उग्र	هار	उग्र	هار	PROPN;NOM;MASC;SG;3	
पं	پنجه	पं	پنجه	PROPN;NOM;MASC;SG;3	N;SG
ओडिशा	اوریسا	ओडिशा	اوریسا	PROPN;NOM;MASC;SG;3	N;SG
लीप	جهش	लीप	None		N;SG
लीप	کبیسه	लीप	کبیسه		N;SG
कैलाश	کایلاش	कैलाश	کایلاش	PROPN;NOM;MASC;SG;3	N;SG
मेहनत	سخت	मेहनत	سخت	N;NOM;FEM;SG;3	ADV
मेहनत	دشوار	मेहनत	دشوار	N;NOM;FEM;SG;3	ADJ
थाईलैंड	تایلند	थाईलैंड	None	PROPN;NOM;MASC;SG;3	N;SG
बहुतायत	فراوان	बहुतायत	فراوان	N;NOM;FEM;SG;3	ADJ
बहुतायत	گلور	बहुतायत	گلور	N;NOM;FEM;SG;3	
राक्षस	هیولاهای	राक्षस	هیولا	N;NOM;MASC;SG;3	N;PL
राक्षस	هیولاهایی	राक्षस	هیولا	N;NOM;MASC;SG;3	N;PL
राक्षस	هیولاها	राक्षस	هیولا	N;NOM;MASC;SG;3	N;PL
अलंकृत	استادانه	अलंकृत	استادانه		ADV
ग्रे	خاکستری	ग्रे	خاکستری		N;SG
ग्रे	خاکستری	ग्रे	خاکستری		N;SG
पोल	نظرسنجی	पोल	None		N;SG
तंग	تانگ	तंग	None		N;SG
तंग	تنگ	तंग	تنگ		ADJ
तंग	سفت	तंग	None		ADJ
तंग	تنگه	तंग	تنگه		N;SG
तंग	باریکه	तंग	باریکه		N;SG
तंग	باریک	तंग	باریک		N;SG
चीजें	چیز	चीज	چیز	N;NOM;FEM;PL;3	N;SG
कराची	کراچی	कराची	کراچی	PROPN;NOM;MASC;SG;3	N;SG
शस्त्र	سلاح	शस्त्र	سلاح	N;NOM;MASC;SG;3	N;PL
शस्त्र	سلاح	शस्त्र	سلاح	N;NOM;MASC;SG;3	N;PL
शस्त्र	بازوان	शस्त्र	بازوان	N;NOM;MASC;SG;3	
शस्त्र	بازوها	शस्त्र	بازو	N;NOM;MASC;SG;3	N;PL
राजू	راجو	राजू	راجو	PROPN;NOM;MASC;SG;3	
बियर	بیر	बियर	بیر	N;NOM;MASC;SG;3	INTJ
गान	سرود	गान	سرود	PROPN;NOM;MASC;SG;3	N;SG
सातवीं	هفتمین	सातवां	هفتمین	ADJ;NOM;FEM;SG	NUM
एनबीसी	nb	एनबीसी	nb	PROPN;NOM;MASC;SG;3	N;SG
सिंधु	ایندوس	सिंधु	ایندوس	PROPN;NOM;MASC;SG;3	
लाइट	روشن	लाइट	روشن	N;NOM;FEM;SG;3	ADJ
अभिव्यक्त	اکسپرس	अभिव्यक्त	اکسپرس	ADJ	N;SG
महा	ماها	महा	None		N;PL
बाएँ	چپ	बाएं	چپ		N;SG
इंजनों	locomotives	इंजन	locomotives	N;ACC;MASC;PL;3	N;SG
स्टीफन	استیون	स्टीफन	استیون	PROPN;NOM;MASC;SG;3	N;SG
ब्लूज़	بلوز	ब्लूज़	بلوز	PROPN;NOM;MASC;SG;3	N;SG
रूपांतरित	تبدیل	रूपांतरित	تبدیل	ADJ	N;SG
रूपांतरित	مسخ	रूपांतरित	مسخ	ADJ	N;SG
कांस्य	برنز	कांस्य	برنز	PROPN;NOM;MASC;SG;3	N;SG
कांस्य	برنزی	कांस्य	برنزی	PROPN;NOM;MASC;SG;3	N;SG
कांस्य	لرستان	कांस्य	لرستان	PROPN;NOM;MASC;SG;3	N;SG
दिलचस्पी	علاقمند	दिलचस्पी	علاقمند	N;NOM;FEM;SG;3	ADJ
अलौकिक	سوپرنچرال	अलौकिक	سوپرنچرال		N;SG
महिलाएँ	خانما	महिला	خانما	N;NOM;FEM;PL;3	N;SG
आचार	اخلاقیات	आचार	اخلاقی	N;NOM;MASC;SG;3	N;PL
मापदंड	معیارهای	मापदंड	معیار	N;NOM;MASC;SG;3	N;PL
एडिनबर्ग	ادینبورگ	एडिनबर्ग	ادینبورگ	PROPN;NOM;MASC;SG;3	N;SG
युवाओं	جوانی	युवा	جوانی	N;ACC;MASC;PL;3	N;SG
सोलह	sixteen	सोलह	None	NUM	N;SG
मलय	مالزی	मलय	مالزی	PROPN;NOM;MASC;SG;3	N;SG
मलय	iran	मलय	iran	PROPN;NOM;MASC;SG;3	
मलय	مالایی	मलय	مالایی	PROPN;NOM;MASC;SG;3	N;SG
डिज़्नी	دیزنی	डिज़्नी	دیزنی	PROPN;NOM;MASC;SG;3	N;SG
सिकंदर	اسکندر	सिकंदर	اسکندر	PROPN;NOM;MASC;SG;3	N;SG
सिकंदर	الکساندر	सिकंदर	الکساندر	PROPN;NOM;MASC;SG;3	N;SG
टोक्यो	توکیو	टोक्यो	توکیو	PROPN;NOM;MASC;SG;3	N;SG
मारिया	ماریا	मारिया	ماریا	PROPN;NOM;MASC;SG;3	N;SG
स्वीकार्य	ضربت	स्वीकार्य	ضربت		N;SG
स्वीकार्य	پسندیده	स्वीकार्य	پسندیده		N;SG
स्वीकार्य	مقبول	स्वीकार्य	مقبول		N;SG
तेलंगाना	تلنگانا	तेलंगाना	تلنگانا	PROPN;NOM;MASC;SG;3	N;SG
भीष्म	بهیشم	भीष्म	None	PROPN;NOM;MASC;SG;3	
प्रतिस्थापन	جایگزین	प्रतिस्थापन	جایگزین	N;NOM;MASC;SG;3	ADJ
रोज़	رز	रोज़	رز		N;SG
रोज़	رُز	रोज़	رُز		N;SG
रोज़	روزانه	रोज़	روزانه		ADV
रोज़	دیلی	रोज़	دیلی		N;SG
ब्लेक	بلوز	ब्लेक	بلوز	PROPN;NOM;MASC;SG;3	N;SG
ब्लेक	بلیک	ब्लेक	بلیک	PROPN;NOM;MASC;SG;3	N;SG
गर्भवती	بارداری	गर्भवती	بارداری	ADJ;NOM	N;SG
गर्भवती	حامله	गर्भवती	حامله	ADJ;NOM	N;SG
गर्भवती	باردار	गर्भवती	باردار	ADJ;NOM	N;SG
सोशल	اجتماعی	सोशल	اجتماعی		ADJ
सोशल	سوسیال	सोशल	سوسیال		N;SG
खरीदा	خریدار	खरीद	خریدار	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
खरीदा	خریداری	खरीद	خریداری	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
विवादों	مجادله	विवाद	مجادله	N;ACC;MASC;PL;3	N;SG
सिगरेट	سیگارها	सिगरेट	سیگار	N;NOM;FEM;SG;3	N;PL
हिंद	هیند	हिंद	هیند	PROPN;NOM;MASC;SG;3	
शान	shan	शान	shan		N;SG
वुड्स	وودز	वुड्स	وودز	PROPN;NOM;MASC;SG;3	N;SG
बर्फ़	یخی	बर्फ़	None	N;NOM;FEM;SG;3	ADJ
मरुस्थल	اعراب	मरुस्थल	عرب	N;NOM;MASC;SG;3	N;PL
क्रमिक	تدریجی	क्रमिक	None		N;SG
अल्पसंख्यक	اقلیتهای	अल्पसंख्यक	اقلیت	N;NOM;MASC;SG;3	N;PL
बर्मी	برمه	बर्मी	برمه		N;SG
ट्रक	کامیونها	ट्रक	کامیون	N;NOM;MASC;SG;3	N;PL
पैकेज	بسته	पैकेज	بسته	N;NOM;MASC;SG;3	ADJ;SG;3;V.PTCP
पैकेज	بستۀ	पैकेज	بستۀ	N;NOM;MASC;SG;3	
मोती	پرل	मोती	پرل		N;SG
मोती	pearl	मोती	pearl		N;SG
मोती	مروارید	मोती	مروارید		N;SG
मोती	پرل	मोती	پرل		N;SG
मोती	پرند	मोती	پرند		N;SG
मोती	مرواریدی	मोती	مرواریدی		N;SG
पादरी	روحانیون	पादरी	روحانی	N;NOM;MASC;SG;3	N;PL
यूरो	یورو	यूरो	None	PROPN;NOM;MASC;SG;3	N;SG
लिटिल	اندکی	लिटिल	اندکی		ADJ
लिटिल	کوچک	लिटिल	کوچک		ADJ
लिटिल	کم	लिटिल	کم		ADJ
लिटिल	لیتل	लिटिल	لیتل		N;SG
लिटिल	کوچولو	लिटिल	کوچولو		N;SG
परिपक्व	بلوغ	परिपक्व	بلوغ		N;SG
परिपक्व	بالغ	परिपक्व	بالغ		ADJ
हरित	سبز	हरित	سبز	PROPN;NOM;MASC;SG;3	ADJ
हरित	گرین	हरित	گرین	PROPN;NOM;MASC;SG;3	N;SG
लेडी	بانوی	लेडी	None	PROPN;NOM;FEM;SG;3	N;SG
लेडी	بانو	लेडी	بانو	PROPN;NOM;FEM;SG;3	N;SG
दया	ترحم	दया	ترحم		N;SG
दया	افسوس	दया	None		N;SG
दया	بخشش	दया	بخشش		N;SG
दया	رحمت	दया	رحمت		N;SG
दया	رحمتی	दया	رحمت		N;SG
दया	احسان	दया	احسان		N;SG
दया	محبت	दया	محبت		N;SG
दया	مهربانی	दया	مهربانی		N;SG
इंद्र	ایندرا	इंद्र	ایندرا	PROPN;NOM;MASC;SG;3	N;SG
कांगो	کنگو	कांगो	کنگو	PROPN;NOM;MASC;SG;3	N;SG
इरादा	قصدم	इरादा	قصدم	N;NOM;MASC;SG;3	ADV
आशीर्वाद	برکات	आशीर्वाद	برکه	N;NOM;MASC;SG;3	N;PL
अहिंसा	آهیمسا	अहिंसा	آهیمسا	N;NOM;FEM;SG;3	
अनन्त	نامتناهی	अनन्त	نامتناهی		N;SG
अनन्त	بینهایت	अनन्त	بینهایت		N;SG
अनन्त	نامحدود	अनन्त	نامحدود		N;SG
अनन्त	بیکران	अनन्त	بیکر		N;SG
अनन्त	ابدی	अनन्त	None		N;SG
अनन्त	جاودانی	अनन्त	None		N;SG
अनन्त	پاینده	अनन्त	پاینده		ADJ
यूनेस्को	یونسکو	यूनेस्को	یونسکو	PROPN;NOM;MASC;SG;3	N;SG
सामरिक	راهبردی	सामरिक	راهبرد	ADJ;NOM	N;SG
सामरिक	استراتژیک	सामरिक	استراتژیک	ADJ;NOM	N;SG
लास	لاس	लास	لاس	PROPN;NOM;MASC;SG;3	N;SG
लास	las	लास	las	PROPN;NOM;MASC;SG;3	N;SG
त्रिपुरा	تریپورا	त्रिपुरा	تریپورا	PROPN;NOM;MASC;SG;3	N;SG
आस्ट्रिया	اتریش	आस्ट्रिया	اتریش	PROPN;NOM;MASC;SG;3	N;SG
आस्ट्रिया	اتریشی	आस्ट्रिया	اتریشی	PROPN;NOM;MASC;SG;3	N;SG
आस्ट्रिया	اتریش	आस्ट्रिया	اتریش	PROPN;NOM;MASC;SG;3	N;SG
बगैर	بى	बगैर	بى	PART	
बगैर	بدون	बगैर	بدون	PART	ADP
वेन	وین	वेन	وین	PROPN;NOM;MASC;SG;3	N;SG
नायर	nair	नायर	nair	PROPN;NOM;MASC;SG;3	N;SG
बैठा	نشستن	बैठ	نشستن	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
बैठा	نشست	बैठ	نشست	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
बैठा	نشستند	बैठ	None	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;3;PST
बैठा	بلندای	बैठ	بلندا	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
चन्द्रगुप्त	چاندراگوپتا	चन्द्रगुप्त	چاندراگوتا	PROPN;NOM;MASC;SG;3	N;SG
परमेश्वर	الهی	परमेश्वर	الهی	N;NOM;MASC;SG;3	N;VOC
परमेश्वर	الله	परमेश्वर	الله	N;NOM;MASC;SG;3	
निपटने	تکل	निपट	تکل	V;ACC;NFIN;ACT	N;SG
फीफा	فیفا	फीफा	None	PROPN;NOM;FEM;SG;3	N;SG
निकटवर्ती	نزدیک	निकटवर्ती	نزدیک	N;NOM;MASC;SG;3	ADP
झीलों	لیکس	झील	لیکس	N;ACC;FEM;PL;3	N;SG
लय	ریتم	लय	None		N;SG
लय	نواخت	लय	نواخت#نواز		V;SG;3;PST
लय	موزون	लय	موزون		N;SG
लय	ریتم	लय	None		N;SG
लय	لعیا	लय	لعیا		N;SG
हैमिल्टन	همیلتون	हैमिल्टन	همیلتون	PROPN;NOM;MASC;SG;3	N;SG
ऑर्डर	دستورات	ऑर्डर	دستور	N;NOM;MASC;SG;3	N;PL
स्त्रोत	مبدأ	स्त्रोत	None		N;SG
स्त्रोत	متن	स्त्रोत	متن		N;SG
स्त्रोत	منبع	स्त्रोत	منبع		N;SG
स्त्रोत	منابع	स्त्रोत	منبع		N;PL
खैर	خب	खैर	خب		ADV
खैर	خوب	खैर	خوب		ADV
वाइरस	ویروسها	वाइरस	ویروس	N;NOM;MASC;SG;3	N;PL
सिग्नल	سیگنالهای	सिग्नल	سیگنال	N;NOM;MASC;SG;3	N;PL
सूक्ष्मदर्शी	میکروسکوپ	सूक्ष्मदर्शी	میکروسکوپ	PROPN;NOM;MASC;SG;3	N;SG
सुंदरता	زیبای	सुंदरता	زیبا	N;NOM;FEM;SG;3	ADJ
यहूदियों	یهود	यहूदी	یهود	N;ACC;MASC;PL;3	N;SG
यहूदियों	یهودی	यहूदी	یهودی	N;ACC;MASC;PL;3	N;SG
मूर्तियाँ	مجسمه	मूर्ति	مجسمه	N;NOM;FEM;PL;3	N;SG
मिसाइल	موشکها	मिसाइल	موشک	N;NOM;FEM;SG;3	N;PL
परिपूर्ण	perfect	परिपूर्ण	perfect	ADJ	N;SG
परिपूर्ण	پرفکت	परिपूर्ण	پرفکت	ADJ	N;SG
उपग्रहों	ماهواره	उपग्रह	ماهواره	N;ACC;MASC;PL;3	N;SG
नम	مرطوب	नम	مرطوب		N;SG
नम	خفقان	नम	خفق		N;SG
परमात्मा	الهی	परमात्मा	الهی	PROPN;NOM;FEM;SG;3	N;VOC
वाक्यांश	عبارتهای	वाक्यांश	عبارت	N;NOM;MASC;SG;3	N;PL
मकबरा	مقبره	मकबरा	مقبره	PROPN;NOM;MASC;SG;3	N;SG
मकबरा	آرامگاه	मकबरा	آرامگاه	PROPN;NOM;MASC;SG;3	N;SG
मकबरा	یادبود	मकबरा	یادبود	PROPN;NOM;MASC;SG;3	N;SG
मकबरा	یادمان	मकबरा	یادم	PROPN;NOM;MASC;SG;3	N;SG
मकबरा	آرامگاه	मकबरा	آرامگاه	PROPN;NOM;MASC;SG;3	N;SG
विशेषण	وابسته	विशेषण	وابسته	N;NOM;MASC;SG;3	ADJ
शशि	شاشی	शशि	شاشی	PROPN;NOM;MASC;SG;3	N;SG
जाहिर	ظاهرا	जाहिर	ظاهراً	ADJ	ADV
किताबें	کتاب	किताब	کتاب	N;NOM;FEM;PL;3	N;SG
हिटलर	هیتلر	हिटलर	هیتلر	PROPN;NOM;MASC;SG;3	N;SG
सीख	یادگیری	सीख	یادگیری	V;FIN;ACT	N;SG
सीख	یادگیری	सीख	یادگیری	V;FIN;ACT	N;SG
वैन	وان	वैन	وان	N;NOM;FEM;SG;3	
वैन	فان	वैन	فان	N;NOM;FEM;SG;3	
सनातन	ابدی	सनातन	None	PROPN;NOM;MASC;SG;3	N;SG
सनातन	جاودانی	सनातन	None	PROPN;NOM;MASC;SG;3	N;SG
सनातन	پاینده	सनातन	پاینده	PROPN;NOM;MASC;SG;3	ADJ
तुर्क	ترکیه	तुर्क	ترکیه	PROPN;NOM;MASC;SG;3	N;SG
तुर्क	ترکی	तुर्क	ترکی	PROPN;NOM;MASC;SG;3	N;SG
तुर्क	بوقلمون	तुर्क	بوقلمون	PROPN;NOM;MASC;SG;3	N;SG
तुर्क	turk	तुर्क	turk	PROPN;NOM;MASC;SG;3	
तुर्क	تُرک	तुर्क	تُرک	PROPN;NOM;MASC;SG;3	N;SG
तुर्क	تورک	तुर्क	تورک	PROPN;NOM;MASC;SG;3	N;SG
तुर्क	ترک	तुर्क	ترک	PROPN;NOM;MASC;SG;3	N;SG
संकर	خودروی	संकर	خودرو		N;SG
संकर	دورگه	संकर	دورگه		N;SG
प्रो	پرو	प्रो	پرو	PROPN;NOM;MASC;SG;3	N;SG
प्रो	pro	प्रो	pro	PROPN;NOM;MASC;SG;3	N;SG
प्रो	حرفهای	प्रो	حرف	PROPN;NOM;MASC;SG;3	N;PL
बोस्टन	بوستون	बोस्टन	بوستون	PROPN;NOM;MASC;SG;3	N;SG
लिखकर	نویسندگی	लिख	نویسندگی	V;V.CVB	N;SG
लिखकर	نوشتن	लिख	نوشتن	V;V.CVB	N;SG
सल्तनत	احمدنگر	सल्तनत	احمدنگر	PROPN;NOM;FEM;SG;3	N;SG
सूरी	سوری	सूरी	سوری	PROPN;NOM;FEM;SG;3	N;SG
प्रथाओं	همایش	प्रथा	همایش	N;ACC;MASC;PL;3	N;SG
यश	یاش	यश	یاش		N;SG
भूटान	بوتان	भूटान	بوتان	PROPN;NOM;MASC;SG;3	N;SG
जॉनसन	جانسن	जॉनसन	جانسن	PROPN;NOM;MASC;SG;3	N;SG
जॉनसन	جانسون	जॉनसन	جانسون	PROPN;NOM;MASC;SG;3	N;SG
