през	through	през	through	ADP	N
завършване	acabado	завършване	acabar	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
завършване	acabando	завършване	acabar	N;INDF;NEUT;SG	V;V.MSDR
джузепе	giuseppe	джузепе	giuseppe	PROPN;INDF;MASC;SG	PROPN
незабавно	inmediato	незабавно	inmediato	ADV	ADJ;MASC;SG
незабавно	inmediatas	незабавно	inmediato	ADV	ADJ;FEM;PL
незабавно	inmediatos	незабавно	inmediato	ADV	ADJ;MASC;PL
незабавно	inmediata	незабавно	inmediato	ADV	ADJ;FEM;SG
алексий	alejo	алексий	alejo	N;INDF;MASC;SG	PROPN
ядро	core	ядро	corer	ADV	N
ядро	núcleo	ядро	núcleo	ADV	N;MASC;SG
признаци	señalización	признак	señalización	N;INDF;MASC;PL	N;FEM;SG
постове	puestos	пост	puesto	N;INDF;MASC;PL	ADJ;MASC;PL;V.PTCP
постове	publica	пост	publicar	N;INDF;MASC;PL	V;IND;SG;3;PRS;FIN
подходящ	apropiadas	подходящ	apropiado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
подходящ	apropiados	подходящ	apropiado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
подходящ	adecuados	подходящ	adecuado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
подходящ	apropiados	подходящ	apropiado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
автомобилен	automoción	автомобилен	automoción	ADJ;INDF;MASC;SG	N;FEM;SG
автомобилен	automotriz	автомобилен	automotriz	ADJ;INDF;MASC;SG	N;MASC;SG
финали	final	финал	final	N;INDF;MASC;PL	N;MASC;SG
сингъла	singles	сингъл	single	N;DEF;MASC;SG	N;MASC;PL
сингъла	sencillos	сингъл	sencillo	N;DEF;MASC;SG	ADJ;MASC;PL
сингъла	solteros	сингъл	soltero	N;DEF;MASC;SG	N;MASC;PL
сингъла	individuales	сингъл	individual	N;DEF;MASC;SG	ADJ;PL
вратата	puertas	врата	puerta	N;DEF;FEM;SG	N;FEM;PL
социален	sociales	социален	social	ADJ;INDF;MASC;SG	ADJ;PL
кабинет	oficinas	кабинет	oficina	N;INDF;MASC;SG	N;FEM;PL
партньори	asociados	партньор	asociado	N;INDF;MASC;PL	ADJ;MASC;PL;V.PTCP
траян	traian	траян	traiar	PROPN;INDF;MASC;SG	V;IND;PL;3;IPFV;FIN
инцидент	incidentes	инцидент	incidente	N;INDF;MASC;SG	N;PL
инцидент	accidentes	инцидент	accidente	N;INDF;MASC;SG	N;MASC;PL
конче	caballos	конче	caballo	N;INDF;NEUT;SG	N;MASC;PL
оста	eje	остам	eje	ADV	N;MASC;SG
оста	ejes	остам	eje	ADV	N;MASC;PL
оста	eje	остам	eje	ADV	N;MASC;SG
оста	ejes	остам	eje	ADV	N;MASC;PL
алкохол	licores	алкохол	licor	N;INDF;MASC;SG	N;MASC;PL
алкохол	alcoholes	алкохол	alcohol	N;INDF;MASC;SG	N;MASC;PL
хамбургер	hamburguesas	хамбургер	hamburguesa	N;INDF;MASC;SG	N;FEM;PL
хамбургер	hamburguesas	хамбургер	hamburguesa	N;INDF;MASC;SG	N;FEM;PL
организиран	organizada	организирам	organizado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
организиран	organizados	организирам	organizado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
организиран	organizadas	организирам	organizado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
организиран	organizado	организирам	organizado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
организиран	organizada	организирам	organizado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
организиран	organizados	организирам	organizado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
организиран	organizadas	организирам	organizado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
организиран	organizado	организирам	organizado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
особен	peculiares	особен	peculiar	ADJ;INDF;MASC;SG	ADJ;PL
кода	koda	кода	koda		N;MASC;SG
горен	upper	горен	upper	ADJ;INDF;MASC;SG	N
охлюв	caracoles	охлюв	caracol	N;INDF;MASC;SG	N;MASC;PL
бърз	rapid	бърз	rapid	ADJ;INDF;MASC;SG	N
бърз	swift	бърз	swift	ADJ;INDF;MASC;SG	N
бърз	rapidez	бърз	rapidez	ADJ;INDF;MASC;SG	N;FEM;SG
бърз	rapido	бърз	rapido	ADJ;INDF;MASC;SG	INTJ
бърз	fast	бърз	fast	ADJ;INDF;MASC;SG	N
бърз	ayuno	бърз	ayuno	ADJ;INDF;MASC;SG	N;MASC;SG
бремен	bremen	бремен	bremen	PROPN;INDF;MASC;SG	N;MASC;SG
грами	grammy	грам	grammy	N;INDF;FEM;PL	N;MASC;SG
грами	grammy	грам	grammy	N;INDF;FEM;PL	N;MASC;SG
ограничен	limited	огранича-(се)	limited	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N
ограничен	limitados	огранича-(се)	limitado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
ограничен	limitado	огранича-(се)	limitado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
ограничен	limitada	огранича-(се)	limitado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
ограничен	limitadas	огранича-(се)	limitado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
ограничен	restringida	огранича-(се)	restringido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
ограничен	restringido	огранича-(се)	restringido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
ограничен	restringidos	огранича-(се)	restringido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
хектара	hectáreas	хектар	hectárea	N;DEF;MASC;SG	N;FEM;PL
крит	creta	крит	creter	PROPN;INDF;MASC;SG	N;FEM;SG
того	togo	този	togo	PROPN	N;MASC;SG
джони	jonny	джони	jonny	N;INDF;MASC;SG	PROPN
ева	eva	ева	eve	PROPN;INDF;FEM;SG	N;FEM;SG
ева	eva	ева	eve	PROPN;INDF;FEM;SG	N;FEM;SG
ева	eve	ева	eve	PROPN;INDF;FEM;SG	N;FEM;SG
ева	víspera	ева	víspera	PROPN;INDF;FEM;SG	N;FEM;SG
възприема	percibidas	възприемам	percibido	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;PL;V.PTCP
възприема	percibida	възприемам	percibido	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG;V.PTCP
възприема	percibido	възприемам	percibido	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
възприема	percibidos	възприемам	percibir	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
анимационен	caricatura	анимационен	caricatura	ADJ;INDF;MASC;SG	N;FEM;SG
факултета	profesores	факултет	profesor	N;DEF;MASC;SG	N;MASC;PL
факултета	profesorado	факултет	profesorado	N;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
маси	massey	маса	massey	N;INDF;FEM;PL	N;MASC;SG
образец	modelos	образец	modelo	N;INDF;MASC;SG	N;MASC;PL
валери	valery	валер	valery	N;INDF;MASC;SG	PROPN
признат	reconocido	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
признат	reconocidas	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
признат	reconocidos	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
признат	reconocida	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
признат	reconocido	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
признат	reconocidos	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
признат	reconocida	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
признат	reconocido	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
признат	reconocidas	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
признат	reconocidos	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
признат	reconocida	призная-(се)	reconocido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
кост	ósea	кост	óseo	N;INDF;FEM;SG	ADJ;FEM;SG
кост	huesos	кост	hueso	N;INDF;FEM;SG	N;MASC;PL
териториални	territorial	териториален	territorial	ADJ;INDF;PL	ADJ;SG
платформа	plataformas	платформа	plataforma	N;INDF;FEM;SG	N;FEM;PL
химик	químico	химик	químico	N;INDF;MASC;SG	ADJ;MASC;SG
предпочита	prefiera	предпоча	preferir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;FIN
лек	remedio	лек	remedio	ADJ;INDF;MASC;SG	N;MASC;SG
лек	cure	лек	cure	ADJ;INDF;MASC;SG	V;IMP;SG;3;FIN
лек	curar	лек	curar	ADJ;INDF;MASC;SG	V;NFIN
лек	cura	лек	cura	ADJ;INDF;MASC;SG	N;MASC;SG
селско	rural	селски	rural	ADV	ADJ;SG
селско	rurales	селски	rural	ADV	ADJ;PL
потенциал	potenciales	потенциал	potencial	N;INDF;MASC;SG	ADJ;PL
четирима	four	четирима	four	NUM;INDF;PL	N
защитен	protegidas	защитен	protegido	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
защитен	protegidos	защитен	protegido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
денис	dennis	денис	denni	N;INDF;MASC;SG	PROPN
денис	denis	денис	denis	N;INDF;MASC;SG	PROPN
федерацията	commonwealth	федерация	commonwealth	N;DEF;FEM;SG	ADJ;SG
запазване	conservar	запазване	conservar	N;INDF;NEUT;SG	V;NFIN
запазване	preservar	запазване	preservar	N;INDF;NEUT;SG	V;NFIN
запазване	mantener	запазване	mantener	N;INDF;NEUT;SG	V;NFIN
запазване	mantengan	запазване	mantener	N;INDF;NEUT;SG	V;IMP;PL;3;FIN
запазване	mantenga	запазване	mantener	N;INDF;NEUT;SG	V;SBJV;SG;3;FIN
запазване	retenciones	запазване	retención	N;INDF;NEUT;SG	N;FEM;PL
физиката	física	физика	físico	N;DEF;FEM;SG	ADJ;FEM;SG
физиката	físicas	физика	físico	N;DEF;FEM;SG	ADJ;FEM;PL
красива	hermosos	красив	hermoso	ADJ;INDF;FEM;SG	ADJ;MASC;PL
красива	bellos	красив	bello	ADJ;INDF;FEM;SG	ADJ;MASC;PL
планиране	planificar	планиране	planificar	N;INDF;NEUT;SG	V;NFIN
вануату	vanuatu	вануату	vanuatu	N;INDF;FEM;SG	ADJ;FEM;SG
покана	invitar	покана	invitar	N;INDF;FEM;SG	V;NFIN
покана	invita	покана	invitar	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
покана	invitan	покана	invitar	N;INDF;FEM;SG	V;IND;PL;3;PRS;FIN
холандски	neerlandés	холандски	neerlandés	ADJ;INDF;MASC;SG	N;MASC;SG
холандски	holandés	холандски	holandés	ADJ;INDF;MASC;SG	N;MASC;SG
холандски	holandeses	холандски	holandés	ADJ;INDF;MASC;SG	N;MASC;PL
сън	duerma	сън	duerma	N;INDF;MASC;SG	V;SBJV;SG;3;FIN
сън	duerme	сън	dormir	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
сън	dormir	сън	dormir	N;INDF;MASC;SG	V;NFIN
сън	sueña	сън	soñar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
сън	ensueño	сън	ensueño	N;INDF;MASC;SG	ADJ;MASC;SG
сън	soñar	сън	soñar	N;INDF;MASC;SG	V;NFIN
изтрит	eliminada	изтрия	eliminado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
изтрит	suprimido	изтрия	suprimir	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
изтрит	eliminados	изтрия	eliminado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
изтрит	eliminado	изтрия	eliminado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
изтрит	borrado	изтрия	borrado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
изтрит	borrados	изтрия	borrado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
изтрит	borrado	изтрия	borrado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
жорж	georges	жорж	george	PROPN;INDF;MASC;SG	N
вярно	cierto	верен	cierto	ADV	ADJ;MASC;SG
вярно	true	верен	true	ADV	N
вярно	verdadera	верен	verdadero	ADV	ADJ;FEM;SG
вярно	verdad	верен	verdad	ADV	N;FEM;SG
вярно	verdadero	верен	verdadero	ADV	ADJ;MASC;SG
андерсън	anderson	андерсън	anderson	PROPN;INDF;MASC;SG	N;MASC;SG
грозде	uvas	грозда	uva	N;INDF;MASC;SG	N;FEM;PL
грозде	uvas	грозда	uva	N;INDF;MASC;SG	N;FEM;PL
вера	vera	вера	ver	N;INDF;FEM;SG	
узбекистан	uzbekistán	узбекистан	uzbekistán	PROPN;INDF;MASC;SG	PROPN
написал	escribía	напиша	escribir	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
герхард	gerhard	герхард	gerhard	N;INDF;MASC;SG	PROPN
герхард	gerardo	герхард	gerardo	N;INDF;MASC;SG	PROPN
герхард	gerhardt	герхард	gerhardt	N;INDF;MASC;SG	PROPN
театрална	teatrales	театрален	teatral	ADJ;INDF;FEM;SG	ADJ;PL
индивидуални	individuo	индивидуален	individuo	ADJ;INDF;PL	N;MASC;SG
индивидуални	individual	индивидуален	individual	ADJ;INDF;PL	ADJ;SG
театрален	teatrales	театрален	teatral	ADJ;INDF;MASC;SG	ADJ;PL
културна	culturales	културен	cultural	ADJ;INDF;FEM;SG	ADJ;PL
културна	cultura	културен	cultura	ADJ;INDF;FEM;SG	N;FEM;SG
туристи	turístico	турист	turístico	N;INDF;MASC;PL	ADJ;MASC;SG
туристи	turística	турист	turístico	N;INDF;MASC;PL	ADJ;FEM;SG
туристи	turismo	турист	turismo	N;INDF;MASC;PL	N;MASC;SG
туристи	turista	турист	turista	N;INDF;MASC;PL	N;SG
изработени	elaborado	изработя	elaborado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
мая	mayas	мая	maya	N;INDF;FEM;SG	N;PL
мая	maja	мая	maja	N;INDF;FEM;SG	ADJ;FEM;SG
мая	levaduras	мая	levadura	N;INDF;FEM;SG	N;FEM;PL
кристофър	cristóbal	кристофър	cristóbal	N;INDF;MASC;SG	ADJ;SG
танк	tanques	танк	tanque	N;INDF;MASC;SG	N;MASC;PL
ливади	césped	ливад	césped	N;INDF;FEM;PL	N;MASC;SG
ливади	pradera	ливад	pradera	N;INDF;FEM;PL	N;FEM;SG
завинаги	forever	завинаги	forever	ADV	N;SG
последни	último	последен	último	ADJ;INDF;PL	ADJ;MASC;SG
последни	last	последен	last	ADJ;INDF;PL	N
последни	última	последен	último	ADJ;INDF;PL	ADJ;FEM;SG
обичаи	aduana	обичай	aduana	N;INDF;MASC;PL	N;FEM;SG
обичаи	aduanera	обичай	aduanera	N;INDF;MASC;PL	ADJ;FEM;SG
способности	capacidad	способност	capacidad	N;INDF;FEM;PL	N;FEM;SG
съгласна	acordadas	съгласен	acordado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
съгласна	coincidir	съгласен	coincidir	ADJ;INDF;FEM;SG	V;NFIN
съгласна	acordar	съгласен	acordar	ADJ;INDF;FEM;SG	V;NFIN
съгласна	convenir	съгласен	convenir	ADJ;INDF;FEM;SG	V;NFIN
графика	programar	график	programar	N;DEF;MASC;SG	V;NFIN
графика	horarios	график	horario	N;DEF;MASC;SG	N;MASC;PL
графика	gráfica	график	gráfico	N;DEF;MASC;SG	ADJ;FEM;SG
графика	gráfico	график	gráfico	N;DEF;MASC;SG	ADJ;MASC;SG
графика	gráfica	график	gráfico	N;DEF;MASC;SG	ADJ;FEM;SG
графика	gráfico	график	gráfico	N;DEF;MASC;SG	ADJ;MASC;SG
графика	gráficos	график	gráfico	N;DEF;MASC;SG	N;MASC;PL
графика	gráficas	график	gráfico	N;DEF;MASC;SG	ADJ;FEM;PL
щутгарт	stuttgart	щутгарт	stuttgart	PROPN;INDF;MASC;SG	N;MASC;SG
еднакви	idéntica	еднакъв	idéntico	ADJ;INDF;PL	ADJ;FEM;SG
еднакви	idéntico	еднакъв	idéntico	ADJ;INDF;PL	ADJ;MASC;SG
тъкан	tejidos	тъкан	tejido	N;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
тъкан	tejido	тъкан	tejido	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
тъкан	tejido	тъкан	tejido	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
дамян	damian	дамян	damian	PROPN;INDF;MASC;SG	PROPN
дамян	damián	дамян	damián	PROPN;INDF;MASC;SG	PROPN
инженерство	ingenieros	инженерство	ingeniero	N;INDF;NEUT;SG	N;MASC;PL
изпълнени	cumplida	изпълня-(се)	cumplidar	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
изпълнени	cumplido	изпълня-(се)	cumplido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
франсис	francis	франсис	francis	N;INDF;MASC;SG	PROPN
портрети	retrato	портрет	retrato	N;INDF;MASC;PL	N;MASC;SG
заловен	capturado	заловя-(се)	capturado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
заловен	captado	заловя-(се)	captado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
заловен	capturados	заловя-(се)	capturado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
заловен	capturada	заловя-(се)	capturado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
лъчи	haces	лъча	hacer	N;INDF;FEM;PL	V;IND;SG;2;PRS;FIN
моята	míos	мой	mío	DET;DEF;FEM;SG;1	PRO;MASC;PL;2
моята	mio	мой	mio	DET;DEF;FEM;SG;1	INTJ
моята	mina	мой	mina	DET;DEF;FEM;SG;1	N;FEM;SG
моята	mías	мой	mío	DET;DEF;FEM;SG;1	PRO;FEM;PL;2
моята	mío	мой	mío	DET;DEF;FEM;SG;1	PRO;MASC;SG;1
летището	aeropuertos	летище	aeropuerto	N;DEF;NEUT;SG	N;MASC;PL
иванович	ivanovich	иванович	ivanovich	PROPN;INDF;MASC;SG	N;MASC;SG
иванович	ivanovic	иванович	ivanovic	PROPN;INDF;MASC;SG	N;MASC;SG
майнц	maguncia	майнц	maguncia	PROPN;INDF;MASC;SG	ADJ;FEM;SG
търговско	anuncio	търговски	anuncio	ADV	N;MASC;SG
търговско	comercial	търговски	comercial	ADV	ADJ;SG
търговско	comerciales	търговски	comercial	ADV	ADJ;PL
търговско	intercambios	търговски	intercambio	ADV	N;MASC;PL
търговско	comercio	търговски	comercio	ADV	N;MASC;SG
шаранови	cyprinidae	шаранов	cyprinidae	ADJ;INDF;PL	N;FEM;SG
походи	marches	походя	marche	N;INDF;MASC;PL	V;IMP;SG;3;FIN
администратори	administradoras	администратор	administrador	N;INDF;MASC;PL	ADJ;FEM;PL
фамилии	familia	фамилия	familia	N;INDF;FEM;PL	N;FEM;SG
лев	lev	лев	lev	N;INDF;MASC;SG	PROPN
сериозна	serios	сериозен	serio	ADJ;INDF;FEM;SG	ADJ;MASC;PL
сериозна	seriedad	сериозен	seriedad	ADJ;INDF;FEM;SG	N;FEM;SG
триене	frotar	триене	frotar	N;INDF;NEUT;SG	V;NFIN
триене	frotando	триене	frotar	N;INDF;NEUT;SG	V;V.MSDR
триене	fricciones	триене	fricción	N;INDF;NEUT;SG	N;FEM;PL
вериги	cadena	верига	cadena	N;INDF;FEM;PL	N;FEM;SG
пита	pita	питам-(се)	pita	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
мексикански	mexicanos	мексикански	mexicano	ADJ;INDF;MASC;SG	N;MASC;PL
мексикански	mexicanas	мексикански	mexicano	ADJ;INDF;MASC;SG	ADJ;FEM;PL
мексикански	mexicano	мексикански	mexicano	ADJ;INDF;MASC;SG	N;MASC;SG
завръщане	regresar	завръщане	regresar	N;INDF;NEUT;SG	V;NFIN
нигер	níger	нигер	níger	PROPN;INDF;MASC;SG	N;MASC;SG
кръста	cruzado	кръст	cruzar	N;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
хауърд	howard	хауърд	howard	PROPN;INDF;MASC;SG	PROPN
въведен	acuñado	въведа	acuñado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
въведен	entrado	въведа	entrar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
въведен	introducido	въведа	introducir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
въведен	ingresado	въведа	ingresado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
въведен	introducido	въведа	introducir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
въведен	introducidos	въведа	introducido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
въведен	introducida	въведа	introducido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
сирене	quesos	сирене	queso	N;INDF;NEUT;SG	N;MASC;PL
фиджи	fiji	фиджа	fiji	N;INDF;PL	N;FEM;SG
фиджи	fiyi	фиджа	fiyi	N;INDF;PL	N;FEM;SG
консенсус	consensos	консенсус	consenso	N;INDF;MASC;SG	N;MASC;PL
винчи	vinci	винча	vinci	N;INDF;FEM;PL	N;MASC;SG
вечерта	tardes	вечер	tarde	N;DEF;FEM;SG	N;FEM;PL
вечерта	tarde	вечер	tarde	N;DEF;FEM;SG	ADV
добив	ceder	добив	ceder	N;INDF;MASC;SG	V;NFIN
либерия	liberia	либерия	liberia	PROPN;INDF;FEM;SG	N;FEM;SG
ритъм	rítmica	ритъм	rítmica	N;INDF;MASC;SG	ADJ;FEM;SG
тридесет	thirty	тридесет	thirty	NUM;INDF;PL	N
сребърни	plata	сребърен	plata	ADJ;INDF;PL	N;FEM;SG
сребърни	plateado	сребърен	plateado	ADJ;INDF;PL	ADJ;MASC;SG;V.PTCP
максимално	máximo	максимално	máximo	ADV	ADJ;MASC;SG
максимално	máxima	максимално	máximo	ADV	ADJ;FEM;SG
максимално	máximas	максимално	máxima	ADV	ADJ;FEM;PL
максимално	maximo	максимално	maximo	ADV	INTJ
мичиган	míchigan	мичиган	míchigar	N;INDF;MASC;SG	ADJ;SG
руснаците	rusas	руснак	ruso	N;DEF;MASC;PL	ADJ;FEM;PL
дискусия	discusiones	дискусия	discusión	N;INDF;FEM;SG	N;FEM;PL
федерален	federales	федерален	federal	ADJ;INDF;MASC;SG	ADJ;PL
федерален	fed	федерален	fed	ADJ;INDF;MASC;SG	N;FEM;SG
сериозен	serios	сериозен	serio	ADJ;INDF;MASC;SG	ADJ;MASC;PL
сериозен	seriedad	сериозен	seriedad	ADJ;INDF;MASC;SG	N;FEM;SG
насочени	dirigida	насоча-(се)	dirigido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
насочени	dirigido	насоча-(се)	dirigido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
минерални	minerales	минерален	mineral	ADJ;INDF;PL	N;PL
минерални	mineral	минерален	mineral	ADJ;INDF;PL	ADJ;SG
светец	santo	светец	santo	N;INDF;MASC;SG	
светец	santa	светец	santo	N;INDF;MASC;SG	ADJ;FEM;SG
типични	típico	типичен	típico	ADJ;INDF;PL	ADJ;MASC;SG
типични	típica	типичен	típico	ADJ;INDF;PL	ADJ;FEM;SG
тата	tata	тата	tata	PROPN;INDF;FEM;SG	N;SG
мечка	osos	мечка	ose	N;INDF;FEM;SG	N;MASC;PL
свален	descargado	сваля	descargado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
свален	descargados	сваля	descargado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
свален	descargada	сваля	descargado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
индиана	indiana	индиана	indiano	N;DEF;MASC;SG	ADJ;FEM;SG
привлечен	atraída	привлека	atraído	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
привлечен	atraído	привлека	atraer	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
привлечен	atraídos	привлека	atraer	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
лион	lyon	лион	lyon	PROPN;INDF;MASC;SG	N;MASC;SG
лион	león	лион	león	PROPN;INDF;MASC;SG	N;MASC;SG
лион	leon	лион	leer	PROPN;INDF;MASC;SG	N
шон	shawn	шон	shawn	PROPN;INDF;MASC;SG	PROPN
шон	sean	шон	ser	PROPN;INDF;MASC;SG	V;SBJV;PL;3;PRS;FIN
преход	transiciones	преход	transición	N;INDF;MASC;SG	N;FEM;PL
установено	establecido	установя-(се)	establecido	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
установено	establecidos	установя-(се)	establecido	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
установено	establecida	установя-(се)	establecido	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
съществено	sustancial	съществено	sustancial	ADV	ADJ;SG
съществено	substancial	съществено	substancial	ADV	ADJ;SG
съществено	sustanciales	съществено	sustancial	ADV	ADJ;PL
съществено	imprescindible	съществено	imprescindible	ADV	ADJ;SG
съществено	indispensable	съществено	indispensable	ADV	ADJ;SG
съществено	esenciales	съществено	esencial	ADV	ADJ;PL
съществено	imprescindibles	съществено	imprescindible	ADV	ADJ;PL
съществено	esencial	съществено	esencial	ADV	ADJ;SG
подпис	firmado	подпис	firmado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
подпис	firmada	подпис	firmado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
подпис	firmados	подпис	firmado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
подпис	firmas	подпис	firma	N;INDF;MASC;SG	N;FEM;PL
течност	fluido	течност	fluido	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
течност	fluida	течност	fluida	N;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
