der	the	der	the	DET;NOM;DEF;MASC;SG	
rhein	rhein	rhein	rhein	PROPN;NOM;SG	N
rhein	rhein	rhein	rhein	PROPN;NOM;SG	N
bewegung	motion	bewegung	motion		N
bewegung	dời	bewegung	dời		V
bewegung	chuyển	bewegung	chuyển		V
erfüllt	met	erfüllen	met	V;V.PTCP	
bayerischen	bavarian	bayerisch	bavarian	ADJ	
erde	đất	erde	đất		N
erde	đất	erde	đất		N
angegeben	chất	angeben	chất	V;V.PTCP	N
roten	đỏ	rot	đỏ	ADJ;NOM;PL	N
typ	kiểu	typ	kiểu		N
typ	gõ	typ	gõ		V
typ	loại	typ	loại		N
typ	typ	typ	typ		N
italienischen	iulian	italienisch	iulian	ADJ;NOM;MASC;PL	
united	united	united	united		N
united	hoa	united	hoa		N
mag	thích	mögen	thích	V;IND;SG;3;PRS;FIN	V
mag	mag	mögen	mag	V;IND;SG;3;PRS;FIN	
open	download	open	download		V
open	mở	open	mở		V
open	má	open	má		N
mainz	mainz	mainz	mainz	PROPN;NOM;NEUT;SG	N
wenigen	vài	wenig	vài	ADJ;ACC;INDF;PL	DET
boden	sàn	boden	sàn	ADV	N
boden	đất	boden	đất	ADV	N
boden	đất	boden	đất	ADV	N
boden	boden	boden	boden	ADV	V
boden	tầng	boden	tầng	ADV	N
boden	sàn	boden	sàn	ADV	N
grand	grand	grand	grand		N
grundlage	quỹ	grundlage	quỹ	ADJ;NOM;SG	N
grundlage	foundation	grundlage	foundation	ADJ;NOM;SG	N
grundlage	nọc	grundlage	nọc	ADJ;NOM;SG	N
grundlage	base	grundlage	base	ADJ;NOM;SG	
radio	đài	radio	đài		N
entdeckt	đốm	entdecken	đốm	V;V.PTCP	N
entdeckt	spotted	entdecken	spotted	V;V.PTCP	
bernhard	bernard	bernhard	bernard	PROPN;NOM;MASC;SG	
bernhard	bernhard	bernhard	bernhard	PROPN;NOM;MASC;SG	N
großbritannien	britain	großbritannien	britain	PROPN;NOM;NEUT;SG	N
halt	giữ	halt	giữ	ADV	V
ungarn	hungary	ungarn	hungary	PROPN;NOM;SG	N
ungarn	budapest	ungarn	budapest	PROPN;NOM;SG	N
preußischen	phổ	preußisch	phổ	ADJ;NOM;PL	N
heimat	motherland	heimat	motherland	N;FEM;SG	V
heimat	homeland	heimat	homeland	N;FEM;SG	
pierre	pierre	pier	pierre	PROPN;NOM;SG	
spielzeit	season	spielzeit	season	N;NOM;SG	
rock	váy	rock	váy		N
rock	dâu	rock	dâu		N
rock	đá	rock	đá		N
rock	rock	rock	rock		N
bester	bester	gut	bester	ADJ	
aufstieg	rise	aufsteigen	rise	V;IND;SG;3;PST;FIN	
aufstieg	ascent	aufsteigen	ascent	V;IND;SG;3;PST;FIN	
wiki	wiki	wiki	wiki		N
bank	ngân	bank	ngân		N
bank	bank	bank	bank		N
bank	ghế	bank	ghế		N
rein	sạch	rein	sạch	ADJ	V
tor	tor	tor	tor	N;NOM;NEUT;SG	V
tor	gate	tor	gate	N;NOM;NEUT;SG	
herbst	herbst	herbst	herbst	ADV	
herbst	sáp	herbst	sáp	ADV	V
herbst	rơi	herbst	rơi	ADV	V
herbst	sút	herbst	sút	ADV	V
herbst	ngã	herbst	ngã	ADV	N
schulen	trường	schallen	trường	V;NFIN	N
schulen	trường	schallen	trường	V;NFIN	N
allgemeine	allgemeine	allgemein	allgemeine	ADJ;NOM;FEM;PL	N
allgemeine	tướng	allgemein	tướng	ADJ;NOM;FEM;PL	N
grafen	đếm	graf	đếm		V
ebene	plains	eben	plains		N
ebene	lớp	eben	lớp		N
ebene	mức	eben	mức		N
ebene	tầng	eben	tầng		N
ebene	cấp	eben	cấp		N
schmidt	schmidt	schmeden	schmidt	PROPN	N
schmidt	schmitt	schmeden	schmitt	PROPN	
schmidt	smith	schmeden	smith	PROPN	
weiteres	thêm	weit	thêm	ADJ;NOM;NEUT;SG	V
bundesstaat	bang	bundesstaat	bang	ADJ	
essen	mat	essen	mat	V;NFIN	N
essen	essen	essen	essen	V;NFIN	
göttingen	göttingen	göttingen	göttingen	PROPN;NOM	
richter	richter	richter	richter	ADJ	N
ausstellung	expo	ausstellingen	expo	N;NOM;FEM;SG	
ausstellung	exposition	ausstellingen	exposition	N;NOM;FEM;SG	
geld	tien	geld	tien	N;NOM;NEUT;SG	
geld	cash	geld	cash	N;NOM;NEUT;SG	
winter	winter	winter	winter	N	
fehlen	vắng	fehlen	vắng	V;NFIN	ADJ
fehlen	vitamin	fehlen	vitamin	V;NFIN	N
wissenschaftliche	scholarly	wissenschaftlich	scholarly	ADJ;NOM;FEM;PL	V
familien	familie	familien	familie	V;IND;PL;3;FIN	N
familien	gia	familien	gia	V;IND;PL;3;FIN	N
familien	đình	familien	đình	V;IND;PL;3;FIN	N
inseln	isles	inseln	isles	N;NOM;FEM;PL	
anteil	chia	anteil	chia	ADV	V
anteil	share	anteil	share	ADV	V
legte	hệ	legen	hệ	V;IND;SG;3;PST;FIN	N
legte	sex	legen	sex	V;IND;SG;3;PST;FIN	N
nürnberg	nürnberg	nürnberg	nürnberg	PROPN;NOM;SG	N
nürnberg	nuremberg	nürnberg	nuremberg	PROPN;NOM;SG	N
blick	glance	blick	glance	ADV	
blick	xem	blick	xem	ADV	V
blick	view	blick	view	ADV	V
herr	herr	herr	herr	N;NOM;MASC;SG	
silber	bạc	silber	bạc		N
hintergrund	backgrounds	hintergrund	backgrounds	ADJ	
hintergrund	nền	hintergrund	nền	ADJ	
hintergrund	background	hintergrund	background	ADJ	
französisch	pháp	französisch	pháp	ADJ	N
theorie	thuyết	theorie	thuyết	PROPN	N
air	khí	air	khí	PROPN;NOM;MASC;SG	N
air	air	air	air	PROPN;NOM;MASC;SG	
manchmal	đôi	manchmal	đôi	ADV	NUM
allgemein	generic	allgemein	generic	ADJ	V
allgemein	universal	allgemein	universal	ADJ	
allgemein	tướng	allgemein	tướng	ADJ	N
verlauf	gradient	verlaufen	gradient	ADV	N
sperre	khoá	sperr	khoá		N
sperre	khóa	sperr	khóa		N
sperre	barrier	sperr	barrier		N
treffen	meet	treffen	meet	V;NFIN	ADJ
nutzung	dùng	nutzung	dùng	N;NOM;FEM;SG	V
nutzung	utilisation	nutzung	utilisation	N;NOM;FEM;SG	
nutzen	lợi	nutzen	lợi	V;NFIN	N
jurist	jurist	jurist	jurist	ADJ	
abo	abo	abo	abo	N;NOM;NEUT;SG	
fällt	ngã	fallen|fällen	ngã	V;IND;SG;3;PRS;FIN	N
fällt	falls	fallen|fällen	falls	V;IND;SG;3;PRS;FIN	N
fällt	thác	fallen|fällen	thác	V;IND;SG;3;PRS;FIN	N
fällt	falling	fallen|fällen	falling	V;IND;SG;3;PRS;FIN	N
zählt	lit	zählen	lit	V;IND;SG;3;PRS;FIN	N
nördlichen	bắc	nördlich	bắc	ADJ;NOM;MASC;SG	N
nordrhein	nordrhein	nordrhein	nordrhein	PROPN;NOM;NEUT;SG	V
ortschaft	phố	ortschaft	phố	ADJ	N
ortschaft	làng	ortschaft	làng	ADJ	N
tragen	gấu	tragen	gấu	V;NFIN	N
star	starling	Star	starling	PROPN	
star	celebrity	Star	celebrity	PROPN	
star	nổi	Star	nổi	PROPN	
star	star	Star	star	PROPN	
wichtigsten	chính	wichtig	chính	ADJ;PL	PART
wichtigsten	main	wichtig	main	ADJ;PL	N
westlichen	tây	westlich	tây	ADJ;NOM;MASC;SG	N
linken	trái	link	trái	ADJ;MASC;PL	
früheren	trước	früh	trước	ADJ	
kraft	buộc	krafen	buộc		V
kraft	sục	krafen	sục		V
kraft	lực	krafen	lực		N
braunschweig	brunswick	braunschweig	brunswick	ADJ	N
braunschweig	braunschweig	braunschweig	braunschweig	ADJ	N
herkunft	vạn	herkunft	vạn	N;NOM;FEM;SG	ADJ
herkunft	origins	herkunft	origins	N;NOM;FEM;SG	
sport	sport	sporen	sport	PROPN;SG	N
mittel	vừa	mittel	vừa	ADV	
mittel	medium	mittel	medium	ADV	
mittel	trung	mittel	trung	ADV	N
verbreitung	tràn	verbreitung	tràn	N;NOM;FEM;SG	V
theodor	theodor	theodor	theodor	PROPN;NOM;SG	
theodor	theodore	theodor	theodore	PROPN;NOM;SG	V
sofort	instant	sofort	instant	ADV	N
sofort	tức	sofort	tức	ADV	
sofort	tức	sofort	tức	ADV	
sofort	ngay	sofort	ngay	ADV	PART
wissenschaft	sci	wissenschaft	sci		N
gesetz	act	gesetz	act	N;NOM;NEUT;SG	NUM
moskau	moscow	moskau	moscow	PROPN;NOM;MASC;SG	N
moskau	moskva	moskau	moskva	PROPN;NOM;MASC;SG	N
hamburger	hamburger	hamburger	hamburger	PROPN	N
hamburger	hamburger	hamburger	hamburger	PROPN	N
edit	sửa	edit	sửa		V
verfügt	đã	verfügen	đã	V;IND;SG;3;PRS;FIN	
stimme	voice	stimmen	voice	V;IND;SG;3;PRS;FIN	N
stimme	giọng	stimmen	giọng	V;IND;SG;3;PRS;FIN	N
veröffentlichung	đăng	veröffentlichung	đăng	ADJ	V
ziemlich	khá	ziemlich	khá	ADV	
ziemlich	xinh	ziemlich	xinh	ADV	N
zahlen	số	zahlen	số	V;NFIN	N
verlassen	thác	verlassen	thác	V;NFIN	N
öffentliche	công	öffentlich	công	ADJ;NOM;FEM;PL	N
black	đen	black	đen	PROPN	ADJ
fehler	lỗi	fehler	lỗi	ADJ	N
fehler	rệp	fehler	rệp	ADJ	N
fehler	bọ	fehler	bọ	ADJ	N
fehler	lỗi	fehler	lỗi	ADJ	N
fehler	lỗi	fehler	lỗi	ADJ	N
fehler	lỗi	fehler	lỗi	ADJ	N
fehler	bug	fehler	bug	ADJ	N
stadion	stadion	stadion	stadion	N;NOM;NEUT;SG	
moderne	moderne	modern	moderne	ADJ;NOM;FEM;SG	N
moderne	modernism	modern	modernism	ADJ;NOM;FEM;SG	N
bekommen	get	bekommen	get	V;NFIN	
edition	edition	edition	edition	PROPN	
basel	basle	basel	basle	PROPN;NOM;SG	
basel	basel	basel	basel	PROPN;NOM;SG	N
org	org	org	org	;SG	
sur	sur	sur	sur	PROPN	NUM
sur	tức	sur	tức	PROPN	
wagen	toa	wagen	toa		V
wagen	xe	wagen	xe		N
unmittelbar	ngay	unmittelbar	ngay	ADJ	PART
unmittelbar	tức	unmittelbar	tức	ADJ	
wichtig	trọng	wichtig	trọng	ADJ	
leistung	sục	leistung	sục	N;NOM;FEM;SG	V
motor	tơ	motor	tơ	PROPN;SG	N
motor	motor	motor	motor	PROPN;SG	
offiziell	offical	offiziell	offical	ADJ	N
dieter	dieter	diet	dieter		N
texte	lyrics	texen	lyrics	ADV	N
texte	chữ	texen	chữ	ADV	N
gott	ơi	gott	ơi	N;NOM;MASC;SG	
gott	gosh	gott	gosh	N;NOM;MASC;SG	
gott	gott	gott	gott	N;NOM;MASC;SG	
rat	khuyên	rat	khuyên	N	V
gesetzt	set	setzen	set	V;V.PTCP	
unabhängig	lập	unabhängig	lập	ADJ	V
villa	villa	villa	villa		N
dichter	thơ	dicht	thơ	ADJ	N
helmut	helmut	helmut	helmut	PROPN;NOM;MASC;SG	N
nationalen	gạt	national	gạt	ADJ;NOM	V
hergestellt	chế	herstellen	chế	V;V.PTCP	N
tal	tall	tal	tall	N;NOM;NEUT;SG	
fotos	ảnh	fotos	ảnh		N
sagt	tràng	sagen	tràng	V;IND;SG;3;PRS;FIN	N
sagt	said	sagen	said	V;IND;SG;3;PRS;FIN	
gewinnen	thang	gewinnen	thang	V;NFIN	N
gewinnen	win	gewinnen	win	V;NFIN	N
gewinnen	thắng	gewinnen	thắng	V;NFIN	N
gewinnen	winning	gewinnen	winning	V;NFIN	N
gewinnen	thắng	gewinnen	thắng	V;NFIN	N
woche	tuần	woch	tuần	ADV	N
woche	tuần	woch	tuần	ADV	N
berufen	nguyễn	berufen	nguyễn	V;V.PTCP	N
oberen	upper	ober	upper	ADJ;NOM;PL	
schreibt	ib	schreiben	ib	V;IND;SG;3;PRS;FIN	N
schreibt	inbox	schreiben	inbox	V;IND;SG;3;PRS;FIN	
erich	eric	erich	eric	PROPN;NOM;MASC;SG	
erich	erick	erich	erick	PROPN;NOM;MASC;SG	
erich	erich	erich	erich	PROPN;NOM;MASC;SG	
fernsehen	tv	fernsehen	tv	V;NFIN	
fernsehen	tivi	fernsehen	tivi	V;NFIN	ADJ
großes	đúc	groß	đúc	ADJ;NOM;NEUT;SG	V
großes	đại	groß	đại	ADJ;NOM;NEUT;SG	N
großes	big	groß	big	ADJ;NOM;NEUT;SG	
schleswig	schleswig	Schleswig	schleswig	PROPN;NOM;NEUT;SG	N
stein	đá	stein	đá	PROPN;NOM;MASC;SG	N
stein	stone	stein	stone	PROPN;NOM;MASC;SG	
stein	stein	stein	stein	PROPN;NOM;MASC;SG	
preußen	phổ	preußen	phổ		N
mio	triệu	mio	triệu	;SG	NUM
mio	mio	mio	mio	;SG	N
mio	triệu	mio	triệu	;SG	NUM
braucht	nhu	brauchen	nhu	V;IND;SG;3;PRS;FIN	N
kosten	tốn	kosten	tốn	V;NFIN	ADJ
archiv	archiv	archiv	archiv	N;NOM;NEUT;SG	
archiv	archives	archiv	archives	N;NOM;NEUT;SG	
chor	chorus	chor	chorus	ADV	
stefan	stefan	stefan	stefan	PROPN;NOM;MASC;SG	N
zustand	status	zustand	status		N
zustand	tiêm	zustand	tiêm		V
zustand	trạng	zustand	trạng		N
bach	brook	bachen	brook		N
bach	bach	bachen	bach		N
polizei	cớm	polizei	cớm	ADJ	N
polizei	cảnh	polizei	cảnh	ADJ	N
polizei	sheriff	polizei	sheriff	ADJ	
jakob	jakob	jakob	jakob	PROPN;NOM;MASC;SG	N
jakob	jacob	jakob	jacob	PROPN;NOM;MASC;SG	N
jakob	james	jakob	james	PROPN;NOM;MASC;SG	N
mensch	ơi	mensch	ơi	N;SG	
mensch	gosh	mensch	gosh	N;SG	
mensch	human	mensch	human	N;SG	
mensch	man	mensch	man	N;SG	
höchste	supreme	hoch	supreme	ADJ;NOM;FEM;PL	
html	html	html	html		N
super	super	super	super	ADJ	N
super	siêu	super	siêu	ADJ	
australien	australia	australien	australia	PROPN;NOM;NEUT;SG	N
australien	úc	australien	úc	PROPN;NOM;NEUT;SG	N
hall	vắng	hall	vắng		ADJ
hall	lang	hall	lang		N
hall	sảnh	hall	sảnh		N
hall	hall	hall	hall		
zeiten	gian	zeiten	gian	V;NFIN	N
zeiten	thời	zeiten	thời	V;NFIN	N
zeiten	lần	zeiten	lần	V;NFIN	N
zeiten	times	zeiten	times	V;NFIN	
kreuz	kreuz	kreuz	kreuz	ADJ	
kreuz	chinh	kreuz	chinh	ADJ	
kreuz	chon	kreuz	chon	ADJ	V
station	trạm	station	trạm		N
station	ga	station	ga		N
png	png	png	png		N
länder	länder	land	länder	N;NOM;NEUT;PL	
länder	lander	land	lander	N;NOM;NEUT;PL	
zukunft	lai	zukunft	lai	N	
bern	bern	bern	bern		N
bern	berne	bern	berne		N
kanada	canada	kanada	canada	PROPN;NOM;NEUT;SG	N
unterhalb	dưới	unterhalb	dưới	ADP	N
veröffentlichungen	periodicals	veröffentlichung	periodicals	N;NOM;FEM;PL	
punkten	chấm	punken	chấm	N;NOM;MASC;PL	V
straßen	street	straß	street	N;NOM;PL	
mittelalter	medieval	mittelalt	medieval	ADV	N
mittelalter	mediaeval	mittelalt	mediaeval	ADV	N
gehalten	chức	halten	chức	V;V.PTCP	N
praxis	praxis	praxis	praxis	N;NOM;SG	
zählen	lit	zählen	lit	V;NFIN	N
rest	nghỉ	rest	nghỉ		V
konrad	konrad	konrad	konrad	PROPN;NOM;MASC;SG	
konrad	conrad	konrad	conrad	PROPN;NOM;MASC;SG	
druck	in	druck	in	ADV	
druck	in	druck	in	ADV	
freund	bạn	freund	bạn		N
freund	hiền	freund	hiền		N
freund	boyfriend	freund	boyfriend		N
antwort	tời	antworen	tời		N
love	love	love	love	PROPN	
love	yêu	love	yêu	PROPN	V
sowjetunion	soviet	sowjetunion	soviet	PROPN;NOM;SG	
stets	luôn	stets	luôn	ADV	
weißen	trắng	weiß	trắng	ADJ	N
weißen	white	weiß	white	ADJ	
weißen	bạch	weiß	bạch	ADJ	N
auflösung	vụn	auflösung	vụn	N;NOM;FEM;SG	ADJ
auflösung	giải	auflösung	giải	N;NOM;FEM;SG	V
salzburg	salzburg	salzburg	salzburg	PROPN	N
tritt	đá	treten	đá	V;IND;SG;3;PRS;FIN	N
erscheinen	nhê	erscheinen	nhê	V;NFIN	ADJ
wissenschaftlichen	scholarly	wissenschaftlich	scholarly	ADJ	V
fahrzeuge	lướt	fahrzeug	lướt	N;NOM;PL	V
fahrzeuge	oto	fahrzeug	oto	N;NOM;PL	
portal	cổng	portal	cổng		N
pfarrer	parson	pfarr	parson	ADJ	
schwester	sis	schwester	sis	ADJ	
schwester	chị	schwester	chị	ADJ	N
schwester	chị	schwester	chị	ADJ	N
augen	eye	augen	eye	N;NOM;NEUT;PL	
min	phút	min	phút		N
min	phút	min	phút		N
min	min	min	min		N
theologe	theologian	theolog	theologian	ADJ	V
notwendig	thiết	notwendig	thiết	ADJ	V
notwendig	ấp	notwendig	ấp	ADJ	N
simon	simon	simon	simon	PROPN;NOM;MASC;SG	
don	don	don	don	PROPN;NOM;MASC;SG	
antrag	motion	antragen	motion	ADJ	N
julius	julius	julius	julius	PROPN;NOM;MASC;SG	N
lieber	cưng	lieb	cưng		V
lake	hồ	laken	hồ	PROPN;SG	N
santa	trã	santa	trã	PROPN;NOM;SG	V
santa	santa	santa	santa	PROPN;NOM;SG	
science	sci	science	sci		N
label	thẻ	label	thẻ		N
label	nhãn	label	nhãn		N
red	đỏ	red	đỏ	PROPN;NOM;MASC;SG	N
älteste	elder	alt	elder	ADJ;NOM;FEM;PL	N
nationale	gạt	national	gạt	ADJ;NOM;FEM;PL	V
nationale	nationale	national	nationale	ADJ;NOM;FEM;PL	N
dein	của	dein	của	PRO;NOM;MASC;SG	ADP
niederlage	rout	niederlage	rout	N;NOM;FEM;SG	
niederlage	bại	niederlage	bại	N;NOM;FEM;SG	V
chicago	chicago	chicago	chicago	PROPN;NOM;SG	
institute	viện	institut	viện		N
sankt	sankt	sanken	sankt		N
formen	đơn	formen	đơn	V;NFIN	N
formen	khuôn	formen	khuôn	V;NFIN	N
orgel	organ	orgel	organ		N
video	videos	video	videos	N;NOM;NEUT;SG	
versehen	oversight	versehen	oversight	V;V.PTCP	
wolf	soi	wolf	soi	;SG	V
wolf	wolf	wolf	wolf	;SG	N
wolf	sói	wolf	sói	;SG	N
elf	eleven	elf	eleven	NUM	N
elf	elf	elf	elf	NUM	
übersetzt	dịch	übersetzen	dịch	V;V.PTCP	
öffentlichkeit	công	öffentlichkeit	công	ADJ	N
mädchen	girls	mädchen	girls	N;NOM;FEM;PL	
rote	đỏ	rot	đỏ	ADJ;NOM;FEM;PL	N
suchen	ve	suchen	ve	V;NFIN	
wissenschaften	khoa	wissenschaft	khoa	ADJ	
einzigen	single	einzig	single	ADJ;NOM;PL	
einzigen	đơn	einzig	đơn	ADJ;NOM;PL	N
einzigen	chỉ	einzig	chỉ	ADJ;NOM;PL	
einzigen	duy	einzig	duy	ADJ;NOM;PL	N
foto	foto	foto	foto		N
foto	ảnh	foto	ảnh		N
einzel	singles	einzel	singles		NUM
einzel	đơn	einzel	đơn		N
zweimal	twice	zweimal	twice	ADV	
eduard	edward	eduard	edward	PROPN;NOM;MASC;SG	
eduard	eduard	eduard	eduard	PROPN;NOM;MASC;SG	
evangelischen	evangelical	evangelisch	evangelical	ADJ;NOM;MASC;PL	
einheit	squad	einheit	squad	N;NOM;FEM;SG	
nordosten	bắc	nordosten	bắc	V;FIN	N
ritter	ritter	ritter	ritter	PROPN;NOM;SG	
ritter	kị	ritter	kị	PROPN;NOM;SG	V
darmstadt	darmstadt	darmstadt	darmstadt	PROPN;NOM;NEUT;SG	N
angeles	angeles	angeles	angeles	PROPN;NOM;NEUT;SG	N
zeitraum	gian	zeitraum	gian	ADV	N
zeitraum	thời	zeitraum	thời	ADV	N
nahezu	sắp	nahezu	sắp	ADV	
nahezu	gần	nahezu	gần	ADV	ADJ
nahezu	hầu	nahezu	hầu	ADV	
tom	tom	tom	tom	PROPN;NOM;MASC;SG	N
menge	volume	mengen	volume	N;NOM;FEM;SG	
zentimeter	cm	zentimeter	cm	ADV	N
zentimeter	inch	zentimeter	inch	ADV	N
zentimeter	centimet	zentimeter	centimet	ADV	
tübingen	tübingen	tübingen	tübingen	PROPN;NOM;SG	N
breit	vid	breit	vid	ADJ	
energie	lượng	energie	lượng		N
energie	sục	energie	sục		V
energie	lực	energie	lực		N
wesentlichen	essence	wesentlich	essence	ADJ	N
standen	sto	stehen	sto	V;IND;PL;3;PST;FIN	
aktuelle	topical	aktuell	topical	ADJ;NOM;FEM;PL	
arthur	arthur	arthur	arthur	PROPN;NOM;MASC;SG	
life	đời	life	đời	PROPN	N
leistungen	lợi	leistung	lợi	V;PL	N
frühjahr	spring	frühjahr	spring	ADV	
frühjahr	xuân	frühjahr	xuân	ADV	N
holstein	holstein	holstein	holstein	PROPN;NOM;SG	V
teilnahme	tooltip	teilnahme	tooltip	ADV	N
besuch	khách	besuchen	khách	V;IND;SG;3;PST;FIN	N
besuch	khách	besuchen	khách	V;IND;SG;3;PST;FIN	N
besuch	khách	besuchen	khách	V;IND;SG;3;PST;FIN	N
original	gốc	original	gốc	ADJ	
original	tác	original	tác	ADJ	N
vaters	bố	vaters	bố		N
vaters	cha	vaters	cha		N
prag	prague	pragen	prague	PROPN;NOM;NEUT;SG	N
prag	praha	pragen	praha	PROPN;NOM;NEUT;SG	N
polnischen	polish	polnisch	polish	ADJ;NOM;MASC;PL	NUM
bot	bot	bieten	bot	V;IND;SG;3;PST;FIN	N
bot	robot	bieten	robot	V;IND;SG;3;PST;FIN	N
nochmal	lại	nochmal	lại		
verstehen	hieu	verstehen	hieu	V;NFIN	N
ehefrau	vơ	ehefrau	vơ	N;NOM;FEM;SG	V
ehefrau	vk	ehefrau	vk	N;NOM;FEM;SG	
eins	xả	ein	xả		V
eins	một	ein	một		NUM
josé	jose	josé	jose	PROPN;NOM;MASC;SG	N
josé	jose	josé	jose	PROPN;NOM;MASC;SG	N
josé	josé	josé	josé	PROPN;NOM;MASC;SG	N
schlecht	badly	schlecht	badly	ADJ	
schlecht	bad	schlecht	bad	ADJ	
schlecht	khiếp	schlecht	khiếp	ADJ	V
schlecht	tệ	schlecht	tệ	ADJ	N
shift	shift	shefen	shift	PROPN	N
shift	ca	shefen	ca	PROPN	N
chemie	hóa	chemie	hóa	N;NOM;FEM	
chemie	hóa	chemie	hóa	N;NOM;FEM	
chemie	lờ	chemie	lờ	N;NOM;FEM	V
angriff	onslaught	angreifen	onslaught	N	
sängerin	vocalist	sängerin	vocalist	ADJ	
gewonnen	won	gewinnen	won	V;V.PTCP	
gewonnen	thắng	gewinnen	thắng	V;V.PTCP	N
fakultät	khoa	fakultät	khoa	N	
verhältnis	ratios	verhältnis	ratios	V;NFIN	
evangelische	evangelical	evangelisch	evangelical	ADJ;NOM;FEM;PL	
diskutiert	dóc	diskutieren	dóc	V;V.PTCP	
luft	air	lüfen	air	N;NOM;FEM;SG	
mexiko	mexico	mexiko	mexico	PROPN;NOM;NEUT;SG	N
reise	voyage	reise	voyage		N
reise	du	reise	du		N
reise	tý	reise	tý		N
laufbahn	nghiệp	laufbahnen	nghiệp	V;IND;SG;3;PST;FIN	ADJ
entsteht	emerges	entstehen	emerges	V;IND;SG;3;PRS;FIN	N
älteren	elder	alt	elder	ADJ	N
datum	ngày	datum	ngày		N
datum	ngày	datum	ngày		N
eigenes	chính	eigen	chính	ADJ;NOM;NEUT;SG	PART
marine	marine	marin	marine	N;NOM;FEM;SG	
gelegentlich	uncommon	gelegentlich	uncommon	ADJ	N
tat	tat	tun	tat	V;IND;SG;3;PST;FIN	
kalifornien	california	kalifornien	california	PROPN;NOM;NEUT;SG	
kassel	kassel	kassel	kassel	PROPN;NOM;SG	
meer	biển	meer	biển	ADJ	N
meer	biển	meer	biển	ADJ	N
heft	notebook	hefen	notebook		N
heft	mục	hefen	mục		N
gast	khách	gast	khách		N
nächste	sắp	nah	sắp	ADJ;NOM;FEM;PL	
nächste	kế	nah	kế	ADJ;NOM;FEM;PL	V
nächste	tiếp	nah	tiếp	ADJ;NOM;FEM;PL	V
nächste	kit	nah	kit	ADJ;NOM;FEM;PL	
griechischen	hellenic	griechisch	hellenic	ADJ;NOM;PL	N
deutsches	deutsches	deutsch	deutsches	ADJ;NOM;NEUT;SG	N
türkei	istanbul	türkei	istanbul	PROPN	
bronze	đồng	bronz	đồng		N
setzen	chua	setzen	chua	V;NFIN	N
setzen	norad	setzen	norad	V;NFIN	
setzen	set	setzen	set	V;NFIN	
japanischen	nhật	japanisch	nhật	ADJ;NOM;MASC;PL	
grenzen	viền	grenzen	viền	V;NFIN	N
grenzen	frontiers	grenzen	frontiers	V;NFIN	N
oper	opera	oper	opera	N;NOM;FEM;SG	
oper	oper	oper	oper	N;NOM;FEM;SG	
smith	smith	smith	smith	PROPN;NOM;SG	
fenster	windows	fenster	windows	ADJ	N
fenster	sổ	fenster	sổ	ADJ	N
königs	vua	königs	vua		N
farbe	nhuộm	farben	nhuộm		V
farbe	màu	farben	màu		N
farbe	mầu	farben	mầu		N
farbe	sơn	farben	sơn		N
farbe	màu	farben	màu		N
farbe	màu	farben	màu		N
commons	commons	common	commons		N
dissertation	dissertation	dissertation	dissertation		N
poly	poly	poly	poly		
matthias	matthias	matthias	matthias	PROPN;NOM;MASC;SG	N
unteren	hạ	unter	hạ	ADJ	V
russisch	nga	russisch	nga	ADJ	N
horst	horst	horsen	horst	PROPN;NOM;MASC;SG	N
unternehmer	buôn	unternehmer	buôn	ADJ	V
karten	vé	kart	vé	V;NFIN	N
karten	bài	kart	bài	V;NFIN	N
karten	thẻ	kart	thẻ	V;NFIN	N
grafschaft	quận	grafschaft	quận	ADJ	N
grafschaft	hạt	grafschaft	hạt	ADJ	N
vierten	mùng	viert	mùng	ADJ;NOM;MASC;PL	N
aktuell	tin	aktuell	tin	ADJ	
aktuell	topical	aktuell	topical	ADJ	
boot	boot	booen	boot	ADV	N
boot	tàu	booen	tàu	ADV	N
boot	thuyền	booen	thuyền	ADV	N
boot	boat	booen	boat	ADV	N
reichen	vương	reichen	vương	V;NFIN	N
reichen	giàu	reichen	giàu	V;NFIN	ADJ
reichen	rich	reichen	rich	V;NFIN	
stimmt	đúng	stimmen	đúng	V;IND;SG;3;PRS;FIN	ADJ
stimmt	thật	stimmen	thật	V;IND;SG;3;PRS;FIN	PART
stimmt	đúng	stimmen	đúng	V;IND;SG;3;PRS;FIN	ADJ
kurzen	bài	kurz	bài	ADJ;ACC;MASC;SG	N
kurzen	short	kurz	short	ADJ;ACC;MASC;SG	
kurzen	lá	kurz	lá	ADJ;ACC;MASC;SG	N
licht	châm	licht	châm	PROPN	N
licht	đèn	licht	đèn	PROPN	N
licht	nhạt	licht	nhạt	PROPN	ADJ
licht	lighting	licht	lighting	PROPN	
licht	đèn	licht	đèn	PROPN	N
oxford	oxford	oxford	oxford	PROPN;NOM;MASC;SG	N
ungefähr	khoảng	ungefähr	khoảng	ADV	ADJ
ungefähr	khoảng	ungefähr	khoảng	ADV	ADJ
ungefähr	approx	ungefähr	approx	ADV	NUM
zeigte	revealed	zeigen	revealed	V;IND;SG;3;PST;FIN	
standort	website	standoren	website	ADV	N
standort	site	standoren	site	ADV	
lehre	dạy	lehr	dạy	N;NOM;FEM;SG	V
spitze	apex	spitz	apex	ADJ	
spitze	nắp	spitz	nắp	ADJ	N
spitze	top	spitz	top	ADJ	
spitze	đỉnh	spitz	đỉnh	ADJ	N
spitze	mẹo	spitz	mẹo	ADJ	N
