til	untuk	til	untuk	ADV	ADP
forgæves	sia	forgæves	sia	V;NFIN;PASS	
tjekkoslovakiet	cekoslowakia	tjekkoslovakium	cekoslowakia	N;DEF;NEUT;SG	PROPN
besætningen	crew	besætning	crew	N;DEF;MASC+FEM;SG	PROPN
formue	fortune	formue	fortune	N;INDF;MASC+FEM;SG	PROPN
hogan	hogan	hogan	hogan		PROPN
båd	boat	båd	boat	N;INDF;MASC+FEM;SG	PROPN
rené	rené	rené	rené	N;INDF;MASC+FEM;SG	PROPN
rené	rene	rené	rene	N;INDF;MASC+FEM;SG	PROPN
zur	zur	zur	zur		PROPN
fyrste	prince	fyrste	prince	N;INDF;MASC+FEM;SG	PROPN
napoli	napoli	napoli	napoli		PROPN
napoli	napoli	napoli	napoli		PROPN
jeff	jeff	jeff	jeff	PROPN	PROPN
vendt	dibalik	vende	dibalik	V;INDF;SG;PST;V.PTCP	ADP;SG;PASS
mick	mick	mick	mick	PROPN	PROPN
bull	bull	bull	bull	N;INDF;MASC+FEM;SG	PROPN
marx	marx	marx	marx		N
lykkes	sukses	lykkes	sukses	V;NFIN;ACT	ADJ;SG
vilkår	ketentuan	vilkår	ketentuan	N;INDF;NEUT;PL	N;SG
vilkår	syarat	vilkår	syarat	N;INDF;NEUT;PL	N;SG
vilkår	kondisi	vilkår	kondisi	N;INDF;NEUT;PL	N;SG
vilkår	klu	vilkår	klu	N;INDF;NEUT;PL	PROPN
vilkår	ketentuan	vilkår	ketentuan	N;INDF;NEUT;PL	N;SG
tyrkisk	turki	tyrkisk	turki	ADJ;INDF;SG	PROPN;SG
tyrkisk	turkish	tyrkisk	turkish	ADJ;INDF;SG	PROPN
tilgang	dekati	tilgang	dekati	N;INDF;MASC+FEM;SG	V;SG;ACT
antyder	sarankan	antyde	sarankan	V;IND;PRS;FIN;ACT	
reserve	reservasi	reserve	reservasi	N;INDF;MASC+FEM;SG	PROPN
kunstnerisk	artistik	kunstnerisk	artistik	ADV	ADJ;SG
blad	blade	blad	blade	N;INDF;NEUT;SG	PROPN
omgange	lap	omgange	lap	N;INDF;MASC+FEM;PL	PROPN;SG
situationer	situasi	situation	situasi	N;INDF;MASC+FEM;PL	N;SG
mose	mose	mose	mose	N;INDF;MASC+FEM;SG	PROPN
mose	paya	mose	paya	N;INDF;MASC+FEM;SG	PROPN
mose	marsh	mose	marsh	N;INDF;MASC+FEM;SG	PROPN
mose	bog	mose	bog	N;INDF;MASC+FEM;SG	PROPN
ulrich	ulrich	ulrich	ulrich		PROPN
dødsfald	kematian	dødsfald	kematian	N;INDF;NEUT;PL	N;SG
dødsfald	death	dødsfald	death	N;INDF;NEUT;PL	PROPN
dødsfald	maut	dødsfald	maut	N;INDF;NEUT;PL	PROPN;SG
dødsfald	mati	dødsfald	mati	N;INDF;NEUT;PL	ADJ;SG
dødsfald	kematian	dødsfald	kematian	N;INDF;NEUT;PL	N;SG
militært	kemiliteran	militært	kemiliteran	ADJ;INDF;NEUT;SG	N;SG
mødet	meeting	møde	meeting	N;DEF;NEUT;SG	PROPN
haver	gardens	have	gardens	N;INDF;MASC+FEM;PL	PROPN
haver	kebun	have	kebun	N;INDF;MASC+FEM;PL	N;SG
presse	press	presse	press	N;INDF;MASC+FEM;SG	PROPN
claude	claude	claude	claude		PROPN
stammen	tribe	stam	tribe	N;DEF;MASC+FEM;SG	PROPN
stammen	gagap	stam	gagap	N;DEF;MASC+FEM;SG	PROPN;SG
brændt	bakaran	brænde	bakaran	V;INDF;SG;PST;V.PTCP	N;SG
brændt	panggang	brænde	panggang	V;INDF;SG;PST;V.PTCP	N;SG
tjene	ern	tjene	ern	V;NFIN;ACT	PROPN
nil	nil	nil	nil		PROPN
sigurd	sigurd	sigurd	sigurd	N;INDF;MASC+FEM;SG	PROPN
mtv	mtv	mtv	mtv	N;INDF;MASC+FEM;SG	PROPN
bus	bus	bus	bus	N;INDF;MASC+FEM;SG	PROPN;SG
bus	bis	bus	bis	N;INDF;MASC+FEM;SG	PROPN
bobby	bobby	bobby	bobby		PROPN
syge	ill	syg	ill	ADJ;PL	PROPN
syge	sakit	syg	sakit	ADJ;PL	N;SG
syge	sick	syg	sick	ADJ;PL	PROPN
chan	chan	chan	chan		PROPN
løbe	running	løbe	running	V;NFIN;ACT	PROPN
løbe	lari	løbe	lari	V;NFIN;ACT	N;SG
løbe	lari	løbe	lari	V;NFIN;ACT	N;SG
warner	warner	warner	warner	N;INDF;MASC+FEM;SG	PROPN
kro	inn	kro	inn	N;INDF;MASC+FEM;SG	PROPN
konkurs	bangkrut	konkurs	bangkrut	N;INDF;MASC+FEM;SG	;SG
salzburg	salzburg	salzburg	salzburg	N;INDF;MASC+FEM;SG	PROPN
nice	nice	nice	nice		PROPN
medicinsk	kedokteran	medicinsk	kedokteran	ADV	N;SG
medicinsk	medis	medicinsk	medis	ADV	N;SG
medicinsk	medical	medicinsk	medical	ADV	PROPN
adolph	adolph	adolph	adolph	N;INDF;MASC+FEM;SG	PROPN
markerede	ditandai	markere	ditandai	V;IND;PST;FIN;ACT	V;SG;PASS
tiderne	kali	tid	kali	N;DEF;MASC+FEM;PL	N;SG
tiderne	times	tid	times	N;DEF;MASC+FEM;PL	PROPN
hills	bukit	hills	bukit	N;INDF;MASC+FEM;SG	PROPN;SG
hills	hills	hills	hills	N;INDF;MASC+FEM;SG	PROPN
kommunale	kotamadya	kommunal	kotamadya	ADJ;PL	N;SG
kommunale	municipal	kommunal	municipal	ADJ;PL	PROPN
rådet	council	råd	council	N;DEF;NEUT;SG	PROPN
fremgang	progress	fremgang	progress	N;INDF;MASC+FEM;SG	PROPN
sara	sara	sara	sara		PROPN
socialt	sosial	socialt	sosial	ADJ;INDF;NEUT;SG	N;SG
socialt	social	socialt	social	ADJ;INDF;NEUT;SG	PROPN
socialt	sosial	socialt	sosial	ADJ;INDF;NEUT;SG	N;SG
partner	partner	partner	partner	N;INDF;MASC+FEM;SG	PROPN
barbara	barbara	barbara	barbara		PROPN
læger	dokter	læge	dokter	N;INDF;MASC+FEM;PL	N;SG
danser	dancer	danse	dancer	V;IND;PRS;FIN;ACT	N
danser	penari	danse	pentari	V;IND;PRS;FIN;ACT	N;SG
danser	menari	danse	mentari	V;IND;PRS;FIN;ACT	PROPN;SG
danser	dancing	danse	dancing	V;IND;PRS;FIN;ACT	PROPN
dybe	sedalam	dyb	sedalam	ADJ;PL	;SG
dybe	mendalam	dyb	mendalam	ADJ;PL	V;SG;ACT
dybe	deep	dyb	deep	ADJ;PL	PROPN
overraskende	anehnya	overraske	aneh	V;PRS;V.PTCP	N;SG
illustreret	illustrated	illustrere	illustrated	V;INDF;SG;PST;V.PTCP	PROPN
illustreret	ilustrasi	illustrere	ilustrasi	V;INDF;SG;PST;V.PTCP	N;SG
retter	piring	ret	piring	N;INDF;MASC+FEM;PL	N;SG
retter	pengadilan	ret	penadilan	N;INDF;MASC+FEM;PL	N;SG
embedsmænd	pejabat	embedsmand	pejabat	N;INDF;MASC+FEM;PL	N;SG
fin	sirip	fin	sirip	ADJ;INDF;MASC+FEM;SG	N;SG
fin	fin	fin	fin	ADJ;INDF;MASC+FEM;SG	PROPN
bosnien	bosnia	bosni	bosnia	N;DEF;MASC+FEM;SG	PROPN
erfaringer	pengalaman	erfaring	pengalaman	N;INDF;MASC+FEM;PL	N;SG
erfaringer	pengalaman	erfaring	pengalaman	N;INDF;MASC+FEM;PL	N;SG
belgisk	belgia	belgisk	belgia	ADJ;INDF;SG	PROPN;SG
harris	harris	harris	harris		PROPN
fjenden	enemy	fjende	enemy	N;DEF;MASC+FEM;SG	PROPN
lawrence	lawrence	lawrence	lawrence		PROPN
rigt	rich	rigt	rich	ADJ;INDF;NEUT;SG	PROPN
indfødte	pribumi	indføde	pribumi	V;PL;PST;V.PTCP	N
indfødte	pribumi	indføde	pribumi	V;PL;PST;V.PTCP	N
indfødte	native	indføde	native	V;PL;PST;V.PTCP	PROPN
grove	grove	grov	grove	ADJ;PL	PROPN
grove	kasar	grov	kasar	ADJ;PL	ADJ;SG
eddie	eddie	eddie	eddie		PROPN
fest	party	fest	party	N;INDF;MASC+FEM;SG	PROPN
fest	berpesta	fest	berpesta	N;INDF;MASC+FEM;SG	V;SG;ACT
oplevelser	pengalaman	oplevelse	pengalaman	N;INDF;MASC+FEM;PL	N;SG
oplevelser	bertualang	oplevelse	bertualang	N;INDF;MASC+FEM;PL	V;SG;ACT
oplevelser	adventures	oplevelse	adventures	N;INDF;MASC+FEM;PL	PROPN
oplevelser	petualangan	oplevelse	petualangan	N;INDF;MASC+FEM;PL	N;SG
olympisk	olympic	olympisk	olympic	ADJ;INDF;SG	PROPN
olympisk	olimpiade	olympisk	olimpiade	ADJ;INDF;SG	N;SG
matematisk	matematis	matematisk	matematis	ADV	N
matematisk	matematika	matematisk	matematika	ADV	N;SG
matematisk	matematika	matematisk	matematika	ADV	N;SG
matematisk	matematis	matematisk	matematis	ADV	N
bush	semak	bush	semak	PROPN	N;SG
bush	bush	bush	bush	PROPN	PROPN
optagelse	merekam	optagelse	menrekam	N;INDF;MASC+FEM;SG	V;SG;ACT
kunder	pelanggan	kunde	penlanggan	N;INDF;MASC+FEM;PL	N;SG
kunder	klien	kunde	klien	N;INDF;MASC+FEM;PL	N;SG
peru	peru	peru	peru	PROPN	PROPN
uppsala	uppsala	uppsala	uppsala	N;INDF;NEUT;SG	PROPN
wolfgang	wolfgang	wolfgang	wolfgang	N;INDF;MASC+FEM;SG	PROPN
simonsen	simonsen	simonsen	simonsen	N;DEF;MASC+FEM;SG	PROPN
ingeborg	ingeborg	ingeborg	ingeborg	N;INDF;MASC+FEM;SG	PROPN
havne	pelabuhan	havne	penlabuhan	N;INDF;MASC+FEM;PL	N;SG
havne	port	havne	port	N;INDF;MASC+FEM;PL	PROPN
havne	pelabuhan	havne	penlabuhan	N;INDF;MASC+FEM;PL	N;SG
havne	dermaga	havne	dermaga	N;INDF;MASC+FEM;PL	N;SG
havne	port	havne	port	N;INDF;MASC+FEM;PL	PROPN
klein	klein	klein	klein	N;INDF;MASC+FEM;SG	PROPN
asp	asp	asp	asp		PROPN
bekræftet	konfirmasi	bekræfte	konfirmasi	V;INDF;SG;PST;V.PTCP	N;SG
ekstremt	sangat	ekstremt	sangat	ADJ;INDF;SG	ADV
ekstremt	amat	ekstremt	amat	ADJ;INDF;SG	
ekstremt	ekstrem	ekstremt	ekstrem	ADJ;INDF;SG	N;SG
ekstremt	ekstrim	ekstremt	ekstrim	ADJ;INDF;SG	N;SG
ekstremt	extreme	ekstremt	extreme	ADJ;INDF;SG	N
landene	negara	land	negara	N;DEF;NEUT;PL	N;SG
sværd	sword	sværd	sword	N;INDF;NEUT;SG	PROPN
opus	opus	opus	opus	N;INDF;NEUT;SG	PROPN
processer	proses	processe	proses	N;INDF;MASC+FEM;PL	N;SG
eriksen	eriksen	erikse	eriksen	N;DEF;MASC+FEM;SG	PROPN
dyrkede	berbudaya	dyrke	berbudaya	V;PL;PST;V.PTCP	V;SG;ACT
dyrkede	dibudidayakan	dyrke	dibudidayakan	V;PL;PST;V.PTCP	V;SG;PASS
sportsgrene	olahraga	sportsgen	olahraga	N;DEF;NEUT;PL	N;SG
sportsgrene	sports	sportsgen	sports	N;DEF;NEUT;PL	PROPN
imperium	empire	imperium	empire	N;INDF;NEUT;SG	PROPN
mikael	mikael	mikael	mikael		PROPN
præster	imam	præste	imam	N;INDF;MASC+FEM;PL	N;SG
præster	ulama	præste	ulama	N;INDF;MASC+FEM;PL	N;SG
alperne	alpen	alperne	alpen	N;DEF;MASC+FEM;PL	PROPN
alperne	alpine	alperne	alpine	N;DEF;MASC+FEM;PL	PROPN
olympic	olympic	olympic	olympic		PROPN
olympic	olimpiade	olympic	olimpiade		N;SG
nødvendig	diperlukan	nødvendig	diperlukan	ADJ;INDF;MASC+FEM;SG	V;SG;PASS
nødvendig	perlu	nødvendig	perlu	ADJ;INDF;MASC+FEM;SG	V;SG;ACT
nødvendig	diperlukan	nødvendig	diperlukan	ADJ;INDF;MASC+FEM;SG	V;SG;PASS
nødvendig	dibutuhkan	nødvendig	dibutuhkan	ADJ;INDF;MASC+FEM;SG	V;SG;PASS
regerede	diperintah	regere	diperintah	V;IND;PST;FIN;ACT	V;SG;PASS
regerede	dikuasai	regere	dikuasai	V;IND;PST;FIN;ACT	V;SG;PASS
mellemrum	jarak	mellemrum	jarak	N;INDF;NEUT;PL	N;SG
mellemrum	ruang	mellemrum	ruang	N;INDF;NEUT;PL	N;SG
mellemrum	space	mellemrum	space	N;INDF;NEUT;PL	PROPN
mellemrum	angkasa	mellemrum	angkasa	N;INDF;NEUT;PL	N;SG
russerne	rusia	russer	rusia	N;DEF;MASC+FEM;PL	PROPN
glad	ibrahimovic	glad	ibrahimovic	ADJ;INDF;SG	N;SG
glad	happy	glad	happy	ADJ;INDF;SG	PROPN
guadalcanal	guadalcanal	guadalcanal	guadalcanal	N;INDF;NEUT;SG	PROPN
deltagende	berpartisipasi	deltagende	berpartisipasi	ADJ	V;SG;ACT
antarktis	antarktika	antarktis	antarktika	N;INDF;MASC+FEM;SG	PROPN
antarktis	antartika	antarktis	antartika	N;INDF;MASC+FEM;SG	PROPN;SG
antarktis	antarktika	antarktis	antarktika	N;INDF;MASC+FEM;SG	PROPN
interne	internal	interne	internal	ADJ;PL	ADJ;SG
pas	passport	pas	passport	N;INDF;NEUT;SG	PROPN
bonde	bonde	bond	bonde	N;INDF;MASC+FEM;SG	PROPN
bonde	private	bond	private	N;INDF;MASC+FEM;SG	PROPN
bonde	farmer	bond	farmer	N;INDF;MASC+FEM;SG	PROPN
giovanni	giovanni	giovanni	giovanni		PROPN
foreslår	sarankan	foreslå	sarankan	V;IND;PRS;FIN;ACT	
foreslår	sarankan	foreslå	sarankan	V;IND;PRS;FIN;ACT	
schweiziske	swiss	schweizisk	swiss	ADJ;PL	PROPN
indsatte	narapidana	indsætte	narapidana	V;PL;PST;V.PTCP	N
indsatte	napi	indsætte	napi	V;PL;PST;V.PTCP	N;SG
indsatte	tahanan	indsætte	tahanan	V;PL;PST;V.PTCP	N;SG
indsatte	narapidana	indsætte	narapidana	V;PL;PST;V.PTCP	N
indsatte	narapidana	indsætte	narapidana	V;PL;PST;V.PTCP	N
indsatte	tahanan	indsætte	tahanan	V;PL;PST;V.PTCP	N;SG
indsatte	narapidana	indsætte	narapidana	V;PL;PST;V.PTCP	N
sekondløjtnant	ensign	sekondløjtnan	ensign	N;INDF;MASC+FEM;SG	PROPN
bryan	bryan	bryan	bryan		PROPN
württemberg	württemberg	württemberg	württemberg		PROPN
spise	makan	spise	makan	V;NFIN;ACT	N;SG;ACT
spise	makan	spise	makan	V;NFIN;ACT	N;SG;ACT
spise	eat	spise	eat	V;NFIN;ACT	PROPN
deltagerne	peserta	deltager	peserta	N;DEF;MASC+FEM;PL	N;SG
deltagerne	partisipan	deltager	partisipan	N;DEF;MASC+FEM;PL	N;SG
rosa	rosa	rosa	rosa		PROPN
stål	steel	stål	steel	N;INDF;MASC+FEM;SG	PROPN
lyon	lyon	lyon	lyon		PROPN
lyon	lyons	lyon	lyons		PROPN
bowl	bowl	bowl	bowl		PROPN
bowl	mangkuk	bowl	mangkuk		N
bowl	mangkok	bowl	mangkok		N
input	masukkan	input	masukkan	N;INDF;NEUT;SG	V;SG;ACT
midlertidigt	sementara	midlertidigt	sementara	ADV	CONJ
midlertidigt	temporer	midlertidigt	temporer	ADV	N
midlertidigt	sementara	midlertidigt	sementara	ADV	CONJ
ortodokse	ortodoks	ortodokse	ortodoks	ADJ;PL	PROPN
ortodokse	orthodox	ortodokse	orthodox	ADJ;PL	PROPN
köln	cologne	köln	cologne		PROPN
köln	köln	köln	köln		PROPN
hjemlandet	homeland	hjemland	homeland	N;DEF;NEUT;SG	PROPN
hjemlandet	nusa	hjemland	nusa	N;DEF;NEUT;SG	PROPN
lejre	kamp	lejr	kamp	N;INDF;MASC+FEM;PL	N;SG
cover	cover	cove	cover	N;INDF;MASC+FEM;SG	PROPN
cover	tutupi	cove	tutupi	N;INDF;MASC+FEM;SG	V;SG;ACT
portugisiske	portugis	portugisk	portugis	ADJ;PL	PROPN
miller	miller	mille	miller	N;INDF;MASC+FEM;SG	PROPN
sofie	sofia	sofie	sofia		PROPN
sofie	sofie	sofie	sofie		PROPN
uss	uss	uss	uss		PROPN
carlo	carlo	carlo	carlo		PROPN
leverede	dikirimkan	levere	dikirimkan	V;IND;PST;FIN;ACT	V;SG;PASS
leverede	dikirim	levere	dikirim	V;IND;PST;FIN;ACT	V;SG;PASS
leverede	terkirim	levere	terkirim	V;IND;PST;FIN;ACT	V;SG;PASS
leverede	disampaikan	levere	disampaikan	V;IND;PST;FIN;ACT	V;SG;PASS
leverede	disediakan	levere	disediakan	V;IND;PST;FIN;ACT	V;SG;PASS
bidraget	kontribusi	bidrage	kontribusi	V;INDF;SG;PST;V.PTCP	N;SG
bidraget	kontribusi	bidrage	kontribusi	V;INDF;SG;PST;V.PTCP	N;SG
lyse	terang	lyse	terang	ADJ;PL	ADJ;SG
lyse	bright	lyse	bright	ADJ;PL	PROPN
lyse	cerah	lyse	cerah	ADJ;PL	ADJ;SG
organismer	organisme	organisme	organisme	N;INDF;MASC+FEM;PL	N;SG
organismer	organisme	organisme	organisme	N;INDF;MASC+FEM;PL	N;SG
schleswig	schleswig	schleswig	schleswig	N;INDF;NEUT;SG	PROPN
fortid	past	fortid	past	N;INDF;MASC+FEM;SG	PROPN
brudt	patah	bryde	patah	V;INDF;SG;PST;V.PTCP	ADJ;SG
brudt	rusak	bryde	rusak	V;INDF;SG;PST;V.PTCP	ADJ;SG
brudt	broken	bryde	broken	V;INDF;SG;PST;V.PTCP	PROPN
andres	andres	anden	andres	DET;GEN;PL	PROPN
begrænsede	limited	begrænse	limited	V;PL;PST;V.PTCP	PROPN
begrænsede	terbatas	begrænse	terbatas	V;PL;PST;V.PTCP	V;SG
begrænsede	dibatasi	begrænse	dibatasi	V;PL;PST;V.PTCP	V;SG;PASS
bach	bach	bach	bach		PROPN
steven	steven	stev	steven	PROPN	PROPN
regner	hujan	regne	hujan	V;IND;PRS;FIN;ACT	N;SG
mobile	mobile	mobil	mobile		PROPN
mobile	seluler	mobil	seluler		N;SG
mobile	ponsel	mobil	ponsel		N;SG
mobile	handphone	mobil	handphone		PROPN
three	tiga	thre	tiga		NUM
three	three	thre	three		PROPN
inkl	incl	inkl	incl	V;IMP	PROPN
four	empat	four	empat		NUM
four	four	four	four		PROPN
family	keluarga	family	keluarga		N;SG
family	family	family	family		PROPN
family	famili	family	famili		N;SG
fakta	fact	fakta	fact	N;INDF;NEUT;SG	PROPN
beslutninger	resolusi	beslutning	resolusi	N;INDF;MASC+FEM;PL	N;SG
beslutninger	keputusan	beslutning	keputusan	N;INDF;MASC+FEM;PL	N;SG
thailand	thailand	thailand	thailand		PROPN
mister	kehilangan	miste	kehilangan	V;IND;PRS;FIN;ACT	N;SG
mister	kehilangan	miste	kehilangan	V;IND;PRS;FIN;ACT	N;SG
mister	mister	miste	mister	V;IND;PRS;FIN;ACT	PROPN
cathrine	cathrine	cathrin	cathrine	N;INDF;MASC+FEM;SG	PROPN
cathrine	catherine	cathrin	catherine	N;INDF;MASC+FEM;SG	PROPN
cathrine	katarina	cathrin	katarina	N;INDF;MASC+FEM;SG	PROPN
fødevarer	food	fødevare	food	N;INDF;MASC+FEM;PL	PROPN
fødevarer	makanan	fødevare	makanan	N;INDF;MASC+FEM;PL	N;SG
fødevarer	pangan	fødevare	pangan	N;INDF;MASC+FEM;PL	N;SG
fødevarer	makanan	fødevare	makanan	N;INDF;MASC+FEM;PL	N;SG
fødevarer	foods	fødevare	foods	N;INDF;MASC+FEM;PL	PROPN
channel	kanal	channel	kanal		N
channel	channel	channel	channel		N
channel	saluran	channel	saluran		N;SG
square	square	square	square		PROPN
square	persegi	square	persegi		N;SG
square	kuadrat	square	kuadrat		N;SG
rachel	rachel	rachel	rachel	N;INDF;MASC+FEM;SG	PROPN
rachel	rahel	rachel	rahel	N;INDF;MASC+FEM;SG	PROPN
elektroniske	elektronika	elektronisk	elektronika	ADJ;PL	N
elektroniske	electronic	elektronisk	electronic	ADJ;PL	PROPN
elektroniske	elektronik	elektronisk	elektronik	ADJ;PL	N;SG
grønlandske	greenland	grønlandsk	greenland	ADJ;PL	PROPN
sikret	jamin	sikre	jamin	V;INDF;SG;PST;V.PTCP	
sikret	aman	sikre	aman	V;INDF;SG;PST;V.PTCP	ADJ;SG
sikret	secure	sikre	secure	V;INDF;SG;PST;V.PTCP	PROPN
hallen	balai	hal	balai	N;DEF;MASC+FEM;SG	PROPN;SG;ACT
hallen	hall	hal	hall	N;DEF;MASC+FEM;SG	PROPN
gladsaxe	gladsaxe	gladsaxe	gladsaxe	N;INDF;MASC+FEM;SG	PROPN
firenze	florence	firenze	florence	PROPN	PROPN
tingene	things	ting	things	N;DEF;MASC+FEM;PL	PROPN
tingene	hal	ting	hal	N;DEF;MASC+FEM;PL	N;SG
tingene	perkara	ting	perkara	N;DEF;MASC+FEM;PL	N;SG
omfatte	include	omfatte	include	V;NFIN;ACT	PROPN
evans	evans	evans	evans		PROPN
kanon	cannon	kanon	cannon	N;INDF;MASC+FEM;SG	PROPN
lucas	lucas	lucas	lucas		PROPN
egyptiske	mesir	egyptisk	mesir	ADJ;PL	PROPN;SG
studios	studios	studio	studios		N
studios	studio	studio	studio		N;SG
metro	metro	metro	metro	N;INDF;MASC+FEM;SG	PROPN
hej	hallo	hej	hallo	N;INDF;MASC+FEM;SG	PROPN
hej	helo	hej	helo	N;INDF;MASC+FEM;SG	PROPN
hej	hello	hej	hello	N;INDF;MASC+FEM;SG	PROPN
hej	halo	hej	halo	N;INDF;MASC+FEM;SG	PROPN
hej	hey	hej	hey	N;INDF;MASC+FEM;SG	PROPN
hej	hei	hej	hei	N;INDF;MASC+FEM;SG	PART
forretninger	berbelanja	forretning	berbelanja	N;INDF;MASC+FEM;PL	V;SG;ACT
forretninger	toko	forretning	toko	N;INDF;MASC+FEM;PL	N;SG
forretninger	toko	forretning	toko	N;INDF;MASC+FEM;PL	N;SG
forretninger	bisnis	forretning	bisnis	N;INDF;MASC+FEM;PL	N;SG
forretninger	business	forretning	business	N;INDF;MASC+FEM;PL	PROPN
belejringen	mengepung	belejring	menkepung	N;DEF;MASC+FEM;SG	V;SG;ACT
portugisisk	portugis	portugisisk	portugis	ADJ;INDF;SG	PROPN
modificeret	modifikasi	modificeret	modifikasi	V;INDF;SG;PST;V.PTCP	N;SG
håber	harapan	håbe	harapan	V;IND;PRS;FIN;ACT	N;SG
håber	asa	håbe	asa	V;IND;PRS;FIN;ACT	PROPN;SG
håber	hope	håbe	hope	V;IND;PRS;FIN;ACT	PROPN
flight	flight	flight	flight		PROPN
flight	penerbangan	flight	penterbangan		N;SG
copa	copa	copa	copa		PROPN
kristiania	kristiania	kristiania	kristiania	N;INDF;MASC+FEM;SG	
konstantin	konstantin	konstantin	konstantin	N;INDF;MASC+FEM;SG	PROPN
konstantin	konstantin	konstantin	konstantin	N;INDF;MASC+FEM;SG	PROPN
konstantin	konstantinus	konstantin	konstantinus	N;INDF;MASC+FEM;SG	PROPN
konstantin	constantine	konstantin	constantine	N;INDF;MASC+FEM;SG	PROPN
søs	sis	søs	sis	N;INDF;MASC+FEM;SG	PROPN
søs	kak	søs	kak	N;INDF;MASC+FEM;SG	PROPN
bomber	pembom	bombe	penbom	N;INDF;MASC+FEM;PL	N;SG
bomber	bomber	bombe	bomber	N;INDF;MASC+FEM;PL	PROPN
bomber	bom	bombe	bom	N;INDF;MASC+FEM;PL	PROPN;SG
floderne	sungai	flod	sungai	N;DEF;MASC+FEM;PL	PROPN;SG
floderne	rivers	flod	rivers	N;DEF;MASC+FEM;PL	PROPN
paulus	paulus	paulus	paulus	N;DEF;MASC+FEM;SG	PROPN
paulus	paul	paulus	paul	N;DEF;MASC+FEM;SG	PROPN
short	short	short	short		PROPN
short	singkat	short	singkat		ADJ;SG
short	pendek	short	pendek		ADJ;SG
computere	komputer	computere	komputer	N;INDF;MASC+FEM;PL	N;SG
café	minang	café	minang	N;INDF;MASC+FEM;SG	PROPN
café	cafe	café	cafe	N;INDF;MASC+FEM;SG	PROPN
café	café	café	café	N;INDF;MASC+FEM;SG	PROPN
café	cafe	café	cafe	N;INDF;MASC+FEM;SG	PROPN
café	café	café	café	N;INDF;MASC+FEM;SG	PROPN
soul	jiwa	soul	jiwa		N;SG
soul	soul	soul	soul		PROPN
identificere	identifikasi	identificere	identifikasi	V;NFIN;ACT	N;SG
tidsskrifter	majalah	tidsskrift	majalah	N;INDF;NEUT;PL	N;SG
tidsskrifter	jurnal	tidsskrift	jurnal	N;INDF;NEUT;PL	N;SG
fusion	merger	fusion	merger	N;INDF;MASC+FEM;SG	PROPN
fusion	fusion	fusion	fusion	N;INDF;MASC+FEM;SG	PROPN
fusion	merger	fusion	merger	N;INDF;MASC+FEM;SG	PROPN
bild	bild	bild	bild	N;INDF;NEUT;SG	PROPN
kent	kent	kent	kent		PROPN
graham	graham	graham	graham		PROPN
skød	pangkuan	skød	pangkuan	V;IND;PST;FIN;ACT	N;SG
skød	lap	skød	lap	V;IND;PST;FIN;ACT	PROPN;SG
skød	shot	skød	shot	V;IND;PST;FIN;ACT	PROPN
skød	bidikan	skød	bidikan	V;IND;PST;FIN;ACT	N;SG
skød	tertembak	skød	tertembak	V;IND;PST;FIN;ACT	V;SG;PASS
skød	ditembak	skød	ditembak	V;IND;PST;FIN;ACT	V;SG;PASS
flyver	terbang	flyve	terbang	V;IND;PRS;FIN;ACT	N;SG;ACT
flyver	lalat	flyve	lalat	V;IND;PRS;FIN;ACT	N;SG
flyver	fly	flyve	fly	V;IND;PRS;FIN;ACT	PROPN
flyver	lalat	flyve	lalat	V;IND;PRS;FIN;ACT	N;SG
flyver	terbang	flyve	terbang	V;IND;PRS;FIN;ACT	N;SG;ACT
flyver	flying	flyve	flying	V;IND;PRS;FIN;ACT	PROPN
nations	nation	nation	nation	N;INDF;MASC+FEM;SG	PROPN
nations	nations	nation	nations	N;INDF;MASC+FEM;SG	PROPN
china	tiongkok	china	tiongkok		PROPN
china	china	china	china		PROPN
china	jatim	china	jatim		PROPN
china	cina	china	cina		PROPN;SG
konstantinopel	konstantinopel	konstantinopel	konstantinopel	N;INDF;MASC+FEM;SG	PROPN
march	march	march	march	N;INDF;MASC+FEM;SG	PROPN
louisiana	louisiana	louisiana	louisiana	N;INDF;MASC+FEM;SG	PROPN
fabrikker	pabrik	fabrik	pabrik	N;INDF;MASC+FEM;PL	N;SG
bird	bird	bird	bird		PROPN
bird	burung	bird	burung		N;SG
michigan	michigan	michigan	michigan	N;INDF;MASC+FEM;SG	PROPN
jeppe	jeppe	jeppe	jeppe	PROPN	PROPN
mail	mail	mail	mail	N;INDF;MASC+FEM;SG	PROPN
mountain	gunung	mountain	gunung		N;SG
mountain	mountain	mountain	mountain		PROPN
mountain	pegunungan	mountain	pegunungan		N;SG
slovakiet	slowakia	slovakium	slowakia	N;DEF;NEUT;SG	PROPN
default	default	default	default	N;INDF;MASC+FEM;SG	PROPN;SG
default	baku	default	baku	N;INDF;MASC+FEM;SG	ADJ;SG
default	standar	default	standar	N;INDF;MASC+FEM;SG	ADJ;SG
michel	michel	michel	michel		PROPN
magi	ajaib	magi	ajaib	N;INDF;MASC+FEM;SG	ADJ;SG
magi	magic	magi	magic	N;INDF;MASC+FEM;SG	PROPN
respekt	hormati	respekt	hormati	N;INDF;MASC+FEM;SG	V;SG;ACT
respekt	respect	respekt	respect	N;INDF;MASC+FEM;SG	PROPN
herrer	lords	herrer	lords	N;INDF;MASC+FEM;PL	PROPN
