varys	варис	varys	варис	PROPN	N;INDF;MASC;SG
apropiado	подходящ	apropiar	подходящ	V	ADJ;INDF;MASC;SG
apropiado	подходяща	apropiar	подходящ	V	ADJ;INDF;FEM;SG
apropiado	уместно	apropiar	уместно	V	ADV
apropiado	подходящи	apropiar	подходящ	V	ADJ;INDF;PL
apropiado	подходящо	apropiar	подходящ	V	ADV
carreta	карт	carreta	карт	N	PROPN;INDF;MASC;SG
buscaba	бе	buscar	съм	V	V;IPFV;IND;SG;3;PST;FIN;ACT
buscaba	за	buscar	за	V	ADP
dubido	съмнението	dober	съмнение	V	N;DEF;NEUT;SG
dubido	съмнения	dober	съмнение	V	N;INDF;NEUT;PL
dubido	съмнение	dober	съмнение	V	N;INDF;NEUT;SG
merca	купувам	merca	купувам	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
merca	купи	merca	купя	N	V;PFV;IMP;SG;3;PST;FIN;ACT
merca	купува	merca	купувам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
atraso	късно	atraso	късно	N	ADV
atraso	закъснява	atraso	закъснявам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
copas	пие	copa	пия	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
saúda	кажи	saúda	кажа	N	V;PFV;IMP;SG;2;FIN
saúda	здравей	saúda	здравей	N	INTJ
prusianos	прусаците	prusiano	прусак	ADJ	N;DEF;MASC;PL
caramba	ела	caramba	дойда	PROPN	V;IPFV;IMP;SG;2;FIN
falabamos	относно	falabar	относно	V	ADP
contarllo	него	contarllo	аз	N	PRO;ACC;MASC;SG;3
escríbeme	пиши	escríbeme	пиша	PROPN	V;IPFV;IMP;SG;2;FIN
escríbeme	напишете	escríbeme	напиша	PROPN	V;PFV;IMP;PL;2;FIN
escríbeme	пишете	escríbeme	пиша	PROPN	V;IPFV;IND;PL;2;PRS;FIN;ACT
escríbeme	пише	escríbeme	пиша	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dáma	дай	dáma	дам-(се)	PROPN	V;PFV;IMP;SG;2;FIN
dicircho	си	dicircho	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
dicircho	ти	dicircho	аз	V	PRO;NOM;SG;2
dicircho	ви	dicircho	аз	V	PRO;ACC;SG;2
veo	воала	veo	воала	V	N;DEF;MASC;SG
veo	воал	veo	воал	V	N;INDF;MASC;SG
chámao	повикване	chámao	повикване	PROPN	N;INDF;NEUT;SG
chámao	обаждане	chámao	обаждане	PROPN	N;INDF;NEUT;SG
chámao	него	chámao	аз	PROPN	PRO;ACC;MASC;SG;3
parécelle	си	parécelle	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
parécelle	ти	parécelle	аз	PROPN	PRO;NOM;SG;2
parécelle	ви	parécelle	аз	PROPN	PRO;ACC;SG;2
parécelle	тя	parécelle	аз	PROPN	PRO;NOM;FEM;SG;3
prefires	си	prefer	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
prefires	ти	prefer	аз	V	PRO;NOM;SG;2
prefires	ви	prefer	аз	V	PRO;ACC;SG;2
bicar	кис	bicar	кис	V	N;INDF;MASC;SG
bicar	целувка	bicar	целувка	V	N;INDF;FEM;SG
sirvo	служи	sirvo	служа	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
lotaría	лотарията	lotaría	лотария	V	N;DEF;FEM;SG
lotaría	лотария	lotaría	лотария	V	N;INDF;FEM;SG
máximo	максимум	máximo	максимум	ADJ	N;INDF;MASC;SG
máximo	максимално	máximo	максимално	ADJ	ADV
cambiaches	си	cambiaches	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
cambiaches	ти	cambiaches	аз	V	PRO;NOM;SG;2
cambiaches	ви	cambiaches	аз	V	PRO;ACC;SG;2
cambiaches	хейвън	cambiaches	хейвън	V	PROPN;INDF;MASC;SG
cambiaches	промени	cambiaches	промяна	V	N;INDF;FEM;PL
cambiaches	смяна	cambiaches	смяна	V	N;INDF;FEM;SG
cambiaches	промяна	cambiaches	промяна	V	N;INDF;FEM;SG
almorzar	закуска	almorzar	закуска	V	N;INDF;FEM;SG
almorzar	закуската	almorzar	закуска	V	N;DEF;FEM;SG
almorzar	обядът	almorzar	обяд	V	N;DEF;MASC;SG
almorzar	обяд	almorzar	обяд	V	N;INDF;MASC;SG
almorzar	обед	almorzar	обед	V	N;INDF;MASC;SG
liscou	тя	liscar	аз	V	PRO;NOM;FEM;SG;3
liscou	ляво	liscar	ляв	V	ADV
liscou	ляв	liscar	ляв	V	N;INDF;MASC;SG
liscou	наляво	liscar	наляво	V	ADV
interesan	интерес	interesar	интерес	V	N;INDF;MASC;SG
interesan	лихви	interesar	лихва	V	N;INDF;FEM;PL
interesan	лихва	interesar	лихва	V	N;INDF;FEM;SG
interesan	заинтересовани	interesar	заинтересован	V	ADJ;INDF;PL
interesan	заинтересована	interesar	заинтересован	V	ADJ;INDF;FEM;SG
interesan	заинтересован	interesar	заинтересовам	V	ADJ;INDF;MASC;SG
peitos	нея	peito	аз	N	PRO;ACC;FEM;SG;3
baleiras	празно	baleira	празен	ADJ	ADV
furioso	бесен	furioso	бесен	ADJ	N;INDF;MASC;SG
sacalo	вън	sacalo	вън	N	ADV
sacalo	навън	sacalo	навън	N	ADV
sacalo	вземете	sacalo	взема	N	V;PFV;IMP;PL;2;FIN
sacalo	вземи	sacalo	взема	N	V;PFV;IMP;SG;2;FIN
vina	трион	vina	трион	V	N;INDF;MASC;SG
vina	нея	vina	аз	V	PRO;ACC;FEM;SG;3
unida	заедно	unir	заедно	V	ADV
retiro	вземете	retiro	взема	N	V;PFV;IMP;PL;2;FIN
retiro	вземи	retiro	взема	N	V;PFV;IMP;SG;2;FIN
destruíron	те	destruír	аз	V	PRO;NOM;PL;3
fitzgerald	фицджералд	fitzgerald	фицджералд	ADJ	N;INDF;MASC;SG
fitzgerald	фитцджералд	fitzgerald	фитцджералд	ADJ	N;INDF;MASC;SG
defende	за	defender	за	V	ADP
faiche	си	fache	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
faiche	ти	fache	аз	PROPN	PRO;NOM;SG;2
faiche	ви	fache	аз	PROPN	PRO;ACC;SG;2
métete	ума	métete	ум	PROPN	N;DEF;MASC;SG
métete	ум	métete	ум	PROPN	N;INDF;MASC;SG
atoparei	намиране	atopar	намиране	V	N;INDF;NEUT;SG
despedidos	уволнен	despedir	уволня-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
despedidos	уволнени	despedir	уволня-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
véxote	видя	véxote	видя-(се)	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
véxote	вижте	véxote	видя-(се)	PROPN	V;PFV;IMP;PL;2;FIN
véxote	виж	véxote	видя-(се)	PROPN	V;PFV;IMP;SG;2;FIN
véxote	си	véxote	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
véxote	ти	véxote	аз	PROPN	PRO;NOM;SG;2
véxote	ви	véxote	аз	PROPN	PRO;ACC;SG;2
roubando	кражба	roubar	кражба	V	N;INDF;FEM;SG
roubando	крадене	roubar	крадене	V	N;INDF;NEUT;SG
chamarme	повикване	chamarme	повикване	V	N;INDF;NEUT;SG
chamarme	обаждане	chamarme	обаждане	V	N;INDF;NEUT;SG
delicioso	вкусно	delicioso	вкусно	ADJ	ADV
coñeciches	си	coñeciche	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
coñeciches	ти	coñeciche	аз	N	PRO;NOM;SG;2
coñeciches	ви	coñeciche	аз	N	PRO;ACC;SG;2
coñeciches	него	coñeciche	аз	N	PRO;ACC;MASC;SG;3
marion	мериън	marion	мериън	PROPN	N;INDF;MASC;SG
marion	марион	marion	марион	PROPN	PROPN;INDF;MASC;SG
pénsao	относно	pénsao	относно	PROPN	ADP
pénsao	мисли	pénsao	мисля	PROPN	V;IPFV;IMP;SG;2;FIN
pénsao	помисли	pénsao	помисля	PROPN	V;PFV;IMP;SG;2;FIN
blue	сини	blue	син	PROPN	ADJ;INDF;PL
blue	блу	blue	блу	PROPN	N;INDF;MASC;SG
blue	синьо	blue	син	PROPN	ADV
blue	син	blue	син	PROPN	N;INDF;MASC;SG
blue	синя	blue	син	PROPN	ADJ;INDF;FEM;SG
andrews	андрюс	andrews	андрюс	PROPN	PROPN;INDF;MASC;SG
andrews	от	andrews	от	PROPN	ADP
perdóeme	прости	perdóeme	прост	N	ADJ;INDF;PL
chalana	кораб	chalanar	кораб	ADJ	N;INDF;MASC;SG
chalana	лодката	chalanar	лодка	ADJ	N;DEF;FEM;SG
chalana	лодка	chalanar	лодка	ADJ	N;INDF;FEM;SG
chalana	корабче	chalanar	корабче	ADJ	N;INDF;NEUT;SG
filliña	мила	filliña	мил	N	ADJ;INDF;FEM;SG
filliña	скъпи	filliña	скъп	N	ADJ;INDF;PL
filliña	скъпа	filliña	скъп	N	ADJ;INDF;FEM;SG
sagrada	свято	sagrar	свят	V	N;INDF;NEUT;SG
sagrada	свещено	sagrar	свещено	V	ADV
sagrada	свещена	sagrar	свещен	V	ADJ;INDF;FEM;SG
sagrada	свещени	sagrar	свещен	V	N;INDF;MASC;PL
sagrada	свещен	sagrar	свещен	V	ADJ;INDF;MASC;SG
sagrada	свято	sagrar	свят	V	N;INDF;NEUT;SG
sagrada	свети	sagrar	свет	V	N;INDF;MASC;SG
sagrada	свята	sagrar	свят	V	N;INDF;FEM;SG
insolente	нагъл	insolente	нагъл	ADJ	N;INDF;MASC;SG
mineral	минерална	mineral	минерален	N	ADJ;INDF;FEM;SG
mineral	минерални	mineral	минерален	N	ADJ;INDF;PL
andabas	си	andaba	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
andabas	ти	andaba	аз	N	PRO;NOM;SG;2
andabas	ви	andaba	аз	N	PRO;ACC;SG;2
andabas	бяха	andaba	съм	N	V;IPFV;IND;PL;3;PST;FIN;ACT
geoffrey	джефри	geoffrey	джефра	PROPN	PROPN;INDF;MASC;SG
cantaba	пей	cantar	пей	V	INTJ
cantaba	санг	cantar	санг	V	N;INDF;NEUT;SG
tróuxenche	доведен	tróuxenche	доведа	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tróuxenche	доведе	tróuxenche	доведа	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
tróuxenche	доведени	tróuxenche	доведа	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
tróuxenche	си	tróuxenche	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
tróuxenche	ти	tróuxenche	аз	PROPN	PRO;NOM;SG;2
tróuxenche	ви	tróuxenche	аз	PROPN	PRO;ACC;SG;2
armadas	въоръжен	armado	въоръжа	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
armadas	въоръжени	armado	въоръжа	N	V;PFV;INDF;PL;V.PTCP;PASS
armadas	въоръжена	armado	въоръжа	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
foches	си	foche	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
foches	ти	foche	аз	N	PRO;NOM;SG;2
foches	ви	foche	аз	N	PRO;ACC;SG;2
irlandeses	ирландски	irlander	ирландски	N	PROPN;INDF;MASC;SG
irlandeses	ирландска	irlander	ирландски	N	ADJ;INDF;FEM;SG
irlandeses	ирландско	irlander	ирландски	N	ADV
fodidos	са	foder	съм	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
dámo	дай	dámo	дам-(се)		V;PFV;IMP;SG;2;FIN
mátao	убий	mátao	убия	PROPN	INTJ
mátao	него	mátao	аз	PROPN	PRO;ACC;MASC;SG;3
ianqui	американска	ianqui	американски	PROPN	ADJ;INDF;FEM;SG
ianqui	американско	ianqui	американски	PROPN	ADV
ianqui	американски	ianqui	американски	PROPN	ADJ;INDF;MASC;SG
ianqui	американец	ianqui	американец	PROPN	N;INDF;MASC;SG
shirley	шърли	shirley	шърля	PROPN	N;INDF;FEM;SG
claude	клод	claude	клод	PROPN	PROPN;INDF;MASC;SG
ping	пинг	ping	пинг	PROPN	N;INDF;MASC;SG
fodendo	със	foder	със	V	ADP
barricada	барикада	barricar	барикада	V	N;INDF;FEM;SG
jerry	джери	jerry	джеря	PROPN	N;INDF;FEM;SG
private	частни	private	частен	PROPN	ADJ;INDF;PL
private	частно	private	частен	PROPN	ADV
private	редник	private	редник	PROPN	N;INDF;MASC;SG
private	частна	private	частен	PROPN	ADJ;INDF;FEM;SG
private	личен	private	личен	PROPN	ADJ;INDF;MASC;SG
private	частен	private	частен	PROPN	ADJ;INDF;MASC;SG
cbi	мкк	cbi	мкк	PROPN	N;INDF;MASC;SG
pender	пендър	pender	пендър	V	N;INDF;MASC;SG
solucionar	разрешаване	solucionar	разрешаване	V	N;INDF;NEUT;SG
solucionar	решаване	solucionar	решаване	V	N;INDF;NEUT;SG
ángeles	лос	ángele	лос	N	PROPN;INDF;MASC;SG
jazz	джаз	jazz	джаз	PROPN	N;INDF;MASC;SG
jazz	джаза	jazz	джаза	PROPN	N;DEF;MASC;SG
tocamos	игра	tocar	игра	V	N;INDF;FEM;SG
finanzas	финанси	finanzas	финанси	PROPN	N;INDF
finanzas	финансиране	finanzas	финансиране	PROPN	N;INDF;NEUT;SG
incribles	удивително	incrible	удивително	ADJ	ADV
incribles	изумително	incrible	изумително	ADJ	ADV
incribles	невероятно	incrible	невероятно	ADJ	ADV
incribles	невероятно	incrible	невероятно	ADJ	ADV
má	лоша	má	лош	N	ADJ;INDF;FEM;SG
má	зле	má	зле	N	ADV
má	лошо	má	лошо	N	ADV
má	лош	má	лош	N	ADJ;INDF;MASC;SG
má	кофти	má	кофта	N	ADV
hans	ханс	haber	ханс	PROPN	PROPN;INDF;MASC;SG
gráfica	диаграма	gráfico	диаграма	ADJ	N;INDF;FEM;SG
gráfica	картона	gráfico	картон	ADJ	N;DEF;MASC;SG
gráfica	графика	gráfico	график	ADJ	N;DEF;MASC;SG
gráfica	графиката	gráfico	графика	ADJ	N;DEF;FEM;SG
estudamos	учене	estudar	учене	V	N;INDF;NEUT;SG
estudamos	проучване	estudar	проучване	V	N;INDF;NEUT;SG
estudamos	изучаване	estudar	изучаване	V	N;INDF;NEUT;SG
estudamos	изследване	estudar	изследване	V	N;INDF;NEUT;SG
sabia	мъдра	sabia	мъдра	V	ADJ;INDF;FEM;SG
sabia	мъдро	sabia	мъдро	V	ADV
sabia	мъдри	sabia	мъдря-(се)	V	ADJ;INDF;PL
sabia	мъдър	sabia	мъдър	V	ADJ;INDF;MASC;SG
noventa	ninety	noventa	ninety	NUM	N;INDF;MASC;SG
ollade	виж	ollade	видя-(се)	ADV	V;PFV;IMP;SG;2;FIN
existía	бе	existir	съм	V	V;IPFV;IND;SG;3;PST;FIN;ACT
existía	там	existir	там	V	ADV
seguise	още	seguir	още	V	ADV
seguise	бе	seguir	съм	V	V;IPFV;IND;SG;3;PST;FIN;ACT
seguise	нека	seguir	нека	V	PART
sos	сама	se	сама	PROPN	ADJ;INDF;FEM;SG
sos	сам	se	сам	PROPN	N;INDF;MASC;SG
sos	собствен	se	собствен	PROPN	ADJ;INDF;MASC;SG
sos	собствена	se	собствен	PROPN	ADJ;INDF;FEM;SG
sos	собствено	se	собствен	PROPN	ADV
sos	собствени	se	собствен	PROPN	ADJ;INDF;PL
collelo	вземете	collelo	взема	N	V;PFV;IMP;PL;2;FIN
collelo	вземи	collelo	взема	N	V;PFV;IMP;SG;2;FIN
collede	вземете	colleder	взема	PROPN	V;PFV;IMP;PL;2;FIN
collede	вземи	colleder	взема	PROPN	V;PFV;IMP;SG;2;FIN
coñecedes	дон	coñecede	дон	V	PROPN;INDF;MASC;SG
adoitan	те	adoitar	аз	V	PRO;NOM;PL;3
adoitan	обикновенно	adoitar	обикновенно	V	ADV
adoitan	обикновено	adoitar	обикновено	V	ADV
supremo	върховен	supremo	върховен	N	ADJ;INDF;MASC;SG
supremo	върховния	supremo	върховен	N	ADJ;DEF;MASC;SG
supremo	върховна	supremo	върховен	N	ADJ;INDF;FEM;SG
supremo	върховно	supremo	върховен	N	ADV
táboa	разорен	táboa	разорен	N	ADJ;INDF;MASC;SG
táboa	разорени	táboa	разоря-(се)	N	ADJ;INDF;PL
myriad	безброй	myriad	безброй	PROPN	ADV
errada	грешно	errada	грешно	ADJ	ADV
errada	грешка	errada	грешка	ADJ	N;INDF;FEM;SG
inesperado	неочакван	inesperar	неочаквам	V	ADJ;INDF;MASC;SG
inesperado	неочаквана	inesperar	неочаквам	V	ADJ;INDF;FEM;SG
inesperado	неочаквано	inesperar	неочаквано	V	ADV
inesperado	неочаквани	inesperar	неочакван	V	ADJ;INDF;PL
deunos	даде	deuno	дам-(се)	N	V;PFV;IMP;SG;2;PST;FIN
deunos	дала	deuno	дала	N	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
madrugada	утро	madrugar	утро	V	N;INDF;NEUT;SG
madrugada	сутрин	madrugar	сутрин	V	N;INDF;FEM;SG
baratos	евтино	barato	евтин	N	ADV
baratos	евтин	barato	евтин	N	ADJ;INDF;MASC;SG
baratos	евтини	barato	евтин	N	ADJ;INDF;PL
baratos	евтина	barato	евтин	N	ADJ;INDF;FEM;SG
corporal	тялото	corporal	тяло	ADJ	N;DEF;NEUT;SG
corporal	тяло	corporal	тяло	ADJ	N;INDF;NEUT;SG
corporal	телесно	corporal	телесно	ADJ	ADV
fainos	направи	faino	направя-(се)	N	V;PFV;IMP;SG;2;FIN
posicións	позира	posición	позирам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
aplicar	прилагане	aplicar	прилагане	V	N;INDF;NEUT;SG
positiva	положително	positivo	положително	ADJ	ADV
harvard	харвард	harvard	харвард	V	N;INDF;MASC;SG
pides	си	peder	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
pides	ти	peder	аз	V	PRO;NOM;SG;2
pides	ви	peder	аз	V	PRO;ACC;SG;2
típica	типично	típico	типичен	ADJ	ADV
deixara	ляво	deixar	ляв	V	ADV
deixara	ляв	deixar	ляв	V	N;INDF;MASC;SG
deixara	наляво	deixar	наляво	V	ADV
deixara	нека	deixar	нека	V	PART
rematan	край	rematar	край	V	ADP
amarelos	жълта	amarelo	жълт	N	ADJ;INDF;FEM;SG
amarelos	жълто	amarelo	жълт	N	ADV
amarelos	жълти	amarelo	жълт	N	ADJ;INDF;PL
racial	надпревара	racial	надпревара	ADJ	N;INDF;FEM;SG
racial	надбягване	racial	надбягване	ADJ	N;INDF;NEUT;SG
racial	състезание	racial	състезание	ADJ	N;INDF;NEUT;SG
racial	раса	racial	раса	ADJ	N;INDF;FEM;SG
racial	расово	racial	расово	ADJ	ADV
sinxelos	прост	sinxelo	прост	N	ADJ;INDF;MASC;SG
sinxelos	прости	sinxelo	прост	N	ADJ;INDF;PL
sinxelos	проста	sinxelo	прост	N	ADJ;INDF;FEM;SG
sinxelos	простичко	sinxelo	простичка	N	ADV
nixeria	нигерия	nixeria	нигерия	N	PROPN;INDF;FEM;SG
refiro	какво	referir	какъв	V	DET;NEUT;SG
atrapar	хващане	atrapar	хващане	V	N;INDF;NEUT;SG
atrapar	улов	atrapar	улов	V	N;INDF;MASC;SG
morrían	те	morrer	аз	V	PRO;NOM;PL;3
existente	съществуващо	existente	съществуващо	ADJ	ADV
electrónica	електронно	electrónico	електронен	ADJ	ADV
debuxar	рисуване	debuxar	рисуване	V	N;INDF;NEUT;SG
debuxar	рисунка	debuxar	рисунка	V	N;INDF;FEM;SG
desesperada	отчаяни	desesperar	отчаян	V	ADJ;INDF;PL
desesperada	отчаяна	desesperar	отчаяна	V	ADJ;INDF;FEM;SG
desesperada	отчаян	desesperar	отчая	V	ADJ;INDF;MASC;SG
desesperada	отчаяно	desesperar	отчаян	V	ADV
desesperada	синко	desesperar	синко	V	INTJ
desesperada	сине	desesperar	син	V	PART
desesperada	син	desesperar	син	V	N;INDF;MASC;SG
nathaniel	натаниел	nathaniel	натаниел	PROPN	N;INDF;MASC;SG
tráxico	трагедия	tráxico	трагедия	ADJ	N;INDF;FEM;SG
tráxico	трагично	tráxico	трагичен	ADJ	ADV
biolóxico	биологично	biolóxico	биологично	ADJ	ADV
abren	отворено	abren	отворя	V	ADV
abren	отваряне	abren	отваряне	V	N;INDF;NEUT;SG
texas	тексас	texa	тексас	PROPN	N;INDF;MASC;SG
bici	велосипед	bici	велосипед	PROPN	N;INDF;MASC;SG
bici	мотор	bici	мотор	PROPN	N;INDF;MASC;SG
bici	мотора	bici	мотор	PROPN	N;DEF;MASC;SG
bici	колело	bici	колело	PROPN	N;INDF;NEUT;SG
bici	колелото	bici	колело	PROPN	N;DEF;NEUT;SG
foxe	надалеч	foxe	надалеч	V	ADV
foxe	далеч	foxe	далеч	V	ADV
minte	лъжа	minte	лъжа	V	N;INDF;FEM;SG
minte	лъжа	minte	лъжа	V	N;INDF;FEM;SG
minte	лъжи	minte	лъжа	V	N;INDF;FEM;PL
hail	аве	hail	аве	PROPN	PART
hail	градушка	hail	градушка	PROPN	ADJ;INDF;FEM;SG
dixéronlle	те	dixéronlle	аз	PROPN	PRO;NOM;PL;3
atopen	намиране	atopar	намиране	V	N;INDF;NEUT;SG
atopen	те	atopar	аз	V	PRO;NOM;PL;3
cambialo	промени	cambialo	промяна	PROPN	N;INDF;FEM;PL
cambialo	смяна	cambialo	смяна	PROPN	N;INDF;FEM;SG
cambialo	промяна	cambialo	промяна	PROPN	N;INDF;FEM;SG
construir	изграждане	construir	изграждане	V	N;INDF;NEUT;SG
construir	изграждане	construir	изграждане	V	N;INDF;NEUT;SG
construir	сграда	construir	сграда	V	N;INDF;FEM;SG
construir	сградата	construir	сграда	V	N;DEF;FEM;SG
traballaban	работещ	traballar	работя	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
traballaban	работен	traballar	работен	V	ADJ;INDF;MASC;SG
tiveran	те	ter	аз	V	PRO;NOM;PL;3
usala	използване	usalar	използване	V	N;INDF;NEUT;SG
usala	употреба	usalar	употреба	V	N;INDF;FEM;SG
optimista	оптимист	optimista	оптимист	ADJ	N;INDF;MASC;SG
optimista	оптимистично	optimista	оптимистично	ADJ	ADV
optimista	оптимизъм	optimista	оптимизъм	ADJ	N;INDF;MASC;SG
normalidade	нормално	normalidade	нормално	N	ADV
normalidade	обикновено	normalidade	обикновено	N	ADV
encantaríame	обич	encantaríame	обич	V	N;INDF;FEM;SG
encantaríame	любов	encantaríame	любов	V	N;INDF;FEM;SG
encantaríame	любовта	encantaríame	любов	V	N;DEF;FEM;SG
lembrades	запомни	lembrade	запомня	N	V;PFV;IMP;SG;2;FIN
lembrades	помни	lembrade	помня	N	V;IPFV;IMP;SG;2;FIN
lembrades	си	lembrade	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
lembrades	ти	lembrade	аз	N	PRO;NOM;SG;2
lembrades	ви	lembrade	аз	N	PRO;ACC;SG;2
willie	уили	willie	уил	PROPN	N;INDF;MASC;SG
dick	кур	dick	кур	PROPN	N;INDF;MASC;SG
dick	дик	dick	дик	PROPN	PROPN;INDF;MASC;SG
dick	хуй	dick	хуй	PROPN	N;INDF;MASC;SG
howard	хауърд	howard	хауърд	PROPN	PROPN;INDF;MASC;SG
golpear	страйк	golpear	страйк	V	N;INDF;MASC;SG
golpear	стачка	golpear	стачка	V	N;INDF;FEM;SG
contactar	контакт	contactar	контакт	V	N;INDF;MASC;SG
contactar	контакти	contactar	контакт	V	N;INDF;MASC;PL
comparar	сравнение	comparar	сравнение	V	N;INDF;NEUT;SG
comparar	сравняване	comparar	сравняване	V	N;INDF;NEUT;SG
manexar	дръжката	manexar	дръжка	V	N;DEF;FEM;SG
manexar	дръжка	manexar	дръжка	V	N;INDF;FEM;SG
española	испанци	español	испанец	ADJ	N;INDF;MASC;PL
española	испанско	español	испански	ADJ	ADV
durmía	сън	durmía	сън	V	N;INDF;MASC;SG
élle	грижи	élle	грижа	V	N;INDF;FEM;PL
élle	грижа	élle	грижа	V	N;INDF;FEM;SG
élle	тя	élle	аз	V	PRO;NOM;FEM;SG;3
élle	дон	élle	дон	V	PROPN;INDF;MASC;SG
empezaron	те	empezar	аз	V	PRO;NOM;PL;3
ocuparme	вземете	ocuparme	взема	PROPN	V;PFV;IMP;PL;2;FIN
ocuparme	вземи	ocuparme	взема	PROPN	V;PFV;IMP;SG;2;FIN
ocuparme	грижи	ocuparme	грижа	PROPN	N;INDF;FEM;PL
ocuparme	грижа	ocuparme	грижа	PROPN	N;INDF;FEM;SG
atópanse	са	atópanse	съм	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
fósemos	бяха	fósemo	съм	V	V;IPFV;IND;PL;3;PST;FIN;ACT
sabiades	си	sabiar	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
sabiades	ти	sabiar	аз	N	PRO;NOM;SG;2
sabiades	ви	sabiar	аз	N	PRO;ACC;SG;2
cambiará	уил	cambiar	ухл	V	PROPN;INDF;MASC;SG
cambiará	промени	cambiar	промяна	V	N;INDF;FEM;PL
cambiará	смяна	cambiar	смяна	V	N;INDF;FEM;SG
cambiará	промяна	cambiar	промяна	V	N;INDF;FEM;SG
descuberta	открити	descuberta	открит	V	ADJ;INDF;PL
descuberta	откритие	descuberta	откритие	V	N;INDF;NEUT;SG
descuberta	разкритие	descuberta	разкритие	V	N;INDF;NEUT;SG
descuberta	дискавъри	descuberta	дискавър	V	N;INDF;MASC;SG
descuberta	откриване	descuberta	откриване	V	N;INDF;NEUT;SG
ímoslle	нека	ímoslle	нека	PROPN	PART
ímoslle	тук	ímoslle	там	PROPN	ADV
pódesme	могат	pódesme	мога	ADV	V;IPFV;IND;PL;3;PRS;FIN;ACT
pódesme	can	pódesme	can	ADV	PROPN;INDF;MASC;SG
pódesme	си	pódesme	съм	ADV	V;IPFV;IND;SG;2;PRS;FIN;ACT
pódesme	ти	pódesme	аз	ADV	PRO;NOM;SG;2
pódesme	ви	pódesme	аз	ADV	PRO;ACC;SG;2
estarías	си	estar	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
estarías	ти	estar	аз	V	PRO;NOM;SG;2
estarías	ви	estar	аз	V	PRO;ACC;SG;2
desesperado	отчаяни	desesperar	отчаян	V	ADJ;INDF;PL
desesperado	отчаяна	desesperar	отчаяна	V	ADJ;INDF;FEM;SG
desesperado	отчаян	desesperar	отчая	V	ADJ;INDF;MASC;SG
desesperado	отчаяно	desesperar	отчаян	V	ADV
superar	над	superar	над	V	ADP
convén	за	convir	за	V	ADP
cambiamos	промени	cambiar	промяна	V	N;INDF;FEM;PL
cambiamos	смяна	cambiar	смяна	V	N;INDF;FEM;SG
cambiamos	промяна	cambiar	промяна	V	N;INDF;FEM;SG
entendedes	си	entendede	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
entendedes	ти	entendede	аз	V	PRO;NOM;SG;2
entendedes	ви	entendede	аз	V	PRO;ACC;SG;2
terminou	над	terminar	над	V	ADP
alimenta	семе	alimentar	семе	V	N;INDF;NEUT;SG
alimenta	семена	alimentar	семе	V	N;INDF;NEUT;PL
hoxendía	днеска	hoxender	днеска	N	ADV
hoxendía	днес	hoxender	днес	N	ADV
eficiente	ефикасно	eficiente	ефикасно	ADJ	ADV
eficiente	ефективно	eficiente	ефективно	ADJ	ADV
concordo	съгласна	concordo	съгласен	V	ADJ;INDF;FEM;SG
concordo	съгласен	concordo	съгласен	V	ADJ;INDF;MASC;SG
valioso	ценно	valioso	ценен	ADJ	ADV
caendo	падаща	caendo	падам-(се)	V	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
caendo	падане	caendo	падане	V	N;INDF;NEUT;SG
