மற்றும்	ja
ஃபோன்கள்	puhelimet
ஃபோன்கள்	puhelimia
ஷிஃப்ட்	vuoro
லீக்டன்ஸ்டைன்	liechtenstein
லீக்டன்ஸ்டைன்	liechtensteinin
யாய்	jee
சாக்கிரட்டீசு	sokrates
மோனோரயில்	yksiraiteinen
பெசோ	peso
தீர்ந்த	rajallinen
ஆபத்தாக	kuolettava
ஆபத்தாக	kohtalokas
ஆபத்தாக	tappavaa
ஆபத்தாக	tappava
சோஷியல்	sosiaaliset
சோஷியல்	sosiaalisen
சோஷியல்	sosiaalinen
சோஷியல்	yhteiskunnallinen
எடு	piirrä
எடு	tasapeli
எடு	piirtää
எடு	valitse
எடு	ottaa
எடு	ota
எடு	otetaan
எடு	kannella
எடு	kannen
எடு	kansi
ஸ்ட்ரீமிங்	streaming
ஊர	hajota
கியூப்	kuutio
டாப்சன்	dobson
சாவேஸ்	chavez
உழைப்பாளி	ahkera
மார்க்கஸ்	markus
இக்கோல்	école
ப்ளூடூத்	bluetooth
உருவாக்கு	luoda
உருவாக்கு	luo
விலைமதிப்பற்ற	aarre
விலைமதிப்பற்ற	arvokas
விலைமதிப்பற்ற	arvokasta
புரொப்பேன்	propaani
ஃபுல்லர்	fuller
முட்டாள்தனமான	hessu
ஏற்கவும்	hyväksy
ஏற்கவும்	hyväksyä
நினை	ajattele
நினை	mieti
ரஹ்மத்	armo
ரஹ்மத்	armoa
மரியான்	marian
ஆசன	salakuljettaa
சீவெர்ட்	sievert
காட்டுமிராண்டி	savage
காட்டுமிராண்டி	barbaari
சர்வாதிகாரிகள்	diktaattorit
எவர்டன்	everton
கிரா	kira
மாண்டினீக்ரோ	montenegro
மாண்டினீக்ரோ	montenegron
ஹோமியோபதி	homeopatia
பயன்படுத்துபவர்	käyttäjät
பயன்படுத்துபவர்	käyttäjien
பயன்படுத்துபவர்	käyttäjiä
செண்டு	senttiä
டிரெய்லர்	perävaunun
சிமா	sima
கனவுகளை	unet
கனவுகளை	unia
கனவுகளை	unelmia
கனவுகளை	unelmat
விரிவடைகிறது	laajentaminen
விரிவடைகிறது	laajentaa
விரிவடைகிறது	laajennetaan
விரிவடைகிறது	laajenee
கார்ட்ரைட்	cartwright
வினிகர்	etikkaa
சாண்டர்ஸ்	sanders
உரக்க	huuda
பக்கி	bucky
வரைவுகள்	luonnokset
மோனெ	monet
கட்டுக்கதைகள்	myytit
ஸ்டேர்லிங்	stirling
உலாவுதல்	selaa
உலாவுதல்	selaaminen
டோஸ்	annostus
டோஸ்	annos
டோஸ்	annoksen
டீச்சர்	opettaja
ஜொஹான்	johan
பொன்னிற	vaalea
பொன்னிற	blondi
பால்க்கன்	balkanin
ரின்	rin
கர்ப்பிணி	raskaana
சிரியஸ்	sirius
பதிலில்	vastaus
பதிலில்	vaste
காந்தங்கள்	magneetit
மெலிசா	melissa
ஆணவ	röyhkeä
மெலடோனின்	melatoniini
பீட்சா	pizzaa
பீட்சா	pizza
பூசணிக்காய்	kurpitsa
கிரீன்வூட்	greenwood
பொக்கிஷம்	aarre
பொக்கிஷம்	aarteita
பொக்கிஷம்	aarretta
பொக்கிஷம்	aarteen
வேர்ண்	verne
ஓணான்	kameleontit
ஹேலி	haley
ஹாலோவீன்	halloween
நொரடோம்	norodom
காலாவதியான	vanhentunut
காலாவதியான	vanhentuneet
காலாவதியான	päättynyt
இயோன்	yeon
தியூட்டிரியம்	deuterium
லின்ட்சே	lindsay
பிஸ்கட்	keksit
பிஸ்கட்	keksejä
கிவி	kiwi
சாக்கோ	choco
துணைக்கருவிகள்	tarvikkeet
பயமுறுத்தும்	pelottava
டிராவிஸ்	travis
பிரீமியம்	premium
பிரீமியம்	palkkio
வில்பிரட்	wilfred
ஸ்கோர்செசி	scorsese
அருளப்பட்ட	epäröi
தைரியமாக	urhea
தைரியமாக	rohkeaa
தைரியமாக	rohkea
பிரிடின்	pyridiini
நினைவூட்டல்	muistutus
நினைவூட்டல்	muistutuksen
நினைவூட்டல்	hälytys
நினைவூட்டல்	kuulutus
நினைவூட்டல்	varoitus
இஸ்காரியோத்து	iskariot
அனுப்புனர்	lähetin
அனுப்புனர்	lähettimen
ஹிஸ்புல்லா	hizbollahin
கவுன்சிலர்	valtuutettu
டக்ஸ்	ankkoja
டக்ஸ்	ankat
நீந்த	uinti
நீந்த	uimaan
நீந்த	ui
நீந்த	uida
அழிக்கிறது	tuhoaa
ஜோக்கிம்	joachim
குராசோ	curaçao
டோக்கெலாவ்	tokelau
லுவாண்டா	luandan
யுனான்	yunnan
தேவாலயத்திற்கு	kunnioitettu
நடுத்தரம்	keskikokoinen
கேன்ட்டர்	cantor
காம்பேக்ட்	compact
காம்பேக்ட்	tiivis
கிளான்	klan
கெம்பெ	kempe
குருட்டு	sokeita
குருட்டு	sokeaa
குருட்டு	sokea
குதிகால்	kantapää
வலிமையானது	vahvat
வலிமையானது	vahva
வலிமையானது	vahvaa
வலிமையானது	voimakas
ராம்போ	rambo
ஆர்பிஜி	rpg
கைமுறை	käyttöohje
கைமுறை	käsikirjan
கைமுறை	käsikirja
கைமுறை	manuaalinen
ஆழமானது	syvälle
ஆழமானது	syvällä
ஆழமானது	syvä
ஆழமானது	syvät
ஆழமானது	deep
மெரிட்	ansaitsevat
மெரிட்	ansiot
மெரிட்	ansioiden
ரோலர்	roller
ஏணிகள்	tikkaita
ஏணிகள்	tikkaat
அப்பாவும்	faija
அப்பாவும்	isä
#அண்ணா	#anna
ஹனிவெல்	honeywell
மத்தியதரைக்கடல்	välimeri
மத்தியதரைக்கடல்	välimeren
கேரியர்கள்	harjoittajat
டீட்ரிக்	dietrich
ஓட்	ott
பெல்கிரேட்	belgradin
பல்சர்	pulsari
திறக்கவும்	avaa
மூத்தோர்	vanhempi
பீவர்	majava
பிராட்பரி	bradbury
வரலாற்றாளரான	historioitsija
வான்ஸ்	vance
சுழற்று	käännä
சுழற்று	kierrä
சாலா	sala
கொடியைப்	lumiukko
உஸ்பெக்கிஸ்தான்	uzbekistanin
சான்டியாகோ	santiago
ஜிப்	postinumero
ஜிப்	zip
பெரைரா	pereira
கழுவ	pestään
கழுவ	pestä
கழுவ	pese
எடோ	edo
காம்ப்பெல்	campbell
பழமைவாதிகள்	konservatiivien
பழமைவாதிகள்	konservatiivit
ஏமாற்றுதல்	huijausta
மிட்டவுன்	midtown
ராஜதந்திர	diplomaattinen
ராஜதந்திர	diplomaattiset
ராஜதந்திர	diplomaatti
தூங்கி	nukkuu
தூங்கி	unessa
தூங்கி	nukkuu
தூங்கி	nukkuminen
தூங்கி	nukkua
தூங்கி	nukkumassa
கையா	gaia
பாட்ரிசியா	patricia
அர்னால்டு	arnold
பொறுத்துக்கொள்ள	sietää
பொறுத்துக்கொள்ள	suvaita
பீத்தோவன்	beethoven
பரவலாக்கம்	hajauttaminen
டியாஸ்	diaz
நினா	nina
டிரைட்டன்	triton
உஸ்பெக்	uzbekistanin
மார்சியா	marcia
ஆச்சரியமான	yllättävä
ஆச்சரியமான	yllättävää
செர்ஜியோ	sergio
கூடுமானவரை	toivottavasti
பாட்டா	bata
ராலே	raleigh
வெட்டுக்கிளி	heinäsirkka
மணிநேரத்திற்கு	tunti
பொட்டலங்கள்	paketit
பொட்டலங்கள்	paketteja
விசுவாசமான	uskollinen
விசுவாசமான	uskollisia
விசுவாசமான	lojaali
பைப்	putki
பைப்	piippu
பார்சன்ஸ்	parsons
ஜோக்	vitsi
சுயம்	itse
பிளாஸ்டர்	blaster
தாராளவாத	liberaali
தாராளவாத	liberaalit
பிட்ச்	syöttö
பிட்ச்	piki
காத்திருக்கிறேன்	odottaen
காத்திருக்கிறேன்	odottaa
காத்திருக்கிறேன்	odottaminen
காத்திருக்கிறேன்	odotetaan
காத்திருக்கிறேன்	odottamassa
பிராந்தி	brandy
சுன்னா	sunna
அல்மெய்டா	almeida
அநாதை	orpo
சைப்	saif
மருதாணி	henna
காலகட்டங்கள்	kuukautiset
காலகட்டங்கள்	kaudet
காலகட்டங்கள்	jaksot
சாப்பாட்டு	ruokailu
பெண்களாக	naisten
பெண்களாக	naiset
பெண்களாக	naisia
காலஅளவு	voimassaoloaika
காலஅளவு	kesto
விண்வீழ்கல்	meteoriitti
உரையாடிக்	vuorovaikutuksessa
உரையாடிக்	vuorovaikutus
ஜார்ஜ்டவுன்	georgetown
பிராண்டன்	brandon
மறையாக்கம்	salaus
மறையாக்கம்	salaa
பேரரசுவாதம்	imperialismia
உபயோகமான	tuottava
உபயோகமான	tuottavia
ரசீட்	rashid
தேடுக	haun
தேடுக	haku
தேடுக	etsi
தேடுக	etsintä
நதானியேல்	nathaniel
எல்ல	ella
தனிமைப்படுத்தி	eristää
தனிமைப்படுத்தி	eristetään
தனிமைப்படுத்தி	eristä
பிரகடன	julistuksen
மேனார்ட்	maynard
பேரழகி	keisarinna
பேரழகி	valtiatar
பறந்தன	lensi
மனச்சிதைவு	skitsofrenia
ஸ்பேம்	roskapostia
கிரிஃபித்	griffith
தொலெமி	ptolemaios
உணர்ந்தால்	tunne
உணர்ந்தால்	tuntea
உணர்ந்தால்	tuntuu
கார்ட்டூம்	khartumin
வார்டன்	vankilanjohtaja
பளபளப்பு	kiilto
அத்தாதுர்க்	atatürkin
வில்லோ	willow
ஆவலாக	levoton
அறிவுறுத்தல்கள்	ilmoitusten
அறிவுறுத்தல்கள்	ilmoituksia
அறிவுறுத்தல்கள்	ilmoitukset
பணக்காரன்	rikkaita
பணக்காரன்	rikkaat
பணக்காரன்	rich
பணக்காரன்	rikas
வாழைப்பழங்கள்	banaani
வாழைப்பழங்கள்	banaanien
வாழைப்பழங்கள்	banaaneja
வாழைப்பழங்கள்	banaanit
உடன்பிறப்புகள்	sisarukset
உடன்பிறப்புகள்	sisaruksia
கம்பியை	rod
கம்பியை	sauva
தூர்ந்துபோதல்	rehevöityminen
இகோர்	igor
காலுறை	sukka
வற்றல்	laiha
தடு	estä
தடு	esto
தடு	block
தடு	korttelin
உலைக்களம்	uuni
பிளாக்வெல்	blackwell
திரொட்ஸ்கி	trotski
பாராசூட்	laskuvarjo
பாகிஸ்தானி	pakistanin
ஏற்படுத்துவதில்	vaarantaa
போவா	boa
தெரியாதவர்	tuntematon
மறக்கமுடியாத	ikimuistoinen
மறக்கமுடியாத	unohtumaton
ராப்பா	rapa
ஹெமிங்வே	hemingway
முடக்கப்பட்டது	vammaiset
முடக்கப்பட்டது	vammaisten
கேள்விக்குப்	kysymyksen
கேள்விக்குப்	kysymys
குவாண்டானமோ	guantanamo
பிசாரோ	pizarro
ரொக்கம்	käteistä
ரொக்கம்	cash
ரொக்கம்	rahaa
ரொசாரியோ	rosario
ட்ரக்	rekka
துணையலகு	argumentti
துணையலகு	perustelu
இனச்சேர்க்கை	parittelua
ஜெரெமி	jeremy
நாபா	napa
ஜென்கின்ஸ்	jenkins
கோர்பெட்	corbett
ஹொக்கைடோ	hokkaido
டிக்கின்ஸ்	dickens
லேபிள்	etiketti
பயனர்பெயர்	käyttäjätunnus
பயனர்பெயர்	käyttäjänimi
நடந்தார்	käveli
நடந்தார்	kävellyt
நன்றியுடன்	kiitollinen
உற்சாக	fiilis
உற்சாக	tunne
உற்சாக	olo
அபாயகரமானது	vaarallista
அபாயகரமானது	vaarallinen
அபாயகரமானது	vaaralliset
காட்சியமைப்பு	maisemat
காட்சியமைப்பு	maisemia
சாயமேற்றல்	värjäys
போராடிக்	kamppailee
பிரீசிட்லி	priestley
டயலாக்	vuoropuhelu
டயலாக்	vuoropuhelua
டயலாக்	vuoropuhelun
திருடப்பட்டது	varastettu
திருடப்பட்டது	varastettua
திருடப்பட்டது	varastettiin
திருடப்பட்டது	varastetut
லியோனிட்	leonid
ஆபிசு	hobbes
நிராகரிப்பு	hylkääminen
சோஃபி	sofi
ஜெல்	geeli
குரைக்கும்	haukkuu
கிளையன்ட்	asiakkaalle
கிளையன்ட்	asiakkaan
கிளையன்ட்	asiakas
கொரசோன்	corazon
கற்குழம்பு	magma
ஹிட்டாச்சி	hitachi
கேமிங்	pelaaminen
கேமிங்	pelaamista
கேமிங்	pelaamisen
தொழுவம்	barton
வெஸ்டன்	weston
பிரன்சுவிக்	brunswick
கச்சிதமாக	täydellisesti
பைத்தியக்காரன்	mielipuoli
உமிழ்ந்து	sylkee
நவோமி	naomi
மெக்கானிக்கல்	mekaanisen
மெக்கானிக்கல்	mekaaninen
மெக்கானிக்கல்	mekaaniset
வரவுகள்	saapuvat
வரவுகள்	saapuvien
வரவுகள்	saapuneet
வரவுகள்	tulokkaat
படைப்பிரிவில்	rykmentti
படைப்பிரிவில்	rykmentin
மார்ஸ்டன்	marsden
இரகசியங்கள்	salaisuuksia
இரகசியங்கள்	salaisuudet
பாகோ	pago
தாராளமான	antelias
சாட்விக்	chadwick
துயரங்கள்	murheita
செர்ஜி	sergei
செர்ஜி	sergi
கட்ஸ்	katz
கால்கரி	calgary
முடிவில்லா	loputon
திமித்ரி	dmitri
வால்ஷ்	walsh
உட்பொதிந்த	upotettu
ஆடம்பரம்	ylellinen
ஆடம்பரம்	ylellisyyttä
ரிகா	riian
ரிகா	rica
பீகிள்	beagle
சோனார்	kaikuluotain
சோனார்	luotain
ஜிமி	jimi
பவுடர்	jauhe
கருத்தோட்டம்	paradigma
காங்க்	kang
டிவிஎஸ்	televisiot
பணியமர்த்தல்	palkkaa
பணியமர்த்தல்	vuokraus
சுரினாம்	surinamen
எமிலியா	emilia
சூரை	tonnikalaa
சூரை	tonnikalan
சூரை	tonnikala
மிதுனம்	kaksonen
மிதுனம்	gemini
அசைய	sekoittamista
வீச்சுப்	amplitudi
சிதைப்பு	silpominen
ஏலியன்	muukalainen
ஏலியன்	avaruusolento
ஏலியன்	muukalaisten
திராசு	thrash
துலாம்	vaaka
மேப்பிள்	maple
சிறப்பானவை	esitelty
சிறப்பானவை	esillä
சிறப்பானவை	suositeltu
அறுகோணம்	kuusikulmio
பாதுகாப்பின்மை	epävarmuuden
பாதுகாப்பின்மை	epävarmuutta
மொன்டேகு	montague
லீப்சிக்	leipzigin
சாதா	plain
ஆரம்பித்தால்	järjestää
கைலா	kayla
கேட்வுமன்	kissanainen
திமிங்கலம்	valaan
திமிங்கலம்	valasta
திமிங்கலம்	valas
போதையில்	riippuvuus
போதையில்	riippuvuutta
போதையில்	riippuvuuden
ஃபெஸ்	fez
ரீல்	kela
வேன்டும்	muodonmuutos
மூலைகள்	kulmat
ஸ்டோக்ஸ்	stokes
சந்தோஷமாக	ilahtunut
சந்தோஷமாக	hyvää
சந்தோஷமாக	onnellinen
சந்தோஷமாக	tyytyväinen
சந்தோஷமாக	iloinen
டேப்லெட்	tabletti
டேப்லெட்	tabletit
பிடித்தவர்கள்	suosikit
செர்	cher
வெல்க	win
வெல்க	voitto
வெல்க	voita
வெல்க	voittaa
முன்னேற்பாடு	valmistautuminen
முன்னேற்பாடு	valmistus
முன்னேற்பாடு	valmistelu
முன்னேற்பாடு	valmistelut
முன்னேற்பாடு	valmiste
சாக்லெட்	suklaa
சாக்லெட்	suklaata
ஒஸ்மான்	osman
பேசுங்கள்	puhua
பேசுங்கள்	puhu
ஹசி	hussey
அளவில்லா	rajoittamaton
அளவில்லா	rajaton
டவுன்டவுன்	keskusta
டவுன்டவுன்	keskustaan
டவுன்டவுன்	keskustassa
டவுன்டவுன்	keskustan
கன்வென்ஷன்	aineita
கன்வென்ஷன்	aineet
மார்செலோ	marcelo
இடைமறித்து	siepattu
இடைமறித்து	sieppasi
இடைமறித்து	pysäytetty
சந்தித்தேன்	tapasivat
சந்தித்தேன்	met
சந்தித்தேன்	tavattiin
சந்தித்தேன்	tavanneet
சந்தித்தேன்	tavannut
சார்லோட்	charlotte
சார்லோட்	lotta
ஹாரிங்டன்	harrington
ஸ்டேதம்	statham
ஹூவர்	hoover
ஜுலியன்	julien
நனை	rauhaset
டட்டன்	dutton
வாவ்	wau
வாவ்	wow
வாவ்	vau
பாராட்டுகிறேன்	arvostaa
நாக்ஸ்	knox
ஸ்கார்ப்பியன்ஸ்	skorpioneja
ஆரிப்	arif
லூபா	luba
பங்கேற்பாளர்	osallistujaa
பங்கேற்பாளர்	osallistujan
பங்கேற்பாளர்	osallistuja
பங்கேற்பாளர்	osallistujat
ஹாப்பர்	hopper
பமீலா	pamela
ஜிம்பாப்வே	zimbabwessa
ஜிம்பாப்வே	zimbabwen
கெற்பு	sytytin
கெற்பு	laukaisin
சரிபார்	varmista
சரிபார்	tarkistaa
சரிபார்	vahvista
சரிபார்	tarkista
சரிபார்	tarkistaa
சரிபார்	tarkistus
சரிபார்	tarkistetaan
சரிபார்	check
லாட்ஜ்	lodge
சாகுபடிக்கு	viljely
சாகுபடிக்கு	viljelyä
சாகுபடிக்கு	viljelyyn
சாகுபடிக்கு	viljelyn
இஸ்மாயீல்	ishmael
காப்ரால்	cabral
வெயிலின்	lämpöä
வெயிலின்	kuumuus
வெயிலின்	lämpö
வெயிலின்	helle
கோனி	connie
அத்லோன்	athlon
பிமேந்தா	pimenta
பிப்	pip
பிப்	helmikuu
தீர்க்கதரிசனம்	ennustuksen
தீர்க்கதரிசனம்	ennustus
ஸ்தலங்கள்	kehottaa
சமர்ப்பிக்கப்பட்டது	toimitettu
சமர்ப்பிக்கப்பட்டது	toimitetut
சமர்ப்பிக்கப்பட்டது	toimitti
பீபீ	bibi
கவரேஜ்	kattavuutta
கவரேஜ்	kattavuus
கவரேஜ்	kattavuuden
கென்னி	kenny
ஆன்ட்ரூஸ்	andrews
டெக்னிக்	tekniikka
சோலி	chloe
ஜேஸ்	jazzia
ஜேஸ்	jazz
கர்ஜனை	roar
கிரிஸ்டி	christie
அன்னாசி	ananas
குழுவைப்	konserni
குழுவைப்	ryhmän
குழுவைப்	ryhmä
இச்சி	ichi
பரன்	baran
உள்ளிடவும்	kirjoita
இடுகையில்	postitse
இடுகையில்	post
இடுகையில்	julkaise
இடுகையில்	julkaisu
இடுகையில்	julkaisun
சீமென்ஸ்	siemens
புன்	sanaleikki
அசைகள்	tavua
தொலைபேசியை	puhelimen
தொலைபேசியை	puhelin
சிரித்த	hymyillen
சிரித்த	hymyilee
நகோயா	nagoyan
ஹாரோ	haro
இயல்பிருப்பு	oletus
ராக்ஃபெல்லர்	rockefeller
ஆக்டேவியா	octavia
இறக்கையை	siivekäs
நர்கிஸ்	nargis
லுத்தரன்	luterilainen
டெமோ	demo
டெமோ	esittely
ஒஸ்வால்ட்	oswald
ஒஸ்வால்ட்	oswaldin
பாரெட்	barrett
ஹயபுசா	hayabusa
கையாடல்	kavalluksesta
கிராஃபிக்	graafinen
எச்சு	hess
நினைவுகளில்	muistot
நினைவுகளில்	muistoja
ஈரமாக	kostea
ஈரமாக	märkää
ஈரமாக	märät
ஈரமாக	märkä
கசிந்தது	vuoti
வங்கியாளர்	pankkiiri
கத்தரிக்கோல்	sakset
மிஸ்டிக்	mystic
மிஸ்டிக்	mystinen
மோலினா	molina
அஞ்சலை	mail
அஞ்சலை	postia
அஞ்சலை	posti
அஞ்சலை	sähköposti
ஈர்த்த	ihastunut
பைபர்	piper
காரிக்	carrick
ஹம்சா	hamza
சிலநேரம்	joskus
சிலநேரம்	toisinaan
மில்வாகி	milwaukee
ஃபுல்டன்	fulton
சாதாரணம்	yksinkertaiset
சாதாரணம்	yksinkertaista
சாதாரணம்	yksinkertainen
சாதாரணம்	tavallinen
சாதாரணம்	normaali
சாதாரணம்	normaalia
சாதாரணம்	tavanomainen
கொண்மம்	kapasitanssi
மோலி	mollyn
மோலி	molly
வரவேற்பறை	aulaan
வரவேற்பறை	aulassa
வரவேற்பறை	aula
தாய்ப்பலகை	emolevy
தகுதியானவர்	ansaitsee
சோபி	sophie
எலினா	elena
எலினா	elenan
லாசன்	lawson
நியூரம்பெர்க்	nürnbergin
வனத்தை	keskity
வனத்தை	keskittyä
டெல்லா	della
படியுங்கள்	luettu
படியுங்கள்	lukea
படியுங்கள்	lue
பதிவகங்கள்	rekisterit
பதிவகங்கள்	rekisterien
டையால்	dioli
சைனஸ்	sinus
அஸ்தானா	astana
டாஃப்ட்	taft
ஆஃப்செட்	korvata
ஜோல்	jol
கீஃப்	keef
பெஞ்ச்	penkin
பெஞ்ச்	penkki
பெஞ்ச்	penkillä
பூளை	rheum
படித்தது	luettu
படித்தது	lukea
படித்தது	lue
படித்தது	opinnot
படித்தது	opiskeli
படித்தது	tutkittu
சாறுகள்	otteita
சுமோ	sumo
மூடகம்	mantle
மதிநுட்பம்	prudence
தாராண்மையியம்	liberalismi
என்ரிக்	enrique
தேடுகிறது	etsii
தேடுகிறது	etsimistä
தேடுகிறது	etsitään
வாங்கியுள்ளார்	hankittu
வாங்கியுள்ளார்	osti
வாங்கியுள்ளார்	ostettu
யமஹா	yamaha
மனஅழுத்தம்	stressin
மனஅழுத்தம்	stressi
மனஅழுத்தம்	stressiä
மைனஸ்	miinus
புனிதமானது	pyhä
புனிதமானது	pyhitetty
கோல்ஸ்	coles
சுகாதாரத்தை	hygienia
உரூசோ	rousseau
அயனம்	solstice
ஊதுபத்தி	suitsukkeita
பாஸ்தா	pastaa
பாஸ்தா	pasta
மெர்லின்	merlin
நெடுவரிசை	sarake
நெடுவரிசை	sarakkeessa
நெடுவரிசை	sarakkeet
சகோ	bro
சகோ	veli
சஸ்காச்சுவான்	saskatchewan
சாபர்	jafar
சமான்	zaman
தேடப்பட்ட	etsinyt
புனைப்பெயர்கள்	lempinimiä
வருத்தமும்	pahoittelee
நன்கொடைகளை	lahjoituksia
நன்கொடைகளை	lahjoitukset
விவ்	viv
விளம்பரப்படுத்தல்	mainostaminen
விளம்பரப்படுத்தல்	mainos
விளம்பரப்படுத்தல்	mainonta
விளம்பரப்படுத்தல்	mainontaa
ஃபின்	suomalainen
ஃபின்	finn
செரைன்	seriini
வெயிட்	raskaansarjan
நோவாக்	novak
மாங்	mang
பெஸ்லான்	beslanin
நிலுவை	odottaa
நிலுவை	odottava
நிலுவை	vireillä
முகப்பரு	akne
டெய்சி	daisyn
டெய்சி	daisy
செர்ரோ	cerro
சியரா	sierra
கிரனாடா	grenada
டன்லப்	dunlop
ஸ்டீபன்ஸ்	stephens
மின்னி	minni
கட்டிங்	leikkaaminen
கூட்டுமுயற்சி	yhteistyön
கூட்டுமுயற்சி	yhteistyötä
கூட்டுமுயற்சி	yhteistyö
தெய்வமே	jumala
பியொங்யாங்	pjongjangin
தரைகள்	lattiat
தரைகள்	kerrosta
தரைகள்	lattia
கரேன்	karen
வூக்	wook
ரெய்னர்	rainer
வஞ்சகம்	petos
தொடக்கங்கள்	alkuja
ஜாதகம்	horoskooppi
ஏற்கக்கூடிய	hyväksyttävät
ஏற்கக்கூடிய	hyväksyttävä
அரூபா	aruba
அலோ	alo
அலோ	aloe
ஐல்	isle
ஐல்	saari
லினசு	linus
நெய்மார்	neymar
விடாப்பிடியாக	sinnikäs
விடாப்பிடியாக	jatkuva
விடாப்பிடியாக	pysyvä
தெப்பம்	cyl
சுயநல	itsekäs
பதிலளித்த	vastattu
பதிலளித்த	vastasi
ஆர்ஜினின்	arginiini
காத்திருக்கிறது	odottaen
காத்திருக்கிறது	odottaa
காத்திருக்கிறது	odottaminen
காத்திருக்கிறது	odotetaan
காத்திருக்கிறது	odottamassa
ரோரி	rory
நாத்திகர்கள்	ateisteja
லூவர்	louvre
தீங்கும்	vahingoittaa
ஃபிரெடெரிக்	frederic
ஷியாமளன்	shyamalan
பியட்	piet
லக்ஸ்	lux
உருக்குலைந்த	epämuodostunut
ரங்கோன்	rangoonin
ஷீ	shea
உறுதிப்படுத்துதல்	vahvistus
உறுதிப்படுத்துதல்	vahvistuksen
உறுதிப்படுத்துதல்	varmistus
உறுதிப்படுத்துதல்	vahvistusta
அட்டகாசம்	fantastinen
ஆல்ட்டோ	aalto
டஸ்டின்	dustin
மருந்தகம்	apteekista
மருந்தகம்	apteekki
மங்கலாக	epäselvä
மங்கலாக	haalistunut
ஸ்கூட்டர்	scooter
தழும்புகள்	arpia
தழும்புகள்	arvet
நிகிதா	nikita
அரகோன்	aragon
லார்ஸ்	lars
ரோவன்	rowan
சந்தோசம்	onni
சந்தோசம்	onnen
சந்தோசம்	onnea
சந்தோசம்	onnellisuus
விரும்பப்பட்டது	piti
விரும்பப்பட்டது	tykännyt
விரும்பப்பட்டது	pidetty
ஒராங்குட்டான்	oranki
பிர்ச்	birch
அதிசயமாக	ihanat
அதிசயமாக	ihanaa
அதிசயமாக	ihana
பெறுக	hanki
பெறுக	saada
பெறுக	saa
பெறுக	hae
டான்டே	dante
லாம்டா	lambda
சான்ட்	sant
பெர்னி	bernie
டேய்	dai
ஜூனிபர்	juniper
ஈமான்	uskoa
ஈமான்	uskoo
ஈமான்	usko
ஈமான்	uskollinen
ஈமான்	uskolliset
டெம்போ	tempo
இணந்து	koukussa
இணந்து	koukkuun
லிவீவ்	lviv
ஆல்ட்ரின்	aldrin
ரிலீஸ்	vapauttaa
ரிலீஸ்	vapauta
ரிலீஸ்	julkaisu
தள்ளல்	siemensyöksy
பிரையர்	freire
அடைப்பை	plug
கூட்டாளர்	osakas
கூட்டாளர்	kumppani
கூட்டாளர்	kumppania
ஆர்லாண்டோ	orlando
அனஸ்	anas
ஃபர்	karva
ஃபர்	turkki
ஃப்ரெட்டி	freddy
ஆயா	aya
ஆயா	lastenhoitaja
படபடப்பு	ahdistusta
படபடப்பு	levottomuus
எஸ்டோனியா	viron
எஸ்டோனியா	viro
த்ரிஷா	trisha
பெங்குயின்	pingviini
மனிதனிடம்	rna
கொண்டிருப்பதற்கு	suihkussa
நோஸ்ராடாமஸ்	nostradamus
பேசுகிறேன்	puhuu
பேசுகிறேன்	puhuminen
பேசுகிறேன்	puhuva
பேசுகிறேன்	puhetta
ரோட்னி	rodney
சேர்ந்துள்ளார்	liittynyt
சேர்ந்துள்ளார்	liittyneet
சேர்ந்துள்ளார்	liittyivät
சேர்ந்துள்ளார்	liittyi
தியாகிகளின்	marttyyrit
சீக்கிரமே	kohta
சீக்கிரமே	pian
சீக்கிரமே	soon
உருள்	selaa
பின்னிஷ்	suomeksi
பின்னிஷ்	suomalainen
பின்னிஷ்	suomen
பின்னிஷ்	suomalaista
ஹவுலாந்து	howland
சாயர்	sawyer
காத்ரின்	kathryn
ப்ராக்	brock
குழப்பமாக	hämmentynyt
குழப்பமாக	sekava
குழப்பமாக	sekaisin
பாக்ஸ்டர்	baxter
அளபுருக்கள்	parametreja
அளபுருக்கள்	parametrit
அளபுருக்கள்	muuttujat
கடந்தகாலம்	mennyttä
கடந்தகாலம்	menneet
கடந்தகாலம்	ohi
கடந்தகாலம்	menneisyys
ஆப்பரேட்டர்கள்	toimijoiden
ஆப்பரேட்டர்கள்	operaattorit
ஆப்பரேட்டர்கள்	toimijat
கிரேசன்	grayson
பைகளை	laukkuja
பைகளை	laukut
பைகளை	pussit
இடுக்கண்	piinaa
இடுக்கண்	kärsimys
டோக்கன்	token
நிஜத்தில்	todellisuus
நிஜத்தில்	todellisuuden
நிஜத்தில்	todellisuutta
காரெட்	garrett
மேகர்	maher
கோல்ட்ஸ்மித்	goldsmith
செர்ரா	serra
இன்பமாக	ihanat
இன்பமாக	ihana
ரெய்லி	reilly
சசெக்ஸ்	sussex
ஆமி	amy
ஆமி	amyn
போர்ட்ஃபோலியோ	salkun
போர்ட்ஃபோலியோ	salkku
புல்லர்	buller
வெரோனிகா	veronica
லெதர்	nahkaa
லெதர்	nahka
லெதர்	nahan
ஸ்ட்ரீம்கள்	virrat
ஹில்லாரி	hillary
ஹார்டன்	harden
மதிப்பிடு	arvioi
மதிப்பிடு	arvioida
மதிப்பிடு	arvioi
மதிப்பிடு	korko
வில்லன்கள்	roistoja
வில்லன்கள்	roistot
வில்லன்கள்	konnat
ஹுன்	hun
வோங்	wong
