عنبر	ward
الحلو	sladké
الكروم	chrome
الكروم	chrómu
الكروم	viniča
الممر	chodba
الممر	koridor
المزايا	výhody
الركبة	koleno
الركبة	kolena
لوف	luv
جمل	viet
جمل	vety
جمل	ťava
عروس	nevesta
الشراكة	partnerstva
الشراكة	partnerstvo
تباع	predaný
تباع	predaná
تباع	predal
تباع	predané
تباع	predávané
التنوير	osvietenie
الاستواء	rovník
الثعلب	líška
الثعلب	fox
الثعلب	líšky
الزئبق	ortuť
الزئبق	ortuti
نيك	nick
نيك	nickom
نيك	nicka
الموضع	poloha
الموضع	postavenie
الموضع	pozícia
الموضع	umiestnenie
الموضع	umiestňovanie
الموضع	umiestnenia
واجهات	rozhrania
واجهات	rozhraní
مملوكة	vlastní
مملوكة	vlastnil
بعثات	poslanie
بعثات	misií
بعثات	misie
بعثات	poslania
بعثات	expedície
بعثات	expedícia
نية	zámer
نية	úmysel
نية	zámer
نية	úmysel
سمر	summer
سمر	letná
سمر	leto
سمر	letné
الناقل	dopravca
الناقل	prepravca
الناقل	kuriér
الناقل	transportér
الناقل	dopravca
الناقل	prepravca
الناقل	operátor
الناقل	nosič
خطير	nebezpečného
خطير	nebezpečná
خطير	nebezpečný
خطير	nebezpečné
نورس	čajok
افتراض	predpoklad
افتراض	domnienka
افتراض	predpokladu
افتراض	prevzatie
الطبخ	varí
الطبخ	varenie
الريش	perie
الريش	peria
رقعة	náplasti
غاري	garyho
غاري	gary
افلام	filmy
افلام	filmov
افلام	filmy
مهارة	zručnosť
مهارة	zručnosti
غابرييل	gabriel
غابرييل	gabriella
اللقاح	vakcínu
اللقاح	vakcína
تؤخذ	prevzaté
تؤخذ	prijatých
تؤخذ	prijaté
التعدين	banská
التعدين	ťažbu
التعدين	ťažba
انضمام	pripojiť
انضمام	pristúpenie
انضمام	pristúpenia
مبالغ	čiastky
مبالغ	množstvá
مبالغ	sumy
مبالغ	sumy
بودابست	budapest
بودابست	budapešti
بودابست	budapešť
باركر	parkerová
باركر	parker
ستوديو	štúdia
ستوديو	studio
ستوديو	štúdio
الفجوة	medzeru
الفجوة	medzera
البركة	pond
بصرية	vizuálne
بصرية	vizuálna
بصرية	vizuálny
بصرية	optické
بصرية	optická
بصرية	optický
مجد	sláva
مجد	slávu
جراح	chirurg
الموجه	vektora
الموجه	vektor
كورنوال	cornwallu
الرخام	mramor
كريات	kirjat
الندوة	sympózium
الندوة	seminár
الزوجية	manželské
ملازم	poručík
ملازم	nadporučík
محي	vymazaný
محي	vymazané
محي	vymazal
ييل	yale
مون	mun
المكثف	intenzívna
المكثف	intenzívny
المكثف	intenzívne
المكثف	kondenzátor
ديفيس	davis
ديفيس	davisa
المثانة	mechúr
المثانة	mechúra
هجومية	urážlivé
تتابع	relé
يلقي	vrhá
دونالد	donald
بيض	vajcia
بيض	vajec
بيض	vajíčka
بيض	vajíčko
بيض	vajca
بيض	vajce
صادر	zabavené
التوحد	autizmus
افضل	lepšie
افضل	lepší
افضل	lepšia
افضل	radšej
افضل	lepsie
افضل	najlepsie
افضل	najlepšie
افضل	najlepší
افضل	najlepšia
افضل	najlepsi
فين	finn
رطل	libry
رطل	libra
الحلبة	arena
الحلبة	aréne
ديك	kokot
ثمار	plodov
ثمار	ovocia
ثمار	plody
ثمار	ovocie
فيلق	légie
فيلق	légia
حوت	veľryba
حوت	veľryby
الانتظار	čakanie
الانتظار	čaká
الانتظار	čakám
الانتظار	čakať
الانتظار	počkaj
الكونت	gróf
الكونت	počítať
الكونت	spočítať
فتيات	dievčatá
الجذب	príťažlivosť
الجذب	atrakcie
الجذب	zaujímavosti
نصير	ventilátor
نصير	fanúšik
نصير	fan
نصير	fanúšika
العرف	vlastný
العرف	vlastná
العرف	vlastné
مواضع	umiestnenia
لقاح	vakcínu
لقاح	vakcína
فلاش	blesk
فلاش	flash
فلاش	záblesk
البلدات	mestá
الخضروات	zeleniny
الخضروات	zelenina
غزا	zvíťazil
راب	rap
عدسة	šošovky
مصارع	zápasník
مصارع	gladiator
بريستول	bristol
جود	jude
حضرية	urban
حضرية	mestský
حضرية	mestské
حضرية	mestská
الموسمية	sezónneho
الموسمية	sezónne
العز	samoty
العز	samote
الرئتين	pľúca
الرئتين	pľúc
تهدد	ohrozujúce
تهدد	vyhráža
يتعلم	učiť
تعليمي	výučba
تعليمي	tutorial
تعليمي	návod
لويز	louisa
لويز	louise
عميل	klienta
عميل	klient
عميل	agentka
عميل	agenta
عميل	agent
امين	amen
الصمت	ticha
الصمت	mlčanie
الصمت	ticho
الصمت	mlčať
الصدور	prsia
الصدور	prsia
