மற்றும்	и
நினைவுகள்	воспоминания
சார்லி	чарли
அமேசான்	амазонки
துத்தநாக	цинка
பாலங்கள்	мосты
பாலங்கள்	мостов
சுவர்கள்	стены
சுவர்கள்	стенки
சுவர்கள்	стен
புளோரைடு	фторид
மாற்றப்பட்ட	изменились
மாற்றப்பட்ட	изменилась
மாற்றப்பட்ட	изменился
மாற்றப்பட்ட	изменил
மாற்றப்பட்ட	изменилось
மாற்றப்பட்ட	изменено
மாற்றப்பட்ட	измененный
மாற்றப்பட்ட	измененные
மாற்றப்பட்ட	изменена
மாற்றப்பட்ட	изменено
மரு	мару
தேர்ந்தெடுக்கப்பட்டது	выбранный
தேர்ந்தெடுக்கப்பட்டது	выбран
தேர்ந்தெடுக்கப்பட்டது	выбранные
தேர்ந்தெடுக்கப்பட்டது	выбрано
தேர்ந்தெடுக்கப்பட்டது	подборка
வேலி	забор
வேலி	ограждение
விளையாட்டை	play
விளையாட்டை	играть
விளையாட்டை	играйте
விளையாட்டை	играй
வேற்று	внеземной
செம்பு	меди
செம்பு	коп
செம்பு	медь
கொடுத்தல்	даю
கொடுத்தல்	отдаю
சிகிச்சைகள்	лечение
ஜஸ்டின்	джастин
அமோனியம்	аммония
கடல்சார்	морские
கடல்சார்	морской
கடல்சார்	морская
மேதை	гении
மேதை	гениально
மேதை	гений
மேதை	учёный
மேதை	ученый
மேதை	легенды
மேதை	легенда
கோலம்	сфера
அறுபத்து	sixty
அறுபத்து	шестьдесят
ஆதரவாளர்கள்	поддерживающие
ஆதரவாளர்கள்	сторонники
ஆதரவாளர்கள்	сторонников
கத்தி	кинжал
கத்தி	нож
உயர்த்தி	лифт
அந்தோனி	антоний
அந்தோனி	энтони
அந்தோனி	антоний
அந்தோனி	энтони
மறைவு	стелс
மறைவு	death
மறைவு	смерть
சூடு	горячие
சூடு	hot
சூடு	жарко
சூடு	горячо
சூடு	горячая
கவனமாக	тщательно
கவனமாக	бережно
கவனமாக	внимательно
கவனமாக	осторожно
கவனமாக	осторожен
கவனமாக	осторожнее
வருங்கால	будущее
வருங்கால	будущий
வருங்கால	будущая
வருங்கால	будущие
வெப்பமண்டல	тропических
வெப்பமண்டல	тропические
வெப்பமண்டல	тропический
தகவல்தொடர்பு	связь
தகவல்தொடர்பு	коммуникация
தகவல்தொடர்பு	общение
கலகம்	бунт
ஜேக்	джэк
ஜேக்	джек
பதின்ம	десятичные
அதிர்வு	атмосфера
அதிர்வு	турбулентность
அதிர்வு	вибрации
சைன்	инсульт
சைன்	sine
சைன்	пайн
குழி	яма
குழி	яму
அலங்காரம்	фильтр
அலங்காரம்	декорации
அலங்காரம்	декор
அலங்காரம்	украшение
அலங்காரம்	оформление
எண்ணங்கள்	мысли
டெட்	тэд
டெட்	тед
டெட்	палубу
டெட்	палубе
சம்பளம்	оклады
சம்பளம்	оклад
சம்பளம்	окладов
சம்பளம்	зарплата
சீசர்	цезарь
சீசர்	цезарь
மைக்ரோ	микро
கியூபா	кубе
கியூபா	кубу
கியூபா	куба
கியூபா	кубы
நண்டு	краб
உசேன்	хусейн
உசேன்	хуссейн
நேராக	прямая
நேராக	прямо
சத்தீஸ்கர்	чхаттисгарх
லேடி	lady
லேடி	дама
லேடி	леди
மகளும்	дочь
மகளும்	дочка
பதினொரு	eleven
பதினொரு	одиннадцать
கானா	гане
கானா	ганы
கானா	гана
கேம்பிரிட்ஜ்	кембридж
பாட்டில்	бутылка
பாட்டில்	бутылку
கழுத்தில்	шею
கழுத்தில்	шея
சிற்பி	архитектор
மாலிக்	малик
டேட்டா	данные
டேட்டா	данных
டேட்டா	data
பதக்கங்கள்	медали
பதக்கங்கள்	медалей
உபநிடதம்	упанишада
கிரிஸ்	крис
அடையாளங்கள்	личности
அடையாளங்கள்	теги
அடையாளங்கள்	метки
அலுவலர்கள்	офицеры
சுற்றுப்பயணம்	tour
சுற்றுப்பயணம்	тур
சுற்றுப்பயணம்	гастроли
கற்பித்தல்	обучение
கற்பித்தல்	преподавание
கற்பித்தல்	преподавания
உறவினர்	родственник
உறவினர்	относительной
உறவினர்	относительное
உறவினர்	относительные
உறவினர்	относительный
உறவினர்	относительная
உறவினர்	соседка
உறவினர்	сосед
உறவினர்	соседка
உறவினர்	сосед
உறவினர்	кузина
உறவினர்	кузен
பயணி	пассажирских
பயணி	пассажир
பயணி	пассажира
லெபனான்	ливан
லெபனான்	ливана
லெபனான்	ливане
அலன்	аллен
அலன்	ален
அலன்	алан
ஏவுகணைகள்	ракеты
ஏவுகணைகள்	ракет
தொலைதொடர்பு	связь
தொலைதொடர்பு	коммуникация
தொலைதொடர்பு	общение
தேர்வுகள்	тесты
தேர்வுகள்	испытания
தேர்வுகள்	выбор
தேர்வுகள்	подбор
தேர்வுகள்	выделение
தேர்வுகள்	отбора
தேர்வுகள்	отбор
தேர்வுகள்	подборка
தேர்வுகள்	опции
தேர்வுகள்	варианты
தேர்வுகள்	параметры
தேர்வுகள்	вариантов
ஹான்	хан
செய்தார்கள்	сделал
செய்தார்கள்	сделала
குணங்கள்	атрибуты
கச்சேரி	концерт
டார்க்	тёмный
டார்க்	темно
டார்க்	dark
டார்க்	темная
டார்க்	темноте
டார்க்	тёмная
கண்ணோட்டம்	обзор
கண்ணோட்டம்	обзор
கண்ணோட்டம்	обзора
கண்ணோட்டம்	рассмотрение
கண்ணோட்டம்	пересмотреть
சுரங்க	добычи
சுரங்க	добыча
தாக்கிய	атаковали
தாக்கிய	атаковал
தாக்கிய	напали
கடிதங்கள்	буквы
கடிதங்கள்	письма
பப்புவா	папуа
வாடிக்கையாளர்கள்	посетители
வாடிக்கையாளர்கள்	покупатели
வாடிக்கையாளர்கள்	клиенты
வாடிக்கையாளர்கள்	клиентов
வெடித்தது	взорвалась
வெடித்தது	взорвался
சோதனையில்	испытания
சோதனையில்	проверка
சோதனையில்	тест
சோதனையில்	испытание
தென்றல்	бриз
தேசங்கள்	nations
வேண்டுமென்றே	преднамеренное
வேண்டுமென்றே	умышленно
வேண்டுமென்றே	преднамеренно
வேண்டுமென்றே	намеренно
வேண்டுமென்றே	умышленно
வேண்டுமென்றே	преднамеренно
வேண்டுமென்றே	намеренно
வேண்டுமென்றே	умышленно
வேண்டுமென்றே	преднамеренно
வேண்டுமென்றே	намеренно
வேண்டுமென்றே	умышленное
ஆர்ட்ஸ்	arts
ஆர்ட்ஸ்	искусство
பேச்சாளர்	выступающий
பேச்சாளர்	спикер
பேச்சாளர்	оратор
சந்தைகள்	рынки
பெஞ்சமின்	бенджамин
கட்டுதல்	строительство
கட்டுதல்	здание
நெசவு	плетение
ஒலிம்பிக்கில்	олимпийские
ஒலிம்பிக்கில்	олимпийский
ஆணையர்	комиссара
ஆணையர்	уполномоченный
ஆணையர்	комиссар
இலையுதிர்	осенний
இலையுதிர்	осень
பூட்டான்	бутан
பூட்டான்	бутане
அமர்வு	заседание
அமர்வு	сессия
அமர்வு	сеанс
அமர்வு	сессии
கிளி	попугай
நகர்ந்து	двигаться
நகர்ந்து	переместить
நகர்ந்து	ход
நகர்ந்து	переехал
நகர்ந்து	перенесено
இருக்கைகள்	места
இருக்கைகள்	сиденья
மறைமாவட்டம்	епархии
மறைமாவட்டம்	епархия
தாயகம்	родина
வாலி	уолли
கழிவுகள்	мусора
கழிவுகள்	обломки
பெறவும்	получить
பெறவும்	получите
பிரதிநிதி	представитель
பிரதிநிதி	представителю
பிரதிநிதி	представителя
வெப்	уэбб
வாரணாசி	варанаси
வயிறு	живот
வயிறு	желудок
வயிறு	живот
வயிறு	живот
மணிகள்	часов
மணிகள்	часы
விலக்கு	отклонить
விலக்கு	приостановить
கிறிஸ்டோபர்	кристофера
கிறிஸ்டோபர்	кристофер
மதிப்பெண்	счёт
மதிப்பெண்	счет
மதிப்பெண்	очко
தோன்றுகின்றன	сомнительно
தோன்றுகின்றன	сомнительной
செய்தித்தாள்	газету
செய்தித்தாள்	газета
செய்தித்தாள்	газеты
செய்தித்தாள்	газет
செய்தித்தாள்	газеты
ஈயம்	свинца
ஈயம்	свинец
ஈயம்	ведущая
ஈயம்	ведущие
மிச்சிகன்	мичиган
பிரதேசங்கள்	территорий
பிரதேசங்கள்	территории
பிரதேசங்கள்	территориях
பிரதேசங்கள்	территориям
தந்தி	фокус
தந்தி	трюк
தந்தி	уловка
தந்தி	telegram
டிவிடி	dvd
குயில்	кукушка
மெட்ராஸ்	мадрас
இசைக்கருவி	инструмент
துவக்கம்	начать
துவக்கம்	начинайте
துவக்கம்	стартап
விமர்சகர்	критик
விமர்சகர்	критика
ராகுல்	рахул
உபகரணங்கள்	снаряжение
உபகரணங்கள்	аппаратура
உபகரணங்கள்	оборудование
உபகரணங்கள்	оборудования
உபகரணங்கள்	приборов
ரயில்கள்	поезда
கிதார்	гитару
கிதார்	гитара
கிதார்	гитары
செயற்கையாக	искусственно
வெளிச்சம்	light
வெளிச்சம்	свет
வெளிச்சம்	света
வெளிச்சம்	светло
வெளிச்சம்	яркость
ஆன்மிக	мистический
விழுந்த	упал
விழுந்த	пал
புஷ்	push
புஷ்	толчок
சாம்பியன்	чемпион
முகர்ஜி	мукерджи
சந்தைப்படுத்தல்	сбыт
சந்தைப்படுத்தல்	маркетинг
சந்தைப்படுத்தல்	маркетинга
சுனாமி	цунами
குகைகள்	пещеры
கவுன்சில்	совет
கவுன்சில்	совета
ஃபோர்ட்	форд
ஃபோர்ட்	ford
புரிதல்	понимание
புரிதல்	взаимопонимание
புரிதல்	понимания
லாரன்ஸ்	лоуренс
லாரன்ஸ்	лоренс
ஹீரோ	герой
கிண்ணம்	чаша
கிண்ணம்	чашу
கிண்ணம்	чашка
கிண்ணம்	чаша
கிண்ணம்	кубок
கிண்ணம்	cup
இதோ	здесь
இதோ	вот
போட்டியாளர்கள்	игроки
போட்டியாளர்கள்	игрокам
போட்டியாளர்கள்	игроков
போட்டியாளர்கள்	конкуренты
போட்டியாளர்கள்	конкурентов
பார்வையாளர்	аудитории
பார்வையாளர்	зрители
பார்வையாளர்	аудитория
படைகளும்	организаторы
தளபதிகள்	генералов
தளபதிகள்	командиров
தளபதிகள்	командиры
தளபதிகள்	капитаны
கிறிஸ்	крис
சொல்கிறது	говорит
படகுகள்	катера
படகுகள்	лодки
ஈடுபட	вовлечь
ஈடுபட	участвовать
கணிமை	вычисления
கருதுகோள்	гипотеза
ஏற்பு	принятие
ஏற்பு	признание
ஏற்பு	принятии
பிரகாசமான	яркие
பிரகாசமான	яркий
பிரகாசமான	ярко
பிரகாசமான	светлый
பிரகாசமான	яркая
ஆக்கிரமிப்பு	оккупация
ஆக்கிரமிப்பு	профессия
ஆக்கிரமிப்பு	оккупации
அழகாக	красавица
அழகாக	красивые
அழகாக	красивая
அழகாக	красиво
பாரம்பரியம்	традиционный
பாரம்பரியம்	традиционная
பாரம்பரியம்	традиционные
பாரம்பரியம்	традиционное
பாரம்பரியம்	культурный
பாரம்பரியம்	культурные
பாரம்பரியம்	традиция
பாரம்பரியம்	традиции
வயல்	поля
வயல்	филд
வயல்	поле
காயங்கள்	травмы
காயங்கள்	травм
காயங்கள்	раны
காயங்கள்	ран
ஆந்திரா	андхра
சித்தாந்தம்	идеология
சித்தாந்தம்	идеологии
கீதம்	гимн
மீதி	баланс
மீதி	остаток
மீதி	равновесие
அமீர்	амир
ஹோண்டா	honda
உத்தரவு	команда
உத்தரவு	командования
உத்தரவு	командование
வண்டு	жук
தைராய்டு	щитовидной
விரிந்த	широкая
விரிந்த	широкие
விரிந்த	широкого
விரிந்த	широкий
இன்சுலின்	инсулин
சீட்டு	карта
சீட்டு	карту
சீட்டு	карточка
கணக்கிடப்படுகிறது	рассчитаны
கணக்கிடப்படுகிறது	рассчитан
கணக்கிடப்படுகிறது	рассчитано
கணக்கிடப்படுகிறது	рассчитана
கணக்கிடப்படுகிறது	рассчитанные
பசி	голодные
பசி	голодная
பசி	голодный
பசி	голод
பசி	голода
பதின்மூன்று	тринадцать
பதின்மூன்று	thirteen
மூலையில்	углу
மூலையில்	уголок
மூலையில்	угол
லினக்சு	linux
அவளுக்கு	she
அவளுக்கு	она
ஆனி	анни
ஆனி	энни
வேலைவாய்ப்பு	трудоустройство
வேலைவாய்ப்பு	занятость
பாடலைப்	песня
பாடலைப்	песнь
பாடலைப்	song
ஊக்கம்	мотивации
ஊக்கம்	мотивация
ஊக்கம்	мотивы
கிகி	кики
லங்கா	ланка
தெய்வீக	божественная
தெய்வீக	божественное
நிச்சயமாக	воистину
நிச்சயமாக	действительно
நிச்சயமாக	уверен
நிச்சயமாக	конечно
நிச்சயமாக	уверена
நிச்சயமாக	определённо
நிச்சயமாக	однозначно
நிச்சயமாக	определенно
நிற்க	стенд
நிற்க	стоять
மாமா	мама
மாமா	дядя
மாமா	дядюшка
பாட்டி	бабушка
பாட்டி	бабушка
பாட்டி	бабушка
பருமன்	ожирение
பருமன்	пенсионеров
தாம்சன்	томпсон
தாம்சன்	томсон
பேட்	pad
மருந்துகளை	лекарства
மருந்துகளை	препараты
மருந்துகளை	медикаменты
வெற்றியாளர்கள்	победителей
வெற்றியாளர்கள்	победители
புறா	голубь
புறா	голуби
புறா	голубь
ரோசா	розу
ரோசா	роза
ஒப்புமை	аналогии
பைங்குடில்	парниковых
துர்க்கை	дурга
குத்துச்சண்டை	бокс
குத்துச்சண்டை	борьба
நாரை	аист
இடையூறு	вмешиваться
பயம்	страх
பயம்	боится
பயம்	боюсь
பயம்	ужас
பயம்	ужасы
பயம்	испугался
பயம்	страшно
பயம்	напуган
கையாள	справиться
தவறுதலாக	ошибочно
காரி	кари
பகுத்தறிவு	рациональность
ராபின்	робин
மிதக்கும்	плавающих
நோவா	ноа
நோவா	ной
நோவா	нух
நோவா	ноя
உரோம	волосатый
மூலிகை	герб
மூலிகை	херб
பாஸ்டன்	бостон
கடத்தி	дирижёр
கடத்தி	проводник
நீர்வீழ்ச்சி	водопады
நீர்வீழ்ச்சி	водопад
தடுப்பூசி	вакцины
தடுப்பூசி	вакцина
தடுப்பூசி	вакцину
பனாமா	панаме
பனாமா	панама
பாதிக்கிறது	затрагивает
பாதிக்கிறது	влияет
பாதிக்கிறது	затрагивающих
பாதிக்கிறது	затрагивающие
பருப்பு	орех
தொடு	touch
தொடு	прикоснуться
தொடு	прикосновение
ஆர்சனிக்	мышьяк
துறவிகள்	монахов
துறவிகள்	монахи
சொல்கிறார்	говорит
குளியல்	бани
குளியல்	ванна
குளியல்	бат
குளியல்	ванной
குளியல்	баня
ஊர்வலம்	ралли
ஊர்வலம்	митинг
ஊர்வலம்	шествие
கேபிள்	кабельное
கேபிள்	трос
கேபிள்	кабель
வடிவமைப்பாளர்	дизайнер
அழகியல்	эстетика
வலியுறுத்தினார்	настаивал
வலியுறுத்தினார்	настаивала
வலியுறுத்தினார்	настоял
வலியுறுத்தினார்	настояла
ஒமேகா	омега
இளஞ்சிவப்பு	pink
இளஞ்சிவப்பு	розовая
இளஞ்சிவப்பு	розовые
இளஞ்சிவப்பு	розовое
இளஞ்சிவப்பு	розовый
இளஞ்சிவப்பு	сирень
சுத்தமான	чистые
சுத்தமான	чистая
சுத்தமான	чисто
சுத்தமான	чистый
சுத்தமான	очистить
சுத்தமான	чистой
எல்லோருக்கும்	всем
பயணத்தில்	путешествие
பயணத்தில்	путешествует
பயணத்தில்	путешествия
பயணத்தில்	путешествие
ஆடம்	адам
ஆடம்	адама
பாதிக்கப்பட்டு	затронутые
லோகன்	логан
நீக்கப்பட்டது	удаленные
நீக்கப்பட்டது	исключен
நீக்கப்பட்டது	удалена
நீக்கப்பட்டது	удалено
நீக்கப்பட்டது	удален
நீக்கப்பட்டது	удаляется
நீக்கப்பட்டது	удалена
நீக்கப்பட்டது	удалены
நீக்கப்பட்டது	удалено
சந்தேகம்	сомнения
சந்தேகம்	сомнение
சந்தேகம்	сомневаться
சந்தேகம்	сомнений
வித்தியாசம்	diff
வித்தியாசம்	отличие
வித்தியாசம்	различие
வித்தியாசம்	разница
வித்தியாசம்	различия
வித்தியாசம்	контраст
வாய்வழி	устный
வாய்வழி	устно
வாய்வழி	устные
வாய்வழி	устное
மேக்	mac
மேக்	мак
ஏடு	палубу
ஏடு	палубе
பெண்ணியம்	феминизм
சியோல்	сеуле
சியோல்	сеул
ரகசிய	тайна
ரகசிய	секрет
ரகசிய	секретная
ரகசிய	секретный
விவாகரத்து	развод
விவாகரத்து	развелись
விவாகரத்து	развелась
ஓய்வூதியம்	пенсии
ஓய்வூதியம்	пенсию
ஓய்வூதியம்	пенсия
தனித்தன்மை	расстояние
அடோப்	adobe
வைரம்	бриллиант
வைரம்	алмазов
வைரம்	алмаз
துளசி	василий
கிரே	серая
கிரே	серого
கிரே	серый
கிரே	серые
பேக்	стаи
பேக்	стая
விலைகள்	цены
விலைகள்	тариф
விலைகள்	ставки
முதலை	аллигатор
முதலை	крокодил
திருத்தப்பட்ட	пересмотрен
நெட்	нетто
நெட்	net
நெட்	чистый
வெள்ளிக்கிழமை	пятницу
வெள்ளிக்கிழமை	пятница
யான்	янь
புரூஸ்	брюс
உங்களை	себя
சாய்	саи
சாய்	сай
எச்சம்	остаток
எச்சம்	остатки
அமைதியாக	молчание
அமைதியாக	молчать
ஐயா	сэр
ஐயா	сер
மிகையான	чрезмерно
மிகையான	чрезмерное
மிகையான	чрезмерные
மிகையான	чрезмерного
மிகையான	чрезмерная
பத்தாண்டு	десятилетие
பத்தாண்டு	десятилетия
அதிகரித்துள்ளது	увеличить
அதிகரித்துள்ளது	увеличение
ஸ்பானிஷ்	испанская
ஸ்பானிஷ்	испанский
அஞ்சி	страх
கேலி	дразнить
இருண்ட	тёмный
இருண்ட	темно
இருண்ட	dark
இருண்ட	темная
இருண்ட	темноте
இருண்ட	тёмная
தேவநாகரி	деванагари
ஜேன்	джейн
ஆகி	отсутствует
பாடங்கள்	уроки
நோக்கங்கள்	задачи
நோக்கங்கள்	цели
வாடகை	аренда
வாடகை	аренда
வாடகை	аренда
வாடகை	аренду
வாடகை	прокат
வாடகை	аренда
வாடகை	аренду
வாடகை	прокат
சிரிய	сирийской
சிரிய	сирийские
சிரிய	сирийская
பூண்டு	чеснок
கவர்ந்து	привлек
கவர்ந்து	привлекает
கவர்ந்து	привлекла
லோக்	лок
கேள்விக்கு	вопрос
டொமைன்	домен
டொமைன்	домена
வால்டர்	уолтер
வால்டர்	вальтер
இராபர்ட்	роберт
இராபர்ட்	робер
ஆய்	изучение
ஆய்	исследование
காமம்	кама
காமம்	секс
வல்லுனர்கள்	профессионалы
வல்லுனர்கள்	специалистов
வல்லுனர்கள்	специалисты
காதலன்	бойфренд
காதலன்	парень
காதலன்	возлюбленный
காதலன்	любовник
எல்லாமே	все
எல்லாமே	всё
எல்லாமே	всем
எல்லாமே	всех
எல்லாமே	all
எல்லாமே	все
செல்வி	мисс
செல்வி	miss
ஆஸ்திரிய	австрийская
ஆஸ்திரிய	австрии
ஆஸ்திரிய	австрийский
வடிவமைக்கப்பட்டுள்ளது	разработан
வடிவமைக்கப்பட்டுள்ளது	разработано
வடிவமைக்கப்பட்டுள்ளது	предназначенные
சம்பவங்கள்	инциденты
சம்பவங்கள்	происшествия
சம்பவங்கள்	инцидентов
ஆசாத்	азад
டெல்டா	дельта
குட்	хорош
குட்	хороша
குட்	хороший
குட்	хорошее
குட்	хорошо
இயற்றியவர்	автор
ஒருங்கிணைக்கப்பட்ட	единая
ஒருங்கிணைக்கப்பட்ட	объединенная
ஒருங்கிணைக்கப்பட்ட	единого
ஒருங்கிணைக்கப்பட்ட	единое
சாரம்	сущность
சாரம்	суть
கடலோர	прибрежных
கடலோர	прибрежные
கடலோர	береговая
கடலோர	побережье
கடலோர	берег
பெய்ஜிங்	пекин
பெய்ஜிங்	пекинской
திறன்கள்	навыков
திறன்கள்	навыки
ராணுவம்	военный
ராணுவம்	военных
ராணுவம்	военная
ராணுவம்	военные
ராணுவம்	армии
ராணுவம்	армия
பத்திரிகைகள்	журналы
பத்திரிகைகள்	дневники
அதீத	крайней
அதீத	крайние
அதீத	крайняя
அதீத	крайний
கெப்லர்	kepler
திருத்தங்கள்	правки
மாய	волшебство
மாய	волшебная
மாய	magic
மாய	магия
பார்த்தார்	пила
பார்த்தார்	видел
பார்த்தார்	видела
பார்த்தார்	увидел
பார்த்தார்	увидела
பார்த்தார்	посмотрел
பார்த்தார்	посмотрела
பார்த்தார்	смотрела
பார்த்தார்	посмотрели
பார்த்தார்	смотрели
பார்த்தார்	смотрел
வின்சென்ட்	винсент
டிரம்ப்	трамп
டிரம்ப்	трампа
வன்னி	ванни
புளோரிடா	флорида
புளோரிடா	флориде
கரி	уголь
அணிகலன்கள்	принадлежности
அணிகலன்கள்	аксессуары
கட்டு	bundle
பரிவர்த்தனை	сделка
பரிவர்த்தனை	операции
பரிவர்த்தனை	сделок
பரிவர்த்தனை	сделки
உள்கட்டமைப்பு	инфраструктура
பிளாஸ்டிக்	пластик
பிளாஸ்டிக்	пластиковый
பிளாஸ்டிக்	пластиковые
பிளாஸ்டிக்	пластика
ஆன்மா	душу
ஆன்மா	души
ஆன்மா	душа
ஆன்மா	soul
ஆன்மா	соул
தாகூர்	тхакур
வேந்தர்	ректор
வேந்தர்	канцлер
குண்டுகள்	бомбы
டெக்சாஸ்	техас
முழுமை	полный
முழுமை	полные
முழுமை	полное
முழுமை	полного
முழுமை	полная
முழுமை	полный
முழுமை	полная
முழுமை	завершить
தட்பவெப்ப	температуры
தட்பவெப்ப	температура
போப்	поуп
பாசி	водоросли
போரான்	бора
போரான்	бор
சமூகங்கள்	сообщества
சமூகங்கள்	общины
சமூகங்கள்	социальное
சமூகங்கள்	социального
சமூகங்கள்	социальный
சமூகங்கள்	социальная
சமூகங்கள்	социальные
நிமிடம்	минута
நிமிடம்	минуту
செயலகம்	секретариата
செயலகம்	секретариат
சொற்றொடர்	вставить
சொற்றொடர்	вставьте
சொற்றொடர்	паста
ஏற்றுக்கொள்ளப்பட்டது	принят
ஏற்றுக்கொள்ளப்பட்டது	принята
ஏற்றுக்கொள்ளப்பட்டது	приняты
ஏற்றுக்கொள்ளப்பட்டது	принято
தானியங்கள்	зерна
செங்கல்	кирпич
செங்கல்	брик
வயிற்றில்	живот
வயிற்றில்	желудок
கோர்	core
கோர்	ядро
கோர்	гор
திறமையான	талантливых
திறமையான	талантлив
திறமையான	талантливый
திறமையான	талантливая
படத்திற்கு	картинка
படத்திற்கு	фотография
படத்திற்கு	фотка
மலிவான	дешевые
மலிவான	недорого
மலிவான	дешевая
மலிவான	дешевый
பேஸ்	темп
பேஸ்	темпы
பேஸ்	база
பேஸ்	основание
தொகுப்பாளர்	ведущий
தொகுப்பாளர்	ведущая
மிளகாய்	чили
பென்சில்வேனியா	пенсильвании
பென்சில்வேனியா	пенсильвания
தடங்கள்	каналы
தடங்கள்	треки
தடங்கள்	дорожки
தடங்கள்	следы
தடங்கள்	канал
தடங்கள்	channel
தடங்கள்	каналы
கம்பம்	столб
கம்பம்	полюс
தேவதை	русалка
தேவதை	анхель
தேவதை	ангел
தேவதை	ангела
பீரங்கி	артиллерийские
பீரங்கி	артиллерия
பீரங்கி	артиллерийский
இயற்கணிதம்	алгебра
கேடு	увы
சர்ச்	церковь
சர்ச்	церкви
சமகால	современный
சமகால	современные
சமகால	современная
சமகால	современных
சமகால	современное
சேனா	сена
அண்டவியல்	космологии
நிலையைப்	статус
நிலையைப்	состояние
ஐரிஷ்	ирландский
ஐரிஷ்	ирландец
ஐரிஷ்	ирландии
ஸ்டான்லி	стенли
ஸ்டான்லி	стэнли
வலைப்பின்னல்	сеть
வலைப்பின்னல்	сети
வலைப்பின்னல்	network
வடிவமைத்து	разработан
வடிவமைத்து	разработано
வடிவமைத்து	предназначенные
கொண்டாட்டம்	празднование
கொண்டாட்டம்	party
கொண்டாட்டம்	сторона
கொண்டாட்டம்	партия
கொண்டாட்டம்	вечеринка
கொண்டாட்டம்	праздновать
கொண்டாட்டம்	отметить
கொண்டாட்டம்	отпраздновать
கொண்டாட்டம்	праздник
கொண்டாட்டம்	празднование
கொண்டாட்டம்	торжество
நிக்	ника
நிக்	ник
என்கிறார்கள்	говорит
காட்மியம்	кадмия
முனையம்	терминал
முனையம்	порт
முனையம்	порту
வாரத்திற்கு	еженедельно
முக்கியத்துவத்தை	важность
ஹட்சன்	хадсон
நீர்த்தேக்கம்	водохранилище
பிரிக்கப்பட்ட	разделены
ஒபாமா	обама
ஒப்பீட்டு	сравнительные
ஒப்பீட்டு	сравнительный
வெற்றிகள்	выигрывает
வெற்றிகள்	побеждает
வெற்றிகள்	hits
தோள்	плечом
தோள்	плечо
அபு	абу
லியோன்	лион
லியோன்	леоне
சீரமைப்பு	кондиционирование
சீரமைப்பு	реконструкция
சீரமைப்பு	ремонт
சுல்தானகம்	султанат
பேசிக்	базовые
பேசிக்	основные
பேசிக்	базовый
பேசிக்	базовая
பேசிக்	basic
எதிர்பார்ப்பு	ожидания
உச்சரிப்பு	написание
உச்சரிப்பு	произношение
பூம்புகார்	бум
போதனை	обучение
போதனை	преподавание
போதனை	преподавания
கொடிகள்	флаги
தீபகற்பம்	полуострове
தீபகற்பம்	полуостров
கடன்கள்	займы
கடன்கள்	займов
கடன்கள்	кредиты
கடன்கள்	ссуды
மியான்மர்	мьянма
ராசா	раза
ராசா	rasa
நாய்கள்	собак
நாய்கள்	собаки
நாய்கள்	псы
வருடமும்	год
பங்கேற்றனர்	участвовал
பங்கேற்றனர்	участвовала
குறைத்தல்	уменьшение
குறைத்தல்	сокращение
பதவிகள்	ролях
பதவிகள்	роли
பதவிகள்	должности
பதவிகள்	позиции
பழி	месть
வந்ததும்	пришла
வந்ததும்	пришел
வந்ததும்	пришёл
வளிமண்டலம்	атмосфера
வளிமண்டலம்	атмосферу
நாராயண்	нараян
செவிலியர்	сестра
செவிலியர்	медсестра
மக்கா	мекке
மக்கா	мекки
விஜயம்	посетить
விஜயம்	визит
விஜயம்	визита
விஜயம்	посещение
வசனங்கள்	заголовки
வசனங்கள்	подписи
ஊக்குவிக்கும்	поощрять
ஊக்குவிக்கும்	поощрения
ஊக்குவிக்கும்	поощрение
கெய்ரோ	каир
கெய்ரோ	каире
உறவினர்கள்	кузины
உறவினர்கள்	родственники
உறவினர்கள்	родственников
தார்	тар
சுருதி	шрути
புல்லாங்குழல்	флейта
மல்லிகை	жасмин
கண்டேன்	найдена
கண்டேன்	найдено
கண்டேன்	нашла
கண்டேன்	найден
கண்டேன்	найдены
லாரி	лари
லாரி	ларри
உரம்	удобрений
உரம்	удобрения
உரம்	навоза
ஹிட்லர்	гитлер
ஹிட்லர்	гитлера
முன்னுரை	предисловие
படமாக	картинка
படமாக	фотография
படமாக	фотка
ஒற்றையர்	разряд
சத்தம்	шум
சத்தம்	громко
சத்தம்	громкий
போட்டியிடும்	конкурирующих
இசைக்கலைஞர்	музыкант
மீட்க	восстановить
தலைகீழ்	перевёрнутый
இமயமலை	гималаях
கலா	кала
கோகோயின்	кокаин
கோகோயின்	кокаина
ஆக்சிஜன்	кислорода
ஆக்சிஜன்	кислород
மூடப்பட்ட	закрыта
மூடப்பட்ட	закрыто
மூடப்பட்ட	закрытая
மூடப்பட்ட	закрытое
மூடப்பட்ட	закрыты
பச்சன்	баччан
ஆர்க்	арк
ஆர்க்	arc
ஆர்க்	дуги
சட்டை	рубашка
சட்டை	рубашку
சட்டை	футболка
ஹஜ்	хадж
ஹஜ்	хаджа
ஜிம்மி	джимми
உடைந்து	сломалась
உடைந்து	сломал
உடைந்து	сломался
சித்திரம்	арт
சித்திரம்	art
சித்திரம்	искусство
போதுமானதாக	хватит
போதுமானதாக	достаточно
இடுப்பு	хип
இடுப்பு	бедро
இடுப்பு	талия
இடுப்பு	талии
வெட்டு	сократить
வெட்டு	вырезать
