darwin	darwin
block	zablokovať
yhdistyneet	united
yhdistyneet	zjednotená
yhdistyneet	zjednotení
yhdistyneet	spojené
olentoja	bytostí
olentoja	bytosti
olentoja	stvorenia
olentoja	bytosti
olentoja	tvory
vaikeuttaa	komplikovať
vaikeuttaa	komplikuje
filippiineillä	filipín
filippiineillä	filipíny
göteborgissa	göteborg
göteborgissa	göteborgu
havainto	postreh
havainto	pozorovanie
havainto	pozorovania
havainto	predbežnej
lin	lin
vesillä	vody
vesillä	vôd
nacional	nacional
vince	vince
markkinointi	marketing
markkinointi	obchodovanie
markkinointi	povýšenie
markkinointi	propagáciu
markkinointi	propagácia
freud	freud
kaasua	plynu
kaasua	benzin
kaasua	plyn
desibeli	decibel
batmanin	batman
valeri	valery
zeus	zeus
syyn	rozum
syyn	príčina
syyn	dôvod
syyn	dovod
piquet	piquet
sarjakuvia	komiksy
hank	hanka
hank	hank
osoittautunut	dokázal
osoittautunut	dokázalo
lennot	lety
lennot	letov
lennot	letom
liikkeiden	presuny
liikkeiden	pohyby
keittiö	kuchyňa
keittiö	kuchyne
keittiö	kuchyňa
keittiö	kuchyni
keittiö	kuchynský
keittiö	kuchynské
keittiö	kuchyne
konsuli	konzul
ilmailu	letecká
ilmailu	letectvo
ilmailu	letectva
sora	štrk
noel	noel
useimmilla	najviac
useimmilla	väčšina
todisti	dokázal
todisti	dokázalo
solo	solo
solo	sólo
keksittiin	vynašiel
keksittiin	vymyslený
ohjeen	pokyn
ohjeen	inštrukcie
ohjeen	pokyny
ohjeen	vyučovanie
amadeus	amadeus
kaupallista	komerčné
kaupallista	obchodný
kaupallista	obchodná
kaupallista	komerčný
kaupallista	obchodné
työntekijän	pracovníka
työntekijän	pracovníčka
työntekijän	pracovník
työntekijän	robotník
waltari	waltari
vaarallista	nebezpečného
vaarallista	nebezpečná
vaarallista	nebezpečný
vaarallista	nebezpečné
vaarallista	nebezpečný
vaarallista	nebezpečných
vaarallista	nebezpečné
vaarallista	nebezpečná
logiikan	logika
logiikan	logiky
logiikan	logiku
logiikan	logické
eteneminen	progresie
eteneminen	dopredu
eteneminen	vopred
eteneminen	predstihu
viholliset	nepriateľ
viholliset	nepriateľa
viholliset	nepriateľom
viholliset	nepriateľov
viholliset	nepriateľom
viholliset	nepriatelia
innokas	nadšene
innokas	nadšení
madame	madam
madame	madame
kap	cape
kap	mys
kap	plášť
sähköinen	elektrická
sähköinen	elektrický
sähköinen	elektrických
sähköinen	elektrické
sähköinen	elektronický
sähköinen	elektronická
sähköinen	elektronické
sähköinen	elektronickej
sähköinen	elektrický
sähköinen	elektrických
sähköinen	elektrická
sähköinen	elektrické
mona	mona
melbourne	melbourne
fabian	fabian
tehtaiden	továrne
luonnetta	znak
luonnetta	postava
luonnetta	charakter
luonnetta	postavu
tilaisuus	príležitosť
tilaisuus	príležitosti
tilaisuus	príležitosť
tilaisuus	príležitosťou
tilaisuus	príležitosti
simone	simone
orion	orion
määrät	čiastky
määrät	množstvá
määrät	sumy
määrät	množstvá
romaniassa	rumunsko
romaniassa	rumunska
romaniassa	rumunskom
olemassaoloa	existenciou
olemassaoloa	existenciu
olemassaoloa	existencie
olemassaoloa	existencia
vallankumousta	revolúcie
vallankumousta	revolúciu
vallankumousta	revolúcia
vihan	zlosť
vihan	hnev
vihan	nenávisť
vihan	nenávidieť
vihan	nenávisť
vihan	nenávidím
vihan	neznášam
vuosikirja	ročenke
vuosikirja	ročenku
lex	lex
maxwell	maxwell
vähenee	klesajúcej
vähenee	klesajúci
vähenee	klesajúci
kati	kati
kati	katka
iskee	zasiahne
iskee	hity
iskee	udrie
selitti	vysvetlila
selitti	vysvetlené
selitti	vysvetliť
selitti	vysvetlil
käsittelyä	zaobchádzanie
käsittelyä	manipulácia
käsittelyä	spracovanie
käsittelyä	spracúvanie
käsittelyä	spracovania
käsittelyä	spracovávanie
lange	lange
canadiens	canadiens
teräsmies	superman
juhlat	party
juhlat	oslava
juhlat	strana
juhlat	večierok
juhlat	párty
veroja	dane
veroja	daň
veroja	daňové
veroja	dane
veroja	daní
arkiston	archíve
arkiston	archívu
arkiston	archív
kopioi	skopíroval
kopioi	skopírovať
kopioi	kopírovať
kopioi	kópia
tuttuja	známe
tuttuja	známych
tuttuja	známi
conrad	conrad
urpo	blbec
yksinäinen	opustená
yksinäinen	opustený
yksinäinen	osamelá
yksinäinen	osamelo
yksinäinen	osamelý
nostettu	zvýšený
nostettu	vychovala
nostettu	vznesené
nostettu	vychovaný
luulee	myslí
koch	koch
neuvoja	poradiť
neuvoja	poradenstvo
neuvoja	rada
neuvoja	rady
neuvoja	radu
extra	naviac
extra	navyše
extra	extra
poikkeuksellisesti	výnimočne
kantava	ložiskové
kivestä	stone
kivestä	kameň
kivestä	kameňa
agnes	agnes
doo	doo
seksiä	pohlavia
seksiä	pohlavie
seksiä	sex
esseitä	eseje
fanny	fanny
matkoilla	cestovanie
kirjattu	registrovaných
kirjattu	registrované
kirjattu	zapísané
kirjattu	zaregistrované
kirjattu	registrovaný
kirjattu	nahraté
kirjattu	zaznamenaný
kirjattu	zaznamenané
kirjattu	zaznamenaná
raketti	raketa
sheffield	sheffield
ajettu	poháňaný
ajettu	jazdy
ajettu	jazda
lena	lena
murhaa	vraždiť
murhaa	vraždenie
murhaa	zavraždiť
murhaa	vražda
murhaa	vraždy
murhaa	vraždu
ulf	ulf
freddie	freddie
bayer	bayer
vuosisata	storočia
vuosisata	storočí
vuosisata	storočie
periaatteita	zásady
periaatteita	princípy
periaatteita	zásadami
symboloi	symbolizuje
sisarukset	sestrami
sisarukset	sestier
sisarukset	sestry
sisarukset	súrodenci
sisarukset	súrodencov
sally	sally
konkurssin	konkurzu
konkurssin	bankrot
konkurssin	konkurz
konkurssin	úpadok
konkurssin	bankrotu
sisäiset	vnútorné
sisäiset	interné
sisäiset	vnútorná
sisäiset	interný
sisäiset	vnútorný
todellisuutta	skutočnosť
todellisuutta	realita
todellisuutta	realitu
todellisuutta	reality
piirrokset	kresby
piirrokset	výkresy
piirrokset	kresby
piirrokset	nákresy
ellis	ellis
loistava	geniálne
loistava	superb
lahjakas	nadaná
lahjakas	nadanie
lahjakas	talentovaný
lahjakas	talentovaná
pyrkimys	výprava
pyrkimys	quest
andersen	andersen
riita	spor
riita	hádka
riita	namietať
riita	spore
riita	sporu
riita	spor
riita	námietka
tavalliset	obyčajná
tavalliset	obyčajné
tavalliset	bežný
tavalliset	obyčajný
suoritin	procesor
suoritin	cpu
vastakohta	opačne
vastakohta	oproti
vastakohta	opak
vastakohta	opačné
flanderin	flámsko
flanderin	flámske
