年	tahun
軸心	paksi
軸心	paksi
燈泡	bulb
燈泡	mentol
單色	monokrom
小巷	lorong
小巷	gang
豆豆	kacang
促銷	promosi
促銷	promo
促銷	promosi
口罩	mask
口罩	topeng
口罩	topeng
裝潢	menghias
奴婢	nobi
囚徒	banduan
空虛	kekosongan
俗語	slang
軍裝	seragam
軍裝	sekata
軍裝	uniform
餓	kelaparan
餓	kebuluran
餓	kebulur
餓	lapar
銣	rubidium
肉質	berair
加彭	gabon
釀造	brew
原件	original
原件	originals
回天	kaiten
恆河	ganges
萬象	vientiane
載體	vektor
載體	carrier
載體	pembawa
飛揚	hanyut
噴霧	spray
噴霧	sembur
正教	ortodoks
專利權	paten
專利權	paten
黯淡	suram
山雀	tit
山雀	payudara
力氣	kekuatan
變壓器	transformer
變壓器	transformer
變壓器	transformers
奈緒	nao
睡衣	pyjamas
新生兒	newborn
新生兒	neonatal
新生兒	newborn
汽船	steamboat
汽船	stim
榊	sakaki
白酒	arak
笛子	seruling
增量	pertambahan
增量	tokokan
增量	tokokan
增量	increment
增量	kenaikkan
鬧劇	farce
嚮往	bercita
嚮往	kerinduan
嚮往	merindu
蓋亞那	guyana
史無前例	unprecedented
甜菜	beet
甜菜	beets
蟋蟀	kriket
蟋蟀	kriket
表姐	cousin
表姐	sepupu
斧頭	kapak
撲克牌	poker
排練	rehearsal
排練	latihan
排練	raptai
揮發性	menentu
賴比瑞亞	liberia
騙局	penipuan
騙局	scam
蠟燭	candle
蠟燭	lilin
蠟燭	lilin
氣功	qigong
約談	interview
約談	otai
約談	temuduga
約談	temuduga
峴港	danang
純種	ras
口吃	gagap
口吃	gagap
口吃	gagap
黃斑	macular
伏羲	fuxi
燭	candle
燭	lilin
蛻變	metamorfosis
蠢	bodoh
蠢	stupid
常綠	evergreen
茄子	terung
茄子	terong
蟎	mites
肌膚	kulit
銀杏	ginkgo
化學品	kimia
化學品	kimia
越獄	escape
荊棘	berduri
荊棘	duri
荊棘	duri
讓渡	keterasingan
黏膜	mucosa
磷脂	lipid
贖金	ransom
贖金	tebusan
硫化物	sulfida
協約	pakatan
協約	compact
協約	padat
農藥	pesticide
種姓	castes
種姓	kasta
摸索	meraba
摸索	raba
尼龍	nylon
二重唱	duet
月桂	laurel
模擬器	simulator
顏料	cat
顏料	pigmen
鳴門	naruto
彈射器	lastik
昏暗	dim
昏暗	kelam
昏暗	redup
漸進	pertambahan
漸進	progresif
武士道	bushido
牛排	steak
牛排	stik
履歷	resume
稻草	straw
簡歷	resume
卑鄙	hina
田納西	tennessee
華埠	chinatown
賽跑	perlumbaan
賽跑	race
賽跑	ras
類固醇	steroid
類固醇	steroid
退還	dipulangkan
退還	dikembalikan
褲子	seluar
褲子	seluar
槓桿	tuas
槓桿	memanfaatkan
槓桿	memanfaatkan
槓桿	memanfaatkan
槓桿	tuil
想像力	imaginasi
布偶	muppets
受苦	penderitaan
受苦	menderita
鞍馬	kurama
拍子	tempo
裁減	pengurangan
詩選	antologi
電影劇本	screenplay
紋身	tatu
紋身	tatoo
紋身	tatu
勤奮	rajin
錢包	wallet
錢包	purse
油墨	dakwat
無產階級	proletarian
無產階級	proletariat
獨木舟	berkanu
獨木舟	kanu
獨木舟	sampan
橋頭堡	bridgehead
野兔	kelinci
野兔	lepus
野兔	hare
野兔	arnab
高血壓	hipertensi
充氣	mengembang
充氣	inflatable
充氣	melenting
報價	petikan
報價	kutip
報價	petikan
報價	quotation
報價	petikan
微觀	micro
微觀	mikro
痣	mole
痣	mol
豁免權	kekebalan
豁免權	imuniti
饅頭	sanggul
饅頭	bun
韭菜	leek
下跪	melutut
下跪	berlutut
加壓	bertekanan
冥想	meditasi
冥想	renungkan
冥想	bertafakur
心碎	memilukan
毒液	venom
毒液	racun
毒液	berbisa
雞肉	ayam
絕緣	penebat
左近	sakon
水銀	mercury
暴民	jelata
暴民	mob
艙門	menetas
扶養	kebergantungan
纏繞	entanglement
壁虎	tokek
精神分裂症	skizofrenia
坦率	candid
均等	pariti
跖	metatarsal
供暖	pemanas
供暖	pemanasan
隱含	tersirat
隱含	tersirat
背書	pengendorsan
背書	endorsed
背書	menyokong
背書	sokong
背書	sokongan
寬大	kelonggaran
證明書	sijil
朝覲	hajj
朝覲	haji
虹橋	hongqiao
田鼠	vole
導體	konduktor
大腸桿菌	coli
謎題	puzzle
好笑	kelakar
好笑	lawak
粿	balik
波紋	corrugated
波紋	riak
恥辱	aurat
恥辱	malu
恥辱	aib
毛巾	tuala
隔絕	pengasingan
馬賽克	mozek
搖籃	cradle
搖籃	buaian
紀子	noriko
健身房	gym
健身房	gim
病菌	kuman
病菌	kuman
誤用	menyalahgunakan
誤用	penyalahgunaan
四捨五入	pembundaran
長矛	lance
長矛	spears
長矛	lembing
中央集權	terpusat
聾人	pekak
外孫	cucu
外孫	cucunya
棍棒	sticks
棍棒	tongkat
軍服	seragam
軍服	sekata
軍服	uniform
痘	kudis
標槍	javelin
標槍	lembing
角膜	cornea
迫擊炮	bedil
總括	omnibus
越位	offside
豆蔻	cardamom
栗色	maroon
基數	base
基數	pengkalan
檢修	overhaul
妒忌	jealous
妒忌	cemburu
膜拜	sujudlah
欺詐	penipuan
欺詐	penipuan
欺詐	pemalsuan
互惠	reciprocity
鞠躬	berjemaah
鞠躬	busur
鞠躬	bow
煉油廠	kilang
煉油廠	refineries
複雜性	complexities
複雜性	kerumitan
連續性	kesinambungan
刀片	blade
刀片	bilah
寬恕	keampunan
寬恕	pengampunan
甜食	sweets
甜食	manisan
仇人	musuh
發條	berliku
青瓷	celadon
演練	gerudi
百萬富翁	jutawan
百萬富翁	jutawan
百萬富翁	millionaire
對角線	pepenjuru
絕種	kepupusan
杯子	cups
杯子	piala
杯子	cup
杯子	cawan
麵包店	bakeri
麵包店	bakery
針灸	acupuncture
謎團	misteri
瞬時	instantaneous
糕點	pastry
糕點	pastri
湧現	munculnya
湧現	kemunculannya
喀土穆	khartoum
好吃	yum
好吃	yummy
好吃	sedap
好吃	lazat
好吃	sedap
麻痹	kelumpuhan
麻痹	lumpuh
麻痹	palsy
防火牆	firewall
哭了	menangis
停機	matikan
停機	shutdown
斜線	slash
打碎	smash
礦山	lombong
礦山	tambang
礦山	mine
奶牛	lembu
奶牛	sapi
溺水	tenggelam
溺水	lemas
鈽	plutonium
束腰	corset
冰雹	hail
神農	shennong
觸碰	touch
觸碰	sentuhan
觸碰	sentuh
觸碰	touching
觸碰	menyentuh
傳喚	sepina
傳喚	saman
羞	aurat
羞	malu
女傭	pembantu
捆綁	diberkas
捆綁	terikat
捆綁	diikat
刀具	pisau
鴕鳥	ostrich
爬蟲類	reptilia
爬蟲類	reptilia
同義詞	sinonim
同義詞	sinonim
同義詞	sinonim
不忠	kekufuran
蝗蟲	belalang
綿羊	biri
下線	offline
大任	daren
俚語	slang
宵禁	berkurung
疹	ruam
疹	rash
套餐	combo
灰燼	abu
灰燼	ash
灰燼	abu
乳酪	cheese
乳酪	keju
蠍子	scorpion
識字	literasi
燒錄	bakar
痙攣	kekejangan
擊穿	breakdown
擊穿	pecahan
出遊	outing
康乃馨	carnation
財寶	khazanah
膽固醇	kolestrol
膽固醇	kolesterol
態勢	postur
態勢	postur
軸線	paksi
發票	invois
發票	invois
發票	invois
火把	obor
海洛因	heroin
遙控器	remote
花束	bouquet
紙箱	karton
飢荒	kebuluran
飢荒	famines
求愛	courtship
人道主義	kemanusiaan
人道主義	humanism
父母親	ibubapa
精算	actuarial
掃瞄	imbasan
掃瞄	imbas
掃瞄	scan
水電	hydropower
骨牌	domino
骨牌	domino
捷徑	pintasan
捷徑	pintasan
聖像	ikon
未解決	dilerai
紅外	inframerah
紅外	infrared
氰化物	sianida
郊遊	outing
郊遊	berkelah
郊遊	picnic
丁烷	butana
鈮	niobium
地磁	geomagnetic
梯田	terraces
節錄	excerpts
庫倫	cullen
雪人	yeti
輪機	turbin
舞廳	ballroom
接頭	penyambung
海溝	parit
海溝	parit
山岡	yamaoka
迴廊	cloister
億萬	bilion
億萬	berbilion
可用性	ketersediaan
寂靜	senyap
腐朽	meluruh
玻璃纖維	fibreglass
柔性	anjal
柔性	fleksibel
胰腺	pankreas
表象	penampilan
靴子	boot
靴子	but
靴子	boot
靴子	but
靴子	boots
腳踝	ankle
某處	somewhere
最糟糕	teruk
疤痕	parut
疤痕	parut
疤痕	parut
破損	patah
破損	rosak
毒藥	racun
小夜曲	serenade
銅礦	copper
銅礦	tembaga
銅礦	kuprum
說唱	mengetuk
說唱	rap
功勳	meritorious
太陽黑子	sunspots
反動	pembangkang
測繪	surveying
兇猛	garang
維他命	vitamin
維他命	vitamin
拜倫	byron
錯覺	terpedaya
錯覺	illusi
錯覺	ilusi
咨詢	kaunseling
咨詢	perunding
咨詢	consultancy
咨詢	kaunseling
嘲弄	mengejek
淺灘	gosong
狂犬病	rabies
盛會	pageant
盛會	pawai
盛會	gala
愛國主義	patriotik
愛國主義	patriotisme
術士	warlock
鵜鶘	pelicans
閃光燈	flash
蟒蛇	python
蟒蛇	anaconda
痢疾	cirit
痢疾	diarrhoea
房租	sewa
傷痛	kepedihan
傷痛	sakit
傷痛	keperitan
傷痛	kesakitan
傷痛	pain
試劑	reagents
協理	mengaitkan
投影機	projector
聯運	intermodal
鵲	murai
戰利品	piala
戰利品	trofi
戰利品	booty
戰利品	rampasan
摩擦力	geseran
發熱	demam
敲定	dimuktamadkan
菠蘿	nanas
菠蘿	nenas
癲癇	kejang
癲癇	epilepsi
癲癇	kejang
閃電俠	flash
監視器	pantau
監視器	monitor
監視器	pemantau
監視器	monitor
義大利文	itali
光譜儀	spektrometer
匈牙利語	hungary
肥皂劇	sabun
鄉間	countryside
肺結核	tbc
牧人	gembala
手杖	tebu
手杖	cane
襯衫	baju
襯衫	kemeja
襯衫	kemeja
鶚	osprey
水獺	memerang
水獺	otter
柔情	kelembutan
地幔	mantel
冥府	hades
分銷	agihan
分銷	pengagihan
分銷	pengedaran
催淚	koyakan
催淚	koyak
補救	remediation
禁食	puasa
海難	shipwreck
賭注	bet
叛國	pengkhianatan
叛國	khianat
叛國	derhaka
雜亂	clutter
刺蝟	landak
背影	silhouette
阿拉法特	arafat
說服力	pujukan
微積分	kalkulus
屈辱	penghinaan
蕃茄	tomato
蕃茄	tomato
失足	tersandung
碳化	karbida
鋇	barium
彩排	rehearsal
彩排	latihan
彩排	raptai
女妖	banshee
農莊	ladang
近戰	melee
頑皮	nakal
水泵	pump
水泵	pam
水泵	pam
敏感性	sensitive
敏感性	sensitif
敏感性	kepekaan
敏感性	sensitiviti
敏感性	sensibility
人脈	sambungan
公案	kōan
龍舌蘭	tequila
環保局	epa
實用性	utiliti
火石	flint
磁帶	pita
磁帶	tape
刀子	pisau
胰島素	insulin
陶藝	tembikar
傾倒	lambakan
試試	try
試試	cuba
揚聲器	loudspeaker
揚聲器	speaker
挑剔	fussy
斜體字	italics
謀殺罪	pembunuhan
嫁妝	maskahwin
嫁妝	mahar
狂歡	rave
狂歡	orgy
食鹽	garam
白蟻	anai
花邊	lace
豬油	lard
紅心	hati
紅心	hearts
違約	piawai
違約	lalai
違約	lalai
禁運	embargo
統計數字	statistik
涼亭	gazebo
曲霉	aspergillus
烘	panggang
烘	bake
反差	contrasts
海龜	penyu
海龜	penyu
關節炎	artritis
關節炎	arthritis
天數	hari
敏感度	sensitive
敏感度	sensitif
敏感度	kepekaan
敏感度	sensitiviti
猥褻	kelucahan
猥褻	senonoh
猥褻	lucah
嚮導	panduan
嚮導	guide
嚮導	panduan
勞力	buruh
勞力	persalinan
芹澤	serizawa
嚼	chew
嚼	kunyah
嚼	mengunyah
嚼	chewing
磚塊	bata
磚塊	bongkah
磚塊	bata
枯萎	layu
乞求	memohon
乞求	memohon
快照	petikan
快照	snapshot
觀測站	observatories
礦物質	mineral
礦物質	mineral
礦物質	galian
節拍	beat
節拍	rentak
節拍	degupan
節拍	berdegup
信條	ikrar
信條	ugama
信條	credo
松樹	merana
松樹	pine
音律	perangai
寬敞	luas
拼字	ejaan
拼字	spelling
拼字	jampi
拼字	eja
誘餌	umpan
暈倒	pengsan
暈倒	pengsan
透析	dialisis
刈	katta
通姦	berzina
通姦	zina
高估	berlebihan
脛骨	tibia
脈動	berdenyut
模糊不清	kabur
牛仔褲	jean
牛仔褲	jeans
水澤	mizusawa
郵差	posmen
郵差	posmen
焰火	kembang
焰火	firework
海流	arus
油菜	canola
自發性	spontan
遞增	tokokan
遞增	pertambahan
遞增	tokokan
遞增	increment
遞增	kenaikkan
淘氣	nakal
淘氣	nakal
舔	menjilat
舔	jilat
紡織業	textiles
住址	alamat
胸腺	timus
觸覺	tactile
鎖鏈	rantai
鎖鏈	rantaian
離境	berlepas
反復	diulang
反復	berulangkali
絞刑	penggantungan
絞刑	gantung
絞刑	hanging
笑聲	gelak
牛油	butter
牛油	mentega
打掃	pembersih
打掃	pembersihan
打掃	pencuci
打掃	membersih
磨損	usang
磨損	worn
超額	kelebihan
溝渠	parit
純度	ketulenan
純度	kesucian
餘震	aftershocks
最優	optimum
股息	dividen
股息	dividen
順時針	clockwise
頑固	degil
拳擊手	boxer
拳擊手	boxer
澎湖群島	penghu
同義	sinonim
指點	penuding
電網	grid
鬼子	syaitan
綁匪	penculik
異構	isomer
荷爾蒙	hormone
荷爾蒙	hormon
荷爾蒙	hormon
擁有權	pemilikan
停飛	grounded
整容	facelift
家務	housekeeping
彩香	ayaka
病原體	pathogens
病原體	patogen
奔騰	pentium
腱	urat
停車位	parking
逆境	kesusahan
超支	terlajak
風琴	organ
更近	closer
積木	blok
數額	jumlah
數額	jumlah
數額	amaun
臉頰	pipi
臉頰	pipi
臉頰	pipinya
氯仿	kloroform
敲打	terhantuk
單邊	unilateral
金絲雀	canaries
金絲雀	kenari
鸛	bangau
鸛	strok
海膽	landak
眉毛	kening
眉毛	alis
榴槤	durian
塗料	dadah
塗料	bius
羞恥	aurat
羞恥	malu
熱力	panas
熱力	haba
諺語	peribahasa
諺語	peribahasa
諺語	pepatah
侵吞	penyelewengan
聚餐	seadanya
弱者	lemah
麵食	pasta
浮點	apungan
酸奶	yogurt
血漿	plasma
修剪	kerat
修剪	trim
雜貨	runcit
雞尾酒	perlancongan
雞尾酒	koktel
雞尾酒	koktail
雞尾酒	koktel
炭疽	antraks
花蜜	nectar
倒轉	songsang
殺蟲劑	insecticide
殺蟲劑	insecticides
殺蟲劑	pesticide
芹菜	celery
芹菜	saderi
柵欄	pagar
肛交	dubur
工藝品	artifak
工藝品	kraf
河濱	riverside
鍶	strontium
抑制劑	angiogenesis
激進派	radikal
打磨	sanding
墨家	mozi
乾酪	cheese
乾酪	keju
水腫	sembap
果醬	jem
盤古	pangu
沙發	sofa
沙發	sofa
黑莓	blackberry
時序	kronologi
方尖碑	obelisk
水門	watergate
吊車	bangau
吊車	crane
吊車	kren
脫水	dehidrasi
固化	menyembuhkan
包皮	kulup
麋鹿	moose
芬芳	harum
芬芳	wangian
峽灣	fiord
養護	pemuliharaan
戰壕	parit
戰壕	parit
遊牧	nomad
漂白	pemutihan
漂白	bleach
聖誕老人	santa
鋦	kurium
禿	botak
親善	muhibah
罐子	jar
隱喻	metafora
隱喻	metafora
裁軍	disarmament
陽台	teres
陽台	terrace
陽台	balkoni
陽台	balcony
要麼	either
盤旋	berlegar
旱災	kemarau
旱災	kekeringan
導管	conduit
牛郎	gigolo
漁夫	pemancing
漁夫	nelayan
鹵	halogen
豆子	kacang
對流層	troposfera
受賄	rasuah
受賄	suap
歐姆	ohm
敵視	permusuhan
敵視	bermusuhan
襪子	stokin
襪子	stokin
襪子	socks
水槽	sinki
罌粟	poppy
餘弦	kosinus
點滴	drip
凝結	pemeluwapan
鬃毛	mane
酒類	arak
酒類	alkohol
輪值	putaran
當量	hasil
恩人	dermawan
麻疹	campak
羨慕	cemburu
羨慕	dengki
鮮血	blood
鮮血	darah
憐憫	mercy
憐憫	rahmat
主謀	dalang
劊子手	algojo
貧血	anaemia
貧血	anemia
魔杖	tongkat
魔杖	tongkat
偶而	sesekali
偶而	sesekali
誘拐	penculikan
烘烤	bake
烘烤	penaik
烘烤	baking
小公主	puteri
小公主	princess
輕量級	ringan
合歡	akasia
米飯	nasi
米飯	beras
包廂	compartment
隱私權	kerahsiaan
隱私權	privacy
隱私權	privasi
票券	tiket
票券	ticket
捕撈	pancing
捕撈	memancing
雷鳥	thunderbird
菌株	alunan
家俱	perabut
家俱	perabot
家俱	furniture
有氧	aerobic
冰塊	ais
袋子	bag
袋子	beg
隔熱	penebat
機智	wit
盜竊	pencerobohan
盜竊	kecurian
盜竊	mencuri
彈跳	melantun
彈跳	melantun
彈跳	memantul
螺栓	selak
灰塵	dust
灰塵	debu
鱈魚	cod
羊群	kawanan
最難	terberat
回音	gema
回音	echo
地峽	kra
性病	std
品嚐	tasting
品嚐	cubaan
行李箱	bagasi
行李箱	beg
香菇	kulat
香菇	cendawan
香菇	cendawan
蚯蚓	cacing
中篇小說	novella
餌	umpan
座右銘	motto
座右銘	moto
拍戲	merakam
想象力	imaginasi
淡褐色	hazel
眨眼	wink
眨眼	kelipan
眨眼	berkelip
眨眼	berkelip
眨眼	kelip
眨眼	blink
麻木	kebas
遺漏	khilaf
伊甸園	elysium
伊甸園	firdaus
伊甸園	eden
四邊形	quadrilateral
玫瑰花	roses
玫瑰花	mawar
淋浴	pancuran
淋浴	shower
淋浴	mandi
淋浴	mandi
淋浴	gerimis
阿司匹林	aspirin
基調	nada
基調	tone
害蟲	hama
害蟲	hama
醍醐	daigo
褪色	pudar
異構體	isomer
抑鬱	tertekan
抑鬱	murung
抑鬱	kemurungan
抑鬱	depression
長頸鹿	zirafah
長頸鹿	giraffe
雙倍	double
雙倍	ganda
烴	hidrokarbon
粘性	likat
粘性	melekit
肉瘤	sarcoma
乳白色	sakti
乳白色	milky
駕照	lesen
聾	pekak
山賊	penyamun
納稅	cukai
潰瘍	borok
來信	huruf
來信	letter
詩句	ayatnya
詩句	ayat
詩句	ayat
鷂	harrier
釷	torium
肖像畫	potret
剪影	silhouette
打劫	rompakan
銨	ammonium
洗衣店	dobi
洗衣店	cucian
海員	seaman
海員	kelasi
海員	pelaut
修辭	retorik
橫幅	sepanduk
橫幅	panji
橫幅	sepanduk
橫幅	banner
橫幅	panji
餃子	ladu
餃子	empal
禮節	etika
獨白	monolog
朗誦	bacaan
朗誦	bacaannya
交貨	delivery
交貨	penghantaran
生菜	lettuce
典當	bidak
典當	gadai
鎘	kadmium
膠片	filem
包包	bag
包包	beg
包包	beg
轉角	corner
轉角	selekoh
轉角	sudut
轉角	bucu
無意識	pengsan
觸動	touch
觸動	sentuhan
觸動	sentuh
搖晃	goyah
搖晃	gementar
搖晃	goncang
搖晃	shake
搖晃	goyang
星號	asterisk
層層	lapisan
煉獄	penyucian
豹子	leopards
豹子	panther
碟片	cakera
碟片	cakera
赤腳	barefoot
定額	kuota
定額	kouta
定額	kuota
洗牌	shuffle
驗收	penerimaan
過夜	menginap
帶子	pita
帶子	tape
掌聲	tepukan
掌聲	applause
食道	esofagus
水療	spa
冰霜	fros
短褲	shorts
刀鋒	blade
刀鋒	bilah
刀鋒	bilah
托兒所	nursery
童子軍	pengakap
迷惘	kekeliruan
迷惘	kekalutan
皇陵	makam
緩衝區	penimbal
青霉素	penicillin
反饋	maklumbalas
反饋	feedback
魷魚	sotong
一夫多妻	poligami
挖苦	sarcasm
挖苦	sindiran
守夜	berjaga
疫病	menular
疫病	penularan
香爐	kuali
決斷	lerai
討論會	seminar
討論會	seminar
糖漿	sirap
槍支	senapang
槍支	senapang
槍支	pistol
槍支	gun
白鷺	egret
腐爛	reput
腐爛	rot
憲兵隊	gendarmerie
多瑙	donau
大拇指	jempol
大拇指	thumb
大拇指	jempol
推銷員	salesman
標緻	peugeot
稅款	cukai
疏離	alienated
疏離	keterasingan
凶猛	fierce
凶猛	garang
凶猛	sengit
凶猛	garang
濃密	lebat
情慾	nafsu
情慾	erotic
爪子	cakar
爪子	cakar
淚水	koyakan
淚水	koyak
淚水	airmata
淚水	tangisan
淚水	tears
磷酸鹽	fosfat
鐙	stirrup
各單位	unit
債權	claim
債權	tuntutan
債權	mendakwa
債權	tuntutan
披薩	piza
披薩	pizza
焦糖	karamel
留用	dikekalkan
留用	pengekalan
氬	argon
錸	renium
燙	hot
燙	panas
窗簾	langsir
窗簾	langsir
就職典禮	pelantikan
磨擦	geseran
聚乙烯	polietilena
大麥	jelai
初學者	beginners
初學者	beginner
邀請函	jemputan
鬱金香	tulip
鬱金香	tulip
手銬	gari
手銬	gari
刺針	sengat
允諾	janji
允諾	dijanjikan
同儕	rakan
門廊	anjung
休戰	gencatan
致癌物	karsinogen
苦苦	getir
苦苦	pahit
軸承	bearing
軸承	galas
賭徒	penjudi
賭徒	penjudi
化油器	carburetor
伏特加	vodka
鉬	molibdenum
巴西利亞	brasilia
鮮花	bunga
鮮花	flowers
孔洞	lubang
孔洞	hole
孔洞	lubang
排定	berjadual
排定	dijadualkan
敬禮	tabik
敬禮	salute
剝	mengupas
鴨子	itik
鴨子	itik
鴨子	duck
魚叉	tempuling
芳香族	aromatik
米開朗基羅	michelangelo
瞎子	buta
漏水	bocor
漏水	leaking
釩	vanadium
鞭子	disebat
鞭子	sebat
會眾	jemaah
畫畫	melukis
畫畫	lukisan
畫畫	mengecat
畫畫	melukis
畫畫	lukisan
葡萄球菌	aureus
阿彌陀佛	amitabha
幣值	matawang
護城河	parit
重復	repeat
捅	tikam
編碼器	pengekod
留宿	menginap
不孕	kemandulan
藐視	penghinaan
藐視	penentangan
抽樣	sample
抽樣	sampel
抽樣	contoh
抽樣	persampelan
抽樣	pensampelan
綠寶石	emeralds
煉金術	alkimia
女主人	gundik
養分	nutrisi
養分	nutrien
原產地	asal
原產地	asalnya
瑜珈	yoga
鐳	radium
雇傭	hiring
余弦	kosinus
狒狒	babun
狒狒	babun
狒狒	baboon
圓周	lingkar
鉭	tantalum
同質	seragam
同質	homogenous
同質	kehomogenan
包袱	bagasi
傷亡人數	terkorban
破獲	menumpaskan
排演	rehearsal
排演	latihan
排演	raptai
問卷調查	selidik
問卷調查	survey
獠牙	taring
手工藝	kraftangan
手工藝	kraf
抱抱	peluk
抱抱	peluk
殖民主義	kolonialisme
論據	hujah
荒涼	ketandusan
荒涼	suram
摘錄	extracts
摘錄	ekstrak
摘錄	excerpts
性慾	libido
捲軸	reel
捲軸	skrol
捲軸	skrol
求偶	courtship
經常性	recurrent
欠款	tunggakan
省省	wilayah
省省	provinsi
省省	pentadbiran
侍者	waiter
侍者	pelayan
分貝	desibel
跋涉	trek
跋涉	trekking
道義	moral
道義	moral
聚酯	polyester
卡路里	caloric
卡路里	kalori
卡路里	kalori
存貨	inventori
存貨	stok
存貨	stock
刻字	ukiran
刻字	terukir
凌空	volley
傢俱	perabut
傢俱	perabot
傢俱	furniture
鹽度	kemasinan
轉發	pemajuan
乳頭	puting
乳頭	puting
蕨類	pakis
風鈴	loceng
獴	cerpelai
指針	penuding
因果關係	musabab
因果關係	kausalitas
靖子	yasuko
樣板	templat
委屈	dianiaya
委屈	terkilan
滾輪	roller
勤勞	rajin
盧梭	rousseau
流動性	kecairan
流動性	mobiliti
攪拌	aduk
拖鞋	selipar
拖鞋	selipar
實心	pepejal
實心	pejal
實心	padu
卑微	humble
卑微	khusyuk
紫藤	wisteria
飲水	air
垂死	tenat
垂死	nazak
抽搐	tersentak
抽搐	berkedut
抽搐	sentap
集郵	philatelic
法警	bailiff
難民營	kem
難民營	perkhemahan
難民營	kemah
電離層	ionosphere
優先權	keutamaan
視網膜	retina
視網膜	retina
錫金	sikkim
精煉	refinement
精煉	memperhalus
精煉	menapis
債權人	pemiutang
腸胃	gastrointestinal
頁岩	serpih
青柳	aoyagi
摻雜	doping
虛幻	unreal
倉儲	gudang
順時針方向	clockwise
贖回	penebusan
殉難	kesyahidan
蒼白	pale
蒼白	pucat
敢死隊	expendables
低能	tolol
暗礁	karang
暗礁	laya
暗礁	terumbu
奴隸制	perhambaan
羞愧	aurat
羞愧	malu
備案	filing
外孫女	cucu
童貞	virginity
童貞	perawan
幸一	koichi
緞	satin
奇觀	tontonan
奇觀	keajaiban
黃銅	brass
黃銅	loyang
愚者	bodoh
自負	ego
自負	sombong
白楊	poplar
創造力	kreativiti
牧羊犬	collie
葉綠素	klorofil
鐵皮	timah
鐵皮	tin
巷子	lorong
巷子	gang
詞源	etymological
獨特性	keunikan
雲彩	awan
告解	pengakuan
疝	hernia
終端機	terminal
終端機	terminal
蜷	ater
印表機	pencetak
印表機	pencetak
淡紫色	lavender
淡紫色	lilac
阿彌陀	amitabha
輕聲	berbisik
輕聲	bisikan
輕聲	lembut
吉日	jiri
無神論	ateisme
無神論	ateis
對齊	sejajar
對齊	jajaran
對齊	penjajaran
計時器	pemasa
酵母菌	yis
渴求	mengidam
燉	rebus
燉	rebusan
地牢	dungeons
檢疫	kuarantin
母牛	lembu
母牛	sapi
減壓	penyahmampatan
離線	offline
密使	utusan
焓	entalpi
議定	bersetuju
議定	setuju
議定	agreed
誓約	dharma
木棍	sticks
木棍	tongkat
果園	kebun
果園	dusun
果園	orchard
髒	kotor
小兒科	pediatrik
潛意識	pengsan
指法	fingering
割禮	sunat
割禮	excision
釔	itrium
失語症	afasia
從業人員	pengamal
片語	frasa
片語	frasa
耐性	tawakal
耐性	bersabar
耐性	kesabaran
採石場	kuari
浴缸	tub
浴缸	besen
浴缸	bak
差額	perbezaan
差額	perbezaan
輕輕	lembut
軟化	melembut
軟化	melembutkan
外科手術	pembedahan
嘟嘟	bip
皮草	bulu
八哥	tiong
八哥	myna
列支敦斯登	liechtenstein
馬桶	tandas
男中音	bariton
女權	feminist
機遇	peluang
機遇	kesempatan
機遇	peluang
衰敗	pereputan
血肉	daging
夢魘	nightmare
大力士	hercules
吉普車	jeep
吉普車	jip
可悲	menyedihkan
抱負	ambition
鎵	galium
尼古丁	nikotin
噴氣	jet
易碎	rapuh
西服	jas
西服	sut
焚化爐	insinerator
腰椎	lumbar
不明飛行物	ufo
結核	tbc
測光	photometric
洞察	wawasan
洞察	insight
歇斯底里	histeria
野餐	berkelah
野餐	picnic
氮氣	nitrus
地鼠	gopher
排骨	rusuk
日蝕	gerhana
鑭	lantanum
腐蝕性	menghakis
米色	beige
黃瓜	timun
黃瓜	timun
瀟灑	gagah
搶掠	perampas
搶掠	rompakan
鹵素	halogen
大廚	chef
佈雷	dilombong
佈雷	bray
音波	sonic
長褲	seluar
阿拉巴馬	alabama
芥末	mustard
芥末	wasabi
絕對值	mutlak
烏蘭巴托	ulaanbaatar
孵化器	incubator
堅果	nut
堅果	kacang
堅果	rimas
草藥	herba
根除	eradication
根除	membasmi
芥菜	mustard
胸圍	bras
胸圍	bh
胸圍	bra
胸圍	coli
胸圍	bust
貧民窟	setinggan
貧民窟	setinggan
壕溝	parit
壕溝	parit
腎上腺素	adrenalin
腎上腺素	epinefrina
火葬場	crematorium
手工業	kraftangan
母后	ibu
母后	bonda
鉈	talium
下馬	susuran
花兒	bunga
花兒	flowers
花兒	bunga
花兒	flower
圈地	rodeo
老外	foreigner
適中	sederhana
緊迫	menekan
雜技	akrobatik
記憶力	ingatan
記憶力	memory
扁桃	almond
扁桃	badam
補助金	subsidi
補助金	geran
海象	walrus
背誦	bacaan
背誦	bacaannya
幼苗	semaian
主席台	podium
主席台	rostrum
解聘	pemecatan
巡邏隊	patrol
巡邏隊	rondaan
巡邏隊	peronda
巡邏隊	meronda
病理學	patologi
遊牧民族	nomad
種植園	plantation
種植園	plantations
郵寄	mail
起重機	kren
起重機	bangau
起重機	crane
起重機	kren
回響	gema
回響	bergema
青銅器	bronzes
枕頭	bantal
枕頭	bantal
晷	sundials
療傷	penyembuhan
訊問	mempersoalkan
