से	от
स्तन	гръд
स्तन	гърда
आदिम	примитивни
आदिम	примитивна
आदिम	примитивен
आदिम	примитивно
लिखकर	пиша
लिखकर	писане
पेपर	хартия
सल्तनत	султанат
वाटर	вода
वाटर	водата
सूरी	сури
प्रथाओं	конвенции
नाईट	найт
नाईट	рицар
रॉ	сурово
रॉ	сурови
रॉ	суров
रॉ	сурова
रॉ	необработен
औरत	жената
औरत	жена
यश	яш
चाँद	муун
चाँद	луна
चाँद	луната
निकासी	клирънс
निकासी	евакуация
भूटान	бутан
जॉनसन	джонсън
त्रिकोण	триъгълника
त्रिकोण	триъгълник
त्रिकोण	триъгълници
साइबेरिया	сибир
विकृति	светлинна
हिंदुओं	индуси
सारांश	резюме
सारांश	обобщение
नियामक	регулатор
नियामक	регулаторна
नियामक	регулаторен
नियामक	регулаторни
संवेदनशीलता	чувствителност
सुगंधित	ароматни
सुगंधित	ароматно
सुगंधित	ароматен
दूरस्थ	отдалечен
दूरस्थ	отдалечено
दूरस्थ	дистанционно
दूरस्थ	отдалечена
करेगी	уил
अपराधों	престъпления
अपराधों	престъпления
अपराधों	престъпление
अपराधों	престъпност
अपराधों	престъпността
लौकिक	космически
लौकिक	космическо
शिक्षकों	преподаватели
शिक्षकों	учителите
शिक्षकों	учители
चिड़ियाघर	зоопарк
चिड़ियाघर	зоопарка
मेजबान	домакин
मेजबान	приемник
मेजबान	водещ
संतुष्ट	доволен
संतुष्ट	удовлетворен
संतुष्ट	удовлетворена
संतुष्ट	доволни
दूरबीन	бинокъл
बालू	пясък
बालू	балу
चार्ज	зареждане
चार्ज	заряд
चार्ज	зареден
चार्ज	заредена
चार्ज	обвинен
चार्ज	заредени
चार्ज	заредено
लोड	зареди
लोड	натоварване
लोड	зареждане
लोड	товар
सूरत	сурат
मणि	мани
उद्धरण	кавички
उद्धरण	цитати
उद्धरण	цитат
उद्धरण	цитирам
मार्क्सवादी	марксист
नकली	фалшиви
नकली	фалшифицирани
नकली	менте
नकली	фалшив
नकली	фалшиви
नकली	фалшиво
नकली	фалшива
पूर्वानुमान	прогнози
पूर्वानुमान	предсказания
पूर्वानुमान	прогноза
पूर्वानुमान	предвиждане
पूर्वानुमान	предсказание
पूर्वानुमान	прогноза
वक्ता	оратор
वक्ता	високоговорител
वक्ता	говорител
स्वयंसेवक	доброволците
स्वयंसेवक	доброволци
स्वयंसेवक	доброволка
स्वयंसेवक	доброволци
स्वयंसेवक	доброволец
ईंट	тухла
ईंट	брик
ईंट	диамантите
ईंट	диаманти
दस्तावेज़	документа
दस्तावेज़	документът
दस्तावेज़	документ
दस्तावेज़	документите
दस्तावेज़	документи
दस्तावेज़	док
पासवर्ड	парола
पासवर्ड	паролата
पासवर्ड	пароли
पासवर्ड	паролите
परिश्रम	старание
ड्रैगन	дракон
रोजर	роджър
स्कैन	скенер
स्कैन	сканиране
जिक्र	споменете
जिक्र	споменаване
हान	хан
पेट्रोल	бензин
पेट्रोल	петрол
पेट्रोल	бензин
इंटरफेस	интерфейс
इंटरफेस	интерфейса
इंटरफेस	преводач
इंटरफेस	прихващане
इंटरफेस	вмешателство
इंटरफेस	смущения
इंटरफेस	намеса
नायिका	херо
नायिका	герой
नायिका	героинята
नायिका	героиня
फॉक्स	фокс
फॉक्स	лисица
फॉक्स	fox
हड़ताल	страйк
हड़ताल	стачка
यमन	йемен
आश्रित	зависима
आश्रित	зависими
आश्रित	зависимо
आश्रित	зависим
स्टैनफोर्ड	станфорд
चार्ली	чарли
पेशी	мускулно
पेशी	мускул
पेशी	мускули
मीरा	мира
स्टोरी	приказка
स्टोरी	история
सिपाही	войник
कमांडर	командващ
कमांडर	командир
फ्लैश	светкавица
फ्लैश	проблясък
फ्लैश	флаш
निरन्तर	непрекъсната
निरन्तर	непрекъснати
निरन्तर	непрекъснат
दीन	дин
संग	санг
जिमी	джими
मुलायम	меко
मुलायम	мек
मुलायम	меки
मुलायम	нежна
मुलायम	мека
मुलायम	смекчи
दही	йогурт
दही	извара
टर्मिनस	терминус
अमीरात	емирство
अमीरात	емирства
एंटी	анти
सहयोगियों	колеги
महिमा	слава
महिमा	глори
शेक्सपियर	шекспир
अवशोषित	абсорбира
अवशोषित	абсорбира
अवशोषित	погълнати
अवशोषित	погълната
दर्शाती	експонати
मिथुन	близнаци
रूट	маршрутите
रूट	пътища
रूट	маршрути
रूट	маршрут
रूट	път
रूट	трасе
रूट	корени
रूट	корен
रामकृष्ण	рамакришна
आकस्मिक	инцидентно
फिलिप्स	филипс
समझाने	обясни
सार्वभौमिक	универсален
सार्वभौमिक	универсално
सार्वभौमिक	универсална
सार्वभौमिक	универсални
डाक्टर	лекар
डाक्टर	докторе
व्यर्थ	суетен
व्यर्थ	безполезен
व्यर्थ	безполезно
महाद्वीपीय	континентална
इस्तीफा	оставката
इस्तीफा	оставка
इस्तीफा	оставка
गिरा	есента
गिरा	падане
गिरा	есен
ध्येय	цел
ध्येय	гол
ध्येय	каузи
ध्येय	причини
ध्येय	причинява
ताइवान	тайван
ताइवान	тайпе
पल	мигове
पल	моменти
पल	момент
पल	миг
पहुँचे	постигнато
पहुँचे	достигнат
पहुँचे	достигната
डाले	дейли
कलाम	калам
अयस्क	руда
अभिनेताओं	актьори
अभिनेताओं	актьорите
अत्याचार	зверства
अत्याचार	зверствата
हि	хехе
बहाव	дрифт
ट्यूमर	тумор
दाँत	зъб
एबरडीन	абърдийн
इंकार	отказ
इंकार	отказвам
गोपनीयता	секретност
गोपनीयता	конфиденциалност
गोपनीयता	поверителност
गोपनीयता	усамотение
गोपनीयता	уединение
गोपनीयता	поверителност
वार्ड	уорд
क्लार्क	кларк
क्लार्क	кларк
मास्को	москва
रकम	суми
चूना	варовик
आपत्ति	възражение
आपत्ति	възражения
विपक्ष	възражение
विपक्ष	опозиция
विपक्ष	противопоставяне
विपक्ष	опозицията
द्रौपदी	драупади
डब	дъб
मतदाता	избиратели
मतदाता	гласоподавателите
मतदाता	избирателите
मतदाता	гласоподаватели
प्रवर्तक	организатор
सूखी	суха
सूखी	сухи
सूखी	сухо
सूखी	сух
सूखी	сушени
सूखी	изсушени
बॉट	ботове
चेहरा	фейс
चेहरा	лицето
चेहरा	лице
भूकम्प	земетресения
भूकम्प	земетресението
भूकम्प	земетресение
प्रधानता	приоритетни
प्रधानता	приоритетна
प्रधानता	приоритет
पिशाच	вампир
जला	изгори
जला	гори
जला	изгаряне
शिष्यों	последователи
पूर्वजों	предшественици
पूर्वजों	предците
पूर्वजों	предци
वाल्व	клапан
वाल्व	клапа
भाषाई	езикови
धोखा	измамник
धोखा	мами
धोखा	мами
धोखा	изневяра
धोखा	изневери
धोखा	измамен
दाता	донор
दाता	дарител
दाता	дарител
किंग्स	царе
किंग्स	кингс
किंग्स	кралете
किंग्स	крале
हटाना	изтриването
हटाना	заличаване
हटाना	премахване
हटाना	изваждане
हटाना	отстраняване
अर्जेंटीना	аржентина
परिप्रेक्ष्य	перспектива
परिप्रेक्ष्य	перспективи
परिप्रेक्ष्य	перспективата
इंसान	човешка
इंसान	човешко
इंसान	човек
इंसान	човешки
सूडान	судан
अलगाव	изолиране
अलगाव	изолация
स्पर्धा	конкурентно
स्पर्धा	конкурентни
चालीस	четиридесет
चालीस	forty
उपवास	пости
उपवास	гладно
अप्रत्यक्ष	непряко
अप्रत्यक्ष	косвени
अप्रत्यक्ष	косвено
अप्रत्यक्ष	непреки
अप्रत्यक्ष	косвена
अप्रत्यक्ष	наклонени
मंत्रियों	министри
मंत्रियों	министрите
एयरलाइन्स	airbus
दंत	зъболекарски
दंत	зъболекар
सौदा	сделка
सुनवाई	слух
सुनवाई	изслушването
सुनवाई	изслушване
विजेताओं	печеливши
विजेताओं	победители
विजेताओं	победителите
विजेताओं	печелившите
बुधवार	сряда
बुधवार	сряда
पीस	смилане
पीस	късче
पीस	парченце
पीस	парче
प्रतियां	състави
प्रतियां	копия
कार्यकर्ताओं	работниците
कार्यकर्ताओं	работници
कार्यकर्ताओं	активисти
सीमाएँ	варира
सीमाएँ	граници
सीमाएँ	граници
सीमाएँ	ограничения
सीमाएँ	предел
समाजों	общества
इथियोपिया	етиопия
मालिकों	организаторите
मालिकों	притежатели
मालिकों	собственици
मालिकों	собствениците
स्थानिक	пространствено
स्थानिक	пространствен
स्थानिक	пространствени
अधिकांशतः	предимно
अधिकांशतः	главно
हीरा	диамант
हीरा	диамантен
हीरा	диаманта
हीरा	даймънд
किनारों	ръбове
किनारों	краища
डॉट	дот
संध्या	ив
संध्या	ева
संध्या	вечер
संध्या	вечерта
संध्या	вечерно
संध्या	привечер
संध्या	здрач
बेकार	безполезен
बेकार	безполезно
बेकार	безполезна
बेकार	гадно
बेकार	безполезен
बेकार	безполезно
मिशेल	мишел
मिशेल	микеле
मिशेल	мичел
मिशेल	мичъл
अनिश्चित	несигурен
अनिश्चित	несигурна
अनिश्चित	несигурни
अनिश्चित	несигурно
अनिश्चित	несигурен
अनिश्चित	несигурна
अनिश्चित	несигурни
मोटा	дебела
मोटा	плътна
मोटा	дебело
मोटा	дебел
मोटा	дебела
मोटा	мазнина
मोटा	мазнини
मोटा	дебели
मोटा	дебел
अंकन	маркировка
अंकन	маркиране
वरदान	благословията
वरदान	благословия
वरदान	бун
सलमान	салман
दुख	мизерия
दुख	нещастие
फ्रेडरिक	фридрих
फ्रेडरिक	фредерик
फ्रेडरिक	фридрих
प्लग	включи
मानद	почетен
मानद	почетни
मानद	почетна
नमी	влажност
नमी	влага
सिद्धि	сидхи
संग्रहण	колекции
संग्रहण	склад
संग्रहण	съхранение
संग्रहण	складиране
संग्रहण	съхраняване
संग्रहण	събиране
संग्रहण	колекция
अंतर्निहित	присъщо
अंतर्निहित	присъщи
अंतर्निहित	присъщите
राष्ट्रवाद	национализъм
समर्पण	отдаденост
समर्पण	посвещение
आर्कटिक	арктика
काबुल	кабул
फिलहाल	понастоящем
आलोचनात्मक	критичен
आलोचनात्मक	критично
आलोचनात्मक	критична
आलोचनात्मक	критични
प्रतिस्पर्धी	конкуренти
प्रतिस्पर्धी	съперници
प्रतिस्पर्धी	конкурент
प्रतिस्पर्धी	състезател
प्रतिस्पर्धी	конкурентна
प्रतिस्पर्धी	конкурентно
प्रतिस्पर्धी	конкурентни
प्रतिस्पर्धी	състезателен
आयरन	желязо
आयरन	железен
आयरन	желязна
आयरन	железни
कार्यालयों	офиси
कार्यालयों	офисите
स्टाफ	персонал
स्टाफ	персоналът
स्टाफ	служители
फिल्टर	филтър
फिल्टर	филтриране
डाई	боя
आंदोलनों	движения
जटिलता	сложност
जटिलता	сложността
देखिये	гледай
देखिये	гледайте
स्विस	швейцария
स्विस	швейцарски
स्विस	швейцарско
स्विस	швейцарска
कटाई	жътва
कटाई	реколта
रूढ़िवादी	консервативна
रूढ़िवादी	консервативни
रूढ़िवादी	консервативно
रूढ़िवादी	консервативен
फोर्ट	форт
चमड़े	кожен
चमड़े	кожи
चमड़े	кожа
चमड़े	кожена
अनुपालन	съответствие
अनुपालन	спазване
हफ्ते	седмицата
हफ्ते	седмица
हफ्ते	седмици
प्रतिज्ञा	залог
प्रतिज्ञा	обет
चैंपियंस	шампиони
चैंपियंस	шампионите
मुद्रित	печатни
मुद्रित	отпечатани
मुद्रित	отпечатано
वास्तुकार	архитект
अभिनव	иновативни
अभिनव	новаторски
अभिनव	иновационни
चयापचय	метаболизма
चयापचय	метаболизъм
कनेक्शन	връзки
कनेक्शन	свързване
कनेक्शन	връзка
कनेक्शन	връзката
अरस्तू	аристотел
बिली	били
बिली	били
अरविन्द	ауробиндо
अर्द्ध	полу
खाया	яла
खाया	ял
खाया	изяде
खाया	изяден
खाया	изядени
खाया	ял
खाया	изядена
बार्सिलोना	барселона
प्रवक्ता	говорител
प्रवक्ता	говорител
प्रवक्ता	говорителят
अग्रिम	аванс
अग्रिम	предварително
अस्त्र	астра
विकिमीडिया	уикимедия
माइक्रोफोन	микрофона
माइक्रोफोन	микрофон
अब्राहम	ейбрахам
अब्राहम	авраам
अब्राहम	абрахам
अब्राहम	аврам
जुड़वां	близнаци
जुड़वां	близначка
जुड़वां	близнак
जुड़वां	близнаци
जुड़वां	близнаците
जुड़वां	близначки
गोल्फ	голф
विडियो	запис
विडियो	видеоклип
विडियो	видео
गोले	изстрели
गोले	снаряди
गोले	черупки
हज़ारों	хиляди
बाधित	прекъсната
बाधित	прекъснати
बाधित	прекъснато
बाधित	прекъсва
बाधित	прекъснат
मुकेश	мукеш
हिप	хип
हिप	бедро
हिप	бедрото
हिप	ханша
मंजिल	подът
मंजिल	пода
मंजिल	етаж
मूर्तियां	идоли
मूर्तियां	идолите
कीमतों	цени
विलक्षण	старомодна
विलक्षण	старомоден
ट्रॉफी	трофей
दुरुपयोग	малтретиране
दुरुपयोग	злоупотреби
दुरुपयोग	злоупотреба
पुनर्जागरण	ренесанса
पुनर्जागरण	възраждане
पुनर्जागरण	ренесанс
लेक	лех
मिल्वौकी	милуоки
कंधे	рамото
कंधे	рамо
मज़बूत	силни
मज़बूत	силен
मज़बूत	силно
मज़बूत	силна
कंट्रोल	контролиране
कंट्रोल	контрол
कंट्रोल	ctrl
थीम	теми
थीम	темите
थीम	тема
पाउडर	пудра
पाउडर	прах
पाउडर	барут
समाजवाद	социализъм
समाजवाद	социология
संगमरमर	мрамор
संगमरमर	топче
संगमरमर	крайъгълен
सेक्स	секс
सेक्स	секса
सेक्स	сексът
शेखर	шекхар
वीरता	героизъм
वीरता	смелост
वीरता	храброст
वीरता	храброст
कीर्ति	славата
कीर्ति	слава
मिलाने	милано
मिलाने	милан
जेन	джейн
जेन	джен
अरबों	милиарди
गतिशीलता	мобилност
गतिशीलता	подвижност
कहां	къде
आतंरिक	вътрешна
आतंरिक	вътрешно
आतंरिक	вътрешни
आतंरिक	вътрешен
कैथरीन	катрин
कैथरीन	катрин
कैथरीन	катерина
करन	каран
पत्ती	лист
पत्ती	листа
पत्ती	листо
पत्ती	пати
कुंडली	намотка
हिम	сняг
हिम	снежна
कब्ज़ा	владение
कब्ज़ा	обсебване
कब्ज़ा	притежание
कब्ज़ा	притежаване
कब्ज़ा	поемане
कब्ज़ा	поглъщане
हस्तांतरण	трансмисия
हस्तांतरण	предаване
हस्तांतरण	пренос
हस्तांतरण	трансфер
हस्तांतरण	преместване
हस्तांतरण	прехвърляне
हस्तांतरण	транспорт
हस्तांतरण	превоз
हस्तांतरण	транспортиране
हस्तांतरण	трансфери
हस्तांतरण	преводи
लॉजिक	логически
लॉजिक	логика
टकराव	сблъсък
टकराव	сблъсък
लिनक्स	linux
धुरी	въртене
धुरी	ос
धुरी	оста
धुरी	ос
धुरी	оси
धुरी	оста
निकाली	извлечен
निकाली	извлечени
आभास	възприема
घोड़ा	конче
घोड़ा	кон
ख़राब	лоша
ख़राब	зле
ख़राब	лошо
ख़राब	лош
ख़राब	кофти
प्रतिबिंबित	отразяване
प्रतिबिंबित	отразяват
एकाधिक	мултиплейър
वीर्य	сперма
कार्बोहाइड्रेट	въглехидрати
पतले	скини
पतले	слаб
दर्रा	пропуск
दर्रा	мине
दर्रा	пас
दर्रा	преминаване
गैलेक्सी	галактика
गैलेक्सी	галактиката
वरीयता	предпочитан
वरीयता	предпочитания
वरीयता	предпочитание
गुहा	кухина
आगम	агама
पहलवान	борци
पहलवान	борците
पहलवान	борец
रैंक	ранг
अपूर्ण	несъвършен
अपूर्ण	непълна
अपूर्ण	непълни
अपूर्ण	непълен
अपूर्ण	непълно
डेल	дейл
डेल	дел
डेल	del
डेल	дел
डेल	dell
दूरदर्शी	мечтател
दूरदर्शी	телескопа
दूरदर्शी	телескопи
दूरदर्शी	телескоп
दूरदर्शी	благоразумно
शुक्राणु	сперма
लीवर	лост
लीवर	ръчка
वज़न	тегло
वज़न	тежест
तटस्थ	безпристрастен
तटस्थ	безпристрастно
तटस्थ	неутрални
तटस्थ	неутрално
तटस्थ	неутрална
तटस्थ	неутрален
उन्मुख	ориентирана
उन्मुख	ориентиран
उन्मुख	ориентирани
अनुकूलित	оптимизиран
अनुकूलित	потребителски
अनुकूलित	обичай
भेड़	овце
भेड़	овче
भेड़	овца
रैखिक	линейни
रैखिक	линеен
रैखिक	линейна
इकाइयाँ	звена
इकाइयाँ	единици
फांसी	бесилката
फांसी	бесилото
फांसी	висящ
फांसी	обесване
फांसी	висящи
सस्ते	евтино
सस्ते	евтин
सस्ते	евтини
सस्ते	евтина
सक्रियता	активизъм
सक्रियता	дейност
सक्रियता	активност
प्रयोगात्मक	експериментални
प्रयोगात्मक	експериментална
प्रयोगात्मक	експериментален
प्रयोगात्मक	експериментално
निवेशक	инвеститор
निवेशक	инвеститора
विनियमन	регламент
विनियमन	регулация
विनियमन	регулиране
कब्जे	владение
कब्जे	обсебване
कब्जे	притежание
कब्जे	притежаване
ऐनी	ане
ऐनी	анн
ऐनी	ан
बेला	бела
रॉकेट	ракетата
रॉकेट	ракета
निकालना	извличане
निकालना	екстракция
नॉर्वे	норвегия
सालाना	годишен
सालाना	годишно
सालाना	годишна
कलम	писалка
कलम	pen
कलम	химикалка
कलम	химикал
कलम	присаждане
चूर्ण	шлака
चूर्ण	пудра
चूर्ण	прах
चूर्ण	барут
बॉस	шефе
टोरंटो	торонто
जॉर्जिया	джорджия
जॉर्जिया	грузия
बसें	автобуси
बसें	автобусите
कोल	кол
कोल	коул
मरे	мъри
खुफिया	интелигентност
खुफिया	разузнаване
खुफिया	интелект
अपलोड	качих
अपलोड	качен
अपलोड	качени
अपलोड	качва
अपलोड	кача
अपलोड	качване
अपलोड	качи
नलिका	тръбичка
नलिका	туба
नलिका	тръба
अजीब	странна
अजीब	странно
अजीब	странен
अजीब	странна
अजीब	странно
अजीब	странни
अजीब	странен
अजीब	неловко
अजीब	непохватен
अजीब	неудобно
ओबामा	обама
शॉन	шон
अल्बर्ट	алберт
अल्बर्ट	албер
अल्बर्ट	албърт
बेगम	бегум
आन्तरिक	вътрешна
आन्तरिक	вътрешно
आन्तरिक	вътрешни
आन्तरिक	вътрешен
वेगास	вегас
सघन	компактен
सघन	кондензирано
सघन	плътен
सघन	плътни
सघन	плътна
चौदह	четиринадесет
प्लाज्मा	плазмена
प्लाज्मा	плазмен
प्लाज्मा	плазма
प्लाज्मा	плазмените
प्लाज्मा	плазмата
छपाई	печат
छपाई	отпечатък
छपाई	отпечатване
छपाई	печат
छपाई	печатане
छपाई	отпечатване
सर्दी	студ
सर्दी	студен
सर्दी	студено
सर्दी	студена
सर्दी	зима
सर्दी	зимата
घना	плътен
घना	плътни
घना	плътна
मीठा	сладък
मीठा	мило
मीठा	сладко
मीठा	сладки
मीठा	сладка
सच्चाई	истини
सच्चाई	истина
सच्चाई	истината
व्यवसायों	професии
आदत	навик
आज़ादी	свобода
लड़कों	момчета
पुण्य	добродетел
पुण्य	целомъдрие
पुण्य	добродетели
स्विच	превключвател
स्विच	превключване
पैन	пан
पैन	тиган
प्राध्यापक	професор
वोटों	гласове
वोटों	вот
ताजा	пресни
ताजा	прясно
ताजा	свежо
ताजा	свежа
ताजा	пресен
ताजा	фреш
झरने	водопад
झरने	водопада
भिक्षु	монах
भिक्षु	монк
बलूचिस्तान	белуджистан
नेपोलियन	наполеон
प्रतिभागी	участниците
प्रतिभागी	участници
बोझ	тежести
बोझ	бреме
बोझ	тежест
आधिपत्य	хегемония
अंडरटेकर	гробар
पूंछ	опашка
पूंछ	опашката
मंडी	манди
मेमोरियल	мемориал
रीढ़	гръбнакът
रीढ़	гръбнак
सेवानिवृत्त	пенсиониран
सेवानिवृत्त	пенсионер
क्रूज़	круз
क्रूज़	крус
क्रूज़	круизи
धनात्मक	позитивна
धनात्मक	положителен
धनात्मक	положителни
धनात्मक	положителна
धनात्मक	положително
तुम्हारी	твой
तुम्हारी	твоя
तुम्हारी	твоята
आइस	айс
आइस	лед
कमज़ोर	слабо
कमज़ोर	слаби
कमज़ोर	слаб
कमज़ोर	слаба
कमज़ोर	импотентен
कमज़ोर	куц
कमज़ोर	тъпо
आयुर्विज्ञान	лекарства
आयुर्विज्ञान	медицина
आयुर्विज्ञान	лекарство
आयुर्विज्ञान	аюрведа
सऊदी	саудитска
अनुमोदन	одобрение
अनुमोदन	одобряване
मोम	восък
सूअर	прасета
सूअर	свине
सूअर	прасе
सूअर	свиня
पोत	кораб
पोत	съд
सौदे	сделките
सौदे	сделки
सौदे	сделка
मोटाई	дебелина
पलायन	бягство
वर्जीनिया	вирджиния
दृढ़ता	упоритост
दृढ़ता	постоянство
मुगलों	моголите
संतों	светците
संतों	светци
संतों	светии
घूम	въртене
बीजगणित	алгебра
मानसून	мусон
हेक्टेयर	хектар
हेक्टेयर	хектара
केंद्रों	центровете
केंद्रों	центрове
कार्यात्मक	функционално
कार्यात्मक	функционален
कार्यात्मक	функционални
कार्यात्मक	функционална
उत्सर्जित	излъчваната
रचनाएं	творения
रचनाएं	състави
रचनाएं	композиции
बुश	буш
बुश	храст
सपने	сън
सपने	мечта
सपने	сънища
सपने	мечтите
सपने	мечти
आश्चर्यजनक	изненадваща
आश्चर्यजनक	изненадващ
आश्चर्यजनक	учудващо
आश्चर्यजनक	изненадващо
छाती	гърди
छाती	гърдите
घोड़ों	кончета
घोड़ों	коне
घोड़ों	конете
वॉल	стена
वॉल	стената
वॉल	уол
यम	вкусно
यम	плутон
हड्डियों	костите
हड्डियों	кокали
हड्डियों	кости
हड्डियों	боунс
महत्ता	важност
महत्ता	значимост
फ्रांसिस	францис
फ्रांसिस	франсис
महानगर	метрополитън
मैनेजर	управител
मैनेजर	мениджър
गौड़	gaud
कार्निवल	панаир
कार्निवल	карнавал
कार्निवल	карнавала
खिलाडी	играчи
नक्शे	картите
नक्शे	карти
पाइप	лула
पाइप	тръбата
पाइप	тръба
पाइप	тръбите
पाइप	тръби
त्रिभुज	орел
त्रिभुज	триъгълника
त्रिभुज	триъгълник
खलनायक	злодей
खलनायक	злодеи
खलनायक	злодеите
ईस्टवुड	истууд
रूम	стаите
रूम	стаи
रूम	стая
रूम	стаята
मैक्सिको	мексико
जज	съдията
जज	съдия
जज	съдя
पुरातन	антики
पुरातन	антика
पुरातन	антични
पुरातन	антична
व्यवसायिक	професия
अल्फा	алфа
अल्फा	алфа
डालर	долар
छद्म	псевдо
निशाना	целева
निशाना	мишена
निशाना	цел
निशाना	целта
ईस्टर	великденски
ईस्टर	великден
ऑटोमोबाइल	автомобил
राउंड	кръгла
राउंड	кръгли
राउंड	рунд
राउंड	кръгло
राउंड	кръг
बेरी	бери
नरम	меко
नरम	мек
नरम	меки
नरम	нежна
नरम	мека
नरम	смекчи
रोमांटिक	романтични
रोमांटिक	романтично
रोमांटिक	романтична
रोमांटिक	романтик
रोमांटिक	романтика
रोमांटिक	романтичен
जन्मदिन	рождени
जन्मदिन	birthday
जन्मदिन	рожден
काँच	стъкло
काँच	чаша
काँच	стъклен
काँच	стъкла
सूप	супа
सूप	чорба
नेट	мрежа
नेट	нетен
नेट	net
नेट	нето
नेट	нет
नेट	мрежи
नेट	мрежите
जेरिको	джерико
टैगोर	тагор
हॉप	хоп
उठता	стани
उठता	възникнат
उत्परिवर्तन	мутация
उत्परिवर्तन	мутации
गेज	габарит
ओपेरा	опера
मैट्रिक्स	матрица
मैट्रिक्स	матрицата
जार्ज	джордж
बिल्ली	котарак
बिल्ली	котка
बिल्ली	кат
बिल्ली	коте
क्षुद्रग्रह	астероиди
क्षुद्रग्रह	астероид
आसमान	скай
आसमान	небе
आसमान	небето
आसमान	небесата
आसमान	небе
आसमान	небеса
मिनी	мини
क्रियाएँ	дейности
क्रियाएँ	занимания
क्रियाएँ	глаголи
क्रियाएँ	действия
क्रियाएँ	постъпки
क्रियाएँ	искове
क्रियाएँ	дейност
क्रियाएँ	активност
वैली	уоли
याचिका	петиция
सुविधाजनक	удобно
सुविधाजनक	удобен
सुविधाजनक	удобни
सुविधाजनक	удобна
स्नेह	обич
स्नेह	привързаност
फेसबुक	фейсбук
फेसबुक	facebook
जैक्सन	джаксън
जैक्सन	джексън
चोर	чор
चोर	крадците
चोर	крадци
चोर	крадец
कॉपी	копира
कॉपी	копиране
कॉपी	копие
कॉपी	копия
डाइऑक्साइड	двуокис
डाइऑक्साइड	диоксид
केप	нос
केप	кейп
केप	кабо
केप	наметало
मौसमी	сезонна
मौसमी	сезонни
भेजी	изпратена
भेजी	изпратено
भेजी	изпратен
भेजी	изпратени
कमेटी	комитет
कमेटी	комисия
मौजूदगी	наличие
मौजूदगी	присъствие
दोस्ती	приятелството
दोस्ती	дружба
दोस्ती	приятелство
बम्बई	бомбай
प्रेरक	мотивационни
पंप	помпата
पंप	помпа
दाने	зърна
दाने	зрънца
एयरबस	airbus
सील	печат
सील	тюлен
सील	сийл
आभासी	виртуална
आभासी	виртуално
आभासी	виртуални
आभासी	виртуален
सलीम	салим
आश्वासन	утеха
नक्काशी	гравиране
नक्काशी	дърворезба
विचलन	отклонения
विचलन	отклонение
डबिंग	дублаж
डेविस	дейвис
होस्ट	домакин
होस्ट	приемник
होस्ट	водещ
होस्ट	водещи
होस्ट	приемници
होस्ट	домакини
जलाशय	басейн
ऋणात्मक	отрицателен
ऋणात्मक	отрицателно
ऋणात्मक	отрицателни
ऋणात्मक	отрицателна
जवान	млада
जवान	младо
जवान	млади
जवान	йънг
जवान	млад
सूफी	суфи
डॉग	куче
डॉग	кучето
डॉग	дог
टूल	инструменти
टूल	инструментите
टैक्सी	такси
टैक्सी	такси
टैक्सी	такситата
टैक्सी	таксита
अचल	недвижимо
सूरा	глава
सूरा	сура
सूरा	сура
पेरू	перу
परिणत	трансформира
भूरा	кафяв
भूरा	кафяви
भूरा	браун
भूरा	кафява
भूरा	кафяво
भूरा	браунс
चलाता	изпълняване
यूनिक्स	unix
गार्ड	стражи
गार्ड	пазачи
गार्ड	охрана
गार्ड	гард
गार्ड	пазач
गिना	преброени
पाण्डेय	панде
रेलमार्ग	железница
गेहूं	пшеница
गेहूं	жито
ब्राह्मी	брахми
बेसिक	основна
बेसिक	основни
बेसिक	основен
फेडरेशन	федерация
फेडरेशन	федерацията
रस्सी	въжета
रस्सी	въже
क्रीम	сметана
क्रीम	крем
क्रीम	крема
परेड	парад
अलास्का	аляска
शुद्धता	целомъдрие
शुद्धता	целомъдрието
शुद्धता	точност
रचनाकार	писателка
रचनाकार	сценарист
रचनाकार	писател
शिशुओं	бебетата
शिशुओं	бебета
अंगूर	гроздова
अंगूर	грозде
अंगूर	грозде
विश्वव्यापी	световно
विश्वव्यापी	световна
लेनी	лени
देह	тялото
देह	тяло
देह	телесно
जौ	ечемик
खाई	ров
युवावस्था	младежта
युवावस्था	младост
युवावस्था	младеж
युवावस्था	младостта
युवावस्था	младежи
स्टाइल	стил
शिला	шилонг
रेड्डी	реди
गुरुकुल	семинарията
लौटे	върнато
लौटे	върнати
लौटे	върната
कारखानों	фабрики
कारखानों	заводи
ढांचा	рамки
ढांचा	кадър
ढांचा	рамка
ढांचा	структура
ढांचा	конструкция
मजदूरी	заплатите
मजदूरी	възнаграждения
मजदूरी	заплати
विस्थापन	изместване
कठिनाइयों	трудности
कठिनाइयों	затруднения
चैन	чан
चैन	верига
चैन	вериги
चैन	верижка
चैन	веригата
क्लान	клан
प्रतीकों	означения
प्रतीकों	символи
भ्रष्ट	корумпирана
भ्रष्ट	корумпирано
भ्रष्ट	корумпирани
भ्रष्ट	корумпиран
भ्रष्ट	повреден
भ्रष्ट	покварен
भ्रष्ट	повредени
भ्रष्ट	повредено
अभियान्त्रिकी	инженерство
सामंजस्य	хармъни
सामंजस्य	хармония
पैक	опаковки
पैक	пакети
पैक	опаковка
पैक	глутница
छाल	лай
छाल	лаят
छाल	кора
पिक्चर	снимка
पिक्चर	картинка
पिक्चर	пиксар
इराक़	ирак
वाइन	вина
वाइन	виното
