और	và
लैस	lacy
न्यास	quỹ
न्यास	foundation
न्यास	nọc
एथेंस	athens
पूँछ	đuôi
धीमा	chậm
धीमा	phím
चिन	chin
चिन	cằm
लड़का	boy
लड़का	trai
लड़का	bé
बॉडी	thân
बॉडी	body
मुक्केबाजी	giải
मुक्केबाजी	boxing
मुक्केबाजी	bốc
बढ़ाना	enhancing
बोतल	chai
पिस्टन	piston
सस्ता	cheap
सस्ता	rẻ
सस्ता	rẻ
चेन	chen
चेन	trần
चेन	xích
चेन	đinh
संचिका	tệp
संचिका	tệp
संचिका	file
निराश	nản
जौनपुर	jaunpur
यूट्यूब	youtube
श्रुति	khải
यथार्थवादी	tế
सान	san
आंकड़ा	dữ
ग़ज़ल	ghazal
शुक्ला	shukla
इब्न	ibn
किम	kim
फलक	bảng
फलक	panels
फलक	pane
फलक	tấm
मैसाचुसेट्स	massachusetts
निपुण	thầy
ताजिकिस्तान	tajikistan
डार्विन	darwin
बंदूक	súng
कलश	nồi
कलश	pot
कलश	pinnacle
कलश	kalash
जुडी	judy
कंपन	rung
कंपन	rung
खुर्द	khurd
एयरवेज	airways
संवेग	momentum
बाघों	tiger
बाघों	cọp
बाघों	hổ
बाघों	tigers
बाघों	hổ
वंशावली	phả
वंशावली	genealogy
रहीम	rahim
वॉल्ट	walt
वॉल्ट	vault
वॉल्ट	hầm
विस्थापित	displaced
उत्पीड़न	assault
कोकेन	cocaine
कोकेन	buôn
कोकेन	cocain
आमिर	amir
आमिर	aamir
दयाल	dayal
उमर	umar
उमर	omar
मिलर	miller
ललिता	lalita
रज़ा	raza
जोन	joan
शाखाएं	cành
नशे	say
नशे	xỉn
नशे	drunk
पुकारा	goi
झंडा	cờ
ग्लास	cốc
ग्लास	kính
ग्लास	ly
आंत	ruột
आंत	gut
फ़ुट	feet
फ़ुट	chân
फ़ुट	mét
यूक्रेन	ukraine
यूक्रेन	ucraina
यूक्रेन	ukraina
रुपया	rupee
वाइल्ड	wilde
निसान	nissan
दैत्य	giant
दैत्य	toshiba
दैत्य	monster
गवाह	chứng
क्रिश्चियन	nguyen
क्रिश्चियन	christian
पत्रकारों	khmer
माथुर	mathur
मजाक	joke
मजाक	đùa
मजाक	đểu
बेकर	baker
बेकर	becker
कांड	scandal
क्लोरीन	clo
क्लोरीन	chlorine
मिठाई	sweet
मिठाई	ngọt
मिठाई	kẹo
तोमर	tomar
चांद	nen
चांद	nguyệt
चांद	trăng
चांद	moon
वृंदावन	vrindavan
प्रीमियम	premium
घेरा	tròn
घेरा	lượn
नागार्जुन	nagarjuna
सब्जियों	rau
यूएसए	kỳ
यूएसए	mỹ
यूएसए	usa
हाथियों	voi
स्क्रिप्ट	script
गर्भगृह	cella
गर्भगृह	sanctum
डिजाइनर	designer
खरीदारी	mua
खरीदारी	sắm
खरीदारी	shopping
स्वराज	swaraj
फेयर	fair
प्रतीकात्मक	symbolic
शंकु	nón
वृद्ध	cũ
वृद्ध	tuổi
वृद्ध	già
सिक्का	xấp
सिक्का	xu
पर्दे	rèm
घोटाले	scandal
रनों	gân
ब्रह्मपुत्र	brahmaputra
राजी	raji
आटा	bột
आटा	bột
सभ्यताओं	civilizations
जासूस	điệp
नमस्कार	alo
नमस्कार	hello
निर्मल	serene
निर्मल	nirmal
कार्यक्षेत्र	workplace
मोटरसाइकिल	môtô
पुनरावृत्ति	replay
गल्फ	vịnh
अंटार्कटिक	antarctic
डैनी	danny
बेड़े	fleet
द्वारका	dwarka
पंद्रह	fifteen
महंगा	đắt
मनोरंजक	fun
मनोरंजक	ké
मनोरंजक	vui
एडम	adam
अनगिनत	infinite
अनगिनत	vá
सुन्नी	sunni
लियोन	leon
हीन	nhỏ
हीन	minor
ऑब्जेक्ट	tượng
पेंटिंग	tranh
पेंटिंग	sơn
एमटीवी	mtv
एवरेस्ट	everest
बकरी	dê
बकरी	goat
ऋषिकेश	rishikesh
स्विफ्ट	yến
स्विफ्ट	swift
कुर्सी	ghế
कुर्सी	lí
कुर्सी	cậy
सिंधी	sindhi
क्षितिज	horizon
दोहरा	double
दोहरा	đôi
दोहरा	kép
दोहरा	dual
रैली	rally
रैली	jamboree
दीपावली	diwali
नेटस्केप	netscape
रॉबिन	robin
बैंगनी	purple
बैंगनी	tím
बैंगनी	dập
बैंगनी	violet
प्रक्षेपास्त्र	tiễn
प्रक्षेपास्त्र	rocket
बीजिंग	kinh
सावरकर	savarkar
कैलिफ़ोर्निया	california
धड़	torso
कैलगरी	calgary
कैलगरी	cayman
साउंडट्रैक	soundtrack
टीले	dunes
वन्यजीव	wildlife
वर्चस्व	dominated
जावेद	javed
रुझान	trend
वेशभूषा	costume
वेशभूषा	costumes
स्पेंसर	spencer
वान	trù
वान	van
पुस्तिका	booklet
नाभि	rốn
वेदव्यास	vyasa
तुर्कमेनिस्तान	turkmenistan
देखिए	xem
रॉबर्ट्स	roberts
यन्त्र	yantra
राँची	ranchi
अपडेट	update
चैम्पियन	champ
चैम्पियन	cọc
चैम्पियन	champion
डेनिस	denise
डेनिस	dennis
डेनिस	denis
जोएल	joel
आयुर्वेदिक	ayurveda
जहांगीर	jahangir
वाइस	phó
वाइस	vice
किट	kit
हिसार	hissar
हिसार	hisar
संस्मरण	memoir
बाप	cha
राजेंद्र	rajendra
नालंदा	nalanda
थाली	đĩa
थाली	dĩa
नग्न	naked
नग्न	nude
एनालॉग	analog
युगों	yuga
प्रतिबिंब	gương
प्रतिबिंब	mirror
ब्लेड	blade
ब्लेड	blades
सदिश	vector
सदिश	vectors
बलिया	ballia
स्थगित	ngưng
गिरोह	manh
गिरोह	đảng
गिरोह	đám
गिरोह	lũ
पावन	thánh
श्रीनिवास	srinivasa
बैले	ballet
बैले	balê
बसंत	spring
बसंत	xuân
शर्ट	áo
तेरी	teri
स्टैंड	đứng
उपनिवेशों	khu
एकाधिकार	monopoly
एकदिवसीय	odi
विनाशकारी	lường
मिसौरी	missouri
मारी	marie
मारी	mari
आमेर	amer
दारा	darius
दारा	dara
फ़्रांसीसी	pháp
जादूगर	wizard
प्रतिमान	pattern
प्रतिमान	mẫu
प्रतिमान	paradigm
सच्चा	thật
सच्चा	đúng
वोल्ट	volt
वोल्ट	volts
वोल्ट	vôn
अमोनिया	ammonia
अमोनिया	ammoniac
डू	doo
कॉफ़ी	phê
कॉफ़ी	coffee
कॉफ़ी	cafe
उल्टा	ngược
एलेन	ellen
किराए	thuê
एस्टन	aston
मांसपेशी	muscle
विषाक्त	độc
तूफ़ान	nhào
तूफ़ान	bão
तूफ़ान	typhoon
तूफ़ान	bão
कड़ा	chật
कड़ा	cứng
कड़ा	khó
कड़ा	khổ
कड़ा	đắng
पड़ाव	mốc
एंजाइम	enzyme
एंजाइम	enzym
मूसा	moses
मूसा	musa
मूसा	moosa
पिंक	pink
पिंक	hồng
सत्येन्द्र	satyendra
बैरी	barry
राजन	rajan
जीप	jeep
दादी	bà
दादी	ngoại
पहाड़ियाँ	đồi
पहाड़ियाँ	hills
मैथ्यू	matthew
गंधक	sulfur
गंधक	sulphur
अंडमान	andaman
दूषित	hỏng
पश्च	rear
रीडर	reader
मिर्ज़ा	mirza
मिर्ज़ा	mirzapur
हीरे	rô
प्रशिक्षक	trainer
प्रशिक्षक	hlv
नास्तिक	atheism
प्रवर्धक	ampli
प्रवर्धक	amplifier
डायोड	diode
डायोड	điốt
सौभाग्य	fortune
सौभाग्य	lường
ब्रायंट	bryant
गैरी	garry
गैरी	gary
कुश	kush
साइमन	simon
कार्बोनेट	cacbonat
हिब्रू	hebrew
बर्ड	bird
बर्ड	chim
आत्मसमर्पण	nhường
एथलेटिक्स	athletics
तैराकी	bơi
हक	huck
हक	haq
चिट्ठा	blog
ठंड	lạnh
चूहे	chuột
चूहे	chuột
लीड	dẫn
लीड	dẫn
लीड	chì
दरार	rift
दरार	mớ
दरार	đê
दरार	nứt
नेहरु	nehru
प्राणायाम	pranayama
परवाह	care
महेन्द्र	mahendra
बमबारी	bomb
बमबारी	bom
कीड़े	giun
कीड़े	worms
कठपुतली	rối
अधीनस्थ	subordinate
कैम्प	camp
कैम्प	trại
कैम्प	trại
सम्मेलनों	conferences
चिंतित	lo
स्टारबक्स	starbucks
जॉर्डन	jordan
एथलीट	vđv
मनीष	manish
बीजापुर	bijapur
वृन्दावन	vrindavan
रेखीय	tuyến
शहद	thuế
नल	null
कुक	cook
कुक	nấu
मनी	tiền
मनी	tien
मनी	mani
नारा	slogan
चढ़	rust
चढ़	gỉ
भट्ठी	furnace
कारें	oto
कारें	ôtô
क्योकि	vì
सभ्य	decent
दरिया	darya
विलास	vilas
सहारनपुर	saharanpur
कहें	nói
कहें	tràng
एव	ave
सामी	sami
तिरुपति	tirupati
आर्क	arc
ट्रम्प	trump
चश्मे	kính
प्लूटो	pluto
डेनियल	daniel
डेनियल	danilo
थोक	sỉ
पैरिस	paris
सिलसिले	silas
कुरु	kuru
इयान	lan
दुग्ध	dairy
भयभीत	sợ
भयभीत	ex
भयभीत	sợ
वसूली	recovery
मौन	silenced
मौन	câm
मौन	tắt
मौन	tiet
घटा	giảm
पॉइंट	điểm
पॉइंट	beat
पॉइंट	chấm
पॉइंट	điểm
जमैका	jamaica
स्केल	phóng
मुंशी	munshi
मक्खन	bơ
सूत	bông
सूत	cotton
इज़राइल	israel
सीना	cena
मिथक	myth
श्रृंगार	makeup
नतीजा	fallout
अर्ल	earl
अर्ल	lô
वेदान्त	vedanta
निर्देशिका	directory
निर्देशिका	index
आंग्ल	anglo
समता	samata
एवेन्यू	avenue
लत	nghiện
लत	addiction
जुर्माना	ổn
जुर्माना	khỏe
जुर्माना	phạt
क़ुरान	quran
ओमान	oman
मार्केटिंग	marketing
बादलों	mây
चीता	cheetah
चीता	leopard
मूक	silent
मूक	thoả
मूक	câm
मूक	tắt
लीन	lyn
प्रतिभाशाली	genius
प्रतिभाशाली	tài
पनीर	cheese
स्मार्ट	minh
स्मार्ट	khôn
पश्तो	pashto
मैडोना	madonna
बराक	barack
बराक	barak
चमकदार	luminous
चमकदार	shiny
नाड़ी	nhịp
नाड़ी	mạch
स्पीकर	loa
यों	plank
इसराइल	israel
वाट	watt
वाट	wat
कच्छ	kutch
कोच्चि	kochi
कृषक	nông
ब्राउजर	duyệt
गुदा	anal
पूना	poona
बैग	túi
बैग	bag
बैग	pose
बैग	túi
नर्तक	dancer
ग्लूकोज	glucose
दत्ता	dutta
पढ़ना	truyện
पढ़ना	đọc
आपरेशन	thao
ब्रॉडबैंड	broadband
दर्जन	chục
दर्जन	tá
सुखद	pleasant
सस्ती	cheap
सस्ती	rẻ
गन्ना	mía
राजपूतों	rajputs
बेखम	beckham
स्याही	mực
रॉस	ross
हल्दी	nghệ
हवाओं	gió
सेब	táo
सेब	apple
रो	rho
रो	khóc
चौकी	outpost
बहनों	ruột
अश्लील	porn
रेसलमेनिया	wrestlemania
नामीबिया	namibia
एनी	annie
मामा	mama
मामा	chú
मामा	bác
जैकी	jackie
जैकी	jacky
क्रोधित	furious
क्रोधित	angry
तात्कालिक	tức
हुक्म	nod
हलके	nhẹ
कमांड	lệnh
कमांड	lệnh
कमांड	huy
कमांड	lềnh
कोबेन	cobain
धोनी	dhoni
बुराई	xấu
बुराई	ác
टाइपिंग	gõ
काई	kai
क्रूर	brutal
जोनाथन	jonathan
हस्त	hasta
हस्त	handmade
गढ़ी	garhi
फ्लाइट	bay
मीणा	meena
सैर	promenade
चिकनी	mịn
चिकनी	mượt
चिकनी	ẩm
चिकनी	nhờn
कैनेडी	kennedy
टाई	đính
टाई	nơ
धनबाद	dhanbad
गा	ca
गा	hát
पूछताछ	inquiry
सर्पिल	spiral
वॉकर	walker
लेआउट	layout
अरविंद	aravind
अरविंद	arvind
फिजी	fiji
हुक	hook
हुक	móc
प्लैटिनम	platinum
फिल	phil
फिल	phill
फिलीपींस	philippines
दीवारें	walls
दीवारें	tường
सपाट	phẳng
नक़ल	chép
नक़ल	copy
नक़ल	trích
फ्रेमवर्क	framework
केन्या	kenya
बर्बाद	phí
महानदी	mahanadi
शेन	shane
असीम	endless
कोलेस्ट्रॉल	cholesterol
दांते	dante
सीबीआई	cbi
किंगफिशर	todiramphus
बगीचे	vườn
बगीचे	garden
मुराद	murad
भट्टी	furnace
पोटैशियम	kali
केली	kelly
लोकगीत	folklore
सर्बिया	serbia
स्प्रिंगस्टीन	springsteen
धर्मनिरपेक्ष	secular
दृष्टिगोचर	bien
शेंगेन	schengen
दुल्हन	bride
ओबेरॉय	oberoi
जस्ता	kẽm
जस्ता	sink
जस्ता	zinc
जस्ता	zink
उड़	fly
उड़	ruồi
उड़	bay
माली	maldives
माली	gartner
माली	mali
सिएटल	seattle
सिएटल	seatle
प्रिया	priya
टायर	tires
टायर	lốp
टायर	lốp
टायर	lốp
बाँस	bamboo
बाँस	tre
सुधारक	reformer
अठारह	eighteen
बताना	nói
बताना	bảo
सिलेंडर	xylanh
मैक्सिकन	mễ
खोपड़ी	skull
खोपड़ी	sọ
खोपड़ी	quang
कोलम्बिया	colombia
छत्रपति	chhatrapati
विद्रोहियों	phiến
पट्टिका	pallet
कैसा	bao
स्टीवन	steven
टेल	đuôi
रीड	reed
इसरो	isro
एमी	amy
एमी	emmy
प्लेटो	platon
प्लेटो	plato
मीन	pisces
कनाडाई	canadian
रिसाव	leaks
रिसाव	lens
रिसाव	leak
अनावरण	unveiled
निषिद्ध	cấm
निषिद्ध	cấm
सेम	bean
सेम	đậu
सेम	đậu
सेम	sem
सेम	seem
इटावा	etawah
रॉन	ron
बरसात	tắm
बरसात	rain
बरसात	mưa
बनर्जी	banerjee
इंटेल	intel
फास्ट	mau
फास्ट	nhanh
यथार्थवाद	realism
बाह	bah
तालिबान	taliban
नेताजी	netaji
स्वादिष्ट	ngon
स्वादिष्ट	tasty
स्वादिष्ट	ngon
स्वादिष्ट	yummy
स्वादिष्ट	ngon
ज्वाला	lửa
ईंटों	gạch
ईंटों	brick
कर्ज	nợ
सलाद	lettuce
सलाद	diếp
सलाद	salad
जलन	ghen
शौकिया	amateur
अनूठा	unique
कैरी	carrie
कैरी	carey
पेशावर	peshawar
पहेली	puzzles
पहेली	đố
पहेली	puzzle
पहेली	tuệ
पहेली	enigma
चादर	tờ
चादर	mẩu
जामा	jama
नासिक	nashik
फ्रैंकलिन	franklin
एथिलीन	ethylene
सेकेंड	giây
सेकेंड	giây
आयुध	ordnance
प्रवीण	praveen
प्रस्तावना	prologue
मैनहटन	manhattan
मॉरीशस	mauritius
लावा	lava
माइग्रेन	migraine
परिधान	váy
परिधान	áo
परिधान	costumes
गोलीबारी	bắn
हब	hub
जग	giới
जग	jag
पम्प	bơm
बायर	bayer
नाल	horseshoe
पवित्रता	holiness
रोचेस्टर	rochester
डोनाल्ड	donald
रमन	raman
सीढ़ी	thang
सीढ़ी	ladder
पटियाला	patiala
प्रतिकृति	pattern
प्रतिकृति	mẫu
प्रतिकृति	replica
ताड़	palm
ताड़	sên
ताड़	cọ
धमाके	đục
धमाके	bang
धमाके	boom
सीटी	còi
सीटी	sáo
कार्टर	carter
उपनिवेशवाद	colonialism
उपनिवेशवाद	khu
सैंडविच	sandwich
चिप्स	chips
गुड़	molasses
चन्द	chand
बिखरे	loãng
दार्जिलिंग	darjeeling
वेस्टमिंस्टर	westminster
टिहरी	tehri
शैतान	devil
शैतान	quỷ
शैतान	sa
शैतान	satan
नैनोट्यूब	nanotube
शीट	tờ
शीट	mẩu
शीट	tờ
शीट	mẩu
शीट	sheets
उद्धार	giao
उद्धार	cứu
म्यूनिख	münchen
म्यूनिख	munchen
म्यूनिख	munich
शरीफ	sharif
बिस्तर	bed
बिस्तर	giường
बोल्ट	bolt
गुम्बद	dome
गुम्बद	vòm
जश्न	lễ
जश्न	jamboree
शाहजहाँपुर	shahjahanpur
टायसन	tyson
लहरों	sóng
स्पाइवेयर	spyware
सीसा	dẫn
सीसा	chì
तना	stems
तना	cuống
सदाबहार	evergreen
नाइट्राइट	nitrit
समीर	samir
तांबे	đồng
जिन्ना	jinnah
फेरारी	ferrari
माईस्पेस	myspace
एमआईटी	mit
केक	bánh
अनुसूची	lịch
सेठी	sethi
हमीरपुर	hamirpur
एनिमेशन	hoạt
देखो	xem
देखो	nhìn
इंतजार	khoan
हिम्मत	dũng
हिम्मत	chống
हिम्मत	dám
प्रमाणपत्र	chứng
सांकेतिक	symbolic
सिंधिया	scindia
सत्रहवीं	seventeenth
झांसी	jhansi
टिन	tin
टिन	thiếc
चारा	bait
चारा	mồi
ओलिवर	oliver
घनी	thick
घनी	dầy
घनी	dày
इण्डिक	indic
एस्पिरिन	aspirin
जनजातीय	tribal
सोर्स	nguồn
पीर	per
चेल्सी	chelsea
बाजरा	kê
पाण्डे	pande
पाम	pam
पुनर्वास	rehab
स्ट्रीम	màng
स्ट्रीम	luồng
स्ट्रीम	suối
स्ट्रीम	stream
चंद्रगुप्त	chandragupta
मुमताज़	mumtaz
जालंधर	jalandhar
कोंकणी	konkani
बल्तिस्तान	baltistan
बारहवीं	xii
बारहवीं	twelfth
स्टुअर्ट	stuart
अचार	dưa
फेंकने	ném
मॉड्यूल	modul
मॉड्यूल	môđun
मॉड्यूल	module
मॉड्यूल	đun
हिरण	hươu
हिरण	caribou
पिकनिक	picnic
सईद	saeed
ज़िन्दगी	đời
बॉय	boy
बॉय	trai
बॉय	bé
हजरत	hazrat
इब्राहिम	ibrahim
स्टेरॉयड	steroid
प्रीति	preeti
कार्लो	carlo
पुर	pur
फिल्मफेयर	filmfare
वीजा	visa
पवार	pawar
बैनर	banner
याहू	yahoo
वेदी	altar
नन्द	nand
नागौर	nagaur
रिले	riley
रिले	relay
खासी	khasi
बर्मन	burman
अनवर	anwar
फर्ग्यूसन	ferguson
हालात	odds
भैंस	trâu
भैंस	buffalo
इस्लामाबाद	islamabad
लेनिन	lenin
डैविल	davila
समाचारपत्र	báo
तरुण	tarun
सफ़र	tý
खींचा	lê
खींचा	drew
सल्फर	sulfur
सल्फर	sulphur
लॉक	khoá
लॉक	khóa
एबीसी	abc
वाल्टर	walter
पीएचडी	phd
गॉर्डन	gordon
बांस	bamboo
बांस	tre
वाटसन	watson
लूथर	luther
निरंतरता	continuity
पनामा	panama
लॉरेंस	lawrence
कंस	kansa
लड़	fighting
बौना	lùn
बौना	phơ
सुपरमैन	superman
बुल	bulldog
बुल	ngưu
बुल	bò
बुल	bull
धब्बे	vá
धब्बे	đốm
विकिस्रोत	wikisource
निक	nick
माउस	chuột
क्राउन	vương
साड़ी	sari
बहुमुखी	nhiều
पहियों	wta
पहियों	hoành
बहू	bride
स्पा	spa
स्पा	spa
मातृभूमि	motherland
मातृभूमि	homeland
मुखर	thanh
मुखर	vocal
निचला	hạ
वानर	khỉ
बोवी	bowie
अफगान	afghan
दोहा	doha
टार्ज़न	tarzan
विदिशा	vidisha
मॉर्गन	morgan
रसेल	russell
संगीतमय	nhạc
संगीतमय	musical
टिक	tắc
टिक	tick
टिक	tíc
टिक	tic
क्राइस्ट	christ
अल्फ्रेड	alfred
कराटे	karate
ट्रैफिक	tê
सिखाया	dạy
प्रेरण	induction
लामा	lama
लेज़र	laser
लेज़र	laze
क्रमांक	số
झाँसी	jhansi
धक्का	push
धक्का	đẩy
आविष्कारक	inventors
गोपनीय	mật
गोपनीय	bí
प्रेत	zombie
स्थलीय	terrestrial
सप्ताहांत	weekend
मैनपुरी	mainpuri
बुल्गारिया	bulgaria
प्रज्ञा	pet
आइसलैंड	iceland
टोयोटा	toyota
ब्लाक	khối
ब्लाक	block
ब्लाक	chặn
रेशों	lụa
ग्रैमी	grammy
लॉन्च	launch
लॉन्च	phóng
बीट	đánh
बीट	phật
इमेजिंग	imaging
लटका	hung
लटका	hưng
कैटरीना	katrina
डिस्ट्रिक्ट	huyện
काठमांडू	kathmandu
अरोड़ा	arora
सीखना	học
गला	họng
गला	họng
गला	neck
गला	cổ
हैदर	haider
स्ट्रॉस	strauss
गार्सिया	garcia
निद्रा	ngủ
निद्रा	ngự
एक्सप्लोरर	explorer
छल	guile
आलम	alam
कॉलोनी	khu
आवंटन	allotment
बाला	bala
कार्लोस	carlos
हुमायूँ	humayun
अनीता	alice
अनीता	anita
अनोखा	unique
करीना	carina
करीना	karina
कपाल	skull
कपाल	sọ
कपाल	quang
दीपिका	deepika
कॉमन	chung
लेम्बोर्गिनी	lamborghini
प्याज	onion
प्याज	hành
असीमित	infinite
असीमित	vá
बग	lỗi
बग	bug
बग	rệp
बग	bọ
बग	lỗi
मॉस्को	moscow
मॉस्को	moskva
सोम	soma
सोम	som
सोम	mon
पानीपत	panipat
चन्द्रशेखर	chandrasekhar
टर्नर	turner
हिमानी	glacier
हिमानी	himalaya
हिमानी	himalayas
ट्रांस	trans
मेहमान	khách
मेहमान	khách
जहर	poison
गतिज	kinetic
तन	tan
तन	tân
यूटीसी	utc
वेनिस	venice
वेनिस	venezia
खांसी	khạc
खांसी	host
खांसी	ho
आईएसओ	iso
युगांडा	uganda
संख्याएँ	số
सुगंध	aroma
जस्टिन	justin
अहंकार	ego
अंबेडकर	ambedkar
फ़ोर्स	buộc
मोरक्को	morocco
मोरक्को	maroc
सुमात्रा	sumatra
छड़ी	lòi
छड़ी	stick
सीरम	serum
दाम	price
दाम	giá
नहरें	sông
नहरें	rivers
नॉर्मन	norman
माँगा	manga
नाविक	navigator
प्रमाणों	yok
स्थायित्व	standings
इन्दौर	indore
हावर्ड	phuong
हावर्ड	howard
परगना	parganas
पैमाना	phóng
चिड़िया	bird
चिड़िया	chim
पराग	phấn
सूर	sur
सूर	tức
उमा	uma
प्री	pre
कफ	còng
मैथुन	sex
पराबैंगनी	ultraviolet
ताम्र	đồng
केल्विन	kelvin
अनुपस्थित	vắng
अनुपस्थित	thiếu
फाई	phi
मर्सिडीज	mercedes
सुनहरे	blonde
आगंतुक	khách
चीज़ें	điều
ग्राफिक	graphic
लूप	lặp
लूप	loop
पेरी	peri
पेरी	perry
चम्मच	spoon
चम्मच	muỗng
चम्मच	thìa
ग्रा	gras
दुकानें	shop
नरेंद्र	narendra
जैम	zam
जैम	jam
जैम	mứt
कचरा	rác
कचरा	rác
असिमोव	asimov
स्प्रिंग	spring
स्प्रिंग	xuân
पिज़्ज़ा	pizza
त्रावणकोर	travancore
जाली	lattice
दैवी	oracle
दैवी	liêng
दैवी	divine
साइबर	cyber
ग़रीब	nghèo
ग़रीब	nghiệp
लिखें	viết
लिखें	ghi
लिखें	gõ
लिखें	soạn
लिखें	đốt
लिखें	cháy
लिखें	burn
देवों	devon
सोडा	soda
हुकूमत	domination
विला	villas
विला	villa
कोला	kola
कोला	colombo
कोला	cola
धमनियों	arteries
प्रतिजन	antigen
ग्राहम	graham
सर्वोपरि	paramount
प्लेटों	kẽm
रंजीत	ranjit
सिरा	sira
खरीदी	mua
मिटा	xóa
मिटा	xoá
दुखी	khổ
दुखी	nhoi
दुखी	buồn
न्यूट्रॉन	neutron
इमरान	imran
निरीक्षक	surveyor
निरीक्षक	observer
अल्फ़ा	alpha
अल्फ़ा	alfa
हैरिस	harris
गियर	gear
गियर	ten
अंडाकार	elliptical
सर्कस	xiếc
सर्कस	circus
अल्बानिया	albania
हीलियम	helium
हीलियम	heli
बादाम	almond
कगार	gờ
नागा	naga
मिनेसोटा	minnesota
पृथक्करण	segregation
अंडा	trứng
परवेज़	pervez
माइक्रो	micro
वर्दी	uniform
ताँबा	đồng
ऐश	ash
ऐश	tro
ऐश	chua
कैलोरी	calorie
कैलोरी	calo
कैलोरी	calories
कैलोरी	calo
कैलोरी	cal
सरस	nhô
सरस	mọng
सरस	juicy
स्ट्रिंग	chuỗi
स्फटिक	quartz
बुनाई	dệt
बुनाई	đan
बुनाई	knitting
आभा	abha
आभा	aura
ईद	eid
बॉन	bón
बॉन	bon
पाँव	feet
पाँव	chân
पाँव	mét
केश	kesh
द्वेष	hat
द्वेष	malice
कॉलम	khe
कॉलम	cột
कॉलम	cột
चट्टोपाध्याय	chatterjee
कहावत	maxim
टेड	ted
अनूप	anoop
नोएडा	noida
शायरी	thơ
टेलीग्राफ	telegraph
आवेग	momentum
आवेग	xung
मुंडा	munda
बर्नार्ड	bernard
बर्नार्ड	barnard
सचेत	conscious
एमिनेम	eminem
किशोरों	teens
डेव	dave
पारा	mercury
पारा	para
हार्ले	harley
पेंट	sơn
सोन	trai
सोन	nhi
सोन	son
नीलामी	auctions
पट्टे	thuê
नाटो	nato
ब्रह्मचर्य	chastity
ग्लेन	glen
ग्लेन	glenn
विरल	hiếm
काव्यशास्त्र	poetics
डायमंड	zô
डायमंड	diamond
महंगी	đắt
फ्रायड	freud
पीना	nhậu
पीना	uống
पीना	uống
पीना	ly
स्ट्रिप	strip
संलयन	fusion
अब्दुल्ला	abdullah
वर्जिन	trinh
वर्जिन	virgin
वर्जिन	tân
अय्यर	iyer
डेप	depp
चक्रों	luân
सिन्धी	sindhi
मुहाफ़ज़ाह	dimashq
वार्मिंग	ấm
ढोल	drum
ढोल	trống
क्वार्क	quark
राजसी	majestic
राजसी	regal
टिकाऊ	bền
क्रोमियम	crom
कूप	coupe
एकरूपता	uniformity
कीन	keane
स्टेनली	stanley
कुशीनगर	kushinagar
सिन्ध	sindh
लेखनी	pen
लेखनी	bút
सोल	sol
किक	đá
आयोडाइड	iotua
धड़कन	đánh
धड़कन	phật
छल्ले	nhẫn
क्रेन	crane
क्रेन	hạc
क्रेन	sếu
आखरी	cuối
क्षेत्ररक्षण	trưởng
क्षेत्ररक्षण	fielding
लिली	lili
लिली	lilly
लिली	lily
बेली	bailey
बेली	bụng
ग्रहीय	planetary
नायडू	naidu
कोक	coke
कोक	coca
कोक	soda
कोक	cola
मेलबोर्न	melbourne
मशरूम	nấm
मशरूम	nấm
गरुड़	garuda
फ्लू	cúm
ट्री	cây
बेलन	trụ
लापता	thiếu
नूर	noor
कंटेनर	container
राई	rai
वाइड	rộng
वाइड	vid
भार्गव	bhargava
वारिस	ngai
वारिस	heirs
वारिस	waris
परिवर्तनशील	biến
मच्छर	muỗi
ग्रांट	grant
मैग्नीशियम	magie
मैग्नीशियम	magiê
मैग्नीशियम	magnesium
गंगोत्री	gangotri
सनी	nắng
सनी	sunny
भावुक	bênh
कैन	cain
कैन	cannes
घोटाला	scandal
घोटाला	scam
रामगढ़	ramgarh
चार्टर्ड	chartered
ईर्ष्या	ghen
ईर्ष्या	envy
ईर्ष्या	jealousy
अमल	amal
अमरावती	amravati
गायों	bò
जैज़	jazz
गायकों	hát
गायकों	hót
ओक	oak
ओक	sồi
बैच	đợt
बैच	batch
बैच	mẻ
बैच	bó
उड़ा	hỉ
उड़ा	thổi
किनारा	viền
किनारा	mép
किनारा	edge
किनारा	rìa
किनारा	cạnh
किनारा	viền
किनारा	biên
कौल	kaul
फ्रेड	hòa
फ्रेड	fred
बुर्ज	tower
बुर्ज	tháp
बुर्ज	pinnacle
पियरे	pierre
वुड	gỗ
वुड	củi
बंदरगाहों	cảng
बंदरगाहों	cổng
बंदरगाहों	port
अलेक्जेंडर	alexandros
अलेक्जेंडर	aleksandr
अलेक्जेंडर	alexander
गाजियाबाद	ghaziabad
परिमित	finite
वर्षगांठ	khắc
क्योटो	kyoto
सुधा	sudha
वॉर्स	war
ओंटारियो	ontario
वायरल	viral
वायरल	virus
अनुग्रह	ân
अनुग्रह	grace
अनुग्रह	tha
स्टीवर्ट	stewart
गिल्ड	guild
डेविडसन	davidson
घंटी	chuông
घंटी	bell
कूपर	cooper
सुल्तानपुर	sultanpur
कैरोलिना	carolina
प्लान	plan
विदा	vida
मिर्जा	mirza
खिंचाव	stretch
खिंचाव	duỗi
खिंचाव	căng
व्लादिमीर	vladimir
दौलत	daulat
कोचीन	kochi
बर्गर	burger
बर्गर	burgers
बेहोश	xỉu
बेहोश	ngất
वर्ड	lời
