est	rytų
pirates	piratas
fenêtre	langas
fenêtre	lango
occident	vakarų
occident	vakarai
reich	reicho
assaut	puolimą
assaut	užpuolimas
délégation	delegacija
délégation	pavedimas
acquisition	įsigijimai
acquisition	įsigijimas
acquisition	įsigijimų
acquisition	įsigijimo
acquisition	įsigijimas
acquisition	įgijimas
évènements	renginiai
évènements	įvykiai
évènements	įvykių
revues	žurnalai
morale	moralinę
morale	moralę
morale	dėsnis
nobel	nobel
natale	natale
adultes	suaugusieji
adultes	suaugusieji
adultes	suaugusiems
adultes	suaugusiųjų
spectacles	pasirodymai
voisine	kaimynas
voisine	kaimynė
voisine	kaimyne
voisine	kaimynas
emblème	emblema
emblème	herbas
littéralement	tiesiogine
trace	pėdsakai
trace	pėdsakų
trace	sekti
ours	matas
portraits	portretai
wild	laukiniai
wild	laukinių
chevaliers	ševaljė
chevaliers	žirgas
chevaliers	riteris
bla	bla
navale	laivyno
récits	pasakų
pauvres	vargšas
pauvres	vargšai
nourriture	maistas
participant	dalyvaujančios
participant	dalyvio
participant	dalyvis
balle	balius
balle	kamuolys
dynamique	dinamiška
dynamique	dinaminis
dynamique	dinaminė
boris	borisas
branches	filialai
branches	šakos
démission	atsistatydinimo
démission	atsistatydinti
batailles	mūšių
assassiné	nužudytas
colin	colin
consulter	konsultuotis
atp	atp
intéressant	įdomu
intéressant	įdomus
remix	remix
remix	remixes
fra	fra
fra	ganykla
fra	eng
clôture	uždarymo
clôture	uždarymas
clôture	uždarymo
clôture	tvoros
clôture	tvora
respecter	pagarba
apparemment	matyt
bbc	bbc
trio	trijulė
trio	trio
communistes	komunistai
communistes	komunistų
communistes	komunistai
lourd	sunkus
lourd	galinga
sérieux	rimtumą
sérieux	rimti
sérieux	rimta
sérieux	rimtas
sérieux	rimtų
sérieux	rimtai
obligatoire	privalomi
obligatoire	privalomas
fermée	uždaryta
fermée	uždara
moore	moore
reconnue	pripažintos
explosion	sprogimas
honoré	pagerbtas
honoré	honoré
existait	egzistavo
esclaves	vergas
esclaves	vergai
médecins	gydytojai
médecins	daktarai
médecins	gydytojai
désir	troškimas
désir	noras
désir	ilgesio
désir	aistrą
grégoire	gregory
grégoire	grégoire
sec	sausa
sec	sausas
sec	sausos
indice	užuomina
complexes	kompleksų
complexes	kompleksas
complexes	sudėtingas
noyau	branduolių
noyau	branduolys
noyau	branduolys
germanique	germanų
santiago	kubos
flux	stream
flux	srauto
flux	srautas
courants	srovių
sportifs	sportininkai
forts	stiprūs
forts	tvirtas
forts	stipri
forts	stiprus
familiale	šeima
familiale	šeimos
familiale	šeimyna
motifs	motyvai
fleur	žydėti
fleur	gėlių
fleur	gėlė
dizaines	dešimtys
turc	turkijoje
turc	turkija
turc	turkų
turc	turkijos
réserves	išlygų
réserves	atsargų
réserves	rezervai
tirer	šaudymo
hambourg	hamburg
morgan	morgan
micro	mic
oriental	rytų
géant	giant
consul	konsulas
lourdes	lourdes
paradis	dangaus
paradis	dangus
paradis	rojų
paradis	rojus
ian	ian
anjou	anjou
entendre	išgirsti
entendre	klausos
entendre	klausymas
tempête	audros
tempête	audra
tempête	tempest
abréviations	santrumpos
constantin	konstantinas
embouchure	burna
embouchure	burnos
embouchure	pūstukas
bonheur	bonheur
bonheur	laimės
bonheur	laime
bonheur	laimė
moine	vienuolis
arm	rankos
négociations	derybos
négociations	derybos
nîmes	nîmes
franck	frank
franck	frenkas
accent	akcentas
efficacité	veiksmingumas
efficacité	veiksmingumas
efficacité	veiksmingumo
efficacité	efektyvumas
cuivre	pučiamųjų
concile	sinodas
cents	centų
ferrari	ferrari
considérés	laikoma
grosse	didelės
grosse	dideli
grosse	didysis
grosse	didelis
ken	kenas
escalier	laiptai
escalier	laiptai
escalier	laiptų
diable	velnio
diable	diable
récupérer	susigrąžinti
berne	berno
roberto	robertas
roberto	roberto
chante	dainuoti
chante	dainuoja
jerry	džeris
talent	talentas
invités	svečiai
invités	svečias
natation	plaukimo
natation	plaukia
apprendre	mokymosi
apprendre	mokymuisi
apprendre	mokytis
apprendre	mokymasis
apprendre	mokytis
sols	dirvožemio
sols	dirvožemį
sols	dirvožemis
sols	grindys
sols	dirvos
détruire	naikina
ardenne	ardėnai
client	klientų
client	klientui
client	klientas
syndrome	sindromas
restes	javų
prêtres	kunigai
alcool	alkoholio
alcool	alkoholis
elena	elena
passages	ištraukas
centaine	šimtai
centaine	šimtai
inspiration	įkvėpimas
inspiration	įkvėpimo
sombre	tamsus
sombre	tamsi
sombre	tamsiai
lourds	sunkus
lourds	galinga
vainqueurs	laimėtojus
vainqueurs	laimėtojai
vainqueurs	nugalėtojai
dead	miręs
racine	root
racine	šaknis
racine	šaknys
racine	šaknų
racine	šakniavaisiai
racine	racine
fidèle	atsidavusi
fidèle	ištikimas
fidèle	ištikimas
roux	roux
roux	raudona
roux	imbiero
illustration	iliustracija
intégrer	integruoti
écologie	ekologijos
spécialistes	specialistai
ajouté	pridėtinės
pseudo	slapyvardis
pseudo	pseudo
constructions	statiniai
accompagne	lydi
variations	variacijos
descente	pakalnę
magasin	parduotuvėje
magasin	parduotuvė
magasin	apsipirkti
magasin	laikyti
magasin	parduotuvė
neuve	niufaundlando
punk	punk
sucre	cukrus
sucre	cukraus
manifestation	protestas
manifestation	protestuoti
manifestation	demonstravimo
installée	įdiegti
installée	įdiegtas
installée	įdiegta
gold	auksinis
gold	aukso
gold	gold
gold	auksas
cite	citatą
cite	citata
vêtements	apranga
vêtements	aprangos
vêtements	drabužiai
vêtements	drabužių
vêtements	apranga
vêtements	drabužius
vêtements	drabužiai
adulte	suaugusieji
adulte	suaugusiems
adulte	suaugusiųjų
adulte	suaugusieji
explication	paaiškinimas
biographique	biografiniai
vendus	parduota
vendus	parduodami
vendus	parduotas
vendus	parduodama
trad	trad
variante	variantai
variante	variantas
variante	variacijos
tomber	krenta
roches	uolos
roches	akmenų
roches	akmenys
stone	akmens
entité	subjektas
aérien	oro
aérien	oras
duchesse	hercogienė
abraham	abraham
logement	apgyvendinimo
logement	apgyvendinimas
logement	apgyvendinimą
logement	būstas
tribus	kilę
vraie	tikras
vraie	tiesa
vraie	tikra
astronome	astronomas
contemporains	šiuolaikinio
régionaux	regionų
wikimedia	wikimedia
battant	skrenda
battant	skraidyti
carter	karteris
#ffffff	#ffffff
experts	ekspertai
attentat	ataka
attentat	bombardavimo
colorado	kolorado
feuille	lapų
feuille	lapas
coupes	gabalai
douce	sweet
douce	saldus
douce	miela
douce	švelnios
douce	švelnus
douce	švelni
douce	gėlavandenės
douce	minkštas
douce	minkšta
remarquables	nepaprastas
contraint	priverstinis
dep	dep
michigan	mičigano
khan	khan
quasiment	praktiškai
finlandais	suomiai
enfer	velnių
enfer	pragaras
inutile	bevertis
inutile	beprasmiška
inutile	nereikalingos
inutile	nereikalingų
inutile	nereikalingi
déchets	atliekos
déchets	atliekos
comique	komikas
comique	komedija
bell	bell
manuscrits	scrolls
manuscrits	rankraštis
manuscrits	rankraščiai
matières	medžiagų
matières	medžiagos
essence	benzino
essence	benzinas
essence	benzinas
séminaire	seminarija
séminaire	seminaras
administratives	administracinis
administratives	administracinės
vancouver	vankuverio
orthographe	rašybos
biologie	biologija
cellule	ląstelių
fou	proto
heinrich	henrikas
coréen	korėjos
électorale	rinkimų
courage	drąsos
courage	drąsa
courage	drąsa
moulins	gamyklų
humour	humoro
humour	humoras
banques	bankininkystė
banques	bankininkystės
banques	bankas
nommés	paskirtas
justement	būtent
battre	nugalėti
plume	plunksna
plume	pen
alimentaire	maistas
démarche	eisena
paysages	kraštovaizdis
paysages	kraštovaizdžio
paysages	kraštovaizdis
garros	garros
grève	streikas
marchandises	prekės
marchandises	krovinių
qualités	savybes
pratiquement	praktiškai
disparue	dingo
arménie	armėnijos
arménie	armėnija
norman	normanai
norman	mielės
tirant	pateikiamos
allier	aljė
leipzig	leipcigo
dites	pasakyti
fernand	fernand
bonaparte	bonaparte
promouvoir	skatinti
observations	pastabos
observations	paaiškinimai
observations	stebėjimai
observations	pastebėjimai
observations	pastabos
observations	pastabas
observations	komentarai
observations	pastabas
observations	pastabos
observations	komentaruose
malade	nesveikas
malade	serga
arena	arena
garçons	berniukai
edgar	edgaras
doctrine	doktrina
militant	aktyvistas
tourner	spin
sultan	sultonas
liban	libanas
calédonie	kaledonija
routier	kelias
routier	kelių
routier	kelio
hermann	hermann
hermann	herman
sociologie	sociologija
ballet	baleto
accusé	kaltina
accusé	atsakovas
accusé	atsakovo
connait	žino
veulent	nori
veulent	norit
téléphone	telefono
téléphone	telefonas
téléphone	telefonas
documentation	dokumentacija
documentation	dokumentai
documentation	įrodymai
documentation	dokumentacijos
documentation	dokumentus
enregistre	rekordas
bouche	lūpų
bouche	lūpos
bouche	burna
bouche	burnos
queen	karaliene
queen	karalienė
queen	queen
lyonnais	lyonnais
blessure	traumos
blessure	žala
blessure	trauma
blessure	žalos
blessure	sužalojimas
blessure	žaizda
blessure	žaizdos
bourgeois	buržuazinių
statues	statulas
anneau	žiedas
chambres	miegamieji
chambres	kambariai
chambres	kambarys
youtube	youtube
pire	blogiausias
pire	blogiausia
pire	blogiau
onde	bangos
onde	bangų
onde	banga
retourner	grįžimas
retourner	grįžti
retourner	grąžos
masque	kauke
masque	kaukė
ouvrier	darbininkas
ouvrier	darbuotojas
gloire	fame
gloire	šlovės
gloire	garbė
protégé	saugomų
protégé	apsaugota
tâche	uždavinys
tâche	užduotis
fidèles	ištikimas
fidèles	atsidavusi
fidèles	ištikimas
papillon	drugelis
papillon	meškutė
panneaux	plokštės
préparer	parengti
accepté	sutarta
globe	gaublį
procureur	prokuratūra
procureur	prokuroras
ardennes	ardėnai
atlas	atlas
génétique	genetinis
génétique	genetiniai
génétique	genetikos
ballon	balionas
ballon	baliono
ballon	balius
ballon	kamuolys
ballon	ballon
choc	šokas
ondes	airwaves
ondes	bangos
ondes	bangas
gérer	tvarkyti
romantique	romantika
romantique	romantiška
frappe	streikas
frappe	variantų
philippines	filipinai
quotidienne	kasdienio
islamique	islamo
entouré	apsupti
anonyme	anonyme
assurance	atsargumas
assurance	draudimas
assurance	draudimo
audience	klausos
audience	klausymas
phil	filai
cinématographique	kinematografijos
unesco	unesco
enterré	palaidotas
bonus	bonus
bonus	premija
théories	teorijos
théories	teorija
hot	karšti
hot	karšto
hot	karšta
hot	karštas
éliminatoires	atkrintamųjų
éliminatoires	atkrintamąsias
disant	sakau
disant	sako
uci	uci
résoudre	išspręsti
résoudre	išspręsti
résoudre	išspręsti
résistant	atsparus
résistant	atsparių
résistant	atsparumo
résistant	atsparumą
résistant	atsparumas
sculptures	skulptūra
sculptures	skulptūros
investissement	investavimas
investissement	investicijos
investissement	investicija
investissement	investicijos
absolument	būtinai
incident	incidentas
chêne	ąžuolo
chêne	ąžuolų
concerto	concerto
chroniques	chronicle
chroniques	lėtinis
chroniques	lėtinė
chroniques	lėtinio
chroniques	kronikos
tue	žudo
tue	nužudyti
radical	radikalių
entrées	įrašai
entrées	pradžiai
stratégique	strateginiai
réfugiés	pabėgėliai
réfugiés	pabėgėlių
réfugiés	pabėgėliai
berger	berger
berger	aviganis
cache	slėpti
cache	slepia
égale	lygu
œufs	kiaušiniai
œufs	kiaušinių
œufs	kiaušinis
œufs	kiaušinių
œufs	kiaušiniai
œufs	kiaušinio
emma	ema
miles	km
distinguer	skiriamasis
doublé	padvigubėjo
boxe	bokso
pair	dalyvis
pair	pora
challenge	iššūkis
adolphe	adolfas
serpent	gyvatės
serpent	gyvate
serpent	gyvatė
serpent	gyvatės
serpent	gyvatė
chimiques	cheminis
chimiques	cheminė
jeudi	ketvirtadienis
jeudi	ketvirtadienį
jeudi	ketvirtadienio
jeudi	ketvirtadieniais
noires	juodai
noires	juodas
noires	juodi
noires	juoda
georg	georg
individuelle	atskirai
isaac	isaac
foyer	fojė
foyer	židinys
comtes	earls
invite	kvietimai
invite	kviečia
anges	angelai
anges	angelas
étang	tvenkinyje
attente	laukiu
attente	laukia
attente	laukimas
symboles	simboliai
symboles	simbolis
symboles	pulkininkas
vols	skrydžiai
voûte	saugyklą
voûte	arkos
murray	murray
racines	root
racines	šaknis
racines	šaknys
racines	šaknų
racines	šakniavaisiai
houston	hiustone
accueilli	pasveikino
accueilli	surengė
équipé	įrengta
équipé	įrengti
équipé	sumontuotas
feux	gaisrai
feux	gaisrų
feux	žibintai
feux	šviestuvai
feux	lempoms
parfait	tobulos
parfait	tobulas
parfait	tobula
mali	malio
mali	mali
repos	poilsio
repos	poilsis
gand	gent
gand	gand
vents	vėjai
vents	akių
vents	vėjas
vive	vive
fribourg	freiburg
uruguay	urugvajaus
uruguay	urugvajus
esthétique	estetika
esthétique	estetinės
coloniale	kolonijinės
adams	adams
ahmed	ahmed
spéciaux	patiekalai
spéciaux	specialių
citation	citatą
citation	citata
républicains	respublikonų
républicains	respublikonai
indiens	indas
indiens	indijos
gallery	galerija
gallery	galerijoje
tournant	rotacijos
tournant	sukasi
âges	amžiaus
âges	amžius
âges	amžiaus
gridcolor	gridcolor
tests	testai
tests	bandymai
tests	bandymai
neutralité	neutralumo
neutralité	neutralus
suisses	šveicarijos
suisses	šveicarija
bière	alaus
bière	alus
bière	alaus
bière	alus
faibles	silpnas
arnold	arnoldas
élue	išrinkti
élue	išrinktas
élue	išrinkta
julia	džiulija
julia	julija
destin	išlikimas
angel	angelas
précédentes	ankstesnė
précédentes	ankstesnis
précédentes	ankstesnių
archéologiques	archeologinio
archéologiques	archeologijos
invention	išradimas
professeurs	fakulteto
emplois	užimtumas
emplois	įdarbinimas
occupée	užimta
occupée	okupuotoje
confusion	sutrikimą
confusion	sumišimas
confusion	paini
clergé	dvasininkija
spécialement	specialiai
mosquée	mečetė
étrange	keistas
étrange	keista
étrange	keistas
étrange	keistai
étrange	keista
éteint	užgęsta
nobles	inertinių
nobles	didikų
exprimer	išreikšti
vendre	parduodama
vicomte	vikontas
lang	lang
vallées	slėniai
indienne	indas
indienne	indijos
just	tik
just	tiesiog
contrôler	kontrolė
pietro	pietro
chœurs	choro
chœurs	choras
colons	kolonistų
arsenal	arsenal
adrien	adrien
adrien	adrian
spéciales	patiekalai
spéciales	specialių
policiers	policija
policiers	policijos
armement	ginklavimuisi
armement	ginklas
armement	ginklai
armement	ginkluotė
ailier	korpusas
robe	suknelė
robe	apranga
robe	suknele
robe	aprangos
golf	golfo
baker	baker
jay	jay
mystère	marijos
mystère	paslaptis
mystère	mystère
phénomènes	reiškinius
sint	sint
sage	išmintinga
sage	sage
lions	liūtai
idéal	idealus
idéal	idealu
lionel	lionel
particules	dalelės
particules	dalelės
particules	dalelių
écurie	stabilus
baby	baby
baby	mažyte
baby	mažylis
baby	kūdikis
soprano	soprano
kennedy	kenedi
harris	haris
harris	harris
shakespeare	šekspyras
masters	kapitonai
refusé	atmestas
refusé	atmesta
refusé	atsisakė
coureurs	raiteliai
coureurs	bėgikai
extraits	ištraukos
extraits	ekstraktai
extraits	ekstraktas
extraits	išrašas
extraits	ištrauka
triomphe	triumfas
tribune	tribune
reconnaît	pripažįsta
hip	hip
hip	klubas
hip	klubo
lightgrey	lightgrey
mineurs	kalnakasiai
commis	tarnautojas
physicien	gydytojo
physicien	gydytojas
physicien	fizikas
immense	didžiuliai
immense	milžiniškas
immense	didžiulė
immense	dideles
immense	didžiulis
opposant	oponentas
modes	madai
utilité	naudingumas
utilité	naudingumo
utilité	naudingumas
fief	feodas
usines	gamyklos
usines	gamyklų
panneau	billboard
pomme	apple
inscriptions	registracija
nil	nilo
rosa	rosa
bologne	bolonijos
seed	sėkla
seed	sėklos
justification	pagrindimas
justification	pateisinimas
justification	pagrindimas
saga	saga
reconnaître	pripažinti
principauté	kunigaikštystės
volant	skrenda
volant	skraidyti
textcolor	textcolor
dents	dantys
dents	dantis
dents	dantų
dents	pavaduotojais
algérien	alžyro
tommy	tomis
richesse	turtus
richesse	turtų
richesse	turtingumą
ports	uostai
indes	indija
indes	indijos
mardi	antradienis
mardi	antradienį
sprint	sprintas
infrastructures	infrastruktūra
infrastructures	infrastruktūrą
infrastructures	infrastruktūros
infrastructures	infrastruktūra
infrastructures	infrastruktūros
exploration	žvalgyba
exploration	žvalgybos
exploration	žvalgymo
travaillant	darbingo
travaillant	darbo
cerveau	smegenys
cerveau	smegenų
cerveau	smegenys
cerveau	smegenis
fabrique	fabrikas
fabrique	gamykloje
fabrique	gamykla
fabrique	gamina
fabrique	fabrique
arte	arte
décède	miršta
diplomate	diplomat
diplomate	diplomatinio
diplomate	diplomatinis
diplomate	diplomatinių
maternelle	gimdyvių
maternelle	darželio
sommets	smailių
urbaines	urban
urbaines	miesto
écologique	ekologinė
joan	džoana
collaborateur	bendradarbiai
profondément	giliai
sentiment	jausmas
théodore	teodoras
théodore	théodore
architectes	architektas
architectes	architektai
architectes	architektų
transformer	transformacija
transformer	transformuoti
habitude	įprotis
modeste	kuklus
modeste	kuklus
fantôme	vaiduoklis
fantôme	phantom
animé	animuoti
animé	animacinis
animé	anime
ludwig	ludwig
dérivé	išvestinė
dérivé	išvestinių
dérivé	gautą
marcus	markusas
ottoman	osmanų
universal	universal
universal	universalus
universal	universaliųjų
imaginaire	fantazija
imaginaire	įsivaizduojamą
lens	lęšiai
interventions	pasisakymai
témoignage	diplomas
satellites	palydovai
mâles	patinai
wrestling	imtynių
resta	resta
chancelier	kancleris
gratte	dangoraižis
désignation	paskyrimas
heart	širdy
heart	širdies
heart	širdis
thermique	šiluma
thermique	terminio
thermique	karštis
thermique	šiluma
thermique	šiluminė
thermique	šilumos
énorme	didžiuliai
énorme	milžiniškas
énorme	didžiulė
énorme	dideles
énorme	didžiulis
réformes	reformos
pôles	lenkai
tombeau	kapas
bruit	triukšmo
bruit	triukšmas
tchécoslovaquie	čekoslovakijoje
devise	valiuta
devise	šūkis
universel	universal
universel	universalus
universel	universaliųjų
finir	baigti
finir	užbaigti
annie	ene
mercredi	trečiadienio
mercredi	trečiadienis
sons	skamba
sons	garsus
sons	garsai
sons	sūnūs
circuits	keliones
mono	mono
clinique	klinika
clinique	klinikos
clinique	klinikoje
cirque	cirko
cirque	cirkas
eddie	edi
progression	progresavimo
progression	išgyvenamumas
intégrée	integruotos
intégrée	integruota
intégrée	įtaisytas
intégrée	įterpta
intégrée	įdedamas
intégrée	įmontuotas
vichy	vichy
dick	dikas
électeurs	rinkėjai
électeurs	rinkėjų
simone	simona
thompson	tompsonas
variantes	variantai
variantes	variantų
aéronautique	aviacijos
aéronautique	aviacija
aigle	erelis
aigle	aigle
royaumes	karalysčių
pen	pen
gravure	graviūra
gravure	deginimas
gravure	deginti
gravure	degimo
rangs	turimas
rangs	eilutės
prière	maldos
prière	malda
dallas	dalasas
nationalités	tautybių
colonisation	kolonizacijos
colonisation	kolonizacija
pablo	pablo
appeler	vadina
appeler	ragina
fameux	žymi
religions	religijų
religions	religijos
volontaire	savanorišką
chaud	karšti
chaud	karšto
chaud	karšta
chaud	karštas
chaud	šiltas
chaud	šilta
chaud	šiltai
chaud	šiltos
fans	fanai
adjectifs	būdvardžių
attraction	atrakcija
poètes	poetai
poètes	poetas
tri	tri
colère	pyktis
colère	pikta
colère	pikti
colère	piktas
colère	rūstybė
colère	pykčio
cruz	cruz
symbolique	simbolinę
attendant	laukiu
attendant	laukia
attendant	laukimas
transforme	transformacija
transforme	transformuoti
transforme	transformacijas
patricia	patricija
races	veislės
races	veislių
way	būdu
way	būdas
renaud	renaud
renaud	reginald
león	leonas
león	leono
armé	ginkluotas
armé	ginkluoti
sensible	jautrus
sensible	jautri
sensible	jautrios
artistiques	meno
walker	walker
planches	skydai
planches	lentos
rassemblement	rinkti
rassemblement	ralio
messe	messe
jennifer	dženifer
con	con
obligation	pareiga
obligation	įsipareigojimas
obligation	įpareigojimas
croit	tiki
franklin	franklinas
chiens	suo
chiens	šuo
foule	mafija
foule	mob
foule	minios
foule	minia
bryan	bryan
registre	registro
registre	registras
extraction	gavyba
confie	patikėti
berry	uoga
kurt	kurtas
eva	ieva
ensembles	ansambliai
séville	sevilla
séville	sevilijos
bulgare	bulgarų
engager	nuoma
ordonnance	skyrimą
soul	siela
soul	sielos
abus	piktnaudžiavimas
abus	netinkamo
tube	vamzdžių
miroir	veidrodis
acheter	pirkimas
acheter	pirkti
acheter	pirkimo
lumières	žiburiai
lumières	šviesos
observer	stebėti
rick	rikai
hongroise	vengrijos
magie	magija
indiana	indiana
conjoint	sutuoktinis
turque	turkai
turque	turkijoje
turque	turkija
turque	turkų
turque	turkijos
chaire	sakykla
trinité	trinity
trinité	trinidadas
traduire	išversti
éditeurs	leidėjai
nov	nov
galaxie	galaxie
blessures	traumos
blessures	žala
blessures	trauma
blessures	žalos
blessures	sužalojimas
blessures	sužalojimai
blessures	žaizdos
jacqueline	jacqueline
batteur	būgnininkas
roues	ratas
roues	rato
roues	ratai
allan	alanas
vidéos	video
vidéos	vaizdai
vidéos	videos
pauvre	vargšas
pauvre	vargšai
émis	išmestas
copenhague	kopenhagos
copenhague	kopenhaga
rayonnement	radiacija
rayonnement	spinduliuotė
rayonnement	spinduliavimas
rayonnement	spinduliuotės
gênes	genujos
sky	dangaus
sky	dangus
retard	vėlai
maxime	daugiausiai
maxime	maxine
maxime	maxime
cleveland	klivlendo
rebelles	sukilėlių
biologique	biologinė
biologique	ekologinio
inventeur	išradėjas
chars	tankus
chars	tankai
couches	sluoksniai
renforcer	stiprinti
renforcer	stiprinimas
renforcer	stiprinti
manches	mova
profonde	gilus
profonde	gili
profonde	giliai
bach	bach
rénovation	renovacijos
débutant	žemiausio
identification	identifikavimo
identification	identifikacija
identification	identifikavimas
trouble	bėda
trouble	bėdos
trouble	problemų
trouble	sutrikimas
kate	kate
collines	kalvų
rafael	rafael
bloquer	blokavimo
bloquer	blokavimas
socialistes	socialistai
socialistes	socialistų
nordique	šiaurės
preuves	įrodymas
preuves	įrodymai
afghanistan	afganistanas
ncaa	ncaa
helen	elena
arrêts	sprendimai
aimé	mylimas
aimé	mylėjo
arbitres	arbitražo
arbitres	teisėjas
popularité	populiarumas
rives	krantus
han	han
organisées	organizuotu
synagogue	sinagoga
calvados	kalvadosas
campbell	campbell
verdun	verdenas
courbe	kreivi
courbe	kreivės
domine	dominuoti
mercure	gyvsidabris
mercure	gyvsidabrio
installés	įdiegti
installés	įdiegtas
installés	įdiegta
plomb	švino
synonyme	sinonimas
synonyme	sinonimas
gymnastique	gimnastika
envie	pavydas
envie	nori
envie	norit
naturellement	natūraliai
naturellement	natūralu
troyes	trua
polo	polo
annales	analų
diane	diana
ngc	ngc
gagnant	laimėtojas
gagnant	laimėti
armoiries	emblema
armoiries	herbas
qualifications	kvalifikacijų
qualifications	kvalifikacijos
qualifications	kvalifikacija
mickey	mikis
mickey	miki
légendes	legendos
africains	afrikos
africains	afrika
mercedes	mercedes
bâton	baton
cartons	dėžės
cartons	dėžių
cartons	dėžėse
cartons	dėžutės
raphaël	rafael
raphaël	raphaël
kiev	kiïv
kiev	kijevo
kiev	kijeve
sac	maišas
sac	prekės
flûte	fleita
cratère	krateris
hard	griežti
ralph	ralph
traction	traukos
traction	tempimo
désolé	gaila
géologie	geologija
parlé	kalbėjo
parlé	kalbėjo
harvard	harvardo
chasseur	kovotojas
chasseur	medžiotojas
vend	parduoda
java	java
sénateurs	senatoriai
trou	skylė
courrier	kurjeris
matériau	medžiaga
neil	neil
copa	copa
sondage	apklausa
moon	palydovas
légale	teisinių
inspire	įkvepia
inspire	įkvėpti
tunisien	tuniso
appartement	buto
appartement	butas
appartement	bute
lutter	imtynių
constitutionnel	konstitucinių
pure	grynas
pure	aiški
rapides	greitas
rapides	rapids
rapides	greitas
rapides	greita
rapides	greiti
rapides	greitai
rapides	greit
rapides	greitas
rapides	greita
rapides	greitai
organisés	organizuotu
pourcentage	procentas
carrefour	sankirtos
carrefour	kryžkelėje
traditionnels	tradicinės
traditionnels	tradiciniai
traditionnels	tradicinė
evans	evans
alexandrie	aleksandrija
patients	pacientas
susan	siuzana
garcía	garcía
dublin	dubline
dublin	dublinas
justin	justinas
patient	pacientas
approximativement	apytikslis
missouri	misūrio
référendum	referendumo
référendum	referendumas
roses	rožės
pèlerinage	piligrimų
robot	robotas
sony	sony
turcs	turkai
turcs	turkijoje
turcs	turkija
turcs	turkų
turcs	turkijos
calcaire	klintys
fame	fame
stockage	sandėliavimas
stockage	saugojimas
réservé	užsakytas
réservé	rezervuota
civiles	civilinė
civiles	civilinės
civiles	civiliai
civiles	civilinis
civiles	civilių
traductions	vertimo
traductions	vertimas
traductions	vertimai
wright	wright
jon	jon
brut	žalios
brut	žali
brut	žalia
pur	grynas
pur	aiški
nœuds	mazgų
foot	futbolas
foot	futbolo
triangle	trikampis
triangle	trikampio
nucléaires	branduolinės
nucléaires	branduolinis
pittsburgh	pitsburgo
défend	gina
propagande	propaganda
convaincre	įtikinti
convaincre	įtikinamas
convaincre	įtikinama
témoins	sausainių
thaïlande	tailandas
militants	aktyvistai
militants	aktyvistų
contacter	paskiria
contacter	kontaktas
flamand	flamandų
hier	vakar
recettes	receptai
recettes	pajamos
quatuor	ketverto
clos	uždaryta
clos	uždara
clos	clos
oublier	pamiršta
oublier	pamiršti
folie	beprotybė
folie	beprotybė
dauphin	dauphin
évoluer	vystosi
femelles	patelių
femelles	patelės
femelles	moteris
femelles	patelės
femelles	moterys
femelles	moterų
femelles	patelė
prototype	prototipas
dom	domas
magasins	parduotuvės
magasins	parduotuvėse
magasins	parduotuvės
magasins	parduotuvėse
athlètes	sportininkas
athlètes	sportininkai
comédien	komikas
comédien	aktorė
comédien	aktorius
traditionnelles	tradicinės
traditionnelles	tradiciniai
traditionnelles	tradicinė
botaniste	botanikas
assuré	apdraustas
impulsion	pulsas
impulsion	impulso
impulsion	impuls
luke	lukas
températures	temperatūra
températures	temperatūrą
températures	temperatūra
jorge	jorge
dean	dynas
générations	karta
bordure	pasienio
séquence	seka
polytechnique	politechnikos
oct	sp
marge	marža
vatican	vatikano
apparitions	pasirodymų
bombe	bombos
bombe	bomba
rachel	reičel
byzantin	bizantijos
conduire	vykdyti
conduire	vykdymo
capture	surinkimo
cadres	kadrų
cadres	rėmai
disparaît	dingsta
disparaît	nepasikeitė
disparaît	dingsta
magique	magija
magique	stebuklingas
magique	stebuklinga
timbres	antspaudas
timbres	antspaudus
déesse	deivė
lituanie	lietuvos
lituanie	lietuvių
lituanie	lietuva
lituanie	vilniaus
lituanie	vilnius
valenciennes	valenciennes
adn	dnr
bec	bec
égal	lygu
géométrie	geometrijos
géométrie	geometrija
wallon	valonijos
possibilités	galimybės
austin	ostino
fausse	klaidingai
fausse	netikra
fausse	netikras
enquêtes	tyrimai
enquêtes	tyrimus
enquêtes	tyrimus
gendarmerie	žandarmerijos
estonie	estijos
estonie	estija
chypre	kipras
explorateur	explorer
jun	birželis
surfaces	paviršiai
surfaces	paviršių
sentiments	jausmai
sentiments	jausmus
qualifiés	kvalifikuota
vitesses	greitis
vitesses	greičio
vitesses	įrankius
vigne	vynuogynų
vigne	vynmedžių
obligé	priverstinis
réalisations	pasiekimai
réalisations	pasiekimų
réalisations	pasiekimus
réalisations	laimėjimai
kings	karaliai
puissante	galingas
puissante	galinga
puissante	galingi
astronomie	astronomijos
tombé	ūkininkus
escadron	squadron
escadron	būrys
immatriculation	registracija
immatriculation	registracijos
immatriculation	registravimas
juridiction	jurisdikcijos
juridiction	jurisdikcija
terminer	baigti
terminer	užbaigti
terminer	apdaila
terminer	apdailos
mandats	atviri
istanbul	stambule
istanbul	stambulo
proposée	siūlomas
laurence	laurence
élimination	šalinimas
łódź	lodzės
sorties	išėjimai
timbre	antspaudas
baptisé	pakrikštytas
baptisé	pakrikštyta
dégâts	žala
dégâts	žalos
wolf	vilkas
louisiane	luizianos
professionnelles	profesinės
