年	ปี
投標	นุ่ม
鴿子	พิราบ
鴿子	พิราบ
傳單	leaflet
傳單	ใบปลิว
傳單	ใบปลิว
驢	ลา
鄧肯	แคน
投保	ประกัน
禮品	พรสวรรค์
迷霧	หมอก
迷霧	misty
迷霧	หมอก
嘿	เฮ้
嘿	เฮ
麵條	ก๋วยเตี๋ยว
麵條	บะหมี่
麵條	ก๋วยเตี๋ยว
麵條	บะหมี่
竊聽	แตะ
糞便	ปุ๋ย
糞便	อุจจาระ
糞便	มูล
格式化	ฟอร์แมต
象徵性	สัญลักษณ์
流產	แท้ง
流產	ทำแท้ง
流產	แท้ง
明示	express
鏡片	เลนส์
鏡片	เลนส์
野豬	หมูป่า
打包	แพ็คเกจ
打包	แพ็ค
打包	ฝูง
打包	แพค
變質	ใจแตก
電量	แบตเตอรี่
配額	จัดสรร
大壩	เขื่อน
畫師	จิตรกร
教書	สอน
廢棄物	เปลือง
表哥	ญาติ
緩解	mitigation
鈷	โคบอลต์
正弦	ไซน์
七七	seven
七七	เจ็ด
喉嚨	คอ
管子	ท่อ
管子	ท่อ
管子	หลอด
籌碼	ชิป
雪茄	ซิการ์
華氏	ฟาเรนไฮต์
號角	แตร
及早	ต้น
瘧疾	มาลาเรีย
拷貝	สำเนา
日曆	ปฏิทิน
日曆	ปฏิทิน
辱罵	ทารุณ
平局	มัด
平局	ไทด์
公民權	พลเมือง
風化	weathering
加茂	kamo
暗影	shadow
暗影	เงา
緊縮	ขัน
真誠	จริงใจ
信封	ซอง
課本	ตำรา
繼承權	มรดก
箴言	สำนวน
箴言	สุภาษิต
箴言	คติพจน์
箴言	คำขวัญ
需求量	อุปสงค์
需求量	อุปทาน
萬花筒	kaleidoscope
牙膏	ยาสีฟัน
危險性	อันตราย
危險性	อันตราย
問卷	แบบสอบถาม
紋理	texture
雜交	ลูกผสม
黏液	slime
黏液	เมือก
棧	ซ้อน
穿孔	เจาะ
苦難	ทรมาน
鉛筆	ดินสอ
鉛筆	ดินสอ
句法	ไวยากรณ์
行賄	สินบน
行賄	สินบน
比薩	พิซซ่า
比薩	pizza
幀	กรอบ
幀	เฟรม
幀	กรอบ
幀	เฟรม
最大限度	สูงสุด
節肢動物	arthropods
蘿蔔	แครอท
戰史	senshi
盛開	บลูม
阿公	กง
引號	คำคม
績效	ประสิทธิภาพ
繩索	เชือก
喝醉	เมา
小腿	น่อง
小腿	ลูกวัว
主食	staples
系數	สัมประสิทธิ์
忍耐	อดทน
衛兵	ยาม
衛兵	รักษ์
衛兵	องครักษ์
擺動	กระดิก
擺動	แกว่ง
擺動	สวิง
擺動	เหวี่ยง
羅盤	ทิศ
泡菜	ดอง
風箏	ว่าว
交響樂	symphonic
木炭	ถ่าน
生態學	นิเวศวิทยา
分水嶺	แบ่ง
鐳射	เลเซอร์
鐳射	เลเซอร์
家教	ติวเตอร์
冰凍	frozen
冰凍	อายัด
冰凍	แข็ง
跳蚤	เห็บ
濕潤	ชื้น
濕潤	เปียก
濕潤	ชื้น
客艙	กระท่อม
客艙	โดยสาร
帳篷	เต็นท์
曬	ตาล
皮鞋	รองเท้า
軟弱	อ่อนแอ
軟弱	อ่อน
賞金	รางวัล
橡木	โอ๊ค
鞭打	หวด
鞭打	วิป
飛利浦	philips
麻子	ป๊อกกี้
內臟	พุง
務農	การเกษตร
心境	อารมณ์
有福	พร
有福	เป็นสุข
唾液	น้ำลาย
唾液	คาย
樹葉	ใบไม้
獎賞	รางวัล
獎賞	รางวัล
奢華	ฟุ่มเฟือย
奢華	หรูหรา
奢華	condo
奢華	หรูหรา
煮熟	ปรุง
解碼器	ถอดรหัส
比比	bibi
貪婪	โลภ
猜猜	เดา
阿叔	ลุง
燒傷	เบิร์น
燒傷	ไหม้
燒傷	burn
燒傷	เผา
醜陋	ขี้เหร่
鎢	ทังสเตน
鉗	คีม
毒物	พิษ
相簿	อัลบั้ม
相簿	อัลบั้ม
農耕	การเกษตร
咀嚼	เคี้ยว
咀嚼	เคี้ยว
咀嚼	แทะ
懺悔	สารภาพ
濕度	ความชื้น
濕度	ความชื้น
面罩	หน้ากาก
面罩	หน้ากาก
迷戀	หมกมุ่น
迷戀	หมกมุ่น
迷戀	หลงใหล
賭城	vegas
宏都拉斯	ฮอนดูรัส
口香糖	ฝรั่ง
問候	สวัสดี
問候	ทักทาย
繩子	เชือก
北極星	polaris
牢房	เซลล์
孿生	twin
孿生	ฝาแฝด
孿生	แฝด
自尊	ศักดิ์ศรี
字彙	ศัพท์
強暴	ข่มขืน
圓錐	กรวย
高跟鞋	ส้น
凸起	ตุง
觸角	หนวด
克什米爾	แคชเมียร์
各部門	แผนก
盛宴	ฉลอง
觸手	หนวด
普遍性	universality
梯子	บันได
清教徒	puritan
填滿	กรอก
填滿	เติม
守恆	conserved
觸及	สัมผัส
內線	วงใน
音調	โทน
拳頭	หมัด
拳頭	กำปั้น
拳頭	ปั้น
外衣	โค้ท
外衣	ตรา
香腸	ไส้กรอก
學人	บัณฑิต
渴	คอแห้ง
渴	กระหาย
軸心	แกน
小巷	ตรอก
小巷	ซอย
小巷	ตรอก
豆豆	ถั่ว
促銷	โปรโมชัน
促銷	โปรโมท
促銷	โปรโมชัน
口罩	หน้ากาก
口罩	หน้ากาก
裝潢	ตกแต่ง
囚徒	นักโทษ
囚徒	เชลย
囚徒	นักโทษ
囚徒	เชลย
俗語	สแลง
軍裝	ยูนิฟอร์ม
餓	หิว
餓	อดอยาก
餓	หิว
肉質	ฉ่ำ
釀造	brew
原件	ต้นฉบับ
原件	ดั้งเดิม
原件	เดิม
原件	ดั้งเดิม
恆河	คงคา
萬象	เวียงจันทน์
載體	พาหะ
山雀	นม
山雀	หัวนม
山雀	เต้า
山雀	หน้าอก
變壓器	transformer
變壓器	หม้อแปลง
白酒	เหล้า
白酒	สุรา
增量	increment
嚮往	aspire
嚮往	ปรารถนา
嚮往	ปรารถนา
甜菜	บีท
表姐	ญาติ
斧頭	ขวาน
撲克牌	โป๊กเกอร์
排練	ซ้อม
揮發性	ผันผวน
蠟燭	เทียน
蠟燭	เทียนไข
蠟燭	เทียน
約談	interview
約談	สัมภาษณ์
約談	สัมภาษณ์
峴港	danang
黃斑	macular
燭	เทียน
燭	เทียนไข
蠢	โง่
常綠	evergreen
肌膚	ผิวหนัง
肌膚	ผิว
肌膚	skin
化學品	เคมีภัณฑ์
化學品	เคมี
越獄	หนี
荊棘	หนาม
荊棘	หนาม
尼龍	nylon
尼龍	ไนลอน
月桂	ลอเรล
顏料	ทาสี
鳴門	naruto
漸進	ก้าวหน้า
牛排	สเต็ก
履歷	ต่อ
稻草	ฟาง
稻草	หลอด
簡歷	ต่อ
田納西	เทนเนสซี
田納西	เทนเนสซี่
賽跑	แข่ง
褲子	กางเกง
褲子	กางเกง
槓桿	โยก
想像力	จินตนาการ
受苦	ทรมาน
受苦	ทรมาน
拍子	จังหวะ
電影劇本	บท
紋身	tattoo
勤奮	ขยัน
油墨	หมึก
野兔	กระต่าย
拖船	ชัก
報價	อ้างอิง
報價	คำคม
報價	คำคม
微觀	micro
微觀	ไมโคร
痣	ไฝ
痣	ไฝ
豁免權	ภูมิคุ้มกัน
饅頭	ขนมปัง
稀釋	dilution
稀釋	ถ่ายทอด
冥想	สมาธิ
毒液	พิษ
雞肉	เจี๊ยบ
雞肉	ไก่
絕緣	ฉนวน
絕緣	ฉนวน
左近	สกล
水銀	ปรอท
暴民	มาเฟีย
精神分裂症	โรคจิตเภท
牙刷	แปรงสีฟัน
隱含	นัย
隱含	นัย
虹橋	hongqiao
謎題	ปริศนา
謎題	ปริศนา
好笑	ขัน
好笑	ตลก
好笑	ขำ
波紋	ระลอก
恥辱	ละอาย
恥辱	เสียดาย
剃刀	มีดโกน
毛巾	ผ้าเช็ดตัว
珍愛	ทะนุถนอม
珍愛	หวงแหน
馬賽克	โมเสก
搖籃	เปล
降落傘	ชูชีพ
健身房	gym
健身房	ยิม
健身房	พละ
長矛	ทวน
長矛	หอน
長矛	หอก
外孫	หลาน
棍棒	ไม้
軍服	ยูนิฟอร์ม
痘	อีสุกอีใส
角膜	กระจกตา
迫擊炮	ครก
總括	omnibus
基數	ฐาน
基數	ฐานทัพ
妒忌	อิจฉา
妒忌	หึง
欺詐	ฉ้อโกง
鞠躬	กราบ
鞠躬	ธนู
鞠躬	นู๋
鞠躬	โบว์
仇人	ศัตรู
演練	สว่าน
百萬富翁	เศรษฐี
百萬富翁	เศรษฐี
杯子	cups
杯子	ถ้วย
杯子	คัพ
杯子	ถ้วย
謎團	ลึกลับ
謎團	ปริศนา
謎團	ลี้ลับ
糕點	ขนมอบ
好吃	อร่อย
好吃	yum
好吃	อร่อย
好吃	อร่อย
麻痹	อัมพาต
哭了	ร้องไห้
斜線	เฉือน
打碎	ทุบ
礦山	เหมือง
奶牛	วัว
奶牛	วัว
奶牛	นมวัว
鈽	พลูโทเนียม
冰雹	ลูกเห็บ
觸碰	touch
觸碰	แตะ
觸碰	ทัช
觸碰	สัมผัส
觸碰	แตะ
觸碰	สัมผัส
觸碰	ซึ้ง
羞	ละอาย
羞	เสียดาย
女傭	คนใช้
捆綁	มัด
刀具	มีด
刀具	ส้อม
綿羊	แกะ
俚語	สแลง
宵禁	เคอร์ฟิว
疹	ผื่น
套餐	คอมโบ
灰燼	แอช
乳酪	ชีส
乳酪	cheese
蠍子	แมงป่อง
蠍子	แมงป่อง
燒錄	ไหม้
燒錄	burn
燒錄	เผา
康乃馨	คาร์เนชั่น
財寶	สมบัติ
軸線	แกน
海洛因	เฮโรอีน
遙控器	รีโมท
興旺	รุ่งเรือง
花束	ช่อ
人道主義	มนุษยธรรม
掃瞄	สแกน
聖像	ไอคอน
氰化物	ไซยาไนด์
郊遊	ปิกนิก
餐具	ส้อม
寂靜	เงียบ
柔性	ยืดหยุ่น
靴子	บูต
靴子	บูต
破損	แตก
破損	แตกหัก
破損	พัง
破損	ชำรุด
破損	สลาย
破損	หัก
毒藥	พิษ
銅礦	ทองแดง
銅礦	copper
說唱	แร็พ
維他命	วิตามิน
維他命	วิตามิน
維他命	vitamin
錯覺	ภาพลวงตา
咨詢	ปรึกษา
淺灘	shoal
盛會	กาลา
閃光燈	flash
閃光燈	แฟลช
蟒蛇	ไพธอน
房租	เช่า
傷痛	ปวด
試劑	reagents
戰利品	ถ้วย
戰利品	ก้น
發熱	ไข้
菠蘿	สับปะรด
癲癇	ชัก
閃電俠	flash
閃電俠	แฟลช
監視器	จอภาพ
監視器	จอภาพ
匈牙利語	ฮังการี
鄉間	ชนบท
肺結核	วัณโรค
手杖	เฆี่ยน
襯衫	เสื้อ
襯衫	เสื้อ
鶚	osprey
水獺	นาก
臭名昭著	ฉาวโฉ่
臭名昭著	ฉาวโฉ่
地幔	อาภรณ์
催淚	ฉีก
催淚	น้ำตา
賭注	พนัน
叛國	กบฏ
嘎嘎	แคว
嘎嘎	แควก
驅逐出境	เนรเทศ
失足	สะดุด
彩排	ซ้อม
女妖	banshee
農莊	ฟาร์ม
頑皮	ซน
頑皮	ซุกซน
頑皮	ดื้อ
水泵	ปั๊ม
水泵	ปั๊ม
贈品	แจก
環保局	epa
實用性	อรรถประโยชน์
實用性	สาธารณูปโภค
磁帶	เทป
刀子	มีด
胰島素	อินซูลิน
陶藝	เครื่องปั้นดินเผา
試試	ลอง
揚聲器	ลำโพง
嫁妝	สินสอด
狂歡	เพ้อ
食鹽	เค็ม
食鹽	เกลือ
白蟻	ปลวก
白蟻	ปลวก
紅心	หัวใจ
違約	ปริยาย
抽獎	หวย
抽獎	ena
統計數字	สถิติ
涼亭	ศาลา
曲霉	aspergillus
烘	อบ
烘	อบต
烘	อบ
海龜	เต่า
海龜	เต่า
天數	วัน
猥褻	อนาจาร
猥褻	อนาจาร
嚮導	คู่มือ
嚮導	แนวทาง
勞力	แรงงาน
嚼	เคี้ยว
嚼	เคี้ยว
嚼	แทะ
磚塊	อิฐ
礦物質	แร่
礦物質	แร่
節拍	จังหวะ
節拍	ตี
節拍	เอาชนะ
節拍	ชนะ
節拍	จังหวะ
節拍	beats
松樹	ต้นสน
拼字	สะกด
拼字	สะกด
拼字	คาถา
誘餌	ล่อ
模糊不清	เบลอ
焰火	พลุ
焰火	พลุ
遞增	increment
氣管	หลอดลม
淘氣	ซน
淘氣	ซุกซน
淘氣	ดื้อ
舔	เลีย
鎖鏈	โซ่
絞刑	ห้อย
絞刑	แขวน
絞刑	เที่ยว
笑聲	หัวเราะ
牛油	เนย
股息	ปันผล
股息	เงินปันผล
頑固	ดื้อ
電網	กริด
異構	isomers
荷爾蒙	ฮอร์โมน
荷爾蒙	ฮอร์โมน
擁有權	กรรมสิทธิ์
停車位	จอด
前庭	vestibular
風琴	อวัยวะ
風琴	ออร์แกน
更近	ใกล้ๆ
更近	ใกล้
積木	บล็อก
數額	จำนวน
臉頰	แก้ม
臉頰	แก้ม
氯仿	คลอโรฟอร์ม
眉毛	คิ้ว
眉毛	คิ้ว
眉毛	คิ้ว
塗料	dope
羞恥	ละอาย
羞恥	เสียดาย
熱力	ร้อน
諺語	สำนวน
諺語	สุภาษิต
諺語	สุภาษิต
弱者	อ่อนแอ
弱者	อ่อน
浮點	ลอยตัว
浮點	ลอย
血漿	พลาสมา
雜貨	ของชำ
雜貨	ของชำ
雞尾酒	ค็อกเทล
雞尾酒	cocktail
柵欄	รั้ว
河濱	riverside
乾酪	ชีส
乾酪	cheese
果醬	แยม
果醬	แจม
沙發	โซฟา
沙發	โซฟา
黑莓	blackberry
吊車	เครน
固化	บ่ม
麋鹿	มูส
養護	อนุรักษ์
漂白	ฟอก
聖誕老人	ต้า
聖誕老人	santa
禿	โล้น
親善	goodwill
罐子	กระปุก
罐子	โหล
罐子	กระปุก
陽台	ระเบียง
陽台	ระเบียง
旱災	แล้ง
口才	โวหาร
豆子	ถั่ว
對流層	troposphere
受賄	สินบน
襪子	ถุงเท้า
襪子	ถุงเท้า
襪子	socks
水槽	อ่างล้างหน้า
水槽	จม
餘弦	โคไซน์
餘弦	ไซน์
點滴	หยด
鬃毛	mane
酒類	เหล้า
酒類	สุรา
酒類	เหล้า
酒類	แอลกอฮอล์
當量	ยอม
羨慕	อิจฉา
羨慕	ริษยา
鮮血	โลหิต
鮮血	เลือด
憐憫	เมตตา
憐憫	ปราณี
烘烤	อบต
烘烤	อบ
烘烤	ขนมอบ
輕量級	เบา
米飯	ข้าว
票券	ตั๋ว
票券	บัตร
捕撈	ประมง
家俱	เฟอร์นิเจอร์
冰塊	ไอซ์
冰塊	ice
袋子	ถุง
袋子	กระเป๋า
袋子	แบ็ค
隔熱	ฉนวน
隔熱	ฉนวน
機智	ติดตลก
盜竊	โจรกรรม
彈跳	เด้ง
彈跳	เด้ง
彈跳	กระเด้ง
螺栓	สลัก
螺栓	โบลท์
灰塵	ฝุ่น
鱈魚	คอด
鱈魚	cod
回音	ก้อง
回音	echo
性病	std
性病	std
行李箱	สัมภาระ
香菇	เห็ด
香菇	เห็ด
蚯蚓	หนอน
座右銘	คติพจน์
座右銘	คำขวัญ
想象力	จินตนาการ
眨眼	กะพริบ
眨眼	blink
麻木	ชา
玫瑰花	กุหลาบ
淋浴	ฝักบัว
淋浴	ฝักบัว
阿司匹林	แอสไพริน
基調	โทน
害蟲	พยาธิ
異構體	isomers
抑鬱	หดหู่
抑鬱	หดหู่
雙倍	ดับเบิล
雙倍	ดับเบิ้ล
粘性	หนึบ
粘性	เหนียว
山賊	โจร
納稅	ภาษี
來信	จดหมาย
僵硬	แข็ง
詩句	กลอน
詩句	ท่อน
打劫	ปล้น
洗衣店	ซักรีด
橫幅	แบนเนอร์
橫幅	แบนเนอร์
餃子	เกี๊ยว
餃子	เกี๊ยว
禮節	มารยาท
典當	หมาก
典當	เบี้ย
膠片	ภาพยนตร์
膠片	ฟิล์ม
包包	ถุง
包包	กระเป๋า
包包	แบ็ค
包包	ถุง
包包	กระเป๋า
轉角	มุม
觸動	touch
觸動	แตะ
觸動	ทัช
觸動	สัมผัส
搖晃	สั่น
搖晃	เขย่า
搖晃	ส่าย
星號	ดอกจัน
豹子	เสือดำ
碟片	ดิสก์
碟片	แผ่น
碟片	ดิสก์
定額	จัดสรร
洗牌	สุ่ม
帶子	เทป
水療	ปาส
水療	ปา
水療	สปา
冰霜	ฟรอสท์
迷惘	สับสน
魷魚	ปลาหมึก
討論會	สัมมนา
討論會	สัมมนา
槍支	ปืน
槍支	ปืน
腐爛	เน่า
多瑙	donau
大拇指	ยกนิ้ว
稅款	ภาษี
異教	นอกรีต
凶猛	ดุร้าย
凶猛	ดุดัน
情慾	ราคะ
情慾	ตัณหา
淚水	ฉีก
淚水	น้ำตา
淚水	น้ำตา
各單位	ยูนิต
各單位	หน่วย
披薩	พิซซ่า
披薩	pizza
錸	rhenium
燙	ร้อนๆ
燙	ร้อน
燙	hot
窗簾	ม่าน
窗簾	ม่าน
大麥	บาร์เลย์
手銬	กุญแจมือ
刺針	sting
刺針	ต่อย
睫毛	ขนตา
睫毛	ขนตา
睫毛	ขนตา
門廊	ระเบียง
苦苦	ขื่นขม
苦苦	ขม
苦苦	ขมขื่น
吸盤	ดูด
巴西利亞	brasilia
鮮花	ดอกไม้
孔洞	หลุม
孔洞	รู
孔洞	โพรง
孔洞	รู
鴨子	เป็ด
鴨子	เป็ด
顫音	trill
瞎子	บอด
瞎子	ตาบอด
漏水	รั่ว
釩	vanadium
鞭子	แส้
鞭子	แสด
鞭子	หวด
畫畫	จิตรกรรม
捅	แทง
藐視	ดูถูก
抽樣	ตัวอย่าง
郵箱	ตู้จดหมาย
原產地	ต้นทาง
原產地	ที่มา
原產地	กำเนิด
瑜珈	โยคะ
余弦	โคไซน์
余弦	ไซน์
托福	toefl
包袱	สัมภาระ
破獲	จับ
排演	ซ้อม
問卷調查	สำรวจ
獠牙	เขี้ยว
手工藝	หัตถกรรม
抱抱	hug
抱抱	กอด
抱抱	กอด
荒涼	รกร้าง
摘錄	คลาย
禮遇	มารยาท
捲軸	รีล
捲軸	เลื่อน
手帕	ผ้าเช็ดหน้า
手帕	ผ้าเช็ดหน้า
省省	จังหวัด
省省	governorate
侍者	บ๋อย
道義	คุณธรรม
聚酯	โพลีเอสเตอร์
卡路里	แคลอรี่
卡路里	แคลอรี่
存貨	สต๊อก
存貨	หุ้น
傢俱	เฟอร์นิเจอร์
鹽度	salinity
乳頭	หัวนม
乳頭	หัวนม
蕨類	fern
獴	พังพอน
樣板	ต้นแบบ
勤勞	ขยัน
勤勞	ขยัน
流動性	คล่อง
攪拌	ผัด
拖鞋	รองเท้า
實心	ทึบ
實心	ของแข็ง
實心	มั่นคง
實心	solid
實心	แข็ง
卑微	เจียม
卑微	ถ่อม
飲水	น้ำ
飲水	นํ้า
抽搐	กระตุก
難民營	ค่าย
錫金	sikkim
債權人	หนี้
異教徒	นอกรีต
倉儲	โกดัง
蒼白	ซีด
敢死隊	expendables
暗礁	ปะการัง
羞愧	ละอาย
羞愧	เสียดาย
驗屍	ชันสูตร
奇觀	ปรากฏการณ์
黃銅	เหลือง
自負	อัตตา
鐵皮	tin
鐵皮	ทิน
巷子	ซอย
巷子	ตรอก
詞源	etymological
雲彩	เมฆ
告解	สารภาพ
蜷	ater
印表機	เครื่องพิมพ์
印表機	เครื่องพิมพ์
淡紫色	ลาเวนเดอร์
輕聲	กระซิบ
地牢	ใต้ดิน
地牢	dungeons
母牛	วัว
母牛	นมวัว
誓約	ธรรมะ
木棍	ไม้
果園	สวน
髒	สกปรก
潛意識	จิตใต้สำนึก
割禮	ขลิบ
釔	yttrium
片語	วลี
片語	วลี
耐性	อดทน
採石場	เหมือง
浴缸	อ่าง
浴缸	อ่างอาบน้ำ
輕輕	เบาๆ
外科手術	ศัลยกรรม
外科手術	ผ่าตัด
皮草	ขน
馬桶	ส้วม
機遇	โอกาส
機遇	โอกาส
血肉	เนื้อ
噴氣	เจ็ต
易碎	บอบบาง
西服	สูท
群集	clustering
劣等	ด้อย
不明飛行物	ufo
結核	nodule
結核	วัณโรค
洞察	insight
歇斯底里	ฮิสทีเรีย
野餐	ปิกนิก
排骨	ซี่โครง
黃瓜	แตงกวา
黃瓜	แตงกวา
大廚	เชฟ
音波	โซนิค
長褲	กางเกง
芥末	มัสตาร์ด
雄心勃勃	ทะเยอทะยาน
絕對值	ค่าสัมบูรณ์
絕對值	สัมบูรณ์
烏蘭巴托	ulaanbaatar
堅果	ถั่ว
草藥	สมุนไพร
芥菜	มัสตาร์ด
胸圍	บรา
胸圍	หน้าอก
胸圍	bust
貧民窟	สลัม
貧民窟	สลัม
貧民窟	แออัด
貧民窟	สลัม
手工業	หัตถกรรม
母后	แม่
花兒	ดอกไม้
花兒	ดอกไม้
花兒	flower
記憶力	memory
背誦	ท่อง
主席台	แท่น
主席台	rostrum
僵	แข็ง
病理學	พยาธิ
種植園	ไร่
郵寄	จดหมาย
起重機	เครน
回響	ก้อง
枕頭	หมอน
枕頭	หมอน
療傷	รักษา
閥門	วาล์ว
壞蛋	ร้าย
地堡	บังเกอร์
洞察力	insight
魯莽	สะเพร่า
魯莽	มุทะลุ
沸騰	เดือด
方框	box
方框	กล่อง
方框	ช่อง
方框	กล่อง
味精	msg
橋牌	สะพาน
橋牌	บริดจ์
禿頭	โล้น
麥芽	มอลต์
插頭	ปลั๊ก
雜草	หญ้า
雜草	วัชพืช
雜草	วัชพืช
雜草	กัญชา
水桶	ถัง
水桶	ถัง
納賽爾	nasser
寢室	หอพัก
抑鬱症	หดหู่
人力車	ตุ๊ก
蛆	หนอน
水泡	พุพอง
渦輪機	กังหัน
靈活性	ยืดหยุ่น
靈媒	กายสิทธิ์
雀斑	กระ
孕期	ครรภ์
領帶	มัด
領帶	ไทด์
鋒利	ชาร์ป
鋒利	คม
避難所	ที่พัก
鞭炮	ประทัด
鞭炮	ประทัด
疲憊	อ่อนเพลีย
頭獎	แจ๊คพ็อต
亞麻	ลินิน
日暮	higurashi
適應性	ดัดแปลง
棍子	ติด
棍子	ไม้
撞車	คว่ำ
撞車	ตก
洗滌	ล้าง
呻吟	คราง
細則	กฏ
細則	กติกา
細則	กฎ
細則	ปกครอง
細則	กฏ
細則	กฎ
無花果	ฟิก
無花果	ฟิค
櫃台	เคาน์เตอร์
櫃台	counter
高山族	highlander
極權主義	totalitarian
巫婆	แม่มด
隱身	ล่องหน
極權	totalitarian
湯匙	ช้อน
常備	ยืน
機油	น้ำมัน
藥草	สมุนไพร
藥草	สมุนไพร
孔隙	pore
喪葬	ฝัง
護身符	เครื่องราง
陪審員	ลูกขุน
陪審員	ลูกขุน
味覺	รส
味覺	ชิม
味覺	รสนิยม
味覺	รสชาติ
味覺	โหว่
穩步	คงที่
穩步	นิ่ง
穩步	มั่นคง
穀倉	ยุ้ง
穀倉	โรงนา
興奮劑	stimulants
才幹	พรสวรรค์
泛舟	แก่ง
稅金	ภาษี
老了	เก่าๆ
老了	แก่
老了	เก่า
保證金	พันธบัตร
保證金	มัดจำ
保證金	พันธบัตร
保證金	สายใย
保證金	บอนด์
保證金	พันธะ
癢	คัน
癢	คัน
奎寧	ควินิน
藍莓	บลูเบอร์รี
狹隘	แคบ
限額	จำกัด
限額	วงเงิน
限額	จัดสรร
甜瓜	แตง
火爐	เตา
火爐	ผิง
火爐	เตาผิง
公雞	จู๋
請願書	คำร้อง
傭人	บ่าว
傭人	คนใช้
崖壁	หน้าผา
肚皮	ท้อง
肚皮	พุง
肚皮	สะดือ
失竊	โจรกรรม
序數	ordinal
毛毯	ผ้าห่ม
毛毯	ผ้าห่ม
上癮	ติด
上癮	ติดใจ
痛風	เก๊าท์
床單	ผ้าปูที่นอน
翱翔	ทะยาน
伯爾尼	เบิร์น
污辱	ดูถูก
篡奪	usurpation
達喀爾	ดาการ์
瘋了	บ้า
瘋了	เพี้ยน
純純	บริสุทธิ์
膿	หนอง
接住	จับ
鏽	สนิม
結核病	วัณโรค
溫度計	เทอร์โมมิเตอร์
釤	samarium
胳膊	แขน
胳膊	arm
壯舉	feat
騎樓	veranda
辮子	เปีย
辮子	ถัก
辮子	เปีย
吐司	ขนมปัง
膠帶	เทป
手肘	ข้อศอก
手肘	ศอก
手肘	ข้อศอก
手肘	ศอก
滑輪	รอก
洗衣機	อ่างล้างหน้า
胎盤	รก
陰離子	anion
果凍	jelly
自助餐	บุฟเฟ่ต์
自助餐	บุฟเฟต์
面談	interview
面談	สัมภาษณ์
面談	สัมภาษณ์
袖子	sleeve
主力艦	เรือรบ
織物	ผ้า
織物	ผ้าดิบ
附表	ตาราง
附表	กำหนดการ
罪孽	บาป
罪孽	บาป
壹岐	iki
拐杖	เฆี่ยน
口紅	ลิปสติก
腳跟	ส้น
腳跟	ส้น
鼬鼠	พังพอน
沼澤地	บึง
押金	มัดจำ
人猿	ลิง
焦油	tar
腫脹	บวม
腫脹	บวม
腫脹	บวมๆ
旗子	ธงชาติ
旗子	ธง
旗子	ธงชาติ
旗子	flags
旗子	ธง
電子計算機	คอมพิวเตอร์
沈默	เงียบ
鏈球菌	streptococcus
掩體	บังเกอร์
講課	บรรยาย
釘子	nail
釘子	เล็บ
釘子	ตะปู
釘子	เล็บ
釘子	ตะปู
乳製品	นม
洋娃娃	ตุ๊กตา
洋娃娃	ตุ๊กตา
欽佩	ชื่นชม
飛盤	ร่อน
互助會	สมาคม
紅利	โบนัส
紅利	ปันผล
紅利	โบนัส
紅利	เงินปันผล
時髦	funky
時髦	sassy
鈸	ฉาบ
離合器	คลัช
離合器	คลัตช์
鍀	technetium
敵手	ปรปักษ์
籃子	ตะกร้า
雙唇	ปาก
溶化	ละลาย
謙卑	เจียม
謙卑	ถ่อม
叛國罪	กบฏ
皮帶	เข็มขัด
皮帶	สายพาน
點綴	ประดับ
小指	ก้อย
謙虛	เจียม
謙虛	ถ่อม
遊蕩	เร่ร่อน
磧	moraine
台階	ขั้น
台階	ก้าว
煮沸	เดือด
煮沸	ต้ม
煮沸	เดือด
地契	โฉนด
豆類	ถั่ว
結腸	ลำไส้
印染	ย้อม
薯條	ชิป
睪丸	อัณฑะ
解藥	ถอนพิษ
囤積	กักตุน
申請書	แอพพลิเคชัน
蒙蔽	บังตา
內分泌	ต่อม
框框	กรอบ
框框	เฟรม
荒淫	มึนเมา
累了	เหนื่อย
累了	เพลีย
責怪	ตำหนิ
呱	แคว
呱	แควก
保費	premium
保費	พรีเมียม
粗魯	หยาบ
純化	ขัดเกลา
面紗	มิติ
面紗	ปกคลุม
撫慰	สบาย
撫慰	สบายใจ
厭氧	anaerobic
木筏	แพ
胸膛	อก
胸膛	หน้าอก
胸膛	หีบ
小菜	จาน
彎彎	ย่อ
合意	สมยอม
腓骨	น่อง
謎語	ปริศนา
產婦	คลอด
逗號	จุลภาค
逗號	จุลภาค
簧片	รีด
沈沒	จม
奈緒子	naoko
瓊脂	agar
判斷力	ตัดสิน
鼓聲	กลอง
偏執	หวาดระแวง
偏執	ระแวง
偏執	หวาดระแวง
勺子	ช้อน
胡蘿蔔	แครอท
胡蘿蔔	แครอท
蛤蜊	หอย
打賭	พนัน
痴迷	หมกมุ่น
痴迷	หลงใหล
週數	อาทิตย์
週數	สัปดาห์
草叢	หญ้า
掃描器	สแกน
鑽孔	สว่าน
船艙	กระท่อม
船艙	โดยสาร
整潔	ระเบียบ
整潔	ประณีต
獎杯	ถ้วย
哎呀	อุ๊บ
哎呀	อุ๊ย
哎呀	อ๊ะ
蔑視	ดูถูก
露水	น้ำค้าง
警徽	เครื่องหมาย
警徽	ตรา
污點	คราบ
污點	คราบ
押韻	คล้อง
押韻	คล้องจอง
押韻	คล้อง
押韻	คล้องจอง
尺碼	ขนาด
報應	กรรม
貧瘠	หมัน
書包	เป้
嗓子	คอ
嗓子	เสียง
嗎啡	มอร์ฟีน
皮疹	ผื่น
