the	die
compound	compound
arabia	arabia
arabia	arabië
associations	assosiasies
associations	verenigings
targets	teikens
alien	alien
alien	uitheemse
sergeant	sersant
thirteen	dertien
thick	dik
extend	verbreed
extend	verleng
extend	uitbrei
neo	neo
wire	gidse
phd	phd
measured	gemeet
fat	vet
fat	fat
visits	besoeke
linux	linux
flights	vlugte
verse	verse
bennett	bennett
dynamic	dinamiese
dynamic	omvattende
shaw	shaw
grandson	kleinseun
monuments	monumente
lords	lords
michel	michel
treat	treat
treat	behandel
raid	raid
raid	inval
congregation	gemeente
temperatures	temperature
testament	testament
drinking	gedrink
drinking	drinking
drinking	drink
companion	companion
manila	manila
km²	km²
punjab	punjab
imagine	imagine
consideration	oorweging
doctors	dokters
ruler	aaneenlopende
ruler	liniaal
wise	gebeur
wise	wise
shipping	versending
afc	afc
worthy	worthy
registration	registrasie
wyoming	wyoming
manitoba	manitoba
vietnamese	viëtnamese
ronald	ronald
cuban	kubaanse
burns	verbrand
burns	burns
justify	regverdig
divine	divine
suppose	suppose
fate	lot
fate	fate
cole	cole
oral	mondelinge
trans	trans
boards	borde
bryan	bryan
santiago	santiago
episcopal	episkopale
terrorist	terroriste
waves	golwe
invented	uitgevind
sandy	sandy
acres	acres
acres	akkers
paint	verf
actively	daadwerklik
excellence	uitnemendheid
excellence	excellence
integration	integrasie
thinks	dink
bibliography	bibliography
farming	boerdery
marathon	marathon
marathon	maraton
beliefs	oortuigings
aerial	aerial
preservation	bewaring
altitude	hoogtes
freely	vrylik
simultaneously	gelyktydig
fernando	fernando
cultures	kulture
taxes	belastings
marcus	marcus
dominican	dominikaanse
franz	franz
coins	coins
coins	munte
coins	muntstukke
oxygen	suurstof
civic	burgerlike
civic	munisipale
civic	civic
hardly	hardly
isaac	isaac
craft	craft
inspiration	inspirasie
pairs	pare
arc	arc
arc	boog
professionals	professionals
vii	vii
approaches	approaches
baronet	baronet
slaves	slawe
mad	mad
spectrum	spektrum
client	kliënt
travels	reise
symbols	simbole
plaza	plaza
banking	banking
legion	legioen
symptoms	simptome
mosque	moskee
guys	guys
lab	laboratorium
lab	lab
sailing	sailing
orientation	oriëntasie
generic	generies
generic	generic
generic	generiese
reasoning	redenasie
stroke	beroerte
unions	unions
efficient	doeltreffende
efficient	doeltreffend
impression	indruk
impression	besoek
discover	ontdek
roosevelt	roosevelt
dancer	dancer
dancer	danser
phenomenon	phenomenon
preliminary	voorlopige
recognize	herken
anchor	bladsy
anchor	anker
abilities	vermoëns
procedures	prosedures
emotional	emosioneel
fisher	fisher
cartoon	tekenprent
cartoon	cartoon
disorder	disorder
lithuania	litaue
continent	kontinent
fellowship	fellowship
lock	slot
recurring	herhaalde
overview	oorsig
overview	oorleg
acquisition	aanwins
eve	eva
eve	eve
filter	filter
filter	filtreer
addresses	adresse
independently	onafhanklik
slovenia	slowenië
challenged	uitgedaag
threats	dreigemente
protocol	protokol
judgment	vonnis
landmark	landmerk
landmark	baken
package	pakkie
package	pakket
controls	kontrole
controls	kontroles
sabha	sabha
prisoner	gevangene
owen	owen
capita	capita
inaugural	inaugural
intervention	intervensie
intervention	broodnodige
liu	liu
tested	tested
shops	winkels
shops	shops
dome	dome
philosopher	philosopher
epic	epic
stem	agterstewe
specified	gespesifiseer
specified	spesifiseer
davies	davies
collapse	ineenstorting
collapse	toevou
allan	allan
albanian	albanees
canyon	kloof
samples	voorbeelde
samples	samples
celebrity	beroemde
louise	louise
workshop	werkswinkel
herzegovina	herzegowina
claude	claude
fortune	fortuin
bars	balke
bars	sterre
bars	kroeë
bars	tralies
cornwall	cornwall
palmer	palmer
presidency	presidensie
tiny	klein
tiny	tiny
istanbul	istanbul
istanbul	istanboel
rookie	nuweling
calgary	calgary
shock	shock
shock	skok
stevens	stevens
employee	werknemer
yang	yang
housed	gehuisves
innovation	innovasie
streams	strome
unity	unity
lucas	lucas
armenia	armenië
swimmers	swemmers
mainland	mainland
seminary	seminary
hamlet	hamlet
timeline	tydlyn
coup	coup
newport	newport
negotiations	onderhandelings
negotiations	waartoe
negotiations	onderhandelinge
malta	malta
hate	haat
westminster	westminster
installation	installasie
julian	julian
morocco	morocco
morocco	marokko
efficiency	doeltreffendheid
chapters	chapters
helicopter	helikopter
fortress	fortress
ani	ani
burned	geskryf
displays	vertonings
contributors	bydraers
torpedo	drilvis
giovanni	giovanni
chat	klets
chat	gesels
herald	herald
chuck	chuck
pit	pit
supplied	verskaf
optional	opsioneel
optional	opsionele
desk	lessenaar
garrison	garnisoen
sprint	sprint
exile	exile
surprised	verras
surprised	verbaas
achievements	prestasies
biblical	apokriewe
biblical	biblical
rebels	rebels
rebels	rebelle
denis	denis
alpine	alpine
glacier	gletser
binding	binding
indicating	aanduiding
estonia	estland
eating	eet
chi	chi
developer	ontwikkelaar
indie	indie
doctrine	leerstelling
fork	vurk
simpson	simpson
theological	theological
upcoming	komende
upcoming	opkomende
upcoming	naderende
hotels	hotelle
hotels	hotels
edmonton	edmonton
developments	ontwikkelings
literacy	geletterdheid
currency	geldeenheid
missionary	sendeling
arrives	aankoms
arrives	arriveer
hammer	hamer
hammer	hammer
dollar	dollar
ambassadors	ambassadeurs
twitter	twitter
centres	sentrums
solomon	solomon
solomon	salomo
recommend	aanbeveel
descendants	afstammelinge
ruth	ruth
handling	hantering
customs	doeane
customs	customs
collect	versamel
grid	rooster
certificate	sertifikaat
destination	bestemming
albania	albanië
indies	indies
euro	euro
consumption	verbruik
consumption	vrymoedigheid
feat	feat
pushing	ondermyn
constantly	heeltyd
survivors	oorlewendes
mansion	mansion
cardiff	cardiff
temples	tempels
blake	blake
sheet	staat
lift	lift
confidence	sekerheid
confidence	vertroue
cuisine	kookkuns
frankfurt	frankfurt
galaxy	galaxy
galaxy	sterrestelsel
ecuador	ecuador
breeding	breeding
legendary	legendariese
legendary	legendary
handball	handbal
copenhagen	kopenhagen
ignored	geïgnoreer
arch	arch
keys	sleutels
proceedings	verrigtinge
enjoy	enjoy
quartet	kwartet
aims	poog
propaganda	propaganda
disk	skyf
funny	snaaks
funny	snaakse
punishment	punishment
accuracy	akkuraatheid
theoretical	teoretiese
suspension	suspensie
graduation	graduation
flew	flew
seeds	seeds
lighting	beligting
jennifer	jennifer
smooth	glad
customer	klant
armstrong	armstrong
southwestern	suidwestelike
involve	betrek
philosophical	philosophical
powell	powell
kills	kills
taste	smaak
allmusic	allmusic
bros	bros
boulevard	boulevard
brooks	brooks
antarctica	antarktika
strikes	strikes
reconstruction	heropbou
chronicle	kronieke
traveling	reis
leslie	les
leslie	leslie
ellis	ellis
devon	devon
ghana	ghana
gen	gen
rebel	rebel
duncan	duncan
pianist	pianis
reformed	gereformeerde
reformed	hervormde
pack	verpak
pack	pakket
iceland	ysland
cyclists	fietsryers
payment	betaling
suburbs	suburbs
suburbs	voorstede
exhibit	uitstalling
mph	mph
glen	glen
eugene	eugene
compromise	benadeel
tactical	taktiese
uganda	uganda
jail	tronk
yeah	ja
withdraw	ontrek
holmes	holmes
promise	belowe
deals	aanbiedinge
deals	transaksies
convert	omskep
dos	dos
afternoon	middag
recall	herroep
arrive	daag
arrive	aankom
warrior	warrior
warrior	vegter
mammals	mammals
dimensions	dimensies
surrey	surrey
surrey	belvedere
gaming	speletjies
gaming	gaming
lutheran	lutherse
ports	poorte
amy	amy
survival	oorlewing
responses	antwoorde
collegiate	collegiate
scandal	scandal
scandal	skandaal
widow	weduwee
swing	swing
nights	nagte
polo	polo
linda	linda
probability	waarskynlikheid
farms	plase
conferences	konferensies
crazy	mal
witness	getuienis
nephew	neef
sensitive	sensitief
mutual	wedersydse
mutual	mutual
mutual	onderlinge
diet	diet
clients	kliënte
fringe	fringe
passion	passie
passion	passion
rings	rings
millions	miljoene
dialect	dialek
orlando	orlando
relay	oordra
relay	relay
wet	nat
cruise	cruise
henri	henri
publish	publiseer
joy	vreugde
julia	magda
julia	julia
kitchen	kombuis
abstract	abstrakte
snake	snake
snake	slang
motorcycle	motorfiets
nadu	nadu
arsenal	arsenal
millennium	millennium
andré	andré
serie	serie
dimensional	dimensional
travelled	gekom
suite	suite
doug	doug
gravity	swaartekrag
gravity	gravitasie
departed	departed
optical	optiese
frontier	frontier
graph	grafiek
graph	grafiese
hybrid	hybrid
oslo	oslo
earn	verwerf
jamie	jamie
complicated	complicated
complicated	ingewikkeld
nathan	nathan
slavery	slawerny
circular	sirkelvormige
operators	operateurs
operators	draers
armor	armor
mechanics	mechanics
bradford	bradford
leon	leon
rachel	rachel
footage	beeldmateriaal
strings	stringe
hood	hood
warnings	waarskuwings
plains	vlaktes
wheels	wiele
ace	skoonskip
ace	ace
ace	aas
penn	penn
joke	joke
religions	gelowe
grants	toelaes
andrews	andrews
moderate	gematig
moderate	matig
stolen	gesteel
stolen	gesteelde
pin	speld
carol	carol
prototype	prototipe
copied	gekopieer
canterbury	canterbury
midnight	middernag
duchy	hertogdom
bailey	bailey
performers	kunstenaars
handled	hanteer
exploration	exploration
diversity	verskeidenheid
sixteen	sestien
sixteen	sixteen
repeat	herhaal
brussels	brussels
brussels	brusselse
brussels	brussel
imdb	imdb
shots	skote
complaint	klagte
batman	batman
espn	espn
verify	verifieer
discontinued	gestaakte
absent	absent
girlfriend	vriendin
fossil	fossiel
tang	tang
inches	duime
inches	duim
franco	franco
dying	dying
tribal	tribal
tyler	tiaan
tyler	tyler
tyler	temba
surrender	teruggawe
surrender	uitlewering
glenn	glenn
luxembourg	luxembourg
colored	gekleurde
explosion	ontploffing
generations	generations
duck	eend
duck	duck
porter	porter
permanently	permanent
memphis	memphis
salvador	salvador
emma	emma
mit	mit
zoo	dieretuin
zoo	zoo
gibson	gibson
emerging	emerging
portions	portions
macedonia	masedonië
ethics	etiek
curtis	curtis
slovakia	slowakye
elevated	verhoogde
jeremy	jeremy
listen	luister
bradley	bradley
surely	sekerlik
egg	eier
conquest	verowering
rod	staaf
rod	rod
cdp	cdp
algorithm	algoritme
burn	skryf
thesis	thesis
lover	lover
capitol	capitol
ferdinand	ferdinand
ferdinand	ferdi
marshal	marshal
judaism	judaïsme
balls	balle
nacional	nacional
wrestlers	stoeiers
ahmed	ahmed
sin	sonde
holocaust	holocaust
edgar	edgar
saxophone	saxofoon
retain	reinhard
curriculum	curriculum
wishes	wense
prepare	berei
prepare	voorberei
ibm	ibm
rochester	rochester
nigerian	nigeriese
jesse	jesse
malaysian	maleisiese
atlas	atlas
telegraph	telegraph
performer	performer
cannon	cannon
cannon	kanon
emily	emily
catalogue	katalogus
discrimination	diskriminasie
myspace	myspace
reveal	vertoon
reveal	onthul
wizard	towenaar
wizard	assistent
spots	ruimtes
spots	kolle
bomber	bomber
foods	limited
foods	foods
quest	quest
connor	connor
screenplay	draaiboek
minimal	minimum
minimal	minimale
muscle	spier
sustainable	volhoubare
chelsea	chelsea
kingston	kingston
sheep	skaap
andrea	andrea
complaints	klagtes
defenders	defenders
richardson	richardson
triangle	geteël
nato	navo
teeth	tande
occasional	soms
harper	harper
fluid	vog
fed	fed
newfoundland	newfoundland
brien	brien
compounds	samestellings
pointing	aanwys
edmund	edmund
instances	gevalle
instances	instansies
ussr	ussr
laser	laser
sculptor	beeldhouer
guild	guild
observer	observer
worlds	worlds
worlds	wêrelde
imprisoned	opgesluit
praise	loof
praise	lofprysing
parishes	gemeentes
bones	bones
bones	bene
css	css
cox	cox
consequences	gevolge
circulation	sirkulasie
butterfly	skoenlapper
hugo	hugo
algeria	algerië
edu	edu
spy	spy
cliff	cliff
technically	tegnies
reactions	reaksies
lithuanian	litause
trick	strik
curve	curve
horizontal	horisontale
legends	legends
enzyme	ensiem
freight	vrag
freight	freight
hydrogen	waterstof
broadcasts	uitsendings
viii	viii
caroline	caroline
pull	trek
plymouth	plymouth
twentieth	twentieth
mediation	bemiddeling
catalog	katalogus
dale	dale
rape	verkragting
seoul	seoul
engagement	betrokkenheid
engagement	interaksie
coin	muntstuk
coin	coin
lucy	lucy
platinum	platinum
memories	herinneringe
robertson	robertson
verified	bevestigde
verified	bevestig
verified	geverifieer
anthology	digbundel
geological	geological
dinner	aandete
hosting	gasheer
thriller	riller
albany	albany
abdul	abdul
ignore	ignoreer
migration	verskuiwing
migration	migrasie
carefully	sorgvuldig
sudan	soedan
duration	duur
duration	tydperk
duration	tydsduur
henderson	henderson
explorer	verkenner
explorer	explorer
marco	marco
fusion	fusie
aids	vigs
privately	privaat
afraid	bang
afraid	bevrees
presbyterian	presbiteriaanse
estates	landgoed
pound	pond
pound	pound
delay	vertraging
developers	ontwikkelaars
belfast	belfast
arctic	arktiese
kurt	kurt
mayors	burgemeesters
windsor	windsor
assumption	assumption
fourteen	veertien
monroe	monroe
hearts	harte
belgrade	belgrado
victories	oorwinnings
pale	pale
pursuit	strewe
glory	glorie
glory	glory
destroyer	torpedojaer
deeply	buig
lectures	lectures
lectures	lesings
preston	preston
gathering	byeenkoms
angry	kwaai
incomplete	onvolledige
incomplete	onvoltooid
incomplete	onvolledig
configuration	opstelling
brad	brad
skill	vaardigheid
intense	intens
intense	intense
tasmania	tasmanië
commitment	verbintenis
commitment	commitment
loved	geliefde
loved	geliefd
loved	geliefkoosde
uruguay	uruguay
napoleon	napoleon
confirm	bevestig
enabled	geaktiveer
discography	diskografie
licence	lisensie
adrian	adrian
pipe	pyp
karen	karen
budapest	budapest
designers	designers
heir	heir
heir	erfgenaam
authorized	gemagtigde
authorized	gemagtig
hide	versteek
hide	verberg
announcement	aankondiging
compact	kompakte
compact	kompak
particles	deeltjies
marsh	marsh
delayed	vertraag
wednesday	woensdag
chilean	chileense
hey	hallo
hey	hi
hey	haai
chambers	chambers
demo	demo
demo	demonstrasie
agrees	instem
santos	santos
interpreted	geïnterpreteer
submit	dien
desired	gewenste
followers	volgelinge
observatory	sterrewag
problematic	problematies
springfield	springfield
kit	kit
remarks	remarks
burton	burton
inns	inns
monarch	monarch
monarch	monargie
observations	observations
beetle	beetle
palomar	palomar
cream	room
cream	cream
presenter	aanbieder
potter	potter
favourite	gunsteling
transformation	transformasie
mcdonald	mcdonald
bavaria	bavaria
kumar	kumar
nineteenth	nineteenth
mixture	mengsel
browser	blaaier
endangered	bedreigde
everybody	almal
lyon	lyon
illustration	illustrasie
kyle	kyle
afl	afl
brook	brook
geometry	afmetings
geometry	meetkunde
ping	ping
variants	variasies
variants	variante
baroque	barok
iso	iso
collapsed	ineengestort
collapsed	ingevou
jake	jake
cornell	cornell
modes	modusse
servant	dienaar
kenny	kenny
carlo	carlo
lynn	lynn
stability	stabiliteit
hoping	gehoop
confusing	verwarrend
summaries	opsommings
joel	joel
jets	jets
logos	logos
vital	vital
malcolm	malcolm
winnipeg	winnipeg
kilometers	kilometer
kilometers	kilometers
songwriters	songwriters
buddhism	boeddhisme
nose	neus
thunder	donderweer
centered	gesentreer
centered	gesentreerde
bolivia	bolivië
forget	vergeet
implies	impliseer
halifax	halifax
toll	toll
monk	monk
extraordinary	extraordinary
lessons	lesse
pub	pub
pub	kroeg
paralympics	paralympics
monte	monte
segments	segmente
deer	takbokke
deer	takbok
wireless	wireless
wireless	draadloos
wireless	draadlose
mysterious	mysterious
mysterious	geheimsinnige
consultant	konsultant
fraser	fraser
formats	formate
chicken	hoender
enable	geaktiveer
enable	aktiveer
idol	afgod
idol	idol
reid	reid
amazing	amazing
amazing	ongelooflik
pet	troeteldier
upset	ontsteld
loves	liefhet
loves	lief
stretch	strek
stretch	rek
louisville	louisville
hopkins	hopkins
eds	eds
goddess	godin
satisfy	bevredig
voltage	spanning
betty	betty
geology	geologie
cyclone	sikloon
export	verstryk
lightning	weerlig
impressed	beïndruk
logical	logies
logical	logiese
aggressive	aggressief
jin	jin
fbi	fbi
yankees	yankees
ludwig	ludwig
pond	dammetjie
suburban	suburban
moments	oomblikke
interim	interim
lucky	lucky
lucky	gelukkig
lon	lon
toy	speelding
toy	toy
bicycle	fiets
interactions	interaksies
arcade	arcade
arcade	arkade
lecture	lesing
dragons	dragons
copa	copa
careful	versigtig
nurse	nurse
nurse	verpleegster
supplement	supplement
lens	lens
commands	opdragte
trend	trend
trend	tendens
trend	neiging
superintendent	superintendent
gerald	gerald
rap	rap
geneva	geneva
ash	ash
blade	blade
array	skikking
loose	loose
boom	boom
sailors	matrose
smoke	smoke
assassination	sluipmoord
lancaster	lancaster
reynolds	reynolds
divorce	egskeidings
divorce	egskeiding
dust	stof
saxon	saksiese
separately	afsonderlik
separately	apart
grain	graan
translations	vertalings
zimbabwe	zimbabwe
cohen	cohen
diving	duik
diving	diving
carroll	carroll
accounting	boekhou
accounting	rekeningkundige
accounting	rekeningkunde
mesa	mesa
prussia	pruise
intelligent	intelligente
cherry	cherry
underlying	underlying
tobacco	tabak
bench	bench
directions	aanwysings
directions	voorskrifte
ellen	ellen
measurement	meting
measurement	mate
measurement	mates
measurement	maatreëls
paradise	paradise
alexandria	alexandrië
alexandria	alexandria
witch	heks
witch	hekse
attraction	aantrekkingskrag
attraction	aantreklikheid
diana	diana
personalities	persoonlikhede
colleagues	kollegas
busy	besig
cia	cia
rankings	wêreldranglys
aboriginal	aboriginal
salem	salem
wagner	wagner
americas	amerikas
instructor	instrukteur
nobility	nobility
divorced	geskei
tomorrow	môre
tomorrow	more
manuscripts	manuscripts
unified	vereenselwig
scouts	scouts
silva	silva
derek	derek
agenda	agenda
provision	verskaffing
provision	voorsiening
humanity	humanity
admit	erken
trinidad	trinidad
distant	verre
burke	burke
circles	sirkels
shrine	shrine
sail	sail
willie	willie
karnataka	karnataka
celebrate	vier
ranch	ranch
vampire	vampire
sick	siek
associates	associates
heinrich	heinrich
ethiopia	ethiopia
ethiopia	ethiopië
flags	vlae
flags	gemerk
flags	vlaggies
drove	gery
shorts	kortbroek
drives	drives
drives	skywe
autobiography	outobiografie
edwin	edwin
velocity	velocity
velocity	snelheid
terminology	terminology
