din	no
demisia	atkāpšanās
negativ	negatīvā
negativ	negatīvs
negativ	negatīvi
negativ	negatīvas
negativ	negatīva
frontieră	robežas
frontieră	robeža
row	rinda
row	rindā
extinderea	paplašināšana
extinderea	izplešanās
extinderea	paplašināšanās
extinderea	paplašināšana
extinderea	paplašināšanās
greutatea	svars
greutatea	svara
temple	templi
inspirație	iedvesmu
inspirație	iedvesma
atlas	atlas
atlas	atlants
cal	zirgs
cal	zirga
cal	zirgu
cal	zirgam
cal	kal
albatros	albatross
pregătit	gatavi
pregătit	gatava
pregătit	gatavs
pregătit	gatavas
pregătit	sagatavota
pregătit	sagatavots
pregătit	sagatavoti
magyar	magyar
succesiune	mantošanas
icoane	ikonas
norman	norman
rețele	tīkli
extras	fragments
extras	ekstrakts
extras	izraksts
extras	izraksta
televiziunea	televizors
televiziunea	televīzijas
televiziunea	televīzija
lucia	lūcija
navele	kuģi
navele	kuģiem
navele	kuģus
wild	wild
wild	savvaļas
wild	savvaļā
existență	esamība
existență	pastāvēšana
existență	esība
zice	saka
aliat	sabiedroto
aliat	sabiedrotais
colectiv	kolektīvi
colectiv	kolektīvu
colectiv	kolektīvi
colectiv	kolektīva
colectiv	kolektīvs
colectiv	kolektīvā
vehicule	transportlīdzekļi
totalul	kopā
concertul	koncerts
concertul	koncertā
clark	klārks
fritz	fricis
erich	erihs
deux	deux
moară	dzirnavu
moară	dzirnavas
războaiele	kariem
războaiele	kari
geografic	ģeogrāfiski
geografic	ģeogrāfiskais
geografic	ģeogrāfiskās
geografic	ģeogrāfiskā
geografic	ģeogrāfisko
geografic	ģeogrāfiskais
geografic	ģeogrāfiskā
philippe	philippe
timpuriu	agrīna
timpuriu	agri
coastă	ribas
coastă	ribu
coastă	piekrastes
coastă	krasts
coastă	piekraste
formare	apmācības
formare	apmācību
formare	mācības
formare	mācību
formare	apmācība
democrată	demokrātiskas
democrată	demokrātisko
democrată	demokrātiskā
democrată	demokrātiska
democrată	demokrātu
produsele	izstrādājumi
produsele	produkti
produsele	ražojumi
sfera	sfēra
cancer	vēzis
pește	zivīm
pește	zivs
pește	zivis
info	info
clasificare	klasifikācija
benjamin	bendžamins
scrimă	žogiem
palat	pils
palat	pilij
palat	palace
law	tieslietas
law	likums
premieră	pirmatskaņojums
placă	plate
placă	plāksne
placă	plātne
placă	plāksnes
oxigen	skābeklis
oxigen	skābekli
oxigen	skābekļa
intervenția	iejaukšanās
intervenția	intervence
intervenția	intervences
izvoare	atsperes
logică	loģisks
logică	loģiski
logică	loģiskā
logică	loģiku
logică	loģika
logică	loģikas
stockholm	stokholmā
stockholm	stokholmas
stockholm	stokholma
inimă	sirds
inimă	heart
medicina	zāles
medicina	medicīna
tenis	tenisa
criza	krīze
criza	krīzes
direcție	virziens
direcție	stūre
regi	karaļi
spații	atstarpes
spații	telpas
specializat	specializētās
specializat	specializēta
specializat	specializētā
specializat	specializētie
specializat	specializētas
specializat	specializēta
specializat	specializēti
antichitate	senlietu
răspunde	atbildēt
răspunde	atbildi
răspunde	atbilde
răspunde	atbildēt
răspunde	atbildi
răspunde	atbilde
răspunde	replikas
buda	buda
nero	nero
posesia	valdījumā
faptele	fakti
faptele	faktus
deplasare	pārvietošanas
deplasare	pārvietojums
aprobat	apstiprināts
aprobat	apstiprināta
aprobat	apstiprinātas
aprobat	apstiprināti
aprobat	apstiprinātais
împrumutat	aizņemtās
împrumutat	aizņemti
evreiesc	ebreju
transformarea	transformācija
transformarea	pārveidošanās
transformarea	pārveidošana
transformarea	transformācijas
transformarea	pārveide
cinema	kino
nazistă	nacistu
atitudine	attieksme
linux	linux
autoritate	iestāde
congres	kongresa
congres	kongress
citat	citāts
oțel	steel
oțel	tērauds
oțel	tērauda
baze	bāzes
căldură	karstums
căldură	siltuma
căldură	siltums
căldură	siltums
apus	saulrieta
apus	saulriets
diplomat	diplomāts
coloană	sleja
coloană	kolonna
coloană	slejā
coloană	kolonnu
decret	dekrētu
decret	dekrēts
campo	campo
eliminarea	likvidēšana
eliminarea	iznīcināšana
eliminarea	eliminācija
eliminarea	izvadīšana
eliminarea	likvidēšana
băiat	zēns
băiat	puika
selecție	atlases
selecție	izvēle
selecție	atlase
selecție	izlase
romana	romana
studioul	studijā
studioul	studija
studioul	studio
studioul	studijas
criticii	kritiķi
folclor	folklora
verona	verona
întrebarea	jautājums
întrebarea	jautājumu
operații	darbības
operații	operācijas
operații	ekspluatācija
sarah	sāra
baroc	baroka
xxi	xxi
newton	ņūtons
locuințe	mājoklis
locuințe	mājokļi
locuințe	mājokļi
locuințe	mājokļus
criză	krīze
criză	krīzes
criză	krampji
criză	lēkme
observații	piezīmes
observații	komentāri
observații	apsvērumi
observații	atsauksmes
observații	piezīmes
observații	novērojumi
observații	novērojumus
observații	apsvērumi
observații	piezīmes
köln	ķelnē
köln	ķelni
köln	ķelnes
fair	godīgi
fair	taisnīgs
fair	taisnīgi
fair	taisnīga
fair	godīgu
fair	godīgs
adaptare	pielāgošanās
adaptare	pielāgošana
turcii	turkiem
incendiu	ugunsgrēks
incendiu	uguns
incendiu	uguni
filosofia	filozofijas
filosofia	filozofija
sultanul	sultāns
canale	kanāli
occident	rietumu
occident	rietumos
occident	rietumi
occident	west
ecran	ekrāns
astronom	astronoms
filmat	filmēja
deschidere	atvērtība
deschidere	atklātība
deschidere	atvēršanās
deschidere	atvēršana
deschidere	atvēršanas
dovedește	pierāda
clasificată	klasificēti
clasificată	klasificētas
clasificată	klasificēta
clasificată	klasificēts
voluntari	brīvprātīgie
evoluție	attīstība
evoluție	attīstību
culorile	krāsas
beton	konkrētais
beton	konkrētus
beton	betona
beton	konkrēts
beton	konkrēta
declarația	paziņojums
declarația	deklarāciju
declarația	deklarācija
friuli	friuli
expresie	izteiksme
expresie	izpausme
angela	angela
emilia	emīlija
emilia	emilia
engleza	angļu
mănăstiri	klosteri
scoate	izmest
scoate	aizvākt
scoate	izņemt
scoate	noņemt
pronunțat	izteiktas
spirituală	garīgais
spirituală	garīgā
sudic	dienvidu
caracteristicile	īpašības
caracteristicile	raksturojums
caracteristicile	raksturlielumi
walker	vokers
salerno	salerno
auzit	sadzirdēt
auzit	dzirdēts
auzit	dzirdēju
prince	princis
jeff	džefs
strat	slānis
interesat	ieinteresēts
interesat	interesē
interesat	interesenti
interesat	ieinteresēti
interesat	ieinteresēta
interpretează	interpretē
interpretează	interpretēt
plastic	plastmasa
plastic	plastmasas
plastic	plastmasa
plastic	plastmasas
malik	malik
arnold	arnolds
procesele	procesus
procesele	procesi
probe	paraugi
probe	paraugus
probe	pierādījumi
probe	pierādījums
vizită	apmeklē
vizită	viesos
vizită	ciemos
vizită	apmeklējuma
vizită	vizīte
vizită	apmeklējums
vizită	apmeklēt
rou}}	rou}}
limitat	ierobežots
limitat	limited
limitat	ierobežota
limitat	ierobežoti
operațiuni	darbības
operațiuni	operācijas
operațiuni	ekspluatācija
operațiuni	darījumi
johnny	džonijs
traseul	maršruts
mile	jūdžu
mile	jūdzes
soții	vīri
soții	laulātajiem
soții	laulātie
kent	kents
continuarea	turpinājums
continuarea	turpināšana
israelian	izraēlas
introduse	ieviesa
introduse	ieviests
introduse	ieviestie
santiago	santjago
kelly	kelly
bei	bei
voievodatul	vojevodiste
critica	kritika
critica	kritiku
critica	kritiskie
critica	kritiski
critica	kritisko
critica	kritiska
critica	kritisks
nelson	nelsons
pozițiile	pozīcijas
pozițiile	nostājas
aviv	aviv
gazdă	uzņēmēja
gazdă	dators
timpurile	laiki
grupe	grupām
grupe	grupas
biologie	bioloģija
sârbă	serbu
sârbă	serbijas
atmosfera	gaisotne
atmosfera	atmosfēra
atmosfera	atmosfērā
atmosfera	atmosfēras
reflectă	atspoguļot
reflectă	atspoguļo
reflectă	ataino
reflectă	atspoguļo
institut	institūts
institut	institūtā
fructe	augļi
fructe	auglis
fructe	augļus
fructe	augļi
italieni	itāļi
rezolvat	atrisināta
rezolvat	atrisināts
rezolvat	atrisināti
rezolvat	atrisinātas
rezolvat	atrisināt
rezolvat	atrisināta
rezolvat	atrisināts
rezolvat	atrisinātas
adunare	montāža
adunare	asamblejas
adunare	asambleja
piele	ādas
piele	āda
piele	ādas
piele	ādu
piele	āda
conferințe	konferencēm
conferințe	konferencēs
conferințe	konferenču
conferințe	konferences
temperaturi	temperatūras
temperaturi	temperatūra
rachete	raķetes
rachete	raķetes
distruge	iznīcināt
constantă	nemainīga
constantă	konstante
constantă	nemainīgs
constantă	konstanti
transnistria	piedņestras
definiție	definēšana
definiție	definīcija
dos	dos
colegii	kolēģu
colegii	kolēģiem
colegii	kolēģi
lat	lat
chimic	ķīmiskais
chimic	ķīmiskā
chimic	ķīmiski
înaintat	pārsūtīta
particule	daļiņas
particule	daļiņas
particule	daļiņa
titlurile	virsraksti
dif	diff
dif	atšķirības
spunând	sakot
spunând	saka
spunând	teiciens
criticat	kritizēja
igor	igors
prost	stulba
prost	stulbs
prost	stulbi
identitatea	personība
identitatea	identitāti
identitatea	identitāte
identitatea	identitātes
râuri	upēm
râuri	upēs
râuri	upes
müller	müller
înconjurat	ieskauj
kong	kong
sexuală	seksuālās
sexuală	seksuālā
sexuală	seksuāla
dificil	grūti
dificil	grūta
dificil	sarežģīta
dificil	apgrūtināta
dificil	sarežģīti
contesă	grāfiene
revoluție	revolūcija
leo	leo
păstrate	turēta
păstrate	turēti
păstrate	saglabātas
păstrate	saglabāts
marcus	markuss
marcus	markus
durează	ilgst
dimensiune	dimensija
dimensiune	izmers
dimensiune	lielums
dimensiune	izmērs
vânzări	noiets
vânzări	pārdošana
vânzări	izpārdošana
vânzări	pārdošana
sfatul	konsultācijas
sfatul	padoms
sfatul	ieteikumi
necesitatea	vajadzība
necesitatea	nepieciešamība
forum	forums
forum	forumā
forum	forum
combustibil	kurināmais
combustibil	degviela
combustibil	degvielas
sin	grēks
copyright	autortiesības
copyright	autortiesību
arabia	arābija
rugby	regbija
pădurile	meži
firme	firmas
firme	firmām
jonathan	jonathan
distins	atšķirt
patriarhul	patriarhu
unelte	rīki
unelte	instrumenti
unelte	darbarīki
ucide	nogalināt
ucide	nokaut
ucide	novākt
ucide	nogalina
distribuția	sadalījums
distribuția	sadale
distribuția	izplatība
distribuția	izplatīšanās
distribuția	sadales
distribuția	izplatīšana
csm	csm
propunere	priekšlikums
nucleară	kodolenerģijas
nucleară	kodolenerģija
conservator	konservatorijas
conservator	konservatīvā
conservator	konservatīvo
numerele	numuri
numerele	skaitļi
dispozitiv	ierīce
zei	dievi
terra	terra
nota	piezīme
adoptată	pieņemts
adoptată	pieņemta
adoptată	pieņemtais
încercând	mēģina
încercând	cenšamies
încercând	cenšos
încercând	centies
încercând	cenšas
atitudinea	attieksme
semnarea	parakstīšana
semnarea	parakstīšanas
monografia	monogrāfija
portalul	portāla
portalul	portālā
portalul	portāls
dimensiunile	dimensijas
dimensiunile	izmēri
dimensiunile	gabarīti
limitele	robežas
limitele	limiti
limitele	robežas
limitele	ierobežojumi
însemnat	nozīmēja
cade	nokrīt
cade	krīt
cade	iekrīt
soarta	liktenim
soarta	likteņa
soarta	liktenis
soarta	likteni
moore	moore
moore	mūra
dulce	saldais
dulce	salds
dulce	saldā
istván	istván
convenția	konvents
convenția	konvencija
convenția	konventa
convenția	konvenciju
chinez	ķīnas
chinez	ķīnieši
chinez	ķīnietis
chinez	ķīniešu
viziunea	redzējums
viziunea	vīzija
viziunea	redze
familiile	ģimeņu
familiile	ģimenes
familiile	ģimenēm
comunismului	komunisms
bayern	bayern
unu	viens
unu	viena
unu	vienu
trofeul	balva
marshall	māršala
dimensiunea	dimensija
dimensiunea	izmers
dimensiunea	lielums
dimensiunea	izmērs
luată	ņemta
luată	ņemts
luată	veikti
diferă	atšķirties
diferă	atšķiras
seară	vakars
seară	vakara
seară	vakarā
mini	mini
combinație	kombinācija
combinație	apvienojums
atestat	apliecinājums
irlandei	īrija
irlandei	īrijā
angel	eņģelis
alternativă	alternatīvi
alternativă	alternatīvais
alternativă	alternatīva
alternativă	alternatīvs
coburg	coburg
mixt	jaukti
mixt	jauktie
mixt	jaukts
mixt	sajaukts
mixt	jaukta
harris	harris
marchează	atzīmēt
marchează	zīme
marchează	marks
coada	rinda
coada	rindā
coada	aste
coada	astes
regională	reģionālie
regională	reģionāla
regională	reģionāli
regională	reģionālā
regională	reģionālās
regională	reģionālais
janeiro	janeiro
îndoială	šaubu
îndoială	šaubos
ross	ros
ross	rosa
ross	ross
înregistrată	reģistrētie
înregistrată	reģistrēta
înregistrată	reģistrētas
înregistrată	reģistrētā
înregistrată	reģistrēti
înregistrată	reģistrēts
înregistrată	ierakstīti
înregistrată	reģistrētais
clasele	nodarbības
clasele	klases
corporation	korporācija
corporation	corporation
reprezentare	pārstāvību
reprezentare	pārstāvniecība
reprezentare	pārstāvība
reprezentare	atveidojums
serios	nopietna
serios	nopietni
serios	nopietns
serios	nopietnas
serios	nopietni
determina	nosaka
determina	noteikt
dramatic	dramatiski
dramatic	dramatiska
dramatic	krasa
dramatic	dramatiski
dramatic	krasi
leonardo	leonardo
alla	alla
corespunzător	piemērota
corespunzător	piemērotas
corespunzător	atbilstoša
corespunzător	piemēroti
corespunzător	piemērots
corespunzător	atbilstošās
mali	mali
contribuție	iemaksu
contribuție	ieguldījums
contribuție	devums
contribuțiile	iemaksas
vină	vainu
girls	meitenes
girls	meitenēm
hesse	hesenes
veronica	veronika
fernando	fernando
amos	amos
jordan	jordānija
african	āfrikas
cunoștințe	zināšanas
cuba	kubu
cuba	kubā
cuba	kuba
hai	hai
lászló	lászló
plata	maksājumi
plata	samaksa
plata	maksājums
masivul	masīva
kennedy	kenedijs
robin	robins
turnuri	torņi
sabie	zobens
sabie	zobenu
bandă	lentes
bandă	lentas
bandă	lente
bandă	banda
bandă	bandas
nick	niks
nick	nik
desert	deserts
desert	tuksnesis
afectat	ietekmēts
afectat	skartas
afectat	ietekmēta
afectat	ietekmēti
afectat	skarti
prime	piemaksas
prime	prēmijas
jucătorii	spēlētāji
jucătorii	atskaņotāji
efectiv	efektīvi
acționează	akts
acționează	act
acționează	rīkoties
harvard	hārvardas
dialectul	dialekts
morgan	morgan
roci	klintis
roci	akmeņi
viata	life
viata	dzīve
viata	dzīvi
viata	dzīvība
ibrahim	ibrahim
albi	balti
albi	balta
albi	balts
albi	baltais
albi	baltā
charlie	charlie
charlie	čārlijs
chemat	uzaicināta
filozof	filozofs
eugenia	eigēnikas
definește	definē
definește	definēt
definește	definē
dublat	divkāršojies
belarus	baltkrievija
belarus	baltkrievu
belarus	baltkrievijas
politicile	politika
politicile	politikas
uniune	savienības
uniune	savienība
intens	intensīvā
intens	intensīvas
intens	intensīvs
intens	intensīvi
intens	intensīva
salonul	salons
încercări	izmēģinājumi
încercări	testi
încercări	pārbaudes
încercări	testus
aplicată	piemēro
aplicată	piemērotās
cărămidă	ķieģeļu
sexual	seksuālās
sexual	seksuālā
sexual	seksuāla
sexual	seksuāli
fred	fred
fred	freds
april	aprīlis
april	aprīlī
april	aprīļa
astra	astra
diplomatice	diplomātisko
diplomatice	diplomātiskās
diplomatice	diplomātiskā
axa	ass
axa	virziens
axa	asi
decizii	lēmumi
decizii	lēmumus
grupă	grupu
grupă	grupa
grupă	grupas
grupă	squad
grupă	vadu
definită	definēta
definită	definētas
definită	definē
definită	definēti
definită	definēts
chimist	ķīmiķis
diferență	starpība
diferență	atšķirība
eliade	eliade
sky	debesis
sky	sky
preț	cenas
preț	cena
preț	cenu
lisabona	lisabona
lisabona	lisabonas
lisabona	lisabonā
islam	islāma
hrană	pārtika
hrană	ēdiens
redenumit	pārdēvēta
voci	balsis
securitatea	drošība
securitatea	drošības
shortsummary	shortsummary
solare	saules
produsul	produkta
produsul	izstrādājums
produsul	produkts
produsul	ražojums
aparate	ierīces
aparate	aparāti
aparate	aparatūra
aparate	aparāts
eliminat	izņemti
eliminat	izņemts
eliminat	noņemts
inițiale	sākotnējā
inițiale	sākotnējais
herțegovina	hercegovina
herțegovina	hercegovinā
oferite	piedāvātie
oferite	piedāvātas
oferite	piedāvātais
oferite	piedāvāts
cuplul	pāris
cuplul	pāra
statistici	statistika
statistici	statistika
statistici	atziņas
derivat	atvasinājumu
derivat	atvasinājums
derivat	atvasināta
derivat	atvasināti
derivat	atvasināts
traduse	tulkots
arabi	arābi
andy	endijs
saturn	saturnu
citate	citāti
bulgar	bulgāru
stanley	stenlija
resursele	resursi
resursele	resursus
resursele	līdzekļi
île	ildefransa
britanicii	britiem
sugerat	ieteikts
sugerat	ierosināja
sugerat	ieteica
sugerat	ierosināts
soluția	atrisinājums
soluția	šķīdums
soluția	risinājums
atmosferă	gaisotne
atmosferă	atmosfēra
atmosferă	atmosfērā
atmosferă	atmosfēras
andreas	andreas
nil	nil
nil	nīlas
extreme	galējībām
extreme	ārkārtīgi
bunuri	preces
comportament	uzvedība
comportament	izturēšanās
comportament	uzvedību
comportament	uzvedība
comportament	izturēšanās
comportament	uzvedību
stade	stade
acumulare	uzkrāšanas
acumulare	uzkrāšanās
acumulare	uzkrāšana
laborator	laboratoriju
laborator	laboratorijā
laborator	laboratoriski
laborator	laboratorija
laborator	laboratorijā
laborator	laboratorija
laborator	lab
moldovan	moldovas
htm	htm
egale	vienlīdzīga
egale	vienlīdzīgi
egale	līdzvērtīgs
egale	vienāda
egale	vienāds
termenii	apzīmējumi
termenii	termini
precis	precīzi
precis	precīzs
russell	rasels
plantă	rūpnīca
plantă	iekārta
plantă	augs
plantă	augu
operator	uzņēmējs
operator	operators
clară	klāra
vremuri	laiki
motorul	dzinējs
motorul	motors
motorul	motora
vorbit	runājis
vorbit	runāja
vorbit	runāts
vorbit	runāja
consum	patēriņš
perspectiva	perspektīva
perspectiva	perspektīvas
kurt	kurts
perechi	pāru
perechi	pāri
sumă	sum
sumă	summa
sumă	apjoms
sumă	apmērs
sumă	summa
purtând	mugurā
obligatoriu	nepieciešami
obligatoriu	nepieciešama
obligatoriu	prasīts
obligatoriu	pieprasīts
obligatoriu	nepieciešams
obligatoriu	obligāta
obligatoriu	obligāts
obligatoriu	obligātas
obligatoriu	obligāti
obligatoriu	obligāta
obligatoriu	obligāts
obligatoriu	obligāti
înfrângere	sakāvi
amintiri	atmiņas
hidrogen	ūdeņraža
hidrogen	ūdeņradis
bell	zvans
depășit	pārsniegta
depășit	pārsniegti
depășit	pārsniegts
donald	donalds
ferestre	windows
ferestre	logus
ferestre	logi
campaniei	kampaņa
campaniei	kampaņā
masive	masveida
masive	milzīga
interpretată	interpretēti
tim	tims
made	izgatavots
made	made
uitat	aizmirsu
uitat	aizmirsa
uitat	aizmirsuši
uitat	aizmirsts
uitat	aizmirsti
uitat	aizmirsis
însemna	nozīmēja
motivele	iemesli
motivele	pamatojums
nuclear	kodolenerģijas
nuclear	kodolenerģija
magnus	magnuss
clarke	klārks
iubire	mazulis
iubire	bērns
iubire	mazā
iubire	mīlestība
iubire	mīli
iubire	love
iubire	mīla
iubire	mīlu
economist	ekonomists
feat	varoņdarbu
romanele	romānos
aragon	aragonas
diego	djego
oliver	olivers
klein	kleins
separată	atsevišķu
separată	atsevišķs
separată	atsevišķie
separată	atsevišķa
separată	atsevišķi
înlocuită	nomainīts
înlocuită	aizstāts
mississippi	misisipi
financiară	finansiālā
financiară	finansiālais
financiară	finansiāls
financiară	finanšu
mtv	mtv
profesionale	profesionālā
profesionale	profesionāls
profesionale	profesionāli
profesionale	profesionālais
profesionale	speciālists
profesionale	profesionāla
blues	blues
episcopiei	sāmsalas
prețul	cenas
prețul	cena
prețul	cenu
ltd	sia
ltd	ltd
colaborarea	sadarbība
mamifere	zīdītājiem
mamifere	zīdītājus
mamifere	zīdītāji
mamifere	zīdītāju
mamifere	zīdītāji
linnaeus	linnejs
galbenă	dzeltens
galbenă	dzeltena
galbenă	dzeltenas
galbenă	dzeltenais
identitate	personība
identitate	identitāti
identitate	identitāte
identitate	identitātes
generații	paaudzēm
generații	paaudzes
generații	paaudzēs
expediție	ekspedīcija
expediție	sks
adn	dns
acordarea	piešķiršana
frecvente	kopējo
frecvente	bieži
senatului	senāta
senatului	senāts
secretă	secret
secretă	slepeni
secretă	slepens
secretă	noslēpums
ocupate	aizņemta
ocupate	aizņemts
ocupate	aizņemti
ocupate	aizņem
ocupate	aizņemtas
fizica	fizikas
comandat	pasūtīja
comandat	vēlēja
comandat	vadīta
comandat	sakārtots
comandat	lika
cooperare	sadarbības
cooperare	sadarbība
tunisia	tunisija
trimise	nosūtīta
trimise	nosūtīja
trimise	nosūtīti
trimise	nosūtīts
mountain	kalns
mountain	kalnu
zilnic	dienā
zilnic	dienas
altarul	altāra
altarul	svētnīcu
rezolvarea	risināšanas
rezolvarea	atrisināšana
constituție	konstitūcija
constituție	konstitūcijas
constituție	konstitūcijā
decat	than
decat	nekā
gotha	gotha
efort	pūles
efort	piepūle
efort	centieni
efort	pūliņi
efort	piepūles
criteriile	kritēriji
catherine	katrīna
juniori	junioru
juniori	junior
juniori	jaunākais
turcilor	turkiem
churchill	churchill
dând	dodam
dând	sniedzot
uciderea	nonāvēšana
uciderea	nogalināšana
uciderea	nonāvēšanas
uciderea	nogalināšanas
acordată	piešķirts
exploatarea	ekspluatācija
maternă	mātes
antoine	antuāns
academy	akadēmijas
academy	akadēmija
academy	akadēmijā
academy	academy
eroi	varoņi
eroi	varoņiem
animalele	dzīvniekus
animalele	dzīvniekiem
animalele	dzīvnieki
match	atbilstība
match	atbilst
match	sakritība
match	mača
match	sakrīt
olandeză	holandiešu
olandeză	nīderlandiešu
instituțiile	institūcijas
instituțiile	iestādes
echipamente	iekārtas
echipamente	inventārs
echipamente	aprīkojums
echipamente	iekārta
succesorul	sekotājam
succesorul	pārņēmēja
identificarea	identifikācijas
identificarea	identifikācija
identificarea	identificēšana
scufundare	niršanas
vineri	piektdienas
vineri	piektdienā
vineri	piektdiena
mixtă	jaukti
mixtă	jauktie
mixtă	jaukts
mixtă	sajaukts
mixtă	jaukta
inginerie	inženierijas
picioarele	kājas
picioarele	pēdas
picioarele	kājām
picioarele	kājas
picioarele	kājiņas
wayne	veins
wayne	veina
cross	krustu
cross	krusta
cross	krusts
înregistrează	reģistrā
înregistrează	reģistrēties
înregistrează	reģistrs
înregistrează	rekords
înregistrează	ieraksts
suficiente	pietiekama
suficiente	pietiekami
suficiente	pietiekams
suficiente	pietiekamas
colonii	kolonijas
restaurare	atjaunot
restaurare	atjaunošana
restaurare	atjaunošanu
reprezentarea	pārstāvību
reprezentarea	pārstāvniecība
reprezentarea	pārstāvība
reprezentarea	atveidojums
tren	vilciena
tren	vilciens
tren	vilcienu
sous	sous
alimente	pārtika
alimente	ēdiens
alimente	pārtika
acordate	piešķirts
ceară	vaski
ceară	vasks
clima	klimats
dej	dej
ucrainean	ukraiņu
ucrainean	ukrainas
diplomă	diplomu
diplomă	diploma
diplomă	diploms
diplomă	grādu
diplomă	grāds
acidul	skābi
acidul	skābe
acidul	skābes
străzi	ielām
străzi	ielās
străzi	ielas
natvar	natvar
portar	vārtsargs
portar	vārtsargu
austriece	austrijas
missouri	misūri
playstation	playstation
nominalizare	izvirzīšanas
nominalizare	nominācijas
nominalizare	izvirzīšana
nominalizare	nomināciju
simboluri	simbolus
simboluri	simboli
antrenorul	treneris
antrenorul	treneri
landes	landes
margaret	margaret
limită	ierobežot
limită	robeža
limită	limits
limită	ierobežojums
sărbătoare	brīvdiena
sărbătoare	brīvdienu
sărbătoare	mielastu
sărbătoare	svinības
sărbătoare	svētki
obiectele	objekti
obiectele	priekšmeti
rusu	rusu
origini	izcelsmi
origini	izcelsme
erik	ēriks
exploatare	ekspluatācija
observa	novērot
observa	novēro
hip	hip
hip	gūžas
hip	gurnu
ziduri	sienas
ziduri	sienām
matt	met
suflet	dvēseli
suflet	dvēsele
turingia	tīringenes
retragere	atkāpties
retragere	atsaukšana
retragere	atsaukšanu
retragere	izstāšanās
retragere	anulēšana
eficient	efektīvi
eficient	efektīva
eficient	efektīvs
eficient	efektīvi
eficient	efektīvā
eficient	efektīva
eficient	efektīvas
eficient	efektīvs
programare	plānošana
programare	plānošanas
programare	programmēšanas
programare	iecelšana
programare	tikšanās
programare	iecelšanu
călători	ceļotājiem
călători	ceļotāji
folk	tautas
legale	likumīgi
legale	juridiskais
regula	noteikums
organism	ķermeņa
organism	ķermenis
organism	organisms
deces	nāve
deces	nāves
sarcină	grūtniecība
sarcină	grūtniecības
sarcină	slodze
sarcină	slodzes
sarcină	krava
sarcină	ielādēt
sarcină	uzdevumu
sarcină	uzdevums
emigrat	emigrēja
hit	hit
pui	vistas
pui	cālis
pui	vista
revoltă	sacelšanās
revoltă	sacelšanās
revoltă	sacelšanos
revoltă	nemieri
dedicate	veltīta
dedicate	veltīts
capete	galvas
sărat	sāļa
puțini	maz
spiritual	asprātīgs
spiritual	garīgais
spiritual	garīgā
spiritual	garīgi
primite	saņemts
primite	saņemtas
primite	saņemtās
primite	saņemti
primite	saņēma
neo	neo
imam	imam
automobile	automobiles
automobile	automobiļi
modă	fashion
modă	mode
modă	modes
viu	dzīvs
viu	dzīva
rămase	atlikušās
rămase	atlikusī
rămase	atlikušais
orientare	norādījumi
orientare	vadlīnijas
orientare	orientācijas
orientare	orientācija
cazurile	lietas
cazurile	gadījumi
cazurile	korpusi
cazurile	gadījumos
arhiepiscopul	arhibīskapu
mări	jūrās
mări	jūrām
mări	jūru
câine	suns
câine	suņi
trecutul	pagātni
trecutul	pagātnes
trecutul	pagātne
balcani	balkānos
balcani	balkānu
balcani	balkānu
votul	balsošanas
votul	balso
votul	balsošana
votul	balsojums
categoriile	kategorijās
categoriile	kategorijām
categoriile	kategorijas
maroc	maroka
fiii	dēli
extinde	pagarināt
extinde	paplašināt
extinde	izvērst
extinde	paplašinās
extinde	paplašināt
interese	intereses
interese	procentiem
interese	procentus
interese	procenti
interese	interese
herman	herman
rené	renē
rené	renē
interesant	interesanti
interesant	interesants
interesant	interesantas
interesant	interesanta
interesant	aizraujoši
interesant	aizraujošs
interesant	aizraujošu
interesant	aizraujoša
introdusă	ieviesa
introdusă	ieviests
introdusă	ieviestie
traduce	tulko
traduce	iztulkot
traduce	pārtulkot
traduce	tulkot
considerând	apsver
considerând	apsverot
corpuri	struktūras
corpuri	institūcijas
corpuri	virsbūves
succesor	sekotājam
succesor	pārņēmēja
garda	aizsargs
garda	sargs
figuri	skaitļi
ceramică	keramikas
ceramică	keramika
ceramică	keramikas
ceramică	keramika
ceramică	keramikas
anexarea	aneksija
sound	skaņu
sound	skaņa
sound	skaņas
distribuit	dalīta
distribuit	kopīga
distribuit	koplietošanas
distribuit	kopīgs
distribuit	kopīgas
metropolitană	lielpilsētu
cinstea	godīgumu
cinstea	godīgums
salvat	saglabāta
salvat	saglabāts
salvat	izglāba
anunță	paziņot
anunță	paziņo
biblia	bībele
alina	alīna
alina	alina
auguste	ogists
cupru	vara
cupru	varš
îmbunătățirea	uzlabošana
îmbunătățirea	uzlabo
continentală	kontinentālā
continentală	kontinentālās
continentală	kontinentālo
suprafețe	virsmām
suprafețe	virsmas
construi	būvēt
construi	veidot
directe	tiešā
directe	tiešs
directe	tiešais
directe	direct
directe	tieša
câștiga	win
câștiga	laimē
câștiga	uzvarēt
cimitir	kapi
cimitir	kapsētu
situri	vietnes
bologna	boloņas
republican	republikāņu
interval	diapazons
interval	intervālā
interval	intervāls
picior	pēda
picior	pēdu
picior	kāja
picior	kāja
considerabil	ievērojams
explicit	skaidri
caroline	caroline
modena	modena
dramă	drāma
drama	drāma
angelo	andželo
ein	ein
regulat	regulāri
regulat	regulārā
regulat	regulārs
regulat	regulāras
regulat	regulāri
regulat	regulāra
ghost	spoks
ghost	spoku
ghost	rēgs
colorado	kolorado
wright	raita
bolyai	bolyai
werner	verners
hérault	hérault
