年	taon
兩次	twice
胺	amine
餐廳	restawran
餐廳	restoran
餐廳	restawran
餐廳	kainan
餐廳	restaurant
簽署	pirmahan
簽署	signing
簽署	pinirmahan
簽署	lagda
簽署	pirma
客串	cameo
上游	kinakailangang
紅外線	infrared
酶	enzymes
酶	enzyme
外部	labas
外部	panlabas
可用	available
可用	magagamit
可用	makukuha
日本人	hapon
日本人	japanese
日本人	hapones
黑人	itim
鹽	asin
浮	lumulutang
浮	nakalutang
浮	lutang
向量	euclidean
數碼	digital
態度	ugali
態度	attitude
態度	saloobin
態度	attitudes
穆罕默德	muhammad
穆罕默德	mohammed
成分	sahog
模特兒	models
模特兒	modelo
模特兒	model
逐步	unting
逐步	progresibong
保羅	paul
保羅	pablo
防禦	depensa
防禦	defense
防禦	pagtatanggol
防禦	defensive
防禦	tinatanggihan
先前	nauna
先前	dati
先前	kanina
先前	dating
先前	nakaraang
嚴	yan
簽名	senyas
簽名	tanda
簽名	pinirmahan
簽名	lagda
簽名	pirma
回歸	bumalik
回歸	pagbabalik
定理	theorem
損失	kawalan
損失	pagkawala
損失	pagkalugi
注入	injection
注入	pagbubuhos
獅	leon
推廣	promotion
推廣	promotion
推廣	promosyon
推廣	itaguyod
推廣	promote
推廣	isulong
僧	monk
升級	upgraded
升級	upgrade
升級	upgrade
嘗試	try
嘗試	subukan
嘗試	sinusubukang
嘗試	sinusubukan
嘗試	attempt
嘗試	susubukan
嘗試	pagtatangka
嘗試	susubukang
財政	piskal
氣象	meteorolohiya
氣象	panahon
隋	sui
人文	humanities
魚類	isda
造型	modeling
造型	styling
書籍	libro
書籍	aklat
書籍	book
書籍	libro
書籍	aklat
各國	bansang
施工	konstruksiyon
施工	construction
施工	konstruksyon
效率	husay
效率	kahusayan
地域	heograpiya
函數	tungkulin
函數	punsiyon
勳章	medalya
勳章	medal
勳章	medals
為何	bakit
大橋	tulay
佐藤	sato
征服	conquest
征服	conquer
征服	lupigin
征服	masakop
聚集	pagtitipon
定位	puwesto
弓	bow
專用	nakatutok
專用	dedikado
芬蘭	finland
女演員	actresses
女演員	aktres
女演員	artista
女演員	actress
防守	depensa
防守	defense
防守	pagtatanggol
宣告	pagpapahayag
宣告	ipinapahayag
宣告	ipahayag
宣告	declare
宣告	proclamation
評價	pagsusuri
校友	alumni
蛋	itlog
蛋	itlog
鱷	buwaya
關閉	close
關閉	malapit
關閉	isara
關閉	off
瓊	joan
裁判	refs
裁判	referee
科學家	siyentipiko
科學家	scientist
科學家	siyentipiko
臺中	taichung
小小	tiny
下方	ibaba
下方	ibaba
下方	ilalim
架構	architecture
架構	arkitektura
葬	burial
葬	libing
共享	naibahagi
共享	ibinahagi
共享	nagbahagi
共享	ibinabahagi
共享	pagbabahagi
共享	ibahagi
共享	share
共享	ipamahagi
共享	namamahagi
共享	pagbabahagi
累	pagod
累	napagod
星期	linggo
星期	lingguhan
星期	lingo
星期	linggo
竣工	pagkumpleto
指引	patnubay
指引	gabay
加工	pinoproseso
加工	pagpoproseso
加工	processing
加工	pagproseso
斯洛伐克	slovakia
奏	kana
等待	naghihintay
等待	waiting
等待	teka
等待	maghintay
等待	wait
恆	heng
山地	bundok
改良	pinagandang
改良	pinahusay
改良	pinabuting
改良	pagpapabuti
改良	pagpapabuti
改良	pagpapahusay
劇本	script
發動機	engine
發動機	makina
發動機	motor
完美	perfect
完美	perpekto
夏天	summer
氧	oxygen
借	hiram
借	oto
借	paghiram
借	hiramin
借	ipahiram
借	pahiram
立陶宛	lithuania
聰	satoshi
縮寫	abbreviation
縮寫	inisyal
玫瑰	roses
玫瑰	rosas
玫瑰	rose
記憶	alaala
記憶	memorya
記憶	alaala
座位	upo
座位	upuan
座位	upuan
宣言	manifesto
宣言	pagpapahayag
田中	tanaka
期刊	journal
期刊	journal
期刊	periodical
大規模	matipuno
合同	kontrata
遊行	parada
遊行	parade
遊行	prusisyon
喜劇	katatawanan
喜劇	comedy
楠	nan
植	sik
人氣	popular
人氣	sikat
人氣	kasikatan
人氣	katanyagan
順利	makinis
美術	art
美術	sining
光明	liwanag
光明	magaan
光明	ilaw
平安	ligtas
平安	safe
平安	peace
平安	kapayapaan
哈利	harry
事務所	kompanya
事務所	matibay
垂直	patayo
垂直	patayo
同學	classmates
網上	online
主辦	hosting
技能	skills
技能	skill
技能	kasanayan
技能	kakayahan
雅典	athens
姓氏	apelyido
立場	posisyon
立場	opinyon
豐富	sagana
豐富	mayaman
豐富	rich
豐富	mayayaman
砂	buhangin
砂	sand
男孩	boy
男孩	boys
梨	pear
加速	akselerasyon
加速	mapabilis
感情	emotion
感情	damdamin
感情	pinagsamahan
感情	kaugnayan
感情	relasyon
感情	emosyon
感情	emotions
感情	nadarama
感情	damdamin
感情	feelings
狐	fox
重複	dobleng
重複	duplicate
自殺	magpakamatay
自殺	pagpapakamatay
利物浦	liverpool
比利時	belgium
智慧	katalinuhan
智慧	karunungan
尺寸	sukat
尺寸	laki
尺寸	sukat
嫁	magpakasal
嫁	nagpakasal
嫁	pakasalan
幸	masuwerte
樂隊	banda
樂隊	bands
信徒	mananampalataya
騎	nakasakay
騎	sumakay
騎	sakay
體育館	arena
體育館	gym
體育館	gymnasium
體育館	stadium
逆	inverse
逆	reverse
逆	baliktarin
鐘	orasan
鐘	jong
鐘	chung
鐘	bell
分享	naibahagi
分享	ibinahagi
分享	nagbahagi
分享	ibinabahagi
分享	pagbabahagi
分享	ibahagi
分享	share
分享	ipamahagi
分享	namamahagi
分享	pagbabahagi
班機	flight
班機	lipad
入圍	finalist
入圍	finalists
時報	times
時報	beses
擴大	palawakin
擴大	pinalawak
擴大	expansion
擴大	pagpapalawak
擴大	pinalaki
擴大	palawakin
讀者	mambabasa
讀者	reader
有名	famous
有名	sikat
指數	index
指數	exponential
指數	indices
猴	unggoy
裂	cleft
帝王	imperial
撰寫	magsulat
撰寫	sumulat
撰寫	isulat
撰寫	isinulat
撰寫	nakasulat
撰寫	sinulat
撰寫	naisulat
撰寫	pagsusulat
就像	parang
就像	like
就像	gustuhin
絕對	absolutely
絕對	pasubali
絕對	absolute
絕對	lubusang
重點	focus
重點	tuon
感覺	feel
感覺	pakiramdam
感覺	feels
感覺	nararamdaman
感覺	feeling
感覺	pakiramdam
感覺	nararamdaman
左翼	natitira
左翼	pakaliwa
左翼	iniwan
左翼	naiwan
左翼	kaliwa
九州	kyushu
種族	races
種族	lahi
種族	lahi
限	limitado
限	limitadong
限	limited
限	limitasyon
限	limitahan
總裁	ceo
休息	break
休息	resting
休息	nagpapahinga
休息	pahinga
曲目	track
曲目	subaybayan
曲目	track
曆	kalendaryo
東區	silangan
東區	east
定期	regular
定期	periodical
反抗	kokhba
殺害	pagpatay
席位	upuan
穿越	tawiran
穿越	tatawid
株	pilay
管制	pagkontrol
管制	kinokontrol
轄區	baluwarte
咖啡	kape
咖啡	coffee
胸	dibdib
胸	dibdib
胸	suso
眼睛	mata
眼睛	mata
亂	messy
亂	kalat
亂	magulo
亂	gulo
星座	konstelasyon
否則	otherwise
貴族	marangal
訊息	mensahe
訊息	message
浪漫	romance
浪漫	romansa
浪漫	pagmamahalan
浪漫	romantiko
窗	windows
窗	bintana
主權	soberanya
探索	exploring
探索	galugarin
探索	tumuklas
探索	explore
探索	siyasatin
探索	tuklasin
探索	kalawakan
探索	tuklasin
探索	tumuklas
探索	matuklasan
探索	natuklasan
探索	pagtuklas
探索	pagkatuklas
簽約	pirmahan
簽約	signing
參賽者	contestant
參賽者	contestants
晚間	evening
晚間	gabi
望遠鏡	largabista
望遠鏡	telescope
手槍	pistols
手槍	putok
月份	buwan
月份	months
月份	buwan
軸	poste
軸	axis
內地	panloob
內地	inland
內地	mainland
電車	bagon
觀光	pamamasyal
唇	lips
唇	labi
唇	lip
理工	polytechnic
緊急	urgent
適合	angkop
適合	kasya
適合	fit
適合	magkasya
弟子	alagad
價格	presyo
價格	presyo
精選	itinatampok
精選	itinampok
銅	tanso
銅	bronze
單一	mono
單一	single
單一	solong
象徵	simbolo
象徵	sagisag
象徵	symbolic
部署	lumawak
部署	paglawak
精靈	genie
精靈	elf
百年	centennial
事實	katotohanan
事實	katotohanan
閣	gak
巨人	giant
巨人	higante
梓	azusa
無限	infinite
無限	infinity
無限	unlimited
王后	queen
王后	reyna
永遠	palagi
永遠	laging
永遠	forever
永遠	magpakailanman
福岡	fukuoka
福岡	pukuoka
難	hard
難	mahirap
難	mahirap
污染	polusyon
戰術	tactics
戰術	taktika
戰術	taktika
宿舍	dormitory
宿舍	dorm
追求	quest
追求	pursuit
衛生	sanitary
衛生	kalinisan
衛生	kalinisan
南斯拉夫	yugoslav
南斯拉夫	yugoslavia
符號	simbolo
符號	sagisag
誕生	ipinanganak
誕生	pinanganak
郝	hao
議題	paksa
緬甸	burma
緬甸	myanmar
昆明	kunming
規範	norm
環球	universal
環球	unibersal
環球	globo
環球	globe
彬	bin
燈	ilaw
燈	ilawan
燈	lampara
交換	magpalitan
交換	swap
交換	palitan
交換	palit
交易所	pagpapalitan
交易所	palitan
交易所	palit
印象	impression
印象	impresyon
乳	gatas
乳	milk
提前	maagang
提前	maaga
神奇	amazing
神奇	salamangka
神奇	magic
神奇	magical
週刊	lingguhan
週刊	lingguhang
示威	pakita
撞擊	epekto
撞擊	collision
撞擊	banggaan
傑出	outstanding
日子	araw
種子	binhi
種子	seed
種子	buto
樂園	paraiso
樂園	paradise
排行	ranking
排行	ranggo
標本	specimen
瀑布	talon
瀑布	talon
瀑布	talon
瀑布	falls
維護	pagpapanatili
維護	maintenance
萍	ping
搜尋	naghanap
搜尋	hanapin
搜尋	maghanap
搜尋	paghanap
搜尋	paghahanap
搜尋	hinahanap
搜尋	naghahanap
米蘭	milan
德州	texas
威尼斯	venice
威尼斯	venezia
答	sagutin
答	sagot
折	fold
鼓勵	hikayatin
鼓勵	hinihikayat
鼓勵	manghikayat
鼓勵	panghihikayat
鼓勵	panghihikayat
考試	examinations
考試	pagsusulit
考試	exam
考試	exams
展覽	exhibit
展覽	eksibisyon
展覽	exhibition
展覽	eksibisyon
柬埔寨	cambodia
希特勒	hitler
輸入	input
輸入	ipinasok
輸入	magpasok
輸入	ipasok
處理器	processor
無效	null
贊助	sponsored
贊助	sponsor
保守	konserbatibo
保守	conservative
真人	masato
幫忙	tulong
幫忙	tulungan
競賽	competitions
競賽	lahi
競賽	paligsahan
競賽	kompetisyon
競賽	paligsahan
競賽	contest
場地	lugar
場地	venue
首歌	awitin
首歌	kanta
首歌	awit
神話	myths
神話	mitolohiya
神話	mito
神話	myth
超人	superman
股票	stocks
股票	sapi
股票	stock
實現	katuparan
實現	pagkamit
實現	makakamit
實現	makamit
實現	achieve
出局	lumabas
瑪麗	mary
瑪麗	maria
戰場	battlefield
平等	pantay
價	presyo
聽	pakinggan
聽	makinig
困難	nahirapan
困難	mahirap
機車	scooter
機車	motor
機車	motorsiklo
危險	mapanganib
危險	panganib
危險	danger
強大	malakas
強大	strong
強大	powerful
強大	makapangyarihang
技巧	skill
技巧	kasanayan
技巧	kakayahan
技巧	pamamaraan
外國	foreign
外國	dayuhang
瓦爾	val
帽	takip
帽	cap
帽	sombrero
帽	sumbrero
帽	caps
公寓	flat
公寓	patag
公寓	apartment
一面	gilid
一面	tabi
一面	karamay
一面	tagiliran
奧運會	olympics
聯絡	liaison
聯絡	ugnayan
聯絡	contact
漢語	intsik
漢語	tsino
漢語	chinese
下載	download
下載	download
獅子	leon
獅子	lions
裡面	inside
裡面	loob
梯	ladder
梯	hagdan
修道院	monasteryo
修道院	kumbento
修道院	abbey
租借	lease
總監	superintendent
地中海	mediterranean
釋放	bitawan
釋放	ilabas
釋放	pakawalan
釋放	releasing
戰艦	battleship
登記	register
黃色	dilaw
黃色	yellow
提案	proposal
學士	bachelor
批判	kritika
批判	kritika
批判	kritikal
傀儡	puppet
馬力	malik
熟悉	familiar
熟悉	pamilyar
直徑	diameter
聖經	biblia
聖經	bibliya
聖經	bible
聖經	biblical
威爾斯	wales
招生	pagpasok
拱	arko
拱	arch
現有	umiiral
銀河	galactic
銀河	galaxy
寶貝	baby
寶貝	sanggol
創辦人	tagapagtatag
創辦人	founder
公會	guild
公會	kapisanan
地質	geological
地質	geology
實力	lakas
實力	tibay
多倫多	toronto
桓	huan
桓	hwan
初步	preliminary
獎金	bonus
營業	buksan
營業	bukas
營業	open
閱讀	mabasa
閱讀	nabasa
閱讀	basahin
閱讀	pagbabasa
閱讀	binabasa
檢查	checking
檢查	tinitingnan
檢查	tinitignan
檢查	tingnan
檢查	check
增強	pagandahin
增強	enhancement
增強	pinaganda
增強	enhanced
法拉	fara
法拉	farah
法拉	farra
恐	terror
恐	kilabot
神父	ama
神父	tatay
神父	father
沙漠	desert
沙漠	disyerto
腿	binti
腿	hita
腿	binti
腿	leg
橫濱	yokohama
障礙	hadlang
障礙	hadlang
炸彈	bomba
棠	tong
空氣	hangin
空氣	himpapawid
小孩	pambata
小孩	bata
小孩	kid
多種	multiple
多種	maramihang
鰻	igat
保險	seguro
保險	insurance
遺址	makawala
沖繩	okinawa
煤	uling
一旦	kapag
慢	mabagal
親自	personal
姐姐	sis
姐姐	sister
姐姐	ate
單打	singles
子彈	bala
週期	siklo
週期	cycle
週期	ikot
彩虹	rainbow
彩虹	bahaghari
賽車	racing
賽車	karera
模仿	gumagaya
模仿	pekeng
模仿	patawa
一代	henerasyon
一代	generation
一代	henerasyon
論壇	forums
論壇	forum
祖先	ancestral
祖先	ninuno
廣島	hiroshima
庚	geng
複雜	complex
複雜	kumplikadong
複雜	komplikadong
複雜	masalimuot
複雜	komplikado
複雜	kumplikado
戰略	estratehiya
三星	samsung
復興	renaissance
復興	revival
個性	personalidad
個性	pagkatao
包圍	siege
包圍	paglusob
教室	classroom
平行	kahilera
自主	autonomy
自主	autonomous
自主	awtonomong
自主	sosyalistikong
金星	venus
寄生	parasitic
寄生	parasite
歌詞	lyric
歌詞	lyrics
拯救	kaligtasan
拯救	pagsagip
拯救	pagligtas
拯救	rescue
型態	type
型態	uri
病人	pasyente
消防	fire
消防	sunog
消防	apoy
優惠	kagustuhan
優惠	alok
優惠	offer
優惠	diskuwento
優惠	offers
優惠	inaalok
公頃	hectares
搖滾	bato
搖滾	rock
圭	kyu
修訂	pagbabago
勞工	paggawa
勞工	paggawa
勞工	pinaghirapan
勞工	labor
前面	harapan
前面	harap
囊	capsule
寺院	monasteryo
執政	namumuno
織田	oda
專題	paksa
專題	paksa
專題	theme
專題	tema
刊登	ilathala
刊登	publish
氣候	klima
頻率	dalas
頻率	kadalasan
徑	keng
偵探	detective
偵探	tiktik
里昂	lyon
里昂	lyons
提醒	alerto
提醒	alert
提醒	ipaalala
提醒	paalala
友好	friendly
片段	fragments
片段	clip
割	hiwa
割	cut
泡	bubble
政治局	politburo
諮詢	pagsangguni
諮詢	konsultasyon
諮詢	kumonsulta
岑	cen
分離	paghihiwalay
分離	hiwalay
品質	kalidad
品質	quality
可見	nakikita
液	likido
液	fluid
液	likido
詩人	makata
辦法	paraan
騰	teng
資產	asset
資產	asset
紀錄片	documentary
停車場	parking
羅伯特	robert
孟加拉	bengal
夢想	dream
夢想	pinapangarap
夢想	panaginip
夢想	pangarap
夢想	dreams
夢想	pangarap
覆蓋	override
覆蓋	patungan
覆蓋	cover
覆蓋	pabalat
覆蓋	takpan
寫作	magsulat
寫作	sumulat
寫作	isulat
寫作	pagsusulat
弦	kuwerdas
弦	string
青海	qinghai
溝通	komunikasyon
溝通	kinakausap
日記	journal
日記	talaarawan
日記	diary
大地	daigdig
大地	lupa
醇	alak
醇	alkohol
珠海	zhuhai
即時	mabilisan
即時	instant
即時	iglap
即時	madaliang
即時	napipintong
即時	agarang
即時	kagyat
世代	henerasyon
世代	generation
世代	henerasyon
王室	royalty
航空母艦	carrier
移植	transplant
決議	paglutas
決議	resolution
考古	archaeological
考古	arkeolohiya
姐妹	sis
姐妹	sisters
姐妹	sister
姐妹	ate
草原	prairie
草原	steppe
草原	savanna
發音	binibigkas
發音	pagbigkas
發音	bigkas
發音	bigkasin
高地	upland
高地	kabundukan
高地	highlands
高地	highland
高地	terra
高地	matataas
高地	heights
咀	tsui
王位	trono
省份	probinsya
省份	province
省份	probinsiya
省份	lalawigan
試驗	eksperimento
試驗	pagsubok
試驗	testing
試驗	sinusubukan
試驗	eksperimento
試驗	pagsubok
試驗	subukan
試驗	pagsusulit
忍	shinobu
酮	ketone
資金	pondo
脫	alisan
脫	strip
神奈川	kanagawa
忍者	ninja
忍者	ninjas
機制	mekanismo
機制	mekanismo
禹	woo
紙	papel
降落	landing
鳳凰	phoenix
五個	limang
五個	lima
五個	singko
肇	hajime
喜愛	paborito
喜愛	favorite
洪水	baha
洪水	flood
洪水	baha
洪水	pagbaha
洪水	baha
洪水	pagbaha
防衛	depensa
防衛	defense
防衛	pagtatanggol
防衛	ipagtanggol
相當於	katumbas
相當於	equivalent
巢	pugad
法定	statutory
輸出	output
首映	pangunahin
藥	medisina
藥	gamot
思考	iniisip
思考	reflections
思考	reflection
慶祝	ipinagdiriwang
慶祝	nagdiriwang
慶祝	celebrate
慶祝	magdiwang
慶祝	ipagdiwang
慶祝	pagdiriwang
慶祝	selebrasyon
認證	pinatutunayan
認證	patunayan
認證	authentication
認證	pagpapatunay
認證	sertipikasyon
認證	katibayan
認證	sertipikadong
認證	certified
生長	lumalaki
生長	lumalaking
生長	lumago
生長	paglaki
生長	paramihin
老人	matatanda
突厥	turkic
韻	pambata
情人	lovers
情人	lover
晴	maaraw
晴	sunny
性別	kasarian
性別	pakikipagtalik
性別	sex
腔	cavity
雁	goose
夏威夷	hawaii
夏威夷	hawaiian
邊界	borders
邊界	hangganan
邊界	boundary
蛤	clam
普及	universal
普及	unibersal
差距	gaps
差距	puwang
差距	gap
盒	box
盒	kahon
豬	baboy
牆	dingding
牆	pader
牆	pader
貨幣	currency
貨幣	pera
貨幣	pananalapi
鶴	crane
隸屬	kaanib
添	tim
微軟	microsoft
企圖	tinangkang
企圖	sinubukang
企圖	tinangka
企圖	sinubukan
企圖	attempt
企圖	susubukan
企圖	pagtatangka
企圖	susubukang
蝴蝶	butterfly
蝴蝶	butterflies
台中市	taichung
廢止	repealed
社團	asosasyon
鯨	whales
鯨	balyena
優勢	pakinabang
優勢	kalamangan
優勢	bentahe
優勢	samantalahin
優勢	advantage
優勢	kalamangan
舌	dila
現實	katotohanan
形態	morpolohiya
真相	katotohanan
步行	naglalakad
步行	lumalakad
步行	paglalakad
步行	maglakad
步行	lumakad
步行	lakad
步行	walk
韓語	korean
韓語	koreano
日圓	yen
礁	bahura
基督徒	christian
基督徒	kristiyano
基督徒	kristiyano
假設	hipotesis
假設	palagay
假設	pagpapalagay
假設	hypothetical
假設	assuming
搭配	mix
搭配	halo
搭配	ihalo
轉移	paglilipat
轉移	ilipat
轉移	transfer
周邊	perimeter
周邊	nakapaligid
周邊	malapit
周邊	kalapit
繁忙	abala
繁忙	busy
清真寺	masjid
清真寺	moske
清真寺	mosque
輔助	auxiliary
颶風	hurricane
颶風	hurricanes
塞爾維亞	serbiya
錯	mali
仿	pekeng
曼谷	bangkok
加利福尼亞	california
婦女	kababaihan
改進	pinagandang
改進	pinahusay
改進	pinabuting
改進	pagpapabuti
改進	pagpapabuti
改進	pagpapahusay
改進	pagpapabuti
改進	pagpapahusay
改進	mapabuti
改進	pagbutihin
正義	katarungan
正義	hustisya
正義	bayani
正義	mabubuti
艇	bangka
艇	bangka
模擬	analog
伊斯蘭	islamic
伊斯蘭	islam
最強	strongest
貨物	cargo
貨物	karga
貨物	kalakal
貨物	paninda
局部	partial
局部	bahagyang
局部	lokal
木星	jupiter
客家	hakka
天才	genius
天才	henyo
天才	talent
天才	talento
影響力	epekto
影響力	impluwensiya
影響力	impluwensya
附屬	kaakibat
附屬	affiliate
附屬	kaanib
婷	cheng
海峽	kipot
海峽	straits
海峽	channel
她們	sila
她們	nila
爪	claw
爪	paw
爪	kuko
筆	lapis
筆	pen
筆	panulat
筆	kural
筆	panulat
垃圾	basura
垃圾	basura
垃圾	basura
孔子	confucius
音樂會	konsiyerto
音樂會	concert
音樂會	konsiyerto
國籍	nationality
國籍	nasyonalidad
鵬	peng
轟炸機	bomber
轟炸機	bombers
要塞	muog
要塞	kuta
要塞	kutang
要塞	fort
黎明	dawn
黎明	liwayway
巴勒斯坦	palestine
跨越	tawiran
跨越	tatawid
暖	maiinit
暖	mainit
刺激	estimulasyon
刺激	estimulo
刺激	pasiglahin
刺激	stimulating
彪	biao
道教	taoismo
借用	paghiram
借用	hiramin
租	umupa
租	upahan
租	rent
租	upa
勇士	warriors
勇士	warrior
勇士	mandirigma
因子	factor
因子	kadahilanan
姐	sis
儲存	imbakan
儲存	storage
卡通	cartoon
卡通	cartoons
成年	adult
職位	posisyon
職位	opinyon
繁殖	breeding
繁殖	aanak
繁殖	lahi
繁殖	pagpaparami
實驗室	laboratory
實驗室	laboratoryo
實驗室	laboratories
實驗室	lab
敘述	narrative
敘述	salaysay
敘述	estadistikang
水晶	bubog
水晶	crystal
跟隨	subaybayan
跟隨	sundan
秘魯	peru
反射	anino
反射	pinabalik
反射	reflection
反射	reflections
那個	na
那個	yan
訊號	senyas
訊號	signal
訊號	hudyat
血液	blood
血液	dugo
後方	hulihan
主人	master
審查	review
審查	suriin
審查	review
審查	censorship
分解	decomposition
除非	maliban
福音	ebanghelyo
最快	pinakamabilis
馬德里	madrid
可能性	probabilidad
可能性	posibilidad
標示	pagmamarka
標示	mark
經濟學	economics
草地	lawn
草地	damuhan
草地	damo
中午	tanghali
中午	noon
減	bumaba
減	bawasan
減	minus
談判	negotiations
流通	sirkulasyon
流通	daloy
費用	fee
費用	bayad
費用	gastos
費用	halaga
費用	gastusin
費用	gastos
費用	dag
費用	gastos
費用	bayad
購物	shop
購物	tindahan
購物	mamili
購物	pamimili
購物	namimili
購物	shopping
重慶	chongqing
天氣	panahon
加里	gary
最少	pinakamababa
最少	pinakamaliit
最少	minimum
最少	pinakamababang
撤銷	bawiin
外觀	anyo
外觀	itsura
外觀	hitsura
氣體	gas
喇嘛	lama
盟軍	allied
盟軍	allies
灰色	gray
灰色	abo
灰色	grey
妍	yeon
累積	maipon
累積	cumulative
秩序	order
蘇丹	sudan
侵略	pagsalakay
鋼琴	piano
監獄	kulungan
監獄	bilangguan
區間	pagitan
區間	interval
邊境	borders
邊境	hangganan
邊境	frontier
獵	hunt
獵	mangkukulam
獵	pangangaso
遺產	pamana
遺產	heritage
遺產	legacy
遺產	iniwang
遺產	mana
俄國	rusya
俄國	russia
獨特	natatanging
獨特	kakaibang
獨特	unique
獨特	natatangi
電氣	electrical
電氣	electric
眉	kilay
股權	equity
為什麼	bakit
評估	pagsusuri
評估	assessment
評估	pagsusuri
記憶體	ram
記憶體	memorya
記憶體	alaala
擴展	pinahabang
擴展	pinahaba
擴展	karugtong
擴展	extended
擴展	extension
擴展	pahabain
擴展	extend
擴展	expansion
擴展	palawakin
飯店	otel
飯店	hotel
飯店	restawran
飯店	restoran
飯店	restawran
飯店	kainan
飯店	restaurant
建國	amang
烯	ene
解放軍	sla
解放軍	pla
泰山	tarzan
每月	monthly
每月	buwanang
更換	palitan
更換	kapalit
快樂	joy
快樂	masaya
守護	tagapangalaga
守護	guard
守護	bantay
頭部	head
頭部	ulo
玩具	toy
玩具	laruan
玩具	laruan
盆地	basin
增長	paglago
增長	paglaki
粉絲	fans
粉絲	tagahanga
粉絲	fan
粉絲	tagahanga
消除	natatanggal
消除	alisin
畫家	painters
畫家	pintor
消滅	sirain
消滅	wasakin
形狀	shape
形狀	hugis
兵器	sandata
兵器	armas
兵器	sandata
配偶	asawa
配偶	divorce
報紙	diyaryo
報紙	pahayagan
天文學家	astronomer
硫	sulfur
腰	baywang
強化	pinaganda
強化	enhanced
地產	property
天堂	heaven
天堂	kalangitan
天堂	langit
天堂	paraiso
天堂	paradise
代表性	representasyon
代表性	pagsasalarawan
關鍵	susi
關鍵	key
約克	york
設計師	designer
框架	frame
框架	frame
槍管	barrel
抑制	pagsugpo
抑制	suppression
室內	panloob
室內	indoor
互動	interacting
互動	engagement
互動	interactive
突擊	assault
西蒙	simon
中等	katamtaman
武士	samurai
淡	pale
棚	shed
棚	malaglag
等於	katumbas
等於	equals
巨星	superstar
國旗	bandila
國旗	watawat
保加利亞	biyetnam
保加利亞	bulgaria
酯	ester
判決	parusa
判決	paghuhukom
判決	hatol
判決	verdict
羅馬尼亞	romania
入境	entry
入境	pagpasok
案例	case
案例	kaso
案例	kasong
案例	kaso
提示	tips
提示	cue
提示	tip
周圍	paligid
職員	clerk
服裝	damit
服裝	pananamit
服裝	damit
服裝	kasuotan
服裝	kasuutan
服裝	costume
服裝	costume
雷達	radar
排球	volleyball
狙擊	sniper
滅絕	extinct
納粹	nazi
勞動	paggawa
勞動	paggawa
勞動	pinaghirapan
勞動	labor
確保	masiguro
確保	tiyakin
確保	matiyak
溫泉	spa
溫泉	onsen
航行	nabigasyon
航行	paglalayag
航行	paglalayag
券	voucher
流亡	tinapon
流亡	exiled
吹	suntok
傾向	tendency
傾向	pagkahilig
修復	repair
修復	pagsasaayos
修復	ayusin
修復	pagpapanumbalik
九十	ninety
癌	carcinoma
癌	kanser
瓶	bote
領地	teritoryo
出生地	birthplace
飲食	ulam
飲食	pagkain
飲食	lutong
飲食	dietary
飲食	kain
飲食	kumakain
飲食	diyeta
飲食	diet
社會主義	soviet
社會主義	socialism
輻射	radioactive
輻射	radiation
驚	shock
驚	nagulat
女友	girlfriend
女友	gf
女友	kasintahan
奶	gatas
奶	milk
壓	presyon
季節	seasonal
季節	panahon
生態	ekolohiya
生態	ekolohiya
資深	senior
雞	chicken
雞	manok
直升機	helicopter
夥伴	partner
夥伴	kasosyo
夥伴	kapareha
夥伴	partners
床	kama
床	kama
信任	magtiwala
信任	pinagkakatiwalaan
信任	tiwala
信任	trust
信任	pinagkakatiwalaan
信任	pinagkakatiwalaang
袋	supot
袋	bag
袋	bag
踢	sipa
重力	gravity
判斷	parusa
判斷	paghuhukom
判斷	hatol
判斷	judging
驅逐艦	destroyers
驅逐艦	destroyer
散文	tuluyan
秘書	sekretarya
秘書	kalihim
棕	brown
棕	kayumanggi
藥物	drugs
藥物	droga
藥物	gamot
藥物	medisina
藥物	gamot
藥物	gamot
藥物	droga
藥物	drug
複製	dobleng
複製	duplicate
複製	kopya
複製	copy
複製	kopyahin
複製	pagpaparami
複製	kinokopya
捐	donasyon
捐	abuloy
捐	donate
江蘇	jiangsu
哈佛	harvard
指揮官	commander
院校	colleges
提議	proposal
提議	panukala
提議	panukala
交付	pagdadala
交付	delivery
交付	paghahatid
交付	deliver
交付	ihatid
交付	iligtas
交付	naghahatid
傷害	saktan
傷害	makasama
傷害	nasaktan
吉爾	jill
死者	biktima
古蹟	monuments
有利	makabubuti
類別	kategorya
類別	pasok
類別	klase
邊緣	gilid
邊緣	edge
邊緣	dulo
邊緣	borderline
邊緣	fringe
酷	astig
酷	cool
辭職	pagbibitiw
視覺	biswal
視覺	pangitain
視覺	paningin
精英	pili
精英	elite
虛構	inimbentong
虛構	fictional
虛構	fiction
可惜	naawa
可惜	awa
假期	pista
假期	holiday
假期	bakasyon
假期	vacation
假期	pasko
假期	holidays
假期	bakasyon
假期	kapaskuhan
軍人	sundalo
軍人	kawal
樊	fan
樊	tagahanga
耿	geng
採訪	interview
採訪	panayam
採訪	pakikipanayam
採訪	panayam
採訪	interbyu
加藤	kato
芯	hart
陰	yin
結局	nagtatapos
結局	ending
旋轉	rotation
旋轉	ikot
旋轉	iikot
旋轉	spin
額外	dagdag
額外	extra
平日	weekday
美食	ulam
美食	pagkain
美食	lutong
札幌	sapporo
軍官	opisyal
近期	kamakailan
近期	kamakailan
近期	recent
物理學	pisikang
