نيبال	nepalu
بعثات	ekspedycje
نية	intencją
نية	intencje
نية	zamiar
نية	zamiarów
نية	zamiar
نية	zamiary
نية	intencje
سمر	summer
سمر	letnie
سمر	letni
سمر	lato
الناقل	transporter
الناقل	transportera
الناقل	przewoźnik
الناقل	przewoźnik
الناقل	przewoźnika
الناقل	nośnik
خطير	niebezpiecznie
خطير	niebezpieczne
خطير	niebezpieczna
خطير	niebezpieczny
نورس	mewa
افتراض	założenie
افتراض	założeniu
افتراض	założenia
افتراض	przypuszczenie
الطبخ	gotowanie
الطبخ	gotowania
الريش	pióra
الريش	piór
رقعة	plastry
رقعة	plaster
غاري	gary
افلام	folie
افلام	filmy
افلام	filmy
مهارة	umiejętności
مهارة	umiejętność
غابرييل	gabriel
غابرييل	gabriela
غابرييل	gabriela
غابرييل	gabrielle
اللقاح	szczepionki
اللقاح	szczepionka
اللقاح	szczepionkę
تؤخذ	zrobione
تؤخذ	podjęte
التعدين	wydobycie
التعدين	górnictwa
التعدين	kopalnia
انضمام	dołącz
انضمام	przystąpienie
انضمام	przystąpienia
انضمام	dołączenie
مبالغ	kwoty
مبالغ	kwoty
مبالغ	sumy
مبالغ	kwot
بودابست	budapeszt
بودابست	budapeszcie
باركر	parkera
باركر	parker
ستوديو	studia
ستوديو	studio
الفجوة	luka
الفجوة	gap
البركة	staw
البركة	stawu
البركة	stawie
الاختفاء	niewidzialność
بصرية	wizualne
بصرية	optyczne
بصرية	optyczny
مجد	chwała
مجد	chwały
مجد	glory
جراح	chirurg
جراح	chirurga
الموجه	wektor
كورنوال	kornwalii
الرخام	marble
الرخام	marmuru
كريات	kirjat
الندوة	sympozjum
الندوة	seminaria
الندوة	seminarium
الزوجية	małżeńskie
ملازم	porucznik
ييل	yale
مون	mun
المكثف	intensywna
المكثف	intensywny
المكثف	intensywne
المكثف	kondensator
ديفيس	davis
ديفيس	davisa
المثانة	pęcherz
هجومية	obraźliwe
تتابع	przekaźnik
دونالد	donalda
دونالد	donald
بيض	jaja
بيض	jaj
بيض	jajka
بيض	jajeczka
بيض	jajko
بيض	jajka
بيض	jajo
صادر	skonfiskowane
التوحد	autyzm
افضل	lepsza
افضل	lepiej
افضل	lepsze
افضل	najlepsza
افضل	najlepszy
افضل	najlepiej
افضل	best
افضل	najlepsze
فين	finna
فين	finn
رطل	funt
رطل	funty
رطل	funta
الحلبة	arena
الحلبة	arenę
الحلبة	arenie
ديك	dick
ديك	fiut
ثمار	owoce
ثمار	owoców
فيلق	legion
فيلق	legia
حوت	wieloryb
حوت	wieloryba
الانتظار	czekanie
الانتظار	czeka
الانتظار	oczekiwanie
الانتظار	czekamy
الانتظار	czekam
الكونت	liczyć
الكونت	licz
الكونت	hrabia
فتيات	dziewczyny
فتيات	dziewczynki
فتيات	girls
فتيات	dziewczęta
الجذب	atrakcja
الجذب	przyciąganie
الجذب	atrakcyjność
الجذب	atrakcje
الجذب	atrakcji
الجذب	atrakcje
نصير	nasir
نصير	fana
نصير	wachlarz
نصير	wiatrak
نصير	fan
نصير	wentylator
العرف	zwyczaj
العرف	niestandardowych
العرف	niestandardowe
العرف	własny
مواضع	umiejscowienia
مواضع	umiejscowienie
لقاح	szczepionki
لقاح	szczepionka
لقاح	szczepionkę
فلاش	błysk
فلاش	flash
البلدات	miasta
البلدات	miejscowości
البلدات	miasteczka
الخضروات	warzywa
الخضروات	warzyw
غزا	podbił
راب	rap
عدسة	obiektyw
عدسة	soczewki
مصارع	zapaśnik
مصارع	gladiator
بريستول	bristol
جود	jude
حضرية	urban
حضرية	miejskie
حضرية	miejski
حضرية	miejskich
حضرية	miejska
الموسمية	sezonowych
الموسمية	sezonowe
العز	samotności
العز	samotność
الرئتين	płuca
الرئتين	płuc
تهدد	grozi
تهدد	grozić
تعليمي	tutorial
لويز	ludwika
لويز	louise
عميل	klienta
عميل	klient
عميل	klientka
عميل	agentka
عميل	agencie
عميل	agent
امين	amen
الصمت	cisza
الصدور	biust
الصدور	piersi
نفذ	wykonać
نفذ	wykonaj
المخلوقات	istoty
المخلوقات	stworzenia
المخلوقات	stwory
التعاقد	zamawiający
التعاقد	umownych
التعاقد	umowne
التعاقد	umowa
التعاقد	zlecenie
التعاقد	kontrakt
التعاقد	umowy
التعاقد	wynajęcie
التعاقد	zatrudnienie
التعاقد	zatrudniania
الحظر	ban
الحظر	zablokuj
الحظر	zakazu
الحظر	zakaz
الحظر	embargo
الحظر	zakazu
الحظر	zakazy
الحظر	zakaz
التبرعات	składki
التبرعات	składek
التبرعات	wkłady
التبرعات	dotacje
التبرعات	datki
التبرعات	wpłat
التبرعات	darowizny
التبرعات	wpłaty
قبضة	uchwyt
قبضة	chwyt
قبضة	pięści
قبضة	pięść
قبضة	pięścią
الثور	byk
الثور	taurus
الثور	byka
الثور	byk
الثور	bull
المشعة	radioaktywne
المشعة	radioaktywny
مستخدمين	użytkownicy
مستخدمين	użytkowników
مستخدمين	użytkownikom
الدافع	motyw
الدافع	motywacji
الدافع	motywacja
