като	soos
петна	kolle
опозиция	opposisie
резерва	webbediener
резерва	gereserveer
резерва	reserveer
резерва	bespreek
конкретни	spesifiek
конкретни	spesifieke
конкретни	beton
лагери	kampe
напитки	drankies
напитки	drankies
лаборатория	laboratorium
лаборатория	laboratorium
лаборатория	lab
дийн	dean
таджикистан	tadjikistan
отговорен	verantwoordelik
соу	sol
соу	saai
декларация	verklaring
рено	renault
възстанови	onklaar
редактира	gewysig
конвенция	konvensie
конвенция	convention
океани	oseane
бостън	boston
египетски	egiptiese
коледа	kersfees
аляска	alaska
хубаво	lekker
хубаво	oulike
хубаво	nice
ограничена	beperkte
ограничена	beperk
ограничена	beperk
антарктида	antarktika
каменна	klip
офис	kantoor
газове	gas
газове	gasse
участвали	deelgeneem
резултата	uitslag
резултата	resultaat
достъпни	toeganklike
достъпни	toeganklik
достъпни	bekostigbaar
достъпни	bekostigbare
финансиране	finansiering
финансиране	befondsing
финансиране	finansieel
финансиране	finansies
покрита	gedek
открие	ontdek
установяване	vestiging
плаване	sailing
раздели	seksies
раздели	afdelings
раздели	artikels
раздели	verdeel
паул	paulus
паул	paul
китайска	sjinese
китайска	chinees
китайска	sjinees
китайска	chinese
белиз	belize
ваймар	weimar
отличен	uitstekend
отличен	uitstekende
отличен	excellent
буркина	burkina
нефт	olie
нефт	petroleum
фасо	faso
хърватска	kroasië
хърватска	kroatiese
причинява	sake
причинява	oorsake
обслужване	diens
издигната	opgerig
продажби	verkope
оценки	skattings
оценки	beramings
съзнанието	bewussyn
съзнанието	consciousness
паралелно	parallel
паралелно	parallelle
изкачване	bestyging
часове	ure
участъци	seksies
участъци	afdelings
участъци	artikels
тъмно	donker
ограничени	beperkte
ограничени	beperk
ограничени	beperk
аделхайд	adelheid
финансов	finansiële
финансов	finansieel
стаи	kamers
стаи	rooms
настояще	hede
настояще	tans
настояще	voordra
настояще	teenwoordig
същност	essence
континент	kontinent
терапия	therapy
мантуа	mantua
хаус	house
хаус	huis
уважение	respek
хоенцолерн	hohenzollern
селскостопански	agricultural
иън	lan
иън	ian
претенции	eise
изход	afvoer
изход	uitkoms
изход	verlaat
изход	exodus
поръчка	orde
поръчка	bestel
поръчка	volgorde
поръчка	bestelling
поръчка	rangskik
ема	emma
греъм	graeme
греъм	graham
далечни	verre
традиционни	tradisioneel
традиционни	tradisionele
спектър	spektrum
спектър	spectre
дефиниция	animasie
дефиниция	definisie
наклон	sterte
наклон	kantel
наклон	inclination
сула	sulla
пещери	caves
франсиско	francisco
състезатели	drywers
състезатели	bestuurders
състезатели	aandrywer
установи	vestig
префект	prefek
оман	oman
звучи	klink
звучи	geluide
звучи	klanke
ниш	nis
зелено	groen
осло	oslo
намали	verminder
приятелство	vriendskap
рико	rico
екран	skerm
зеленчуци	groente
истина	waar
истина	true
истина	waarheid
обектите	voorwerpe
обектите	objekte
ансамбъл	ensemble
забранено	verbode
забранено	verbande
забранено	verban
крас	crassus
петък	vrydag
архипелаг	argipel
сребро	silwer
хасан	hassan
хасан	hasan
посочени	gespesifiseer
посочени	spesifiseer
мур	moore
тенеси	tennessee
хитове	hits
привърженик	ondersteuner
дебелина	dikker
едгар	edgar
монте	monte
разговор	gesprek
норми	norme
дисциплина	dissipline
жанейро	janeiro
маргарет	margaret
роберто	roberto
будистки	boeddhistiese
джери	gerry
джери	jerry
адаптация	aanpassing
периодични	periodieke
преместване	beweeg
преместване	beweeg
мостове	bridges
мостове	brûe
зали	sale
депресия	depressie
диска	skyf
диска	skyf
якоб	jakob
якоб	jacob
къса	kort
къса	kortliks
къса	sorteer
гробище	begraafplaas
обвинен	gehef
обвинен	volgelaai
получени	ontvang
изменения	veranderinge
изменения	verander
палау	palau
хановер	hanover
хановер	hannover
зенит	zenith
луна	luna
луна	maan
мадона	madonna
законодателство	wetgewing
дер	der
естествена	natuurlike
бурунди	burundi
премахване	verwydering
туркменистан	turkmenistan
разширяване	uitbrei
растителни	groente
миньор	miner
трудности	moeilikheidsgraad
трудности	moeilikheid
племената	tribes
съкратено	afgekorte
хоп	hop
аргументи	argumente
аргументи	betoog
аргументи	argument
лонг	lank
грийн	greene
грийн	groen
парламентарни	parlementêre
отбелязани	gemerk
маймуни	apes
маймуни	ape
маймуни	apie
маймуни	aap
слави	loof
слави	lofprysing
постижение	behaal
мигел	miguel
познания	kennis
бутан	bhoetan
императорът	keiser
пътници	passasiers
пътници	reisigers
прекъсва	onderbrekings
преведени	vertaalde
болницата	hospitaal
степени	grade
рождество	kersfees
бруно	bruno
кодекс	codex
хана	hannah
хана	hanna
хана	hanna
процент	persentasie
идентичност	identiteit
установени	daargestel
установени	vasgestel
установени	gevestig
меч	swaard
цени	pryse
максимум	maksimum
неизвестен	onbekend
боби	bobby
айдахо	idaho
зима	winter
гърдите	chest
гърдите	borskas
гърдите	kassie
ръчно	eiehandig
мавриций	mauritius
техническо	tegniese
промоция	promosie
лорънс	lawrence
сблъсък	impact
сблъсък	impak
сблъсък	botsing
сблъсък	clash
ник	nick
ник	niek
пехотата	infanterie
пехотата	infantry
подходяща	geskikte
подходяща	gepas
подходяща	toepaslike
композиции	samestellings
композиции	komposisies
мозъка	brain
мозъка	brein
оригинално	oorspronklik
оригинално	oorspronklike
републиканска	republican
крим	krim
персонал	personeel
персонал	staff
затворени	geslote
затворени	gesluit
затворени	toegemaak
кайро	kaïro
празнува	vier
квадратни	vierkantig
квадратни	vierkant
квадратни	vierkantige
болоня	bologna
милър	miller
състояния	voorwaardes
състояния	toestande
юристи	prokureurs
онтарио	ontario
ключ	sleutel
ключ	key
регионален	streek
знание	kennis
разлики	diff
разлики	verskille
въвеждане	bekendstelling
въвеждане	inleiding
образци	voorbeelde
образци	modelle
образци	voorbeelde
образци	samples
човешка	menslik
човешка	mens
обявени	verklaar
обявени	aangekondig
обявени	aangekondig
обратното	teenoorgestelde
заети	besig
бомба	bomb
бомба	bom
дортмунд	dortmund
богинята	godin
бон	bonn
бон	bon
ромео	romeo
изключения	uitsonderings
изключения	uitsondering
сципион	scipio
арнолд	arnold
яков	jakob
яков	jacob
рафаел	raphael
рафаел	rafael
привърженици	ondersteuners
японска	japannese
японска	japannees
сутрин	môre
сутрин	oggend
сутрин	more
англо	anglo
кралска	koninklike
кралска	royal
пола	geslag
пола	paula
гей	homoseksuele
гей	gay
фланг	flank
картър	carter
подходящо	geskikte
подходящо	gepas
подходящо	toepaslike
лин	lynn
лин	lin
лин	lynne
акула	shark
акула	haai
акула	haaie
кандидати	kandidate
кандидати	aansoekers
влак	trein
цюрих	zürich
цюрих	zurich
живели	geleef
живели	gebly
поява	emergence
поява	voorkoms
излизане	verlaat
исак	isaac
исак	isak
арт	kuns
тобаго	tobago
баварски	bar
блог	blog
блог	webjoernaal
външно	eks
външно	eksterne
километър	kilometer
километър	myl
сахара	sahara
последователи	volgelinge
стомана	staal
покритие	toemaak
покритие	omslag
покритие	omhulsel
покритие	dekking
пространства	ruimtes
пространства	spasies
поддържане	handhaaf
поддържане	onderhou
поддържане	onderhoud
поддържане	instandhouding
предимство	voordeel
предимство	advantage
ямайка	jamaika
кожи	leer
кожи	pels
кожи	skins
неизвестни	onbekend
стадиони	stadions
дъжд	reën
учителка	onderwyser
мислене	denke
любимец	troeteldier
въведена	ingevoer
въведена	ingevoerde
въведена	ingestel
веригата	ketting
клиенти	klant
клиенти	klante
клиенти	kliënte
изречение	sin
бруней	broenei
мат	matt
осми	eighth
сложен	complicated
сложен	ingewikkeld
ръководители	leiers
антверпен	antwerpen
церемонията	ceremony
церемонията	seremonie
чиста	suiwer
чиста	skoon
семена	seeds
семена	saad
марсилия	marseille
марсилия	marseilles
потър	potter
платон	plato
кувейт	kuwait
манфред	manfred
аромат	fragrance
аромат	aroma
построяване	konstrueer
модерни	modern
модерни	moderne
съоръжение	fasiliteit
необходимост	nood
необходимост	benodig
разработена	ontwikkel
квебек	quebec
богиня	godin
космонавт	astronaut
сценаристи	skrywers
формация	stigting
скандал	scandal
скандал	skandaal
интересен	interessant
журналистика	joernalistiek
жилища	huise
жилища	opsy
жилища	behuising
сигнали	waarskuwings
поколения	generations
мустафа	mustafa
микронезия	mikronesië
засяга	affekteer
височини	hoogtes
височини	heights
творчески	kreatief
брегове	shores
брегове	coasts
видима	sigbare
видима	sigbaar
национал	nacional
типичен	tipiese
типичен	typical
вили	willi
вили	villas
канзас	kansas
бойци	warriors
бойци	vegters
касий	dio
извършване	presteer
извършване	vaar
купър	cooper
предоставят	voorsien
предоставят	verskaf
кампании	veldtogte
рузвелт	roosevelt
общества	bybelgenootskappe
нелсън	nelson
стрела	pyl
изложени	blootgestel
изложени	kaak
абу	aboe
абу	abu
протест	betoging
протест	protes
кейп	kaap
чърчил	churchill
годишнина	herdenking
заговор	stip
заговор	conspiracy
стъкло	glas
олденбург	oldenburg
религиозен	godsdienstige
религиозен	religieuse
религиозен	gelowige
отговори	antwoord
отговори	antwoorde
отговори	antwoorde
отговори	antwoorde
ибн	ibn
юридически	wettig
юридически	legal
достигнат	bereik
достигнат	bereik
достигнат	reikwydte
синод	synod
грант	verleen
грант	grant
прилагане	implementering
прилагане	aansoek
прилагане	toepassings
прилагане	toepassing
химически	chemiese
хвърля	throws
танц	dance
танц	dans
контекст	agtergrond
контекст	konteks
преследване	strewe
преследване	chase
добитък	vee
добитък	beeste
добитък	bees
хип	hip
интеграция	integrasie
робер	robert
физиология	fisiologie
роб	slaaf
роб	den
нюрнберг	neurenberg
кани	uitnodigings
фабий	fabius
забележителност	landmerk
забележителност	baken
есен	herfs
есен	essen
есен	herfs
есен	val
добавяне	optel
добавяне	byvoeging
внимателно	sorgvuldig
внимателно	versigtig
аполон	apollo
дървото	boom
поканен	genooide
поканен	uitgenooi
поканен	genooi
оригинални	oorspronklik
оригинални	oorspronklike
школи	skole
фокс	jakkals
фокс	fox
прекъсване	breek
прекъсване	blaaskans
прекъсване	ontkoppel
идеология	ideologie
готови	herlaai
готови	gereed
унищожава	verweer
талант	talent
словенски	sloweens
емиграция	emigrasie
уолтър	walter
радост	vreugde
монета	muntstuk
монета	coin
бреша	brescia
алберто	alberto
кели	kelly
начално	elementêre
предприемач	entrepreneur
предприемач	kontrakteur
предприемач	ontwikkelaar
постановки	productions
необходима	nodige
извърши	uitgevoer
джулия	giulia
джулия	magda
джулия	julia
разпределени	verspreide
класация	wêreldranglys
нашествие	inval
типично	tipiese
типично	typical
парче	stuk
парче	stukkie
материя	materie
мъри	murray
красота	skoonheid
юноша	adolescent
пий	drank
пий	drankie
писта	volg
писта	snit
писта	baan
писта	spoor
писта	runway
обмен	ruil
сложна	komplekse
сложна	kompleks
сложна	complicated
сложна	ingewikkeld
марино	marino
дипломати	diplomats
оклахома	oklahoma
експедиции	expeditions
страсбург	strasbourg
генуа	genoa
изданието	uitgawe
мениджмънт	bestuur
клетките	selle
посетители	besoekers
ръкописи	manuscripts
кози	bok
кози	goat
наставка	agtervoegsel
болка	pyn
архитекти	argitekte
рицари	knights
ники	nicky
ники	nikki
ники	niki
ники	nicki
щит	skild
щит	skuld
публични	openbare
публични	openbaar
публични	publieke
публични	publiek
картините	skilderye
полюс	pool
норма	norma
матю	matthew
матю	matteus
бани	badkamers
алпи	alpe
клара	klara
клара	clara
публикувано	gepubliseer
публикувано	geplaas
публикувано	posted
адамс	addams
адамс	adams
краен	finale
краен	finaal
краен	uiters
краен	extreme
местна	lokale
местна	plaaslike
местна	plaaslik
бирата	bier
мярка	meet
дърветата	bome
противници	teenstanders
вятъра	wind
фотография	fotografie
росен	rosen
обявяване	aankondiging
силвия	sylvia
силвия	silvia
устройството	toestel
допълнителен	addisionele
допълнителен	bykomende
гюнтер	gunter
гюнтер	gunther
гюнтер	günther
железопътен	spoorweg
железопътен	spoorlyn
железопътен	rail
железопътен	spoor
зъби	tande
тери	terry
мавритания	mauritanië
квалификация	kwalifikasies
къщите	huise
отстраняване	suspensie
отстраняване	verwydering
организатор	organiseerder
организатор	organiseerder
въздушен	air
въздушен	lug
юстиниан	justiniaanse
бисау	bissau
спечелени	verwerf
спечелени	verdien
хаити	haiti
хаити	haïti
антонов	antonov
статистически	statistiese
дневник	dagboek
банката	bank
сена	sena
сена	seine
сена	senna
диалог	dialoog
малцинство	minority
зелена	groen
гуми	tyres
финансово	finansiële
финансово	finansieel
инструкции	instruksie
инструкции	instruksies
твърдение	eis
твърдение	stelling
промишлеността	bedryf
прякор	bynaam
суша	droogte
товари	vrag
товари	freight
руснаци	russies
руснаци	russiese
руснаци	russe
лейди	dame
лейди	lady
полезен	bruikbare
полезен	nuttig
полезен	nuttige
полезен	gehelp
полезен	hulpvaardig
полезен	behulpsaam
полезен	nuttig
лопес	lopez
лопес	lopez
дипломирането	graduation
образувания	entiteite
образувания	formasies
бор	bohr
бор	boron
персийски	persies
персийски	persiese
бокс	boks
платото	plateau
разни	allerlei
разни	diverse
разни	verskeie
екземпляра	specimen
крила	vlerke
крила	vleuels
крила	hordes
пътнически	passasier
пътнически	passasiers
рига	riga
дъб	dub
дъб	oak
ном	nom
представителство	verteenwoordiging
образуване	stigting
тюрингия	thüringen
борци	stoeiers
еволюция	evolusie
еволюция	evolution
курт	kurt
милиони	miljoene
намерен	gekry
намерен	gevind
интересна	interessant
геометрия	afmetings
геометрия	meetkunde
паоло	paolo
акули	sharks
акули	shark
акули	haai
акули	haaie
изтребители	vegters
джибути	djiboeti
турнета	toere
турнета	tours
турнета	touring
уран	uraan
ленин	lenin
уроци	lesse
леонид	leonidas
леонид	leonid
обикновени	gewoon
капитал	hoofstad
мис	mejuffrou
мис	miss
мис	mej
пристанища	poorte
олимпиада	olimpiade
езикови	linguistiese
работниците	werkers
работниците	workers
написано	geskryf
филаделфия	philadelphia
звуци	klink
звуци	geluide
звуци	klanke
полинезия	polinesië
позволи	toelaat
организаторите	organiseerders
тенденция	trend
тенденция	tendens
тенденция	neiging
чист	suiwer
чист	skoon
даниела	daniela
джордан	jordan
джордан	jordaan
екзекутиран	uitgevoerde
екзекутиран	uitgevoer
рони	ronnie
ветрове	winds
разстояния	afstande
дълбоки	diep
земноводно	amfibie
плата	plata
дълг	plig
дълг	skuld
жълт	yellow
регистри	rekords
регистри	records
сушата	droogte
крие	wegkruip
прозорец	venster
прозорец	kykers
купол	dome
диктатор	diktator
матей	matthew
матей	matteus
матей	mattei
престъпление	misdaad
американците	americans
бонапарт	bonaparte
вали	valley
вали	vallei
критиците	critics
олга	olga
зле	sleg
краков	krakow
префектура	prefektuur
бои	verf
победен	verslaan
победен	oorwin
неизвестно	onbekend
граматика	grammatika
граматика	grammar
вандализъм	vandalisme
щастие	geluk
периодично	periodieke
ленинград	leningrad
изпитания	probeerslae
хипотеза	hipotese
оцелели	oorlewendes
антиох	antiochus
понеделник	maandae
понеделник	maandag
взаимоотношения	relationships
взаимоотношения	verhoudings
взаимоотношения	verhoudinge
взаимоотношения	betrekkinge
взаимоотношения	relations
взаимоотношения	verhouding
виа	via
пътешественик	traveler
пътешественик	swerwer
пътешественик	reisiger
акад	akkad
изпитва	tested
макларън	mclaren
макларън	mcclaren
трева	pot
трева	gras
трева	onkruid
аспект	aspek
тръби	pype
радиото	radio
стоун	klip
слаби	swak
комуникации	kommunikasie
комуникации	kommunikasie
сътрудници	associates
американско	amerikaans
американско	american
американско	amerikaanse
модерна	modern
модерна	moderne
отдолу	onder
отдолу	hieronder
отдолу	onderstaande
отдолу	bodem
отдолу	onder
отдолу	onderkant
отдолу	bottom
гал	cisalpina
гал	gallus
индианци	indians
индианци	indiane
крилата	vlerke
крилата	vleuels
крилата	hordes
дискусии	besprekings
дискусии	bespreking
разделяне	verdeel
разделяне	partisie
разделяне	spelling
разделяне	skei
белези	merke
внучка	kleindogter
стенли	stanley
призната	herken
призната	erkende
призната	herken
призната	erkende
диана	diana
показатели	aanwysers
традиционен	tradisioneel
традиционен	tradisionele
ханау	hanau
салон	sitkamer
салон	salon
висконти	visconti
слаба	swak
слаба	maer
слаба	dun
опасни	gevaarlike
опасни	gevaarlik
опасни	gevaarlike
мюсюлмански	muslim
мюсюлмански	moslem
мюсюлмански	moslems
ове	ove
вероятност	waarskynlikheid
харолд	harold
механизми	meganismes
балтийско	baltiese
оперативна	operasionele
дани	danny
дани	dani
уреди	toebehore
уреди	toestelle
съюзник	ally
намерение	voorneme
намерение	bedoeling
кейт	kate
гражданско	siviele
гражданско	burgerlike
гражданско	munisipale
гражданско	civic
спарта	sparta
концентрация	konsentrasie
концентрация	studierigting
концентрация	fokus
падеж	mauritius
здравейте	hallo
здравейте	hello
лодки	boats
лодки	bote
вярвания	oortuigings
сливане	samesmelting
сливане	versmelt
сливане	samevoeging
сливане	saamsmelt
католическа	katolieke
католическа	katoliek
фабриката	fabriek
ада	hell
поставяне	plasing
поставяне	plak
лотар	lothar
борец	fighter
егейско	egeïese
опозицията	opposisie
айова	iowa
минесота	minnesota
сухи	droë
сухи	dry
сухи	droog
заявки	versoeke
валдек	waldeck
финанси	finansieel
финанси	finansies
отлично	uitstekend
отлично	uitstekende
отлично	excellent
ядрена	nuclear
йънг	jonk
йънг	jong
чужд	buitelandse
чужд	foreign
маями	miami
йон	ion
съединението	unity
съединението	saamgestelde
съединението	compound
лекарства	geneeskunde
лекарства	medisyne
лекарства	drugs
лекарства	dwelms
правилото	heers
правилото	reël
туберкулоза	tuberkulose
будизма	boeddhisme
компонент	komponent
тесен	smal
лятно	somer
предизвика	uitgedaag
остин	austen
остин	austin
озаглавен	getiteld
озаглавен	geregtig
промишлени	industrial
промишлени	industriële
езерата	mere
конструкции	konstruksies
холивуд	hollywood
туристическа	toeriste
бахрейн	bahrein
айлънд	island
айлънд	eiland
стабилен	steady
стабилен	stabiel
стабилен	stable
стабилен	stabiele
лоренцо	lorenzo
регионална	streek
социология	sosiologie
рамка	raam
лимбург	limburg
котел	boiler
дизайнер	ontwerper
услуга	verkies
услуга	diens
жълти	yellow
севиля	sevilla
пианист	pianis
боеприпаси	ammunisie
артилерията	artillery
правна	wettig
правна	legal
вълната	waai
вълната	golf
религиозно	godsdienstige
религиозно	religieuse
религиозно	gelowige
сиена	sienna
сиена	siena
сорт	strain
сорт	verskeidenheid
щети	skadevergoeding
уисконсин	wisconsin
равно	gelyk
равно	gelyke
кастилия	kastilië
точност	stiptelikheid
точност	presisie
точност	akkuraatheid
мюлер	müller
мюлер	muller
умерен	gematig
умерен	matig
предотврати	voorkom
ограничено	beperkte
ограничено	beperk
ограничено	beperk
атомна	nuclear
внезапно	suddenly
внезапно	skielike
читателите	lesers
елен	takbokke
елен	takbok
елен	ellen
елен	helene
разделение	division
разделение	deling
разделение	verdeel
арабите	arabiere
обясни	verduidelik
олимпик	olimpiese
изтича	verstryk
изтича	verstrek
изтича	verval
четвърт	kwart
четвърт	kwartaal
полукълбо	halfrond
волфенбютел	wolfenbüttel
влизане	inskrywing
влизане	aanteken
заявка	versoek
ванка	ivan
ванка	iwan
моите	myne
спомените	herinneringe
публикация	plasing
публикация	plaas
публикация	publisering
електроника	elektronika
освободени	vrygestel
освободени	gelos
твърда	vas
твърда	soliede
твърда	solied
твърда	vaste
уравнения	vergelykings
кентъки	kentucky
батенберг	battenberg
вернер	werner
кънектикът	connecticut
попадения	hits
пророк	profeet
пророк	profesie
съдба	destiny
съдба	lot
съдба	fate
краища	rande
жива	leef
жива	tuiste
жива	regstreekse
жива	lewendige
жива	gepubliseer
жива	regstreeks
жива	lewendig
въоръжен	gewapende
гамбия	gambië
мобилни	selfoon
украса	versiering
украса	versierings
издаване	kwessie
увеличи	verhoog
увеличи	vermeerder
съществуващи	bestaande
оцелелите	oorlewendes
глен	glen
глен	glenn
четиридесет	veertig
особеност	eienskap
особеност	kenmerk
романя	romagna
суха	droë
суха	dry
суха	droog
обратна	inverse
обратна	omgekeer
обратна	reverse
обратна	agteruit
оод	ltd
цветен	deursigtigheid
символизира	simboliseer
кафява	bruin
приключенски	avontuur
вестниците	koerante
опашка	queue
опашка	tou
опашка	stert
бронзова	brons
осъществяване	implementering
лейк	meer
моника	monika
никозия	nicosia
прованс	provence
хюстън	houston
посолството	ambassade
посолството	embassy
робин	robin
джеф	jeff
йоахим	joachim
референдум	referendum
справка	navraag
булевард	boulevard
електронен	elektronies
електронен	elektroniese
лотус	lotus
ело	elo
терминология	terminology
правопис	spelling
чай	tee
завършили	gegradueerdes
британско	brits
бактерии	bakterie
гледка	aansig
гледка	besigtig
гледка	bekyk
царевица	mielie
царевица	mielies
царевица	koring
царевица	mielie
купола	dome
колело	wiel
колело	bike
колело	fiets
инвестиции	beleggings
инвестиции	belegging
гърди	chest
гърди	borskas
гърди	kassie
гърди	breast
органични	organiese
райън	ryan
медия	media
гордън	gordon
монтирани	gekoppelde
монтирани	gemonteer
монтирани	geheg
раса	ras
раса	resies
сараево	sarajevo
уелски	welsh
уелски	wallies
уелски	walliese
майер	meier
майер	mayer
майер	meyer
франко	franco
франко	franko
мощ	sterkte
мощ	krag
мощ	elektrisiteit
дарения	skenkings
отвън	buite
мериленд	maryland
болни	siek
крайната	ultimate
редовна	gereelde
палермо	palermo
кастро	castro
таблици	waardes
таблици	tafels
сюжет	stip
барон	baron
барон	barron
психолог	sielkundige
отстранен	afgestel
отстранен	uitgesit
подпомагане	ondersteuning
подпомагане	ondersteun
подпомагане	steun
подпомагане	bystand
наркотици	medisyne
наркотици	drugs
наркотици	dwelms
наркотици	dwelm
наркотици	drug
душа	stort
душа	siel
израелски	israeliese
популярно	gewild
популярно	gewilde
уникален	unieke
уникален	uniek
работник	werknemer
работник	worker
работник	werker
работник	arbeider
джейсън	jason
бягство	wegbreek
бягство	getaway
бягство	ontsnap
селска	plattelandse
селска	landelike
селска	rural
изригване	uitbarsting
медина	medina
слънчева	sunny
слънчева	sonnige
слънчева	sonnig
слънчева	solar
колектив	collective
видеоклип	video
линкълн	lincoln
съдилища	howe
добавени	bygevoeg
дисни	disney
извършен	uitgevoer
рисуване	skilder
рисуване	skildery
рисуване	skets
рисуване	tekening
специфичен	spesifiek
специфичен	spesifieke
клип	clip
изрично	uitdruklik
изрично	pertinent
изрично	eksplisiet
изрично	eksplisiete
дионисий	dionysos
ефективност	doeltreffendheid
ефективност	doeltreffendheid
ефективност	werkverrigting
ефективност	prestasie
ефективност	opvoering
мишки	muise
мишки	ngc
мишки	muis
индо	indo
индо	sersant
агрипа	agrippa
тесни	smal
убиец	moordenaar
убиец	killer
убиец	assassin
монреал	montreal
напояване	besproeiing
емирства	emirates
доверие	sekerheid
доверие	vertroue
доверие	trust
доверие	vertrou
шеф	chef
шеф	sjef
курорт	gevalle
курорт	oord
традициите	tradisies
изпълнителни	uitvoerende
тонга	tonga
посоки	aanwysings
посоки	voorskrifte
затворена	geslote
затворена	gesluit
затворена	toegemaak
глад	hongersnood
триъгълник	geteël
комикс	comics
комикс	strokiesverhaal
комикс	komies
болен	siek
тютюн	tabak
лукас	lucas
царски	regal
линк	skakel
хълмове	hills
чан	chan
пасища	grasveld
пасища	grasslands
изпрати	stuur
изречения	sinne
първична	primêr
първична	primary
първична	primêre
първична	belangrikste
таймс	tye
таймс	kere
жлези	kliere
жлези	klier
улицата	straat
отразяват	herhaal
отразяват	reflekteer
маркетинг	bemarking
верона	verona
реклами	reklame
реклами	advertensies
реклами	reklame
реклами	advertering
реклами	advertensies
разрушени	vernietig
бейкър	baker
бейкър	bakker
нула	nul
нула	zero
театри	teaters
кризата	krisis
органите	organe
забележка	nota
забележка	aantekeninge
доналд	donald
колекции	versamelings
султана	sultana
султана	sultan
етика	etiek
путин	putin
представено	ingedien
представено	ingestuur
плод	vrug
плод	vrugte
имението	mansion
имението	manor
езиците	tale
доктрина	leerstelling
еволюцията	evolusie
еволюцията	evolution
рицар	ridder
рицар	ruiter
неправилно	verkeerd
тото	toto
оригинален	oorspronklik
оригинален	oorspronklike
католици	katolieke
католици	katoliek
твърд	vas
твърд	soliede
твърд	solied
твърд	hard
твърд	harde
твърд	moeilik
твърд	vaste
развит	ontwikkel
вавилон	babylon
умрял	gesterf
умрял	oorlede
значения	betekenisse
невада	nevada
невада	noorweë
месопотамия	mesopotamië
молекули	molekules
марек	marek
кайзерслаутерн	kaiserslautern
наляво	gelaat
дакота	dakota
дакота	dak
радиус	radius
здрави	gesonde
ориз	rys
дванадесет	twaalf
желязна	yster
ястия	etes
ястия	disse
същността	essence
дискове	skywe
хелзинки	helsinki
анкара	ankara
мирно	vreedsame
мирно	rustige
мирно	vreedsaam
дървена	wooden
ръсел	russel
ръсел	russell
прогрес	vordering
изпратена	gestuur
цветни	gekleurde
човешко	menslik
човешко	mens
процесите	prosesse
галерии	galleries
изпълнен	gevul
леля	auntie
леля	tannie
контузия	skade
контузия	besering
скок	spring
цикъла	siklus
частична	gedeeltelik
частична	gedeeltelike
люк	luke
люк	lukas
съпротивление	weerstand
ресторант	restourant
ресторант	restaurant
дева	virgo
андреас	andreas
казан	kazan
слънчеви	sunny
слънчеви	sonnige
слънчеви	sonnig
слънчеви	solar
лусия	lucia
победителите	wenners
въздушно	aerial
въздушно	air
въздушно	lug
арагон	aragon
азиатски	asiese
азиатски	asiatiese
умерено	gematig
умерено	matig
анатомия	anatomy
истинска	regte
истинска	egte
стан	stan
журито	jury
задвижване	propulsion
образователни	opvoedkundige
формиране	stigting
агенцията	agentskap
разработени	ontwikkel
сиво	grys
сиво	grys
сиво	grey
хордови	rugstringdiere
условно	voorwaardelik
сфери	sfere
установка	lanseerder
календара	kalender
сфорца	sforza
тъмна	donker
състави	samestellings
състави	komposisies
състави	konfigurasies
костите	bones
костите	bene
пръст	vinger
параметър	parameter
единна	vereenselwig
модена	modena
астрономия	sterrekunde
президентските	presidensiële
сокол	falcon
великден	paasfees
неочаквано	onverwags
неочаквано	onverwags
неочаквано	onverwagte
неочаквано	onverwagse
морско	maritieme
агенти	agente
организирано	georganiseerde
организирано	georganiseerd
организирано	georganiseer
екзарх	eksarg
донякъде	ietwat
нормандия	normandië
спортно	sporting
спортно	sportiewe
спортно	sportsoorte
спортно	sport
остро	skerp
остро	akute
стихотворение	gediggie
стихотворение	gedig
финландски	fins
дистанция	afstand
клеопатра	cleopatra
пирамида	piramide
психологията	sielkunde
магнус	magnus
роналд	ronald
катар	katar
катар	qatar
създателите	skeppers
създателите	skeppers
създателите	makers
тясна	smal
доминика	dominica
брабант	brabant
бонус	bonus
кеймбридж	cambridge
гренландия	groenland
аргумент	betoog
аргумент	argument
спиране	braking
спиране	halt
синтез	fusie
мускули	spiere
мускули	spier
сив	grys
сив	grys
сив	grey
етапи	fases
етапи	stages
етапи	mylpale
людмила	ludmilla
оливър	oliver
сесия	sessie
вулкана	vulkaan
освобождаване	vrylaat
освобождаване	vrystelling
членство	lidmaatskap
железен	yster
ръкопис	manuscript
чиновник	klerk
чиновник	clerk
сняг	sneeu
записано	opgeneem
реалност	realiteit
реалност	werklikheid
безплатно	gratis
безплатно	vry
безплатно	free
интервюта	interviews
ватикана	vatikaan
масиви	skikkings
антония	antonia
курорти	oorde
курорти	resorts
ванкувър	vancouver
жител	inwoner
жител	woonagtig
представления	optredes
еберхард	eberhard
отказ	weier
отказ	weiering
рикардо	riccardo
рикардо	ricardo
навън	buite
навън	uit
присъединяване	accession
продажбите	verkope
мъжко	manlike
мъжко	mannetjie
убеден	oortuig
свидетелство	sertifikaat
художниците	skilders
покрит	gedek
покрит	bedek
бележка	nota
бележка	aantekeninge
мероприятия	gebeure
мероприятия	aktiwiteite
мероприятия	geleenthede
брод	brod
бронзови	brons
морган	morgan
пресата	pers
пресата	druk
пиетро	pietro
доброволно	vrywillige
доброволно	vrywillig
окото	oog
костенурки	waterskilpaaie
костенурки	skilpaaie
преса	pers
преса	druk
бета	beta
регистрация	registrasie
реймънд	raymond
мариана	marianna
мариана	mariana
сопот	sopot
ням	verdoof
