que	той
judío	жид
judío	жида
judío	єврей
abadía	абатство
vándalo	вандал
crédito	кредитний
crédito	кредитна
crédito	кредит
irak	ірак
irak	іраку
llevando	несуть
llevando	несе
llevando	везти
queen	цариці
queen	королева
queen	queen
queen	краля
queen	цариця
visitante	гостю
visitante	гість
visitante	відвідувач
visitante	відвідувачі
deberían	повинен
deberían	слід
deberían	повинно
deberían	should
operador	оператор
investigador	дослідників
investigador	дослідник
negociaciones	узгодження
negociaciones	перемовини
negociaciones	переговори
negociaciones	переговори
marítimo	морський
serrano	серрано
inclinación	нахил
inclinación	орбіти
físicas	фізика
físicas	фізична
físicas	фізичні
físicas	фізичне
federales	федеральний
federales	насамперед
judía	єврейський
judía	єврейська
judía	жид
judía	жида
judía	єврей
escritas	писав
escritas	записано
escritas	написано
escritas	записані
amante	коханець
wayne	вейн
holanda	нідерланди
holanda	нідерландах
holanda	нідерландів
holanda	голландії
holanda	голландія
stadium	стадіон
stadium	стедіум
arroz	рис
arroz	рису
dificultad	складності
dificultad	складність
dificultad	труднощі
sicilia	сицилії
dave	дейв
sustituido	замінено
sustituido	замінили
sustituido	замінила
secundario	вторинної
hilo	нитки
hilo	гілка
belga	бельгійські
belga	бельгійський
operativo	оперативного
operativo	оперативна
operativo	готовності
operativo	операційну
operativo	операційна
operativo	кооперативів
épocas	таймс
épocas	час
épocas	часи
épocas	times
terminado	завершено
terminado	завершені
terminado	виконано
terminado	завершено
terminado	завершені
terminado	закінчено
terminado	закінчиться
terminado	закінчив
propone	пропоную
propone	запропонувати
extensa	масштабний
extensa	масштабна
dragón	dragon
dragón	дракон
organizada	організований
organizada	організованого
organizada	організована
organizada	організовані
armamento	зброя
armamento	зброю
armamento	зброєю
profunda	глибока
profunda	deep
profunda	глибоко
profunda	глибокий
profunda	сильно
napoleón	наполеона
napoleón	наполеон
link	посиланням
link	посилання
link	link
link	лінк
recepción	прийом
parroquias	парафій
destacada	обрані
igualdad	рівність
igualdad	доходів
conductor	драйвер
conductor	водій
conductor	водія
conductor	диригент
conductor	провідник
orleans	орлеан
orleans	орлеан
krasnodar	краснодар
sabor	смак
sabor	аромат
síntomas	симптоми
detenido	затримала
detenido	заарештовано
detenido	затриманих
detenido	заарештовані
legión	легіон
golden	золотий
golden	голден
golden	золоті
golden	золоте
nominado	nominee
alcanzado	досягнуто
alcanzado	досягли
alcanzado	досягнув
alcanzado	досягла
alcanzado	досягнуто
alcanzado	досяг
licenciatura	холостяк
licenciatura	бакалавр
licenciatura	градус
licenciatura	ступінь
festivales	festival
festivales	фестиваль
festivales	фестивалів
elegidos	обраний
elegidos	вибрано
elegidos	вибрана
elegidos	вибране
elegidos	вибраний
elegidos	обраний
elegidos	обрання
vale	ясно
vale	ок
vale	гаразд
vale	добре
vale	долини
pabellón	павільйон
pabellón	палаті
christopher	крістофер
springer	springer
túnel	тунель
jason	джейсон
jason	ясон
missouri	міссурі
surge	вилазить
baviera	баварія
soberanía	суверенітет
soberanía	суверенітету
expertos	експерти
expertos	експертів
expertos	експертні
expertos	експерт
necesarios	необхідно
necesarios	необхідні
necesarios	необхідним
alaska	аляска
asesino	убивця
asesino	вбивця
asesino	убивця
asesino	вбивця
asesino	скоєні
permanece	remain
permanece	залишаються
tecnológico	технологія
tecnológico	технології
tecnológico	технологічних
tecnológico	технологічного
tecnológico	технічного
tecnológico	технологічний
prima	високоякісний
prima	преміум
prima	premium
prima	пріма
prima	кузен
manifestaciones	демонстрацій
manifestaciones	демонстрації
bolsa	мішок
bolsa	сумка
bolsa	гаманець
dedica	витрачає
dedica	присвятив
elegida	обраний
elegida	вибрано
elegida	вибрана
elegida	вибране
elegida	вибраний
elegida	обраний
elegida	обрання
masas	маси
masas	маса
masas	mass
paralelo	паралельний
paralelo	паралельні
paralelo	паралельно
empezar	запустити
empezar	розпочати
empezar	старт
empezar	запускати
empezar	початок
empezar	почати
empezar	початок
empezar	починаємо
demostrar	довести
demostrar	демонструють
demostrar	продемонстрували
demostrado	показана
demostrado	показані
demostrado	показано
demostrado	довів
demostrado	доводять
demostrado	довели
demostrado	доведено
demostrado	доведено
fragmentos	фрагменти
fragmentos	фрагменти
acuerdos	угода
acuerdos	угод
ballet	балет
wikimedia	wikimedia
moon	місяця
moon	місяць
moon	мун
moon	місячні
moon	супутник
viajar	подорож
viajar	подорожувати
viajar	подорожі
viajar	їзда
viajar	подорожує
viajar	подорож
viajar	traveling
viajar	подорожувати
toros	toros
toros	бики
crece	виростають
crece	рости
crece	вирощують
crece	ростуть
crece	росте
crece	зростати
crece	зростає
anuales	щорічно
anuales	річну
anuales	річна
anuales	щороку
anuales	річні
anuales	річний
diálogo	діалог
diálogo	діалог
lema	девіз
lema	слоган
lema	гасло
observa	спостерігати
diplomático	дипломати
diplomático	дипломатів
diplomático	дипломат
diplomático	дипломатичних
malasia	малайзії
malasia	малайзійський
adams	адамс
marinos	матроса
marinos	морська
socio	партнер
socio	напарник
socio	партнерські
lingüística	мовознавство
condesa	contessa
mencionar	згадую
mencionar	згадай
ross	рос
ross	росс
jerónimo	джеронімо
jerónimo	херонімо
jerónimo	джером
version	версія
identificación	ідентифікація
electricidad	електрику
electricidad	електрика
electricidad	електрики
electricidad	електроенергії
electricidad	електричний
electricidad	електрика
electricidad	електричний
sesiones	сеанси
tránsito	проходження
tránsito	навантаження
tránsito	пробки
tránsito	трафік
tránsito	рух
típica	типові
típica	типова
típica	типовий
robin	робін
atmósfera	атмосфера
atmósfera	атмосферні
atmósfera	атмосферний
pobladores	settlers
madonna	мадонна
explicar	пояснення
explicar	пояснюю
explicar	поясніть
explicar	пояснити
explicar	пояснення
colectivo	колектив
vacío	порожнім
vacío	порожнє
vacío	порожня
vacío	порожні
vacío	порожній
vacío	вакуум
requisitos	передумови
requisitos	вимоги
movie	фільм
movie	кіно
pontificia	папська
diana	діана
diana	даян
únicos	унікальний
únicos	унікальне
únicos	унікальні
elevada	високий
elevada	висока
elevada	значне
elevada	високе
elevada	високі
elevada	підвищеними
nieve	сніг
pares	вузол
pares	декларацій
pares	пари
pares	пар
pares	вузлів
pares	вузли
comunistas	комуністи
comunistas	комуністичний
comunistas	комуністична
colina	пагорб
colina	хілл
colina	hill
colina	гілл
cuerda	мотузку
cuerda	нитка
cuerda	мотузка
cuerda	мотузки
cuerda	рядок
espectáculos	спектаклі
espectáculos	розваги
espectáculos	entertainment
espectáculos	показує
señores	панове
señores	lords
señores	панів
aplica	реалізація
aplica	застосувати
aplica	стосується
aplica	застосовує
aplica	застосовується
promocional	рекламні
promocional	промо
chicas	дівчатка
chicas	дівчата
jane	джейн
sentimientos	почуттів
sentimientos	почуття
relacionada	схожі
aparato	техніка
aparato	приналежність
aparato	апарат
eschmeyer	eschmeyer
variables	змінну
variables	змінної
variables	змінна
variables	змінні
project	project
project	проект
poderoso	могутній
poderoso	міць
poderoso	могутні
poderoso	потужний
poderoso	потужно
nacionalista	націоналістична
nacionalista	націоналістичну
combates	combat
combates	бійця
combates	комбат
combates	бойове
combates	бійцівський
combates	боротьба
combates	боротьбі
combates	боротись
combates	бойовий
combates	бійка
alcanzando	нормальної
provisional	тимчасовий
funda	заснував
funda	засновано
jeff	джефф
barón	барон
salinas	салін
salinas	салінас
venganza	розплата
venganza	помста
venganza	помсти
venganza	помста
sajonia	саксонія
official	офіційні
official	офіційна
official	офіційний
official	офіційне
exitosa	успішно
exitosa	успішне
exitosa	вдало
exitosa	успішний
exitosa	вдалась
clínica	поліклініка
clínica	клініка
clínica	клінічних
harvard	гарварду
observación	спостереження
observación	спостереження
explosión	вибух
explosión	вибухом
explosión	вибух
bruno	брюс
bruno	бруно
armado	озброєний
armado	озброєні
armado	збройних
acusado	обвинувачений
acusado	звинуватили
acusado	звинуватив
acusado	відповідач
mínima	мінімальна
mínima	мінімальний
mínima	мінімум
mínima	мінімально
mínima	мінімальне
mínima	мінімальна
mínima	мінімальне
renovación	реконструкція
diosa	богиня
acepta	приймає
acepta	підтвердити
acepta	прийняти
acepta	прийміть
acepta	приймаємо
acepta	погодитися
acepta	приймаю
metropolitano	metropolitan
ventana	вікон
ventana	windows
ventana	вікна
ventana	вікно
rusos	російська
rusos	російською
rusos	російську
rusos	руські
rusos	росіян
rusos	росіяни
reservas	замовлення
reservas	посередників
reservas	бронювання
reservas	бронювання
reservas	розкладка
variaciones	варіації
variaciones	варіанти
lluvias	дощі
lluvias	опадами
lluvias	дощ
ventanas	вікон
ventanas	windows
ventanas	вікна
sat	сб
sat	сидячи
sat	сіли
sat	сидів
sat	sat
rojos	червоні
beneficio	прибуток
beneficio	користь
visitar	відвідання
visitar	візит
visitar	завітати
visitar	відвідайте
visitar	відвідування
visitar	відвідати
herencia	спадщина
herencia	застаріла
herencia	спадок
herencia	успадкувати
herencia	успадкування
gijón	хіхон
juntas	разом
aeronaves	літак
aeronaves	літаків
aeronaves	авіаційна
madagascar	мадагаскар
extremos	завершується
extremos	завершує
extremos	закінчується
plato	блюдо
plato	страва
plato	плита
plato	тарілка
plato	платон
eugenio	еудженіо
eugenio	ежен
eugenio	євген
eugenio	юджин
eugenio	євгеній
claude	клод
dir	dir
añade	додавання
añade	додавати
añade	додати
añade	додає
instrumental	інструментальний
gravedad	гравітація
gravedad	тяжіння
gravedad	важливість
competir	змагатися
competir	конкуруючих
ferrocarriles	залізниця
ferrocarriles	залізниці
ferrocarriles	залізнична
ferrocarriles	залізниця
planos	креслень
planos	плани
planos	літаки
planos	летять
líquido	рідина
líquido	рідкий
líquido	рідини
líquido	рідина
pozo	глибині
pozo	ямі
pozo	добре
pozo	well
pozo	ну
pozo	імхо
plataformas	платформи
plataformas	платформи
plataformas	платформу
plataformas	платформа
jonathan	джонатан
pecho	груди
pecho	грудне
pecho	груди
pecho	грудей
explicación	пояснення
explicación	пояснюю
explicación	пояснення
explicación	пояснення
conclusión	завершення
conclusión	доповнення
conclusión	висновки
prestigio	авторитет
campesinos	селянська
campesinos	селяни
campesinos	фермери
campesinos	фермерів
campesinos	селяни
campesinos	селяни
kelly	келлі
story	публікації
story	історія
story	сюжет
story	розповідь
story	публікація
aumenta	збільшити
aumenta	підвищити
aumenta	підвищує
aumenta	збільшується
aumenta	збільшує
aumenta	зростає
biblia	біблія
seria	серйозне
seria	серйозно
seria	серйозні
seria	серйозна
seria	серйозний
antología	антологія
inspiración	натхнення
negativa	відмову
negativa	негативний
negativa	негативне
negativa	негативна
negativa	негатив
negativa	негативні
impresión	друк
impresión	надрукувати
impresión	друкувати
impresión	друку
impresión	друк
impresión	враження
fría	холодні
fría	холодна
fría	холод
fría	холодно
fría	холодний
diseños	designs
teléfono	телефон
teléfono	телефон
teléfono	телефоном
pío	пій
ideología	ідеологія
ideología	ідеологічна
costumbre	власний
costumbre	особлива
costumbre	нетипові
costumbre	індивідуально
costumbre	нетиповий
básicos	основи
básicos	базові
básicos	базове
básicos	основні
básicos	базовий
básicos	основний
patricia	патриція
georges	жорж
cómic	comics
cómic	комікси
cómic	комікс
cómic	comic
cómic	комікс
ball	кулька
ball	бал
logros	досягнення
logros	поставлені
logros	досягнення
comprar	купити
comprar	придбати
comprar	покупка
comprar	придбання
comprar	покупку
comprar	купити
comprar	придбати
comprar	купівлю
comprar	купівля
comprar	купувати
enterrado	похований
enterrado	поховані
herido	поранений
herido	поранених
herido	поранені
herido	поранений
herido	боляче
formados	сформована
formados	оформлено
formados	сформовано
cubierto	розібралися
cubierto	покрита
mental	психічний
mental	психічно
mental	душевно
mental	розумово
franz	франц
polémica	фасаді
polémica	спір
crónicas	хронічне
crónicas	хроніки
principado	рашки
principado	князівство
alegre	веселі
alegre	радісного
alegre	весела
alegre	радісним
alegre	меррі
alegre	веселого
alegre	веселою
relativa	відносно
relativa	відносна
relativa	відносний
suelos	виноробстві
suelos	поверхи
suelos	поверхів
suelos	ґрунту
suelos	ґрунт
suelos	земля
parecía	здалося
parecía	здавалося
unida	united
unida	юнайтед
consiguiendo	отримання
consiguiendo	розм
recurso	виконавця
recurso	ресурсу
recurso	ресурс
recurso	виконавець
recurso	ресурси
rubio	блондинка
rubio	білявка
rubio	світле
rubio	рубіо
financiera	фінанси
financiera	фінансові
financiera	фінансова
méndez	мендес
vela	свічка
vela	вела
creek	крік
creek	струмок
chávez	чавес
voleibol	волейбол
conjuntos	набори
conjuntos	встановлює
conjuntos	заходить
demuestra	демонструє
competencias	навички
competencias	уміння
competencias	навики
competencias	конкурсів
competencias	змагань
competencias	змагання
competencias	компетенція
talla	розмір
vistas	перегляд
vistas	вигляд
vistas	view
vistas	вид
vistas	переглянути
vistas	переглядів
vistas	погляди
vistas	перегляди
bafta	bafta
experiencias	обставинах
experiencias	враження
experiencias	досвід
austin	остін
giras	тури
giras	турів
giras	турне
sesenta	шістдесят
cannes	канни
litoral	приморська
litoral	берегова
litoral	узбережжя
litoral	берег
fases	етапів
fases	фази
fases	стадії
fases	діях
orgánica	органічні
orgánica	органічне
franja	stripe
franja	стрічки
fundamentales	основне
fundamentales	фундаментальні
fundamentales	засади
fundamentales	основи
piensa	думаю
piensa	think
piensa	думайте
piensa	згадай
piensa	подумайте
piensa	думає
piensa	вважає
piensa	гадає
carbón	вугілля
carbón	карбон
carbón	крейдою
mozart	моцарта
mozart	моцарт
set	комплект
set	встановити
set	набір
set	встановлено
set	множина
sufre	страждати
sufre	страждає
vocales	vocals
vocales	голосні
vocales	вокальний
vocales	вокал
perdidos	втрачений
perdidos	програв
perdidos	lost
pesado	heavy
pesado	важкий
pesado	сильний
sorpresa	здивувати
sorpresa	здивування
sorpresa	сюрприз
sorpresa	несподіванка
cruce	перехресті
cruce	перетин
cruce	перехрестя
cruce	хрест
cruce	хрестик
cruce	крос
descendencia	спуск
descendencia	нащадки
descendencia	ембріон
descendencia	offspring
infantiles	дитиною
yacimientos	скидає
bárbara	барбара
romance	романтика
escuadrón	ескадрильї
escuadrón	відділення
escuadrón	загін
brasileña	бразильська
oxígeno	киснем
oxígeno	кисень
distinto	different
distinto	інше
distinto	різні
distinto	різних
distinto	відмінні
jueves	четвер
cráter	кратер
distinción	судження
abandonado	покинуті
abandonado	відмовилися
abandonado	самотніх
nominación	номінації
instancia	примірник
instancia	екземпляр
reuniones	зустрічей
reuniones	зустрічі
reuniones	засідання
reuniones	нарада
reuniones	зустрічі
reuniones	зустріч
mármol	marble
mármol	мармур
instrucciones	напрямки
instrucciones	інструкції
instrucciones	настанови
instrucciones	вказівки
tengan	маю
tengan	маєш
tengan	have
pascual	паскуаль
matemática	математична
matemática	математичних
matemática	математичний
matemática	математичні
matemática	математика
matemática	математика
matemática	математичний
matemática	математичні
matemática	математики
muralla	стіну
muralla	стіна
muralla	стіні
edition	редакція
edition	видання
cura	священик
cura	лікують
cura	вакцина
cura	вилікувати
cura	лікує
cura	лікувати
disolución	розійшлась
disolución	розчин
disolución	вирішення
vivía	жили
vivía	жила
vivía	жив
hispano	hispano
milenio	тисячоліття
ligero	світлі
ligero	світле
ligero	light
ligero	світло
ligero	світлий
ligero	невеликими
ligero	легке
ligero	легке
ligero	легкого
sagrado	святе
sagrado	священна
sagrado	священні
empresarios	підприємців
empresarios	роботодавців
empresarios	бізнесмени
húngaro	угорська
húngaro	угорський
matriz	масиву
matriz	масив
matriz	масиві
matriz	матриця
matriz	матриці
sara	сара
sara	сара
marshall	маршалл
marshall	маршал
sebastian	себастьян
pase	перевал
pase	передати
pase	проїхати
wilhelm	вільгельм
coordinación	координації
coordinación	координацію
coordinación	комплексні
coordinación	координаційної
coordinación	координація
perteneció	належали
perteneció	належав
condenado	засуджений
condenado	засуджений
condenado	засуджений
condenado	засудили
condenado	приречені
condenado	приречений
caliente	гаряча
caliente	hot
caliente	гарячий
caliente	гаряче
caliente	гарячі
caliente	тепло
caliente	теплі
caliente	тепла
reúne	збирає
represión	репресії
represión	придушення
deciden	вирішувати
deciden	вирішуйте
deciden	вирішити
deciden	визначитися
hembras	самиць
hembras	жіноча
hembras	жіночий
hembras	самка
hembras	жінка
demográfica	демографічні
corredor	runner
corredor	біг
corredor	брокер
corredor	коридор
corredor	коридору
radiación	радіація
radiación	випромінювання
radiación	радіації
rostro	обличчя
rostro	обличчям
rostro	face
baker	бейкер
baker	пекар
bad	bad
bad	погана
bad	погано
bad	погане
mexico	мексики
mexico	мексиці
mexico	мексика
tito	тіто
tito	тит
point	точка
point	точку
point	point
corporation	корпорація
estética	естетика
estética	косметика
estética	естетична
visitas	відвідувачів
visitas	відвідувачі
visitas	відвідувань
visitas	відвідування
visitas	відвідати
otto	отто
condes	становитиме
condes	рахує
colonos	колоністів
colonos	settlers
configuración	налаштуваннях
configuración	налаштування
configuración	параметри
configuración	налаштувати
configuración	налаштування
configuración	конфігурація
configuración	налаштування
boda	весілля
ganados	заробив
ganados	переміг
ganados	виграв
ganados	вон
ganados	виграли
mecanismos	механізми
entrantes	вхідна
entrantes	вхідний
entrantes	вхідні
entrantes	стріляють
renunció	здалися
renunció	звільнився
trasladado	зворушений
trasladado	переїхала
trasladado	переїхали
trasladado	переїхав
trasladado	перенесені
trasladado	перевели
trasladado	впорядковувати
construidos	побудовано
construidos	побудували
construidos	зібрано
construidos	побудовано
construidos	проведена
gen	ген
gen	джин
gen	ґен
lleno	переповнений
lleno	повна
lleno	повний
lleno	повне
lleno	зібралася
lleno	заповнений
colaborador	співпрацю
colaborador	співпрацює
colaborador	співавтора
colaborador	внески
sentencia	вирок
sentencia	причому
sentencia	суд
sentencia	речення
sentencia	вирок
varones	самці
congregación	прихожан
congregación	згромадження
abandono	відмовитися
abandono	тривалості
clasificados	оголошення
clasificados	класифікованих
trazado	компонування
trazado	розкладка
kennedy	кеннеді
subsp	subsp
defensores	захисникам
defensores	захисників
defensores	пропагує
financiero	фінанси
financiero	фінансові
financiero	фінансова
financiero	фінансист
comentó	прокоментувала
comentó	прокоментував
gay	геї
gay	голубий
gay	гей
check	перевірити
check	перевірте
sueños	сни
sueños	снів
sueños	мрій
sueños	мрії
sueños	dreams
anualmente	щорічно
anualmente	щороку
anualmente	річну
anualmente	річна
anualmente	щороку
anualmente	річні
anualmente	річний
asentamientos	розрахунків
lector	reader
lector	читач
básicamente	принципово
básicamente	коротше
puntuación	оцінок
puntuación	оцінювання
puntuación	пунктуація
puntuación	рахунок
puntuación	результат
puntuación	оцінка
puntuación	рахунку
conducta	поведінка
conducta	поведінка
conducta	здійсненні
conducta	проведемо
ángulo	кут
oral	оральний
básico	основи
básico	базові
básico	базове
básico	основні
básico	базовий
básico	основний
precisión	точність
precisión	точність
protegido	захищений
protegido	захищена
protegido	захищено
recomienda	рекомендує
recomienda	порадити
recomienda	рекомендувати
recomienda	рекомендовано
recomienda	рекомендовані
recomienda	рекомендується
recomienda	рекомендований
socialistas	соціалістів
socialistas	соціалістична
postura	стійка
postura	поза
sarah	сара
socios	партнери
socios	колегам
socios	спільників
oración	молитву
oración	молитви
oración	молитва
arteria	артерія
pri	при
protegidas	захищений
protegidas	захищена
protegidas	захищено
amazonas	амазонки
amazonas	amazon
amazonas	амазон
amazonas	амазонас
visible	видима
visible	видимий
visible	видно
visible	видимі
grant	грант
grant	надати
templos	храмів
templos	храми
templos	храму
templos	храм
anfibios	амфібій
anfibios	земноводні
anfibios	amphibians
islam	іслам
adyacentes	сусіднього
adyacentes	сусідню
geográfico	географічні
geográfico	географічне
geográfico	географічні
geográfico	географічний
geográfico	географічне
misiles	ракет
misiles	ракети
misiles	ракета
tejido	плетіння
tejido	тканину
tejido	тканина
tejido	тканина
tejido	злиття
tejido	відкатів
aprobado	підтверджено
aprobado	затверджено
establecida	встановлено
establecida	подальшому
establecida	заснований
studios	studios
apodo	псевдонім
apodo	прізвисько
emergencia	надзвичайні
emergencia	аварійні
emergencia	швидка
intérprete	інтерпретатор
intérprete	виконавець
canta	співають
canta	співай
canta	співаю
canta	співає
constantemente	постійно
constantemente	стабільно
limitado	обмежені
limitado	обмежений
limitado	обмежена
nombrada	названий
nombrada	назвали
nombrada	названо
enviar	надіслати
enviar	відправити
enviar	надсилати
enviar	відіслати
enviar	надсилання
enviar	надіслати
enviar	відправка
enviar	подати
soul	душу
soul	душа
soul	soul
soul	душею
intendente	мер
intendente	мера
intendente	майор
intendente	бальї
preguntas	запитань
preguntas	питань
preguntas	вопросы
preguntas	запитання
preguntas	питання
oscura	темні
oscura	темна
oscura	темний
oscura	темне
oscura	темно
oscura	незрозуміле
wwe	wwe
memorial	меморіал
humanas	людина
humanas	людський
estadios	стадіонів
estadios	арени
vigilancia	спокій
vigilancia	спостереження
vigilancia	моніторинг
planificación	планування
bibliotecarios	бібліотекар
montreal	монреаль
barrera	баррера
aprender	навчання
aprender	дізнатися
aprender	вчити
aprender	вчитись
aprender	навчитися
actualización	оновлено
actualización	оновлений
actualización	оновлені
actualización	оновити
actualización	оновлювати
actualización	оновити
actualización	оновлення
actualización	оновлення
actualización	оновлюється
estatura	статури
estatura	висота
tarjetas	карт
tarjetas	карти
tarjetas	карток
tarjetas	картки
tarjetas	картка
tarjetas	картку
pakistán	пакистану
pakistán	пакистан
catalunya	catalunya
catalunya	каталонії
baby	немовля
baby	малятко
baby	дитина
imprenta	друку
imprenta	друк
tesoro	скарб
tesoro	скарбниця
olímpica	олімпіади
olímpica	олімпійська
olímpica	олімпійський
olímpica	олімпійські
macedonia	македонія
macedonia	македонії
ali	алі
pianista	піаніст
facilitar	сприяти
bits	біт
bits	біти
bits	бітів
bits	біт
patrona	відвідувач
patrona	покровитель
presidenciales	президентський
presidenciales	президента
maestra	викладач
maestra	вчителю
maestra	вчитель
maestra	учитель
maestra	вчителька
sancho	санчо
continuo	континуум
continuo	продовження
continuo	тривале
continuo	продовжив
continuo	продовжували
continuo	продовжується
continuo	продовжила
vecino	сусід
vecino	сусід
exploración	скаутинг
exploración	побувати
exploración	дослідження
exploración	подібній
consejos	поради
consejos	підказки
consejos	порада
consejos	пораду
consejos	поради
parámetros	параметр
parámetros	параметри
legado	застаріла
legado	спадок
chicos	хлопчики
chicos	хлопці
guitarras	гітар
componente	установчі
componente	компонент
componente	компонента
corrupción	пошкоджений
corrupción	корупція
externa	зовнішнє
externa	зовнішні
externa	зовнішній
externa	зовнішня
ebro	ебро
us$	us$
vegetales	овочі
vegetales	овочеві
vegetales	овочі
lawrence	лоуренс
dragon	dragon
dragon	дракон
séptima	сьомому
séptima	сьомий
séptima	сьома
signo	підписати
signo	знак
espejo	дзеркало
finalidad	мета
iso	iso
sinfonía	симфонічний
sinfonía	симфонія
virtud	поведінка
teclado	клавіатур
teclado	клавіатуру
teclado	клавіатура
teclado	клавіатури
matemático	математична
matemático	математичних
matemático	математичний
matemático	математичні
matemático	математика
matemático	математик
feliz	щаслива
feliz	щасливі
feliz	щасливе
feliz	щасливий
feliz	щасливим
recoge	збирає
mapas	карти
mapas	мапи
mapas	картах
mapas	карта
mapas	мапа
molecular	молекулярна
cúpula	купол
ciudadano	житель
ciudadano	громадянин
concretamente	спеціально
concretamente	конкретно
cónsul	консул
existir	існують
existir	існує
protocolo	протокол
malvinas	фолклендські
dallas	даллас
capturado	полон
capturado	спіймав
capturado	захопили
capturado	захоплені
cerrada	заблоковано
cerrada	зафіксовано
cerrada	закрита
cerrada	закрито
cerrada	закриті
cerrada	зачинено
huesca	уеска
célebre	святкували
célebre	відзначається
célebre	вітали
batman	бетмен
continuidad	неперервність
hablando	говоримо
hablando	говорили
hablando	говорячи
hablando	speaking
asesor	радник
asesor	консультант
asesor	консультантом
asesor	радник
asesor	радника
restaurante	ресторан
tanques	танк
tanques	танки
tanques	танків
informes	звітності
informes	звітування
informes	звітів
informes	звіти
misterio	mystery
misterio	таємниця
misterio	загадка
misterio	таїнства
harris	гарріс
harris	харріс
division	ділення
division	дивізіон
division	поділ
expresa	виражає
expresa	express
expresa	експрес
planetas	планети
proteína	білок
proteína	білки
sexuales	сексуальний
sexuales	сексуальної
sexuales	статевий
sexuales	сексуальне
sexuales	стать
sexuales	секс
sexuales	sex
espalda	back
espalda	назад
espalda	ззаду
espalda	повернулася
espalda	спина
espalda	спиною
postal	листівка
postal	поштова
postal	поштовий
postal	поштові
signos	знаки
signos	написи
administrador	адміністрування
administrador	адмін
administrador	адміністратор
administrador	адміністратор
administrador	адміністратора
administrador	адміністратором
administrador	керівник
administrador	менеджер
noches	ночі
noches	ночей
noches	ночі
noches	ніч
estrecha	вузький
estrecha	вузькі
extraño	одд
extraño	дивно
extraño	дивним
extraño	дивний
extraño	дивна
extraño	дивне
extraño	дивно
extraño	дивний
extraño	дивна
extraño	дивним
extraño	дивно
extraño	дивні
extraño	міс
extraño	незнайомця
tratando	спроби
tratando	намагаючись
vigo	віго
venus	венера
determinada	рішуче
hamilton	гамільтон
escaños	місця
escaños	сидіння
cirugía	хірургія
cirugía	хірургічний
chinos	китайською
chinos	китайські
chinos	китайська
chinos	китайці
chinos	китайський
segmento	сегмент
segmento	відрізок
destruido	знищені
destruido	знищено
destruido	зруйновано
destruido	знищили
ayudante	помічники
ayudante	помічника
ayudante	помічник
ayudante	помічник
ayudante	депутат
ayudante	заступник
servidor	сервер
servidor	сервера
portero	швейцар
portero	прибиральниця
portero	воротар
portero	портер
característico	характеристика
latin	латинська
latin	латинської
latin	латинські
escasa	рідше
escasa	розріджена
aplicar	застосувати
perfectamente	ідеально
diablo	диявол
diablo	біс
diablo	diablo
repertorio	репертуар
repertorio	репертуарний
viviendo	живі
java	java
java	ява
transferencia	трансфер
transferencia	перенесення
quinteto	квінтет
reconocer	підтвердити
reconocer	впізнав
reconocer	впізнала
reconocer	впізнати
reconocer	визнає
reconocer	впізнали
more	більше
intérpretes	виконавців
intérpretes	усного
intérpretes	інтерпретатор
llena	повна
llena	повний
llena	повне
llena	наповнюється
llena	заповнює
llena	заповнення
llena	заповнювати
llena	заповнити
jueces	судді
jueces	суддів
alcohol	алкоголь
alcohol	рому
alcohol	алкоголю
alcohol	алкоголь
alcohol	спирт
cubano	кубинський
rodeado	оточують
rodeado	оточили
beatriz	беатріс
beatriz	беатріс
beatriz	беатріс
destacadas	найважливіше
destacadas	підсвічування
destacadas	найголовніше
destacadas	обрані
estable	стабільна
estable	стійкий
inspirado	натхненно
inspirado	надихали
entera	ціла
entera	ціле
entera	цілу
entera	цілий
entera	ціла
subir	вивантаження
subir	сходження
subir	лазити
subir	підйом
subir	лізти
urbanos	урбан
urbanos	міський
concesión	виголосив
concesión	надання
arqueología	археологія
iniciales	початкова
iniciales	початковий
iniciales	початкове
iniciales	ініціали
alimento	харчування
alimento	їжа
alimento	подача
alimento	годувати
alimento	стрічці
alimento	стрічка
alimento	подачу
corre	мчить
corre	бігає
corre	запускає
corre	запускати
corre	запустити
corre	run
corre	виконати
praga	прага
tigre	tiger
tigre	тигр
linux	linux
light	світлі
light	світле
light	light
light	світло
light	світлий
protesta	протест
educativo	освітня
educativo	навчальна
educativo	освітні
educativo	навчальних
ochenta	вісімдесят
detener	стоп
detener	припинити
detener	зупинки
detener	зупинити
detener	зупинка
detener	зупинитись
detener	відмінити
detener	зупинка
genética	генетичний
genética	генетика
responde	відповісти
responde	реагує
lyon	ліон
lyon	лайонс
palo	палицю
palo	дотримуються
palo	пало
varía	вари
varía	різною
varía	змінюється
cat	кіт
cat	кішка
ondas	хвилі
ondas	хвилями
sufrido	страждав
sufrido	зазнали
sufrido	зазнав
protestas	протест
protestas	протести
contratado	заразився
contratado	найняв
manteniendo	супровід
geográficos	географічні
geográficos	географічне
geográficos	географічні
geográficos	географічний
geográficos	географічне
abundante	надлишку
digitales	цифрове
digitales	digital
digitales	цифрова
digitales	цифровий
conservatorio	консерваторія
conservatorio	консерваторія
correcta	виправте
correcta	виправити
correcta	правильна
correcta	правильний
patricio	патрік
patricio	патрісіо
colonización	колонізація
islandia	ісландія
islandia	ісландії
islandia	ісландська
