年	aasta
染色	värvaine
話題	teema
行業	industries
行業	tööstus
行業	tööstuse
行業	tootmisharu
孤立	eraldatus
孤立	eraldamine
孤立	isolatsioon
孤立	isolatsiooni
孤立	isoleerida
孤立	isoleeritud
孤立	eraldatud
詞彙	sõnastik
詞彙	sõnavara
售出	müüdud
飯	riis
飯	eine
飯	jahu
危害	ohud
危害	oht
危害	ohu
肖像	portree
肖像	portreed
憤怒	viha
憤怒	vihane
憤怒	raev
旗幟	banner
旗幟	lipp
旗幟	lipu
旗幟	lipud
巡洋艦	ristleja
間接	kaudsed
間接	kaudne
間接	kaudselt
長崎	nagasaki
負面	negatiivne
負面	negatiivsed
適應	kohanemine
適應	kohandamine
適應	kohandus
適應	kohanemine
關心	hoolitsev
關心	hooliv
關心	hooli
早晨	hommik
神學	teoloogia
訴訟	kohtuasju
水道	akvedukt
水道	veetee
水道	veeteede
水道	vooluveekogu
水道	vooluveekogude
餐	eine
餐	jahu
餐	sööki
現代化	moderniseerimine
現代化	tänapäeva
現代化	moodne
現代化	kaasaegne
現代化	moderniseerimine
現代化	moderniseerimise
後裔	järglane
後裔	järeltulija
後裔	järglased
累計	kogunenud
累計	kumulatiivne
堪薩斯州	kansas
堪薩斯州	kansases
樺	kask
旅程	rännak
旅程	teekond
旅程	reis
公墓	kalmistu
公墓	surnuaed
公墓	surnuaeda
相互作用	suhtlemine
相互作用	koostoime
船舶	laeva
船舶	laev
船舶	laevu
船舶	laevad
漢堡	burger
漢堡	hamburgi
嬰兒	kallis
嬰兒	beebi
嬰兒	imiku
嬰兒	imik
帆船	purjeka
帆船	purjetama
毀滅	hävita
毀滅	hävitamine
毀滅	hävitada
毀滅	hävitamine
客棧	kõrtsi
客棧	kõrtsis
客棧	kõrts
客棧	inn
客棧	hostel
讀書	lugemine
讀書	lugemist
勇敢	vapper
勇敢	vaprad
勇敢	vapp
中西部	midwest
選票	hääli
選票	hääled
選票	sedeleid
入場	sissepääs
入場	sisenemine
科目	teemasid
科目	alamad
科目	teemad
週末	nädalavahetustel
週末	weekend
週末	nädalavahetusel
週末	nädalavahetus
週末	nädalalõpp
董事會	juhatuse
董事會	juhatus
時常	sageli
時常	tihtipeale
時常	tihti
赫爾	kere
接力	relee
水庫	tamm
水庫	veehoidla
收益	tulud
收益	tulu
隨機	suvaline
隨機	juhuslik
新興	tekkivate
投訴	kaebused
投訴	kaebus
認知	kognitiivne
博覽會	expo
佔據	okupeerida
見習	praktikant
準確	täpne
準確	täpsed
山頂	mäeots
山頂	tipp
製造商	tootjad
製造商	valmistaja
製造商	tootja
陸地	maapealse
陸地	maapealne
陸地	maa
陸地	maad
陸地	land
金錢	raha
海德堡	heidelbergi
亮度	heledus
亮度	heleduse
提早	early
提早	vara
提早	varajane
提早	varajased
提早	varane
會計	arvepidamine
會計	raamatupidamine
會計	arvestus
會計	raamatupidaja
襪	sokid
派對	party
派對	pidu
派對	erakond
派對	peole
灌溉	niisutus
國土	kodumaa
導師	mentor
包裝	pakend
包裝	pakett
包裝	pakk
包裝	pakend
包裝	pakendamine
包裝	pakkimine
包裝	wrap
義務	kohustused
義務	kohustus
煙	sigareti
煙	suitsu
煙	sigaret
煙	suitsu
煙	suits
煙	sigaretid
鑽	puurimine
鑽	puur
鑽	puuri
鑽	õppus
情景	stsenaariumide
情景	stsenaariumid
情景	stsenaarium
想像	kujutlusvõime
想像	kujutlus
想像	kujutle
傳輸	edastamine
傳輸	ülekanne
傳輸	edastus
揭露	paljastavad
揭露	paljastada
揭露	paljastada
樹林	mets
樹林	woods
節奏	tempo
節奏	rütmi
節奏	rütm
醉	purjus
醉	joodik
陣容	rivistus
民俗	rahvas
民俗	folkloor
多媒體	multimeedia
中毒	mürgitus
中毒	mürgitatud
瞬間	hetki
瞬間	hetked
瞬間	kohene
阿曼	omaan
郵政	postitust
郵政	post
郵政	postitus
解析	analüütiline
秋田	akita
繪製	joonistada
繪製	loosimine
繪製	viik
繪製	tõmbab
偵測	avastamise
偵測	tuvastamine
偵測	avastamine
差別	vahe
差別	erinevus
籌備	valmistamine
籌備	ettevalmistamine
籌備	ettevalmistus
籌備	ettevalmistused
籌備	preparaadid
獎牌	medal
獎牌	medalid
新娘	pruut
疏散	evakueerida
疏散	evakueerimine
隼	falcon
化身	avatar
欣賞	imetlen
出版物	trükised
出版物	väljaanded
出版物	väljaannete
出版物	avaldamine
表彰	tunnustamine
表彰	tunnustus
表彰	kajastamine
鼓手	trummar
安哥拉	angola
陶瓷	keraamilised
陶瓷	keraamika
陶瓷	keraamika
抵制	vastupidavus
抵制	resistentsus
抵制	vastupanuliikumine
抵制	vastupanu
抵制	boikoteerida
容器	konteiner
容器	mahuti
容器	konteinerid
容器	konteinerite
容器	mahutid
相應	vastav
芙蓉	flo
目的地	sihtkoht
目的地	sihtkohad
咒	loits
咒	loitsu
咒	õigekirja
咒	needus
滑冰	uisutama
和解	leppimise
手持	pihuarvuti
白俄羅斯	valgevene
成份	koostisosa
成份	koostisosad
成份	koostisained
入學	õppurite
詹姆士	james
詢問	päringud
詢問	päringuid
詢問	päringu
詢問	päring
詢問	uurimised
詢問	uurimine
詢問	uurimiste
敢	julge
敢	julged
淚	pisar
淚	pisarad
別名	varjunimi
別名	alias
釣魚	kalandus
釣魚	kalapüük
釣魚	püük
削弱	nõrgenenud
削弱	nõrgestatud
削弱	nõrgendada
披露	avalikustamine
披露	avalikustamine
識別	identifitseerimine
識別	tuvastamine
識別	identifitseerimise
自行車	rattasõit
自行車	ratas
自行車	jalgratas
自行車	ratta
自行車	jalgratas
細節	detailid
細節	üksikasjad
細節	detaili
細節	detail
細節	üksikasjad
賠償	hüvitis
賠償	hüvitamine
滑雪	suusa
滑雪	suusatama
常數	pidev
常數	konstandid
摩托	mootorratas
摩托	mootorratta
摩托	moto
家用	kodumajapidamises
家用	leibkonna
家用	riigisisesed
家用	kodumaine
罪犯	kurjategija
罪犯	kuritegelik
罪犯	kriminaalne
罪犯	kriminaal
罪犯	kurjategijad
罪犯	kurjategija
導彈	raketid
導彈	rakett
協商	konsultatsioonid
協商	konsulteerimine
協商	konsultatsioonid
電梯	tõsta
電梯	lift
電梯	tõste
電梯	lift
操縱	manipuleerida
操縱	manipuleerimine
非正式	mitteametlikult
非正式	mitteametlikult
蛾	koi
困	unine
王妃	printsess
不當	kohatu
不當	sobimatu
不當	ebasobiv
心情	reaktsioonid
心情	meeleolu
心情	tuju
沙皇	tsaar
沙皇	tsaari
弧	kaar
帥	nägus
武漢	wuhan
語法	grammatika
語法	süntaksi
橄欖球	jalgpall
橄欖球	ragbi
罐	purk
罐	purki
罐	purgi
罐	jar
星際	tähtedevahelise
流放	pagenduse
流放	pagendatud
流放	pagendus
農場	talu
農場	farm
農場	põllumajandusettevõtete
寶石	kalliskivi
寶石	juveel
寶石	gem
拿破崙	napoleoni
拿破崙	napoleon
存活	ellujäämise
存活	ellujäämine
宣誓	vannutatud
宣誓	vandunud
宣誓	vanne
生理	füsioloogiline
生理	füsioloogia
丹尼爾	daniel
現金	sularaha
現金	cash
咬	amps
咬	hammustus
咬	hammusta
火炬	tõrvik
低音	bass
八卦	kuulujutte
勸	veenmine
車道	lane
車道	sissesõidutee
跳水	sukeldumine
跳水	sukelduda
格鬥	võitlemine
格鬥	võitlus
巨型	hiiglane
巨型	hiiglaslik
增援	abiväed
增援	tugevdamine
頭髮	karvad
頭髮	soeng
頭髮	juuksed
和尚	monk
和尚	munk
和尚	mungad
整修	renoveerimise
整修	renoveerimine
罕見	harv
罕見	harva
罕見	haruldased
罕見	haruldane
家長	vanemad
家長	lapsevanemad
家長	vanem
家長	lapsevanem
集團軍	armee
集團軍	sõjavägi
司長	direktor
司長	režissöör
司長	lavastaja
玉米	mais
約瑟夫	joseph
約瑟夫	joosep
核定	heakskiidetud
西門	simon
泵	pumba
泵	pump
泵	pumpa
泵	pumbad
長江	jangtse
辯論	arutelu
辯論	debatt
辯論	arutelud
討厭	vihkamine
剩餘	jääk
剩餘	jäänud
剩餘	ülejääk
搭檔	partner
搭檔	paarimees
夜晚	ööd
夜晚	õhtud
夜晚	õhtu
夜晚	öö
夜晚	ööd
法師	maag
補助	toetus
補助	subsiidiumid
補助	toetused
轉型	ülemineku
轉型	üleminek
轉型	ümberkujundamine
轉型	muutumine
負擔	koormus
負擔	koorem
信託	usalda
信託	usaldus
信託	usaldust
信託	usaldab
關聯	korrelatsiooni
關聯	korrelatsioon
躍	hüpe
不便	ebamugav
作物	põllukultuurid
作物	kultuurid
作物	kärpimine
檢察官	prokuröride
檢察官	prokurör
檢察官	süüdistaja
桌面	lauaarvutid
桌面	töölaua
桌面	töölaud
歧視	diskrimineerimine
芽	pungad
芽	bud
跳舞	tantsu
跳舞	tants
跳舞	tantsi
跳舞	tantsida
跳舞	tantsimine
疫苗	vaktsiinid
疫苗	vaktsiini
疫苗	vaktsiin
干擾	sekkumine
精度	täpsus
精度	täpsusega
精度	täpsust
精度	täpsus
精度	täpsust
精度	täpsuse
講師	lektor
講師	õppejõud
講師	dotsent
恭喜	õnnitlused
恭喜	õnnitlused
終點站	terminal
終點站	terminali
粘	kleepuv
酒精	alkohol
酒精	alkoholi
傘	vihmavari
法規	põhikiri
追擊	jälitamine
追擊	tagaajamine
單車	rattasõit
單車	ratas
單車	jalgratas
單車	ratta
單車	jalgratas
景觀	maastikud
景觀	maastik
景觀	maastiku
本田	honda
控制器	kontroller
推力	tõukejõu
限量	piiratud
限量	limited
犧牲	ohverdusi
實質	olemus
實質	aine
實質	ainet
公約	konventsioonid
午夜	kesköö
午夜	keskööl
塑料	plastikust
塑料	plast
塑料	plastik
哭	nutta
哭	nutma
哭	nuta
哭	nutab
哭	nutt
參議員	senaator
一月	jaanuar
汽油	bensiin
汽油	gaas
汽油	gaasi
汽油	bensiin
汽油	bensiin
地主	maaomanikud
地主	majaomanik
臀	hip
臀	puus
臀	puusa
難民	põgenik
難民	pagulaste
難民	pagulased
難民	pagulaste
科威特	kuveidi
毒品	uimastid
毒品	narkootikumid
衰落	vähenemine
衰落	langus
賊	vargad
賊	varas
中尉	leitnant
禪	zen
爭論	väites
爭論	vaielda
爭論	vaidlus
爭論	argument
爭論	argumendi
爭論	väited
爭論	argumendid
商標	kaubamärk
輔導	nõustamine
輔導	treeneri
輔導	juhendamise
輔導	nõustamist
轉變	ümberkujundamine
轉變	muutumine
轉變	muuta
公噸	tonni
公噸	tonn
公噸	tonnides
公噸	tonni
公噸	tonn
實踐	harjutamine
實踐	tava
實踐	praktika
天鵝	luik
天鵝	luige
喝	jooki
喝	juua
喝	jook
受損	vigastatud
受損	kahjustatud
受損	kahjustunud
夢幻	unistus
夢幻	dream
夢幻	unenägu
音效	heli
壇	altari
教派	sekt
囚禁	vangistus
囚禁	vangistus
囚禁	vangistatud
囚禁	vangistati
染	värvaine
染	värvitud
實用	praktiline
實用	praktilised
實用	kasulikud
實用	kasulik
實用	kasulikkuse
水星	elavhõbeda
水星	elavhõbe
上野	ueno
剛果	kongo
喪失	kahjum
喪失	kaotus
注射	süstimine
注射	süst
注射	süsti
注射	süstida
注射	süsti
傳遞	relee
曙光	videvik
研究員	uurija
心靈	meel
心靈	meele
心靈	mõistus
頭顱	kolju
頭顱	pealuu
遺跡	reliikvia
遺跡	jäänuk
遺跡	reliikviad
遺跡	varemed
鸚鵡	papagoid
鸚鵡	papagoi
鸚鵡	papagoi
約會	kuupäev
約會	kohtamas
約會	kohtamine
約會	käimine
緊張	närviline
光束	kiir
光束	kiiri
澄清	selgitamine
澄清	selgitamine
澄清	selgitus
壞	bad
壞	halb
壞	paha
滿意	rahulolu
滿意	rahuldatud
滿意	rahul
合計	koondamine
合計	koondatud
囚犯	vangi
囚犯	kinnipeetav
囚犯	vang
囚犯	vange
囚犯	vangid
底盤	šassii
便宜	odavad
便宜	odav
便宜	odavalt
便宜	odavam
便宜	odavamalt
便宜	odavamad
第五次	viies
第五次	viiendaks
影子	varjud
影子	varju
影子	vari
緩慢	aeglane
產量	saagis
產量	tootmine
產量	toodang
報章	ajaleht
報章	ajalehed
死神	surma
死神	surm
大海	meri
大海	mere
緊	tihe
緊	kitsas
緊	tihedalt
廣義	laiemalt
廣義	laiem
廣義	laiema
廣義	laia
廣義	laiem
廣義	laiema
摘要	abstraktne
讚	meeldis
讚	nagu
讚	meeldib
讚	meeldib
檢驗	katsed
檢驗	testimine
檢驗	katsetamine
多重	mitmekordne
多重	mitu
火災	tuli
火災	tulekahju
火災	tuld
火災	tulekahjud
尺度	kaalud
環繞	ümbritsevad
戟	euphorbia
巴巴	baba
復出	tagasitulek
客人	külaline
客人	külalised
精確	täpne
精確	täpsed
精確	täpne
精確	täpsus
精確	täpsusega
精確	täpsust
拘留	kinnipidamine
拘留	kinnipidamise
護理	hooli
諷刺	irooniline
諷刺	iroonia
地板	põrandad
地板	parketi
地板	korrus
地板	põrand
鬥爭	võitlus
檢測	avastamise
檢測	tuvastamine
檢測	avastamine
冰島	islandil
冰島	island
冰島	islandi
排放	heide
排放	emissioon
排放	heide
排放	heitmed
排放	heitkoguste
牛奶	piima
牛奶	piim
交響曲	sümfoonia
彎	painutada
彎	painutatud
梳	kamm
製片人	tootjad
製片人	produtsent
製片人	tootja
棕色	brown
棕色	pruuniks
棕色	pruunid
棕色	pruun
臧	zang
受邀	kutsus
受邀	kutsutud
氏族	klanni
氏族	klann
氏族	klannid
稍微	veidi
稍微	kergelt
醛	aldehüüdid
依賴	sõltuv
依賴	sõltuvad
依賴	sõltuvust
依賴	sõltuvus
依賴	sõltuvust
依賴	sõltuvus
共振	resonants
緬	birma
硫酸	sulfaat
手指	näpp
手指	sõrm
手指	sõrme
手指	sõrmed
投影	projektsioon
龔	gong
署長	haldur
署長	administraator
面具	mask
面具	maskid
雷射	laseri
雷射	laser
效能	tõhusus
效能	efektiivsus
皇冠	krooni
皇冠	crown
皇冠	kroon
統治者	valitseja
豪華	deluxe
豪華	luksus
豪華	luksuslik
認真	tõsised
認真	tõsine
認真	tõsiselt
簽證	viisa
全能	kõikvõimas
就業	tööhõive
電動	elektriline
電動	elektrilised
電動	elekter
戀人	armukesed
戀人	armastajad
指派	loovutamine
指派	omistatud
指派	määratud
指派	ülesanded
毒性	toksiline
毒性	toksilised
毒性	mürgine
毒性	toksilisus
毒性	mürgisus
賭	hasartmängud
賭	hasartmängude
賭	panus
賭	kihla
賭	kihlvedu
翅膀	tiibu
翅膀	tiivad
刷	pintsel
刷	harja
寬度	laius
字典	sõnaraamatud
字典	sõnastik
字典	sõnaraamat
激素	hormooni
激素	hormoonid
激素	hormoonid
盟友	liitlased
盟友	liitlane
盟友	ally
墨爾本	melbourne
桶	tünn
桶	ämber
對立	antagonism
對立	rivaalitsemine
對立	vastasseis
男生	poisid
惡化	halvenemine
網址	url
鍵盤	klaviatuurid
鍵盤	klaviatuur
鍵盤	klaviatuuri
奴隸	orja
奴隸	ori
休閒	juhuslik
休閒	vabaaja
犯人	vangi
犯人	kinnipeetav
犯人	vang
犯人	vange
犯人	vangid
同伴	kaaslaseks
同伴	kaaslane
壓縮	kokkusurutud
果實	puuviljad
果實	vili
果實	puuvili
果實	puuvilja
果實	viljad
果實	puuviljad
各州	maakondades
缺席	puuduvad
缺席	puudub
缺席	puudumine
基輔	kiievi
七個	seitse
綁架	inimrööv
綁架	röövimine
綁架	inimrööv
綁架	röövimine
反叛	mässuliste
反叛	mässaja
反叛	mäss
反叛	ülestõus
西班牙語	hispaania
修理	parandus
修理	parandamine
修理	remont
修理	remonti
丹佛	denver
近海	avamere
近海	offshore
阿部	abe
衰退	majanduslanguse
衰退	majanduslangus
玻利維亞	boliivia
墜毀	avarii
服飾	rõivad
服飾	garderoob
服飾	riidekapp
湖人	lakers
恐懼	hirm
恐懼	hirmu
數千	tuhanded
數千	tuhandetes
數千	tuhandeid
暴動	rahutused
暴動	mäss
暴動	mässu
排版	paigutus
浸	dip
滿洲	mandžuuria
及時	õigeaegne
瀏覽	vaatamine
瀏覽	vaade
姊姊	sis
姊姊	sisi
姊姊	õde
哈薩克	kasahstan
貸款	laenu
貸款	laen
貸款	laenud
關卡	kontrollpunkti
關卡	tasemed
關卡	taseme
關卡	tase
關卡	tasand
黑山	montenegro
常規	rutiin
創業	käivitamine
創業	käivitamisel
創業	ettevõtluse
創業	ettevõtlus
開心	õnnelik
高潮	orgasmi
高潮	kulminatsioon
骨骼	kondid
骨骼	luud
骨骼	luude
骨骼	skeleti
骨骼	skeleti
骨骼	luukere
骨骼	luud
骨骼	kont
骨骼	luu
骨骼	luude
孔雀	paabulind
特工	agent
跟著	follow
跟著	järgi
跟著	järgne
汞	elavhõbeda
汞	elavhõbe
預設	vaikimisi
雷霆	äike
趨勢	trend
趨勢	suundumus
後代	järglane
後代	järeltulija
後代	järglane
後代	järglased
後代	järglased
變動	muutused
變動	muudatused
時光	kellaaeg
時光	aeg
時光	aja
時光	ajas
時光	aega
爛	mäda
爛	mädanenud
鞍	sadul
北極	arktika
變換	teisendused
變換	muuta
變換	ümberkujundamine
變換	muutumine
年紀	age
年紀	vanust
年紀	vanus
花費	kulutatud
花費	kulutab
戈爾	gore
瓦特	watt
聊天	vestlused
聊天	vestlus
漂亮	kaunist
漂亮	ilus
漂亮	kaunid
漂亮	ilusad
漂亮	kaunis
漂亮	päris
歡	huan
災難	katastroof
災難	katastroofi
災難	katastroof
災難	katastroofide
與此同時	vahepeal
三角洲	delta
媒介	meedia
媒介	keskmise
媒介	keskmine
媒介	keskmised
媒介	andmekandja
民事	tsiviil
叔叔	onu
棉花	puuvill
外星人	tulnukas
外星人	tulnukad
外星人	tulnukaid
宮城	miyagi
邪惡	kurjus
邪惡	kurja
邪惡	kuri
邪惡	õel
趾	varvas
趾	varba
業界	tööstus
業界	tööstuse
業界	tootmisharu
少校	major
困擾	probleemsed
困擾	probleemne
困擾	kummitama
預言	ettekuulutus
預言	ennustus
譴責	hukkamõistu
譴責	noomitus
譴責	hukka
石化	kivistunud
溫帶	parasvöötme
肺	kopsud
肺	kopsu
肺	kopsud
製片	produtsent
製片	tootja
廣播電台	raadio
廣播電台	radio
合適	sobiv
合適	sobilik
合適	sobivad
故鄉	kodumaa
故鄉	kodulinna
極端	äärmuse
極端	äärmuslik
活力	elujõulisust
假名	pseudonüüm
客觀	objektiivsuse
心理學	psühholoogia
大氣層	atmosfääri
大氣層	atmosfäär
閔	min
斑點	märgatud
斑點	nähtud
斑點	spot
斑點	laik
斑點	täpid
恨	vihkamine
決鬥	duell
支出	kulutused
支出	kulud
支出	kulutused
支出	kulud
降水量	sademed
提取	kaevandamine
提取	ekstraheerimisel
提取	ekstrakti
提取	väljavõte
提取	ekstrakt
革新	uuendused
革新	innovatsioon
革新	uuendus
革新	uuendused
支撐	varras
傍晚	õhtust
傍晚	õhtu
傍晚	õhtused
傍晚	õhtune
柔道	judo
格局	muster
格局	mustri
格局	mustrid
字幕	subtiitritega
陵墓	mausoleum
社會學	sotsioloogia
社會學	sotsioloogia
幽靈	vaim
幽靈	vaimu
幽靈	kummitus
幽靈	tont
射線	kiired
穹	kuppel
穹	kupli
血統	sugupuu
血統	laskumine
否決	veto
瑪麗亞	maria
喬治亞	gruusia
喬治亞	georgia
手工	käsitöö
困境	dilemma
渦輪	turbo
眼鏡	klaasid
眼鏡	prillid
版面	paigutus
濃度	kontsentratsioonid
濃度	kontsentratsioon
濃度	koondumine
濃度	keskendumine
濃度	kontsentratsioon
漏	leke
中性	neutraalsuse
中性	erapooletus
中性	neutraalne
中性	erapooletu
天生	sündis
天生	sündinud
家屬	pere
家屬	perekond
圖形	graafik
圖形	graafiline
圖形	graafika
前端	kasutajaliides
老鼠	rat
老鼠	rott
流派	žanr
語言學	keeleteadus
微笑	naerata
微笑	naeratus
石頭	kivi
石頭	kalju
石頭	rock
石頭	kivi
魔力	maagiline
魔力	võlu
魔力	magic
魔力	maagia
歷史學家	ajaloolane
歷史學家	ajaloolased
有機	orgaaniline
有機	orgaanilised
有機	orgaaniliste
泰坦	titaan
金字塔	püramiid
金字塔	püramiidid
橙色	orange
橙色	apelsin
橙色	oranž
啓	kai
皇太子	dofään
皇太子	troonipärija
飲料	jooki
飲料	jook
飲料	joob
飲料	joogid
名次	järjestus
幾何	geomeetria
幾何	geomeetriline
幾何	geomeetria
曲線	kõver
曲線	kõverad
延遲	viivitus
延遲	viivitused
延遲	viivitusi
延遲	hilinenud
條紋	triip
條紋	triip
署名	allkirjastatud
署名	allkirjastanud
海灘	rand
海灘	beach
海灘	rannad
研討會	seminarid
研討會	töökoda
研討會	seminar
研討會	seminar
馬匹	hobused
馬匹	hobuseid
馬匹	hobune
馬匹	hobuse
馬匹	hobu
露西	lucy
鼬	nirk
硬體	riistvara
說服	veenev
說服	veenda
說服	veena
說服	veenda
說服	veena
月光	kuuvalgus
鶯	käosulane
厚度	paksus
娃娃	nukud
娃娃	nuku
娃娃	nukk
專注	fookus
專注	fookuses
住戶	kodumajapidamises
住戶	leibkonna
實習	praktika
實習	intern
實習	praktikant
毗鄰	külgnevate
毗鄰	külgnevate
同情	kaastunne
秋天	sügis
秋天	kukkumine
秋天	kuku
耶和華	jehoova
教科書	õpiku
懷孕	rasedus
懷孕	rase
逃離	põgenemine
細菌	bakterid
爬行	roomata
爬行	hiilib
爬行	roomates
立體	stereo
傾斜	kallutatud
八個	kaheksa
最愛	lemmik
猶太	juudi
猶太	juut
猶太	juudid
蓮花	lotus
顧客	kliendi
顧客	klient
顧客	klientidele
顧客	kliendid
冕	corona
人質	pantvang
人質	pantvangi
人質	pantvangis
人質	pantvangid
人質	pantvangide
拍賣	oksjon
比重	osakaal
駕駛員	juht
駕駛員	autojuht
駕駛員	piloot
聚合	koondamine
稀有	harv
稀有	harva
稀有	haruldased
稀有	haruldane
普爾	poole
炸	puhu
炸	löök
炸	praetud
上次	viimasena
上次	viimane
公牛	pullid
公牛	pulli
公牛	pull
公牛	bull
公牛	härg
診斷	diagnostika
診斷	diagnoos
診斷	diagnoosi
診斷	diagnostika
信件	kirju
信件	kirjad
信件	tähed
信件	teated
信件	sõnumid
信件	kirjad
信件	kirja
信件	kiri
信件	mail
信件	post
信件	kirjad
信件	posti
信件	sõnum
信件	teade
擲	viska
擲	visata
近日	hiljuti
主機	peremees
主機	võõrustaja
主機	vastuvõtva
主機	saatejuht
蛋白質	valk
蛋白質	proteiin
蛋白質	valgud
蛋白質	valke
世俗	ilmaliku
錄音室	stuudio
罷工	streik
罷工	löök
屋頂	katus
陰謀	proovitüki
陰謀	vandenõu
偏向	bias
新星	nova
烏拉圭	uruguay
番茄	tomati
番茄	tomat
番茄	tomatid
夏日	suvel
夏日	suvi
夏日	suve
章程	põhikiri
白天	päev
白天	päeva
間諜	spioon
間諜	spioonid
糧食	toit
糧食	toitu
糧食	söök
微生物	mikroorganismid
微生物	mikroobide
付費	maksa
付費	makstud
付費	tasustatud
付費	tasutud
付費	tasus
強迫	sundis
強迫	sunnitud
強迫	lummus
強迫	sundimine
文法	grammatika
俘虜	vangi
俘虜	kinnipeetav
俘虜	vang
俘虜	vangistuses
歲月	aastad
殭屍	zombie
殭屍	zombi
護士	medõde
護士	õde
立體聲	stereo
海關	tolli
海關	toll
假定	eeldatud
假定	oletused
假定	eeldused
假定	oletatav
波羅	baltic
波羅	balti
波羅	läänemere
裙	kleit
裙	seelik
菩薩	bodhisattva
菩薩	buddha
競技場	arena
珊瑚礁	riff
立方	cube
立方	kuubik
立方	kuubiku
立方	kuubik
無線電	raadio
無線電	radio
麻省理工	mit
爬	roni
爬	ronida
爬	roomata
捐贈	annetus
捐贈	annetuse
捐贈	annetada
捐贈	annetused
捐贈	annetusi
搬遷	ümberpaigutamine
連勝	vööt
核准	heakskiit
核准	heakskiitmine
核准	heakskiidetud
脂肪	rasv
脂肪	rasva
脂肪	paksud
脂肪	paks
尊敬	lugupidamine
尊敬	austus
十字架	rist
十字架	cross
十字架	risti
十字架	krutsifiks
感動	liigutatud
感動	liigutas
感動	kolis
感動	liigutav
感動	liigutamine
感動	liigub
感動	kolimine
感動	puudutas
感動	puudutatud
感動	liigutatud
感動	puudutanud
住所	elukoht
住所	elukoha
住所	elamine
單人	üksik
單人	ühtne
單人	valla
單人	ühtse
單人	ühekordne
單人	vallaline
運河	kanalid
星期四	neljapäev
大門	värav
空白	lünki
空白	lüngad
空白	tühi
空白	tühjad
空白	tühi
紀念碑	memorial
紀念碑	monumente
紀念碑	monumendi
人道	inimlik
人道	inimlikkus
人道	inimkonna
人道	inimkond
驗證	autentimine
驗證	kontrollimine
驗證	tõendamine
驗證	kinnitamine
驗證	valideerimine
相鄰	külgnevate
相鄰	külgnevate
山姆	juss
山姆	sam
監禁	vangistus
監禁	vangistus
爐	ahi
爐	pliit
爐	ahju
爐	ahi
爐	ahju
爐	ahi
爐	ahjud
亞當	adam
偵察	luure
銷售量	müük
侮辱	solvab
侮辱	solvav
侮辱	solvang
侮辱	solvamine
境外	avamere
境外	offshore
管家	butler
管家	ülemteener
管家	teener
管家	majapidajanna
鰈	lesta
水塘	veehoidla
見證	tunnistaja
洲際	intercontinental
音響	stereo
馬拉松	maraton
聚合物	polümeerid
聚合物	polümeeri
聚合物	polümeerid
專欄	sammas
專欄	kolonn
專欄	veerg
專欄	veeru
未成年	alaealine
未成年	alaealine
清洗	puhastus
清洗	puhastus
清洗	puhastamine
清洗	koristamine
誤會	arusaamatus
太空船	kosmoselaeva
太空船	kosmoselaev
太空船	kosmoselaev
必需	vajalik
必需	vajalikud
控告	süüdistus
天主教徒	katoliiklane
天主教徒	katoliku
天主教徒	katoliiklased
決心	lahendada
決心	lahenda
決心	määramine
決心	kindlaksmääramine
罰	karistus
個案	case
個案	kohtuasi
個案	juhtum
安東	anton
官僚	bürokraatia
官僚	bürokraat
加冕	kroonimist
暑假	suvel
暑假	suvi
暑假	suve
炒	praetud
燃油	kütus
燃油	kütuse
仲裁	vahekohus
仲裁	vahekohtu
降水	sademed
胃	mao
胃	kõht
胃	magu
遇見	kohtasin
遇見	kohtunud
遇見	täidetud
姑娘	tüdruk
北歐	põhjamaade
北歐	skandinaavia
模組	moodul
洞穴	koobas
洞穴	koopad
游泳池	bassein
游泳池	basseini
印度尼西亞	indoneesia
貝拉	bella
權威	autoriteetne
權威	asutus
權威	ametiasutus
樣本	proovi
樣本	valim
樣本	näidis
樣本	proov
樣本	isend
樣本	näidis
樣本	näidised
樣本	proovid
住房	eluaseme
旗艦	lipulaev
惡意	pahatahtlik
發放	emissioon
渠道	kanalid
敵軍	vaenlane
旅館	hotell
旅館	hotel
旅館	hotellid
動物園	loomaaedade
動物園	loomaaed
精品	boutique
本質	olemus
扭曲	pööre
扭曲	väändunud
扭曲	moonutamine
扭曲	moonutus
也許	ehk
也許	võibolla
也許	äkki
村莊	külad
村莊	külasid
村莊	küla
村莊	külas
約定	pakti
約定	pakt
週六	laupäev
週六	laupäeval
週六	istusid
週六	istus
週六	sat
預告	haagis
預告	haagise
節日	festival
節日	festivalid
節日	puhkus
節日	pühal
節日	pühi
節日	pühad
重疊	kattub
重疊	dubleerimist
重疊	kattuvad
重疊	kattub
重疊	kattuvad
健身	trenni
健身	fitness
共產主義	kommunist
共產主義	kommunistliku
共產主義	kommunistlik
共產主義	kommunismi
候補	alternatiiv
守門員	väravavaht
守門員	väravavaht
守門員	väravavahi
瓷	portselanist
心跳	südamelöögid
愛好者	entusiastid
傳承	pärand
史前	eelajalooline
禮物	kingid
禮物	kingitused
禮物	kink
禮物	kingitus
虐待	kuritarvitamine
虐待	kuritarvitamise
鋸	saag
鋸	nägin
鋸	saetud
可行	teostatav
可行	teostatavad
工藝	käsitöö
工藝	käsitöö
聊	vestlus
聊	räägi
聊	jutt
門檻	künnis
門檻	lävi
門檻	künnist
