cinematograf	فلمسازی
beneficiul	موافق
beneficiul	موافق
beneficiul	فائدہ
mobilitate	تغیّر
sionist	صیہونی
intim	ذاتی
intim	(ملاوٹ
intim	نجی
intim	لازمی
intim	خلقی.
intim	فطری
intim	یگانگت.
intim	ذاتی
intim	(ملاوٹ
intim	نجی
intim	لازمی
intim	مانوس
intim	خلقی.
intim	فطری
intim	یگانگت.
piaţa	طلب.
piaţa	بھاؤ.
piaţa	میلہ
piaţa	نرخ
piaţa	طلب.
piaţa	ہاٹ
piaţa	بھاؤ.
piaţa	میلہ
piaţa	نرخ
fabricare	ادب
mânia	غیظ
mânia	غصہ
mânia	غضب.
mânia	غضب.
mânia	قہر
mânia	غضب.
secară	جودار
caricatură	خاکہ.
apucă	جھپٹّا
apucă	گرفت.
apucă	جھپٹّا
apucă	گرفت.
apucă	ہتھیانا
capsulă	مجمل
capsulă	خلاصہ
paznic	خبرداری.
paznic	نگرانی
paznic	چوکسی
paznic	محافظ
paznic	گارڈ.
paznic	ہوشیاری
paznic	نگہبانی
paznic	پتّے
imediate	متقاضی.
imediate	فوری
imediate	بلاواسطہ
imediate	وہبی
genitiv	مضاف
genitiv	اضافی.
bone	ہڈی
bone	فولاد.
bone	ہاڑ.
iluzia	توہمات.
iluzia	التباس
iluzia	اشتباہ
mesagerul	پیامی.
mesagerul	پیامی.
mesagerul	قاصد
tandem	تپّیا.
bray	رَینک
ieftină	معمولی
ieftină	کمتر
ieftină	ادنیٰ
ieftină	معمولی
ieftină	کمتر
ieftină	ادنیٰ
ieftină	گھٹیا
balcon	برآمدہ
capodopera	شاہکار.
bătută	(سونا
bătută	ہرایا
energic	سرگرم
energic	مستعد
predica	تلقین
predica	ہدایت
predica	وعظ
predica	تلقین
predica	ہدایت
grăsime	تِلائی
grăsime	تیل
grăsime	روغن
grăsime	چکنائی
grăsime	دُہنیت.
grăsime	تیلیا
grăsime	قلیل
grăsime	روغنی
grăsime	چرب.
grăsime	چربیلا.
grăsime	زرخیز
grăsime	چکنا
grăsime	فراواں
grăsime	مقتدر
grăsime	موٹا
grăsime	تیلیا
grăsime	قلیل
grăsime	روغنی
grăsime	چرب.
grăsime	فربہ
grăsime	چربیلا.
grăsime	زرخیز
grăsime	چکنا
grăsime	فراواں
grăsime	مقتدر
grăsime	چربی
puritatea	پاک.
puritatea	طہارت.
puritatea	صفائی
puritatea	پاکیزگی
puritatea	پاک.
puritatea	طہارت.
puf	اداکاری
puf	چمکانا.
puf	رُئواں
puf	مُغلم
pustiu	اجاڑنا
pustiu	ویران
pustiu	درماندہ
pustiu	تنہا
pustiu	اکیلا.
pustiu	بچھڑا
pustiu	خشک
pustiu	کھنڈر
unt	خوشامد
unt	چاپلوسی.
rigide	سخت
rigide	کڑا
rigide	سخت
rigide	کڑا
rigide	کٹّر
pregătiri	تیاری
pregătiri	آمادگی
pregătiri	مستعدی.
senna	سنا
insuficientă	نارسا
insuficientă	کمتر.
insuficientă	ناکافی
insuficientă	نارسا
insuficientă	کمتر.
cardiacă	قلبی.
trap	منہ
trap	کھٹکا
trap	منہ
trap	کھٹکا
trap	جال
bath	دھلانا
lone	خالی
lone	سونی
lone	مہجور
netede	(نقشے
netede	over
netede	متوازن.
netede	یکساں
netede	یکسار
netede	جھرّیوں
netede	معتدل
netede	down
netede	دھچکے
netede	چکنا.
netede	مؤدب
netede	(نقشے
netede	over
netede	متوازن.
netede	یکساں
netede	یکسار
netede	جھرّیوں
netede	معتدل
netede	down
netede	ہموار
netede	دھچکے
netede	چکنا.
netede	مؤدب
combustibilul	ڈلوانا.
combustibilul	لکڑی
nefavorabile	مخاصمانہ
nefavorabile	مخالفانہ.
nefavorabile	ناموافق
asemănare	شبیہہ
asemănare	شبیہہ
asemănare	بھیس
asemănare	تصویر
asemănare	of
asemănare	مماثلت
asemănare	مشابہت
asemănare	مماثلت
bow	جُھکانا
bow	saddle-bow
bow	جھکنا
bow	کمان
nămol	کیٹ.
nămol	کچرا
nămol	آلودگی.
nămol	گلابہ.
nămol	کیچڑ
nămol	رسوب.
bend	تُلا
bend	چکرانا
bend	مڑنا.
bend	گھومنا
bend	موڑنا
bend	تُلا
bend	چکرانا
bend	مڑنا.
bend	گھومنا
repetarea	مثنٰی.
repetarea	توالی
repetarea	نقل
cvasi	یعنی.
morfologia	صرفیات
morfologia	شکلیات.
morfologia	صرفیات
morfologia	شکلیات.
morfologia	شکلیات
concediu	چھٹی.
concediu	منانا.
concediu	تعطیلات
primejdie	تھکن.
primejdie	ناداری
primejdie	غم
primejdie	پریشان
primejdie	غمزدہ
primejdie	خستگی
primejdie	ستانا.
primejdie	خوف
primejdie	نقصان
primejdie	خطر.
paradă	چوک
aspră	ناملائم
aspră	ناخوشگوار.
aspră	ظالمانہ.
aspră	درشت
aspră	ناملائم
aspră	ناخوشگوار.
aspră	ظالمانہ.
aspră	سخت
aspră	درشت
infinitiv	مصدری.
infinitiv	مصدر
stoke	بھڑکانا
stoke	پیٹو
anulează	مٹانا
anulează	منسوخی
anulează	تنسیخ.
anulează	بٹن
wan	دُھندلا.
wan	(رات
wan	فق
rulare	رکھنا.
rulare	چاپ
superficiale	معمولی
superficiale	سرسری
superficiale	سرسری-
superficiale	سطحی
superficiale	معمولی
superficiale	اوچھا
superficiale	اُتھلا
superficiale	اُوپری
superficiale	سرسری
superficiale	سرسری-
superficiale	معمولی
superficiale	اوپری
superficiale	اُتھلا
superficiale	معمولی
superficiale	سطحی
superficiale	اوپری
cafeaua	کافی
consistent	مضبوط.
consistent	بھرپور
consistent	اشتہا)
consistent	توانا
consistent	مخلص
consistent	دوستانہ.
abrevierea	تخفیف
inventează	گھڑنا
oul	اکسانا
neclară	مبہم.
neclară	مشتبہ
fasole	سر
fasole	منڈیا
punctaj	نمبر
punctaj	لکیر
punctaj	سلسلہ
punctaj	سطر
punctaj	لکیریں
punctaj	برتر
punctaj	کامیابی.
punctaj	نشان
punctaj	خراش.
punctaj	بنا
punctaj	معاملہ
guru	استاد
ideale	ذہنی
anomalii	شے
integrează	مکمل
voluntariat	اختیاری
voluntariat	بالارادہ
gătit	طبّاخی.
bertha	نیچا
pinto	چتکبرا
excursie	انحراف.
excursie	یلغار
miel	مسکین
haosul	انتشار
haosul	بدنظمی
haosul	افراتفری
haosul	انتشار
haosul	بدنظمی
fluide	بہنے
fluide	ریزش
fluide	متغیر
fluide	بہنے
fluide	ریزش
fluide	متغیر
fluide	رواں
precare	ہنگامی.
pelin	افسنتین
dornici	رسیا
dornici	درّاتی
dornici	فطین.
dornici	واضح
dornici	ذہین
dornici	کگر
dornici	باڑھ
dornici	خواہش
dornici	رسیا
dornici	درّاتی
dornici	فطین.
dornici	تیز
dornici	واضح
dornici	ذہین
dornici	کگر
dornici	باڑھ
dornici	خواہش
dornici	پُرولولہ
demonul	دیو.
demonul	ظالم
demonul	شیطان
absoarbe	تصادم
absoarbe	اپنانا
absoarbe	دھچکے
absoarbe	(دھکے
optime	تعدیل.
noastra	ہم
noastra	ہمارا
noastra	ہم
aluzii	چوٹ
aluzii	طنز.
încercuirea	حصار
scandinave	سویڈن
scandinave	ناروے
lame	کمزور
lame	اپاہج
lame	کمزور
lame	اپاہج
lame	لنگڑا
pescar	نوکا.
flexibil	سیدھا
flexibil	لچکدار
obscure	مخفی
obscure	ناصاف.
obscure	تاریک.
obscure	مبہم
obscure	دُھندلا
iaz	جوہڑ
orhidee	سحلب
orhidee	اُشنہ.
rochie	رسمی
perla	مروارید
consulul	قنصل.
blândă	معتدل
blândă	پُرسکون
blândă	حشرہ
blândă	پُرتپاک.
blândă	سدھانا
blândă	پیشہ
blândă	باعزت
blândă	کیڑا
blândă	بالحاظ
blândă	شریفانہ
blândă	شائستہ
blândă	معتدل
blândă	پُرسکون
blândă	حشرہ
blândă	پُرتپاک.
blândă	سدھانا
blândă	پیشہ
blândă	باعزت
blândă	کیڑا
blândă	بالحاظ
blândă	شریفانہ
blândă	کمزور
blândă	جوش
blândă	سزا
blândă	بردبار.
blândă	بیماری
blândă	دبّو
blândă	ٹھس
blândă	کمزور
blândă	جوش
blândă	ہلکا
blândă	سزا
blândă	بردبار.
blândă	بیماری
blândă	دبّو
blândă	ٹھس
iepurele	away
clean	صفائی
clean	قطعاً
clean	سْتھرا
clean	کاملاً
clean	فحاشی
clean	پُھرتیلا
clean	ستھرائی
clean	ہموار
clean	واضح
clean	تیز
clean	مکمل
clean	تازہ
clean	بنانا
clean	سڈول
aritmetică	ہندسہ
aritmetică	ریاضی
cortina	حجاب.
cortina	اوٹ
cortina	حجاب.
cortina	پردہ
cortina	اوٹ
alertă	متوجہ.
alertă	چوکنّا
alertă	خبردار
alertă	باخبر
alertă	متوجہ.
alertă	ہوشیار
alertă	چوکنّا
alertă	خبردار
regret	(اکثربعدہ
epică	عظیم
epică	بہادرانہ.
epică	زبردست
epică	عظیم
epică	بہادرانہ.
epică	زبردست
epică	رزمیہ
predator	ہلّاک
suveranitate	برتری
suveranitate	اقتدار
suveranitate	غلبہ.
nazale	ng
nazale	گنگنی
nazale	ن
nazale	غنغنی
concurentul	حریف.
decadă	عشرہ.
decadă	دہلہ
decadă	دہائی
decadă	عشرہ.
decadă	دہلہ
chevalier	سورما
chevalier	بہادرآدمی
purificare	تطہیر
purificare	تزکیہ
divina	ربّانی
divina	متبرک
divina	خداوندی
divina	مقدس
divina	الُوہی
divina	وجدان
divina	قیاس
divina	طباع
divina	خدایانہ
moderator	معدل
moderator	ثالث
moderator	حَکم.
moderator	بچولیا
bora	خشک
eternitatea	دوام
fiziologia	فعلیات
conduită	انتظام
conduită	رہبری.
conduită	رہنمائی
conduită	چلانا
diferențiere	تفریق
diferențiere	امتیاز
prietene	کویکر.
prietene	مُربّی
prietene	حامی
prietene	مددگار
prietene	دوست
prietene	کویکر.
prietene	مُربّی
prietene	اپنا
prietene	حامی
prietene	مددگار
prietene	رفیق
instantanee	فوری
instantanee	فوری
agresiune	دھونس
agresiune	زبردستی-
agresiune	جارحیت
agresiune	جنگجوئی
consiliere	مشورت
consiliere	ذاتی
slovenă	سلووینیا
guverna	اصول
triunghiular	تکونا
span	گھوڑے
span	عرصہ
comă	اغما.
mortar	گچ.
contrapunct	کہانی
pastorale	شبانی.
pastorale	ریوڑوں
pastorale	راعیانہ.
vrăjitorul	جادوگر.
vrăjitorul	ساحر
admirator	پیرو.
admirator	واصف
admirator	پیرو.
admirator	واصف
admirator	مدّاح
templieri	وکیل
vitamine	وٹامن
vitamine	حیاتین
vitamine	وٹامن
prophet	محرک.
inegalitatea	نابرابری.
neclare	مبہم.
neclare	مشتبہ
familială	نسبی.
lock	لگانا
lock	محصور
lock	in
lock	مبہوت
lock	کھڑکی
lock	معنی۲.
lock	قفل
lock	لگانا
lock	تالا
lock	محصور
lock	in
lock	مبہوت
lock	کھڑکی
lock	معنی۲.
lock	قفل
veselă	آمادہ
compresie	فشار
compresie	دباؤ.
anotimpul	ماہر
anotimpul	سکھانا
anotimpul	مناسب
anotimpul	گرمی
trim	سنوارنا.
trim	تکمیل
trim	تیار
trim	تیاری
trim	لباس
grei	پتھریلی
grei	تحریر
grei	وسیع.
grei	وافر
grei	باوقار
grei	المناک
grei	کھڑنک
grei	بوجھل.
grei	کثیر.
grei	سنجیدہ
grei	ٹھگ.
grei	سخت
grei	گمبھیر
grei	پتھریلی
grei	شدید
grei	تحریر
grei	وسیع.
grei	وافر
grei	باوقار
grei	المناک
grei	کھڑنک
grei	بوجھل.
grei	کثیر.
grei	وزنی
grei	سنجیدہ
grei	ٹھگ.
grei	سخت
combina	جوڑنا
combina	جڑنا
tulbure	دُھندلا
transparență	شفافیت
transparență	زجاجیہ.
bulevard	شاہراہ
bulevard	خیابان
presupusa	گفتہ
suc	جوہر.
suc	خلاصہ
suc	رس
suc	جوہر.
suc	خلاصہ
diplomatul	ہوشیار
bancnotă	ہنڈی.
supunere	تسلیم
supunere	اطاعت
parteneriatul	شراکت
parteneriatul	ساجھا
parteneriatul	شراکت
vulgare	سوقیانہ
vulgare	ناشائستہ
vulgare	چبلا
masacru	مقاتلہ
masacru	قتل
masacru	مقاتلہ
autoritar	معتبر
autoritar	سرکاری
autoritar	مستند
autoritar	جابرانہ.
autoritar	آمرانہ
autoritar	ظالمانہ
castor	چھڑکنے
semantică	معنیات.
traversare	چوراہا.
vânzător	بائع
recomandare	سفارش
vaca	بات
lexiconul	لغت
vasculare	عروقی
vasculare	قناتی.
autenticitatea	صداقت
autenticitatea	تصدیق
faraonul	فرعون.
cruciat	جنگجو
indirecte	ذیلی
indirecte	پنہاں
velvet	مخملی
velvet	مخمل
velvet	مخملی
dezintegrare	سقوط
dezintegrare	مُکسّر.
dezintegrare	بکھرنے
dezintegrare	ٹوٹنے
distanta	گریز
distanta	بُعد.
distanta	گریز
distanta	دُوری
distanta	بُعد.
sacrificiul	نیاز.
sacrificiul	وارنا.
sacrificiul	بلیدان
sacrificiul	نیاز.
sacrificiul	وارنا.
defileu	دعوت
defileu	گھاٹی
defileu	ہبوڑنا.
contrare	بگڑا
contrare	مخالف.
contrare	ناموافق
contrare	متضاد.
contrare	انمل
contrare	الٹ.
cura	گوشت
cura	آرام.
cura	پھل
cura	اصلاح
cura	گوشت
cura	دوا
cura	آرام.
cura	پھل
cura	اصلاح
seculare	مذہبی
seculare	روحانی
proaspătă	باسی
proaspătă	خالص
proaspătă	ستھرا
proaspătă	مستعد
cubanez	کیوبائی.
neîncredere	شبہہ.
neîncredere	شک
neîncredere	اعتبار
neîncredere	شبہ
neîncredere	دُبدھا.
neîncredere	شک
neîncredere	کفر
neîncredere	انکار
xenon	زینون
naţional	قومی
paine	نقدی
paine	روٹی
paine	نقدی
stream	لہرانا.
privilegiul	مفاد
privilegiul	استثنا
ceata	مبہم
ceata	کہرا
crezul	مسلک
crezul	معتقدات
nud	عور.
nud	عور.
nud	برہنہ
nud	ننگا
uzate	معنی۲.
uzate	ماندہ
eternitate	دوام
cârlig	پنجہ.
cârlig	جال.
cârlig	چرانا
cârlig	آنکڑا.
cârlig	درانتی
cârlig	پھندا
sănătoasă	ہمدردانہ.
sănătoasă	مددگار
teroarea	ہیبت
teroarea	ہراس.
teroarea	ہیبت
teroarea	دہشت
teroarea	ہراس.
nefericită	ناشاد.
nefericită	منحوس
slujitor	ملازم
slujitor	نوکر
slujitor	پیرو
slujitor	خادم
slujitor	مّتبع
setea	تشنگی.
setea	ہوس.
setea	پیاس
setea	تشنگی.
setea	ہوس.
extracție	منبع
extracție	مخرج
extracție	نسل
extracție	ماخذ
extracție	اخذ
extracție	منبع
extracție	مخرج
extracție	نسل
extracție	کشید
extracție	ماخذ
subtile	ہلکا
subtile	عیارانہ
subtile	مکّار.
subtile	چالاک
subtile	ہلکا
subtile	نازک
subtile	عیارانہ
subtile	مکّار.
subtile	چالاک
pungă	پتلون
pungă	تحقیرکرنا
pungă	پاجامہ
pungă	کثرت
pungă	پھلانا
pungă	تھیلی
pungă	رقم
pungă	سرمایہ.
pungă	جُھریانا.
pungă	کیسہ.
pungă	سکڑنا
ostilă	ناموافق.
fura	چوری.
fura	in
fura	(بعدہ
fura	سرقہ
incorectă	انداز
incorectă	(وضع
incorectă	معیوب.
incorectă	انداز
incorectă	(وضع
incorectă	غلط
incorectă	معیوب.
linkurile	ریتیلا
creativă	مخترع
creativă	موجد
creativă	خلاّق.
tristă	حقیر
tristă	المناک
tristă	شرمناک
tristă	مدّھم
tristă	رنجیدہ
tristă	حقیر
tristă	المناک
tristă	شرمناک
tristă	مدّھم
îmbinare	ملانا
simulare	نقل
repara	پہنچ.
repara	شہرت
repara	چرچا.
repara	سدھارنا
repara	رجوع
repara	رسائی
repara	مرجع
repara	مقبولیت
repara	باندھنا
repara	ٹانگنا
repara	شکنجہ
repara	ٹھونکنا
repara	رشوت.
repara	باندھنا
repara	ٹانگنا
repara	ٹھہرانا
repara	شکنجہ
repara	ٹھونکنا
repara	جمانا
repara	رشوت.
provocarea	(توجہ
provocarea	دشوار
curcubeu	نارنجی
curcubeu	نیلا
curcubeu	زرد
curcubeu	سبز
curcubeu	نارنجی
curcubeu	دھنک
curcubeu	نیلا
curcubeu	زرد
curcubeu	سبز
colt	کونا
colt	کھلاڑی
colt	نیا
colt	کھلاڑی
colt	نیا
colt	بچھیرا
fay	اپسرا.
fay	پری
consola	پردے
alamă	نقدی
alamă	پیتلی
alamă	ترم)
alamă	رقم
apt	مناسب
apt	زودفہم
apt	ہوشیار
apt	موزوں.
apt	ذکی
asociatia	تنظیم.
asociatia	جمعیت
asociatia	شراکت.
asociatia	سوسائٹی.
asociatia	تنظیم.
asociatia	انجمن
asociatia	جمعیت
asociatia	شراکت.
asociatia	سوسائٹی.
asociatia	رفاقت
măduva	جوہر.
capsula	مجمل
capsula	خلاصہ
sacrificii	نیاز.
sacrificii	وارنا.
sacrificii	بلیدان
sacrificii	نیاز.
sacrificii	وارنا.
noutate	ابدائ.
ateu	کافر
ateu	کافر
ateu	دہریہ
patologie	امراضیات
vopsea	روغن
vopsea	غازہ
vopsea	سرخی
pacificul	ساکت
pacificul	شانت.
visează	واہمہ
visează	غفلت
visează	آدرش
visează	سرخوشی
repeta	ڈیزائن.
repeta	دہرانا
repeta	دہراون
prosperă	موافق.
prosperă	مبارک
prosperă	سازگار
creatura	آوردہ
creatura	پروردہ
creatura	تخلیق.
binder	جمانے
binder	طبلق.
tit	چسنی.
claritate	صاف
graficul	ترسیم
graficul	تصویر
explicită	سہل
explicită	خیال
explicită	بیّن
explicită	مفصل
explicită	واضح
explicită	کھرا
explicită	(علم
explicită	غیرمبہم.
navigatorul	بحریمحقق.
premium	انعام
premium	عطیہ.
mascat	مخفی
mascat	محجوب.
privilegiu	مفاد
privilegiu	استثنا
intimă	ذاتی
intimă	(ملاوٹ
intimă	نجی
intimă	لازمی
intimă	خلقی.
intimă	فطری
intimă	یگانگت.
intimă	ذاتی
intimă	(ملاوٹ
intimă	نجی
intimă	لازمی
intimă	مانوس
intimă	خلقی.
intimă	فطری
intimă	یگانگت.
sunshine	مسرت
sunshine	بشاشت
legarea	عائد.
legarea	لازمی
legarea	ناگزیر
princiar	شاندار.
princiar	پُرتکلف
princiar	شاندار.
princiar	پُرتکلف
princiar	شاہانہ
boo	کھیل
astept	انتظار.
furtunoasă	شدید
furtunoasă	تیزجھکّڑ.
sete	تشنگی.
sete	ہوس.
sete	پیاس
sete	تشنگی.
sete	ہوس.
sete	تشنہ.
sete	سوکھا
sete	تشنہ.
sete	پیاسا
sete	سوکھا
socialismul	اشتراکیت
marsh	گِلابہ.
povara	لادنا
povara	ستانا.
povara	لادنا
povara	ستانا.
povara	بوجھ
insigna	کارنامے
insigna	بلّا
insigna	رکنیت
pauza	وقفہ
pauza	بھول
pauza	عہد
pauza	ٹھہرائو
pauza	رخنہ
pauza	چوک
pauza	loose
pauza	وعدہ
pauza	وقفہ
pauza	بھول
pauza	عہد
pauza	ٹھہرائو
pauza	رخنہ
pauza	چوک
pauza	خلل
pauza	loose
pauza	وعدہ
pauza	ٹھہرنا
pauza	تعطل
pauza	رکنا.
pauza	سکوت.
pauza	وقفہ
pauza	ٹھہرنا
pauza	تعطل
pauza	رکنا.
pauza	سکوت.
căsuța	صندوق
căsuța	بکس
imită	نقل
stai	دم.
stai	at
stai	تحدید.
stai	in
stai	مدد
stai	for
stai	روک
stai	(بعدہ
stai	رکاوٹ
sănătoase	ہمدردانہ.
sănătoase	مددگار
injecție	تزریق.
încheiere	خاتمہ
încheiere	اِتمام.
încheiere	بندش
încheiere	ڈھانپنے
încheiere	اختتام
evadarea	(گیس
evadarea	(وعدے
evadarea	(خطرے
evadarea	بچاؤ
inegale	اوبڑکھابڑ
eroice	شجیع
eroice	ڈرامائی
gnome	مَثل
gnome	کہن
gnome	حکمت
gnome	پند
gnome	کہاوت.
diaree	اسہال
iraniană	پشتو
iraniană	ایرانی
acceptare	قبولیت
acceptare	(الف)ہنڈی
acceptare	ہامی
acceptare	رضامندی.
monopol	احتکار
monopol	اجارہ.
personala	نجی
personala	انفرادی.
personala	نجی
personala	انفرادی.
personala	ذاتی
dramaturgia	تمثیلیات
progress	ترقی
obelisc	پہاڑ
distracție	پُرلطف
distracție	تفریح
distracție	پُرلطف
ostil	ناموافق.
pariu	قمار
pariu	رائے
pariu	انتخاب
pariu	جوا
pariu	قمار
pariu	رائے
pariu	شرط
pariu	انتخاب
pariu	جوا
grajd	اصطبل.
grajd	چوٹ
grajd	مستحکم
grajd	استوار
grajd	پکاّ
grajd	فہمیدہ.
grajd	مضبوط
benefic	مفید
uniforma	(ٹیکس
uniforma	وردی.
uniforma	یکساں
pamant	دنیا
pamant	بھٹ
pamant	(الف)خشکی
pamant	طین
pamant	بل.
