और	un
फ्रेम	sfēra
खुराक	deva
खुराक	devu
लंका	lanka
पंख	spalvu
पंख	spalva
पंख	spārni
पंख	spārnus
अगला	next
अगला	nākamais
अगला	nākamā
अगला	nākamo
अगला	nākošais
इंस्टीट्यूट	institūts
इंस्टीट्यूट	institūtā
उपलब्धता	pieejamība
उपलब्धता	pieejamības
ताकत	stiprums
ताकत	stiprība
ताकत	spēka
ताकत	izturība
ताकत	spēks
विशेषताएं	pazīmes
विशेषताएं	iezīmes
चौड़ी	plašs
चौड़ी	plaša
श्रमिकों	strādnieki
श्रमिकों	strādājošie
विक्रेता	piegādātājs
विक्रेता	pārdevējs
विक्रेता	pārdevēji
विक्रेता	pārdevējs
विक्रेता	pārdevēju
विक्रेता	pārdevēja
विक्रेता	pārdevēji
विक्रेता	pārdevējiem
मैनचेस्टर	manchester
टाइगर	tīģeris
टाइगर	tīģeri
विंडोज़	windows
विंडोज़	logus
विंडोज़	logi
गैलरी	alejas
गैलरी	galerijas
गैलरी	galerija
गैलरी	galerijā
गैलरी	galerijas
स्वच्छ	caurspīdīgs
चर्चित	tendence
गेहूँ	kvieši
गेहूँ	kviešu
ट्रिपल	trīskāršā
कर्नल	pulkvedis
स्तनधारी	zīdītāju
स्तनधारी	zīdītāji
बीमार	slims
बीमार	slima
बीमार	slims
बीमार	slimi
यूईएफए	uefa
तेलुगू	telugu
घंटों	stundas
घंटों	stundām
गिनी	gvineja
गिनी	gvinejas
लक्ष्यों	mērķi
लक्ष्यों	mērķus
चिह्नित	atzīmēti
चिह्नित	atzīmēts
चिह्नित	marķēts
चिह्नित	atzīmēt
चिह्नित	zīme
चिह्नित	marks
गर्भावस्था	grūtniecība
गर्भावस्था	grūtniecības
संरक्षक	patron
संरक्षक	sargs
अध्यापक	pasniedzēja
अध्यापक	skolotāju
अध्यापक	skolotāja
अध्यापक	skolotājs
अवशोषण	uzsūkšanās
अवशोषण	absorbcija
अवशोषण	absorbciju
पर्ल	pērle
पर्ल	perl
लुई	luiss
लुई	luis
त्वरित	ātri
त्वरित	ātra
त्वरित	ātrā
त्वरित	ātrs
त्वरित	paātrināto
त्वरित	paātrināta
हिन्दुओं	hinduisti
गर्भाशय	dzemdē
गर्भाशय	dzemdes
डाली	dalī
नमः	nms
माउंट	kalna
युद्धों	kariem
युद्धों	kari
शर्तों	apstākļi
शर्तों	nosacījumi
शर्तों	stāvokļi
शर्तों	apzīmējumi
शर्तों	termini
रियल	reāli
रियल	īstais
रियल	īsta
रियल	reālā
रियल	reālās
रियल	īstas
गेम्स	spēles
अनुशासन	disciplīnu
अनुशासन	disciplīna
जवाहरलाल	džavaharlals
सम	pat
धारक	tvertne
धारक	konteiners
धारक	konteinera
माइक	maiks
कपास	kokvilna
घूर्णन	rotējošā
घूर्णन	rotācija
घूर्णन	griezt
घूर्णन	pagriezt
बाण	bultu
बाण	bulta
अनुकूलन	pielāgošanās
अनुकूलन	pielāgošana
निकोबार	nikobaru
चक्रवात	ciklona
भूख	ēstgriba
भूख	apetīte
भूख	izsalcis
भूख	bads
भूख	bada
ग्रंथि	dziedzeris
मार्गों	maršruti
मार्गों	ceļi
मार्गों	maršrutus
रिश्ता	saistība
रिश्ता	attiecības
रिश्ता	saistība
टेक्सास	teksasas
आधी	pusi
छाप	iespaidu
छाप	iespaida
छाप	iespaids
शपथ	zvērestu
गिरने	krīt
बंध	obligācija
बंध	obligācijas
निवारण	profilakse
निवारण	profilaksei
निवारण	novēršana
कुत्तों	suņiem
कुत्तों	suņi
बॉल	bumbu
बॉल	balle
बॉल	bumba
बॉल	bumbas
बॉल	bumbiņas
जनन	pavairošana
जनन	vairošanās
जनन	reproducēšanas
बे	līcis
बे	sekcija
डॉन	dons
डॉन	don
आरक्षण	rezervēšana
आरक्षण	atruna
आरक्षण	atrunas
आरक्षण	iebildumi
चाचा	tēvocis
विश्राम	atpūtā
विश्राम	atpūta
चर	mainīgā
चर	mainīgais
चर	mainīgs
चर	mainīgo
चर	mainīga
चर	mainīgie
चर	varianta
चर	variants
चर	variantu
चैनलों	kanāli
विधियाँ	metodes
प्रतिपादित	formulēti
प्रतिपादित	formulēts
प्रतिपादित	formulēta
आगामी	gaidāmā
आगामी	drīzumā
आगामी	gaidāmo
बुखार	drudzis
शोर	troksnis
शोर	trokšņi
शोर	troksni
यूरोपियन	eiro
यूरोपियन	euro
मेरठ	marathu
शिविर	nometne
शिविर	nometnes
शिविर	nometnē
दांत	zobiem
दांत	zobus
दांत	zobi
पुनर्निर्माण	pārbūve
पुनर्निर्माण	atjaunošanas
पुनर्निर्माण	rekonstrukcija
जेट	jet
जेट	lidmašīna
राष्ट्रीयता	pilsonība
राष्ट्रीयता	tautību
ब्रदर्स	brāļi
ब्रदर्स	bros
फील्ड	lauks
फील्ड	lauka
फील्ड	laukā
तीस	trīsdesmit
उद्गम	izcelsmi
उद्गम	izcelsme
उद्गम	attīstīšana
उद्गम	jaunattīstības
फ्रांसिस्को	francisco
पारसी	persiešu
पारसी	persijas
प्रयोक्ता	lietotājs
प्रयोक्ता	lietotāja
प्रयोक्ता	lietotājam
दीर्घकालिक	hroniska
दीर्घकालिक	hronisks
स्टोर	glabātavas
स्टोर	veikalos
स्टोर	noliktavas
स्टोर	veikali
स्टोर	veikals
स्टोर	glabāt
स्टोर	uzglabāt
हसन	hasan
रक्षक	glābējs
टेलर	teilors
जूते	kurpes
जूते	zābaki
जूते	apavi
चांदी	sudrabs
चांदी	sudraba
चांदी	silver
पेन	pen
पेन	pildspalvas
दरवाजे	durvju
दरवाजे	durvis
दरवाजे	durvis
डांस	dejas
डांस	dejo
डांस	deju
डांस	dejot
डांस	deja
राजदूत	vēstnieks
ग्यारह	vienpadsmit
मृदा	augsne
मृदा	augsnes
हरि	hari
पण्डित	pandit
मधुर	saldais
मधुर	salds
मधुर	saldā
रेशम	zīda
रेशम	zīds
कैम्ब्रिज	kembridžas
रेत	smilts
रेत	smilšu
रेत	smiltis
सूचक	bultiņa
प्रतियोगिताओं	sacensības
प्रतियोगिताओं	sacensībās
प्रतियोगिताओं	konkursi
प्रतियोगिताओं	konkursi
दलित	apspiesti
सुई	adatu
सुई	adata
सुई	adatas
सुई	sun
सुई	sui
बैक	muguru
बैक	atpakaļ
बैक	mugura
संकाय	fakultāte
संकाय	fakultātes
प्रोजेक्ट	projekta
प्रोजेक्ट	projekts
प्रोजेक्ट	projekti
संज्ञानात्मक	kognitīvo
फिलिप	philip
फिलिप	filips
शोधकर्ताओं	pētniekiem
शोधकर्ताओं	pētnieki
स्कॉटिश	skotijas
कस्बा	pilsēta
आरेख	diagramma
बैडमिंटन	badmintona
फ्री	bezmaksas
फ्री	brīva
फ्री	free
फ्री	brīvs
वास्तु	arhitekts
वास्तु	arhitektūra
मिर्च	pipari
स्थिरता	stabilitāte
स्थिरता	stabilitāti
स्थिरता	ilgtspējība
स्थिरता	ilgtspēju
फ्रैंक	frenks
निषेध	aizliegums
निषेध	aizliegumi
निषेध	aizliegšana
चिली	čīle
स्राव	gāzizlādes
स्राव	sekrēciju
स्राव	sekrēcija
देरी	kavēšanās
देरी	aizkavēšanās
देरी	aizture
देरी	vēlu
देरी	novēloti
देरी	kavēšanās
देरी	aizkavēšanās
देरी	kavējumi
देरी	aizkavēta
देरी	kavēta
देरी	kavējas
देरी	atliktā
नारंगी	oranžas
नारंगी	oranža
नारंगी	apelsīnu
नारंगी	oranžā
नारियल	kokosriekstu
प्रतिनिधियों	pārstāvjus
प्रतिनिधियों	pārstāvji
सुविधाएँ	pazīmes
सुविधाएँ	iezīmes
बॉन्ड	obligācija
बॉन्ड	obligācijas
चयनित	izvēlētais
चयनित	izraudzīts
चयनित	izvēlēts
चयनित	izvēlēta
भेदभाव	diskriminācijas
भेदभाव	diskriminācija
आदर	sakarā
आदर	cieņā
आदर	cieņa
घट	katlā
जोसेफ	džozefs
जोसेफ	joseph
घंटा	stundas
घंटा	stundām
घंटा	stunda
घंटा	stundu
मुखिया	priekšnieks
मानवता	cilvēci
मानवता	cilvēce
सहकारी	kooperatīvā
सहकारी	kooperatīvs
दुश्मन	pretinieks
दुश्मन	ienaidnieks
दुश्मन	pretiniekam
लीटर	litru
लीटर	litri
लीटर	litros
लीटर	litru
लीटर	litrs
गुर्दे	nieres
मीनार	tornis
मीनार	torņa
मीनार	tornī
मीनार	torni
मीनार	minarets
द्वितीयक	sekundārā
द्वितीयक	sekundārais
द्वितीयक	sekundārie
द्वितीयक	sekundārās
द्वितीयक	sekundāri
वक़्त	laiks
वक़्त	laika
आस्ट्रेलिया	austrālija
कॉफी	kafiju
कॉफी	kafija
डेटाबेस	datubāzi
डेटाबेस	datubāzē
डेटाबेस	datubāze
विशेषज्ञता	koncentrācijas
विशेषज्ञता	koncentrēšanās
विशेषज्ञता	koncentrācija
विनिर्माण	ražošana
फाइबर	šķiedra
फाइबर	fiber
परेशानी	grūtības
परेशानी	nepatikšanas
परेशानी	mocības
बडे	lielāki
बडे	lielākas
बडे	lielāka
बडे	lielāks
संतुलित	līdzsvarota
संतुलित	līdzsvarots
संतुलित	līdzsvarotu
जंग	jungs
संक्रामक	lipīga
संक्रामक	lipīgo
दिमाग	smadzenes
दिमाग	smadzeņu
दिमाग	prātā
दिमाग	prāta
दिमाग	prātu
दिमाग	prāts
दिमाग	smadzenes
वयस्कों	pieaugušajiem
वयस्कों	pieaugušiem
वयस्कों	pieaugušie
सहन	paciest
बरकरार	neskarta
बरकरार	neskarts
बरकरार	neskartas
टेबल	galds
टेबल	galdiņš
टेबल	tabula
टेबल	galda
टेबल	galdi
टेबल	tabulas
टेबल	tabulās
स्कॉट	skots
मैड्रिड	madrid
मैड्रिड	madridē
मैड्रिड	madrides
मैड्रिड	madride
गढ़	bastions
जागरूकता	izpratnes
जागरूकता	apzināšanās
जागरूकता	izpratne
अस्थि	kaulu
अस्थि	kauls
सीबीएस	cb
कुंजी	taustiņi
कुंजी	atslēgas
कुंजी	galvenais
कुंजी	atslēga
कुंजी	taustiņš
रोटी	maize
स्क्वायर	kvadrātveida
स्क्वायर	laukumā
स्क्वायर	skype
मंदी	lejupslīde
मंदी	lejupslīdes
निर्देशांक	koordinē
निर्देशांक	koordinēt
निर्देशांक	koordinātas
निर्देशांक	koordinātes
मिमी	mimi
जरुरत	prasība
इराक	irāka
इराक	irākā
इराक	irāku
प्रशंसक	fani
प्रशंसक	faniem
प्रशंसक	līdzjutējiem
प्रशंसक	ventilatori
प्रशंसक	ventilatora
प्रशंसक	fans
प्रशंसक	fanu
प्रशंसक	ventilators
निवेशकों	investoru
निवेशकों	investors
निवेशकों	investori
सेठ	set
सेठ	sets
आँकड़े	statistika
आँकड़े	statistika
औजार	instruments
औजार	rīks
प्रसंस्करण	pārstrāde
प्रसंस्करण	apstrāde
मन्त्र	mantra
मन्त्र	mantras
उदार	dāsni
उदार	liberāļu
मुद्दा	emitēt
मुद्दा	izdot
स्वाधीनता	brīvība
भाषाएं	valodas
एयरलाइन	airbus
एयरलाइन	aviokompānija
एयरलाइन	aviosabiedrība
एयरलाइन	aviokompāniju
एयरलाइन	aviosabiedrības
एयरलाइन	aviokompānijas
एयरलाइन	airlines
एयरलाइन	aviolīnijas
एयरलाइन	aviosabiedrībām
तस्वीरें	attēli
तस्वीरें	bildes
तस्वीरें	fotoattēli
तस्वीरें	attēli
तस्वीरें	fotogrāfijas
तस्वीरें	bildes
ग्रेड	pakāpes
ग्रेड	pakāpe
ग्रेड	pakāpes
सब्जी	dārzeņu
बोइंग	boeing
आत्मकथा	autobiogrāfija
सवारी	jāšanas
सवारी	braukšana
सवारी	brauciens
सवारी	braucamais
कपड़ा	tekstila
कपड़ा	auduma
कपड़ा	audums
कपड़ा	tekstilizstrādājumu
कपड़ा	tekstilizstrādājumi
झा	ti
प्लस	plus
प्लस	pluss
गंध	smarža
अंटार्कटिका	antarktīda
गोद	apļus
गोद	klēpī
गोद	klēpja
छुट्टी	brīvdienas
छुट्टी	atvaļinājums
छुट्टी	brīvdiena
छुट्टी	brīvdienu
यंग	jauni
अल्लाह	dievs
अल्लाह	allah
राइट	raita
सम्पत्ति	īpašums
सम्पत्ति	īpašība
नित्य	dienā
नित्य	dienas
पेट्रोलियम	naftas
पेट्रोलियम	nafta
प्रस्थान	izbrauc
प्रस्थान	izbraukšana
प्रस्थान	aiziešana
प्रस्थान	izlidošanas
दहन	dedzināšana
दहन	sadegšanas
दहन	sadedzināšana
आंख	acs
आंख	acī
आंख	acu
पालतू	pet
पालतू	mājdzīvnieki
पालतू	mājdzīvniekiem
संचित	uzkrātā
संचित	uzkrāti
संचित	uzkrātās
संचित	uzkrātie
उधार	aizņemtās
उधार	aizņemti
उधार	aizņēmumu
उधार	aizņēmumi
उधार	aizņēmums
उधार	aizņemšanās
अनुभवी	pieredzējuši
अनुभवी	pieredzējis
टोनी	tony
टोनी	tonijs
सजीव	dzīvošana
सजीव	dzīvo
सजीव	dzīvas
सजीव	dzīvot
सजीव	dzīvi
सजीव	dzīvo
सजीव	live
सजीव	tiešraide
सजीव	organisms
यूनिट	mērvienības
यूनिट	vienības
यूनिट	vienība
स्टेट्स	valstis
कविताएँ	dzejoļi
दीर्घा	galerija
दीर्घा	galerijā
दीर्घा	galerijas
शॉट	šāviens
शॉट	sitiens
शॉट	sašāva
शॉट	šāvieni
मिस्टर	mister
लता	lata
थाई	taizemes
थाई	thai
कोर्स	kursa
कोर्स	kursu
कोर्स	kurss
कोर्स	kursā
चिकित्सकों	terapija
चिकित्सकों	terapijā
चिकित्सकों	terapiju
चिकित्सकों	terapijai
चिकित्सकों	ārsti
वॉशिंगटन	vašingtonas
वस्तुएं	priekšmeti
वस्तुएं	posteņi
फैसले	lēmumi
फैसले	lēmumus
भोज	banketu
परिधि	apkārtmērs
प्रसव	dzemdību
प्रसव	dzemdības
उपेक्षा	novārtā
कराते	karatē
उत्तेजित	satraukts
उत्तेजित	priecīgi
उत्तेजित	sajūsmā
अनावश्यक	nevēlami
अनावश्यक	nevēlamas
अनावश्यक	nevēlama
अनावश्यक	lieks
अनावश्यक	lieki
अनावश्यक	nevajadzīgs
अनावश्यक	nevajadzīgu
अनावश्यक	nevajadzīga
अनावश्यक	lieks
अनावश्यक	lieki
अनावश्यक	lieki
क्षतिग्रस्त	bojāta
क्षतिग्रस्त	bojātas
क्षतिग्रस्त	bojāts
क्षतिग्रस्त	bojāti
सेवक	kalps
नाव	laiva
नाव	laivā
नाव	laivu
फिल्मी	plēve
फिल्मी	filma
फिल्मी	plēves
शर्करा	ogļhidrāti
शर्करा	ogļhidrātu
पंच	sitienu
बोला	runājis
बोला	runāja
बोला	runāts
अनौपचारिक	neformālās
अनौपचारिक	neoficiāls
अनौपचारिक	neoficiāli
अनौपचारिक	neformāla
अनौपचारिक	neformālā
साम्यवादी	komunisms
अरुणाचल	arunāčala
क्षमताओं	spējas
प्रासंगिक	nozīmība
प्रासंगिक	attiecīgais
लहर	viļņu
लहर	vilnis
लहर	viļņa
सल्फेट	sulfāts
कूद	lec
कूद	paspējuši
कूद	lekt
परंपराओं	tradīcijas
परंपराओं	tradīcijām
ऊन	vilnas
ऊन	vilna
नासा	nasa
ब्रह्मांड	visums
ब्रह्मांड	cosmos
हीरो	varonis
विराम	komats
रियो	rio
पंचम	piektā
पंचम	piektajā
पंचम	piektais
सांख्यिकीय	statistikas
सांख्यिकीय	statistiskais
सैम	sems
सैम	sem
सैम	sam
एयरपोर्ट	lidosta
एयरपोर्ट	lidostā
एयरपोर्ट	lidostas
एयरपोर्ट	lidostas
सुलभ	noder
सुलभ	rokai
रिक्त	nulles
रिक्त	tukši
रिक्त	tukšs
रिक्त	tukšas
रिक्त	tukša
रिक्त	tukšā
रिक्त	tukšu
रिक्त	tukšs
रिक्त	tukša
बडी	draudziņ
रैंकिंग	ranga
संवर्धन	bagātināšanas
अनुभवों	pieredzes
गामा	kilogrami
गामा	kilogramiem
गामा	kilogramos
गामा	gramos
गामा	gramus
गामा	grami
गामा	gamma
नियंत्रक	kontrolieris
नियंत्रक	kontrolieri
नियंत्रक	kontrole
नियंत्रक	kontroles
अनु	anu
पाचन	fermentācijas
मोर	mor
मोर	pāvs
बाइबिल	bībele
स्थाई	pastāvīgu
स्थाई	pastāvīgs
स्थाई	pastāvīgās
स्थाई	pastāvīgā
स्थाई	pastāvīga
ढाल	nogāzes
ढाल	slīpums
ढाल	gradients
ढाल	slīpums
ढाल	perona
अभिन्न	neatņemama
अभिन्न	nešķirami
फेफड़े	plaušas
दोस्तों	džeki
दोस्तों	puiši
दोस्तों	veči
दोस्तों	draugi
दोस्तों	draugiem
वोल्टेज	sprieguma
वोल्टेज	spriegums
दरअसल	patiesībā
दरअसल	faktiski
दरअसल	īstenībā
रोज	roze
रोज	ikdienas
रोज	ikdienā
रोज	dienā
रोज	dienas
खोलने	atvēršanās
खोलने	atvēršana
खोलने	atvēršanas
खुलासा	atklāt
खुलासा	atklāj
तोड़ने	pārkāpj
मान्यताओं	uzskati
प्रशासक	administratori
प्रशासक	pārvalde
प्रशासक	administrators
प्रशासक	administratora
नकल	imitācija
नकल	imitācijas
नकल	dublikāts
बलिदान	upurus
बलिदान	upuris
सर्प	čūsku
सर्प	čūska
स्ट्रोक	gājiens
स्ट्रोक	insults
बैटमैन	betmens
नाटककार	dramaturgs
गुड	laba
गुड	labas
गुड	labi
गुड	labs
गुड	labais
धनुष	tauriņi
एप्पल	apple
एप्पल	ābols
एप्पल	ābolu
मधु	medu
मधु	mīļā
मधु	medus
परिदृश्य	palestīnas
परिदृश्य	palestīnā
परिदृश्य	panorama
परिदृश्य	panorāma
परिदृश्य	ainava
परिदृश्य	ainavu
परिदृश्य	ainavas
परिदृश्य	scenārijā
परिदृश्य	scenārijs
परिदृश्य	perspektīva
परिदृश्य	perspektīvas
पालि	daivas
अनुपस्थिति	neesamība
हार्वर्ड	hārvardas
मार्क्स	marksisms
मार्क्स	markss
वॉन	fon
सराय	snn
सराय	inn
कट	griezums
भयानक	briesmīga
भयानक	briesmīgi
भयानक	šausmīgi
भयानक	briesmīgs
भयानक	šausmīgi
पुरस्कृत	apbalvoti
केविन	kevins
कर्ता	aktieris
शिक्षित	izglītoti
साबुन	ziepes
मिलन	milānas
मिलन	milāna
हिंसक	vardarbīgi
हिंसक	vardarbīgu
गेंदबाजी	boulinga
ढाका	daka
उत्थान	pacēlumu
सेवाएँ	dienesti
सेवाएँ	pakalpojumi
तलाक	šķiršanās
आक्सीजन	skābeklis
आक्सीजन	skābekli
आक्सीजन	skābekļa
राजनयिक	diplomāts
राजनयिक	diplomātisko
राजनयिक	diplomātiskās
राजनयिक	diplomātiskā
एजेंसियों	aģentūras
एजेंसियों	aģentūrām
ब्रूस	brūss
बैठने	sēdēt
कवच	amuletu
कवच	bruņas
ड्यूक	hercogs
तैनात	izvietots
तैनात	izvietot
दूत	vēstnieks
अनुष्ठान	rituāla
अनुष्ठान	rituāls
राष्ट्रमंडल	sadraudzības
तार्किक	loģisks
तार्किक	loģiski
तार्किक	loģiskā
महामारी	epidēmijas
महामारी	epidēmija
महामारी	epidēmijas
महामारी	epidēmiju
महामारी	epidēmija
मीर	mir
पिक्चर्स	attēli
पिक्चर्स	bildes
पिक्चर्स	pixar
साइकिल	velosipēdi
साइकिल	velosipēdiem
साइकिल	velosipēdu
साइकिल	velosipēda
साइकिल	velosipēds
साइकिल	velosipēdu
कामयाब	veiksmīga
कामयाब	sekmīga
कामयाब	veiksmīgs
कामयाब	veiksmīgu
कामयाब	veiksmīgi
कामयाब	pārvaldīts
कामयाब	izdevās
कामयाब	izdevies
क्वांटम	kvantu
साहस	drosme
साहस	drosmi
ओल्ड	vecā
ओल्ड	veca
ओल्ड	veci
ओल्ड	vecs
ज़रा	zāra
निंदा	nosodīt
थकान	nespēks
थकान	nogurums
थकान	vājums
थकान	nogurums
थकान	apnicis
थकान	noguruši
थकान	noguris
कोट	citāts
कोट	mētelis
मूवी	filma
मूवी	filmu
मूवी	filmas
मूवी	kino
मेटल	metāla
मेटल	metāls
प्रोफाइल	profilu
प्रोफाइल	profila
प्रोफाइल	profils
प्रोफाइल	profili
ब्रिज	tilti
ब्रिज	tilts
ब्रिज	tilta
पाणिनि	panini
ताज	vainaga
ताज	vainags
व्याख्यान	lekcijas
व्याख्यान	lekcija
व्याख्यान	lekciju
व्याख्यान	lekcijas
परजीवी	parazītiem
परजीवी	parazītu
परजीवी	parazītu
चिकित्सीय	medicīnas
चिकित्सीय	medicīniskā
रोबोट	robotu
रोबोट	robots
छोड़ा	izlaists
छोड़ा	atcelts
छोड़ा	pārtraukts
छोड़ा	pārtraukta
व्हिस्की	viskijs
ज़्यादातर	pārsvarā
ज़्यादातर	galvenokārt
ज़्यादातर	lielākoties
दम	dum
नागरिकता	pilsonību
नागरिकता	pilsonība
समृद्धि	labklājību
समृद्धि	labklājība
समृद्धि	labklājības
अक्तूबर	oktobris
अक्तूबर	oktobrī
अक्तूबर	azt
एक्ट	akts
एक्ट	act
एक्ट	rīkoties
जोकर	džokers
जोकर	džeks
जोकर	jack
जोकर	klauns
मित्रों	draugi
मित्रों	draugiem
निमित्त	cēlonis
निमित्त	izraisīt
भवनों	ēkas
भवनों	celtnes
आज़ाद	azad
छठे	sestais
छठे	sestā
कोयले	akmeņogles
कोयले	ogles
विचारक	domātājs
वीज़ा	vīzas
वीज़ा	vīzu
कास्त्रो	castro
आकाशगंगा	galaxy
टक्कर	sadursme
टक्कर	sadursmes
गुणा	pavairošana
गुणा	reizināšanas
गुणा	vairoties
गुणा	reizina
समायोजन	pielāgojums
समायोजन	regulēšana
समायोजन	korekcija
समायोजन	koriģēšana
समायोजन	pielāgošana
समायोजन	pielāgot
समायोजन	noregulēt
समायोजन	koriģēt
समायोजन	koriģē
समायोजन	korekcijas
समायोजन	pielāgojumi
समायोजन	pielāgojumus
प्रायोजित	sponsorēja
मनमोहन	manmohans
विषम	dīvaini
विषम	nepāra
बाली	bali
नवजात	jaundzimušo
संदिग्ध	aizdomīgi
संदिग्ध	apšaubāms
संदिग्ध	apšaubāma
संदिग्ध	apšaubāmi
हां	jā
कंक्रीट	konkrētais
कंक्रीट	konkrētus
कंक्रीट	betona
कंक्रीट	konkrēts
कंक्रीट	konkrēta
जिंदगी	life
जिंदगी	dzīve
जिंदगी	dzīvi
जिंदगी	dzīvība
शिया	šiītu
अकेला	vien
अकेला	vienotā
अकेला	vienreizēja
अकेला	vienots
अकेला	vienotais
अकेला	vientuļš
अकेला	vientuļa
अकेला	vientuļi
बाबर	bāburs
प्रांतों	province
प्रांतों	ils
प्रांतों	provincēs
प्रांतों	provinces
प्रांतों	provincēm
डाटाबेस	datubāzi
डाटाबेस	datubāzē
डाटाबेस	datubāze
ह्रदय	sirds
ह्रदय	heart
मॉडलिंग	modelēšana
मॉडलिंग	modelēšana
मॉडलिंग	modelēšanu
मॉडलिंग	modelēšanas
चाप	loks
चाप	loka
चाप	arkas
चोल	čolas
पन्ना	emerald
मरीजों	pacienti
मरीजों	pacientiem
खुश	priecīgs
खुश	laimīga
खुश	laimīgs
दरों	likmes
हंस	zosu
हंस	gūs
फायदा	pabalsts
फायदा	labums
फायदा	ieguvums
फायदा	priekšrocība
फायदा	priekšrocības
भरोसा	uzticēties
भरोसा	uzticēšanās
भरोसा	uzticība
भरोसा	uzticību
भरोसा	ticu
क्रय	iepirkumi
क्रय	pērkot
क्रय	pērk
खारिज	atlaists
खारिज	noraidīts
खारिज	noraidīja
फेफड़ों	plaušas
फेफड़ों	plaušu
फेफड़ों	plaušas
झुकाव	lieces
झुकाव	slīpuma
झुकाव	slīpums
पं	ķepu
ओडिशा	orisa
बाजारों	tirgus
बाजारों	tirgi
लीप	lēciens
अपहरण	nolaupīšana
अपहरण	nolaupīšanu
अपहरण	nolaupīšanas
भाषाविज्ञान	valodniecība
मेहनत	cieto
मेहनत	smagi
मेहनत	cietās
मेहनत	grūti
मेहनत	cietais
मेहनत	samaļ
थाईलैंड	taizeme
पर्याय	sinonīms
पर्याय	sinonīmi
बहुतायत	pārpilnība
सार्थक	nozīmīgu
चाँदी	sudrabs
चाँदी	sudraba
चाँदी	silver
वर्णक्रम	spektrs
वर्णक्रम	spektra
प्रायोगिक	eksperimentālā
प्रायोगिक	eksperimentāli
प्रायोगिक	eksperimentālās
प्रायोगिक	eksperimentālie
राक्षस	dēmons
राक्षस	briesmonis
राक्षस	briesmoņi
ग्रे	pelēks
ग्रे	pelēkā
ग्रे	pelēks
ग्रे	pelēkas
ग्रे	pelēkais
ग्रे	pelēkās
शाकाहारी	vegānu
श्वास	elpošana
पोल	aptauja
पोल	aptaujas
गारंटी	garantēti
गारंटी	garantēta
गारंटी	garantētas
गारंटी	garantēts
गारंटी	garantija
निर्भरता	atkarību
निर्भरता	atkarība
तंग	cieši
तंग	šaura
तंग	šauri
तंग	šauras
तंग	šaurs
प्रतिरूप	līdzība
चीजें	lietas
योनि	pussy
योनि	mīkstais
योनि	maksts
कांच	stikls
कांच	stikla
कांच	glāze
कांच	stikli
कराची	karači
शस्त्र	ieročus
शस्त्र	ieroči
शस्त्र	ieroča
शस्त्र	ierocis
शस्त्र	ieroču
शस्त्र	rokām
शस्त्र	ieročus
शस्त्र	rokas
शस्त्र	ieroči
गुलाबी	rozā
इलेक्ट्रॉनिक्स	elektronikas
ब्राउज़र	pārlūka
बियर	alu
बियर	alus
सातवीं	septītā
सातवीं	septītais
एनबीसी	nbc
पुरूष	vīrietis
पुरूष	vīriešu
पुरूष	tēviņi
पुरूष	vīrieši
सिंधु	indas
लाइट	gaismu
लाइट	gaišs
लाइट	gaismas
लाइट	gaisma
लाइट	gaiši
अभिव्यक्त	express
अभिव्यक्त	ekspress
ऑस्कर	oskars
ऑस्कर	oscars
बाएँ	palicis
बाएँ	kreisais
बाएँ	kreisā
बाएँ	palikusi
गौर	gaurs
राष्ट्रवादी	nacionālistu
इंजनों	lokomotīves
स्टीफन	stīvens
ब्लूज़	blues
रूपांतरित	pārveidot
रूपांतरित	pārvērst
कांस्य	bronzas
कांस्य	bronza
दिलचस्पी	ieinteresēts
दिलचस्पी	interesē
दिलचस्पी	interesenti
दिलचस्पी	ieinteresēti
दिलचस्पी	ieinteresēta
अलौकिक	ēteriskā
देशांतर	garums
वृत्ति	profesija
महिलाएँ	dāmas
महिलाएँ	dāmām
महिलाएँ	mātītes
महिलाएँ	sievietes
व्यंजनों	receptes
आचार	ētikas
आचार	ētika
मापदंड	kritēriji
एडिनबर्ग	edinburgas
काच	stikls
काच	stikla
काच	glāze
काच	stikli
युवाओं	jaunatne
युवाओं	jaunieši
युवाओं	jaunība
सोलह	sešpadsmit
मलय	malaizijā
मलय	malaizija
मलय	malaizijas
मलय	malajiešu
सीमेंट	cements
सीमेंट	cementa
डिज़्नी	disney
गोलाकार	sfērisku
गोलाकार	apaļš
गोलाकार	apaļi
गोलाकार	kārta
गोलाकार	apaļa
गोलाकार	apaļa
गोलाकार	cirkulārā
गोलाकार	apļveida
आक्साइड	oksīdi
सिकंदर	aleksandrs
टोक्यो	tokijas
विशुद्ध	tīrākā
भाग्य	bagātību
भाग्य	laimes
भाग्य	likteni
भाग्य	liktenis
भाग्य	likteņa
भाग्य	liktenim
भाग्य	likteņa
भाग्य	liktenis
भाग्य	likteni
भाग्य	veiksmi
भाग्य	veiksme
बैल	vērsis
बैल	bull
सावधानी	piesardzība
पैनल	panelis
पैनल	žūrija
पैनल	paneļa
मारिया	marija
स्वीकार्य	swat
स्वीकार्य	pieņemama
स्वीकार्य	pieņemami
स्वीकार्य	pieņemamas
स्वीकार्य	pieņemams
कीबोर्ड	tastatūras
एंटीबायोटिक	antibiotikas
दिनांक	datums
योगी	jogi
गुट	frakciju
प्रतिस्थापन	aizvietošana
