और	и
आपत्ति	протестую
आपत्ति	возражения
आपत्ति	возражаю
आपत्ति	возражение
आपत्ति	возражения
आपत्ति	возражений
विपक्ष	оппозиции
विपक्ष	оппозиция
विपक्ष	противодействие
विपक्ष	противостояние
धार	речушки
द्रौपदी	драупади
दीवान	диван
डब	dub
मतदाता	избиратели
मतदाता	избирателей
प्रवर्तक	промоутер
सूखी	сухая
सूखी	сухие
सूखी	сухой
बॉट	ботов
चेहरा	лицом
चेहरा	лицо
भूकम्प	землетрясение
भूकम्प	землетрясения
प्रधानता	приоритет
पिशाच	вампиры
पिशाच	вампир
जला	ожог
जला	сжечь
जला	гореть
शिष्यों	ученики
शिष्यों	учеников
पूर्वजों	предки
पूर्वजों	предков
वाल्व	клапан
भाषाई	языковым
धोखा	обмануть
धोखा	обманывает
धोखा	измена
धोखा	обман
धोखा	обманул
दाता	донор
दाता	донора
किंग्स	королей
किंग्स	короли
नेटवर्किंग	сетей
हटाना	удаление
हटाना	удаление
अर्जेंटीना	аргентина
परिप्रेक्ष्य	перспективы
परिप्रेक्ष्य	перспектива
इंसान	человеческое
इंसान	человеческая
इंसान	человек
इंसान	человека
सूडान	судане
सूडान	судан
अलगाव	изоляция
अलगाव	изоляции
स्पर्धा	конкурирующих
वादा	обещаю
वादा	обещание
चालीस	forty
चालीस	сорок
चालीस	сорока
उपवास	поста
अप्रत्यक्ष	косвенной
अप्रत्यक्ष	косвенные
अप्रत्यक्ष	косвенное
अप्रत्यक्ष	косвенно
अप्रत्यक्ष	подразумевается
अप्रत्यक्ष	косая
मंत्रियों	министры
मंत्रियों	министрами
मंत्रियों	министров
एयरलाइन्स	airbus
दंत	стоматологические
सौदा	сделку
सौदा	сделка
सुनवाई	слух
सुनवाई	слушание
सुनवाई	слушания
विजेताओं	победителей
विजेताओं	победители
बुधवार	ср
बुधवार	среды
बुधवार	среда
बुधवार	среду
बुधवार	средам
पीस	кусочек
पीस	кусок
प्रतियां	компиляции
प्रतियां	компиляция
प्रतियां	копии
प्रतियां	копий
प्रतियां	экземпляры
कार्यकर्ताओं	трудящиеся
कार्यकर्ताओं	работники
कार्यकर्ताओं	рабочие
कार्यकर्ताओं	работников
कार्यकर्ताओं	трудящихся
कार्यकर्ताओं	активистов
कार्यकर्ताओं	активисты
सीमाएँ	диапазоны
सीमाएँ	границы
सीमाएँ	пределы
समाजों	общества
इथियोपिया	эфиопия
इथियोपिया	эфиопию
इथियोपिया	эфиопии
मालिकों	промоутеры
मालिकों	владельцы
मालिकों	владельцев
मालिकों	владельцам
स्थानिक	пространственных
अधिकांशतः	преимущественно
हीरा	бриллиант
हीरा	алмазов
हीरा	алмаз
किनारों	края
डॉट	точка
डॉट	дот
संध्या	ив
संध्या	ева
संध्या	вечер
संध्या	вечерний
संध्या	заката
बेकार	бесполезный
बेकार	отстой
बेकार	хреново
बेकार	бесполезна
बेकार	бесполезный
बेकार	бесполезно
बेकार	бесполезен
मिशेल	мишель
मिशेल	микеле
मिशेल	мишель
मिशेल	митчел
मिशेल	митчелл
अनिश्चित	неопределенным
मोटा	толстый
मोटा	толстая
मोटा	толщиной
मोटा	толстые
मोटा	толстый
मोटा	толстая
मोटा	жир
मोटा	жирный
अंकन	маркировка
अंकन	маркировки
वरदान	благословение
वरदान	бун
सलमान	салман
दुख	страданий
दुख	страдание
आर्यों	арийской
फ्रेडरिक	фридрих
फ्रेडरिक	фредерик
फ्रेडरिक	фридрих
प्लग	plug
मानद	почетный
नमी	влажность
नमी	влаги
संग्रहण	подборки
संग्रहण	коллекции
संग्रहण	хранение
संग्रहण	хранения
संग्रहण	хранилище
संग्रहण	склад
संग्रहण	коллекция
संग्रहण	collection
संग्रहण	коллекции
संग्रहण	сбор
राष्ट्रवाद	национализм
समर्पण	самоотверженность
समर्पण	посвящение
आर्कटिक	арктике
काबुल	кабуле
आलोचनात्मक	критическая
आलोचनात्मक	критические
आलोचनात्मक	критическое
आलोचनात्मक	критический
प्रतिस्पर्धी	конкуренты
प्रतिस्पर्धी	конкурентов
प्रतिस्पर्धी	конкурент
प्रतिस्पर्धी	конкурсных
आयरन	железа
आयरन	утюг
आयरन	железо
आयरन	железный
कार्यालयों	отделений
कार्यालयों	офисы
स्टाफ	персонал
स्टाफ	сотрудники
फिल्टर	фильтр
डाई	краситель
आंदोलनों	движения
जटिलता	сложности
जटिलता	сложность
देखिये	смотрите
देखिये	посмотреть
देखिये	смотреть
देखिये	часы
स्विस	швейцарский
स्विस	швейцарская
स्विस	швейцарии
कटाई	урожай
कटाई	вырубки
कटाई	заготовки
रूढ़िवादी	консервативные
फोर्ट	форт
फोर्ट	крепость
चमड़े	кожа
अनुपालन	соблюдение
हफ्ते	недели
हफ्ते	неделю
हफ्ते	неделя
हफ्ते	недели
हफ्ते	недель
प्रतिज्ञा	залог
चैंपियंस	чемпионов
चैंपियंस	чемпионы
मुद्रित	печатных
वास्तुकार	архитектор
अभिनव	новаторский
अभिनव	новаторские
अभिनव	инновационные
अभिनव	новаторских
चयापचय	метаболизм
कनेक्शन	соединения
कनेक्शन	связь
कनेक्शन	подключение
कनेक्शन	соединение
अरस्तू	аристотель
बिली	билли
बिली	билли
अरविन्द	ауробиндо
अर्द्ध	полу
खाया	ел
खाया	съел
खाया	съели
खाया	ели
खाया	съели
खाया	ел
खाया	ели
बार्सिलोना	барселона
अग्रिम	аванс
अस्त्र	астра
विकिमीडिया	викимедиа
माइक्रोफोन	микрофон
अब्राहम	авраам
अब्राहम	абрахам
अब्राहम	ибрахима
अब्राहम	ибрахим
जुड़वां	близнец
जुड़वां	близнецы
प्रिक्स	prix
गोल्फ	гольф
विडियो	video
विडियो	видео
गोले	выстрелы
गोले	снаряды
गोले	снарядов
हज़ारों	тысячи
बाधित	перебил
बाधित	прервал
हिप	хип
हिप	бедро
क्षीण	незначительные
क्षीण	незначительное
मंजिल	этажный
मंजिल	пол
मंजिल	этаж
मूर्तियां	идолы
मूर्तियां	идолов
कीमतों	цены
विलक्षण	причудливый
ट्रॉफी	трофей
दुरुपयोग	злоупотребления
दुरुपयोग	надругательство
दुरुपयोग	злоупотребление
पुनर्जागरण	возрождения
पुनर्जागरण	возрождение
परमाणुओं	элементарные
लेक	лек
लेक	лех
मिल्वौकी	милуоки
कंधे	плечом
कंधे	плечо
मज़बूत	сильный
मज़बूत	сильная
मज़बूत	сильные
मज़बूत	сильна
मज़बूत	сильное
कंट्रोल	контроля
कंट्रोल	контроль
कंट्रोल	управление
कंट्रोल	ctrl
थीम	темы
थीम	тема
पाउडर	порошок
पाउडर	порох
समाजवाद	социализм
समाजवाद	социологии
संगमरमर	мрамор
संगमरमर	вехой
सेक्स	секс
वीरता	героизм
वीरता	храбрость
वीरता	доблесть
कीर्ति	известность
कीर्ति	славы
कीर्ति	слава
कीर्ति	славу
मिलाने	милан
जेन	джейн
जेन	джен
अरबों	миллиардов
अरबों	миллиарды
गतिशीलता	мобильность
गतिशीलता	мобильности
कहां	где
कहां	куда
आतंरिक	внутренние
आतंरिक	внутреннего
आतंरिक	внутренняя
आतंरिक	внутренний
आतंरिक	внутреннее
कैथरीन	кэтрин
कैथरीन	катерина
कैथरीन	кэтрин
कैथरीन	катрин
कैथरीन	катерина
कैथरीन	екатерина
करन	каран
पत्ती	лист
पत्ती	пэтти
पत्ती	патти
कुंडली	coil
हिम	снег
हिम	сноу
हिम	снега
कब्ज़ा	хранение
कब्ज़ा	владение
कब्ज़ा	обладание
कब्ज़ा	поглощение
हस्तांतरण	передачи
हस्तांतरण	передача
हस्तांतरण	перенос
हस्तांतरण	трансфер
हस्तांतरण	передача
हस्तांतरण	транспорт
हस्तांतरण	перевозка
हस्तांतरण	перевозки
हस्तांतरण	передачи
हस्तांतरण	переводы
लॉजिक	логика
टकराव	столкновение
टकराव	столкновения
टकराव	столкновение
टकराव	столкновения
लिनक्स	linux
धुरी	поворот
धुरी	ось
धुरी	оси
धुरी	ось
घोड़ा	лошадь
घोड़ा	лошадка
घोड़ा	конь
ख़राब	плохо
ख़राब	плохой
ख़राब	bad
ख़राब	плохая
प्रतिबिंबित	отражать
प्रतिबिंबित	отразить
एकाधिक	мультиплеер
वीर्य	сперма
वीर्य	спермы
वीर्य	семя
कार्बोहाइड्रेट	углеводов
पतले	тощий
दर्रा	пропуск
दर्रा	пройти
दर्रा	пас
गैलेक्सी	галактика
गैलेक्सी	галактике
गैलेक्सी	galaxy
गैलेक्सी	гэлакси
वरीयता	предпочла
वरीयता	предпочтение
वरीयता	предпочтения
वरीयता	предпочтение
गुहा	полость
गुहा	полости
आगम	агамы
पहलवान	борцы
पहलवान	борец
रैंक	ранг
रैंक	звание
रैंक	ранга
अपूर्ण	несовершенной
अपूर्ण	неполный
अपूर्ण	неполной
डेल	дейл
डेल	дэйл
डेल	дель
डेल	del
डेल	делл
दूरदर्शी	телескопа
दूरदर्शी	телескоп
शुक्राणु	сперма
शुक्राणु	спермы
शुक्राणु	сперму
लीवर	рычаг
वज़न	вес
तटस्थ	беспристрастно
तटस्थ	беспристрастным
तटस्थ	беспристрастность
तटस्थ	нейтральный
तटस्थ	нейтралитет
तटस्थ	нейтральной
तटस्थ	нейтральным
उन्मुख	ориентированная
उन्मुख	ориентированное
उन्मुख	ориентированный
अनुकूलित	настроить
अनुकूलित	оптимизирована
अनुकूलित	индивидуально
अनुकूलित	обычай
भेड़	овец
भेड़	овца
भेड़	овцы
रैखिक	линейной
इकाइयाँ	подразделения
इकाइयाँ	единицы
इकाइयाँ	подразделений
फांसी	висит
सस्ते	дешевые
सस्ते	недорого
सस्ते	дешевая
सस्ते	дешевый
सक्रियता	активность
सक्रियता	действия
सक्रियता	деятельность
प्रयोगात्मक	экспериментальных
प्रयोगात्मक	экспериментальная
प्रयोगात्मक	экспериментальные
प्रयोगात्मक	экспериментальное
प्रयोगात्मक	экспериментальный
निवेशक	инвестор
निवेशक	инвесторов
विनियमन	регламент
विनियमन	регулирование
कब्जे	хранение
कब्जे	владение
कब्जे	обладание
ऐनी	энн
ऐनी	анн
ऐनी	анна
बेला	белла
रॉकेट	ракета
निकालना	удаление
निकालना	извлечение
निकालना	добычи
नॉर्वे	норвегия
नॉर्वे	норвегию
नॉर्वे	норвегии
सालाना	ежегодная
सालाना	годовой
सालाना	годовая
कलम	перо
कलम	пен
कलम	ручка
कलम	ручку
कलम	пересадке
चूर्ण	шлак
चूर्ण	порошок
चूर्ण	порох
बॉस	босс
टोरंटो	торонто
जॉर्जिया	грузии
जॉर्जिया	джорджия
जॉर्जिया	грузия
जॉर्जिया	грузию
बसें	автобусы
बसें	автобусов
कोल	коул
मरे	мюррей
खुफिया	интеллект
खुफिया	разведка
खुफिया	разведки
अपलोड	загрузил
अपलोड	загружены
अपलोड	загрузили
अपलोड	загружен
अपलोड	загрузите
अपलोड	загрузка
अपलोड	загрузить
नलिका	трубку
नलिका	трубка
अजीब	странная
अजीब	странное
अजीब	странный
अजीब	странно
अजीब	странные
अजीब	странная
अजीब	странное
अजीब	странный
अजीब	странно
अजीब	странные
अजीब	неловко
अजीब	неудобно
बोलियों	заявки
ओबामा	обама
शॉन	шон
शॉन	шон
अल्बर्ट	альберт
अल्बर्ट	альбер
ख़ैबर	хайбер
बेगम	бегум
आन्तरिक	внутренние
आन्तरिक	внутреннего
आन्तरिक	внутренняя
आन्तरिक	внутренний
आन्तरिक	внутреннее
वेगास	вегасе
वेगास	вегас
सघन	компакт
सघन	плотный
सघन	плотная
चौदह	четырнадцать
प्लाज्मा	плазмы
छपाई	напечатать
छपाई	печать
छपाई	распечатать
छपाई	печати
छपाई	печатать
छपाई	печать
सर्दी	холодная
सर्दी	холодное
सर्दी	холодный
सर्दी	холодно
सर्दी	холод
सर्दी	зимняя
सर्दी	зимний
सर्दी	зима
सर्दी	винтер
सर्दी	зимние
गिलगित	гилгит
घना	плотный
घना	плотная
मीठा	сладкий
मीठा	сладкие
मीठा	сладкая
सच्चाई	истины
सच्चाई	истина
सच्चाई	правда
सच्चाई	правду
व्यवसायों	профессий
व्यवसायों	профессии
व्यवसायों	предприятия
व्यवसायों	предприятий
आदत	привычка
आज़ादी	свободы
आज़ादी	свободу
आज़ादी	свобода
लड़कों	парни
लड़कों	мальчики
लड़कों	мальчишки
लड़कों	boys
लड़कों	мальчиков
पुण्य	добродетель
पुण्य	добродетели
स्विच	переключатель
स्विच	переключить
स्विच	переключение
पैन	пан
पैन	пэн
प्राध्यापक	профессор
प्राध्यापक	преподаватель
वोटों	голоса
वोटों	голосов
ताजा	свежее
ताजा	свежий
ताजा	свежая
ताजा	свежие
झरने	водопад
भिक्षु	монах
भिक्षु	монк
बलूचिस्तान	белуджистан
नेपोलियन	наполеона
नेपोलियन	наполеон
प्रतिभागी	участников
प्रतिभागी	участники
बोझ	бремя
बोझ	бремя
आधिपत्य	гегемонии
अंडरटेकर	гробовщик
पूंछ	хвост
मंडी	мэнди
मेमोरियल	мемориал
सेवानिवृत्त	отставке
क्रूज़	круз
क्रूज़	крус
क्रूज़	cruises
धनात्मक	положительные
धनात्मक	положительно
धनात्मक	позитивная
धनात्मक	положительный
धनात्मक	позитивные
तुम्हारी	твоя
तुम्हारी	ваши
तुम्हारी	ваш
तुम्हारी	ваша
तुम्हारी	твой
तुम्हारी	ваше
आइस	лед
आइस	льда
आइस	ice
आइस	лёд
कमज़ोर	слабая
कमज़ोर	слабо
कमज़ोर	слабым
कमज़ोर	слабые
कमज़ोर	слабый
कमज़ोर	отстой
आयुर्विज्ञान	медицина
आयुर्विज्ञान	лекарство
आयुर्विज्ञान	медицины
सऊदी	саудовская
अनुमोदन	одобрение
अनुमोदन	утверждение
मोम	воск
सूअर	свиней
सूअर	свиньи
सूअर	свинья
सूअर	свиньи
पोत	судно
पोत	сосуд
पोत	судна
सौदे	сделок
सौदे	сделки
सौदे	сделку
सौदे	сделка
मोटाई	толщина
वर्जीनिया	вирджиния
दृढ़ता	упорство
दृढ़ता	настойчивость
दृढ़ता	стойкость
संतों	святые
संतों	святых
बीजगणित	алгебра
मानसून	муссон
हेक्टेयर	гектар
हेक्टेयर	гектаров
केंद्रों	центров
केंद्रों	центры
कार्यात्मक	функциональные
कार्यात्मक	функциональная
कार्यात्मक	функциональных
रचनाएं	творения
रचनाएं	составы
रचनाएं	композиции
बुश	буш
बुश	буша
सपने	сон
सपने	dream
सपने	мечта
सपने	сны
सपने	мечты
आश्चर्यजनक	удивляет
छाती	груди
छाती	сундук
छाती	грудь
घोड़ों	коней
घोड़ों	кони
घोड़ों	лошадей
घोड़ों	лошади
वॉल	стена
वॉल	стене
वॉल	уолл
यम	ям
यम	плутон
हड्डियों	костей
हड्डियों	кости
महत्ता	важность
फ्रांसिस	франсис
फ्रांसिस	фрэнсис
फ्रांसिस	франциск
फ्रांसिस	френсис
महानगर	метрополитен
मैनेजर	manager
मैनेजर	менеджер
मैनेजर	управляющий
कार्निवल	карнавал
खिलाडी	игроки
खिलाडी	игрокам
खिलाडी	игроков
नक्शे	карт
नक्शे	карты
पाइप	трубы
पाइप	трубка
पाइप	труба
पाइप	трубы
त्रिभुज	игл
त्रिभुज	орёл
त्रिभुज	орел
त्रिभुज	треугольник
खलनायक	злодей
खलनायक	злодеи
खलनायक	злодеев
ईस्टवुड	иствуд
रूम	комнаты
रूम	номера
रूम	room
रूम	комната
मैक्सिको	мексику
मैक्सिको	мексики
मैक्सिको	мексика
जज	судья
नरसिंह	нарасимха
व्यवसायिक	профессия
अल्फा	alpha
अल्फा	альфа
अल्फा	альфа
अल्फा	alfa
डालर	доллар
छद्म	псевдо
निशाना	мишень
निशाना	цель
ईस्टर	пасхи
ऑटोमोबाइल	автомобили
ऑटोमोबाइल	автомобиль
राउंड	круглая
राउंड	круглые
राउंड	раунд
बेरी	берри
नरम	мягкий
नरम	нежная
नरम	мягкая
नरम	мягкое
नरम	мягкие
नरम	смягчить
रोमांटिक	романтический
रोमांटिक	романтик
रोमांटिक	романтика
रोमांटिक	романтическая
काँच	стакан
काँच	стекло
काँच	бокал
काँच	стекла
सूप	суп
नेट	нетто
नेट	net
नेट	чистый
नेट	сетки
नेट	сети
नेट	сеток
जेरिको	иерихон
हॉप	хоп
उठता	возникнуть
उत्परिवर्तन	мутации
ओपेरा	opera
ओपेरा	опера
मैट्रिक्स	матрицы
मैट्रिक्स	матрицу
मैट्रिक्स	матрица
जार्ज	георг
जार्ज	джордж
जार्ज	георгий
कौर	каур
बिल्ली	кэт
बिल्ली	кот
बिल्ली	кпп
बिल्ली	кошка
बिल्ली	cat
क्षुद्रग्रह	астероидов
क्षुद्रग्रह	астероид
आसमान	sky
आसमान	скай
आसमान	неба
आसमान	небо
आसमान	небеса
आसमान	небо
मिनी	mini
मिनी	мини
क्रियाएँ	мероприятия
क्रियाएँ	деятельность
क्रियाएँ	глаголы
क्रियाएँ	действия
क्रियाएँ	меры
क्रियाएँ	активность
क्रियाएँ	действия
क्रियाएँ	деятельность
वैली	уолли
याचिका	петиции
याचिका	петицию
सुविधाजनक	удобный
सुविधाजनक	удобно
सुविधाजनक	удобная
सुविधाजनक	удобное
स्नेह	привязанность
फेसबुक	фейсбук
फेसबुक	facebook
जैक्सन	джексон
चोर	чор
चोर	воров
चोर	воры
चोर	воровка
चोर	вор
कॉपी	скопировал
कॉपी	копирование
कॉपी	скопировать
कॉपी	копировать
कॉपी	копия
कॉपी	копии
कॉपी	копий
कॉपी	экземпляры
डाइऑक्साइड	диоксида
केप	плащ
केप	мыс
मौसमी	сезонных
भेजी	отправил
भेजी	отправила
भेजी	послал
भेजी	отправлено
भेजी	отправили
कमेटी	комитет
कमेटी	комитета
मौजूदगी	присутствие
दोस्ती	дружбы
दोस्ती	дружба
बम्बई	бомбей
पंप	насос
दाने	зерна
एयरबस	airbus
सील	печать
आभासी	виртуальная
आभासी	виртуальные
आभासी	виртуальный
सलीम	салим
आश्वासन	утешение
नक्काशी	гравировка
नक्काशी	резьбой
विचलन	отклонения
विचलन	отклонение
डबिंग	озвучке
डेविस	дэвис
होस्ट	принимающих
होस्ट	принимающая
होस्ट	организаторы
जलाशय	бассейн
जलाशय	бассейна
ऋणात्मक	негативных
ऋणात्मक	отрицательный
ऋणात्मक	отрицательные
ऋणात्मक	отрицательно
ऋणात्मक	негативные
ऋणात्मक	отрицательное
जवान	янг
जवान	молодая
जवान	молодые
जवान	young
जवान	молодых
जवान	молодой
सूफी	суфи
डॉग	собака
डॉग	пес
डॉग	пёс
टूल	инструменты
टूल	сервис
टैक्सी	taxi
टैक्सी	такси
टैक्सी	такси
टैक्सी	такси
अचल	недвижимого
अचल	недвижимое
सूरा	глава
सूरा	главу
सूरा	сура
सूरा	сура
पेरू	перу
भूरा	браун
भूरा	коричневые
भूरा	коричневый
चलाता	исполняет
यूनिक्स	unix
गार्ड	стража
गार्ड	охранники
गार्ड	охранников
गार्ड	гвардия
गार्ड	охрана
गार्ड	охранник
गिना	насчитал
रेलमार्ग	railroad
गेहूं	пшеницы
बेसिक	базовые
बेसिक	основные
बेसिक	базовый
बेसिक	базовая
बेसिक	basic
फेडरेशन	федерация
फेडरेशन	федерации
रस्सी	веревка
रस्सी	веревку
क्रीम	сливки
क्रीम	крем
परेड	парад
अलास्का	аляска
शुद्धता	целомудрие
शुद्धता	целомудрия
शुद्धता	точности
शुद्धता	точность
रुद्र	рудра
रचनाकार	писатель
रचनाकार	сценарист
शिशुओं	малыши
शिशुओं	детки
शिशुओं	дети
अंगूर	виноград
अंगूर	виноград
विश्वव्यापी	worldwide
लेनी	лени
देह	body
देह	тела
देह	тело
जौ	ячмень
युवावस्था	молодежи
युवावस्था	молодость
युवावस्था	молодёжь
युवावस्था	молодежь
स्टाइल	style
स्टाइल	стиль
रेड्डी	редди
गुरुकुल	семинарии
लौटे	вернулся
लौटे	возвращено
कारखानों	заводы
कारखानों	фабрики
कारखानों	фабрик
ढांचा	рамки
ढांचा	рамку
ढांचा	кадр
ढांचा	рамки
ढांचा	структура
मजदूरी	зарплата
मजदूरी	заработная
मजदूरी	зарплата
विस्थापन	смещение
विस्थापन	перемещение
विस्थापन	перемещения
कठिनाइयों	трудности
चैन	чан
चैन	тян
चैन	цепочку
चैन	цепочка
चैन	цепь
प्रतीकों	символов
प्रतीकों	символы
भ्रष्ट	повреждены
अभियान्त्रिकी	инженерии
अभियान्त्रिकी	инжиниринг
सामंजस्य	гармонию
सामंजस्य	гармония
सामंजस्य	гармонии
पैक	пакеты
पैक	стаи
पैक	стая
छाल	кора
छाल	барк
पिक्चर	картинка
पिक्चर	фотография
पिक्चर	фотка
पिक्चर	pixar
इराक़	ирак
वाइन	вина
वाइन	вино
फारस	персии
शतरंज	шахматы
गर्भपात	аборты
गर्भपात	аборт
गर्भपात	абортов
छावनी	расквартирования
प्रकोप	возмущение
प्रकोप	негодование
प्रकोप	гнев
ग्रीष्म	саммерс
ग्रीष्म	лето
ग्रीष्म	summer
ग्रीष्म	саммер
ग्रीष्म	летний
बेल्ट	ремни
बेल्ट	пояса
बेल्ट	ремень
बेल्ट	пояса
बेल्ट	пояс
पुजारी	священника
पुजारी	священник
प्लेस	место
खां	хан
मीना	мина
एनीमेशन	анимации
एनीमेशन	оптимизации
एनीमेशन	оптимизация
एनीमेशन	анимации
ज्वार	сорго
नॉन	non
समस्याएँ	проблемы
समस्याएँ	проблем
समस्याएँ	вопросы
समस्याएँ	проблемы
एलिजाबेथ	елизавета
एलिजाबेथ	элизабет
डिएगो	диего
रांची	ранчи
पैट्रिक	патрика
पैट्रिक	патрик
विक्टर	виктор
मित्रता	дружбы
मित्रता	дружба
विश्वसनीयता	авторитет
विश्वसनीयता	достоверность
विश्वसनीयता	достоверность
विश्वसनीयता	надежности
विश्वसनीयता	надежность
यूरेनियम	уран
श्रद्धांजलि	дань
श्रद्धांजलि	должное
स्तुति	хвала
ड्रीम	сон
ड्रीम	dream
ड्रीम	мечта
कैप्टन	капитан
वेधशाला	обсерватория
कुत्ता	собака
कुत्ता	пес
कुत्ता	пёс
तुरन्त	немедленно
तुरन्त	незамедлительно
तुरन्त	моментально
तुरन्त	мгновенно
क्लबों	club
क्लबों	клуб
जड़ें	корни
सरसों	горчица
इमाम	имам
वार्नर	warner
सिस्टम्स	системы
सिस्टम्स	систем
चलना	прогулки
चलना	ходить
चलना	ходить
चलना	пройтись
चलना	прогулка
चलना	пешком
धुन	мелодия
धुन	мелодию
समितियों	комитеты
मसाले	специи
लेबनान	ливан
लेबनान	ливана
लेबनान	ливане
औचित्य	оправдание
औचित्य	обоснование
रूपक	метафора
नौका	яхты
नौका	яхта
नौका	яхту
नौका	лодке
नौका	лодка
नौका	лодку
नौका	яхта
शैवाल	водоросли
निपटान	урегулирование
निपटान	поселение
निपटान	урегулирования
प्रचारक	промоутеры
साईट	сайт
स्वीडिश	шведский
स्वीडिश	шведское
स्वीडिश	шведская
स्वीडिश	швеции
स्वीडिश	швеции
स्वीडिश	швеция
एडम्स	адамс
अभिगम	доступа
अभिगम	доступ
मंत्रिमंडल	министерств
मंत्रिमंडल	министерства
मंत्रिमंडल	министерствам
मंत्रिमंडल	кабинет
मंत्रिमंडल	шкаф
मंत्रिमंडल	кабинета
पहना	носил
पहना	носила
पहना	носили
सिखों	сикхов
सिखों	сикхов
लेट	опаздывает
लेट	поздний
लेट	поздно
लेट	опоздал
तिल	сезам
ट्विटर	твиттер
ट्विटर	twitter
जेरी	джерри
पतला	тощий
पतला	слим
पतला	тонкий
पतला	тонкая
पतला	тонкие
पतला	незначительные
पतला	незначительное
न्यूज	news
न्यूज	новость
न्यूज	новости
आइलैंड	острова
आइलैंड	island
आइलैंड	остров
आइलैंड	островных
रिलायंस	опора
रिलायंस	опоры
कमला	камала
कमर	талия
कमर	талии
कमर	камар
फौज	армии
फौज	армия
कैमरे	камеры
कमाल	круто
कमाल	классные
कमाल	классная
कमाल	классно
निकास	выход
निकास	выезд
मालिश	массаж
मालिश	массаж
कॉमिक	комик
कॉमिक	комикс
कॉमिक	comic
आसवन	дистилляции
क्वार्टर	квартал
क्वार्टर	четверть
क्वार्टर	квартале
मॉनमाउथ	монмут
लाइनों	строк
लाइनों	линии
लाइनों	линий
लाइनों	строки
पाषाण	карьер
कवक	грибок
क्षतिपूर्ति	компенсация
क्षतिपूर्ति	ущерб
क्षतिपूर्ति	ущерба
क्षतिपूर्ति	убытки
सूखा	сухая
सूखा	сухие
सूखा	сухой
सूखा	засухи
सूखा	засуха
रहस्यमय	загадочная
रहस्यमय	загадочный
रहस्यमय	таинственный
इस्लामिक	исламские
इस्लामिक	исламская
इस्लामिक	исламский
इस्लामिक	исламское
रजिस्टर	регистров
रजिस्टर	реестры
रजिस्टर	регистры
रजिस्टर	зарегистрироваться
रजिस्टर	регистра
रजिस्टर	регистр
रजिस्टर	зарегистрировать
रजिस्टर	реестр
रजिस्टर	регистрация
सिंगल	сингл
सन्धि	договор
सन्धि	договора
अनूदित	перевел
अनूदित	перевели
अनूदित	перевела
चमत्कार	чудес
चमत्कार	чудеса
चमत्कार	чудо
चमत्कार	чудес
चमत्कार	чудеса
गोला	сфера
उत्तेजना	волнения
उत्तेजना	волнение
उत्तेजना	возбуждение
उत्तेजना	фурор
अमृता	амрита
गेट्स	гейтс
गेट्स	ворота
विमानन	авиация
विमानन	авиации
संचय	кэш
डैनियल	дэниэл
डैनियल	дэниел
डैनियल	даниель
डैनियल	даниэль
वायरलेस	беспроводной
फिलाडेल्फिया	филадельфии
टुकड़ा	фрагмент
टुकड़ा	кусочек
टुकड़ा	кусок
लेफ्टिनेंट	лейтенант
स्पैनिश	испанская
स्पैनिश	испанский
अपोलो	аполлон
एफबीआई	фбр
कैमरून	камеруна
कैमरून	камеруне
कैमरून	камерун
हाइब्रिड	гибридов
हाइब्रिड	смешанной
हाइब्रिड	гибрид
बलात्कार	изнасилования
बलात्कार	изнасилование
संतोष	удовлетворение
संतोष	удовлетворением
कथाएं	сказки
रोलिंग	rolling
रोलिंग	роулинг
सजावट	декорации
सजावट	декор
सजावट	украшение
सजावट	оформление
सजावट	декорации
सजावट	украшения
टेरी	терри
हिमनद	ледник
कैफीन	кофеина
अस्थिर	нестабильной
राख	прах
राख	пепел
राख	аш
राख	эш
राख	пепел
संकुचन	сжатия
पार्टियों	стороны
पार्टियों	партии
पार्टियों	вечеринки
इन्टरनेट	прервать
इन्टरनेट	прерывание
इन्टरनेट	прерывать
इन्टरनेट	интернет
इन्टरनेट	internet
जीवंत	яркая
जीवंत	живая
जीवंत	живые
जीवंत	лайвли
उर्वरक	удобрений
उर्वरक	удобрения
अनुवादक	переводчик
अनुवादक	переводчики
शोक	трауре
आरोपों	обвинения
उपसर्ग	префикс
दिलचस्प	интересное
दिलचस्प	интересная
दिलचस्प	интересный
दिलचस्प	интересно
दिलचस्प	интересные
संयम	сдержанность
संयम	трезвости
आँखें	глаз
आँखें	глаза
आँखें	глазки
कच्चा	raw
कच्चा	сырой
शाप	проклятие
शाप	проклятье
कैपिटल	столицы
कैपिटल	столиц
कैपिटल	столицах
कैपिटल	капитолий
बास	бас
बास	басс
घुटने	колено
घुटने	колена
कम्प्यूटिंग	вычисления
अपराधियों	виновных
अपराधियों	преступники
अपराधियों	правонарушителей
अपराधियों	преступники
अपराधियों	преступников
डेस्कटॉप	пк
डेस्कटॉप	desktop
जीती	победила
जीती	выиграла
जीती	выиграл
जीती	победил
जादुई	волшебный
पोर्टलैंड	портленде
सितारे	звёзды
सितारे	звезды
डीजल	дизель
तेरह	тринадцать
तेरह	thirteen
स्पिन	вращение
स्पिन	spin
फ्रैंकफर्ट	франкфурте
फ्रैंकफर्ट	франкфурт
गिने	пронумерованы
गिने	насчитал
स्टेज	этапах
स्टेज	стадии
स्टेज	этапы
स्टेज	ступень
स्टेज	этап
स्टेज	стадия
स्टेज	этапе
