ριχάρδος	richard
καθολικοί	katolske
καθολικοί	katolik
ισοδύναμο	ækvivalent
ισοδύναμο	ligestillet
ισοδύναμο	tilsvarende
εθνικοί	statsborgere
χόρχε	jorge
σώθηκε	gemte
σώθηκε	sparet
σώθηκε	reddede
σώθηκε	reddet
σώθηκε	gemt
ειδικότητα	specificitet
ειδικότητα	specialitet
ειδικότητα	speciale
ειδικότητα	specialitet
κοσμική	verdslige
κοσμική	kosmisk
κοσμική	kosmiske
κοσμική	verdslige
σο	shaw
τύραννος	tyran
μάργκαρετ	margaret
δοχείο	fartøj
δοχείο	skib
δοχείο	fartøjet
δοχείο	containere
δοχείο	beholder
δοχείο	container
νίγηρα	niger
θωρηκτό	slagskib
σηματοδότησε	signalerede
σηματοδότησε	markeret
σηματοδότησε	afmærket
σηματοδότησε	mærket
σηματοδότησε	markerede
συμπλήρωμα	supplering
συμπλήρωμα	supplement
καθοριστική	beslutsom
καθοριστική	afgørende
αγιος	sankt
αγιος	helgen
αγιος	saint
εκτενώς	ekstensivt
χρήμα	money
χρήμα	penge
φέγενορντ	feyenoord
μόδα	fashion
μόδα	mode
τουρκμενιστάν	turkmenistan
γράψω	skrive
γράψω	skriv
γράψω	skriver
μετς	metz
μετς	mets
δολοφόνος	dræber
δολοφόνος	morderen
δολοφόνος	killer
δολοφόνος	morder
δολοφόνος	morderen
δολοφόνος	morder
δολοφόνος	snigmorder
δολοφόνος	lejemorder
ωραίο	lækkert
ωραίο	dejligt
ωραίο	hyggeligt
ωραίο	flot
ωραίο	pænt
ωραίο	nice
συμβολίζουν	symbolisere
μπάρμπαρα	barbara
λίτρα	liter
φωτισμό	belysningen
φωτισμό	belysning
αργό	argon
αργό	langsomme
αργό	langsom
αργό	langsomt
εκπαιδευτικός	underviser
εκπαιδευτικός	pædagog
παραμύθι	fortælling
απασχόλησης	beskæftigelsen
απασχόλησης	ansættelse
απασχόλησης	beskæftigelse
λιμένας	havne
λιμένας	portvin
λιμένας	havn
λιμένας	port
διαθεσιμότητα	tilgængelighed
αποτίμηση	værdiansættelse
τροπικό	tropisk
τροπικό	tropiske
εκλειπτική	ekliptika
θειικό	sulfat
φθορά	slid
φθορά	bære
φθορά	forværring
φθορά	nedbrydning
φθορά	forringelse
χατζή	hajji
καταλύτη	katalysator
καταλύτη	katalysatorer
βόλφγκανγκ	wolfgang
ηλικίες	aldre
συναίσθημα	følelser
συναίσθημα	følelse
συναίσθημα	fornemmelse
συναίσθημα	føler
συναίσθημα	følelse
γουιάνα	guyana
φυσιολογία	fysiologi
αλβανικά	albanske
αλβανικά	albansk
αλβανικά	albanere
αντιτορπιλικά	destroyere
αποκλεισμού	udelukkelse
αποκλεισμού	udstødelse
συγκομιδή	høst
συγκομιδή	høster
συγκομιδή	høste
συγκομιδή	høst
συγκομιδή	høster
βελτιωθεί	forbedrede
βελτιωθεί	forbedret
μπέλα	bella
ανατράπηκε	kæntrede
προοδευτικό	progressiv
προοδευτικό	fremadskridende
προοδευτικό	gradvis
προοδευτικό	progressive
προοδευτικό	progressivt
ύπνο	sover
ύπνο	sleep
ύπνο	søvn
ύπνο	sove
ύπνο	sov
συντηρητική	konservativ
συντηρητική	borgerlig
συντηρητική	konservativt
συντηρητική	konservative
κόρδοβα	córdoba
κόρδοβα	cordoba
προβλέψεις	fremskrivninger
προβλέψεις	prognoser
προβλέψεις	forudsigelser
προβλέψεις	overslag
προβλέψεις	prognoser
διαλέκτους	dialekter
βούλγαρος	bulgarsk
βούλγαρος	bulgarske
αναπνοή	åndedræt
αναπνοή	ånde
αναπνοή	åndedræt
αναπνοή	vejrtrækning
αναπνοή	vejret
αναπνοή	åndedræt
θρίαμβος	triumf
πειραματική	eksperimentelle
πειραματική	eksperimenterende
πειραματική	eksperimentel
κοιλότητα	hulrum
ανασκαφή	udgravning
ανασκαφή	graver
ανασκαφή	grav
ανασκαφή	grave
ανασκαφή	udgravning
γεια	hejsa
γεια	goddag
γεια	hej
καρποί	frugt
καρποί	frugter
καρποί	møtrikker
καρποί	nuts
καρποί	nødder
καρποί	frugt
καρποί	frugter
άνεμοι	vindstød
άνεμοι	vind
ρωμαίο	romeo
στοκ	lager
στοκ	bestand
στοκ	stock
διαμονή	indkvartering
διαμονή	bolig
θανάσιμα	dødbringende
θανάσιμα	dødelig
θανάσιμα	dødelige
θανάσιμα	dødeligt
ανταποκρίνεται	lydhør
ανταποκρίνεται	svarer
ανταποκρίνεται	reagerer
πυροβόλο	skydevåben
πάθη	lidenskaber
τερματοφύλακες	målmænd
κεραίες	antenner
κεραίες	antenner
κεραίες	antenne
κεραίες	antenner
παρτίδα	parti
παρτίδα	batch
παρτίδα	masse
παρτίδα	lot
παρτίδα	lodtrækning
ανταγωνισμός	konkurrencen
ανταγωνισμός	konkurrence
συμφέρον	interesser
συμφέρον	rente
συμφέρον	renter
συμφέρον	interesse
οδήγηση	kør
οδήγηση	køre
οδήγηση	drive
οδήγηση	køre
οδήγηση	bilkørsel
οδήγηση	kørsel
οδήγηση	kører
διαγωνισμούς	konkurrencer
ορμή	momentum
ορμή	fremdrift
γουάιτ	wyatt
δημοκρατίες	demokratier
δημοκρατίες	republikkerne
δημοκρατίες	republikker
ενδυμασία	påklædning
αναβίωση	genoplivning
περιορισμοί	begrænsninger
περιορισμοί	begrænsninger
περιορισμοί	restriktioner
περιορισμοί	begrænsninger
δυσαρέσκεια	utilfredshed
δυσαρέσκεια	bitterhed
δυσαρέσκεια	uvilje
δυσαρέσκεια	utilfredshed
λουτρό	bad
λουτρό	badekar
εφικτό	opnåeligt
εφικτό	opnåelige
εφικτό	gennemførlig
εφικτό	gennemførligt
ουγγρική	ungarsk
ουγγρική	ungarske
εξάμηνο	halvår
εξάμηνο	semester
διόδωρος	diodorus
καστ	afgivne
καστ	kast
καστ	støbt
καστ	støbte
θεωρητικό	teoretisk
σενεγάλη	senegal
σκοράρει	snesevis
σκοράρει	score
σκοράρει	scorer
χιτώνα	tunika
οργανωμένο	tilrettelagt
οργανωμένο	organiseret
οργανωμένο	organiserede
οργανωμένο	arrangeret
οργανωμένο	organiseret
οργανωμένο	organiserede
νίκολας	nicholas
κυκλώματα	kredsløb
αντιληπτό	opfattes
αντιληπτό	opfattede
αντιληπτό	opfattet
αποκλεισμός	udelukkelse
αποκλεισμός	udstødelse
αποκλεισμός	ban
αποκλεισμός	forbyde
αποκλεισμός	forbud
φάντασμα	ghost
φάντασμα	spøgelset
φάντασμα	spøgelse
φάντασμα	phantom
φάντασμα	fantomet
φάντασμα	fantom
κράματα	legeringer
σκεύη	bestik
κυριάρχησε	domineret
κυριάρχησε	domineres
κυριάρχησε	dominerede
μιλώντας	taler
μπέρναρντ	bernard
παρομοίως	ligeledes
παρομοίως	tilsvarende
εγκυκλοπαιδική	encyklopædisk
νάνοι	dværge
νάνοι	dværge
νάνοι	dværge
αιτήματα	forespørgsler
αιτήματα	anmodninger
αιτήματα	forlanger
φανταστική	fantastisk
φανταστική	fantastic
αφαιρεί	fjerner
απόσυρση	inddragelse
απόσυρση	tilbagetrækning
απόσυρση	udtræden
σιδηρόδρομος	jernbanerne
σιδηρόδρομος	jernbaner
σιδηρόδρομος	jernbaner
σιδηρόδρομος	jernbane
σιδηρόδρομος	jernbanen
σιδηρόδρομος	jernbaner
σιδηρόδρομος	jernbane
σιδηρόδρομος	rail
χλώριο	chlor
χλώριο	klor
ασβέστιο	calcium
ασβέστιο	kalk
ασβέστιο	kalcium
προγραμματιστεί	programmerede
προγραμματιστεί	programmeret
μαυσωλείο	mausoleum
χθες	igår
ποικίλει	varierer
κροατών	kroaterne
κροατών	kroater
ατμοσφαιρική	atmosfæriske
ατμοσφαιρική	atmosfærisk
βροχοπτώσεις	nedbør
γνωρίσματα	karaktertræk
εγκυκλοπαίδειες	encyklopædier
διπλός	double
διπλός	dobbelt
χοροί	danser
ύπατος	konsul
ραντ	rand
ραντ	rudd
δέκατη	tiendedel
δέκατη	tiende
επιθυμητή	ønskes
επιθυμητή	ønskede
επιθυμητή	begærede
επιθυμητή	ønsket
επιθυμητή	begæret
επιθυμητή	ønskeligt
επιθυμητή	ønskelige
επιθυμητή	ønskværdig
επιθυμητή	ønskværdigt
επιθυμητή	ønskelig
σίδηρο	jern
βιολογική	biologiske
βιολογική	biologisk
ιδανική	ideal
ιδανική	ideelt
ιδανική	ideelle
ιδανική	ideel
τσάι	teen
τσάι	tea
τσάι	te
περιφερειών	regionerne
περιφερειών	regioner
περιφερειών	områder
φλάνδρα	flandern
πειραματικά	eksperimentelle
πειραματικά	eksperimenterende
πειραματικά	eksperimentel
όγδοο	ottende
πρωτοβουλίες	initiativerne
πρωτοβουλίες	initiativer
ασυνήθιστα	usædvanligt
ασυνήθιστα	usædvanlige
ασυνήθιστα	usædvanlig
αφίσες	plakater
πρέσβη	ambassadør
πρέσβη	ambassadøren
νάπολι	napoli
σοπράνο	sopran
σοπράνο	sopraner
δάνεια	udlån
δάνεια	lån
νετρονίων	neutroner
νετρονίων	neutron
πρωτεΐνη	proteinindhold
πρωτεΐνη	protein
πρωτεΐνη	proteiner
ερμιόνη	hermione
συλλογικά	kollektivt
συλλογικά	kollektivt
συλλογικά	kollektiv
εκτεταμένο	ekstensivt
εκτεταμένο	omfattende
εκτεταμένο	ekstensiv
εκτεταμένο	forlænget
εκτεταμένο	udvidede
εκτεταμένο	udvidet
γενοκτονία	folkedrabet
γενοκτονία	folkedrab
γενοκτονία	folkemord
γραφές	skrifter
γραφές	skriften
γραφές	skrifter
πρωτεύοντα	primater
πόροι	midler
πόροι	ressourcer
χουσεΐν	hussein
σίλβα	silva
στιλ	stil
στιλ	style
στιλ	steele
συνθετικό	syntetiske
συνθετικό	syntetisk
συνθετικό	synth
εισαγγελέα	anklagemyndighed
εισαγγελέα	anklager
εισαγγελέα	anklagemyndigheden
εισαγγελέα	anklageren
παράμετροι	parametre
αγγελόπουλος	angelopoulos
εναλλακτικό	alternativet
εναλλακτικό	alternativt
εναλλακτικό	alternativ
εναλλακτικό	suppleant
εναλλακτικό	alternativt
εναλλακτικό	alternativ
αλάσκα	alaska
απίθανο	usandsynlig
απίθανο	usandsynligt
απίθανο	usandsynlige
τεχνίτες	håndværkere
τεχνίτες	bygherrer
τεχνίτες	håndværkere
ρίμαν	riemann
έτοιμη	klar
έτοιμη	parat
καταγράφηκε	indspillet
καταγράφηκε	optaget
καταγράφηκε	registreret
καταγράφηκε	indspillede
καταλονία	catalonien
απότομη	stejlt
απότομη	stejle
απότομη	stejl
απότομη	brat
επισήμανση	mærkning
δόκτωρ	lægen
δόκτωρ	læge
δόκτωρ	doktor
δόκτωρ	doctor
μελάς	melas
κατασκευάζει	fremstiller
σάλας	salas
πολλαπλά	adskillige
πολλαπλά	flere
πάρου	paros
ντένις	dennis
ντένις	denis
μποντ	obligation
μποντ	bond
όουεν	owen
συναγερμό	alarm
ότο	otto
καραϊσκάκης	karaiskakis
