бухгалтер	محاسب
кашель	کھانسنا
кашель	کھانسی
кашель	سُعال.
кашель	کھنکارنا.
стимулювати	اُکسانا
зловити	کھینچنا
зловити	پھانسنے
зловити	چٹخنی.
зловити	روکنے
джоні	آدمی
джоні	شخص.
джоні	بندہ
кохану	اجیرن
кохану	(بعدہ
кохану	عاجز.
кохану	اجیرن
кохану	(بعدہ
кохану	عاجز.
кохану	ماندہ
годувати	طعام.
годувати	کھانا
годувати	کھلانا.
годувати	سبزہ.
годувати	اگانا.
годувати	چراگاہ
годувати	پروسنا.
психічний	انوکھا.
психічний	وحشی
шафи	پوشیدہ
заважати	upon
заважати	زبردستی
молоток	ہرانا
молоток	بجانا
молоток	پچکانا
медузи	ڈھیلا
медузи	کمزور
тиша	رازداری
тиша	بھول.
тиша	نسیان
тиша	سنّاٹا.
тиша	رازداری
тиша	بھول.
тиша	خاموشی
тиша	نسیان
тиша	سنّاٹا.
ознайомитись	جانچنا.
дублікат	مثنیٰ
дублікат	مشابہ
дублікат	مثنیٰ
дублікат	مشابہ
дублікат	نقل
оригінальність	اپج.
оригінальність	تازگی
оригінальність	ابداء
оригінальність	اپج.
оригінальність	تازگی
оригінальність	بداعت
оригінальність	ابداء
чистота	پاک.
чистота	طہارت.
чистота	صفائی
чистота	پاکیزگی
чистота	پاک.
чистота	طہارت.
руйнувати	کھنڈر
руйнувати	تنزل
руйнувати	ذریعہ-
штрих	ہلّہ
штрих	تیزی
штрих	طراری
штрих	بل.
штрих	زور
штрих	اکڑفوں
штрих	جھپاکا
комар	مچھر
акведук	نالی
емоційні	جذباتی
ніжка	ڈنڈی
ніжка	ڈنٹھل
ніжка	ٹہنی
коханець	عاشق
коханець	شیدا.
безрезультатно	فائدہ
недовіри	کفر
недовіри	انکار
шахрай	خفیہ
шахрай	تضحیک
шахрай	گھنا
шахрай	جعلی
шахрай	کمینہ
почекати	گھات-
почекати	انتظار-
отруту	بھٹکانا.
отруту	بہکانا
отруту	ہوا
отруту	بھٹکانا.
отруту	سم
отруту	زہر
отруту	بہکانا
отруту	ہوا
благодать	انداز
благодать	عنایت
благодать	رعایت
благодать	تپاک
благодать	چھوٹ
благодать	her
благодать	مرحمت
благодать	استعداد
апокаліпсис	القا
апокаліпсис	وحی
любомира	اعلیٰ
любомира	ممتاز
любомира	نمایاں
гідний	حضرت
гідний	معزز
гідний	حضرت
гідний	لائق
гідний	معزز
аналізи	دھوکا
аналізи	بیکار
аналізи	لٹک
аналізи	چکرانا
аналізи	فریب
аналізи	ناقص
аналізи	بھونڈا
гун	بِلّا.
гун	تمغا
літає	پھسلتی
літає	پرندے
літає	کھسکنا
літає	ٹھیلنا
літає	جہاز
літає	سانپ
щеплення	on
повторюю	ڈیزائن.
повторюю	دہرانا
повторюю	دہراون
жахи	کپکپی
жахи	لرزہ.
жахи	افسردگی
сімдесят	1xx
сімдесят	70)
сімдесят	lxx
нумізматика	سکّوں
астми	دمہ
маячня	سنکی.
маячня	توہماتی
маячня	اختباطی
маячня	کچرا.
маячня	فضول
маячня	بکواس
пакування	باندھنے
пакування	لپیٹنے
марними	مہمل
марними	فضول.
нескінченна	لاتعداد.
нескінченна	کامل.
нескінченна	زبردست
нескінченна	عظیم
нескінченна	لامحدود
нескінченна	لاتعداد.
нескінченна	کامل.
нескінченна	زبردست
нескінченна	عظیم
інфляція	نفخ.
прогресивна	پنپتا
кулак	لکھائی
кулак	مکّا.
кулак	مدد
кулак	مٹھی
полиці	مخبر
аннали	وقائع-
діккенс	what
талановиті	فطین
талановиті	لئیق
захваті	خورسند
захваті	خورسند
захваті	مسرور
захваті	شادمان
терапевт	معالج
вкажіть	(بعدہ
гомін	چہکنا
гомін	گْھرگْھرکرنا
вчинку	حقیقی
кельтські	ویلز
кельтські	کیلٹی
впізнати	(بعدہ
впізнати	for
коктейль	بادام
коктейль	ملغوبہ
коктейль	مخلوطہ.
лідерства	پہل
лідерства	قیادت
зачарований	دلدادہ
зачарований	مسحور
зачарований	دلدادہ
послідовником	پیرو.
послідовником	مطیع
презентацію	ڈراما
презентацію	خطاب.
презентацію	کھیل.
презентацію	دینے
презентацію	تماشا
презентацію	اشیا
презентацію	احضار
презентацію	اطلاعات
бесіда	گفتگو
бесіда	مکالمہ.
зафіксувати	لگانا
зафіксувати	محصور
зафіксувати	in
зафіксувати	مبہوت
зафіксувати	کھڑکی
зафіксувати	معنی۲.
зафіксувати	قفل
зафіксувати	لگانا
зафіксувати	تالا
зафіксувати	محصور
зафіксувати	in
зафіксувати	مبہوت
зафіксувати	کھڑکی
зафіксувати	معنی۲.
зафіксувати	قفل
увімкнути	قوت
вільха	حوررُومی.
агресивні	جارح
агресивні	جارحانہ(عمل
агресивні	اقدام)
агресивні	مخالفانہ
агресивні	ظالم
агресивні	جابر
агресивні	غاصب
агресивні	معاندانہ
агресивні	جنگجو
провалився	آبروباختہ.
совість	ضمیر
посередник	ثالث
посередник	پنچ
посередник	حکَم.
віддається	فائق
комунальна	عمومی
комунальна	پنچایتی
груша	ناشپاتی
продакшн	ناٹک
інфо	گرداگرد
інфо	مصروف
інфо	متواتر
інфо	لگاتار
інфо	(الف)درمیان
інфо	گرداگرد
інфо	مصروف
інфо	متواتر
інфо	لگاتار
інфо	(الف)درمیان
інфо	نزدیک
носова	ng
носова	گنگنی
носова	ن
носова	غنغنی
рояль	وقیع
рояль	عمدہ
рояль	اعلیٰ
рояль	شاہانہ.
рояль	عظیم
вісімнадцять	xviii
вісімнадцять	xviii
привабливості	مثلًا:
привабливості	(الف)کشش
холодно	جوش
холодно	بالکل
холодно	جذبہ
холодно	مہر
холодно	زکام
холодно	مدّھم
холодно	یکلخت
холодно	شیتل
холодно	جوش
холодно	سرد
холодно	بالکل
холодно	جذبہ
холодно	بارِد
холодно	نزلہ
холодно	مہر
холодно	زکام
холодно	مدّھم
холодно	یکلخت
холодно	شیتل
обхват	گھیرنا.
електрод	برقیرہ
перемістити	جنبش
перемістити	حرکت
каррі	سنوارنا.
каррі	کوٹنا-
каррі	چھڑنا
пересадка	تبادل
прогресивні	پنپتا
фермер	کاشتکار
прибульці	غیر
прибульці	مخالف
прибульці	پردیسی
прибульці	غیر
прибульці	مخالف
прибульці	اجنبی
прибульці	بیگانہ
прибульці	پردیسی
блум	شادابی
блум	رعنائی
завойовник	فاتح
мило	حسین
мило	ہوشیار
мило	ذہین
мило	خوبصورت
кислотності	تیزابیت
бланк	بالکل
бланк	یکسر
бланк	چھپادینا
розкриті	سربند.
лезо	تلوار.
передчасно	حمرت.
системне	تنظیم
системне	ترتیب
системне	مشین.
музик	موسیقی
непрямі	ذیلی
непрямі	پنہاں
слиз	مخاط
вкладення	گھیرا
вкладення	جنگلہ
вкладення	نسبت.
вкладення	لگائو
придане	صلاحیت.
тиші	رازداری
тиші	بھول.
тиші	نسیان
тиші	سنّاٹا.
тиші	رازداری
тиші	بھول.
тиші	خاموشی
тиші	نسیان
тиші	سنّاٹا.
рухливі	لطیف
витвір	ایجاد
витвір	آفرینش-
витвір	ایجاد
витвір	تخلیق
витвір	آفرینش-
відхилити	جنگ
відхилити	کمزوری
відхилити	کمزور
відхилити	زندگی
відхилити	ارزانی
відхилити	گرنا
відхилити	بگڑنا
відхилити	بگاڑ.
відхилити	خرابی
відхилити	(اسم
відхилити	(دن
відхилити	پھسلنا
відхилити	بھلانا
відхилити	بکھرنا
відхилити	جاؤ!.
відхилити	رخصت
відхилити	فارغ
відхилити	توڑنا
відхилити	ردکرنا
відхилити	ماننے
відхилити	رد
відхилити	ترک
спеції	لونگ
спеції	الائچی
вигода	دلچسپی
вигода	منافع
вигода	بیاج.
вигода	سُود
вигода	دلچسپی
вигода	فائدہ
вигода	منافع
вигода	بیاج.
місячне	(روشنی
місячне	رونق
місячне	مدّھم.
місячне	قمری.
каша	موٹا
каша	مسالوں
каша	گوشت
каша	بھدّا
резервна	تحدید
резервна	سنجیدہ
керамічний	سفالی
віднімання	منہائی
віднімання	تفریق
віднімання	منہائی
різці	کیلا.
пастка	منہ
пастка	کھٹکا
пастка	منہ
пастка	کھٹکا
пастка	جال
приїзд	موجودگی.
приїзд	حاضری
клоун	بدّھو
клоун	دیہاتی
клоун	گنوار.
свіжий	باسی
свіжий	خالص
свіжий	ستھرا
свіжий	مستعد
постачальника	دینے
постачальника	کفیل.
непотрібні	فضول
непотрібні	نکمّا
непотрібні	بیکار
номінальна	(رقم
номінальна	قیمت
гучний	طرز
гучний	چیختے
гучний	اونچا
гучний	شوخ
гучний	تیز
гучний	بھڑکیلا
лірична	جذباتی
лірична	جوشیلا
фіксація	ٹھہرنے
фіксація	جمنے
горя	سوگ.
сап	توانائی
сап	سونٹا
сап	سنٹی
мінімальне	اقل
мінімальне	باریک
мінімальне	اقلی.
землевласник	زمیندار.
шовк	حریر.
шовк	حریری
шовк	حریر.
шовк	ریشم
шовк	حریری
лог	لٹھا
лог	تراشنا.
лог	کندہ
трініті	تگڈّم
трініті	بیٹا
сліпі	مٹھا
сліпі	سست
привабливим	دلفریب
привабливим	دلچسپ
привабливим	پُرکشش
привабливим	جاذب
привабливим	دلفریب
привабливим	دلکش
привабливим	دلچسپ
привабливим	پُرکشش
привабливим	جاذب
лаваля	ٹونٹی
двобій	موزوں
двобій	توپ
двобій	لڑانا
двобій	ازدواج.
двобій	بیاہ
двобій	شادی
двобій	موزوں
двобій	توپ
двобій	لڑانا
двобій	ازدواج.
двобій	ثانی
двобій	بیاہ
двобій	شادی
тупак	غبی.
мет	ماند
мет	مدّھم
свічка	شمع.
вдале	موزوں
вдале	مناسب
вдале	درست.
медом	تبصرے
медом	کھلا
медом	مبرّا.
медом	سادہ
медом	پتّیوں
медом	(چراغ
медом	آشکارا
медом	بالوں
медом	کھلا.
медом	عریاں.
медом	تبصرے
медом	کھلا
медом	مبرّا.
медом	سادہ
медом	پتّیوں
медом	ننگا
медом	عاری
медом	برہنہ
медом	(چراغ
медом	آشکارا
медом	بالوں
медом	کھلا.
медом	عریاں.
повідомляти	ہرکارہ
повідомляти	بیرا
сенна	سنا
проблемних	مفروضہ
проблемних	مشتبہ
проблемних	دشوار
запитати	پوچھنا
запитати	پھرتیلا
запитати	برمحل
запитати	ترنت
запитати	فوراً
ініціювати	اپنانا
ініціювати	آمدہ.
ініціювати	نووارد
спонтанно	رواں.
спонтанно	خودرو
спонтанно	ازخود
спонтанно	اضطراری
спонтанно	فطرتی
руїна	(امید
оселя	مستقر.
оселя	مکان
оселя	مستقر.
смужка	بجز
цукерки	مٹھائیاں
басс	ریڈیو
притягнення	مثلًا:
притягнення	(الف)کشش
кооперативна	کاروبار
милість	انداز
милість	عنایت
милість	رعایت
милість	تپاک
милість	چھوٹ
милість	her
милість	مرحمت
милість	استعداد
освітленості	رخشندگی
освітленості	تنویر
освітленості	رخشندگی
грубий	کچا
грубий	ناشائستہ
грубий	بونگا
недавні	حالیہ
недавні	جدید
недавні	نیا.
недавні	(recent)
контрольна	قدرت
контрольна	قابو
контрольна	پڑتال
контрольна	کلیدیں
контрольна	اختیار
контрольна	روکنا
контрольна	روک.
контрольна	تصدیق
біди	تہ.
біди	استر
біди	تہ.
біди	موڑنا
аміак	ایمونیا
християнин	رحمدل
приємним	خوشگوار
приємним	پُرلطف
приємним	دماغ
здорові	ہمدردانہ.
здорові	مددگار
сарі	ساڑی.
ганьба	شے
ганьба	ذلّت
ганьба	شرمناک
ганьба	نااہل
ганьба	رُسوائی
ганьба	بدنامی
ганьба	شے
ганьба	ذلّت
ганьба	شرمناک
ганьба	نااہل
ганьба	خواری
коноплі	بُوٹی.
сексуальність	جنسیت
ліміт	احاطہ
ліміт	سرحد.
клемент	مہربان.
клемент	رحمدل
клемент	معتدل
патруль	جمگھٹ
патруль	جتھا.
працюю	تقویٰ.
працюю	کوٹنا
працюю	چلنا.
працюю	گوندھنا
працюю	پھڑکنا
працюю	سنبھالنا
працюю	مصروفیت.
працюю	چلانا
працюю	روزگار
працюю	جوتنا.
працюю	تقویٰ.
працюю	شغل
працюю	کوٹنا
працюю	چلنا.
працюю	گوندھنا
працюю	پھڑکنا
працюю	کام
працюю	سنبھالنا
працюю	مصروفیت.
працюю	چلانا
працюю	دھندا
працюю	روزگار
працюю	جوتنا.
поповнити	پُر
поповнити	پُرکرنا.
динамічне	زوردار.
динамічне	فعال
ідеальне	بالکل
ідеальне	سالم
ідеальне	نرا
ідеальне	کامل
дзвонить	روزگار.
дзвонить	مصروفیت
дзвонить	روزگار.
дзвонить	پیشہ
дзвонить	مصروفیت
масштабний	عریض.
масштабний	حاوی
масштабний	جامع
масштабний	محیط
масштабний	عریض.
масштабний	حاوی
масштабний	جامع
масштабний	وسیع
масштабний	محیط
пек	کھانا
пек	چومنا
пек	غذا.
пек	نوچنا
самотність	تنہائی.
безпечно	معتبر
безпечно	یقینی
допит	جرِح
допит	سوال
допит	استفسار.
постачальник	بائع
улюблене	پسندیدہ
фруктові	ترکاری
фруктові	اولاد
фруктові	ثمر
фруктові	ترکاری
фруктові	اولاد
визначитися	against
визначитися	for
дуель	دوبدو
дуель	مقابلہ
дуель	مناظرہ
звітність	محاسبی.
смарт	ممتاز.
смарт	تیزی
смарт	درست
смарт	ہوشیار
смарт	پھرتیلا.
смарт	پھرتی
смарт	طرار
смарт	وضعدار
смарт	تیز
смарт	خلش.
смарт	عیار
смарт	طرحدار
смарт	زوردار.
одружені	منکوحہ
одружені	متأہّل.
одружені	بیاہتا
паркан	ٹالنا
паркан	گھیرنا
паркан	جنگلہ
паркан	ٹالنا
паркан	گھیرنا
паркан	جنگلہ
паркан	باڑ
інтуїтивно	وجدانی
інтуїтивно	کشفی
інтуїтивно	الہامی.
правозахисники	تائیدی
правозахисники	موافق
правозахисники	موافقانہ.
настій	نقاعت.
настій	افشردہ.
нозі	پائینچہ.
повільні	تدریجی
повільні	سست.
повільні	متأمل
повільні	مندا
повільні	تدریجی
повільні	سست.
повільні	متأمل
негрів	ہلاّکی
сміху	کچدھات
сміху	اشنان.
сміху	غسل
сміху	شوروغوغا
закупівлю	فراہمی
закупівлю	حصول
бурхливі	شدید
бурхливі	تیزجھکّڑ.
бурхливі	تیز
бурхливі	تند
тренінги	تربیت
тренінги	مزادلت
тренінги	مشق
варіація	تبدّل
варіація	معیار
варіація	قیمت
перервати	ٹھٹھرانا.
пульс	جوش
пульс	احساس
пульс	دھڑکنا.
пульс	جذبہ
пульс	لہر.
пульс	موج.
пульс	دالوں
пульс	امنگ
пульс	دال
типологія	صنفیات
плуг	up
плуг	ہل
плуг	up
стадо	گڈریا.
стадо	گروہ
стадо	ٹکڑی.
стадо	نگہبانی
стадо	گڈریا.
стадо	گروہ
стадо	غول
стадо	ٹکڑی.
стадо	نگہبانی
лицарські	ساونتی
незручно	الجھن
незручно	پھوہڑ.
незручно	الجھن
незручно	بھونڈا
незручно	پھوہڑ.
наднової	باقیات.
масаж	اعصاب
лижі	water-ski
сани	ف
сани	اسم
буфер	تھاپی
качка	دُبکنا
качка	بچنا
качка	پیارے
дейзі	مثالی.
дейзі	منتخب
рідкісне	خوشگوار-
рідкісне	طُرفہ.
рідкісне	لطیف
рідкісне	غیرمعمولی
рідкісне	خوشگوار-
рідкісне	طُرفہ.
рідкісне	نایاب
рідкісне	لطیف
рідкісне	غیرمعمولی
таїнства	رازداری
таїнства	خفیہ
таїнства	پوشیدہ
таїнства	نامعلوم
таїнства	رمزیت
таїнства	رازداری
таїнства	خفیہ
таїнства	پوشیدہ
таїнства	راز
таїнства	نامعلوم
таїнства	رمزیت
таїнства	بھید
обрамлення	تزئین.
обрамлення	آرائش
обрамлення	تزئین.
обрамлення	حاشیہ
такер	خوراک.
такер	کھانا
сеньйор	اسکول
сеньйор	جناب
притча	مثالیہ
притча	رمزیہ
притча	مجازیہ.
сутінки	انحطاط
сутінки	جُھٹپٹا
сутінки	زوال
сутінки	تباہی.
гравітація	تجاذب.
гравітація	ثقل.
гравітація	ثقاہت
гравітація	ثقل.
гравітація	ثقاہت
гравітація	سنجیدگی
деградація	تنّزل
деградація	تذلیل
деградація	تنّزل
нескінченні	لاتعداد.
нескінченні	کامل.
нескінченні	زبردست
нескінченні	عظیم
нескінченні	لامحدود
нескінченні	لاتعداد.
нескінченні	کامل.
нескінченні	زبردست
нескінченні	عظیم
безпритульних	نگھرا
нектар	امرت
куш	اختصار.
крісел	حصّہ
крісел	جہیز.
лімузин	شاندار
змінну	متغیرہ
змінну	متغیر
чую	ماننا
чую	سُنایا
випускниця	طیلسانی
абсурд	فضول
абсурд	مہملیت
абсурд	خرافات.
абсурд	مہمل
абсурд	فضول
абсурд	نامعقول
абсурд	مہمل
абсурд	فضول
відмовити	ماننے
відмовити	مکرنا
відмовити	ردکرنا
відмовити	ماننے
проїхати	lay
проїхати	پھیرنا
проїхати	گزرنا
проїхати	down
перешкоду	رکاوٹ.
перешкоду	اڑنگا
бездіяльність	نکمّا.
бездіяльність	غیرمستعمل
бездіяльність	ناکارہ
бездіяльність	معطل.
бездіяльність	متروک
бездіяльність	بلامصروفیت
бездіяльність	خالی
бездіяльність	نکمّا.
бездіяльність	غیرمستعمل
бездіяльність	ناکارہ
бездіяльність	معطل.
бездіяльність	متروک
бездіяльність	بلامصروفیت
сторожі	جماعت
залякування	ڈراوا
залякування	تخویف
дощовий	دن
зручна	کارآمد.
ром	مشکل
ром	انوکھا
ром	اجنبی
ром	انجانا.
ром	خطرناک.
екскурсія	انحراف.
екскурсія	یلغار
тупо	لدھڑ.
тупо	احمقانہ
тупо	احمق
тупо	ٹھس
тупо	لدھڑ.
тупо	احمقانہ
парашут	چھتری.
парашут	پیراشوٹ
парашут	جھرنا
парашут	آبشار
гостре	مرحلہ)
гостре	ہوشیار
гостре	درّاک
гостре	ذکی.
гостре	دقیق
гостре	توڑپر
гостре	سخت
гостре	کوکتی
підпорядкувати	ماتحت.
дозрівають	پکنا
покер	لکڑی
соболь	افسردہ
соболь	ماتمی.
величність	دبدبہ
величність	جلالت
розкішні	مرغوب
розкішні	تعیش
перевірте	تنقیہ
перевірте	اقرار
перевірте	تھامنا
перевірте	ڈانٹنا
перевірте	بندش
перевірте	تحدید
перевірте	تنقیہ
перевірте	اقرار
перевірте	شہ
перевірте	تھامنا
перевірте	ڈانٹنا
перевірте	بندش
перевірте	تحدید
конверт	غلاف
конверт	لفافہ
конверт	پوشش
гарбуз	گول
неймовірні	پُرکشش
періодична	دوری
періодична	متوالی
заздрість	حسد
ягода	گری
альтернативне	متبادل
велосипеда	بائیسکل
гравітаційна	تجاذبی.
мезон	میانیہ.
комір	کنٹھ
комір	پکڑلینا
комір	ہتھیانا
комір	للکارنا
торнадо	عاصفہ
сук	بزدل
сук	شرمیلا
сук	کمزور.
опадами	برکھا.
опадами	بارش
обшивка	پھوڑا.
обшивка	پھیلنا
обшивка	پھولنا
зубний	s
бандит	ڈاکو
джунглі	ابتر
джунглі	پیچیدہ
виправданий	دانشمندانہ
слабкого	ڈرپوک
слабкого	پھیکا
слабкого	بودا
слабкого	موہوم
слабкого	ناکافی
слабкого	مبہم.
слабкого	غشی
слабкого	بعید
імітація	مثنّیٰ.
імітація	نقلی.
імітація	نقالی.
імітація	جعلی
імітація	مثنّیٰ.
імітація	نقلی.
імітація	نقالی.
імітація	جعلی
імітація	نقل
таксон	برادری
призупинення	تعطل
призупинення	معطلی
призупинення	التوا.
тринадцята	سیزدہم
тринадцята	تیرھواں
тринадцята	سیزدہم
люлька	درباری
люлька	رسمی
люлька	پُرتکلف
люлька	ریت
мобільності	تغیّر
підійде	تشنج
підійде	جوڑنا
підійде	مطابق
підійде	مناسب
підійде	درست
підійде	موزونیت
підійде	معقول
підійде	توانا
підійде	مربوط
підійде	متناسب
сперечатися	of
сперечатися	منوانا
вада	بندش
вада	رکاوٹ
вада	لگن
вада	جوش.
вада	پتنگا.
вада	شوق
вада	چیٹک
олійних	تل
олійних	بنولا
олійних	سرسوں
стаціонарний	یکساں.
стаціонарний	کھڑی
стаціонарний	جامد
зневадження	مشین
кошмар	ہول
кошмар	ہراس
кошмар	دہشت.
сексуальне	جنسی
сексуальне	شہوانی.
імпресіонізм	ارتسامیت.
імпресіонізм	تأثریت
бель	حسینہ.
акація	ببول
маєш	دھوکا
маєш	پانا.
маєш	سہنا
маєш	منظور
маєш	فریب.
маєш	رچانا.
маєш	استعداد
турбота	پریشانی
турбота	تردد.
турбота	فکر
турбота	ستانا.
турбота	پریشانی
турбота	تردد.
турбота	تشویش
турбота	فکر
турбота	ستانا.
яценюка	زور
яценюка	اثر
яценюка	نجات
ґрати	قیدخانہ.
ґрати	جیل
ґрати	قیدخانہ.
годинами	چسکی
коментувати	توضیح
коментувати	تصویر
коментувати	مثال
пантера	پوما
пантера	تیندوا
міхур	پھپھولا
міхур	چھالا
міхур	آبلہ.
фонетичні	صوتی
модуляція	تعدیل
модуляція	تطبیق
модуляція	ترمیم
накладання	منڈھنا.
накладання	(چھاپے
накладання	ڈھانپنا.
токсичні	سمّی
мамонта	جسیم
мамонта	زبردست
яструб	شکرا
яструб	لٹیرا
яструб	جنگجو
клинок	تلوار.
окупаційні	عملداری.
окупаційні	کاروبار
окупаційні	قبضہ
окупаційні	تصرّف.
окупаційні	مشغلہ.
окупаційні	روزگار
окупаційні	پیشہ.
окупаційні	عملداری.
окупаційні	کاروبار
окупаційні	قبضہ
окупаційні	دخل
окупаційні	تصرّف.
окупаційні	مشغلہ.
окупаційні	روزگار
окупаційні	پیشہ.
стерео	بیّن.
стерео	مجسّم
чари	پُرکشش
чари	افسوں
чари	منتر
чари	پُرکشش
дзвінка	اکمامہ.
дзвінка	(بعدہ
дзвінка	موڑنا.
небезпечне	(فیصلہ
статичні	ساکت
статичні	مجہول.
статичні	جامد
витягнути	اکھاڑنا
витягнути	جوہر
витягнути	ملخص
витягнути	(رقم
витягнути	اقتباس.
витягнути	لطف
витягнути	نقل
витягнути	اکھاڑنا
витягнути	جوہر
витягнути	ملخص
витягнути	(رقم
витягнути	ست
витягнути	اقتباس.
витягнути	لطف
витягнути	نقل
зім	ٹوٹنا
зім	تڑقنا.
зім	گھلنا
зім	پھوٹنا
вилікувати	گوشت
вилікувати	آرام.
вилікувати	پھل
вилікувати	اصلاح
вилікувати	گوشت
вилікувати	دوا
вилікувати	آرام.
вилікувати	پھل
вилікувати	اصلاح
щедрий	کثیر
щедрий	مخیر
карма	کرم.
горщик	چرس.
горщик	حاجتی.
горщик	جیتنا.
іронія	طنز
запрацювала	تحریر
запрацювала	(تقریر
іду	رسیدگی.
іду	آمد
іду	پہنچ
іду	اگلا
іду	رسیدگی.
іду	آمد
іду	پہنچ
солодкі	میٹھا
солодкі	ذاتی
солодкі	مٹھاس.
солодкі	پسندیدہ
солодкі	سُریلا
солодкі	شیریں.
солодкі	شیدا.
солодкі	میٹھا.
солодкі	خصوصی
дике	متشدّد
дике	شدید
дике	اڑیل
дике	مشین)
дике	سخت
униз	پَستی
униз	پتلی
униз	زیر
униз	ہمراہ
униз	باریک
униз	کھلی
униз	پسماندہ
униз	پست
униз	پَستی
униз	پتلی
униз	زیر
униз	ہمراہ
униз	باریک
униз	کھلی
униз	پسماندہ
лікують	گوشت
лікують	آرام.
лікують	پھل
лікують	اصلاح
лікують	گوشت
лікують	دوا
лікують	آرام.
лікують	پھل
лікують	اصلاح
бруд	آلودگی.
бруд	گلابہ.
бруд	کیچڑ
бруд	فحاشی
бруд	غلاظت
бруд	فحاشی
бруд	گندگی
бруд	غلاظت
стислий	جوڑنا.
стислий	جگہ
стислий	جمانا
стислий	میثاق.
крути	مڑنا
крути	گھماؤ.
крути	توڑنے
крути	(بعدہ
крути	عجیب
крути	بُننا.
крути	لپٹی
крути	چکرانا.
крути	مروڑنا.
крути	مڑنا
крути	گھماؤ.
крути	توڑنے
крути	(بعدہ
крути	عجیب
крути	بُننا.
крути	بل
крути	لپٹی
крути	چکرانا.
крути	مروڑنا.
готове	رواں.
готове	تیز
готове	(بعدہ
готове	پھرتیلا
готове	مائل
готове	رواں.
готове	آمادہ
готове	تیز
готове	(بعدہ
готове	پھرتیلا
готове	مائل
тікають	غائب
фея	امرد
фея	نازک
фея	اپسرا.
фея	امرد
фея	نازک
фея	اپسرا.
фея	پری
затримані	متوقع
вдосконалити	تنقیہ
вдосконалити	چننا
вдосконалити	آبدار
вдосконалити	تخلیص
вдосконалити	چھاننا.
вдосконалити	مہذب
корк	کاگ
дискурс	بولنا
дискурс	متن
дискурс	on
розслідувати	مطالعہ.
несправедливо	غیرمنصفانہ.
зійшла	روشن
зійшла	ہوشیار
зійшла	فطین
зійшла	طباع
зійшла	ذہین
зійшла	چونچال
зійшла	منور
гормон	مہیّجہ
гормон	ہارمون.
ласки	تفریح
ласки	اطمینان
ласки	عشرت
ласки	عیش
ласки	مزیداری.
ласки	مدّعا
ласки	ارادہ
ласки	تفریح
ласки	اطمینان
ласки	عشرت
ласки	مرضی
ласки	عیش
ласки	مزیداری.
ласки	مدّعا
ласки	ارادہ
такт	مؤثر
псування	بگاڑ
псування	ابتری
псування	بگاڑ
етимологічний	اشتقاقی
велетенська	دیو
велетенська	جن.
сподобалась	ذوق
сподобалась	پسندیدگی
сподобалась	انتخاب
сподобалась	ذوق
сподобалась	پسندیدگی
сподобалась	پسند
сподобалась	رغبت
сподобалась	انتخاب
заощадження	بچت
заощадження	بجز
заощадження	سوائے
заощадження	کفایت
ловити	پُرکشش.
сатиричний	طنّاز
поршень	فشارہ.
імперіалізм	شہنشاہیت
уява	متخیلہ
уява	سوچنے
страшне	ڈرائونا.
страшне	مہیب
кролик	away
сома	جسم
альтанка	مکان
манго	انبہ.
манго	انبہ.
манго	آم
борн	پیدا
борн	پیدا
борн	زائیدہ
чат	(chatted
очевидне	آشکار
очевидне	بیّن
очевидне	جلی.
очевидне	واضح
очевидне	آشکار
очевидне	بیّن
очевидне	جلی.
очевидне	عیاں
очевидне	واضح
миття	دھلائی
миття	تھپیٹرنا.
миття	(سمندر
миття	out
миття	نہانا.
миття	ترکرنا
миття	بھگونا
миття	پھوار
миття	دھلاوا
миття	لادی.
миття	نہلانا-
миття	دھلائی
миття	تھپیٹرنا.
миття	(سمندر
миття	دھونا
миття	out
миття	نہانا.
миття	ترکرنا
миття	بھگونا
миття	پھوار
миття	دھلاوا
миття	لادی.
миття	نہلانا-
кореневище	جذر
глухі	وزن
глухі	اصم
скопіювати	مثل
скопіювати	مثنّیٰ
скопіювати	نسخہ
скопіювати	نقّالی
скопіювати	چربہ
скопіювати	نقل
скопіювати	مثل
скопіювати	مثنّیٰ
скопіювати	نسخہ
скопіювати	نقّالی
роси	شادابی
роси	تازگی
роси	شبنم
роси	اوس
роси	شادابی
роси	تازگی
найгірші	بدترین
дихати	(شراب
дихати	رکنا
захворіла	الٹی
захворіла	عاجز
захворіла	استفراغ.
захворіла	بیماری
захворіла	قے
захворіла	بیمار
захворіла	مرضین
чаклун	ساحر.
клеман	مہربان.
клеман	رحمدل
клеман	معتدل
кондратюка	فوجیوں
потопу	(بارش
потопу	جوار
потопу	سمندر.
потопу	اُچھال.
потопу	طغیانی
потопу	سینچنا
потопу	دریا
потопу	نہر
потопу	مد
суддю	منصف
суддю	قاضی
розчинника	محلل
мокрий	بھیگا
мокрий	شراب
мокрий	(پینٹ
мокрий	تری
мокрий	متوڑا
мокрий	برسات
мокрий	مریل
мокрий	فضول.
мокрий	(ملک
мокрий	بھگونا
мокрий	رطوبت.
мокрий	مشروب.
мокрий	گیلا
мокрий	نمی
романтик	غیرحقیقی
романтик	تخیئلی
романтик	رومانی
відвар	کشید.
відвар	عطر
відвар	روح
гумові	رفالہ.
гумові	برج
гумові	وسٹ
гумові	کریکٹ
борода	ریش
борода	بالو
борода	بانجر
борода	ریش
борода	داڑھی
борода	بالو
борода	بانجر
