категорија	kategooria
корвинус	corvinus
јадеше	sõime
јадеше	sõin
јадеше	sõi
јадеше	sõid
срамен	häbiväärne
иницирани	alustatud
иницирани	algatatud
боди	bodie
евроазиска	euraasia
стоеја	seisis
стоеја	seisnud
гласина	kuulujutt
гласина	kuulujutt
деветмина	üheksa
триптофан	trüptofaani
моргана	morgana
педа	tolli
педа	toll
фраунхофер	fraunhofer
бренан	brennan
меккеј	mckay
канг	kang
бесмртни	surematu
детмолд	detmold
антверп	antwerpeni
тренираше	õpetatud
тренираше	koolitatud
тренираше	treenitud
боксерска	löömine
еукалиптус	eukalüpti
водафон	vodafone
колат	tapmist
колат	tapmine
моногамија	monogaamia
фундаментализам	fundamentalismi
мариета	marietta
нарколепсија	narkolepsia
читлива	loetav
конели	connelly
паневежис	panevėžys
заборавив	unustas
заборавив	unustasid
заборавив	unustasin
чоек	mehel
чоек	mees
чоек	man
спајдермен	ämblikmees
инвернес	invernessi
командири	komandörid
стрејсенд	streisand
додворувач	kosilane
ртл	rtl
дивјак	metslane
незавршена	lõpetamata
бојси	boise
островјани	saarlased
асимилираат	assimileerida
беира	beira
запалка	kergem
разменија	vahetatud
излишни	üleliigne
сениори	abituriendid
лони	lonnie
еритеми	punetus
еритеми	erüteem
попусто	edev
препорачувам	soovita
препорачувам	soovitan
интелегентен	intelligentne
интелегентен	intelligentsed
мекејн	mccain
приватизирани	erastatud
запечати	pitser
запечати	pitsat
гудвин	goodwin
епс	epps
епс	eps
рив	reeve
гаражата	garaaž
гаражата	garaaži
билд	bild
билд	bildt
арти	artie
руи	rui
капаче	kaas
капаче	kaanega
купидон	cupido
корбин	corbin
балистика	ballistiliste
медлин	madeleine
бесцелно	sihitu
бесцелно	mõttetud
бесцелно	mõttetu
репресивни	repressiivse
џедаи	jedi
ворвик	warwicki
инспекторите	uurijad
ноксвил	knoxville
бурбенк	burbank
лока	loca
русокоса	blondid
русокоса	blondiin
русокоса	blond
очевидец	pealtnägija
дорадо	dorado
глодар	näriline
милостина	heategevus
заплени	konfiskeeritud
монополите	monopolide
љубоморни	kade
тревникот	muru
климакс	kulminatsioon
децентрализирана	detsentraliseeritud
сигфрид	sigfried
букер	booker
дарежлив	helde
бам	bam
кученца	kutsikad
комбо	kombo
хла	hla
ремонт	kapitaalremondi
нервозно	närviline
куферот	kohver
анкер	anker
кирби	kirby
пишувај	kirjutada
пишувај	kirjuta
пишувај	kirjutage
пишувај	kirjutamine
пател	patel
берен	beren
татабања	tatabánya
гласајте	hääletus
гласајте	hääleta
гласајте	hääletamine
побезбедни	ohutum
побезбедни	turvalisem
доберман	dobermann
вознемирувачко	häiriv
вознемирувачко	häirivad
сау	sau
плачи	nutta
плачи	nutma
плачи	nuta
инс	ins
домарот	koristaja
скаменета	kivistunud
харбин	harbin
качулка	hood
одвратен	vastik
запечатени	pitseeritud
муабети	meenutada
муабети	kuulujutte
целибат	tsölibaat
остија	ostia
мекдауел	macdowell
ронан	ronan
геолозите	geoloog
незаборавен	unustamatu
катерин	catherine
катерин	katariina
роско	roscoe
егзотична	eksootiline
орвил	orville
ќоше	nurk
ќоше	nurka
курдско	kurdi
игнацио	ignacio
дили	dili
научено	õppis
научено	õpitud
научено	õppinud
научено	õppisin
научено	õpetatud
научено	õpetas
дејна	dana
џорџи	georgie
ханес	hannes
непредвидлива	ettearvamatu
мерл	merle
муфтија	mufti
куката	vints
легалноста	seaduslikkuse
прерија	preeria
сабјарка	mõõkkala
затемнети	toonitud
стјуардеса	stjuardess
џос	joss
корсо	corso
дарт	darth
десетмина	kümme
десетмина	ten
душичка	kallis
душичка	beebi
черкаска	tšerkassõ
хауел	howell
лаптопи	sülearvutid
реформираната	reformitud
поздравот	tervitus
надин	nadine
фарго	fargo
хлороформ	kloroformi
згодна	kuum
згодна	kuumad
згодна	hot
згодна	palav
транзитна	läbisõit
транзитна	transiidi
транзитна	transiit
агостињо	agostinho
далматински	dalmaatsia
исушување	mesilasvaha
несразмерно	ebaproportsionaalselt
стажист	intern
стажист	praktikant
серано	serrano
анекси	lisad
неодговорно	vastutustundetu
ботулизам	botulismi
затворајќи	sulgemine
ходниците	koridorid
грил	grill
пајн	mänd
пајн	männi
благодет	grace
благодет	boon
искупување	lunastus
искупување	lunastust
фреја	freya
довршување	lõpuleviimist
довршување	lõpetamine
довршување	lõpuleviimine
ентре	entre
смртоносниот	surmav
смртоносниот	tappev
албин	albin
кантина	söökla
распродажба	müük
одвратно	bruto
одвратно	vastik
ејмс	ames
благословени	õnnistatud
допри	puuduta
допри	katsuda
допри	puudutus
допри	puutu
допри	kraan
инграм	ingram
грубер	gruber
бао	bao
поље	polje
мијаги	miyagi
надвозникот	viadukti
процвета	õitseda
неименувана	nimetu
вежбале	harjutanud
форте	forte
сонувам	und
јуки	yuki
јаремот	ikke
џаред	jared
сатмар	szatmár
апсурдна	absurdne
поверувале	uskuma
поверувале	usu
поверувале	usud
шишенце	pudel
шишенце	pudelis
дуранго	durango
бескомпромисен	kompromissitu
маџар	magyar
инертна	inertne
рецепција	vastuvõtt
барата	tiigi
барата	tiik
барата	tiiki
крок	krokodill
разбуден	ärganud
мекост	pehmus
конорс	connors
елементарно	elementaarse
долан	dolan
безнадежност	lootusetuse
папете	papeete
питерсон	peterson
питерсон	petersen
дисонанца	dissonants
тротоарите	kõnniteed
фенилаланин	fenüülalaniini
јелоустоун	yellowstone
њусвик	newsweek
горили	gorillad
карати	karaati
безначаен	mõttetu
безначаен	ebaoluline
безначаен	tähtsusetu
хајду	hajdú
прескокна	vahele
водка	viin
дарел	darrell
реципрочни	vastastikune
болдер	boulder
јелгава	jelgava
хетероциклично	heterotsüklilised
метанол	metanooli
билатерален	kahepoolsed
билатерален	kahepoolne
остер	oster
иритирачки	ärritav
флуктуира	kõikuda
ферис	ferris
излажал	karvutu
хиперактивност	hüperaktiivsus
занг	zhang
застани	peatus
застани	peata
застани	lõpeta
шокирани	šokeeritud
контаминирани	saastatud
контаминирани	saastunud
регина	regina
ренд	rand
џаспер	jasper
сендлер	sandler
дорси	dorsey
блогерот	blogija
тјуменска	tjumen
мазовско	masoovia
консултативна	nõuandev
потраги	päringud
потраги	päringuid
поштар	postiljon
поштар	postimees
поштар	postiljon
веселиот	vallatu
нестрплив	ärevil
дуе	douai
форкс	kahvlid
потфрли	ebaõnnestub
финч	finch
лавица	emalõvi
натрапниците	sissetungijad
грешници	patused
кинезот	hiinlane
салмонела	salmonella
преоптоварени	ülekoormatud
џекил	jekyll
лудите	hull
лудите	hullud
непоколеблива	vankumatu
делче	tükk
делче	murdosa
делче	fraktsioon
познавајќи	teades
познавајќи	teadmine
генерациска	põlvkondade
луц	lutz
купатило	vannituba
феромони	feromoonid
ненамерна	tahtmatu
одржувач	hooldaja
притиснете	press
притиснете	ajakirjandus
притиснете	pressi
притиснете	vajuta
крема	koor
крема	kreem
крема	koort
испровоцира	provotseerida
кнедли	pelmeenid
кјузак	cusack
тврдоглава	kangekaelne
муни	mooney
багдат	bagdadi
кортез	cortez
френкел	frenkel
ратификуваа	ratifitseeritud
ратификуваа	ratifitseerinud
десетка	kümme
десетка	ten
калкин	culkin
антихристот	antikristus
постелнина	voodipesu
постелнина	lehed
постелнина	linad
неаполски	napoli
родителство	kasvatus
сочни	mahlane
компромитиран	ohustatud
насо	nassau
спокој	peace
спокој	rahu
мејо	majonees
калахан	callaghan
калахан	callahan
анаграм	anagramm
бартелми	barthélemy
трип	trip
трип	reis
трип	tripp
украдено	varastati
украдено	varastatud
украдено	varastanud
кастиљо	castillo
гетсби	gatsby
побезбедна	ohutum
побезбедна	turvalisem
неразделни	lahutamatud
левинсон	levinson
витилиго	vitiliigo
локи	loki
изгравирано	graveeritud
нерва	nerva
поаѓање	lahkumine
поаѓање	väljumine
мапуто	maputo
пиа	pia
обесил	hung
немилосрден	halastamatu
необјаснива	seletamatu
милос	melas
булдог	bulldog
гулаг	gulag
растопи	sulatatud
растопи	sulanud
сонар	sonar
ацетилхолин	atsetüülkoliini
рамунас	ramūnas
фалсификувана	sepistatud
палеонтологијата	paleontoloogia
регрут	värvata
мажење	abiellumine
федерализмот	föderalismi
напнато	pinges
напнато	pingeline
напнато	intensiivselt
двојазичност	kakskeelne
најлон	nailon
коронадо	coronado
тост	toost
бодликава	okas
фродо	frodo
аеродинамиката	aerodünaamika
првокласен	sterling
паци	pazzi
несовршени	ebatäiuslik
рандом	suvaline
рандом	juhuslik
истегнува	nõtke
пациентка	patsient
депонирани	hoiustatud
брзање	rush
осовина	telg
шевролет	chevrolet
непопуларни	ebapopulaarne
момо	momo
одметник	lindprii
блејн	blaine
интелегентни	intelligentne
интелегентни	intelligentsed
аеронаутика	lennundus
цијан	tsüaan
исплаши	hirmuta
понизност	alandlikkust
липтон	lipton
илинг	ealing
хајн	hein
кохерентни	sidus
ивар	ivar
моник	monique
респект	lugupidamine
респект	austus
зао	zhao
дислексија	düsleksia
арагорн	aragorn
провалија	kalju
провалија	cliff
родопските	rodope
хематолошки	hematoloogia
хамптон	hampton
опседнато	kummitab
кануа	kanuud
хупер	hooper
вкусен	maitsev
вкусен	maitsvad
вкусен	maitsev
грклан	kurgu
грклан	kurku
грклан	kurk
грклан	kõri
грклан	kõri
метафорички	metafoor
кенгур	känguru
кенгур	roo
кајгана	esindusmeeskonna
фармакопеја	farmakopöa
марго	margo
релаксирачки	rahustav
стегната	pinges
вартон	whartoni
вискаја	vizcaya
стабилизацијата	stabilisaator
стабилизацијата	stabiliseerimine
ицао	icao
конфигурираат	seadistatav
безобразно	ennekuulmatu
гринпис	greenpeace
несоодветната	ebapiisavad
несоодветната	ebapiisav
шпорет	ahi
шпорет	pliit
либер	liber
финли	finlay
финли	finley
катја	katja
катја	katja
дипломираше	lõpetas
гривна	grivna
занимањата	ametid
љубезна	lahke
херм	herm
интерактивност	interaktiivsus
обскура	obscura
флак	flack
евергрин	evergreen
согн	sogn
менталитетот	mentaliteet
авганистанско	afgaani
надредени	ülemused
вортингтон	worthington
корзикански	korsika
лајна	jama
лајна	sitt
лајна	pask
цепи	tuimus
падната	langenud
еурека	eureka
стопала	jalad
фикс	paranda
филтрирани	filtreeritud
чои	choi
поштарот	postiljon
поштарот	postimees
поштарот	postiljon
дики	dickie
физиотерапија	füsioteraapia
наочари	klaasid
наочари	prillid
ацетон	atsetoon
амина	amina
кејтлин	kathleen
кејтлин	caitlin
банкарот	pankur
камшици	ripsmed
хилман	hillman
великодушно	helde
великодушно	heldelt
свирче	vile
шие	õmmelda
касиди	cassidy
построг	rangem
построг	rangemad
хсбц	hsbc
балкарски	balkaari
мизерно	armetu
мизерно	õnnetu
вратоврски	sidemed
аџија	pilgrim
ивет	yvette
амфора	amfora
егзистенцијални	eksistentsiaalne
фиеро	fierro
безимени	nimetu
потомак	potomaci
селење	liigutamine
селење	liigub
селење	kolimine
шасијата	šassii
меркосур	mercosuri
дождовницата	vihmavett
метеорите	meteoriidid
заостаната	aretatud
мандел	mandel
боз	boz
неморален	ebamoraalne
исчистено	puhastatud
прободен	pussitas
прободен	pussitati
пригушувач	summuti
лимонада	limonaadi
посветиме	pühendada
излечен	ravitud
јастог	vähid
нагорниот	ülespoole
масеру	maseru
цутење	õitsemist
рамиро	ramiro
делија	delia
прелиминарно	esialgse
прелиминарно	esialgsed
прелиминарно	esialgne
плачејќи	nutab
плачејќи	nutt
џејд	jade
грана	grana
родендени	sünnipäevad
вкусна	maitsev
вкусна	maitsvad
вкусна	maitsev
алден	alden
особа	inimene
особа	isik
бомбаши	pommitajad
жедни	janu
прилагодливост	kohanemisvõime
глупи	rumal
глупи	loll
глупи	loll
бомбардираа	pommitasid
кабо	cabo
сентиментална	sentimentaalne
социоекономски	sotsiaalmajandusliku
уни	uni
беспомошно	abitu
желад	tammetõru
морозов	morozov
честито	õnnitlused
магнусон	magnusson
напиши	kirjutada
напиши	kirjuta
напиши	kirjutage
напиши	kirjutamine
черненко	tšernenko
талахаси	tallahassee
хипотермија	hüpotermia
расипе	rikkuda
зачинето	vürtsikas
сакано	meeldis
сакано	armastasin
сакано	armastas
сакано	armastasid
тендери	pakkumised
елф	haldjas
елф	päkapikk
екстремизам	ekstremismi
биркенау	birkenau
поробена	orjastatud
целер	selleri
хади	hadi
зија	ziya
оневозможена	keelatud
оневозможена	puudega
рокси	roxy
тереса	theresa
аптеките	apteekides
фактичка	faktilist
насмеан	naermine
насмеан	naeris
насмеан	naerab
прагматизам	pragmatismi
лобо	lobo
цериум	tseerium
непоправливи	parandamatu
неподнослив	väljakannatamatu
неподнослив	talumatu
неподнослив	väljakannatamatu
неподнослив	talumatu
трампа	vaheta
тестис	munandid
тестис	munand
хелман	hellman
разберете	mõista
руа	rua
подметнат	istutatud
елм	jalakate
фиеста	fiesta
адигејски	adõgee
матурската	balli
матурската	ballile
транспортирање	vedu
транспортирање	transport
витали	vitali
нелогично	ebaloogiline
саудиски	saudi
аик	aik
одвратни	vastik
ану	anu
кунео	cuneo
арениус	arrheniuse
индра	indra
гриер	greer
осмиум	osmium
бароу	barrow
алексија	alexia
ервејс	airways
шиљо	tobe
заразно	nakkav
генетичката	genoomika
рециклира	taaskasutatud
солвентност	maksevõime
циганка	mustlane
ветија	panditud
пушел	suitsutatud
еторе	ettore
веат	laine
издржа	kestis
херојство	kangelaslikkust
зелик	zoellick
проектилите	raketid
каталитички	katalüütiliselt
сечи	lõika
сечи	lõigatud
пагано	pagano
пења	pena
пења	peña
алиби	alibi
шармот	võlu
жено	naise
жено	naine
прегревање	ülekuumenemise
вишоци	ülejäägid
пендрагон	pendragon
хетеросексуален	hetero
крематориум	krematoorium
амбициозната	auahne
амбициозната	ambitsioonikas
теократија	teokraatia
ревидираната	vaadatud
магда	magda
лејси	lacey
трибека	tribeca
мантил	mantel
плин	gaas
плин	gaasi
плин	bensiin
прохибицијата	keeld
прохибицијата	keelustamine
премиса	eeldus
трибјун	tribune
гелдерланд	gelderland
замислите	kujutle
осакатени	moonutatud
декодира	dekodeerida
гасоводот	torujuhtme
хаузер	hauser
непрецизни	ebatäpne
стикс	styx
мекеј	mackey
мач	mõõk
керо	cerro
гудмен	goodman
годфроа	godefroy
кондензацијата	kondensatsiooni
самица	shu
персон	persson
пробај	proovi
пржено	praetud
ланген	langen
афганистан	afganistan
афганистан	afganistani
наср	nasr
цивилизиран	tsiviliseeritud
цивилизиран	tsiviliseeritud
тапети	tapeet
тибор	tibor
финансираше	rahastatud
неверна	truudusetu
средено	sorditud
средено	lahendatud
средено	väljakujunenud
крвари	veritsus
крвари	verejooks
лагер	hopper
подлактица	küünarvarre
слушател	kuulaja
фенди	fendi
запленета	konfiskeeritud
креј	cray
макаров	makarov
лајвли	elav
поквалитетно	kvalitatiivne
поквалитетно	kvalitatiivsed
пфаф	pfaff
џвака	närida
лимфа	lümf
џанго	django
рао	rao
рао	rau
олив	olive
заминати	läinud
вертиго	peapööritus
вертиго	vertigo
викуња	vikunja
гледајте	vaata
гледајте	jälgi
исмејуваат	narri
вилмингтон	wilmington
понтијак	pontiac
активирани	aktiveeritud
сервирање	teenindavad
разоружа	relvituks
ивер	reieluu
холистички	terviklik
марџори	marjorie
дикс	dix
ариа	aria
неписмените	kirjaoskamatu
микробиолошка	mikroobide
мирон	myron
моливи	pliiatsid
психијатрите	psühhiaatrid
ирма	irma
челјабинска	tšeljabinski
чес	male
интимноста	intiimsus
чау	chau
чау	chow
изолирањето	isoleerimine
лорел	laurel
браздите	sooned
тами	tami
тами	tammy
мизерни	armetu
мизерни	õnnetu
хумано	inimlik
џима	jima
конзерватизам	konservatism
норм	norm
гуан	guan
ректум	pärasoole
#со	#koos
љоса	llosa
шеснаесетти	xvi
бертрам	bertram
кукавичлук	argus
ленгдон	langdon
неук	harimatu
ривалдо	rivaldo
кошницата	taru
грејнџер	granger
газдарица	perenaine
сардини	sardiinid
возбудено	erutatud
фрагментирана	killustunud
фрагментирана	killustatud
орки	orkid
белезици	klambrid
покажи	näidatakse
покажи	näitamine
покажи	näita
покажи	etendus
покажи	show
велигденска	lihavõtte
ражен	sülitada
фој	foy
благодарни	tänulik
благодарни	tänulik
благодарни	tänulikud
сплавот	parv
блејз	blaze
неименувани	nimetu
неименувани	määratlemata
неименувани	määramata
хилдебранд	hildebrand
хормонални	hormonaalsete
донесете	tooma
лафлин	laughlin
апсурден	absurdne
десетпати	kümnekordselt
дејтона	daytona
моторизирани	motoriseeritud
галовеј	galloway
конзерва	tin
конзерва	tina
менинг	manning
лажго	valetaja
дубоа	dubois
мотоциклист	mootorrattur
тимо	timo
јавувања	kõned
јавувања	kutsub
ипа	ipa
радиографија	radiograafia
прославија	tähistas
неосновано	alusetu
нцаа	ncaa
неповратен	pöördumatu
јајници	munasarjad
хендикепиран	puudega
тефтер	pad
ленски	lansky
шејмус	seamus
потврдувам	kinnitamine
потврдувам	kinnitades
озборување	kuulujutt
озборување	kuulujutte
фарли	farley
капелан	kaplan
фаренхајтови	fahrenheiti
додади	lisa
додади	lisamine
електричар	elektrik
елвуд	elwood
закари	zachary
звучник	valjuhääldi
звучник	valjuhääldi
звучник	kõneleja
кван	quan
кван	kwan
канта	ämber
препорачуваме	soovita
препорачуваме	soovitan
кочницата	pidurid
кочницата	pidur
ротирачкото	pöörleva
туѓинци	võõrad
совпаѓања	tikud
совпаѓања	sobib
туту	tutu
повредувајќи	vigastada
оџаците	korstnad
манекенки	mudelid
манекенки	modellid
прелета	lendasid
прелета	lendas
препиша	transkribeeritakse
несебична	isetu
електрификацијата	elektrifitseerimine
мастурбацијата	masturbeerimine
боко	boko
зиги	ziggy
ствар	asi
гајтан	patsi
даунинг	downing
теолошко	teoloogilisi
екстази	ecstasy
саботна	laupäev
саботна	laupäeval
разнесен	puhutud
реструктуирање	ümberkorraldused
реструктуирање	ümberkorraldamise
реструктуирање	ümberkorraldamine
марципан	martsipani
хироши	hiroshi
пај	pai
дурант	durant
блокирано	blokeeritud
лусил	lucille
туци	tutsi
таблет	tablett
таблет	tahvel
умно	kaval
умно	nutikas
асеан	aseani
безнадежна	lootusetu
капошвар	kaposvár
емет	emmett
емет	emmet
абнормалност	hälve
локум	nauding
сандерсон	sanderson
скајвокер	skywalker
спок	spock
авторитетен	autoriteetne
сокрива	peidab
беспомошност	abitus
маринец	mereväelane
маринец	merejalaväelane
маринец	marine
маринец	mere
проверив	kontrollitud
отуѓувањето	võõrandumine
струготини	saepuru
лазло	lazlo
лазло	laszlo
хоган	hogan
имуна	immuunne
лаи	lai
данбар	dunbar
чиреви	haavandid
илоило	iloilo
смешко	smiley
изменетиот	muudetud
арјеж	ariège
филмор	fillmore
таблета	pill
кесичка	sac
оптимизирање	optimeerimine
деликатно	õrn
деликатно	delikaatne
продолжуваме	jätkamine
продолжуваме	jätkuvad
флеки	plekid
богомолка	ritsikas
останувам	jäämine
реагираа	reageeris
реагираа	reageerisid
реагираа	reageerinud
прочистена	puhastatud
микрочип	mikrokiip
сиракјуз	syracuse
неодолива	jumalik
неодолива	vastupandamatu
ширеше	levib
патарина	toll
скинат	rebenenud
глицин	glütsiin
истетовирано	tätoveeritud
аура	aura
трезен	kaine
наполитано	napolitano
претепана	löödud
претепана	peksti
сиверт	siivert
тенди	tandy
монструм	koletis
монструм	monster
негра	negra
патентирана	patenteeritud
домина	emand
сумо	sumo
злоставување	ahistamine
злоставување	ahistamise
злоставување	kuritarvitamine
злоставување	kuritarvitamise
избалансиран	tasakaalustatud
тиен	tien
испразни	tühi
испразни	tühjad
преземи	allalaadimine
преземи	tõmbamine
конфучие	confucius
пулицер	pulitzeri
лажел	valetas
лажел	valetanud
лулу	lulu
пеперминт	piparmündi
чорап	sokk
кадрава	lokkis
викан	wicca
тврдоглав	kangekaelne
хоџкин	hodgkini
изнервиран	vihane
расадници	lasteaiad
трифо	truffaut
бичер	beecher
преполно	roomates
прикачи	kaasamine
прикачи	üleslaadimise
прикачи	üleslaadimine
саболч	szabolcs
симпатична	sümpaatne
арминиј	arminius
лесепс	lesseps
енџи	angie
зидови	seinad
бородин	borodin
марамчиња	kudedes
марамчиња	kudede
марамчиња	kudesid
марамчиња	koed
амброзија	ambrosia
рес	res
ратификуваше	ratifitseeritud
ратификуваше	ratifitseerinud
доцнења	viivitused
доцнења	viivitusi
журка	party
журка	pidu
журка	erakond
журка	peole
ебам	fuck
остварлива	saavutatav
остварлива	saavutatavad
остварлива	elujõulised
остварлива	elujõuline
остварлива	saavutatav
остварлива	saavutatavad
персонализирани	personaalse
персонализирани	personaalne
седиментна	settelise
хакан	hakan
залудна	edev
кусто	cousteau
вештак	koroner
ерон	aaron
засрамувачки	piinlik
клинец	küünte
клинец	nael
џигер	maksa
џигер	maks
гвардија	guardia
беспрекорна	laitmatu
спиејќи	magamine
спиејќи	magab
хакасија	hakassia
ноќевање	voodi
џемпер	kampsun
џемпер	hüppaja
додс	dodds
гомора	gomorra
лази	roomata
морони	idioodid
лонгботом	longbottom
банкрофт	bancroft
босе	bose
душеци	matid
душеци	mats
винкел	winkel
конгресменот	kongresmen
оплоди	immutatud
печатачот	printer
печатачот	printeri
самариум	samaarium
фармерките	teksad
поснер	posner
коменски	comeniuse
сачмарка	püss
поротник	vandekohus
поротник	žürii
почиста	puhtam
смртници	surelikud
бард	bard
инфицирано	nakatatud
инфицирано	nakatunud
терапевти	terapeudid
бундестаг	bundestag
чејни	chaney
чејни	cheney
завиткана	mähitud
завиткана	pakitud
завиткана	kortsus
џерико	jericho
кастамону	kastamonu
австралијци	austraallased
неврохирург	neurokirurg
одметници	lindpriid
кабриолет	kabriolett
таха	taha
васили	vassili
волков	volkov
куќарка	salongi
куќарка	majake
куќарка	kabiin
тротоар	kõnnitee
холст	holst
феи	fei
градиенти	kalle
градиенти	üleminek
мекгваер	maguire
рохан	rohan
поплавен	üleujutatud
волинска	volõõnia
плачеше	nuttis
тиркиз	türkiis
загадениот	saastunud
ветеринарни	veterinaar
ветеринарни	veterinaaria
бескорисно	kasutu
бескорисно	kasutud
неправдите	ebaõigluse
кумар	kumar
оправдание	õigustus
оправдание	selgitus
оправдание	põhjendus
карлин	carlin
киназа	kinaasi
сатен	saatan
субвенција	toetus
годишникот	aastaraamatu
манирите	kombeid
манирите	kombed
касапот	lihunik
тетки	tädid
тропање	kopp
дождлив	vihmane
башка	pealegi
холограм	hologramm
радиација	radiatsiooni
радиација	radiatsioon
радиација	kiirgus
динго	dingo
неприродно	ebaloomulik
бензен	benseeni
сикорски	sikorski
мегрелија	samegrelo
заболекар	hambaarst
херст	hearst
папараци	paparazzi
незаборавно	meeldejääv
незаборавно	unustamatu
поткопа	õõnestada
тали	tully
тајрон	tyrone
марџ	marge
јајниците	munasarjad
бахамски	bahama
ровот	trench
вентилатор	ventilaator
вентилатор	fänn
рошел	rochelle
малолетна	alaealine
изгаснати	kustunud
лодердејл	lauderdale
галама	müra
морсби	moresby
казал	casal
јавачите	ratsanikud
саито	saito
гласач	hääletaja
гласач	valija
белведер	belvedere
белведер	lehtla
пакстон	paxton
хезболах	hezbollah
ижевск	iževsk
кригла	kruus
кригла	pint
кларендон	clarendon
алтруизам	altruism
пиротехниката	pürotehnika
бермуди	bermuda
роха	rocha
грабна	haaras
будали	lollid
будали	rumalad
будали	narrid
монровија	monrovia
парализирана	halvatud
парализирана	halvatud
изморена	väsinud
мијастенија	müasteenia
кетеринг	toitlustus
пиридин	püridiin
герда	gerda
јоргован	sirel
фентон	fenton
лиен	leann
колберт	colbert
нечесна	ebaaus
инг	ing
епи	epi
расне	kasvab
планктон	plankton
навлаки	hõlmab
навлаки	katted
розмари	rosemary
загарантиран	tagatud
загарантиран	garanteeritud
доаѓам	tulekul
доаѓам	tulemas
доаѓам	tuleb
вакцинираат	vaktsineerida
реагираше	reageeris
реагираше	reageerisid
реагираше	reageerinud
викендичка	suvila
викендичка	külalistemaja
прељубата	abielurikkumine
мортенсен	mortensen
каспер	casper
хараре	harare
шенау	schönau
посреќни	õnnelikum
посреќни	õnnelikumad
посреќни	õnnelikumaks
штиглиц	stiglitz
зададениот	täpsustatud
терористичко	terrorist
вонбродски	välimine
вонбродски	välimised
хулк	hulk
присутниот	osaleja
лојола	loyola
фирерот	füürer
фирерот	füürer
ишикава	ishikawa
озбилно	tõsised
озбилно	tõsine
озбилно	tõsiselt
лорејн	lorraine
теминк	temminck
чворови	sõlmed
неважен	tähtsusetu
стегнат	pinges
девоншир	devonshire
маскенбал	maskeraad
честит	häid
категорички	kategooriliselt
берета	beretta
гванахуато	guanajuato
менаџира	uav
точак	ratas
точак	jalgratas
точак	ratta
пожарникарот	tuletõrjuja
екскалибур	excalibur
пореметен	häiritud
избоден	pussitas
избоден	pussitati
страјк	streik
страјк	löök
кеико	keiko
ранкин	rankin
супермодел	supermodell
хидалго	hidalgo
фрекфентниот	ummistunud
фрекфентниот	ülekoormatud
бањање	vanni
бањање	vann
цхинвали	tshinvali
преубава	kaunist
преубава	ilus
преубава	kaunid
преубава	ilusad
преубава	kaunis
роанок	roanoke
спогодбите	lepingud
догматски	dogmaatiline
градиме	ehita
градиме	ehitama
градиме	ehitada
градиме	ehitamine
туан	tuan
себ	seb
гелар	gellar
септички	septiline
тврдоглавост	kangekaelsus
золта	zoltán
срамежливо	häbelik
напнат	pinges
напнат	pinges
напнат	pingeline
фелтон	felton
тимбукту	timbuktu
мајонез	majonees
блај	bly
расипано	mäda
расипано	mädanenud
додворувачи	kosilasi
хојт	hoyt
холгер	holger
карни	carney
примерен	eeskujulik
вјелкополски	wielkopolski
неизбежни	vältimatud
неизбежни	vältimatu
неизбежни	paratamatu
неизбежни	vältimatu
џона	joonas
џона	jonah
прошетките	vaatamisväärsusi
мортен	morten
кадата	vann
кадата	vann
ескобар	escobar
анж	ange
пигмејци	pügmeed
брита	britta
лазањи	lasanje
пикадили	piccadilly
ајатолах	ajatolla
подруми	keldreid
амортизери	puhvrid
бежичен	juhtmeta
фелиша	felicia
хафниум	hafniumi
прекинувачите	lülitid
каскадер	kaskadöör
врескање	karjudes
врескање	karjub
врескање	karje
причард	pritchard
зам	ism
тежеше	kaalutud
грифитс	griffiths
молеше	anus
тапа	ime
тапа	nüri
тапа	korgi
тапа	kork
тарзан	tarzan
шарада	paroodia
меланом	melanoomi
живописната	maaliline
хедеби	hedeby
џојстик	juhtkang
штетниците	kahjurite
торвалдс	torvalds
сослушувања	istungid
златарот	juveliir
разбери	mõista
посреќен	õnnelikum
посреќен	õnnelikumad
посреќен	õnnelikumaks
вухан	wuhan
трпелив	patsient
траумите	traumasid
бескорисна	kasutu
бескорисна	kasutud
јенките	yankees
захир	zahir
донеси	tooma
донеси	tõmbamine
посто	protsent
мирисаат	lõhna
мирисаат	lõhn
мирисаат	lõhnab
мирисаат	lõhnad
корекцијата	parandamine
брунсвик	brunswicki
прелиминарен	esialgse
прелиминарен	esialgsed
прелиминарен	esialgne
хјун	hyun
методист	metodisti
риголето	rigoletto
шетланд	shetlandi
одеон	odeon
бармен	baarmen
кегни	cagney
фрис	friis
берењето	painutamine
саад	saad
мјуриел	muriel
бомбаш	pommitaja
помни	meenutades
помни	mäletab
коприви	nettles
лажи	valeta
пеорија	peoria
апчињата	tabletid
вилкокс	wilcox
алесандра	alessandra
тротер	trotter
придржувањето	kinnipidamine
тија	thea
блуза	pluus
видовит	selgeltnägija
нормализирана	normaliseeritud
дори	dory
дајсон	dyson
туполев	tupolev
шутер	laskur
шутер	laskja
шутер	tulistaja
неважно	ebaoluline
фетален	loote
одгледувач	kasvataja
ајкројд	aykroyd
лудвигсбург	ludwigsburg
јануш	janusz
каину	kainuu
агилар	aguilar
џејмстаун	jamestown
кнесет	knesseti
инфициран	nakatatud
инфициран	nakatunud
фулгенсио	fulgencio
немезис	nemesis
монтоја	montoya
запленување	krambid
запленување	krambid
трансформери	trafod
