筋	τένοντες
劫掠	λεηλασία
重逢	επανένωση
重逢	επανασύνδεση
噴泉	σιντριβάνι
噴泉	συντριβάνι
噴泉	σιντριβάνια
裸露	γυμνό
絕地	jedi
絕地	τζεντάι
變態	ανώμαλος
預估	πρόβλεψη
預估	πρόβλεψη
預估	πρόγνωση
預估	εκτίμηση
預估	εκτιμώμενη
預估	εκτιμώμενο
桿菌	bacillus
渾	hun
盲人	τυφλοί
盲人	τυφλά
盲人	τυφλός
盲人	τυφλό
盲人	τυφλή
羚羊	oryx
羚羊	αντιλόπη
自發	αυθόρμητα
自發	αυθόρμητο
自發	αυθόρμητη
自發	αυθόρμητα
田納西州	τενεσί
佗	tuo
泗水	σουραμπάγια
鉀	κάλιο
火藥	πυρίτιδα
火藥	μπαρούτι
火藥	σκόνη
盧布	ρούβλια
盧布	ρούβλι
遺失	χάθηκε
遺失	χαμένος
遺失	χάσαμε
遺失	χαμένη
遺失	χάσει
遺失	χαμένοι
遺失	λείπουν
遺失	λείπει
遺失	αγνοούμενος
遺失	αγνοείται
心智	ψυχική
心智	νοητική
羊毛	δέρας
羊毛	μαλλί
毒蛇	οχιά
泥土	χώμα
泥土	έδαφος
泥土	βρωμιά
泥土	χώμα
多哥	τόγκο
價值觀	αξίες
價值觀	τιμές
激動	ενθουσιασμένη
激動	ενθουσιασμένος
激動	ενθουσιασμένοι
公然	κραυγαλέα
公然	κατάφωρη
早先	νωρίτερα
刺刀	ξιφολόγχη
刺刀	ξιφολόγχες
造假	πλαστογραφία
造假	παραχάραξης
造假	παραχάραξη
造假	παραποίηση
畫像	πορτραίτο
畫像	πορτρέτο
畫像	πορτρέτα
輪迴	μετενσάρκωση
所有者	ιδιοκτήτη
所有者	κάτοχος
所有者	ιδιοκτήτρια
所有者	ιδιοκτήτης
所有者	ιδιοκτήτες
所有者	κάτοχοι
解碼	αποκωδικοποιήσει
解碼	αποκωδικοποίησης
園藝	κηπουρική
園藝	κηπουρική
園藝	κήπος
園藝	κήπο
園藝	garden
幻象	οράματα
幻象	οφθαλμαπάτη
幻象	μιράζ
閃耀	λάμψει
閃耀	λάμπει
流利	άπταιστα
流利	άπταιστα
格子	lattice
格子	καρό
信使	messenger
信使	αγγελιοφόρος
信使	αγγελιαφόρος
信使	αγγελιοφόροι
信使	μεταφορέας
信使	κούριερ
信使	courier
監測	παρακολουθείται
監測	παρακολουθούνται
監測	παρακολούθησης
監測	παρακολούθηση
監測	παρακολούθηση
監測	οθόνη
創世	γένεση
怨恨	δυσαρέσκεια
巴格達	βαγδάτη
解脫	λύτρωση
羽球	μπάντμιντον
鴞	κουκουβάγια
征服者	κατακτητής
絲帶	κορδέλες
絲帶	κορδέλα
戶籍	κατοικία
限期	προθεσμία
名流	διασημότητα
名流	διάσημος
名流	διάσημοι
盔甲	πανοπλία
盔甲	πανοπλία
太監	ευνούχοι
太監	ευνούχος
鈦	τιτανίου
鈦	τιτάνιο
斷裂	κάταγμα
斷裂	θραύση
斷裂	κάταγμα
殘留	κατάλοιπο
殘留	υπόλειμμα
殘留	υπολείμματα
殘留	κατάλοιπα
殘留	καταλοίπων
簡訊	sms
安撫	κατευνάσει
鶯歌	ίνγκε
著陸	εκφόρτωση
著陸	προσγείωση
佛教徒	βουδιστές
佛教徒	βουδιστής
釘	καρφί
釘	νύχι
延後	αναβάλει
猶他	γιούτα
水管	σωληνώσεις
水管	σωλήνες
水管	αγωγοί
脖子	λαιμό
脖子	σβέρκο
脖子	λαιμός
開車	drive
開車	οδήγηση
班長	απόσπασμα
班長	διμοιρία
班長	ομάδα
沙子	άμμου
沙子	σαντ
沙子	άμμος
沙子	άμμο
比對	ταίριασμα
比對	αντιστοιχία
比對	ματς
比對	αγώνα
比對	ταίριασμα
比對	αγώνας
化妝品	μακιγιάζ
化妝品	καλλυντικά
精簡	εξορθολογισμό
精簡	streamline
形容詞	επίθετο
形容詞	επίθετα
可逆	αναστρέψιμη
可逆	αναστρέψιμες
創傷	τραύμα
創傷	τραυματική
創傷	τραυματικό
所有權	κυριότητα
所有權	ιδιοκτησία
所有權	ιδιοκτησίας
含義	έννοια
含義	νόημα
含義	εννοώντας
地毯	χαλί
地毯	χαλί
鼻音	ρινική
一致性	ομοφωνία
一致性	συνεκτικότητα
一致性	συνοχή
一致性	συνεκτικότητα
一致性	συνέπεια
一致性	συνοχή
維生素	βιταμινών
維生素	βιταμίνες
維生素	βιταμίνης
維生素	βιταμίνη
維生素	βιταμίνες
營救	διάσωση
營救	διάσωσης
冥王	άδη
跳板	εφαλτήριο
韃靼	ταταρστάν
韃靼	τατάρ
加沙	γάζα
勘察	τοπογραφικά
再婚	ξαναπαντρεύτηκε
古蘭經	κοράνι
古蘭經	κοράνι
護衛艦	φρεγάτα
陡峭	απότομη
陡峭	απότομα
陡峭	απότομο
陡峭	απότομες
檢索	ανακτήσει
檢索	ανακτήσει
檢索	ανάκτηση
美德	αρετή
美德	αρετές
斬首	αποκεφαλισμό
斬首	αποκεφαλίστηκε
教訓	μάθημα
妊娠	κύηση
妊娠	εγκυμοσύνη
妊娠	κύησης
