மற்றும்	và
பலோச்	baloch
கூழாங்கல்	pebble
சாரை	diffusa
ரோவர்ஸ்	rovers
கருவிப்பட்டை	thanh
மிட்சுபிஷி	mitsubishi
அகோம்	ahom
மெக்லீன்	mclean
பிரானா	piranha
தண்டாயுதம்	tủ
தண்டாயுதம்	cay
தண்டாயுதம்	mace
ஸ்டிக்	lòi
ஸ்டிக்	stick
வால்வ்	van
சக்சினிக்	succinic
பிகினி	bikini
மீனியல்	ichthyology
இரோசி	hiroshi
மதேபுரா	madhepura
ரோட்ரிகோ	rodrigo
ஸ்லிம்	slim
ஸ்லிம்	gầy
நண்பனும்	bạn
நண்பனும்	hiền
டெப்ரா	debra
கோப்லி	copley
மனோர்	manor
கேசாங்	kaesong
அதா	adha
வைத்துக்கொள்ளுங்கள்	chik
பிராடி	brody
நடாஷா	natasha
ஹர்ஷ்	phũ
ஹர்ஷ்	chát
பிரேசியர்	brazier
தபலா	tabla
கோளரங்கம்	planetarium
திராவகம்	regia
டிம்பர்வுல்வ்ஸ்	timberwolves
அகோங்	agong
நோர்கே	norgay
திறக்கப்படுகிறது	mở
ஹிம்லர்	himmler
திறந்துள்ளது	download
திறந்துள்ளது	mở
திறந்துள்ளது	má
புசி	buse
உருவாக்குக	tạo
கிளட்ச்	clutch
கிளட்ச்	côn
அலக்நந்தா	alaknanda
கொழுப்புகளை	fats
பிராங்குகள்	franc
ஐன்சுடைனியம்	einsteini
ட்விஸ்ட்	twist
ட்விஸ்ட்	xoắn
ட்விஸ்ட்	xoáy
குன்ஹா	cunha
தாகோத்	dohad
என்னுடையது	mỏ
என்னுடையது	mine
எரின்	erin
ரொடான்	rodin
பிக்செல்	pixel
சுவொன்	suwon
நோவோ	novo
பிகானீர்	bikaner
வளைவுகளில்	bends
நம்பு	tin
எம்பிஏ	mba
பரோஸ்	barros
அறிவினால்	screws
ரெக்கா	recca
சவுகான்	chauhan
மானிங்	manning
ஜார்சுகுடா	jharsuguda
மேர்க்கெல்	merkel
கோஸ்லா	khosla
தவா	dawa
ஆங்கர்	neo
ஆங்கர்	anchor
கெய்ன்	cain
பொலொக்	pollock
அனகோண்டா	anaconda
ஷாபி	shafi
ரூசெஃப்	rousseff
டுஹாமெல்	duhamel
ஃபிரேசர்	frazer
அழைக்கப்பட்டார்கள்	mời
வனேசா	vanessa
ஃபத்தா	fatah
சேட்டன்	chetan
டோலா	tola
கேயானு	keanu
சாவியோ	savio
ஹமாஷெல்ட்	hammarskjöld
இரைபோசோம்	ribosome
அலுவாலியா	ahluwalia
லாஹௌல்	lahaul
மசியல்	maciel
ராட்கிளிஃப்	ratcliffe
செண்டாய்	sendai
நிலநடுக்கோடு	equatorial
ஹாஷ்மி	hashmi
கவர்டேல்	coverdale
லிலி	lele
சாலட்	salad
சக்ரி	chakri
பிராஜ்	braj
லகுனா	laguna
குநோம்	gnome
உமாமி	umami
பூட்டியா	bhutia
நவா	nava
தொன்லே	tonlé
இசிகாரா	ishihara
மியூஸ்	muse
காட்லீப்	gottlieb
மாம்பா	mamba
அட்டிலா	attila
அனூப்	anoop
மனிஷ்	manish
ஹார்ட்லீ	hartley
ஸ்பாம்	spam
கன்னங்கள்	má
புவிப்புறத்	terrestrial
மிட்டா	mita
குசான்	kushan
கோஹ்	goh
#ஒவ்வொரு	#mỗi
தக்சின்	dakshin
செர்கி	serge
ஆஸ்போர்ன்	osborne
ஆஸ்போர்ன்	osbourne
பெர்னம்புகோ	pernambuco
ஷின்	shin
தீரா	gớm
நுண்துளை	aperture
பிரிசில்லா	priscilla
மிலோ	milo
காந்தர்வ	natya
கூரில்	kuril
சகோதரிகளே	ruột
மான்சி	amancio
கபே	café
கம்பாலா	kampala
ஹெனான்	henan
சிம்மன்ஸ்	simmons
இலியாஸ்	ilyas
போரோபுதூர்	borobudur
மீறுபவர்கள்	breakers
பண்டுங்	bandung
சுவோட்	swot
புரோடாக்டினியம்	protactini
தாழ்மையான	nhục
மெக்காய்	mccoy
டிம்பர்லேக்	timberlake
சைட்டோசின்	cytosine
பச்சோந்தி	chameleon
முஜாஹித்	mujahid
யோசா	llosa
சாஃபோ	sappho
ரென்னி	rennie
அனுப்புநர்	khỏi
அனுப்புநர்	từ
கோர்பா	korba
சிரோஹி	sirohi
டோய்	toi
அரவணைப்பு	hug
அரவணைப்பு	ôm
அரவணைப்பு	kẹp
அரவணைப்பு	siết
அரவணைப்பு	kiem
வெஸ்டா	vesta
குழந்தையாய்	nhóc
குழந்தையாய்	bé
குழந்தையாய்	kid
ஷாவ்ஷாங்க்	shawshank
கேந்துஜர்	kendujhar
மிசிசிப்பிப்	mississippian
கோந்தியா	gondiya
கிமோனோ	kimono
குவெட்டா	quetta
காஸ்பரொவ்	kasparov
நிக்ரூமா	nkrumah
தகவி	adapter
லாட்னர்	lautner
ஸ்டோக்	stoke
எக்காளம்	trumpet
எக்காளம்	trompet
எக்காளம்	kèn
டிப்போ	depot
அழைப்பாளர்	caller
முன்வைப்பு	pentagon
முன்வைப்பு	hướng
கொடார்ட்	goddard
வசீர்	wazir
ஹூக்கர்	đĩ
மாங்கா	manga
ராஜின்	rajin
பெர்னார்டோ	bernardo
டைனமோ	dynamo
ஒற்றுமையே	unity
மோரே	moreh
சோனிக்	sonic
அஸ்ரயர்	astaire
பேனசோனிக்	panasonic
கடுவா	garhwa
பேரதிர்ச்சி	tổn
டைஸ்	dice
பதாவுன்	budaun
கிராலி	crawley
சுற்றுக்கலன்	orbiter
தோண்ட	dig
தோண்ட	đào
குர்ஆனில்	koran
யூம்	hume
நவாதா	nawada
லென்சின்	lenz
ராம்கர்	ramgarh
கோம்ஸ்	gomes
#மாவட்ட	#huyện
#மாவட்ட	#quận
விக்னர்	wigner
ஹுகோ	hugo
கோராபுட்	koraput
வெய்ல்	vail
பெனிக்னோ	benigno
போராடுகிறது	fighting
டெஸ்டோஸ்டிரோன்	testosterone
கீரோன்	kieron
ரோட்ரிக்ஸ்	rodriguez
கார்பீல்ட்	garfield
சீலெ	scheele
பெசுட்டிசு	pestis
எர்சினியா	yersinia
ஸ்டாலோன்	stallone
அட்ரினலின்	adrenaline
மார்ல்பரோ	marlborough
குண்டாக	béo
குண்டாக	mập
குண்டாக	fat
உணவருந்தி	monteiro
கான்வே	conway
குறுகியது	bài
குறுகியது	ngắn
குறுகியது	short
குறுகியது	lá
சாலிட்	đặc
காத்திருத்தல்	đợi
காத்திருத்தல்	chờ
மார்டீனிக்	martinique
யூகோசுலாவியா	yugoslavia
அலசன்	halogen
கார்னியர்	garnier
மான்டெர்ரே	monterey
நாராயண்கஞ்ச்	narayanganj
சாரணர்கள்	scouts
பிளம்மாரியன்	flammarion
அதர்ஸ்	otters
மான்க்ஸ்	manx
நுனாவுட்	nunavut
ஹெஸ்டன்	heston
ட்ரம்	drum
ட்ரம்	trống
ஐனு	ainu
நோட்ரே	notre
ஃபெலிசியா	felicia
டெஸ்க்	bàn
செரில்	cheryl
சரமாகூ	saramago
மார்டின்ஸ்	martins
ஸ்டெம்	stems
கசையிழை	flagellum
காஷ்யப்	kashyap
யூக்ளிடு	euclid
ரோசன்பெர்க்	rosenberg
சரக்கிளி	starling
மாப்	mob
மாப்	mafia
மாவ்	mauve
பினைல்அலனின்	phenylalanine
சாமர்வெல்	somervell
அனுபம்	anupam
ஒல்லியாக	mỏng
ஒல்லியாக	skinny
ஒல்லியாக	gầy
ஒல்லியாக	nhẹ
லூவிய	luwian
துப்ரி	dhubri
பெலிகன்	pelican
பிப்ரா	pipra
மகிழ்வான	phúc
மகிழ்வான	vui
யுகியோ	yukio
எழுதுகிறது	viết
எழுதுகிறது	ghi
சாவியை	key
சாவியை	khóa
சாவியை	phím
மார்லே	morley
இப்ராஹீம்	ibrahim
க்ளிப்பர்ஸ்	clippers
மிரட்டும்	tiềm
குய்யாபா	cuiabá
கோர்டா	gorda
அமுர்	amur
கும்பு	khumbu
மார்தா	martha
கவுசவே	causeway
ஹெக்ஸ்	hex
நினைத்துக்கொண்டு	nghĩ
ஆசஃப்	asaf
எப்ஸ்டீன்	epstein
ஜயா	jaya
புரோலின்	proline
சிப்ஸ்	chips
காத்திருக்கிறோம்	đợi
காத்திருக்கிறோம்	chờ
பில்வாரா	bhilwara
திவா	diva
இயூரீ	urey
பியான்	biện
ஜெவல்	jewell
வடிகட்டு	lọc
லேசி	lacey
துச்சி	tucci
ஷம்ஸ்	shams
மெஸ்	mess
மெஸ்	nhác
மெஸ்	bừa
மெஸ்	giỡn
மிளகை	bonnet
ரெமி	remi
ரெமி	remy
ஒமஹா	omaha
சைத்தான்	devil
சைத்தான்	quỷ
நிகோலாய்	nikolai
நிகோலாய்	nicolai
ஹபிபுல்லா	habibullah
பருப்பை	avr
கொலஸ்ட்ரால்	cholesterol
ஸ்கையாபரெலி	schiaparelli
பாப்பி	poppy
வோல்சி	volsci
சால்க்	salk
ப்ளூம்	blum
ஆப்ரே	aubrey
நிர்வாகிகளும்	executives
மிகுவல்	miguel
லனோய்	lannoy
காக்பர்ன்	cockburn
தகுதியானவர்கள்	qualifiers
கனு	kanu
காரெல்	carrel
பஹாமாஸ்	bahamas
புர்ஹான்பூர்	burhanpur
சிடர்	cider
ஆண்களிடம்	hãm
அசாஞ்சு	assange
யால்ட்டா	yalta
இமெல்டா	imelda
சூபித்துவம்	sufism
டெனிம்	denim
கால்சைட்	canxit
ஷிர்லி	shirley
மேக்சிஸ்	maxis
ஸ்டாக்டன்	stockton
லஷ்மி	laxmi
எலைன்	elaine
கங்	cung
ஒசியோலா	osceola
நிக்கதேம்	nicodemus
ஜூலியானா	juliana
க்ளிக்	click
க்ளிக்	nhấn
க்ளிக்	nhấp
க்ளிக்	ấn
க்ளிக்	bấm
பரமஹம்ச	paramahamsa
டெக்ஸ்டர்	dexter
காயப்படுத்தும்	đau
கவ்	gau
பலுசிஸ்தான்	balochistan
மோப்ப	sniffer
ஹர்லி	hurley
மிரி	miri
கிப்பூர்	kippur
கொன்சாகா	gonzaga
டாகுவேரே	daguerre
கல்ட்	cult
நிசா	nisa
லுகோ	lugo
கிரியாட்டினைன்	creatinin
குனா	kuna
உல்ம்	ulm
மடோ	mato
ஹெவிட்	hewitt
ஹெனின்	henin
கோஹிஸ்தானி	maiya
டயர்கள்	tires
டயர்கள்	lốp
இப்சன்	ibsen
ஹெலிகாப்டர்கள்	helicopters
மகாராஜ்கஞ்சு	maharajganj
கால்ஃப்	golf
கால்ஃப்	gôn
மெர்க்	merc
டெட்டி	teddy
பெல்ப்ஸ்	phelps
வில்காக்ஸ்	wilcox
தாச்சி	tachi
இஸ்லாமியம்	islam
வோரா	vohra
ஹஸ்தம்	hush
ஹான்கொக்	hancock
ஷரோன்	sharon
புஸ்	puss
ககயான்	cagayan
குவோ	quách
டிசைன்கள்	designs
வோட்கா	vodka
வீன்	wien
டோங்கா	tonga
சிசிலியா	cecilia
வசமும்	triều
பெல்ஸ்	chuông
எட்மன்ட்	edmund
சென்னா	senna
நாடின்	nadine
லீவன்ஹூக்	leeuwenhoek
கஞ்சாம்	ganjam
ஹார்மோனியம்	harmonium
ஜெஸ்	jess
சூமா	zuma
கலாபகசுத்	galápagos
பெகர்	behar
பெட்போர்ட்	bedford
காவியா	caviar
சாம்மி	sammy
பிராட்சா	bradshaw
கவட்டை	háng
கவட்டை	crotch
இலானோ	elano
ஹட்சின்சன்	hutchinson
லாக்கி	laki
மேரிலேண்ட்	maryland
ஹென்டர்சன்	henderson
பார்ட்லெட்	bartlett
ஆர்கேட்	arcade
திவாஸ்	divas
திவாஸ்	dewas
அவர	avar
டார்த்	darth
ஜூஸ்	juice
இளைஞனை	clashes
சுகோத்தாய்	sukhothai
கனோலா	canola
கிர்க்வுட்	kirkwood
வீட்ஸ்டன்	wheatstone
ஈசாப்	aesop
புராண்ட்டி	brontë
மெர்வின்	mervyn
மிலிந்த	milinda
பென்டேன்	pentan
ஹேல்ஸ்	hales
பிரட்டி	freddie
பூத்தையல்	thêu
மொகாவி	mojave
டிராஃபிக்	tê
பயனம்	du
பொனெய்ர்	bonaire
சிற்றேடு	brochure
பிளஷிங்	flushing
கொடூரம்	cruelty
சாண்ட்விச்	sandwich
மாஜி	maji
புர்	pur
பாராமவுண்ட்	paramount
அளிப்புரிமை	copyleft
லாட்ஸ்	lats
செயலாக்கப்பட்டது	bật
எலைட்	elite
கில்பி	kilby
பெர்னெர்ஸ்	berners
இந்துக்களே	hindus
கோப்பர்நீசியம்	copernixi
ஹர்ஸ்ட்	hurst
கோபன்ஹேகன்	copenhagen
பார்க்கின்றேன்	boca
டெஃறி	tehri
காப்ரா	capra
இசைநிகழ்ச்சி	concert
ஏர்டோசு	erdős
சியர்ஸ்	zô
சியர்ஸ்	cạn
ஜுனைத்	junaid
வானி	wani
தைகா	taiga
லோதி	lodhi
அர்ரொயோ	arroyo
சேலையை	sari
ரைம்	rim
ரைம்	rhyme
மிரியம்	miriam
முவனவாசா	mwanawasa
திரைச்சீலை	màn
திரைச்சீலை	curtain
திரைச்சீலை	chăn
திரைச்சீலை	rèm
மெஞ்சூ	menchú
ஹெண்ட்ரிக்ஸ்	hendricks
சவாரிகள்	rides
ஜவுன்பூர்	jaunpur
பிரெண்டா	brenda
மியோ	mio
லாவ்	lau
லுங்கி	lungi
ஈகன்	egan
ஃபிளெமிங்	fleming
ஊறி	kiềm
பொல்லாத	ác
பொல்லாத	wicked
கிரிம்சா	grimshaw
ஃபாரா	farah
பிலிப்பி	philippi
பேக்கிங்	khít
பேக்கிங்	baking
பக்தாதி	baghdadi
நீக்குக	bỏ
நீக்குக	xóa
சேணம்	sale
தெராய்	terai
சக்சேனா	saxena
ஹாதோர்ன்	hawthorne
தொட்டிலில்	cũi
நிஸ்ஸான்	nissan
ஹீலி	healy
எனிட்	enid
பினா	pina
சலித்து	chán
பரீட்	farhad
கோல்கேட்	colgate
ஹொண்டூராஸ்	amazilia
கைரா	kyra
ரெனர்	renner
ரோல்ஃப்	rolf
டிரக்கர்	drucker
ஜோனி	joni
ஜோனி	johnnie
கமாண்டோக்கள்	commandos
காவ்ரீலோ	gavrilo
ரெய்ட்	reid
ஆல்ட்மார்க்	altmark
நினைவில்லை	quên
வுயர்ட்டம்பெர்கு	württemberg
கம்பியா	gambia
டெக்னோ	techno
கஸல்	ghazal
பொருத்தங்கள்	khớp
பொருத்தங்கள்	diêm
நூடுல்ஸ்	mì
நூடுல்ஸ்	noodles
நூடுல்ஸ்	mỳ
அர்புத்நாட்	arbuthnot
ஓபோ	oboe
மூஸா	musa
மூஸா	moses
நிங்	ninh
நிங்	ning
நஜிபுல்லா	najibullah
ரைம்ஸ்	vần
ரைம்ஸ்	rape
அமைதிப்படுத்தும்	dìm
ஜலதோஷம்	lạnh
பாக்போ	gbagbo
எப்சம்	epsom
கமா	phết
கமா	phẩy
ரோல்ஸ்	cuộn
ரோல்ஸ்	rolls
ரொட்டியை	roti
டிராக்டர்	tractor
சிக்காசோ	chickasaw
யூசஃப்	yousaf
மென்லோ	menlo
ஒட்டுண்ணியியல்	parasitology
புரூஸ்ட்	proust
லஸ்	luz
ஆரம்பித்தேன்	chd
பாசிப்	mung
பிங்கஸ்	pincus
யானுக்கோவிச்	yanukovych
பாசுபோரைல்	phosphoryl
டெவோன்	devon
பியூரர்	fuhrer
ஹேமார்க்கெட்	haymarket
கிளேடன்	clayton
ஹாமர்	hamer
ஹாமர்	hammer
ஐந்தோவன்	eindhoven
வாலே	vale
சபீனா	sabina
குப்வாரா	kupwara
ரெய்க்யவிக்	reykjavik
லின்டால்	lindahl
டூசான்	toussaint
குரோனஸ்	cronus
கபிலா	kabila
மலைப்பாம்புகள்	pythons
மிதத்தல்	levitation
திருட்டுத்தனமாக	stealth
அடுக்கடுக்கான	cascade
விக்கல்	hiccup
மசாரி	mazari
ஜாக்கெட்	jacket
கிரிஸ்லர்	chrysler
கோர்னிலோவ்	kornilov
டாவோ	dao
அத்தாட்சி	vẽ
தூப்ளே	dupleix
அம்முராபி	hammurabi
செலேடர்	seletar
#உலக	#giới
இழுக்கவும்	lôi
இழுக்கவும்	kéo
கர்பி	karbi
கொனாக்ரி	conakry
கிரில்	nướng
கிரில்	grill
டிரேயர்	dreyer
சுற்றுயர்த்தி	paternoster
கவலையாக	lo
தாமு	tamu
சூழ்பொருளியல்	pragmatics
ஹிங்கோலி	hingoli
அசாகான்	asahan
ரெக்	rec
#பின்	#tìm
#பின்	#theo
#பின்	#sau
டெட்ராசைக்ளின்	tetracycline
ஃப்ரேசர்	fraser
சைலீன்	shailene
பேட்டரிகள்	bình
பேட்டரிகள்	pin
அழைக்கவும்	gọi
அழைக்கவும்	call
அழைக்கவும்	cẩm
டியூனாண்ட்	dunant
நியூட்ரா	neutra
மூடவும்	close
மூடவும்	đóng
மூடவும்	gần
மூடவும்	kín
மினியேச்சர்	miniature
மொரிஷியஸ்	mauritius
ஹூனான்	hunan
மாஸ்ட்ரிக்ட்	maastricht
அலெக்ஸாண்ட்ரா	alexandra
கண்ணீரை	lăn
தேங்காய்கள்	dừa
அகோரா	agora
ஓல்ட்மன்	oldman
கொன்றுவிடும்	giết
ஊட்ரம்	outram
மெக்ஸ்	mễ
மெக்ஸ்	mex
லியாண்டர்	leander
கோமேதகம்	garnet
மாலர்	mahler
அட்டூழியங்கள்	atrocities
சிவிங்கிப்புலி	cheetah
கார்வெண்	pied
எர்பிக்	herbig
ஊக்கமளிக்கும்	inspirational
டிம்மி	timmy
பிச்சைக்காரன்	beggar
கிர்ச்னர்	kirchner
பக்கெட்	xô
சக்கரி	zachary
கன்னர்	gunner
ஜலான்	jalan
சிரிஸ்	ceres
சுவர்ணா	suvarna
லாரென்சோ	lorenzo
கோசுட்டர்	coster
இஷாக்	ishaq
கொடுப்பான்	đưa
கொடுப்பான்	tặng
கொடுப்பான்	cho
காங்கேர்	kanker
விக்கிமேப்பியா	wikimapia
குரோசோ	grosso
அமெல்	amell
சாசன்	sasan
போஷ்	bosch
தச்சர்கள்	carpenters
வோல்ட்ஸ்	volt
வோல்ட்ஸ்	vôn
அலறல்	quát
அலறல்	hét
ஏசாயா	isaiah
மிட்ச்	mitch
சதாத்	sadat
கிராஸ்மேன்	grossman
ஸ்பர்ஸ்	spurs
தெரிதா	derrida
குசுக்கோ	cusco
டிமோன்	timon
வாக்களித்துள்ளனர்	carragher
எடோபிகோக்	etobicoke
கிடக்கை	hàng
பியெலா	biela
நன்யாங்	nanyang
ஔரையா	auraiya
ஹோக்கிங்	hawking
தோட்டாக்கள்	đạn
கோகா	koga
மேசான்கள்	meson
ரூனிக்	run
ஹட்சிசன்	hutchison
சர்தேசாய்	sardesai
அட்வான்ஸ்	advance
ஜியான்	jian
டோபே	tobey
மூர்ச்சை	ngất
டில்மா	dilma
ரோஸ்மேரி	rosemary
கோல்டிங்	golding
ஹேரியட்	harriet
மூஞ்சூறு	sorex
பாம்கே	famke
கெய்ம்	geim
ஹாப்ஸ்	hobbs
படிகாரம்	alum
படிகாரம்	phèn
கிளிம்ட்	klimt
ஓலா	ola
எஜமான்	boz
கேய்	kaye
கிரிம்சன்	crimson
கர்ப்பமான	thai
கர்ப்பமான	bầu
பாயி	bayi
மீ}}	m}}
#கிழக்கு	#đông
சுவைத்து	nếm
சுவைத்து	hương
அண்டர்வுட்	underwood
தருணங்களை	moments
துலே	thule
மாட்ட	mata
#மேற்கு	#tây
பங்காசி	benghazi
#தேசிய	#quốc
உரோமுலசு	romulus
கான்ஸ்டபிள்	constable
மாக்கியவெல்லி	machiavelli
இரேத்சியா	raetia
சிவ்ராஜ்	shivraj
ஐசன்பர்க்	heisenberg
சிஐடி	cid
பேனாக்கள்	bút
சவப்பெட்டி	rương
பாரத்பூர்	bharatpur
பத்ரக்	bhadrak
ராபர்டோ	roberto
ஃபோர்ஸ்டர்	forster
ஃபோர்ஸ்டர்	forrester
பாயிஸ்	faiz
எம்பிராய்டரி	thêu
துப்ருக்	tobruk
மலோன்	malone
ரிட்ஸ்	ritz
தேனிலவு	honeymoon
சரகோசா	saragossa
பெரில்	beryl
உபசாரம்	courtesy
நிகோ	niko
நிகோ	nico
கிராஃப்ட்	croft
புர்ஹானுத்தீன்	burhanuddin
டாபி	tabi
ஸ்குவாட்	squad
ஸ்குவாட்	đội
ஸ்குவாட்	squat
கிளிஃப்	vuốt
கிளிஃப்	cliff
ஐதரோனியம்	hiđrôni
ஜான்சூன்	janszoon
மோதிரங்கள்	nhẫn
பைப்லைன்	ống
பாஷோ	bashō
பேயூ	bayeux
பிகோனியா	begonia
வலேரி	valeri
சுபைர்	zubair
செருமன்விங்ஸ்	germanwings
அடேனார்	adenauer
சைக்கோ	psycho
சூத்	sood
ஐசோலியூசின்	isoleucin
அக்வா	aqua
அக்குள்	nách
பெர்க்கின்	perkin
துரோக	treacherous
கேரஸ்	carus
கட்லர்	cutler
ஏவான்	avon
தாப்பர்	thapar
கோல்ட்பெர்க்	goldberg
டிரோன்	tyron
பிராண்டி	brandi
டியுரே	dürer
பிளம்	plum
பிளம்	mận
தானியா	tania
சலா	salah
கிளெக்	clegg
உனுன்செப்டியம்	ununsepti
மஜா	maja
வாழ்த்துகிறோம்	prospect
கர்ப்பிணிகள்	thai
கர்ப்பிணிகள்	bầu
அக்கார்டியன்	accordion
சாசர்	chaucer
லோவல்	lowell
டாப்ஸ்	tops
மான்டி	monty
பிகா	pica
ஸ்னைடர்	schneider
பொலின்	boleyn
சிர்கா	circa
கதே	cathay
புதுப்பிக்கவும்	update
ஹார்டின்	hardin
பொரொசென்கோ	poroshenko
பாம்பாங்	bambang
ஃபீல்டர்	fielder
நெவிசு	nevis
போவெல்	bowell
செம	sema
வெளியேற்று	thoát
வெளியேற்று	exit
ஹதா	hada
டிட்டோ	tito
பச்சிலை	pasay
பிகோ	pico
டென்செல்	denzel
மிதிலா	mithila
மாரீஸ்	maurice
அனி	ani
அனி	anni
லூசியானோ	luciano
காந்தோநீசிய	yue
காந்தோநீசிய	nguyệt
வாசா	cardigans
ஒடிஸி	odyssey
கொய்	khoi
மலப்புரம்	malappuram
டிப்	dip
பிமினி	bimini
கலாசுனிக்கோவ்	kalashnikov
குரோக்கர்	crocker
ரிப்	xé
ரிப்	rip
பருன்	barun
கெண்டல்	kendall
கெண்டல்	kendal
கொன்	conn
உபி	ubi
ஜாரெட்	jared
ஹைமன்	hyman
பிகோல்	bicol
ஃபாமா	fama
நிரப்பல்	padding
ரக்கூன்	raccoon
சந்தனா	santana
ராக்னர்	ragnar
ஹரித்துவார்	haridwar
கற்பை	trinh
தாவு	nhảy
பெரே	beret
இலீச்	ilyich
பந்துல	bandula
விவாதிக்கலாம்	fab
ரேன்	rennes
ஷேடி	shady
சப்போரோ	sapporo
பிந்துசாரர்	bindusara
பீட்டோ	pitot
பென்சோயேட்டு	benzoat
ரக்ஷா	raksha
காமி	cami
வூண்	woon
பர்ஹான்	farhan
ஆரோக்கியமானது	healthy
மிலிபாண்ட்	miliband
குவாமே	kwame
கவுண்டா	kaunda
டிகிரிகள்	độ
சாஷா	sacha
சாஷா	sasha
முன்னா	munna
ஹால்டியா	haldia
தள்ளு	push
தள்ளு	đẩy
பிரான்சன்	branson
நியூபோர்ட்	newport
ஃபிலிப்ஸ்	philips
ஃபிலிப்ஸ்	phillips
நெகிழ்சி	negishi
கேத்	kath
வஜ்ர	vajra
முண்டோ	mundo
வார்த்தையே	lời
வார்த்தையே	từ
டெட்டர்	tedder
ஏசர்	acer
கோரன்	goran
புரோஸ்னன்	brosnan
ஹெக்டே	hegde
கைய	takeover
பழிவாங்கல்	thù
லூவர்சூர்	louverture
சன்வே	sunway
குந்தன்	kundan
மக்பெத்	macbeth
உண்மையிலே	thực
உண்மையிலே	thật
ஹசினா	hasina
தாஸ்குப்தா	dasgupta
சோலிஸ்	solis
போல்ட்ஸ்மான்	boltzmann
நினோ	nino
கீக்	geek
ஹானி	haney
ஹெலென்	almirante
ரமல்லா	ramallah
ஜென்ஸ்	jans
இவனோவிச்	ivanovic
லாக்டேட்டு	lactat
மெர்லயன்	merlion
நைத்திரைற்று	nitrit
எர்ட்டில்	ertl
படிக்கிறேன்	học
#மேலும்	#thêm
#மேலும்	#cũng
சந்தேகங்களுக்கு	queries
எட்மன்டன்	edmonton
எனாமல்	men
அமு	amu
வெலாசிராப்டர்	velociraptor
ரோவ்	rowe
இகுவாசு	iguazu
அவுமியா	haumea
கோஷல்	ghoshal
அகி	aki
நியாயமா	fair
பிக்மி	pygmy
டிப்டன்	tipton
இட்டாவா	etawah
கிளயார்	claire
திரான்சுனிஸ்திரியா	transnistria
பைக்கர்	biker
ஹேவுட்	haywood
வாண்டா	wanda
வாண்டா	vanda
பவர்பாயிண்ட்	powerpoint
உரசல்	friction
பூச்சிக்கொல்லிகளின்	suicides
மீகோ	meego
பதர்பூர்	badarpur
விரைவானது	mau
விரைவானது	nhanh
பபிலோனியா	babylonia
ஆசிர்வாதம்	blessing
மிலா	mila
பியூரியஸ்	furious
அழுத்து	nhấn
அழுத்து	bào
அழுத்து	ấn
அழுத்து	bấm
செய்பவர்களாகவும்	plea
உலர்த்த	gunnar
லோரா	lora
ஹன்னிகன்	hannigan
திடம்	đặc
அசாரி	asari
அட்வுட்	atwood
மேலா	mela
ஷெர்	sher
சிதறம்	entropy
ஒழுக்கமான	decent
புருவ	trán
ஹாம்செயார்	hampshire
டிசிபி	dcb
கிளாரட்	claret
லெர்னர்	lerner
பிக்ரம்	bikram
வெஸ்புச்சி	vespucci
பார்கவா	bhargava
ஹர்சா	harsha
ரோர்க்	roark
செமாராங்	semarang
ஹீன்	hein
கொலாஜன்	collagen
கொலாஜன்	colagen
வெறுக்கிறேன்	ghét
வெறுக்கிறேன்	hat
ஹைன்ஸ்	hines
வல்காரிஸ்	vulgaris
யாவ்	yao
யாவ்	diêu
பிரிஸ்காட்	prescott
கொரெற்றி	goretti
டெனாலி	denali
முத்தமிட	hôn
முத்தமிட	kiss
ரிட்ஜ்வே	ridgeway
படகோனியா	patagonia
துருப்பிடித்த	rusty
கேஸி	kasey
பிதேலிஸ்	sigmaringen
ஸ்கொக்	schock
முடுக்கு	accelerator
ஷட்டில்	shuttle
தோல்களை	skins
தோல்களை	da
வெளவால்கள்	dơi
வைவ்ஸ்	vives
காதலியே	girlfriend
காதலியே	bồ
வால்டர்ஸ்	walters
சிதறு	dispersion
ஹெய்க்	heike
அறிந்திருக்கிறேன்	loca
சிக்னசு	cygnus
சாணி	dung
ஹராரே	harare
பெர்ல்மட்டர்	perlmutter
அவசரத்தில்	rush
உதட்டு	môi
உதட்டு	lip
மரியோன்	marion
டெம்பிள்டன்	templeton
ஆஞ்சலோ	angelo
கோல்டா	golda
முலைகள்	vú
முலைகள்	ngực
முலைகள்	zú
தெரேஸ்	thérèse
தெரேஸ்	therese
இடுப்பை	eo
இடுப்பை	hông
மிண்டி	mindy
அருந்தகம்	cafe
அருந்தகம்	café
அருந்தகம்	bar
ஹஃபிசுல்லா	hafizullah
சார்ஜெண்ட்	sgt
மர்வான்	marwan
பயமாக	spooky
பயமாக	sợ
பயமாக	ex
டிக்கா	tikka
மினாட்	minot
லூன்	lom
சிகந்தர்	sikandar
டீஃபோ	defoe
டென்னிங்	denning
பகாட்	pahat
நேஹா	neha
சலூன்	salon
மரிசா	marissa
ஏக்கநாயக்க	ekanayake
டிர்பிட்சு	tirpitz
இந்ந	inna
பால்ரூம்	ballroom
டிர்க்	dirk
அமானி	amani
கியாகோமோ	giacomo
ரப்பி	rabbi
பண்டோரா	pandora
மேஸ்ட்ரோ	maestro
அபியா	abia
சுச்சி	shuji
பிலி	pili
லம்பா	lamba
போடுங்கள்	chua
போடுங்கள்	norad
போடுங்கள்	đặt
நந்தியால்	nandyal
மசூம்தார்	majumdar
