மற்றும்	そして
டென்னிசி	テネシー
சிற்றின்ப	エロ
நோட்டம்	モニター
நோட்டம்	モニタ
சீரியல்	シリアル
கருப்பன்	コア
கருப்பன்	core
டொமிங்கோ	ドミンゴ
பாவத்தை	シン
பாவத்தை	sin
கவனியுங்கள்	注目
கவனியுங்கள்	注意
ஸ்காட்ச்	スコッチ
காட்டுக	ショー
கருத்தியம்	観念論
நிரப்புதல்	中身
ஈவ்	イブ
ஈவ்	イヴ
நீல்சு	ニールス
ஜிப்சம்	石膏
கேலரி	ギャラリー
வெதுவெதுப்பான	あったかい
வெதுவெதுப்பான	暖かい
வெதுவெதுப்பான	温かい
அமி	アミ
அடிலெய்ட்	アデレード
புகாரை	申し立て
சந்தேகத்திற்குரிய	不審
தேர்ந்தெடுக்கிறது	選択
பர்க்	バーク
சீசனுக்கு	ベット
சமீர்	サミル
சுருங்க	足跡
கார்டுகள்	カード
அலசல்	診断
நயா	悟朗
ஜாமீன்	保釈
கெர்ரி	ケリー
நிண்டெண்டோ	任天堂
எமிலியோ	エミリオ
பேரின்ப	至福
அரிமானம்	腐食
பலகோணம்	多角形
கதவுகளை	ドア
தியோடோர்	テオドール
கிவ்	キエフ
பைபிளில்	聖書
உதைத்து	キック
துருவி	エクスプローラー
க்ரிஸ்	クリス
டினா	ティナ
தத்தெடுத்து	養子
தத்தெடுத்து	採択
பப்பாளி	パパイヤ
சுரைக்காய்	ズッキーニ
தோகை	フェザー
தோகை	羽根
தோகை	羽毛
கிரிகோர்	グレゴール
வெள்ளரி	きゅうり
வெள்ளரி	キュウリ
சுத்தியல்	ハンマー
சுத்தியல்	ハマー
ஜூடி	ジュディ
மொசார்ட்	モーツァルト
வோக்	ヴォーグ
உடைத்த	壊れた
பாசிட்ரான்	陽電子
விழுவது	落下
ஜெபம்	祈り
ஜெபம்	礼拝
ஜெபம்	祈祷
பெயிண்ட்	ペンキ
பெயிண்ட்	ペイント
பெயிண்ட்	塗料
கிரிம்	グリム
துணிச்சல்	あえて
தோற்றமுரண்	パラドックス
கையுறை	手袋
கையுறை	グローブ
கோபமாக	怒り
லாரல்	ローレル
பொறுப்பற்ற	無責任
பிரகாசமாக	ブライト
பிரகாசமாக	明るい
மகனுடன்	息子
பெர்க்	ベルク
பிரே	ブレイ
தண்ணீரைக்	ウォーター
டிராய்	トロイ
டிராய்	イリオス
தீனா	ディナ
மலர்களால்	flower
மலர்களால்	フラワー
தோபா	鳥羽
தோபா	トバ
இலந்தனைடு	ランタノイド
சுருக்கெழுத்து	速記
சின்சினாட்டி	シンシナティ
சிம்மம்	レオ
சிம்மம்	leo
விக்கிமேற்கோள்	ウィキクォート
இணையதளத்தை	ウェブサイト
புருவம்	眉毛
புருவம்	まゆ
மென்மையானது	スリック
சிட்டிசன்	市民
சுருக்கு	崩壊
சுருக்கு	たたむ
சுருக்கு	zip
ரம்	ラム
டோரி	トリ
கையகப்படுத்துதல்	買収
கணங்களும்	rmi
சூனிய	魔女
சூனிய	ウィッチ
ஏமாற்ற	カンニング
தொலைநகல்	ファックス
தொலைநகல்	ファクシミリ
தொலைநகல்	ファクス
தொலைநகல்	fax
தாமதமானது	遅延
ஸ்ட்ராஸ்	シュトラウス
நோட்புக்	ノートブック
நோட்புக்	ノート
ஜாக்குலின்	ジャクリーヌ
கலென்	ガレノス
நேர்வழி	指導
நேர்வழி	ガイダンス
விவா	viva
விவா	ビバ
சேர்க்கப்படாத	除外
பிட்ஸ்	ビット
சைக்கிள்கள்	自転車
ஆண்ட்ரே	アンドレ
ஆண்ட்ரே	アンドレ
வினோதமான	ビザール
முழங்கை	ひじ
அறிவதற்கான	戸口
ரேசிங்	競走
ரேசிங்	レース
ரேசிங்	レーシング
வீணான	アイドル
கன்சாஸ்	カンザス
மைஸ்பேஸ்	myspace
ஜோடிகள்	カップル
ஜோடிகள்	ペア
டிகாப்ரியோ	ディカプリオ
நேட்	ネイト
அடையாளங்காட்டி	識別子
எபி	エピ
அட்கின்ஸ்	アトキンス
ஆசீர்வாதம்	祝福
ஆசீர்வாதம்	恵み
லாவா	溶岩
துடைத்து	拭く
ஹாஜ்சன்	ホジソン
மூச்சில்	スウィング
மூச்சில்	スイング
காலியான	空っぽ
கிரிபட்டி	キリバス
குரோஷியா	クロアチア
அகதா	アガサ
முள்ளம்பன்றி	山嵐
அழிய	破壊
டோமினிக்	ドミニク
மேலோட்டம்	概要
மேலோட்டம்	概観
மேலோட்டம்	おおよそ
ப்ரூக்ஸ்	ブルックス
கார்மென்	カルメン
அன்றோ	いたずら
வாலாட்டி	セキレイ
யாசர்	ヤセル
இமை	点滅
கலைமான்	トナカイ
சுகோய்	スホーイ
மெக்னீசியம்	マグネシウム
கார்போஹைட்ரேட்	炭水化物
பனிமலை	氷山
டிக்கெட்	切符
டிக்கெட்	チケット
துடைப்பம்	ほうき
லோகி	ロキ
உயர்வுகள்	ハイキング
குர்தி	クルティ
பெறு	ゲット
பெறு	get
மீட்டெடுக்க	回復
பிரெண்டன்	ブレンダン
ஆசா	asa
டைவிங்	ダイビング
மர்செல்லுஸ்	マルケッルス
நடிகன்	poser
கொள்ளைநோய்	伝染病
நிலையில்லாத	ランダム
விருந்தாளி	ゲスト
மூடியது	閉店
ஹயாத்	ハイアット
டைரோசின்	チロシン
குறிப்பிடுங்கள்	言及
ஈவா	eva
ஈவா	エヴァ
ஜூபிடர்	ジュピター
ஜூபிடர்	木星
குடித்துவிட்டு	酔っぱらい
அஸ்தி	アスティ
அறுத்த	合板
வெர்மீர்	フェルメール
அடுக்கப்பட்ட	積み重ね
வழக்கமானது	基準
வழக்கமானது	スタンダード
வழக்கமானது	標準
வழக்கமானது	レギュラー
வழக்கமானது	ルーチン
வழக்கமானது	日課
சிக்னல்கள்	シグナル
சிக்னல்கள்	合図
சிக்னல்கள்	信号
பில்போ	ビルバオ
தலைக்கவசம்	ヘルメット
கவலைகளை	心配
அர்த்தத்தை	意味
பிரியாவிடை	別れ
ஏரோ	エアロ
தில்லான்	ディロン
பிரமாண்ட	巨人
பிரமாண்ட	ジャイアント
பிரமாண்ட	巨大
அனுமதிகள்	権限
அனுமதிகள்	許可
ஸ்பாட்	スポット
துப்பாக்கிச்சூடு	銃声
சிப்பிகள்	牡蠣
சிப்பிகள்	カキ
சிப்பிகள்	オイスター
டாலி	ダリ
புர்ஜ்	ブルジュ
நமிபியா	ナミビア
கார்னிகி	カーネギー
முக்தார்	ムフタール
பம்பா	パンパ
படுக்கையறை	寝室
கண்ணோட்டங்கள்	視点
மந்திரிகள்	大臣
மந்திரிகள்	公使
நடப்பட்ட	播種
லோய்	loi
சிரித்து	笑い
சிரித்து	笑う
நிறுவவும்	インストール
திக்	太もも
சாரநாத்	サールナート
கோடக்	コダック
மேப்பிங்	写像
மேப்பிங்	マッピング
அணங்கு	ニンフ
கோகன்	コーガン
ஆஸ்டன்	アストン
லீமா	リマ
தாஜிக்	タジク
டிஷ்	ディッシュ
நுழைதல்	貫通
காணுங்கள்	時計
காணுங்கள்	腕時計
கோழை	臆病者
கலோரிகள்	カロリー
மக்கி	マキ
மக்கி	真木
அங்கியுலா	アンギラ
பெருமையாக	誇らしい
பெருமையாக	自慢
பெருமையாக	誇り
வெர்சஸ்	ヴェルサーチ
ஓஷோ	和尚
லிதுவேனியா	リトアニア
ரஹ்	rah
பொம்மையை	人形
பாதுகாவலன்	プロテクター
திற	オープン
திற	開館
திற	開く
சுஃபி	スーフィー
ஓல்கா	オルガ
கழிப்பறை	トイレ
கழிப்பறை	便器
கத்பெர்ட்	カスバート
நிழலை	シャドー
நிழலை	シャドウ
பாதாம்	アーモンド
வன்கொடுமை	誤用
வன்கொடுமை	虐待
தமிழச்சி	古代
பிரசிடென்சி	総裁
பப்	パブ
செக்கோவ்	チェーホフ
பவுலா	ポーラ
கேலன்	ガロン
பட்டிகள்	バー
லியொன்	レオン
பொருத்தமற்றது	不適切
உற்சாகமாக	わくわく
உற்சாகமாக	ワクワク
உற்சாகமாக	興奮
நண்பா	バディ
லாரன்	ローレン
ஈத்	イード
முடியாதா	インポッシブル
முடியாதா	不可能
லேட்	遅い
டிசிப்ரோசியம்	ジスプロシウム
பிறந்தநாளை	生年月日
பிறந்தநாளை	バースデー
மோசம்	かわいそう
மோசம்	吸う
மோசம்	バッド
மோசம்	悪い
கார்னெட்	ガーネット
விடுமுறைகள்	祝日
விடுமுறைகள்	休日
அழி	クリア
அழி	削除
பாசத்தை	愛着
பாசத்தை	愛情
ரன்னிங்	走る
ரன்னிங்	ランニング
கோவ்	コーブ
கோவ்	入り江
மெம்ஃபிஸ்	メンフィス
அவசரம்	緊急
எச்பிஓ	hbo
வெல்வதற்கு	克服
பூப்பு	思春期
உள்நுழைவு	ログイン
சேமிப்பகம்	ストレージ
லைப்னிட்ஸ்	ライプニッツ
டேரன்	ダレン
பேபால்	paypal
கிளீவ்லன்ட்	クリーブランド
நாளந்தா	ナーランダ
பயன்படுத்து	応募
பயன்படுத்து	適用
பயன்படுத்து	使用
சேப்மன்	チャップマン
டெக்ஸ்	tex
இசுட்டேட்டன்	スタテン
தெளிவின்மை	ぼかし
மொன்செராட்	モントセラト
அயனியாக்கம்	イオン化
விலக்கல்	除外
ருடால்ப்	ルドルフ
சல்பைட்டு	亜硫酸
கலக்கி	攪拌
பாசிசம்	ファシズム
திரையிடல்	選考
திரையிடல்	スクリーニング
கோரஸ்	コーラス
செர்னோபில்	チェルノブイリ
மந்திரவாதிகள்	魔女
சாத்தியமா	可能性
இஞ்சியோன்	仁川
பிளெட்சர்	フレッチャー
துருத்தி	ベローズ
ஓலி	オリー
பாலாடை	団子
முட்டாள்கள்	愚か者
துளைத்து	ピアス
துளைத்து	ピアース
போபர்ஸ்	ボフォース
கருவூல	国庫
லெவ்	レフ
அல்ஜீரிய	アルジェリア
கலேவலா	カレワラ
பயங்கரமாக	怖い
பயங்கரமாக	恐ろしい
மாம்பழங்கள்	マンゴー
நம்பிக்கையாக	忠実
ஸ்கேனர்	スキャナー
ஸ்கேனர்	スキャナ
கொய்தா	アルカーイダ
மரியே	アヴェ
மரியே	メアリ
மரியே	メアリー
மெர்சிடிஸ்	メルセデス
காண்கிறேன்	見る
வாடிக்கை	クライアント
உண்டியல்	ピギー
மதிப்புரைகள்	レビュー
ஏர்ட்சு	ヘルツ
பிஷர்	フィッシャー
கன்பூசியஸ்	孔子
பீசா	ピザ
மேக்ரோ	マクロ
தனா	ダナ
எல்டன்	エルトン
மிராஜ்	蜃気楼
புரோமோ	プロモ
வேவ்	波動
வேவ்	ウェーブ
ஜென்னிங்ஸ்	ジェニングス
மலர	ブルーム
ரிலே	リレー
மைக்கா	雲母
படையாக	部隊
நகர்த்து	ムーブ
நகர்த்து	移動
கேசி	ケーシー
ஹீரோக்கள்	ヒーローズ
ஹீரோக்கள்	heroes
டேமியன்	ダミアン
டேமியன்	ダミアン
இருட்டு	ダーク
இருட்டு	暗い
இருட்டு	暗闇
வாகன்	ヴォーン
நிகழ்வைப்	イベント
நிகழ்வைப்	行事
முதுகெலும்பி	脊椎動物
காஃபின்	カフェイン
ரசீது	レシート
ரசீது	受領
சாண்ட்லர்	チャンドラー
செதுக்கு	トリミング
செதுக்கு	切り取る
செதுக்கு	切り取り
ஷாப்பிங்	ショッピング
ஷாப்பிங்	買い物
ஷாப்பிங்	買物
போதிக்க	説教
பாசமும்	愛着
பாசமும்	愛情
வரவேற்கிறோம்	ようこそ
வரவேற்கிறோம்	歓迎
டிஏவி	dav
வசந்தகால	スプリング
லாட்	lat
தவிர்க்கப்பட்டது	無視
டேச்சு	ダッハウ
வெப்ஸ்டர்	ウェブスター
பேனல்கள்	パネル
வல்கன்	バルカン
தமீம்	タミーム
வார்த்தைகளால்	言葉
வார்த்தைகளால்	単語
அக்ரிலிக்	アクリル
மறைந்துள்ள	隠し
செவாலியே	シュヴァリエ
கூட்டமும்	群衆
கூட்டமும்	群集
கூட்டமும்	人混み
கிறிஸ்டியானோ	クリスティアーノ
தலைவா	ボス
அசிஸ்	アジズ
அசிஸ்	アズィーズ
பாகுபடுத்தி	パーサ
பாகுபடுத்தி	parser
பெட்டா	ベタ
கிளாரினெட்	クラリネット
ஹோமர்	ホーマー
இளமையாக	若い
இளமையாக	ヤング
கேத்தி	キャシー
இடுகைகள்	投稿
தகர்ப்பு	解体
எள்ளி	エリー
பெருமூச்சு	ため息
ஓட்ஸ்	オートミール
குறியிடு	タグ
பைசல்	ファイサル
சாக்கலேட்	チョコレート
கரும்பலகை	黒板
பயனற்றது	役立たず
லும்பினி	ルンビニ
பிரிட்ஸ்	フリッツ
செத்து	die
செத்து	死ぬ
ஐந்தொகை	台帳
உள்ளாடைகள்	ランジェリー
உள்ளாடைகள்	パンティー
வலியுறுத்துகின்றது	施行
புஹாரி	ブハリ
அபிமான	可愛らしい
அபிமான	愛らしい
ஆக்ஸ்ஃபோர்டு	オックスフォード
அவமதிப்பு	軽蔑
அவமதிப்பு	侮蔑
அவமதிப்பு	侮辱
மாசம்	月間
ரூடி	ルディ
ரூடி	ルディ
கிளினிக்	クリニック
கிளினிக்	診療所
நிருபர்கள்	リポーター
பயங்கரவாதிகள்	テロリスト
தூக்கத்தை	睡眠
தூக்கத்தை	眠る
தூக்கத்தை	スリープ
மினெர்வா	ミネルウァ
ஜலால்	ジャラル
ரூபர்ட்	ルパート
அனுபவி	楽しむ
இலட்சியம்	野心
இலட்சியம்	野望
விரிதாள்	スプレッドシート
லிடியா	リュディア
லிடியா	リディア
வீங்கி	腫れ
ஈரியல்பு	アメリシウム
வழுக்கை	ハゲ
கில்லர்	キラー
சீக்கிரமாக	アーリー
சீக்கிரமாக	早い
உயர்த்திய	レイジング
நிலவொளி	ムーンライト
வலுவிழந்த	退廃
நீள்சதுர	長方形
பரஸ்பரம்	相互
மனாமா	マナーマ
லியூசின்	ロイシン
விழுங்க	ファック
வருடு	スキャン
ரிட்சி	リッチー
வழிபடு	同上
ஆலி	アライ
ஆலி	アリー
ஆலி	アリー
ஸ்நானம்	洗礼
ரோத்	ロート
ரெபேக்கா	レベッカ
திரண்டனர்	せん妄
சிட்ரஸ்	シトラス
ரிக்கார்டோ	リカルド
வெண்ணை	バター
மாக்னா	マグナ
சேம்பர்ஸ்	チェンバーズ
சேம்பர்ஸ்	チェンバース
சீருடைகள்	ユニフォーム
தாபி	dhabi
குடித்தல்	飲む
எடிட்டிங்	編集
பிரார்த்தனைகள்	祈り
பெனிசிலின்	ペニシリン
எமர்சன்	エマーソン
தோஷிபா	東芝
பொறிமுறைகள்	メカニズム
மூடல்	閉包
மூடல்	閉鎖
கூலியை	賃金
டொமைன்கள்	ドメイン
டாக்கின்சு	ドーキンス
காகிதக்கூழ்	パルプ
டோடோ	トト
ஸ்டீவன்ஸ்	スティーヴンス
ஃபூரியே	フーリエ
ரிட்ஜ்	尾根
ஆட்சேர்ப்பு	求人
கைமுறையாக	manual
கைமுறையாக	手動
கைமுறையாக	マニュアル
கைமுறையாக	手動
சுலபம்	イージー
சுலபம்	易しい
சுலபம்	やさしい
சுலபம்	簡単
உற்சாகமான	陽気
தஸ்தயெவ்ஸ்கி	ドストエフスキー
ட்ரெக்	トレック
ட்ரெக்	トレッキング
ஒழிக்கும்	撲滅
ரசிகன்	ファン
டெங்	トウ
அடிடாஸ்	アディダス
இருப்பிடங்கள்	所在地
சகோதரிகளின்	姉妹
லட்சிய	野心
சீரமைத்து	ステント
பதிப்பைப்	edition
பதிப்பைப்	エディション
அசூர்	アジュール
செவீயா	セビリア
யம்	yum
பவளத்தீவு	環礁
பபிலோனிய	バビロニア
யந்திரம்	機械
ஃபே	フェイ
அறிக	探検
அறிக	学習
அறிக	学ぶ
மலேஷியா	マレーシア
குயிங்	清国
ஆம்ஸ்ட்ராங்	アームストロング
இறப்பது	瀕死
ஸ்லோவேனியா	スロベニア
பலனும்	給付
பலனும்	利益
ரகசியங்கள்	秘密
நலிந்த	デカダンス
கைகோர்த்து	ハンド
வருத்தத்தை	悲しみ
கெய்	ケイ
ஓவியங்களுக்கு	連続
உள்ளூர்வாசிகள்	地元
உள்ளூர்வாசிகள்	地元民
ஒன்சூ	本州
கேஷ்	現金
இப்போ	now
இப்போ	ナウ
கவர்ச்சியாக	セクシー
கவர்ச்சியாக	華やか
அலெக்சிஸ்	アレクシス
காவலாளி	sentinel
பெக்கெட்	ベケット
முகமூடிகள்	マスク
மைத்திரேயர்	弥勒菩薩
செல்கிறேன்	going
சீடன்	弟子
சின்பிங்	金平
பேனர்	バナー
பேனர்	横断幕
நிஜம்	real
நிஜம்	本物
நிஜம்	リアル
நிஜம்	リアリズム
மேக்ஸ்வெல்	マックスウェル
மேக்ஸ்வெல்	マクスウェル
இமேஜிங்	イメージング
இருதயம்	hearts
இருதயம்	ハーツ
தலைமுடியை	ヘアー
தலைமுடியை	髪の毛
தலைமுடியை	ヘア
தலைமுடியை	毛髪
கலவியற்ற	無性生殖
முக்காடு	ベール
ஆல்பத்தைப்	アルバム
மார்டி	マーティ
சொடுக்கு	クリック
எனிக்மா	エニグマ
விபச்சாரம்	売春
டியா	ティア
புரோமித்தியம்	プロメチウム
மெத்தியோனின்	メチオニン
பந்தா	バンダ
கொரியர்	courier
பெல்லோ	bello
பெல்லோ	ベロ
மைதா	メイダ
ட்ரேசி	トレイシー
நர்சரி	保育園
வேலைக்காரன்	召使
பெலிக்ஸ்	フェリックス
தன்னியக்கம்	自動
தன்னியக்கம்	オート
தன்னியக்கம்	自動
தன்னியக்கம்	オートマチック
வெய்யில்	晴れ
வெய்யில்	サニー
திம்பு	ティンプー
பூசிக்	流し
பூசிக்	シンク
நேபால்	ネパール
சேகன்	サガン
மேம்பட	向上
மேம்பட	改善
பிலானி	ベッリーニ
அடிமையாகி	中毒
மார்வின்	マーヴィン
அதிர்வின்	輝度
அதிர்வின்	明度
பகிரவும்	共有
பகிரவும்	シェア
மறிமான்	アンテロープ
கிளிப்	クリップ
பாடத்திட்டத்தை	カリキュラム
நிறுவுகிறது	インストール
நடத்துனர்	車掌
ஜேக்கப்ஸ்	ジェイコブス
அக்ரா	アクラ
அலெக்சா	アレクサ
சுத்ரூவ	シュトルーベ
பாறைமுயல்	ナキウサギ
தவிர்	スキップ
திருப்பங்கள்	紆余曲折
ஆணுறை	コンドーム
ஏப்பம்	ゲップ
ஹேக்கிங்	ハッキング
நிராகரித்த	拍手
அவ்வமைப்பு	フォーラム
குறிப்பைக்	メモ
குறிப்பைக்	ノート
அனுதாபம்	同情
பனித்துளி	snowdrop
கார்டிஃப்	カーディフ
ஜீயஸ்	ゼウス
பத்தாங்	バタン
டானா	ダナ
முறைகேடான	不適切
சில்வியோ	シルヴィオ
ஜூலியோ	フリオ
உறவுமுறைகள்	リレーションシップ
உறவுமுறைகள்	交際
ராடன்	螺鈿
அரராத்	アララト
ஆத்திரமடைந்த	イライラ
ஜாதக	機能
பலூன்கள்	バルーン
பலூன்கள்	風船
அகர்	寒天
பிளிட்ஸ்	ブリッツ
வாங்கு	購入
வாங்கு	買う
வாங்கு	購入
ஹிஸ்பானிக்	ヒスパニック
இன்செப்சன்	インセプション
ராப்பர்	ラッパー
கஃபே	カフェ
கண்டுபிடி	発見
கண்டுபிடி	find
திமிங்கலங்கள்	クジラ
அசுட்டெக்	アステカ
சேவகன்	サーバ
சேவகன்	サーバー
மாயோ	マヨ
ஆலந்து	オーランド
சிறுநீர்ப்பை	膀胱
கிப்	キップ
பணிவு	謙遜
ஜென்டில்மேன்	紳士
ஜென்டில்மேன்	ジェントルマン
ஏஸ்	エース
செராமிக்	セラミック
புறக்கணிக்கும்	上書き
வெள்ளத்தை	斑点
நிக்கோலோ	ニッコロ
குவார்ட்ஸ்	石英
நேற்றைய	きのう
நேற்றைய	昨日
கவனமான	意識
இடிக்க	arm
லூகா	ルカ
பெத்	ベス
அங்கிகாரம்	認可
அங்கிகாரம்	認可
அங்கிகாரம்	許諾
தேசபக்தி	愛国心
எமி	emi
எமி	えみ
டயட்	ダイエット
டயட்	献立
டயட்	国会
ஹாக்கின்ஸ்	ホーキンス
சிண்டி	シンディ
கெய்கர்	ガイガー
டைனோசர்	恐竜
ஈர்ப்பை	回転
சால்மன்	サケ
சால்மன்	サーモン
சுறுசுறுப்பு	アジリティ
நிக்ஸ்	ニックス
ஐஃபோன்	iphone
நிறுத்து	中断
நிறுத்து	中止
நிறுத்து	停止
நிறுத்து	ストップ
வெறுமை	無地
வெறுமை	平野
வெறுமை	raw
கேபிள்கள்	ケーブル
சோமா	ソーマ
சேமி	セーブ
சேமி	保存
உடந்தையாக	共犯
பளபளக்கும்	ピカピカ
தொகுப்பான்	エディタ
தொகுப்பான்	エディター
தொகுப்பான்	コンパイラ
குனுத்	クヌース
பரவளையம்	放物線
லேப்	研究室
லேப்	ラボ
வலைமனை	url
நாய்க்குட்டி	パピー
நாய்க்குட்டி	子犬
வெள்ளரிக்காய்	きゅうり
வெள்ளரிக்காய்	キュウリ
ராக்ஸ்	岩石
ராக்ஸ்	ロックス
மெனு	メニュー
நரம்பணு	ニューロン
ஷிஃப்ட்	シフト
லீக்டன்ஸ்டைன்	リヒテンシュタイン
யாய்	わーい
சாக்கிரட்டீசு	ソクラテス
பெடரர்	フェデラー
மோனோரயில்	モノレール
பெசோ	ペソ
தீர்ந்த	有限
சோஷியல்	ソーシャル
எடு	引き分け
எடு	ドロー
எடு	ピック
எடு	take
எடு	甲板
எடு	デッキ
ஊர	分ける
ஊர	割る
ஊர	除算
கியோ	keo
கியூப்	立方体
கியூப்	キューブ
டாப்சன்	ドブソン
அபுஜா	アブジャ
சுமேரியா	シュメール
உழைப்பாளி	働き者
இக்கோல்	エコール
ப்ளூடூத்	bluetooth
உருவாக்கு	作成
விலைமதிப்பற்ற	尊い
விலைமதிப்பற்ற	precious
விலைமதிப்பற்ற	貴重
புரொப்பேன்	プロパン
ஃபுல்லர்	フラー
முட்டாள்தனமான	グーフィー
ஏற்கவும்	受け入れ
ஏற்கவும்	受け入れる
ஏற்கவும்	承認
நினை	シンク
ரஹ்மத்	慈悲
ரஹ்மத்	マーシー
மரியான்	マリアン
ஆசன	密輸
காட்டுமிராண்டி	サベージ
காட்டுமிராண்டி	野蛮
எவர்டன்	エバートン
கிரா	キラ
பயன்படுத்துபவர்	ユーザー
பயன்படுத்துபவர்	ユーザ
சோக்	ソク
அண்ணம்	口蓋
செண்டு	セント
டிரெய்லர்	トレーラー
டிரெய்லர்	予告編
உரக்க	エール
பக்கி	バッキー
வரைவுகள்	下書き
மோனெ	モネ
கட்டுக்கதைகள்	神話
ஸ்டேர்லிங்	スターリング
உலாவுதல்	閲覧
உலாவுதல்	ブラウズ
உலாவுதல்	サーフィン
உலாவுதல்	閲覧
உலாவுதல்	ブラウズ
டோஸ்	線量
டோஸ்	一服
டீச்சர்	教員
டீச்சர்	教師
டீச்சர்	先生
பொன்னிற	金髪
பொன்னிற	ブロンド
பால்க்கன்	バルカン
ரின்	rin
ரின்	りん
கர்ப்பிணி	妊娠
சிரியஸ்	シリウス
பதிலில்	応答
பதிலில்	レスポンス
காந்தங்கள்	磁石
மெலிசா	メリッサ
லியுதேத்தியம்	ルテチウム
மெலடோனின்	メラトニン
காத்திரு	待つ
காத்திரு	待ち
பீட்சா	ピザ
பூசணிக்காய்	カボチャ
பூசணிக்காய்	パンプキン
பூசணிக்காய்	かぼちゃ
பொக்கிஷம்	宝物
பொக்கிஷம்	財宝
வேர்ண்	ヴェルヌ
ஹேலி	ヘイリー
ஹாலோவீன்	ハロウィン
நொரடோம்	ノロドム
காலாவதியான	期限切れ
காலாவதியான	失効
தியூட்டிரியம்	重水素
லின்ட்சே	リンジー
பிஸ்கட்	ビスケット
பிஸ்கட்	ビスケット
கிவி	キウイ
சாக்கோ	チョコ
சலிப்பு	退屈
துணைக்கருவிகள்	アクセサリ
துணைக்கருவிகள்	アクセサリー
பயமுறுத்தும்	不気味
பயமுறுத்தும்	オバケ
டிராவிஸ்	トラヴィス
பிரீமியம்	プレミアム
வில்பிரட்	ウィルフレッド
ஸ்கோர்செசி	スコセッシ
அருளப்பட்ட	ためらう
தைரியமாக	ブレイブ
தைரியமாக	勇者
தைரியமாக	勇敢
நினைவூட்டல்	お知らせ
நினைவூட்டல்	アラート
ஹானர்ஸ்	hons
ஹிஸ்புல்லா	ヒズボラ
ஆராத்	arad
கவுன்சிலர்	参事官
பிற்போக்கு	反動
டக்ஸ்	カモ
நீந்த	泳ぐ
நீந்த	水泳
நீந்த	泳ぎ
குதிர்	穀倉
ஜோக்கிம்	ヨアヒム
ஜோக்கிம்	ヨアキム
டோக்கெலாவ்	トケラウ
லுவாண்டா	ルアンダ
யுனான்	雲南省
விஜ்	vij
நடுத்தரம்	ミディアム
நடுத்தரம்	メディア
காம்பேக்ட்	コンパクト
குருட்டு	ブラインド
குருட்டு	盲人
குதிகால்	かかと
குதிகால்	ヒール
வலிமையானது	強い
வலிமையானது	濃い
ஆர்பிஜி	rpg
கைமுறை	manual
கைமுறை	手動
கைமுறை	マニュアル
ஆழமானது	ディープ
ஆழமானது	深い
மெரிட்	メリット
ரோலர்	ローラー
ஏணிகள்	ハシゴ
ஹனிவெல்	ハネウェル
மத்தியதரைக்கடல்	地中海
டீட்ரிக்	ディートリヒ
பெல்கிரேட்	ベオグラード
பல்சர்	パルサー
பிளம்பிங்	配管
திறக்கவும்	オープン
திறக்கவும்	開館
திறக்கவும்	開く
மூத்தோர்	先輩
மூத்தோர்	上級
பீவர்	ビーバー
சுவையானது	おいしい
வான்ஸ்	ヴァンス
சுழற்று	回転
உஸ்பெக்கிஸ்தான்	ウズベキスタン
சான்டியாகோ	サンティアゴ
ஜிப்	zip
பெரைரா	ペレイラ
கழுவ	洗う
கழுவ	ウォッシュ
எடோ	江戸
ஏமாற்றுதல்	カンニング
ஏமாற்றுதல்	浮気
டிம்பிள்	えくぼ
பாட்ரிசியா	パトリシア
பூரான்	ムカデ
அர்னால்டு	アーノルド
அர்னால்டு	アルノルト
பீத்தோவன்	ベートーヴェン
டியாஸ்	ディアス
நினா	ニーナ
செர்ஜியோ	セルジオ
பாட்டா	バタ
பக்கவாத்தியம்	伴奏
ராலே	ローリー
வெட்டுக்கிளி	バッタ
மணிநேரத்திற்கு	毎時
மணிநேரத்திற்கு	時給
பொட்டலங்கள்	パケット
பைப்	パイプ
ஜோக்	ジョーク
ஜோக்	冗談
சுயம்	セルフ
சுயம்	自己
எருமைகள்	バファローズ
தாராளவாத	リベラル
குல்னா	クルナ
பிட்ச்	ピッチ
காத்திருக்கிறேன்	待ち
பிராந்தி	ブランデー
காதணி	イヤリング
சுன்னா	スンナ
கொண்டலாத்தி	ヤツガシラ
அல்மெய்டா	アルメイダ
அநாதை	孤児
கியூஷூ	九州
கிர்க்காஃப்	キルヒホフ
காலகட்டங்கள்	ピリオド
சாப்பாட்டு	ダイニング
பெண்களாக	女性
காலஅளவு	期間
விண்வீழ்கல்	隕石
எம்எல்ஏ	mla
பிராண்டன்	ブランドン
மறையாக்கம்	暗号
தேடுக	検索
நதானியேல்	ナサニエル
எல்ல	エラ
பிரகடன	布告
பேரழகி	皇后
பேரழகி	女帝
ஓரச்சு	同軸
ஸ்பேம்	スパム
கிரிஃபித்	グリフィス
உணர்ந்தால்	感じる
உணர்ந்தால்	feel
உணர்ந்தால்	フィール
பிரிவினால்	占い
கார்ட்டூம்	ハルツーム
பளபளப்பு	光沢
அத்தாதுர்க்	アタテュルク
வில்லோ	ウィロー
வில்லோ	ヤナギ
ஆவலாக	不安
ஆவலாக	気がかり
அறிவுறுத்தல்கள்	通知
அறிவுறுத்தல்கள்	お知らせ
பணக்காரன்	金持ち
பணக்காரன்	リッチ
யூகோ	uco
வாழைப்பழங்கள்	バナナ
கம்பியை	ロッド
