年	год
十項全能	десятиборье
鼻炎	ринит
拂曉	рассвете
拂曉	рассвет
拂曉	дон
洗浴	купания
偷看	заглянуть
偷看	пик
蒙古包	юрт
錄音機	диктофон
靈敏度	чувствительность
靈敏度	чувствительности
雜項	прочее
雜項	разное
寄養	фостер
還款	погашения
還款	погашение
凌亂	грязно
凌亂	бардак
脈搏	пульс
脈搏	импульс
隱士	затворник
隱士	отшельник
喜慶	ликование
喜慶	праздничный
藍芽	bluetooth
時辰	час
華爾茲	вальс
紫羅蘭	вайолет
紫羅蘭	фиалки
危難	бедствие
拋光	полированного
水電站	дам
水電站	плотины
水電站	гэс
東山再起	возвращение
卡其	хаки
腦膜炎	менингит
鋯	циркония
小氣	скупой
韌性	упорство
韌性	стойкость
韌性	устойчивость
衣櫃	шкаф
衣櫃	гардероб
衣櫃	шкаф
衣櫃	шкафу
赤足	босиком
胃口	аппетита
胃口	аппетит
太陽眼鏡	очки
伯利恆	вифлееме
分紅	дивиденды
兵卒	пешка
罐裝	консервы
相爭	конкурирующих
有機體	организм
有機體	организма
有機體	организмы
有機體	организмов
產科	акушерской
產科	акушерства
傷疤	шрамы
傷疤	шрам
大霧	туман
氣化	газификации
獨裁政權	диктатуры
魚兒	рыбка
魚兒	рыба
魚兒	рыбы
氣喘	астма
劃界	демаркации
紙漿	целлюлозы
馴服	укрощение
馴服	приручить
馴服	приручить
酸味	кислый
恍惚	транс
峰峰	пик
痴呆	слабоумие
擔子	бремя
輕蔑	презрение
決算	счета
決算	счетов
決算	аккаунты
跨國公司	тнк
成百上千	сотнями
成百上千	сотни
臭蟲	клопы
臭蟲	жук
臭蟲	ошибка
臭蟲	жуков
臭蟲	жуки
臭蟲	ошибки
鉍	висмута
無價	бесценный
校准	калибровки
校准	калибровка
鯰魚	сом
汗水	пот
關機	отключение
臟	грязно
臟	грязный
臟	грязная
臟	грязные
腦炎	энцефалит
訂戶	подписчики
訂戶	подписчиков
罪過	грех
罪過	син
泥巴	грязь
泥巴	грязи
破冰船	ледокол
遇險	бедствие
手心	ладони
冠狀動脈	коронарной
多雲	облачно
忙著	занято
忙著	занят
忙著	занята
忙著	заняты
七月份	июль
蠱惑	принуждение
蠱惑	принуждения
上訪	петиции
上訪	петицию
白日夢	мечтать
白日夢	мечта
輸家	неудачник
傳票	повестка
傳票	повестки
傳票	повестка
包容性	включение
包容性	всеобъемлющего
包容性	включительно
蛋黃	желток
至高無上	верховенство
至高無上	превосходство
發病率	заболеваемость
發病率	заболеваемости
發病率	заболеваемость
發病率	распространенности
發病率	распространенность
越野賽	bmx
瓶裝	бутылках
鐵鍊	цепи
鐵鍊	цепочки
拜拜	пока
列寧主義	ленинизма
許諾	обещает
許諾	обещания
許諾	обещаю
許諾	обещание
膚淺	поверхностные
膚淺	мелко
筆跡	почерк
懊悔	раскаяние
薄餅	блины
吸氣	вдох
做夢	сон
做夢	dream
做夢	мечта
做夢	мечтаю
做夢	мечтать
十誡	заповеди
十誡	заповедей
敬酒	тост
隔膜	диафрагма
試點	пилот
試點	экспериментальных
手鐲	браслет
手鐲	браслеты
注射器	шприц
穩住	устойчивый
穩住	стабильный
神韻	verve
度假勝地	resort
度假勝地	курорт
度假勝地	курорты
熨斗	айронс
鏷	протактиния
政界人士	политиков
政界人士	политики
阿武	такэси
廣度	ширина
長袍	халат
擴音器	громкоговорители
公訴	обвинение
吃醋	ревнует
吃醋	завидую
吃醋	ревность
吃醋	ревновать
吃醋	зависть
矮子	коротышка
矮子	мелкий
義氣	братства
義氣	братство
禮讓	вежливость
禮讓	вежливости
支氣管	бронхиальной
擔架	носилки
硝酸鹽	нитрата
億萬富翁	миллиардер
億萬富翁	миллиардеров
打火機	зажигалка
打火機	легче
供詞	признания
供詞	исповедь
桂皮	корицы
烤箱	печи
烤箱	духовке
烤箱	печь
塵土	пыль
塵土	пыли
嚇人	пугает
嚇人	страшные
嚇人	страшная
嚇人	страшный
嚇人	страшно
判罪	убеждения
判罪	убеждение
判罪	осуждение
判罪	убежденность
鼴鼠	крот
入世	присоединение
多才多藝	разносторонний
強迫性	принудительная
強迫性	принуждение
強迫性	принуждения
核可	одобрение
核可	утверждение
勢頭	импульс
汽車旅館	мотель
鴴	зуёк
充電器	зарядка
鬥牛士	матадор
美洲獅	бакс
癱	паралич
癱	парализован
千卡	ккал
幻燈片	слайды
幻燈片	слайд
隨身聽	плеер
貧民區	гетто
貧民區	трущоб
壁爐	камин
十進位	десятичные
製成品	производит
翠鳥	зимородок
姨媽	тетя
姨媽	тётушка
姨媽	тётя
姨媽	тетя
姨媽	тётя
編目	каталог
編目	каталогизации
動蕩	турбулентность
天鵝絨	бархат
刀柄	рукоять
勞頓	лоутон
被綁	привязана
獵槍	дробовик
獵槍	ружье
戲服	костюмы
戲服	костюм
箭號	стрелы
箭號	стрелка
箭號	стрела
箭號	стрелки
共性	общность
旅費	поездки
旅費	проезд
旅費	путешествия
旅費	путешествие
長生不老	бессмертие
越野車	внедорожник
鞋匠	сапожник
冒號	колон
定居點	урегулирование
定居點	поселение
定居點	урегулирования
定居點	поселения
定居點	поселений
女權主義	феминизм
女權主義	феминисток
薩那	сана
消瘦	тратить
膽汁	желчи
罪惡感	вина
罪惡感	вины
罪惡感	вину
巴馬科	бамако
手工藝品	артефакты
手工藝品	ремесел
手工藝品	ремесел
酸酸	кислый
特異性	специфику
針織	связала
針織	вязание
掃雷	разминирования
掃雷	разминирование
核反應堆	реактора
核反應堆	реактор
鞋類	обуви
鞋類	обувь
木琴	ксилофон
最糟	худшая
最糟	худшее
最糟	худший
連貫性	согласованности
連貫性	согласованность
連貫性	согласованность
連貫性	последовательности
連貫性	последовательность
先決條件	предпосылки
點字	брайля
濟南市	цзинань
排他性	эксклюзивный
排他性	эксклюзивные
排他性	исключительной
排他性	исключительности
多汁	сочные
仿生	bionic
施肥	удобрений
施肥	удобрения
施肥	оплодотворение
手提包	сумка
手提包	кошелёк
手提包	кошелек
手提包	сумки
勞軍	ово
枕骨	затылочной
絕育	стерилизации
絕育	стерилизации
秒數	секунды
秒數	секунд
公證	нотариально
桌布	скатерть
武庫	арсенал
武庫	арсеналов
武庫	арсеналы
拒收	отказов
毛蟲	гусеница
風笛	волынки
稿子	рукопись
撥號	набрать
清償	ликвидированных
溢價	премиум
溢價	премия
溢價	premium
風雅	fuga
血跡	кровь
血跡	blood
血跡	крови
鴻溝	разделить
鴻溝	разделяет
寒戰	озноб
閃擊	блиц
飛行船	дирижабль
籠子	клетка
籠子	клетку
籠子	клетки
拭	мазок
收歸國有	национализированы
收歸國有	национализации
胡蘿蔔素	каротин
被子	одеяло
被子	покрывало
被子	одеяло
被子	одеяло
鋼絲	провод
不經意	непреднамеренно
電鋸	бензопилой
晚飯	обед
晚飯	ужин
懦夫	трус
壁壘	барьеров
壁壘	преграды
壁壘	барьеры
壁壘	препятствия
沙沙	саша
本體論	онтологии
顫抖	дрожь
遞送	поставка
遞送	доставка
焦急	тревожный
焦急	тревожно
示警	предупреждения
皮層	кора
蚱蜢	кузнечик
蚱蜢	кузнечики
創業者	предприниматель
創業者	предпринимателей
創業者	предприниматели
陰天	облачно
皮炎	дерматит
毛細管	капилляры
馬虎	небрежно
長處	преимущества
雞姦	содомии
毛額	брутто
毛額	валового
把戲	фокус
把戲	трюк
把戲	уловка
帳單	купюры
帳單	законопроекты
帳單	счета
蟲子	жуков
蟲子	жуки
蟲子	ошибки
髖	хип
髖	бедро
數數	граф
數數	считать
匯編	компиляции
匯編	подборка
匯編	компиляция
匯編	компиляции
匯編	подборки
匯編	сборники
字跡	почерк
項圈	ошейник
項圈	воротник
不均衡	неравномерным
伯母	тетя
伯母	тётушка
伯母	тётя
沾染	загрязнение
沾染	заражение
凝視	взгляд
凝視	взгляд
預兆	предзнаменование
車頭燈	фары
車頭燈	фар
閒話	слухи
閒話	сплетни
鋼筆	перо
鋼筆	пен
鋼筆	ручка
鋼筆	ручку
鋼筆	ручки
雙關語	каламбур
利害關係	ставки
出汗	пот
阪本	сакамото
杏樹	абрикос
煉油	доработка
煉油	переработка
索賠	претензия
口譯	переводчик
口譯	толкование
口譯	интерпретация
口譯	переводчики
桑給巴爾	занзибаре
人工授精	оплодотворения
顴骨	скулы
加寬	расширить
日光浴	загара
山雞	курица
山雞	куриные
失水	обезвоживание
鬧鬼	призраки
鬧鬼	привидения
漣漪	рябь
間歇	интервал
間歇	промежуток
吉普賽	цыган
吉普賽	цыгане
㹴	терьер
銦	индий
寡頭	олигархии
專橫	властная
奴才	миньоны
脫臼	вывих
天文館	планетарий
血紅素	гем
驢子	осел
驢子	осёл
皰疹	герпес
登記處	регистр
登記處	реестр
登記處	реестре
推土機	бульдозер
嫁接	пересадке
支氣管炎	бронхит
肥胖症	ожирение
輪換	вращения
輪換	ротации
輪換	вращение
措詞	формулировка
措詞	формулировка
水蛭	пиявки
收件人	адресата
收件人	получатель
收件人	получателя
收件人	получателей
蓖麻	кастор
無法無天	беззакония
無法無天	беззаконие
眼皮	век
眼皮	веки
眼皮	веко
超聲波	узи
超聲波	ультразвуковой
海帶	водоросли
金剛經	сутра
笑臉	смайли
透徹	тщательного
誹謗罪	клевета
誹謗罪	диффамации
誹謗罪	клевете
誹謗罪	клевета
板牙	метр
板牙	мэтр
借款人	заемщика
穀類	зерновых
穀類	хлопья
權衡	взвешивания
權衡	весом
臥鋪	спящий
辰雄	тацуо
吸管	соломы
袖口	наручники
明細	разбивка
明細	срыв
明細	распад
滲漏	утечки
滲漏	утечка
文盲率	неграмотность
文盲率	неграмотности
祝願	желание
祝願	пожелание
祝願	желаем
祝願	пожелания
祝願	желания
腮腺炎	свинка
沙文主義	шовинизм
捲舌	ретрофлексный
窺視	пип
四月份	эйприл
四月份	апрель
四月份	апреля
轉帳	перенос
轉帳	трансфер
轉帳	передача
出納	кассир
端莊	скромность
保險費	премиум
保險費	премия
保險費	premium
保險費	страховка
保險費	страхование
保險費	страхования
貞操	целомудрие
貞操	целомудрия
外僑	пришельцы
外僑	инопланетяне
外僑	иностранцы
外僑	иностранцев
諧波	гармонический
燕麥	овса
燕麥	овсянка
燕麥	овес
鰐	крокодил
理髮	стрижка
理髮	причёска
理髮	парикмахер
理髮	барбер
理髮	стрижки
復蘇	оздоровление
復蘇	восстановление
復蘇	восстановления
復蘇	оживление
復蘇	возрождение
圖紙	рисунки
圖紙	чертежи
青光眼	глаукома
瓷磚	плитки
瓷磚	плитки
鱒魚	форель
僵屍	зомби
僵屍	зомби
水龍頭	кран
水龍頭	краны
運費	грузовых
運費	судоходство
運費	доставка
矮胖	густое
投胎	реинкарнация
糾察	пикет
買東西	покупки
彈弓	рогатка
咄咄逼人	агрессивные
咄咄逼人	агрессивный
咄咄逼人	агрессивно
咄咄逼人	агрессивной
養老金	пенсии
養老金	пенсию
養老金	пенсия
養老金	пенсии
養老金	пенсия
淫穢	непристойности
淫穢	непристойных
保險套	презервативов
保險套	презервативы
保險套	презерватив
手雷	граната
手雷	гранаты
衣櫥	шкаф
衣櫥	гардероб
衣櫥	шкаф
衣櫥	шкафу
心電圖	экг
藥方	рецепт
夾子	зажим
蓬松	пушистый
長臂猿	гиббон
賣方	продавцы
賣方	продавцов
賣方	продавец
賣方	продавца
銬	наручники
手推車	корзину
唱詩班	хор
閹割	кастрация
殘廢	калека
指南針	компас
八月份	августа
八月份	август
內羅畢	найроби
巨蟒	python
發射機	передатчик
慘淡	мрачной
笞刑	порки
孔雀石	малахит
局外人	посторонних
局外人	аутсайдера
游標	курсор
母性	материнство
送禮	подарки
送禮	дары
影象	имидж
影象	картинка
影象	образ
影象	изображения
影象	изображение
藥店	аптеки
藥店	аптек
藥店	аптека
藥店	аптеке
藥店	аптека
藥店	аптеки
藥店	аптеке
十二指腸	двенадцатиперстной
填料	наполнение
填料	наполнения
填料	заполнение
填料	пломбы
謙遜	скромная
謙遜	скромный
謙遜	скромно
謙遜	смирение
謙遜	скромность
開裂	трещин
訓斥	порицание
田間	полей
田間	поля
補丁	патчи
補丁	патч
佇列	очередь
佇列	очереди
輔導員	советник
間歇泉	гейзер
甘藍	капуста
甘藍	кале
餡餅	пирожок
餡餅	пирог
黃鼠狼	ласка
抽筋	судороги
失業者	безработный
失業者	безработных
失業者	безработные
失業者	безработным
嚎叫	вой
聲名狼藉	notorious
聲名狼藉	infamous
食糖	сахар
訂票	бронирование
狂歡節	карнавал
藥丸	таблетки
藥丸	таблетки
藥丸	таблеток
乾草	хэй
乾草	сена
乾草	сено
灌木叢	кустах
灌木叢	кусты
毛澤東思想	маоизм
塊莖	клубней
苔原	тундре
狼瘡	волчанка
犢	тельца
浮游植物	фитопланктона
磚頭	кирпич
磚頭	кирпичи
磚頭	кирпич
磚頭	брик
柴火	дрова
口渴	жажда
口渴	жажду
口渴	жажды
口渴	жажда
口渴	пить
花椰菜	брокколи
狂躁	маниакально
滑雪板	сноуборд
滑雪板	сноуборд
滑雪板	лыжи
頭暈	головокружение
圍裙	фартук
畫布	холст
掙	заработать
掙	зарабатывать
恫嚇	запугивания
恫嚇	запугивание
眩暈	головокружение
眩暈	головокружение
恩澤	блаженство
凸輪	кэм
騾	мул
閃電戰	блиц
閃電戰	блицкриг
沈積	осаждения
沈積	отложений
長椅	скамейке
畫筆	кисти
兩極化	поляризации
十月份	октябрь
十月份	октября
凸面	выпуклая
飛毛腿	скорейшего
海盆	бассейн
海盆	бассейна
噎	задушить
織機	станке
倦怠	burnout
叉子	вилку
古柯	кока
古柯	коки
熟語	идиома
聽著	слушайте
聽著	послушай
洗衣服	прачечная
洗衣服	белье
紅樹	мангровых
紅樹	мангры
社署	дсо
凶案	убийство
服務台	стол
服務台	столе
預製	сборных
麵團	тесто
口哨	свисток
口哨	свист
咒罵	ругаться
水餃	пельмени
吝嗇	скупой
煮飯	приготовление
震懾	сдерживания
震懾	сдерживание
單方	односторонние
單方	односторонних
單方	односторонний
單方	одностороннее
單方	односторонне
拼貼	коллаж
瑣事	trivia
虛無主義	нигилизм
弄臣	шут
早產	преждевременно
假牙	протезы
生鏽	расти
生鏽	ржавчины
婦科	гинекологии
婦科	гинеколог
議價	торг
議價	торговаться
議價	сделка
風濕	ревматизм
小腦	мозжечок
吉普賽人	цыган
吉普賽人	цыгане
卡特爾	картель
不偏不倚	беспристрастно
不偏不倚	беспристрастным
不偏不倚	беспристрастность
不偏不倚	беспристрастности
不偏不倚	беспристрастность
污垢	грязь
脫衣	стрип
脫衣	полоса
雞腿	голень
破傷風	столбняка
收款	чеки
收款	квитанции
規約	статут
規約	устав
製造廠商	изготовитель
製造廠商	производитель
製造廠商	изготовителем
溫順	мик
過渡性	переходное
過渡性	переходного
過渡性	переходная
過渡性	переходные
貪心	жадный
冷冷	холодная
冷冷	холодное
冷冷	холодный
冷冷	холодно
冷冷	холод
折舊	амортизации
減損	отступление
逆差	дефицит
與世隔絕	изоляция
與世隔絕	изоляции
與世隔絕	изолированных
ð	eth
失重	невесомости
輪班	смены
輪班	сдвиги
輪班	сдвиг
輪班	смену
輪班	shift
輪班	смена
玩物	игрушкой
質樸	сельский
支點	поворот
狂喜	восторг
狂喜	экстази
虛榮	суета
虛榮	тщеславие
錘子	молоток
錘子	молот
燈具	лампы
燈具	огни
托盤	поднос
午飯	ланч
午飯	обед
騎手	всадников
騎手	всадник
騎手	райдер
從屬關係	принадлежность
鬆餅	кекс
不作為	бездействие
不作為	бездействия
不作為	упущение
不作為	бездействие
不作為	бездействие
依賴性	зависимости
依賴性	зависимость
依賴性	зависимость
駁船	барж
駁船	баржа
麻袋	сакс
麻袋	мешки
麻袋	мешок
厭食症	анорексия
厭食症	анорексия
體面	достойной
體面	приличный
體面	достойная
體面	достойный
緒形	огата
榆樹	вязов
賓果	бинго
啞巴	немой
啞巴	отключить
浮標	буй
香皂	мыло
六月份	июнь
六月份	джун
六月份	июня
病理學家	патологоанатом
鵪鶉	перепел
臍帶	шнур
誘捕	провокация
縫紉	пошив
試演	прослушивания
試演	прослушивание
試演	прослушивания
試演	прослушивание
滾筒	роллер
打雷	гром
飛蛾	моли
飛蛾	моль
腦子	мозг
腦子	мозги
腦子	мозгов
腦子	мозг
腦子	мозги
怪癖	причуды
鐵砧	опоры
籬笆	забор
籬笆	ограждение
軍械庫	оружейной
木柴	дрова
領結	ничья
領結	галстук
助產	акушерство
專論	монографий
專論	монография
五月份	мая
五月份	мэй
五月份	май
五月份	майские
裝訂	связать
裝訂	обязательные
裝訂	обязательных
怯懦	трусость
客觀性	объективность
客觀性	объективности
調音	тюнинг
深奧	эзотерический
吊燈	люстра
訂位	бронирование
花環	венки
花環	венок
惡習	пороков
蚜蟲	тлей
改期	перенесено
隨員	атташе
隨員	атташе
蔓生	разрастание
梨果	груша
黃疸	желтуха
泥漿	грязь
泥漿	грязи
隆隆	rumble
隆隆	грохот
通風口	вентиляцию
扎實	твердое
扎實	твердый
扎實	твердых
扎實	твердые
園丁	садовник
類人猿	обезьян
類人猿	обезьяны
刀疤	шрам
腳步聲	стопам
腳步聲	шаги
累進	прогрессивное
累進	прогрессивного
毯子	покрывало
毯子	одеяло
抽屜	ящик
抽屜	ящике
懸念	напряжении
手無寸鐵	безоружных
ō	омега
暖氣	отопление
呸	фу
呸	гадость
腰果	кешью
工頭	форман
重擔	бремя
溢位	переполнение
溢位	разливов
斷奶	отлучение
指頭	палец
指頭	пальцем
殘渣	остаток
殘渣	остатки
殘渣	остатки
鑽井	бурение
九月份	сентября
九月份	сентябрь
自願性	добровольный
自願性	добровольное
自願性	добровольные
自願性	добровольная
無痛	безболезненно
紙板	картон
蛀牙	кариеса
叛亂份子	мятежники
叛亂份子	повстанцы
叛亂份子	повстанцев
叛亂份子	мятежники
叛亂份子	повстанцы
叛亂份子	повстанцев
準備金	резервы
準備金	резервов
準備金	запасы
準備金	резерв
準備金	резерв
準備金	резерва
緘默	молчание
緘默	тишину
緘默	тишина
緘默	молчать
砍刀	мачете
未決	выдающийся
未決	выдающиеся
減法	вычитание
鱘魚	осётр
狂徒	фанатиков
揮手	волна
揮手	волны
鉸鏈	петель
鉸鏈	петля
鉸鏈	петли
鉸鏈	петель
黃油	масло
君主政體	монархии
撫育	воспитание
道德觀	морали
道德觀	мораль
無能力	невозможность
無能力	неспособность
貞潔	целомудрие
貞潔	целомудрия
難以捉摸	неуловимый
毛茸茸	пушистые
毛茸茸	пушистый
伊斯蘭堡	исламабаде
霓虹燈	neon
金砂	пески
蓋章	марка
卸貨	разгрузки
相輔相成	дополнительных
騎車	велоспорт
吃素	вегетарианец
試金石	touchstone
水壺	столовой
水壺	чайник
雪利酒	шерри
熔爐	печи
熔爐	печь
熔爐	печи
櫃子	шкафы
櫃子	шкаф
櫃子	шкафу
襯衣	рубашка
襯衣	рубашку
襯衣	футболка
雄辯	красноречие
奶嘴	соска
抹布	салфетки
退役軍人	ветеранов
木屑	опилки
史冊	анналы
節假日	праздники
暴發	вспышка
敲詐	шантаж
敲詐	вымогательства
敲詐	вымогательство
馬戲	цирк
陣雨	душ
更寬	шире
狡詐	хитрость
木樁	кол
民主政體	демократии
鐵絲	провод
三重唱	трио
助產士	акушерка
粗心	небрежно
鏈條	цепи
鏈條	цепочки
鏈條	цепочку
鏈條	цепочка
鏈條	цепь
偽善	лицемерие
痴呆症	слабоумие
激進份子	радикалов
繼電器	реле
繼電器	реле
紗布	бинт
紗布	повязку
節食	диеты
節食	рацион
節食	диеты
節食	диета
膠水	клей
金剛石	бриллиант
金剛石	алмазов
金剛石	алмаз
車燈	фары
車燈	фар
分節	подраздел
分節	подразделе
冒泡	кипит
滑翔翼	планер
仙丹	эликсир
直升飛機	вертолет
直升飛機	вертолёт
直升飛機	вертолеты
直升飛機	вертолетов
鏟除	искоренения
鏟除	искоренение
鏟除	ликвидация
鷓鴣	партридж
哇哇	вау
哇哇	ого
覆盆子	малина
覆盆子	малина
爛攤子	беспорядок
爛攤子	бардак
葡萄乾	изюм
葡萄乾	изюм
胃炎	гастрит
口糧	пайки
口糧	рацион
保固	гарантия
竊賊	воров
竊賊	воры
冷凝器	конденсатора
馬陸	малу
流汗	пот
悔過	раскаяние
悔過	покаяние
悔過	покаяния
銠	родия
排他	эксклюзивный
排他	эксклюзивные
排他	исключительной
排他	исключительности
精疲力竭	исчерпаны
殘局	эндшпиль
麻醉藥	анестезии
明目張膽	вопиющим
明目張膽	вопиющим
年鑒	ежегодник
年鑒	альманах
鬱悶	подавлен
鬱悶	депрессия
叛亂分子	мятежники
叛亂分子	повстанцы
叛亂分子	повстанцев
叛亂分子	мятежники
叛亂分子	повстанцы
叛亂分子	повстанцев
叛亂分子	повстанцев
進貨	пополнение
沼氣	метан
沼氣	метана
蠶絲	шелк
一巴掌	ударить
履帶式	гусеничный
小費	советы
小費	подсказки
小費	подсказка
輕騎兵	гусар
換羽	оперение
勞力士	rolex
沈重	тяжелых
沈重	тяжелая
沈重	тяжелые
沈重	тяжёлая
沈重	тяжелый
沈重	тяжёлый
櫥櫃	шкафы
櫥櫃	шкаф
櫥櫃	шкафу
櫥櫃	шкафы
鉤針	крючком
蚊蟲	комаров
親暱	близость
親暱	близости
媒婆	сваха
說書人	рассказчик
啓蒙	просвещения
啓蒙	просвещение
刷子	кисти
漱口	промыть
乘數	множителей
乘數	множителя
偏頭痛	мигрени
無線電廣播	radio
無線電廣播	радио
凸緣	фланца
施捨	милостыню
粉筆	мел
單身漢	холостяк
單身漢	бакалавр
單身漢	холостяков
搖搖欲墜	рушится
除草劑	гербицидов
噪聲	шум
娘娘腔	сисси
可蘭經	коран
可蘭經	коран
可蘭經	корана
出口商	экспортеров
鳥兒	птички
鳥兒	птицы
鳥兒	птиц
殘留物	остаток
殘留物	остатки
殘留物	остатки
殘留物	остатки
應收	получению
保險絲	взрывателей
保險絲	предохранитель
蛻皮	линьки
腹壁	брюшной
威懾	сдерживания
威懾	сдерживание
威懾	сдерживания
威懾	сдерживание
籃板球	подборов
針筒	шприц
奶媽	нана
奶媽	няни
奶媽	няня
漁獲量	ловит
壓路機	катки
米黃色	бежевый
消防隊員	пожарный
呼氣	вдох
呼氣	дыхание
誣蔑	клевета
毛孔	поры
降壓	бак
病蟲害	вредителей
貨架	полка
貨架	шельфа
貨架	полки
競價	торгов
競價	торги
做飯	приготовить
做飯	повар
做飯	кук
做飯	готовить
做飯	приготовление
信士	верующих
信士	верующие
香芹	петрушка
鵝卵石	галька
毒刺	жало
涼鞋	сандалии
銷魂	экстази
頓悟	прозрение
違禁	запрещена
違禁	запрещенные
違禁	запретный
違禁	запрещается
違禁	запрещено
標量	скалярное
提綱	наброски
傾銷	сброс
傾銷	сброса
親和性	родство
親和性	близость
吹哨	свисток
吹哨	свист
趾骨	фаланги
振蕩	осцилляции
振蕩	колебания
雙胞	близнец
自誇	похвастаться
煩人	раздражает
煩人	бесит
有利可圖	выгодно
有利可圖	выгодные
動產	движимого
鳾	поползень
澆水	полив
苗條	слим
苗條	стройная
紙巾	ткань
紙巾	ткани
針頭	иглы
消費量	потребления
消費量	потребление
避孕藥	таблетки
歸檔	архивирования
歸檔	подачи
歸檔	архив
喉炎	круп
夾板	шину
夾板	шина
漁網	сетки
漁網	сети
漁網	сеток
禁慾	воздержание
炊具	плита
款額	суммы
款額	сумма
濕疹	экзема
屠宰場	бойня
對口	коллегой
對口	аналог
猩紅	скарлет
蜇	стинг
王八蛋	сволочь
對立面	противоположности
項鏈	цепочка
項鏈	кулон
項鏈	ожерелье
項鏈	колье
淫蕩	непристойное
飽和度	насыщения
地物	особенности
地物	функции
夜鶯	найтингейл
鉿	гафния
農奴制	крепостная
錯位	вывих
化裝	маскировка
跛腳	отстой
耳聾	глухие
耳聾	глухая
耳聾	глухой
主治醫生	посещающих
醜八怪	уродливый
黑麥	ржи
粗鄙	грубый
辰夫	тацуо
馬廄	стабильно
馬廄	стабильный
馬廄	стабильная
馬廄	стабильной
馬廄	стабильное
馬廄	конюшне
優越性	превосходство
優越性	превосходства
地層下陷	оседания
沈思	созерцания
麻醉劑	анестезии
肉汁	соус
調色盤	палитра
優越感	превосходство
優越感	превосходства
顛簸	шишки
吱吱	зи
訃告	некролог
訃告	некрологи
馬蹄鐵	подкова
警笛	сирена
空中飛人	трапеции
強姦罪	изнасилования
強姦罪	изнасилование
槌子	молоток
回旋曲	рондо
浸潤	увлажнения
飢饉	голод
書信往來	корреспонденции
書信往來	переписка
腳踏板	педали
啓示	откровения
啓示	откровение
倒錯	извращений
凶殺案	убийство
接縫	швы
接縫	шов
小瓶	флакон
草裙舞	хула
結餘	баланс
結餘	остаток
結餘	равновесие
明膠	желатин
別針	пин
別針	pin
別針	прикрепить
花栗鼠	бурундук
花栗鼠	бурундуки
震顫	дрожь
喧囂	суеты
喧囂	суета
牙齦	десны
加冕典禮	коронации
討價還價	торг
討價還價	торговаться
討價還價	сделка
法理學	юриспруденции
講壇	кафедру
講壇	трибуны
黏膠	клей
衣架	вешалка
花臉	полосы
簿記	бухгалтерия
勾勾	крючок
勾勾	крюк
勾勾	хук
括約肌	сфинктер
鶥	тимелия
山溝	ущелье
拖網	траление
拖網	тралы
利尿劑	мочегонное
心絞痛	ангина
拉鏈	молния
拉鏈	молнии
不孕症	бесплодия
反胃	тошнота
遺贈	наследие
遺贈	наследство
散裝	навалом
幾率	шансы
兒科醫生	педиатр
臥房	спальне
臥房	спальня
臥房	спальни
寡頭政治	олигархии
書桌	столы
書桌	стол
書桌	столе
挫傷	синяки
同義字	синоним
同義字	синонимы
麩	бран
誠人	макото
癡呆症	слабоумие
救生船	шлюпке
色彩繽紛	красочных
色彩繽紛	разноцветные
殘餘物	остаток
殘餘物	остатки
殘餘物	остатки
蟲害	заражение
蟲害	вредителей
蟲害	вредителей
蟲害	вредителями
腸子	кишечник
腸子	кишечника
腸子	кишки
腸子	кишечник
過氧化物	пероксида
攤牌	разборка
攤牌	разборки
騾子	мул
匪幫	гангста
管弦樂隊	оркестр
管管	трубы
管管	трубка
管管	труба
稱贊	комплимент
稱贊	хвала
瘸子	калека
淒涼	мрачной
煙塵	сажи
馬拉開波	маракайбо
等離子體	плазмы
木槌	молоток
貞節	целомудрие
貞節	целомудрия
鏟子	лопаты
鏟子	лопату
墨盒	патроны
豆莢	капсулы
聘禮	приданого
母豬	сеять
母豬	соу
鳥糞	гуано
交戰國	воюющими
交戰國	воюющие
乞討	умоляю
溜冰鞋	коньки
刻刻	вырезал
崗哨	часовой
仇怨	обиду
樹液	sap
飛濺	брызги
烤爐	духовке
烤爐	печь
椎骨	позвонков
纜繩	кабельное
纜繩	трос
纜繩	кабель
解毒劑	противоядие
內科醫生	врач
始終如一	последовательная
始終如一	последовательно
彈坑	кратеров
唯心主義	идеализм
面糊	тесто
撒尿	моча
蚊帳	сетки
蚊帳	сети
蚊帳	сеток
偷獵	браконьерство
偏執狂	паранойя
偏執狂	паранойя
新婚夫婦	молодожены
胡桃鉗	щелкунчик
招待會	приемы
招待會	прием
招待會	приём
專制主義	авторитаризма
羊皮紙	пергамент
睪酮	тестостерона
彈片	осколки
拉鍊	молния
拉鍊	молнии
拉鍊	zip
郵戳	штемпель
欣欣向榮	процветает
喪偶	вдова
吹口哨	свисток
吹口哨	свист
船東	судовладельцев
船東	судовладельца
進餐	обеденный
進餐	столовая
莊稼	культур
莊稼	посевы
莊稼	урожай
答復	ответы
答復	реагирование
答復	реакция
答復	ответ
未定義	неопределенным
未定義	неопределенный
宗法制度	патриархат
醫務室	лазарет
仇殺	вендетта
鬆緊	эластичный
被剝削	эксплуатируемых
腹脹	вздутие
墊子	коврик
墊子	мат
墊子	подушка
墊子	подушки
墊子	коврики
睫毛膏	тушь
鞋帶	шнурки
虛張聲勢	блеф
睡魔	sandman
藍藻	цианобактерий
獵狗	гончая
小苗	саженцев
強姦犯	насильников
強姦犯	насильник
