per	for
leonardo	レオナルド
picasso	ピカソ
parma	パルマ
kíev	キエフ
simetria	対称
road	道路
client	クライアント
vigo	ビーゴ
departaments	学科
freqüentment	頻繁
llit	ベッド
accedit	アクセス
creure	信じる
creure	believe
creure	信ずる
experiment	実験
tauler	ダッシュボード
tauler	ボード
youthyears	youthyears
sonata	ソナタ
sessió	セッション
sessió	ミーティング
sessió	会議
alumne	生徒
alumne	学生
otó	オト
pals	スティック
sepultura	墓所
sepultura	墓穴
who	who
relats	記事
relats	ストーリー
pèl	ヘアー
pèl	髪の毛
pèl	ヘア
pèl	毛髪
harvard	ハーバード
niça	ナイス
niça	ニース
niça	素敵
adrià	ハドリアヌス
taronja	orange
taronja	オレンジ
percentatge	割合
percentatge	パーセンテージ
percentatge	パーセント
percentatge	割合
percentatge	パーセント
blues	ブルース
manifestació	デモンストレーション
manifestació	実演
manifestació	デモ
recurs	アピール
recurs	抗告
recurs	上告
recurs	リソース
recurs	資源
lector	読者
lector	リーダー
eliminat	削除
acollir	ホスティング
acollir	主催
amo	amo
budapest	ブダペスト
reflecteix	反映
noies	ガールズ
incorporació	設立
valle	バジェ
valle	ヴァッレ
conclusió	結論
conclusió	エンディング
manga	漫画
manga	マンガ
modalitat	モード
aparentment	どうやら
còmics	漫画
còmics	コミック
ram	ラム
ram	ram
senegal	セネガル
allah	アッラーフ
allah	アラー
african	アフリカ
mestra	教員
mestra	教師
mestra	先生
pre	pre
balcons	バルコニー
marshall	マーシャル
non	non
feble	弱い
profund	ディープ
profund	深い
confusió	混同
confusió	混乱
feudal	リエージュ
land	ランド
land	土地
ambaixada	大使館
efectiu	現金
efectiu	実効
minoria	少数
rose	ローズ
rose	ロゼ
rose	バラ
rose	rose
rose	薔薇
diàleg	台詞
magistrat	奉行
ann	アン
viva	viva
viva	ビバ
normandia	ノルマンディー
àudio	音声
àudio	オーディオ
àudio	audio
gramàtica	文法
vigilància	監視
socis	パートナー
centímetres	センチメートル
infecció	伝染病
infecció	感染
delhi	デリー
fàbriques	工場
sentència	判断
sentència	判決
tendències	トレンド
lucas	ルーカス
antoine	アントワーヌ
valencia	バレンシア
vestits	ドレス
out	アウト
ludwig	ルートヴィヒ
arena	アレーナ
arena	アリーナ
sorpresa	驚き
sorpresa	サプライズ
krasnodar	クラスノダール
altiplà	台地
altiplà	高原
reunions	ミーティング
reunions	会議
explosió	爆発
lideratge	リーダーシップ
fruita	フルーツ
fruita	果実
fruita	果物
demostració	デモ
demostració	デモンストレーション
demostració	実演
demostració	デモ
humitat	湿度
centra	センター
centra	中央
centra	中心
lió	リヨン
bòsnia	ボスニア
informes	レポート
informes	報告
angola	アンゴラ
atp	atp
suau	やわらかい
suau	柔らかい
suau	ソフト
suau	スムーズ
suau	スムース
suau	滑らか
poderós	パワフル
tronc	トランク
bancs	バンクス
regència	摂政
defensor	ディフェンダー
expulsió	除名
expulsió	退学
bohèmia	ボヘミア
guitarrista	ギタリスト
terratrèmol	地震
estàtues	彫像
aportació	入力
aportació	寄与
aportació	貢献
aportació	出資
dans	dans
túnel	トンネル
eulàlia	エウラリア
guerrers	戦士
guerrers	ウォリアーズ
competències	スキル
competències	パワーズ
experiències	エクスペリエンス
atletisme	アスレチックス
aportacions	貢献
alejandro	アレハンドロ
orange	orange
orange	オレンジ
fil	fil
fil	スレッド
malta	マルタ
júnior	ジュニア
sentiment	気分
sentiment	フィーリング
sus	sus
directiva	ディレクティブ
laurent	ローラン
accepta	受け入れ
accepta	受け入れる
accepta	承認
trasllat	移転
trasllat	転送
trasllat	乗り換え
trasllat	譲渡
finances	財務
finances	金融
finances	財政
finances	ファイナンス
dependència	依存
desplaçament	変位
desplaçament	オフセット
dinàmica	ダイナミック
japan	日本
cantonada	コーナー
milles	マイル
cercles	サークル
fresc	フレッシュ
presidents	社長
coordinació	連携
coordinació	調整
coordinació	コーディネート
tractaments	トリートメント
opcions	オプション
quilòmetre	キロメートル
corrupció	汚職
alfa	alpha
alfa	アルファ
disminució	減らす
interfície	インターフェース
interfície	インタフェース
canes	カンヌ
reconstruir	再建
kennedy	ケネディ
turons	ヒルズ
anal	アナル
galeries	ギャラリー
prado	プラド
parker	パーカー
sessions	セッションズ
sessions	セッション
governadors	知事
copenhaguen	コペンハーゲン
veí	隣人
veí	隣人
veí	近所
mariano	マリアーノ
fabricant	製造業者
fabricant	メーカー
pàtria	家路
pàtria	祖国
velocitats	スピード
elizabeth	エリザベス
enzim	酵素
mental	メンタル
edificació	建物
despeses	費用
despeses	経費
oregon	オレゴン
opinions	フィードバック
cria	繁殖
corredor	ランナー
corredor	回廊
corredor	廊下
prosa	散文
louisiana	ルイジアナ
contaminació	公害
contaminació	汚染
creences	信念
bàsiques	基本
bàsiques	ベーシック
bàsiques	basic
destinació	行き先
destinació	目的地
destinació	宛先
destinació	運命
assistent	助手
assistent	アシスタント
assistent	魔法使い
assistent	ウィザード
líbia	リビア
osca	ウエスカ
malàisia	マレーシア
ottawa	オタワ
psc	psc
tennessee	テネシー
catorze	fourteen
suite	スイート
gra	穀物
gra	gra
alumini	アルミニウム
alumini	アルミ
alumini	アルミニウム
xifres	フィギュア
wolfgang	ヴォルフガング
processó	行進
rics	金持ち
rics	リッチ
foix	フォワ
reforçar	強化
cross	十字架
cross	クロス
cross	cross
cross	十字
escorça	バーク
escorça	樹皮
llibreria	本屋
llibreria	書店
enregistrament	記録
enregistrament	レコーディング
enregistrament	録音
evangeli	ゴスペル
evangeli	福音書
flauta	フルート
transcripció	転写
transcripció	謄本
pacient	患者
sibèria	シベリア
ivori	象牙
arnold	アーノルド
arnold	アルノルト
salvatge	ワイルド
salvatge	野生
salvatge	サベージ
diplomàtic	外交官
cinturó	ベルト
bassa	いかだ
test	テスト
party	パーティ
party	パーティー
nebraska	ネブラスカ
flamenc	フラメンコ
varsòvia	ワルシャワ
down	ダウン
mercuri	水星
mercuri	マーキュリー
mercuri	水銀
mèdica	医学
cabal	フロー
cabal	流れ
about	について
ordenació	ソート
cartago	カルタゴ
oposat	反対
myers	マイヤーズ
sinònim	同義語
sinònim	類義語
parells	ピア
parells	ペア
puntes	レース
fra	フラ
puc	puc
sentiments	気持ち
sentiments	感情
prim	プリム
avançada	上級
discussions	ディスカッション
primo	プリモ
finançament	融資
plom	リード
cota	cota
ment	mind
ment	マインド
zuric	チューリッヒ
zuric	チューリッヒ
disney	ディズニー
wii	wii
òptica	光学
newton	ニュートン
hamilton	ハミルトン
líban	レバノン
hammond	ハモンド
murray	マレー
consolidar	統合
blog	ブログ
cereals	シリアル
cereals	シリアル
pitjor	最悪
traductor	翻訳
aleksandr	アレクサンドル
lleuger	わずか
lleuger	ライトウェイト
resident	住民
bolonya	ボローニャ
emmagatzematge	ストレージ
saturn	土星
toca	tap
toca	蛇口
toca	タップ
jiménez	ヒメネス
verb	動詞
sport	スポーツ
assessor	顧問
assessor	アドバイザー
formatge	チーズ
shakespeare	シェイクスピア
shakespeare	シェークスピア
tenerife	テネリフェ
quebec	ケベック
sencer	全体
bombardeig	砲撃
stuttgart	シュトゥットガルト
diccionario	diccionario
jonathan	ジョナサン
solista	ソリスト
campus	キャンパス
vector	ベクター
vector	ベクトル
aixecament	リフティング
algorisme	アルゴリズム
metre	メートル
metre	メーター
etiqueta	ラベル
duran	デュラン
pen	pen
pen	ペン
hola	こんにちは
hola	ハロー
billy	ビリー
primitiu	プリミティブ
parents	親族
parents	親戚
socks	ソックス
socks	靴下
socks	socks
malalt	病気
beethoven	ベートーヴェン
creença	信仰
creença	信念
grant	付与
grant	グラント
athletic	アスレチック
avantatges	利点
avantatges	長所
avantatges	プロス
utah	ユタ
morter	モルタル
morter	迫撃砲
ross	ロス
molina	モリーナ
cotó	木綿
cotó	コットン
emplaçament	配置
emplaçament	所在地
emplaçament	ロケーション
emplaçament	場所
antena	アンテナ
juntes	ボード
apple	リンゴ
apple	りんご
apple	アップル
apple	林檎
crèdits	クレジット
crèdits	謝辞
gerard	ジェラード
seda	シルク
creats	作成
panorama	パノラマ
connecta	コネクト
connecta	接続
bombes	パンプス
bombes	ポンプ
calci	カルシウム
sonda	プローブ
dissabte	土曜日
lectors	読者
lectors	リーダー
academia	アカデミー
bec	bec
bec	くちばし
aguilar	アギラール
aguilar	アギラー
estònia	エストニア
notació	表記
notació	記法
clark	クラーク
nitrogen	窒素
main	メイン
kelly	ケリー
reflexió	反射
reflexió	リフレクション
màrtirs	殉教
cnt	cnt
distàncies	距離
escenaris	シナリオ
oberts	オープン
oberts	開館
oberts	開く
requisits	要件
convergència	収束
rebuig	拒絶
corneli	コルネリウス
corneli	コーネリアス
dissoldre	溶かす
dissoldre	溶ける
opus	opus
modifica	編集
modifica	変更
regulació	規制
pequín	北京市
pequín	北京
administradors	管理者
administradors	管理人
realisme	リアリズム
convidat	ゲスト
lincoln	リンカーン
somàlia	ソマリア
defecte	瑕疵
defecte	欠陥
issn	issn
matèries	材料
matèries	素材
periodistes	ジャーナリスト
germain	ジェルマン
armeni	アルメニア
soroll	ノイズ
soroll	騒音
off	オフ
mel	ハニー
mel	はちみつ
mel	蜂蜜
morgan	モルガン
planificació	計画
planificació	企画
planificació	プランニング
islàndia	アイスランド
perfecte	パーフェクト
perfecte	完璧
guy	ガイ
kim	キム
documentals	ドキュメンタリー
adquirit	後天性
mots	mots
protesta	抗議
noruec	ノルウェー
modes	モード
negatiu	ネガティブ
negatiu	マイナス
negatiu	ネガ
meta	メタ
extrema	エクストリーム
ahmed	アーメド
míssils	ミサイル
fonaments	基本
glòria	グロリア
glòria	グローリー
bloqueig	ロック
bloqueig	錠前
camperols	百姓
camperols	農民
gràfics	グラフィック
gràfics	グラフィックス
constants	定数
helena	ヘレナ
europe	欧州
europe	ヨーロッパ
respon	返信
eta	イータ
recollida	ピックアップ
recollida	コレクション
trastorns	疾患
ghana	ガーナ
relíquies	遺物
alex	alex
alex	アレックス
canadenc	カナダ
canadenc	カナディアン
utilitat	効用
utilitat	ユーティリティー
utilitat	ユーティリティ
dell	デル
dell	dell
estàndards	基準
estàndards	規格
positiva	陽性
positiva	ポジティブ
norman	ノーマン
malalts	病気
fina	薄い
fina	細い
càmeres	カメラ
trio	トリオ
iemen	イエメン
divendres	金曜日
divendres	フライデー
aproximada	あいまい
aproximada	ファジー
circ	サーカス
corpus	コーパス
potent	パワフル
dramaturg	劇作家
àrbitre	審判員
visibles	可視
amiga	amiga
conductor	運転手
conductor	ドライバ
conductor	ドライバー
volcà	火山
intèrpret	インタプリタ
intèrpret	通訳
casc	ヘルメット
ltd	ltd
tribú	トリブヌス
suspensió	休止
suspensió	サスペンション
alternatiu	オルタナティブ
alternatiu	代替
alternatiu	交互
governants	ルーラー
governants	定規
nevada	ネバダ
toronto	トロント
latm	latm
bastida	足場
analitzar	分析
analitzar	analyze
leo	レオ
leo	leo
robin	ロビン
longm	longm
coet	ロケット
abundants	豊富
accent	アクセント
deixebles	弟子
controvèrsia	論争
controvèrsia	申し立て
alí	アリー
alí	アリ
alí	ali
focus	焦点
focus	フォーカス
emperadriu	皇后
emperadriu	女帝
blanco	ブランコ
pura	ピュア
pura	純粋
queen	女王
queen	クイーン
vermells	レッズ
lesió	怪我
lesió	外傷
operador	オペレーター
simó	シモン
simó	サイモン
crim	犯罪
dionís	ディオニューソス
sans	sans
mite	神話
adonar	実現
inspecció	検査
inspecció	検問
barroca	バロック
productors	プロデューサー
zeus	ゼウス
suárez	スアレス
directes	ダイレクト
frases	フレーズ
estel	スター
estel	恒星
estel	star
barbara	バーバラ
requereixen	require
acceptació	承諾
acceptació	受入れ
acceptació	承認
acceptació	受付
mari	マリ
plàstic	ビニール
plàstic	プラスチック
plàstic	プラスティック
donald	ドナルド
enfocament	進入
enfocament	アプローチ
enfocament	参道
tanzània	タンザニア
guanyadora	勝者
guanyadora	ウィナー
dewey	デューイ
telescopi	望遠鏡
pròleg	プロローグ
bros	ブロス
dimitir	辞任
conselleria	カウンセリング
útils	役立つ
consideració	対価
procediments	手続
procediments	プロシージャ
procediments	手順
procediments	手続き
gradualment	徐々に
pobre	かわいそう
fantasia	ファンタジー
mongòlia	モンゴル
prohibició	禁酒
prohibició	禁止
prohibició	禁酒令
adquisició	買収
optar	opt
extra	エクストラ
interpretacions	解釈
cable	ワイヤ
cable	針金
cable	ワイヤー
cable	電線
cable	ケーブル
blasco	ブラスコ
especialitat	特製
barres	バー
músculs	筋肉
mons	モンス
lesions	怪我
dominació	支配
abc	abc
johnny	ジョニー
dissenyador	デザイナー
asteroide	小惑星
beat	beat
beat	ビート
elena	エレナ
qualitats	資質
porc	ブタ
solidaritat	連帯
kevin	ケヴィン
innovació	革新
innovació	イノベーション
secretaria	事務局
ortografia	つづり
ortografia	スペル
ortografia	スペリング
roy	ロイ
complexes	コンプレックス
complexes	錯体
complexes	複雑
nois	boys
nois	男の子
nois	みんな
atemptat	暗殺
jurista	法曹
prima	従姉妹
prima	従兄弟
prima	いとこ
anarquista	アナキズム
presos	囚人
preguntes	質問
nena	ネーナ
domènec	ドミニク
hessen	ヘッセン
hessen	ヘッセ
avançat	上級
alessandro	アレッサンドロ
neteja	クリア
neteja	クリーニング
neteja	洗浄
neteja	清掃
neteja	掃除
disparar	シュート
jules	ジュール
jaime	ハイメ
causant	故人
malik	マリック
galàxia	銀河
galàxia	銀河系
biografies	伝記
edificacions	建物
edificacions	建築物
cremar	焼き
cremar	火傷
cremar	やけど
cremar	burn
culpa	断層
culpa	フォールト
culpa	フォルト
sodi	ナトリウム
currentclub	currentclub
barret	ハット
barret	帽子
forestal	林業
forestal	農林
elx	エルチェ
níger	ニジェール
nepal	ネパール
processament	処理
processament	加工
soci	パートナー
comparteix	共有
comparteix	シェア
esparta	スパルタ
johannes	ヨハネス
economista	エコノミスト
traïció	反逆
paco	パコ
leftarm	leftarm
censura	検閲
combustió	燃焼
koch	コッホ
comprensió	理解
seqüències	シーケンス
calcula	計算
pantà	沼地
fitxers	ファイル
mit	mit
serrano	セラーノ
taxes	手数料
modernisme	モダニズム
rehabilitació	リハビリテーション
rehabilitació	更生
rehabilitació	再生
rehabilitació	リハビリ
immigració	入国
immigració	移民
tracte	ディール
tracte	クーポン
protestant	プロテスタント
partidari	サポーター
festivals	祭事
festivals	祭り
obtenció	精算
minor	マイナー
jutges	裁判官
montana	モンタナ
mercaderies	商品
mercaderies	貨物
mercaderies	物品
mercaderies	貨物
caritat	チャリティー
caritat	チャリティ
ions	イオン
avís	警報
avís	警告
alice	アリス
melodia	メロディ
melodia	メロディー
frederick	フレデリック
frederick	フリードリヒ
vanguardia	ヴァンガード
hemisferi	半球
vera	ヴェラ
costos	費用
costos	コスト
infraestructures	インフラストラクチャー
facebook	facebook
veïna	隣人
veïna	近所
sanç	サンチョ
normals	普通
normals	ノーマル
campana	ベル
havana	ハバナ
lligues	リーグ
rec	rec
kilòmetres	マイル
kilòmetres	キロ
kilòmetres	キロメートル
secrets	秘密
marges	余白
steven	スティーヴン
pesta	疫病
pesta	ペスト
playstation	playstation
excés	超過
four	four
four	フォー
guanyadors	勝者
fifa	fifa
drogues	ドラッグ
drogues	薬物
wright	ライト
tanc	戦車
tanc	タンク
deute	債務
percepció	知覚
moll	ドッキング
moll	ドック
moll	桟橋
silenci	サイレンス
silenci	無音
silenci	沈黙
fuster	大工
fletxa	矢印
fletxa	アロー
gibraltar	ジブラルタル
intens	激しい
soiuz	ソユーズ
dubtes	疑念
telèfon	電話機
telèfon	電話
telèfon	電話機
unificació	統一
bad	バッド
bad	悪い
miranda	ミランダ
esperanto	エスペラント
gravació	記録
gravació	レコーディング
gravació	録音
erc	erc
anime	アニメ
diagnòstic	診断
tim	ティム
tim	tim
restants	残り
restants	残額
úniques	ユニーク
úniques	独特
canceller	宰相
observat	観測
expert	エキスパート
perduda	ロスト
emperadors	皇帝
andy	アンディ
boys	boys
boys	男の子
ventura	ベンチュラ
borja	ボルハ
mancomunitat	コモンウェルス
diana	ダイアナ
burgesia	ブルジョア
dresden	ドレスデン
tetra	テトラ
manxa	ベローズ
augusta	オーガスタ
barana	手すり
corporació	コーポレーション
cervesa	ビール
churchill	チャーチル
fugida	エスケープ
fugida	脱出
eslovènia	スロベニア
alto	アルト
tragèdia	悲劇
serp	ヘビ
casino	カジノ
paula	ポーラ
riga	リガ
fals	false
fals	虚偽
fals	フェイク
pcupdate	pcupdate
constantment	常時
constantment	絶えず
casanova	カサノバ
fracció	分数
miami	マイアミ
investigador	研究者
investigador	研究員
ocasionalment	時折
ocasionalment	たまに
rescat	救助
rescat	レスキュー
restriccions	制限
restriccions	制約
tours	ツアー
tours	トゥール
guadalajara	グアダラハラ
teclat	キーボード
alfredo	アルフレード
ses	ses
mus	mus
sensibilitat	感度
sensibilitat	感受性
kentucky	ケンタッキー
sergio	セルジオ
inspirar	鼓舞
inspirar	インスパイア
atacat	襲撃
tràfic	トラフィック
tràfic	交通
clínica	クリニック
clínica	診療所
cervantes	セルバンテス
ian	イアン
bus	バス
fabricants	製造業者
walker	ウォーカー
sar	sar
calç	石灰
calç	ライム
julia	ジュリア
julia	ユリア
office	事務局
office	事務所
office	オフィス
fisiologia	生理学
llacuna	ラグーン
crani	髑髏
crani	頭蓋骨
inspector	検査官
senzills	シングルス
xoc	ショック
xoc	衝撃
proclamació	布告
teodor	テオドール
fèlix	フェリックス
càstig	処罰
linux	linux
precedent	先例
precedent	判例
discorre	ジョギング
managerclubs	managerclubs
elit	エリート
magatzem	倉庫
targeta	カード
cultius	農産物
cultius	作物
superficial	浅い
superficial	浅瀬
ira	アイラ
coincideix	マッチ
coincideix	一致
subjectes	主体
subjectes	件名
conspiració	陰謀
fibres	繊維
zaragoza	サラゴサ
fluid	流体
legend	伝説
cessió	譲渡
cessió	代入
cessió	割り当て
emma	エマ
ultramar	海外
ferrocarrils	鉄道
privats	非公開
privats	プライベート
ingrés	収入
ingrés	所得
envia	送信
envia	送る
neutral	中性
neutral	ニュートラル
pasta	パスタ
carreres	キャリア
carreres	求人
corall	サンゴ
explorador	スカウト
explorador	エクスプローラー
nominal	名目
mural	壁画
converses	会話
converses	スレッド
successors	後継
plató	プラトン
plataformes	プラットフォーム
identifica	識別
quàntica	量子
earth	地球
earth	アース
carter	カーター
enterrament	埋葬
rodrigo	ロドリゴ
michigan	ミシガン
kazakhstan	カザフスタン
girar	回転
miss	ミス
diagonal	対角線
degradació	劣化
emergència	緊急
aplicada	応用
sarah	サラ
misteri	ミステリー
wolf	ウルフ
wolf	オオカミ
aïllament	隔離
aïllament	孤立
reforços	援軍
xah	シャー
pur	ピュア
pur	純粋
marcador	スコアボード
clot	血栓
bissau	ビサウ
herois	ヒーローズ
herois	heroes
partícula	粒子
miracle	ミラクル
miracle	奇跡
guix	漆喰
nerviós	緊張
nerviós	神経質
segment	セグメント
segment	線分
violoncel	チェロ
premier	プレミア
febre	発熱
caracteritzen	特徴付ける
tortuga	カメ
irregulars	不定期
irregulars	不規則
pan	パン
comissions	コミッション
rebutjat	辞退
rebutjat	不参加
rebutjat	却下
virginia	バージニア
virginia	ヴァージニア
fils	スレッド
benito	ベニート
gaèlic	ゲーリック
balls	踊り
danses	踊り
prefecte	プラエフェクトゥス
mississipí	ミシシッピ
conjunta	関節
nationalgoals	nationalgoals
farina	粉末
farina	小麦粉
larves	幼虫
nicaragua	ニカラグア
atracció	アトラクション
detecció	検知
detecció	検出
salomó	ソロモン
subministrament	サプライ
subministrament	供給
vladímir	ウラジーミル
nus	結び目
inclinació	ティルト
inclinació	傾き
formigó	コンクリート
cirurgia	手術
enderrocar	転覆
lenin	レーニン
fibra	繊維
aficionats	アマチュア
bordeus	ボルドー
mou	ムーブ
mou	移動
àrtic	北極
agafa	グラブ
mirall	ミラー
vacances	休暇
vacances	バカンス
vacances	バケーション
vacances	祝日
vacances	休日
precedents	先例
precedents	判例
interval	範囲
interval	レンジ
interval	間隔
interval	音程
interval	インターバル
interval	区間
brandenburg	ブランデンブルク
vitamina	ビタミン
amenaces	脅威
amenaces	威嚇
amenaces	脅迫
ideals	理想
ideals	理想
preocupació	関心事
rendició	降伏
humida	濡れ
lambert	ランバート
reich	ライヒ
cannes	カンヌ
recepció	レセプション
recepció	披露宴
recepció	受付
punk	パンク
aristòtil	アリストテレス
glucosa	グルコース
parlava	スポーク
entertainment	エンターテイメント
entertainment	娯楽
entertainment	エンターテインメント
transports	輸送
transports	交通
ocean	大洋
tons	音色
aterratge	着陸
aterratge	上陸
auto	自動
auto	オート
cabra	ヤギ
pressions	圧力
percussió	打楽器
badajoz	バダホス
empleats	社員
supressió	削除
supressió	除去
supressió	撤去
birmània	ミャンマー
benestar	ウェルネス
benestar	福祉
serbi	セルビア
eficàcia	効能
eficàcia	実効
oració	祈り
oració	礼拝
oració	祈祷
vores	エッジ
vores	ボーダー
vores	国境
perímetre	周囲
acadèmica	アカデミック
fruites	フルーツ
fruites	果実
fruites	果物
domenico	ドメニコ
giorgio	ジョルジョ
tria	選択
aiguamolls	湿地
narració	ストーリー
narració	物語
babilònia	バビロン
progressista	プログレッシブ
adjunt	差押え
adjunt	添付
adjunt	愛着
nick	ニック
pescadors	漁師
submarins	潜水艦
pelatge	毛皮
ambients	プリセット
paixà	パシャ
angelo	アンジェロ
más	más
liverpool	リヴァプール
liverpool	リバプール
ritual	儀式
bernardo	ベルナルド
esborrat	削除
centrecampista	ミッドフィールダー
màgia	magic
màgia	魔法
màgia	マジック
autorització	認可
autorització	認可
autorització	許諾
gold	gold
gold	ゴールド
cape	ケープ
prohibit	禁止
seleccions	選択
comes	コンマ
bielorússia	ベラルーシ
freqüències	周波数
maquinària	機械
stuart	スチュアート
stuart	ステュアート
gràfiques	チャート
gràfiques	グラフ
gary	ゲーリー
gary	ギャリー
gary	ゲイリー
donacions	募金
donacions	寄付
nana	ナナ
sebastian	セバスティアン
sebastian	セバスティアヌス
sebastian	セバスチャン
emblema	エンブレム
diable	悪魔
papua	パプア
public	公衆
public	公開
public	パブリック
min	ミン
min	min
pessetes	ペセタ
herbes	ハーブ
conveni	コンベンション
conveni	大会
cicles	サイクル
llana	ウール
madison	マディソン
luxe	贅沢
potter	ポッター
filtre	フィルタ
filtre	フィルター
wild	ワイルド
wild	野生
alvèrnia	オーヴェルニュ
assumpció	想定
assumpció	就任
crèdit	信用
crèdit	クレジット
étienne	エティエンヌ
lluitant	ファイティング
diario	diario
maons	れんが
maons	レンガ
maons	煉瓦
urani	ウラン
derivades	デリバティブ
àguila	ワシ
àguila	イーグル
nassau	ナッソー
llums	ライト
massacre	虐殺
lliurament	配達
lliurament	配送
lliurament	配信
lliurament	デリバリー
stewart	スチュワート
llotja	競売
llotja	オークション
place	place
place	場所
place	スポット
vázquez	バスケス
vázquez	バスケス
sever	セウェルス
automàtica	自動
automàtica	オート
automàtica	自動
automàtica	オートマチック
moçambic	モザンビーク
ampliat	拡張
ampliat	延長
absorció	吸収
embassament	貯水池
augmentant	増加
instància	インスタンス
château	シャトー
sacrifici	犠牲
sacrifici	生贄
hèrcules	ヘラクレス
atleta	アスリート
sanitat	健康
official	公式
official	職員
marcus	マルクス
marcus	マーカス
alimenta	フィード
avantpassats	先祖
dimissió	辞表
dimissió	辞任
dimissió	辞職
superat	合格
enregistraments	レコーディング
euro	ユーロ
muntar	マウント
vins	ワイン
prince	プリンス
holstein	ホルシュタイン
catolicisme	カトリシズム
connexions	つながり
connexions	接続
dignitat	威厳
dignitat	品格
dignitat	尊厳
cartell	ポスター
fetge	レバー
fetge	肝臓
marx	マルクス
ciu	ciu
jerarquia	ヒエラルキー
leonard	レナード
collins	コリンズ
escrivint	執筆
escrivint	書き込み
escrivint	筆記
manageryears	manageryears
aplicat	応用
paquets	パッケージ
caixes	ボックス
lentament	ゆっくり
lentament	ゆっくりと
filadèlfia	フィラデルフィア
hardy	ハーディ
hudson	ハドソン
combinar	組み合わせ
amir	アミール
infraestructura	インフラストラクチャー
olor	香り
olor	におい
olor	匂い
olor	におい
watson	ワトソン
substrat	基質
banys	浴室
banys	風呂
holandès	ダッチ
harris	ハリス
elionor	エレノア
gal	ギャル
gal	ガル
trans	トランス
anunci	告知
anunci	アナウンス
anunci	発表
anunci	公表
anunci	お知らせ
exposat	露出
compressió	圧縮
dilluns	月曜日
examen	試験
rudolf	ルドルフ
paquet	パッケージ
sergi	セルゲイ
transforma	変換
transforma	変形
morfologia	形態
bru	bru
èmfasi	強調
tierra	tierra
autopista	ハイウェイ
autopista	公道
rebuda	受け取り
rebuda	受信
bonet	ボネット
huracà	ハリケーン
margaret	マーガレット
desastre	災害
protector	プロテクター
conscient	意識
warner	ワーナー
humits	しっとり
bank	バンク
bank	銀行
essència	エッセンス
essència	本質
franges	スロット
bit	ビット
gustav	グスタフ
fans	ファン
esclau	奴隷
maduresa	満期
schmidt	シュミット
condemna	収用
bany	風呂
bany	浴室
bany	トイレ
estimació	見積もり
barba	ひげ
exportació	輸出
exportació	エクスポート
exportació	エクスポート
suports	小道具
codificació	コーディング
francesca	フランチェスカ
jurament	宣誓
venjança	復讐
venjança	報復
venjança	復讐
venjança	リベンジ
mercenaris	傭兵
alep	アレッポ
habitacions	部屋
habitacions	ルーム
exclusiva	独占
sumatra	スマトラ島
passatge	通路
passatge	航路
relatiu	相対
relatiu	親戚
next	next
proporcional	比例
pisa	ピサ
dependent	依存
esperant	待ち
gonzalo	ゴンサロ
característics	特徴
característics	特性
sony	sony
sony	ソニー
kurt	クルト
ibm	ibm
suggerir	提案
sou	給料
sou	俸給
sou	給与
focs	花火
preservació	保存
preservació	保全
thompson	トンプソン
oportunitats	機会
cook	コック
cook	クック
targetes	カード
latitud	緯度
motocròs	モトクロス
catherine	キャサリン
uganda	ウガンダ
reglament	規制
beguda	飲み物
beguda	飲料
beguda	飲み物
beguda	ドリンク
beguda	飲む
bicicleta	自転車
duració	期間
consolidació	併合
neolític	新石器時代
determinació	裁決
elevades	高架
pep	pep
facció	派閥
école	エコール
folre	裏地
carlota	シャルロット
estels	stars
estels	スターズ
negatius	ネガ
paleolític	旧石器時代
àtom	原子
segòvia	セゴビア
pastoral	パストラル
dinosaures	恐竜
immediata	即時
esquadra	分隊
levi	レビ
dead	デッド
brut	ブルトゥス
brut	ブルータス
lang	lang
lang	ラング
clans	氏族
celebracions	お祝い
accidents	事故
entrant	スターター
lloyd	ロイド
fix	固定
fix	固定された
privilegi	特権
apòstols	使徒
acompanyament	パッド
acompanyament	伴奏
descàrrega	ダウンロード
ras	ラス
angel	エンジェル
angel	天使
handbol	ハンドボール
mercedes	メルセデス
bizanci	ビザンチウム
hondures	ホンジュラス
malawi	マラウイ
primari	メイン
primari	プライマリ
racó	コーナー
troia	トロイ
troia	イリオス
gats	キャッツ
gats	ネコ
homer	ホーマー
perpendicular	垂直
poderosa	パワフル
nissaga	血統
sàhara	サハラ
tabac	タバコ
tabac	たばこ
pics	弾丸
pronunciat	発音
montpeller	モンペリエ
assassí	キラー
precipitacions	降雨量
precipitacions	降雨
eficiència	効率
sencera	全体
entesa	理解
coberts	刃物
info	情報
virgili	ウェルギリウス
virgili	ヴァージル
classic	クラシック
classic	古典
classic	classic
cràter	クレーター
esquadró	戦隊
suprema	supreme
antologia	アンソロジー
franquícia	フランチャイズ
declaracions	ステートメント
declaracions	言明
mecànic	メカニック
explorar	探検
diferencial	差動
diferencial	微分
baker	ベーカー
turistes	ツーリスト
calcària	石灰岩
leiden	ライデン
limitacions	制限
consola	コンソール
postura	姿勢
tribunals	裁判所
descomposició	分解
descomposició	腐敗
conreus	農産物
conreus	作物
respostes	レスポンス
respostes	回答
respostes	回答
respostes	返信
candidatures	ノミネート
gòbids	ハゼ
suportar	耐える
horari	日程
horari	スケジュール
annexió	併合
kurdistan	クルディスタン
devoció	献身
kent	ケント
remei	救済
melodies	メロディ
mixta	ミックス
