evans	evans
téglalap	rechteck
téglalap	rechteckig
téglalap	rechteckigen
téglalap	rechteck
téglalap	rechteckig
téglalap	rechteckige
szigetcsoport	archipel
szigetcsoport	inselgruppe
szigetcsoport	archipels
líra	lira
líra	lire
líra	lire
feleségek	hausfrauen
feleségek	ehefrauen
feleségek	frauen
feleségek	weiber
böngésző	browsern
böngésző	browser
olvasott	read
olvasott	lies
olvasott	lesen
olvasott	gelesen
olvasott	lese
bolton	bolton
milton	milton
napokon	tage
napokon	tagen
nagyok	großen
nagyok	große
nagyok	groß
nagyok	großer
nagyok	grosse
nagyok	big
nagyok	großen
nagyok	große
nagyok	groß
nagyok	großes
zimbabwe	simbabwe
zimbabwe	tansania
zimbabwe	zypern
csupasz	bloßen
csupasz	bare
csupasz	nackten
garcia	garcia
garcia	garcía
repül	fly
repül	fliege
repül	fliegen
repül	flieg
repül	fliegende
repül	fliegen
sullivan	sullivan
airways	atemwege
airways	airways
érzelmek	emotion
érzelmek	gefühl
érzelmek	gefühle
érzelmek	emotionen
érzelmek	emotion
érzelmek	gefühlen
érzelmek	gefühle
érzelmek	emotionen
érzelmek	gefühle
érzelmek	gefühlen
galaxy	galaxien
galaxy	galaxie
galaxy	galaxis
galaxy	galaxy
galaxy	milchstraße
jung	jung
dallam	melody
dallam	melodien
dallam	melodie
dallam	einschalten
dallam	melodie
helyzetű	benachteiligte
helyzetű	benachteiligung
helyzetű	benachteiligten
helyzetű	benachteiligt
kívánok	wünschen
kívánok	wünsche
sandra	sandra
sebész	chirurg
sebész	chirurgen
sebész	chirurgen
folyami	river
folyami	fluss
folyami	flusses
folyami	fluß
nyilatkozat	impressum
nyilatkozat	anweisung
nyilatkozat	aussage
nyilatkozat	statement
nyilatkozat	erklärung
nyilatkozat	deklaration
nyilatkozat	erklärung
málna	himbeeren
málna	himbeeren
málna	himbeere
algériai	algerischen
algériai	algerien
algériai	algerische
övé	ihres
regina	regina
simone	simone
gyermekkori	kindheit
richards	richards
koronázás	krönung
pozíciók	standpunkte
pozíciók	positionen
pozíciók	stellungen
órák	öffnungszeiten
órák	stunden
órák	arbeitszeit
órák	betriebszeiten
órák	uhren
órák	klassen
órák	uhren
órák	armbanduhr
tár	clip
tár	magazin
tár	zeitschriften
tár	zeitschrift
tár	heft
marion	marion
taxon	taxon
tizennyolc	achtzehn
tizennyolc	eighteen
lev	lev
lev	lew
christina	kathrin
christina	christina
helmut	helmut
említ	erwähnte
említ	erwähnung
említ	erwähnt
nathan	nathan
nero	nero
szabadalmi	patent
szabadalmi	patentieren
szabadalmi	patentrecht
szabadalmi	patente
fenntartott	vorbehalten
fenntartott	reservierten
fenntartott	reservierte
fenntartott	reserviert
museo	museo
toledo	toledo
petri	petri
operatív	operationellen
operatív	operationelle
operatív	operative
operatív	betriebsbereit
tévedés	fehler
tévedés	irrtum
tévedés	verwechselt
tévedés	fehler
tévedés	fehlermeldung
tévedés	fehlermeldungen
tévedés	irrtum
claudia	claudia
ágak	niederlassungen
ágak	zweigniederlassungen
ágak	zweigstellen
ágak	filialen
ágak	zweige
ágak	branchen
bern	berner
bern	bern
gard	gard
klubok	diskotheken
klubok	clubs
klubok	vereine
klubok	klubs
mindeközben	unterdessen
mindeközben	mittlerweile
mindeközben	inzwischen
mindeközben	währenddessen
braun	braun
aude	aude
övezet	gebiet
övezet	zonen
övezet	zone
megújult	erneuert
megújult	verlängert
megújult	erneuerte
megmenteni	save
megmenteni	speichern
megmenteni	sparen
megmenteni	retten
megmenteni	speichere
megmenteni	ersparnis
megmenteni	speichern
megmenteni	sparen
megmenteni	retten
megmenteni	einsparung
kivételek	ausnahmen
kivételek	ausnahme
kivételek	ausnahmeregelungen
kivételek	ausnahmeregelung
kivételek	ausnahme
kivételek	freistellung
kivételek	befreiungen
kivételek	ausnahmen
rajongó	fächer
rajongó	lüfter
rajongó	ventilatoren
rajongó	fan
rajongó	gebläse
hozzáférhető	zugänglich
hozzáférhető	zugängliche
hozzáférhető	zugänglichen
hozzáférhető	erreichbar
válaszokat	antworten
válaszokat	reaktionen
válaszokat	antworten
válaszokat	antwort
fogyasztása	verbrauch
fogyasztása	konsum
fogyasztása	verzehr
fogyasztása	verbrauchs
értékelés	bewertung
értékelés	beurteilung
értékelés	evaluierung
értékelés	auswertung
értékelés	würdigung
értékelés	bewertung
értékelés	assessment
értékelés	beurteilung
értékelés	bewertung
jeleket	signale
küldeni	schicken
küldeni	senden
küldeni	schick
küldeni	versenden
küldeni	abschicken
hódítás	eroberung
iskolákban	schule
iskolákban	schulen
iskolákban	schulwesen
válaszol	beantworten
válaszol	beantwortung
államférfi	staatsmann
állatkert	tiergarten
állatkert	zoo
csökkenteni	reduzierung
csökkenteni	verringern
csökkenteni	senken
csökkenteni	reduzieren
günther	günter
günther	günther
chase	jagd
chase	chase
szenegál	senegal
metropolitan	metropolen
metropolitan	metropolregion
metropolitan	metropolitan
időbeli	zeitlichen
időbeli	zeitliche
időbeli	zeitlicher
figyelt	gesehen
figyelt	sah
figyelt	angesehen
figyelt	beobachtet
figyelt	beobachtete
judo	judo
díszlet	kulisse
díszlet	landschaft
díszlet	landschaften
díszlet	sätze
díszlet	sets
díszlet	zusammenstellungen
díszlet	setzt
duke	herzog
duke	großherzog
duke	duke
ellátás	zubehör
ellátás	lieferungen
ellátás	versorgung
ellátás	vorräte
ellátás	vorrat
ellátás	lieferung
ellátás	versorgung
gedeon	gideon
ruhát	bekleidung
ruhát	kleidung
ruhát	klamotten
ruhát	kleider
rákos	krebserkrankungen
rákos	krebs
far	far
far	weit
alabama	alabama
majom	affen
majom	affe
majom	monkey
majom	affen
majom	affe
kasztília	kastilien
kasztília	castilla
teatro	teatro
merész	frech
merész	fett
merész	mutige
merész	kühn
merész	gewagt
merész	kühnen
josh	josh
jezsuiták	jesuiten
dohány	tabakanbau
dohány	tabakwaren
dohány	tabak
elkészített	zubereitet
elkészített	vorbereitet
megszökött	geflüchtet
megszökött	abgehauen
megszökött	entkam
megszökött	entkommen
megszökött	geflohen
nbc	nbc
lemondását	kündigung
lemondását	ausscheiden
lemondását	rücktritt
üstökös	komet
üstökös	kometen
univerzális	universell
univerzális	universellen
univerzális	universal
univerzális	allgemein
univerzális	universalität
platina	platin
platina	platinum
powell	powell
teher	bürde
teher	belastung
teher	last
teher	lasten
fegyverzet	aufrüstung
fegyverzet	rüstung
fegyverzet	bewaffnung
fegyverzet	bewaffnung
fegyverzet	waffen
csökkentette	gesenkt
csökkentette	abgesenkt
nyitó	öffnungszeiten
nyitó	öffnung
nyitó	eröffnung
nyitó	öffnen
szerencse	vermögen
szerencse	glück
szerencse	fortune
szerencse	reichtum
szerencse	glücklich
szerencse	glücklichen
szerencse	glück
szerencse	lucky
szerencse	glück
termékeket	produkten
termékeket	produkte
termékeket	erzeugnisse
termékeket	produkt
sokoldalú	vielseitige
sokoldalú	vielfältig
sokoldalú	vielseitig
sokoldalú	vielseitiger
szalag	band
szalag	tape
szalag	klebeband
szalag	kassette
szalag	band
szalag	schleife
szalag	bänder
szalag	streifen
szalag	ausziehen
szalag	strip
vágás	schnitt
vágás	zerlegen
vágás	schneiden
vágás	zuschnitt
vágás	ausschneiden
vágás	schnitt
vágás	cut
vágás	schneiden
vágás	abschneiden
vágás	bearbeitung
vágás	schnitt
vágás	editieren
vágás	bearbeiten
vágás	redaktion
vágás	schlachten
vágás	schlachtung
vágás	gemetzel
vágás	schnitte
vágás	teilstücke
vágás	kürzungen
felismerhető	erkennbare
felismerhető	erkennbar
felismerhető	erkennbaren
felismerhető	erkennbaren
felismerhető	erkennbar
testek	karosserien
testek	gremien
testek	körper
testek	körperschaften
őrmester	sarge
őrmester	feldwebel
őrmester	wachtmeister
őrmester	sergeant
qui	qui
manhattan	manhattan
tisztviselő	verwaltungsrat
tisztviselő	administrator
tisztviselő	verwalter
tisztviselő	administratoren
tisztviselő	beamter
tisztviselő	offizielles
tisztviselő	offizielle
tisztviselő	offizieller
tisztviselő	offiziellen
vancouver	vancouver
állatorvos	tierarzt
állatorvos	berufsbildung
állatorvos	tierärztliche
állatorvos	veterinär
állatorvos	tierarzt
állatorvos	tierärzte
állatorvos	veterinärmedizin
állatorvos	tierarzt
szabályozása	regulieren
szabályozása	regulieren
szabályozása	regulierung
brüsszelben	brüssel
gátolja	hemmt
eugene	eugene
konstantinápoly	konstantinopel
prof	prof
prof	professor
fogadó	gastgeber
fogadó	host
fogadó	gastgeberin
fogadó	rechner
fogadó	wirt
fogadó	inn
fogadó	gasthof
fogadó	gasthaus
fogadó	gaststätte
fogadó	empfängers
fogadó	empfänger
fogadó	receiver
apostolok	gesandten
apostolok	apostel
szándékos	vorsätzliche
szándékos	absichtliche
szándékos	absichtlich
szándékos	vorsätzlich
szándékos	absicht
szándékos	absichtlich
szándékos	vorsätzlich
szándékos	vorsätzliche
hívő	gläubiger
hívő	gläubige
hívő	gläubig
hívő	gläubigen
kezdetleges	rudimentäre
egyetemek	hochschule
egyetemek	hochschulen
egyetemek	universitäten
abdul	abdul
abdul	abd
app	applikation
app	app
app	anwendung
íze	probieren
íze	schmecken
íze	geschmack
íze	schmeckt
íze	geschmack
túlélő	überlebenden
túlélő	überlebende
túlélő	hinterbliebene
túlélő	hinterbliebenen
túlélő	überleben
túlélő	überlebenden
túlélő	überlebt
túlélő	überlebenden
túlélő	überlebende
túlélő	hinterbliebene
graf	graf
tengerparton	meer
tengerparton	sandstrand
tengerparton	strände
tengerparton	strand
kristályos	crystal
kristályos	kristalle
kristályos	kristall
kristályos	kristallines
xavier	xavier
xavier	xaver
csúnya	hässlichen
csúnya	hässliche
csúnya	hässlich
csúnya	hässlicher
csúnya	böse
csúnya	eklig
viszonylagos	relative
viszonylagos	relativ
viszonylagos	relativer
viszonylagos	verwandte
oregon	oregon
sztár	sternchen
sztár	star
sztár	sterne
sztár	stern
kevesebbet	weniger
kevesebbet	abzüglich
silvio	silvio
egyensúly	waage
egyensúly	bilanz
egyensúly	balance
egyensúly	gleichgewicht
egyensúly	ausgewogenheit
egyensúly	gleichgewicht
xxii	xxii
orlando	orlando
june	juni
june	june
bernhard	bernhard
jevgenyij	jewgeni
díszítették	geschmückt
megegyezés	abwicklung
megegyezés	abrechnung
megegyezés	ansiedlung
megegyezés	siedlung
megegyezés	abkommen
megegyezés	vereinbarung
megegyezés	übereinkunft
megegyezés	vertrag
megegyezés	übereinkommen
megegyezés	vereinbarung
megegyezés	absprache
megegyezés	regelung
megegyezés	anordnung
megegyezés	arrangement
felépített	aufgebaut
felépített	gebaut
felépített	errichtet
felépített	erbaut
kidolgozása	ausarbeitung
kidolgozása	erarbeitung
kidolgozása	erstellung
összefüggés	zusammenhang
összefüggés	kontext
barcelonai	barcelona
igazolja	rechtfertigt
igazolja	rechtfertigen
igazolja	begründen
igazolja	rechtfertigung
vándor	wanderer
ingatlan	grundstück
ingatlan	eigenschaft
ingatlan	immobilien
ingatlan	immobilie
ingatlan	eigentum
ital	getränk
ital	getränke
ital	getränkeindustrie
ital	getränken
ital	getränk
ital	trink
ital	trinken
ital	trinkt
ital	getränke
ital	getränk
ital	getränkeindustrie
szemek	blicke
szemek	eyes
szemek	augen
szemek	körner
szemek	körnern
sovány	dünn
sovány	schlank
sovány	dünne
sovány	schmal
sovány	mager
sovány	lean
sovány	schlanke
sovány	lehnen
sovány	schlank
sovány	dünn
sovány	dünnen
sovány	dünne
olcsóbb	günstiger
olcsóbb	kostengünstiger
olcsóbb	günstigere
olcsóbb	billigere
olcsóbb	billiger
erődítmény	befestigung
erődítmény	festungen
erődítmény	befestigungsanlagen
erődítmény	befestigung
erődítmény	befestigungen
ciudad	ciudad
krónikák	chronik
krónikák	chroniken
hajóval	schiff
hajóval	schiffs
szintetikus	synthetischer
szintetikus	synthetische
szintetikus	synthetischen
szintetikus	synthesizer
szintetikus	synth
lezuhant	abgestürzt
lezuhant	stürzte
kézikönyv	handbuch
kézikönyv	anleitung
kézikönyv	manuell
kézikönyv	bedienungsanleitung
kézikönyv	manual
kézikönyv	handbuch
raf	raf
tizenkettedik	zwölfte
tizenkettedik	zwölften
tizenkettedik	twelfth
dio	dio
ügynökség	agentur
ügynökség	reisebüro
tobago	tobago
uralta	dominieren
uralta	dominierte
uralta	beherrscht
uralta	dominiert
uralta	beherrschte
átírni	umschreiben
átírni	neufassung
adler	adler
gmbh	gmbh
jet	jet
elhelyezve	positioniert
elhelyezve	platziert
elhelyezve	aufgestellt
zen	zen
bika	bull
bika	bulle
bika	stier
bika	ziff
alkalmaz	beschäftigen
alkalmaz	beschäftigt
szatirikus	satirische
hangos	lauten
hangos	lautes
hangos	laute
hangos	laut
hangos	lauter
hangos	lautes
hangos	laute
hangos	laut
mono	mono
lars	lars
polo	polo
