del	del
silvia	sylvia
sconfitti	bại
diesel	diesel
agricola	agricola
slovacchia	slovakia
sub	sub
vegas	vegas
ragno	nhện
ragno	spider
carrozzeria	thân
carrozzeria	body
dublino	dublin
lussemburgo	luxemburg
lussemburgo	luxembourg
francoforte	frankfurt
inedito	unreleased
quadrati	đc
quadrati	square
quadrati	vuông
lucky	may
lucky	lucky
idrogeno	hidro
idrogeno	hydrogen
idrogeno	hydro
ottone	otto
orologio	xem
orologio	pass
rotte	rô
separate	skill
siciliano	sicily
bank	ngân
bank	bank
masters	masters
ascoli	ascoli
approvata	nuôi
marrone	brown
marrone	nâu
ceramica	gốm
ceramica	gốm
ceramica	ceramic
ceramica	gốm
bravo	bravo
bravo	tốt
bravo	hay
bravo	ngon
vocali	thanh
vocali	vocal
legend	legend
cleveland	cleveland
madagascar	madagascar
hit	trúng
hit	đánh
julian	julian
edgar	edgar
raffaello	raphael
raffaello	pantheon
memorial	memorial
berlusconi	berlusconi
aurelio	aurelio
aurelio	aurelius
difficili	khó
tifosi	fans
tifosi	fan
giù	down
giù	xuống
tessuti	mô
tessuti	vải
josef	josef
martínez	martínez
finalisti	finalist
allan	allan
mina	mina
nacional	nacional
antonino	antonino
immediato	tức
leggeri	châm
leggeri	đèn
leggeri	nhạt
leggeri	nhẹ
carbone	than
carbone	than
carbone	carbon
carbone	cacbon
credito	credit
credito	gmail
adriatico	adriatic
adriatico	adriatico
adrian	adrian
regolari	thường
famose	nổi
fiamme	lửa
fiamme	lửa
august	august
kiss	hôn
kiss	kiss
seattle	seattle
seattle	seatle
nathan	nathan
topolino	mickey
topolino	chuột
wang	vương
wang	wang
sedici	sixteen
anticipo	advance
philadelphia	philadelphia
levi	levi
empire	empire
teatri	rạp
taglia	cut
taglia	cắt
taglia	méo
taglia	chém
taglia	cỡ
taglia	size
orange	cam
riposo	nghỉ
laser	laser
laser	laze
laser	laser
allenamento	workout
sergente	sarge
marchi	marks
borghese	borghese
channel	kênh
polemiche	controversies
antologia	anthology
ritardo	hoãn
ritardo	delay
ritardo	sen
ritardo	trễ
ritardo	khuya
ritardo	muộn
ritardo	hoãn
ritardo	trễ
louise	louise
soprannominato	dubbed
lima	lima
bande	bands
beata	phước
bis	encore
werner	werner
perfetta	hảo
perfetta	flawless
marsiglia	marseille
marsiglia	marseilles
marsiglia	marseille
marsiglia	marseilles
into	thấu
marcos	marcos
periferia	suburb
cranio	skull
cranio	sọ
cranio	quang
nono	đoàn
que	que
cosenza	cosenza
borgogna	bourgogne
borgogna	burgundy
orizzontale	ngang
catturare	bắt
catturare	chụp
catturare	capturing
assisi	assisi
strati	lớp
strati	layer
strati	lớp
campana	campana
campana	chuông
campana	bell
hart	hart
frederick	friedrich
frederick	frederick
tombe	graves
tombe	đào
studia	học
ricostruita	reconstructed
gambe	chân
gambe	xương
puro	sạch
miles	miles
miles	phít
miles	km
miles	dặm
connessione	hã
olandesi	bản
olandesi	hoà
olandesi	dutch
var	var
marcus	marcus
marittima	maritime
full	say
full	full
full	đầy
classiche	classics
classiche	classic
spot	spot
spot	điểm
batterie	pháo
batterie	pin
batterie	bình
batterie	pin
minnesota	minnesota
gigi	gigi
riservato	reserved
jake	jake
murphy	murphy
premiato	thưởng
armatura	giáp
armatura	armour
armatura	giáp
buio	dark
buio	tối
buio	darkness
dono	tặng
laterza	laterza
aaron	aaron
jules	jules
johannes	johannes
main	chính
main	main
munizioni	đạn
munizioni	ammo
trionfo	triumph
lettori	reader
ohio	ohio
glenn	glenn
gemelli	twin
gemelli	song
gemelli	twins
invitato	mời
presumibilmente	supposedly
lane	lane
lane	làn
torres	torres
incluse	gồm
incluse	kèm
dame	dame
virgilio	virgil
grassi	fats
grassi	grassi
grassi	béo
grassi	mập
grassi	fat
panzer	panzer
cecilia	cecilia
marziali	martial
morris	morris
depressione	depression
dirigenti	executives
javier	javier
petto	ngực
petto	vú
petto	ngực
petto	breast
igor	igor
devil	devil
devil	quỷ
terrestri	terrestrial
rilievi	reliefs
biografie	biographies
pavimento	tầng
pavimento	sàn
zucchero	đường
zucchero	sugar
pdc	pdc
este	este
clero	clergy
rappresentazioni	representations
soppressione	suppression
pérez	perez
hugh	hugh
again	lại
specializzata	chuyên
valencia	valencia
variazione	đổi
variazione	thay
archivi	archives
away	xa
away	phí
pirati	pirates
tavole	bảng
tavole	bàn
veneziano	venetian
wallace	wallace
loggia	loggia
pesaro	pesaro
sultano	sultan
toro	toro
toro	taurus
toro	ngưu
toro	bò
toro	bull
superman	superman
mass	nhái
mass	mass
massimi	maxima
after	theo
after	sau
kiev	kyiv
kiev	kiev
phoenix	phượng
phoenix	phoenix
alluminio	nhôm
alluminio	nhôm
vendere	bán
vendere	bán
corno	sừng
corno	kèn
corno	horn
futuri	lai
rachel	rachel
immacolata	spotless
immacolata	immaculate
canti	ca
canti	hát
canti	chants
elia	elijah
elia	elia
elia	elias
bersaglio	đo
manifesto	poster
napoletano	napoletano
fedeltà	fidelity
raw	raw
raw	thô
integrato	integrated
integrato	nhúng
perfino	chính
watson	watson
interfaccia	giao
mod	mod
reynolds	reynolds
istanbul	istanbul
colorado	colorado
separati	skill
etiopia	ethiopia
sandra	sandra
soggiorno	stay
illinois	illinois
magico	thuật
magico	magic
orleans	orleans
spalla	vai
spalla	sidekick
challenge	thạch
challenge	thách
scipione	scipio
scipione	scipione
bach	bach
getto	jet
phillips	philips
phillips	phillips
giocate	play
giocate	chơi
giocate	at
sentito	nghe
sloveno	slovene
call	gọi
call	call
call	cẩm
indiani	indians
scalo	stopover
biagio	biagio
biagio	blaise
giganti	giants
giganti	giant
giganti	toshiba
zia	dì
zia	dì
zia	dì
zia	zia
traduzioni	dịch
traduzioni	dịch
happy	phúc
happy	vui
estrazione	trekking
minerali	quặng
minerali	khoáng
ticino	ticino
mondi	worlds
mozart	mozart
bmw	bmw
campionessa	cọc
campionessa	champion
adolfo	adolfo
adolfo	adolphus
adolfo	adolphe
adolfo	adolf
installazione	tráo
spin	spin
spin	quay
michigan	michigan
violoncello	cello
monferrato	montferrat
monferrato	monferrato
gac	gac
esposti	lộ
joão	joão
leon	leon
alexandre	alexandre
colli	nát
colli	đồi
colli	hills
grotte	hang
alessandra	alexandra
alessandra	alessandra
abiti	váy
assi	aces
assi	ách
assi	trục
rodríguez	rodriguez
rodríguez	rodríguez
hop	hop
cristoforo	cristoforo
cristoforo	christopher
ernest	ernest
carrara	carrara
severo	severus
severo	severo
severo	nặng
severo	stern
cecil	cecil
pallone	bóng
pallone	banh
attraversato	dấu
adatta	hợp
arizona	arizona
wagner	wagner
cristallo	crystal
secco	lau
secco	khô
annibale	hannibal
crollo	sập
cosimo	cosimo
body	thân
body	body
amanda	tô
amanda	amanda
picco	peak
negozi	shop
rca	rca
cancellazioni	hủy
dit	dit
ignazio	ignacio
ignazio	ignatius
ignazio	ignazio
ronald	ronald
retro	retro
naso	mũi
melbourne	melbourne
ghost	ghost
ghost	ma
harvey	harvey
isaac	isaac
pausa	break
pausa	phá
razze	xáo
know	biết
hunt	hunt
hunt	săn
coloni	settlers
testimone	chứng
tele	tele
sposare	marry
sposare	cưới
palmer	palmer
scrivi	viết
scrivi	ghi
scrivi	gõ
reed	reed
emily	emily
rivalità	rivalry
rivalità	rivalries
sequel	sequel
pellicole	phim
pellicole	phim
pellicole	film
hms	hms
transizione	dốc
transizione	transitional
taiwan	taiwan
pour	rót
pour	đổ
pour	pour
müller	müller
müller	muller
müller	muller
xxi	xxi
cantato	sang
cantato	soong
cantato	sung
freccia	arrow
stellare	stellar
colpevole	huệ
colpevole	tội
claire	claire
concorrente	tap
libia	libya
uniforme	uniform
josh	josh
ribellione	loạn
raro	hiếm
fausto	fausto
fausto	faust
dimostrazione	demo
run	chạy
aperti	download
aperti	mở
aperti	má
cavo	cáp
carmelo	carmelo
carmelo	carmel
separata	skill
siviglia	sevilla
siviglia	seville
invita	mời
invita	mời
residente	resident
umbria	umbria
atletico	athletic
holmes	holmes
diga	dam
diga	đập
contemporaneo	contemporary
trasformare	biến
associati	associates
filadelfia	philadelphia
vertice	summit
vertice	vertex
gregory	gregory
narrativa	fiction
procuratore	tố
dar	dar
uguali	bằng
macchia	mờ
macchia	blur
intenzioni	intentions
rudolf	rudolf
soglia	ngưỡng
hope	mong
hope	xoa
automatica	động
automatica	tự
pirenei	pyrénées
pirenei	pyrenees
guardare	xem
guardare	pass
perielio	perihelion
rivali	rivals
manoscritti	manuscripts
rettore	dean
rettore	rector
beatles	beatles
beatles	beatle
lou	lou
tubo	ống
tubo	ống
adottata	nuôi
canonico	canon
rex	rex
giove	jupiter
arrivata	đến
arrivata	tới
cesena	cesena
rogers	rogers
imperatrice	empress
intervallo	tầm
divisi	chia
violinista	violinist
true	thật
true	đúng
analogo	analogue
slovenia	slovenia
negativa	âm
negativa	ám
gaio	gaius
organista	organist
crociera	cruising
crociera	cruise
sonic	sonic
carol	carol
han	hàn
han	han
han	hán
pura	sạch
inaugurazione	mở
adolf	adolf
correre	chạy
eccezionalmente	exceptionally
beat	đánh
beat	phật
sprint	sprint
dinamo	dynamo
dinamo	dinamo
liberty	liberty
trinità	trinity
guillermo	guillermo
gallia	gaulois
gallia	gaul
aggiungendo	thêm
cipro	síp
demoni	khổn
demoni	ám
demoni	quỷ
demoni	quỷ
massachusetts	massachusetts
corde	dây
corde	chuỗi
corde	strings
cellula	cell
cellula	airframe
mine	mìn
mine	mỏ
mine	mine
digimon	digimon
leggende	legend
saverio	xavier
saverio	saverio
cava	quarry
cava	cava
sospetto	nghi
terminale	trạm
terminale	tận
lombardi	lombardi
benzina	xăng
benzina	xăng
elementare	tiểu
reggente	regent
five	năm
rispettare	bai
olanda	holland
hal	hal
consentito	phép
cantare	ca
cantare	hát
cantare	hát
cantare	hót
fischio	còi
fischio	sáo
lodi	lodi
teramo	teramo
indie	indie
suite	suite
suite	suites
qualifica	qualifying
guillaume	guillaume
lino	lino
lino	lanh
ira	ira
make	pha
conduzione	conduction
curtis	curtis
enormi	huge
nina	nina
nodo	node
nodo	nút
nodo	gút
nodo	knot
unire	trộn
pasta	pasta
pasta	mì
pasta	dán
pasta	dã
massacro	carnage
rolling	lướt
fall	sáp
fall	rơi
fall	sút
fall	ngã
leoni	leoni
leoni	lions
convegno	thảo
boemia	bohemia
centimetri	centimet
centimetri	cm
centimetri	cm
ginnastica	turn
amanti	lovers
mason	mason
odore	mùi
alain	alain
algeria	algerian
algeria	algérie
algeria	algeria
algeria	algérie
organico	organic
trattare	đãi
catene	xích
catene	xích
catene	đinh
rara	hiếm
rimuovere	bỏ
rimuovere	xóa
eyes	mắt
ultimate	ultimate
face	face
face	mặt
sinonimi	synonym
vettore	vector
appassionato	enthusiast
appassionato	hâm
mons	mons
sensibilità	susceptibility
sensibilità	nhạy
sensibilità	sensibility
dominazione	domination
dominazione	dominance
causando	gây
gola	họng
gola	gorge
irene	irene
soap	xà
mvp	mvp
gatti	mèo
gatti	cats
cameron	cameron
sforza	sforza
cintura	đai
gorizia	gorizia
uccisione	giết
marziale	martial
giovan	giovan
parchi	parks
uruguay	uruguay
felix	felix
cook	cook
cook	nấu
lotte	lotte
birra	beer
birra	bia
birra	beers
birra	bia
fallito	mài
stanze	phòng
dita	ngón
dita	finger
klaus	klaus
altopiano	highland
sierra	sierra
jeremy	jeremy
copa	copa
becker	becker
cannes	cannes
volare	fly
volare	ruồi
volare	bay
volare	flying
volare	bay
pontificia	pontifical
ambientali	ctp
hepworth	hepworth
tubi	tuber
scafo	hull
positivi	dương
money	tiền
money	tien
consorzio	consortium
inviare	gửi
inviare	gởi
trek	trek
vasi	nồi
amor	amor
picture	ảnh
stili	dáng
stili	styles
costanza	constance
par	par
par	parr
legenda	legend
povertà	nghèo
fibre	tơ
fibre	fiber
fibre	sợi
fibre	sợi
fibre	tơ
avellino	avellino
crociata	crusade
crociata	crusades
españa	españa
beck	beck
veloci	mau
veloci	nhanh
veloci	mau
veloci	nhanh
xxx	xxx
caduto	rớt
caduto	rơi
caduto	té
caduto	ngã
caduto	ngã
leslie	leslie
sorgenti	nguồn
jedi	jedi
annunziata	annunziata
bizantina	byzantine
clara	clara
quartetto	tấu
productions	production
productions	productions
prezzi	giá
enzima	enzyme
enzima	enzym
poetessa	thơ
coloniale	colonial
aviatore	aviator
gang	manh
gang	đảng
gang	đám
gang	lũ
lana	len
lana	lana
disastro	họa
costanzo	costanzo
testimoni	chứng
magnus	magnus
quattordici	fourteen
tronco	torso
camere	phòng
qualifiche	qualifying
cresta	ridge
cresta	đèo
solido	đặc
muri	walls
muri	tường
catanzaro	catanzaro
owen	owen
kenneth	kenneth
randy	randy
marta	marta
marta	martha
short	bài
short	ngắn
short	short
short	lá
oslo	oslo
grammy	grammy
where	đâu
serpente	rắn
illustrato	illustrated
vincente	thang
vincente	thắng
doria	doria
rare	hiếm
bosnia	bô
artistiche	nghệ
rivolte	loạn
rivolte	riot
cornice	khung
vivente	sống
vivente	living
capitan	trưởng
nona	đoàn
lapide	tombstone
sapienza	sapienza
sapienza	wisdom
vampiro	vampire
strisce	dải
recitazione	diễn
drive	chạy
drive	cán
dottorato	phd
miracolo	diệu
corda	dây
corda	chord
ninja	ninja
ninja	ninja
incinta	thai
incinta	bầu
feltrinelli	feltrinelli
annessione	annexation
cittadella	thành
cittadella	citadel
fortunato	may
fortunato	lucky
fortunato	fortunato
human	human
afelio	aphelion
corsica	corse
corsica	corsica
trophy	cúp
carnevale	carnival
impulso	nhịp
impulso	mạch
impulso	xung
lucy	lucy
asiatico	asiatic
eco	eco
eco	echo
lars	lars
wikipediani	wikipedians
latini	latin
urbino	urbino
powell	powell
ricognizione	recon
ricognizione	reconnaissance
mind	phiền
lento	chậm
lento	phím
illustratore	illustrator
venduta	bán
mars	mars
jonas	jonas
public	công
thailandia	thailand
rit	rit
radiazione	xạ
veda	veda
sopravvivenza	survival
xavier	xavier
visitatori	khách
visitatori	khách
roberta	roberta
saltare	nhảy
saltare	skip
saltare	nhảy
laguna	laguna
laguna	đầm
laguna	lagoon
alpha	alpha
alpha	alfa
derek	derek
nestor	nestor
stoccarda	stuttgart
castiglione	castiglione
tullio	tullius
galli	galli
galli	gaulois
galli	gauls
galli	cocks
ricostruito	reconstructed
butler	butler
walt	walt
vendute	bán
volti	mặt
verlag	verlag
mississippi	mississippi
armeno	armenia
miniere	mỏ
miniere	mìn
rilascio	release
rilascio	nhả
uniche	unique
ashley	ashley
afghanistan	afghanistan
miranda	miranda
attilio	attilio
missile	tiễn
missile	rocket
pugno	đấm
pugno	punch
pugno	bó
liegi	liège
astronomia	astronomy
saudita	saudi
ezio	ezio
corruzione	hối
corruzione	nhũng
mila	mila
spettro	ghost
spettro	ma
spettro	spectre
spettro	spectrum
spettro	specter
pannelli	bảng
garcia	garcia
garcia	garcia
garcia	garcía
genera	tạo
illuminazione	lighting
doge	doge
incrociatori	cruisers
singapore	singapore
fisher	fisher
minacce	mối
armstrong	armstrong
mezzogiorno	mezzogiorno
mezzogiorno	noon
mezzogiorno	trưa
mangiare	ăn
mangiare	ăn
aurora	aurora
trappola	bẫy
trappola	tráp
albano	albano
bucarest	bucharest
karen	karen
cortina	cortina
esposta	lộ
bang	đục
bang	bang
bang	boom
fattoria	farm
camp	camp
camp	trại
barriera	barrier
petrolio	nhớt
petrolio	dầu
mas	mas
jaime	jamie
jaime	jaime
avanguardia	vanguard
primario	chính
bin	bin
duncan	duncan
amata	yêu
arancione	cam
legnano	legnano
lipsia	leipzig
orazio	orazio
orazio	horatio
orazio	horace
tyler	tyler
elite	elite
joel	joel
alpini	alpine
incisione	etching
incisione	rạch
wendy	wendy
stand	đứng
stand	booth
rom	rom
rom	roma
sacramento	sacramento
xbox	xbox
rabbia	dại
julien	julien
edwin	edwin
kenny	kenny
spinto	đẩy
uscite	thoát
uscite	exit
uscite	thoát
seven	seven
seven	bảy
manhattan	manhattan
imparare	học
imparare	ngộ
imparare	học
rari	hiếm
romanico	romanesque
debito	nợ
hank	hank
adventures	adventures
falco	falcon
falco	hawk
falco	falco
torinese	torinese
foster	foster
ristampa	reissue
ristampa	reprint
lirica	lyric
lirica	lyrical
madame	madame
marx	marx
daniela	daniela
storm	bão
fretta	rush
elsa	elsa
battesimo	christening
laurent	laurent
prestazione	suất
medioevale	medieval
carla	carla
digitali	digital
glasgow	glasgow
controlla	tra
hawaii	hawaii
reliquie	relic
dolci	kẹo
dolci	bánh
dolci	sweet
dolci	ngọt
malcolm	malcolm
malcolm	malcom
pole	cực
pole	pole
pole	cột
espressa	express
poggio	poggio
false	sai
false	giả
evil	xấu
evil	ác
censura	censorship
browser	duyệt
ombre	bóng
ombre	bóng
ombre	shadow
nasa	nasa
alonso	alonso
ducale	ducal
ducale	ducale
margini	lề
margini	margin
margini	lề
stevens	stevens
doug	doug
gilles	gilles
imo	imo
pakistan	pakistan
rod	rod
ltd	ltd
unesco	unesco
sonata	sonata
crema	kem
crema	cream
assia	hessen
assia	hesse
profeta	tri
cartone	carton
cartone	bìa
bando	chuông
bando	quận
provenza	provence
incredibile	amazing
incredibile	unbelievable
patricia	patricia
bond	bond
basilea	basle
basilea	basel
ana	ana
rap	rap
sparta	sparta
baroni	bá
six	six
six	sáu
cileno	chile
veronica	veronica
generare	tạo
valvole	van
valvole	van
tolosa	toulouse
maya	maya
pink	pink
pink	hồng
acquistare	mua
acquistare	mua
parodia	parody
wells	wells
wells	giếng
alejandro	alejandro
pasqua	easter
ordina	xếp
made	chế
too	quá
too	khoáng
too	too
marketing	marketing
ventura	ventura
turni	ca
cole	cole
collaborazioni	collaborations
ribelle	rebel
dinamica	dynamics
dinamica	động
apparsa	gây
trampolino	lót
trampolino	trampoline
emi	emi
plastica	nhựa
plastica	nhựa
plastica	plastic
vantaggi	lợi
clarke	clarke
gun	súng
narrazione	narration
navrátilová	navratilova
osservatore	observer
osservatore	watcher
fair	fair
original	gốc
original	tác
diamante	zô
diamante	diamond
divino	liêng
divino	divine
caos	chaos
planet	tinh
shaw	shaw
globe	globe
volontario	nguyện
hughes	hughes
linux	linux
ivo	ivo
riservata	reserved
alaska	alaska
tradurre	dịch
tradurre	dịch
attendere	đợi
attendere	chờ
attendere	khoan
tipografia	typography
adesione	accession
indonesia	indonesia
appennino	apennines
cara	hon
cara	cưng
cara	cara
ricostruire	tái
nikolaj	nikolai
nikolaj	nicolai
nikolaj	nikolai
nikolaj	nicolai
nikolaj	nikolay
mann	mann
banche	banks
validi	lệ
piombo	dẫn
piombo	chì
gustav	gustav
nazisti	nazi
nazisti	nazis
sita	sita
bon	bon
faro	faro
edimburgo	edinburgh
hood	mui
hood	hood
cripta	crypt
uovo	trứng
boeing	boeing
livio	livio
grasso	grease
grasso	mỡ
grasso	béo
grasso	mập
grasso	fat
febbre	sốt
sella	sale
cacciatore	hunter
mattoni	gạch
mattoni	gạch
mattoni	brick
seta	lụa
primera	primera
animati	hoạt
estetica	aesthetic
sonno	ngủ
sonno	ngự
sonno	ngủ
shadow	bóng
shadow	shadow
occupare	chiếm
occupare	chiếm
chiostro	cloister
incisioni	engravings
lopez	lopez
progressivo	progressive
sardo	sardinian
rischi	liều
rischi	ro
fusto	cuống
rumore	nhiễu
specializzato	chuyên
palestina	palestine
rinascita	rebirth
rinascita	revival
pompeo	pompey
kyle	kyle
abc	abc
scout	scout
scout	scouts
arabia	rập
divieto	ban
divieto	cấm
earl	earl
earl	lô
nana	nana
intelligente	minh
intelligente	khôn
navarra	navarre
navarra	pamplona
navarra	navarra
abraham	abraham
michail	mikhail
michelle	michelle
square	đc
square	square
square	vuông
anversa	antwerp
steel	thép
magica	thuật
magica	magic
bacio	hôn
bacio	hôn
bacio	kiss
spara	bắn
elisa	eliza
elisa	elisa
mediaset	mediaset
generico	generic
guarnigione	garrison
coll	coll
incantesimo	spell
spade	gươm
spade	kiếm
spade	bích
senna	seine
senna	senna
oliva	olive
oliva	ôliu
oliva	oliva
bureau	bureau
bureau	cục
orsini	orsini
innocenzo	tội
ramírez	ramírez
ramírez	ramirez
medievali	medieval
diamond	zô
diamond	diamond
chang	chang
miniera	mỏ
miniera	mine
umanista	humanistic
battute	đùa
trovate	tìm
nido	nest
nido	tổ
belli	đẹp
belli	belly
bundesliga	bundesliga
riso	gạo
riso	cơm
player	player
volpe	fox
volpe	cáo
poker	poker
mortale	fatal
strana	weird
strana	rar
strana	lạ
strana	lạ
guitar	guitar
guitar	ghita
vinti	won
vinti	thắng
some	cầy
sommergibile	submersible
denver	denver
costruttore	builder
pci	pci
württemberg	württemberg
baptiste	baptiste
toscano	tuscan
vicente	vicente
intel	intel
elettrici	điện
cicero	cicero
batte	hê
batte	sọc
bonifacio	bonifacio
bonifacio	bônifaciô
loira	loire
madison	madison
lupi	sói
lupi	soi
lupi	wolf
lupi	sói
capolinea	terminus
moretti	moretti
dirty	bẩn
dirty	hủ
dirty	dơ
sosta	stopover
wisconsin	wisconsin
gesuita	jesuit
lang	lang
restaurato	khôi
tunisia	tunisia
sconfiggendo	defeating
joey	joey
sophie	sophie
povero	nghèo
povero	nghiệp
turistico	touristic
rivelazione	khải
impegnata	bận
meyer	meyer
sottili	mỏng
sottili	gầy
sottili	thin
cmq	btw
spia	điệp
viso	face
viso	mặt
fischer	fischer
fiamma	lửa
brooks	brooks
dorothy	dorothy
facebook	facebook
motion	motion
byron	byron
angiò	anjou
gómez	gomez
gómez	gómez
gómez	gómez
dotazione	endowment
annie	annie
fianchi	hip
fianchi	hông
fianchi	hông
fianchi	hips
bull	ngưu
bull	bò
bull	bull
deboli	xỉu
deboli	yếu
deboli	nhược
metalli	co
mit	mit
mit	mit
mit	mlt
diminuzione	giảm
conferenze	conferences
andrés	andres
andrés	andrés
loc	loc
vulcano	vulcan
dialoghi	thoại
adelaide	adelaide
radiale	radial
schmidt	schmidt
schmidt	schmitt
ice	băng
ice	đá
ice	is
sepoltura	táng
cohen	cohen
tumore	bướu
biografico	biographical
break	break
break	phá
harvard	havard
harvard	harvard
bolognese	bolognese
mantello	cape
mantello	choàng
mantello	mantle
angoli	góc
angoli	ngách
edge	mép
edge	edge
edge	rìa
edge	cạnh
duchi	dukes
duchi	duke
sospetti	nghi
sospetti	nghi
sanità	khỏe
contribuisce	contributes
contribuisce	góp
imposta	đặt
imposta	set
imposta	thuế
zhang	trương
estone	estonia
split	tách
split	chia
miti	myths
tigre	tiger
tigre	cọp
tigre	hổ
tigre	hổ
tigre	tigre
portico	hiên
portico	porch
portico	portico
hudson	hudson
subsp	subsp
bordeaux	bordeaux
provocando	gây
amiche	bè
corolla	corolla
tales	tales
emiliano	emiliano
mercurio	mercury
martirio	martyrdom
fascio	beam
fascio	gói
uci	uci
montenegro	montenegro
aiuti	aid
vasco	vasco
damiano	damien
damiano	damian
damiano	damiano
remake	remake
burton	burton
birmingham	birmingham
fleming	fleming
cfr	cfr
berlina	sedan
cold	lạnh
creek	lạch
creek	creek
emerge	emerge
emerge	emerges
suddivisioni	subdivisions
suprema	supreme
marchesi	marchesi
metallica	metallica
ruth	ruth
dee	dee
scartamento	gauge
tip	mẹo
kane	kane
orléans	orleans
orléans	orléans
complessità	complex
cliff	vuốt
cliff	cliff
cum	cum
celebrazione	lễ
voluta	wanted
resistere	cưỡng
resistere	kiềm
ecuador	ecuador
sainte	sainte
fiandre	flanders
koch	koch
cox	cox
numerazione	numbering
viterbo	viterbo
montevideo	montevideo
soddisfare	satisfy
cantieri	mét
toledo	toledo
paulo	paulo
segmento	đoạn
teodoro	theodore
teodoro	teodoro
ass	đít
ass	mông
chiusi	đóng
ginocchio	gối
guadagnare	giành
sullivan	sullivan
wind	gió
jackie	jackie
mancini	mancini
duetto	duets
lara	lara
early	sớm
ellis	ellis
conquistata	lĩnh
chiavi	keys
chiavi	phím
chiavi	key
chiavi	khóa
chiavi	phím
celle	cell
celle	celle
vivi	sống
vivi	live
vivi	sống
vivi	live
vivi	alive
nativo	native
martello	búa
martello	martell
rangers	rangers
rangers	kích
atomi	nguyên
atomi	atom
spa	spa
muoversi	dời
muoversi	chuyển
pittsburgh	pittsburgh
ein	ein
elicottero	helicopter
elicottero	thăng
elicottero	chopper
affluente	purus
rain	rain
rain	mưa
montgomery	montgomery
trailer	trailer
marcelo	marcelo
cbs	cbs
helsinki	helsinki
mother	mẹ
caserta	caserta
progettista	designer
lecco	lecco
mista	võ
brandon	brandon
medina	medina
islanda	iceland
compositori	composers
wikilink	wikilink
sentieri	banner
sentieri	vết
sentieri	vệt
sentieri	trails
periodico	periodical
dose	liều
patti	patti
restaurata	khôi
orto	orto
walsh	walsh
hardcore	hardcore
helena	helena
another	khác
pinacoteca	pinacoteca
gil	gil
ladro	trộm
mel	mel
streghe	charmed
streghe	thuỷ
streghe	thủy
alias	aka
percy	percy
electric	điện
falsa	sai
falsa	giả
falsa	giả
falsa	fake
superficiale	cạn
kill	giết
papà	bố
papà	bố
papà	papa
faenza	faenza
sergej	sergey
sergej	sergei
bottiglia	chai
muscolare	muscle
senior	sr
senior	senior
genesi	genesis
log	log
pereira	pereira
seduta	ngồi
pellegrino	pilgrim
pellegrino	pellegrino
discendenza	bloodline
hero	hero
hero	hùng
hero	hoàn
frammento	đoạn
frammento	shard
gibson	gibson
combattenti	combatants
alieni	alien
vini	rượu
vini	vang
vinile	vinyl
avenue	avenue
incursioni	raids
jenny	jenny
minoranze	minorities
distacco	detachment
mancata	lỡ
cometa	comet
aquitania	aquitaine
kit	kitts
kit	kit
vampiri	vampire
colombiano	colombia
ragusa	ragusa
separato	skill
mori	mori
sparare	bắn
correggere	đúng
imminente	sắp
duke	duke
portate	mang
virtuale	ảo
midi	midi
danilo	danilo
capua	capua
loco	loco
wonder	wonder
wade	wade
gravidanza	thai
mercante	buôn
negativi	âm
negativi	ám
battere	đánh
battere	phật
raffigura	depicts
grassetto	đậm
grassetto	bold
riscatto	ransom
calda	ấm
brien	brien
marion	marion
ferreira	ferreira
edmund	edmund
fitzgerald	fitzgerald
abu	abu
holland	holland
tastierista	keyboardist
versailles	versailles
cicerone	cicero
malato	bệnh
malato	ốm
malato	cúm
pagani	pagan
pagani	pagani
registra	album
sandy	sandy
libano	liban
libano	lebanon
consegnato	nộp
jana	tei
jana	jana
harper	harper
galeazzo	galeazzo
campane	chuông
chieti	chieti
heinz	heinz
automobili	oto
automobili	ôtô
elettroni	electron
march	march
lynn	lynn
césar	cesar
césar	césar
césar	césar
lunare	lunar
ufc	ufc
ufc	cfu
hearts	nhép
hearts	cơ
hearts	hearts
dichiarata	tuyên
pozzi	wells
pozzi	giếng
dipendenza	dependence
dipendenza	nghiện
dipendenza	addiction
bolivia	bolivia
insegnare	dạy
insegnare	dạy
levante	levante
levante	levant
centenario	centenary
centenario	centennial
yang	dương
yang	yang
pia	pia
salvataggio	cứu
distinto	reel
rieti	rieti
osso	xương
osso	bone
chen	chen
chen	trần
pippo	goofy
bristol	bristol
rich	vương
rich	giàu
rich	rich
anatomia	anatomy
compressione	nén
conan	conan
beverly	beverly
trecento	trecento
sposta	dời
sposta	chuyển
armonia	harmony
edison	edison
esposte	lộ
viareggio	viareggio
patty	patty
ain	ain
meeting	họp
bestia	beast
bestia	tã
gioacchino	joaquim
gioacchino	joachim
ibge	ibge
maine	maine
spam	spam
circle	tròn
circle	lượn
draghi	rồng
circuiti	mạch
eye	eye
eye	mắt
coupé	coupe
landkreis	landkreis
buffalo	trâu
buffalo	buffalo
pam	pam
suddivisi	chia
sasso	sasso
sasso	đá
sasso	rock
lituania	litva
lituania	lithuania
facilità	nhẹ
datazione	dating
furto	cướp
furto	trộm
cabina	taxi
cabina	cab
cabina	xi
cabina	chòi
cabina	cabin
bennett	bennett
bennett	bennet
pensieri	suy
circo	xiếc
circo	circus
ebreo	hebrew
bush	bush
chelsea	chelsea
olimpia	olympia
