から	nga
マーチ	marshim
マーチ	mars
グスタフ	gustav
歓迎	mirësevini
屋外	outdoor
仮説	hipoteza
孤独	vetmuar
孤独	vetmia
孤独	vetmia
バラード	balada
押す	shty
押す	push
押す	shtyjë
押す	shtyni
ニックネーム	pseudonimi
ニックネーム	nofka
ニックネーム	pseudonimin
ニックネーム	nofkë
ニックネーム	pseudonim
ニックネーム	pseudonimet
ハイウェイ	autostrada
ハイウェイ	autostradës
ハイウェイ	autostradë
ハイウェイ	autostrade
等しい	barabartë
等しい	barabart
等しい	baraz
パーフェクト	perfekt
パーフェクト	perfect
パーフェクト	perfekte
パーフェクト	përsosur
アイスランド	islandë
アイスランド	islanda
クン	kung
カスタム	personalizuar
土井	doi
アーチ	harqet
アーチ	harku
アーチ	arch
アルバート	alberti
アルバート	albert
容器	enë
容器	konteinerë
アンソロジー	antologjia
ケルン	këln
ケルン	kolonjë
ケルン	köln
青島	qingdao
コリン	collin
コリン	colin
コリン	kolin
告発	akuzë
告発	akuzat
屋上	kulm
屋上	kulmi
屋上	çati
屋上	çatia
バックス	dollarë
カウ	lop
カウ	lopë
カウ	lopa
墓所	varri
墓所	varr
墓所	varreza
墓所	varrezë
キングス	kings
キングス	mbretër
キングス	mbretërit
動機	motiv
動機	motivi
ラボ	laboratori
ラボ	lab
ラボ	laborator
フィクション	trillim
フィクション	trillime
フィクション	trillimi
今夜	sonte
坂田	sakata
ミラクル	mrekullia
ミラクル	mrekulli
ピート	pete
ピート	pit
自伝	autobiografia
ウォーク	shetitje
ウォーク	ecim
ウォーク	ec
アピール	apeli
アピール	apel
悲しみ	hidhërim
悲しみ	pikëllimi
悲しみ	trishtimi
悲しみ	trishtimin
悲しみ	trishtim
悲しみ	hidhërim
悲しみ	trishtimi
悲しみ	pikëllim
悲しみ	pikëllimi
プロセッサ	processor
プロセッサ	proçesi
ポプラ	plepi
スターリン	stalin
武道	budo
コカ	coca
十八	tetëmbëdhjetë
遠い	larg
遠い	largësi
遠い	largët
運転手	shofer
運転手	shoferi
パレスチナ	palestinë
パレスチナ	palestinez
パレスチナ	palestineze
正直	sinqerisht
正直	ndershmërisht
正直	sinqeritet
正直	sinqeriteti
正直	ndershmëria
正直	sinqertë
正直	ndershëm
レジャー	leisure
スマイル	buzëqesh
スマイル	buzëqeshje
スマイル	smile
夏目	natsume
暴動	trazira
暴動	trazirat
暴動	trazirat
暴動	trazira
暴動	trazirave
美咲	misaki
ゴシック	gotik
サイレント	heshtur
調節	përshtatje
調節	rregullimi
コロン	kolon
内装	brendshme
内装	brendshëm
ムスリム	mysliman
ムスリム	muslimani
ムスリム	muslimane
ムスリム	muslim
ムスリム	musliman
ムスリム	muslimanët
ムスリム	muslimanë
ムスリム	myslimanët
アサ	kanabis
プラスチック	plastikë
プラスチック	plastikë
プラスチック	plastike
プラスチック	plastik
血管	vaskulare
サイモン	simon
サイモン	simoni
ベートーヴェン	beethoven
ウラ	ulla
引数	argumentet
引数	argumente
エビ	karkaleca
エビ	karkalecat
麻薬	narkotike
総統	führer
土壌	dheu
土壌	dheut
間接	indirekte
間接	indirekt
間接	indirect
感動	impresionuar
感動	prekëse
リム	disqe
パラメータ	parametrat
パラメータ	parametrave
高地	malësi
高地	malor
ピッツバーグ	pitsburg
ウェイン	wayne
ドック	dok
ドック	doku
ドック	doke
バーチャル	virtual
バーチャル	virtuale
賠償	reparacionet
賠償	kompensimi
賠償	kompensim
賠償	kompensimin
テラ	terra
飲食店	restorant
飲食店	restaurant
システムズ	sistemet
システムズ	sisteme
セクション	seksionin
セクション	seksioni
セクション	seksion
セクション	seksione
補償	kompensimi
補償	kompensim
補償	kompensimin
ティム	tim
ティム	timi
パナマ	panamasë
パナマ	panama
レッスン	mësimet
レッスン	mesimet
レッスン	leksionet
レッスン	mësime
レッスン	mësim
レッスン	mesim
レッスン	mësimi
ウラン	uranium
ウラン	uraniumit
摂取	thithja
摂取	përcjellëse
摂取	pijnë
シール	vulë
シール	vula
シール	seal
アルミニウム	alumini
アルミニウム	alumini
先駆け	pararendëse
タラ	tara
タラ	cod
ねこ	neko
ねこ	mace
ねこ	cat
ねこ	maca
ねこ	macja
氷河	akullnaja
メンテナンス	mirëmbajtje
メンテナンス	mirëmbajtjen
メンテナンス	mirëmbajtja
だって	sepse
プロペラ	helika
マドンナ	madona
モーリス	morris
モーリス	moris
モーリス	moris
モーリス	maurice
重い	rëndë
重い	rende
ミリオン	milionë
ミリオン	million
木製	druri
木製	druri
木製	dru
ネパール	nepal
ホーク	skifteri
喫煙	duhani
タバコ	cigare
タバコ	cigaren
タバコ	cigarja
タバコ	duhanit
タバコ	duhan
タバコ	duhani
タバコ	cigare
タバコ	cigaret
主権	sovranitetin
主権	sovraniteti
主権	sovran
主権	sunduesi
主権	sovrane
推力	venin
宣教師	misionarë
宣教師	misionare
頂上	samitit
頂上	samit
頂上	samiti
直ちに	menjehere
直ちに	menjëherë
判例	precedent
通話	thirr
通話	call
通話	thirre
通話	thirrje
通話	telefonatë
通話	telefonata
通話	thirrjet
通話	telefonatat
通話	thërret
ベネズエラ	venezueliane
ベネズエラ	venezuela
ダラス	dallas
ハードウェア	hardware
差異	dallimet
差異	diferencat
差異	dallime
差異	dallim
差異	diferenca
差異	diference
差異	ndryshim
差異	ndryshimi
差異	dallimi
レモン	limoni
レモン	limon
服装	veshjen
服装	veshja
服装	veshje
服装	veshjes
服装	veshja
工廠	arsenal
工廠	arsenali
ヒント	këshillat
ヒント	këshilla
ヒント	majet
ヒント	bakshish
ヒント	tip
ヒント	këshillë
ニコラ	nikola
ニコラ	nicola
アラスカ	alaska
アラスカ	alaskë
デニス	dennis
デニス	denis
入り口	hyrje
入り口	hyrja
ラインナップ	formacion
硬貨	coins
硬貨	monedhat
硬貨	monedha
硬貨	monedhe
硬貨	monedhë
硬貨	monedha
時々	ndonjeher
時々	nganjëherë
時々	ndonjehere
時々	ndonjëherë
時々	nganjehere
ワルシャワ	varshavës
ワルシャワ	varshavë
歩道	trotuar
歩道	trotuari
僧侶	murgjit
僧侶	murgj
静か	qetesi
静か	qetësi
マイナス	negative
マイナス	negativ
マイナス	minus
三上	mikami
急性	akute
ジェーン	jane
バンクーバー	vankuver
新羅	silla
カレン	karen
種子	fara
種子	pasardhës
種子	farat
種子	fara
劇作家	dramaturg
乗り換え	transferim
乗り換え	transferimi
乗り換え	transferi
乗り換え	transfer
コンプレックス	kompleksi
コンプレックス	kompleks
コンプレックス	komplekse
ホルン	briri
ホルン	bri
ホルン	bori
シンセサイザー	modulare
フェルナンド	fernando
シンプル	thjeshte
シンプル	thjeshtë
シンプル	thjeshtësia
シンプル	thjeshtësi
サポーター	mbështetës
サポーター	përkrahësit
サポーター	përkrahës
サポーター	mbështetësit
サポーター	mbështetës
サポーター	përkrahës
ビー	bletë
ビー	bleta
ビー	bi
ビー	bee
アイオワ	iowa
サーカス	cirk
サーカス	cirku
宗家	soke
ニャン	mjau
クマ	arinj
クマ	arinjtë
クマ	mbart
クマ	ari
クマ	arusha
クマ	ariu
クライマックス	kulm
書道	kaligrafisë
報復	denim
報復	hakmarrje
報復	hak
報復	hakmarrja
巡礼	haxhit
巡礼	haxh
巡礼	haxhin
巡礼	haxhi
セミナー	seminare
セミナー	seminari
セミナー	seminar
キューブ	kub
キューブ	kubi
エリート	elita
エリート	elitë
エリート	elite
エリート	elitat
アルフレッド	alfredi
アルフレッド	alfred
棄権	abstenim
オールド	vjeter
オールド	vjetër
オールド	old
ストライク	greve
ストライク	greva
ストライク	grevë
ストライク	bjeri
レポーター	gazetare
レポーター	gazetarja
レポーター	gazetar
レポーター	gazetari
レポーター	reporter
スティーヴ	stivi
スティーヴ	steve
クリック	klikoni
クリック	kliko
クリック	click
クリック	klik
クリック	klikime
カーン	khan
積分	integrale
有罪	fajtore
有罪	fajtorë
有罪	fajtor
初心者	fillestarët
初心者	fillestarë
初心者	fillestar
グレゴリオ	gregorio
交互	alternim
交互	alternativ
トリック	truk
トリック	hile
トリック	marifet
トリック	truket
物流	logjistike
アンケート	pyetësorin
アンケート	sondazhi
アンケート	anketë
アンケート	anketa
アンケート	sondazh
アンケート	sondazhi
アンケート	anketë
アンケート	anketa
アンケート	sondazh
アンケート	vëzhgimi
アンケート	sondazhet
アンケート	sondazhe
アンケート	votime
アンケート	sondazhet
アンケート	sondazhe
アンケート	anketat
玄関	hyrje
玄関	hyrja
紳士	zotëria
随筆	ese
随筆	ese
許容	toleranca
許容	tolerancë
許容	lejueshme
無名	paemër
ハンマー	çekiçi
ハンマー	hammer
ハンマー	çekiç
リュウ	ryu
リュウ	ryū
調印	firmosja
調印	nënshkrimin
調印	nënshkrimi
布告	dekreti
布告	dekret
布告	deklaratë
布告	deklarata
布告	deklarimi
布告	deklaratën
アトリエ	atelier
キャンディ	sheqerka
キャンディ	karamele
栄え	lulëzoi
栄え	begatë
名詞	emër
フライト	fluturimet
フライト	fluturime
フライト	fluturimi
フライト	fluturim
エディ	edi
エディ	eddie
ビルマ	burma
ビルマ	birmani
テンポ	tempo
キャサリン	katerina
キャサリン	katherine
キャサリン	katerinën
キャサリン	katerina
キャサリン	catherine
ウド	udo
フック	grep
フック	grepa
ノブ	dorezë
連発	breshëri
置換	zëvendësim
置換	zëvëndësues
置換	zëvendësimin
置換	zëvendësimi
置換	ndrrim
置換	zëvendëso
置換	zëvendësojë
マクドナルド	mcdonald
あえて	guxoj
あえて	guxon
実体	qënia
アーキテクチャ	arkitekturë
アーキテクチャ	architecture
アーキテクチャ	arkitektura
エルサ	elsa
ローリング	rolling
チーズ	djathë
チーズ	djath
チーズ	djathi
伴奏	shoqërimin
同窓会	alumni
同窓会	bashkim
同窓会	ribashkim
同窓会	ribashkimi
窒素	azotit
ホーン	briri
ホーン	bri
ホーン	bori
プラチナ	platinum
プラチナ	platini
クロード	klod
クロード	claude
アウグスト	gusht
アウグスト	gushti
アウグスト	august
きみ	kimi
邸宅	banesat
ゴッド	zoti
ゴッド	allahu
ゴッド	zot
ときめき	tokimeki
メロディー	melodi
収束	konvergjencës
バート	burt
バート	bert
バート	bart
バート	bartin
バート	barti
バート	bert
バート	berti
スペクトル	spektrit
スペクトル	spektër
代謝	metabolizmi
切手	pullë
切手	vulë
切手	vula
切手	pullat
切手	pulla
賃金	pagat
賃金	rrogat
大砲	artileria
大砲	artilerie
タール	katran
タール	tar
ライブラリ	biblioteka
ライブラリ	librari
ライブラリ	bibliotekat
ライブラリ	bibliotekë
ライブラリ	biblioteka
ライブラリ	libraria
ライブラリ	librari
スーパーマーケット	supermarkete
スーパーマーケット	supermarket
弾圧	shtypja
弾圧	shtypur
弾圧	shtypëse
転生	rimishërimi
転生	tensei
シャイ	turpshëm
招聘	ftese
招聘	ftesa
招聘	ftesë
招聘	ftesën
招聘	ftesen
後世	pasardhës
円盤	diskun
円盤	disk
円盤	disku
真夏	veres
ウェブ	web
激怒	fury
激怒	furi
激怒	tërbimi
激怒	tërbim
激怒	furishëm
激怒	tërbuar
激怒	pezmatuar
寸法	dimension
寸法	dimensioni
寸法	përmasat
寸法	dimensionet
寸法	dimensione
テナント	tennant
申し出	oferte
申し出	ofert
申し出	oferta
申し出	ofertë
リットル	litër
リットル	litër
リットル	litra
お金	holla
お金	paraja
お金	para
お金	lek
お金	parat
お金	paratë
バレンシア	valencia
条項	furnizim
食べ物	ushqimi
食べ物	ushqim
食べ物	ushqime
凍結	ngrirjen
寄稿	kontribuar
寄稿	kontribuoi
寄稿	kontribuan
ログイン	hyrje
ログイン	login
ログイン	hyrja
習慣	zakone
習慣	zakonet
習慣	zakoni
習慣	shprehi
習慣	zakon
習慣	ves
ズーム	zoom
プラント	bime
プラント	fabrika
プラント	fabrikë
プラント	bimë
プラント	bimët
プラント	bimore
サリー	sally
バルト	barth
書物	librat
書物	libra
書物	libri
書物	libër
書物	liber
甘い	sweet
甘い	ëmbël
甘い	embel
メルセデス	mercedes
煙突	oxhak
煙突	oxhaku
スロベニア	slovenia
スロベニア	sllovenia
スロベニア	slloveni
スロベニア	sllovene
スロベニア	slloven
サミット	samitit
サミット	samit
サミット	samiti
レシピ	receta
レシピ	recetat
レシピ	receta
レシピ	recetë
レシピ	recetën
決闘	duelin
決闘	duel
オスカー	oscar
オスカー	oskar
バグ	insekti
バグ	insekt
バグ	bug
バグ	insekte
バグ	insektet
ロビンソン	robinson
つながり	lidhjet
つながり	lidhje
つながり	lidhja
分ける	splitit
分ける	ndahemi
分ける	split
徴収	mbledhë
徴収	mbledhin
徴収	mbledh
徴収	mblidhni
商用	komerciale
商用	komercial
商用	reklamë
ひかる	hikaru
スケジュール	planifikimi
スケジュール	planifikimin
スケジュール	oraret
スケジュール	planifikimi
スケジュール	orar
スケジュール	orari
レナ	lena
レナ	lina
シンデレラ	hirushja
フレーズ	frazë
フレーズ	fraza
フレーズ	fraza
集まる	mblidhuni
弱点	dobësitë
キリン	gjirafa
メガネ	syzat
メガネ	syza
メガネ	syze
メガネ	syzet
呼吸	frymëmarrja
呼吸	frymë
呼吸	frymëmarrje
貸切	charter
貸切	karta
斜面	shpat
慢性	kronike
愛人	dashnorja
愛人	dashnore
愛人	mjeshtre
メリーランド	maryland
インパクト	ndikim
インパクト	përplasja
インパクト	ndikimi
インパクト	goditja
先祖	paraardhësi
先祖	paraardhësit
先祖	stërgjyshërit
収穫	korrat
収穫	korrjes
あずさ	azusa
量子	kuantike
追認	ratifikimin
追認	ratifikimit
トリプル	treshe
トリプル	trefishtë
ヒューマン	njerëzore
ヒューマン	njerzore
ヒューマン	njerëzor
ヒューマン	human
ヒューマン	njeri
ナッシュ	nash
ナッシュ	nesh
レスラー	mundës
レスラー	mundesit
レスラー	mundësit
レスラー	mundës
ルイジアナ	luiziana
オーダー	porosit
オーダー	porosia
オーダー	rend
オーダー	porositur
オーダー	porositë
オーダー	urdhrat
オーダー	urdhërat
オーダー	urdhëra
ツリー	bredhi
ツリー	degëzimi
ツリー	druri
ツリー	pema
ツリー	peme
ツリー	pemë
小銃	pushkët
小銃	pushkë
小銃	pushka
小銃	pushkën
小銃	pushke
虐待	abuzim
虐待	abuzimi
虐待	abuzimin
ブース	kabinë
長老	plaku
長老	pleqtë
集計	agregat
集計	aggregation
貯金	kursimet
貯金	kursimeve
貯金	kursime
貯金	kursimi
プロトコル	protokoll
プロトコル	protokolli
プロトコル	protokollet
プロトコル	protokoll
プロトコル	protokolle
家畜	bagëtinë
家畜	bagëti
博文	hirobumi
洗礼	pagëzimi
クリーク	creek
クリーク	përrua
振る	dridhe
振る	shkunde
ハーツ	hearts
ハーツ	zemrat
ウマ	kuajve
ウマ	kuaj
ウマ	kuajt
ウマ	kale
ウマ	kali
ウマ	kalë
ウマ	kalit
スル	sul
固体	solid
固体	solide
ホース	tubin
サント	santo
サント	sainte
パーカー	parker
コンサルタント	konsulent
コンサルタント	këshilltar
コンサルタント	këshillimi
コンサルタント	këshilltarët
コンサルタント	këshilltarë
仁川	incheon
ボビー	bobi
ボビー	bobby
集約	agregat
集約	aggregation
ブルックリン	brooklyn
美容	bukurie
美容	bukuroshja
美容	bukuri
ベーシスト	basisti
カレンダー	kalendar
カレンダー	kalendari
カレンダー	kalendarët
傭兵	mercenar
傭兵	mercenarët
傭兵	mercenarë
補正	korigjime
補正	kompensojë
補正	korrigjim
補正	rregullime
遅い	vone
遅い	vonë
テクニック	teknika
テクニック	teknikën
テクニック	teknikë
テクニック	teknika
テクニック	teknikat
拒絶	refuzimi
拒絶	refuzimi
拒絶	mohimi
拒絶	kundërshtimi
本州	honshū
マニラ	manila
続行	vazhdimin
続行	vazhdimi
続行	vazhdim
続行	vazhdoni
続行	vazhdojn
続行	vazhdo
続行	vazhdojnë
続行	vazhdoni
勝つ	fito
勝つ	fitoj
勝つ	fitore
丹後	tango
あすか	asuka
アドバイス	keshilla
アドバイス	këshilla
留置	paraburgim
留置	paraburgimi
留置	paraburgimit
ボイラー	kazani
水木	mizuki
遺言	will
遺言	do
遺言	vullneti
遺言	vullnet
ウォーカー	walker
シェイクスピア	shekspirit
シェイクスピア	shekspiri
メリット	merit
メリット	merite
メリット	merita
ハット	kapelë
ハット	kapele
ハット	kapelja
ハット	kapelen
ハット	kapela
ハット	kapelën
尊重	rrespekt
尊重	respekt
尊重	respect
エンジニアリング	inxhinieria
エンジニアリング	inxhinieri
カメラマン	kameraman
カメラマン	kameramani
カメラマン	fotografët
カメラマン	fotografë
半導体	gjysmëpërcjellësi
半導体	gjysmëpërçuesit
体格	physique
ギニア	guinea
ウラジーミル	vladimir
絶対に	apsolutisht
絶対に	absolutisht
リサ	lisa
リサ	liza
ライス	oriz
ライス	orizi
カーニバル	karnavalet
アフター	pas
アフター	mbas
アフター	pasi
拡散	difuzionit
拡散	shpërndaje
メモ	note
メモ	shënim
メモ	shenim
メモ	shënime
メモ	shënimet
メモ	memo
モダン	modern
モダン	moderne
免除	përjashtimin
コスモス	cosmos
お知らせ	njoftime
お知らせ	njoftimet
お知らせ	përkujtim
お知らせ	kujtesë
お知らせ	këshillë
お知らせ	njoftim
お知らせ	lajmërim
お知らせ	njoftim
異議	kundërshtoj
異議	kundërshtim
異議	kundërshtimi
カルロ	karlo
カルロ	carlo
木星	jupiter
規約	kushtet
奉納	përkushtim
奉納	dedikim
椅子	karrige
椅子	karriget
椅子	karrige
椅子	karrike
鳩山	hatoyama
車掌	punetor
リール	mbështjell
宰相	kancelari
宰相	kancelarja
ダスト	pluhur
ダスト	dheu
ダスト	pluhuri
喜び	gezim
喜び	gëzime
喜び	gëzim
喜び	gëzimi
喜び	gëzimet
喜び	kenaqesia
喜び	kënaqësi
スライド	rrëshqitje
歌曲	kënga
歌曲	kenge
歌曲	këngë
シュミット	schmidt
ノーフォーク	norfolk
補充	rimbushje
ストレス	stresi
ストレス	stres
ストレス	theksonte
ストレス	theksuan
ストレス	theksoi
ストレス	stresuar
カクテル	koktej
ケベック	kebek
遅延	vonese
遅延	shtyrje
遅延	vonesa
遅延	vonesë
遅延	vonohet
講堂	auditorium
講堂	auditor
講堂	auditori
褐色	brown
褐色	kafe
褐色	braun
モザイク	mozaik
非公式	jozyrtar
非公式	jozyrtare
非公式	jozyrtar
非公式	informale
非公式	jozyrtare
アトラス	atlas
巫女	miko
店長	menaxheri
店長	menaxher
店長	menaxherin
店長	menagjer
店長	menaxhues
スープ	supa
スープ	supë
スープ	supe
モナコ	monako
モナコ	monaco
便利	volitshme
便利	komoditetin
赤松	akamatsu
腫瘍	tumor
腫瘍	tumor
ヒルズ	kodrat
ヒルズ	kodra
アリア	aria
ハリケーン	uragani
ハリケーン	uraganit
ハリケーン	uragan
創始者	themeluesi
創始者	themelues
ティッシュ	indet
ティッシュ	indeve
ティッシュ	shami
ティッシュ	indet
アリー	aliu
アリー	ali
アリー	ali
アリー	aleat
アリー	aleati
アリー	aleate
泥棒	hajn
泥棒	hajdut
泥棒	hajduti
泥棒	hajdute
かすみ	kasumi
ブドウ	rrush
ブドウ	rrushi
ブドウ	rrush
ブドウ	rrushi
ポルシェ	porsche
原宿	harajuku
森川	morikawa
放浪	përhumbur
フレンド	shoqe
フレンド	mik
フレンド	miku
フレンド	shok
デュエット	duet
支払う	paguaj
支払う	paguani
オクラホマ	oklahoma
相互作用	ndërveprimin
相互作用	ndërveprimet
フレッド	fredi
フレッド	fred
エリー	eli
フィッシャー	fisher
フィッシャー	fisheri
フィッシャー	fisher
フィッシャー	fisheri
集積	grumbullimi
集積	akumulimit
ペーパー	letra
ペーパー	gazeta
ペーパー	letër
ペーパー	gazetë
カニ	gaforre
カニ	gaforret
カニ	gaforrja
漏れ	rrjedhja
漏れ	rrjedhje
狩猟	gjah
狩猟	gjuetie
狩猟	gjuetia
狩猟	gjueti
ミール	mir
いたずら	ngatërresa
いたずら	ligësi
家具	mobilje
家具	mobiljet
ジャム	ruan
ジャム	buken
ジャム	xhem
ジャム	bllokime
ボルチモア	baltimore
チャック	çak
チャック	chuck
モリス	morris
モリス	moris
伸びる	shtrihet
モロッコ	marok
モロッコ	maroken
フレッシュ	fresh
フレッシュ	freskët
パット	pet
パット	pat
ふた	kapak
メルボルン	melbourne
完璧	perfekt
完璧	perfect
完璧	perfekte
完璧	përsosur
完璧	përsosmëri
コスタ	kosta
コスタ	costa
アイスホッケー	hokej
アイスホッケー	hokejit
五月	maji
五月	majin
五月	mej
五月	maj
セメント	çimento
セメント	çimentos
ミカ	mika
クラスメイト	klase
ウサギ	lepujt
ウサギ	lepuj
ウサギ	lepur
ウサギ	lepuri
クリップ	ekstrakte
クリップ	klipi
クリップ	kapëse
クリップ	klip
ダニー	deni
ダニー	danny
補完	kompletimi
補完	përfundimi
常時	vazhdimisht
クック	kuzhinier
クック	kuk
クック	çok
クック	kuzhinieri
娯楽	dëfrim
娯楽	argëtimi
娯楽	argëtim
ローザ	rosa
ローザ	roza
追求	ndjekje
追求	ndjekja
レディース	zonjat
レディース	zonja
加納	xhigoro
サムライ	samurai
素晴らしい	amazing
素晴らしい	mahnitese
素晴らしい	fantastike
エラ	ella
砂糖	sheqer
砂糖	sheqeri
あおい	aoi
舗装	trotuar
ケーキ	tortë
ケーキ	torta
ケーキ	kek
ベール	bale
ベール	perde
レーシング	gara
センス	kuptim
センス	sens
センス	sensi
チェリー	qershia
チェリー	cherry
チェリー	qershi
魚類	peshqit
魚類	peshk
魚類	peshku
知恵	urtësi
知恵	mençuri
知恵	mençuria
知恵	urtësia
知恵	urtësinë
警報	paralajmërim
警報	paralajmerim
炎上	flakët
ロビー	robby
ロビー	robbie
ロビー	robi
ロビー	holl
ランディ	randy
ランディ	rendi
ジョルジュ	xhorxh
フォース	forca
フォース	forcë
フォース	force
知能	inteligjenca
知能	inteligjence
知能	inteligjencë
知能	inteligjencën
知能	inteligjencës
知能	intelegjent
知能	inteligjent
知能	inteligjente
知能	intelegjente
知能	intelektit
リヨン	lyon
リヨン	lion
オンタリオ	ontario
通訳	interpretues
通訳	përkthyesi
通訳	përkthyes
通訳	interpretim
通訳	interpretimi
通訳	interpreton
通訳	interpretimi
弾丸	plumbat
弾丸	fishekë
弾丸	plumba
弾丸	plumbin
弾丸	plumb
弾丸	plumbi
クロック	ora
ドロップ	hidh
ドロップ	drop
ドロップ	lësho
ドロップ	hidhe
ドロップ	pika
カーター	carter
カーター	karter
サンプル	mostër
サンプル	mostra
サンプル	mostrat
配達	dërgesa
配達	delivery
配達	dorëzim
配達	dërgimi
配達	dorëzimi
婚姻	martesë
婚姻	martese
婚姻	martesa
婚姻	martes
レバノン	libaneze
レバノン	liban
レバノン	libani
樹木	pemet
樹木	pemë
樹木	pemët
ジョナサン	jonathan
シカ	dreri
シカ	djemëve
シカ	dreri
シカ	drerë
シカ	dre
ハンブルク	hamburgu
ハンブルク	hamburg
デイヴィス	davis
デイヴィス	devis
ケープ	kepi
ケープ	pelerinë
ガルシア	garcia
ガルシア	garcía
エストニア	estonisë
エストニア	estoni
エストニア	estonia
サブタイトル	titra
弁当	bento
特権	privilegji
特権	privilegj
特権	privilegjet
特権	privilegje
特権	privilegjuar
平家	heike
脅迫	kërcënues
脅迫	kërcënuese
脅迫	kërcënime
脅迫	kërcënimet
オファー	oferte
オファー	ofert
オファー	oferta
オファー	ofertë
トランスフォーマー	transformatorë
線形	lineare
神楽	kagura
リプレイ	replay
コンチネンタル	kontinentale
ウズベキスタン	uzbekistan
釈放	lirim
釈放	lironi
エッジ	skaj
エッジ	edge
エッジ	buzë
エッジ	skajet
エッジ	anët
エッジ	skaje
エッジ	cepat
豊後	bungo
メイ	maji
メイ	majin
メイ	mej
メイ	maj
高額	shtrenjt
高額	shtrejtë
高額	shtrenjtë
ディビジョン	divizion
ディビジョン	divizioni
ディビジョン	ndarje
骨格	skeleti
骨格	skeletin
骨格	skelet
骨格	skelete
安部	abe
不当	zullumqarët
不当	zullumqar
非公開	anulohet
非公開	papublikuar
非公開	privatë
非公開	privat
非公開	private
非公開	privatisht
水族館	akuariume
ロスト	humbi
ロスト	humba
ロスト	humbe
ロスト	humbur
大通り	bulevardi
大通り	bulevard
フライング	fluturon
フライング	fluturoj
平等	barazi
平等	barazia
ブラウザ	shfletues
ブラウザ	shfletuesi
うさぎ	usagi
うさぎ	bani
うさぎ	lepurushi
うさぎ	lepur
うさぎ	lepuri
ガイドブック	udhëzuesi
ガイドブック	udhëzues
蓄積	grumbulluar
特色	karakteristika
特色	karakteristikat
牛乳	qumesht
牛乳	qumësht
牛乳	qumeshti
牛乳	qumështi
進入	afrohuni
進入	qasja
進入	qasje
プラズマ	plazma
長寿	jetëgjatësi
ルーツ	rrënjë
ルーツ	rrënjët
ルーツ	rrënja
ルーツ	rrenjet
ダイジェスト	tretet
育つ	rritet
クルス	cruz
クルス	kruz
ザール	saar
十字軍	kryqëzatë
十字軍	kryqëzatat
去る	ikën
去る	iken
独身	beqare
独身	single
独身	beqar
独身	bachelor
独身	beqari
ラベル	etiketa
ラベル	etiketat
ラベル	etiketë
ラベル	etiketa
ファンド	fondi
ファンド	fond
スピーカー	folësit
スピーカー	kryetarët
スピーカー	drejtuesi
スピーカー	kryetar
スピーカー	kryetari
スピーカー	kryetarin
スピーカー	folës
玲子	reiko
ディフェンス	mbrojtje
ディフェンス	mbrojtja
ディフェンス	mbrojtje
ディフェンス	mbrojtja
診療所	klinika
診療所	klinikat
診療所	klinikë
診療所	klinika
診療所	klinik
ミッドナイト	mesnatë
ミッドナイト	mesnate
真夜中	mesnatë
真夜中	mesnate
ピック	zgjedhe
ピック	pick
かおる	kaoru
セルゲイ	sergei
セルゲイ	serxhio
軍曹	rreshter
軍曹	kapter
アルジェリア	algjerian
アルジェリア	algjeri
ハブ	shpërndarës
名物	specialiteti
ドラッグ	drogat
ドラッグ	droga
ドラッグ	drogë
ドラッグ	drogës
ドラッグ	droga
ミャンマー	mianmar
カウントダウン	numërim
欲望	deshire
欲望	deshiren
欲望	dëshira
欲望	dëshire
欲望	dëshirë
欲望	dëshirat
欲望	deshirat
ホルモン	hormonet
ホルモン	hormon
ホルモン	hormonet
ホルモン	hormone
ゾンビ	zombie
ゾンビ	mumje
星雲	nebula
マクロ	makro
黒崎	kurosaki
敗者	humbësit
敗者	humbës
休憩	pushim
休憩	pushimi
ノイズ	zhurme
ノイズ	zhurmë
ノイズ	zhurma
生理学	fiziologjia
スケッチ	skicat
スケッチ	skica
スケッチ	skicë
ミハイル	mikhail
ミハイル	mihail
ワット	watt
ワット	wat
ブンデスリーガ	bundesliga
ウルグアイ	uruguai
自慢	mburret
自慢	krenarë
自慢	krenar
自慢	proud
自慢	krenare
自慢	stolisje
屋内	indoor
許し	falja
許し	falje
コマーシャル	komerciale
コマーシャル	komercial
コマーシャル	reklamë
匿名	anonimiteti
匿名	anonim
匿名	anonime
速い	shpejt
速い	shpejte
メドレー	medley
明日香	asuka
ジョーダン	jordani
ジョーダン	jordan
ジョーダン	xhordan
飛騨	hida
あした	ashita
あした	neser
あした	nesër
行進	procesion
落ちる	bie
落ちる	bien
落ちる	bjere
ワルツ	vals
クタ	kuta
コンソール	konsolë
反逆	tradhëti
反逆	tradhti
ドバイ	dubai
裏切り	tradhëtia
裏切り	tradhëti
裏切り	tradhti
裏切り	tradhëtia
裏切り	tradhtinë
裏切り	tradhëti
裏切り	tradhti
裏切り	tradhtia
えみ	emi
クーパー	kuper
クーパー	cooper
部数	kopjet
トーン	ton
部署	departamenti
部署	departament
ライム	sherbet
ニコラス	nikolas
ニコラス	nicholas
ニコラス	nikolla
エイリアン	alien
エイリアン	aliene
エイリアン	jashtëtokësorët
家庭教師	tutori
カスティーリャ	castile
同性愛	homoseksualiteti
中身	mbushja
中身	mbushjen
スバル	subaru
ウィズ	wiz
アクティブ	aktive
アクティブ	active
アクティブ	aktiv
アクティブ	aktivizon
シオン	sionit
