மற்றும்	un
முடிக்கப்பட்டது	pabeigti
முடிக்கப்பட்டது	pabeigts
முடிக்கப்பட்டது	pabeigta
முடிக்கப்பட்டது	gatavo
செயலை	rīcība
நிறைவேற்றப்பட்டது	izpildīts
சகோதரிகள்	māsas
நேர்மறை	pozitīvi
நேர்மறை	pozitīvas
நேர்மறை	pozitīvā
நேர்மறை	pozitīva
நேர்மறை	pozitīvais
நேர்மறை	pozitīvs
மனநிலை	noskaņa
மனநிலை	garastāvoklis
மனநிலை	noskaņojums
மனநிலை	garastāvokļa
கௌதம	sidhārta
குற்ற	vainīgs
குற்ற	vainīgi
குற்ற	vainīga
மயிலை	pāvs
குஜராத்தி	gudžaratu
பிராங்க்	frenks
தாது	minerālu
சர்ச்சைக்குரிய	problemātiski
சர்ச்சைக்குரிய	problemātisks
சர்ச்சைக்குரிய	problemātiska
சர்ச்சைக்குரிய	pretrunīgi
சர்ச்சைக்குரிய	pretrunīgs
சர்ச்சைக்குரிய	strīdīgs
சர்ச்சைக்குரிய	pretrunīga
கிட்டார்	ģitāra
பண்டிகை	festivāls
பண்டிகை	svētki
பண்டிகை	svētku
முடியாட்சி	monarhija
அடித்தளம்	foundation
அடித்தளம்	pamats
அடித்தளம்	fonds
தியேட்டர்	teātrī
தியேட்டர்	teātris
தியேட்டர்	teātra
பிடி	nozvejas
பிடி	noķert
பிடி	noķer
பிடி	loms
பிடி	nozveja
பிடி	turēt
ஒருபோதும்	nekad
மாங்கனீசு	mangāna
துருவ	polar
அபாயம்	briesmas
அபாயம்	draudi
மிகுதி	aiza
சூடான்	sudāna
உருமாற்றம்	transformācija
உருமாற்றம்	pārveidošanās
உருமாற்றம்	pārveidošana
உருமாற்றம்	transformācijas
உருமாற்றம்	pārveide
சிகரம்	maksimums
சிகரம்	pīķa
தியாகம்	upuris
குன்று	kalnā
கணக்குகள்	konti
கணக்குகள்	pārskati
வாங்கியது	iepirka
வாங்கியது	iegādāts
வாங்கியது	pirkta
வாங்கியது	nopirkts
வாங்கியது	nopirka
சுருக்க	saīsinājums
மார்ஷல்	māršala
வெறுமனே	vienkārši
துவக்கப்பட்டது	uzsāka
காலில்	kāja
பியர்	alu
பியர்	alus
பின்வருவன	gaidāmā
பின்வருவன	drīzumā
பின்வருவன	gaidāmo
பெருங்குடல்	resnās
மாணவர்களும்	studenti
மாணவர்களும்	skolēni
மாணவர்களும்	studentiem
புலனாய்வு	izlūkošanas
செனட்	senāta
செனட்	senāts
ஐயம்	šaubu
ஐயம்	šaubos
ஐதராக்சைடு	hidroksīds
மோசமாக	sliktāk
மோசமாக	sliktāka
மோசமாக	slikti
மோசமாக	vāji
நம்புகிறேன்	cer
நம்புகிறேன்	cerot
நம்புகிறேன்	ceri
நம்புகிறேன்	cerību
நம்புகிறேன்	cerības
நம்புகிறேன்	ceru
நம்புகிறேன்	cerība
கென்னடி	kenedijs
உருளை	sfēra
டிலான்	dilans
யூதர்களின்	ebreju
அறிவுசார்	intelektuālais
அறிவுசார்	intelektuālā
அதிரடி	rīcība
வெப்பத்தை	karstums
வெப்பத்தை	siltuma
வெப்பத்தை	siltums
ஹவாய்	havaju
ஹாரிஸ்	haris
ஹாரிஸ்	harris
கோபுரங்கள்	torņi
பிளாட்டினம்	platīna
முக	sejas
முக	seju
முக	seja
கூம்பு	konusa
பாலைவனம்	tuksnesis
பிரச்சாரம்	kampaņa
பிரச்சாரம்	kampaņā
டின்	tin
டின்	alvas
சாவோ	cao
சீனி	cukura
சீனி	cukurs
சீனி	cukuru
எதிரி	pretinieks
எதிரி	ienaidnieks
காட்டியது	rādīja
காட்டியது	parādīja
கொடுப்பது	dodam
கொடுப்பது	sniedzot
கடவுள்கள்	dievi
ஆடைகள்	apģērbi
ஆடைகள்	apģērbs
ஆடைகள்	kleitas
ஆடைகள்	apģērbi
ஆடைகள்	apģērbs
ஆடைகள்	drēbes
நினைவுகள்	atmiņas
சார்லி	charlie
சார்லி	čārlijs
அமேசான்	amazon
துத்தநாக	cinks
துத்தநாக	cinka
பாலங்கள்	tilti
சுவர்கள்	sienas
சுவர்கள்	sienām
மாற்றப்பட்ட	mainījies
மாற்றப்பட்ட	mainītas
மாற்றப்பட்ட	mainīta
மாற்றப்பட்ட	mainīts
மாற்றப்பட்ட	modificēts
மாற்றப்பட்ட	pārveidoti
மாற்றப்பட்ட	pārveidota
மாற்றப்பட்ட	mainīts
மாற்றப்பட்ட	pārveidots
மரு	maru
தேர்ந்தெடுக்கப்பட்டது	izvēlētais
தேர்ந்தெடுக்கப்பட்டது	izraudzīts
தேர்ந்தெடுக்கப்பட்டது	izvēlēts
தேர்ந்தெடுக்கப்பட்டது	izvēlēta
வேலி	veli
வேலி	žogu
வேலி	žogs
விளையாட்டை	atskaņot
விளையாட்டை	play
விளையாட்டை	spēlē
விளையாட்டை	spēlēt
வேற்று	ārpuszemes
செம்பு	vara
செம்பு	varš
கொடுத்தல்	dodam
கொடுத்தல்	sniedzot
ஜஸ்டின்	džastins
அமோனியம்	amonija
கடல்சார்	piejūras
கடல்சார்	jūrniecības
மேதை	ģēnijs
மேதை	apzīmējumi
மேதை	leģenda
கோலம்	sfēra
ஆதரவாளர்கள்	atbalstītājiem
ஆதரவாளர்கள்	atbalstītāji
கத்தி	dunci
கத்தி	nazi
கத்தி	nazis
உயர்த்தி	lifts
உயர்த்தி	liftu
அந்தோனி	anthony
வெண்மை	balināšanas
மறைவு	stealth
மறைவு	nāve
மறைவு	nāves
சூடு	hot
சூடு	karsts
சூடு	karsti
கவனமாக	rūpīgi
கவனமாக	uzmanīgi
கவனமாக	rūpīgi
கவனமாக	rūpīga
கவனமாக	uzmanīgi
வருங்கால	nākotnes
வருங்கால	nākotne
வருங்கால	nākotnē
வருங்கால	nākotni
வெப்பமண்டல	tropu
தகவல்தொடர்பு	komunikācija
தகவல்தொடர்பு	paziņojums
தகவல்தொடர்பு	saziņa
தகவல்தொடர்பு	komunikācijas
கலகம்	nemieri
ஜேக்	džeks
ஜேக்	jack
பதின்ம	decimālo
அதிர்வு	aura
அதிர்வு	vibrāciju
அதிர்வு	vibrācijas
அதிர்வு	vibrācija
சைன்	gājiens
சைன்	insults
சைன்	sine
சைன்	priežu
சைன்	priede
சைன்	priedes
குழி	bedres
குழி	pit
குழி	bedre
அலங்காரம்	filtrē
அலங்காரம்	filtru
அலங்காரம்	filtrs
அலங்காரம்	filtrēt
அலங்காரம்	labiekārtošana
அலங்காரம்	dekorācijas
எண்ணங்கள்	domās
எண்ணங்கள்	domas
டெட்	ted
டெட்	klāju
டெட்	klāja
சம்பளம்	alga
சம்பளம்	algas
சம்பளம்	algu
சீசர்	cēzara
மைக்ரோ	mikro
கியூபா	kubu
கியூபா	kubā
கியூபா	kuba
நண்டு	krabju
உசேன்	hussein
நேராக	taisni
நேராக	taisna
சத்தீஸ்கர்	čhatīsgarha
லேடி	dāma
லேடி	lēdija
மகளும்	meitu
மகளும்	meita
பதினொரு	vienpadsmit
கானா	gana
கேம்பிரிட்ஜ்	kembridžas
பாட்டில்	pudelīte
பாட்டில்	pudele
பாட்டில்	pudeles
பாட்டில்	pudelē
கழுத்தில்	kakls
கழுத்தில்	kakla
சிற்பி	arhitekts
மாலிக்	malik
டேட்டா	dati
பதக்கங்கள்	medaļas
கிரிஸ்	kriss
அடையாளங்கள்	identitātes
அடையாளங்கள்	tagus
அடையாளங்கள்	tag
அலுவலர்கள்	virsnieki
அலுவலர்கள்	amatpersonas
அலுவலர்கள்	virsnieku
சுற்றுப்பயணம்	ekskursija
சுற்றுப்பயணம்	tūre
சுற்றுப்பயணம்	tour
கற்பித்தல்	mācīšana
கற்பித்தல்	mācību
உறவினர்	relatīvais
உறவினர்	radinieks
உறவினர்	relatīvi
உறவினர்	relatīvā
உறவினர்	kaimiņš
உறவினர்	kaimiņvalsts
உறவினர்	kaimiņu
உறவினர்	kaimiņš
உறவினர்	brālēns
உறவினர்	māsīca
பயணி	pasažieru
பயணி	pasažiera
பயணி	pasažieri
பயணி	pasažieris
ஆலயங்கள்	namiņi
லெபனான்	libānas
லெபனான்	libāna
அலன்	alens
அலன்	alan
ஏவுகணைகள்	raķetes
தொலைதொடர்பு	komunikācija
தொலைதொடர்பு	paziņojums
தொலைதொடர்பு	saziņa
தொலைதொடர்பு	komunikācijas
தேர்வுகள்	testi
தேர்வுகள்	pārbaudes
தேர்வுகள்	testus
தேர்வுகள்	atlases
தேர்வுகள்	izvēle
தேர்வுகள்	atlase
தேர்வுகள்	izlase
தேர்வுகள்	iestatījumi
தேர்வுகள்	iespējas
தேர்வுகள்	opcijas
ஹான்	han
செய்தார்கள்	did
குணங்கள்	atribūti
குணங்கள்	raksturlielumi
கச்சேரி	koncerts
கச்சேரி	koncertā
டார்க்	tumša
டார்க்	tumši
டார்க்	tumšs
கண்ணோட்டம்	apskats
கண்ணோட்டம்	pārskats
கண்ணோட்டம்	pārskatīšana
கண்ணோட்டம்	pārskatīt
கண்ணோட்டம்	pārskats
சுரங்க	ieguve
சுரங்க	kalnrūpniecības
தாக்கிய	uzbruka
கடிதங்கள்	vēstulēs
கடிதங்கள்	vēstules
கடிதங்கள்	burti
பப்புவா	papua
வாடிக்கையாளர்கள்	klienti
வாடிக்கையாளர்கள்	klientiem
வெடித்தது	eksplodēja
சோதனையில்	testa
சோதனையில்	tests
சோதனையில்	pārbaude
தேசங்கள்	nācijas
தேசங்கள்	nāciju
வேண்டுமென்றே	apzinātu
வேண்டுமென்றே	apzināts
வேண்டுமென்றே	apzināta
வேண்டுமென்றே	tīši
வேண்டுமென்றே	apzināti
வேண்டுமென்றே	apzināti
வேண்டுமென்றே	apzināts
வேண்டுமென்றே	tīša
வேண்டுமென்றே	apzināta
வேண்டுமென்றே	apzināti
ஆர்ட்ஸ்	māksla
பேச்சாளர்	runātājs
பேச்சாளர்	runātāja
சந்தைகள்	tirgus
சந்தைகள்	tirgi
பெஞ்சமின்	bendžamins
கட்டுதல்	ēkas
கட்டுதல்	ēka
நெசவு	aušanas
ஒலிம்பிக்கில்	olympic
ஒலிம்பிக்கில்	olimpiskā
ஒலிம்பிக்கில்	olimpiskajā
ஒலிம்பிக்கில்	olimpiskais
ஆணையர்	komisārs
இலையுதிர்	rudens
இலையுதிர்	rudenī
பூட்டான்	butānas
பூட்டான்	butāna
அமர்வு	sesiju
அமர்வு	sesija
கிளி	papagailis
நகர்ந்து	pārvietot
நகர்ந்து	gājiens
நகர்ந்து	pārvietoties
நகர்ந்து	pārcelts
நகர்ந்து	pārcelta
நகர்ந்து	pārcelti
நகர்ந்து	pārvietots
இருக்கைகள்	sēdekļi
இருக்கைகள்	sēdvietas
பெறவும்	iegūsti
பெறவும்	dabūt
பிரதிநிதி	pārstāvis
வெப்	vebs
வாரணாசி	varanasi
வயிறு	kuņģī
வயிறு	kuņģa
வயிறு	vēders
வயிறு	vēdera
வயிறு	vēders
மணிகள்	stundas
மணிகள்	stundām
விலக்கு	noraidīt
விலக்கு	atlaist
விலக்கு	apturēt
கிறிஸ்டோபர்	kristofers
மதிப்பெண்	score
தோன்றுகின்றன	apšaubāms
தோன்றுகின்றன	apšaubāma
தோன்றுகின்றன	apšaubāmi
செய்தித்தாள்	laikraksts
செய்தித்தாள்	avīze
செய்தித்தாள்	laikraksta
செய்தித்தாள்	avīzē
செய்தித்தாள்	avīzes
செய்தித்தாள்	laikraksti
ஈயம்	svins
ஈயம்	svina
ஈயம்	svinu
மிச்சிகன்	mičiganā
மொத்தத்தில்	vispārējais
மொத்தத்தில்	kopumā
பிரதேசங்கள்	teritorijas
தந்தி	triks
தந்தி	telegrammu
டிவிடி	dvd
இசைக்கருவி	instruments
இசைக்கருவி	instrumenta
இசைக்கருவி	instrumentu
துவக்கம்	sākam
துவக்கம்	sākt
துவக்கம்	palaižot
துவக்கம்	palaišana
துவக்கம்	palaišanas
விமர்சகர்	kritiķis
உபகரணங்கள்	iekārtas
உபகரணங்கள்	inventārs
உபகரணங்கள்	aprīkojums
உபகரணங்கள்	iekārta
உபகரணங்கள்	ierīces
ஆட்டங்கள்	spēļu
வஞ்சி	kalme
ரயில்கள்	vilcieni
ரயில்கள்	vilcienus
கிதார்	ģitāra
செயற்கையாக	mākslīgi
ஏபிசி	apc
வெளிச்சம்	gaismu
வெளிச்சம்	gaišs
வெளிச்சம்	gaismas
வெளிச்சம்	gaisma
வெளிச்சம்	gaiši
வெளிச்சம்	spilgtuma
ஆன்மிக	mistiska
விழுந்த	samazinājies
புஷ்	push
சாம்பியன்	čempions
சந்தைப்படுத்தல்	mārketings
சந்தைப்படுத்தல்	tirdzniecība
சந்தைப்படுத்தல்	tirdzniecības
சுனாமி	cunami
குகைகள்	alas
கவுன்சில்	padomes
கவுன்சில்	padome
கவுன்சில்	padomi
ஃபோர்ட்	fords
ஃபோர்ட்	ford
புரிதல்	sapratne
புரிதல்	izpratni
புரிதல்	izpratne
புரிதல்	saprašanās
ஹீரோ	varonis
கிண்ணம்	trauks
கிண்ணம்	bļodu
கிண்ணம்	kauss
இதோ	šeit
இதோ	te
போட்டியாளர்கள்	spēlētāji
போட்டியாளர்கள்	atskaņotāji
போட்டியாளர்கள்	konkurenti
போட்டியாளர்கள்	konkurentiem
போட்டியாளர்கள்	konkurentus
பார்வையாளர்	skatītāju
பார்வையாளர்	auditorija
பார்வையாளர்	skatītājiem
பார்வையாளர்	auditorijas
பார்வையாளர்	publika
பார்வையாளர்	skatītāji
படைகளும்	saimnieki
தளபதிகள்	ģenerāļi
தளபதிகள்	komandieriem
தளபதிகள்	komandieri
தளபதிகள்	kapteiņu
கிறிஸ்	kriss
சொல்கிறது	saka
படகுகள்	laivas
ஈடுபட	iesaistīties
கணிமை	skaitļošanas
கருதுகோள்	hipotēzi
கருதுகோள்	hipotēze
ஏற்பு	pieņemšana
ஏற்பு	pieņemšanas
பிரகாசமான	koši
பிரகாசமான	spilgti
பிரகாசமான	gaišs
ஆக்கிரமிப்பு	profesija
ஆக்கிரமிப்பு	nodarbošanās
ஆக்கிரமிப்பு	okupācijas
அழகாக	skaists
அழகாக	skaistas
அழகாக	skaista
அழகாக	skaisti
அழகாக	skaistā
அழகாக	godam
பாரம்பரியம்	tradicionāls
பாரம்பரியம்	tradicionālie
பாரம்பரியம்	tradicionālais
பாரம்பரியம்	tradicionālā
பாரம்பரியம்	tradicionālo
பாரம்பரியம்	tradicionāli
பாரம்பரியம்	tradīcijas
பாரம்பரியம்	tradīcija
பாரம்பரியம்	tradīciju
வயல்	lauks
வயல்	lauka
வயல்	laukā
காயங்கள்	ievainojumi
காயங்கள்	traumas
காயங்கள்	brūces
காயங்கள்	ievainojumi
சித்தாந்தம்	ideoloģija
சித்தாந்தம்	ideoloģijas
மீதி	bilance
மீதி	atlikums
மீதி	līdzsvars
மீதி	līdzsvaru
ஹோண்டா	honda
உத்தரவு	pavēlniecība
உத்தரவு	komanda
உத்தரவு	vadība
வண்டு	vaboles
தைராய்டு	vairogdziedzera
விரிந்த	plašs
விரிந்த	plaša
இன்சுலின்	insulīna
இன்சுலின்	insulīns
கணக்கிடப்படுகிறது	aprēķinātais
கணக்கிடப்படுகிறது	aprēķinātas
கணக்கிடப்படுகிறது	aprēķināts
கணக்கிடப்படுகிறது	aprēķinātā
கணக்கிடப்படுகிறது	aprēķināta
பசி	izsalcis
பசி	bads
பசி	bada
பதின்மூன்று	trīspadsmit
மூலையில்	stūrī
மூலையில்	stūris
மூலையில்	stūri
லினக்சு	linux
தவறாகப்	ļaunprātīgi
அவளுக்கு	viņa
அவளுக்கு	vina
ஆனி	annija
வேலைவாய்ப்பு	nodarbinātība
வேலைவாய்ப்பு	nodarbinātības
பாடலைப்	dziesma
ஊக்கம்	motivācija
ஊக்கம்	motivācijas
லங்கா	lanka
பாபர்	babri
நிச்சயமாக	patiešām
நிச்சயமாக	drošs
நிச்சயமாக	pārliecināts
நிச்சயமாக	noteikti
நிற்க	stāvēt
மாமா	mamma
மாமா	tēvocis
பாட்டி	vecmāmiņa
பாட்டி	vecmāmiņa
பருமன்	aptaukošanās
பருமன்	pensionāru
தாம்சன்	tompsone
தாம்சன்	tomsona
எதிர்கொள்ள	saskārusies
வெற்றியாளர்கள்	ieguvēji
வெற்றியாளர்கள்	uzvarētājus
வெற்றியாளர்கள்	uzvarētāji
புறா	ūbele
புறா	baložu
புறா	balodis
ரோசா	rosa
ரோசா	roza
ஒப்புமை	analoģiski
ஒப்புமை	analogi
பைங்குடில்	siltumnīcefekta
பைங்குடில்	siltumnīcā
பைங்குடில்	siltumnīcas
பைங்குடில்	siltumnīcu
பைங்குடில்	siltumnīcās
கவி	kavi
குத்துச்சண்டை	boksa
குத்துச்சண்டை	bokss
குத்துச்சண்டை	cīņas
நாரை	stārķis
கிராமிய	tautas
இடையூறு	iejaukties
பயம்	baiļu
பயம்	bailes
பயம்	bailēs
பயம்	bail
பயம்	baidās
பயம்	šausmas
பயம்	nobijies
பயம்	bail
கையாள	rokturi
கையாள	rokturis
கையாள	apstrādāt
காரி	kari
ராபின்	robins
மிதக்கும்	peldošie
நோவா	noā
உரோம	matainais
மூலிகை	augam
மூலிகை	auga
பாஸ்டன்	bostonas
கடத்தி	diriģents
கான்பூர்	kānpura
நீர்வீழ்ச்சி	ūdenskritumu
நீர்வீழ்ச்சி	ūdenskritums
தடுப்பூசி	vakcīna
தடுப்பூசி	vakcīnas
பனாமா	panamas
பனாமா	panama
சேர்ப்பது	pievienošana
பாதிக்கிறது	ietekmē
பாதிக்கிறது	ietekmē
பாதிக்கிறது	ietekmējot
பருப்பு	riekstu
தொடு	pieskarties
ஆர்சனிக்	arsēna
துறவிகள்	mūki
சொல்கிறார்	saka
குளியல்	pirts
குளியல்	vanna
ஊர்வலம்	rally
ஊர்வலம்	gājiens
கேபிள்	kabeļi
கேபிள்	kabeļu
கேபிள்	kabelis
வடிவமைப்பாளர்	dizaineru
அழகியல்	estētiku
வலியுறுத்தினார்	uzstāja
ஒமேகா	omega
இளஞ்சிவப்பு	rozā
இளஞ்சிவப்பு	ceriņu
கணவாய்	sēpijas
சுத்தமான	tīra
சுத்தமான	tīrs
சுத்தமான	tīrīt
எல்லோருக்கும்	ikviens
எல்லோருக்கும்	visi
எல்லோருக்கும்	visiem
பயணத்தில்	braucienā
பயணத்தில்	brauciens
பயணத்தில்	ceļojums
பயணத்தில்	ceļo
ஆடம்	adam
பாதிக்கப்பட்டு	ietekmēts
பாதிக்கப்பட்டு	skartas
பாதிக்கப்பட்டு	ietekmēta
பாதிக்கப்பட்டு	ietekmēti
பாதிக்கப்பட்டு	skarti
லோகன்	logan
நீக்கப்பட்டது	svītrots
நீக்கப்பட்டது	svītroti
நீக்கப்பட்டது	izņemti
நீக்கப்பட்டது	izņemts
நீக்கப்பட்டது	noņemts
சந்தேகம்	šaubu
சந்தேகம்	šaubos
வித்தியாசம்	diff
வித்தியாசம்	atšķirības
வித்தியாசம்	starpība
வித்தியாசம்	atšķirība
வித்தியாசம்	kontrasts
வாய்வழி	iekšķīgi
மேக்	mac
மேக்	mak
ஏடு	klāju
ஏடு	klāja
பெண்ணியம்	feminisms
சியோல்	seulas
ரகசிய	secret
ரகசிய	slepeni
ரகசிய	slepens
ரகசிய	noslēpums
விவாகரத்து	šķiršanās
ஓய்வூதியம்	pensiju
ஓய்வூதியம்	pensija
தனித்தன்மை	distance
தனித்தன்மை	attālums
அடோப்	adobe
வைரம்	dimanta
வைரம்	dimants
வைரம்	dimantu
துளசி	bazilika
கிரே	pelēks
பேக்	iepakojums
விலைகள்	cenas
விலைகள்	likmes
முதலை	aligatoru
முதலை	krokodils
திருத்தப்பட்ட	pārskatīta
திருத்தப்பட்ட	pārskatīti
திருத்தப்பட்ட	pārskatīts
நெட்	neto
நெட்	net
வெள்ளிக்கிழமை	piektdienas
வெள்ளிக்கிழமை	piektdienā
வெள்ளிக்கிழமை	piektdiena
யான்	yan
புரூஸ்	brūss
உங்களை	sevi
எச்சம்	atlikumi
எச்சம்	atlikums
எச்சம்	atlieku
எச்சம்	atliekas
அமைதியாக	kluss
அமைதியாக	klusē
ஐயா	kungs
ஐயா	ser
மிகையான	pārmērīgā
மிகையான	pārmērīgi
மிகையான	pārmērīgas
மிகையான	pārmērīga
மிகையான	pārmērīgs
பத்தாண்டு	desmitgadē
பத்தாண்டு	desmitgades
அதிகரித்துள்ளது	pieaugums
அதிகரித்துள்ளது	palielināt
அதிகரித்துள்ளது	palielināšana
அதிகரித்துள்ளது	palielinājums
அதிகரித்துள்ளது	palielināts
அதிகரித்துள்ளது	paaugstināts
அதிகரித்துள்ளது	paaugstināta
அதிகரித்துள்ளது	palielināta
ஸ்பானிஷ்	spāņu
ஸ்பானிஷ்	spānijas
அஞ்சி	baiļu
அஞ்சி	bailes
அஞ்சி	bailēs
இருண்ட	tumša
இருண்ட	tumši
இருண்ட	tumšs
தேவநாகரி	dēvanāgarī
ஜேன்	džeina
ஆகி	prombūtnē
பாடங்கள்	nodarbības
நோக்கங்கள்	mērķi
நோக்கங்கள்	nolūki
வாடகை	noma
வாடகை	īres
வாடகை	noma
வாடகை	īri
வாடகை	īre
சிரிய	sīrijas
பூண்டு	ķiploku
பூண்டு	ķiploki
கவர்ந்து	piesaistīja
லோக்	lok
கேள்விக்கு	jautājums
கேள்விக்கு	jautājumu
டொமைன்	sfēra
டொமைன்	domēna
டொமைன்	joma
வால்டர்	valters
இராபர்ட்	roberts
ஆய்	pētījums
ஆய்	izpēte
ஆய்	pētījuma
காமம்	kama
காமம்	sekss
காமம்	dzimums
வல்லுனர்கள்	profesionāļiem
வல்லுனர்கள்	profesionāļi
காதலன்	puisis
காதலன்	mīļākais
எல்லாமே	viss
எல்லாமே	visam
எல்லாமே	visu
எல்லாமே	visiem
எல்லாமே	visu
எல்லாமே	visas
எல்லாமே	visi
எல்லாமே	visa
செல்வி	garām
செல்வி	pietrūkst
செல்வி	miss
செல்வி	jaunkundze
ஆஸ்திரிய	austrijas
வடிவமைக்கப்பட்டுள்ளது	projektēta
வடிவமைக்கப்பட்டுள்ளது	projektēts
வடிவமைக்கப்பட்டுள்ளது	konstruēti
சம்பவங்கள்	starpgadījumiem
சம்பவங்கள்	incidentiem
சம்பவங்கள்	incidenti
ஆசாத்	azad
டெல்டா	delta
குட்	laba
குட்	labas
குட்	labi
குட்	labs
குட்	labais
இயற்றியவர்	autors
இயற்றியவர்	autore
ஒருங்கிணைக்கப்பட்ட	vienots
ஒருங்கிணைக்கப்பட்ட	vienoti
சாரம்	būtība
கடலோர	piekrastes
கடலோர	krasts
கடலோர	piekraste
திறம்பட	efektīvi
பெய்ஜிங்	pekinas
பெய்ஜிங்	pekinā
திறன்கள்	iemaņas
திறன்கள்	prasmes
திறன்கள்	prasme
ராணுவம்	militāra
ராணுவம்	militārie
ராணுவம்	militārā
ராணுவம்	militāri
ராணுவம்	militāro
ராணுவம்	armijas
ராணுவம்	armija
பத்திரிகைகள்	dienasgrāmatas
பத்திரிகைகள்	žurnāli
அதீத	ārkārtīgi
கெப்லர்	kepler
திருத்தங்கள்	edits
மாய	maģija
மாய	burvība
பார்த்தார்	redzēju
பார்த்தார்	redzēja
பார்த்தார்	ieraudzīju
வின்சென்ட்	vincents
டிரம்ப்	tramps
புளோரிடா	florida
கரி	ogle
கரி	kokogles
கரி	ogles
அணிகலன்கள்	aksesuāri
அணிகலன்கள்	piederumi
கட்டு	paka
பரிவர்த்தனை	darījums
பரிவர்த்தனை	darījumu
பரிவர்த்தனை	darījumi
உள்கட்டமைப்பு	infrastruktūra
உள்கட்டமைப்பு	infrastruktūras
பிளாஸ்டிக்	plastmasa
பிளாஸ்டிக்	plastmasas
ஆன்மா	dvēseli
ஆன்மா	dvēsele
தாகூர்	tagore
வேந்தர்	kanclere
குண்டுகள்	bumbas
டெக்சாஸ்	teksasas
முழுமை	pilnu
முழுமை	pilnas
முழுமை	pilns
முழுமை	pilnā
முழுமை	pilni
முழுமை	pilna
முழுமை	aizpildīt
முழுமை	pabeigt
முழுமை	pabeigts
முழுமை	pabeigta
முழுமை	pilnīga
தட்பவெப்ப	temperatūras
தட்பவெப்ப	temperatūra
போப்	pāvests
பாசி	aļģes
பாசி	aļģu
போரான்	bora
சமூகங்கள்	kopienas
சமூகங்கள்	sociāla
சமூகங்கள்	sociālie
சமூகங்கள்	sociālais
சமூகங்கள்	sociālā
சமூகங்கள்	sociāls
நிமிடம்	minūte
நிமிடம்	minūti
செயலகம்	sekretariāts
செயலகம்	sekretariātā
ஏற்றுக்கொள்ளப்பட்டது	pieņemts
ஏற்றுக்கொள்ளப்பட்டது	pieņemta
ஏற்றுக்கொள்ளப்பட்டது	pieņemti
தானியங்கள்	graudi
செங்கல்	ķieģeļu
வயிற்றில்	kuņģī
வயிற்றில்	kuņģa
வயிற்றில்	vēders
கோர்	kodola
கோர்	kodols
கோர்	gors
திறமையான	talantīgiem
படத்திற்கு	attēls
படத்திற்கு	bildē
படத்திற்கு	bilde
படத்திற்கு	bildei
மலிவான	lētas
மலிவான	lēts
மலிவான	lēta
மலிவான	lēti
பேஸ்	temps
பேஸ்	pamatne
பேஸ்	pamats
பேஸ்	bāze
மிளகாய்	capsicum
மிளகாய்	čili
பென்சில்வேனியா	pensilvānija
தடங்கள்	kanāli
தடங்கள்	celiņi
தடங்கள்	pēdas
தடங்கள்	sliedes
தடங்கள்	kanāls
இவ்வாறே	tādējādi
கம்பம்	polis
கம்பம்	pole
தேவதை	nāriņa
தேவதை	eņģelis
பீரங்கி	artilērijas
இயற்கணிதம்	algebra
சர்ச்	baznīca
சர்ச்	baznīcas
சர்ச்	baznīcā
சமகால	mūsdienu
அண்டவியல்	kosmoloģija
நிலையைப்	statuss
ஐரிஷ்	īrijas
ஐரிஷ்	īru
ஸ்டான்லி	stenlija
வலைப்பின்னல்	tīkls
வலைப்பின்னல்	tīkla
வடிவமைத்து	projektēta
வடிவமைத்து	projektēts
வடிவமைத்து	konstruēti
கொண்டாட்டம்	svinam
கொண்டாட்டம்	ballīte
கொண்டாட்டம்	party
கொண்டாட்டம்	partija
கொண்டாட்டம்	puse
கொண்டாட்டம்	svinam
கொண்டாட்டம்	svinības
கொண்டாட்டம்	svētki
நிக்	niks
நிக்	nik
நிக்	nic
என்கிறார்கள்	saka
காட்மியம்	kadmijs
காட்மியம்	kadmija
முனையம்	termināla
முனையம்	termināli
முனையம்	termināļa
முனையம்	ostas
முனையம்	portu
முனையம்	ostā
முனையம்	osta
வாரத்திற்கு	nedēļas
வாரத்திற்கு	nedēļā
முக்கியத்துவத்தை	svarīgums
முக்கியத்துவத்தை	nozīmīgums
ஹட்சன்	hadsona
நீர்த்தேக்கம்	rezervuārā
நீர்த்தேக்கம்	rezervuāra
பிரிக்கப்பட்ட	nodala
பிரிக்கப்பட்ட	atdalīta
பிரிக்கப்பட்ட	atdalītas
பிரிக்கப்பட்ட	atdalīts
சீனிவாச	šrīnivāsa
ஒபாமா	obamas
ஒபாமா	obama
ஒப்பீட்டு	salīdzinošo
ஒப்பீட்டு	salīdzinošā
வெற்றிகள்	uzvar
வெற்றிகள்	uzvaras
வெற்றிகள்	uzvarēs
வெற்றிகள்	hits
இழுத்து	vilkt
தோள்	pleca
தோள்	plecs
அபு	abu
லியோன்	lyon
லியோன்	leone
சீரமைப்பு	kondicionēšanas
சீரமைப்பு	kondicionēšana
சீரமைப்பு	atjaunošana
சீரமைப்பு	rekonstrukcija
சீரமைப்பு	atjaunošanas
சுல்தானகம்	sultanāts
பேசிக்	pamata
எதிர்பார்ப்பு	cerības
எதிர்பார்ப்பு	gaidas
உச்சரிப்பு	pareizrakstības
உச்சரிப்பு	izruna
பூம்புகார்	uzplaukums
போதனை	mācīšana
போதனை	mācību
கொடிகள்	karogi
தீபகற்பம்	pussalā
