and	un
clark	klārks
sufficient	pietiekama
sufficient	pietiekami
sufficient	pietiekams
sufficient	pietiekamas
equal	vienlīdzīga
equal	vienlīdzīgi
equal	līdzvērtīgs
equal	vienāda
equal	vienāds
administrator	administrators
administrator	administratora
persons	personām
persons	personas
factory	rūpnīca
factory	fabrika
fought	cīnījās
derived	atvasināta
derived	atvasināti
derived	atvasināts
outstanding	izcils
outstanding	izcili
magazines	žurnālus
magazines	žurnāli
flow	plūsma
attacked	uzbruka
generate	ģenerē
generate	ģenerēt
shape	forma
creator	radītāju
creator	radītājs
creator	radītāja
requires	prasa
option	iespēja
lincoln	linkolns
starts	sāk
starts	sākas
starts	uzsāk
carry	nēsāt
establishment	izveide
establishment	uzņēmums
establishment	izveidi
establishment	izveidošana
selling	pārdošanas
selling	pārdošana
causes	cēloņi
causes	iemesli
causes	cēloņus
budget	budžets
battles	cīņas
sky	debesis
sky	sky
legend	apzīmējumi
legend	leģenda
arrested	arestēts
arrested	arestēti
arrested	apcietināts
forum	forums
forum	forumā
forum	forum
metro	metro
strike	streiks
injury	traumas
injury	kaitējuma
injury	zaudējumi
injury	trauma
injury	kaitējums
ryan	raiens
zero	nulli
zero	zero
zero	nulle
zero	nulles
violence	vardarbība
significantly	ievērojami
statements	apgalvojumi
statements	paziņojumi
controlled	kontrolētā
controlled	kontrolēta
controlled	kontrolēts
controlled	kontrolē
controlled	kontrolēti
welsh	velsas
roger	sapratu
roger	rodžers
pdf	pdf
distinguished	atšķirt
samuel	semjuels
translated	tulkots
detail	detalizēta
detail	sīki
detail	detalizēti
chapel	kapelā
frederick	frīdrihs
thousands	tūkstoši
thousands	tūkstošos
thousands	tūkstošiem
banks	bankas
banks	bankās
offensive	uzbrukumā
offensive	ofensīvu
kings	karaļi
factor	faktoram
factor	koeficients
factor	faktoru
factor	faktors
rename	pārdēvēt
replace	nomainīt
replace	aizvietot
replace	aizstāt
museums	muzeji
resistance	pretošanās
resistance	rezistence
resistance	izturība
resistance	pretestība
junction	krustojums
junction	krustojuma
tries	mēģina
tries	cenšas
tim	tims
engines	motoriem
engines	dzinējiem
engines	motori
engines	dzinēji
medium	vidēja
medium	vidējs
device	ierīce
profit	peļņa
dream	sapnis
dream	sapņot
enter	ievadīt
enter	ievadi
enter	ieiet
twelve	divpadsmit
universal	universālās
universal	universāla
universal	universālā
universal	universāls
typical	tipiska
typical	raksturīgi
typical	tipiski
typical	raksturīgs
typical	tipiskas
typical	tipisks
seeing	redz
skills	iemaņas
skills	prasmes
skills	prasme
bought	nopirka
passenger	pasažieru
passenger	pasažiera
passenger	pasažieri
passenger	pasažieris
cleveland	klīvlendā
funding	finansējums
funding	finansējumu
funding	finansēšana
agriculture	lauksaimniecība
parent	vecāks
parent	vecāka
decades	desmitgades
signal	signāls
signal	signālu
reform	reformu
reform	reforma
organisation	organizācija
prix	prix
column	sleja
column	kolonna
column	slejā
column	kolonnu
utah	jūtas
managers	vadītāji
managers	pārvaldnieki
qualified	kvalificēts
qualified	kvalificētu
qualified	kvalificēta
qualified	kvalificēti
indicate	norādīt
ukrainian	ukraiņu
ukrainian	ukrainas
gay	gejs
gay	geju
amateur	amatieru
obviously	acīmredzami
obviously	acīmredzot
flora	flora
flora	floras
gene	gēns
gene	gēnu
soul	dvēseli
soul	dvēsele
alt	alt
alt	alat
discussions	apspriedes
discussions	diskusijas
montreal	monreālas
turns	vijumu
turns	pārtop
walker	vokers
entrance	ieeja
path	ceļš
nice	patīkami
nice	smuka
nice	jauki
nice	jauka
nice	nice
string	virkne
influenced	ietekmēts
influenced	ietekmējis
developing	attīstīšana
developing	jaunattīstības
abandoned	pamesti
abandoned	pamestas
abandoned	pamesta
humans	cilvēkiem
pair	pāris
pair	pāra
pair	pāri
flat	plakana
flat	vienotas
flat	plakanas
sample	izlase
sample	paraugs
contained	saturēja
banned	aizliegta
banned	aizliedza
moore	moore
moore	mūra
strongly	stingri
visited	apmeklēja
increasing	pieaug
increasing	palielinās
increasing	palielināšana
increasing	palielinot
arm	roka
mathematics	matemātika
canal	kanāls
charts	diagrammas
charts	kartes
thinking	domāšana
thinking	domāt
dublin	dublinā
dublin	dublin
dublin	dublinas
suggests	ierosina
surname	uzvārds
brain	smadzenes
brain	smadzeņu
pittsburgh	pitsburgā
pittsburgh	pitsburgas
blog	blogā
economics	ekonomika
economics	ekonomikā
seventh	septītā
seventh	septītais
alex	aleksa
alex	alekss
alex	aleks
employed	nodarbināti
employed	nodarbinātas
employed	nodarbināta
employed	nodarbināts
heavily	stipri
authors	autori
authors	autoriem
paintings	gleznas
recipients	saņēmēji
recipients	saņēmējiem
scholars	zinātnieki
controversial	pretrunīgi
controversial	pretrunīgs
controversial	strīdīgs
controversial	pretrunīga
expressed	izteikts
josé	hosē
josé	josé
bodies	struktūras
bodies	institūcijas
bodies	virsbūves
conservation	saglabāšanās
conservation	saglabāšanas
conservation	saglabāšana
maps	kartes
marie	marijas
marie	marie
marie	marija
arguments	argumentus
arguments	argumenti
chain	ķēde
chain	ķēdes
focused	vērsta
focused	mērķtiecīga
readers	lasītājiem
readers	lasītāji
carl	kārlis
offices	biroji
offices	birojiem
offices	birojus
wave	viļņu
wave	vilnis
wave	viļņa
circle	loks
circle	apļa
circle	aplis
invasion	iebrukums
jimmy	džimijs
opportunity	iespēja
determine	nosaka
determine	noteikt
colspan	colspan
orthodox	pareizticīgo
voted	nobalsoja
voted	balsoju
voted	balsoja
formal	formāli
formal	formālā
formal	formāla
formal	oficiāls
describes	apraksta
seconds	sekundēs
seconds	sekunžu
seconds	sekundēm
seconds	sekundes
cycle	cikls
doubt	šaubu
doubt	šaubos
golf	golf
golf	golfa
walls	sienas
walls	sienām
closely	cieši
huge	milzīgi
huge	milzīgas
huge	milzīga
huge	milzīgs
andy	endijs
representing	pārstāvot
indonesia	indonēzija
sell	pārdod
mon	mon
tank	tvertne
advice	konsultācijas
advice	padoms
advice	ieteikumi
senator	senators
generated	radīts
malaysia	malaizijā
malaysia	malaizija
malaysia	malaizijas
asking	jautā
finland	somija
finland	somijā
leads	liek
leads	ved
leads	noved
lawyer	jurists
lawyer	advokātu
lawyer	advokāts
lawyer	advokāta
seattle	sietlas
gain	guvums
index	rādītājs
index	indekss
saints	svēto
crisis	krīze
crisis	krīzes
cinema	kino
matt	met
hollywood	holivudas
reaction	reakcija
reaction	reakcijas
medals	medaļas
documents	dokumenti
documents	dokumentus
reader	lasītājs
pattern	raksts
archives	arhīvi
archives	arhīvs
atlanta	atlantu
voting	balsošanas
voting	balso
voting	balsošana
voting	balsojums
reviewed	pārskatīti
reviewed	pārskatīta
reviewed	pārskatīja
reviewed	pārskatīts
looked	izskatījās
bear	lācis
bear	lāča
bear	lāci
perfect	perfekta
perfect	ideāli
perfect	perfekti
perfect	ideāla
perfect	perfekts
restored	atjaunota
restored	atjaunotas
restored	atjaunots
bruce	brūss
baltimore	baltimoras
baron	barons
commune	commune
fantasy	fantāzijas
duty	pienākums
duty	maksājums
duty	maksājuma
duty	nodoklis
chair	krēslu
chair	krēsls
chair	krēsla
scenes	ainas
broad	plašas
broad	plašu
broad	plašs
broad	plaša
opposite	pretējā
opposite	pretēja
opposite	pretim
stuff	mantas
aged	izturēts
streets	ielām
streets	ielās
streets	ielas
nick	niks
nick	nik
anna	anna
billy	billijs
extension	pagarinājumu
extension	pagarināšana
extension	paplašināšana
extension	paplašinājums
extension	pagarinājums
kent	kents
parliamentary	parlamentārā
kelly	kelly
shooting	šaušana
shooting	šaušanas
ready	gatavi
ready	gatava
ready	gatavs
ready	gatavas
pick	izvēlies
songwriter	songwriter
jordan	jordānija
dictionary	vārdnīca
dictionary	vārdnīcu
composition	sastāvs
salt	sāls
bangladesh	bangladešas
bangladesh	bangladeša
bot	robots
successfully	sekmīgi
successfully	veiksmīgi
benefit	pabalsts
benefit	labums
benefit	ieguvums
lands	zemēm
interests	intereses
scheduled	plānota
scheduled	plānots
scheduled	plānotie
teachers	skolotāji
teachers	skolotājiem
teachers	pasniedzēji
closing	noslēguma
closing	aizvēršana
advertising	reklāma
contribution	iemaksu
contribution	ieguldījums
contribution	devums
retirement	pensijā
retirement	pensionēšanās
scientists	zinātnieki
scientists	zinātniekiem
dam	dam
dam	dambis
dam	aizsprostam
blocks	blokiem
blocks	blokus
blocks	bloki
las	las
print	izdrukāt
print	drukāt
print	drukas
techniques	paņēmieni
participate	piedalās
participate	piedalīties
anniversary	jubileja
anniversary	gadadiena
requested	pieprasīta
requested	pieprasīti
requested	prasīts
requested	pieprasījis
requested	pieprasīts
requested	pieprasītais
discovery	atklājums
discovery	atradums
discovery	atklāšana
explained	izskaidrots
explained	izskaidroti
explained	paskaidroja
expedition	ekspedīcija
expedition	sks
und	und
meanwhile	tikmēr
meanwhile	pagaidām
hampshire	hampshire
creative	radoši
creative	radošo
creative	radoša
creative	radošā
creative	radošais
creative	radošs
pierre	pierre
detailed	sīks
detailed	detalizēti
detailed	detalizēta
detailed	sīki
detailed	detalizēts
facts	fakti
facts	faktus
frame	rāmja
frame	kadrs
frame	rāmis
frame	rāmi
finance	finansējums
finance	finanses
finance	finanšu
socialist	sociālisti
socialist	sociālistu
script	skriptu
script	skripts
camera	fotoaparāta
camera	kamera
camera	fotoaparātu
camera	kameru
returns	atgriežas
returns	atgriež
engaged	iesaistījās
assistance	palīdzība
experienced	pieredzējuši
experienced	pieredzējis
underground	pazemē
underground	pazemes
sale	izpārdošana
sale	pārdošana
beautiful	skaists
beautiful	skaistas
beautiful	skaista
beautiful	skaisti
beautiful	skaistā
jane	džeina
abc	abc
successor	sekotājam
successor	pārņēmēja
classification	klasifikācija
tool	instruments
tool	rīks
mining	ieguve
mining	kalnrūpniecības
cabinet	kabinets
cabinet	skapis
bytes	baiti
ross	ros
ross	rosa
ross	ross
russell	rasels
citations	citātiem
maintained	uzturēts
evening	vakars
evening	vakara
evening	vakarā
singing	dziedāt
singing	dziedam
singing	dzied
fifa	fifa
gender	dzimumu
gender	dzimums
lakes	ezeri
mail	pasta
mail	pasts
jeff	džefs
emergency	avārijas
emergency	ārkārtas
mode	režīms
christopher	kristofers
heads	galvas
proved	pierādīts
priest	mācītājs
funds	fondi
investment	investīcijas
investment	ieguldījums
investment	ieguldījumi
romanian	rumāņu
romanian	rumānijas
session	sesiju
session	sesija
capture	uztveršanas
capture	uztveršana
aspects	aspektiem
aspects	aspekti
reduce	samazinātu
reduce	samazina
reduce	jāsamazina
reduce	samazināt
trophy	balva
abuse	ļaunprātīgas
prefecture	prefektūra
walk	staigāt
walk	iet
walk	pastaiga
walk	staigā
faced	saskārusies
normally	parasti
snow	sniega
snow	sniegs
snow	sniegu
shop	veikals
shop	veikalā
shop	veikala
dakota	dakota
bush	krūmu
bush	bush
bush	buša
coal	akmeņogles
coal	ogles
inhabitants	iedzīvotāji
headed	dodas
gary	gērijs
employees	nodarbinātie
employees	darbinieki
error	kļūda
invited	aicināti
invited	aicināts
invited	uzaicināja
invited	uzaicināta
invited	aicināja
invited	uzaicināti
cable	kabeļi
cable	kabeļu
cable	kabelis
protein	proteīni
protein	olbaltumvielu
protein	olbaltumvielas
protein	proteīns
accident	negadījums
accident	avārija
decade	desmitgadē
decade	desmitgades
measure	pasākuma
measure	pasākums
patients	pacienti
patients	pacientiem
downtown	centrā
satellite	pavadonis
satellite	satelītu
johnny	džonijs
combination	kombinācija
combination	apvienojums
courts	tiesām
courts	tiesas
sequence	sekvence
sequence	secība
hook	āķis
hook	āķi
hook	āķa
clean	tīra
clean	tīrs
clean	tīrīt
owners	īpašnieki
twin	dvīņu
distributed	izplata
distributed	izplatīts
describe	aprakstīt
describe	raksturot
describe	apraksta
islam	islāma
photos	fotoattēli
photos	attēli
photos	fotogrāfijas
photos	bildes
ottoman	osmaņu
trained	apmācīts
trained	apmācīti
affected	ietekmēts
affected	skartas
affected	ietekmēta
affected	ietekmēti
affected	skarti
routes	maršruti
routes	ceļi
routes	maršrutus
ministers	ministriem
ministers	ministri
wine	vīns
lanka	lanka
carlos	carlos
landing	izkraušanas
landing	izkraušana
landing	nosēšanās
landing	piezemēšanās
landing	nolaišanās
collected	savākti
collected	savākta
collected	savākts
collected	savāktie
revival	atdzīvojas
rio	rio
communes	komūnas
saturday	sestdienu
saturday	sestdienas
saturday	sestdienā
saturday	sestdien
saturday	sestdiena
guess	laikam
guess	uzmini
drop	piliens
drop	nomest
sarah	sāra
swimming	peldēties
swimming	peldēšana
swimming	peldēšanas
membership	dalība
edinburgh	edinburgas
fit	derīgas
fit	fit
harris	harris
dallas	dalasas
degrees	grādus
degrees	grādi
bachelor	bakalaura
personally	personiski
personally	personīgi
briefly	īsumā
briefly	īsi
files	faili
files	datnes
files	failus
extreme	ārkārtīgi
courses	kursos
courses	kursiem
courses	kursus
courses	kursi
homes	mājas
reaching	sasniedzot
reaching	sasniedz
sought	meklēja
vision	redzējums
vision	vīzija
vision	redze
demand	pieprasījums
vertical	vertikāls
vertical	vertikālais
vertical	vertikāli
vertical	vertikālas
vertical	vertikālā
updated	atjaunināts
updated	atjaunināta
updated	atjaunināti
updated	atjaunots
marketing	mārketings
marketing	tirdzniecība
marketing	tirdzniecības
consisted	sastāvēja
appeal	apelāciju
plane	plakne
plane	plaknes
plane	lidmašīna
quick	ātri
quick	ātra
quick	ātrā
quick	ātrs
victor	viktors
solar	saules
neighborhood	apkārtne
wings	spārni
wings	spārnus
acid	skābi
acid	skābe
acid	skābes
scheme	shēmu
scheme	shēma
rfc	rfc
constant	nemainīga
constant	konstante
constant	nemainīgs
constant	konstanti
hip	hip
hip	gūžas
hip	gurnu
admins	administratori
admins	pārvalde
nova	nova
ceremony	ceremonija
ceremony	ceremonijā
chile	čīle
composers	komponistu
nazi	nacistu
liverpool	liverpool
hero	varonis
designer	dizaineru
learned	iemācījies
instruments	instrumenti
welcome	welcome
hair	apmatojums
hair	matus
hair	matiem
hair	mati
movies	filmas
movies	kino
adjacent	blakus
norman	norman
collections	kolekcijas
belgian	beļģijas
belgian	beļģu
corporate	korporatīvā
austin	austin
driving	braukšanas
driving	braukšana
driving	vadīšana
phone	telefons
phone	tālrunis
fly	lido
fly	lidot
ian	ian
window	logu
window	logā
window	logs
window	loga
document	dokuments
document	dokumentu
adams	adams
collaboration	sadarbība
margaret	margaret
kennedy	kenedijs
leg	kāja
videos	video
assume	pieņemu
assume	uzņemties
attached	pievienoti
attached	pievienotie
attached	pievienota
attached	pievienots
attached	pievienotas
dry	sausa
dry	sausā
dry	sauss
dry	sausi
dry	sausais
expand	izvērst
expand	paplašinās
expand	paplašināt
bible	bībele
serbian	serbu
serbian	serbijas
instrument	instruments
instrument	instrumenta
instrument	instrumentu
random	nejauši
random	nejauša
random	gadījuma
random	nejaušības
random	izlases
represents	atveido
represents	pārstāv
participants	dalībnieki
mentions	minēta
mentions	piemin
portrait	portrets
portrait	portretu
drivers	vadītāji
drivers	autovadītāji
drivers	vadītājiem
drivers	šoferi
airlines	aviosabiedrības
airlines	aviokompānijas
airlines	airlines
airlines	aviolīnijas
airlines	aviosabiedrībām
franklin	frenklins
viewers	skatītājiem
viewers	skatītājus
viewers	skatītāji
finnish	somu
finnish	somijas
differences	atšķirības
venue	vieta
vocal	vokālā
element	elementa
element	elements
element	elementam
element	elementā
regularly	regulāri
rejected	noraidīti
rejected	noraidīta
rejected	noraidīts
rejected	noraidītas
relative	relatīvais
relative	radinieks
relative	relatīvi
relative	relatīvā
illegal	nelegāli
illegal	nelegālo
illegal	nelikumīgs
illegal	nelegāla
illegal	nelikumīgi
illegal	nelikumīga
stewart	stjuarts
roof	jumts
leagues	līgās
argued	argumentēja
argued	apgalvoja
colour	krāsu
colour	krāsa
morgan	morgan
prisoners	ieslodzītie
prisoners	ieslodzīto
facebook	facebook
nelson	nelsons
survived	izdzīvoja
insurance	apdrošināšana
expert	eksperts
expert	eksperte
steam	tvaika
steam	tvaiku
cards	kārtis
cards	kartes
cards	kartītes
manufacturing	ražošana
testing	testēšana
testing	testēšanas
coastal	piekrastes
yorkshire	jorkšīras
rescue	glābšana
rescue	glābšanas
territories	teritorijas
thailand	taizeme
choose	izvēlies
choose	izvēlēties
vienna	vīne
journey	braucienā
journey	brauciens
journey	ceļojums
storage	uzglabāšana
storage	glabāšana
costs	izmaksas
singh	singh
soldier	kareivis
soldier	karavīrs
colony	koloniju
colony	kolonijas
evolution	attīstība
evolution	attīstību
taiwan	taivāna
taiwan	taivānas
hurricane	orkāna
hurricane	viesuļvētra
judges	tiesneši
judges	tiesnešiem
judges	tiesnešu
gardens	dārzi
gardens	dārzos
poems	dzejoļi
responsibility	atbildība
responsibility	atbildības
sentences	teikums
birmingham	birmingham
engineers	inženieri
visible	redzams
visible	pamanāma
visible	redzami
visible	redzamais
visible	redzama
gulf	līča
gulf	līcis
installed	uzstādītas
installed	uzstādīts
installed	uzstādīta
installed	uzstādīti
installed	uzstādīt
revolutionary	revolucionārā
inner	iekšējā
inner	iekšējais
trip	brauciens
trip	ceļojums
restaurant	restorāns
graham	graham
stores	glabātavas
stores	veikalos
stores	noliktavas
stores	veikali
rice	rīsi
prove	jāpierāda
prove	pierādīt
reasonable	saprātīgas
reasonable	saprātīgs
reasonable	saprātīgi
reasonable	saprātīga
skin	ādas
skin	ādu
skin	āda
committed	apņēmusies
volleyball	volejbols
volleyball	volejbola
chose	izvēlējās
factors	faktori
factors	koeficienti
hundreds	simtu
hundreds	simtiem
hundreds	simti
injured	ievainoti
devices	ierīces
phrase	frāze
stanley	stenlija
lemmon	lemons
thompson	tompsone
suicide	pašnāvības
suicide	pašnāvība
suicide	pašnāvību
advantage	priekšrocība
advantage	priekšrocības
automatically	automātiski
disc	diska
disc	disks
disc	disku
minimum	minimālā
minimum	minimālais
minimum	minimums
goods	preces
charges	maksas
alfred	alfrēds
operator	uzņēmējs
operator	operators
finishing	apdares
finishing	apdare
fred	fred
fred	freds
identify	identificē
identify	identificēt
producers	ražotāji
ann	anna
campbell	campbell
portland	portland
latest	jaunākais
releases	izdala
victims	upuri
victims	upuriem
victims	cietušie
explanation	paskaidrojums
explanation	izskaidrojums
explanation	skaidrojums
operate	darboties
threat	drauds
threat	draudi
crossing	šķērsot
crossing	šķērso
crossing	šķērsošanas
crossing	šķērsošana
slow	lēni
slow	lēna
slow	lēns
poets	dzejniekiem
stopped	apturēts
stopped	pārtrauca
strategy	stratēģija
wayne	veins
wayne	veina
ranking	ranga
disney	disney
wright	raita
residential	mājokļa
associate	asociējas
significance	nozīme
significance	nozīmība
ruled	lēma
excellent	lielisks
excellent	izcila
excellent	izcili
excellent	izcils
observed	novērotais
observed	novērotā
observed	novērota
observed	novērotas
observed	novērotās
observed	novērots
threatened	draudēja
threatened	apdraudēti
threatened	apdraudēts
threatened	apdraudēta
friendly	draudzīgi
friendly	draudzīga
friendly	draudzīgs
friendly	draudzīgas
temporary	pagaidu
temporary	īslaicīgi
masters	kapteiņi
masters	masters
masters	saimnieki
peninsula	pussalā
peninsula	pussala
networks	tīkli
passengers	pasažierus
passengers	pasažieri
passengers	pasažieriem
assumed	pieņemts
assumed	pieņemtais
safe	drošu
safe	drošs
safe	droši
safe	droša
safe	drošībā
festivals	svētki
festivals	festivālos
compete	konkurē
compete	konkurēt
compete	sacenšas
png	png
hunter	mednieks
hunter	mednieku
moths	kodes
alaska	aļaskas
partnership	partnerība
partnership	partnerības
partnership	partnerattiecības
maintenance	uzturēšanas
maintenance	uzturēšana
maintenance	apkope
monitoring	pārraudzība
monitoring	monitorings
monitoring	uzraudzība
monitoring	novērošana
evil	ļauni
evil	ļaunums
evil	ļaunumu
evil	ļauns
relief	atvieglojums
relief	atvieglojumi
charlie	charlie
charlie	čārlijs
poverty	nabadzība
hop	apiņu
hop	hop
encyclopedic	enciklopēdiskas
filled	aizpildīts
filled	piepildīts
filled	piepildīta
nba	nba
decide	nolemt
decide	lemt
decide	izlemj
decide	lemj
decide	izlemt
breaking	pārkāpj
argentine	argentīna
argentine	argentīnas
resigned	atkāpies
resigned	atkāpās
drew	pievērsa
hawaii	havaju
brooklyn	bruklinas
historians	vēsturnieki
speaker	runātājs
speaker	runātāja
moth	moth
permission	atļauja
wounded	ievainots
racial	rasu
marshall	māršala
gate	vārtus
gate	vārti
gate	vārtiem
springs	atsperes
photography	photography
photography	fotogrāfija
helping	palīdzot
knights	bruņinieku
roll	ripo
progressive	progresīvi
progressive	progresīva
progressive	pakāpeniska
contrast	kontrasts
continuing	turpinot
processes	procesus
processes	procesi
terminal	termināla
terminal	termināli
terminal	termināļa
executed	izpildīts
svg	svg
spouse	laulātā
spouse	laulātais
infrastructure	infrastruktūra
infrastructure	infrastruktūras
principle	pamatprincips
principle	princips
frequency	biežums
frequency	biežuma
frequency	frekvence
shaped	veidots
robinson	robinsons
waters	ūdeņi
ridge	grēda
bridges	tilti
ceo	izpilddirektors
monument	piemineklis
monument	pieminekļa
mental	garīgi
mental	garīgā
mental	garīgās
carter	kārters
mac	mac
mac	mak
portal	portāla
portal	portālā
portal	portāls
parallel	paralēla
parallel	paralēli
parallel	paralēlas
parallel	paralēlā
thirty	trīsdesmit
giant	milzu
qualifying	kvalificētu
murray	murray
afghanistan	afganistāna
assessment	vērtējums
assessment	novērtējums
assessment	novērtēšana
assessment	izvērtējums
counter	skaitītājs
counter	skaitītāja
bears	lāči
bears	lāčiem
purchase	iegāde
purchase	pirkums
purchase	pirkšana
expression	izteiksme
expression	izpausme
uefa	uefa
improvement	uzlabošanās
improvement	uzlabošana
improvement	uzlabojums
improvement	uzlabojumi
madrid	madrid
madrid	madridē
madrid	madrides
madrid	madride
closure	slēgšanas
closure	slēgšanu
closure	aizvēršana
closure	slēgšana
wheel	ritenis
ambassador	vēstnieks
desert	tuksnesis
iranian	irāņu
iranian	irānas
uncle	tēvocis
severe	smagas
severe	smags
severe	smaga
severe	smagi
rain	lietus
admiral	admirālis
fishing	zveja
fishing	zivsaimniecība
fishing	zvejniecība
fishing	zvejas
existed	pastāvējusi
existed	pastāvēja
raise	paaugstināt
raise	pacelt
raise	audzināt
raise	paceļ
broadway	brodvejas
principles	principi
grow	augt
tests	testi
tests	pārbaudes
tests	testus
roughly	aptuveni
roughly	rupji
tech	tech
trouble	nepatikšanas
rico	riko
paragraph	rindkopa
paragraph	rindkopas
prepared	sagatavota
prepared	sagatavots
prepared	sagatavoti
measures	pasākumi
robin	robins
hired	nolīga
fear	baiļu
fear	bailes
fear	bailēs
merit	nopelni
merit	nopelniem
participation	piedalīšanās
participation	līdzdalība
participation	dalība
massive	masveida
massive	milzīga
agencies	aģentūras
agencies	aģentūrām
technique	tehnika
technique	paņēmiens
alberta	alberta
egyptian	ēģiptes
egyptian	ēģiptiešu
knew	zināja
knew	zināju
knew	zināji
knew	pazina
narrow	šaura
narrow	šauri
narrow	šauras
narrow	šaurs
adapted	pielāgots
adapted	pielāgotā
commissioner	komisārs
rapid	ātra
rapid	ātrs
rapid	straujš
dating	iepazīšanās
businesses	uzņēmumi
bomb	bumba
capable	spējīgs
capable	spēj
capable	spējīgi
poem	dzejolis
stages	posmi
stages	stadijas
stages	posmiem
stages	posmus
honorary	goda
dragon	pūķi
dragon	pūķis
propose	ierosināt
propose	ierosina
modified	modificēts
modified	pārveidoti
modified	pārveidota
modified	mainīts
modified	pārveidots
fired	atlaists
mlb	mlb
send	nosūtīt
send	sūtīt
proof	pierādījumu
proof	pierādījumi
proof	pierādījums
practices	prakse
practices	prakses
arabic	arābu
mouth	muti
mouth	mutē
mouth	mutes
mouth	mute
fix	salabot
fix	fiksēt
fix	noteikt
licensed	licencēts
licensed	licencēta
licensed	licencēti
symbol	simbols
organ	orgānu
organ	orgāns
damaged	bojāta
damaged	bojātas
damaged	bojāts
damaged	bojāti
warren	vorens
exception	izņēmums
costa	costa
unfortunately	diemžēl
jerusalem	jeruzalemē
jerusalem	jeruzalemi
jerusalem	jeruzalemes
replacement	nomaiņa
replacement	aizvietošana
replacement	aizstāšana
indians	indiešu
indians	indiāņi
virgin	jaunava
thousand	tūkstoš
thousand	tūkstoši
thousand	tūkstotis
vancouver	vankūveras
legislation	likumdošana
beauty	skaistule
beauty	skaistums
credits	kredītpunkti
credits	kredīti
buy	nopirkt
buy	pirkt
organisations	organizācijas
serbia	serbijas
serbia	serbija
serbia	serbijā
christianity	kristietība
opinions	viedokļi
opinions	atzinumi
opinions	atzinumus
cavalry	kavalēriju
tribe	cilts
richmond	ričmonds
chess	šaha
channels	kanāli
claiming	apgalvojot
exact	precīzi
exact	precīzs
exact	precīzas
exact	precīza
baker	baker
allied	sabiedroto
involvement	iesaistīšana
involvement	iesaistīšanās
involvement	iesaiste
anime	anime
donald	donalds
sisters	māsas
requests	pieprasījumi
requests	lūgumi
unusual	neierasti
unusual	neparasta
unusual	neparasti
unusual	neparasts
impossible	neiespējams
impossible	neiespējami
impossible	neiespējama
colors	krāsas
cook	gatavot
cook	pavārs
drawing	zīmējums
drawing	zīmēšanas
drawing	rasējums
wikimedia	wikimedia
jonathan	jonathan
removal	izņemšanas
removal	pārcelšanās
removal	noņemšana
removal	izņemšana
moves	kustas
moves	pārvieto
indicates	norāda
admitted	uzņemts
ownership	īpašumtiesības
shore	krastā
shore	krasta
shore	krasts
shore	krastu
shore	piekraste
monitored	uzraudzīta
nebraska	nebraska
regulations	regulas
crash	avāriju
crash	avārija
guitarist	ģitārists
supports	balsti
supports	atbalsta
abbey	abatija
deleting	dzēš
nevada	nevada
barry	berijs
tone	toņa
tone	toni
tone	tonis
personality	personība
personality	personības
reception	saņemšana
reception	pieņemšana
reception	uzņemšana
transit	tranzīts
transit	tranzīta
buffalo	bifeļu
flowers	ziedi
flowers	puķes
flowers	flowers
bond	obligācija
bond	obligācijas
jay	sīlis
adventure	piedzīvojumu
adventure	piedzīvojums
adventure	piedzīvojumi
definitely	noteikti
guinea	gvineja
guinea	gvinejas
horror	šausmas
rangers	rangers
apple	apple
apple	ābols
apple	ābolu
popularity	popularitāti
popularity	popularitāte
coalition	koalīcijas
coalition	koalīcija
franchise	franšīzes
starred	filmējusies
critic	kritiķis
journals	dienasgrāmatas
journals	žurnāli
rolling	rites
silent	kluss
silent	klusē
laboratory	laboratoriju
laboratory	laboratorijā
laboratory	laboratoriski
laboratory	laboratorija
microsoft	microsoft
movements	kustības
charter	harta
charter	hartu
charter	hartas
suitable	piemērots
suitable	piemērota
suitable	piemēroti
suitable	piemērotas
alternate	aizvietotājs
alternate	aizstājējs
alternate	vietnieks
offering	piedāvāšana
missions	misijas
hlist	hlist
experimental	eksperimentālā
experimental	eksperimentāli
experimental	eksperimentālās
experimental	eksperimentālie
rooms	telpas
concluded	secināts
concluded	noslēdza
concluded	secināja
concluded	noslēgts
reputation	reputāciju
reputation	reputācijas
reputation	reputācijai
reputation	reputācija
accurate	precīzi
accurate	precīza
accurate	precīzs
interpretation	interpretācijas
interpretation	interpretāciju
interpretation	interpretācijā
interpretation	interpretēt
interpretation	interpretācija
tagged	atzīmēts
tagged	atzīmēta
tagged	apzīmēti
endemic	endēmiska
chemistry	ķīmija
chemistry	ķīmijas
achieve	sasniegt
knows	zin
knows	zina
manga	manga
journalists	žurnālisti
journalists	žurnālistiem
journalists	žurnālistus
forests	meži
cbs	cb
comprehensive	visaptverošs
comprehensive	visaptveroša
comprehensive	visaptverošu
symphony	simfonijas
electrical	elektriskas
electrical	elektriskie
electrical	elektrisko
electrical	elektriskās
tags	tagus
tags	tag
meters	metri
meters	skaitītāji
meters	mērītāji
jerry	džerijs
tigers	tīģeri
remix	skaņās
addressed	adresēts
addressed	adresēta
phil	fils
phil	fil
automatic	automātiska
automatic	automātiskā
automatic	automātiski
automatic	automātiskais
automatic	automātisks
gang	banda
gang	bandas
printed	iespiesti
printed	iespiestas
printed	drukāts
printed	iespiests
