மற்றும்	and
பிரவுன்	brown
அனுமன்	hanuman
அநேகமாக	probably
சாவ்	chau
காசு	gass
மார்க்சிஸ்ட்	marxist
கரைசல்	solution
மார்பக	breast
தரவரிசையில்	rankings
பாலாஜி	balaji
கிரீன்	green
மார்பு	chest
வழக்கத்தில்	irregular
கூட்டங்கள்	meetings
பிரபலம்	popular
பிரபலம்	celebrity
உத்தி	strategy
அறியப்படாத	anonymous
தரவரிசை	ranking
மதுரா	mathura
வளர்சிதை	metabolism
பின்லாந்து	finland
பேராயர்	archbishop
ஊர்வன	reptile
முதலீட்டாளர்கள்	investors
பல்துறை	versatile
மின்னல்	lighting
மின்னல்	lightning
சுமந்து	carry
உயிர்வேதியியல்	biochemistry
உடற்பயிற்சி	workout
உடற்பயிற்சி	exercise
உடற்பயிற்சி	fitness
மதிப்பீடுகள்	reviews
மதிப்பீடுகள்	ratings
சீதை	sita
பாங்க்	phang
வியன்னா	vienna
களிமண்	clay
ரிக்	rig
ரிக்	rick
லிங்கன்	lincoln
சீடர்	cedar
சீடர்	disciple
அனுப்பிய	sent
இயக்கப்பட்டது	enabled
தொட்டி	bin
வசதியாக	comfortable
வியாபாரம்	business
தூய்மையான	pure
ஈப்போ	ipoh
ஆல்ஃபா	alpha
கோபால்	gopal
படிகள்	steps
பஞ்சு	sponge
பஞ்சு	cotton
உறுப்புக்கள்	boobies
கிறிஸ்துமஸ்	christmas
ஆதரிக்கும்	supports
இன்டெல்	intel
புக்கிட்	bukit
விடுதிகள்	hotels
வார்டு	ward
உற்பத்தியாளர்கள்	manufacturers
தடைகள்	obstacles
தட்டையான	flat
சந்திரசேகர்	chandrasekhar
பாலூட்டி	mammals
பேய்	ghost
பேய்	devil
பிரகடனம்	declaration
குறைப்பு	reduction
சஞ்சய்	sanjay
தெரேசா	teresa
தெரேசா	theresa
இமாச்சலப்	himachal
முரண்பாடு	conflict
நகல்	duplicate
நகல்	copy
நாவல்கள்	novels
யோகா	yoga
ஆஸ்கார்	oscar
கழுத்து	neck
ஸ்டீவன்	steven
அண்டம்	universe
ஐரோப்பியர்	europeans
ஐரோப்பியர்	european
திருத்த	amendment
பொதுவுடைமை	communism
ஆமை	turtle
ஆமை	tortoise
ஏற்பாடுகள்	arrangement
ஏற்பாடுகள்	arrangements
சுரப்பி	gland
வல்லுநர்கள்	professionals
மாத்திரை	pill
வலியுறுத்தி	emphasize
டோக்கியோ	tokyo
ஆரோக்கியமான	healthy
பேரன்	grandson
எருமை	buffalo
தொழிலாக	career
எழுதுதல்	burning
எழுதுதல்	writing
சாதகமாக	positively
செயற்குழு	executive
காவல்துறையினர்	police
கோணத்தில்	angle
செடிகள்	plants
வீரம்	bravery
சிம்	sim
ஜெர்ரி	jerry
பதிவிறக்கம்	downloading
சுமை	load
சுமை	burden
தாரா	tara
வழக்கறிஞர்கள்	lawyers
டிராகன்	dragon
கொண்டாடும்	celebrate
சனிக்கிழமை	saturday
இலக்க	digit
யோசேப்பு	joseph
வலிப்பு	epilepsy
ஊவா	uva
கொண்டிருக்கின்றது	ambush
வகுத்தல்	division
முடிக்கப்பட்டது	completed
முடிக்கப்பட்டது	finished
செயலை	action
நிறைவேற்றப்பட்டது	executed
சகோதரிகள்	sisters
நேர்மறை	positive
ஹைதராபாத்	hyderabad
வரையப்படும்	drawn
மனநிலை	mood
கௌதம	gautama
குற்ற	guilty
ஓவியர்கள்	painters
மயிலை	peacock
குஜராத்தி	gujarati
பிராங்க்	frank
பிராங்க்	franck
தாது	ore
தாது	mineral
மந்திர	magical
சர்ச்சைக்குரிய	problematic
சர்ச்சைக்குரிய	controversial
கிட்டார்	guitar
பண்டிகை	festival
பண்டிகை	festive
பாண்டி	pandi
முடியாட்சி	monarchy
அடித்தளம்	foundation
தியேட்டர்	theater
தியேட்டர்	theatre
வரிசைகள்	array
பிடி	catch
பிடி	hold
ஒருபோதும்	never
மாங்கனீசு	manganese
ரத்னா	ratna
துருவ	polar
அபாயம்	danger
மிகுதி	gorge
சூடான்	sudan
உருமாற்றம்	transformation
சிகரம்	peak
தியாகம்	sacrifice
மகாராஜா	maharaja
குன்று	hill
கணக்குகள்	accounts
வாங்கியது	purchased
வாங்கியது	bought
சுருக்க	abbreviation
மார்ஷல்	marshall
வெறுமனே	simply
துவக்கப்பட்டது	launched
காலில்	leg
பியர்	beer
எட்டியது	scraps
பின்வருவன	upcoming
பெருங்குடல்	colon
மாணவர்களும்	students
புலனாய்வு	intelligence
செனட்	senate
ஐயம்	doubt
ஐதராக்சைடு	hydroxide
மோசமாக	badly
மோசமாக	worse
மோசமாக	poorly
நம்புகிறேன்	hoping
நம்புகிறேன்	hope
கென்னடி	kennedy
உருளை	sphere
டிலான்	dylan
யூதர்களின்	jewish
அறிவுசார்	intellectual
நாக்பூர்	nagpur
அதிரடி	action
வெப்பத்தை	heat
ஹவாய்	hawaii
விளக்கி	descriptor
ஹாரிஸ்	haris
ஹாரிஸ்	harris
கோபுரங்கள்	towers
பிளாட்டினம்	platinum
முக	facial
முக	face
கூம்பு	conical
கூம்பு	cone
பாலைவனம்	desert
ஜொகூர்	johor
சாவித்திரி	savitri
பிரச்சாரம்	campaign
டின்	tin
சாவோ	são
சாவோ	cao
சாவோ	chao
சீனி	sugar
எதிரி	enemy
காட்டியது	showed
கொடுப்பது	giving
காட்டப்படும்	shown
கடவுள்கள்	gods
ஆடைகள்	clothing
ஆடைகள்	dresses
ஆடைகள்	clothes
நினைவுகள்	memories
சார்லி	charlie
அமேசான்	amazon
ராமச்சந்திரன்	ramachandran
துத்தநாக	zinc
பாலங்கள்	bridges
சுவர்கள்	walls
புளோரைடு	fluoride
மாற்றப்பட்ட	changed
மாற்றப்பட்ட	modified
மரு	maru
தேர்ந்தெடுக்கப்பட்டது	selected
வேலி	veli
வேலி	fence
விளையாட்டை	play
பாண்டிச்சேரி	pondicherry
வேற்று	extraterrestrial
செம்பு	copper
கொடுத்தல்	giving
துவங்கப்பட்டது	inaugurated
சிகிச்சைகள்	treatments
ஜஸ்டின்	justin
அமோனியம்	ammonium
கடல்சார்	maritime
மேதை	genius
மேதை	scholar
மேதை	legend
கோலம்	sphere
அறுபத்து	sixty
ஆதரவாளர்கள்	supporters
கத்தி	dagger
கத்தி	knife
உயர்த்தி	elevator
அந்தோனி	anthony
அந்தோனி	antony
வெண்மை	whitening
மறைவு	stealth
மறைவு	death
சூடு	hot
கவனமாக	carefully
கவனமாக	careful
வருங்கால	future
வெப்பமண்டல	tropical
தகவல்தொடர்பு	communication
கலகம்	riot
ஜேக்	jack
பதின்ம	decimal
அதிர்வு	vibe
அதிர்வு	turbulence
அதிர்வு	vibration
சைன்	stroke
சைன்	sine
சைன்	pine
குழி	pit
அலங்காரம்	filter
அலங்காரம்	decoration
எண்ணங்கள்	thoughts
டெட்	ted
டெட்	deck
சம்பளம்	salary
சீசர்	caesar
சீசர்	cesar
மைக்ரோ	micro
கியூபா	cuba
நண்டு	crab
உசேன்	hussein
நேராக	straight
சத்தீஸ்கர்	chhattisgarh
லேடி	lady
மகளும்	daughter
பதினொரு	eleven
கானா	ghana
கேம்பிரிட்ஜ்	cambridge
பாட்டில்	bottle
கழுத்தில்	neck
சிற்பி	architect
மாலிக்	malik
டேட்டா	data
பதக்கங்கள்	medals
சரண்	charan
உபநிடதம்	upanishad
கிரிஸ்	chris
அடையாளங்கள்	identities
அடையாளங்கள்	tags
அலுவலர்கள்	officers
சுற்றுப்பயணம்	tour
கற்பித்தல்	teaching
உத்தர	uttara
உறவினர்	relative
உறவினர்	neighbour
உறவினர்	neighbor
உறவினர்	cousin
பயணி	passenger
ஆலயங்கள்	chapels
லெபனான்	lebanon
அலன்	allen
அலன்	alan
ஏவுகணைகள்	missiles
தொலைதொடர்பு	communication
தேர்வுகள்	tests
தேர்வுகள்	selection
தேர்வுகள்	options
ஹான்	han
செய்தார்கள்	did
குணங்கள்	attributes
கச்சேரி	concert
டார்க்	dark
கண்ணோட்டம்	overview
கண்ணோட்டம்	review
சுரங்க	mining
தாக்கிய	attacked
காந்திநகர்	gandhinagar
கடிதங்கள்	letters
பப்புவா	papua
வாடிக்கையாளர்கள்	customers
வெடித்தது	exploded
சோதனையில்	test
தென்றல்	breeze
தேசங்கள்	nations
வித்யா	vidya
வேண்டுமென்றே	deliberate
வேண்டுமென்றே	intentionally
வேண்டுமென்றே	deliberately
வேண்டுமென்றே	intentional
ஆர்ட்ஸ்	arts
பேச்சாளர்	orator
பேச்சாளர்	speaker
சந்தைகள்	markets
பெஞ்சமின்	benjamin
கட்டுதல்	building
நெசவு	weaving
ஒலிம்பிக்கில்	olympic
சமாளிக்க	tackle
ஆணையர்	commissioner
இலையுதிர்	autumn
பூட்டான்	bhutan
அமர்வு	session
கிளி	parrot
நகர்ந்து	move
நகர்ந்து	moved
இருக்கைகள்	seats
மறைமாவட்டம்	diocese
தாயகம்	motherland
வாலி	wally
கழிவுகள்	debris
பெறவும்	get
பிரதிநிதி	representative
வெப்	webb
வாரணாசி	varanasi
வயிறு	stomach
வயிறு	belly
வயிறு	abdomen
மணிகள்	hours
விலக்கு	dismiss
விலக்கு	suspend
கிறிஸ்டோபர்	christopher
மதிப்பெண்	score
தோன்றுகின்றன	dubious
செய்தித்தாள்	newspaper
செய்தித்தாள்	newspapers
ஈயம்	lead
மிச்சிகன்	michigan
பிரதேசங்கள்	territories
தந்தி	trick
தந்தி	telegram
டிவிடி	dvd
குயில்	cuckoo
வினோத்	vinod
மெட்ராஸ்	madras
இசைக்கருவி	instrument
துவக்கம்	begin
துவக்கம்	startup
விமர்சகர்	critic
ராகுல்	rahul
உபகரணங்கள்	equipment
உபகரணங்கள்	appliances
ஆட்டங்கள்	gaming
வஞ்சி	calamus
ரயில்கள்	trains
கிதார்	guitar
செயற்கையாக	artificially
ஏபிசி	apc
வெளிச்சம்	light
வெளிச்சம்	brightness
ஆன்மிக	mystical
விழுந்த	fallen
புஷ்	push
ஜெயந்தி	jayanti
சாம்பியன்	champion
முகர்ஜி	mukherjee
சந்தைப்படுத்தல்	marketing
சுனாமி	tsunami
குகைகள்	caves
கவுன்சில்	council
ஃபோர்ட்	ford
புரிதல்	understanding
லாரன்ஸ்	lawrence
ஹீரோ	hero
கிண்ணம்	bowl
கிண்ணம்	cup
இதோ	here
போட்டியாளர்கள்	players
போட்டியாளர்கள்	competitors
பார்வையாளர்	audience
படைகளும்	hosts
தளபதிகள்	generals
தளபதிகள்	commanders
தளபதிகள்	captains
கிறிஸ்	chris
சொல்கிறது	says
படகுகள்	boats
கணிமை	computing
கருதுகோள்	hypothesis
ஏற்பு	acceptance
பிரகாசமான	bright
ஆக்கிரமிப்பு	occupation
அழகாக	beautiful
அழகாக	beautifully
பாரம்பரியம்	traditional
பாரம்பரியம்	cultural
பாரம்பரியம்	tradition
நீதித்துறை	judiciary
வயல்	field
காயங்கள்	injuries
காயங்கள்	wounds
ஆந்திரா	andhra
சித்தாந்தம்	ideology
கீதம்	anthem
மீதி	balance
அமீர்	amir
ஹோண்டா	honda
உத்தரவு	command
நரேந்திர	narendra
வண்டு	beetle
தைராய்டு	thyroid
தைராய்டு	artichokes
விரிந்த	wide
இன்சுலின்	insulin
சீட்டு	card
கணக்கிடப்படுகிறது	calculated
தெரிவித்துள்ளார்	cleverly
பசி	hungry
பசி	hunger
பதின்மூன்று	thirteen
மூலையில்	corner
லினக்சு	linux
தவறாகப்	abused
பண்டாரநாயக்கா	bandaranaike
அவளுக்கு	she
ஆனி	annie
வேலைவாய்ப்பு	employment
பாடலைப்	song
ஊக்கம்	motivation
கிகி	kiki
லங்கா	lanka
தெய்வீக	divine
பாபர்	babar
நிச்சயமாக	indeed
நிச்சயமாக	sure
நிச்சயமாக	surely
நிச்சயமாக	definitely
நிற்க	stand
மாமா	mama
மாமா	uncle
பாட்டி	grandmother
பாட்டி	granny
பாட்டி	grandma
பருமன்	obesity
பருமன்	retirees
தாம்சன்	thompson
தாம்சன்	thomson
எதிர்கொள்ள	faced
பேட்	pad
மருந்துகளை	medications
வெற்றியாளர்கள்	winners
புறா	dove
புறா	pigeon
ரோசா	rosa
ஒப்புமை	analogy
பைங்குடில்	greenhouse
துர்க்கை	durga
குத்துச்சண்டை	boxing
குத்துச்சண்டை	wrestling
நாரை	stork
கிராமிய	folk
இடையூறு	disturbance
இடையூறு	interfere
பயம்	fear
பயம்	afraid
பயம்	horror
பயம்	scared
கையாள	handle
தவறுதலாக	mistakenly
காரி	kari
பகுத்தறிவு	rationality
ராபின்	robin
மிதக்கும்	floating
நோவா	noah
உரோம	hairy
மூலிகை	herb
பாஸ்டன்	boston
கடத்தி	conductor
கான்பூர்	kanpur
நீர்வீழ்ச்சி	waterfalls
நீர்வீழ்ச்சி	waterfall
தடுப்பூசி	vaccine
பனாமா	panama
சேர்ப்பது	adding
பாதிக்கிறது	affects
பாதிக்கிறது	affecting
பருப்பு	daal
பருப்பு	nut
தொடு	touch
ஆர்சனிக்	arsenic
துறவிகள்	monks
சொல்கிறார்	says
குளியல்	bath
ஊர்வலம்	rally
ஊர்வலம்	procession
கேபிள்	cable
வடிவமைப்பாளர்	designer
அழகியல்	aesthetics
வலியுறுத்தினார்	insisted
ஒமேகா	omega
இளஞ்சிவப்பு	pink
இளஞ்சிவப்பு	lilac
கணவாய்	cuttlefish
சுத்தமான	clean
எல்லோருக்கும்	everybody
பயணத்தில்	journey
பயணத்தில்	traveling
ஆடம்	adam
பாதிக்கப்பட்டு	affected
லோகன்	logan
நீக்கப்பட்டது	deleted
நீக்கப்பட்டது	removed
சந்தேகம்	doubt
வித்தியாசம்	diff
வித்தியாசம்	difference
வித்தியாசம்	contrast
வாய்வழி	oral
மேக்	mac
ஏடு	deck
பெண்ணியம்	feminism
சியோல்	seoul
ரகசிய	secret
விவாகரத்து	divorce
விவாகரத்து	divorced
ஓய்வூதியம்	pension
தனித்தன்மை	distance
அடோப்	adobe
வைரம்	diamond
துளசி	basil
வால்மீகி	valmiki
கிரே	gray
பேக்	pack
விலைகள்	prices
விலைகள்	rates
முதலை	alligator
முதலை	crocodile
திருத்தப்பட்ட	revised
நெட்	net
வெள்ளிக்கிழமை	friday
யான்	yan
புரூஸ்	bruce
சாய்	sai
சாய்	chai
எச்சம்	residue
அமைதியாக	silent
ஐயா	sir
மிகையான	excessive
பத்தாண்டு	decade
அதிகரித்துள்ளது	increase
அதிகரித்துள்ளது	increased
ஸ்பானிஷ்	spanish
அஞ்சி	fear
கேலி	teasing
இருண்ட	dark
தேவநாகரி	devanagari
ஜேன்	jane
ஆகி	absent
பாடங்கள்	lessons
நோக்கங்கள்	objectives
நோக்கங்கள்	purposes
வாடகை	renting
வாடகை	rentals
வாடகை	rental
வாடகை	rent
சிரிய	syrian
பூண்டு	garlic
ஜான்சி	jhansi
கவர்ந்து	attracted
லோக்	lok
கேள்விக்கு	question
டொமைன்	domain
வால்டர்	walter
இராபர்ட்	robert
பெரேரா	perera
ஆய்	study
காமம்	kama
காமம்	sex
வல்லுனர்கள்	professionals
காதலன்	boyfriend
காதலன்	lover
எல்லாமே	everything
எல்லாமே	all
செல்வி	miss
ஆஸ்திரிய	austrian
வடிவமைக்கப்பட்டுள்ளது	designed
சம்பவங்கள்	incidents
ஆசாத்	azad
டெல்டா	delta
குட்	good
இயற்றியவர்	author
ஒருங்கிணைக்கப்பட்ட	unified
சாரம்	essence
சாரம்	scaffolding
கடலோர	coastal
கடலோர	coast
திறம்பட	effectively
பெய்ஜிங்	beijing
திறன்கள்	skills
ராணுவம்	military
ராணுவம்	army
பத்திரிகைகள்	journals
அதீத	extreme
கெப்லர்	kepler
திருத்தங்கள்	edits
மாய	magic
பார்த்தார்	saw
பார்த்தார்	watched
வின்சென்ட்	vincent
டிரம்ப்	trump
வன்னி	vanni
புளோரிடா	florida
கரி	charcoal
அணிகலன்கள்	accessories
கட்டு	bundle
போபால்	bhopal
பொருந்திய	matched
பரிவர்த்தனை	transaction
பரிவர்த்தனை	transactions
உள்கட்டமைப்பு	infrastructure
பிளாஸ்டிக்	plastic
காலச்சுவடு	timestamp
ஆன்மா	soul
தாகூர்	tagore
தாகூர்	thakur
வேந்தர்	chancellor
குண்டுகள்	bombs
டெக்சாஸ்	texas
முழுமை	full
முழுமை	complete
தட்பவெப்ப	temperatures
போப்	pope
பாசி	algae
போரான்	boron
சித்ரா	chitra
சமூகங்கள்	communities
சமூகங்கள்	social
நிமிடம்	minute
செயலகம்	secretariat
இடலாம்	glide
சோதிட	astrological
சொற்றொடர்	paste
ஏற்றுக்கொள்ளப்பட்டது	accepted
தானியங்கள்	grains
செங்கல்	brick
வயிற்றில்	stomach
கோர்	core
கோர்	gore
திறமையான	talented
படத்திற்கு	picture
மலிவான	cheap
பேஸ்	pace
பேஸ்	base
தொகுப்பாளர்	presenter
கவர்ச்சி	glamour
மிளகாய்	capsicum
மிளகாய்	chili
பென்சில்வேனியா	pennsylvania
தடங்கள்	channels
தடங்கள்	tracks
தடங்கள்	channel
கம்பம்	pole
தேவதை	mermaid
தேவதை	angel
பீரங்கி	artillery
இயற்கணிதம்	algebra
சர்ச்	church
சமகால	contemporary
சேனா	sena
அண்டவியல்	cosmology
நிலையைப்	status
ஐரிஷ்	irish
ஸ்டான்லி	stanley
வலைப்பின்னல்	network
வடிவமைத்து	designed
கொண்டாட்டம்	celebrating
கொண்டாட்டம்	party
கொண்டாட்டம்	celebrate
கொண்டாட்டம்	celebration
நிக்	nick
நிக்	nic
என்கிறார்கள்	says
காட்மியம்	cadmium
முனையம்	terminal
முனையம்	port
வாரத்திற்கு	weekly
ஐயங்கார்	iyengar
முக்கியத்துவத்தை	importance
கார்கில்	kargil
ஹட்சன்	hudson
நீர்த்தேக்கம்	reservoir
பிரிக்கப்பட்ட	separated
சீனிவாச	srinivasa
ஒபாமா	obama
ஒப்பீட்டு	comparative
வெற்றிகள்	wins
வெற்றிகள்	hits
இழுத்து	drag
தோள்	shoulder
அபு	abu
லியோன்	lyon
லியோன்	leone
மிசோரம்	mizoram
சீரமைப்பு	conditioning
சீரமைப்பு	renovation
சுல்தானகம்	sultanate
பேசிக்	basic
எதிர்பார்ப்பு	expectations
உச்சரிப்பு	spelling
உச்சரிப்பு	pronunciation
பூம்புகார்	boom
போதனை	teaching
கொடிகள்	flags
தீபகற்பம்	peninsula
கடன்கள்	loans
ஹெட்ஜ்	hedge
மியான்மர்	myanmar
ராசா	raza
ராசா	rasa
நாய்கள்	dogs
வருடமும்	year
இவற்றால்	plagued
பங்கேற்றனர்	participated
குறைத்தல்	reduction
மலரும்	blossom
பதவிகள்	roles
பதவிகள்	positions
பழி	revenge
வந்ததும்	came
வளிமண்டலம்	atmosphere
நாராயண்	narayan
தீபாவளி	diwali
செவிலியர்	nurse
மக்கா	mecca
விஜயம்	visit
ஊக்குவிக்கும்	encourage
ஊக்குவிக்கும்	encouraging
குஞ்சு	chick
கெய்ரோ	cairo
உறவினர்கள்	cousins
உறவினர்கள்	relatives
தார்	tar
புல்லாங்குழல்	flute
மல்லிகை	jasmine
கண்டேன்	found
லாரி	larry
லாரி	lorry
உரம்	fertilizer
உரம்	manure
கூட்டமாக	crowded
ஹிட்லர்	hitler
முன்னுரை	preface
படமாக	picture
ஒற்றையர்	singles
சத்தம்	noise
சத்தம்	loud
போட்டியிடும்	competing
இசைக்கலைஞர்	musician
மீட்க	recover
பவன்	bhavan
தலைகீழ்	inverted
இமயமலை	himalayas
கலா	kala
கோகோயின்	cocaine
ஆக்சிஜன்	oxygen
மூடப்பட்ட	closed
பச்சன்	bachchan
ஆர்க்	arc
சட்டை	shirt
ஹஜ்	haj
ஹஜ்	hajj
ஜிம்மி	jimmy
உடைந்து	broke
சித்திரம்	art
போதுமானதாக	enough
இடுப்பு	hip
இடுப்பு	loin
இடுப்பு	waist
வெட்டு	cut
வெட்டு	crop
உணவகங்கள்	restaurants
ஒழுங்கற்ற	jigsaw
ஒழுங்கற்ற	random
சேர்த்தல்	collect
சேர்த்தல்	adding
அமைவு	setup
மிதிவண்டி	bicycle
யாதவ்	yadav
யாகம்	astrologer
காகிதம்	paper
தோண்டி	digging
தோண்டி	dug
பிரகாசம்	brightness
நெ	ney
மிங்	ming
பஸ்	bus
ஹெக்டேர்	hectare
வரையறைகள்	specifications
அத்தனை	stunned
நோயெதிர்ப்பு	immune
ஓடு	tile
ஓடு	shell
சீதா	sita
தர்மம்	dharma
ஆழமாக	deeply
ஆழமாக	deep
கையெழுத்து	handwriting
கையெழுத்து	signature
கார்கள்	cars
ரிக்டர்	richter
இயக்குகிறது	enabling
இயக்குகிறது	playing
அலெக்ஸ்	alex
ஈர்க்கும்	attract
புண்	sore
புண்	wound
புண்	ulcer
ஆஷா	asha
சுடர்	flame
ஜின்	jin
ஜின்	gin
இவைகளை	these
கொலம்பஸ்	columbus
இயற்கணித	algebraic
சுவையான	tasty
சுவையான	delicious
மேட்	matt
மராட்டிய	maratha
நஞ்சு	poison
யூக்ளிடிய	euclidean
அடுக்குகள்	layers
டக்ளஸ்	douglas
காங்கோ	congo
வெளிப்படுத்த	reveal
செலுத்துகிறது	pays
கண்டனம்	condemned
கண்டனம்	condemn
தம்முடைய	obscure
உழவர்	farmer
பிரேம்	prem
அடர்	adar
எதிரிகள்	enemies
ஜெனீவா	geneva
அடக்கி	suppressed
அடக்கி	irresistible
மாவு	flour
வாந்தி	vomiting
காலனித்துவ	colonial
துப்புரவு	sanitation
உதாரணங்கள்	references
உதாரணங்கள்	examples
வயிற்றுப்	peptic
சியா	sia
சியா	chia
தமனி	artery
தெளிவாகக்	clearly
மோதல்கள்	collisions
மோதல்கள்	disputes
மோதல்கள்	clash
மணிநேரம்	hours
மணிநேரம்	hourly
மணிநேரம்	hour
ஆக்சைடுகள்	oxides
நிலச்சரிவு	landslide
அத்தியாயங்கள்	episodes
அத்தியாயங்கள்	chapters
ஜேர்மனி	germany
அறிவும்	knowledge
அம்சமாக	thing
ஈழம்	eelam
கமலா	kamala
கனி	ghani
கனி	fruits
வெப்பமான	warmer
கையொப்பம்	signature
குரங்குகள்	monkeys
உணவகம்	cafeteria
உணவகம்	restaurant
விந்து	sperm
மரபணுக்கள்	genes
பரிந்துரைக்கப்பட்ட	suggested
செங்	seng
செங்	cheng
ஆஸ்துமா	asthma
கைத்தொழில்	handicraft
இறுக்கமான	tight
இரை	prey
கார்டியன்	guardian
அசிட்டிக்	acetic
டேவ்	dave
கணிசமாக	considerably
ஒத்துழைப்பு	cooperation
மாற்றப்படுகிறது	converting
மோசடி	fraud
ரிச்சார்ட்	richard
அடைப்பு	arteries
காளை	bull
பெரிலியம்	beryllium
பிரியா	priya
எட்வின்	edwin
நன்கொடை	donation
நன்கொடை	donate
என்னென்ன	what
டேக்	tag
குற்றவாளி	convicted
குற்றவாளி	guilty
குற்றவாளி	culprit
பாலுறவு	sex
மெயில்	mail
வான்வழி	aerial
இல்லாமை	missing
அதிர்ச்சி	shocking
அதிர்ச்சி	shock
அதிர்ச்சி	shocked
பிரதாப்	pratap
பிடித்துக்	hold
தலாய்	dalai
செயற்கைக்கோள்கள்	satellites
மாறுபாடு	difference
சாகித்ய	sahitya
விற்க	sell
எளிதான	easy
நாசர்	nasser
பவுண்டு	pound
கிடைப்பது	get
சத்திரம்	inn
வாட்சன்	watson
பகிர்வு	sharing
பகிர்வு	distribution
எழுதுகிறார்	writes
மருத்துவமனைகள்	clinics
மருத்துவமனைகள்	hospitals
கண்ணா	kanna
முகநூல்	facebook
சாசனம்	charter
யாரோ	someone
டாப்	top
சவால்	challenge
சவால்	challenging
உலாவி	browser
சுதந்திரமான	liberal
பிரத்யேக	exclusive
அரசுக்கும்	ideological
சூழ்ந்து	encompassing
எட்டி	eddie
ஆயுதங்களை	weapons
நீரிணை	strait
தாஜ்	taj
தற்காப்பு	defence
தற்காப்பு	defensive
கொக்கு	crane
ரைன்	rhine
கிளாஸ்	glass
கவுலூன்	kowloon
கயா	gaya
நாகாலாந்து	nagaland
புரோமின்	bromine
தேனீ	bee
பள்ளிக்கு	school
அடிமைகள்	slave
அடிமைகள்	slaves
அடிமைகள்	addict
வனேடியம்	vanadium
கெட்ட	bad
டார்வின்	darwin
வெளியேற்றம்	evacuation
அணில்	squirrel
தாள	percussion
மார்கரெட்	margaret
ஆக்சிசனேற்றம்	oxidation
காஸ்	cass
ஆலிவர்	oliver
தடுக்கிறது	prevents
தடுக்கிறது	blocking
போதி	bodhi
டிக்	dick
ஹக்	haque
ஹக்	haq
ஒன்றோடொன்று	seas
பிராமணர்	brahmin
பார்த்தேன்	saw
யாரேனும்	anyone
யாரேனும்	someone
சாபம்	curse
சகோதர	brotherly
தந்தையை	father
பள்ளம்	groove
பாதம்	feet
ராஜேஷ்	rajesh
தீர்மானிக்க	determine
இறக்கை	wing
குமாரி	kumari
சுரப்பிகள்	mussels
துண்டுகள்	slices
கலி	cali
கலி	gali
அனுப்பப்பட்டது	sent
அன்னம்	swan
வசந்தம்	spring
தையல்	sewing
தையல்	stitch
பைட்	byte
பாரம்பரியமாக	traditionally
பாத்திமா	fatima
உடல்கள்	bodies
உடலும்	physically
ரசாக்	razak
ஈரப்பதம்	humidity
ஜெய்ப்பூர்	jaipur
உரிமையாளர்கள்	owners
சுற்றுலாத்துறை	tourism
ஆல்பத்தை	album
மறுசீரமைப்பு	restoration
எப்போதாவது	often
எப்போதாவது	seldom
திதி	didi
முகவரிகள்	addresses
தூண்டி	prompt
புழுக்கள்	worms
உமா	uma
காவலர்கள்	policemen
நாடோடி	nomad
சதுரம்	square
விஷயம்	thing
விஷயம்	mercia
ஒலிப்பதிவு	soundtrack
பாய்ஸ்	boys
வருத்தம்	upset
கூழ்	puree
புள்ளிவிவரங்கள்	stats
புள்ளிவிவரங்கள்	insights
தற்காப்புக்	martial
நாதன்	nathan
ஈட்டி	spear
தசைகள்	muscles
ராஜேந்திர	rajendra
இராமகிருஷ்ண	ramakrishna
ஹே	hey
காங்	kang
காங்	kong
நாகம்	cobra
நிற்கிறது	stands
வால்ட்	walt
தூதர்	ambassador
காதலை	love
மோரிசன்	morrison
ஜவஹர்லால்	jawaharlal
தொகுக்க	edit
டைசன்	tyson
துப்பாக்கிகள்	guns
லக்னோ	lucknow
கயானா	guyana
ஆய்லர்	euler
மில்	mill
மில்	mil
புபொப	ngc
சாட்சி	testify
சாட்சி	witness
மதராஸ்	madras
வருடாந்த	annual
விளாடிமிர்	vladimir
கிங்ஸ்	kings
நுழையும்	entering
கலிங்க	kalinga
மங்கோலிய	mongolian
ரோஜர்	roger
எடுத்தது	taken
சுண்ணாம்பு	lime
பாக்கு	areca
சிவில்	civil
சோசலிச	socialist
லீலா	leela
ஆலோசகர்	consultant
ஆலோசகர்	counselor
வரலாறுகள்	histories
யூரிக்	uric
துடிப்பு	beat
கட்டிகள்	cubes
கணக்கீடு	enumeration
ஆஸ்டின்	austin
பேர்கன்	bergen
அற்புதமான	wonderful
அற்புதமான	fabulous
அற்புதமான	amazing
சரித்திர	historical
பேரழிவு	disaster
திருட்டு	theft
வெயில்	sunny
சிறியது	small
நாக்கு	tongue
லாங்	lang
லாங்	long
இளமைப்	loitering
பந்தய	racing
தாகம்	thirst
தாகம்	thirsty
குளங்கள்	pools
தேசியம்	nationalism
டைகர்	tiger
கீழ	bottom
ஆர்வலர்	activist
கூர்மையான	sharp
பனிக்கட்டி	ice
பெறுகிறார்	gets
பெறுகிறார்	receiving
பெறுகிறார்	getting
முறுக்கு	screw
வில்லன்	villain
அடைக்கலம்	refuge
கராச்சி	karachi
ஒளிரும்	glowing
யாஹூ	yahoo
அழைக்கப்பட்டனர்	invited
பீர்	peer
பீர்	beer
இயற்கையாகவே	naturally
துளைகள்	sockets
துளைகள்	socks
மந்திர்	mandir
ஐஸ்	ice
