年	jaar
晉升	promoten
晉升	promotie
大氣	sfeer
大氣	atmosfeer
大氣	dampkring
大氣	atmosferische
釋出	release
釋出	vrijlating
釋出	loslaten
釋出	vrijgave
預期	verwachting
預期	verwachtingen
預期	verwachtingen
預期	verwachtte
預期	verwacht
預期	verwachte
預期	verwachte
流感	influenza
流感	griep
流感	griep
劇院	theaters
劇院	bioscoop
劇院	theater
劇院	theater
費城	philadelphia
鄒	chow
人格	persona
人格	persoonlijkheden
人格	persoonlijkheid
瘋狂	waanzinnig
瘋狂	krankzinnig
瘋狂	gek
瘋狂	crazy
瘋狂	zot
瘋狂	gekheid
瘋狂	gekte
瘋狂	krankzinnigheid
瘋狂	waanzin
綽號	bijnaam
綽號	roepnaam
綽號	nickname
綽號	bijnamen
幽默	humor
幽默	humor
實體	entiteiten
實體	entiteit
異常	abnormale
異常	afwijkend
異常	abnormaal
異常	ongewoon
異常	ongebruikelijk
異常	ongewone
異常	ongebruikelijke
異常	anomalieën
異常	afwijkingen
每一個	elk
每一個	ieder
每一個	iedere
每一個	elke
口號	slogans
口號	leuzen
口號	slogan
口號	leus
翻新	opgeknapt
翻新	gerenoveerd
翻新	gerenoveerde
翻新	gerenoveerd
翻新	renovatie
翻新	verbouwing
翻新	renoveren
維也納	wenen
繼任	opvolger
繼任	opvolging
都城	capitol
都城	capitool
元帥	maarschalk
元帥	marshal
頸	hals
頸	nek
摩洛哥	marokkaanse
摩洛哥	marokko
頜	kaak
獎章	medaille
獎章	medaillon
獎章	medailles
楓	maple
症狀	symptomen
症狀	symptoom
清除	clear
清除	duidelijk
清除	helder
天橋	viaduct
蹄	hoef
神聖	heilig
神聖	heilige
神聖	geheiligd
神聖	heilige
神聖	heilig
神聖	holy
地表	bovengronds
地表	oppervlak
學位	graden
學位	graad
光譜	spectrale
光譜	spectra
光譜	spectrum
光譜	spectroscopie
景點	attracties
景點	bezienswaardigheden
景點	aantrekking
景點	aantrekkingskracht
景點	attractie
流入	instroom
流入	instroom
適用	toepasselijk
適用	toepasbaar
適用	toepasselijke
適用	solliciteren
適用	toepassen
業餘	amateurs
業餘	amateurs
業餘	amateur
鯊	haaien
鯊	shark
鯊	haai
腹部	abdominale
腹部	onderbuik
腹部	buik
肯尼迪	kennedy
寬頻	breedband
煥	hwan
致命	dodelijke
致命	dodelijk
致命	dodelijke
致命	dodelijk
致命	fatale
致命	fataal
致命	dodelijk
魚雷	torpedo
模糊	fuzzy
模糊	wazig
模糊	vervaagd
模糊	wazig
模糊	dubbelzinnige
模糊	dubbelzinnig
模糊	wazige
模糊	wazig
模糊	waas
模糊	vervagen
猿	apen
猿	aap
斯通	steen
斯通	natuursteen
斯通	stone
斯通	stenen
盆	stroomgebied
盆	bekken
極限	beperken
極限	limiet
極限	limieten
極限	limieten
極限	grenzen
極限	extreme
極限	extreem
蜂	bijen
蜂	bee
續集	sequels
續集	vervolg
碗	bowl
碗	kommen
碗	schalen
拼	spreuk
拼	betovering
稍後	later
稍後	straks
級別	niveau
級別	level
代表團	delegeren
代表團	delegatie
代表團	delegaties
看起來	looks
看起來	lijkt
起訴	vervolgingen
起訴	aanklachten
起訴	aanklacht
起訴	tenlastelegging
比分	scoren
比分	score
挖	graven
挖	dig
挖	graaf
挖	graven
集會	rally
區分	differentiatie
區分	onderscheid
燦	chan
瑤	yao
傷亡	slachtoffers
傷亡	gewonden
信心	faith
信心	geloof
信心	vertrouwen
信心	zelfvertrouwen
信心	vertrouwen
信心	zelfverzekerde
信心	zelfverzekerd
法文	frans
法文	fransen
法文	franse
明天	morgen
明天	tomorrow
集結	rally
場合	gelegenheid
杖	hengel
杖	idd
杖	rod
先鋒	pioneer
先鋒	pionier
先鋒	pioniers
先鋒	voorhoede
先鋒	pioniers
動詞	werkwoord
動詞	werkwoorden
足利	ashikaga
體積	volume
體積	grootte
體積	afmeting
體積	omvang
體積	formaat
體積	maat
暗殺	moord
暗殺	moordaanslag
噴射	jet
招收	inname
復仇	wraak
復仇	wraak
燃燒	branden
燃燒	brand
燃燒	burn
燃燒	verbranden
燃燒	verbranding
燃燒	burning
燃燒	verbranden
燃燒	brandend
燃燒	branden
燃燒	brandende
感受	feel
感受	voelen
感受	voel
感受	voelen
感受	gevoel
感受	gevoelens
射程	bereik
追溯	terugwerkende
追溯	terugblik
魅力	glamour
魅力	charisma
魅力	uitstraling
魅力	charme
魅力	charmes
茄	solanum
茄	aubergine
起義	opstand
起義	opstand
起義	intifada
兵團	regiment
廈門	xiamen
培訓	trainen
培訓	training
培訓	opleiding
大教堂	kathedraal
聯軍	coalitie
鰓	gill
鰓	kieuwen
暴露	belicht
暴露	bloot
暴露	blootgesteld
暴露	belichting
暴露	blootstelling
培養	opvoeding
培養	verzorgende
消費者	consument
消費者	consumenten
消費者	consument
消費者	consumenten
消費者	verbruikers
生育	bevalling
生育	voortplanting
生育	vruchtbaarheid
雲端	wolk
雲端	cloud
雲端	wolken
屍體	lichaam
屍體	body
寸	inch
時刻	moments
時刻	momenten
時刻	ogenblikken
時刻	moment
時刻	ogenblik
蝦	garnalen
蝦	garnaal
蝦	garnalen
專利	octrooi
專利	patent
專利	octrooi
專利	patenten
專利	octrooien
田徑	atletiek
矛	speer
追蹤	track
追蹤	spoor
追蹤	traceren
追蹤	traceren
追蹤	tracking
售票	ticket
售票	kaartje
售票	kaartverkoop
區別	onderscheid
區別	verschil
搞笑	grappig
搞笑	hilarische
搞笑	hilarisch
三部曲	trilogie
村落	dorpje
村落	dorp
發言人	woordvoerder
發言人	woordvoerder
葡萄酒	wijn
音樂劇	muzikale
音樂劇	musical
音樂劇	muzikaal
樸	parkeren
樸	park
半徑	straal
半徑	radius
六個	zes
六個	six
標籤	labels
標籤	etiketten
標籤	taggen
標籤	tag
標籤	tabblad
標籤	tab
標籤	labels
標籤	tags
標籤	etiket
標籤	label
放大	inzoomen
放大	zoomen
放大	zoom
肝	lever
日間	overdag
傳記	biografieën
傳記	biografie
失望	teleurstellend
失望	teleurstellende
失望	teleurgesteld
失望	teleurstellend
失望	ontgoocheld
失望	teleurstelling
失望	ontgoocheling
失望	teleurstellingen
失望	teleurstelling
瑾	jane
瑾	janneke
勉	mian
雅克	jacques
安迪	andy
辦公	bureau
辦公	kantoor
屬性	attribuut
屬性	eigenschap
屬性	eigendom
屬性	vastgoed
屬性	eigendommen
屬性	eigenschappen
屬性	attributen
屬性	kenmerken
屬性	eigenschappen
種植	aanplant
種植	verbouw
種植	teelt
氫	waterstof
數百	honderden
豐田	toyota
名譽	eren
名譽	eer
名譽	honorair
名譽	reputatie
名譽	eren
名譽	eer
光子	mitsuko
光子	foton
特點	karakteristieken
特點	kenmerken
特點	eigenschappen
特點	functies
特點	kenmerken
特點	kenmerkend
特點	karakteristiek
特點	kenmerk
磷	fosfaat
磷	fosfor
品種	rassen
品種	fokken
品種	voortplanten
品種	ras
品種	rassen
品種	variëteiten
書記	klerken
書記	griffier
書記	klerk
書記	bediende
瑪莉	mary
瑪莉	maria
霜	frost
霜	vorst
霜	crème
霜	room
海豚	dolphin
海豚	dolfijn
海豚	dolfijnen
紫色	paars
紫色	paarse
電流	huidig
電流	huidige
電流	actueel
特快	express
遙	haruka
正統	orthodoxie
正統	orthodoxe
正統	orthodox
國外	overzeese
國外	overzee
國外	overzees
國外	buitenland
千克	kilogram
千克	kilogram
千克	kilo
密碼	wetboek
密碼	code
密碼	wachtwoord
密碼	paswoord
密碼	wachtwoorden
帽子	hoedjes
帽子	hoeden
帽子	mutsen
帽子	petten
帽子	hoed
帽子	pet
帽子	hat
帽子	muts
普查	volkstelling
普查	census
普查	tellingen
中西	midwesten
腺	klier
腺	klieren
海軍陸戰隊	mariniers
歌劇	opera
焦點	focussen
焦點	concentreren
焦點	focus
冬天	winter
紀元	tijdperk
幸運	geluk
幸運	lucky
幸運	gelukkig
里斯本	lissabon
霍爾	hal
霍爾	zaal
霍爾	hall
資本	kapitaal
資本	hoofdstad
資本	hoofdletter
幹部	cadre
拓展	expansie
拓展	uitbreiden
拓展	uitbreiding
拓展	uitbreiden
團結	eenheid
團結	solidariteit
三級	niveau
三級	level
魔鬼	duivel
魔鬼	duivels
獎勵	beloningen
獎勵	bonus
獎勵	prikkels
獎勵	prijsuitreiking
獎勵	awards
獎勵	onderscheidingen
獎勵	beloning
獎勵	belonen
合唱團	koor
合唱團	koor
合唱團	refrein
國防	verdediging
國防	defensie
國防	verdedigen
國防	verdediging
國防	verweerschrift
國防	defensie
國防	verweer
文書	instrument
文書	instrumenten
容許	toelaatbaar
容許	toestaan
意圖	intentie
意圖	intentie
意圖	bedoeling
意圖	intenties
意圖	bedoelingen
意圖	voornemens
物件	voorwerp
物件	object
物件	objecten
物件	voorwerpen
背後	achter
背叛	verraad
培育	verzorgende
培育	fokken
培育	fokkerij
培育	fok
培育	opvoeding
培育	koesteren
培育	cultiveren
物流	logistiek
味道	proef
味道	proeven
味道	smaken
味道	smaak
味道	proeft
味道	smaakt
味道	smaken
味道	geur
味道	reuk
味道	ruiken
味道	ruik
潮流	getij
潮流	tij
潮流	vloed
招募	aanwerving
招募	rekrutering
招募	werving
招募	werving
招募	rekruteren
招募	werven
招募	rekruut
招募	rekruteren
對決	confrontatie
體驗	ervaring
體驗	ervaringen
體驗	ervaar
體驗	ervaren
體驗	ervaring
體驗	ervaringen
禽	gevogelte
禽	pluimvee
禽	gevogelte
河內	hanoi
總數	totalen
裝飾	versiering
裝飾	decoratie
裝飾	inrichting
裝飾	decor
裝飾	decoratie
裝飾	deco
裝飾	inrichten
裝飾	versieren
裝飾	versieringen
裝飾	decoraties
裝飾	onderscheidingen
裝飾	decoratie
婚禮	bruiloften
婚禮	huwelijken
婚禮	bruiloft
婚禮	trouwfeest
婚禮	bruiloft
婚禮	huwelijk
術語	term
術語	termen
術語	voorwaarden
術語	terminologie
接待	receptie
接待	ontvangst
倒塌	ineenstorting
倒塌	instorten
倒塌	instorting
公理	axiomatische
梅花	clubs
梅花	pruim
梅花	plum
梅花	pruimen
改寫	herschrijven
改寫	herschreven
改寫	herschrijven
明日	morgen
明日	tomorrow
櫻花	sakura
王牌	azen
王牌	ace
王牌	aas
爪哇	java
縮短	kortere
縮短	korter
縮短	verkort
縮短	ingekort
縮短	inkorten
縮短	verkorten
縮短	inkorten
縮短	verkorten
上限	plafond
上限	dop
上限	cap
上限	beperken
上限	limiet
上限	limieten
星期二	dinsdag
研究者	onderzoeker
研究者	onderzoekers
合格	gekwalificeerd
合格	gekwalificeerde
水果	vruchten
水果	fruit
水果	vrucht
水果	vruchten
水果	fruit
補給	opladen
補給	herladen
指標	indicatoren
指標	indicator
指標	indicatie
徹底	grondige
徹底	grondig
句子	zinnen
句子	vonnissen
句子	zin
句子	straf
句子	vonnis
麵包	brood
商務	handel
商務	biz
商務	bedrijf
商務	zakelijk
議長	speaker
議長	luidspreker
議長	spreker
使徒	gezanten
使徒	boodschappers
使徒	apostelen
使徒	boodschapper
使徒	apostel
使徒	gezant
使徒	apostolische
聖母	madonna
巴拉圭	paraguay
過往	voorbij
過往	verleden
可愛	cute
可愛	schattig
可愛	heerlijk
可愛	cutie
可愛	schatje
可愛	schattig
兔子	konijntje
兔子	bunny
兔子	konijntje
兔子	konijnen
兔子	konijn
超新星	supernova
大洋洲	ofc
大洋洲	oceanië
封建	feodale
較小	kleiner
較小	kleinere
針	naalden
針	naald
丈	joe
蝙蝠	bat
蝙蝠	bbt
蝙蝠	knuppel
蝙蝠	vleermuis
褐	brown
褐	bruine
褐	bruin
綾	aya
或許	misschien
或許	misschien
煤炭	steenkool
煤炭	kolen
煤炭	kool
真空	stofzuigen
真空	vacuüm
鬥士	strijders
鬥士	vechters
鬥士	fighters
鬥士	boksers
鬥士	strijder
鬥士	vechter
鬥士	fighter
星空	sterren
減弱	verzwakking
減弱	verzwakken
聶	nip
蔬菜	groente
蔬菜	plantaardig
蔬菜	groenten
蔬菜	groente
蔬菜	groenten
索引	index
索引	indexcijfer
索引	indexeren
索引	indexeren
索引	indexering
索引	indexen
索引	registers
華麗	glam
華麗	prachtig
華麗	schitterend
木材	hout
木材	hout
唱歌	zing
唱歌	zingen
唱歌	gezang
唱歌	zang
唱歌	zingen
正規	formele
正規	formeel
模特	modellen
模特	modelleren
模特	modellering
放射性	straling
放射性	bestraling
放射性	radiologische
放射性	radioactiviteit
放射性	radioactief
候選	kandidaat
埋	begraven
埋	begraven
埋	bedolven
閃電	bliksem
閃電	lightning
零件	onderdelen
零件	delen
儀器	instrumentarium
儀器	apparaat
儀器	instrument
儀器	instrumenten
活塞	zuiger
活塞	zuigers
抽象	abstracte
抽象	abstract
抽象	abstractie
保健	gezondheidszorg
魔術	trick
魔術	truc
魔術	truuk
魔術	magie
魔術	magic
魔術	magisch
週一	maandag
流動	flow
流動	mobiliteit
中斷	onderbreken
中斷	break
中斷	pauze
中斷	breken
連線	verbind
連線	verbinden
電壓	spanning
電壓	voltage
奇蹟	mirakels
奇蹟	wonderen
奇蹟	mirakel
奇蹟	wonder
煮	kook
煮	koken
煮	kok
煮	cook
煮	koken
煮	kook
專屬	exclusieve
專屬	exclusief
相機	camera
相機	fototoestel
土著	inheems
土著	inheemse
進化	evolueren
進化	evolution
進化	ontwikkeling
進化	evolutie
進化	evolutionaire
進化	geëvolueerd
家鄉	geboorteplaats
家鄉	geboortestad
家鄉	woonplaats
聖誕	kerstmis
聖誕	kerst
聖誕	christmas
聖誕	kerstfeest
明亮	helder
明亮	fel
明亮	bright
幼稚園	kleuterschool
幼稚園	kleuterscholen
巡航	cruises
巡航	cruise
巧克力	chocola
巧克力	chocolate
巧克力	chocolade
熊本	kumamoto
將來	toekomstige
將來	toekomstig
將來	toekomst
無敵	onoverwinnelijk
無敵	onverslaanbaar
無敵	onoverwinnelijke
無敵	onverslaanbaar
雷諾	reno
體操	gymnastiek
體操	turnen
瞳	hitomi
廟宇	tempels
講座	lezingen
講座	lezing
講座	preek
講座	lezingen
照明	verlichting
照明	belichting
照明	verlichting
行銷	marketing
外籍	buitenlands
海地	haïti
查詢	query
查詢	opvragen
查詢	zoekopdracht
查詢	onderzoek
查詢	onderzoeken
語音	voice
語音	stem
語音	spraak
語音	toespraak
語音	speech
語音	redevoering
甲板	dekken
甲板	dek
甲板	deck
墓葬	graven
染色	kleuring
染色	vlek
染色	vlekken
染色	geverfd
染色	kleurstof
派系	facties
派系	factie
話題	topic
話題	onderwerp
鎊	pond
行業	industrieën
行業	bedrijfstakken
行業	industrie
行業	bedrijfstak
孤立	isolatie
孤立	afzondering
孤立	isolement
孤立	isoleren
孤立	afgelegen
孤立	geïsoleerd
孤立	geïsoleerde
詞彙	glossarium
詞彙	woordenlijst
詞彙	woordenschat
詞彙	woordenlijst
售出	verkocht
售出	verkochte
飯	rijst
飯	maaltijd
危害	harm
危害	gevaren
危害	gevaar
危害	hazard
危害	risico
肖像	portret
肖像	portretten
憤怒	boosheid
憤怒	kwaadheid
憤怒	toorn
憤怒	woede
憤怒	kwaad
憤怒	boos
憤怒	razernij
憤怒	rage
憤怒	woede
旗幟	banner
旗幟	vaandel
旗幟	spandoek
旗幟	vlag
旗幟	vlaggen
巡洋艦	kruisers
巡洋艦	kruiser
巡洋艦	cruiser
間接	indirect
間接	indirecte
間接	onrechtstreeks
間接	indirect
長崎	nagasaki
負面	negatieve
負面	negatief
適應	aanpassing
適應	aanpassen
關心	zorgzame
關心	zorgzaam
關心	zorg
關心	care
關心	verzorging
早晨	morgen
早晨	goeiemorgen
早晨	goedemorgen
早晨	ochtend
神學	theologie
訴訟	geschillen
訴訟	rechtszaken
訴訟	rechtzaak
訴訟	rechtszaak
水道	aquaduct
水道	waterwegen
水道	waterloop
水道	waterlopen
餐	maaltijd
餐	maaltijden
現代化	modernisering
現代化	modern
現代化	moderne
現代化	moderniseren
現代化	modernisering
後裔	afstammeling
後裔	nakomelingen
後裔	afstammelingen
後裔	nageslacht
累計	cumulatief
累計	cumulatieve
堪薩斯州	kansas
樺	berk
樺	birch
旅程	journey
旅程	reis
公墓	begraafplaatsen
公墓	kerkhof
公墓	begraafplaats
相互作用	interactie
相互作用	wisselwerking
相互作用	interacties
相互作用	interactie
船舶	schip
船舶	schepen
漢堡	burger
漢堡	hamburger
漢堡	hamburg
嬰兒	baby
嬰兒	schat
嬰兒	schatje
嬰兒	zuigeling
嬰兒	kindjes
嬰兒	babies
帆船	varen
毀滅	verwoesten
毀滅	vernietigen
毀滅	vernietig
毀滅	verwoesting
毀滅	vernietiging
毀滅	destructie
毀滅	vernieling
客棧	taverne
客棧	herberg
客棧	inn
客棧	herberg
讀書	lezen
讀書	lectuur
讀書	reading
讀書	lezing
裘	qiu
勇敢	moedig
勇敢	dapper
勇敢	dappere
中西部	midwesten
選票	stemmen
選票	stemmingen
選票	stembiljetten
選票	stemmingen
入場	entree
入場	ingang
科目	onderdanen
科目	onderwerpen
科目	vakken
週末	weekends
週末	weekenden
週末	weekeinde
週末	weekend
週末	weekendje
董事會	bestuur
董事會	bord
時常	dikwijls
時常	vaak
中興	zte
赫爾	hull
赫爾	romp
接力	relais
接力	estafette
接力	relay
水庫	dam
水庫	stuwdam
水庫	reservoirs
水庫	stuwmeer
水庫	reservoir
收益	inkomsten
收益	ontvangsten
收益	verdiensten
收益	inkomsten
收益	opbrengsten
收益	opbrengst
隨機	random
隨機	willekeurige
隨機	willekeurig
拉夫	luv
新興	opkomende
投訴	klachten
投訴	klachten
投訴	klacht
璧	bik
小隊	squad
小隊	team
上田	ueda
認知	cognitieve
博覽會	expositie
博覽會	exposition
博覽會	expo
佔據	bezetten
見習	stagiair
見習	stagiaire
準確	nauwkeurig
準確	nauwkeurigheid
準確	accuraat
準確	accurate
山頂	heuveltop
山頂	peak
山頂	piek
山頂	hoogtepunt
製造商	fabrikanten
製造商	producent
製造商	fabrikant
陸地	terrestrische
陸地	grond
陸地	land
金錢	geld
主人公	hoofdpersoon
海德堡	heidelberg
亮度	lichtheid
亮度	helderheid
提早	early
提早	vroeg
提早	vroege
會計	boekhoudkundige
會計	boekhouding
會計	boekhouden
會計	boekhouder
會計	accountant
會計	boekhoudkundige
會計	boekhouding
會計	boekhouden
襪	kousen
襪	sokken
派對	feest
派對	partij
派對	feestje
派對	party
灌溉	irrigatie
灌溉	irrigeren
高麗	koryo
國土	vaderland
國土	moederland
國土	thuisland
導師	leermeester
導師	mentor
導師	mentoren
包裝	pakketje
包裝	pakje
包裝	pakket
包裝	arrangement
包裝	wikkelen
包裝	verpakken
包裝	verpakking
包裝	verpakkingsmateriaal
包裝	verpakkingen
包裝	verpakken
包裝	inpakken
包裝	wrap
包裝	inpakken
包裝	wikkel
應付	omgaan
義務	verplichtingen
義務	verplichting
煙	sigaretten
煙	sigaret
煙	rook
煙	roken
煙	sigaretten
鑽	boren
鑽	boringen
鑽	boren
鑽	boor
鑽	oefening
鑽	drill
情景	scenario
海口	haikou
想像	verbeelding
想像	verbeeldingskracht
想像	fantasie
傳輸	transmissie
揭露	onthullen
揭露	onthult
揭露	openbaren
揭露	ontmaskeren
揭露	blootstellen
揭露	openbaren
樹林	bos
樹林	bossen
樹林	houtsoorten
節奏	tempo
節奏	ritme
醉	dronken
醉	dronkaard
醉	dronken
民俗	folk
民俗	folklore
多媒體	multimedia
中毒	vergiftigen
中毒	vergiftiging
中毒	vergiftigd
中毒	vergiftigde
瞬間	moments
瞬間	momenten
瞬間	ogenblikken
瞬間	instant
阿曼	oman
阿曼	aman
阿曼	amman
郵政	bericht
郵政	post
解析	ontleden
解析	analytisch
解析	analytische
解析	ontleden
秋田	akita
繪製	tekenen
繪製	trekken
繪製	tekent
繪製	trekt
偵測	opsporing
偵測	detectie
偵測	detecteren
差別	verschil
籌備	bereiding
籌備	voorbereiding
籌備	preparaat
籌備	preparaten
籌備	bereidingen
籌備	voorbereidingen
籌備	voorbereiding
獎牌	medaille
獎牌	medailles
大田	ota
大田	daejeon
新娘	bride
新娘	bruid
麻煩	problemen
麻煩	moeilijkheden
疏散	evacuatie
疏散	evacueren
疏散	evacuatie
疏散	evacueren
疏散	ontruiming
縱	longitudinale
隼	valk
隼	falcon
化身	incarnatie
化身	avatar
欣賞	waardeer
欣賞	waarderen
欣賞	bewonderen
出版物	publikaties
出版物	publicaties
出版物	publicatie
出版物	publikatie
出版物	bekendmaking
表彰	herkenning
表彰	erkenning
鼓手	drummer
安哥拉	angola
陶瓷	keramische
陶瓷	keramiek
陶瓷	keramiek
抵制	weerstaan
抵制	boycots
抵制	tegenstand
抵制	weerstand
抵制	resistentie
抵制	verzet
抵制	boycotten
抵制	boycot
容器	container
容器	containers
相應	overeenkomstige
相應	corresponderende
芙蓉	flo
哺乳	borstvoeding
哺乳	verpleging
哺乳	lactatie
哺乳	borstvoeding
目的地	bestemming
目的地	bestemmingen
咒	spreuk
咒	betovering
咒	vloek
咒	vervloeken
咒	vloeken
滑冰	skaten
滑冰	schaatsen
滑冰	schaats
滑冰	skaten
滑冰	skate
滑冰	schaatsen
大島	oshima
和解	verzoenen
和解	verzoening
和解	afstemming
白俄羅斯	belarus
底下	bodem
底下	onderkant
底下	bottom
成份	ingrediënt
成份	ingrediënten
入學	toelating
入學	inschrijving
入學	inschrijving
詹姆士	james
詹姆士	jacobus
詢問	query
詢問	opvragen
詢問	zoekopdracht
詢問	onderzoeken
敢	durf
敢	durven
淚	traan
淚	scheur
淚	scheuren
淚	tranen
別名	alias
別名	schuilnaam
別名	aliassen
釣魚	visvangst
釣魚	visserij
釣魚	vissen
削弱	verzwakte
削弱	verzwakt
削弱	verzwakking
削弱	verzwakken
削弱	verzwakking
削弱	verzwakken
披露	openbaarmaking
識別	identificatie
自行車	fietsen
自行車	fiets
巡演	touring
巡演	toeren
細節	details
細節	bijzonderheden
細節	detail
細節	details
石碑	stele
賠償	vergoeding
賠償	compensatie
賠償	schadeloosstelling
賠償	schadevergoeding
賠償	herstelbetalingen
滑雪	skiën
常數	constante
常數	constant
常數	constanten
摩托	motorfiets
摩托	motor
摩托	moto
家用	huishouding
家用	huishoudelijke
家用	huishouden
家用	huishoudelijk
家用	binnenlands
家用	binnenland
家用	huiselijk
家用	huishoudelijk
罪犯	misdadiger
罪犯	misdadig
罪犯	crimineel
罪犯	misdadigers
罪犯	criminelen
罪犯	dader
罪犯	overtreder
富裕	rijke
導彈	raketten
導彈	raket
協商	consultatie
協商	overleg
協商	raadpleging
協商	raadplegingen
協商	consultaties
協商	overleg
電梯	til
電梯	optillen
電梯	lift
電梯	opheffen
電梯	tillen
電梯	liften
電梯	lift
操縱	manipuleren
操縱	manipulaties
操縱	manipulatie
操縱	manipuleren
非正式	onofficiële
非正式	officieus
非正式	onofficieel
非正式	officieuze
非正式	officieus
非正式	onofficieel
非正式	informeel
蛾	mot
困	sleepy
困	slaperig
王妃	prinsesje
王妃	prinses
王妃	princess
不當	ongepast
不當	ongepast
瀏覽器	browsers
瀏覽器	browser
心情	reacties
心情	humeur
心情	stemming
不丹	bhutan
沙皇	tsaar
弧	arc
帥	knap
帥	knappe
武漢	wuhan
語法	grammatica
語法	syntax
橄欖球	voetballen
橄欖球	voetbal
橄欖球	rugby
罐	potten
罐	kruiken
罐	potjes
罐	pot
罐	potje
罐	jar
星際	interstellaire
流放	ballingschap
流放	verbanning
流放	verbannen
流放	verbanning
農場	kwekerij
農場	boerderij
農場	boerderijen
農場	boerderijen
寶石	edelstenen
寶石	juweel
寶石	jewel
寶石	edelsteen
寶石	gem
拿破崙	napoleon
存活	voortbestaan
存活	survival
存活	overleven
存活	overleving
宣誓	gezworen
宣誓	beëdigd
宣誓	eed
宣誓	ede
生理	fysiologisch
生理	fysiologische
生理	fysiologie
白堊紀	krijt
丹尼爾	daniel
丹尼爾	daniël
現金	cash
咬	hapje
咬	bijten
咬	bijt
火炬	toorts
火炬	zaklamp
火炬	fakkel
低音	basgitaar
低音	baars
低音	bas
低音	bass
八卦	roddel
八卦	roddelen
八卦	geroddel
八卦	roddels
勸	overtuigingskracht
勸	overtuiging
車道	laan
車道	lane
車道	oprit
跳水	duiken
跳水	duik
格鬥	vechten
巨型	giant
巨型	reus
巨型	reuze
增援	versterking
增援	versterkingen
增援	versterking
增援	versteviging
頭髮	haar
頭髮	haren
頭髮	haartjes
頭髮	hair
和尚	monnik
和尚	monk
和尚	monniken
整修	renovaties
整修	renovatie
整修	verbouwing
整修	renoveren
罕見	zeldzame
罕見	zelden
罕見	zeldzaam
家長	ouders
家長	ouder
家長	moedermaatschappij
集團軍	leger
集團軍	landmacht
司長	directeur
司長	director
司長	regisseur
玉米	maïs
玉米	mais
約瑟夫	jozef
約瑟夫	joseph
核定	goedgekeurde
核定	goedgekeurd
西門	simon
泵	pomp
泵	pompen
泵	pompen
長江	yangtze
辯論	discussie
辯論	debat
辯論	discussies
辯論	debatten
巡回	zwervende
討厭	hekel
討厭	haten
討厭	haat
剩餘	resterende
剩餘	resterend
剩餘	overgebleven
剩餘	resterend
剩餘	resterende
剩餘	overschot
剩餘	surplus
剩餘	overschotten
搭檔	partner
夜晚	nachten
夜晚	overnachtingen
夜晚	avond
夜晚	nacht
夜晚	avondje
法師	magiër
天河	tianhe
補助	subsidie
補助	subsidies
轉型	overgang
轉型	transformatie
負擔	lasten
負擔	last
負擔	lasten
信託	trust
信託	vertrouw
信託	vertrouwen
信託	vertrouwt
關聯	correlatie
躍	sprong
不便	ongemakken
不便	ongemak
作物	gewassen
作物	oogst
作物	gewas
檢察官	aanklagers
檢察官	procureur
檢察官	aanklager
桌面	desktops
桌面	bureaublad
桌面	desktop
歧視	discriminatie
歧視	discriminerend
歧視	discriminerende
芽	knoppen
芽	bud
跳舞	dans
跳舞	dansje
跳舞	dansen
跳舞	dansen
疫苗	vaccins
疫苗	vaccinaties
疫苗	vaccin
疫苗	vaccinatie
干擾	storen
干擾	storing
干擾	interferentie
干擾	inmenging
精度	nauwkeurigheid
精度	precisie
精度	nauwkeurigheid
精度	juistheid
講師	docent
講師	docenten
恭喜	proficiat
恭喜	gefeliciteerd
終點站	terminal
終點站	terminaal
終點站	terminale
粘	plakkerig
粘	kleverig
酒精	alcohol
傘	paraplu
法規	statuut
法規	statuten
儒家	confucianisme
儒家	confuciaanse
追擊	achtervolging
追擊	nastreven
追擊	achtervolgen
單車	fietsen
單車	fiets
景觀	landschappen
景觀	landschap
本田	honda
控制器	controller
控制器	controleur
推力	stuwkracht
限量	limited
限量	beperkt
限量	gelimiteerd
限量	beperkte
犧牲	offers
犧牲	offeren
犧牲	opoffering
犧牲	offer
實質	essentie
實質	substantie
公約	conventies
公約	verdragen
午夜	midnight
午夜	middernacht
塑料	kunststoffen
塑料	plastics
塑料	kunststof
塑料	plastiek
塑料	kunststof
塑料	plastic
哭	huil
哭	huilen
哭	janken
哭	huilend
哭	huilen
參議員	senator
一月	januari
汽油	benzine
汽油	gas
汽油	benzine
地主	landeigenaren
地主	verhuurder
地主	huisbaas
臀	hip
臀	heup
臀	hippe
臀	hiep
臀	heupen
難民	vluchteling
難民	vluchtelingen
難民	vluchteling
難民	vluchtelingen
科威特	koeweit
荔枝	lychee
毒品	drugs
衰落	achteruitgang
衰落	verval
衰落	afwijzen
衰落	dalende
衰落	teruglopende
衰落	afnemende
賊	dieven
賊	dief
興起	opkomst
中尉	luitenant
禪	zen
爭論	betogen
爭論	argumenteren
爭論	polemiek
爭論	controverse
爭論	argument
爭論	argumenten
商標	handelsmerk
商標	handelsmerken
商標	merken
商標	handelsmerken
輔導	begeleiding
輔導	coaching
輔導	coachen
輔導	bijles
轉變	transformatie
轉變	transformatie
轉變	transformeren
公噸	ton
公噸	ton
鰍	cobitis
實踐	praktijk
實踐	oefenen
實踐	beoefenen
實踐	oefening
天鵝	zwanen
天鵝	swan
天鵝	zwaan
喝	drankje
喝	drink
