மற்றும்	in
முழுமை	polna
முழுமை	popolna
முழுமை	popolno
தட்பவெப்ப	temperatur
தட்பவெப்ப	temperature
போப்	pope
போப்	papež
பாசி	alg
பாசி	alge
போரான்	bor
சமூகங்கள்	skupnostim
சமூகங்கள்	skupnosti
சமூகங்கள்	socialno
சமூகங்கள்	družabni
சமூகங்கள்	družabno
சமூகங்கள்	socialne
சமூகங்கள்	socialna
சமூகங்கள்	družbena
நிமிடம்	minuta
நிமிடம்	minuto
செயலகம்	sekretariat
இடலாம்	drsne
சோதிட	astrološko
சொற்றொடர்	prilepi
ஏற்றுக்கொள்ளப்பட்டது	sprejeta
ஏற்றுக்கொள்ளப்பட்டது	sprejete
ஏற்றுக்கொள்ளப்பட்டது	sprejet
ஏற்றுக்கொள்ளப்பட்டது	sprejeto
தானியங்கள்	zrna
தானியங்கள்	zrnje
செங்கல்	brick
செங்கல்	opeka
செங்கல்	opeko
வயிற்றில்	želodec
வயிற்றில்	trebuh
கோர்	jedro
கோர்	gore
திறமையான	talentiran
திறமையான	nadarjena
திறமையான	nadarjen
படத்திற்கு	sliko
படத்திற்கு	slika
மலிவான	ceneno
மலிவான	poceni
பேஸ்	tempo
பேஸ்	baza
பேஸ்	osnova
பேஸ்	oporišče
கவர்ச்சி	blišč
மிளகாய்	capsicum
மிளகாய்	chili
மிளகாய்	čili
பென்சில்வேனியா	pensilvaniji
தடங்கள்	kanali
தடங்கள்	skladbe
தடங்கள்	sledi
தடங்கள்	tiri
தடங்கள்	kanal
கம்பம்	pole
கம்பம்	drog
கம்பம்	tečaj
தேவதை	angelček
தேவதை	angel
பீரங்கி	topništvo
இயற்கணிதம்	algebra
சர்ச்	cerkev
சமகால	sodobno
சமகால	sodobna
சமகால	sodobni
அண்டவியல்	kozmologije
நிலையைப்	status
நிலையைப்	stanje
ஐரிஷ்	irske
ஐரிஷ்	irsko
ஐரிஷ்	irski
ஐரிஷ்	irci
ஸ்டான்லி	stanley
வலைப்பின்னல்	omrežja
வலைப்பின்னல்	mreža
வலைப்பின்னல்	omrežje
வடிவமைத்து	zasnovan
வடிவமைத்து	zasnovana
கொண்டாட்டம்	praznuje
கொண்டாட்டம்	praznovanje
கொண்டாட்டம்	praznujemo
கொண்டாட்டம்	zabava
கொண்டாட்டம்	zabavo
கொண்டாட்டம்	žur
கொண்டாட்டம்	party
கொண்டாட்டம்	praznovanje
கொண்டாட்டம்	praznujemo
கொண்டாட்டம்	slavje
கொண்டாட்டம்	praznovanje
நிக்	nick
நிக்	nic
என்கிறார்கள்	pove
என்கிறார்கள்	pravi
காட்மியம்	kadmij
முனையம்	terminal
முனையம்	terminalu
முனையம்	pristanišče
முனையம்	pristanišča
முனையம்	port
வாரத்திற்கு	tedenska
வாரத்திற்கு	tedenski
வாரத்திற்கு	tedensko
முக்கியத்துவத்தை	pomembnost
ஹட்சன்	hudson
நீர்த்தேக்கம்	rezervoar
நீர்த்தேக்கம்	zbiralnik
பிரிக்கப்பட்ட	ločena
பிரிக்கப்பட்ட	ločeni
பிரிக்கப்பட்ட	ločen
பிரிக்கப்பட்ட	ločeno
சீனிவாச	srinivasa
ஒபாமா	obama
ஒப்பீட்டு	primerjalno
ஒப்பீட்டு	primerjalne
ஒப்பீட்டு	primerjalna
வெற்றிகள்	zmaga
வெற்றிகள்	zadetkov
இழுத்து	vleči
தோள்	rame
தோள்	ramo
தோள்	rama
தோள்	rami
அபு	abu
லியோன்	lyon
லியோன்	leone
சீரமைப்பு	nega
சீரமைப்பு	prenovo
சீரமைப்பு	obnova
சீரமைப்பு	prenova
பேசிக்	osnovno
பேசிக்	osnovni
எதிர்பார்ப்பு	pričakovanja
உச்சரிப்பு	črkovanje
உச்சரிப்பு	izgovorjava
பூம்புகார்	boom
பூம்புகார்	bum
போதனை	poučevanje
கொடிகள்	zastave
தீபகற்பம்	polotok
கடன்கள்	posojila
மியான்மர்	mjanmaru
ராசா	raza
நாய்கள்	psov
நாய்கள்	psi
நாய்கள்	psih
நாய்கள்	pse
வருடமும்	leto
வருடமும்	letnica
பங்கேற்றனர்	sodelovala
பங்கேற்றனர்	sodeloval
பங்கேற்றனர்	sodelovali
பங்கேற்றனர்	sodelovalo
குறைத்தல்	zmanjšanje
குறைத்தல்	znižanje
மலரும்	cvet
மலரும்	cvetka
பதவிகள்	vloge
பதவிகள்	vlog
பதவிகள்	položaji
பதவிகள்	stališča
பதவிகள்	pozicije
பழி	maščevanje
வந்ததும்	prišlo
வந்ததும்	prišel
வளிமண்டலம்	ozračje
வளிமண்டலம்	atmosfera
வளிமண்டலம்	atmosfero
வளிமண்டலம்	vzdušje
செவிலியர்	bolničarka
செவிலியர்	sestra
மக்கா	meka
விஜயம்	obisk
விஜயம்	obiščite
வசனங்கள்	napisi
ஊக்குவிக்கும்	spodbudi
ஊக்குவிக்கும்	spodbujati
ஊக்குவிக்கும்	spodbudno
குஞ்சு	bejba
கெய்ரோ	kairu
உறவினர்கள்	sestrične
உறவினர்கள்	sorodniki
உறவினர்கள்	bratranci
உறவினர்கள்	bratranca
உறவினர்கள்	sorodniki
தார்	katran
தார்	katrana
தார்	tar
புல்லாங்குழல்	flavto
புல்லாங்குழல்	piščal
மல்லிகை	jasmina
மல்லிகை	jasmine
மல்லிகை	jasmin
கண்டேன்	najdeno
கண்டேன்	najdeni
கண்டேன்	najdena
கண்டேன்	najden
லாரி	larry
லாரி	tovornjak
உரம்	gnojila
உரம்	gnojilo
உரம்	gnoja
உரம்	gnoj
கூட்டமாக	gneča
ஹிட்லர்	hitlerju
ஹிட்லர்	hitler
ஹிட்லர்	hitlerja
முன்னுரை	uvod
படமாக	sliko
படமாக	slika
ஒற்றையர்	samske
சத்தம்	hrup
சத்தம்	glasna
சத்தம்	glasno
சத்தம்	glasen
போட்டியிடும்	konkurenčnih
போட்டியிடும்	tekmovati
இசைக்கலைஞர்	glasbenik
தலைகீழ்	obrnjeno
தலைகீழ்	obrnjeni
தலைகீழ்	obrnjen
தலைகீழ்	obrnjena
இமயமலை	himalajo
கலா	kala
கோகோயின்	kokain
கோகோயின்	kokaina
ஆக்சிஜன்	kisika
ஆக்சிஜன்	kisik
மூடப்பட்ட	zaprto
மூடப்பட்ட	zaprt
மூடப்பட்ட	zaprte
மூடப்பட்ட	zaprti
மூடப்பட்ட	zaprta
ஆர்க்	lok
ஆர்க்	arc
சட்டை	srajca
சட்டை	majico
சட்டை	srajco
சட்டை	majica
ஹஜ்	hadž
ஜிம்மி	jimmy
உடைந்து	zlomil
சித்திரம்	umetnost
சித்திரம்	umetnosti
சித்திரம்	art
போதுமானதாக	dovolj
இடுப்பு	kolk
இடுப்பு	boka
இடுப்பு	pasu
இடுப்பு	pas
இடுப்பு	pasom
வெட்டு	rez
வெட்டு	odreži
வெட்டு	pridelki
வெட்டு	pridelek
வெட்டு	pridelka
உணவகங்கள்	restavracije
ஒழுங்கற்ற	koščki
ஒழுங்கற்ற	žagar
ஒழுங்கற்ற	naključna
ஒழுங்கற்ற	naključno
ஒழுங்கற்ற	naključni
ஒழுங்கற்ற	naključen
சேர்த்தல்	zbirajo
சேர்த்தல்	zbiranje
சேர்த்தல்	dodajanje
அமைவு	nastavitve
அமைவு	nastavitev
மிதிவண்டி	kolo
யாகம்	astrolog
காகிதம்	papirja
காகிதம்	papir
தோண்டி	kopanje
தோண்டி	kopati
தோண்டி	kopanja
தோண்டி	izkopal
தோண்டி	izkopali
தோண்டி	kopal
பிரகாசம்	svetlost
நெ	ney
மிங்	ming
பஸ்	bus
பஸ்	avtobus
பஸ்	avtobusna
ஹெக்டேர்	hektar
வரையறைகள்	specifikacije
அத்தனை	osupel
நோயெதிர்ப்பு	imunski
ஓடு	ploščice
ஓடு	shell
ஓடு	lupino
ஓடு	lupina
ஓடு	školjka
சீதா	sita
தர்மம்	dharma
ஆழமாக	globoko
ஆழமாக	globoka
ஆழமாக	globoko
ஆழமாக	globok
கையெழுத்து	pisava
கையெழுத்து	podpis
கார்கள்	avte
கார்கள்	avtomobili
கார்கள்	avti
கார்கள்	avtomobile
ரிக்டர்	richter
இயக்குகிறது	omogočanje
இயக்குகிறது	igrajo
இயக்குகிறது	predvajanje
இயக்குகிறது	igranje
அலெக்ஸ்	alex
அலெக்ஸ்	aleš
அலெக்ஸ்	aleks
ஈர்க்கும்	pritegniti
ஈர்க்கும்	pritegnili
ஈர்க்கும்	privabiti
புண்	boleče
புண்	vneto
புண்	rane
புண்	rano
புண்	rana
புண்	razjeda
ஆஷா	asha
சுடர்	plamen
ஜின்	jin
ஜின்	gin
இவைகளை	teh
இவைகளை	te
இவைகளை	tele
கொலம்பஸ்	kolumb
இயற்கணித	algebrska
சுவையான	okusna
சுவையான	okusno
சுவையான	okusen
சுவையான	okusna
சுவையான	okusno
மேட்	matt
நஞ்சு	strup
யூக்ளிடிய	evklidski
அடுக்குகள்	plasti
டக்ளஸ்	douglas
காங்கோ	kongo
வெளிப்படுத்த	razkril
வெளிப்படுத்த	razkrili
வெளிப்படுத்த	razkriti
செலுத்துகிறது	plača
செலுத்துகிறது	plačuje
கண்டனம்	obsojena
கண்டனம்	obsojeni
கண்டனம்	obsodil
கண்டனம்	obsojen
கண்டனம்	obsoditi
உழவர்	kmeta
உழவர்	kmet
உழவர்	farmer
பிரேம்	prem
சிறிதாக	manjše
சிறிதாக	manjša
சிறிதாக	manjši
எதிரிகள்	sovražniki
எதிரிகள்	sovražnike
எதிரிகள்	sovražnikov
ஜெனீவா	ženevi
அடக்கி	zatrta
அடக்கி	upreti
மாவு	moke
மாவு	moko
மாவு	moka
வாந்தி	bruhanje
காலனித்துவ	kolonialni
துப்புரவு	sanitarije
உதாரணங்கள்	reference
உதாரணங்கள்	sklicevanja
உதாரணங்கள்	sklicevanje
உதாரணங்கள்	primeri
சியா	sip
சியா	chia
தமனி	arterijo
தமனி	arterija
தெளிவாகக்	jasno
மோதல்கள்	trčenja
மோதல்கள்	trčenj
மோதல்கள்	spori
மோதல்கள்	spore
மோதல்கள்	clash
மோதல்கள்	spopada
மோதல்கள்	spopad
மணிநேரம்	urami
மணிநேரம்	ure
மணிநேரம்	urah
மணிநேரம்	ur
மணிநேரம்	urno
மணிநேரம்	urni
மணிநேரம்	uro
மணிநேரம்	ura
மணிநேரம்	urice
ஆக்சைடுகள்	oksidi
நிலச்சரிவு	plaz
அத்தியாயங்கள்	epizode
அத்தியாயங்கள்	epizod
அத்தியாயங்கள்	poglavja
ஜேர்மனி	nemčija
அறிவும்	znanja
அறிவும்	poznavanje
அறிவும்	znanje
அம்சமாக	stvar
கனி	sadeži
கனி	sadje
கனி	plodovi
கையொப்பம்	podpis
குரங்குகள்	opice
குரங்குகள்	opic
உணவகம்	menzi
உணவகம்	restavracija
விந்து	sperma
விந்து	spermo
மரபணுக்கள்	genov
மரபணுக்கள்	geni
பரிந்துரைக்கப்பட்ட	predlagane
பரிந்துரைக்கப்பட்ட	predlagan
பரிந்துரைக்கப்பட்ட	predlagano
பரிந்துரைக்கப்பட்ட	predlagani
பரிந்துரைக்கப்பட்ட	predlagana
செங்	seng
செங்	cheng
ஆஸ்துமா	astmo
கைத்தொழில்	rokodelskih
இறுக்கமான	tesno
இறுக்கமான	tesen
இறுக்கமான	tesna
இரை	plen
கார்டியன்	varuh
கார்டியன்	skrbnik
அசிட்டிக்	ocetna
டேவ்	dave
டேவ்	dava
ஒத்துழைப்பு	sodelovanje
மாற்றப்படுகிறது	pretvarjanje
மோசடி	goljufija
மோசடி	goljufije
ரிச்சார்ட்	richard
அடைப்பு	arterije
அடைப்பு	arterij
காளை	bik
காளை	bull
பெரிலியம்	berilij
எட்வின்	edwin
நன்கொடை	darovanje
நன்கொடை	prispevek
நன்கொடை	donacijo
என்னென்ன	kaj
டேக்	označi
டேக்	oznaka
குற்றவாளி	obsojena
குற்றவாளி	obsojeni
குற்றவாளி	obsojen
குற்றவாளி	kriv
குற்றவாளி	kriva
குற்றவாளி	krivec
பாலுறவு	seks
பாலுறவு	spol
பாலுறவு	sex
மெயில்	mail
மெயில்	pošta
வான்வழி	antena
வான்வழி	zračni
இல்லாமை	pogrešana
இல்லாமை	manjkajoče
இல்லாமை	pogrešan
இல்லாமை	manjka
இல்லாமை	manjkajo
அதிர்ச்சி	pretresljivo
அதிர்ச்சி	šokantno
அதிர்ச்சி	šok
அதிர்ச்சி	šokiran
அதிர்ச்சி	pretresen
அதிர்ச்சி	šokirana
பிடித்துக்	drži
தலாய்	dalai
செயற்கைக்கோள்கள்	sateliti
மாறுபாடு	razlika
மாறுபாடு	razliko
மாறுபாடு	razlike
எளிதான	počasi
நாசர்	nasir
பவுண்டு	funt
மோர்	pinjenec
கிடைப்பது	dobil
கிடைப்பது	dobi
சத்திரம்	inn
சத்திரம்	gostilna
சத்திரம்	gostišče
வாட்சன்	watson
பகிர்வு	deljenje
பகிர்வு	delitev
பகிர்வு	razdelitev
பகிர்வு	porazdelitev
பகிர்வு	distribucija
பகிர்வு	razdeljevanje
பகிர்வு	razporeditev
எழுதுகிறார்	piše
மருத்துவமனைகள்	klinike
மருத்துவமனைகள்	bolnišnic
மருத்துவமனைகள்	bolnice
மருத்துவமனைகள்	bolnišnice
மருத்துவமனைகள்	bolnic
முகநூல்	facebook
சாசனம்	listina
சாசனம்	listine
யாரோ	nekdo
டாப்	top
டாப்	vrh
சவால்	izziv
சவால்	zahtevna
சவால்	zahtevno
உலாவி	brskalnik
சுதந்திரமான	liberalni
உள்ளமைவு	zamik
பிரத்யேக	izključno
பிரத்யேக	izključna
பிரத்யேக	ekskluzivno
அரசுக்கும்	ideoloških
எட்டி	eddie
ஆயுதங்களை	orožja
ஆயுதங்களை	orožje
தாஜ்	taj
தற்காப்பு	obramba
தற்காப்பு	obrambno
தற்காப்பு	obrambna
தற்காப்பு	obrambne
தற்காப்பு	obrambni
கொக்கு	žerjav
ரைன்	rena
ரைன்	porenje
ரைன்	ren
கிளாஸ்	steklo
கிளாஸ்	stekla
கிளாஸ்	kozarec
கிளாஸ்	steklena
நாகாலாந்து	nagaland
தேனீ	čebela
தேனீ	čebelji
தேனீ	bee
பள்ளிக்கு	šole
பள்ளிக்கு	šolo
பள்ளிக்கு	šola
அடிமைகள்	suženj
அடிமைகள்	sužnja
அடிமைகள்	sužnji
அடிமைகள்	sužnje
அடிமைகள்	odvisnik
வனேடியம்	vanadij
கெட்ட	hudo
கெட்ட	slaba
கெட்ட	slabo
கெட்ட	bad
கெட்ட	slab
டார்வின்	darwin
வெளியேற்றம்	evakuacija
வெளியேற்றம்	evakuacijo
வெளியேற்றம்	evakuacije
அணில்	veverico
அணில்	veverice
அணில்	veverica
தாள	tolkala
மார்கரெட்	margaret
ஆக்சிசனேற்றம்	oksidacije
காஸ்	cass
ஆலிவர்	oliver
ஆலிவர்	oliverja
தடுக்கிறது	preprečuje
தடுக்கிறது	prepreči
தடுக்கிறது	blokiranje
தடுக்கிறது	blokira
போதி	bodhi
டிக்	tič
டிக்	dick
ஹக்	haq
ஒன்றோடொன்று	morja
பார்த்தேன்	žago
பார்த்தேன்	videl
பார்த்தேன்	vidu
பார்த்தேன்	žaga
யாரேனும்	kogarkoli
யாரேனும்	kdorkoli
யாரேனும்	nekdo
சாபம்	prekletstvo
சகோதர	bratska
தந்தையை	oče
பள்ளம்	ritem
பாதம்	noge
பாதம்	stopala
பாதம்	stopali
பாதம்	nogice
இறக்கை	wing
இறக்கை	krilo
சுரப்பிகள்	školjke
துண்டுகள்	rezine
கலி	cali
கலி	gali
அனுப்பப்பட்டது	poslan
அனுப்பப்பட்டது	poslana
அனுப்பப்பட்டது	poslani
அனுப்பப்பட்டது	poslano
அனுப்பப்பட்டது	poslane
அன்னம்	labod
அன்னம்	swan
வசந்தம்	spomladanska
வசந்தம்	pomladno
வசந்தம்	pomlad
வசந்தம்	izvir
வசந்தம்	pomladi
தையல்	šivanje
தையல்	šiv
பைட்	bajt
பாரம்பரியமாக	tradicionalno
பாத்திமா	fatima
உடல்கள்	trupla
உடல்கள்	telesa
உடலும்	fizično
உடலும்	telesno
ஈரப்பதம்	vlaga
ஈரப்பதம்	vlažnost
உரிமையாளர்கள்	lastniki
சுற்றுலாத்துறை	turizem
ஆல்பத்தை	album
ஆல்பத்தை	albuma
மறுசீரமைப்பு	obnovitev
மறுசீரமைப்பு	obnavljanje
மறுசீரமைப்பு	obnova
மறுசீரமைப்பு	obnovo
எப்போதாவது	pogosto
எப்போதாவது	redkokdaj
திதி	didi
முகவரிகள்	naslovi
புழுக்கள்	črve
புழுக்கள்	črvi
உமா	uma
காவலர்கள்	policisti
நாடோடி	nomad
சதுரம்	kvadratnih
சதுரம்	kvadrat
விஷயம்	stvar
பாய்ஸ்	fantje
பாய்ஸ்	dečki
பாய்ஸ்	fanta
வருத்தம்	razburjena
வருத்தம்	razburjen
கூழ்	pire
புள்ளிவிவரங்கள்	statistika
புள்ளிவிவரங்கள்	statistiko
புள்ளிவிவரங்கள்	vpogled
நாதன்	nathan
ஈட்டி	sulico
ஈட்டி	kopje
தசைகள்	mišice
காங்	kang
காங்	kong
நாகம்	kobra
நிற்கிறது	stoji
நிற்கிறது	stojala
வால்ட்	walt
தூதர்	veleposlanik
தூதர்	ambasador
காதலை	ljubezni
காதலை	love
காதலை	ljubezen
மோரிசன்	morrison
ஜவஹர்லால்	džavaharlal
தொகுக்க	urejanje
டைசன்	tyson
துப்பாக்கிகள்	topovi
துப்பாக்கிகள்	puške
துப்பாக்கிகள்	orožje
துப்பாக்கிகள்	pištole
கயானா	gvajani
ஆய்லர்	euler
மில்	mlin
மில்	mill
மில்	žaga
மில்	mil
புபொப	ngc
சாட்சி	pričajo
சாட்சி	pričal
சாட்சி	pričati
சாட்சி	priča
மதராஸ்	madrasu
வருடாந்த	letne
வருடாந்த	letno
வருடாந்த	letna
வருடாந்த	letni
விளாடிமிர்	vladimir
கிங்ஸ்	kralje
கிங்ஸ்	kralji
மங்கோலிய	mongolski
ரோஜர்	roger
ரோஜர்	sprejeto
எடுத்தது	slikano
எடுத்தது	vzet
சுண்ணாம்பு	apna
சுண்ணாம்பு	apno
சிவில்	civilno
சிவில்	civilna
சிவில்	civilne
சோசலிச	socialdemokratov
ஆலோசகர்	svetovalca
ஆலோசகர்	svetovalec
ஆலோசகர்	svetovalka
ஆலோசகர்	svetovalec
யூரிக்	sečne
துடிப்பு	ritem
துடிப்பு	premagal
கட்டிகள்	kocke
கட்டிகள்	kock
கணக்கீடு	oštevilčenje
ஆஸ்டின்	austin
பேர்கன்	bergen
அற்புதமான	čudovito
அற்புதமான	neverjetno
சரித்திர	zgodovinski
சரித்திர	zgodovinsko
சரித்திர	zgodovinska
சரித்திர	zgodovinske
பேரழிவு	katastrofe
பேரழிவு	katastrofa
பேரழிவு	polomija
திருட்டு	kraja
திருட்டு	kraje
வெயில்	sončna
வெயில்	sončni
வெயில்	sončen
வெயில்	sunny
வெயில்	sončno
சிறியது	majhno
சிறியது	majhni
சிறியது	majhen
சிறியது	majhne
சிறியது	majhna
சிறியது	manjše
சிறியது	manjša
சிறியது	manjši
நாக்கு	jezik
லாங்	lang
லாங்	dolge
லாங்	dolg
லாங்	dolgo
லாங்	dolgi
லாங்	dolga
இளமைப்	postopanje
பந்தய	racing
பந்தய	dirke
பந்தய	dirkanje
தாகம்	žeja
தாகம்	žeja
தாகம்	žejen
தாகம்	žejna
தாகம்	žejni
குளங்கள்	bazeni
தேசியம்	nacionalizem
டைகர்	tiger
கீழ	dno
கீழ	spodaj
ஆர்வலர்	aktivist
கூர்மையான	ostri
கூர்மையான	oster
கூர்மையான	ostra
கூர்மையான	ostro
கூர்மையான	sharp
பனிக்கட்டி	led
பனிக்கட்டி	ice
பனிக்கட்டி	ledom
பெறுகிறார்	dobi
பெறுகிறார்	sprejemam
பெறுகிறார்	prejemanje
முறுக்கு	vijak
அடைக்கலம்	zatočišče
ஒளிரும்	žari
அழைக்கப்பட்டனர்	vabljeni
அழைக்கப்பட்டனர்	vabljen
அழைக்கப்பட்டனர்	povabljeni
அழைக்கப்பட்டனர்	vabljena
பீர்	strokovnem
பீர்	pir
பீர்	pivo
பீர்	piva
இயற்கையாகவே	naravno
துளைகள்	vtičnice
துளைகள்	nogavice
ஐஸ்	led
ஐஸ்	ice
ஐஸ்	ledom
படைத்து	ustvarjen
படைத்து	ustvarjeno
படைத்து	ustvaril
படைத்து	ustvarjena
படைத்து	ustvarjene
தண்ணீரை	vode
தண்ணீரை	vodo
தண்ணீரை	voda
கிராமப்புறங்களில்	podeželje
நுட்பமான	notranjosti
நுட்பமான	notranja
நுட்பமான	notranjost
நுட்பமான	notranje
நுட்பமான	notranji
நுட்பமான	občutljivo
நேரங்கள்	krat
நேரங்கள்	časi
நேரங்கள்	times
மில்லர்	miller
நாட்	nat
இயலாமை	nezmožnost
இயலாமை	invalidnosti
இயலாமை	invalidnost
மதிய	popoldanski
மதிய	popoldan
மதிய	popoldne
தன்னார்வ	prostovoljec
சல்பேட்டு	sulfat
தரநிலைகள்	standarde
தரநிலைகள்	standardi
பேகம்	begum
பந்தயம்	stave
பந்தயம்	stavil
பந்தயம்	dirka
பந்தயம்	dirko
பந்தயம்	rasa
பந்தயம்	stava
எதிர்கொள்ளும்	obrnjen
காப்பி	kavo
காப்பி	kava
மலம்	iztrebke
மலம்	iztrebki
முரண்பாடுகள்	konflikti
முரண்பாடுகள்	spori
முரண்பாடுகள்	spopadi
செயலில்	aktivna
செயலில்	dejavno
செயலில்	aktiven
செயலில்	aktivni
செயலில்	aktivno
ஒட்டுமொத்தமாக	splošno
ஓவர்	konec
கனேடிய	kanadska
கனேடிய	kanadsko
கனேடிய	kanadski
விருந்தினர்	gosta
விருந்தினர்	gostja
விருந்தினர்	gost
விருந்தினர்	gostje
விருந்தினர்	gosti
பதினேழு	seventeen
பதினேழு	sedemnajst
ரோபோ	robota
ரோபோ	robot
சுற்றளவு	obseg
சுற்றளவு	polmer
வாத்து	duck
வாத்து	račka
வாத்து	raca
தகுதிகள்	kvalifikacij
தகுதிகள்	usposobljenost
தகுதிகள்	kvalifikacije
ராயன்	raya
முடிவடைகிறது	konci
முடிவடைகிறது	konča
சலீம்	salim
காசுகள்	kovance
காசுகள்	kovanci
இணைப்பில்	spletna
இணைப்பில்	online
ஆடம்ஸ்	adams
உண்மைகள்	dejstva
உண்மைகள்	dejstev
பொறியாளர்கள்	inženirjev
பொறியாளர்கள்	inženirji
ஸ்காட்லாந்து	škotske
ஸ்காட்லாந்து	škotski
ஸ்காட்லாந்து	škotsko
ஸ்காட்லாந்து	škotska
பயிற்சியாளர்	trener
பயிற்சியாளர்	trener
பயிற்சியாளர்	trenerja
பயிற்சியாளர்	trenerka
பயிற்சியாளர்	pripravnik
பயிற்சியாளர்	vajenec
நரம்புத்	živčni
நரம்புத்	živčno
நரம்புத்	živčna
நரம்புத்	živčen
மாடுகள்	krave
மாடுகள்	krav
பட்டயம்	listina
பட்டயம்	listine
பட்டயம்	diplomo
பட்டயம்	diploma
யூதர்	judovski
யூதர்	židovski
யூதர்	žid
யூதர்	judje
யூதர்	židje
யூதர்	judje
பஞ்சாங்கம்	almanah
தடுத்தல்	blokiranje
தடுத்தல்	blokira
நருடோ	naruto
தீர்மானிக்கும்	odločanje
மாரத்தான்	maraton
யோசனை	idejo
யோசனை	ideja
யோசனை	zamisel
திடமான	trdna
திடமான	trdni
திடமான	trdne
திடமான	trden
திடமான	trdno
திடமான	silicijev
திடமான	silicij
திடமான	silicija
திடமான	rešitev
திடமான	raztopina
பன்றிகள்	prašiči
சில்வர்	srebrn
சில்வர்	srebro
சில்வர்	srebrno
சில்வர்	srebrna
சில்வர்	silver
தேசியவாத	nacionalistične
ஆவணப்படம்	dokumentarec
ஃபிஃபா	fifa
நீட்சி	raztezanje
காபி	kavo
காபி	kava
ஆர்வலர்கள்	aktivisti
ஆர்வலர்கள்	aktivistov
ஆர்வலர்கள்	navdušence
பதிவேற்றம்	naloži
பதிவேற்றம்	nalaganje
புறப்படும்	odhod
ஆத்மா	duša
ஆத்மா	duši
ஆத்மா	soul
ஆத்மா	dušo
எதிர்காலம்	prihodnje
எதிர்காலம்	bodoči
எதிர்காலம்	bodočnost
எதிர்காலம்	prihodnosti
எதிர்காலம்	prihodnost
பூர்வீக	domačin
பூர்வீக	materni
பார்சிலோனா	barcelono
பார்சிலோனா	barcelona
புழு	črv
பொருத்தப்பட்ட	nameščena
பொருத்தப்பட்ட	vgrajen
இலகு	lak
நிரப்பி	polnilo
திடீரென்று	nenadoma
திடீரென்று	naenkrat
மீனவர்கள்	ribič
இயற்றி	generatorja
இயற்றி	generator
மங்கோலியா	mongoliji
செலுத்து	plača
செலுத்து	plačilo
காமிக்	komik
காமிக்	strip
எழுபது	sedemdeset
குற்றவாளிகள்	krivce
குற்றவாளிகள்	zločinci
குற்றவாளிகள்	kriminalci
குற்றவாளிகள்	kriv
குற்றவாளிகள்	kriva
குற்றவாளிகள்	grešniki
பத்தி	odstavek
முயல்	zajček
முயல்	zajec
மாட்ரிட்	madrid
மூன்றாவதாக	tretjič
பொம்மைகள்	punčke
பொம்மைகள்	lutke
பொம்மைகள்	lutk
பொம்மைகள்	igrač
பொம்மைகள்	igračke
பொம்மைகள்	igrače
பெருக்கி	ojačevalec
வெறுப்பு	sovraštvo
வெறுப்பு	sovraštvo
வெறுப்பு	sovražim
இடமாற்றம்	premestitev
இடமாற்றம்	prenos
இடமாற்றம்	zamenjava
இடமாற்றம்	nadomestitev
இடமாற்றம்	nadomeščanje
நரம்புகள்	vene
நரம்புகள்	žile
நரம்புகள்	živce
நரம்புகள்	živci
நரம்புகள்	živcev
பராக்	barack
பராக்	barak
படிவம்	oblika
படிவம்	obrazec
படிவம்	obliko
வாசனை	aroma
வாசனை	voh
வாசனை	vonj
வாசனை	parfum
ஜோலி	jolie
உடைந்த	zlomljen
உடைந்த	zlomljeni
உடைந்த	zlomljeno
போட்டியாளர்	igralec
போட்டியாளர்	predvajalnik
போட்டியாளர்	igralca
பெட்ரோல்	bencin
பெட்ரோல்	bencin
மூட்டு	joint
மூட்டு	skupno
மூட்டு	artritis
உங்களின்	tvoje
உங்களின்	tvoji
உங்களின்	vaš
உங்களின்	tvoj
உங்களின்	tvoja
உங்களின்	vaša
உபுண்டு	ubuntu
இருள்	temna
இருள்	temni
இருள்	temno
இருள்	temo
இருள்	tema
கேன்	kane
கேன்	kana
பிரதிபலிக்கும்	odražajo
பிரதிபலிக்கும்	odraža
மீத்தேன்	metana
மீத்தேன்	metan
தலைவலி	glavobol
கொல்லும்	ubija
கொல்லும்	ubijanje
கொல்லும்	uboj
குப்பை	smeti
குப்பை	smeti
வயிற்று	želodec
வயிற்று	trebuh
வயிற்று	trebušne
வயிற்று	trebuha
கண்டுபிடிப்பாளர்	izumitelj
ஐரோப்பியர்கள்	evropejci
ஜெர்சி	dres
ஜெர்சி	jersey
பிங்க்	rožnata
பிங்க்	pink
பிங்க்	rožnate
பிங்க்	rožnati
பிங்க்	rožnato
பிங்க்	roza
சுவர்களில்	stene
சுவர்களில்	zidovi
சுவர்களில்	sten
சுவர்களில்	obzidje
சுவர்களில்	zidov
காரை	malto
ஆண்ட்ரூ	andrej
ஆண்ட்ரூ	andreja
ஆண்ட்ரூ	andrew
நந்தா	nanda
பூஞ்சை	glivice
பல்கேரியா	bolgarija
பல்கேரியா	bolgarijo
ஷேக்	šejk
ஷேக்	kolibo
ஷேக்	pretresi
தூண்டுதல்	stimulacijo
தூண்டுதல்	spodbujanje
தூண்டுதல்	zapeljevanje
தூண்டுதல்	vplivi
மணிலா	manili
நாயகம்	demokracija
தாமதம்	zakasnitev
தாமதம்	zamik
தாமதம்	zamuda
தாமதம்	zamudo
தாமதம்	zamuja
நேற்று	včeraj
