年	año
醉	borracho
醉	borrachos
陣容	alineación
民俗	folk
民俗	folklore
民俗	folclore
多媒體	multimedia
多媒體	multimedios
中毒	intoxicación
中毒	envenenamiento
中毒	envenenado
中毒	envenenada
瞬間	moments
瞬間	momentos
瞬間	instantes
瞬間	instantáneo
瞬間	instantáneas
瞬間	instante
瞬間	instant
瞬間	instantánea
阿曼	omán
阿曼	aman
阿曼	ammán
郵政	post
郵政	poste
郵政	publicar
郵政	publicación
郵政	postal
郵政	postales
解析	analítico
解析	analítica
解析	analizando
秋田	akita
繪製	dibujar
繪製	dibuja
繪製	empate
繪製	sorteo
繪製	dibuja
偵測	detección
偵測	detectar
偵測	detecta
偵測	detección
差別	diferencia
籌備	preparativos
籌備	preparación
籌備	preparaciones
籌備	preparado
籌備	preparativos
籌備	preparaciones
籌備	preparados
獎牌	medalla
獎牌	medallas
獎牌	medallas
大田	ota
大田	daejeon
新娘	novia
麻煩	problemas
麻煩	molestias
疏散	evacuar
疏散	evacuación
疏散	evacuaciones
縱	longitudinales
縱	longitudinal
隼	halcones
隼	halcón
隼	falco
隼	falcon
化身	encarnación
化身	avatar
欣賞	apreciando
欣賞	apreciar
欣賞	aprecia
欣賞	apreciar
欣賞	admirando
欣賞	admirar
出版物	publicaciones
出版物	publicación
表彰	encomio
表彰	reconocimientos
表彰	reconocimiento
鼓手	baterista
安哥拉	angola
陶瓷	cerámica
陶瓷	cerámicas
陶瓷	cerámica
陶瓷	cerámicas
抵制	resiste
抵制	resistirse
抵制	resistir
抵制	resista
抵制	boicots
抵制	resistencias
抵制	resistencia
抵制	boicot
抵制	boicotear
容器	recipiente
容器	contenedores
容器	envase
容器	contenedor
容器	contenedores
容器	recipientes
相應	correspondiente
相應	correspondientes
芙蓉	flo
哺乳	lactancia
哺乳	enfermería
哺乳	lactancia
目的地	destino
目的地	destinos
目的地	destinos
咒	conjuro
咒	deletrear
咒	hechizo
咒	maldición
滑冰	patinaje
滑冰	patinando
滑冰	patinar
滑冰	patinar
滑冰	skate
大島	oshima
和解	reconciliación
和解	conciliación
白俄羅斯	belarús
白俄羅斯	bielorrusia
底下	inferior
成份	ingrediente
成份	ingredientes
入學	admisión
入學	matriculación
入學	matrícula
入學	matriculados
入學	inscripción
入學	matriculación
詹姆士	james
詹姆士	santiago
詹姆士	jaime
詹姆士	jacobo
詢問	consultas
詢問	consultar
詢問	consulta
詢問	consultas
詢問	investigaciones
敢	atreves
敢	atrévete
敢	dare
淚	lágrima
淚	desgarro
淚	lágrimas
淚	llanto
淚	lagrimas
別名	alias
別名	alias
釣魚	pescar
釣魚	pesca
釣魚	pescando
削弱	debilitado
削弱	debilitada
削弱	debilitados
削弱	debilitando
削弱	debilitamiento
削弱	debilitar
削弱	debilitan
削弱	debilitar
披露	revelación
披露	divulgación
識別	identificación
自行車	ciclismo
自行車	bicicleta
自行車	bici
自行車	bicicletas
自行車	moto
自行車	bike
自行車	bicicleta
自行車	bici
自行車	bicicletas
自行車	bicicleta
巡演	giras
細節	detalles
細節	detalle
細節	detalle
賠償	reparación
賠償	compensaciones
賠償	compensación
賠償	indemnización
賠償	indemnizaciones
賠償	reparaciones
滑雪	esquiar
滑雪	esqui
滑雪	ski
滑雪	esquí
滑雪	esquiar
滑雪	esquí
常數	constante
常數	constantes
常數	constantes
摩托	motocicleta
摩托	motos
摩托	moto
摩托	moto
家用	hogar
家用	doméstico
家用	doméstica
家用	domésticas
家用	domésticos
家用	doméstico
罪犯	criminales
罪犯	criminal
罪犯	penales
罪犯	delincuente
罪犯	penal
罪犯	criminales
罪犯	delincuentes
罪犯	infractor
罪犯	delincuente
富裕	adinerado
富裕	ricos
導彈	misiles
導彈	misiles
導彈	misil
協商	consulta
協商	consultas
協商	consultas
電梯	levantar
電梯	ascensor
電梯	ascensor
電梯	elevador
操縱	manipular
操縱	manipulaciones
操縱	manipulación
非正式	extraoficial
非正式	extraoficialmente
非正式	informalmente
蛾	polilla
蛾	polillas
困	dormilón
困	sueño
王妃	infanta
王妃	princesas
王妃	princess
王妃	princesa
不當	impropio
不當	impropia
不當	inapropiada
不當	inapropiados
不當	inadecuada
不當	inadecuado
不當	inapropiado
瀏覽器	navegadores
瀏覽器	explorador
瀏覽器	navegador
心情	reacciones
心情	animo
心情	humor
心情	ánimo
不丹	bután
不丹	bhután
沙皇	zar
弧	arc
弧	arco
帥	guapo
帥	guapos
武漢	wuhan
語法	gramática
語法	sintaxis
橄欖球	fútbol
橄欖球	futbol
橄欖球	rugby
罐	jarras
罐	tarros
罐	frascos
罐	frasco
罐	jarra
罐	jar
罐	tarro
星際	interestelar
流放	exiliado
流放	exilio
流放	destierro
流放	exiliado
流放	exiliados
流放	destierro
農場	granja
農場	finca
農場	explotaciones
農場	granjas
農場	fincas
寶石	gemas
寶石	jewel
寶石	joya
寶石	gema
寶石	gem
拿破崙	napoleón
存活	supervivencia
存活	sobrevivencia
存活	sobrevivir
炮塔	torreta
宣誓	juramento
宣誓	juramento
生理	fisiológica
生理	fisiológicas
生理	fisiológicos
生理	fisiología
白堊紀	cretácico
丹尼爾	daniel
現金	efectivo
現金	cash
現金	dinero
咬	mordedura
咬	muerde
咬	mordida
咬	morder
火炬	antorcha
火炬	soplete
低音	bajos
低音	bass
低音	bajo
八卦	chismosa
八卦	chisme
八卦	chismes
勸	persuasión
車道	lane
車道	carril
跳水	buceo
跳水	bucear
跳水	submarinismo
跳水	picado
跳水	picada
跳水	buceo
跳水	bucear
跳水	inmersión
格鬥	combates
格鬥	peleas
格鬥	lucha
格鬥	fighting
格鬥	luchando
巨型	gigante
巨型	giant
巨型	gigantes
增援	refuerzos
增援	refuerzo
增援	refuerzos
增援	reforzamiento
頭髮	cabello
頭髮	pelo
頭髮	cabellos
頭髮	peinado
和尚	monje
和尚	monje
和尚	monjes
整修	reformas
整修	renovaciones
整修	renovación
整修	renovaciones
整修	reacondicionamiento
整修	remodelación
罕見	raros
罕見	rara
罕見	raras
罕見	raro
家長	progenitores
家長	padres
家長	progenitor
家長	padres
集團軍	armada
集團軍	ejército
集團軍	army
集團軍	ejercito
司長	directora
司長	director
玉米	maíz
玉米	maiz
約瑟夫	josé
核定	aprobados
核定	aprobado
核定	aprobada
核定	aprobadas
西門	simon
西門	simón
泵	bomba
泵	bombas
長江	yangtze
辯論	debatir
辯論	debate
辯論	debatir
辯論	debatiendo
辯論	debates
辯論	debate
巡回	errantes
討厭	odiar
討厭	odio
剩餘	residual
剩餘	residuales
剩餘	restante
剩餘	permaneciendo
剩餘	restantes
剩餘	excedente
剩餘	excedentes
剩餘	superávit
搭檔	compañero
搭檔	pareja
搭檔	socio
搭檔	partner
搭檔	socia
夜晚	nights
夜晚	noches
夜晚	nocturno
夜晚	noche
夜晚	noches
夜晚	night
法師	mago
天河	tianhe
補助	subvención
補助	subsidio
補助	subsidios
補助	subvenciones
轉型	transición
轉型	transformación
轉型	transformaciones
負擔	cargas
信託	trust
信託	confianza
信託	confía
信託	fideicomiso
信託	confía
關聯	correlación
不便	inconvenientes
不便	inconveniente
不便	inconvenientes
不便	molestias
不便	inconveniente
作物	cosechas
作物	cultivos
作物	cosechas
作物	cultivos
作物	cultivo
作物	recortar
作物	cosecha
檢察官	fiscalía
檢察官	fiscales
檢察官	fiscal
檢察官	fiscalía
檢察官	procurador
桌面	escritorios
桌面	escritorio
桌面	escritorios
歧視	discriminación
歧視	discriminaciones
歧視	discriminatoria
歧視	discriminatorios
歧視	discriminatorias
歧視	discriminatorio
芽	capullos
芽	yemas
芽	brotes
芽	bud
芽	brote
跳舞	baile
跳舞	bailes
跳舞	bailar
跳舞	baila
跳舞	danza
跳舞	baile
跳舞	bailes
跳舞	danza
跳舞	bailando
跳舞	bailar
疫苗	vacunas
疫苗	vacunas
疫苗	vacuna
干擾	interferencia
干擾	interferencia
干擾	intromisión
干擾	interferencias
干擾	injerencia
干擾	injerencias
精度	precisión
精度	precisión
精度	exactitud
講師	conferenciante
恭喜	felicitaciones
恭喜	enhorabuena
恭喜	felicidades
恭喜	felicitaciones
恭喜	enhorabuena
恭喜	felicidades
終點站	terminal
終點站	terminales
粘	pegajoso
粘	pegajosa
酒精	alcoholes
酒精	alcohol
傘	paraguas
傘	sombrilla
法規	estatutos
法規	estatuto
儒家	confucianismo
儒家	confucianos
追擊	persecución
單車	ciclismo
單車	bicicleta
單車	bici
單車	bicicletas
單車	moto
單車	bike
單車	bicicleta
單車	bici
單車	bicicletas
單車	bicicleta
景觀	paisajes
景觀	paisaje
景觀	paisajes
本田	honda
控制器	controlador
推力	empuje
限量	limited
限量	limitados
限量	limitado
限量	limitada
限量	limitadas
犧牲	sacrificios
犧牲	sacrificio
犧牲	sacrificar
犧牲	sacrificios
實質	esencia
實質	sustancia
實質	substancia
公約	convenios
公約	convenciones
午夜	midnight
午夜	medianoche
塑料	plástica
塑料	plástico
塑料	plásticos
塑料	plástica
塑料	plásticos
塑料	plástico
哭	llorar
哭	llora
哭	grito
哭	cry
哭	llanto
哭	llanto
哭	llorando
哭	llorar
哭	llantos
參議員	senador
參議員	senadora
一月	enero
汽油	gasolina
汽油	gasolina
汽油	gas
汽油	gases
汽油	gasolina
地主	terratenientes
地主	propietario
地主	casero
地主	arrendador
臀	hip
臀	cadera
臀	caderas
臀	cadera
難民	refugiadas
難民	refugiada
難民	refugiados
難民	refugiado
難民	refugiadas
難民	refugiados
難民	refugiado
科威特	kuwait
科威特	kuwaití
荔枝	lichi
報名	inscribirse
毒品	fármacos
毒品	droga
毒品	medicamentos
毒品	drogas
衰落	decadencia
衰落	declinación
衰落	descenso
衰落	declive
衰落	disminución
衰落	declinar
衰落	disminuyendo
賊	ladrones
賊	ladrona
賊	ladrón
興起	aparición
興起	surgimiento
中尉	teniente
中尉	lugarteniente
禪	zen
爭論	discutiendo
爭論	argumentar
爭論	discuta
爭論	argumenta
爭論	polémica
爭論	controversia
爭論	controversias
爭論	argumento
爭論	argumentación
爭論	alegaciones
爭論	argumentos
爭論	discusiones
爭論	argumentación
商標	marca
商標	marcas
商標	marcas
輔導	asesoramiento
輔導	consejería
輔導	entrenando
輔導	mentores
輔導	tutoría
輔導	asesoría
輔導	consejería
輔導	asesoramiento
輔導	tutora
輔導	tutoría
轉變	transformación
轉變	transformaciones
轉變	transformarse
轉變	transformada
轉變	transformación
轉變	transformar
轉變	transforma
公噸	tonelada
公噸	toneladas
鰍	cobitis
實踐	practica
實踐	practicas
實踐	practicar
實踐	práctica
天鵝	cisnes
天鵝	swan
天鵝	cisne
喝	bebe
喝	beber
喝	bebida
喝	beba
受損	dañada
受損	dañados
受損	dañadas
受損	dañado
夢幻	dream
夢幻	sueña
夢幻	sueño
夢幻	ensueño
夢幻	soñar
夢幻	soñador
夢幻	ensueño
音效	sonido
音效	sound
壇	altar
教派	secc
教派	secta
教派	sectas
囚禁	encarcelamiento
囚禁	encarcelamiento
囚禁	encarcelado
囚禁	encarcelados
染	tintura
染	colorante
染	tinte
染	tintes
染	teñido
始祖	patriarcas
實用	práctico
實用	prácticos
實用	practico
實用	práctica
實用	practicidad
實用	util
實用	utilidad
實用	útil
實用	útiles
實用	utilidad
水星	mercury
水星	mercurio
上野	ueno
落後	atrasada
落後	atrasado
剛果	congo
喪失	pérdidas
喪失	perdida
喪失	pérdida
注射	inyecciones
注射	inyección
注射	inyectable
注射	inyectar
地底	subterránea
地底	subsuelo
地底	subterráneo
地底	subterráneos
地底	underground
傳遞	relevo
傳遞	relé
傳遞	retransmisión
曙光	penumbra
曙光	twilight
曙光	crepúsculo
曙光	ocaso
研究員	investigadora
研究員	investigador
研究員	becarios
心靈	mind
心靈	mente
頭顱	calavera
頭顱	cráneo
頭顱	skull
遺跡	reliquia
遺跡	remanente
遺跡	remanentes
遺跡	reliquias
遺跡	ruinas
鸚鵡	loros
鸚鵡	periquito
鸚鵡	loro
約會	cita
約會	fecha
約會	date
約會	citas
約會	saliendo
緊張	nerviosa
緊張	nervioso
緊張	nerviosos
光束	haz
光束	viga
光束	vigas
光束	rayo
光束	haces
光束	vigas
澄清	clarificación
澄清	aclaración
澄清	clarificar
澄清	aclarando
澄清	aclarar
澄清	clarificación
澄清	aclaraciones
澄清	aclaración
澄清	esclarecimiento
壞	malas
壞	malos
壞	malo
壞	bad
壞	mal
壞	mala
滿意	satisfacción
滿意	satisfecha
滿意	satisfechos
滿意	satisfecho
合計	agregados
合計	agregada
合計	agregado
合計	agregación
合計	agregada
合計	agregado
囚犯	prisionera
囚犯	prisioneros
囚犯	preso
囚犯	prisionero
囚犯	reclusos
囚犯	prisioneros
囚犯	presos
底盤	bastidor
底盤	chasis
便宜	tacaño
便宜	barato
便宜	baratas
便宜	baratos
便宜	barata
第五次	quinto
第五次	quinta
影子	sombras
影子	sombra
影子	sombras
影子	sombra
影子	shadow
緩慢	despacito
緩慢	lentitud
緩慢	lento
緩慢	lenta
緩慢	lentos
產量	ceder
產量	rendimiento
產量	produccion
產量	producción
產量	rendimientos
報章	periódico
報章	periodico
報章	periódicos
報章	diarios
報章	prensa
報章	periódicos
死神	fallecimiento
死神	death
死神	muerte
死神	defunción
死神	shinigami
大海	mar
緊	apretado
緊	apretada
緊	ajustado
自衛隊	sdf
廣義	amplias
廣義	amplia
廣義	amplio
廣義	generalizada
廣義	generalizadas
廣義	generalización
廣義	generalizado
摘要	abstracto
摘要	abstractos
摘要	resumen
摘要	abstracta
摘要	resúmenes
讚	gustado
讚	gustaba
讚	gustar
讚	like
讚	como
讚	gusta
讚	likes
讚	gustos
檢驗	ensayos
檢驗	probando
檢驗	pruebas
檢驗	ensayo
麒麟	kirin
椿	tsubaki
懸掛	izada
多重	múltiple
多重	múltiples
多重	multiples
火災	incendio
火災	fuego
火災	fuegos
火災	incendios
尺度	balanza
尺度	escamas
尺度	balanzas
尺度	escalas
環繞	rodean
環繞	envolvente
環繞	rodear
戟	euphorbia
巴巴	baba
復出	regreso
客人	invitada
客人	invitado
客人	invitados
客人	huésped
客人	huéspedes
客人	invitados
精確	precisos
精確	preciso
精確	precisa
精確	exacto
精確	exacta
精確	precisa
精確	precisos
精確	exacto
精確	exacta
精確	exactos
精確	precisión
拘留	detención
拘留	detenciones
護理	enfermería
護理	cuidados
護理	cuidado
護理	care
諷刺	irónica
諷刺	irónico
諷刺	sarcasmo
諷刺	irónico
諷刺	ironía
地板	pisos
地板	suelos
地板	suelos
地板	pavimento
地板	planta
地板	piso
地板	suelo
鬥爭	lucha
檢測	detección
冰島	islandia
排放	emisiones
排放	emisión
排放	emisiones
牛奶	leche
牛奶	milk
原生	nativas
原生	nativa
原生	autóctona
原生	nativo
原生	nativos
交響曲	sinfonía
交響曲	symphony
交響曲	sinfónica
彎	curva
彎	bend
彎	doblar
彎	doblada
彎	bent
彎	doblado
梳	peinar
梳	peine
製片人	productores
製片人	productoras
製片人	productores
製片人	productor
製片人	productora
製片人	productoras
棕色	brown
棕色	moreno
棕色	marrones
棕色	marrón
臧	zang
受邀	invita
受邀	invitado
受邀	invitada
受邀	invitados
氏族	clan
氏族	clanes
稍微	levemente
稍微	ligeramente
醛	aldehído
依賴	dependientes
依賴	dependiente
依賴	dependencia
依賴	dependencia
共振	resonante
共振	resonancia
緬	birmania
硫酸	sulfato
手指	dedo
手指	dedos
投影	proyección
龔	gong
署長	administrador
署長	administradora
論述	discursos
面具	mascarilla
面具	máscara
面具	mascara
面具	máscaras
雷射	laser
雷射	láser
雷射	láseres
洛陽	luoyang
效能	efectividad
效能	eficacia
皇冠	corona
統治者	soberanos
統治者	gobernantes
統治者	regla
統治者	gobernante
豪華	lujo
豪華	deluxe
豪華	lujo
豪華	lujos
豪華	lujosa
豪華	lujoso
豪華	lujosos
認真	serios
認真	seria
認真	seriedad
認真	serio
認真	grave
認真	seriamente
簽證	visados
簽證	visado
簽證	visas
簽證	visados
簽證	visado
簽證	visa
全能	todopoderoso
全能	omnipotente
就業	empleo
電動	electrico
電動	eléctrica
電動	eléctrico
電動	electrica
電動	electricidad
戀人	amantes
戀人	enamorados
小野	ono
指派	asignación
指派	cesión
指派	asignadas
指派	asignada
指派	asignado
指派	asignados
指派	tareas
指派	cesiones
指派	asignaciones
指派	asignar
指派	asignando
指派	asignar
指派	ceder
指派	asigne
指派	asigna
毒性	tóxicos
毒性	tóxico
毒性	tóxica
毒性	tóxicas
毒性	toxicidad
賭	apostando
賭	apostar
賭	juego
賭	apuestas
賭	apostar
賭	apuesta
賭	bet
賭	apuesto
太太	sra
太太	mrs
翅膀	alas
翅膀	wings
翅膀	alitas
刷	pincel
刷	brocha
刷	cepillo
寬度	anchura
寬度	ancho
寬度	amplitud
寬度	anchura
字典	diccionarios
字典	diccionario
激素	hormonas
激素	hormonal
激素	hormona
激素	hormonas
盟友	aliadas
盟友	aliados
盟友	aliado
盟友	ally
盟友	aliada
墨爾本	melbourne
桶	barriles
桶	cañón
桶	barril
桶	cubo
桶	cubeta
桶	balde
桶	cubos
對立	oponerse
對立	oponiéndose
對立	opuestas
對立	antagonismo
對立	rivalidades
對立	rivalidad
對立	confrontación
對立	enfrentamiento
對立	opuestos
對立	opuestas
男生	boys
男生	muchachos
男生	chicos
惡化	empeoramiento
惡化	empeorando
惡化	empeorar
網址	url
網址	url
鍵盤	teclados
鍵盤	teclado
鍵盤	teclado
鍵盤	teclados
奴隸	esclavo
奴隸	esclavos
奴隸	esclava
休閒	esparcimiento
休閒	ocio
休閒	recreo
休閒	recreación
休閒	informal
休閒	casual
休閒	esparcimiento
休閒	ocio
犯人	prisionera
犯人	prisioneros
犯人	preso
犯人	prisionero
犯人	reclusos
犯人	prisioneros
犯人	presos
同伴	acompañante
同伴	compañera
同伴	compañero
壓縮	comprimir
壓縮	compresión
壓縮	comprimido
壓縮	comprimidos
果實	frutos
果實	fruto
果實	fruta
果實	frutas
果實	fruta
果實	frutas
果實	frutos
各州	condados
各州	comarcas
各州	cantones
壽命	longevidad
缺席	ausente
缺席	ausentes
缺席	ausencia
缺席	ausente
缺席	ausentes
基輔	kiev
七個	siete
七個	seven
綁架	secuestro
綁架	sustracción
綁架	secuestros
綁架	rapto
綁架	secuestro
綁架	secuestros
綁架	rapto
反叛	insurrección
反叛	insurgencia
反叛	rebeldes
反叛	rebelde
反叛	rebelión
西班牙語	española
西班牙語	castellano
西班牙語	español
西班牙語	espanol
修理	reparación
修理	reparaciones
修理	reparar
修理	reparación
修理	reparaciones
丹佛	denver
近海	bajura
近海	offshore
阿部	abe
衰退	recesión
玻利維亞	bolivia
墜毀	choque
墜毀	crash
墜毀	accidente
墜毀	caída
服飾	confección
服飾	indumentaria
服飾	ropa
服飾	armario
服飾	ropero
服飾	guardarropa
服飾	vestuario
服飾	atuendo
湖人	lakers
恐懼	temor
恐懼	miedo
恐懼	fear
數千	miles
數千	millares
徽章	placa
徽章	insignia
徽章	insignias
徽章	placas
徽章	distintivos
暴動	revueltas
暴動	disturbios
暴動	motín
暴動	disturbios
暴動	riot
暴動	revuelta
暴動	desmadre
排版	disposición
排版	trazado
浸	dip
浸	chapuzón
滿洲	manchuria
及時	oportunas
及時	oportuna
及時	oportuno
瀏覽	navegar
瀏覽	navega
瀏覽	explorar
瀏覽	visualización
瀏覽	navegando
瀏覽	navegación
瀏覽	vistas
瀏覽	vista
瀏覽	view
瀏覽	ver
姊姊	sis
姊姊	hermanita
姊姊	sister
姊姊	hermana
山崎	yamazaki
哈薩克	kazajistán
哈薩克	kazajstán
貸款	préstamos
貸款	préstamo
貸款	prestamos
貸款	préstamos
貸款	prestamos
關卡	niveles
關卡	nivel
關卡	level
黑山	montenegro
常規	rutina
常規	rutinario
創業	emprendimiento
創業	empresariado
開心	feliz
開心	felices
開心	contenta
開心	contento
開心	happy
畢業生	titulados
畢業生	graduados
畢業生	egresados
畢業生	licenciados
畢業生	postgrado
畢業生	graduado
畢業生	graduados
畢業生	licenciado
高潮	orgasmo
高潮	orgasmos
高潮	clímax
骨骼	bones
骨骼	huesos
骨骼	esquelético
骨骼	esqueleto
骨骼	ósea
骨骼	hueso
骨骼	bone
骨骼	huesos
孔雀	peacock
特工	agente
特工	mandatario
特工	agent
跟著	sigue
跟著	siga
跟著	seguir
跟著	sigan
跟著	follow
汞	mercury
汞	mercurio
預設	omisión
預設	incumplimiento
預設	predeterminados
預設	defecto
預設	predeterminado
預設	predeterminadas
預設	predeterminados
預設	incumplimientos
預設	impagos
雷霆	thunder
雷霆	trueno
雷霆	truenos
趨勢	tendencias
趨勢	tendencia
後代	descendientes
後代	descendiente
後代	descendientes
後代	descendencia
後代	descendientes
後代	descendencia
變動	modificaciones
變動	cambios
變動	cambia
時光	hora
時光	tiempo
時光	time
保衛	defender
保衛	defiendan
保衛	defenderme
爛	podrida
爛	podridos
爛	podridas
爛	podrido
鞍	montura
鞍	silla
北極	ártica
北極	ártico
變換	transformaciones
變換	transformarse
變換	transformada
變換	transformación
變換	transformar
變換	transforma
變換	transformación
變換	transformaciones
年紀	edad
年紀	age
年紀	edades
花費	gasto
花費	gastados
花費	gastado
花費	gastar
花費	gasta
岐阜	gifu
戈爾	gore
瓦特	watt
瓦特	vatios
瓦特	vatios
瓦特	watts
聊天	chats
聊天	charlas
聊天	chatear
聊天	charlar
聊天	chat
聊天	charla
橋本	hashimoto
漂亮	hermoso
漂亮	guapa
漂亮	hermosos
漂亮	hermosa
漂亮	bellos
漂亮	bonita
漂亮	guapas
漂亮	pretty
漂亮	guapa
漂亮	bastante
歡	huan
災難	catástrofe
災難	desastres
災難	desastre
災難	catástrofe
災難	catástrofes
災難	desastres
與此同時	entretanto
三角洲	delta
媒介	media
媒介	medios
媒介	medium
媒介	medianas
媒介	medio
媒介	mediano
媒介	mediana
媒介	médium
民事	civil
叔叔	tio
叔叔	tío
棉花	algodón
棉花	cotton
外星人	alien
外星人	extraterrestre
外星人	extranjero
外星人	alienígena
外星人	extranjeros
外星人	alienígenas
外星人	aliens
外星人	extranjería
外星人	extraterrestres
宮城	miyagi
邪惡	malvado
邪惡	maldad
邪惡	mal
邪惡	evil
邪惡	malvada
邪惡	perversa
邪惡	malvado
邪惡	malvados
邪惡	perverso
邪惡	malvada
業界	industria
少校	comandante
少校	major
少校	mayor
困擾	problemática
困擾	problemáticos
困擾	persiguen
預言	profecías
預言	profecía
譴責	condena
譴責	condenación
譴責	reprimenda
譴責	amonestación
譴責	condene
譴責	condenar
石化	petrificado
石化	petroquímica
溫帶	templadas
溫帶	templada
溫帶	templado
肺	pulmones
肺	lung
肺	pulmón
肺	pulmonar
肺	pulmones
製片	productores
製片	productor
製片	productora
製片	productoras
廣播電台	radio
廣播電台	radios
合適	adecuados
合適	apropiados
合適	apto
合適	apropiado
合適	adecuado
故鄉	patria
極端	extremos
極端	extrema
極端	extremo
極端	extreme
極端	extremos
活力	dinamismo
活力	vitalidad
假名	seudónimo
假名	kana
客觀	objetividad
心理學	psicologia
心理學	psicología
大氣層	atmosfera
大氣層	ambiente
大氣層	atmósfera
閔	minutos
閔	minuto
閔	min
斑點	descubierta
斑點	visto
斑點	manchado
斑點	spot
斑點	blob
斑點	manchas
恨	odiar
恨	odio
決鬥	duelo
支出	gastos
支出	gasto
支出	gastos
支出	gasto
支出	gastos
降水量	precipitación
降水量	precipitaciones
提取	extracción
提取	extraer
提取	extracto
提取	extraer
提取	extrayendo
善意	goodwill
革新	innovaciones
革新	innovar
革新	innovación
革新	innovaciones
支撐	puntal
傍晚	tardes
傍晚	tarde
傍晚	noche
傍晚	velada
柔道	judo
格局	patrón
格局	patrones
格局	patron
格局	pauta
格局	pautas
格局	patrones
字幕	subtítulo
字幕	subtitulos
字幕	subtítulos
陵墓	mausoleo
社會學	sociológico
社會學	sociología
幽靈	ghost
幽靈	fantasmas
幽靈	fantasma
射線	rayos
穹	dome
穹	cúpula
穹	domo
血統	linaje
血統	linaje
血統	pedigrí
血統	genealogía
血統	descenso
血統	ascendencia
血統	descendencia
否決	veto
否決	vetar
瑪麗亞	maría
瑪麗亞	maria
喬治亞	georgia
手工	artesanal
破裂	ruptura
破裂	rotura
困境	dilema
渦輪	turbo
眼鏡	lentes
眼鏡	vidrios
眼鏡	gafas
眼鏡	vasos
眼鏡	copas
版面	disposición
版面	trazado
濃度	concentraciones
濃度	concentración
漏	filtración
中性	neutralidad
中性	neutral
中性	neutro
中性	neutrales
中性	neutra
天生	nacidos
天生	born
天生	nacido
陪同	escolta
陪同	acompañantes
陪同	acompañamiento
陪同	escoltas
陪同	acompañante
家屬	familiar
家屬	familiares
家屬	famila
家屬	familia
圖形	gráfica
圖形	gráfico
圖形	grafo
圖形	gráficos
圖形	gráfico
圖形	gráfica
圖形	gráficas
圖形	gráfica
圖形	gráfico
圖形	gráficos
圖形	gráficas
老鼠	ratas
老鼠	rat
老鼠	rata
流派	género
流派	genero
流派	géneros
語言學	lingüística
語言學	lingüístico
微笑	sonrisa
微笑	smile
微笑	sonreír
微笑	sonríe
微笑	sonriendo
微笑	sonriente
微笑	sonrientes
微笑	sonreír
石頭	gema
石頭	stone
石頭	piedra
石頭	rocas
石頭	piedra
石頭	roca
石頭	rock
審議	consideración
審議	contraprestación
審議	deliberaciones
審議	deliberación
魔力	mágica
魔力	mágico
魔力	magic
魔力	magia
歷史學家	historiador
歷史學家	historiadores
有機	orgánica
有機	orgánicos
有機	orgánicas
有機	orgánico
泰坦	titán
泰坦	titan
金字塔	pirámide
金字塔	pirámides
金字塔	pirámides
橙色	orange
橙色	naranja
橙色	anaranjado
啓	kai
皇太子	delfín
飲料	bebidas
飲料	bebida
飲料	bebe
飲料	tragos
飲料	bebidas
飲料	bebida
飲料	copas
名次	ranking
名次	clasificación
幾何	geometría
幾何	geométrico
幾何	geométricas
幾何	geometría
幾何	geométrica
曲線	curva
曲線	curvas
延遲	demora
延遲	tardanza
延遲	retraso
延遲	retardo
延遲	demora
延遲	retraso
延遲	demoras
延遲	retrasos
延遲	retrasado
延遲	retraso
延遲	demorado
條紋	galones
條紋	rayas
條紋	franjas
條紋	franja
條紋	raya
署名	atribución
署名	reconocimiento
署名	firmado
署名	firmada
署名	firmados
海灘	playas
海灘	playa
海灘	playas
海灘	playa
研討會	seminarios
研討會	talleres
研討會	taller
研討會	workshop
研討會	seminario
研討會	seminarios
馬匹	caballos
馬匹	caballo
馬匹	caballos
打點	rbi
露西	lucía
露西	lucy
引爆	detonar
引爆	detonación
鼬	comadreja
硬體	hardware
硬體	ferretería
說服	convincente
說服	convencer
說服	convincentes
說服	convencer
說服	convence
說服	convencer
說服	persuadir
鶯	warbler
官邸	residencias
厚度	espesor
厚度	grosor
娃娃	muñecas
娃娃	muñecos
娃娃	muñeco
娃娃	muñeca
專注	enfoque
專注	centrar
專注	concentración
專注	focus
專注	foco
住戶	hogar
住戶	doméstico
住戶	hogares
住戶	inquilinos
住戶	arrendatarios
實習	pasantías
實習	internado
實習	pasantía
實習	practicas
實習	prácticas
實習	becario
實習	interna
實習	pasante
實習	interno
實習	internos
實習	prácticas
實習	pasantías
毗鄰	contiguo
毗鄰	contiguo
毗鄰	adyacente
毗鄰	adyacentes
同情	compasión
同情	compasión
同情	pésame
同情	condolencias
同情	simpatía
秋天	otoño
秋天	fall
秋天	otoño
秋天	caída
耶和華	jehová
耶和華	jehova
懷孕	embarazo
懷孕	embarazadas
懷孕	embarazada
懷孕	embarazo
逃離	escapada
逃離	escapar
逃離	fuga
逃離	escapa
逃離	escape
細菌	bacteria
細菌	bacterias
細菌	germen
細菌	gérmenes
發掘	excavación
發掘	excavaciones
爬行	arrastrarse
爬行	arrastrándose
爬行	arrastrarse
爬行	arrastrándose
立體	stereo
立體	estéreo
傾斜	inclinar
傾斜	inclinación
傾斜	inclinada
傾斜	inclinado
八個	eight
八個	ocho
最愛	favoritos
最愛	favorita
最愛	favoritas
最愛	favorito
猶太	judías
