है	hai
संस्थागत	instituciniai
संस्थागत	institucinė
संस्थागत	institucinis
चूहे	žiurkės
चूहे	žiurkių
लीड	švino
दरार	plyšiu
दार्शनिकों	filosofai
नेहरु	nehru
संवेदना	užuojauta
परवाह	rūpi
बमबारी	bombos
बमबारी	bomba
कीड़े	kirmėlių
कठपुतली	lėlių
कैम्प	stovyklos
कैम्प	stovykla
कैम्प	stovyklos
कैम्प	stovyklose
किस्में	sruogos
किस्में	veislės
किस्में	veislė
किस्में	veislių
किस्में	veislė
विषाक्तता	apsinuodijimo
खोजी	žvalgyba
खोजी	žvalgybos
खोजी	žvalgymo
सम्मेलनों	konferencijos
सम्मेलनों	konferencija
सम्मेलनों	konferencijų
चिंतित	susirūpinęs
जॉर्डन	jordan
जॉर्डन	jordanija
जॉर्डन	jordanijos
एथलीट	sportininkas
एथलीट	sportininkai
विधिक	teisinių
रेखीय	tiesinis
रेखीय	linijinis
रेखीय	tiesinė
अम्लीय	rūgštinis
प्रेसीडेंसी	pirmininkavimas
कुक	gaminti
मनी	manis
चढ़	rūdžių
महासागरीय	okeanijos
क्रियाशील	aktyviai
क्रियाशील	aktyvi
क्रियाशील	aktyvus
क्रियाशील	būdvardis
बैठकों	susirinkimai
बैठकों	susitikimai
बैठकों	posėdžiai
भट्ठी	krosnių
भट्ठी	krosnies
भट्ठी	krosnis
विकलांगता	negalia
विकलांगता	negalią
कहें	pasakyti
एव	ave
सामी	samių
धर्मशास्त्र	teologija
सीखा	išmoko
ट्रम्प	trump
मौद्रिक	piniginė
चश्मे	akiniai
एक्यूपंक्चर	akupunktūra
डेनियल	daniel
डेनियल	danilo
थोक	didmeninės
कामयाबी	sėkmė
कामयाबी	sėkmės
प्रोटोटाइप	prototipas
सिलसिले	silas
फर्क	skirtumas
इयान	ian
दुग्ध	pieno
भयभीत	išsigandęs
मौन	tyla
डिप्लोमा	diplomas
जमैका	jamaika
मक्खन	sviesto
मक्खन	sviestas
साम्राज्यवाद	imperializmas
सूत	sut
सूत	verpalai
सूत	siūlai
सूत	medvilnės
सूत	medvilniniai
सूत	medvilnė
इज़राइल	izraelis
इज़राइल	izraelio
वैधता	teisėtumas
वैधता	teisėtumo
अनन्य	išimtinė
अनन्य	išimtinę
अनन्य	išimtinis
सीना	cena
मिथक	mitas
श्रृंगार	makiažas
नतीजा	fallout
वेदान्त	vedanta
निर्देशिका	aplankas
आंग्ल	anglo
समता	paritetas
समता	lygybės
समता	lygybė
बेरोजगारी	nedarbas
बेरोजगारी	nedarbo
लत	priklausomybė
जुर्माना	baudas
जुर्माना	baudos
क़ुरान	koranas
पूर्णता	užbaigimo
पूर्णता	įvaizdžio
ओमान	omanas
मार्केटिंग	rinkodara
मार्केटिंग	prekybos
पीड़ितों	aukas
पीड़ितों	aukos
पीड़ितों	aukų
शक्तियां	jėgos
शक्तियां	pajėgos
बादलों	debesys
बादलों	debesų
चतुर्भुज	keturkampį
चीता	gepardas
चीता	leopardas
मूक	tyli
प्रतिभाशाली	genijus
प्रतिभाशाली	talentinga
प्रतिभाशाली	talentingas
नियोक्ता	darbdaviai
नियोक्ता	darbdavys
नियोक्ता	darbdavys
पश्तो	puštūnų
मैडोना	madona
बराक	barack
चमकदार	šviesos
नाड़ी	pulsas
नाड़ी	impulso
कादर	kader
गैसें	dujos
सहभागिता	sužadėtuvių
सहभागिता	sąveika
कल्कि	kalkis
इसराइल	izraelis
इसराइल	izraelio
वाट	vatas
गुदा	anus
टीकाकरण	skiepijimas
टीकाकरण	vakcinacija
टीकाकरण	vakcinacijos
मूर्तिकला	skulptūra
शाश्वत	amžinybę
बैग	maišas
बैग	prekės
नर्तक	šokėjų
नर्तक	šokėja
ग्लूकोज	gliukozė
आपरेशन	eksploatavimas
आपरेशन	veikimas
आपरेशन	operacija
मैनुअल	rankinis
सुखद	malonaus
सस्ती	prieinamas
सस्ती	pigiai
सस्ती	pigūs
सस्ती	pigus
सस्ती	pigios
सस्ती	pigu
बेखम	beckham
हवाओं	vėjai
परम्पराओं	tradicijos
परम्पराओं	tradicijų
परम्पराओं	tradicijas
पूछे	paprašė
सेब	apple
रो	verkia
पुस्तकालयों	bibliotekų
पुस्तकालयों	bibliotekos
पुस्तकालयों	bibliotekų
पुस्तकालयों	bibliotekos
पुस्तकालयों	biblioteka
चौकी	checkpoint
बहनों	sesės
बहनों	seserys
अश्लील	porno
रेसलमेनिया	wrestlemania
स्त्रियाँ	moterys
एनी	ene
मामा	mama
मामा	dėdė
मामा	dėde
रूपांतर	variantai
रूपांतर	variantas
नगरीय	urban
नगरीय	miesto
जैकी	jackie
जैकी	jacky
क्रोधित	furious
क्रोधित	pikta
क्रोधित	pikti
क्रोधित	piktas
तात्कालिक	skubus
तात्कालिक	skubiai
कोबेन	cobain
विवेकानन्द	vivekananda
बुराई	blogis
बुराई	blogio
उत्तेजक	provokuojanti
दशमलव	dešimtainis
क्रूर	žiauri
क्रूर	žiaurus
जोनाथन	džonatanas
फ्लाइट	skrydžio
फ्लाइट	skrydis
सैर	vaikšto
कैनेडी	kenedi
टाई	susieti
विदेशियों	užsieniečių
विदेशियों	užsieniečiai
अनुवादित	išversti
इंजीनियरों	inžinieriai
गा	dainuoti
पूछताछ	tyrimus
सर्पिल	spiralę
गवाही	diplomas
वॉकर	walker
लेआउट	išdėstymo
लेआउट	išdėstymas
फिजी	fidžis
फिजी	fidžio
हुक	kablys
रिटर्न	grįžimas
रिटर्न	grįžti
रिटर्न	grąžos
फिल	filai
फिलीपींस	filipinai
नक़ल	kopijas
देशभक्ति	patriotizmas
केन्या	kenijoje
केन्या	kenija
केन्या	kenijos
बर्बाद	atliekos
कस्टम	muitinė
कस्टम	muitinės
अकादमिक	akademinių
असीम	nepalyginamai
असीम	begalines
एकजुट	suvienyti
कोलेस्ट्रॉल	cholesterolio
दांते	dantė
किंगफिशर	tulžys
बगीचे	sode
बगीचे	sodas
मुराद	muradas
ईमान	tikėjimą
भट्टी	krosnių
भट्टी	krosnies
भट्टी	krosnis
पोटैशियम	kalis
पोटैशियम	kalio
केली	kelly
लोकगीत	folkloro
सर्बिया	serbija
धर्मनिरपेक्ष	pasaulietinės
दूरभाष	telefonas
शेंगेन	šengeno
आंत्र	šiltine
जस्ता	cinko
जस्ता	cinkas
उड़	skristi
गुजरता	praeina
माली	malio
माली	mali
सिएटल	sietlo
टायर	padangas
टायर	padangos
टायर	padanga
टायर	padangos
टायर	padanga
बाँस	bambuko
उन्नयन	atnaujinimas
उन्नयन	atnaujinta
उन्नयन	aukštis
पेंशन	pensija
पेंशन	pensijos
गरिमा	orumą
गरिमा	orumo
गरिमा	orumas
धागे	verpalai
धागे	siūlai
सिलेंडर	balionai
सिलेंडर	balionus
कैसा	kaip
टेल	pasaka
कबीले	genčiai
रणनीतिक	strateginiai
रणनीतिक	strategiškai
रणनीतिक	taktinis
झटके	sukrėtimų
रीड	nendrių
पर्यवेक्षण	priežiūros
पर्यवेक्षण	priežiūra
एमी	eimė
प्लेटो	plato
रिसाव	nuotėkis
रिसाव	nutekėjimas
रिसाव	nuotėkio
रिसाव	nutekėjimas
निषिद्ध	draudžiama
निषिद्ध	draudžiamos
निषिद्ध	draudžiamas
निषिद्ध	draudžiama
सेम	pupelių
सेम	pupos
सेम	pupelių
सेम	pupelės
बरसात	dušo
बरसात	lietus
इंटेल	intel
फास्ट	greitas
फास्ट	greita
फास्ट	greiti
फास्ट	greitai
फास्ट	greit
यथार्थवाद	realizmo
तालिबान	talibano
दर्शनशास्त्र	filosofijos
दर्शनशास्त्र	filosofija
स्वादिष्ट	skanus
स्वादिष्ट	skani
स्वादिष्ट	skanus
ज्वाला	liepsna
ज्वाला	liepsnos
ईंटों	plytų
कर्ज	skola
सलाद	salotų
सलाद	salotos
सलाद	salotos
सलाद	salotų
सलाद	salotos
जलन	pavydžiu
जलन	pavydi
जलन	dirginimo
जलन	dirginimas
शौकिया	mėgėjų
अनूठा	unikali
अनूठा	unikalus
कैरी	kerė
कैरी	carey
पहेली	galvosūkiai
पहेली	molekulių
रक्तस्राव	kraujavimas
चादर	skara
चादर	lapas
फ्रैंकलिन	franklinas
एथिलीन	etileno
मानविकी	humanitarinių
आयताकार	stačiakampio
आयताकार	stačiakampis
प्रस्तावना	prologas
लावा	lava
बाधाओं	kliūtis
माइग्रेन	migrena
परिधान	suknelė
परिधान	apranga
परिधान	suknele
परिधान	aprangos
परिधान	kostiumai
परिधान	kostiumus
परिधान	drabužis
गोलीबारी	šaudymo
हब	hub
पम्प	siurblys
पम्प	pompa
मातृ	gimdyvių
नाल	pasaga
पवित्रता	grynumas
लाभप्रद	pelninga
लाभप्रद	pelningas
डोनाल्ड	donaldas
रमन	raman
सीढ़ी	kopėčios
सीढ़ी	kils
प्रतिकृति	kopija
धमाके	bang
परोसा	tarnavo
परोसा	vykdė
कार्टर	karteris
उपनिवेशवाद	kolonija
सैंडविच	sumuštinis
सैंडविच	sumuštinių
चिप्स	traškučių
गुड़	melasos
विधियां	metodai
वेस्टमिंस्टर	vestminsterio
शैतान	velnio
शैतान	šėtonas
शीट	lapas
शीट	lakštai
उद्धार	gelbėjimo
उद्धार	gelbėjimas
म्यूनिख	miuncheno
बिस्तर	lova
बिस्तर	lovos
बिस्तर	lovoje
गुम्बद	kupolu
गुम्बद	olas
जश्न	šventės
जश्न	šventę
जश्न	šventė
जश्न	švente
नोबल	inertinių
टायसन	tyson
लहरों	bangos
लहरों	bangas
अस्थिरता	nestabilumas
संग्रहीत	esančius
सीसा	švino
तना	kamieninių
सदाबहार	evergreen
कंकाल	skeletas
नाइट्राइट	nitrito
जिन्ना	jinnah
फेरारी	ferrari
माईस्पेस	myspace
बलराम	balarama
एमआईटी	mit
भ्रामक	klaidinantis
भ्रामक	klaidinančios
भ्रामक	klaidinanti
भ्रामक	paini
केक	pyragas
केक	tortas
साख	prestižo
जिज्ञासा	smalsumo
अन्याय	neteisybę
अनुसूची	globos
एनिमेशन	animacija
लेप	vinimis
हिम्मत	drąsos
हिम्मत	drąsa
हिम्मत	dare
सांकेतिक	simbolinę
असमानता	nelygybė
टिन	alavo
चारा	pašarinių
डिब्बे	skardinių
जनजातीय	genčių
पीर	dalyvis
विश्लेषक	analitikas
चेल्सी	chelsea
बाजरा	soros
इच्छाओं	trokšta
महाप्रभु	mahaprabhu
स्ट्रीम	stream
बल्तिस्तान	baltistanas
बारहवीं	dvylikta
फेंकने	mėto
मॉड्यूल	moduliai
हिरण	elniai
ईसाइयों	krikščionių
ईसाइयों	krikščionys
सईद	said
ज़िन्दगी	gyvenimo
ज़िन्दगी	gyvybės
ज़िन्दगी	gyvybė
ज़िन्दगी	gyvenimas
बॉय	berniukas
अपघटन	skilimo
अपघटन	skilimas
इब्राहिम	ibrahim
संवेदी	jutiminio
तपेदिक	tuberkuliozė
तपेदिक	tuberkuliozės
पुर	pur
फिल्मफेयर	filmfare
वीजा	vizos
वीजा	vizų
वीजा	vizos
वीजा	viza
वीजा	vizų
बैनर	vėliavas
वेदी	altoriaus
उत्साहित	susijaudinęs
प्रलय	katastrofos
प्रलय	katastrofa
चुनौतियों	sunkumai
चुनौतियों	iššūkius
चुनौतियों	iššūkiai
हालात	šansai
भैंस	buivolo
महाद्वीपों	žemynų
लेनिन	leninas
डैविल	davila
संतोषजनक	atitinkančiu
सफ़र	kelione
सफ़र	kelionė
वाल्टर	walter
डाकू	plėšikas
फ़ुटबॉल	futbolas
फ़ुटबॉल	futbolo
बांस	bambuko
वाटसन	watson
सहिष्णुता	tolerancija
सहिष्णुता	tolerancijos
परिपक्वता	terminas
निरंतरता	tęstinumas
निरंतरता	tęstinumo
हिरासत	globos
कंस	kamsa
लड़	kovoti
गुणात्मक	kokybinius
बौना	nykštukų
रेखाचित्र	diagramos
स्वदेश	tauta
सुपरमैन	supermenas
फलित	astrologai
बुल	buldogas
बुल	bull
धब्बे	erdvę
विकिस्रोत	vikišaltiniai
पीढी	karta
क्राउन	karūna
पहियों	ratai
स्पीयर्स	spears
वेबसाइटों	svetainių
छठा	šeštoji
छठा	šešta
छठा	šeštasis
छठा	šeštosios
संभाला	tvarkoma
स्पा	spa
मातृभूमि	tėvynę
मशीनें	mašinos
पनडुब्बी	povandeninis
मुखर	vokalinių
काउंटर	kasas
शौक	hobis
शौक	pomėgius
नौकर	tarnas
नौकर	tarnautojas
बोवी	bowie
अफगान	afganistano
दोहा	dohos
टार्ज़न	tarzanas
राजमहल	pilies
अर्थहीन	beprasmis
मॉर्गन	morgan
सतहों	paviršiai
सतहों	paviršių
संगीतमय	muzikos
अनुप्रस्थ	skersinės
अनुप्रस्थ	skersinis
प्रायोजक	rėmėjas
प्रायोजक	rėmėjų
प्रायोजक	rėmėjai
ब्रिगेड	brigada
अल्फ्रेड	alfredas
दाखिल	padavimo
वेल्श	velso
कराटे	karate
ग्रंथियों	liaukos
ट्रैफिक	eismas
सिखाया	mokoma
सिखाया	išmokė
लिबरल	liberalų
खंडहर	nuolaužos
खंडहर	griuvėsiai
कर्क	vėžys
कर्क	vėžio
प्रेरण	indukcijos
लामा	lama
लेज़र	lazerio
बाइबल	biblija
बाइबल	biblijos
आविष्कारक	išradėjų
आविष्कारक	išradėjas
प्रेत	zombių
सप्ताहांत	savaitgaliais
कब्रिस्तान	kapinės
बुल्गारिया	bulgarija
बेशक	tikrai
लोप	lobnoro
टोयोटा	toyota
रेशों	šilko
प्रत्यावर्ती	kintamoji
प्रत्यावर्ती	saulėtos
सूक्त	sūkta
ग्रैमी	grammy
बीट	nugalėti
लटका	pakabinti
कैटरीना	katrina
डिस्ट्रिक्ट	rajonas
काठमांडू	katmandu
सीखना	mokymosi
सीखना	mokymuisi
सीखना	mokytis
सीखना	mokymasis
वेश	apsirengęs
डॉक्टरों	daktarai
डॉक्टरों	gydytojai
पक्का	tikras
गला	gerklės
गला	kaklo
गला	kaklas
सुगमता	prieiga
सुगमता	prieinamumo
सुगमता	prieinamumas
स्ट्रॉस	strauss
निद्रा	miegas
निद्रा	miego
एक्सप्लोरर	explorer
छल	priekabiavimas
आलम	alam
बिज़नेस	verslo
बिज़नेस	įmonė
बिज़नेस	verslas
कॉलोनी	kolonija
आवंटन	paskirstymas
हुमायूँ	humajūnas
अनीता	alisa
अनोखा	unikali
अनोखा	unikalus
अनोखा	romanas
करीना	karina
श्रोता	klausytojai
श्रोता	klausytojas
कॉमन	bendras
कॉमन	dažni
आपेक्षिकता	reliatyvumo
लेम्बोर्गिनी	lamborghini
प्याज	svogūnai
प्याज	svogūnas
असीमित	begalinė
असीमित	neribojama
बग	bugas
बग	vabalai
बूटी	laimikis
सोम	soma
सोम	mon
हिमानी	ledynas
हिमानी	himalajuose
मेहमान	svečiai
मेहमान	svečias
जहर	nuodai
मगरमच्छ	krokodilas
गतिज	kinetinės
तन	tan
खांसी	kosulys
पिंडों	luitai
पिंडों	liejiniai
युगांडा	uganda
सुगंध	kvapų
सुगंध	aromato
सुगंध	aromatas
जस्टिन	justinas
अहंकार	ego
ज़ाहिर	atskleisti
फ़ोर्स	force
दाम	kaina
दाम	kainos
नहरें	kanalas
नहरें	upės
नहरें	upių
नहरें	upes
हमलावर	puolėjai
नॉर्मन	normanai
नॉर्मन	mielės
सराहा	vertinamas
माँगा	manga
प्रमाणों	yok
कावेरी	kaveri
साम्यवाद	komunizmas
तंबाकू	tabakas
पराग	žiedadulkės
उमा	uma
मैथुन	lytis
पराबैंगनी	ultravioletinės
योजनाएं	schemas
केल्विन	kelvino
अनुपस्थित	trūksta
मर्सिडीज	mercedes
कीटनाशक	pesticidai
लार	seilių
सुनहरे	blondinė
आगंतुक	lankytojų
आगंतुक	dalyvis
फ़ॉर्मूला	formulę
फ़ॉर्मूला	formulės
फ़ॉर्मूला	formulė
चीज़ें	daiktai
चीज़ें	dalykai
ग्राफिक	grafinis
ग्राफिक	grafikos
ग्राफिक	grafinio
लूप	linijos
अथर्ववेद	atharvaveda
फिल्माया	filmavo
सम्मिश्रण	maišymo
चम्मच	šaukštu
ग्रा	gras
दुकानें	parduotuvės
दुकानें	parduotuvėse
दुकानें	parduotuvės
दुकानें	parduotuvėse
दुकानें	gardų
विरोधाभास	paradoksas
जैम	zemo
जैम	uogiene
रिश्तेदार	giminaičiai
रिश्तेदार	giminių
रिश्तेदार	gimines
रिश्तेदार	augo
रिश्तेदार	giminės
कचरा	šiukšlių
प्रतियोगियों	konkurentų
प्रतियोगियों	konkurentai
स्प्रिंग	pavasario
स्प्रिंग	pavasaris
पिज़्ज़ा	pica
जाली	ažūriniai
दैवी	dieviška
साइबर	kibernetinio
ग़रीब	vargšas
ग़रीब	vargšai
छात्रवृत्ति	stipendiją
छात्रवृत्ति	stipendija
लिखें	rašyti
लिखें	dega
देवों	devon
हुकूमत	dominavimo
डॉक्टरेट	doktorantūros
सटीकता	tikslumo
सटीकता	tikslumas
कोला	cola
धमनियों	arterijų
प्रतिजन	antigenų
प्रतिजन	antigenas
प्रतिजन	antigeno
अदालतों	teismai
अदालतों	teismus
प्रमाणन	sertifikavimo
प्रमाणन	sertifikavimas
खरीदी	perkami
खरीदी	įsigytas
खरीदी	pirktas
खरीदी	nupirkti
खरीदी	įsigyta
खरीदी	nusipirko
मिटा	ištrinti
न्यूट्रॉन	neutronų
हैरिस	haris
हैरिस	harris
राजतंत्र	monarchija
सर्कस	cirko
सर्कस	cirkas
अल्बानिया	albanijoje
अल्बानिया	albanija
हीलियम	helis
बादाम	migdolų
बादाम	migdolai
नागा	naga
पृथक्करण	atskyrimo
पृथक्करण	atskirtis
पृथक्करण	atskyrimas
अंडा	kiaušinis
अंडा	kiaušinių
अंडा	kiaušiniai
अंडा	kiaušinio
एलर्जी	alergiją
एलर्जी	alergijos
एलर्जी	alergija
वर्दी	uniformas
वर्दी	uniformos
वर्दी	vienodas
उत्कृष्टता	įvaizdžio
कैलोरी	kalorijų
कैलोरी	kalorijų
ईमानदारी	nuoširdumo
मताधिकार	franšizės
निर्वासित	deportuoti
सरस	sultingi
स्ट्रिंग	griežtas
स्फटिक	kvarco
बुनाई	bangų
बुनाई	mezgimo
विवाहित	vedęs
विवाहित	ištekėjusi
आभा	aura
बॉन	bon
द्वेष	neapykanta
समस्थानिक	izotopų
कहावत	patarlė
टेड	ted
समष्टि	kosmosas
टेलीग्राफ	telegrafas
प्रत्याशी	kandidatas
प्रत्याशी	kandidatės
आवेग	impuls
बर्नार्ड	bernard
बर्नार्ड	barnard
अध्यात्म	dvasingumas
सचेत	sąmoningo
एमिनेम	eminem
सुनी	klausėsi
किशोरों	paaugliai
धर्मार्थ	labdara
धर्मार्थ	labdaros
डेव	dave
डेव	deivas
पारा	gyvsidabris
पारा	gyvsidabrio
पारा	para
पेंट	dažai
पेंट	dažų
निदेशालय	direktoratas
सोन	sūnus
नीलामी	aukcionas
नीलामी	aukcionai
नीलामी	aukcionuose
पट्टे	nuoma
पट्टे	nuomos
ब्रह्मचर्य	skaistybės
ब्रह्मचर्य	celibatas
ग्लेन	glenas
पिया	išgėrė
आयामी	matmenų
पोर्टफोलियो	portfelio
पोर्टफोलियो	portfelis
नवाचार	naujovė
नवाचार	naujovės
डायमंड	deimantas
फ्रायड	freud
पीना	geria
पीना	gert
पीना	gėrimas
पीना	gerti
स्ट्रिप	juostelės
संलयन	sintezės
अब्दुल्ला	abdullah
वर्जिन	mergelių
अय्यर	iyer
डेप	depp
चक्रों	čakra
सिन्धी	sindų
मुहाफ़ज़ाह	muchafaza
अवस्थिति	vietose
अवस्थिति	vietovės
अवस्थिति	vieta
वार्मिंग	šildymo
मार्गदर्शक	vadove
विभिन्नता	variacijos
ढोल	būgno
ढोल	būgnas
क्वार्क	kvarkas
अवकल	skirtumas
राजसी	didingas
राजसी	regal
टिकाऊ	ilgalaikio
जबरदस्त	milžiniškas
जबरदस्त	didžiulį
क्रोमियम	chromo
कूप	coupe
कीन	keane
सिन्ध	sindo
लेखनी	pen
अखबारों	laikraščiai
मध्यस्थता	arbitražo
मध्यस्थता	tarpininkavimo
सोल	sol
आयोडाइड	jodido
धड़कन	nugalėti
छल्ले	žiedai
क्रेन	kranas
क्षेत्ररक्षण	kapitonas
लिली	lily
बेली	beilis
बेली	pilvo
बेली	pilvas
कोक	kokso
कोक	koksas
करुणा	gerumo
जप	džapa
मशरूम	grybai
मशरूम	grybai
शांतिपूर्ण	ramu
शांतिपूर्ण	taikus
शांतिपूर्ण	taikaus
फ्लू	gripas
नरक	velnių
नरक	pragaras
ट्री	medžio
बेलन	cilindro
बेलन	cilindras
अवरोधित	užblokuotas
लापता	trūksta
नूर	noor
कंटेनर	konteineris
वाइड	platus
फर्नीचर	baldai
आधुनिकीकरण	modernizavimas
आधुनिकीकरण	modernizavimo
परिवर्तनशील	kintamasis
मच्छर	uodų
मैग्नीशियम	magnis
मैग्नीशियम	magnio
सनी	saulėta
घुस	prasiskverbti
भावुक	emocinis
भावुक	sentimentalus
कैन	kanuose
घोटाला	skandalas
घोटाला	apgaulė
रक्षात्मक	gynybą
मिस्री	egiptas
मिस्री	egipto
चार्टर्ड	atestuotas
ईर्ष्या	pavydžiu
ईर्ष्या	pavydi
ईर्ष्या	pavydas
ईर्ष्या	pavydas
ईर्ष्या	pavydą
मेडल	medaliu
समरूप	vienalytis
गायों	karvės
गायों	karvė
गायों	karvių
जैज़	džiazo
गायकों	dainininkai
गायकों	dainuoja
ओक	ąžuolo
ओक	ąžuolų
उड़ा	smūgis
किनारा	pasienio
बुर्ज	bokštas
बुर्ज	bokšte
वुड	medienos
वुड	mediena
अलेक्जेंडर	aleksandras
अलेक्जेंडर	aleksandro
अलेक्जेंडर	alexander
वर्षगांठ	jubiliejus
मटर	žirniai
मटर	žirnių
आर्किटेक्चर	architektūra
फैक्ट्री	fabrikas
फैक्ट्री	gamykloje
फैक्ट्री	gamykla
वॉर्स	karai
ओंटारियो	ontarijas
एडवेंचर	nuotykiai
एडवेंचर	nuotykis
एडवेंचर	nuotykių
अनुग्रह	grace
गिल्ड	gildijos
डेविडसन	davidson
घंटी	bell
कैरोलिना	karolina
तनु	tanu
विदा	vida
मिर्जा	mirza
खिंचाव	siekiu
माफी	atsiprašyti
अबुल	abul
व्लादिमीर	vladimiras
दंगों	riaušės
बर्गर	burger
वर्ड	žodžiai
जुलूस	procesija
बांसुरी	fleita
बधाई	sveikinimai
बधाई	linkėjimai
बधाई	sveikinimai
हॉस्पिटल	ligoninė
हॉस्पिटल	ligoninės
प्रांगण	patalpose
प्रांगण	patalpos
प्रांगण	kieme
हिंदुस्तानी	hindustano
त्यागपत्र	atsistatydinimo
फास्फेट	fosfato
फास्फेट	fosfatas
फास्फेट	fosfatų
नीलम	safyras
जलसन्धि	sąsiauris
सत्कार	pasveikino
टिप्पणियाँ	komentarai
टिप्पणियाँ	pastabas
टिप्पणियाँ	pastabos
टिप्पणियाँ	komentaruose
प्रिंटर	įrašoma
प्रिंटर	spausdintuvai
सिनसिनाटी	sinsinačio
सल्फाइड	sulfidas
फुल	pilnas
फुल	visu
सूरीनाम	surinamas
फोर्ब्स	forbes
एजेंटों	agentai
प्रेमियों	mylėtojai
आनुवंशिकी	genetikos
दाग	dėmes
दाग	dėmių
अज़ाब	nelaime
अज़ाब	doom
मंचन	sustojimo
बटालियन	bataliono
रिक	rikai
बर्मिंघम	birmingham
गुस्से	pyktis
आर्यन	arijai
कप्तानी	kapitonija
लगन	atsidavimą
लगन	atsidavimo
परिवर्तनीय	kintamasis
परिवर्तनीय	permaininga
मज्जा	čiulpų
निर्दोष	nekaltas
निर्दोष	nekalti
महायान	mahajana
लीबिया	libija
उज़बेक	uzbekų
पिछला	ankstesnė
पिछला	ankstesnis
पिछला	ankstesnių
झुंड	banda
प्रसाधन	do
प्रसाधन	ištekliai
प्रसाधन	išteklių
जोस	josé
असेम्बली	susirinkimas
असेम्बली	mazgas
असेम्बली	surinkimo
लड़ी	siūlus
कानों	ausis
कानों	ausys
चांसलर	kancleris
विवेकानंद	vivekananda
अहसास	jausmas
किपलिंग	kiplingas
अस्थाई	laikinai
तैमूर	timūras
पांड्य	pandijų
तबाह	griuvėsiai
योद्धाओं	kariai
कलाकृति	šedevras
मिसिसिपी	misisipės
थ्रिलर	trileris
बेलनाकार	cilindrinių
अंतरजाल	interneto
अंतरजाल	internetas
ट्रैकिंग	sekimo
ट्रैकिंग	sekimas
अब्बास	abbas
पोस्टर	plakatas
पोस्टर	plakatai
रंजक	pigmentas
चॉकलेट	saldainius
राइफल	šautuvas
राइफल	šautuvą
स्थलाकृति	topografija
सुन्दरता	gražuolė
सुन्दरता	grožis
जबड़े	kojeles
सर्वनाम	įvardis
नंदा	nanda
शेल	shell
शेल	apvalkalas
शेल	kriauklės
सू	siu
सू	soo
चिकित्सालय	ligoninė
चिकित्सालय	ligoninės
फंस	nelaisvėje
चट्टानें	uolos
चट्टानें	akmenų
चट्टानें	akmenys
तीतर	kurapka
चतुर	protinga
चतुर	protingas
चतुर	protingi
खानपान	maitinimo
खानपान	maitinimas
अस्वीकृत	atmestas
अस्वीकृत	atmesta
सजातीय	vienalytis
कसम	prisiekiu
किराया	nuoma
चुनावी	rinkimų
प्लेग	maras
निजीकरण	privatizacija
निजीकरण	privatizavimas
निजीकरण	privatizacijos
निजीकरण	privatizavimo
अज्ञान	nežinojimo
नबी	pranašas
नबी	nabi
हेल	hel
परी	fėja
परी	angelas
कीचड़	purvo
स्नायु	girnelės
छुपा	slėpti
राइस	ryžiai
राइस	ryžių
मात	maat
रेफरी	arbitražo
रेफरी	teisėjas
साहसी	nuotaikinga
ताज़ा	šviežias
ताज़ा	šviežios
ताज़ा	švieži
ताज़ा	šviežia
ताज़ा	atgaiva
ताज़ा	atnaujinama
उपेक्षित	ignoruoti
उपेक्षित	ignoruojami
उपेक्षित	apleistas
ज़िंदगी	gyvenimo
ज़िंदगी	gyvybės
ज़िंदगी	gyvybė
ज़िंदगी	gyvenimas
पेशेवरों	specialistams
पेशेवरों	profesionalai
श्वार्ज़नेगर	schwarzenegger
कॉनकॉर्ड	concorde
आइटम	elementų
जीमेल	gmail
कस्तूरी	muskuso
छड़	strypai
डिज़ाइनर	dizaineris
एकाग्रता	koncentracija
भतीजे	sūnėnas
भतीजे	sūnėnai
दंगे	riaušės
स्तनधारियों	žinduoliai
स्तनधारियों	žinduoliams
स्पष्टता	aiškumas
स्पष्टता	aiškumo
बेंज	benz
एडी	edi
नहरों	kanalas
पिस्तौल	pistoletas
गुफाएं	olas
सूक्ष्मजैविकी	mikrobiologija
उज़्बेकिस्तान	uzbekistanas
कार्यपालिका	generalinis
कलिंग	kalinga
झटका	šokas
झटका	asilas
कैदी	kalinys
धृतराष्ट्र	dhritaraštra
साओ	cao
विंडो	langas
विंडो	lango
लिप्यन्तरण	transliteracija
लोधी	lodi
इराकी	irako
इराकी	irakas
इराकी	irakiečiai
अराजकता	anarchija
पेले	pelle
आजीविका	karjera
आजीविका	karjeros
गिरवी	pėstininkas
बार्कलेज	barclays
नवीकरण	renovacijos
नवीकरण	atnaujinimas
नवीकरण	atnaujinimo
नवीकरण	pratęsimas
ग्लेशियर	ledynas
उपासक	garbintojai
मैराथन	maratonas
पोटेशियम	kalis
पोटेशियम	kalio
थर्मल	šiluma
थर्मल	terminio
डेविल	velnio
अधूरा	išsamūs
टर्बाइन	turbina
उत्साही	entuziastingai
कार्यशील	veikiančių
कार्यशील	važiavimas
छलांग	šuolis
साइप्रस	kipras
स्वायत्तता	autonomija
स्वायत्तता	autonomiją
स्वायत्तता	autonomijos
स्वायत्तता	savarankiškumas
गाढ़ा	drąsių
एंथोनी	antanas
बाग़	sodą
बीयर	alaus
बीयर	alus
ड्राइविंग	vykdymo
जीनों	genai
बोनस	bonus
बोनस	premija
ज्या	sine
थाना	kalėjimas
झूठे	melagiai
