மற்றும்	et
முகாம்	camping
வாழ்த்து	salutation
உக்ரைன்	ukraine
அப்பல்லோ	apollo
அப்பல்லோ	apollon
ராஜன்	rajan
ஆங்காங்கே	amertume
விவாதம்	discussions
விவாதம்	discussion
விவாதம்	débat
காட்	ghat
கெமர்	khmers
கெமர்	khmer
விரும்புகிறேன்	veulent
விரும்புகிறேன்	envie
விரும்புகிறேன்	vouloir
விரும்புகிறேன்	veux
விரும்புகிறேன்	voulez
வலைத்தளங்கள்	sites
பயிற்சிகள்	exercices
பயிற்சிகள்	exercices
பயிற்சிகள்	forets
வித்தியாசமான	étrange
வித்தியாசமான	bizarre
வித்தியாசமான	etrange
வித்தியாசமான	étrange
வித்தியாசமான	bizarre
வித்தியாசமான	strange
வித்தியாசமான	etrange
வித்தியாசமான	différentes
வித்தியாசமான	différente
வித்தியாசமான	différents
வித்தியாசமான	différent
மட்டம்	niveau
மேடையில்	estrade
மேடையில்	podium
ஏஞ்சல்ஸ்	angeles
கழுகு	eagle
கழுகு	aigle
தூக்கி	jeter
ராம	rama
காமிக்ஸ்	comics
காமிக்ஸ்	bd
கண்டுபிடிப்புகள்	découvertes
மணந்து	marier
மணந்து	épouser
நானோ	nano
மூச்சு	souffle
மூச்சு	respiration
மூச்சு	haleine
மூச்சு	respiration
மூச்சு	respirer
லாகூர்	lahore
கற்க	apprenez
கற்க	apprendre
கற்க	apprends
பிரிவுகளாக	divisions
இஸ்ரேல்	israël
இஸ்ரேல்	israel
வேல்	vel
நன்மைகள்	avantages
நன்மைகள்	bénéfices
நன்மைகள்	prestations
அனல்	thermale
அனல்	thermique
அனல்	thermiques
சிறப்புகள்	promotions
சிறப்புகள்	spécialités
சிறப்புகள்	spéciaux
சிறப்புகள்	spéciales
சிறப்புகள்	souligne
பங்களிப்பை	contribution
பங்களிப்பை	cotisation
மயக்கம்	trance
மயக்கம்	transe
உலர்ந்த	sèche
உலர்ந்த	sèches
உலர்ந்த	sec
உலர்ந்த	secs
உலர்ந்த	sécher
நிகழ்வை	évènement
நிகழ்வை	événement
நிகழ்வை	evénement
ரமேஷ்	ramesh
கண்ணீர்	déchirure
கண்ணீர்	déchirer
கண்ணீர்	larme
கண்ணீர்	larmes
கண்ணீர்	pleurs
அனுமதிக்கும்	permet
லிவர்பூல்	liverpool
நிரலாக்கம்	programmation
போட்டியிட்ட	contesté
போட்டியிட்ட	contestées
போட்டியிட்ட	contestée
திருத்தலம்	sanctuaire
திருத்தலம்	autel
கர்ணன்	karna
துன்பம்	calamité
துன்பம்	malheurs
துன்பம்	malheur
துன்பம்	malchance
ரசிகர்கள்	fans
ரசிகர்கள்	ventilateurs
ரசிகர்கள்	adeptes
ரசிகர்கள்	audience
ரசிகர்கள்	auditoires
ரசிகர்கள்	auditoire
விக்ரம்	vikram
நிறுத்தப்பட்டது	stoppé
நிறுத்தப்பட்டது	avorté
நிறுத்தப்பட்டது	annulée
நிறுத்தப்பட்டது	interrompu
ரஹ்மான்	rahman
ஏர்வேஸ்	airways
உடல்நலம்	sante
உடல்நலம்	santé
இராவணன்	ravana
சிக்கிம்	sikkim
பரஸ்பர	mutuelle
பரஸ்பர	réciproque
பரஸ்பர	mutuel
பரஸ்பர	mutuelles
பக்	buck
பக்	punaise
பக்	bogue
பக்	bug
பக்	insecte
தூய்மை	propreté
தூய்மை	pureté
தூய்மை	pures
தூய்மை	purs
தூய்மை	pur
தூய்மை	pure
டீன்	teen
டீன்	adolescent
டீன்	ado
டீன்	doyen
டீன்	dean
டீன்	doyenne
நாடகத்தில்	drame
நாடகத்தில்	dramatique
சுகாதாரம்	propreté
சுகாதாரம்	hygiène
சுகாதாரம்	sante
சுகாதாரம்	santé
ஆபத்தான	dangereux
ஆபத்தான	dangereuse
ஆபத்தான	dangereuses
மாயா	maya
மாயா	mayas
வீக்கம்	inflammatoire
வீக்கம்	inflammation
வீக்கம்	inflammations
வீக்கம்	enflé
வீக்கம்	gonflée
வீக்கம்	gonflé
வீக்கம்	gonflés
ஊசி	injections
ஊசி	injection
ஊசி	piqûre
ஊசி	aiguille
சில்வா	silva
சந்தித்த	rencontrée
சந்தித்த	rencontrées
சந்தித்த	rencontré
சந்தித்த	rencontrés
சூழலை	environnement
இருக்கை	banquette
இருக்கை	siège
இருக்கை	seat
சீசன்	saison
சீசன்	saisons
பெற்றவை	reçu
பெற்றவை	reçues
பெற்றவை	reçus
பெற்றவை	reçue
ஆர்க்டிக்	arctique
எடிசன்	edison
சீடர்கள்	disciples
வீட்டின்	maison
கைவிடப்பட்டது	chuté
கைவிடப்பட்டது	avorté
கைவிடப்பட்டது	annulée
கைவிடப்பட்டது	interrompu
அகமதாபாத்	ahmedabad
நூற்றாண்டுகளாக	siècles
தொடர்கிறது	poursuit
தொடர்கிறது	continue
தொடர்கிறது	continué
அண்டை	voisines
அண்டை	voisins
அரிதான	rareté
அரிதான	rare
அரிதான	saignant
அரிதான	rares
உறவை	relation
தொலைநோக்கி	télescope
தொலைநோக்கி	télescopes
இருப்பார்கள்	ressorts
இருப்பார்கள்	springs
பொறிகள்	efface
பொறிகள்	effacer
பொறிகள்	pièges
பொறிகள்	piège
ஜெய்	jai
ஜெய்	jay
உத்திகள்	stratégies
உத்திகள்	tactique
உத்திகள்	tactiques
உத்திகள்	techniques
பிராட்	brad
பொருத்தம்	fit
பொருத்தம்	ajuster
பொருத்தம்	correspondance
பொருத்தம்	allumette
பொருத்தம்	match
செயல்பாட்டில்	active
செயல்பாட்டில்	actif
செயல்பாட்டில்	actives
செயல்பாட்டில்	actifs
அங்கீகரிக்கப்பட்ட	autorisées
அங்கீகரிக்கப்பட்ட	autorisé
அங்கீகரிக்கப்பட்ட	autorisés
அங்கீகரிக்கப்பட்ட	autorisée
தோட்டத்தில்	jardins
தோட்டத்தில்	jardin
இயக்குனர்கள்	administrateurs
இயக்குனர்கள்	réalisateurs
இயக்குனர்கள்	directeurs
காற்றை	vent
காற்றை	éolien
காற்றை	éolienne
காற்றை	vents
நிறுவல்	fondé
நிறுவல்	fondée
நிறுவல்	montage
நிறுவல்	installation
பேசிய	parlé
பேசிய	parlés
பேசிய	parlée
கண்ணி	boucles
கண்ணி	boucle
கலாம்	kalam
கூலி	salaire
கூலி	récompenser
கூலி	récompense
பிரச்சனைகள்	problèmes
பிரச்சனைகள்	problèmes
பேரரசுகள்	royaumes
பேரரசுகள்	crapules
புரட்சிகர	révolutionnaires
புரட்சிகர	révolutionnaire
அறிவியலில்	science
அறிவியலில்	scientifique
அறிவியலில்	sciences
ஜாக்சன்	jackson
அகதிகள்	réfugiés
பேட்டி	entrevue
பேட்டி	entretien
பேட்டி	entrevues
பேட்டி	interview
ரிசர்வ்	réserve
ரிசர்வ்	réserver
அதிகளவு	agressif
அதிகளவு	agressifs
அதிகளவு	agressive
அதிகளவு	agressives
அதிகளவு	agressivité
செல்சியஸ்	celsius
சல்பைடு	sulfure
யூரோ	euros
யூரோ	euro
விஜய	vijaya
டிம்	tim
டிம்	dim
பிரபலமானது	populaires
பிரபலமானது	populaire
பிரபலமானது	popularité
கிராமப்புற	rurales
கிராமப்புற	ruraux
கிராமப்புற	rurale
கிராமப்புற	rural
உதவிகள்	faveurs
மைதானத்தில்	moulu
கீ	gee
கேம்	gibier
கேம்	match
கேம்	jeu
கேம்	cam
உண்மையிலேயே	vraiment
உண்மையிலேயே	réellement
உண்மையிலேயே	véritablement
ஆட்சியாளர்கள்	souverains
ஆட்சியாளர்கள்	dirigeants
நிறங்கள்	colorants
நிறங்கள்	coloris
நிறங்கள்	couleurs
நிறங்கள்	teintes
நிறங்கள்	coloris
நிறங்கள்	couleurs
கண்காட்சி	foire
கண்காட்சி	justes
கண்காட்சி	équitable
கண்காட்சி	équitables
புரோமைடு	bromure
விளம்பரங்கள்	promotions
விளம்பரங்கள்	promotion
விளம்பரங்கள்	annonces
விளம்பரங்கள்	annonces
விளம்பரங்கள்	publicités
திறப்பு	vernissage
திறப்பு	ouverture
சமவெளி	plains
சமவெளி	plaine
சமவெளி	plaines
பயன்படுத்தியது	utilisées
பயன்படுத்தியது	utilisé
பயன்படுத்தியது	utilisés
பயன்படுத்தியது	utilisée
வளைந்த	courbé
வளைந்த	courbe
திபெத்	tibet
தாழ்த்தப்பட்ட	arriéré
தாழ்த்தப்பட்ட	reculer
சிறுவன்	garçon
சிறுவன்	boy
சம்பவம்	incident
சம்பவம்	incidents
சொந்தமாக	possède
கோளாறு	désordre
கோளாறு	trouble
குரோமியம்	chrome
நைல்	nil
அணைகள்	barrages
மீரா	meera
எண்ணும்	comptage
எண்ணும்	compter
எண்ணும்	décompte
மிளகு	poivron
மிளகு	pepper
மிளகு	piment
மிளகு	poivrons
மிளகு	poivre
சர்ச்சை	controverse
சர்ச்சை	polémique
சர்ச்சை	controverses
அசோக்	ashok
கடிகாரம்	minuterie
கடிகாரம்	chronomètre
கடிகாரம்	minuteur
கடிகாரம்	horloge
கடிகாரம்	horloges
பொம்மை	toy
பொம்மை	jouet
பொம்மை	jouets
பொம்மை	poupée
பொம்மை	poupées
பொம்மை	doll
ஜாக்கி	jackie
திரட்டு	catalogues
திரட்டு	recueillir
திரட்டு	ramasser
திரட்டு	rassembler
திரட்டு	collecter
திரட்டு	collectionner
திரட்டு	catalogues
ஹார்டி	hardy
நகர்ப்புற	urbain
நகர்ப்புற	urbaines
நகர்ப்புற	urbains
விகிதங்கள்	tarifs
விகிதங்கள்	taux
கட்டமைப்பை	cadre
அப்துல்லா	abdullah
அப்துல்லா	abdallah
நிபுணர்கள்	experts
நிபுணர்கள்	expert
செய்முறை	recette
மாடல்	modele
மாடல்	modèle
மாடல்	mannequin
மாடல்	maquette
சிவனின்	siva
மெட்ரோ	métro
மெட்ரோ	metro
வேட்பாளர்கள்	candidats
குவைத்	koweït
குவைத்	koweit
காதலி	copine
நோயாளி	patiente
நோயாளி	patients
நோயாளி	patient
கில்	gill
கார்த்திகேயன்	karthikeyan
இளமை	jeunesse
இளமை	jeunes
இளமை	adolescence
படிப்புகள்	cours
தயாரிப்புகள்	produits
கென்யா	kenya
உள்துறை	interieur
உள்துறை	intérieur
உள்துறை	intérieurs
உமர்	umar
உமர்	omar
போராடி	luttant
நெல்சன்	nelson
இலாபம்	profit
இலாபம்	bénéfice
இலாபம்	profits
இலாபம்	bénéfices
நரம்பியல்	nerveux
நரம்பியல்	nerveuse
நரம்பியல்	nervosité
நரம்பியல்	neurologique
நரம்பியல்	neurologie
நரம்பியல்	neurologiques
பிரதிநிதியாக	représenter
பிரதிநிதியாக	représentent
நவ	novembre
நவ	nov
வர்மா	varma
வர்மா	verma
சட்டசபை	législatif
சட்டசபை	législateur
சட்டசபை	législature
சண்டிகர்	chandigarh
பில்லி	billy
முன்னே	transmet
சாத்தியமான	potentialités
சாத்தியமான	potentiels
சாத்தியமான	potentielle
சாத்தியமான	potentiel
மாணிக்கம்	ruby
மாணிக்கம்	rubis
அணுகல்	accès
அணுகல்	accéder
அணுகல்	authentifier
அணுகல்	authentification
அணுகல்	accessibilité
ஸ்டோன்	stone
ஸ்டோன்	pierre
ஸ்டோன்	pierres
பெயரிடப்பட்ட	nommée
பெயரிடப்பட்ட	nommé
பெயரிடப்பட்ட	nommés
பெயரிடப்பட்ட	intitulée
பெயரிடப்பட்ட	intitulé
பெயரிடப்பட்ட	titré
தொகு	modifier
தொகு	édition
தொகு	éditer
போதை	toxicomanie
போதை	addiction
போதை	dépendance
எரியும்	brûlant
எரியும்	brûlure
எரியும்	gravure
எரியும்	brûler
மற்றுமொரு	another
உருவாக்கியவர்	créatrice
உருவாக்கியவர்	créateur
ரக்பி	rugby
ஒப்பீடு	comparatif
ஒப்பீடு	comparaison
ஒப்பீடு	comparaisons
கெடா	kedah
பாம்புகள்	serpents
தள்ளி	poussé
தள்ளி	poussés
தள்ளி	loin
பாகுபாடு	discrimination
பாகுபாடு	discriminations
போராளி	guerrière
போராளி	warrior
போராளி	guerrier
போராளி	rebelles
போராளி	rebel
போராளி	rebelle
வணிகர்	commerçants
வணிகர்	négociants
வணிகர்	commerçant
வணிகர்	marchand
வணிகர்	négociant
நவாப்	nawab
நாளைக்கு	demain
நாளைக்கு	tomorrow
பங்களிப்பாளர்	collaborateur
பங்களிப்பாளர்	contributeur
பங்களிப்பாளர்	contributeurs
சமஸ்கிருதம்	sanskrit
இலக்குகள்	buts
இலக்குகள்	objectifs
கல்யாண	banquet
தெலுங்கில்	telugu
சோறு	riz
ஆக்ரா	agra
குக்	cuisiner
குக்	cuisinier
குக்	cuire
குக்	cook
குக்	cuisinière
நுகர்வு	consommation
சுரங்கம்	tunnel
சுரங்கம்	minier
சுரங்கம்	mines
சுரங்கம்	minière
ரியோ	rio
ரியோ	río
சுருக்கமான	bref
சுருக்கமான	brèves
சுருக்கமான	brève
பற்கள்	dentition
பற்கள்	dents
பாசம்	affection
முடிக்க	finis
முடிக்க	finir
முடிக்க	terminer
முடிக்க	termine
பிரான்சிஸ்கோ	francisco
கலவரம்	émeutes
கலவரம்	émeutes
கலவரம்	riot
கலவரம்	émeute
அருண்	arun
ஆய்வகம்	laboratoire
ஆய்வகம்	laboratoires
ஆய்வகம்	observatoires
ஆய்வகம்	observatoire
இயக்கு	jouer
இயக்கு	jouez
இயக்கு	activer
ஃபியட்	fiat
விவாதங்கள்	discussions
ஒவ்வாமை	allergie
ஒவ்வாமை	allergiques
ஒவ்வாமை	allergies
ஒவ்வாமை	allergie
ஒவ்வாமை	allergies
ஒவ்வாமை	allergiques
இதற்கிடையில்	entretemps
போலீஸ்	policière
போலீஸ்	policiers
போலீஸ்	police
போலீஸ்	policier
கடின	difficiles
கடின	dur
கடின	hard
கடின	difficile
கடின	dure
நிரந்தரமாக	forever
நிரந்தரமாக	définitivement
அரேபிய	arabe
அரேபிய	arabes
சாய்வு	gradient
சாய்வு	dégradé
சாய்வு	dégradés
சாய்வு	pente
சாய்வு	incliner
சாய்வு	inclinaison
கிராமி	mamie
கிராமி	grammy
நாட்டம்	orientation
நாட்டம்	fondu
நாட்டம்	fade
பேரியம்	baryum
உலை	chaudière
சாகர்	sagar
மேல்நிலை	supérieure
மேல்நிலை	supérieur
கதவு	porte
விஞ்ஞானிகள்	scientifiques
செல்கிறார்	aller
தீவிரவாதிகள்	terroristes
வாசகர்	lecteurs
வாசகர்	lecteur
பிரஸ்	appuyez
பிரஸ்	presse
எரி	allumage
எரி	inflammation
எரி	combustible
எரி	carburant
சுபாஷ்	subhash
அவுட்	sortir
அவுட்	sortie
அவுட்	dehors
அவுட்	out
பங்களிப்பாளர்கள்	collaborateurs
பங்களிப்பாளர்கள்	contributeurs
வைப்பு	dépôt
வைப்பு	déposer
வைப்பு	caution
வைப்பு	acompte
படுக்கை	lit
உணர்வுகள்	sentiments
மீட்பு	rétablissement
மீட்பு	recouvrement
மீட்பு	récupération
மீட்பு	guérison
மீட்பு	secours
மீட்பு	sauvetage
மீட்பு	sauveteurs
கொம்பு	trompette
கொம்பு	corne
கொம்பு	cor
கொம்பு	avertisseur
கொம்பு	horn
சொத்துக்கள்	actif
சொத்துக்கள்	actifs
நண்பன்	ami
நண்பன்	amie
நண்பன்	amis
அகல	large
அகல	vaste
மார்டின்	martín
மார்டின்	martine
மார்டின்	martin
சேக்	cheikh
சேக்	sheikh
சேக்	cheik
சேக்	zach
ஒப்புக்	avoué
ஒப்புக்	confessé
ஒப்புக்	reconnaissez
ஒப்புக்	reconnaître
ஒப்புக்	reconnaissent
முற்றிலுமாக	absolument
ஷோ	sho
உரையாடல்கள்	conversations
உரையாடல்கள்	dialogues
பத்திரிகையாளர்	journaliste
அனுப்பியது	envoyés
அனுப்பியது	envoyées
அனுப்பியது	envoyée
அனுப்பியது	envoyé
கைகள்	bras
கைகள்	armes
கைகள்	mains
மின்னழுத்த	tension
மின்னழுத்த	voltage
உடைகள்	usure
உடைகள்	robes
உடைகள்	vêtements
உடைகள்	vêtement
குதிரைகள்	chevaux
குதிரைகள்	cheval
வாயுக்கள்	gaz
டாக்	ponton
டாக்	dock
டாக்	quai
தயாராக	prête
தயாராக	pret
தயாராக	prêtes
தயாராக	prêt
தயாராக	prêts
கயிறு	corde
ஆள்	mec
ஆள்	guy
ஆள்	gars
கவசம்	casques
கவசம்	casque
கவசம்	bouclier
கவசம்	shield
கொண்டுவரப்பட்டது	apporté
கொண்டுவரப்பட்டது	amené
கொண்டுவரப்பட்டது	amenés
பயிர்கள்	cultures
பயிர்கள்	récoltes
வானியலாளர்	astronome
கைதிகள்	prisonnières
கைதிகள்	prisonniers
கைதிகள்	détenus
பரிந்துரைக்கப்பட்டது	suggérée
பரிந்துரைக்கப்பட்டது	suggérés
பரிந்துரைக்கப்பட்டது	suggéré
பரிந்துரைக்கப்பட்டது	suggérées
பரிந்துரைக்கப்பட்டது	proposé
பரிந்துரைக்கப்பட்டது	recommandés
பரிந்துரைக்கப்பட்டது	conseillé
பரிந்துரைக்கப்பட்டது	recommandée
பரிந்துரைக்கப்பட்டது	recommandé
பரிந்துரைக்கப்பட்டது	recommandées
உண்மையாக	vrais
உண்மையாக	true
உண்மையாக	vraie
உண்மையாக	vrai
உண்மையாக	véritable
கிலோகிராம்	kilogramme
அமைச்சரவை	armoire
அமைச்சரவை	cabinet
அமைச்சரவை	ministère
வேட்டை	hunt
வேட்டை	pourchasser
வேட்டை	chasser
வேட்டை	chasse
வேட்டை	chasser
வேட்டை	chasse
வெளியிடுகிறது	publier
வெளியிடுகிறது	édition
வெளியிடுகிறது	publication
காய்கறிகள்	légumes
காய்கறிகள்	légume
நைட்ரஜன்	azote
மூலதனம்	majuscule
மூலதனம்	capitaux
மூலதனம்	capitale
மூலதனம்	capital
போகிறது	aller
இனிப்பு	dessert
இனிப்பு	douceur
இனிப்பு	doux
இனிப்பு	sucré
இனிப்பு	douce
இனிப்பு	sweet
உவமை	parabole
மரியோ	mario
சுற்றுப்பாதை	orbite
சுற்றுப்பாதை	orbites
முன்னேற்ற	progrès
முன்னேற்ற	progression
முன்னேற்ற	progresser
முன்னேற்ற	avancement
எரிவாயு	gaz
இயன்	ian
சேவியர்	xavier
விளிம்பு	bord
விளிம்பு	bordure
விளிம்பு	arête
விளிம்பு	edge
விளிம்பு	frontière
விளிம்பு	frontalier
விளிம்பு	frontières
விளிம்பு	border
விளிம்பு	bordure
விளக்கினார்	expliqués
விளக்கினார்	expliqué
விளக்கினார்	expliquée
நீடித்த	durable
நீடித்த	durables
செய்	sei
செய்	rendre
செய்	rendu
ஹரி	hari
வாசிக்க	lecture
வாசிக்க	lisez
வாசிக்க	lire
வாசிக்க	lis
அறிவுரை	conseil
அறிவுரை	conseils
அயோடைடு	iodure
பிரிவினை	cloisons
பிரிவினை	partition
பிரிவினை	cloison
மறந்து	oubliés
மறந்து	oubliées
மறந்து	oublié
மறந்து	oubli
மறந்து	oubliée
மறந்து	oubli
மறந்து	oublions
மறந்து	oublier
மறந்து	oublie
மறந்து	oubliez
மறந்து	oublié
மறந்து	oubli
மறந்து	oubliée
மகிந்த	mahinda
சவுதி	saoudien
விசைப்பலகை	clavier
விசைப்பலகை	claviers
சில்லறை	détail
ஸ்டாலின்	staline
ஸ்டாலின்	étalon
சதுப்பு	marécage
சதுப்பு	marais
இல்லையெனில்	autrement
இல்லையெனில்	sinon
தோமஸ்	thomas
முதுநிலை	masters
முதுநிலை	capitaines
முதுநிலை	maîtres
மீடியாவிக்கி	mediawiki
கனவில்	rêvé
கனவில்	reve
கனவில்	rêves
கனவில்	dream
கனவில்	rêver
கனவில்	rêve
பயணிக்கும்	voyager
பயணிக்கும்	voyageant
நுண்ணறிவு	renseignement
நுண்ணறிவு	intelligence
கங்கா	ganga
காம	kama
வாங்கிய	achetées
வாங்கிய	achetée
வாங்கிய	achetés
வாங்கிய	acheté
விற்கும்	poussoir
விற்கும்	pousseur
பிரவுன்	brown
பிரவுன்	marron
பிரவுன்	bruns
பிரவுன்	brun
பிரவுன்	brunes
பிரவுன்	brune
அனுமன்	hanuman
அநேகமாக	surement
அநேகமாக	probablement
அநேகமாக	sûrement
சாவ்	chau
காசு	gass
மார்க்சிஸ்ட்	marxiste
கரைசல்	solution
மார்பக	mammaire
மார்பக	poitrine
மார்பக	seins
மார்பக	sein
தரவரிசையில்	palmarès
தரவரிசையில்	classements
கிரீன்	verte
கிரீன்	vert
கிரீன்	vertes
மார்பு	poitrine
மார்பு	thoracique
மார்பு	torse
மார்பு	coffre
வழக்கத்தில்	irrégularité
வழக்கத்தில்	irréguliers
வழக்கத்தில்	irrégulier
வழக்கத்தில்	irrégulière
வழக்கத்தில்	irrégulières
கூட்டங்கள்	rencontres
கூட்டங்கள்	réunions
பிரபலம்	populaires
பிரபலம்	populaire
பிரபலம்	célébrités
பிரபலம்	célébrité
உத்தி	stratégie
அறியப்படாத	anonyme
தரவரிசை	classement
மதுரா	mathura
வளர்சிதை	métabolique
வளர்சிதை	métabolisme
பின்லாந்து	finlande
பேராயர்	archevêque
ஊர்வன	reptile
ஊர்வன	reptiles
முதலீட்டாளர்கள்	investisseurs
பல்துறை	polyvalente
பல்துறை	polyvalents
பல்துறை	polyvalent
பல்துறை	polyvalence
பல்துறை	versatile
மின்னல்	éclairs
மின்னல்	allégement
மின்னல்	éclairage
மின்னல்	eclairage
மின்னல்	luminaires
மின்னல்	lightning
மின்னல்	éclairs
மின்னல்	éclair
மின்னல்	foudre
உயிர்வேதியியல்	biochimie
உடற்பயிற்சி	entrainement
உடற்பயிற்சி	entraînement
உடற்பயிற்சி	exercer
உடற்பயிற்சி	exercices
உடற்பயிற்சி	exercice
உடற்பயிற்சி	fitness
மதிப்பீடுகள்	examens
மதிப்பீடுகள்	critiques
மதிப்பீடுகள்	cotes
மதிப்பீடுகள்	appréciations
மதிப்பீடுகள்	évaluations
சீதை	sita
பாங்க்	phang
வியன்னா	vienne
களிமண்	argileux
களிமண்	argile
களிமண்	clay
ரிக்	rick
லிங்கன்	lincoln
சீடர்	cedar
சீடர்	cèdre
சீடர்	disciple
அனுப்பிய	envoyés
அனுப்பிய	envoyées
அனுப்பிய	envoyée
அனுப்பிய	envoyé
இயக்கப்பட்டது	activées
இயக்கப்பட்டது	activés
இயக்கப்பட்டது	activée
இயக்கப்பட்டது	activé
தொட்டி	bin
தொட்டி	poubelle
வசதியாக	confortables
வசதியாக	confortable
வியாபாரம்	affaires
வியாபாரம்	entreprise
வியாபாரம்	entreprises
தூய்மையான	pures
தூய்மையான	purs
தூய்மையான	pur
தூய்மையான	pure
ஈப்போ	ipoh
ஆல்ஃபா	alpha
கோபால்	gopal
படிகள்	marches
படிகள்	étapes
பஞ்சு	éponges
பஞ்சு	éponge
பஞ்சு	coton
உறுப்புக்கள்	seins
கிறிஸ்துமஸ்	noël
கிறிஸ்துமஸ்	noel
ஆதரிக்கும்	supporte
ஆதரிக்கும்	soutient
ஆதரிக்கும்	soutiens
ஆதரிக்கும்	supports
இன்டெல்	intel
புக்கிட்	bukit
விடுதிகள்	hôtels
வார்டு	ward
வார்டு	pupille
உற்பத்தியாளர்கள்	constructeurs
உற்பத்தியாளர்கள்	fabricants
தடைகள்	entraves
தடைகள்	obstacles
தட்டையான	plats
தட்டையான	plat
சந்திரசேகர்	chandrasekhar
பாலூட்டி	mammifères
பாலூட்டி	mammifère
பேய்	ghost
பேய்	fantôme
பேய்	fantômes
பேய்	démon
பேய்	devil
பேய்	diable
பிரகடனம்	déclaration
குறைப்பு	réduction
சஞ்சய்	sanjay
தெரேசா	thérèse
தெரேசா	teresa
தெரேசா	theresa
இமாச்சலப்	himachal
முரண்பாடு	conflits
முரண்பாடு	conflit
நகல்	double
நகல்	dupliquer
நகல்	duplicata
நகல்	duplication
நகல்	copiez
நகல்	exemplaire
நகல்	copier
நகல்	copie
நாவல்கள்	romans
யோகா	yoga
ஆஸ்கார்	oscar
கழுத்து	nuque
கழுத்து	cou
கழுத்து	encolure
ஸ்டீவன்	stéphane
ஸ்டீவன்	steven
அண்டம்	universe
அண்டம்	univers
ஐரோப்பியர்	européens
ஐரோப்பியர்	européens
ஐரோப்பியர்	européennes
ஐரோப்பியர்	européenne
ஐரோப்பியர்	européen
திருத்த	amendement
திருத்த	modification
பொதுவுடைமை	communisme
ஆமை	turtle
ஆமை	tortue
ஆமை	tortues
ஆமை	tortue
ஏற்பாடுகள்	arrangement
ஏற்பாடுகள்	arrangements
சுரப்பி	glande
வல்லுநர்கள்	professionnels
மாத்திரை	pilules
மாத்திரை	comprimé
மாத்திரை	pilule
வலியுறுத்தி	souligner
டோக்கியோ	tokyo
ஆரோக்கியமான	sain
ஆரோக்கியமான	saine
எருமை	buffle
எருமை	buffles
எருமை	buffalo
எருமை	bisons
எருமை	bison
தொழிலாக	carrière
எழுதுதல்	brûlant
எழுதுதல்	brûlure
எழுதுதல்	gravure
எழுதுதல்	brûler
எழுதுதல்	ecrire
எழுதுதல்	rédaction
எழுதுதல்	écriture
எழுதுதல்	écrire
சாதகமாக	positivement
செயற்குழு	exécutif
காவல்துறையினர்	policière
காவல்துறையினர்	policiers
காவல்துறையினர்	police
காவல்துறையினர்	policier
கோணத்தில்	angle
செடிகள்	plantes
செடிகள்	végétaux
வீரம்	courage
வீரம்	bravoure
சிம்	sim
ஜெர்ரி	jerry
பதிவிறக்கம்	téléchargeant
பதிவிறக்கம்	téléchargement
சுமை	charger
சுமை	chargement
சுமை	charge
சுமை	fardeau
தாரா	tara
வழக்கறிஞர்கள்	avocats
வழக்கறிஞர்கள்	juristes
டிராகன்	dragons
டிராகன்	dragon
கொண்டாடும்	fêter
கொண்டாடும்	célébrer
சனிக்கிழமை	samedi
சனிக்கிழமை	saturday
இலக்க	chiffre
யோசேப்பு	joseph
வலிப்பு	épilepsie
ஊவா	uva
கொண்டிருக்கின்றது	embuscade
வகுத்தல்	division
வகுத்தல்	circonscription
முடிக்கப்பட்டது	complété
முடிக்கப்பட்டது	terminée
முடிக்கப்பட்டது	achevés
முடிக்கப்பட்டது	achevé
முடிக்கப்பட்டது	terminées
முடிக்கப்பட்டது	terminé
முடிக்கப்பட்டது	fini
முடிக்கப்பட்டது	terminée
முடிக்கப்பட்டது	finis
முடிக்கப்பட்டது	terminé
செயலை	action
நிறைவேற்றப்பட்டது	exécuté
நிறைவேற்றப்பட்டது	exécutés
நிறைவேற்றப்பட்டது	exécutée
சகோதரிகள்	soeurs
சகோதரிகள்	sœurs
நேர்மறை	positive
நேர்மறை	positives
நேர்மறை	positif
நேர்மறை	positifs
ஹைதராபாத்	hyderabad
வரையப்படும்	dessiné
மனநிலை	humeur
மனநிலை	ambiance
கௌதம	gautama
குற்ற	coupable
குற்ற	coupables
ஓவியர்கள்	peintres
மயிலை	paon
குஜராத்தி	gujarati
பிராங்க்	franck
பிராங்க்	frank
பிராங்க்	franck
தாது	minerai
தாது	ore
தாது	minéral
தாது	minéraux
தாது	minérales
மந்திர	magiques
மந்திர	magique
சர்ச்சைக்குரிய	problématique
சர்ச்சைக்குரிய	problématiques
சர்ச்சைக்குரிய	controverse
சர்ச்சைக்குரிய	controversée
சர்ச்சைக்குரிய	polémique
சர்ச்சைக்குரிய	controversé
கிட்டார்	guitare
கிட்டார்	guitares
பண்டிகை	festival
பண்டிகை	fête
பண்டிகை	festif
பண்டிகை	festive
முடியாட்சி	monarchie
அடித்தளம்	fondement
அடித்தளம்	fondation
அடித்தளம்	fondations
தியேட்டர்	théatre
தியேட்டர்	théâtre
தியேட்டர்	théatre
தியேட்டர்	théâtre
தியேட்டர்	théâtres
பிடி	attrape
பிடி	captures
பிடி	attraper
பிடி	tenir
பிடி	tiens
பிடி	tenez
ஒருபோதும்	jamais
ஒருபோதும்	never
மாங்கனீசு	manganèse
ரத்னா	ratna
துருவ	polar
துருவ	polaires
துருவ	polaire
அபாயம்	danger
