और	és
लाशें	holttestek
लाशें	hullák
लाशें	testek
लाशें	szervek
कोर्टनी	courtney
महफ़िल	összegyűlt
महफ़िल	gyülekező
महफ़िल	összejövetel
नौसिखिया	kezdő
गस	gus
विध्वंसकारी	felforgató
स्टॉक्स	részvények
स्टॉक्स	készletek
स्टॉक्स	állományok
वेबकैम	webkamera
इनकम	jövedelem
इनकम	bevétel
इनकम	jövedelmek
इनकम	bevételek
इनकम	jövedelme
प्लेटफ़ॉर्म	platform
प्लेटफ़ॉर्म	platform
प्लेटफ़ॉर्म	platformok
गुल्ली	gully
ढूंढे	loca
सेप्टिक	szeptikus
पहिचान	elismerik
पहिचान	felismerni
बेमतलब	értelmetlen
बेमतलब	jelentéktelen
सिंथेसाइज़र	szintetizátor
आमद	érkezők
बाहिया	bahia
शर्मीली	félénk
शर्मीली	szégyenlős
किर्स्टन	kirsten
फ़ंक्शन	függvény
फ़ंक्शन	funkció
हिप्पो	víziló
मायर	meier
भैस	frissen
भैस	friss
अपराजेय	verhetetlen
अपराजेय	legyőzhetetlen
अपराजेय	bevehetetlen
ओवेन्स	owens
प्रदायक	szállító
प्रदायक	beszállító
कापा	kappa
दीये	lámpák
दीये	lámpa
मनःस्थिति	golfozó
आद्याक्षर	monogramja
एक्सेप्शन	kivételek
एक्सेप्शन	kivétel
यिप	yip
सैक्सोनी	szászország
सैक्सोनी	szász
कैथ	keith
एबॉट	abbott
डोजर	dodger
टीसीपी	tcp
तकिये	párna
ग्रिफ़िथ	griffith
सोयुज	szojuz
पीड़ादायक	fájó
बिसाऊ	bissau
कार्डिनल्स	bíborosok
सीटे	ülések
सीटे	ülés
चावेज़	chavez
मेलेनिन	melanin
तोरा	tora
मारिन	marin
जुलाहे	púpos
मूर्खों	bolondok
पैंडोरा	pandora
आवर्धक	nagyító
भटकाव	sodródik
अरबपतियों	milliárdosok
पीसीए	pem
हॉटस्पॉट	hotspot
हेक्साफ्लोराइड	hexafluorid
डैशबोर्ड	műszerfal
अहल	ahl
सैन्यवाद	militarizmus
स्टेपल	kapocs
स्कर्वी	skorbut
अस्पष्टीकृत	megmagyarázhatatlan
हेंड्रिक	hendrik
आइवर	ivor
ग्रेशम	gresham
रेडिकल	radikális
स्टेडीयन	stadion
बिज़	biz
बिज़	biznisz
पीएनजी	png
गोधूलि	hajnal
गोधूलि	alkonyat
गोधूलि	alkony
अपहरणकर्ता	emberrabló
ख्वाहिश	vágy
पोलार्ड	pollard
टिब्बा	dűne
डेबोरा	deborah
रामबाण	csodaszer
स्टिकर	matrica
स्टिकर	matricák
स्टिकर	matrica
त्वचाशोथ	dermatitis
डायनामिक्स	dynamics
इंसानियत	emberség
इंसानियत	emberiség
इंटरपोल	interpol
घटाते	gyengül
एचटीसी	htc
किम्बरली	kimberley
स्टेपल्स	staples
सीजीआई	cgi
प्रॉक्सिमा	proxima
पैरासेल्सस	paracelsus
केमन	kajmán
सुहाना	kellemes
फोली	foley
प्रार्थनाएं	ima
प्रार्थनाएं	imát
प्रार्थनाएं	imádság
चाइनाटाउन	chinatown
बेकारी	munkanélküliségi
बेकारी	munkanélküli
बेकारी	munkanélküliség
चैनल्स	csatornák
अलास्कन	alaszkai
पुरातत्ववेत्ताओं	régész
सबीना	sabina
कीटाणुशोधन	fertőtlenítés
बुल्गारियाई	bolgár
क्लिपर	clipper
नोवो	novo
पेरेज़	peres
निष्ठुर	kegyetlen
निष्ठुर	könyörtelen
दानिश	dán
टपकता	csöpög
नौकरियाँ	állás
नौकरियाँ	állások
नौकरियाँ	munkahelyek
याक़ूब	jacob
अनुस्मारक	emlékeztető
हिरोशी	hiroshi
पीआईडी	pid
खूंखार	rettegett
जुंग	jung
ताइगा	tajga
ड्रेसडेन	dresden
ट्रैकर	nyomkövető
सूना	elhagyatott
अण्णा	anna
अण्णा	annának
ओल्गा	olga
नास्त्रेदमस	nostradamus
चेशायर	cheshire
टीएनटी	tnt
निको	nico
निको	niko
मुखड़े	hólyag
हुन	hun
रकाब	kengyel
जाँ	jean
जीलैंड	zéland
सिनेप्टिक	szinaptikus
शैनन	shannon
हैंग	lógni
एचपीवी	hpv
विज़ार्ड	mágus
विज़ार्ड	varázsló
प्रतिज्ञाओं	kötelezettségek
भगोड़े	szökevény
ब्राइस	bryce
सुलेखन	kalligráfia
स्वाज़ीलैंड	szváziföld
डेट्रॉयट	detroiti
डेट्रॉयट	detroitban
डेट्रॉयट	detroit
दस्तावेज़ीकरण	dokumentáció
मेव	meo
होंडुरास	honduras
फ्रेडेरिक	frédéric
फ्रेडेरिक	frederic
तारकोल	kátrány
एक्रिलिक	akril
मीका	micah
व्यूअर	nézők
चिनूक	chinook
एटीआर	atr
कोए	coe
मिन्स्क	minszk
अतिसक्रियता	hiperaktivitás
रेजिना	regina
मायरा	myra
ग्रीनस्पैन	greenspan
बायर्न	bajorország
लाउ	lau
टोफू	tofu
डीएसपी	dsp
आन्द्रीव	andrejev
नहाना	fürdő
नहाना	fürdés
अपरिभाषित	meghatározatlan
अपरिभाषित	hangsúlyozni
बलूच	beludzs
गैबॉन	gabon
रेज़र	borotva
खालीपन	üresség
आरजीबी	rgb
क्रॉप	termés
क्रॉप	növény
यहूद	voltak
चाउ	chow
पुन्य	okirat
जिन्न	dzsinn
सीपीसी	cpc
कारपेट	szőnyegen
कारपेट	szőnyeg
कान्सास	kansasi
कान्सास	kansas
लिप	lip
परिदर्शी	periszkóp
नयनाभिराम	festői
फैब	fab
कोन्या	konya
मिल्ड्रेड	mildred
अनुज्ञा	engedély
अनुज्ञा	jogosítvány
अनुज्ञा	jogosítványt
पुनरारंभ	folytatás
पासो	paso
मैकलीन	mclean
ईस्टन	easton
गोथम	gotham
यूरेका	eureka
पप्पी	kiskutya
पप्पी	kutyus
अनदेखे	észrevétlen
अनदेखे	láthatatlan
क़ातिल	gyilkos
क्लोरेट	klorát
डीटीडी	dtd
दीवानगी	őrület
प्यूनिक	pun
क्रमांकन	számozási
मुस्कराहट	vigyor
स्टारगेट	csillagkapu
मार्केटप्लेस	piac
मार्केटप्लेस	piactéren
गुलदस्ता	csokor
मार्टिनी	martini
टाइटस	titus
टूलटिप	tooltip
हीरोइन	hősnő
गैरीसन	garrison
पुलिसवाले	zsaruk
पुलिसवाले	rendőrök
चांडलर	chandler
स्माइली	mosolygós
स्माइली	smiley
स्माइली	mosolygó
एमएसएन	msn
नॉर्थम्प्टन	northampton
अग्निशामक	tűzoltó
ट्रांजेक्शन	tranzakció
ट्रांजेक्शन	ügyletek
ट्रांजेक्शन	tranzakciók
बहकावे	befolyásolták
ख़ज़ाने	kincsek
ख़ज़ाने	kincs
ख़ज़ाने	kincseket
गंजा	kopasz
लिमिट	korlátok
लिमिट	korlátozások
लिमिट	határok
लिमिट	határértékek
फिरौती	váltságdíjat
फिरौती	váltságdíj
शेल्टन	shelton
स्टाइलिस्ट	stylist
सिथ	sith
ताज्जुब	csoda
पाखंडी	álszent
पाखंडी	képmutató
अंगूरी	grapefruit
स्लेटर	slater
तिनके	szalma
क्रोमेट	kromát
शारलेमेन	charlemagne
आवा	ava
टोप	kalap
टोप	kalapot
सेरो	cerro
मज़ाकिया	vicces
एटनबरो	attenborough
क्वाड	quad
मोरनी	páva
ठहरें	szünet
रेयान	műselyem
मुर	mur
फंसने	rivalizálás
दहाड़	roar
सातत्यक	folytonosság
बर्टी	bertie
स्पिलबर्ग	spielberg
नायलॉन	nejlon
कॉर्नवॉल	cornwall
डिज़्नीलैंड	disneyland
कांग्रेसियों	képviselők
मांचा	mancha
एनिक्स	enix
स्वादानुसार	per
काराबाख़	karabahi
दरबान	portás
दरबान	takarító
दरबान	gondnok
डायलन	dylan
डेटन	dayton
ओलंपियाड	olimpia
रॉबिन्स	robbins
रॉबिन्स	robins
आखर	megtanult
वुल्फगांग	wolfgang
छतरियाँ	esernyő
छतरियाँ	esernyők
छतरियाँ	esernyő
छतरियाँ	burkolatok
कुतिया	szuka
कुनमिंग	kunming
तालू	szárazság
नैंसी	nancy
बहरा	süket
बहरा	süketek
बहरा	siket
एडाप्टर	adapter
एडाप्टर	adapter
पॉपकॉर्न	popcorn
मर्सर	mercer
एक्सा	axa
अनानास	ananász
क्युकी	mert
कनाल	csatorna
ऑटिस्टिक	autista
लिंगभेद	szexizmus
गोर्बाचेव	gorbacsov
देई	dei
प्रोटोकाल	protokoll
प्रोटोकाल	jegyzőkönyv
अधीरता	türelmetlenség
रूड	rud
कार्बोनेटेड	szénsavas
एहतियात	óvintézkedéseket
एहतियात	elővigyázatosság
निकम्मा	hitvány
निया	nia
नैट	nate
नैट	nat
दोस्तो	barátokkal
दोस्तो	barátok
दोस्तो	barátaim
दोस्तो	ismerősök
और्ट	oort
ब्रैडफोर्ड	bradford
तत्त्वज्ञान	filozófiák
आड़ा	vízszintesen
आड़ा	vízszintesen
आड़ा	horizontális
आड़ा	vízszintes
आड़ा	táj
एनकोडिंग	kódolás
पोस्त	poppy
अन्तोनी	antoni
रिप	rip
कंडी	kandi
औपचारिकताओं	formalitás
लड़को	fiuk
लड़को	fiúk
एयरबोर्न	levegőben
मैनिंजाइटिस	agyhártyagyulladás
सौंफ	édeskömény
पार्टीशन	partíció
छूटी	elmaradt
अमीरी	gazdagság
अमीरी	gazdagságát
बर्नूली	bernoulli
क्रोपोत्किन	kropotkin
लैक्टोबैसिलस	lactobacillus
रोड्रिगो	rodrigo
डेरिल	daryl
ब्रेकआउट	kitörés
आपो	apo
कैम्पिंग	kemping
उछलती	bounce
पैरामीटर्स	paraméterei
पैरामीटर्स	paraméterek
घनास्रता	trombózis
सिमुलेट	szimulálni
स्कार्फ	sál
कोलोसियम	colosseum
अकल्पनीय	elképzelhetetlen
लीनियर	literes
लीनियर	liter
लीनियर	libéria
लीनियर	literes
लीनियर	liter
लीनियर	lineáris
लीनियर	guinea
लीनियर	guineai
कोस्टर	hullámvasút
प्लम	szilva
साइ	psy
शोरबा	húsleves
वीडियोज़	videók
शूरवीरों	lovagok
रिटायरमेंट	nyugdíjba
रिटायरमेंट	nyugdíj
रिटायरमेंट	nyugdíjas
अर्मेनिया	örményország
मकड़ियों	pókok
होठ	ajkai
होठ	ajkak
होठ	száj
होठ	ajka
शेल्बी	shelby
प्योंगयांग	phenjan
बोरियत	unalom
रेवेन	holló
रेवेन	raven
स्का	ska
स्नोमैन	hóember
बारबेक्यू	barbecue
फसाद	felkelés
फसाद	csíny
लोकसेवक	emberbarát
खिडकी	ablak
खिडकी	ablakon
ज़ाक	jacques
जीवनदान	él
जीवनदान	életek
ब्रुक्स	brooks
फिलिपिनो	filippínó
कुर्सियां	székek
कुर्सियां	székeket
कुर्सियां	szék
कुरकुरे	ropogós
कुरकुरे	ropogós
मेट्स	mets
लेत	lait
जीवमंडल	bioszféra
चलनिधि	likviditási
प्लानर	tervező
बाइसन	bison
बाइसन	bölény
उज़्बेक	üzbég
समन	idézés
ऑडिटोरियम	előadóterem
केतली	kanna
स्टोनर	stoner
स्टोनर	füves
बालदार	szőrös
फेलिप	felipe
टॉगल	kapcsoló
मार्की	marquee
राउटर	router
रुबिडियम	rubídium
विलम्बित	késedelmes
विलम्बित	késik
विलम्बित	késleltetett
डीलरशिप	kereskedés
मैक्केन	mccain
रसूलों	apostolok
रसूलों	hírnökök
थंबनेल	bélyegkép
बेमानी	anakronizmus
वेल्च	welch
तानिया	tania
पनचक्की	vízimalom
महासंगणक	szuperszámítógép
फ़्रॉन्तेरा	frontera
एफआईए	fia
विल्फ्रेड	wilfred
पिरामिडों	piramisok
ज़ोंबी	zombi
रोगाणुरोधी	antimikrobiális
कैज़ुअल	alkalmi
कैज़ुअल	laza
कैज़ुअल	hétköznapi
लाउडस्पीकरों	hangszóró
ओल	hock
होइ	hoi
योंग	yong
पेरिन	perrin
मार्कोस	marcos
गंगनम	gangnam
होल्डन	holden
लात्स	lat
क्वैरी	lekérdezés
विवो	vivo
जुग	korsó
सुदंर	csinos
गूलागोंग	cawley
निंग	ning
ट्रैक्ट	traktus
पेरो	pero
बाहें	karok
बाहें	fegyvert
बाहें	karokat
बाहें	kar
बाहें	fegyverek
विनम्रतापूर्वक	alázatosan
बताएगा	visszatér
अगाथा	agatha
स्प्लैश	splash
जुड़ें	csatlakozz
जुड़ें	csatlakozás
जुड़ें	kapcsolódás
जुड़ें	kapcsolatot
हिचकी	hablaty
हिक्की	hickey
गोफर	hörcsög
कोटेड	idézett
कोटेड	jegyzett
डेनिम	farmer
सर्वसत्तावाद	totalitarizmus
शब्दजाल	zsargon
एनहाइड्राइड	anhidrid
अलेक्स	alex
टोटेनहम	hotspur
काफ्का	kafka
क्षमतावान	találékony
क्षमतावान	leleményes
फ्रिंज	fringe
धुँधली	homályos
धुँधली	elmosódott
वाहिकारोध	embólia
थकाऊ	fárasztó
थकाऊ	kimerítő
मिंक	mink
जोए	joe
लिफाफा	boríték
लिफाफा	borítékot
रैप्टर	raptor
फाइजर	pfizer
कोफी	kofi
म्युंग	myung
निस्वार्थ	önzetlen
नेल्स	szögek
नेल्स	körmök
हृदयरोग	invazív
टिल्डेन	tilden
बेचारा	szegény
बेचारा	szegények
रड	rudd
फरो	feröer
समारा	samara
लिपजिग	lipcsei
सेण्टीमीटर	centiméter
बुज़ुर्गों	vének
हार्टले	hartley
लेनिनग्राड	leningrád
अनछुए	változatlan
आकाशगंगाएँ	galaxisok
पिल्सबरी	pillsbury
सिम्युलेटर	szimulátor
अज्ञेयवादी	agnosztikus
किरिबाती	kiribati
शेवरलेट	chevrolet
अत्तिला	attila
अरूबा	aruba
बेहिश्त	hozó
कैरो	kairó
बुकमार्क	könyvjelző
ब्राज़ीलियाई	brazil
ब्राज़ीलियाई	brazília
लोवेल	lowell
लोवेल	lovell
ब्लाउज	blúz
लडका	fiú
फैंसी	díszes
टक	tuck
हुनान	hunan
छक्का	hat
डाइव	merülés
मार्टिनेज	martinez
अप्रतिबंधित	korlátlan
ओट्स	zabos
ओट्स	zab
एंज़ो	enzo
एससीआर	scr
घुंघराले	göndör
विल्ला	willa
गुलदाउदी	krizantém
रेंजरों	rangers
आईरिस	iris
पूर्वनिर्मित	előregyártott
एसएसपी	ssp
तीव्रग्राहिता	anafilaxia
जेनकींस	jenkins
स्क्रैप	törmelék
पहचानो	azonosítani
पहचानो	azonosítható
नारकीय	pokoli
बदबूदार	büdös
स्टेसी	stacey
ड्रायर	szárító
खौलते	forr
निगर	niger
कार्यनीति	stratégia
कार्यनीति	stratégiát
दिरहम	dirham
पटाखे	keksz
लिंकनशायर	lincolnshire
बोवर	bower
जेनिस	janice
महापुरूष	legendák
सातो	sato
मोहलत	haladékot
हास्टिंग्स	hastings
शेरिल	cheryl
ताइक्वांडो	taekwondo
चेवी	chevy
कीटविज्ञान	rovartan
एयरपोर्ट्स	repülőterek
ओरेसंड	øresund
टिड्डे	szöcske
टिड्डे	szöcskék
वाल्डो	waldo
जैकबसन	jacobson
खटमल	poloskák
केई	kei
एन्टेना	antennák
अपमार्जक	dögevők
अपमार्जक	dögevő
ताबीज	talizmán
अज्ञातव्यक्तिभीति	idegengyűlölet
गलफड़ों	kopoltyúk
केएफसी	kfc
धड़ल्ले	folyékonyan
बीज़ान्टिन	bizánci
ब्रीफिंग	eligazítás
प्रेमालाप	udvarlás
डेंट	dent
अल्वारेज़	alvarez
लोएब	loeb
वाइरल	vírus
वाइरल	vírusos
कश्ती	kajak
मिच	mitch
मैक्ग्रा	mcgrath
फार्मासिस्ट	gyógyszerész
हंसना	nevess
हंसना	nevetni
हंसना	nevetés
प्रोजेस्टेरोन	progeszteron
यूगोस्लाव	jugoszláv
टेलीग्राम	távirat
टेलीग्राम	táviratot
निवेदित	igényelt
निवेदित	kérte
निवेदित	kért
कॉस्टेलो	costello
पीरी	piri
अनभिज्ञता	tudatlanság
बूस्ट	kiemelés
रिफ	riff
बेयर्ड	baird
लारेंज़	lorentz
लानी	lani
हिमशैल	jéghegy
सर्ज	serge
पर्यवेक्षित	felügyelt
पर्यवेक्षित	felügyelet
वार्तालापों	beszélgetések
सोर	fájó
कूलम्ब	coulomb
षड्यंत्रकारी	összeesküvő
लबादे	csuklyás
माँगना	könyörög
इप्सविच	ipswich
द्विअर्थी	szójátékok
द्विअर्थी	szójáték
पार्श्ववर्ती	oldalirányú
पार्श्ववर्ती	oldalsó
बिंगो	bingo
तामसिक	bosszúálló
कंकर	kavics
काहिल	cahill
स्ट्रोन्शियम	stroncium
ब्राउनी	brownie
सेगल	segel
वेस्टा	vesta
मस्ज़िद	mecsetek
बाथटब	kád
परपीड़क	szadista
पिकेट	pickett
विव	viv
तुफान	viharok
तौलिया	törülköző
इमानदार	becsületes
इमानदार	őszinte
पारभासी	áttetsző
स्वेटर	pulóver
पिंटर	pinter
कार्मेन	carmen
मैकग्रेगर	mcgregor
टेस	tess
रैमी	raimi
जैगर	jaeger
जैगर	jagger
होलसेल	nagykereskedelmi
चेनी	cheney
ब्रेवरी	sörfőzde
मुर्गीपालन	baromfi
टपकती	szivárgás
टपकती	szivárog
डराया	figyelmeztetett
एन्ट्रॉपी	entrópia
डिअर	kedves
डिअर	drága
डॉयचे	deutsche
टूटू	tutu
काफिला	konvoj
एसक्यूएल	sql
कोडक	kodak
अपूरणीय	pótolhatatlan
विन्निपेग	winnipeg
एन्ड्रेस	andres
थंडरबर्ड	thunderbird
नुई	nui
धोखेबाज	csaló
धोखेबाज	bubi
मैनी	manny
मैकगिल	mcgill
दिनार	dinár
आगमनात्मक	induktív
ठगी	csalás
ठगी	csaló
रेडियोसक्रिय	radioaktív
फिंक	fink
सटन	sutton
पार्किन्सन	parkinson
विलन	gazember
अव्यवहारिक	kivitelezhetetlen
हनिंगन	hannigan
शमशान	krematórium
मट	korcs
जियान	gian
रेकटस	rectus
कम्पार्टमेंट	rekesz
डफ़	duff
बिल्ले	márki
एलियास	elias
जाँचें	megvizsgálja
जाँचें	csekk
जाँचें	csekket
जाँचें	ellenőrzés
रोड्रिगेज	rodriguez
बायोडीजल	biodízel
एपर्चर	nyílás
मोजो	mojo
एड्रियाना	adriano
एड्रियाना	adriana
न्यूज़वीक	newsweek
अज़ोरेस	azori
टेम्प्लेट	sablonok
टेम्प्लेट	sablon
स्ट्रीटकार	villamos
गोताखोर	búvárok
पत्तो	levelek
छुटपुट	szórványos
फेकने	megbuktatni
खनिक	bányász
खनिक	bányászok
मैचिंग	egyező
गर्ड	gerd
नायोबियम	nióbium
कर्टिन	curtin
ट्रैविस	travis
इलेक्ट्रोलाइट्स	elektrolit
उपश्रेणियाँ	alkategóriák
कीफर	kiefer
यक	yuk
पिंजरों	ketrec
फ़ुलहम	fulham
पर्लमैन	perlman
इनसाइडर	bennfentes
लिम	lim
धर्मान्तरण	evangélikus
फ़ॉलो	követ
फ़ॉलो	követi
सेलिब्रेशन	ünnep
सेलिब्रेशन	ünneplés
सेलिब्रेशन	ünnepség
इंस्ट्रुमेंटेशन	műszerek
फिच	fitch
सफ़ी	safi
पाल्मे	palme
नितम्ब	fenék
कॉम्बो	kombó
शूमेकर	shoemaker
ओरो	oro
ग्वांगझोउ	guangzhou
सीका	sika
कुए	que
एयरबेस	légibázis
अन्दाज़	mérték
अन्दाज़	intézkedés
रीजियो	regio
माइलेज	kilométer
तुवालू	tuvalu
फ़ूज्यान	fujian
फुरसत	szabadidő
नाकेबंदी	blokád
शादियां	esküvők
छूटा	elmaradt
नेस्तर	nestor
टर्नओवर	árbevétel
टर्नओवर	forgalom
टर्नओवर	forgalma
घोषणाएँ	bejelentések
चिड़ी	klubok
पाल्ट्रो	paltrow
पेंटहाउस	penthouse
टूथब्रश	fogkefe
अकल	bölcsesség
रसीले	zamatos
रसीले	buja
बहुलवाद	pluralizmus
बूटलेग	bootleg
झींगुर	tücskök
लॉट	sok
लॉट	tétel
बाईकार्बोनेट	bikarbonát
इल्ली	hernyó
इल्ली	kukac
इल्ली	féreg
हांगझोऊ	hangzhou
अल्टरनेटर	generátor
सेंग	seng
रुकावटें	akadályokat
रुकावटें	akadály
रुकावटें	akadályok
तोहोकू	tóhoku
स्थैतिकी	statika
माइक्रोन	mikron
खेतो	gazdaságok
शिद्दत	kétségbeesetten
किरायेदारों	bérlők
किरायेदारों	lakók
क्रिस्टोफ	christoph
भृंग	bogarak
भृंग	bogár
कोलबर्ट	colbert
फेल्प्स	phelps
सजाये	díszíteni
नियॉन	neon
एयरबैग	légzsák
ठगा	megcsalt
ठगा	csalt
हेनी	heaney
मैथ	matek
मैथ	matematikai
मैथ	matematika
कालिमा	sötétség
डनलप	dunlap
वाइज़	weisz
जानकारीपूर्ण	informatív
जानकारीपूर्ण	tájékoztató
अपनापन	affinitás
मैरून	maroon
स्वत्वाधिकार	copyright
पीबॉडी	peabody
पाइपिंग	csővezeték
बॉलर	dobó
जूडिथ	judit
नाइल्स	niles
नेपालमे	nepál
पर्च	sügér
गाला	gála
आईडिया	ötletem
आईडिया	elképzelés
आईडिया	ötlet
सुझाएँ	javaslom
सुझाएँ	ajánlani
सुझाएँ	ajánlom
सुझाएँ	ajánlja
सुझाएँ	ajánljuk
क्यूरेटर	kurátor
हाइकिंग	túrázni
हाइकिंग	túrázás
हाइकिंग	kirándulás
हाइकिंग	túra
वीकेंड	hétvégén
वीकेंड	hétvégi
वीकेंड	hétvégére
वीकेंड	hétvége
क्लिफर्ड	lucian
क्लिफर्ड	clifford
कोमी	komi
टुकड़ो	darabok
टुकड़ो	darabjai
टुकड़ो	darab
टुकड़ो	darabokban
पीटीसी	ptc
कफ़न	lepel
टैली	tally
याचक	petíciót
बेकाबू	irányíthatatlan
परियां	angyalok
फकीरों	misztikusok
अल्जीयर्स	algír
प्रसारणकर्ता	műsorszolgáltató
रचेल	rachael
सेंटो	santo
सिटीबैंक	citibank
यमनी	jemeni
टीप	megjegyzések
टीप	feljegyzések
टीप	jegyzetek
टीप	jegyzet
स्वाँग	szimuláció
मिक्सर	mix
मिक्सर	keverék
मिक्सर	mixer
म्यान	hüvely
मारिनो	marino
राशिफल	horoszkóp
लडे	vitatott
पटाया	pattaya
कनेक्टेड	kapcsolódott
कनेक्टेड	kapcsolt
कनेक्टेड	összekapcsolt
कनेक्टेड	kapcsolatban
पाखण्ड	képmutatás
सीसीडी	ccd
पृष्ठ}}	lap}}
पाइक	pike
फार्मेट	formátuma
फार्मेट	formátum
भत्तों	juttatások
स्कली	scully
इथेन	etán
आरईसी	rec
नगा	nga
छोरा	fiú
ज़हरा	zahra
असबाब	kárpit
गेलर	geller
आइस्ड	jeges
एंगेल	engel
क्लेरेंस	clarence
मूरत	murat
वित्रुवियस	vitruvius
संशुद्धि	katarzis
अंतोनियो	antonio
कोनर	conner
हैंडबैग	táskák
एमिलिया	emilia
चमचा	kanál
चमचा	kanalat
चमचा	kanállal
रूखी	durván
रूखी	durva
रूखी	kemény
यारों	pasik
यारों	srácok
बेशर्म	szégyentelen
बिया	biya
बैकस्ट्रोक	hátúszás
ब्रूनर	brunner
एग्रो	agro
सेगन	sagan
पतझड़ी	lombhullató
बंजारे	nomád
ओटिस	otis
डेनी	denny
देगास	degas
ट्यूनिस	tunisz
प्रीस्टलि	priestley
बंशी	banshee
एरियाना	ariana
अभिकण	részecskék
कायला	kayla
मस्जिदे	mecset
क्लो	clough
क्लो	chloe
मैकक्रीडी	mccready
तिलचट्टे	csótányok
ट्रेबल	szoprán
पकौड़ी	gombóc
पकौड़ी	gombóc
आर्मंड	armand
बड्डी	haver
लाफ	nevess
लाफ	nevetni
लाफ	nevetés
सतरंगी	szivárvány
ऐन्डर्स	anders
गद्दारी	elárulta
गद्दारी	elárult
गद्दारी	elárul
निंदक	cinikus
बिटरेट	bitráta
हैड्रियन	hadrianus
चूषक	balek
फ़ैक्टरी	gyár
फ़ैक्टरी	gyári
फ़ैक्टरी	üzem
फ़ैक्टरी	gyárban
सदभावना	harmónia
सदभावना	harmony
भांजी	unokahúga
एस्थर	eszter
एस्थर	esther
टिया	tia
पिंजरा	ketrecben
पिंजरा	ketrec
पिंजरा	szőnyegen
पिंजरा	szőnyeg
लम्हे	pillanatai
लम्हे	pillanatok
वाइल्डर	wilder
एसएसएल	ssl
मैगनस	magnus
ब्रॉसनन	brosnan
पुरस्कार,	díj,
पामुक	pamuk
डॉल्फ़िन	delfin
डॉल्फ़िन	delfinek
डोनेट्स्क	doneck
होस्टल	hostel
होस्टल	szálló
होस्टल	panzió
एफ्लेक	affleck
झोल	bouillon
डूबना	elsüllyed
टुर	tours
मुंडेर	mellvéd
कूकर	tűzhely
बैंडिट	bandita
सशुल्क	organikus
सशुल्क	szerves
सशुल्क	fizetve
सशुल्क	fizetett
सशुल्क	kifizetett
गुनाहगार	bűnös
केन्याई	kenyai
नारकोटिक्स	kábítószer
नारकोटिक्स	kábítószerek
हास्यप्रद	fergeteges
हास्यप्रद	vicces
लुइज़	luiz
पूर्वजो	őseink
पूर्वजो	ősök
कान्वेंट	kolostor
कान्वेंट	zárda
छु	megható
छु	érintés
पोस्टस्क्रिप्ट	postscript
एलेना	elena
सुम्मा	summa
स्वीटी	tündi
सीनेटरों	szenátorok
टली	tully
एवेरी	avery
चेरिल	cheryl
ओसवाल्ड	oswald
ओंग	ong
छुपाएँ	elrejteni
छुपाएँ	elrejtése
एप्रन	kötényt
शिफ़्ट	műszak
शिफ़्ट	váltás
कूली	cooley
रॉकर्स	rockerek
बेरहम	szívtelen
टका	taka
नेटफ्लिक्स	netflix
ब्राडली	bradley
मोटू	motu
अनकही	hallgatólagos
पुली	puli
मानचित्रकला	térképészet
मेलानी	melanie
जीनो	gino
विन्नी	vinny
खींचें	stretch
खींचें	húzd
खींचें	rajzolni
खींचें	sorsolás
खींचें	rajzol
खींचें	döntetlen
निप्पन	nippon
प्रतीक्षारत	vár
प्रतीक्षारत	várakozás
प्रतीक्षारत	várunk
प्रतीक्षारत	várok
इमोशनल	érzelmi
इमोशनल	érzelmes
बाँझ	meddő
बाँझ	sivár
हैमपडेन	hampden
फ़रिश्तों	angyalok
बदचलन	szajha
चतुष्फलकी	tetraéder
एम्ब्रोस	ambrose
डमी	tökfej
नेमस्पेस	névtér
गिल्ट	törtető
उँगलियाँ	ujjak
उँगलियाँ	ujj
उँगलियाँ	uj
वेर	wer
आंसर	anser
चिल्लाना	kiabálás
जागे	ébren
विचारण	tárgyalás
स्कॉलरशिप	ösztöndíj
स्कॉलरशिप	ösztöndíjas
स्कॉलरशिप	ösztöndíjat
नाज़का	nazca
पार्थेनन	parthenon
घोड़ो	lovas
घोड़ो	ló
बुनते	szőni
पिछडे	nélkülözés
शॉवर	zápor
शॉवर	zuhany
शादि	esküvők
इलेक्ट्रोमैग्नेटिक	elektromágneses
नोराह	norah
सुकर	megkönnyítése
चलाएँ	futás
चलाएँ	végrehajtani
चैडविक	chadwick
स्ट्रैबो	strabo
मतभिन्नता	nézeteltérések
मतभिन्नता	nézeteltérés
एनॉलॉग	analóg
नतालिया	natalia
टेपों	felvételeket
टेपों	szalagok
नेताओ	vezetői
नेताओ	vezetők
सन्न	megrázó
सन्न	megdöbbentő
सन्न	sokkoló
चिया	chia
प्रतिकृतियां	másolatok
आंद्रेई	andrej
फैक्ट	tény
वाल्ट्ज	keringő
ब्लेन	blaine
चबाना	munch
स्थापनाएँ	telepítések
अनुलंब	vertikális
अनुलंब	függőleges
अनुलंब	függőlegesen
साइफर	rejtjel
सेगोविआ	segovia
एसटीएस	sts
अक्ल	bölcsesség
तेंदू	datolyaszilva
केटरिंग	vendéglátó
ग्रेवी	mártás
ढोरों	marha
ढोरों	szarvasmarha
ढोरों	marhák
ढोरों	szarvasmarhák
अराफात	arafat
शेकर	shaker
गुआरानी	guarani
रेडिएटर	hűtő
सुक	suk
ज्वेल	ékszer
ज्वेल	jewel
अधिरचना	felépítmény
